context: Madoka Magica 8 response:	OP
context: Th-That's horrible! You didn't have to kill him!\Why... must you always sacrifice yourself?\Don't say you can't help anyone, or that you're worthless.\Don't say such things that depreciate yourself!\Think about the people who care about you!\Stop it already!\There are people who would be sad if you're gone.\Why can't you realize that?! response:	What about the people who wanted to protect you?!
context: Why... must you always sacrifice yourself?\Don't say you can't help anyone, or that you're worthless.\Don't say such things that depreciate yourself!\Think about the people who care about you!\Stop it already!\There are people who would be sad if you're gone.\Why can't you realize that?!\What about the people who wanted to protect you?! response:	Homura-chan...
context: Don't say you can't help anyone, or that you're worthless.\Don't say such things that depreciate yourself!\Think about the people who care about you!\Stop it already!\There are people who would be sad if you're gone.\Why can't you realize that?!\What about the people who wanted to protect you?!\Homura-chan... response:	Have we...
context: Don't say such things that depreciate yourself!\Think about the people who care about you!\Stop it already!\There are people who would be sad if you're gone.\Why can't you realize that?!\What about the people who wanted to protect you?!\Homura-chan...\Have we... response:	Have we met before?
context: Think about the people who care about you!\Stop it already!\There are people who would be sad if you're gone.\Why can't you realize that?!\What about the people who wanted to protect you?!\Homura-chan...\Have we...\Have we met before? response:	That's...
context: Stop it already!\There are people who would be sad if you're gone.\Why can't you realize that?!\What about the people who wanted to protect you?!\Homura-chan...\Have we...\Have we met before?\That's... response:	I'm sorry.
context: There are people who would be sad if you're gone.\Why can't you realize that?!\What about the people who wanted to protect you?!\Homura-chan...\Have we...\Have we met before?\That's...\I'm sorry. response:	I need to go find Sayaka-chan.
context: Why can't you realize that?!\What about the people who wanted to protect you?!\Homura-chan...\Have we...\Have we met before?\That's...\I'm sorry.\I need to go find Sayaka-chan. response:	Wait... It's already too late for Miki Sayaka...
context: What about the people who wanted to protect you?!\Homura-chan...\Have we...\Have we met before?\That's...\I'm sorry.\I need to go find Sayaka-chan.\Wait... It's already too late for Miki Sayaka... response:	I'm sorry.
context: Homura-chan...\Have we...\Have we met before?\That's...\I'm sorry.\I need to go find Sayaka-chan.\Wait... It's already too late for Miki Sayaka...\I'm sorry. response:	Wait!
context: Have we...\Have we met before?\That's...\I'm sorry.\I need to go find Sayaka-chan.\Wait... It's already too late for Miki Sayaka...\I'm sorry.\Wait! response:	Madoka!
context: Have we met before?\That's...\I'm sorry.\I need to go find Sayaka-chan.\Wait... It's already too late for Miki Sayaka...\I'm sorry.\Wait!\Madoka! response:	You know that was useless, right?
context: That's...\I'm sorry.\I need to go find Sayaka-chan.\Wait... It's already too late for Miki Sayaka...\I'm sorry.\Wait!\Madoka!\You know that was useless, right? response:	You don't learn, do you?
context: I'm sorry.\I need to go find Sayaka-chan.\Wait... It's already too late for Miki Sayaka...\I'm sorry.\Wait!\Madoka!\You know that was useless, right?\You don't learn, do you? response:	Even though I have a lot of replacements,
context: I need to go find Sayaka-chan.\Wait... It's already too late for Miki Sayaka...\I'm sorry.\Wait!\Madoka!\You know that was useless, right?\You don't learn, do you?\Even though I have a lot of replacements, response:	having one destroyed for no reason is pretty troublesome.
context: Wait... It's already too late for Miki Sayaka...\I'm sorry.\Wait!\Madoka!\You know that was useless, right?\You don't learn, do you?\Even though I have a lot of replacements,\having one destroyed for no reason is pretty troublesome. response:	It's such a waste.
context: I'm sorry.\Wait!\Madoka!\You know that was useless, right?\You don't learn, do you?\Even though I have a lot of replacements,\having one destroyed for no reason is pretty troublesome.\It's such a waste. response:	This is the second time you've killed me.
context: Wait!\Madoka!\You know that was useless, right?\You don't learn, do you?\Even though I have a lot of replacements,\having one destroyed for no reason is pretty troublesome.\It's such a waste.\This is the second time you've killed me. response:	And now I know what sort of technique you use.
context: Madoka!\You know that was useless, right?\You don't learn, do you?\Even though I have a lot of replacements,\having one destroyed for no reason is pretty troublesome.\It's such a waste.\This is the second time you've killed me.\And now I know what sort of technique you use. response:	That was time-manipulating magic, wasn't it?
context: You know that was useless, right?\You don't learn, do you?\Even though I have a lot of replacements,\having one destroyed for no reason is pretty troublesome.\It's such a waste.\This is the second time you've killed me.\And now I know what sort of technique you use.\That was time-manipulating magic, wasn't it? response:	As I thought. I had a feeling from the start.
context: You don't learn, do you?\Even though I have a lot of replacements,\having one destroyed for no reason is pretty troublesome.\It's such a waste.\This is the second time you've killed me.\And now I know what sort of technique you use.\That was time-manipulating magic, wasn't it?\As I thought. I had a feeling from the start. response:	You're not someone from this timeline, right?
context: Even though I have a lot of replacements,\having one destroyed for no reason is pretty troublesome.\It's such a waste.\This is the second time you've killed me.\And now I know what sort of technique you use.\That was time-manipulating magic, wasn't it?\As I thought. I had a feeling from the start.\You're not someone from this timeline, right? response:	I know who you really are and what you're planning.
context: having one destroyed for no reason is pretty troublesome.\It's such a waste.\This is the second time you've killed me.\And now I know what sort of technique you use.\That was time-manipulating magic, wasn't it?\As I thought. I had a feeling from the start.\You're not someone from this timeline, right?\I know who you really are and what you're planning. response:	I see. That explains why you're trying so hard to interfere.
context: It's such a waste.\This is the second time you've killed me.\And now I know what sort of technique you use.\That was time-manipulating magic, wasn't it?\As I thought. I had a feeling from the start.\You're not someone from this timeline, right?\I know who you really are and what you're planning.\I see. That explains why you're trying so hard to interfere. response:	Do you want to change Kaname Madoka's fate that much?
context: This is the second time you've killed me.\And now I know what sort of technique you use.\That was time-manipulating magic, wasn't it?\As I thought. I had a feeling from the start.\You're not someone from this timeline, right?\I know who you really are and what you're planning.\I see. That explains why you're trying so hard to interfere.\Do you want to change Kaname Madoka's fate that much? response:	Yes. I'm not going to let you get your way,
context: And now I know what sort of technique you use.\That was time-manipulating magic, wasn't it?\As I thought. I had a feeling from the start.\You're not someone from this timeline, right?\I know who you really are and what you're planning.\I see. That explains why you're trying so hard to interfere.\Do you want to change Kaname Madoka's fate that much?\Yes. I'm not going to let you get your way, response:	Kyubei.
context: That was time-manipulating magic, wasn't it?\As I thought. I had a feeling from the start.\You're not someone from this timeline, right?\I know who you really are and what you're planning.\I see. That explains why you're trying so hard to interfere.\Do you want to change Kaname Madoka's fate that much?\Yes. I'm not going to let you get your way,\Kyubei. response:	Or should I call you... Incubator.
context: As I thought. I had a feeling from the start.\You're not someone from this timeline, right?\I know who you really are and what you're planning.\I see. That explains why you're trying so hard to interfere.\Do you want to change Kaname Madoka's fate that much?\Yes. I'm not going to let you get your way,\Kyubei.\Or should I call you... Incubator. response:	I finally found you.
context: You're not someone from this timeline, right?\I know who you really are and what you're planning.\I see. That explains why you're trying so hard to interfere.\Do you want to change Kaname Madoka's fate that much?\Yes. I'm not going to let you get your way,\Kyubei.\Or should I call you... Incubator.\I finally found you. response:	So how long do you plan on being stubborn for?
context: I know who you really are and what you're planning.\I see. That explains why you're trying so hard to interfere.\Do you want to change Kaname Madoka's fate that much?\Yes. I'm not going to let you get your way,\Kyubei.\Or should I call you... Incubator.\I finally found you.\So how long do you plan on being stubborn for? response:	I'm sorry I wasted your time.
context: I see. That explains why you're trying so hard to interfere.\Do you want to change Kaname Madoka's fate that much?\Yes. I'm not going to let you get your way,\Kyubei.\Or should I call you... Incubator.\I finally found you.\So how long do you plan on being stubborn for?\I'm sorry I wasted your time. response:	What? That's not something you'd say.
context: Do you want to change Kaname Madoka's fate that much?\Yes. I'm not going to let you get your way,\Kyubei.\Or should I call you... Incubator.\I finally found you.\So how long do you plan on being stubborn for?\I'm sorry I wasted your time.\What? That's not something you'd say. response:	I guess. That's because I don't care anymore.
context: Yes. I'm not going to let you get your way,\Kyubei.\Or should I call you... Incubator.\I finally found you.\So how long do you plan on being stubborn for?\I'm sorry I wasted your time.\What? That's not something you'd say.\I guess. That's because I don't care anymore. response:	What is important to me?
context: Kyubei.\Or should I call you... Incubator.\I finally found you.\So how long do you plan on being stubborn for?\I'm sorry I wasted your time.\What? That's not something you'd say.\I guess. That's because I don't care anymore.\What is important to me? response:	What is it I want to protect?
context: Or should I call you... Incubator.\I finally found you.\So how long do you plan on being stubborn for?\I'm sorry I wasted your time.\What? That's not something you'd say.\I guess. That's because I don't care anymore.\What is important to me?\What is it I want to protect? response:	I don't even know anymore.
context: I finally found you.\So how long do you plan on being stubborn for?\I'm sorry I wasted your time.\What? That's not something you'd say.\I guess. That's because I don't care anymore.\What is important to me?\What is it I want to protect?\I don't even know anymore. response:	Hey.
context: So how long do you plan on being stubborn for?\I'm sorry I wasted your time.\What? That's not something you'd say.\I guess. That's because I don't care anymore.\What is important to me?\What is it I want to protect?\I don't even know anymore.\Hey. response:	The balance between hope and despair remains at zero.
context: I'm sorry I wasted your time.\What? That's not something you'd say.\I guess. That's because I don't care anymore.\What is important to me?\What is it I want to protect?\I don't even know anymore.\Hey.\The balance between hope and despair remains at zero. response:	You said that before, didn't you?
context: What? That's not something you'd say.\I guess. That's because I don't care anymore.\What is important to me?\What is it I want to protect?\I don't even know anymore.\Hey.\The balance between hope and despair remains at zero.\You said that before, didn't you? response:	I understand what you meant by that now.
context: I guess. That's because I don't care anymore.\What is important to me?\What is it I want to protect?\I don't even know anymore.\Hey.\The balance between hope and despair remains at zero.\You said that before, didn't you?\I understand what you meant by that now. response:	Sure, I saved a few people,
context: What is important to me?\What is it I want to protect?\I don't even know anymore.\Hey.\The balance between hope and despair remains at zero.\You said that before, didn't you?\I understand what you meant by that now.\Sure, I saved a few people, response:	but the more people I save, the more hate and anger fills my heart.
context: What is it I want to protect?\I don't even know anymore.\Hey.\The balance between hope and despair remains at zero.\You said that before, didn't you?\I understand what you meant by that now.\Sure, I saved a few people,\but the more people I save, the more hate and anger fills my heart. response:	I even hurt my best friend.
context: I don't even know anymore.\Hey.\The balance between hope and despair remains at zero.\You said that before, didn't you?\I understand what you meant by that now.\Sure, I saved a few people,\but the more people I save, the more hate and anger fills my heart.\I even hurt my best friend. response:	Sayaka, don't tell me you...
context: Hey.\The balance between hope and despair remains at zero.\You said that before, didn't you?\I understand what you meant by that now.\Sure, I saved a few people,\but the more people I save, the more hate and anger fills my heart.\I even hurt my best friend.\Sayaka, don't tell me you... response:	When wishing for someone else's happiness,
context: The balance between hope and despair remains at zero.\You said that before, didn't you?\I understand what you meant by that now.\Sure, I saved a few people,\but the more people I save, the more hate and anger fills my heart.\I even hurt my best friend.\Sayaka, don't tell me you...\When wishing for someone else's happiness, response:	someone must be cursed in order to keep the balance.
context: You said that before, didn't you?\I understand what you meant by that now.\Sure, I saved a few people,\but the more people I save, the more hate and anger fills my heart.\I even hurt my best friend.\Sayaka, don't tell me you...\When wishing for someone else's happiness,\someone must be cursed in order to keep the balance. response:	That's how Magical Girls work.
context: I understand what you meant by that now.\Sure, I saved a few people,\but the more people I save, the more hate and anger fills my heart.\I even hurt my best friend.\Sayaka, don't tell me you...\When wishing for someone else's happiness,\someone must be cursed in order to keep the balance.\That's how Magical Girls work. response:	I'm...
context: Sure, I saved a few people,\but the more people I save, the more hate and anger fills my heart.\I even hurt my best friend.\Sayaka, don't tell me you...\When wishing for someone else's happiness,\someone must be cursed in order to keep the balance.\That's how Magical Girls work.\I'm... response:	Sayaka!
context: but the more people I save, the more hate and anger fills my heart.\I even hurt my best friend.\Sayaka, don't tell me you...\When wishing for someone else's happiness,\someone must be cursed in order to keep the balance.\That's how Magical Girls work.\I'm...\Sayaka! response:	This country calls maturing women girls, right?
context: I even hurt my best friend.\Sayaka, don't tell me you...\When wishing for someone else's happiness,\someone must be cursed in order to keep the balance.\That's how Magical Girls work.\I'm...\Sayaka!\This country calls maturing women girls, right? response:	Since you're all going to be Witches someday,
context: Sayaka, don't tell me you...\When wishing for someone else's happiness,\someone must be cursed in order to keep the balance.\That's how Magical Girls work.\I'm...\Sayaka!\This country calls maturing women girls, right?\Since you're all going to be Witches someday, response:	it'd make sense to call you Magical Girls first.
context: When wishing for someone else's happiness,\someone must be cursed in order to keep the balance.\That's how Magical Girls work.\I'm...\Sayaka!\This country calls maturing women girls, right?\Since you're all going to be Witches someday,\it'd make sense to call you Magical Girls first. response:	You may think I'm stupid,
context: someone must be cursed in order to keep the balance.\That's how Magical Girls work.\I'm...\Sayaka!\This country calls maturing women girls, right?\Since you're all going to be Witches someday,\it'd make sense to call you Magical Girls first.\You may think I'm stupid, response:	but I won't give up until we know she can't be saved.
context: That's how Magical Girls work.\I'm...\Sayaka!\This country calls maturing women girls, right?\Since you're all going to be Witches someday,\it'd make sense to call you Magical Girls first.\You may think I'm stupid,\but I won't give up until we know she can't be saved. response:	I won't let that happen.
context: I'm...\Sayaka!\This country calls maturing women girls, right?\Since you're all going to be Witches someday,\it'd make sense to call you Magical Girls first.\You may think I'm stupid,\but I won't give up until we know she can't be saved.\I won't let that happen. response:	Fujima Takuya Tanaka Kentaro
context: Sayaka!\This country calls maturing women girls, right?\Since you're all going to be Witches someday,\it'd make sense to call you Magical Girls first.\You may think I'm stupid,\but I won't give up until we know she can't be saved.\I won't let that happen.\Fujima Takuya Tanaka Kentaro response:	Episode 9 I won't let that happen
