context: Arrow, where are you headed? response:	We're going to shoot him, too?
context: With your powers plus my powers,\our speed and jumping strength are doubled.\Are you seriously an alien?!\Te\Ter\Terr\Terra\Terra V response:	Terra Ve
context: our speed and jumping strength are doubled.\Are you seriously an alien?!\Te\Ter\Terr\Terra\Terra V\Terra Ve response:	Terra Ven
context: Are you seriously an alien?!\Te\Ter\Terr\Terra\Terra V\Terra Ve\Terra Ven response:	Terra Vent
context: Te\Ter\Terr\Terra\Terra V\Terra Ve\Terra Ven\Terra Vent response:	Terra Ventu
context: Ter\Terr\Terra\Terra V\Terra Ve\Terra Ven\Terra Vent\Terra Ventu response:	Terra Ventus
context: Terr\Terra\Terra V\Terra Ve\Terra Ven\Terra Vent\Terra Ventu\Terra Ventus response:	Mi
context: Terra\Terra V\Terra Ve\Terra Ven\Terra Vent\Terra Ventu\Terra Ventus\Mi response:	Miki
context: Terra V\Terra Ve\Terra Ven\Terra Vent\Terra Ventu\Terra Ventus\Mi\Miki response:	Mikitaka
context: Terra Ve\Terra Ven\Terra Vent\Terra Ventu\Terra Ventus\Mi\Miki\Mikitaka response:	Mikitaka Haze
context: Terra Ven\Terra Vent\Terra Ventu\Terra Ventus\Mi\Miki\Mikitaka\Mikitaka Haze response:	Mikitaka Hazekura
context: Terra Vent\Terra Ventu\Terra Ventus\Mi\Miki\Mikitaka\Mikitaka Haze\Mikitaka Hazekura response:	What the hell?!
context: Terra Ventu\Terra Ventus\Mi\Miki\Mikitaka\Mikitaka Haze\Mikitaka Hazekura\What the hell?! response:	You...
context: Terra Ventus\Mi\Miki\Mikitaka\Mikitaka Haze\Mikitaka Hazekura\What the hell?!\You... response:	You can't see this?
context: Mi\Miki\Mikitaka\Mikitaka Haze\Mikitaka Hazekura\What the hell?!\You...\You can't see this? response:	He can't see it!
context: Miki\Mikitaka\Mikitaka Haze\Mikitaka Hazekura\What the hell?!\You...\You can't see this?\He can't see it! response:	He's not a Stand user.
context: Mikitaka\Mikitaka Haze\Mikitaka Hazekura\What the hell?!\You...\You can't see this?\He can't see it!\He's not a Stand user. response:	Then what the hell is this power?
context: Mikitaka Haze\Mikitaka Hazekura\What the hell?!\You...\You can't see this?\He can't see it!\He's not a Stand user.\Then what the hell is this power? response:	Who the hell are you?!
context: Mikitaka Hazekura\What the hell?!\You...\You can't see this?\He can't see it!\He's not a Stand user.\Then what the hell is this power?\Who the hell are you?! response:	You're rather persistent, aren't you?
context: What the hell?!\You...\You can't see this?\He can't see it!\He's not a Stand user.\Then what the hell is this power?\Who the hell are you?!\You're rather persistent, aren't you? response:	I told you earlier that I was an alien...
context: You...\You can't see this?\He can't see it!\He's not a Stand user.\Then what the hell is this power?\Who the hell are you?!\You're rather persistent, aren't you?\I told you earlier that I was an alien... response:	Hang on a sec.
context: You can't see this?\He can't see it!\He's not a Stand user.\Then what the hell is this power?\Who the hell are you?!\You're rather persistent, aren't you?\I told you earlier that I was an alien...\Hang on a sec. response:	L-Let me sort this out in my head.
context: He can't see it!\He's not a Stand user.\Then what the hell is this power?\Who the hell are you?!\You're rather persistent, aren't you?\I told you earlier that I was an alien...\Hang on a sec.\L-Let me sort this out in my head. response:	Anyway, you saved me by taking me away from that.
context: He's not a Stand user.\Then what the hell is this power?\Who the hell are you?!\You're rather persistent, aren't you?\I told you earlier that I was an alien...\Hang on a sec.\L-Let me sort this out in my head.\Anyway, you saved me by taking me away from that. response:	The people on my planet can't stand the sound of sirens.
context: Then what the hell is this power?\Who the hell are you?!\You're rather persistent, aren't you?\I told you earlier that I was an alien...\Hang on a sec.\L-Let me sort this out in my head.\Anyway, you saved me by taking me away from that.\The people on my planet can't stand the sound of sirens. response:	It's a wavelength that aggravates our nerves.
context: Who the hell are you?!\You're rather persistent, aren't you?\I told you earlier that I was an alien...\Hang on a sec.\L-Let me sort this out in my head.\Anyway, you saved me by taking me away from that.\The people on my planet can't stand the sound of sirens.\It's a wavelength that aggravates our nerves. response:	I'd like to do something for you to thank you for saving me.
context: You're rather persistent, aren't you?\I told you earlier that I was an alien...\Hang on a sec.\L-Let me sort this out in my head.\Anyway, you saved me by taking me away from that.\The people on my planet can't stand the sound of sirens.\It's a wavelength that aggravates our nerves.\I'd like to do something for you to thank you for saving me. response:	Shall I turn into a fan and fan you?
context: I told you earlier that I was an alien...\Hang on a sec.\L-Let me sort this out in my head.\Anyway, you saved me by taking me away from that.\The people on my planet can't stand the sound of sirens.\It's a wavelength that aggravates our nerves.\I'd like to do something for you to thank you for saving me.\Shall I turn into a fan and fan you? response:	Or maybe a back scratcher so I can scratch your back?
context: Hang on a sec.\L-Let me sort this out in my head.\Anyway, you saved me by taking me away from that.\The people on my planet can't stand the sound of sirens.\It's a wavelength that aggravates our nerves.\I'd like to do something for you to thank you for saving me.\Shall I turn into a fan and fan you?\Or maybe a back scratcher so I can scratch your back? response:	Whoa, it's not like I saved you because I wanted something in return...
context: L-Let me sort this out in my head.\Anyway, you saved me by taking me away from that.\The people on my planet can't stand the sound of sirens.\It's a wavelength that aggravates our nerves.\I'd like to do something for you to thank you for saving me.\Shall I turn into a fan and fan you?\Or maybe a back scratcher so I can scratch your back?\Whoa, it's not like I saved you because I wanted something in return... response:	You'll really do anything? Please! Do it! Thank you!
context: Anyway, you saved me by taking me away from that.\The people on my planet can't stand the sound of sirens.\It's a wavelength that aggravates our nerves.\I'd like to do something for you to thank you for saving me.\Shall I turn into a fan and fan you?\Or maybe a back scratcher so I can scratch your back?\Whoa, it's not like I saved you because I wanted something in return...\You'll really do anything? Please! Do it! Thank you! response:	Shopping Catalog
context: The people on my planet can't stand the sound of sirens.\It's a wavelength that aggravates our nerves.\I'd like to do something for you to thank you for saving me.\Shall I turn into a fan and fan you?\Or maybe a back scratcher so I can scratch your back?\Whoa, it's not like I saved you because I wanted something in return...\You'll really do anything? Please! Do it! Thank you!\Shopping Catalog response:	What would you like me to do?
context: It's a wavelength that aggravates our nerves.\I'd like to do something for you to thank you for saving me.\Shall I turn into a fan and fan you?\Or maybe a back scratcher so I can scratch your back?\Whoa, it's not like I saved you because I wanted something in return...\You'll really do anything? Please! Do it! Thank you!\Shopping Catalog\What would you like me to do? response:	C-Can you turn into anything?
context: I'd like to do something for you to thank you for saving me.\Shall I turn into a fan and fan you?\Or maybe a back scratcher so I can scratch your back?\Whoa, it's not like I saved you because I wanted something in return...\You'll really do anything? Please! Do it! Thank you!\Shopping Catalog\What would you like me to do?\C-Can you turn into anything? response:	Like something light, or multiple numbers of something?
context: Shall I turn into a fan and fan you?\Or maybe a back scratcher so I can scratch your back?\Whoa, it's not like I saved you because I wanted something in return...\You'll really do anything? Please! Do it! Thank you!\Shopping Catalog\What would you like me to do?\C-Can you turn into anything?\Like something light, or multiple numbers of something? response:	Yes. I can turn into almost anything.
context: Or maybe a back scratcher so I can scratch your back?\Whoa, it's not like I saved you because I wanted something in return...\You'll really do anything? Please! Do it! Thank you!\Shopping Catalog\What would you like me to do?\C-Can you turn into anything?\Like something light, or multiple numbers of something?\Yes. I can turn into almost anything. response:	However, I cannot turn into complicated machinery
context: Whoa, it's not like I saved you because I wanted something in return...\You'll really do anything? Please! Do it! Thank you!\Shopping Catalog\What would you like me to do?\C-Can you turn into anything?\Like something light, or multiple numbers of something?\Yes. I can turn into almost anything.\However, I cannot turn into complicated machinery response:	or anything more powerful than me.
context: You'll really do anything? Please! Do it! Thank you!\Shopping Catalog\What would you like me to do?\C-Can you turn into anything?\Like something light, or multiple numbers of something?\Yes. I can turn into almost anything.\However, I cannot turn into complicated machinery\or anything more powerful than me. response:	I see, I see. Got it. I like you!
context: Shopping Catalog\What would you like me to do?\C-Can you turn into anything?\Like something light, or multiple numbers of something?\Yes. I can turn into almost anything.\However, I cannot turn into complicated machinery\or anything more powerful than me.\I see, I see. Got it. I like you! response:	So you're going to thank me, right?
context: What would you like me to do?\C-Can you turn into anything?\Like something light, or multiple numbers of something?\Yes. I can turn into almost anything.\However, I cannot turn into complicated machinery\or anything more powerful than me.\I see, I see. Got it. I like you!\So you're going to thank me, right? response:	Yes.
context: C-Can you turn into anything?\Like something light, or multiple numbers of something?\Yes. I can turn into almost anything.\However, I cannot turn into complicated machinery\or anything more powerful than me.\I see, I see. Got it. I like you!\So you're going to thank me, right?\Yes. response:	I-I...
context: Like something light, or multiple numbers of something?\Yes. I can turn into almost anything.\However, I cannot turn into complicated machinery\or anything more powerful than me.\I see, I see. Got it. I like you!\So you're going to thank me, right?\Yes.\I-I... response:	just had a brilliant idea.
context: Yes. I can turn into almost anything.\However, I cannot turn into complicated machinery\or anything more powerful than me.\I see, I see. Got it. I like you!\So you're going to thank me, right?\Yes.\I-I...\just had a brilliant idea. response:	It's an idea that'll make everyone happy.
context: However, I cannot turn into complicated machinery\or anything more powerful than me.\I see, I see. Got it. I like you!\So you're going to thank me, right?\Yes.\I-I...\just had a brilliant idea.\It's an idea that'll make everyone happy. response:	Happy?
context: or anything more powerful than me.\I see, I see. Got it. I like you!\So you're going to thank me, right?\Yes.\I-I...\just had a brilliant idea.\It's an idea that'll make everyone happy.\Happy? response:	Yeah!
context: I see, I see. Got it. I like you!\So you're going to thank me, right?\Yes.\I-I...\just had a brilliant idea.\It's an idea that'll make everyone happy.\Happy?\Yeah! response:	See, I managed to make some money from a lottery ticket,
context: So you're going to thank me, right?\Yes.\I-I...\just had a brilliant idea.\It's an idea that'll make everyone happy.\Happy?\Yeah!\See, I managed to make some money from a lottery ticket, response:	but my mom found out and froze the account I put it in.
context: Yes.\I-I...\just had a brilliant idea.\It's an idea that'll make everyone happy.\Happy?\Yeah!\See, I managed to make some money from a lottery ticket,\but my mom found out and froze the account I put it in. response:	Once she finds something like that, there's no convincing her.
context: I-I...\just had a brilliant idea.\It's an idea that'll make everyone happy.\Happy?\Yeah!\See, I managed to make some money from a lottery ticket,\but my mom found out and froze the account I put it in.\Once she finds something like that, there's no convincing her. response:	It sucks not having any money for the summer season.
context: just had a brilliant idea.\It's an idea that'll make everyone happy.\Happy?\Yeah!\See, I managed to make some money from a lottery ticket,\but my mom found out and froze the account I put it in.\Once she finds something like that, there's no convincing her.\It sucks not having any money for the summer season. response:	Shopping Catalog
context: It's an idea that'll make everyone happy.\Happy?\Yeah!\See, I managed to make some money from a lottery ticket,\but my mom found out and froze the account I put it in.\Once she finds something like that, there's no convincing her.\It sucks not having any money for the summer season.\Shopping Catalog response:	And so...
context: Happy?\Yeah!\See, I managed to make some money from a lottery ticket,\but my mom found out and froze the account I put it in.\Once she finds something like that, there's no convincing her.\It sucks not having any money for the summer season.\Shopping Catalog\And so... response:	Can you turn into this? This thing.
context: Yeah!\See, I managed to make some money from a lottery ticket,\but my mom found out and froze the account I put it in.\Once she finds something like that, there's no convincing her.\It sucks not having any money for the summer season.\Shopping Catalog\And so...\Can you turn into this? This thing. response:	What is that?
context: See, I managed to make some money from a lottery ticket,\but my mom found out and froze the account I put it in.\Once she finds something like that, there's no convincing her.\It sucks not having any money for the summer season.\Shopping Catalog\And so...\Can you turn into this? This thing.\What is that? response:	They're dice!
context: but my mom found out and froze the account I put it in.\Once she finds something like that, there's no convincing her.\It sucks not having any money for the summer season.\Shopping Catalog\And so...\Can you turn into this? This thing.\What is that?\They're dice! response:	I'll make some money using these,
context: Once she finds something like that, there's no convincing her.\It sucks not having any money for the summer season.\Shopping Catalog\And so...\Can you turn into this? This thing.\What is that?\They're dice!\I'll make some money using these, response:	then I'll split it with you, and everyone will be happy!
context: It sucks not having any money for the summer season.\Shopping Catalog\And so...\Can you turn into this? This thing.\What is that?\They're dice!\I'll make some money using these,\then I'll split it with you, and everyone will be happy! response:	What do you do with those?
context: Shopping Catalog\And so...\Can you turn into this? This thing.\What is that?\They're dice!\I'll make some money using these,\then I'll split it with you, and everyone will be happy!\What do you do with those? response:	Huh? You don't know what dice are?
context: And so...\Can you turn into this? This thing.\What is that?\They're dice!\I'll make some money using these,\then I'll split it with you, and everyone will be happy!\What do you do with those?\Huh? You don't know what dice are? response:	I-I'm sorry...
context: Can you turn into this? This thing.\What is that?\They're dice!\I'll make some money using these,\then I'll split it with you, and everyone will be happy!\What do you do with those?\Huh? You don't know what dice are?\I-I'm sorry... response:	You don't have to apologize.
context: What is that?\They're dice!\I'll make some money using these,\then I'll split it with you, and everyone will be happy!\What do you do with those?\Huh? You don't know what dice are?\I-I'm sorry...\You don't have to apologize. response:	It's really easy. I'll show you.
context: They're dice!\I'll make some money using these,\then I'll split it with you, and everyone will be happy!\What do you do with those?\Huh? You don't know what dice are?\I-I'm sorry...\You don't have to apologize.\It's really easy. I'll show you. response:	These are tools that people who like games really love.
context: I'll make some money using these,\then I'll split it with you, and everyone will be happy!\What do you do with those?\Huh? You don't know what dice are?\I-I'm sorry...\You don't have to apologize.\It's really easy. I'll show you.\These are tools that people who like games really love. response:	They're hard, and they have six sides.
context: then I'll split it with you, and everyone will be happy!\What do you do with those?\Huh? You don't know what dice are?\I-I'm sorry...\You don't have to apologize.\It's really easy. I'll show you.\These are tools that people who like games really love.\They're hard, and they have six sides. response:	This divot represents the number one, and it has them from one through six.
context: What do you do with those?\Huh? You don't know what dice are?\I-I'm sorry...\You don't have to apologize.\It's really easy. I'll show you.\These are tools that people who like games really love.\They're hard, and they have six sides.\This divot represents the number one, and it has them from one through six. response:	Ah, yes. I think I'm starting to understand.
context: Huh? You don't know what dice are?\I-I'm sorry...\You don't have to apologize.\It's really easy. I'll show you.\These are tools that people who like games really love.\They're hard, and they have six sides.\This divot represents the number one, and it has them from one through six.\Ah, yes. I think I'm starting to understand. response:	So when there are five divots, it's the number five, right?
context: I-I'm sorry...\You don't have to apologize.\It's really easy. I'll show you.\These are tools that people who like games really love.\They're hard, and they have six sides.\This divot represents the number one, and it has them from one through six.\Ah, yes. I think I'm starting to understand.\So when there are five divots, it's the number five, right? response:	Well done, alien!
context: You don't have to apologize.\It's really easy. I'll show you.\These are tools that people who like games really love.\They're hard, and they have six sides.\This divot represents the number one, and it has them from one through six.\Ah, yes. I think I'm starting to understand.\So when there are five divots, it's the number five, right?\Well done, alien! response:	And three divots represent a three.
context: It's really easy. I'll show you.\These are tools that people who like games really love.\They're hard, and they have six sides.\This divot represents the number one, and it has them from one through six.\Ah, yes. I think I'm starting to understand.\So when there are five divots, it's the number five, right?\Well done, alien!\And three divots represent a three. response:	Yes! Try turning into one.
context: These are tools that people who like games really love.\They're hard, and they have six sides.\This divot represents the number one, and it has them from one through six.\Ah, yes. I think I'm starting to understand.\So when there are five divots, it's the number five, right?\Well done, alien!\And three divots represent a three.\Yes! Try turning into one. response:	Understood.
context: They're hard, and they have six sides.\This divot represents the number one, and it has them from one through six.\Ah, yes. I think I'm starting to understand.\So when there are five divots, it's the number five, right?\Well done, alien!\And three divots represent a three.\Yes! Try turning into one.\Understood. response:	That was simple.
context: This divot represents the number one, and it has them from one through six.\Ah, yes. I think I'm starting to understand.\So when there are five divots, it's the number five, right?\Well done, alien!\And three divots represent a three.\Yes! Try turning into one.\Understood.\That was simple. response:	What are you talking about? You're way too big.
context: Ah, yes. I think I'm starting to understand.\So when there are five divots, it's the number five, right?\Well done, alien!\And three divots represent a three.\Yes! Try turning into one.\Understood.\That was simple.\What are you talking about? You're way too big. response:	You're only supposed to be about this big.
context: So when there are five divots, it's the number five, right?\Well done, alien!\And three divots represent a three.\Yes! Try turning into one.\Understood.\That was simple.\What are you talking about? You're way too big.\You're only supposed to be about this big. response:	Also, you've got five on two sides.
context: Well done, alien!\And three divots represent a three.\Yes! Try turning into one.\Understood.\That was simple.\What are you talking about? You're way too big.\You're only supposed to be about this big.\Also, you've got five on two sides. response:	The numbers on a die are from one through six.
context: And three divots represent a three.\Yes! Try turning into one.\Understood.\That was simple.\What are you talking about? You're way too big.\You're only supposed to be about this big.\Also, you've got five on two sides.\The numbers on a die are from one through six. response:	The numbers on one side and its opposite side should equal seven.
context: Yes! Try turning into one.\Understood.\That was simple.\What are you talking about? You're way too big.\You're only supposed to be about this big.\Also, you've got five on two sides.\The numbers on a die are from one through six.\The numbers on one side and its opposite side should equal seven. response:	Oh, pardon me.
context: Understood.\That was simple.\What are you talking about? You're way too big.\You're only supposed to be about this big.\Also, you've got five on two sides.\The numbers on a die are from one through six.\The numbers on one side and its opposite side should equal seven.\Oh, pardon me. response:	How about this?
context: That was simple.\What are you talking about? You're way too big.\You're only supposed to be about this big.\Also, you've got five on two sides.\The numbers on a die are from one through six.\The numbers on one side and its opposite side should equal seven.\Oh, pardon me.\How about this? response:	Th-That tickles!
context: What are you talking about? You're way too big.\You're only supposed to be about this big.\Also, you've got five on two sides.\The numbers on a die are from one through six.\The numbers on one side and its opposite side should equal seven.\Oh, pardon me.\How about this?\Th-That tickles! response:	Hey, don't laugh. Dice don't talk.
context: You're only supposed to be about this big.\Also, you've got five on two sides.\The numbers on a die are from one through six.\The numbers on one side and its opposite side should equal seven.\Oh, pardon me.\How about this?\Th-That tickles!\Hey, don't laugh. Dice don't talk. response:	Huh?
context: Also, you've got five on two sides.\The numbers on a die are from one through six.\The numbers on one side and its opposite side should equal seven.\Oh, pardon me.\How about this?\Th-That tickles!\Hey, don't laugh. Dice don't talk.\Huh? response:	Come on.
context: The numbers on a die are from one through six.\The numbers on one side and its opposite side should equal seven.\Oh, pardon me.\How about this?\Th-That tickles!\Hey, don't laugh. Dice don't talk.\Huh?\Come on. response:	I-I'll do my best.
context: The numbers on one side and its opposite side should equal seven.\Oh, pardon me.\How about this?\Th-That tickles!\Hey, don't laugh. Dice don't talk.\Huh?\Come on.\I-I'll do my best. response:	I'm a bit nervous about this, but...
context: Oh, pardon me.\How about this?\Th-That tickles!\Hey, don't laugh. Dice don't talk.\Huh?\Come on.\I-I'll do my best.\I'm a bit nervous about this, but... response:	Yes, you're good! Very good! This is perfect!
context: How about this?\Th-That tickles!\Hey, don't laugh. Dice don't talk.\Huh?\Come on.\I-I'll do my best.\I'm a bit nervous about this, but...\Yes, you're good! Very good! This is perfect! response:	I'm getting excited!
context: Th-That tickles!\Hey, don't laugh. Dice don't talk.\Huh?\Come on.\I-I'll do my best.\I'm a bit nervous about this, but...\Yes, you're good! Very good! This is perfect!\I'm getting excited! response:	Rohan Kishibe, I hope you have some money waiting for me!
context: Hey, don't laugh. Dice don't talk.\Huh?\Come on.\I-I'll do my best.\I'm a bit nervous about this, but...\Yes, you're good! Very good! This is perfect!\I'm getting excited!\Rohan Kishibe, I hope you have some money waiting for me! response:	I-I can't breathe...
context: Huh?\Come on.\I-I'll do my best.\I'm a bit nervous about this, but...\Yes, you're good! Very good! This is perfect!\I'm getting excited!\Rohan Kishibe, I hope you have some money waiting for me!\I-I can't breathe... response:	Oh, look who it is.
context: Come on.\I-I'll do my best.\I'm a bit nervous about this, but...\Yes, you're good! Very good! This is perfect!\I'm getting excited!\Rohan Kishibe, I hope you have some money waiting for me!\I-I can't breathe...\Oh, look who it is. response:	What does Josuke Higashikata want with me?
context: I-I'll do my best.\I'm a bit nervous about this, but...\Yes, you're good! Very good! This is perfect!\I'm getting excited!\Rohan Kishibe, I hope you have some money waiting for me!\I-I can't breathe...\Oh, look who it is.\What does Josuke Higashikata want with me? response:	This is a rare occurrence.
context: I'm a bit nervous about this, but...\Yes, you're good! Very good! This is perfect!\I'm getting excited!\Rohan Kishibe, I hope you have some money waiting for me!\I-I can't breathe...\Oh, look who it is.\What does Josuke Higashikata want with me?\This is a rare occurrence. response:	Did you get more information concerning Kira?
context: Yes, you're good! Very good! This is perfect!\I'm getting excited!\Rohan Kishibe, I hope you have some money waiting for me!\I-I can't breathe...\Oh, look who it is.\What does Josuke Higashikata want with me?\This is a rare occurrence.\Did you get more information concerning Kira? response:	No, not exactly...
context: I'm getting excited!\Rohan Kishibe, I hope you have some money waiting for me!\I-I can't breathe...\Oh, look who it is.\What does Josuke Higashikata want with me?\This is a rare occurrence.\Did you get more information concerning Kira?\No, not exactly... response:	Um, well...
context: Rohan Kishibe, I hope you have some money waiting for me!\I-I can't breathe...\Oh, look who it is.\What does Josuke Higashikata want with me?\This is a rare occurrence.\Did you get more information concerning Kira?\No, not exactly...\Um, well... response:	Are you done with work today?
context: I-I can't breathe...\Oh, look who it is.\What does Josuke Higashikata want with me?\This is a rare occurrence.\Did you get more information concerning Kira?\No, not exactly...\Um, well...\Are you done with work today? response:	I was wondering if I could have a peek at your next chapter...
context: Oh, look who it is.\What does Josuke Higashikata want with me?\This is a rare occurrence.\Did you get more information concerning Kira?\No, not exactly...\Um, well...\Are you done with work today?\I was wondering if I could have a peek at your next chapter... response:	What are you plotting?
context: What does Josuke Higashikata want with me?\This is a rare occurrence.\Did you get more information concerning Kira?\No, not exactly...\Um, well...\Are you done with work today?\I was wondering if I could have a peek at your next chapter...\What are you plotting? response:	Just spit it out.
context: This is a rare occurrence.\Did you get more information concerning Kira?\No, not exactly...\Um, well...\Are you done with work today?\I was wondering if I could have a peek at your next chapter...\What are you plotting?\Just spit it out. response:	D-Damn...
context: Did you get more information concerning Kira?\No, not exactly...\Um, well...\Are you done with work today?\I was wondering if I could have a peek at your next chapter...\What are you plotting?\Just spit it out.\D-Damn... response:	I can't hide anything from you, Rohan-sensei.
context: No, not exactly...\Um, well...\Are you done with work today?\I was wondering if I could have a peek at your next chapter...\What are you plotting?\Just spit it out.\D-Damn...\I can't hide anything from you, Rohan-sensei. response:	All right, I'll tell you the truth.
context: Um, well...\Are you done with work today?\I was wondering if I could have a peek at your next chapter...\What are you plotting?\Just spit it out.\D-Damn...\I can't hide anything from you, Rohan-sensei.\All right, I'll tell you the truth. response:	Please! Play Cee-lo with me!
context: Are you done with work today?\I was wondering if I could have a peek at your next chapter...\What are you plotting?\Just spit it out.\D-Damn...\I can't hide anything from you, Rohan-sensei.\All right, I'll tell you the truth.\Please! Play Cee-lo with me! response:	Cee-lo?
context: I was wondering if I could have a peek at your next chapter...\What are you plotting?\Just spit it out.\D-Damn...\I can't hide anything from you, Rohan-sensei.\All right, I'll tell you the truth.\Please! Play Cee-lo with me!\Cee-lo? response:	To be perfectly honest,
context: What are you plotting?\Just spit it out.\D-Damn...\I can't hide anything from you, Rohan-sensei.\All right, I'll tell you the truth.\Please! Play Cee-lo with me!\Cee-lo?\To be perfectly honest, response:	I have no spending money for the summer.
context: Just spit it out.\D-Damn...\I can't hide anything from you, Rohan-sensei.\All right, I'll tell you the truth.\Please! Play Cee-lo with me!\Cee-lo?\To be perfectly honest,\I have no spending money for the summer. response:	Well, I have 30,000 yen. It's my life savings.
context: D-Damn...\I can't hide anything from you, Rohan-sensei.\All right, I'll tell you the truth.\Please! Play Cee-lo with me!\Cee-lo?\To be perfectly honest,\I have no spending money for the summer.\Well, I have 30,000 yen. It's my life savings. response:	But...
context: I can't hide anything from you, Rohan-sensei.\All right, I'll tell you the truth.\Please! Play Cee-lo with me!\Cee-lo?\To be perfectly honest,\I have no spending money for the summer.\Well, I have 30,000 yen. It's my life savings.\But... response:	Nowadays, 30,000 yen is gone after you make one or two trips
context: All right, I'll tell you the truth.\Please! Play Cee-lo with me!\Cee-lo?\To be perfectly honest,\I have no spending money for the summer.\Well, I have 30,000 yen. It's my life savings.\But...\Nowadays, 30,000 yen is gone after you make one or two trips response:	to an amusement park and get some food.
context: Please! Play Cee-lo with me!\Cee-lo?\To be perfectly honest,\I have no spending money for the summer.\Well, I have 30,000 yen. It's my life savings.\But...\Nowadays, 30,000 yen is gone after you make one or two trips\to an amusement park and get some food. response:	So all that's left is to make more money, or go flat broke.
context: Cee-lo?\To be perfectly honest,\I have no spending money for the summer.\Well, I have 30,000 yen. It's my life savings.\But...\Nowadays, 30,000 yen is gone after you make one or two trips\to an amusement park and get some food.\So all that's left is to make more money, or go flat broke. response:	Wagering on the thrill!
context: To be perfectly honest,\I have no spending money for the summer.\Well, I have 30,000 yen. It's my life savings.\But...\Nowadays, 30,000 yen is gone after you make one or two trips\to an amusement park and get some food.\So all that's left is to make more money, or go flat broke.\Wagering on the thrill! response:	Isn't that what youth is all about?
context: I have no spending money for the summer.\Well, I have 30,000 yen. It's my life savings.\But...\Nowadays, 30,000 yen is gone after you make one or two trips\to an amusement park and get some food.\So all that's left is to make more money, or go flat broke.\Wagering on the thrill!\Isn't that what youth is all about? response:	That's what I think! Don't you agree?!
context: Well, I have 30,000 yen. It's my life savings.\But...\Nowadays, 30,000 yen is gone after you make one or two trips\to an amusement park and get some food.\So all that's left is to make more money, or go flat broke.\Wagering on the thrill!\Isn't that what youth is all about?\That's what I think! Don't you agree?! response:	Look, I'll be straight with you. I've always disliked you.
context: But...\Nowadays, 30,000 yen is gone after you make one or two trips\to an amusement park and get some food.\So all that's left is to make more money, or go flat broke.\Wagering on the thrill!\Isn't that what youth is all about?\That's what I think! Don't you agree?!\Look, I'll be straight with you. I've always disliked you. response:	So why should I have to play Cee-lo with you?
context: Nowadays, 30,000 yen is gone after you make one or two trips\to an amusement park and get some food.\So all that's left is to make more money, or go flat broke.\Wagering on the thrill!\Isn't that what youth is all about?\That's what I think! Don't you agree?!\Look, I'll be straight with you. I've always disliked you.\So why should I have to play Cee-lo with you? response:	Yeah, you're right.
context: to an amusement park and get some food.\So all that's left is to make more money, or go flat broke.\Wagering on the thrill!\Isn't that what youth is all about?\That's what I think! Don't you agree?!\Look, I'll be straight with you. I've always disliked you.\So why should I have to play Cee-lo with you?\Yeah, you're right. response:	I'm sure you're not hurting for spending money,
context: So all that's left is to make more money, or go flat broke.\Wagering on the thrill!\Isn't that what youth is all about?\That's what I think! Don't you agree?!\Look, I'll be straight with you. I've always disliked you.\So why should I have to play Cee-lo with you?\Yeah, you're right.\I'm sure you're not hurting for spending money, response:	so you have no reason to play.
context: Wagering on the thrill!\Isn't that what youth is all about?\That's what I think! Don't you agree?!\Look, I'll be straight with you. I've always disliked you.\So why should I have to play Cee-lo with you?\Yeah, you're right.\I'm sure you're not hurting for spending money,\so you have no reason to play. response:	But... All right.
context: Isn't that what youth is all about?\That's what I think! Don't you agree?!\Look, I'll be straight with you. I've always disliked you.\So why should I have to play Cee-lo with you?\Yeah, you're right.\I'm sure you're not hurting for spending money,\so you have no reason to play.\But... All right. response:	Huh?! You'll do it?
context: That's what I think! Don't you agree?!\Look, I'll be straight with you. I've always disliked you.\So why should I have to play Cee-lo with you?\Yeah, you're right.\I'm sure you're not hurting for spending money,\so you have no reason to play.\But... All right.\Huh?! You'll do it? response:	I don't dislike games, and this seems fun.
context: Look, I'll be straight with you. I've always disliked you.\So why should I have to play Cee-lo with you?\Yeah, you're right.\I'm sure you're not hurting for spending money,\so you have no reason to play.\But... All right.\Huh?! You'll do it?\I don't dislike games, and this seems fun. response:	Come around to the back.
context: So why should I have to play Cee-lo with you?\Yeah, you're right.\I'm sure you're not hurting for spending money,\so you have no reason to play.\But... All right.\Huh?! You'll do it?\I don't dislike games, and this seems fun.\Come around to the back. response:	Thank you, Rohan-sensei.
context: Yeah, you're right.\I'm sure you're not hurting for spending money,\so you have no reason to play.\But... All right.\Huh?! You'll do it?\I don't dislike games, and this seems fun.\Come around to the back.\Thank you, Rohan-sensei. response:	The shooter rolls 3 dice into the bowl
context: I'm sure you're not hurting for spending money,\so you have no reason to play.\But... All right.\Huh?! You'll do it?\I don't dislike games, and this seems fun.\Come around to the back.\Thank you, Rohan-sensei.\The shooter rolls 3 dice into the bowl response:	This will result in paying double
context: so you have no reason to play.\But... All right.\Huh?! You'll do it?\I don't dislike games, and this seems fun.\Come around to the back.\Thank you, Rohan-sensei.\The shooter rolls 3 dice into the bowl\This will result in paying double response:	This will result in winning double
context: But... All right.\Huh?! You'll do it?\I don't dislike games, and this seems fun.\Come around to the back.\Thank you, Rohan-sensei.\The shooter rolls 3 dice into the bowl\This will result in paying double\This will result in winning double response:	The larger number wins (here, the 6)
