context: Hold it, Kagome! response:	You're on clean-up duty, too!
context: There's a small room in the back of the main hall!\As if you can get away!\Kagome! Thrust the Tetsusaiga into the door!\- Huh?! - Hurry!\W-what?! Damn!\Tetsusaiga's power will ward them off for a while.\His hands are cold...\Inuyasha, hang on! response:	Inuyasha!
context: As if you can get away!\Kagome! Thrust the Tetsusaiga into the door!\- Huh?! - Hurry!\W-what?! Damn!\Tetsusaiga's power will ward them off for a while.\His hands are cold...\Inuyasha, hang on!\Inuyasha! response:	Inuyasha!
context: Kagome! Thrust the Tetsusaiga into the door!\- Huh?! - Hurry!\W-what?! Damn!\Tetsusaiga's power will ward them off for a while.\His hands are cold...\Inuyasha, hang on!\Inuyasha!\Inuyasha! response:	Just because I insisted that we stay here...
context: - Huh?! - Hurry!\W-what?! Damn!\Tetsusaiga's power will ward them off for a while.\His hands are cold...\Inuyasha, hang on!\Inuyasha!\Inuyasha!\Just because I insisted that we stay here... response:	It's not your fault.
context: W-what?! Damn!\Tetsusaiga's power will ward them off for a while.\His hands are cold...\Inuyasha, hang on!\Inuyasha!\Inuyasha!\Just because I insisted that we stay here...\It's not your fault. response:	But I!
context: Tetsusaiga's power will ward them off for a while.\His hands are cold...\Inuyasha, hang on!\Inuyasha!\Inuyasha!\Just because I insisted that we stay here...\It's not your fault.\But I! response:	I'll suck out the poison!
context: His hands are cold...\Inuyasha, hang on!\Inuyasha!\Inuyasha!\Just because I insisted that we stay here...\It's not your fault.\But I!\I'll suck out the poison! response:	Hello... I've put on a few pounds here...
context: Inuyasha, hang on!\Inuyasha!\Inuyasha!\Just because I insisted that we stay here...\It's not your fault.\But I!\I'll suck out the poison!\Hello... I've put on a few pounds here... response:	Now it's up to Master Inuyasha.
context: Inuyasha!\Inuyasha!\Just because I insisted that we stay here...\It's not your fault.\But I!\I'll suck out the poison!\Hello... I've put on a few pounds here...\Now it's up to Master Inuyasha. response:	He's perspiring so much...
context: Inuyasha!\Just because I insisted that we stay here...\It's not your fault.\But I!\I'll suck out the poison!\Hello... I've put on a few pounds here...\Now it's up to Master Inuyasha.\He's perspiring so much... response:	Sorry, did I wake you?
context: Just because I insisted that we stay here...\It's not your fault.\But I!\I'll suck out the poison!\Hello... I've put on a few pounds here...\Now it's up to Master Inuyasha.\He's perspiring so much...\Sorry, did I wake you? response:	No...
context: It's not your fault.\But I!\I'll suck out the poison!\Hello... I've put on a few pounds here...\Now it's up to Master Inuyasha.\He's perspiring so much...\Sorry, did I wake you?\No... response:	Kagome...
context: But I!\I'll suck out the poison!\Hello... I've put on a few pounds here...\Now it's up to Master Inuyasha.\He's perspiring so much...\Sorry, did I wake you?\No...\Kagome... response:	Yes?
context: I'll suck out the poison!\Hello... I've put on a few pounds here...\Now it's up to Master Inuyasha.\He's perspiring so much...\Sorry, did I wake you?\No...\Kagome...\Yes? response:	Why?
context: Hello... I've put on a few pounds here...\Now it's up to Master Inuyasha.\He's perspiring so much...\Sorry, did I wake you?\No...\Kagome...\Yes?\Why? response:	Why were you crying?
context: Now it's up to Master Inuyasha.\He's perspiring so much...\Sorry, did I wake you?\No...\Kagome...\Yes?\Why?\Why were you crying? response:	You mean, a while ago?
context: He's perspiring so much...\Sorry, did I wake you?\No...\Kagome...\Yes?\Why?\Why were you crying?\You mean, a while ago? response:	Crying... for me?
context: Sorry, did I wake you?\No...\Kagome...\Yes?\Why?\Why were you crying?\You mean, a while ago?\Crying... for me? response:	Let me use your lap.
context: No...\Kagome...\Yes?\Why?\Why were you crying?\You mean, a while ago?\Crying... for me?\Let me use your lap. response:	Huh? Okay.
context: Kagome...\Yes?\Why?\Why were you crying?\You mean, a while ago?\Crying... for me?\Let me use your lap.\Huh? Okay. response:	Do you feel a little better?
context: Yes?\Why?\Why were you crying?\You mean, a while ago?\Crying... for me?\Let me use your lap.\Huh? Okay.\Do you feel a little better? response:	You... smell nice.
context: Why?\Why were you crying?\You mean, a while ago?\Crying... for me?\Let me use your lap.\Huh? Okay.\Do you feel a little better?\You... smell nice. response:	Huh?
context: Why were you crying?\You mean, a while ago?\Crying... for me?\Let me use your lap.\Huh? Okay.\Do you feel a little better?\You... smell nice.\Huh? response:	What?
context: You mean, a while ago?\Crying... for me?\Let me use your lap.\Huh? Okay.\Do you feel a little better?\You... smell nice.\Huh?\What? response:	You said you don't like my smell.
context: Crying... for me?\Let me use your lap.\Huh? Okay.\Do you feel a little better?\You... smell nice.\Huh?\What?\You said you don't like my smell. response:	That... was a lie.
context: Let me use your lap.\Huh? Okay.\Do you feel a little better?\You... smell nice.\Huh?\What?\You said you don't like my smell.\That... was a lie. response:	What's he saying?!
context: Huh? Okay.\Do you feel a little better?\You... smell nice.\Huh?\What?\You said you don't like my smell.\That... was a lie.\What's he saying?! response:	Oh dear... Why is my heart pounding so hard?
context: Do you feel a little better?\You... smell nice.\Huh?\What?\You said you don't like my smell.\That... was a lie.\What's he saying?!\Oh dear... Why is my heart pounding so hard? response:	Hey, Inuyasha...
context: You... smell nice.\Huh?\What?\You said you don't like my smell.\That... was a lie.\What's he saying?!\Oh dear... Why is my heart pounding so hard?\Hey, Inuyasha... response:	He's asleep.
context: Huh?\What?\You said you don't like my smell.\That... was a lie.\What's he saying?!\Oh dear... Why is my heart pounding so hard?\Hey, Inuyasha...\He's asleep. response:	What?!
context: What?\You said you don't like my smell.\That... was a lie.\What's he saying?!\Oh dear... Why is my heart pounding so hard?\Hey, Inuyasha...\He's asleep.\What?! response:	What's that?!
context: You said you don't like my smell.\That... was a lie.\What's he saying?!\Oh dear... Why is my heart pounding so hard?\Hey, Inuyasha...\He's asleep.\What?!\What's that?! response:	Probably the priest's doing.
context: That... was a lie.\What's he saying?!\Oh dear... Why is my heart pounding so hard?\Hey, Inuyasha...\He's asleep.\What?!\What's that?!\Probably the priest's doing. response:	How's Master Inuyasha?
context: What's he saying?!\Oh dear... Why is my heart pounding so hard?\Hey, Inuyasha...\He's asleep.\What?!\What's that?!\Probably the priest's doing.\How's Master Inuyasha? response:	He's not recovered yet!
context: Oh dear... Why is my heart pounding so hard?\Hey, Inuyasha...\He's asleep.\What?!\What's that?!\Probably the priest's doing.\How's Master Inuyasha?\He's not recovered yet! response:	Watch out!
context: Hey, Inuyasha...\He's asleep.\What?!\What's that?!\Probably the priest's doing.\How's Master Inuyasha?\He's not recovered yet!\Watch out! response:	Shippo!
context: He's asleep.\What?!\What's that?!\Probably the priest's doing.\How's Master Inuyasha?\He's not recovered yet!\Watch out!\Shippo! response:	I'm taking possession of the remaining fragments!
context: What?!\What's that?!\Probably the priest's doing.\How's Master Inuyasha?\He's not recovered yet!\Watch out!\Shippo!\I'm taking possession of the remaining fragments! response:	Hey, you dared to steal the Master Priest's body!
context: What's that?!\Probably the priest's doing.\How's Master Inuyasha?\He's not recovered yet!\Watch out!\Shippo!\I'm taking possession of the remaining fragments!\Hey, you dared to steal the Master Priest's body! response:	There never was a priest.
context: Probably the priest's doing.\How's Master Inuyasha?\He's not recovered yet!\Watch out!\Shippo!\I'm taking possession of the remaining fragments!\Hey, you dared to steal the Master Priest's body!\There never was a priest. response:	All of this was to lure the half-demon...
context: How's Master Inuyasha?\He's not recovered yet!\Watch out!\Shippo!\I'm taking possession of the remaining fragments!\Hey, you dared to steal the Master Priest's body!\There never was a priest.\All of this was to lure the half-demon... response:	who possessed the Sacred Jewel fragments.
context: He's not recovered yet!\Watch out!\Shippo!\I'm taking possession of the remaining fragments!\Hey, you dared to steal the Master Priest's body!\There never was a priest.\All of this was to lure the half-demon...\who possessed the Sacred Jewel fragments. response:	You... killed my father and the rest of the villagers?!
context: Watch out!\Shippo!\I'm taking possession of the remaining fragments!\Hey, you dared to steal the Master Priest's body!\There never was a priest.\All of this was to lure the half-demon...\who possessed the Sacred Jewel fragments.\You... killed my father and the rest of the villagers?! response:	You served me well...
context: Shippo!\I'm taking possession of the remaining fragments!\Hey, you dared to steal the Master Priest's body!\There never was a priest.\All of this was to lure the half-demon...\who possessed the Sacred Jewel fragments.\You... killed my father and the rest of the villagers?!\You served me well... response:	thinking that it was all part of a vendetta.
context: I'm taking possession of the remaining fragments!\Hey, you dared to steal the Master Priest's body!\There never was a priest.\All of this was to lure the half-demon...\who possessed the Sacred Jewel fragments.\You... killed my father and the rest of the villagers?!\You served me well...\thinking that it was all part of a vendetta. response:	How dare you!
context: Hey, you dared to steal the Master Priest's body!\There never was a priest.\All of this was to lure the half-demon...\who possessed the Sacred Jewel fragments.\You... killed my father and the rest of the villagers?!\You served me well...\thinking that it was all part of a vendetta.\How dare you! response:	You need not fear the Spider Heads anymore.
context: There never was a priest.\All of this was to lure the half-demon...\who possessed the Sacred Jewel fragments.\You... killed my father and the rest of the villagers?!\You served me well...\thinking that it was all part of a vendetta.\How dare you!\You need not fear the Spider Heads anymore. response:	Once dead, you'll become one of us!
context: All of this was to lure the half-demon...\who possessed the Sacred Jewel fragments.\You... killed my father and the rest of the villagers?!\You served me well...\thinking that it was all part of a vendetta.\How dare you!\You need not fear the Spider Heads anymore.\Once dead, you'll become one of us! response:	Damn him... Dad... I was such a fool...
context: who possessed the Sacred Jewel fragments.\You... killed my father and the rest of the villagers?!\You served me well...\thinking that it was all part of a vendetta.\How dare you!\You need not fear the Spider Heads anymore.\Once dead, you'll become one of us!\Damn him... Dad... I was such a fool... response:	You're pretty determined for a human.
context: You... killed my father and the rest of the villagers?!\You served me well...\thinking that it was all part of a vendetta.\How dare you!\You need not fear the Spider Heads anymore.\Once dead, you'll become one of us!\Damn him... Dad... I was such a fool...\You're pretty determined for a human. response:	You?
context: You served me well...\thinking that it was all part of a vendetta.\How dare you!\You need not fear the Spider Heads anymore.\Once dead, you'll become one of us!\Damn him... Dad... I was such a fool...\You're pretty determined for a human.\You? response:	Inuyasha!
context: thinking that it was all part of a vendetta.\How dare you!\You need not fear the Spider Heads anymore.\Once dead, you'll become one of us!\Damn him... Dad... I was such a fool...\You're pretty determined for a human.\You?\Inuyasha! response:	Inuyasha!
context: How dare you!\You need not fear the Spider Heads anymore.\Once dead, you'll become one of us!\Damn him... Dad... I was such a fool...\You're pretty determined for a human.\You?\Inuyasha!\Inuyasha! response:	The dawn is breaking!
context: You need not fear the Spider Heads anymore.\Once dead, you'll become one of us!\Damn him... Dad... I was such a fool...\You're pretty determined for a human.\You?\Inuyasha!\Inuyasha!\The dawn is breaking! response:	You're just a human right now!
context: Once dead, you'll become one of us!\Damn him... Dad... I was such a fool...\You're pretty determined for a human.\You?\Inuyasha!\Inuyasha!\The dawn is breaking!\You're just a human right now! response:	What a fool you are!
context: Damn him... Dad... I was such a fool...\You're pretty determined for a human.\You?\Inuyasha!\Inuyasha!\The dawn is breaking!\You're just a human right now!\What a fool you are! response:	Why you... Back to normal?!
context: You're pretty determined for a human.\You?\Inuyasha!\Inuyasha!\The dawn is breaking!\You're just a human right now!\What a fool you are!\Why you... Back to normal?! response:	Well, before you transform, I'll get rid of you!
context: You?\Inuyasha!\Inuyasha!\The dawn is breaking!\You're just a human right now!\What a fool you are!\Why you... Back to normal?!\Well, before you transform, I'll get rid of you! response:	Will you stop touching me with your slimy, ugly arms?!
context: Inuyasha!\Inuyasha!\The dawn is breaking!\You're just a human right now!\What a fool you are!\Why you... Back to normal?!\Well, before you transform, I'll get rid of you!\Will you stop touching me with your slimy, ugly arms?! response:	The moonless night is over!
context: Inuyasha!\The dawn is breaking!\You're just a human right now!\What a fool you are!\Why you... Back to normal?!\Well, before you transform, I'll get rid of you!\Will you stop touching me with your slimy, ugly arms?!\The moonless night is over! response:	The demon sword also transformed.
context: The dawn is breaking!\You're just a human right now!\What a fool you are!\Why you... Back to normal?!\Well, before you transform, I'll get rid of you!\Will you stop touching me with your slimy, ugly arms?!\The moonless night is over!\The demon sword also transformed. response:	You got that right!
context: You're just a human right now!\What a fool you are!\Why you... Back to normal?!\Well, before you transform, I'll get rid of you!\Will you stop touching me with your slimy, ugly arms?!\The moonless night is over!\The demon sword also transformed.\You got that right! response:	The fragments of the Sacred Jewel?
context: What a fool you are!\Why you... Back to normal?!\Well, before you transform, I'll get rid of you!\Will you stop touching me with your slimy, ugly arms?!\The moonless night is over!\The demon sword also transformed.\You got that right!\The fragments of the Sacred Jewel? response:	It calcified inside the demon's body.
context: Why you... Back to normal?!\Well, before you transform, I'll get rid of you!\Will you stop touching me with your slimy, ugly arms?!\The moonless night is over!\The demon sword also transformed.\You got that right!\The fragments of the Sacred Jewel?\It calcified inside the demon's body. response:	Jeepers... Is that all we have?!
context: Well, before you transform, I'll get rid of you!\Will you stop touching me with your slimy, ugly arms?!\The moonless night is over!\The demon sword also transformed.\You got that right!\The fragments of the Sacred Jewel?\It calcified inside the demon's body.\Jeepers... Is that all we have?! response:	It's quite a lot.
context: Will you stop touching me with your slimy, ugly arms?!\The moonless night is over!\The demon sword also transformed.\You got that right!\The fragments of the Sacred Jewel?\It calcified inside the demon's body.\Jeepers... Is that all we have?!\It's quite a lot. response:	This far is fine. The village is close by.
context: The moonless night is over!\The demon sword also transformed.\You got that right!\The fragments of the Sacred Jewel?\It calcified inside the demon's body.\Jeepers... Is that all we have?!\It's quite a lot.\This far is fine. The village is close by. response:	Really? Then take care.
context: The demon sword also transformed.\You got that right!\The fragments of the Sacred Jewel?\It calcified inside the demon's body.\Jeepers... Is that all we have?!\It's quite a lot.\This far is fine. The village is close by.\Really? Then take care. response:	Inuyasha...
context: You got that right!\The fragments of the Sacred Jewel?\It calcified inside the demon's body.\Jeepers... Is that all we have?!\It's quite a lot.\This far is fine. The village is close by.\Really? Then take care.\Inuyasha... response:	Thank you.
context: The fragments of the Sacred Jewel?\It calcified inside the demon's body.\Jeepers... Is that all we have?!\It's quite a lot.\This far is fine. The village is close by.\Really? Then take care.\Inuyasha...\Thank you. response:	I'll remember that there are good demons, too.
context: It calcified inside the demon's body.\Jeepers... Is that all we have?!\It's quite a lot.\This far is fine. The village is close by.\Really? Then take care.\Inuyasha...\Thank you.\I'll remember that there are good demons, too. response:	Forget that! All demons are bad.
context: Jeepers... Is that all we have?!\It's quite a lot.\This far is fine. The village is close by.\Really? Then take care.\Inuyasha...\Thank you.\I'll remember that there are good demons, too.\Forget that! All demons are bad. response:	I won't forget, Inuyasha! I won't forget you!
context: It's quite a lot.\This far is fine. The village is close by.\Really? Then take care.\Inuyasha...\Thank you.\I'll remember that there are good demons, too.\Forget that! All demons are bad.\I won't forget, Inuyasha! I won't forget you! response:	Inuyasha...seems to be okay.
context: This far is fine. The village is close by.\Really? Then take care.\Inuyasha...\Thank you.\I'll remember that there are good demons, too.\Forget that! All demons are bad.\I won't forget, Inuyasha! I won't forget you!\Inuyasha...seems to be okay. response:	You...smell nice.
context: Really? Then take care.\Inuyasha...\Thank you.\I'll remember that there are good demons, too.\Forget that! All demons are bad.\I won't forget, Inuyasha! I won't forget you!\Inuyasha...seems to be okay.\You...smell nice. response:	I...didn't hear wrong, did I?
context: Inuyasha...\Thank you.\I'll remember that there are good demons, too.\Forget that! All demons are bad.\I won't forget, Inuyasha! I won't forget you!\Inuyasha...seems to be okay.\You...smell nice.\I...didn't hear wrong, did I? response:	Was he really serious? I want to ask him...
context: Thank you.\I'll remember that there are good demons, too.\Forget that! All demons are bad.\I won't forget, Inuyasha! I won't forget you!\Inuyasha...seems to be okay.\You...smell nice.\I...didn't hear wrong, did I?\Was he really serious? I want to ask him... response:	Huh?! What're you staring at?
context: I'll remember that there are good demons, too.\Forget that! All demons are bad.\I won't forget, Inuyasha! I won't forget you!\Inuyasha...seems to be okay.\You...smell nice.\I...didn't hear wrong, did I?\Was he really serious? I want to ask him...\Huh?! What're you staring at? response:	Got some complaint?
context: Forget that! All demons are bad.\I won't forget, Inuyasha! I won't forget you!\Inuyasha...seems to be okay.\You...smell nice.\I...didn't hear wrong, did I?\Was he really serious? I want to ask him...\Huh?! What're you staring at?\Got some complaint? response:	Forget it. He's still the same.
context: I won't forget, Inuyasha! I won't forget you!\Inuyasha...seems to be okay.\You...smell nice.\I...didn't hear wrong, did I?\Was he really serious? I want to ask him...\Huh?! What're you staring at?\Got some complaint?\Forget it. He's still the same. response:	Ughh... Inuyasha... Let's stop and rest.
context: Inuyasha...seems to be okay.\You...smell nice.\I...didn't hear wrong, did I?\Was he really serious? I want to ask him...\Huh?! What're you staring at?\Got some complaint?\Forget it. He's still the same.\Ughh... Inuyasha... Let's stop and rest. response:	Sure! Get over that seasickness and I'll stop.
context: You...smell nice.\I...didn't hear wrong, did I?\Was he really serious? I want to ask him...\Huh?! What're you staring at?\Got some complaint?\Forget it. He's still the same.\Ughh... Inuyasha... Let's stop and rest.\Sure! Get over that seasickness and I'll stop. response:	Inuyasha... Turn this way...
context: I...didn't hear wrong, did I?\Was he really serious? I want to ask him...\Huh?! What're you staring at?\Got some complaint?\Forget it. He's still the same.\Ughh... Inuyasha... Let's stop and rest.\Sure! Get over that seasickness and I'll stop.\Inuyasha... Turn this way... response:	Huh?!
context: Was he really serious? I want to ask him...\Huh?! What're you staring at?\Got some complaint?\Forget it. He's still the same.\Ughh... Inuyasha... Let's stop and rest.\Sure! Get over that seasickness and I'll stop.\Inuyasha... Turn this way...\Huh?! response:	In a battle for the Sacred Jewel fifty years ago...
context: Huh?! What're you staring at?\Got some complaint?\Forget it. He's still the same.\Ughh... Inuyasha... Let's stop and rest.\Sure! Get over that seasickness and I'll stop.\Inuyasha... Turn this way...\Huh?!\In a battle for the Sacred Jewel fifty years ago... response:	Inuyasha was bound to a tree by a shrine maiden's arrow.
context: Got some complaint?\Forget it. He's still the same.\Ughh... Inuyasha... Let's stop and rest.\Sure! Get over that seasickness and I'll stop.\Inuyasha... Turn this way...\Huh?!\In a battle for the Sacred Jewel fifty years ago...\Inuyasha was bound to a tree by a shrine maiden's arrow. response:	Old Kaede's sister, Kikyo, was fatally injured in that fight.
context: Forget it. He's still the same.\Ughh... Inuyasha... Let's stop and rest.\Sure! Get over that seasickness and I'll stop.\Inuyasha... Turn this way...\Huh?!\In a battle for the Sacred Jewel fifty years ago...\Inuyasha was bound to a tree by a shrine maiden's arrow.\Old Kaede's sister, Kikyo, was fatally injured in that fight. response:	We returned from our journey to find Kikyo's gravesite violated!
context: Ughh... Inuyasha... Let's stop and rest.\Sure! Get over that seasickness and I'll stop.\Inuyasha... Turn this way...\Huh?!\In a battle for the Sacred Jewel fifty years ago...\Inuyasha was bound to a tree by a shrine maiden's arrow.\Old Kaede's sister, Kikyo, was fatally injured in that fight.\We returned from our journey to find Kikyo's gravesite violated! response:	Who was it that robbed the grave?! And what was the aim?
context: Sure! Get over that seasickness and I'll stop.\Inuyasha... Turn this way...\Huh?!\In a battle for the Sacred Jewel fifty years ago...\Inuyasha was bound to a tree by a shrine maiden's arrow.\Old Kaede's sister, Kikyo, was fatally injured in that fight.\We returned from our journey to find Kikyo's gravesite violated!\Who was it that robbed the grave?! And what was the aim? response:	A calamity is about to befall!
context: Inuyasha... Turn this way...\Huh?!\In a battle for the Sacred Jewel fifty years ago...\Inuyasha was bound to a tree by a shrine maiden's arrow.\Old Kaede's sister, Kikyo, was fatally injured in that fight.\We returned from our journey to find Kikyo's gravesite violated!\Who was it that robbed the grave?! And what was the aim?\A calamity is about to befall! response:	Next on Inuyasha: Kikyo's Stolen Ashes!
context: Huh?!\In a battle for the Sacred Jewel fifty years ago...\Inuyasha was bound to a tree by a shrine maiden's arrow.\Old Kaede's sister, Kikyo, was fatally injured in that fight.\We returned from our journey to find Kikyo's gravesite violated!\Who was it that robbed the grave?! And what was the aim?\A calamity is about to befall!\Next on Inuyasha: Kikyo's Stolen Ashes! response:	Don't miss it!
