context: True Calendar year 71. response:	Humanity, 70 of whom had been sent out into space, was largely divided into two powers.
context: It's L-elf!\Shoot! Open fire!\He breached our perimeter?\All hands, arm yourselves! Commit our reserves, too!\Impossible... Our garrison is company-sized! 200 men!\Have you forgotten his nom de guerre, Captain?\The One-man Brigade...\Physical abilities and mental faculties, both normal. response:	Same as always.
context: Shoot! Open fire!\He breached our perimeter?\All hands, arm yourselves! Commit our reserves, too!\Impossible... Our garrison is company-sized! 200 men!\Have you forgotten his nom de guerre, Captain?\The One-man Brigade...\Physical abilities and mental faculties, both normal.\Same as always. response:	Which leaves him as the only irregularity.
context: He breached our perimeter?\All hands, arm yourselves! Commit our reserves, too!\Impossible... Our garrison is company-sized! 200 men!\Have you forgotten his nom de guerre, Captain?\The One-man Brigade...\Physical abilities and mental faculties, both normal.\Same as always.\Which leaves him as the only irregularity. response:	Is there anyone still here? We're about to leave!
context: All hands, arm yourselves! Commit our reserves, too!\Impossible... Our garrison is company-sized! 200 men!\Have you forgotten his nom de guerre, Captain?\The One-man Brigade...\Physical abilities and mental faculties, both normal.\Same as always.\Which leaves him as the only irregularity.\Is there anyone still here? We're about to leave! response:	Rukino?
context: Impossible... Our garrison is company-sized! 200 men!\Have you forgotten his nom de guerre, Captain?\The One-man Brigade...\Physical abilities and mental faculties, both normal.\Same as always.\Which leaves him as the only irregularity.\Is there anyone still here? We're about to leave!\Rukino? response:	Um... Thank you.
context: Have you forgotten his nom de guerre, Captain?\The One-man Brigade...\Physical abilities and mental faculties, both normal.\Same as always.\Which leaves him as the only irregularity.\Is there anyone still here? We're about to leave!\Rukino?\Um... Thank you. response:	For what?
context: The One-man Brigade...\Physical abilities and mental faculties, both normal.\Same as always.\Which leaves him as the only irregularity.\Is there anyone still here? We're about to leave!\Rukino?\Um... Thank you.\For what? response:	Earlier...
context: Physical abilities and mental faculties, both normal.\Same as always.\Which leaves him as the only irregularity.\Is there anyone still here? We're about to leave!\Rukino?\Um... Thank you.\For what?\Earlier... response:	I was too scared to move, and you grabbed my hand and dragged me away, remember?
context: Same as always.\Which leaves him as the only irregularity.\Is there anyone still here? We're about to leave!\Rukino?\Um... Thank you.\For what?\Earlier...\I was too scared to move, and you grabbed my hand and dragged me away, remember? response:	I owed you.
context: Which leaves him as the only irregularity.\Is there anyone still here? We're about to leave!\Rukino?\Um... Thank you.\For what?\Earlier...\I was too scared to move, and you grabbed my hand and dragged me away, remember?\I owed you. response:	You're the only one who's never treated me differently from anyone else.
context: Is there anyone still here? We're about to leave!\Rukino?\Um... Thank you.\For what?\Earlier...\I was too scared to move, and you grabbed my hand and dragged me away, remember?\I owed you.\You're the only one who's never treated me differently from anyone else. response:	This might be our last look at it.
context: Rukino?\Um... Thank you.\For what?\Earlier...\I was too scared to move, and you grabbed my hand and dragged me away, remember?\I owed you.\You're the only one who's never treated me differently from anyone else.\This might be our last look at it. response:	Don't be so maudlin.
context: Um... Thank you.\For what?\Earlier...\I was too scared to move, and you grabbed my hand and dragged me away, remember?\I owed you.\You're the only one who's never treated me differently from anyone else.\This might be our last look at it.\Don't be so maudlin. response:	Can you blame me?
context: For what?\Earlier...\I was too scared to move, and you grabbed my hand and dragged me away, remember?\I owed you.\You're the only one who's never treated me differently from anyone else.\This might be our last look at it.\Don't be so maudlin.\Can you blame me? response:	Someone's still in the school!
context: Earlier...\I was too scared to move, and you grabbed my hand and dragged me away, remember?\I owed you.\You're the only one who's never treated me differently from anyone else.\This might be our last look at it.\Don't be so maudlin.\Can you blame me?\Someone's still in the school! response:	It must be Haruto.
context: I was too scared to move, and you grabbed my hand and dragged me away, remember?\I owed you.\You're the only one who's never treated me differently from anyone else.\This might be our last look at it.\Don't be so maudlin.\Can you blame me?\Someone's still in the school!\It must be Haruto. response:	He said he was going to make sure no one was still there.
context: I owed you.\You're the only one who's never treated me differently from anyone else.\This might be our last look at it.\Don't be so maudlin.\Can you blame me?\Someone's still in the school!\It must be Haruto.\He said he was going to make sure no one was still there. response:	No, that wasn't him!
context: You're the only one who's never treated me differently from anyone else.\This might be our last look at it.\Don't be so maudlin.\Can you blame me?\Someone's still in the school!\It must be Haruto.\He said he was going to make sure no one was still there.\No, that wasn't him! response:	Shoko!
context: This might be our last look at it.\Don't be so maudlin.\Can you blame me?\Someone's still in the school!\It must be Haruto.\He said he was going to make sure no one was still there.\No, that wasn't him!\Shoko! response:	This vessel will now forcibly dock at Module 77!
context: Don't be so maudlin.\Can you blame me?\Someone's still in the school!\It must be Haruto.\He said he was going to make sure no one was still there.\No, that wasn't him!\Shoko!\This vessel will now forcibly dock at Module 77! response:	But sir, the prisoner is still at large!
context: Can you blame me?\Someone's still in the school!\It must be Haruto.\He said he was going to make sure no one was still there.\No, that wasn't him!\Shoko!\This vessel will now forcibly dock at Module 77!\But sir, the prisoner is still at large! response:	Further delays in the escape schedule cannot be tolerated.
context: Someone's still in the school!\It must be Haruto.\He said he was going to make sure no one was still there.\No, that wasn't him!\Shoko!\This vessel will now forcibly dock at Module 77!\But sir, the prisoner is still at large!\Further delays in the escape schedule cannot be tolerated. response:	Next up is an earthquake?
context: It must be Haruto.\He said he was going to make sure no one was still there.\No, that wasn't him!\Shoko!\This vessel will now forcibly dock at Module 77!\But sir, the prisoner is still at large!\Further delays in the escape schedule cannot be tolerated.\Next up is an earthquake? response:	Come on, we're in space.
context: He said he was going to make sure no one was still there.\No, that wasn't him!\Shoko!\This vessel will now forcibly dock at Module 77!\But sir, the prisoner is still at large!\Further delays in the escape schedule cannot be tolerated.\Next up is an earthquake?\Come on, we're in space. response:	Haruto Tokishima, I presume?
context: No, that wasn't him!\Shoko!\This vessel will now forcibly dock at Module 77!\But sir, the prisoner is still at large!\Further delays in the escape schedule cannot be tolerated.\Next up is an earthquake?\Come on, we're in space.\Haruto Tokishima, I presume? response:	You're Yamada, right?
context: Shoko!\This vessel will now forcibly dock at Module 77!\But sir, the prisoner is still at large!\Further delays in the escape schedule cannot be tolerated.\Next up is an earthquake?\Come on, we're in space.\Haruto Tokishima, I presume?\You're Yamada, right? response:	The name's Thunder!
context: This vessel will now forcibly dock at Module 77!\But sir, the prisoner is still at large!\Further delays in the escape schedule cannot be tolerated.\Next up is an earthquake?\Come on, we're in space.\Haruto Tokishima, I presume?\You're Yamada, right?\The name's Thunder! response:	Hand over that robot to me.
context: But sir, the prisoner is still at large!\Further delays in the escape schedule cannot be tolerated.\Next up is an earthquake?\Come on, we're in space.\Haruto Tokishima, I presume?\You're Yamada, right?\The name's Thunder!\Hand over that robot to me. response:	I have to get even for Nobu.
context: Further delays in the escape schedule cannot be tolerated.\Next up is an earthquake?\Come on, we're in space.\Haruto Tokishima, I presume?\You're Yamada, right?\The name's Thunder!\Hand over that robot to me.\I have to get even for Nobu. response:	You cowards can run away if you want.
context: Next up is an earthquake?\Come on, we're in space.\Haruto Tokishima, I presume?\You're Yamada, right?\The name's Thunder!\Hand over that robot to me.\I have to get even for Nobu.\You cowards can run away if you want. response:	I can't do that! It's
context: Come on, we're in space.\Haruto Tokishima, I presume?\You're Yamada, right?\The name's Thunder!\Hand over that robot to me.\I have to get even for Nobu.\You cowards can run away if you want.\I can't do that! It's response:	You wanna be the hero and hog all the glory?
context: Haruto Tokishima, I presume?\You're Yamada, right?\The name's Thunder!\Hand over that robot to me.\I have to get even for Nobu.\You cowards can run away if you want.\I can't do that! It's\You wanna be the hero and hog all the glory? response:	We're all running! We're all going to live!
context: You're Yamada, right?\The name's Thunder!\Hand over that robot to me.\I have to get even for Nobu.\You cowards can run away if you want.\I can't do that! It's\You wanna be the hero and hog all the glory?\We're all running! We're all going to live! response:	Spare me the excuses!
context: The name's Thunder!\Hand over that robot to me.\I have to get even for Nobu.\You cowards can run away if you want.\I can't do that! It's\You wanna be the hero and hog all the glory?\We're all running! We're all going to live!\Spare me the excuses! response:	I'm pretty sure this is where I saw him...
context: Hand over that robot to me.\I have to get even for Nobu.\You cowards can run away if you want.\I can't do that! It's\You wanna be the hero and hog all the glory?\We're all running! We're all going to live!\Spare me the excuses!\I'm pretty sure this is where I saw him... response:	I'm in!
context: I have to get even for Nobu.\You cowards can run away if you want.\I can't do that! It's\You wanna be the hero and hog all the glory?\We're all running! We're all going to live!\Spare me the excuses!\I'm pretty sure this is where I saw him...\I'm in! response:	No lifesigns! No thermal signatures detected!
context: You cowards can run away if you want.\I can't do that! It's\You wanna be the hero and hog all the glory?\We're all running! We're all going to live!\Spare me the excuses!\I'm pretty sure this is where I saw him...\I'm in!\No lifesigns! No thermal signatures detected! response:	Gate has been secured!
context: I can't do that! It's\You wanna be the hero and hog all the glory?\We're all running! We're all going to live!\Spare me the excuses!\I'm pretty sure this is where I saw him...\I'm in!\No lifesigns! No thermal signatures detected!\Gate has been secured! response:	Change alert level. All hands, conduct check.
context: You wanna be the hero and hog all the glory?\We're all running! We're all going to live!\Spare me the excuses!\I'm pretty sure this is where I saw him...\I'm in!\No lifesigns! No thermal signatures detected!\Gate has been secured!\Change alert level. All hands, conduct check. response:	Course is clear!
context: We're all running! We're all going to live!\Spare me the excuses!\I'm pretty sure this is where I saw him...\I'm in!\No lifesigns! No thermal signatures detected!\Gate has been secured!\Change alert level. All hands, conduct check.\Course is clear! response:	Course is clear, sir!
context: Spare me the excuses!\I'm pretty sure this is where I saw him...\I'm in!\No lifesigns! No thermal signatures detected!\Gate has been secured!\Change alert level. All hands, conduct check.\Course is clear!\Course is clear, sir! response:	Was I worried over nothing?
context: I'm pretty sure this is where I saw him...\I'm in!\No lifesigns! No thermal signatures detected!\Gate has been secured!\Change alert level. All hands, conduct check.\Course is clear!\Course is clear, sir!\Was I worried over nothing? response:	Smoke? An enemy attack?!
context: I'm in!\No lifesigns! No thermal signatures detected!\Gate has been secured!\Change alert level. All hands, conduct check.\Course is clear!\Course is clear, sir!\Was I worried over nothing?\Smoke? An enemy attack?! response:	Fall back! Emergency reverse'
context: No lifesigns! No thermal signatures detected!\Gate has been secured!\Change alert level. All hands, conduct check.\Course is clear!\Course is clear, sir!\Was I worried over nothing?\Smoke? An enemy attack?!\Fall back! Emergency reverse' response:	An earthquake? I don't believe it!
context: Gate has been secured!\Change alert level. All hands, conduct check.\Course is clear!\Course is clear, sir!\Was I worried over nothing?\Smoke? An enemy attack?!\Fall back! Emergency reverse'\An earthquake? I don't believe it! response:	You've run aground?
context: Change alert level. All hands, conduct check.\Course is clear!\Course is clear, sir!\Was I worried over nothing?\Smoke? An enemy attack?!\Fall back! Emergency reverse'\An earthquake? I don't believe it!\You've run aground? response:	Yes, sir. In our current condition, carrying out a large ship would be difficult.
context: Course is clear!\Course is clear, sir!\Was I worried over nothing?\Smoke? An enemy attack?!\Fall back! Emergency reverse'\An earthquake? I don't believe it!\You've run aground?\Yes, sir. In our current condition, carrying out a large ship would be difficult. response:	I don't believe it... We're trapped here?
context: Course is clear, sir!\Was I worried over nothing?\Smoke? An enemy attack?!\Fall back! Emergency reverse'\An earthquake? I don't believe it!\You've run aground?\Yes, sir. In our current condition, carrying out a large ship would be difficult.\I don't believe it... We're trapped here? response:	Is it true, what they're saying? We can't escape?
context: Was I worried over nothing?\Smoke? An enemy attack?!\Fall back! Emergency reverse'\An earthquake? I don't believe it!\You've run aground?\Yes, sir. In our current condition, carrying out a large ship would be difficult.\I don't believe it... We're trapped here?\Is it true, what they're saying? We can't escape? response:	Answer us, soldier man!
context: Smoke? An enemy attack?!\Fall back! Emergency reverse'\An earthquake? I don't believe it!\You've run aground?\Yes, sir. In our current condition, carrying out a large ship would be difficult.\I don't believe it... We're trapped here?\Is it true, what they're saying? We can't escape?\Answer us, soldier man! response:	You're gonna save us, right?
context: Fall back! Emergency reverse'\An earthquake? I don't believe it!\You've run aground?\Yes, sir. In our current condition, carrying out a large ship would be difficult.\I don't believe it... We're trapped here?\Is it true, what they're saying? We can't escape?\Answer us, soldier man!\You're gonna save us, right? response:	Is there any information?
context: An earthquake? I don't believe it!\You've run aground?\Yes, sir. In our current condition, carrying out a large ship would be difficult.\I don't believe it... We're trapped here?\Is it true, what they're saying? We can't escape?\Answer us, soldier man!\You're gonna save us, right?\Is there any information? response:	What's going on?
context: You've run aground?\Yes, sir. In our current condition, carrying out a large ship would be difficult.\I don't believe it... We're trapped here?\Is it true, what they're saying? We can't escape?\Answer us, soldier man!\You're gonna save us, right?\Is there any information?\What's going on? response:	A riot...
context: Yes, sir. In our current condition, carrying out a large ship would be difficult.\I don't believe it... We're trapped here?\Is it true, what they're saying? We can't escape?\Answer us, soldier man!\You're gonna save us, right?\Is there any information?\What's going on?\A riot... response:	I'm telling you, that Dorssian prisoner is behind this!
context: I don't believe it... We're trapped here?\Is it true, what they're saying? We can't escape?\Answer us, soldier man!\You're gonna save us, right?\Is there any information?\What's going on?\A riot...\I'm telling you, that Dorssian prisoner is behind this! response:	Calm down! A single prisoner couldn't do all this!
context: Is it true, what they're saying? We can't escape?\Answer us, soldier man!\You're gonna save us, right?\Is there any information?\What's going on?\A riot...\I'm telling you, that Dorssian prisoner is behind this!\Calm down! A single prisoner couldn't do all this! response:	That guy is no ordinary prisoner!
context: Answer us, soldier man!\You're gonna save us, right?\Is there any information?\What's going on?\A riot...\I'm telling you, that Dorssian prisoner is behind this!\Calm down! A single prisoner couldn't do all this!\That guy is no ordinary prisoner! response:	Please don't abandon us!
context: You're gonna save us, right?\Is there any information?\What's going on?\A riot...\I'm telling you, that Dorssian prisoner is behind this!\Calm down! A single prisoner couldn't do all this!\That guy is no ordinary prisoner!\Please don't abandon us! response:	I don't want to be stuck here!
context: Is there any information?\What's going on?\A riot...\I'm telling you, that Dorssian prisoner is behind this!\Calm down! A single prisoner couldn't do all this!\That guy is no ordinary prisoner!\Please don't abandon us!\I don't want to be stuck here! response:	Everyone, calm down! Don't run!
context: What's going on?\A riot...\I'm telling you, that Dorssian prisoner is behind this!\Calm down! A single prisoner couldn't do all this!\That guy is no ordinary prisoner!\Please don't abandon us!\I don't want to be stuck here!\Everyone, calm down! Don't run! response:	A hand mic... An earthquake... A riot.
context: A riot...\I'm telling you, that Dorssian prisoner is behind this!\Calm down! A single prisoner couldn't do all this!\That guy is no ordinary prisoner!\Please don't abandon us!\I don't want to be stuck here!\Everyone, calm down! Don't run!\A hand mic... An earthquake... A riot. response:	You!
context: I'm telling you, that Dorssian prisoner is behind this!\Calm down! A single prisoner couldn't do all this!\That guy is no ordinary prisoner!\Please don't abandon us!\I don't want to be stuck here!\Everyone, calm down! Don't run!\A hand mic... An earthquake... A riot.\You! response:	Is that true? ARUS is your source?
context: Calm down! A single prisoner couldn't do all this!\That guy is no ordinary prisoner!\Please don't abandon us!\I don't want to be stuck here!\Everyone, calm down! Don't run!\A hand mic... An earthquake... A riot.\You!\Is that true? ARUS is your source? response:	N-No, I heard it from a student!
context: That guy is no ordinary prisoner!\Please don't abandon us!\I don't want to be stuck here!\Everyone, calm down! Don't run!\A hand mic... An earthquake... A riot.\You!\Is that true? ARUS is your source?\N-No, I heard it from a student! response:	A student? Who?
context: Please don't abandon us!\I don't want to be stuck here!\Everyone, calm down! Don't run!\A hand mic... An earthquake... A riot.\You!\Is that true? ARUS is your source?\N-No, I heard it from a student!\A student? Who? response:	3:14PM... The answer lies behind me.
context: I don't want to be stuck here!\Everyone, calm down! Don't run!\A hand mic... An earthquake... A riot.\You!\Is that true? ARUS is your source?\N-No, I heard it from a student!\A student? Who?\3:14PM... The answer lies behind me. response:	Him! He said it!
context: Everyone, calm down! Don't run!\A hand mic... An earthquake... A riot.\You!\Is that true? ARUS is your source?\N-No, I heard it from a student!\A student? Who?\3:14PM... The answer lies behind me.\Him! He said it! response:	Plan D7 complete.
context: A hand mic... An earthquake... A riot.\You!\Is that true? ARUS is your source?\N-No, I heard it from a student!\A student? Who?\3:14PM... The answer lies behind me.\Him! He said it!\Plan D7 complete. response:	You? You're the answer?
context: You!\Is that true? ARUS is your source?\N-No, I heard it from a student!\A student? Who?\3:14PM... The answer lies behind me.\Him! He said it!\Plan D7 complete.\You? You're the answer? response:	Make a pact with me, Haruto Tokishima.
context: Is that true? ARUS is your source?\N-No, I heard it from a student!\A student? Who?\3:14PM... The answer lies behind me.\Him! He said it!\Plan D7 complete.\You? You're the answer?\Make a pact with me, Haruto Tokishima. response:	What?
context: N-No, I heard it from a student!\A student? Who?\3:14PM... The answer lies behind me.\Him! He said it!\Plan D7 complete.\You? You're the answer?\Make a pact with me, Haruto Tokishima.\What? response:	We're going to liberate Dorssia.
context: A student? Who?\3:14PM... The answer lies behind me.\Him! He said it!\Plan D7 complete.\You? You're the answer?\Make a pact with me, Haruto Tokishima.\What?\We're going to liberate Dorssia. response:	Next time, episode 4, The Hostage is Valvrave.
context: 3:14PM... The answer lies behind me.\Him! He said it!\Plan D7 complete.\You? You're the answer?\Make a pact with me, Haruto Tokishima.\What?\We're going to liberate Dorssia.\Next time, episode 4, The Hostage is Valvrave. response:	Valvrave... The system that will expose the truth of the world.
