context: Huh?! response:	Incoming call: Yoko Nakaizumi
context: Where is the enemy unit?\Distance from Vox Aura, 200.\It's inside that black smoke.\Who is that?\Damn... of all the places.\She's a marine archaeologist.\She's been snooping around ever since\our foundation confiscated her research regarding Vox Aura. response:	Then she's...
context: Distance from Vox Aura, 200.\It's inside that black smoke.\Who is that?\Damn... of all the places.\She's a marine archaeologist.\She's been snooping around ever since\our foundation confiscated her research regarding Vox Aura.\Then she's... response:	The pilot's cousin.
context: It's inside that black smoke.\Who is that?\Damn... of all the places.\She's a marine archaeologist.\She's been snooping around ever since\our foundation confiscated her research regarding Vox Aura.\Then she's...\The pilot's cousin. response:	The one opposed to Kyono Madoka piloting the Vox Aura.
context: Who is that?\Damn... of all the places.\She's a marine archaeologist.\She's been snooping around ever since\our foundation confiscated her research regarding Vox Aura.\Then she's...\The pilot's cousin.\The one opposed to Kyono Madoka piloting the Vox Aura. response:	This robot is amazing.
context: Damn... of all the places.\She's a marine archaeologist.\She's been snooping around ever since\our foundation confiscated her research regarding Vox Aura.\Then she's...\The pilot's cousin.\The one opposed to Kyono Madoka piloting the Vox Aura.\This robot is amazing. response:	It moves according to my thoughts.
context: She's a marine archaeologist.\She's been snooping around ever since\our foundation confiscated her research regarding Vox Aura.\Then she's...\The pilot's cousin.\The one opposed to Kyono Madoka piloting the Vox Aura.\This robot is amazing.\It moves according to my thoughts. response:	I was scared at first, but I got the hang of it quickly.
context: She's been snooping around ever since\our foundation confiscated her research regarding Vox Aura.\Then she's...\The pilot's cousin.\The one opposed to Kyono Madoka piloting the Vox Aura.\This robot is amazing.\It moves according to my thoughts.\I was scared at first, but I got the hang of it quickly. response:	It was quite fun, to be honest.
context: our foundation confiscated her research regarding Vox Aura.\Then she's...\The pilot's cousin.\The one opposed to Kyono Madoka piloting the Vox Aura.\This robot is amazing.\It moves according to my thoughts.\I was scared at first, but I got the hang of it quickly.\It was quite fun, to be honest. response:	But it's not anymore?
context: Then she's...\The pilot's cousin.\The one opposed to Kyono Madoka piloting the Vox Aura.\This robot is amazing.\It moves according to my thoughts.\I was scared at first, but I got the hang of it quickly.\It was quite fun, to be honest.\But it's not anymore? response:	Well, after giving it some thought...
context: The pilot's cousin.\The one opposed to Kyono Madoka piloting the Vox Aura.\This robot is amazing.\It moves according to my thoughts.\I was scared at first, but I got the hang of it quickly.\It was quite fun, to be honest.\But it's not anymore?\Well, after giving it some thought... response:	Enemy unit two, distance from Vox Aura, 130!
context: The one opposed to Kyono Madoka piloting the Vox Aura.\This robot is amazing.\It moves according to my thoughts.\I was scared at first, but I got the hang of it quickly.\It was quite fun, to be honest.\But it's not anymore?\Well, after giving it some thought...\Enemy unit two, distance from Vox Aura, 130! response:	It seems a lot of people are placing their hopes on me to pilot this robot.
context: This robot is amazing.\It moves according to my thoughts.\I was scared at first, but I got the hang of it quickly.\It was quite fun, to be honest.\But it's not anymore?\Well, after giving it some thought...\Enemy unit two, distance from Vox Aura, 130!\It seems a lot of people are placing their hopes on me to pilot this robot. response:	I want to live up to their expectations as much as I can.
context: It moves according to my thoughts.\I was scared at first, but I got the hang of it quickly.\It was quite fun, to be honest.\But it's not anymore?\Well, after giving it some thought...\Enemy unit two, distance from Vox Aura, 130!\It seems a lot of people are placing their hopes on me to pilot this robot.\I want to live up to their expectations as much as I can. response:	I don't want to disappoint anyone, but...
context: I was scared at first, but I got the hang of it quickly.\It was quite fun, to be honest.\But it's not anymore?\Well, after giving it some thought...\Enemy unit two, distance from Vox Aura, 130!\It seems a lot of people are placing their hopes on me to pilot this robot.\I want to live up to their expectations as much as I can.\I don't want to disappoint anyone, but... response:	When I started thinking about that, it stopped moving.
context: It was quite fun, to be honest.\But it's not anymore?\Well, after giving it some thought...\Enemy unit two, distance from Vox Aura, 130!\It seems a lot of people are placing their hopes on me to pilot this robot.\I want to live up to their expectations as much as I can.\I don't want to disappoint anyone, but...\When I started thinking about that, it stopped moving. response:	You've got some nerve!
context: But it's not anymore?\Well, after giving it some thought...\Enemy unit two, distance from Vox Aura, 130!\It seems a lot of people are placing their hopes on me to pilot this robot.\I want to live up to their expectations as much as I can.\I don't want to disappoint anyone, but...\When I started thinking about that, it stopped moving.\You've got some nerve! response:	Just who the hell do you think you are?!
context: Well, after giving it some thought...\Enemy unit two, distance from Vox Aura, 130!\It seems a lot of people are placing their hopes on me to pilot this robot.\I want to live up to their expectations as much as I can.\I don't want to disappoint anyone, but...\When I started thinking about that, it stopped moving.\You've got some nerve!\Just who the hell do you think you are?! response:	That thing's not moving because you're acting like you're doing them a favor!
context: Enemy unit two, distance from Vox Aura, 130!\It seems a lot of people are placing their hopes on me to pilot this robot.\I want to live up to their expectations as much as I can.\I don't want to disappoint anyone, but...\When I started thinking about that, it stopped moving.\You've got some nerve!\Just who the hell do you think you are?!\That thing's not moving because you're acting like you're doing them a favor! response:	Not that I'm saying you have to feel grateful to them for letting you pilot that thing.
context: It seems a lot of people are placing their hopes on me to pilot this robot.\I want to live up to their expectations as much as I can.\I don't want to disappoint anyone, but...\When I started thinking about that, it stopped moving.\You've got some nerve!\Just who the hell do you think you are?!\That thing's not moving because you're acting like you're doing them a favor!\Not that I'm saying you have to feel grateful to them for letting you pilot that thing. response:	But if you decided to do it,
context: I want to live up to their expectations as much as I can.\I don't want to disappoint anyone, but...\When I started thinking about that, it stopped moving.\You've got some nerve!\Just who the hell do you think you are?!\That thing's not moving because you're acting like you're doing them a favor!\Not that I'm saying you have to feel grateful to them for letting you pilot that thing.\But if you decided to do it, response:	then take responsibility for that decision!
context: I don't want to disappoint anyone, but...\When I started thinking about that, it stopped moving.\You've got some nerve!\Just who the hell do you think you are?!\That thing's not moving because you're acting like you're doing them a favor!\Not that I'm saying you have to feel grateful to them for letting you pilot that thing.\But if you decided to do it,\then take responsibility for that decision! response:	And if that bothers you, then quit...
context: When I started thinking about that, it stopped moving.\You've got some nerve!\Just who the hell do you think you are?!\That thing's not moving because you're acting like you're doing them a favor!\Not that I'm saying you have to feel grateful to them for letting you pilot that thing.\But if you decided to do it,\then take responsibility for that decision!\And if that bothers you, then quit... response:	the Sweats Club!
context: You've got some nerve!\Just who the hell do you think you are?!\That thing's not moving because you're acting like you're doing them a favor!\Not that I'm saying you have to feel grateful to them for letting you pilot that thing.\But if you decided to do it,\then take responsibility for that decision!\And if that bothers you, then quit...\the Sweats Club! response:	You're so irritating!
context: Just who the hell do you think you are?!\That thing's not moving because you're acting like you're doing them a favor!\Not that I'm saying you have to feel grateful to them for letting you pilot that thing.\But if you decided to do it,\then take responsibility for that decision!\And if that bothers you, then quit...\the Sweats Club!\You're so irritating! response:	Yeah, you're right. You are absolutely right, but...
context: That thing's not moving because you're acting like you're doing them a favor!\Not that I'm saying you have to feel grateful to them for letting you pilot that thing.\But if you decided to do it,\then take responsibility for that decision!\And if that bothers you, then quit...\the Sweats Club!\You're so irritating!\Yeah, you're right. You are absolutely right, but... response:	It pisses me off hearing that coming from you!
context: Not that I'm saying you have to feel grateful to them for letting you pilot that thing.\But if you decided to do it,\then take responsibility for that decision!\And if that bothers you, then quit...\the Sweats Club!\You're so irritating!\Yeah, you're right. You are absolutely right, but...\It pisses me off hearing that coming from you! response:	It drives me nuts!
context: But if you decided to do it,\then take responsibility for that decision!\And if that bothers you, then quit...\the Sweats Club!\You're so irritating!\Yeah, you're right. You are absolutely right, but...\It pisses me off hearing that coming from you!\It drives me nuts! response:	Distance from enemy unit, 20.
context: then take responsibility for that decision!\And if that bothers you, then quit...\the Sweats Club!\You're so irritating!\Yeah, you're right. You are absolutely right, but...\It pisses me off hearing that coming from you!\It drives me nuts!\Distance from enemy unit, 20. response:	At a distance of ten, nine,
context: And if that bothers you, then quit...\the Sweats Club!\You're so irritating!\Yeah, you're right. You are absolutely right, but...\It pisses me off hearing that coming from you!\It drives me nuts!\Distance from enemy unit, 20.\At a distance of ten, nine, response:	What are you doing? Move!
context: the Sweats Club!\You're so irritating!\Yeah, you're right. You are absolutely right, but...\It pisses me off hearing that coming from you!\It drives me nuts!\Distance from enemy unit, 20.\At a distance of ten, nine,\What are you doing? Move! response:	eight, seven,
context: You're so irritating!\Yeah, you're right. You are absolutely right, but...\It pisses me off hearing that coming from you!\It drives me nuts!\Distance from enemy unit, 20.\At a distance of ten, nine,\What are you doing? Move!\eight, seven, response:	six, five, four,
context: Yeah, you're right. You are absolutely right, but...\It pisses me off hearing that coming from you!\It drives me nuts!\Distance from enemy unit, 20.\At a distance of ten, nine,\What are you doing? Move!\eight, seven,\six, five, four, response:	Vox System online!
context: It pisses me off hearing that coming from you!\It drives me nuts!\Distance from enemy unit, 20.\At a distance of ten, nine,\What are you doing? Move!\eight, seven,\six, five, four,\Vox System online! response:	What's the distance with the Enemy Unit?!
context: It drives me nuts!\Distance from enemy unit, 20.\At a distance of ten, nine,\What are you doing? Move!\eight, seven,\six, five, four,\Vox System online!\What's the distance with the Enemy Unit?! response:	Zero...!
context: Distance from enemy unit, 20.\At a distance of ten, nine,\What are you doing? Move!\eight, seven,\six, five, four,\Vox System online!\What's the distance with the Enemy Unit?!\Zero...! response:	All right!
context: At a distance of ten, nine,\What are you doing? Move!\eight, seven,\six, five, four,\Vox System online!\What's the distance with the Enemy Unit?!\Zero...!\All right! response:	What? What happened?!
context: What are you doing? Move!\eight, seven,\six, five, four,\Vox System online!\What's the distance with the Enemy Unit?!\Zero...!\All right!\What? What happened?! response:	An unknown craft has broken through the atmosphere!
context: eight, seven,\six, five, four,\Vox System online!\What's the distance with the Enemy Unit?!\Zero...!\All right!\What? What happened?!\An unknown craft has broken through the atmosphere! response:	Where's it heading?
context: six, five, four,\Vox System online!\What's the distance with the Enemy Unit?!\Zero...!\All right!\What? What happened?!\An unknown craft has broken through the atmosphere!\Where's it heading? response:	Right here!
context: Vox System online!\What's the distance with the Enemy Unit?!\Zero...!\All right!\What? What happened?!\An unknown craft has broken through the atmosphere!\Where's it heading?\Right here! response:	What?
context: What's the distance with the Enemy Unit?!\Zero...!\All right!\What? What happened?!\An unknown craft has broken through the atmosphere!\Where's it heading?\Right here!\What? response:	A pincer attack?
context: Zero...!\All right!\What? What happened?!\An unknown craft has broken through the atmosphere!\Where's it heading?\Right here!\What?\A pincer attack? response:	Kirius, what are you?
context: All right!\What? What happened?!\An unknown craft has broken through the atmosphere!\Where's it heading?\Right here!\What?\A pincer attack?\Kirius, what are you? response:	I can't sit and watch this anymore.
context: What? What happened?!\An unknown craft has broken through the atmosphere!\Where's it heading?\Right here!\What?\A pincer attack?\Kirius, what are you?\I can't sit and watch this anymore. response:	If we're going to die, we'll die together!
context: An unknown craft has broken through the atmosphere!\Where's it heading?\Right here!\What?\A pincer attack?\Kirius, what are you?\I can't sit and watch this anymore.\If we're going to die, we'll die together! response:	I'm going to do it!
context: Where's it heading?\Right here!\What?\A pincer attack?\Kirius, what are you?\I can't sit and watch this anymore.\If we're going to die, we'll die together!\I'm going to do it! response:	Do what?
context: Right here!\What?\A pincer attack?\Kirius, what are you?\I can't sit and watch this anymore.\If we're going to die, we'll die together!\I'm going to do it!\Do what? response:	I'm going to do it and I mean it!
context: What?\A pincer attack?\Kirius, what are you?\I can't sit and watch this anymore.\If we're going to die, we'll die together!\I'm going to do it!\Do what?\I'm going to do it and I mean it! response:	You're going to do what?
context: A pincer attack?\Kirius, what are you?\I can't sit and watch this anymore.\If we're going to die, we'll die together!\I'm going to do it!\Do what?\I'm going to do it and I mean it!\You're going to do what? response:	Once I make up my mind to do it, I go all out. That's my style!
context: Kirius, what are you?\I can't sit and watch this anymore.\If we're going to die, we'll die together!\I'm going to do it!\Do what?\I'm going to do it and I mean it!\You're going to do what?\Once I make up my mind to do it, I go all out. That's my style! response:	I'm asking you, what are you going to do?
context: I can't sit and watch this anymore.\If we're going to die, we'll die together!\I'm going to do it!\Do what?\I'm going to do it and I mean it!\You're going to do what?\Once I make up my mind to do it, I go all out. That's my style!\I'm asking you, what are you going to do? response:	I'm in.
context: If we're going to die, we'll die together!\I'm going to do it!\Do what?\I'm going to do it and I mean it!\You're going to do what?\Once I make up my mind to do it, I go all out. That's my style!\I'm asking you, what are you going to do?\I'm in. response:	Oh, you're in?
context: I'm going to do it!\Do what?\I'm going to do it and I mean it!\You're going to do what?\Once I make up my mind to do it, I go all out. That's my style!\I'm asking you, what are you going to do?\I'm in.\Oh, you're in? response:	What about you, Array?
context: Do what?\I'm going to do it and I mean it!\You're going to do what?\Once I make up my mind to do it, I go all out. That's my style!\I'm asking you, what are you going to do?\I'm in.\Oh, you're in?\What about you, Array? response:	Me? Well, I've been captured.
context: I'm going to do it and I mean it!\You're going to do what?\Once I make up my mind to do it, I go all out. That's my style!\I'm asking you, what are you going to do?\I'm in.\Oh, you're in?\What about you, Array?\Me? Well, I've been captured. response:	That's lame.
context: You're going to do what?\Once I make up my mind to do it, I go all out. That's my style!\I'm asking you, what are you going to do?\I'm in.\Oh, you're in?\What about you, Array?\Me? Well, I've been captured.\That's lame. response:	Did you say something?
context: Once I make up my mind to do it, I go all out. That's my style!\I'm asking you, what are you going to do?\I'm in.\Oh, you're in?\What about you, Array?\Me? Well, I've been captured.\That's lame.\Did you say something? response:	Izo said that you look bad.
context: I'm asking you, what are you going to do?\I'm in.\Oh, you're in?\What about you, Array?\Me? Well, I've been captured.\That's lame.\Did you say something?\Izo said that you look bad. response:	Lan Blooms
context: I'm in.\Oh, you're in?\What about you, Array?\Me? Well, I've been captured.\That's lame.\Did you say something?\Izo said that you look bad.\Lan Blooms response:	Lan Blooms
context: Oh, you're in?\What about you, Array?\Me? Well, I've been captured.\That's lame.\Did you say something?\Izo said that you look bad.\Lan Blooms\Lan Blooms response:	Don't be so blunt!
