context: Once upon a time, there was a man who died. response:	The story the man wrote was about a happy prince who loved everyone and was loved by everyone.
context: Okay zura.\Uzura, or rather, that cursed Edel, stuck her nose where it didn't belong!\That was the secret I was saving for my last bit of fun!\Well, but with a small thing like this, they won't be able to escape from the tragedy, though.\Mytho...\Won't you dance with me?\What?\Why are you frightened of me?! response:	Just now I felt afraid of Mytho.
context: Uzura, or rather, that cursed Edel, stuck her nose where it didn't belong!\That was the secret I was saving for my last bit of fun!\Well, but with a small thing like this, they won't be able to escape from the tragedy, though.\Mytho...\Won't you dance with me?\What?\Why are you frightened of me?!\Just now I felt afraid of Mytho. response:	Oh, that scared me!
context: That was the secret I was saving for my last bit of fun!\Well, but with a small thing like this, they won't be able to escape from the tragedy, though.\Mytho...\Won't you dance with me?\What?\Why are you frightened of me?!\Just now I felt afraid of Mytho.\Oh, that scared me! response:	Prince...
context: Well, but with a small thing like this, they won't be able to escape from the tragedy, though.\Mytho...\Won't you dance with me?\What?\Why are you frightened of me?!\Just now I felt afraid of Mytho.\Oh, that scared me!\Prince... response:	Kraehe, dance with me.
context: Mytho...\Won't you dance with me?\What?\Why are you frightened of me?!\Just now I felt afraid of Mytho.\Oh, that scared me!\Prince...\Kraehe, dance with me. response:	When I'm not dancing with someone, I'm uneasy and lonely and it hurts and I can't stand it.
context: Won't you dance with me?\What?\Why are you frightened of me?!\Just now I felt afraid of Mytho.\Oh, that scared me!\Prince...\Kraehe, dance with me.\When I'm not dancing with someone, I'm uneasy and lonely and it hurts and I can't stand it. response:	Prince...
context: What?\Why are you frightened of me?!\Just now I felt afraid of Mytho.\Oh, that scared me!\Prince...\Kraehe, dance with me.\When I'm not dancing with someone, I'm uneasy and lonely and it hurts and I can't stand it.\Prince... response:	I'm sorry, my prince.
context: Why are you frightened of me?!\Just now I felt afraid of Mytho.\Oh, that scared me!\Prince...\Kraehe, dance with me.\When I'm not dancing with someone, I'm uneasy and lonely and it hurts and I can't stand it.\Prince...\I'm sorry, my prince. response:	You're suffering because of the raven's blood.
context: Just now I felt afraid of Mytho.\Oh, that scared me!\Prince...\Kraehe, dance with me.\When I'm not dancing with someone, I'm uneasy and lonely and it hurts and I can't stand it.\Prince...\I'm sorry, my prince.\You're suffering because of the raven's blood. response:	The hearts of these birds hurt people.
context: Oh, that scared me!\Prince...\Kraehe, dance with me.\When I'm not dancing with someone, I'm uneasy and lonely and it hurts and I can't stand it.\Prince...\I'm sorry, my prince.\You're suffering because of the raven's blood.\The hearts of these birds hurt people. response:	Even the people you love...
context: Prince...\Kraehe, dance with me.\When I'm not dancing with someone, I'm uneasy and lonely and it hurts and I can't stand it.\Prince...\I'm sorry, my prince.\You're suffering because of the raven's blood.\The hearts of these birds hurt people.\Even the people you love... response:	The more you love them,
context: Kraehe, dance with me.\When I'm not dancing with someone, I'm uneasy and lonely and it hurts and I can't stand it.\Prince...\I'm sorry, my prince.\You're suffering because of the raven's blood.\The hearts of these birds hurt people.\Even the people you love...\The more you love them, response:	the more you hurt them.
context: When I'm not dancing with someone, I'm uneasy and lonely and it hurts and I can't stand it.\Prince...\I'm sorry, my prince.\You're suffering because of the raven's blood.\The hearts of these birds hurt people.\Even the people you love...\The more you love them,\the more you hurt them. response:	My Prince, your heart loves everyone and I have ruined it with these very hands.
context: Prince...\I'm sorry, my prince.\You're suffering because of the raven's blood.\The hearts of these birds hurt people.\Even the people you love...\The more you love them,\the more you hurt them.\My Prince, your heart loves everyone and I have ruined it with these very hands. response:	Everything is my fault.
context: I'm sorry, my prince.\You're suffering because of the raven's blood.\The hearts of these birds hurt people.\Even the people you love...\The more you love them,\the more you hurt them.\My Prince, your heart loves everyone and I have ruined it with these very hands.\Everything is my fault. response:	Because I just wanted to have your love all to myself...
context: You're suffering because of the raven's blood.\The hearts of these birds hurt people.\Even the people you love...\The more you love them,\the more you hurt them.\My Prince, your heart loves everyone and I have ruined it with these very hands.\Everything is my fault.\Because I just wanted to have your love all to myself... response:	I'm sorry.
context: The hearts of these birds hurt people.\Even the people you love...\The more you love them,\the more you hurt them.\My Prince, your heart loves everyone and I have ruined it with these very hands.\Everything is my fault.\Because I just wanted to have your love all to myself...\I'm sorry. response:	Rue-chan.
context: Even the people you love...\The more you love them,\the more you hurt them.\My Prince, your heart loves everyone and I have ruined it with these very hands.\Everything is my fault.\Because I just wanted to have your love all to myself...\I'm sorry.\Rue-chan. response:	Tutu...
context: The more you love them,\the more you hurt them.\My Prince, your heart loves everyone and I have ruined it with these very hands.\Everything is my fault.\Because I just wanted to have your love all to myself...\I'm sorry.\Rue-chan.\Tutu... response:	This pendant that makes me Princess Tutu is one of the prince's heart shards too.
context: the more you hurt them.\My Prince, your heart loves everyone and I have ruined it with these very hands.\Everything is my fault.\Because I just wanted to have your love all to myself...\I'm sorry.\Rue-chan.\Tutu...\This pendant that makes me Princess Tutu is one of the prince's heart shards too. response:	So getting all of his heart back is the prince's own will.
context: My Prince, your heart loves everyone and I have ruined it with these very hands.\Everything is my fault.\Because I just wanted to have your love all to myself...\I'm sorry.\Rue-chan.\Tutu...\This pendant that makes me Princess Tutu is one of the prince's heart shards too.\So getting all of his heart back is the prince's own will. response:	I'm going to act according to the prince's will.
context: Everything is my fault.\Because I just wanted to have your love all to myself...\I'm sorry.\Rue-chan.\Tutu...\This pendant that makes me Princess Tutu is one of the prince's heart shards too.\So getting all of his heart back is the prince's own will.\I'm going to act according to the prince's will. response:	Let's believe in the prince.
context: Because I just wanted to have your love all to myself...\I'm sorry.\Rue-chan.\Tutu...\This pendant that makes me Princess Tutu is one of the prince's heart shards too.\So getting all of his heart back is the prince's own will.\I'm going to act according to the prince's will.\Let's believe in the prince. response:	All right.
context: I'm sorry.\Rue-chan.\Tutu...\This pendant that makes me Princess Tutu is one of the prince's heart shards too.\So getting all of his heart back is the prince's own will.\I'm going to act according to the prince's will.\Let's believe in the prince.\All right. response:	O shards, answer me. Here I am!
context: Rue-chan.\Tutu...\This pendant that makes me Princess Tutu is one of the prince's heart shards too.\So getting all of his heart back is the prince's own will.\I'm going to act according to the prince's will.\Let's believe in the prince.\All right.\O shards, answer me. Here I am! response:	Look what you've become!
context: Tutu...\This pendant that makes me Princess Tutu is one of the prince's heart shards too.\So getting all of his heart back is the prince's own will.\I'm going to act according to the prince's will.\Let's believe in the prince.\All right.\O shards, answer me. Here I am!\Look what you've become! response:	This is the prince? How lamentable.
context: This pendant that makes me Princess Tutu is one of the prince's heart shards too.\So getting all of his heart back is the prince's own will.\I'm going to act according to the prince's will.\Let's believe in the prince.\All right.\O shards, answer me. Here I am!\Look what you've become!\This is the prince? How lamentable. response:	What?
context: So getting all of his heart back is the prince's own will.\I'm going to act according to the prince's will.\Let's believe in the prince.\All right.\O shards, answer me. Here I am!\Look what you've become!\This is the prince? How lamentable.\What? response:	Is it not too late already?
context: I'm going to act according to the prince's will.\Let's believe in the prince.\All right.\O shards, answer me. Here I am!\Look what you've become!\This is the prince? How lamentable.\What?\Is it not too late already? response:	We have no choice but return to our original heart now.
context: Let's believe in the prince.\All right.\O shards, answer me. Here I am!\Look what you've become!\This is the prince? How lamentable.\What?\Is it not too late already?\We have no choice but return to our original heart now. response:	Let us prepare ourselves.
context: All right.\O shards, answer me. Here I am!\Look what you've become!\This is the prince? How lamentable.\What?\Is it not too late already?\We have no choice but return to our original heart now.\Let us prepare ourselves. response:	Yes. The raven is about to revive. Let us not waver in our purpose.
context: O shards, answer me. Here I am!\Look what you've become!\This is the prince? How lamentable.\What?\Is it not too late already?\We have no choice but return to our original heart now.\Let us prepare ourselves.\Yes. The raven is about to revive. Let us not waver in our purpose. response:	Thank you, Princess Tutu. But if...
context: Look what you've become!\This is the prince? How lamentable.\What?\Is it not too late already?\We have no choice but return to our original heart now.\Let us prepare ourselves.\Yes. The raven is about to revive. Let us not waver in our purpose.\Thank you, Princess Tutu. But if... response:	If the raven's curse is not lifted even after I go back inside my heart,
context: This is the prince? How lamentable.\What?\Is it not too late already?\We have no choice but return to our original heart now.\Let us prepare ourselves.\Yes. The raven is about to revive. Let us not waver in our purpose.\Thank you, Princess Tutu. But if...\If the raven's curse is not lifted even after I go back inside my heart, response:	please do not return the final heart shard.
context: What?\Is it not too late already?\We have no choice but return to our original heart now.\Let us prepare ourselves.\Yes. The raven is about to revive. Let us not waver in our purpose.\Thank you, Princess Tutu. But if...\If the raven's curse is not lifted even after I go back inside my heart,\please do not return the final heart shard. response:	But...
context: Is it not too late already?\We have no choice but return to our original heart now.\Let us prepare ourselves.\Yes. The raven is about to revive. Let us not waver in our purpose.\Thank you, Princess Tutu. But if...\If the raven's curse is not lifted even after I go back inside my heart,\please do not return the final heart shard.\But... response:	If that happens, please find a way to lift the curse, quickly.
context: We have no choice but return to our original heart now.\Let us prepare ourselves.\Yes. The raven is about to revive. Let us not waver in our purpose.\Thank you, Princess Tutu. But if...\If the raven's curse is not lifted even after I go back inside my heart,\please do not return the final heart shard.\But...\If that happens, please find a way to lift the curse, quickly. response:	But that's...
context: Let us prepare ourselves.\Yes. The raven is about to revive. Let us not waver in our purpose.\Thank you, Princess Tutu. But if...\If the raven's curse is not lifted even after I go back inside my heart,\please do not return the final heart shard.\But...\If that happens, please find a way to lift the curse, quickly.\But that's... response:	We do not have a moment to spare. Now...
context: Yes. The raven is about to revive. Let us not waver in our purpose.\Thank you, Princess Tutu. But if...\If the raven's curse is not lifted even after I go back inside my heart,\please do not return the final heart shard.\But...\If that happens, please find a way to lift the curse, quickly.\But that's...\We do not have a moment to spare. Now... response:	If that is what the prince wills.
context: Thank you, Princess Tutu. But if...\If the raven's curse is not lifted even after I go back inside my heart,\please do not return the final heart shard.\But...\If that happens, please find a way to lift the curse, quickly.\But that's...\We do not have a moment to spare. Now...\If that is what the prince wills. response:	Prince!
context: If the raven's curse is not lifted even after I go back inside my heart,\please do not return the final heart shard.\But...\If that happens, please find a way to lift the curse, quickly.\But that's...\We do not have a moment to spare. Now...\If that is what the prince wills.\Prince! response:	Prince...
context: please do not return the final heart shard.\But...\If that happens, please find a way to lift the curse, quickly.\But that's...\We do not have a moment to spare. Now...\If that is what the prince wills.\Prince!\Prince... response:	We finally meet again.
context: But...\If that happens, please find a way to lift the curse, quickly.\But that's...\We do not have a moment to spare. Now...\If that is what the prince wills.\Prince!\Prince...\We finally meet again. response:	This is the raven...
context: If that happens, please find a way to lift the curse, quickly.\But that's...\We do not have a moment to spare. Now...\If that is what the prince wills.\Prince!\Prince...\We finally meet again.\This is the raven... response:	Now, Kraehe, bring the prince here.
context: But that's...\We do not have a moment to spare. Now...\If that is what the prince wills.\Prince!\Prince...\We finally meet again.\This is the raven...\Now, Kraehe, bring the prince here. response:	No!
context: We do not have a moment to spare. Now...\If that is what the prince wills.\Prince!\Prince...\We finally meet again.\This is the raven...\Now, Kraehe, bring the prince here.\No! response:	What? Are you saying you do not mind losing my love?
context: If that is what the prince wills.\Prince!\Prince...\We finally meet again.\This is the raven...\Now, Kraehe, bring the prince here.\No!\What? Are you saying you do not mind losing my love? response:	My father is no raven! You're a liar!
context: Prince!\Prince...\We finally meet again.\This is the raven...\Now, Kraehe, bring the prince here.\No!\What? Are you saying you do not mind losing my love?\My father is no raven! You're a liar! response:	So you've realized, then.
context: Prince...\We finally meet again.\This is the raven...\Now, Kraehe, bring the prince here.\No!\What? Are you saying you do not mind losing my love?\My father is no raven! You're a liar!\So you've realized, then. response:	I've raised you drinking my noble blood ever since you were a babe, but in the end you are a foolish human girl.
context: We finally meet again.\This is the raven...\Now, Kraehe, bring the prince here.\No!\What? Are you saying you do not mind losing my love?\My father is no raven! You're a liar!\So you've realized, then.\I've raised you drinking my noble blood ever since you were a babe, but in the end you are a foolish human girl. response:	Not only were you to be unable
context: This is the raven...\Now, Kraehe, bring the prince here.\No!\What? Are you saying you do not mind losing my love?\My father is no raven! You're a liar!\So you've realized, then.\I've raised you drinking my noble blood ever since you were a babe, but in the end you are a foolish human girl.\Not only were you to be unable response:	to turn the prince's affections toward you like your blood demanded,
context: Now, Kraehe, bring the prince here.\No!\What? Are you saying you do not mind losing my love?\My father is no raven! You're a liar!\So you've realized, then.\I've raised you drinking my noble blood ever since you were a babe, but in the end you are a foolish human girl.\Not only were you to be unable\to turn the prince's affections toward you like your blood demanded, response:	but to think you succumbed to love!
context: No!\What? Are you saying you do not mind losing my love?\My father is no raven! You're a liar!\So you've realized, then.\I've raised you drinking my noble blood ever since you were a babe, but in the end you are a foolish human girl.\Not only were you to be unable\to turn the prince's affections toward you like your blood demanded,\but to think you succumbed to love! response:	I don't need any raven's blood!
context: What? Are you saying you do not mind losing my love?\My father is no raven! You're a liar!\So you've realized, then.\I've raised you drinking my noble blood ever since you were a babe, but in the end you are a foolish human girl.\Not only were you to be unable\to turn the prince's affections toward you like your blood demanded,\but to think you succumbed to love!\I don't need any raven's blood! response:	When I was Rue... I was happiest when I was Rue!
context: My father is no raven! You're a liar!\So you've realized, then.\I've raised you drinking my noble blood ever since you were a babe, but in the end you are a foolish human girl.\Not only were you to be unable\to turn the prince's affections toward you like your blood demanded,\but to think you succumbed to love!\I don't need any raven's blood!\When I was Rue... I was happiest when I was Rue! response:	Rue-chan...
context: So you've realized, then.\I've raised you drinking my noble blood ever since you were a babe, but in the end you are a foolish human girl.\Not only were you to be unable\to turn the prince's affections toward you like your blood demanded,\but to think you succumbed to love!\I don't need any raven's blood!\When I was Rue... I was happiest when I was Rue!\Rue-chan... response:	What a waste of my time. Now, prince, come to me on your own power.
context: I've raised you drinking my noble blood ever since you were a babe, but in the end you are a foolish human girl.\Not only were you to be unable\to turn the prince's affections toward you like your blood demanded,\but to think you succumbed to love!\I don't need any raven's blood!\When I was Rue... I was happiest when I was Rue!\Rue-chan...\What a waste of my time. Now, prince, come to me on your own power. response:	Give me your heart!
context: Not only were you to be unable\to turn the prince's affections toward you like your blood demanded,\but to think you succumbed to love!\I don't need any raven's blood!\When I was Rue... I was happiest when I was Rue!\Rue-chan...\What a waste of my time. Now, prince, come to me on your own power.\Give me your heart! response:	You mustn't!
context: to turn the prince's affections toward you like your blood demanded,\but to think you succumbed to love!\I don't need any raven's blood!\When I was Rue... I was happiest when I was Rue!\Rue-chan...\What a waste of my time. Now, prince, come to me on your own power.\Give me your heart!\You mustn't! response:	You mustn't go!
context: but to think you succumbed to love!\I don't need any raven's blood!\When I was Rue... I was happiest when I was Rue!\Rue-chan...\What a waste of my time. Now, prince, come to me on your own power.\Give me your heart!\You mustn't!\You mustn't go! response:	Please, don't go!
context: I don't need any raven's blood!\When I was Rue... I was happiest when I was Rue!\Rue-chan...\What a waste of my time. Now, prince, come to me on your own power.\Give me your heart!\You mustn't!\You mustn't go!\Please, don't go! response:	Don't go!
context: When I was Rue... I was happiest when I was Rue!\Rue-chan...\What a waste of my time. Now, prince, come to me on your own power.\Give me your heart!\You mustn't!\You mustn't go!\Please, don't go!\Don't go! response:	Prince!
context: Rue-chan...\What a waste of my time. Now, prince, come to me on your own power.\Give me your heart!\You mustn't!\You mustn't go!\Please, don't go!\Don't go!\Prince! response:	Prince, wait!
context: What a waste of my time. Now, prince, come to me on your own power.\Give me your heart!\You mustn't!\You mustn't go!\Please, don't go!\Don't go!\Prince!\Prince, wait! response:	Prince, don't go!
context: Give me your heart!\You mustn't!\You mustn't go!\Please, don't go!\Don't go!\Prince!\Prince, wait!\Prince, don't go! response:	Don't eat the prince's heart!
context: You mustn't!\You mustn't go!\Please, don't go!\Don't go!\Prince!\Prince, wait!\Prince, don't go!\Don't eat the prince's heart! response:	Eat my heart instead!
context: You mustn't go!\Please, don't go!\Don't go!\Prince!\Prince, wait!\Prince, don't go!\Don't eat the prince's heart!\Eat my heart instead! response:	I love you! I have ever since I was little!
context: Please, don't go!\Don't go!\Prince!\Prince, wait!\Prince, don't go!\Don't eat the prince's heart!\Eat my heart instead!\I love you! I have ever since I was little! response:	I've always loved you!
context: Don't go!\Prince!\Prince, wait!\Prince, don't go!\Don't eat the prince's heart!\Eat my heart instead!\I love you! I have ever since I was little!\I've always loved you! response:	What is this feeling?
context: Prince!\Prince, wait!\Prince, don't go!\Don't eat the prince's heart!\Eat my heart instead!\I love you! I have ever since I was little!\I've always loved you!\What is this feeling? response:	How dare you interfere!
context: Prince, wait!\Prince, don't go!\Don't eat the prince's heart!\Eat my heart instead!\I love you! I have ever since I was little!\I've always loved you!\What is this feeling?\How dare you interfere! response:	This frail love... I...
context: Prince, don't go!\Don't eat the prince's heart!\Eat my heart instead!\I love you! I have ever since I was little!\I've always loved you!\What is this feeling?\How dare you interfere!\This frail love... I... response:	I have to protect it.
context: Don't eat the prince's heart!\Eat my heart instead!\I love you! I have ever since I was little!\I've always loved you!\What is this feeling?\How dare you interfere!\This frail love... I...\I have to protect it. response:	Tutu... Tutu, were you the one who helped me?
context: Eat my heart instead!\I love you! I have ever since I was little!\I've always loved you!\What is this feeling?\How dare you interfere!\This frail love... I...\I have to protect it.\Tutu... Tutu, were you the one who helped me? response:	For you to love him so much you'd give up your life...
context: I love you! I have ever since I was little!\I've always loved you!\What is this feeling?\How dare you interfere!\This frail love... I...\I have to protect it.\Tutu... Tutu, were you the one who helped me?\For you to love him so much you'd give up your life... response:	You are a foolish girl to the end.
context: I've always loved you!\What is this feeling?\How dare you interfere!\This frail love... I...\I have to protect it.\Tutu... Tutu, were you the one who helped me?\For you to love him so much you'd give up your life...\You are a foolish girl to the end. response:	When that happens, I'll go back to being just a bird, won't I?
context: What is this feeling?\How dare you interfere!\This frail love... I...\I have to protect it.\Tutu... Tutu, were you the one who helped me?\For you to love him so much you'd give up your life...\You are a foolish girl to the end.\When that happens, I'll go back to being just a bird, won't I? response:	I won't ever study ballet with everyone again.
context: How dare you interfere!\This frail love... I...\I have to protect it.\Tutu... Tutu, were you the one who helped me?\For you to love him so much you'd give up your life...\You are a foolish girl to the end.\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again. response:	That's all right, isn't it? That's who you really are.
context: This frail love... I...\I have to protect it.\Tutu... Tutu, were you the one who helped me?\For you to love him so much you'd give up your life...\You are a foolish girl to the end.\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are. response:	I'd like you to return my final heart shard.
context: I have to protect it.\Tutu... Tutu, were you the one who helped me?\For you to love him so much you'd give up your life...\You are a foolish girl to the end.\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\I'd like you to return my final heart shard. response:	Um... Will you love me?
context: Tutu... Tutu, were you the one who helped me?\For you to love him so much you'd give up your life...\You are a foolish girl to the end.\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\I'd like you to return my final heart shard.\Um... Will you love me? response:	Let's go back to being our true selves.
context: For you to love him so much you'd give up your life...\You are a foolish girl to the end.\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\I'd like you to return my final heart shard.\Um... Will you love me?\Let's go back to being our true selves. response:	Farewell, Mytho.
context: You are a foolish girl to the end.\When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\I'd like you to return my final heart shard.\Um... Will you love me?\Let's go back to being our true selves.\Farewell, Mytho. response:	Farewell...
context: When that happens, I'll go back to being just a bird, won't I?\I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\I'd like you to return my final heart shard.\Um... Will you love me?\Let's go back to being our true selves.\Farewell, Mytho.\Farewell... response:	The Dying Swan
context: I won't ever study ballet with everyone again.\That's all right, isn't it? That's who you really are.\I'd like you to return my final heart shard.\Um... Will you love me?\Let's go back to being our true selves.\Farewell, Mytho.\Farewell...\The Dying Swan response:	All you children who love stories, come gather around.
context: That's all right, isn't it? That's who you really are.\I'd like you to return my final heart shard.\Um... Will you love me?\Let's go back to being our true selves.\Farewell, Mytho.\Farewell...\The Dying Swan\All you children who love stories, come gather around. response:	The voice calling, come now, wake up
context: I'd like you to return my final heart shard.\Um... Will you love me?\Let's go back to being our true selves.\Farewell, Mytho.\Farewell...\The Dying Swan\All you children who love stories, come gather around.\The voice calling, come now, wake up response:	Wiping a tearstained face
context: Um... Will you love me?\Let's go back to being our true selves.\Farewell, Mytho.\Farewell...\The Dying Swan\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: Let's go back to being our true selves.\Farewell, Mytho.\Farewell...\The Dying Swan\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: Farewell, Mytho.\Farewell...\The Dying Swan\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: Farewell...\The Dying Swan\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: The Dying Swan\All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: All you children who love stories, come gather around.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
context: The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight response:	I loved like I was dreaming
context: By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming response:	It swells... My heart swells
context: Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells response:	I thought how wonderful it was to be alive
context: Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive response:	I can't wait for tomorrow
context: It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow response:	I want to be there for you
context: How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you response:	At all times
context: I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times response:	Wait, it won't wait
context: The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait response:	Running, running along
context: I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along response:	Passing by even the wind and the rain clouds
context: It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along\Passing by even the wind and the rain clouds response:	Just beating my own wings
