context: Let's eat! response:	Yum!
context: I'm gonna protect the lifestyle that puts a twinkle in everyone's eye!\Ugh, French cuisine again?\Oh, you're going out, dear?\Yes, I have a Medical Association meeting.\Oh, I see.\Would it be all right if I bought that diamond necklace\I showed you the other day?\Sure. I like that necklace. It looks wonderful on you. response:	What kind of Medical Association do back-alley doctors have?
context: Ugh, French cuisine again?\Oh, you're going out, dear?\Yes, I have a Medical Association meeting.\Oh, I see.\Would it be all right if I bought that diamond necklace\I showed you the other day?\Sure. I like that necklace. It looks wonderful on you.\What kind of Medical Association do back-alley doctors have? response:	Mataro.
context: Oh, you're going out, dear?\Yes, I have a Medical Association meeting.\Oh, I see.\Would it be all right if I bought that diamond necklace\I showed you the other day?\Sure. I like that necklace. It looks wonderful on you.\What kind of Medical Association do back-alley doctors have?\Mataro. response:	Damn, I almost forgot!
context: Yes, I have a Medical Association meeting.\Oh, I see.\Would it be all right if I bought that diamond necklace\I showed you the other day?\Sure. I like that necklace. It looks wonderful on you.\What kind of Medical Association do back-alley doctors have?\Mataro.\Damn, I almost forgot! response:	I was invited to a buddy's birthday party.
context: Oh, I see.\Would it be all right if I bought that diamond necklace\I showed you the other day?\Sure. I like that necklace. It looks wonderful on you.\What kind of Medical Association do back-alley doctors have?\Mataro.\Damn, I almost forgot!\I was invited to a buddy's birthday party. response:	I'm heading out, too.
context: Would it be all right if I bought that diamond necklace\I showed you the other day?\Sure. I like that necklace. It looks wonderful on you.\What kind of Medical Association do back-alley doctors have?\Mataro.\Damn, I almost forgot!\I was invited to a buddy's birthday party.\I'm heading out, too. response:	Enjoy your dinner, Ryuko.
context: I showed you the other day?\Sure. I like that necklace. It looks wonderful on you.\What kind of Medical Association do back-alley doctors have?\Mataro.\Damn, I almost forgot!\I was invited to a buddy's birthday party.\I'm heading out, too.\Enjoy your dinner, Ryuko. response:	Oh, sure.
context: Sure. I like that necklace. It looks wonderful on you.\What kind of Medical Association do back-alley doctors have?\Mataro.\Damn, I almost forgot!\I was invited to a buddy's birthday party.\I'm heading out, too.\Enjoy your dinner, Ryuko.\Oh, sure. response:	I'm sorry, the Club Presidents' Council meeting ran late!
context: What kind of Medical Association do back-alley doctors have?\Mataro.\Damn, I almost forgot!\I was invited to a buddy's birthday party.\I'm heading out, too.\Enjoy your dinner, Ryuko.\Oh, sure.\I'm sorry, the Club Presidents' Council meeting ran late! response:	Huh? Where is everyone?
context: Mataro.\Damn, I almost forgot!\I was invited to a buddy's birthday party.\I'm heading out, too.\Enjoy your dinner, Ryuko.\Oh, sure.\I'm sorry, the Club Presidents' Council meeting ran late!\Huh? Where is everyone? response:	I guess they're all busy doing their own thing.
context: Damn, I almost forgot!\I was invited to a buddy's birthday party.\I'm heading out, too.\Enjoy your dinner, Ryuko.\Oh, sure.\I'm sorry, the Club Presidents' Council meeting ran late!\Huh? Where is everyone?\I guess they're all busy doing their own thing. response:	Oh, I see.
context: I was invited to a buddy's birthday party.\I'm heading out, too.\Enjoy your dinner, Ryuko.\Oh, sure.\I'm sorry, the Club Presidents' Council meeting ran late!\Huh? Where is everyone?\I guess they're all busy doing their own thing.\Oh, I see. response:	Okay then, Ryuko, once you're done,
context: I'm heading out, too.\Enjoy your dinner, Ryuko.\Oh, sure.\I'm sorry, the Club Presidents' Council meeting ran late!\Huh? Where is everyone?\I guess they're all busy doing their own thing.\Oh, I see.\Okay then, Ryuko, once you're done, response:	head to weight training in the training room.
context: Enjoy your dinner, Ryuko.\Oh, sure.\I'm sorry, the Club Presidents' Council meeting ran late!\Huh? Where is everyone?\I guess they're all busy doing their own thing.\Oh, I see.\Okay then, Ryuko, once you're done,\head to weight training in the training room. response:	You have a packed schedule both tomorrow and the day after that.
context: Oh, sure.\I'm sorry, the Club Presidents' Council meeting ran late!\Huh? Where is everyone?\I guess they're all busy doing their own thing.\Oh, I see.\Okay then, Ryuko, once you're done,\head to weight training in the training room.\You have a packed schedule both tomorrow and the day after that. response:	Huh?
context: I'm sorry, the Club Presidents' Council meeting ran late!\Huh? Where is everyone?\I guess they're all busy doing their own thing.\Oh, I see.\Okay then, Ryuko, once you're done,\head to weight training in the training room.\You have a packed schedule both tomorrow and the day after that.\Huh? response:	I really must say, though,
context: Huh? Where is everyone?\I guess they're all busy doing their own thing.\Oh, I see.\Okay then, Ryuko, once you're done,\head to weight training in the training room.\You have a packed schedule both tomorrow and the day after that.\Huh?\I really must say, though, response:	being able to live in a huge mansion like this,
context: I guess they're all busy doing their own thing.\Oh, I see.\Okay then, Ryuko, once you're done,\head to weight training in the training room.\You have a packed schedule both tomorrow and the day after that.\Huh?\I really must say, though,\being able to live in a huge mansion like this, response:	finally living in the lap of luxury,
context: Oh, I see.\Okay then, Ryuko, once you're done,\head to weight training in the training room.\You have a packed schedule both tomorrow and the day after that.\Huh?\I really must say, though,\being able to live in a huge mansion like this,\finally living in the lap of luxury, response:	it's enough to put a twinkle in anyone's eye, isn't it?
context: Okay then, Ryuko, once you're done,\head to weight training in the training room.\You have a packed schedule both tomorrow and the day after that.\Huh?\I really must say, though,\being able to live in a huge mansion like this,\finally living in the lap of luxury,\it's enough to put a twinkle in anyone's eye, isn't it? response:	Let's do everything we can to protect this life, okay?
context: head to weight training in the training room.\You have a packed schedule both tomorrow and the day after that.\Huh?\I really must say, though,\being able to live in a huge mansion like this,\finally living in the lap of luxury,\it's enough to put a twinkle in anyone's eye, isn't it?\Let's do everything we can to protect this life, okay? response:	Um... Sure.
context: You have a packed schedule both tomorrow and the day after that.\Huh?\I really must say, though,\being able to live in a huge mansion like this,\finally living in the lap of luxury,\it's enough to put a twinkle in anyone's eye, isn't it?\Let's do everything we can to protect this life, okay?\Um... Sure. response:	I'm gonna go to bed, okay?
context: Huh?\I really must say, though,\being able to live in a huge mansion like this,\finally living in the lap of luxury,\it's enough to put a twinkle in anyone's eye, isn't it?\Let's do everything we can to protect this life, okay?\Um... Sure.\I'm gonna go to bed, okay? response:	Sure.
context: I really must say, though,\being able to live in a huge mansion like this,\finally living in the lap of luxury,\it's enough to put a twinkle in anyone's eye, isn't it?\Let's do everything we can to protect this life, okay?\Um... Sure.\I'm gonna go to bed, okay?\Sure. response:	All right, Ryuko!
context: being able to live in a huge mansion like this,\finally living in the lap of luxury,\it's enough to put a twinkle in anyone's eye, isn't it?\Let's do everything we can to protect this life, okay?\Um... Sure.\I'm gonna go to bed, okay?\Sure.\All right, Ryuko! response:	You're going to fight every single person in this gym!
context: finally living in the lap of luxury,\it's enough to put a twinkle in anyone's eye, isn't it?\Let's do everything we can to protect this life, okay?\Um... Sure.\I'm gonna go to bed, okay?\Sure.\All right, Ryuko!\You're going to fight every single person in this gym! response:	What?
context: it's enough to put a twinkle in anyone's eye, isn't it?\Let's do everything we can to protect this life, okay?\Um... Sure.\I'm gonna go to bed, okay?\Sure.\All right, Ryuko!\You're going to fight every single person in this gym!\What? response:	Seriously?
context: Let's do everything we can to protect this life, okay?\Um... Sure.\I'm gonna go to bed, okay?\Sure.\All right, Ryuko!\You're going to fight every single person in this gym!\What?\Seriously? response:	I am Fight Club President Mako Mankanshoku!
context: Um... Sure.\I'm gonna go to bed, okay?\Sure.\All right, Ryuko!\You're going to fight every single person in this gym!\What?\Seriously?\I am Fight Club President Mako Mankanshoku! response:	Club member Ryuko Matoi hereby challenges all of you to a fight!
context: I'm gonna go to bed, okay?\Sure.\All right, Ryuko!\You're going to fight every single person in this gym!\What?\Seriously?\I am Fight Club President Mako Mankanshoku!\Club member Ryuko Matoi hereby challenges all of you to a fight! response:	Let's have a good, clean fight!
context: Sure.\All right, Ryuko!\You're going to fight every single person in this gym!\What?\Seriously?\I am Fight Club President Mako Mankanshoku!\Club member Ryuko Matoi hereby challenges all of you to a fight!\Let's have a good, clean fight! response:	Bring me every drop of sake you have!
context: All right, Ryuko!\You're going to fight every single person in this gym!\What?\Seriously?\I am Fight Club President Mako Mankanshoku!\Club member Ryuko Matoi hereby challenges all of you to a fight!\Let's have a good, clean fight!\Bring me every drop of sake you have! response:	I'd like all the Dom Perignon you have, please!
context: You're going to fight every single person in this gym!\What?\Seriously?\I am Fight Club President Mako Mankanshoku!\Club member Ryuko Matoi hereby challenges all of you to a fight!\Let's have a good, clean fight!\Bring me every drop of sake you have!\I'd like all the Dom Perignon you have, please! response:	Good fight, Ryuko.
context: What?\Seriously?\I am Fight Club President Mako Mankanshoku!\Club member Ryuko Matoi hereby challenges all of you to a fight!\Let's have a good, clean fight!\Bring me every drop of sake you have!\I'd like all the Dom Perignon you have, please!\Good fight, Ryuko. response:	Let's head out to the field for your next ones.
context: Seriously?\I am Fight Club President Mako Mankanshoku!\Club member Ryuko Matoi hereby challenges all of you to a fight!\Let's have a good, clean fight!\Bring me every drop of sake you have!\I'd like all the Dom Perignon you have, please!\Good fight, Ryuko.\Let's head out to the field for your next ones. response:	All the chocolates in the store!
context: I am Fight Club President Mako Mankanshoku!\Club member Ryuko Matoi hereby challenges all of you to a fight!\Let's have a good, clean fight!\Bring me every drop of sake you have!\I'd like all the Dom Perignon you have, please!\Good fight, Ryuko.\Let's head out to the field for your next ones.\All the chocolates in the store! response:	I just bought them!
context: Club member Ryuko Matoi hereby challenges all of you to a fight!\Let's have a good, clean fight!\Bring me every drop of sake you have!\I'd like all the Dom Perignon you have, please!\Good fight, Ryuko.\Let's head out to the field for your next ones.\All the chocolates in the store!\I just bought them! response:	Thank you, sir.
context: Let's have a good, clean fight!\Bring me every drop of sake you have!\I'd like all the Dom Perignon you have, please!\Good fight, Ryuko.\Let's head out to the field for your next ones.\All the chocolates in the store!\I just bought them!\Thank you, sir. response:	What right do you have to be here, underclassman?
context: Bring me every drop of sake you have!\I'd like all the Dom Perignon you have, please!\Good fight, Ryuko.\Let's head out to the field for your next ones.\All the chocolates in the store!\I just bought them!\Thank you, sir.\What right do you have to be here, underclassman? response:	Our club activities results give me the right.
context: I'd like all the Dom Perignon you have, please!\Good fight, Ryuko.\Let's head out to the field for your next ones.\All the chocolates in the store!\I just bought them!\Thank you, sir.\What right do you have to be here, underclassman?\Our club activities results give me the right. response:	It's the best part of Honnouji Academy.
context: Good fight, Ryuko.\Let's head out to the field for your next ones.\All the chocolates in the store!\I just bought them!\Thank you, sir.\What right do you have to be here, underclassman?\Our club activities results give me the right.\It's the best part of Honnouji Academy. response:	Personal ability is everything, remember?
context: Let's head out to the field for your next ones.\All the chocolates in the store!\I just bought them!\Thank you, sir.\What right do you have to be here, underclassman?\Our club activities results give me the right.\It's the best part of Honnouji Academy.\Personal ability is everything, remember? response:	Are you going to let these people have their way, Lady Satsuki?
context: All the chocolates in the store!\I just bought them!\Thank you, sir.\What right do you have to be here, underclassman?\Our club activities results give me the right.\It's the best part of Honnouji Academy.\Personal ability is everything, remember?\Are you going to let these people have their way, Lady Satsuki? response:	Unless something is done,
context: I just bought them!\Thank you, sir.\What right do you have to be here, underclassman?\Our club activities results give me the right.\It's the best part of Honnouji Academy.\Personal ability is everything, remember?\Are you going to let these people have their way, Lady Satsuki?\Unless something is done, response:	Matoi and Mankanshoku will become part of the
context: Thank you, sir.\What right do you have to be here, underclassman?\Our club activities results give me the right.\It's the best part of Honnouji Academy.\Personal ability is everything, remember?\Are you going to let these people have their way, Lady Satsuki?\Unless something is done,\Matoi and Mankanshoku will become part of the response:	Student Council's inner circle.
context: What right do you have to be here, underclassman?\Our club activities results give me the right.\It's the best part of Honnouji Academy.\Personal ability is everything, remember?\Are you going to let these people have their way, Lady Satsuki?\Unless something is done,\Matoi and Mankanshoku will become part of the\Student Council's inner circle. response:	Anyone who is defeated doesn't have the right stuff.
context: Our club activities results give me the right.\It's the best part of Honnouji Academy.\Personal ability is everything, remember?\Are you going to let these people have their way, Lady Satsuki?\Unless something is done,\Matoi and Mankanshoku will become part of the\Student Council's inner circle.\Anyone who is defeated doesn't have the right stuff. response:	Let me fight her again.
context: It's the best part of Honnouji Academy.\Personal ability is everything, remember?\Are you going to let these people have their way, Lady Satsuki?\Unless something is done,\Matoi and Mankanshoku will become part of the\Student Council's inner circle.\Anyone who is defeated doesn't have the right stuff.\Let me fight her again. response:	I'll put her down for certain this time.
context: Personal ability is everything, remember?\Are you going to let these people have their way, Lady Satsuki?\Unless something is done,\Matoi and Mankanshoku will become part of the\Student Council's inner circle.\Anyone who is defeated doesn't have the right stuff.\Let me fight her again.\I'll put her down for certain this time. response:	Be patient.
context: Are you going to let these people have their way, Lady Satsuki?\Unless something is done,\Matoi and Mankanshoku will become part of the\Student Council's inner circle.\Anyone who is defeated doesn't have the right stuff.\Let me fight her again.\I'll put her down for certain this time.\Be patient. response:	You must have some plan in mind,
context: Unless something is done,\Matoi and Mankanshoku will become part of the\Student Council's inner circle.\Anyone who is defeated doesn't have the right stuff.\Let me fight her again.\I'll put her down for certain this time.\Be patient.\You must have some plan in mind, response:	authorizing the Fight Club as you did.
context: Matoi and Mankanshoku will become part of the\Student Council's inner circle.\Anyone who is defeated doesn't have the right stuff.\Let me fight her again.\I'll put her down for certain this time.\Be patient.\You must have some plan in mind,\authorizing the Fight Club as you did. response:	Wait and watch a while longer.
context: Student Council's inner circle.\Anyone who is defeated doesn't have the right stuff.\Let me fight her again.\I'll put her down for certain this time.\Be patient.\You must have some plan in mind,\authorizing the Fight Club as you did.\Wait and watch a while longer. response:	Will they destroy this academy or be assimilated into it?
context: Anyone who is defeated doesn't have the right stuff.\Let me fight her again.\I'll put her down for certain this time.\Be patient.\You must have some plan in mind,\authorizing the Fight Club as you did.\Wait and watch a while longer.\Will they destroy this academy or be assimilated into it? response:	We will find out soon enough.
context: Let me fight her again.\I'll put her down for certain this time.\Be patient.\You must have some plan in mind,\authorizing the Fight Club as you did.\Wait and watch a while longer.\Will they destroy this academy or be assimilated into it?\We will find out soon enough. response:	I see you're back to eating all alone, Ryuko.
context: I'll put her down for certain this time.\Be patient.\You must have some plan in mind,\authorizing the Fight Club as you did.\Wait and watch a while longer.\Will they destroy this academy or be assimilated into it?\We will find out soon enough.\I see you're back to eating all alone, Ryuko. response:	No, they wouldn't be out here...
context: Be patient.\You must have some plan in mind,\authorizing the Fight Club as you did.\Wait and watch a while longer.\Will they destroy this academy or be assimilated into it?\We will find out soon enough.\I see you're back to eating all alone, Ryuko.\No, they wouldn't be out here... response:	Tell me, Ryuko.
context: You must have some plan in mind,\authorizing the Fight Club as you did.\Wait and watch a while longer.\Will they destroy this academy or be assimilated into it?\We will find out soon enough.\I see you're back to eating all alone, Ryuko.\No, they wouldn't be out here...\Tell me, Ryuko. response:	Is this really victory?
context: authorizing the Fight Club as you did.\Wait and watch a while longer.\Will they destroy this academy or be assimilated into it?\We will find out soon enough.\I see you're back to eating all alone, Ryuko.\No, they wouldn't be out here...\Tell me, Ryuko.\Is this really victory? response:	The day when we face off against the Elite Four is here at last!
context: Wait and watch a while longer.\Will they destroy this academy or be assimilated into it?\We will find out soon enough.\I see you're back to eating all alone, Ryuko.\No, they wouldn't be out here...\Tell me, Ryuko.\Is this really victory?\The day when we face off against the Elite Four is here at last! response:	If we win this battle,
context: Will they destroy this academy or be assimilated into it?\We will find out soon enough.\I see you're back to eating all alone, Ryuko.\No, they wouldn't be out here...\Tell me, Ryuko.\Is this really victory?\The day when we face off against the Elite Four is here at last!\If we win this battle, response:	the Fight Club will stand supreme on the Student Council!
context: We will find out soon enough.\I see you're back to eating all alone, Ryuko.\No, they wouldn't be out here...\Tell me, Ryuko.\Is this really victory?\The day when we face off against the Elite Four is here at last!\If we win this battle,\the Fight Club will stand supreme on the Student Council! response:	We'll have both honor and all the luxury we can stand!
context: I see you're back to eating all alone, Ryuko.\No, they wouldn't be out here...\Tell me, Ryuko.\Is this really victory?\The day when we face off against the Elite Four is here at last!\If we win this battle,\the Fight Club will stand supreme on the Student Council!\We'll have both honor and all the luxury we can stand! response:	You're late, Ryuko!
context: No, they wouldn't be out here...\Tell me, Ryuko.\Is this really victory?\The day when we face off against the Elite Four is here at last!\If we win this battle,\the Fight Club will stand supreme on the Student Council!\We'll have both honor and all the luxury we can stand!\You're late, Ryuko! response:	The final showdown is here at last!
context: Tell me, Ryuko.\Is this really victory?\The day when we face off against the Elite Four is here at last!\If we win this battle,\the Fight Club will stand supreme on the Student Council!\We'll have both honor and all the luxury we can stand!\You're late, Ryuko!\The final showdown is here at last! response:	What's this?
context: Is this really victory?\The day when we face off against the Elite Four is here at last!\If we win this battle,\the Fight Club will stand supreme on the Student Council!\We'll have both honor and all the luxury we can stand!\You're late, Ryuko!\The final showdown is here at last!\What's this? response:	My letter of resignation from the club.
context: The day when we face off against the Elite Four is here at last!\If we win this battle,\the Fight Club will stand supreme on the Student Council!\We'll have both honor and all the luxury we can stand!\You're late, Ryuko!\The final showdown is here at last!\What's this?\My letter of resignation from the club. response:	Huh? What are you saying?!
context: If we win this battle,\the Fight Club will stand supreme on the Student Council!\We'll have both honor and all the luxury we can stand!\You're late, Ryuko!\The final showdown is here at last!\What's this?\My letter of resignation from the club.\Huh? What are you saying?! response:	I'm quitting Fight Club.
context: the Fight Club will stand supreme on the Student Council!\We'll have both honor and all the luxury we can stand!\You're late, Ryuko!\The final showdown is here at last!\What's this?\My letter of resignation from the club.\Huh? What are you saying?!\I'm quitting Fight Club. response:	You can't!
context: We'll have both honor and all the luxury we can stand!\You're late, Ryuko!\The final showdown is here at last!\What's this?\My letter of resignation from the club.\Huh? What are you saying?!\I'm quitting Fight Club.\You can't! response:	If you quit now, we'll be sent back to the slums!
context: You're late, Ryuko!\The final showdown is here at last!\What's this?\My letter of resignation from the club.\Huh? What are you saying?!\I'm quitting Fight Club.\You can't!\If you quit now, we'll be sent back to the slums! response:	I'm okay with that.
context: The final showdown is here at last!\What's this?\My letter of resignation from the club.\Huh? What are you saying?!\I'm quitting Fight Club.\You can't!\If you quit now, we'll be sent back to the slums!\I'm okay with that. response:	I'm not! I'm never going back there!
context: What's this?\My letter of resignation from the club.\Huh? What are you saying?!\I'm quitting Fight Club.\You can't!\If you quit now, we'll be sent back to the slums!\I'm okay with that.\I'm not! I'm never going back there! response:	What the?
context: My letter of resignation from the club.\Huh? What are you saying?!\I'm quitting Fight Club.\You can't!\If you quit now, we'll be sent back to the slums!\I'm okay with that.\I'm not! I'm never going back there!\What the? response:	Fight Club President Mako Mankanshoku!
context: Huh? What are you saying?!\I'm quitting Fight Club.\You can't!\If you quit now, we'll be sent back to the slums!\I'm okay with that.\I'm not! I'm never going back there!\What the?\Fight Club President Mako Mankanshoku! response:	Your Two-Star Goku Uniform is inside that wardrobe!
context: I'm quitting Fight Club.\You can't!\If you quit now, we'll be sent back to the slums!\I'm okay with that.\I'm not! I'm never going back there!\What the?\Fight Club President Mako Mankanshoku!\Your Two-Star Goku Uniform is inside that wardrobe! response:	My uniform?
context: You can't!\If you quit now, we'll be sent back to the slums!\I'm okay with that.\I'm not! I'm never going back there!\What the?\Fight Club President Mako Mankanshoku!\Your Two-Star Goku Uniform is inside that wardrobe!\My uniform? response:	If you want to keep your current social standing
context: If you quit now, we'll be sent back to the slums!\I'm okay with that.\I'm not! I'm never going back there!\What the?\Fight Club President Mako Mankanshoku!\Your Two-Star Goku Uniform is inside that wardrobe!\My uniform?\If you want to keep your current social standing response:	and lifestyle, fight and defeat Ryuko Matoi!
context: I'm okay with that.\I'm not! I'm never going back there!\What the?\Fight Club President Mako Mankanshoku!\Your Two-Star Goku Uniform is inside that wardrobe!\My uniform?\If you want to keep your current social standing\and lifestyle, fight and defeat Ryuko Matoi! response:	Say what?
context: I'm not! I'm never going back there!\What the?\Fight Club President Mako Mankanshoku!\Your Two-Star Goku Uniform is inside that wardrobe!\My uniform?\If you want to keep your current social standing\and lifestyle, fight and defeat Ryuko Matoi!\Say what? response:	Defeat Matoi, and I will grant you a Three-Star Goku Uniform.
context: What the?\Fight Club President Mako Mankanshoku!\Your Two-Star Goku Uniform is inside that wardrobe!\My uniform?\If you want to keep your current social standing\and lifestyle, fight and defeat Ryuko Matoi!\Say what?\Defeat Matoi, and I will grant you a Three-Star Goku Uniform. response:	Lady Satsuki...
context: Fight Club President Mako Mankanshoku!\Your Two-Star Goku Uniform is inside that wardrobe!\My uniform?\If you want to keep your current social standing\and lifestyle, fight and defeat Ryuko Matoi!\Say what?\Defeat Matoi, and I will grant you a Three-Star Goku Uniform.\Lady Satsuki... response:	That's playing dirty, Kiryuin!
context: Your Two-Star Goku Uniform is inside that wardrobe!\My uniform?\If you want to keep your current social standing\and lifestyle, fight and defeat Ryuko Matoi!\Say what?\Defeat Matoi, and I will grant you a Three-Star Goku Uniform.\Lady Satsuki...\That's playing dirty, Kiryuin! response:	The choice of whether to accept lies with Mankanshoku.
context: My uniform?\If you want to keep your current social standing\and lifestyle, fight and defeat Ryuko Matoi!\Say what?\Defeat Matoi, and I will grant you a Three-Star Goku Uniform.\Lady Satsuki...\That's playing dirty, Kiryuin!\The choice of whether to accept lies with Mankanshoku. response:	You bitch!
context: If you want to keep your current social standing\and lifestyle, fight and defeat Ryuko Matoi!\Say what?\Defeat Matoi, and I will grant you a Three-Star Goku Uniform.\Lady Satsuki...\That's playing dirty, Kiryuin!\The choice of whether to accept lies with Mankanshoku.\You bitch! response:	Life Fiber Synchronize, Kamui Senketsu!
context: and lifestyle, fight and defeat Ryuko Matoi!\Say what?\Defeat Matoi, and I will grant you a Three-Star Goku Uniform.\Lady Satsuki...\That's playing dirty, Kiryuin!\The choice of whether to accept lies with Mankanshoku.\You bitch!\Life Fiber Synchronize, Kamui Senketsu! response:	KAMUI SENKETSU
context: Say what?\Defeat Matoi, and I will grant you a Three-Star Goku Uniform.\Lady Satsuki...\That's playing dirty, Kiryuin!\The choice of whether to accept lies with Mankanshoku.\You bitch!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU response:	Don't be so hasty.
context: Defeat Matoi, and I will grant you a Three-Star Goku Uniform.\Lady Satsuki...\That's playing dirty, Kiryuin!\The choice of whether to accept lies with Mankanshoku.\You bitch!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\Don't be so hasty. response:	I'm not the one you face today.
context: Lady Satsuki...\That's playing dirty, Kiryuin!\The choice of whether to accept lies with Mankanshoku.\You bitch!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\Don't be so hasty.\I'm not the one you face today. response:	Fight Club-spec...
context: That's playing dirty, Kiryuin!\The choice of whether to accept lies with Mankanshoku.\You bitch!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\Don't be so hasty.\I'm not the one you face today.\Fight Club-spec... response:	Fight Club President Mako Mankanshoku!
context: The choice of whether to accept lies with Mankanshoku.\You bitch!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\Don't be so hasty.\I'm not the one you face today.\Fight Club-spec...\Fight Club President Mako Mankanshoku! response:	FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU
context: You bitch!\Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\Don't be so hasty.\I'm not the one you face today.\Fight Club-spec...\Fight Club President Mako Mankanshoku!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU response:	They're having a falling out?
context: Life Fiber Synchronize, Kamui Senketsu!\KAMUI SENKETSU\Don't be so hasty.\I'm not the one you face today.\Fight Club-spec...\Fight Club President Mako Mankanshoku!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU\They're having a falling out? response:	That's our Lady Satsuki. She plays dirty.
context: KAMUI SENKETSU\Don't be so hasty.\I'm not the one you face today.\Fight Club-spec...\Fight Club President Mako Mankanshoku!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU\They're having a falling out?\That's our Lady Satsuki. She plays dirty. response:	Does she, though?
context: Don't be so hasty.\I'm not the one you face today.\Fight Club-spec...\Fight Club President Mako Mankanshoku!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU\They're having a falling out?\That's our Lady Satsuki. She plays dirty.\Does she, though? response:	Ryuko!
context: I'm not the one you face today.\Fight Club-spec...\Fight Club President Mako Mankanshoku!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU\They're having a falling out?\That's our Lady Satsuki. She plays dirty.\Does she, though?\Ryuko! response:	Say your prayers!
context: Fight Club-spec...\Fight Club President Mako Mankanshoku!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU\They're having a falling out?\That's our Lady Satsuki. She plays dirty.\Does she, though?\Ryuko!\Say your prayers! response:	Mako, cut it out!
context: Fight Club President Mako Mankanshoku!\FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU\They're having a falling out?\That's our Lady Satsuki. She plays dirty.\Does she, though?\Ryuko!\Say your prayers!\Mako, cut it out! response:	I can't, not when we finally have a life of luxury!
context: FIGHT CLUB-SPEC TWO-STAR GOKU UNIFORM FIGHT CLUB PRESIDENT MAKO MANKANSHOKU\They're having a falling out?\That's our Lady Satsuki. She plays dirty.\Does she, though?\Ryuko!\Say your prayers!\Mako, cut it out!\I can't, not when we finally have a life of luxury! response:	I can't go back to being poor!
context: They're having a falling out?\That's our Lady Satsuki. She plays dirty.\Does she, though?\Ryuko!\Say your prayers!\Mako, cut it out!\I can't, not when we finally have a life of luxury!\I can't go back to being poor! response:	Idiot, snap out of it!
context: That's our Lady Satsuki. She plays dirty.\Does she, though?\Ryuko!\Say your prayers!\Mako, cut it out!\I can't, not when we finally have a life of luxury!\I can't go back to being poor!\Idiot, snap out of it! response:	Mr. and Mrs. Mankanshoku!
context: Does she, though?\Ryuko!\Say your prayers!\Mako, cut it out!\I can't, not when we finally have a life of luxury!\I can't go back to being poor!\Idiot, snap out of it!\Mr. and Mrs. Mankanshoku! response:	Damn it!
context: Ryuko!\Say your prayers!\Mako, cut it out!\I can't, not when we finally have a life of luxury!\I can't go back to being poor!\Idiot, snap out of it!\Mr. and Mrs. Mankanshoku!\Damn it! response:	Mako, what are you...
context: Say your prayers!\Mako, cut it out!\I can't, not when we finally have a life of luxury!\I can't go back to being poor!\Idiot, snap out of it!\Mr. and Mrs. Mankanshoku!\Damn it!\Mako, what are you... response:	Stop! Mako's not in her right mind right now!
context: Mako, cut it out!\I can't, not when we finally have a life of luxury!\I can't go back to being poor!\Idiot, snap out of it!\Mr. and Mrs. Mankanshoku!\Damn it!\Mako, what are you...\Stop! Mako's not in her right mind right now! response:	If you try to stop her, you'll put yourselves in danger, too!
context: I can't, not when we finally have a life of luxury!\I can't go back to being poor!\Idiot, snap out of it!\Mr. and Mrs. Mankanshoku!\Damn it!\Mako, what are you...\Stop! Mako's not in her right mind right now!\If you try to stop her, you'll put yourselves in danger, too! response:	Huh?
context: I can't go back to being poor!\Idiot, snap out of it!\Mr. and Mrs. Mankanshoku!\Damn it!\Mako, what are you...\Stop! Mako's not in her right mind right now!\If you try to stop her, you'll put yourselves in danger, too!\Huh? response:	What are you standing around for?!
context: Idiot, snap out of it!\Mr. and Mrs. Mankanshoku!\Damn it!\Mako, what are you...\Stop! Mako's not in her right mind right now!\If you try to stop her, you'll put yourselves in danger, too!\Huh?\What are you standing around for?! response:	Hurry up and beat the tar out of Ryuko!
context: Mr. and Mrs. Mankanshoku!\Damn it!\Mako, what are you...\Stop! Mako's not in her right mind right now!\If you try to stop her, you'll put yourselves in danger, too!\Huh?\What are you standing around for?!\Hurry up and beat the tar out of Ryuko! response:	Yes, rush her!
