context: Well, Kosaki? response:	What do you think of our new fall offerings?
context: but saying good morning in the morning, and see you after class...\That was what I looked forward to everyday.\Otori Girls' High School\All right!\But...\Hey, Raku,\you've already narrowed it down to just one high school, right?\Yeah. Bonyari High. response:	You're trying for Bonyari too?
context: That was what I looked forward to everyday.\Otori Girls' High School\All right!\But...\Hey, Raku,\you've already narrowed it down to just one high school, right?\Yeah. Bonyari High.\You're trying for Bonyari too? response:	Yeah, you can't beat the short commute, huh?
context: Otori Girls' High School\All right!\But...\Hey, Raku,\you've already narrowed it down to just one high school, right?\Yeah. Bonyari High.\You're trying for Bonyari too?\Yeah, you can't beat the short commute, huh? response:	Hey, let's hang out together again, okay?
context: All right!\But...\Hey, Raku,\you've already narrowed it down to just one high school, right?\Yeah. Bonyari High.\You're trying for Bonyari too?\Yeah, you can't beat the short commute, huh?\Hey, let's hang out together again, okay? response:	I'm gonna be stuck with you again?
context: But...\Hey, Raku,\you've already narrowed it down to just one high school, right?\Yeah. Bonyari High.\You're trying for Bonyari too?\Yeah, you can't beat the short commute, huh?\Hey, let's hang out together again, okay?\I'm gonna be stuck with you again? response:	What's the problem? You don't like it?
context: Hey, Raku,\you've already narrowed it down to just one high school, right?\Yeah. Bonyari High.\You're trying for Bonyari too?\Yeah, you can't beat the short commute, huh?\Hey, let's hang out together again, okay?\I'm gonna be stuck with you again?\What's the problem? You don't like it? response:	Needless to say...
context: you've already narrowed it down to just one high school, right?\Yeah. Bonyari High.\You're trying for Bonyari too?\Yeah, you can't beat the short commute, huh?\Hey, let's hang out together again, okay?\I'm gonna be stuck with you again?\What's the problem? You don't like it?\Needless to say... response:	Once we go on to high school, I won't be able to see Ichijo anymore.
context: Yeah. Bonyari High.\You're trying for Bonyari too?\Yeah, you can't beat the short commute, huh?\Hey, let's hang out together again, okay?\I'm gonna be stuck with you again?\What's the problem? You don't like it?\Needless to say...\Once we go on to high school, I won't be able to see Ichijo anymore. response:	Pretty soon, I won't be able to say good morning or see you...
context: You're trying for Bonyari too?\Yeah, you can't beat the short commute, huh?\Hey, let's hang out together again, okay?\I'm gonna be stuck with you again?\What's the problem? You don't like it?\Needless to say...\Once we go on to high school, I won't be able to see Ichijo anymore.\Pretty soon, I won't be able to say good morning or see you... response:	That would be so sad.
context: Yeah, you can't beat the short commute, huh?\Hey, let's hang out together again, okay?\I'm gonna be stuck with you again?\What's the problem? You don't like it?\Needless to say...\Once we go on to high school, I won't be able to see Ichijo anymore.\Pretty soon, I won't be able to say good morning or see you...\That would be so sad. response:	I want to be with Ichijo longer.
context: Hey, let's hang out together again, okay?\I'm gonna be stuck with you again?\What's the problem? You don't like it?\Needless to say...\Once we go on to high school, I won't be able to see Ichijo anymore.\Pretty soon, I won't be able to say good morning or see you...\That would be so sad.\I want to be with Ichijo longer. response:	I want to talk to him more, about so many things!
context: I'm gonna be stuck with you again?\What's the problem? You don't like it?\Needless to say...\Once we go on to high school, I won't be able to see Ichijo anymore.\Pretty soon, I won't be able to say good morning or see you...\That would be so sad.\I want to be with Ichijo longer.\I want to talk to him more, about so many things! response:	Ruri! I'm going to take the exam for Bonyari High School!
context: What's the problem? You don't like it?\Needless to say...\Once we go on to high school, I won't be able to see Ichijo anymore.\Pretty soon, I won't be able to say good morning or see you...\That would be so sad.\I want to be with Ichijo longer.\I want to talk to him more, about so many things!\Ruri! I'm going to take the exam for Bonyari High School! response:	Didn't you say you were going for Otori Girls' High?
context: Needless to say...\Once we go on to high school, I won't be able to see Ichijo anymore.\Pretty soon, I won't be able to say good morning or see you...\That would be so sad.\I want to be with Ichijo longer.\I want to talk to him more, about so many things!\Ruri! I'm going to take the exam for Bonyari High School!\Didn't you say you were going for Otori Girls' High? response:	Because there's tons of yummy cake shops around there?
context: Once we go on to high school, I won't be able to see Ichijo anymore.\Pretty soon, I won't be able to say good morning or see you...\That would be so sad.\I want to be with Ichijo longer.\I want to talk to him more, about so many things!\Ruri! I'm going to take the exam for Bonyari High School!\Didn't you say you were going for Otori Girls' High?\Because there's tons of yummy cake shops around there? response:	Well... that's... Yes, I did say that.
context: Pretty soon, I won't be able to say good morning or see you...\That would be so sad.\I want to be with Ichijo longer.\I want to talk to him more, about so many things!\Ruri! I'm going to take the exam for Bonyari High School!\Didn't you say you were going for Otori Girls' High?\Because there's tons of yummy cake shops around there?\Well... that's... Yes, I did say that. response:	Now that you mention it, Ichijo says he's going to Bonyari High, too.
context: That would be so sad.\I want to be with Ichijo longer.\I want to talk to him more, about so many things!\Ruri! I'm going to take the exam for Bonyari High School!\Didn't you say you were going for Otori Girls' High?\Because there's tons of yummy cake shops around there?\Well... that's... Yes, I did say that.\Now that you mention it, Ichijo says he's going to Bonyari High, too. response:	What's that look on your face?
context: I want to be with Ichijo longer.\I want to talk to him more, about so many things!\Ruri! I'm going to take the exam for Bonyari High School!\Didn't you say you were going for Otori Girls' High?\Because there's tons of yummy cake shops around there?\Well... that's... Yes, I did say that.\Now that you mention it, Ichijo says he's going to Bonyari High, too.\What's that look on your face? response:	Then maybe I'll go to Bonyari, too!
context: I want to talk to him more, about so many things!\Ruri! I'm going to take the exam for Bonyari High School!\Didn't you say you were going for Otori Girls' High?\Because there's tons of yummy cake shops around there?\Well... that's... Yes, I did say that.\Now that you mention it, Ichijo says he's going to Bonyari High, too.\What's that look on your face?\Then maybe I'll go to Bonyari, too! response:	But Ruri, I thought you said...
context: Ruri! I'm going to take the exam for Bonyari High School!\Didn't you say you were going for Otori Girls' High?\Because there's tons of yummy cake shops around there?\Well... that's... Yes, I did say that.\Now that you mention it, Ichijo says he's going to Bonyari High, too.\What's that look on your face?\Then maybe I'll go to Bonyari, too!\But Ruri, I thought you said... response:	I know which college I want to go to,
context: Didn't you say you were going for Otori Girls' High?\Because there's tons of yummy cake shops around there?\Well... that's... Yes, I did say that.\Now that you mention it, Ichijo says he's going to Bonyari High, too.\What's that look on your face?\Then maybe I'll go to Bonyari, too!\But Ruri, I thought you said...\I know which college I want to go to, response:	but as far as high school goes, it doesn't really matter which I attend.
context: Because there's tons of yummy cake shops around there?\Well... that's... Yes, I did say that.\Now that you mention it, Ichijo says he's going to Bonyari High, too.\What's that look on your face?\Then maybe I'll go to Bonyari, too!\But Ruri, I thought you said...\I know which college I want to go to,\but as far as high school goes, it doesn't really matter which I attend. response:	But I have to tell you,
context: Well... that's... Yes, I did say that.\Now that you mention it, Ichijo says he's going to Bonyari High, too.\What's that look on your face?\Then maybe I'll go to Bonyari, too!\But Ruri, I thought you said...\I know which college I want to go to,\but as far as high school goes, it doesn't really matter which I attend.\But I have to tell you, response:	even though Bonyari's not a selective school by any means,
context: Now that you mention it, Ichijo says he's going to Bonyari High, too.\What's that look on your face?\Then maybe I'll go to Bonyari, too!\But Ruri, I thought you said...\I know which college I want to go to,\but as far as high school goes, it doesn't really matter which I attend.\But I have to tell you,\even though Bonyari's not a selective school by any means, response:	it's still gonna be hard for you.
context: What's that look on your face?\Then maybe I'll go to Bonyari, too!\But Ruri, I thought you said...\I know which college I want to go to,\but as far as high school goes, it doesn't really matter which I attend.\But I have to tell you,\even though Bonyari's not a selective school by any means,\it's still gonna be hard for you. response:	Since your grades are pretty low.
context: Then maybe I'll go to Bonyari, too!\But Ruri, I thought you said...\I know which college I want to go to,\but as far as high school goes, it doesn't really matter which I attend.\But I have to tell you,\even though Bonyari's not a selective school by any means,\it's still gonna be hard for you.\Since your grades are pretty low. response:	I'll work on that.
context: But Ruri, I thought you said...\I know which college I want to go to,\but as far as high school goes, it doesn't really matter which I attend.\But I have to tell you,\even though Bonyari's not a selective school by any means,\it's still gonna be hard for you.\Since your grades are pretty low.\I'll work on that. response:	And so I started studying for the entrance exam.
context: I know which college I want to go to,\but as far as high school goes, it doesn't really matter which I attend.\But I have to tell you,\even though Bonyari's not a selective school by any means,\it's still gonna be hard for you.\Since your grades are pretty low.\I'll work on that.\And so I started studying for the entrance exam. response:	National High School Entrance Exam Questionnaire Compilation - English
context: but as far as high school goes, it doesn't really matter which I attend.\But I have to tell you,\even though Bonyari's not a selective school by any means,\it's still gonna be hard for you.\Since your grades are pretty low.\I'll work on that.\And so I started studying for the entrance exam.\National High School Entrance Exam Questionnaire Compilation - English response:	To go to the same school as the boy I loved.
context: But I have to tell you,\even though Bonyari's not a selective school by any means,\it's still gonna be hard for you.\Since your grades are pretty low.\I'll work on that.\And so I started studying for the entrance exam.\National High School Entrance Exam Questionnaire Compilation - English\To go to the same school as the boy I loved. response:	An ulterior motive, yes,
context: even though Bonyari's not a selective school by any means,\it's still gonna be hard for you.\Since your grades are pretty low.\I'll work on that.\And so I started studying for the entrance exam.\National High School Entrance Exam Questionnaire Compilation - English\To go to the same school as the boy I loved.\An ulterior motive, yes, response:	but for someone who'd never in her fifteen years had a clear dream or goal in mind,
context: it's still gonna be hard for you.\Since your grades are pretty low.\I'll work on that.\And so I started studying for the entrance exam.\National High School Entrance Exam Questionnaire Compilation - English\To go to the same school as the boy I loved.\An ulterior motive, yes,\but for someone who'd never in her fifteen years had a clear dream or goal in mind, response:	there was no greater goal than that.
context: Since your grades are pretty low.\I'll work on that.\And so I started studying for the entrance exam.\National High School Entrance Exam Questionnaire Compilation - English\To go to the same school as the boy I loved.\An ulterior motive, yes,\but for someone who'd never in her fifteen years had a clear dream or goal in mind,\there was no greater goal than that. response:	And I think I studied harder than I ever had before in my life.
context: I'll work on that.\And so I started studying for the entrance exam.\National High School Entrance Exam Questionnaire Compilation - English\To go to the same school as the boy I loved.\An ulterior motive, yes,\but for someone who'd never in her fifteen years had a clear dream or goal in mind,\there was no greater goal than that.\And I think I studied harder than I ever had before in my life. response:	Wake up!
context: And so I started studying for the entrance exam.\National High School Entrance Exam Questionnaire Compilation - English\To go to the same school as the boy I loved.\An ulterior motive, yes,\but for someone who'd never in her fifteen years had a clear dream or goal in mind,\there was no greater goal than that.\And I think I studied harder than I ever had before in my life.\Wake up! response:	And then...
context: National High School Entrance Exam Questionnaire Compilation - English\To go to the same school as the boy I loved.\An ulterior motive, yes,\but for someone who'd never in her fifteen years had a clear dream or goal in mind,\there was no greater goal than that.\And I think I studied harder than I ever had before in my life.\Wake up!\And then... response:	Bonyari High School Entrance Exam Site
context: To go to the same school as the boy I loved.\An ulterior motive, yes,\but for someone who'd never in her fifteen years had a clear dream or goal in mind,\there was no greater goal than that.\And I think I studied harder than I ever had before in my life.\Wake up!\And then...\Bonyari High School Entrance Exam Site response:	The day of the exam...
context: An ulterior motive, yes,\but for someone who'd never in her fifteen years had a clear dream or goal in mind,\there was no greater goal than that.\And I think I studied harder than I ever had before in my life.\Wake up!\And then...\Bonyari High School Entrance Exam Site\The day of the exam... response:	O-O-Onodera!
context: but for someone who'd never in her fifteen years had a clear dream or goal in mind,\there was no greater goal than that.\And I think I studied harder than I ever had before in my life.\Wake up!\And then...\Bonyari High School Entrance Exam Site\The day of the exam...\O-O-Onodera! response:	Wait, are you taking the exam for Bonyari, too?
context: there was no greater goal than that.\And I think I studied harder than I ever had before in my life.\Wake up!\And then...\Bonyari High School Entrance Exam Site\The day of the exam...\O-O-Onodera!\Wait, are you taking the exam for Bonyari, too? response:	Uh, yes, actually, I am.
context: And I think I studied harder than I ever had before in my life.\Wake up!\And then...\Bonyari High School Entrance Exam Site\The day of the exam...\O-O-Onodera!\Wait, are you taking the exam for Bonyari, too?\Uh, yes, actually, I am. response:	I wish you would've told me...
context: Wake up!\And then...\Bonyari High School Entrance Exam Site\The day of the exam...\O-O-Onodera!\Wait, are you taking the exam for Bonyari, too?\Uh, yes, actually, I am.\I wish you would've told me... response:	Is that right... is that right?
context: And then...\Bonyari High School Entrance Exam Site\The day of the exam...\O-O-Onodera!\Wait, are you taking the exam for Bonyari, too?\Uh, yes, actually, I am.\I wish you would've told me...\Is that right... is that right? response:	Let's give it our best shot today, all right?
context: Bonyari High School Entrance Exam Site\The day of the exam...\O-O-Onodera!\Wait, are you taking the exam for Bonyari, too?\Uh, yes, actually, I am.\I wish you would've told me...\Is that right... is that right?\Let's give it our best shot today, all right? response:	Let's both get in, no matter what!
context: The day of the exam...\O-O-Onodera!\Wait, are you taking the exam for Bonyari, too?\Uh, yes, actually, I am.\I wish you would've told me...\Is that right... is that right?\Let's give it our best shot today, all right?\Let's both get in, no matter what! response:	Okay!
context: O-O-Onodera!\Wait, are you taking the exam for Bonyari, too?\Uh, yes, actually, I am.\I wish you would've told me...\Is that right... is that right?\Let's give it our best shot today, all right?\Let's both get in, no matter what!\Okay! response:	For some reason, I had the burning conviction that I'd pass.
context: Wait, are you taking the exam for Bonyari, too?\Uh, yes, actually, I am.\I wish you would've told me...\Is that right... is that right?\Let's give it our best shot today, all right?\Let's both get in, no matter what!\Okay!\For some reason, I had the burning conviction that I'd pass. response:	Huh? I thought you'd be way more freaked out.
context: Uh, yes, actually, I am.\I wish you would've told me...\Is that right... is that right?\Let's give it our best shot today, all right?\Let's both get in, no matter what!\Okay!\For some reason, I had the burning conviction that I'd pass.\Huh? I thought you'd be way more freaked out. response:	Oh, this is nothing!
context: I wish you would've told me...\Is that right... is that right?\Let's give it our best shot today, all right?\Let's both get in, no matter what!\Okay!\For some reason, I had the burning conviction that I'd pass.\Huh? I thought you'd be way more freaked out.\Oh, this is nothing! response:	It's all right...
context: Is that right... is that right?\Let's give it our best shot today, all right?\Let's both get in, no matter what!\Okay!\For some reason, I had the burning conviction that I'd pass.\Huh? I thought you'd be way more freaked out.\Oh, this is nothing!\It's all right... response:	After all, I studied so hard!
context: Let's give it our best shot today, all right?\Let's both get in, no matter what!\Okay!\For some reason, I had the burning conviction that I'd pass.\Huh? I thought you'd be way more freaked out.\Oh, this is nothing!\It's all right...\After all, I studied so hard! response:	And Ruri helped me out so much.
context: Let's both get in, no matter what!\Okay!\For some reason, I had the burning conviction that I'd pass.\Huh? I thought you'd be way more freaked out.\Oh, this is nothing!\It's all right...\After all, I studied so hard!\And Ruri helped me out so much. response:	Now all I have to do is give it my best shot.
context: Okay!\For some reason, I had the burning conviction that I'd pass.\Huh? I thought you'd be way more freaked out.\Oh, this is nothing!\It's all right...\After all, I studied so hard!\And Ruri helped me out so much.\Now all I have to do is give it my best shot. response:	I'm going to pass for sure, just like him!
context: For some reason, I had the burning conviction that I'd pass.\Huh? I thought you'd be way more freaked out.\Oh, this is nothing!\It's all right...\After all, I studied so hard!\And Ruri helped me out so much.\Now all I have to do is give it my best shot.\I'm going to pass for sure, just like him! response:	I failed.
context: Huh? I thought you'd be way more freaked out.\Oh, this is nothing!\It's all right...\After all, I studied so hard!\And Ruri helped me out so much.\Now all I have to do is give it my best shot.\I'm going to pass for sure, just like him!\I failed. response:	In the end, all that work was for nothing.
context: Oh, this is nothing!\It's all right...\After all, I studied so hard!\And Ruri helped me out so much.\Now all I have to do is give it my best shot.\I'm going to pass for sure, just like him!\I failed.\In the end, all that work was for nothing. response:	I can never say good morning to him again.
context: It's all right...\After all, I studied so hard!\And Ruri helped me out so much.\Now all I have to do is give it my best shot.\I'm going to pass for sure, just like him!\I failed.\In the end, all that work was for nothing.\I can never say good morning to him again. response:	And he'll never say see you to me again...
context: After all, I studied so hard!\And Ruri helped me out so much.\Now all I have to do is give it my best shot.\I'm going to pass for sure, just like him!\I failed.\In the end, all that work was for nothing.\I can never say good morning to him again.\And he'll never say see you to me again... response:	How'd it go, Kosaki?
context: And Ruri helped me out so much.\Now all I have to do is give it my best shot.\I'm going to pass for sure, just like him!\I failed.\In the end, all that work was for nothing.\I can never say good morning to him again.\And he'll never say see you to me again...\How'd it go, Kosaki? response:	Hey!
context: Now all I have to do is give it my best shot.\I'm going to pass for sure, just like him!\I failed.\In the end, all that work was for nothing.\I can never say good morning to him again.\And he'll never say see you to me again...\How'd it go, Kosaki?\Hey! response:	Where are you going, Kosaki?
context: I'm going to pass for sure, just like him!\I failed.\In the end, all that work was for nothing.\I can never say good morning to him again.\And he'll never say see you to me again...\How'd it go, Kosaki?\Hey!\Where are you going, Kosaki? response:	Hey, come back here! Why, you...
context: I failed.\In the end, all that work was for nothing.\I can never say good morning to him again.\And he'll never say see you to me again...\How'd it go, Kosaki?\Hey!\Where are you going, Kosaki?\Hey, come back here! Why, you... response:	Hey!
context: In the end, all that work was for nothing.\I can never say good morning to him again.\And he'll never say see you to me again...\How'd it go, Kosaki?\Hey!\Where are you going, Kosaki?\Hey, come back here! Why, you...\Hey! response:	Mom, this looks bad!
context: I can never say good morning to him again.\And he'll never say see you to me again...\How'd it go, Kosaki?\Hey!\Where are you going, Kosaki?\Hey, come back here! Why, you...\Hey!\Mom, this looks bad! response:	Sister's turned into graffiti!
context: And he'll never say see you to me again...\How'd it go, Kosaki?\Hey!\Where are you going, Kosaki?\Hey, come back here! Why, you...\Hey!\Mom, this looks bad!\Sister's turned into graffiti! response:	I can never look Ruri or Ichijo in the eye again.
context: How'd it go, Kosaki?\Hey!\Where are you going, Kosaki?\Hey, come back here! Why, you...\Hey!\Mom, this looks bad!\Sister's turned into graffiti!\I can never look Ruri or Ichijo in the eye again. response:	This is so sad...
context: Hey!\Where are you going, Kosaki?\Hey, come back here! Why, you...\Hey!\Mom, this looks bad!\Sister's turned into graffiti!\I can never look Ruri or Ichijo in the eye again.\This is so sad... response:	If I'd known this was going to happen,
context: Where are you going, Kosaki?\Hey, come back here! Why, you...\Hey!\Mom, this looks bad!\Sister's turned into graffiti!\I can never look Ruri or Ichijo in the eye again.\This is so sad...\If I'd known this was going to happen, response:	I wish I'd just told him how I felt...
context: Hey, come back here! Why, you...\Hey!\Mom, this looks bad!\Sister's turned into graffiti!\I can never look Ruri or Ichijo in the eye again.\This is so sad...\If I'd known this was going to happen,\I wish I'd just told him how I felt... response:	Onodera?
context: Hey!\Mom, this looks bad!\Sister's turned into graffiti!\I can never look Ruri or Ichijo in the eye again.\This is so sad...\If I'd known this was going to happen,\I wish I'd just told him how I felt...\Onodera? response:	What are you doing in a place like this?
context: Mom, this looks bad!\Sister's turned into graffiti!\I can never look Ruri or Ichijo in the eye again.\This is so sad...\If I'd known this was going to happen,\I wish I'd just told him how I felt...\Onodera?\What are you doing in a place like this? response:	Ichijo...
context: Sister's turned into graffiti!\I can never look Ruri or Ichijo in the eye again.\This is so sad...\If I'd known this was going to happen,\I wish I'd just told him how I felt...\Onodera?\What are you doing in a place like this?\Ichijo... response:	Wh-What about you, Ichijo? What are you doing here?
context: I can never look Ruri or Ichijo in the eye again.\This is so sad...\If I'd known this was going to happen,\I wish I'd just told him how I felt...\Onodera?\What are you doing in a place like this?\Ichijo...\Wh-What about you, Ichijo? What are you doing here? response:	I was getting ready for tomorrow's orientation, see.
context: This is so sad...\If I'd known this was going to happen,\I wish I'd just told him how I felt...\Onodera?\What are you doing in a place like this?\Ichijo...\Wh-What about you, Ichijo? What are you doing here?\I was getting ready for tomorrow's orientation, see. response:	My heart's flipping and flopping, even at a time like this!
context: If I'd known this was going to happen,\I wish I'd just told him how I felt...\Onodera?\What are you doing in a place like this?\Ichijo...\Wh-What about you, Ichijo? What are you doing here?\I was getting ready for tomorrow's orientation, see.\My heart's flipping and flopping, even at a time like this! response:	I must be the biggest idiot on Earth!
context: I wish I'd just told him how I felt...\Onodera?\What are you doing in a place like this?\Ichijo...\Wh-What about you, Ichijo? What are you doing here?\I was getting ready for tomorrow's orientation, see.\My heart's flipping and flopping, even at a time like this!\I must be the biggest idiot on Earth! response:	I heard about the results.
context: Onodera?\What are you doing in a place like this?\Ichijo...\Wh-What about you, Ichijo? What are you doing here?\I was getting ready for tomorrow's orientation, see.\My heart's flipping and flopping, even at a time like this!\I must be the biggest idiot on Earth!\I heard about the results. response:	And Ichijo didn't go into it any further.
context: What are you doing in a place like this?\Ichijo...\Wh-What about you, Ichijo? What are you doing here?\I was getting ready for tomorrow's orientation, see.\My heart's flipping and flopping, even at a time like this!\I must be the biggest idiot on Earth!\I heard about the results.\And Ichijo didn't go into it any further. response:	He really is kind-hearted, Ichijo...
context: Ichijo...\Wh-What about you, Ichijo? What are you doing here?\I was getting ready for tomorrow's orientation, see.\My heart's flipping and flopping, even at a time like this!\I must be the biggest idiot on Earth!\I heard about the results.\And Ichijo didn't go into it any further.\He really is kind-hearted, Ichijo... response:	If only I could go to the same school as him, I'd be so...
context: Wh-What about you, Ichijo? What are you doing here?\I was getting ready for tomorrow's orientation, see.\My heart's flipping and flopping, even at a time like this!\I must be the biggest idiot on Earth!\I heard about the results.\And Ichijo didn't go into it any further.\He really is kind-hearted, Ichijo...\If only I could go to the same school as him, I'd be so... response:	But anyway, aren't you cold, dressed like that?
context: I was getting ready for tomorrow's orientation, see.\My heart's flipping and flopping, even at a time like this!\I must be the biggest idiot on Earth!\I heard about the results.\And Ichijo didn't go into it any further.\He really is kind-hearted, Ichijo...\If only I could go to the same school as him, I'd be so...\But anyway, aren't you cold, dressed like that? response:	Do you want to use my scarf?
context: My heart's flipping and flopping, even at a time like this!\I must be the biggest idiot on Earth!\I heard about the results.\And Ichijo didn't go into it any further.\He really is kind-hearted, Ichijo...\If only I could go to the same school as him, I'd be so...\But anyway, aren't you cold, dressed like that?\Do you want to use my scarf? response:	Huh? N-N-No, that's okay.
context: I must be the biggest idiot on Earth!\I heard about the results.\And Ichijo didn't go into it any further.\He really is kind-hearted, Ichijo...\If only I could go to the same school as him, I'd be so...\But anyway, aren't you cold, dressed like that?\Do you want to use my scarf?\Huh? N-N-No, that's okay. response:	It's all right, use it.
context: I heard about the results.\And Ichijo didn't go into it any further.\He really is kind-hearted, Ichijo...\If only I could go to the same school as him, I'd be so...\But anyway, aren't you cold, dressed like that?\Do you want to use my scarf?\Huh? N-N-No, that's okay.\It's all right, use it. response:	Just seeing you like that is making me feel chilly.
context: And Ichijo didn't go into it any further.\He really is kind-hearted, Ichijo...\If only I could go to the same school as him, I'd be so...\But anyway, aren't you cold, dressed like that?\Do you want to use my scarf?\Huh? N-N-No, that's okay.\It's all right, use it.\Just seeing you like that is making me feel chilly. response:	That's okay. You're going to catch a cold, Ichijo!
context: He really is kind-hearted, Ichijo...\If only I could go to the same school as him, I'd be so...\But anyway, aren't you cold, dressed like that?\Do you want to use my scarf?\Huh? N-N-No, that's okay.\It's all right, use it.\Just seeing you like that is making me feel chilly.\That's okay. You're going to catch a cold, Ichijo! response:	I'll be fine, so just use it!
context: If only I could go to the same school as him, I'd be so...\But anyway, aren't you cold, dressed like that?\Do you want to use my scarf?\Huh? N-N-No, that's okay.\It's all right, use it.\Just seeing you like that is making me feel chilly.\That's okay. You're going to catch a cold, Ichijo!\I'll be fine, so just use it! response:	I'm all right... really!
context: But anyway, aren't you cold, dressed like that?\Do you want to use my scarf?\Huh? N-N-No, that's okay.\It's all right, use it.\Just seeing you like that is making me feel chilly.\That's okay. You're going to catch a cold, Ichijo!\I'll be fine, so just use it!\I'm all right... really! response:	Okay, then, I'll use it, too.
context: Do you want to use my scarf?\Huh? N-N-No, that's okay.\It's all right, use it.\Just seeing you like that is making me feel chilly.\That's okay. You're going to catch a cold, Ichijo!\I'll be fine, so just use it!\I'm all right... really!\Okay, then, I'll use it, too. response:	You'd be okay with that, right?
context: Huh? N-N-No, that's okay.\It's all right, use it.\Just seeing you like that is making me feel chilly.\That's okay. You're going to catch a cold, Ichijo!\I'll be fine, so just use it!\I'm all right... really!\Okay, then, I'll use it, too.\You'd be okay with that, right? response:	Now we kind of seem like boyfriend and girlfriend.
context: It's all right, use it.\Just seeing you like that is making me feel chilly.\That's okay. You're going to catch a cold, Ichijo!\I'll be fine, so just use it!\I'm all right... really!\Okay, then, I'll use it, too.\You'd be okay with that, right?\Now we kind of seem like boyfriend and girlfriend. response:	It's pretty long, huh? This scarf...
context: Just seeing you like that is making me feel chilly.\That's okay. You're going to catch a cold, Ichijo!\I'll be fine, so just use it!\I'm all right... really!\Okay, then, I'll use it, too.\You'd be okay with that, right?\Now we kind of seem like boyfriend and girlfriend.\It's pretty long, huh? This scarf... response:	Someone at the house has been knitting up a storm lately.
context: That's okay. You're going to catch a cold, Ichijo!\I'll be fine, so just use it!\I'm all right... really!\Okay, then, I'll use it, too.\You'd be okay with that, right?\Now we kind of seem like boyfriend and girlfriend.\It's pretty long, huh? This scarf...\Someone at the house has been knitting up a storm lately. response:	We've got like a huge surplus.
context: I'll be fine, so just use it!\I'm all right... really!\Okay, then, I'll use it, too.\You'd be okay with that, right?\Now we kind of seem like boyfriend and girlfriend.\It's pretty long, huh? This scarf...\Someone at the house has been knitting up a storm lately.\We've got like a huge surplus. response:	What? This is hand-knitted?
context: I'm all right... really!\Okay, then, I'll use it, too.\You'd be okay with that, right?\Now we kind of seem like boyfriend and girlfriend.\It's pretty long, huh? This scarf...\Someone at the house has been knitting up a storm lately.\We've got like a huge surplus.\What? This is hand-knitted? response:	What am I gonna do?
context: Okay, then, I'll use it, too.\You'd be okay with that, right?\Now we kind of seem like boyfriend and girlfriend.\It's pretty long, huh? This scarf...\Someone at the house has been knitting up a storm lately.\We've got like a huge surplus.\What? This is hand-knitted?\What am I gonna do? response:	I feel so happy, but could this be my chance to confess my feelings?
context: You'd be okay with that, right?\Now we kind of seem like boyfriend and girlfriend.\It's pretty long, huh? This scarf...\Someone at the house has been knitting up a storm lately.\We've got like a huge surplus.\What? This is hand-knitted?\What am I gonna do?\I feel so happy, but could this be my chance to confess my feelings? response:	But I could never...
context: Now we kind of seem like boyfriend and girlfriend.\It's pretty long, huh? This scarf...\Someone at the house has been knitting up a storm lately.\We've got like a huge surplus.\What? This is hand-knitted?\What am I gonna do?\I feel so happy, but could this be my chance to confess my feelings?\But I could never... response:	Hey, Onodera...
context: It's pretty long, huh? This scarf...\Someone at the house has been knitting up a storm lately.\We've got like a huge surplus.\What? This is hand-knitted?\What am I gonna do?\I feel so happy, but could this be my chance to confess my feelings?\But I could never...\Hey, Onodera... response:	Hey! Sorry! It's my mom calling!
context: Someone at the house has been knitting up a storm lately.\We've got like a huge surplus.\What? This is hand-knitted?\What am I gonna do?\I feel so happy, but could this be my chance to confess my feelings?\But I could never...\Hey, Onodera...\Hey! Sorry! It's my mom calling! response:	It's all right! It's all right!
context: We've got like a huge surplus.\What? This is hand-knitted?\What am I gonna do?\I feel so happy, but could this be my chance to confess my feelings?\But I could never...\Hey, Onodera...\Hey! Sorry! It's my mom calling!\It's all right! It's all right! response:	Go on, answer it!
context: What? This is hand-knitted?\What am I gonna do?\I feel so happy, but could this be my chance to confess my feelings?\But I could never...\Hey, Onodera...\Hey! Sorry! It's my mom calling!\It's all right! It's all right!\Go on, answer it! response:	Hello?
context: What am I gonna do?\I feel so happy, but could this be my chance to confess my feelings?\But I could never...\Hey, Onodera...\Hey! Sorry! It's my mom calling!\It's all right! It's all right!\Go on, answer it!\Hello? response:	I passed?
context: I feel so happy, but could this be my chance to confess my feelings?\But I could never...\Hey, Onodera...\Hey! Sorry! It's my mom calling!\It's all right! It's all right!\Go on, answer it!\Hello?\I passed? response:	I got admitted from Bonyari's wait list!
context: But I could never...\Hey, Onodera...\Hey! Sorry! It's my mom calling!\It's all right! It's all right!\Go on, answer it!\Hello?\I passed?\I got admitted from Bonyari's wait list! response:	We just got the letter!
context: Hey, Onodera...\Hey! Sorry! It's my mom calling!\It's all right! It's all right!\Go on, answer it!\Hello?\I passed?\I got admitted from Bonyari's wait list!\We just got the letter! response:	F-For real?! All right!
context: Hey! Sorry! It's my mom calling!\It's all right! It's all right!\Go on, answer it!\Hello?\I passed?\I got admitted from Bonyari's wait list!\We just got the letter!\F-For real?! All right! response:	Awesome! Good for you! Yahoo!
context: It's all right! It's all right!\Go on, answer it!\Hello?\I passed?\I got admitted from Bonyari's wait list!\We just got the letter!\F-For real?! All right!\Awesome! Good for you! Yahoo! response:	He was so happy for me.
