context: When I got into junior high, there was an amazing player. response:	I thought that junior high was an amazing place,
context: Karasuno's taking a timeout right after a fast attack.\Well, the momentum's already with Seijoh,\so if they don't hurry up and turn the momentum around,\they're not going to be able to come back.\I feel bad for the guy they're targeting.\Just lift it up!\Even if it doesn't go to the setter, as long as we can get the ball up,\we can recover somehow! response:	Right.
context: Well, the momentum's already with Seijoh,\so if they don't hurry up and turn the momentum around,\they're not going to be able to come back.\I feel bad for the guy they're targeting.\Just lift it up!\Even if it doesn't go to the setter, as long as we can get the ball up,\we can recover somehow!\Right. response:	By the way, Kageyama-kun...
context: so if they don't hurry up and turn the momentum around,\they're not going to be able to come back.\I feel bad for the guy they're targeting.\Just lift it up!\Even if it doesn't go to the setter, as long as we can get the ball up,\we can recover somehow!\Right.\By the way, Kageyama-kun... response:	What was with that dump earlier?
context: they're not going to be able to come back.\I feel bad for the guy they're targeting.\Just lift it up!\Even if it doesn't go to the setter, as long as we can get the ball up,\we can recover somehow!\Right.\By the way, Kageyama-kun...\What was with that dump earlier? response:	I'm sorry! I panicked!
context: I feel bad for the guy they're targeting.\Just lift it up!\Even if it doesn't go to the setter, as long as we can get the ball up,\we can recover somehow!\Right.\By the way, Kageyama-kun...\What was with that dump earlier?\I'm sorry! I panicked! response:	If you realize that, it's fine.
context: Just lift it up!\Even if it doesn't go to the setter, as long as we can get the ball up,\we can recover somehow!\Right.\By the way, Kageyama-kun...\What was with that dump earlier?\I'm sorry! I panicked!\If you realize that, it's fine. response:	It's not that dumps are wrong.
context: Even if it doesn't go to the setter, as long as we can get the ball up,\we can recover somehow!\Right.\By the way, Kageyama-kun...\What was with that dump earlier?\I'm sorry! I panicked!\If you realize that, it's fine.\It's not that dumps are wrong. response:	It's also in our favor if we have the enemy verify that
context: we can recover somehow!\Right.\By the way, Kageyama-kun...\What was with that dump earlier?\I'm sorry! I panicked!\If you realize that, it's fine.\It's not that dumps are wrong.\It's also in our favor if we have the enemy verify that response:	we have a lot of ways to attack.
context: Right.\By the way, Kageyama-kun...\What was with that dump earlier?\I'm sorry! I panicked!\If you realize that, it's fine.\It's not that dumps are wrong.\It's also in our favor if we have the enemy verify that\we have a lot of ways to attack. response:	However, if they read that we're doing a dump,
context: By the way, Kageyama-kun...\What was with that dump earlier?\I'm sorry! I panicked!\If you realize that, it's fine.\It's not that dumps are wrong.\It's also in our favor if we have the enemy verify that\we have a lot of ways to attack.\However, if they read that we're doing a dump, response:	then it's likely that they'll stop it.
context: What was with that dump earlier?\I'm sorry! I panicked!\If you realize that, it's fine.\It's not that dumps are wrong.\It's also in our favor if we have the enemy verify that\we have a lot of ways to attack.\However, if they read that we're doing a dump,\then it's likely that they'll stop it. response:	Think carefully about when you're going to use it.
context: I'm sorry! I panicked!\If you realize that, it's fine.\It's not that dumps are wrong.\It's also in our favor if we have the enemy verify that\we have a lot of ways to attack.\However, if they read that we're doing a dump,\then it's likely that they'll stop it.\Think carefully about when you're going to use it. response:	Yes!
context: If you realize that, it's fine.\It's not that dumps are wrong.\It's also in our favor if we have the enemy verify that\we have a lot of ways to attack.\However, if they read that we're doing a dump,\then it's likely that they'll stop it.\Think carefully about when you're going to use it.\Yes! response:	Also, don't forget who we're fighting against.
context: It's not that dumps are wrong.\It's also in our favor if we have the enemy verify that\we have a lot of ways to attack.\However, if they read that we're doing a dump,\then it's likely that they'll stop it.\Think carefully about when you're going to use it.\Yes!\Also, don't forget who we're fighting against. response:	It's not Oikawa, but Aoba Johsai.
context: It's also in our favor if we have the enemy verify that\we have a lot of ways to attack.\However, if they read that we're doing a dump,\then it's likely that they'll stop it.\Think carefully about when you're going to use it.\Yes!\Also, don't forget who we're fighting against.\It's not Oikawa, but Aoba Johsai. response:	Also, it's not just you that's fighting,
context: we have a lot of ways to attack.\However, if they read that we're doing a dump,\then it's likely that they'll stop it.\Think carefully about when you're going to use it.\Yes!\Also, don't forget who we're fighting against.\It's not Oikawa, but Aoba Johsai.\Also, it's not just you that's fighting, response:	it's Karasuno.
context: However, if they read that we're doing a dump,\then it's likely that they'll stop it.\Think carefully about when you're going to use it.\Yes!\Also, don't forget who we're fighting against.\It's not Oikawa, but Aoba Johsai.\Also, it's not just you that's fighting,\it's Karasuno. response:	Right.
context: then it's likely that they'll stop it.\Think carefully about when you're going to use it.\Yes!\Also, don't forget who we're fighting against.\It's not Oikawa, but Aoba Johsai.\Also, it's not just you that's fighting,\it's Karasuno.\Right. response:	Nice serve!
context: Think carefully about when you're going to use it.\Yes!\Also, don't forget who we're fighting against.\It's not Oikawa, but Aoba Johsai.\Also, it's not just you that's fighting,\it's Karasuno.\Right.\Nice serve! response:	One more!
context: Yes!\Also, don't forget who we're fighting against.\It's not Oikawa, but Aoba Johsai.\Also, it's not just you that's fighting,\it's Karasuno.\Right.\Nice serve!\One more! response:	It went up!
context: Also, don't forget who we're fighting against.\It's not Oikawa, but Aoba Johsai.\Also, it's not just you that's fighting,\it's Karasuno.\Right.\Nice serve!\One more!\It went up! response:	Rule the Court Aoba Johsai High School Volleyball Club
context: It's not Oikawa, but Aoba Johsai.\Also, it's not just you that's fighting,\it's Karasuno.\Right.\Nice serve!\One more!\It went up!\Rule the Court Aoba Johsai High School Volleyball Club response:	It's okay! It went up like it should, Tanaka!
context: Also, it's not just you that's fighting,\it's Karasuno.\Right.\Nice serve!\One more!\It went up!\Rule the Court Aoba Johsai High School Volleyball Club\It's okay! It went up like it should, Tanaka! response:	Right.
context: it's Karasuno.\Right.\Nice serve!\One more!\It went up!\Rule the Court Aoba Johsai High School Volleyball Club\It's okay! It went up like it should, Tanaka!\Right. response:	Ryu!
context: Right.\Nice serve!\One more!\It went up!\Rule the Court Aoba Johsai High School Volleyball Club\It's okay! It went up like it should, Tanaka!\Right.\Ryu! response:	Hinata, cover!
context: Nice serve!\One more!\It went up!\Rule the Court Aoba Johsai High School Volleyball Club\It's okay! It went up like it should, Tanaka!\Right.\Ryu!\Hinata, cover! response:	Right!
context: One more!\It went up!\Rule the Court Aoba Johsai High School Volleyball Club\It's okay! It went up like it should, Tanaka!\Right.\Ryu!\Hinata, cover!\Right! response:	Tanaka-san!
context: It went up!\Rule the Court Aoba Johsai High School Volleyball Club\It's okay! It went up like it should, Tanaka!\Right.\Ryu!\Hinata, cover!\Right!\Tanaka-san! response:	5! 5!
context: Rule the Court Aoba Johsai High School Volleyball Club\It's okay! It went up like it should, Tanaka!\Right.\Ryu!\Hinata, cover!\Right!\Tanaka-san!\5! 5! response:	Sensei.
context: It's okay! It went up like it should, Tanaka!\Right.\Ryu!\Hinata, cover!\Right!\Tanaka-san!\5! 5!\Sensei. response:	Right!
context: Right.\Ryu!\Hinata, cover!\Right!\Tanaka-san!\5! 5!\Sensei.\Right! response:	So they've already used both of their timeouts...
context: Ryu!\Hinata, cover!\Right!\Tanaka-san!\5! 5!\Sensei.\Right!\So they've already used both of their timeouts... response:	Right now, the top priority is to stop their momentum.
context: Hinata, cover!\Right!\Tanaka-san!\5! 5!\Sensei.\Right!\So they've already used both of their timeouts...\Right now, the top priority is to stop their momentum. response:	In volleyball, where making the connection is everything,
context: Right!\Tanaka-san!\5! 5!\Sensei.\Right!\So they've already used both of their timeouts...\Right now, the top priority is to stop their momentum.\In volleyball, where making the connection is everything, response:	when you miss receiving the serves repeatedly,
context: Tanaka-san!\5! 5!\Sensei.\Right!\So they've already used both of their timeouts...\Right now, the top priority is to stop their momentum.\In volleyball, where making the connection is everything,\when you miss receiving the serves repeatedly, response:	the guilt and loneliness you feel is like no other.
context: 5! 5!\Sensei.\Right!\So they've already used both of their timeouts...\Right now, the top priority is to stop their momentum.\In volleyball, where making the connection is everything,\when you miss receiving the serves repeatedly,\the guilt and loneliness you feel is like no other. response:	And then the final blow that followed...
context: Sensei.\Right!\So they've already used both of their timeouts...\Right now, the top priority is to stop their momentum.\In volleyball, where making the connection is everything,\when you miss receiving the serves repeatedly,\the guilt and loneliness you feel is like no other.\And then the final blow that followed... response:	Is baldy going to be okay?
context: Right!\So they've already used both of their timeouts...\Right now, the top priority is to stop their momentum.\In volleyball, where making the connection is everything,\when you miss receiving the serves repeatedly,\the guilt and loneliness you feel is like no other.\And then the final blow that followed...\Is baldy going to be okay? response:	I wonder if I should say something.
context: So they've already used both of their timeouts...\Right now, the top priority is to stop their momentum.\In volleyball, where making the connection is everything,\when you miss receiving the serves repeatedly,\the guilt and loneliness you feel is like no other.\And then the final blow that followed...\Is baldy going to be okay?\I wonder if I should say something. response:	Whenever I feel down,
context: Right now, the top priority is to stop their momentum.\In volleyball, where making the connection is everything,\when you miss receiving the serves repeatedly,\the guilt and loneliness you feel is like no other.\And then the final blow that followed...\Is baldy going to be okay?\I wonder if I should say something.\Whenever I feel down, response:	Tanaka-san always says something.
context: In volleyball, where making the connection is everything,\when you miss receiving the serves repeatedly,\the guilt and loneliness you feel is like no other.\And then the final blow that followed...\Is baldy going to be okay?\I wonder if I should say something.\Whenever I feel down,\Tanaka-san always says something. response:	So maybe I should...
context: when you miss receiving the serves repeatedly,\the guilt and loneliness you feel is like no other.\And then the final blow that followed...\Is baldy going to be okay?\I wonder if I should say something.\Whenever I feel down,\Tanaka-san always says something.\So maybe I should... response:	Um
context: the guilt and loneliness you feel is like no other.\And then the final blow that followed...\Is baldy going to be okay?\I wonder if I should say something.\Whenever I feel down,\Tanaka-san always says something.\So maybe I should...\Um response:	I'm sorry!
context: And then the final blow that followed...\Is baldy going to be okay?\I wonder if I should say something.\Whenever I feel down,\Tanaka-san always says something.\So maybe I should...\Um\I'm sorry! response:	Ryu! There are some things that can't be helped!
context: Is baldy going to be okay?\I wonder if I should say something.\Whenever I feel down,\Tanaka-san always says something.\So maybe I should...\Um\I'm sorry!\Ryu! There are some things that can't be helped! response:	That toss was hard, and there was a three-person block.
context: I wonder if I should say something.\Whenever I feel down,\Tanaka-san always says something.\So maybe I should...\Um\I'm sorry!\Ryu! There are some things that can't be helped!\That toss was hard, and there was a three-person block. response:	I should have followed up
context: Whenever I feel down,\Tanaka-san always says something.\So maybe I should...\Um\I'm sorry!\Ryu! There are some things that can't be helped!\That toss was hard, and there was a three-person block.\I should have followed up response:	I didn't call the toss just now.
context: Tanaka-san always says something.\So maybe I should...\Um\I'm sorry!\Ryu! There are some things that can't be helped!\That toss was hard, and there was a three-person block.\I should have followed up\I didn't call the toss just now. response:	I got scared for a second, damn it!
context: So maybe I should...\Um\I'm sorry!\Ryu! There are some things that can't be helped!\That toss was hard, and there was a three-person block.\I should have followed up\I didn't call the toss just now.\I got scared for a second, damn it! response:	I'll have all of my regrets after the match!
context: Um\I'm sorry!\Ryu! There are some things that can't be helped!\That toss was hard, and there was a three-person block.\I should have followed up\I didn't call the toss just now.\I got scared for a second, damn it!\I'll have all of my regrets after the match! response:	There's no point in someone worthless like me
context: I'm sorry!\Ryu! There are some things that can't be helped!\That toss was hard, and there was a three-person block.\I should have followed up\I didn't call the toss just now.\I got scared for a second, damn it!\I'll have all of my regrets after the match!\There's no point in someone worthless like me response:	bringing everyone down because I'm upset about my own mistake!
context: Ryu! There are some things that can't be helped!\That toss was hard, and there was a three-person block.\I should have followed up\I didn't call the toss just now.\I got scared for a second, damn it!\I'll have all of my regrets after the match!\There's no point in someone worthless like me\bringing everyone down because I'm upset about my own mistake! response:	I'll get it next time!
context: That toss was hard, and there was a three-person block.\I should have followed up\I didn't call the toss just now.\I got scared for a second, damn it!\I'll have all of my regrets after the match!\There's no point in someone worthless like me\bringing everyone down because I'm upset about my own mistake!\I'll get it next time! response:	The fact that you're saying that shows just how worthy you are.
context: I should have followed up\I didn't call the toss just now.\I got scared for a second, damn it!\I'll have all of my regrets after the match!\There's no point in someone worthless like me\bringing everyone down because I'm upset about my own mistake!\I'll get it next time!\The fact that you're saying that shows just how worthy you are. response:	Oh, right.
context: I didn't call the toss just now.\I got scared for a second, damn it!\I'll have all of my regrets after the match!\There's no point in someone worthless like me\bringing everyone down because I'm upset about my own mistake!\I'll get it next time!\The fact that you're saying that shows just how worthy you are.\Oh, right. response:	If you try to receive by just using your arms, it'll just deflect,
context: I got scared for a second, damn it!\I'll have all of my regrets after the match!\There's no point in someone worthless like me\bringing everyone down because I'm upset about my own mistake!\I'll get it next time!\The fact that you're saying that shows just how worthy you are.\Oh, right.\If you try to receive by just using your arms, it'll just deflect, response:	so move your legs, too.
context: I'll have all of my regrets after the match!\There's no point in someone worthless like me\bringing everyone down because I'm upset about my own mistake!\I'll get it next time!\The fact that you're saying that shows just how worthy you are.\Oh, right.\If you try to receive by just using your arms, it'll just deflect,\so move your legs, too. response:	You should be just like Ryu, Asahi-san.
context: There's no point in someone worthless like me\bringing everyone down because I'm upset about my own mistake!\I'll get it next time!\The fact that you're saying that shows just how worthy you are.\Oh, right.\If you try to receive by just using your arms, it'll just deflect,\so move your legs, too.\You should be just like Ryu, Asahi-san. response:	If I could, I would!
context: bringing everyone down because I'm upset about my own mistake!\I'll get it next time!\The fact that you're saying that shows just how worthy you are.\Oh, right.\If you try to receive by just using your arms, it'll just deflect,\so move your legs, too.\You should be just like Ryu, Asahi-san.\If I could, I would! response:	Hey, about the timeout they took earlier...
context: I'll get it next time!\The fact that you're saying that shows just how worthy you are.\Oh, right.\If you try to receive by just using your arms, it'll just deflect,\so move your legs, too.\You should be just like Ryu, Asahi-san.\If I could, I would!\Hey, about the timeout they took earlier... response:	Didn't that Oikawa guy seem weird?
context: The fact that you're saying that shows just how worthy you are.\Oh, right.\If you try to receive by just using your arms, it'll just deflect,\so move your legs, too.\You should be just like Ryu, Asahi-san.\If I could, I would!\Hey, about the timeout they took earlier...\Didn't that Oikawa guy seem weird? response:	Yeah. Apparently, it's so he doesn't lose his focus.
context: Oh, right.\If you try to receive by just using your arms, it'll just deflect,\so move your legs, too.\You should be just like Ryu, Asahi-san.\If I could, I would!\Hey, about the timeout they took earlier...\Didn't that Oikawa guy seem weird?\Yeah. Apparently, it's so he doesn't lose his focus. response:	In order to stop the momentum of his dangerous serves,
context: If you try to receive by just using your arms, it'll just deflect,\so move your legs, too.\You should be just like Ryu, Asahi-san.\If I could, I would!\Hey, about the timeout they took earlier...\Didn't that Oikawa guy seem weird?\Yeah. Apparently, it's so he doesn't lose his focus.\In order to stop the momentum of his dangerous serves, response:	most teams usually take a timeout.
context: so move your legs, too.\You should be just like Ryu, Asahi-san.\If I could, I would!\Hey, about the timeout they took earlier...\Didn't that Oikawa guy seem weird?\Yeah. Apparently, it's so he doesn't lose his focus.\In order to stop the momentum of his dangerous serves,\most teams usually take a timeout. response:	Bring it!
context: You should be just like Ryu, Asahi-san.\If I could, I would!\Hey, about the timeout they took earlier...\Didn't that Oikawa guy seem weird?\Yeah. Apparently, it's so he doesn't lose his focus.\In order to stop the momentum of his dangerous serves,\most teams usually take a timeout.\Bring it! response:	One more! One more!
context: If I could, I would!\Hey, about the timeout they took earlier...\Didn't that Oikawa guy seem weird?\Yeah. Apparently, it's so he doesn't lose his focus.\In order to stop the momentum of his dangerous serves,\most teams usually take a timeout.\Bring it!\One more! One more! response:	Nice serve!
context: Hey, about the timeout they took earlier...\Didn't that Oikawa guy seem weird?\Yeah. Apparently, it's so he doesn't lose his focus.\In order to stop the momentum of his dangerous serves,\most teams usually take a timeout.\Bring it!\One more! One more!\Nice serve! response:	Damn it. He's concentrating more than ever.
context: Didn't that Oikawa guy seem weird?\Yeah. Apparently, it's so he doesn't lose his focus.\In order to stop the momentum of his dangerous serves,\most teams usually take a timeout.\Bring it!\One more! One more!\Nice serve!\Damn it. He's concentrating more than ever. response:	The rest is up to you guys.
context: Yeah. Apparently, it's so he doesn't lose his focus.\In order to stop the momentum of his dangerous serves,\most teams usually take a timeout.\Bring it!\One more! One more!\Nice serve!\Damn it. He's concentrating more than ever.\The rest is up to you guys. response:	Go!
context: In order to stop the momentum of his dangerous serves,\most teams usually take a timeout.\Bring it!\One more! One more!\Nice serve!\Damn it. He's concentrating more than ever.\The rest is up to you guys.\Go! response:	If it deflects, it's finished!
context: most teams usually take a timeout.\Bring it!\One more! One more!\Nice serve!\Damn it. He's concentrating more than ever.\The rest is up to you guys.\Go!\If it deflects, it's finished! response:	I'll receive it!
context: Bring it!\One more! One more!\Nice serve!\Damn it. He's concentrating more than ever.\The rest is up to you guys.\Go!\If it deflects, it's finished!\I'll receive it! response:	That could have hit him in the face!
context: One more! One more!\Nice serve!\Damn it. He's concentrating more than ever.\The rest is up to you guys.\Go!\If it deflects, it's finished!\I'll receive it!\That could have hit him in the face! response:	Damn it...
context: Nice serve!\Damn it. He's concentrating more than ever.\The rest is up to you guys.\Go!\If it deflects, it's finished!\I'll receive it!\That could have hit him in the face!\Damn it... response:	It's falling
context: Damn it. He's concentrating more than ever.\The rest is up to you guys.\Go!\If it deflects, it's finished!\I'll receive it!\That could have hit him in the face!\Damn it...\It's falling response:	They returned it!
context: The rest is up to you guys.\Go!\If it deflects, it's finished!\I'll receive it!\That could have hit him in the face!\Damn it...\It's falling\They returned it! response:	And to the best spot!
context: Go!\If it deflects, it's finished!\I'll receive it!\That could have hit him in the face!\Damn it...\It's falling\They returned it!\And to the best spot! response:	Watacchi!
context: If it deflects, it's finished!\I'll receive it!\That could have hit him in the face!\Damn it...\It's falling\They returned it!\And to the best spot!\Watacchi! response:	Right! Hanamaki-san!
context: I'll receive it!\That could have hit him in the face!\Damn it...\It's falling\They returned it!\And to the best spot!\Watacchi!\Right! Hanamaki-san! response:	Nice receive!
context: That could have hit him in the face!\Damn it...\It's falling\They returned it!\And to the best spot!\Watacchi!\Right! Hanamaki-san!\Nice receive! response:	Sorry! Cover!
context: Damn it...\It's falling\They returned it!\And to the best spot!\Watacchi!\Right! Hanamaki-san!\Nice receive!\Sorry! Cover! response:	Left!
context: It's falling\They returned it!\And to the best spot!\Watacchi!\Right! Hanamaki-san!\Nice receive!\Sorry! Cover!\Left! response:	Tanaka-san!
context: They returned it!\And to the best spot!\Watacchi!\Right! Hanamaki-san!\Nice receive!\Sorry! Cover!\Left!\Tanaka-san! response:	It's not like he doesn't make mistakes,
context: And to the best spot!\Watacchi!\Right! Hanamaki-san!\Nice receive!\Sorry! Cover!\Left!\Tanaka-san!\It's not like he doesn't make mistakes, response:	and he's quick to let taunts get to him,
context: Watacchi!\Right! Hanamaki-san!\Nice receive!\Sorry! Cover!\Left!\Tanaka-san!\It's not like he doesn't make mistakes,\and he's quick to let taunts get to him, response:	but...
context: Right! Hanamaki-san!\Nice receive!\Sorry! Cover!\Left!\Tanaka-san!\It's not like he doesn't make mistakes,\and he's quick to let taunts get to him,\but... response:	He's the second-strongest after Azumane, and most importantly,
context: Nice receive!\Sorry! Cover!\Left!\Tanaka-san!\It's not like he doesn't make mistakes,\and he's quick to let taunts get to him,\but...\He's the second-strongest after Azumane, and most importantly, response:	his ability to perform when he's cornered doesn't deteriorate.
context: Sorry! Cover!\Left!\Tanaka-san!\It's not like he doesn't make mistakes,\and he's quick to let taunts get to him,\but...\He's the second-strongest after Azumane, and most importantly,\his ability to perform when he's cornered doesn't deteriorate. response:	That mental strength...
context: Left!\Tanaka-san!\It's not like he doesn't make mistakes,\and he's quick to let taunts get to him,\but...\He's the second-strongest after Azumane, and most importantly,\his ability to perform when he's cornered doesn't deteriorate.\That mental strength... response:	Those are unmistakably...
context: Tanaka-san!\It's not like he doesn't make mistakes,\and he's quick to let taunts get to him,\but...\He's the second-strongest after Azumane, and most importantly,\his ability to perform when he's cornered doesn't deteriorate.\That mental strength...\Those are unmistakably... response:	Karasuno's baldy just managed...
context: It's not like he doesn't make mistakes,\and he's quick to let taunts get to him,\but...\He's the second-strongest after Azumane, and most importantly,\his ability to perform when he's cornered doesn't deteriorate.\That mental strength...\Those are unmistakably...\Karasuno's baldy just managed... response:	Yeah!
context: and he's quick to let taunts get to him,\but...\He's the second-strongest after Azumane, and most importantly,\his ability to perform when he's cornered doesn't deteriorate.\That mental strength...\Those are unmistakably...\Karasuno's baldy just managed...\Yeah! response:	Tanaka-san!
context: but...\He's the second-strongest after Azumane, and most importantly,\his ability to perform when he's cornered doesn't deteriorate.\That mental strength...\Those are unmistakably...\Karasuno's baldy just managed...\Yeah!\Tanaka-san! response:	And I was planning on taking another three or four points, too...
context: He's the second-strongest after Azumane, and most importantly,\his ability to perform when he's cornered doesn't deteriorate.\That mental strength...\Those are unmistakably...\Karasuno's baldy just managed...\Yeah!\Tanaka-san!\And I was planning on taking another three or four points, too... response:	Ryu!
context: his ability to perform when he's cornered doesn't deteriorate.\That mental strength...\Those are unmistakably...\Karasuno's baldy just managed...\Yeah!\Tanaka-san!\And I was planning on taking another three or four points, too...\Ryu! response:	Tanaka!
context: That mental strength...\Those are unmistakably...\Karasuno's baldy just managed...\Yeah!\Tanaka-san!\And I was planning on taking another three or four points, too...\Ryu!\Tanaka! response:	Nice!
context: Those are unmistakably...\Karasuno's baldy just managed...\Yeah!\Tanaka-san!\And I was planning on taking another three or four points, too...\Ryu!\Tanaka!\Nice! response:	Thanks for the nice follow-ups, everyone!
context: Karasuno's baldy just managed...\Yeah!\Tanaka-san!\And I was planning on taking another three or four points, too...\Ryu!\Tanaka!\Nice!\Thanks for the nice follow-ups, everyone! response:	This is the most I was ever able to see a block!
context: Yeah!\Tanaka-san!\And I was planning on taking another three or four points, too...\Ryu!\Tanaka!\Nice!\Thanks for the nice follow-ups, everyone!\This is the most I was ever able to see a block! response:	Some times, I can see the opponent's block in slow motion in the air.
context: Tanaka-san!\And I was planning on taking another three or four points, too...\Ryu!\Tanaka!\Nice!\Thanks for the nice follow-ups, everyone!\This is the most I was ever able to see a block!\Some times, I can see the opponent's block in slow motion in the air. response:	It's just like light passing by.
context: And I was planning on taking another three or four points, too...\Ryu!\Tanaka!\Nice!\Thanks for the nice follow-ups, everyone!\This is the most I was ever able to see a block!\Some times, I can see the opponent's block in slow motion in the air.\It's just like light passing by. response:	Tanaka-san, you're awesome!
context: Ryu!\Tanaka!\Nice!\Thanks for the nice follow-ups, everyone!\This is the most I was ever able to see a block!\Some times, I can see the opponent's block in slow motion in the air.\It's just like light passing by.\Tanaka-san, you're awesome! response:	Well, I am your senpai!
context: Tanaka!\Nice!\Thanks for the nice follow-ups, everyone!\This is the most I was ever able to see a block!\Some times, I can see the opponent's block in slow motion in the air.\It's just like light passing by.\Tanaka-san, you're awesome!\Well, I am your senpai! response:	Tanaka, serve!
context: Nice!\Thanks for the nice follow-ups, everyone!\This is the most I was ever able to see a block!\Some times, I can see the opponent's block in slow motion in the air.\It's just like light passing by.\Tanaka-san, you're awesome!\Well, I am your senpai!\Tanaka, serve! response:	Yes!
context: Thanks for the nice follow-ups, everyone!\This is the most I was ever able to see a block!\Some times, I can see the opponent's block in slow motion in the air.\It's just like light passing by.\Tanaka-san, you're awesome!\Well, I am your senpai!\Tanaka, serve!\Yes! response:	We stopped their momentum,
context: This is the most I was ever able to see a block!\Some times, I can see the opponent's block in slow motion in the air.\It's just like light passing by.\Tanaka-san, you're awesome!\Well, I am your senpai!\Tanaka, serve!\Yes!\We stopped their momentum, response:	Aoba Johsai Karasuno
context: Some times, I can see the opponent's block in slow motion in the air.\It's just like light passing by.\Tanaka-san, you're awesome!\Well, I am your senpai!\Tanaka, serve!\Yes!\We stopped their momentum,\Aoba Johsai Karasuno response:	but this is just the beginning.
context: It's just like light passing by.\Tanaka-san, you're awesome!\Well, I am your senpai!\Tanaka, serve!\Yes!\We stopped their momentum,\Aoba Johsai Karasuno\but this is just the beginning. response:	The pressure's just starting.
context: Tanaka-san, you're awesome!\Well, I am your senpai!\Tanaka, serve!\Yes!\We stopped their momentum,\Aoba Johsai Karasuno\but this is just the beginning.\The pressure's just starting. response:	Nice one-touch!
context: Well, I am your senpai!\Tanaka, serve!\Yes!\We stopped their momentum,\Aoba Johsai Karasuno\but this is just the beginning.\The pressure's just starting.\Nice one-touch! response:	Chance ball!
context: Tanaka, serve!\Yes!\We stopped their momentum,\Aoba Johsai Karasuno\but this is just the beginning.\The pressure's just starting.\Nice one-touch!\Chance ball! response:	Bring it!
context: Yes!\We stopped their momentum,\Aoba Johsai Karasuno\but this is just the beginning.\The pressure's just starting.\Nice one-touch!\Chance ball!\Bring it! response:	All right!
context: We stopped their momentum,\Aoba Johsai Karasuno\but this is just the beginning.\The pressure's just starting.\Nice one-touch!\Chance ball!\Bring it!\All right! response:	We knew they'd be coming, but that was fast.
context: Aoba Johsai Karasuno\but this is just the beginning.\The pressure's just starting.\Nice one-touch!\Chance ball!\Bring it!\All right!\We knew they'd be coming, but that was fast. response:	Hey! You're not gonna say, I can't toss like him, are you?
context: but this is just the beginning.\The pressure's just starting.\Nice one-touch!\Chance ball!\Bring it!\All right!\We knew they'd be coming, but that was fast.\Hey! You're not gonna say, I can't toss like him, are you? response:	Like Tobio? But I really can't.
context: The pressure's just starting.\Nice one-touch!\Chance ball!\Bring it!\All right!\We knew they'd be coming, but that was fast.\Hey! You're not gonna say, I can't toss like him, are you?\Like Tobio? But I really can't. response:	I can't pinpoint like that.
context: Nice one-touch!\Chance ball!\Bring it!\All right!\We knew they'd be coming, but that was fast.\Hey! You're not gonna say, I can't toss like him, are you?\Like Tobio? But I really can't.\I can't pinpoint like that. response:	Don't get mad!
context: Chance ball!\Bring it!\All right!\We knew they'd be coming, but that was fast.\Hey! You're not gonna say, I can't toss like him, are you?\Like Tobio? But I really can't.\I can't pinpoint like that.\Don't get mad! response:	Tanaka, nice serve!
context: Bring it!\All right!\We knew they'd be coming, but that was fast.\Hey! You're not gonna say, I can't toss like him, are you?\Like Tobio? But I really can't.\I can't pinpoint like that.\Don't get mad!\Tanaka, nice serve! response:	Even if I'm no match for his talent,
context: All right!\We knew they'd be coming, but that was fast.\Hey! You're not gonna say, I can't toss like him, are you?\Like Tobio? But I really can't.\I can't pinpoint like that.\Don't get mad!\Tanaka, nice serve!\Even if I'm no match for his talent, response:	I have confidence that I can set the best tosses for everyone.
context: We knew they'd be coming, but that was fast.\Hey! You're not gonna say, I can't toss like him, are you?\Like Tobio? But I really can't.\I can't pinpoint like that.\Don't get mad!\Tanaka, nice serve!\Even if I'm no match for his talent,\I have confidence that I can set the best tosses for everyone. response:	That's why I won't lose as a setter.
context: Hey! You're not gonna say, I can't toss like him, are you?\Like Tobio? But I really can't.\I can't pinpoint like that.\Don't get mad!\Tanaka, nice serve!\Even if I'm no match for his talent,\I have confidence that I can set the best tosses for everyone.\That's why I won't lose as a setter. response:	Another one from above the block...
context: Like Tobio? But I really can't.\I can't pinpoint like that.\Don't get mad!\Tanaka, nice serve!\Even if I'm no match for his talent,\I have confidence that I can set the best tosses for everyone.\That's why I won't lose as a setter.\Another one from above the block... response:	Kindaichi, nice!
context: I can't pinpoint like that.\Don't get mad!\Tanaka, nice serve!\Even if I'm no match for his talent,\I have confidence that I can set the best tosses for everyone.\That's why I won't lose as a setter.\Another one from above the block...\Kindaichi, nice! response:	There's no need to be that surprised.
context: Don't get mad!\Tanaka, nice serve!\Even if I'm no match for his talent,\I have confidence that I can set the best tosses for everyone.\That's why I won't lose as a setter.\Another one from above the block...\Kindaichi, nice!\There's no need to be that surprised. response:	Go, go, Yutaro! Push it, push it, Yutaro! One more!
context: Tanaka, nice serve!\Even if I'm no match for his talent,\I have confidence that I can set the best tosses for everyone.\That's why I won't lose as a setter.\Another one from above the block...\Kindaichi, nice!\There's no need to be that surprised.\Go, go, Yutaro! Push it, push it, Yutaro! One more! response:	That's where Kindaichi always scored the best.
context: Even if I'm no match for his talent,\I have confidence that I can set the best tosses for everyone.\That's why I won't lose as a setter.\Another one from above the block...\Kindaichi, nice!\There's no need to be that surprised.\Go, go, Yutaro! Push it, push it, Yutaro! One more!\That's where Kindaichi always scored the best. response:	Aoba Johsai Karasuno
