context: Who is that?! response:	Hey, are you all right?!
context: Just that they're so many of'em!\What's the ruckus outside?\Oh, I can't stand this!\I'll go out and work off this frustration!\Hey!\Let go! This belongs to me!\Inuyasha! Watch out!\What does this mean? Could it... response:	The resemblance! Such a close resemblance!
context: What's the ruckus outside?\Oh, I can't stand this!\I'll go out and work off this frustration!\Hey!\Let go! This belongs to me!\Inuyasha! Watch out!\What does this mean? Could it...\The resemblance! Such a close resemblance! response:	What coincidence! Such good fortune!
context: Oh, I can't stand this!\I'll go out and work off this frustration!\Hey!\Let go! This belongs to me!\Inuyasha! Watch out!\What does this mean? Could it...\The resemblance! Such a close resemblance!\What coincidence! Such good fortune! response:	That face... No mistake!
context: I'll go out and work off this frustration!\Hey!\Let go! This belongs to me!\Inuyasha! Watch out!\What does this mean? Could it...\The resemblance! Such a close resemblance!\What coincidence! Such good fortune!\That face... No mistake! response:	Inuyasha!
context: Hey!\Let go! This belongs to me!\Inuyasha! Watch out!\What does this mean? Could it...\The resemblance! Such a close resemblance!\What coincidence! Such good fortune!\That face... No mistake!\Inuyasha! response:	Kagome!
context: Let go! This belongs to me!\Inuyasha! Watch out!\What does this mean? Could it...\The resemblance! Such a close resemblance!\What coincidence! Such good fortune!\That face... No mistake!\Inuyasha!\Kagome! response:	Granny! Shippo!
context: Inuyasha! Watch out!\What does this mean? Could it...\The resemblance! Such a close resemblance!\What coincidence! Such good fortune!\That face... No mistake!\Inuyasha!\Kagome!\Granny! Shippo! response:	Hey, let me go!
context: What does this mean? Could it...\The resemblance! Such a close resemblance!\What coincidence! Such good fortune!\That face... No mistake!\Inuyasha!\Kagome!\Granny! Shippo!\Hey, let me go! response:	If I let go, you'll die.
context: The resemblance! Such a close resemblance!\What coincidence! Such good fortune!\That face... No mistake!\Inuyasha!\Kagome!\Granny! Shippo!\Hey, let me go!\If I let go, you'll die. response:	And now that I've found my reincarnated soul...
context: What coincidence! Such good fortune!\That face... No mistake!\Inuyasha!\Kagome!\Granny! Shippo!\Hey, let me go!\If I let go, you'll die.\And now that I've found my reincarnated soul... response:	As if I'd let you go!
context: That face... No mistake!\Inuyasha!\Kagome!\Granny! Shippo!\Hey, let me go!\If I let go, you'll die.\And now that I've found my reincarnated soul...\As if I'd let you go! response:	I need you! In order to fully resurrect Kikyo!
context: Inuyasha!\Kagome!\Granny! Shippo!\Hey, let me go!\If I let go, you'll die.\And now that I've found my reincarnated soul...\As if I'd let you go!\I need you! In order to fully resurrect Kikyo! response:	Resurrect... Kikyo?!
context: Kagome!\Granny! Shippo!\Hey, let me go!\If I let go, you'll die.\And now that I've found my reincarnated soul...\As if I'd let you go!\I need you! In order to fully resurrect Kikyo!\Resurrect... Kikyo?! response:	Kikyo who died during the Warring States Era is resurrected!
context: Granny! Shippo!\Hey, let me go!\If I let go, you'll die.\And now that I've found my reincarnated soul...\As if I'd let you go!\I need you! In order to fully resurrect Kikyo!\Resurrect... Kikyo?!\Kikyo who died during the Warring States Era is resurrected! response:	If the Sacred Jewel burst out of my body...
context: Hey, let me go!\If I let go, you'll die.\And now that I've found my reincarnated soul...\As if I'd let you go!\I need you! In order to fully resurrect Kikyo!\Resurrect... Kikyo?!\Kikyo who died during the Warring States Era is resurrected!\If the Sacred Jewel burst out of my body... response:	then perhaps, I really am the reincarnation of Kikyo.
context: If I let go, you'll die.\And now that I've found my reincarnated soul...\As if I'd let you go!\I need you! In order to fully resurrect Kikyo!\Resurrect... Kikyo?!\Kikyo who died during the Warring States Era is resurrected!\If the Sacred Jewel burst out of my body...\then perhaps, I really am the reincarnation of Kikyo. response:	Urasue forces me to drink a potion and...
context: And now that I've found my reincarnated soul...\As if I'd let you go!\I need you! In order to fully resurrect Kikyo!\Resurrect... Kikyo?!\Kikyo who died during the Warring States Era is resurrected!\If the Sacred Jewel burst out of my body...\then perhaps, I really am the reincarnation of Kikyo.\Urasue forces me to drink a potion and... response:	my soul is sucked out of me!
context: As if I'd let you go!\I need you! In order to fully resurrect Kikyo!\Resurrect... Kikyo?!\Kikyo who died during the Warring States Era is resurrected!\If the Sacred Jewel burst out of my body...\then perhaps, I really am the reincarnation of Kikyo.\Urasue forces me to drink a potion and...\my soul is sucked out of me! response:	Kikyo and Inuyasha's reunion after fifty years...
context: I need you! In order to fully resurrect Kikyo!\Resurrect... Kikyo?!\Kikyo who died during the Warring States Era is resurrected!\If the Sacred Jewel burst out of my body...\then perhaps, I really am the reincarnation of Kikyo.\Urasue forces me to drink a potion and...\my soul is sucked out of me!\Kikyo and Inuyasha's reunion after fifty years... response:	Rather than fond memories...
context: Resurrect... Kikyo?!\Kikyo who died during the Warring States Era is resurrected!\If the Sacred Jewel burst out of my body...\then perhaps, I really am the reincarnation of Kikyo.\Urasue forces me to drink a potion and...\my soul is sucked out of me!\Kikyo and Inuyasha's reunion after fifty years...\Rather than fond memories... response:	Kikyo still harbors a deep grudge and she goes after Inuyasha!
context: Kikyo who died during the Warring States Era is resurrected!\If the Sacred Jewel burst out of my body...\then perhaps, I really am the reincarnation of Kikyo.\Urasue forces me to drink a potion and...\my soul is sucked out of me!\Kikyo and Inuyasha's reunion after fifty years...\Rather than fond memories...\Kikyo still harbors a deep grudge and she goes after Inuyasha! response:	Return of the Tragic Priestess, Kikyo! Don't miss it!
