context: Kawagoe City Daisan Middle School response:	Kawagoe City Daisan Middle School Opening Ceremony
context: You don't know it?\Taiko no Tetsujin.\I heard Nagahara's really good at it.\He's so damn cool!\Yup, I am.\Yeah, I want to see.\Akanecchi, wanna go to the bathroom with me?\Okay. response:	Hey.
context: Taiko no Tetsujin.\I heard Nagahara's really good at it.\He's so damn cool!\Yup, I am.\Yeah, I want to see.\Akanecchi, wanna go to the bathroom with me?\Okay.\Hey. response:	Hello.
context: I heard Nagahara's really good at it.\He's so damn cool!\Yup, I am.\Yeah, I want to see.\Akanecchi, wanna go to the bathroom with me?\Okay.\Hey.\Hello. response:	We're going to be practicing for the festival next week.
context: He's so damn cool!\Yup, I am.\Yeah, I want to see.\Akanecchi, wanna go to the bathroom with me?\Okay.\Hey.\Hello.\We're going to be practicing for the festival next week. response:	Okay.
context: Yup, I am.\Yeah, I want to see.\Akanecchi, wanna go to the bathroom with me?\Okay.\Hey.\Hello.\We're going to be practicing for the festival next week.\Okay. response:	Schoolgirl Dazai Osamu
context: Yeah, I want to see.\Akanecchi, wanna go to the bathroom with me?\Okay.\Hey.\Hello.\We're going to be practicing for the festival next week.\Okay.\Schoolgirl Dazai Osamu response:	Sensei doesn't even know that there is a rose embroidered on my underwear.
context: Akanecchi, wanna go to the bathroom with me?\Okay.\Hey.\Hello.\We're going to be practicing for the festival next week.\Okay.\Schoolgirl Dazai Osamu\Sensei doesn't even know that there is a rose embroidered on my underwear. response:	That's a good short story.
context: Okay.\Hey.\Hello.\We're going to be practicing for the festival next week.\Okay.\Schoolgirl Dazai Osamu\Sensei doesn't even know that there is a rose embroidered on my underwear.\That's a good short story. response:	Dazai writes a woman's inner thoughts in first-person.
context: Hey.\Hello.\We're going to be practicing for the festival next week.\Okay.\Schoolgirl Dazai Osamu\Sensei doesn't even know that there is a rose embroidered on my underwear.\That's a good short story.\Dazai writes a woman's inner thoughts in first-person. response:	No way a normal guy would know how a girl feels, though, right?
context: Hello.\We're going to be practicing for the festival next week.\Okay.\Schoolgirl Dazai Osamu\Sensei doesn't even know that there is a rose embroidered on my underwear.\That's a good short story.\Dazai writes a woman's inner thoughts in first-person.\No way a normal guy would know how a girl feels, though, right? response:	Schoolgirl Dazai Osamu
context: We're going to be practicing for the festival next week.\Okay.\Schoolgirl Dazai Osamu\Sensei doesn't even know that there is a rose embroidered on my underwear.\That's a good short story.\Dazai writes a woman's inner thoughts in first-person.\No way a normal guy would know how a girl feels, though, right?\Schoolgirl Dazai Osamu response:	I guess.
context: Okay.\Schoolgirl Dazai Osamu\Sensei doesn't even know that there is a rose embroidered on my underwear.\That's a good short story.\Dazai writes a woman's inner thoughts in first-person.\No way a normal guy would know how a girl feels, though, right?\Schoolgirl Dazai Osamu\I guess. response:	Here you go.
context: Schoolgirl Dazai Osamu\Sensei doesn't even know that there is a rose embroidered on my underwear.\That's a good short story.\Dazai writes a woman's inner thoughts in first-person.\No way a normal guy would know how a girl feels, though, right?\Schoolgirl Dazai Osamu\I guess.\Here you go. response:	The one we were talking about before.
context: Sensei doesn't even know that there is a rose embroidered on my underwear.\That's a good short story.\Dazai writes a woman's inner thoughts in first-person.\No way a normal guy would know how a girl feels, though, right?\Schoolgirl Dazai Osamu\I guess.\Here you go.\The one we were talking about before. response:	Happy End
context: That's a good short story.\Dazai writes a woman's inner thoughts in first-person.\No way a normal guy would know how a girl feels, though, right?\Schoolgirl Dazai Osamu\I guess.\Here you go.\The one we were talking about before.\Happy End response:	Yudemen
context: Dazai writes a woman's inner thoughts in first-person.\No way a normal guy would know how a girl feels, though, right?\Schoolgirl Dazai Osamu\I guess.\Here you go.\The one we were talking about before.\Happy End\Yudemen response:	Yudemen?
context: No way a normal guy would know how a girl feels, though, right?\Schoolgirl Dazai Osamu\I guess.\Here you go.\The one we were talking about before.\Happy End\Yudemen\Yudemen? response:	It's the first album by a folk rock supergroup called Happy End.
context: Schoolgirl Dazai Osamu\I guess.\Here you go.\The one we were talking about before.\Happy End\Yudemen\Yudemen?\It's the first album by a folk rock supergroup called Happy End. response:	All the members ended up becoming huge in the music industry.
context: I guess.\Here you go.\The one we were talking about before.\Happy End\Yudemen\Yudemen?\It's the first album by a folk rock supergroup called Happy End.\All the members ended up becoming huge in the music industry. response:	They're an amazing group.
context: Here you go.\The one we were talking about before.\Happy End\Yudemen\Yudemen?\It's the first album by a folk rock supergroup called Happy End.\All the members ended up becoming huge in the music industry.\They're an amazing group. response:	Wow...
context: The one we were talking about before.\Happy End\Yudemen\Yudemen?\It's the first album by a folk rock supergroup called Happy End.\All the members ended up becoming huge in the music industry.\They're an amazing group.\Wow... response:	Hold on to it for as long as you want.
context: Happy End\Yudemen\Yudemen?\It's the first album by a folk rock supergroup called Happy End.\All the members ended up becoming huge in the music industry.\They're an amazing group.\Wow...\Hold on to it for as long as you want. response:	Thank you.
context: Yudemen\Yudemen?\It's the first album by a folk rock supergroup called Happy End.\All the members ended up becoming huge in the music industry.\They're an amazing group.\Wow...\Hold on to it for as long as you want.\Thank you. response:	Any books you want?
context: Yudemen?\It's the first album by a folk rock supergroup called Happy End.\All the members ended up becoming huge in the music industry.\They're an amazing group.\Wow...\Hold on to it for as long as you want.\Thank you.\Any books you want? response:	I'll take this one.
context: It's the first album by a folk rock supergroup called Happy End.\All the members ended up becoming huge in the music industry.\They're an amazing group.\Wow...\Hold on to it for as long as you want.\Thank you.\Any books you want?\I'll take this one. response:	This one's on me.
context: All the members ended up becoming huge in the music industry.\They're an amazing group.\Wow...\Hold on to it for as long as you want.\Thank you.\Any books you want?\I'll take this one.\This one's on me. response:	You should read all kinds of books.
context: They're an amazing group.\Wow...\Hold on to it for as long as you want.\Thank you.\Any books you want?\I'll take this one.\This one's on me.\You should read all kinds of books. response:	Azumi, you weren't there for the equipment group meeting.
context: Wow...\Hold on to it for as long as you want.\Thank you.\Any books you want?\I'll take this one.\This one's on me.\You should read all kinds of books.\Azumi, you weren't there for the equipment group meeting. response:	I'm sorry.
context: Hold on to it for as long as you want.\Thank you.\Any books you want?\I'll take this one.\This one's on me.\You should read all kinds of books.\Azumi, you weren't there for the equipment group meeting.\I'm sorry. response:	Everyone else is doing their part.
context: Thank you.\Any books you want?\I'll take this one.\This one's on me.\You should read all kinds of books.\Azumi, you weren't there for the equipment group meeting.\I'm sorry.\Everyone else is doing their part. response:	I'm going to have you help, too.
context: Any books you want?\I'll take this one.\This one's on me.\You should read all kinds of books.\Azumi, you weren't there for the equipment group meeting.\I'm sorry.\Everyone else is doing their part.\I'm going to have you help, too. response:	Okay.
context: I'll take this one.\This one's on me.\You should read all kinds of books.\Azumi, you weren't there for the equipment group meeting.\I'm sorry.\Everyone else is doing their part.\I'm going to have you help, too.\Okay. response:	The scoreboard is in the gym storage.
context: This one's on me.\You should read all kinds of books.\Azumi, you weren't there for the equipment group meeting.\I'm sorry.\Everyone else is doing their part.\I'm going to have you help, too.\Okay.\The scoreboard is in the gym storage. response:	LINE!
context: You should read all kinds of books.\Azumi, you weren't there for the equipment group meeting.\I'm sorry.\Everyone else is doing their part.\I'm going to have you help, too.\Okay.\The scoreboard is in the gym storage.\LINE! response:	Bring it out.
context: Azumi, you weren't there for the equipment group meeting.\I'm sorry.\Everyone else is doing their part.\I'm going to have you help, too.\Okay.\The scoreboard is in the gym storage.\LINE!\Bring it out. response:	Yes, sir.
context: I'm sorry.\Everyone else is doing their part.\I'm going to have you help, too.\Okay.\The scoreboard is in the gym storage.\LINE!\Bring it out.\Yes, sir. response:	U-Um...
context: Everyone else is doing their part.\I'm going to have you help, too.\Okay.\The scoreboard is in the gym storage.\LINE!\Bring it out.\Yes, sir.\U-Um... response:	You scared me!
context: I'm going to have you help, too.\Okay.\The scoreboard is in the gym storage.\LINE!\Bring it out.\Yes, sir.\U-Um...\You scared me! response:	I'm sorry, I forgot to contact you.
context: Okay.\The scoreboard is in the gym storage.\LINE!\Bring it out.\Yes, sir.\U-Um...\You scared me!\I'm sorry, I forgot to contact you. response:	There's a contact list for the equipment group.
context: The scoreboard is in the gym storage.\LINE!\Bring it out.\Yes, sir.\U-Um...\You scared me!\I'm sorry, I forgot to contact you.\There's a contact list for the equipment group. response:	Oh...
context: LINE!\Bring it out.\Yes, sir.\U-Um...\You scared me!\I'm sorry, I forgot to contact you.\There's a contact list for the equipment group.\Oh... response:	Can you give me your LINE ID?
context: Bring it out.\Yes, sir.\U-Um...\You scared me!\I'm sorry, I forgot to contact you.\There's a contact list for the equipment group.\Oh...\Can you give me your LINE ID? response:	I made a group for the task members.
context: Yes, sir.\U-Um...\You scared me!\I'm sorry, I forgot to contact you.\There's a contact list for the equipment group.\Oh...\Can you give me your LINE ID?\I made a group for the task members. response:	Oh.
context: U-Um...\You scared me!\I'm sorry, I forgot to contact you.\There's a contact list for the equipment group.\Oh...\Can you give me your LINE ID?\I made a group for the task members.\Oh. response:	Yeah.
context: You scared me!\I'm sorry, I forgot to contact you.\There's a contact list for the equipment group.\Oh...\Can you give me your LINE ID?\I made a group for the task members.\Oh.\Yeah. response:	I don't have my phone on me right now.
context: I'm sorry, I forgot to contact you.\There's a contact list for the equipment group.\Oh...\Can you give me your LINE ID?\I made a group for the task members.\Oh.\Yeah.\I don't have my phone on me right now. response:	Then, uh...
context: There's a contact list for the equipment group.\Oh...\Can you give me your LINE ID?\I made a group for the task members.\Oh.\Yeah.\I don't have my phone on me right now.\Then, uh... response:	Here's mine.
context: Oh...\Can you give me your LINE ID?\I made a group for the task members.\Oh.\Yeah.\I don't have my phone on me right now.\Then, uh...\Here's mine. response:	Got it.
context: Can you give me your LINE ID?\I made a group for the task members.\Oh.\Yeah.\I don't have my phone on me right now.\Then, uh...\Here's mine.\Got it. response:	I'll help.
context: I made a group for the task members.\Oh.\Yeah.\I don't have my phone on me right now.\Then, uh...\Here's mine.\Got it.\I'll help. response:	It's okay.
context: Oh.\Yeah.\I don't have my phone on me right now.\Then, uh...\Here's mine.\Got it.\I'll help.\It's okay. response:	I feel bad, though.
context: Yeah.\I don't have my phone on me right now.\Then, uh...\Here's mine.\Got it.\I'll help.\It's okay.\I feel bad, though. response:	But what about your club?
context: I don't have my phone on me right now.\Then, uh...\Here's mine.\Got it.\I'll help.\It's okay.\I feel bad, though.\But what about your club? response:	I LINE'd them.
context: Then, uh...\Here's mine.\Got it.\I'll help.\It's okay.\I feel bad, though.\But what about your club?\I LINE'd them. response:	It won't take long if we do it together.
context: Here's mine.\Got it.\I'll help.\It's okay.\I feel bad, though.\But what about your club?\I LINE'd them.\It won't take long if we do it together. response:	You got dust on you.
context: Got it.\I'll help.\It's okay.\I feel bad, though.\But what about your club?\I LINE'd them.\It won't take long if we do it together.\You got dust on you. response:	Seriously?
context: I'll help.\It's okay.\I feel bad, though.\But what about your club?\I LINE'd them.\It won't take long if we do it together.\You got dust on you.\Seriously? response:	Your back.
context: It's okay.\I feel bad, though.\But what about your club?\I LINE'd them.\It won't take long if we do it together.\You got dust on you.\Seriously?\Your back. response:	Uh-oh.
context: I feel bad, though.\But what about your club?\I LINE'd them.\It won't take long if we do it together.\You got dust on you.\Seriously?\Your back.\Uh-oh. response:	All better.
context: But what about your club?\I LINE'd them.\It won't take long if we do it together.\You got dust on you.\Seriously?\Your back.\Uh-oh.\All better. response:	R-Right.
context: I LINE'd them.\It won't take long if we do it together.\You got dust on you.\Seriously?\Your back.\Uh-oh.\All better.\R-Right. response:	I'm really sorry.
context: It won't take long if we do it together.\You got dust on you.\Seriously?\Your back.\Uh-oh.\All better.\R-Right.\I'm really sorry. response:	It's fine.
context: You got dust on you.\Seriously?\Your back.\Uh-oh.\All better.\R-Right.\I'm really sorry.\It's fine. response:	Bye.
context: Seriously?\Your back.\Uh-oh.\All better.\R-Right.\I'm really sorry.\It's fine.\Bye. response:	Yeah.
context: Your back.\Uh-oh.\All better.\R-Right.\I'm really sorry.\It's fine.\Bye.\Yeah. response:	Mizuno Akane
context: Uh-oh.\All better.\R-Right.\I'm really sorry.\It's fine.\Bye.\Yeah.\Mizuno Akane response:	Azumi-kun has joined
context: All better.\R-Right.\I'm really sorry.\It's fine.\Bye.\Yeah.\Mizuno Akane\Azumi-kun has joined response:	Looking forward to working with you.
context: R-Right.\I'm really sorry.\It's fine.\Bye.\Yeah.\Mizuno Akane\Azumi-kun has joined\Looking forward to working with you. response:	Kotarou has joined.
context: I'm really sorry.\It's fine.\Bye.\Yeah.\Mizuno Akane\Azumi-kun has joined\Looking forward to working with you.\Kotarou has joined. response:	Looking forward to working with you.
context: It's fine.\Bye.\Yeah.\Mizuno Akane\Azumi-kun has joined\Looking forward to working with you.\Kotarou has joined.\Looking forward to working with you. response:	Looking forward to it
context: Bye.\Yeah.\Mizuno Akane\Azumi-kun has joined\Looking forward to working with you.\Kotarou has joined.\Looking forward to working with you.\Looking forward to it response:	Dazai once said that the feeling of joy is perhaps like a speck of gold,
context: Yeah.\Mizuno Akane\Azumi-kun has joined\Looking forward to working with you.\Kotarou has joined.\Looking forward to working with you.\Looking forward to it\Dazai once said that the feeling of joy is perhaps like a speck of gold, response:	glimmering faintly at the bottom of a river of grief.
context: Mizuno Akane\Azumi-kun has joined\Looking forward to working with you.\Kotarou has joined.\Looking forward to working with you.\Looking forward to it\Dazai once said that the feeling of joy is perhaps like a speck of gold,\glimmering faintly at the bottom of a river of grief. response:	Your boyfriend?
context: Azumi-kun has joined\Looking forward to working with you.\Kotarou has joined.\Looking forward to working with you.\Looking forward to it\Dazai once said that the feeling of joy is perhaps like a speck of gold,\glimmering faintly at the bottom of a river of grief.\Your boyfriend? response:	No way!
context: Looking forward to working with you.\Kotarou has joined.\Looking forward to working with you.\Looking forward to it\Dazai once said that the feeling of joy is perhaps like a speck of gold,\glimmering faintly at the bottom of a river of grief.\Your boyfriend?\No way! response:	I'm going to mess with her.
context: Kotarou has joined.\Looking forward to working with you.\Looking forward to it\Dazai once said that the feeling of joy is perhaps like a speck of gold,\glimmering faintly at the bottom of a river of grief.\Your boyfriend?\No way!\I'm going to mess with her. response:	Spring and Hard Times
