context: She's been gazing at them a lot lately, response:	but do you think she might want to go?
context: Why did you decide you wanted to go to school?\Because it was fun watching them.\Was it fun?\Yeah.\I think there will be some aspects that aren't fun, as well.\Yeah.\There's no real need for us to be the same as humans.\Living among them doesn't mean living with them. response:	But they're close by, and we share time together, so...
context: Because it was fun watching them.\Was it fun?\Yeah.\I think there will be some aspects that aren't fun, as well.\Yeah.\There's no real need for us to be the same as humans.\Living among them doesn't mean living with them.\But they're close by, and we share time together, so... response:	Maybe that's why I want to be with them.
context: Was it fun?\Yeah.\I think there will be some aspects that aren't fun, as well.\Yeah.\There's no real need for us to be the same as humans.\Living among them doesn't mean living with them.\But they're close by, and we share time together, so...\Maybe that's why I want to be with them. response:	Be with them...
context: Yeah.\I think there will be some aspects that aren't fun, as well.\Yeah.\There's no real need for us to be the same as humans.\Living among them doesn't mean living with them.\But they're close by, and we share time together, so...\Maybe that's why I want to be with them.\Be with them... response:	I've seen plenty of my comrades
context: I think there will be some aspects that aren't fun, as well.\Yeah.\There's no real need for us to be the same as humans.\Living among them doesn't mean living with them.\But they're close by, and we share time together, so...\Maybe that's why I want to be with them.\Be with them...\I've seen plenty of my comrades response:	destroy themselves, unable to be satisfied with that.
context: Yeah.\There's no real need for us to be the same as humans.\Living among them doesn't mean living with them.\But they're close by, and we share time together, so...\Maybe that's why I want to be with them.\Be with them...\I've seen plenty of my comrades\destroy themselves, unable to be satisfied with that. response:	But, well...
context: There's no real need for us to be the same as humans.\Living among them doesn't mean living with them.\But they're close by, and we share time together, so...\Maybe that's why I want to be with them.\Be with them...\I've seen plenty of my comrades\destroy themselves, unable to be satisfied with that.\But, well... response:	For now, I'll affirm that choice, too.
context: Living among them doesn't mean living with them.\But they're close by, and we share time together, so...\Maybe that's why I want to be with them.\Be with them...\I've seen plenty of my comrades\destroy themselves, unable to be satisfied with that.\But, well...\For now, I'll affirm that choice, too. response:	How was school?
context: But they're close by, and we share time together, so...\Maybe that's why I want to be with them.\Be with them...\I've seen plenty of my comrades\destroy themselves, unable to be satisfied with that.\But, well...\For now, I'll affirm that choice, too.\How was school? response:	Fun.
context: Maybe that's why I want to be with them.\Be with them...\I've seen plenty of my comrades\destroy themselves, unable to be satisfied with that.\But, well...\For now, I'll affirm that choice, too.\How was school?\Fun. response:	Good to hear.
context: Be with them...\I've seen plenty of my comrades\destroy themselves, unable to be satisfied with that.\But, well...\For now, I'll affirm that choice, too.\How was school?\Fun.\Good to hear. response:	Miss Kobayashi!
context: I've seen plenty of my comrades\destroy themselves, unable to be satisfied with that.\But, well...\For now, I'll affirm that choice, too.\How was school?\Fun.\Good to hear.\Miss Kobayashi! response:	I fulfilled my mission, too.
context: destroy themselves, unable to be satisfied with that.\But, well...\For now, I'll affirm that choice, too.\How was school?\Fun.\Good to hear.\Miss Kobayashi!\I fulfilled my mission, too. response:	Please praise me.
context: But, well...\For now, I'll affirm that choice, too.\How was school?\Fun.\Good to hear.\Miss Kobayashi!\I fulfilled my mission, too.\Please praise me. response:	Yeah, thanks.
context: For now, I'll affirm that choice, too.\How was school?\Fun.\Good to hear.\Miss Kobayashi!\I fulfilled my mission, too.\Please praise me.\Yeah, thanks. response:	Oh, right.
context: How was school?\Fun.\Good to hear.\Miss Kobayashi!\I fulfilled my mission, too.\Please praise me.\Yeah, thanks.\Oh, right. response:	Here you go.
context: Fun.\Good to hear.\Miss Kobayashi!\I fulfilled my mission, too.\Please praise me.\Yeah, thanks.\Oh, right.\Here you go. response:	This is...
context: Good to hear.\Miss Kobayashi!\I fulfilled my mission, too.\Please praise me.\Yeah, thanks.\Oh, right.\Here you go.\This is... response:	Congratulations on entering school.
context: Miss Kobayashi!\I fulfilled my mission, too.\Please praise me.\Yeah, thanks.\Oh, right.\Here you go.\This is...\Congratulations on entering school. response:	You can hang it on your backpack.
context: I fulfilled my mission, too.\Please praise me.\Yeah, thanks.\Oh, right.\Here you go.\This is...\Congratulations on entering school.\You can hang it on your backpack. response:	Miss Kobayashi!
context: Please praise me.\Yeah, thanks.\Oh, right.\Here you go.\This is...\Congratulations on entering school.\You can hang it on your backpack.\Miss Kobayashi! response:	What about me?
context: Yeah, thanks.\Oh, right.\Here you go.\This is...\Congratulations on entering school.\You can hang it on your backpack.\Miss Kobayashi!\What about me? response:	Hey, Miss Kobayashi, what about me?
context: Oh, right.\Here you go.\This is...\Congratulations on entering school.\You can hang it on your backpack.\Miss Kobayashi!\What about me?\Hey, Miss Kobayashi, what about me? response:	Here.
context: Here you go.\This is...\Congratulations on entering school.\You can hang it on your backpack.\Miss Kobayashi!\What about me?\Hey, Miss Kobayashi, what about me?\Here. response:	Yay!
context: This is...\Congratulations on entering school.\You can hang it on your backpack.\Miss Kobayashi!\What about me?\Hey, Miss Kobayashi, what about me?\Here.\Yay! response:	Simple-gon.
context: Congratulations on entering school.\You can hang it on your backpack.\Miss Kobayashi!\What about me?\Hey, Miss Kobayashi, what about me?\Here.\Yay!\Simple-gon. response:	What are you doing?
context: You can hang it on your backpack.\Miss Kobayashi!\What about me?\Hey, Miss Kobayashi, what about me?\Here.\Yay!\Simple-gon.\What are you doing? response:	Putting on name tags.
context: Miss Kobayashi!\What about me?\Hey, Miss Kobayashi, what about me?\Here.\Yay!\Simple-gon.\What are you doing?\Putting on name tags. response:	They said to put them on my things.
context: What about me?\Hey, Miss Kobayashi, what about me?\Here.\Yay!\Simple-gon.\What are you doing?\Putting on name tags.\They said to put them on my things. response:	This is today's special product!
context: Hey, Miss Kobayashi, what about me?\Here.\Yay!\Simple-gon.\What are you doing?\Putting on name tags.\They said to put them on my things.\This is today's special product! response:	Tohru
context: Here.\Yay!\Simple-gon.\What are you doing?\Putting on name tags.\They said to put them on my things.\This is today's special product!\Tohru response:	There we go!
context: Yay!\Simple-gon.\What are you doing?\Putting on name tags.\They said to put them on my things.\This is today's special product!\Tohru\There we go! response:	A drill perfect for woodwork!
context: Simple-gon.\What are you doing?\Putting on name tags.\They said to put them on my things.\This is today's special product!\Tohru\There we go!\A drill perfect for woodwork! response:	Why?
context: What are you doing?\Putting on name tags.\They said to put them on my things.\This is today's special product!\Tohru\There we go!\A drill perfect for woodwork!\Why? response:	Why?
context: Putting on name tags.\They said to put them on my things.\This is today's special product!\Tohru\There we go!\A drill perfect for woodwork!\Why?\Why? response:	How
context: They said to put them on my things.\This is today's special product!\Tohru\There we go!\A drill perfect for woodwork!\Why?\Why?\How response:	How...
context: This is today's special product!\Tohru\There we go!\A drill perfect for woodwork!\Why?\Why?\How\How... response:	did things get like this?
context: Tohru\There we go!\A drill perfect for woodwork!\Why?\Why?\How\How...\did things get like this? response:	The story starts one day ago.
context: There we go!\A drill perfect for woodwork!\Why?\Why?\How\How...\did things get like this?\The story starts one day ago. response:	So good!
context: A drill perfect for woodwork!\Why?\Why?\How\How...\did things get like this?\The story starts one day ago.\So good! response:	Thanks.
context: Why?\Why?\How\How...\did things get like this?\The story starts one day ago.\So good!\Thanks. response:	Sorry I keep dropping by all the time.
context: Why?\How\How...\did things get like this?\The story starts one day ago.\So good!\Thanks.\Sorry I keep dropping by all the time. response:	You're checking up on Tohru, right?
context: How\How...\did things get like this?\The story starts one day ago.\So good!\Thanks.\Sorry I keep dropping by all the time.\You're checking up on Tohru, right? response:	Oh, you knew?
context: How...\did things get like this?\The story starts one day ago.\So good!\Thanks.\Sorry I keep dropping by all the time.\You're checking up on Tohru, right?\Oh, you knew? response:	Well, he's here, too.
context: did things get like this?\The story starts one day ago.\So good!\Thanks.\Sorry I keep dropping by all the time.\You're checking up on Tohru, right?\Oh, you knew?\Well, he's here, too. response:	I'm bored with this already.
context: The story starts one day ago.\So good!\Thanks.\Sorry I keep dropping by all the time.\You're checking up on Tohru, right?\Oh, you knew?\Well, he's here, too.\I'm bored with this already. response:	I'm going to play some other game.
context: So good!\Thanks.\Sorry I keep dropping by all the time.\You're checking up on Tohru, right?\Oh, you knew?\Well, he's here, too.\I'm bored with this already.\I'm going to play some other game. response:	To be honest, you're here to check on Tohru, too, right?
context: Thanks.\Sorry I keep dropping by all the time.\You're checking up on Tohru, right?\Oh, you knew?\Well, he's here, too.\I'm bored with this already.\I'm going to play some other game.\To be honest, you're here to check on Tohru, too, right? response:	I'm home.
context: Sorry I keep dropping by all the time.\You're checking up on Tohru, right?\Oh, you knew?\Well, he's here, too.\I'm bored with this already.\I'm going to play some other game.\To be honest, you're here to check on Tohru, too, right?\I'm home. response:	What's happened?
context: You're checking up on Tohru, right?\Oh, you knew?\Well, he's here, too.\I'm bored with this already.\I'm going to play some other game.\To be honest, you're here to check on Tohru, too, right?\I'm home.\What's happened? response:	A duel.
context: Oh, you knew?\Well, he's here, too.\I'm bored with this already.\I'm going to play some other game.\To be honest, you're here to check on Tohru, too, right?\I'm home.\What's happened?\A duel. response:	A duel?!
context: Well, he's here, too.\I'm bored with this already.\I'm going to play some other game.\To be honest, you're here to check on Tohru, too, right?\I'm home.\What's happened?\A duel.\A duel?! response:	I'll aid you!
context: I'm bored with this already.\I'm going to play some other game.\To be honest, you're here to check on Tohru, too, right?\I'm home.\What's happened?\A duel.\A duel?!\I'll aid you! response:	I'll kill them.
context: I'm going to play some other game.\To be honest, you're here to check on Tohru, too, right?\I'm home.\What's happened?\A duel.\A duel?!\I'll aid you!\I'll kill them. response:	Wait, wait, you delinquents!
context: To be honest, you're here to check on Tohru, too, right?\I'm home.\What's happened?\A duel.\A duel?!\I'll aid you!\I'll kill them.\Wait, wait, you delinquents! response:	Today, on the way home...
context: I'm home.\What's happened?\A duel.\A duel?!\I'll aid you!\I'll kill them.\Wait, wait, you delinquents!\Today, on the way home... response:	Kanna-san.
context: What's happened?\A duel.\A duel?!\I'll aid you!\I'll kill them.\Wait, wait, you delinquents!\Today, on the way home...\Kanna-san. response:	I'm going home with you today, so consider it an honor.
context: A duel.\A duel?!\I'll aid you!\I'll kill them.\Wait, wait, you delinquents!\Today, on the way home...\Kanna-san.\I'm going home with you today, so consider it an honor. response:	Yeah. You're kind, Saikawa.
context: A duel?!\I'll aid you!\I'll kill them.\Wait, wait, you delinquents!\Today, on the way home...\Kanna-san.\I'm going home with you today, so consider it an honor.\Yeah. You're kind, Saikawa. response:	I like you.
context: I'll aid you!\I'll kill them.\Wait, wait, you delinquents!\Today, on the way home...\Kanna-san.\I'm going home with you today, so consider it an honor.\Yeah. You're kind, Saikawa.\I like you. response:	I like you.
context: I'll kill them.\Wait, wait, you delinquents!\Today, on the way home...\Kanna-san.\I'm going home with you today, so consider it an honor.\Yeah. You're kind, Saikawa.\I like you.\I like you. response:	Today I'll show you a good place to play!
context: Wait, wait, you delinquents!\Today, on the way home...\Kanna-san.\I'm going home with you today, so consider it an honor.\Yeah. You're kind, Saikawa.\I like you.\I like you.\Today I'll show you a good place to play! response:	Okay.
context: Today, on the way home...\Kanna-san.\I'm going home with you today, so consider it an honor.\Yeah. You're kind, Saikawa.\I like you.\I like you.\Today I'll show you a good place to play!\Okay. response:	Well?
context: Kanna-san.\I'm going home with you today, so consider it an honor.\Yeah. You're kind, Saikawa.\I like you.\I like you.\Today I'll show you a good place to play!\Okay.\Well? response:	Despite how big this place is, it's a hidden spot people rarely come to.
context: I'm going home with you today, so consider it an honor.\Yeah. You're kind, Saikawa.\I like you.\I like you.\Today I'll show you a good place to play!\Okay.\Well?\Despite how big this place is, it's a hidden spot people rarely come to. response:	That's the thing you fly with!
context: Yeah. You're kind, Saikawa.\I like you.\I like you.\Today I'll show you a good place to play!\Okay.\Well?\Despite how big this place is, it's a hidden spot people rarely come to.\That's the thing you fly with! response:	F-Fly?
context: I like you.\I like you.\Today I'll show you a good place to play!\Okay.\Well?\Despite how big this place is, it's a hidden spot people rarely come to.\That's the thing you fly with!\F-Fly? response:	Yeah, in the clouds.
context: I like you.\Today I'll show you a good place to play!\Okay.\Well?\Despite how big this place is, it's a hidden spot people rarely come to.\That's the thing you fly with!\F-Fly?\Yeah, in the clouds. response:	W-Well, let's play on the seesaw together!
context: Today I'll show you a good place to play!\Okay.\Well?\Despite how big this place is, it's a hidden spot people rarely come to.\That's the thing you fly with!\F-Fly?\Yeah, in the clouds.\W-Well, let's play on the seesaw together! response:	Sorry, sorry.
context: Okay.\Well?\Despite how big this place is, it's a hidden spot people rarely come to.\That's the thing you fly with!\F-Fly?\Yeah, in the clouds.\W-Well, let's play on the seesaw together!\Sorry, sorry. response:	Hey, watch it, you guys!
context: Well?\Despite how big this place is, it's a hidden spot people rarely come to.\That's the thing you fly with!\F-Fly?\Yeah, in the clouds.\W-Well, let's play on the seesaw together!\Sorry, sorry.\Hey, watch it, you guys! response:	What? You're frightened by a ball coming your way?
context: Despite how big this place is, it's a hidden spot people rarely come to.\That's the thing you fly with!\F-Fly?\Yeah, in the clouds.\W-Well, let's play on the seesaw together!\Sorry, sorry.\Hey, watch it, you guys!\What? You're frightened by a ball coming your way? response:	Stop that.
context: That's the thing you fly with!\F-Fly?\Yeah, in the clouds.\W-Well, let's play on the seesaw together!\Sorry, sorry.\Hey, watch it, you guys!\What? You're frightened by a ball coming your way?\Stop that. response:	Sorry, we were playing dodgeball.
context: F-Fly?\Yeah, in the clouds.\W-Well, let's play on the seesaw together!\Sorry, sorry.\Hey, watch it, you guys!\What? You're frightened by a ball coming your way?\Stop that.\Sorry, we were playing dodgeball. response:	L-Little children come here often, too, so you should stop that.
context: Yeah, in the clouds.\W-Well, let's play on the seesaw together!\Sorry, sorry.\Hey, watch it, you guys!\What? You're frightened by a ball coming your way?\Stop that.\Sorry, we were playing dodgeball.\L-Little children come here often, too, so you should stop that. response:	There's nowhere else.
context: W-Well, let's play on the seesaw together!\Sorry, sorry.\Hey, watch it, you guys!\What? You're frightened by a ball coming your way?\Stop that.\Sorry, we were playing dodgeball.\L-Little children come here often, too, so you should stop that.\There's nowhere else. response:	Whatever, we're taking over this place.
context: Sorry, sorry.\Hey, watch it, you guys!\What? You're frightened by a ball coming your way?\Stop that.\Sorry, we were playing dodgeball.\L-Little children come here often, too, so you should stop that.\There's nowhere else.\Whatever, we're taking over this place. response:	Go on home, squirts.
context: Hey, watch it, you guys!\What? You're frightened by a ball coming your way?\Stop that.\Sorry, we were playing dodgeball.\L-Little children come here often, too, so you should stop that.\There's nowhere else.\Whatever, we're taking over this place.\Go on home, squirts. response:	I told you to stop that.
context: What? You're frightened by a ball coming your way?\Stop that.\Sorry, we were playing dodgeball.\L-Little children come here often, too, so you should stop that.\There's nowhere else.\Whatever, we're taking over this place.\Go on home, squirts.\I told you to stop that. response:	I challenge you.
context: Stop that.\Sorry, we were playing dodgeball.\L-Little children come here often, too, so you should stop that.\There's nowhere else.\Whatever, we're taking over this place.\Go on home, squirts.\I told you to stop that.\I challenge you. response:	What?
context: Sorry, we were playing dodgeball.\L-Little children come here often, too, so you should stop that.\There's nowhere else.\Whatever, we're taking over this place.\Go on home, squirts.\I told you to stop that.\I challenge you.\What? response:	I challenge you to dodgeball tomorrow!
context: L-Little children come here often, too, so you should stop that.\There's nowhere else.\Whatever, we're taking over this place.\Go on home, squirts.\I told you to stop that.\I challenge you.\What?\I challenge you to dodgeball tomorrow! response:	If you lose, then give up on using this place!
context: There's nowhere else.\Whatever, we're taking over this place.\Go on home, squirts.\I told you to stop that.\I challenge you.\What?\I challenge you to dodgeball tomorrow!\If you lose, then give up on using this place! response:	You hear that?
context: Whatever, we're taking over this place.\Go on home, squirts.\I told you to stop that.\I challenge you.\What?\I challenge you to dodgeball tomorrow!\If you lose, then give up on using this place!\You hear that? response:	S-She's going to play with us!
context: Go on home, squirts.\I told you to stop that.\I challenge you.\What?\I challenge you to dodgeball tomorrow!\If you lose, then give up on using this place!\You hear that?\S-She's going to play with us! response:	Sorry. We don't have time to play with you.
context: I told you to stop that.\I challenge you.\What?\I challenge you to dodgeball tomorrow!\If you lose, then give up on using this place!\You hear that?\S-She's going to play with us!\Sorry. We don't have time to play with you. response:	My, running away?
context: I challenge you.\What?\I challenge you to dodgeball tomorrow!\If you lose, then give up on using this place!\You hear that?\S-She's going to play with us!\Sorry. We don't have time to play with you.\My, running away? response:	Are you afraid I'll discipline you all myself?
context: What?\I challenge you to dodgeball tomorrow!\If you lose, then give up on using this place!\You hear that?\S-She's going to play with us!\Sorry. We don't have time to play with you.\My, running away?\Are you afraid I'll discipline you all myself? response:	You American gorilla!
context: I challenge you to dodgeball tomorrow!\If you lose, then give up on using this place!\You hear that?\S-She's going to play with us!\Sorry. We don't have time to play with you.\My, running away?\Are you afraid I'll discipline you all myself?\You American gorilla! response:	Wh-What'd you say?!
context: If you lose, then give up on using this place!\You hear that?\S-She's going to play with us!\Sorry. We don't have time to play with you.\My, running away?\Are you afraid I'll discipline you all myself?\You American gorilla!\Wh-What'd you say?! response:	Don't listen to her.
context: You hear that?\S-She's going to play with us!\Sorry. We don't have time to play with you.\My, running away?\Are you afraid I'll discipline you all myself?\You American gorilla!\Wh-What'd you say?!\Don't listen to her. response:	You there, black-haired mama's boy!
context: S-She's going to play with us!\Sorry. We don't have time to play with you.\My, running away?\Are you afraid I'll discipline you all myself?\You American gorilla!\Wh-What'd you say?!\Don't listen to her.\You there, black-haired mama's boy! response:	Huh?
context: Sorry. We don't have time to play with you.\My, running away?\Are you afraid I'll discipline you all myself?\You American gorilla!\Wh-What'd you say?!\Don't listen to her.\You there, black-haired mama's boy!\Huh? response:	You're actually scared without your beloved mama around, aren't you?
context: My, running away?\Are you afraid I'll discipline you all myself?\You American gorilla!\Wh-What'd you say?!\Don't listen to her.\You there, black-haired mama's boy!\Huh?\You're actually scared without your beloved mama around, aren't you? response:	You should say so.
context: Are you afraid I'll discipline you all myself?\You American gorilla!\Wh-What'd you say?!\Don't listen to her.\You there, black-haired mama's boy!\Huh?\You're actually scared without your beloved mama around, aren't you?\You should say so. response:	Mama, help me!
context: You American gorilla!\Wh-What'd you say?!\Don't listen to her.\You there, black-haired mama's boy!\Huh?\You're actually scared without your beloved mama around, aren't you?\You should say so.\Mama, help me! response:	You brat!
context: Wh-What'd you say?!\Don't listen to her.\You there, black-haired mama's boy!\Huh?\You're actually scared without your beloved mama around, aren't you?\You should say so.\Mama, help me!\You brat! response:	Oh?
context: Don't listen to her.\You there, black-haired mama's boy!\Huh?\You're actually scared without your beloved mama around, aren't you?\You should say so.\Mama, help me!\You brat!\Oh? response:	I thought you weren't going to take a child seriously?
context: You there, black-haired mama's boy!\Huh?\You're actually scared without your beloved mama around, aren't you?\You should say so.\Mama, help me!\You brat!\Oh?\I thought you weren't going to take a child seriously? response:	Children.
context: Huh?\You're actually scared without your beloved mama around, aren't you?\You should say so.\Mama, help me!\You brat!\Oh?\I thought you weren't going to take a child seriously?\Children. response:	Bring it on! We'll face you!
context: You're actually scared without your beloved mama around, aren't you?\You should say so.\Mama, help me!\You brat!\Oh?\I thought you weren't going to take a child seriously?\Children.\Bring it on! We'll face you! response:	You better get ready to lose!
context: You should say so.\Mama, help me!\You brat!\Oh?\I thought you weren't going to take a child seriously?\Children.\Bring it on! We'll face you!\You better get ready to lose! response:	What do I do?
context: Mama, help me!\You brat!\Oh?\I thought you weren't going to take a child seriously?\Children.\Bring it on! We'll face you!\You better get ready to lose!\What do I do? response:	So you picked a fight and they bought it, huh?
context: You brat!\Oh?\I thought you weren't going to take a child seriously?\Children.\Bring it on! We'll face you!\You better get ready to lose!\What do I do?\So you picked a fight and they bought it, huh? response:	So, did you gather enough people?
context: Oh?\I thought you weren't going to take a child seriously?\Children.\Bring it on! We'll face you!\You better get ready to lose!\What do I do?\So you picked a fight and they bought it, huh?\So, did you gather enough people? response:	We couldn't.
context: I thought you weren't going to take a child seriously?\Children.\Bring it on! We'll face you!\You better get ready to lose!\What do I do?\So you picked a fight and they bought it, huh?\So, did you gather enough people?\We couldn't. response:	Saikawa's not popular.
context: Children.\Bring it on! We'll face you!\You better get ready to lose!\What do I do?\So you picked a fight and they bought it, huh?\So, did you gather enough people?\We couldn't.\Saikawa's not popular. response:	Sorry about that!
context: Bring it on! We'll face you!\You better get ready to lose!\What do I do?\So you picked a fight and they bought it, huh?\So, did you gather enough people?\We couldn't.\Saikawa's not popular.\Sorry about that! response:	Well, what to do, then?
context: You better get ready to lose!\What do I do?\So you picked a fight and they bought it, huh?\So, did you gather enough people?\We couldn't.\Saikawa's not popular.\Sorry about that!\Well, what to do, then? response:	I think you can still negotiate with them.
context: What do I do?\So you picked a fight and they bought it, huh?\So, did you gather enough people?\We couldn't.\Saikawa's not popular.\Sorry about that!\Well, what to do, then?\I think you can still negotiate with them. response:	No, I assure you, they should fight!
context: So you picked a fight and they bought it, huh?\So, did you gather enough people?\We couldn't.\Saikawa's not popular.\Sorry about that!\Well, what to do, then?\I think you can still negotiate with them.\No, I assure you, they should fight! response:	We can't have them taking us noble, proud dragons lightly!
context: So, did you gather enough people?\We couldn't.\Saikawa's not popular.\Sorry about that!\Well, what to do, then?\I think you can still negotiate with them.\No, I assure you, they should fight!\We can't have them taking us noble, proud dragons lightly! response:	Do you know the rules?
context: We couldn't.\Saikawa's not popular.\Sorry about that!\Well, what to do, then?\I think you can still negotiate with them.\No, I assure you, they should fight!\We can't have them taking us noble, proud dragons lightly!\Do you know the rules? response:	Yes!
context: Saikawa's not popular.\Sorry about that!\Well, what to do, then?\I think you can still negotiate with them.\No, I assure you, they should fight!\We can't have them taking us noble, proud dragons lightly!\Do you know the rules?\Yes! response:	I know them, too.
context: Sorry about that!\Well, what to do, then?\I think you can still negotiate with them.\No, I assure you, they should fight!\We can't have them taking us noble, proud dragons lightly!\Do you know the rules?\Yes!\I know them, too. response:	I've played a lot of Explosive Dodgeball.
context: Well, what to do, then?\I think you can still negotiate with them.\No, I assure you, they should fight!\We can't have them taking us noble, proud dragons lightly!\Do you know the rules?\Yes!\I know them, too.\I've played a lot of Explosive Dodgeball. response:	Explosive Dodgeball
context: I think you can still negotiate with them.\No, I assure you, they should fight!\We can't have them taking us noble, proud dragons lightly!\Do you know the rules?\Yes!\I know them, too.\I've played a lot of Explosive Dodgeball.\Explosive Dodgeball response:	This isn't that kind of game.
context: No, I assure you, they should fight!\We can't have them taking us noble, proud dragons lightly!\Do you know the rules?\Yes!\I know them, too.\I've played a lot of Explosive Dodgeball.\Explosive Dodgeball\This isn't that kind of game. response:	All right, let's do this!
context: We can't have them taking us noble, proud dragons lightly!\Do you know the rules?\Yes!\I know them, too.\I've played a lot of Explosive Dodgeball.\Explosive Dodgeball\This isn't that kind of game.\All right, let's do this! response:	Don't worry, it'll work out.
context: Do you know the rules?\Yes!\I know them, too.\I've played a lot of Explosive Dodgeball.\Explosive Dodgeball\This isn't that kind of game.\All right, let's do this!\Don't worry, it'll work out. response:	Hmm...
context: Yes!\I know them, too.\I've played a lot of Explosive Dodgeball.\Explosive Dodgeball\This isn't that kind of game.\All right, let's do this!\Don't worry, it'll work out.\Hmm... response:	- The Following Day -
context: I know them, too.\I've played a lot of Explosive Dodgeball.\Explosive Dodgeball\This isn't that kind of game.\All right, let's do this!\Don't worry, it'll work out.\Hmm...\- The Following Day - response:	What's this, squirt?!
context: I've played a lot of Explosive Dodgeball.\Explosive Dodgeball\This isn't that kind of game.\All right, let's do this!\Don't worry, it'll work out.\Hmm...\- The Following Day -\What's this, squirt?! response:	You called in friends?
context: Explosive Dodgeball\This isn't that kind of game.\All right, let's do this!\Don't worry, it'll work out.\Hmm...\- The Following Day -\What's this, squirt?!\You called in friends? response:	We won't go easy on you.
context: This isn't that kind of game.\All right, let's do this!\Don't worry, it'll work out.\Hmm...\- The Following Day -\What's this, squirt?!\You called in friends?\We won't go easy on you. response:	Tohru.
context: All right, let's do this!\Don't worry, it'll work out.\Hmm...\- The Following Day -\What's this, squirt?!\You called in friends?\We won't go easy on you.\Tohru. response:	Don't kill them.
context: Don't worry, it'll work out.\Hmm...\- The Following Day -\What's this, squirt?!\You called in friends?\We won't go easy on you.\Tohru.\Don't kill them. response:	Yes!
context: Hmm...\- The Following Day -\What's this, squirt?!\You called in friends?\We won't go easy on you.\Tohru.\Don't kill them.\Yes! response:	I could see how it would end when it started.
context: - The Following Day -\What's this, squirt?!\You called in friends?\We won't go easy on you.\Tohru.\Don't kill them.\Yes!\I could see how it would end when it started. response:	From the beginning their abilities... well, their species... were on different levels.
context: What's this, squirt?!\You called in friends?\We won't go easy on you.\Tohru.\Don't kill them.\Yes!\I could see how it would end when it started.\From the beginning their abilities... well, their species... were on different levels. response:	Sorry!
context: You called in friends?\We won't go easy on you.\Tohru.\Don't kill them.\Yes!\I could see how it would end when it started.\From the beginning their abilities... well, their species... were on different levels.\Sorry! response:	The game was beyond one-sided.
context: We won't go easy on you.\Tohru.\Don't kill them.\Yes!\I could see how it would end when it started.\From the beginning their abilities... well, their species... were on different levels.\Sorry!\The game was beyond one-sided. response:	They destroyed them.
context: Tohru.\Don't kill them.\Yes!\I could see how it would end when it started.\From the beginning their abilities... well, their species... were on different levels.\Sorry!\The game was beyond one-sided.\They destroyed them. response:	Damn it!
context: Don't kill them.\Yes!\I could see how it would end when it started.\From the beginning their abilities... well, their species... were on different levels.\Sorry!\The game was beyond one-sided.\They destroyed them.\Damn it! response:	That's not fair, jerk! You'll regret this!
context: Yes!\I could see how it would end when it started.\From the beginning their abilities... well, their species... were on different levels.\Sorry!\The game was beyond one-sided.\They destroyed them.\Damn it!\That's not fair, jerk! You'll regret this! response:	He's beat up...
context: I could see how it would end when it started.\From the beginning their abilities... well, their species... were on different levels.\Sorry!\The game was beyond one-sided.\They destroyed them.\Damn it!\That's not fair, jerk! You'll regret this!\He's beat up... response:	Kanna-san, your friends are incredible!
context: From the beginning their abilities... well, their species... were on different levels.\Sorry!\The game was beyond one-sided.\They destroyed them.\Damn it!\That's not fair, jerk! You'll regret this!\He's beat up...\Kanna-san, your friends are incredible! response:	Yeah, they're the worst scum ever.
context: Sorry!\The game was beyond one-sided.\They destroyed them.\Damn it!\That's not fair, jerk! You'll regret this!\He's beat up...\Kanna-san, your friends are incredible!\Yeah, they're the worst scum ever. response:	That phrasing may be accurate, but it's cruel.
context: The game was beyond one-sided.\They destroyed them.\Damn it!\That's not fair, jerk! You'll regret this!\He's beat up...\Kanna-san, your friends are incredible!\Yeah, they're the worst scum ever.\That phrasing may be accurate, but it's cruel. response:	I still haven't had enough.
context: They destroyed them.\Damn it!\That's not fair, jerk! You'll regret this!\He's beat up...\Kanna-san, your friends are incredible!\Yeah, they're the worst scum ever.\That phrasing may be accurate, but it's cruel.\I still haven't had enough. response:	Oh? What a coincidence. Me neither.
context: Damn it!\That's not fair, jerk! You'll regret this!\He's beat up...\Kanna-san, your friends are incredible!\Yeah, they're the worst scum ever.\That phrasing may be accurate, but it's cruel.\I still haven't had enough.\Oh? What a coincidence. Me neither. response:	Me neither.
context: That's not fair, jerk! You'll regret this!\He's beat up...\Kanna-san, your friends are incredible!\Yeah, they're the worst scum ever.\That phrasing may be accurate, but it's cruel.\I still haven't had enough.\Oh? What a coincidence. Me neither.\Me neither. response:	That reminds me...
context: He's beat up...\Kanna-san, your friends are incredible!\Yeah, they're the worst scum ever.\That phrasing may be accurate, but it's cruel.\I still haven't had enough.\Oh? What a coincidence. Me neither.\Me neither.\That reminds me... response:	I've yet to win against you two, haven't I?
context: Kanna-san, your friends are incredible!\Yeah, they're the worst scum ever.\That phrasing may be accurate, but it's cruel.\I still haven't had enough.\Oh? What a coincidence. Me neither.\Me neither.\That reminds me...\I've yet to win against you two, haven't I? response:	Are you going to surpass us today?
context: Yeah, they're the worst scum ever.\That phrasing may be accurate, but it's cruel.\I still haven't had enough.\Oh? What a coincidence. Me neither.\Me neither.\That reminds me...\I've yet to win against you two, haven't I?\Are you going to surpass us today? response:	Bring it on.
