context: Episode 5 response:	*Decisions
context: I was really happy.\Is that what you were thinking all this time?\Don't cry dammit, it's embarrassing.\I didn't realize you were thinking the same thing.\Well, I thought I knew Sadako pretty well,\but I guess we were getting upset because we only thought we did.\Then again, there are things we don't know about each other too.\Yano-chin, there's something important that we haven't talked to Sadako about. response:	Sadako doesn't know that we feel this way either, does she?
context: Is that what you were thinking all this time?\Don't cry dammit, it's embarrassing.\I didn't realize you were thinking the same thing.\Well, I thought I knew Sadako pretty well,\but I guess we were getting upset because we only thought we did.\Then again, there are things we don't know about each other too.\Yano-chin, there's something important that we haven't talked to Sadako about.\Sadako doesn't know that we feel this way either, does she? response:	What she meant by sorry,”
context: Don't cry dammit, it's embarrassing.\I didn't realize you were thinking the same thing.\Well, I thought I knew Sadako pretty well,\but I guess we were getting upset because we only thought we did.\Then again, there are things we don't know about each other too.\Yano-chin, there's something important that we haven't talked to Sadako about.\Sadako doesn't know that we feel this way either, does she?\What she meant by sorry,” response:	or not friends,”
context: I didn't realize you were thinking the same thing.\Well, I thought I knew Sadako pretty well,\but I guess we were getting upset because we only thought we did.\Then again, there are things we don't know about each other too.\Yano-chin, there's something important that we haven't talked to Sadako about.\Sadako doesn't know that we feel this way either, does she?\What she meant by sorry,”\or not friends,” response:	or the rest of what she was saying...
context: Well, I thought I knew Sadako pretty well,\but I guess we were getting upset because we only thought we did.\Then again, there are things we don't know about each other too.\Yano-chin, there's something important that we haven't talked to Sadako about.\Sadako doesn't know that we feel this way either, does she?\What she meant by sorry,”\or not friends,”\or the rest of what she was saying... response:	What do you think she would have said?
context: but I guess we were getting upset because we only thought we did.\Then again, there are things we don't know about each other too.\Yano-chin, there's something important that we haven't talked to Sadako about.\Sadako doesn't know that we feel this way either, does she?\What she meant by sorry,”\or not friends,”\or the rest of what she was saying...\What do you think she would have said? response:	I didn't think we'd ever get involved with her at all.
context: Then again, there are things we don't know about each other too.\Yano-chin, there's something important that we haven't talked to Sadako about.\Sadako doesn't know that we feel this way either, does she?\What she meant by sorry,”\or not friends,”\or the rest of what she was saying...\What do you think she would have said?\I didn't think we'd ever get involved with her at all. response:	Now we're thinking about her constantly.
context: Yano-chin, there's something important that we haven't talked to Sadako about.\Sadako doesn't know that we feel this way either, does she?\What she meant by sorry,”\or not friends,”\or the rest of what she was saying...\What do you think she would have said?\I didn't think we'd ever get involved with her at all.\Now we're thinking about her constantly. response:	Seriously.
context: Sadako doesn't know that we feel this way either, does she?\What she meant by sorry,”\or not friends,”\or the rest of what she was saying...\What do you think she would have said?\I didn't think we'd ever get involved with her at all.\Now we're thinking about her constantly.\Seriously. response:	How much does she need to frustrate us?
context: What she meant by sorry,”\or not friends,”\or the rest of what she was saying...\What do you think she would have said?\I didn't think we'd ever get involved with her at all.\Now we're thinking about her constantly.\Seriously.\How much does she need to frustrate us? response:	Look how much we think about her.
context: or not friends,”\or the rest of what she was saying...\What do you think she would have said?\I didn't think we'd ever get involved with her at all.\Now we're thinking about her constantly.\Seriously.\How much does she need to frustrate us?\Look how much we think about her. response:	We must really love her.
context: or the rest of what she was saying...\What do you think she would have said?\I didn't think we'd ever get involved with her at all.\Now we're thinking about her constantly.\Seriously.\How much does she need to frustrate us?\Look how much we think about her.\We must really love her. response:	We said we weren't sure if we were friends,
context: What do you think she would have said?\I didn't think we'd ever get involved with her at all.\Now we're thinking about her constantly.\Seriously.\How much does she need to frustrate us?\Look how much we think about her.\We must really love her.\We said we weren't sure if we were friends, response:	but really, we're totally friends.
context: I didn't think we'd ever get involved with her at all.\Now we're thinking about her constantly.\Seriously.\How much does she need to frustrate us?\Look how much we think about her.\We must really love her.\We said we weren't sure if we were friends,\but really, we're totally friends. response:	I mean, look at how much we think about her.
context: Now we're thinking about her constantly.\Seriously.\How much does she need to frustrate us?\Look how much we think about her.\We must really love her.\We said we weren't sure if we were friends,\but really, we're totally friends.\I mean, look at how much we think about her. response:	I can't know how someone else is feeling unless I ask.
context: Seriously.\How much does she need to frustrate us?\Look how much we think about her.\We must really love her.\We said we weren't sure if we were friends,\but really, we're totally friends.\I mean, look at how much we think about her.\I can't know how someone else is feeling unless I ask. response:	Other people won't know how I'm feeling unless I tell them.
context: How much does she need to frustrate us?\Look how much we think about her.\We must really love her.\We said we weren't sure if we were friends,\but really, we're totally friends.\I mean, look at how much we think about her.\I can't know how someone else is feeling unless I ask.\Other people won't know how I'm feeling unless I tell them. response:	We want to know because we don't know.
context: Look how much we think about her.\We must really love her.\We said we weren't sure if we were friends,\but really, we're totally friends.\I mean, look at how much we think about her.\I can't know how someone else is feeling unless I ask.\Other people won't know how I'm feeling unless I tell them.\We want to know because we don't know. response:	I'm glad I can think that way.
context: We must really love her.\We said we weren't sure if we were friends,\but really, we're totally friends.\I mean, look at how much we think about her.\I can't know how someone else is feeling unless I ask.\Other people won't know how I'm feeling unless I tell them.\We want to know because we don't know.\I'm glad I can think that way. response:	I'm glad I can feel that way,
context: We said we weren't sure if we were friends,\but really, we're totally friends.\I mean, look at how much we think about her.\I can't know how someone else is feeling unless I ask.\Other people won't know how I'm feeling unless I tell them.\We want to know because we don't know.\I'm glad I can think that way.\I'm glad I can feel that way, response:	to have met people that make me think that way.
context: but really, we're totally friends.\I mean, look at how much we think about her.\I can't know how someone else is feeling unless I ask.\Other people won't know how I'm feeling unless I tell them.\We want to know because we don't know.\I'm glad I can think that way.\I'm glad I can feel that way,\to have met people that make me think that way. response:	let me talk to you...”
context: I mean, look at how much we think about her.\I can't know how someone else is feeling unless I ask.\Other people won't know how I'm feeling unless I tell them.\We want to know because we don't know.\I'm glad I can think that way.\I'm glad I can feel that way,\to have met people that make me think that way.\let me talk to you...” response:	But they'll probably be studying for the exam during the break.
context: I can't know how someone else is feeling unless I ask.\Other people won't know how I'm feeling unless I tell them.\We want to know because we don't know.\I'm glad I can think that way.\I'm glad I can feel that way,\to have met people that make me think that way.\let me talk to you...”\But they'll probably be studying for the exam during the break. response:	After school?
context: Other people won't know how I'm feeling unless I tell them.\We want to know because we don't know.\I'm glad I can think that way.\I'm glad I can feel that way,\to have met people that make me think that way.\let me talk to you...”\But they'll probably be studying for the exam during the break.\After school? response:	They'll probably be studying then too.
context: We want to know because we don't know.\I'm glad I can think that way.\I'm glad I can feel that way,\to have met people that make me think that way.\let me talk to you...”\But they'll probably be studying for the exam during the break.\After school?\They'll probably be studying then too. response:	Do you hear something from over there?
context: I'm glad I can think that way.\I'm glad I can feel that way,\to have met people that make me think that way.\let me talk to you...”\But they'll probably be studying for the exam during the break.\After school?\They'll probably be studying then too.\Do you hear something from over there? response:	Stop it, please.
context: I'm glad I can feel that way,\to have met people that make me think that way.\let me talk to you...”\But they'll probably be studying for the exam during the break.\After school?\They'll probably be studying then too.\Do you hear something from over there?\Stop it, please. response:	I'm nervous, but I don't mind it.
context: to have met people that make me think that way.\let me talk to you...”\But they'll probably be studying for the exam during the break.\After school?\They'll probably be studying then too.\Do you hear something from over there?\Stop it, please.\I'm nervous, but I don't mind it. response:	You already have someone you can talk to.
context: let me talk to you...”\But they'll probably be studying for the exam during the break.\After school?\They'll probably be studying then too.\Do you hear something from over there?\Stop it, please.\I'm nervous, but I don't mind it.\You already have someone you can talk to. response:	I have someone I can talk to.
context: But they'll probably be studying for the exam during the break.\After school?\They'll probably be studying then too.\Do you hear something from over there?\Stop it, please.\I'm nervous, but I don't mind it.\You already have someone you can talk to.\I have someone I can talk to. response:	I have people that'll listen to me.
context: After school?\They'll probably be studying then too.\Do you hear something from over there?\Stop it, please.\I'm nervous, but I don't mind it.\You already have someone you can talk to.\I have someone I can talk to.\I have people that'll listen to me. response:	Shit, I'm really screwed for the exam today.
context: They'll probably be studying then too.\Do you hear something from over there?\Stop it, please.\I'm nervous, but I don't mind it.\You already have someone you can talk to.\I have someone I can talk to.\I have people that'll listen to me.\Shit, I'm really screwed for the exam today. response:	Me too.
context: Do you hear something from over there?\Stop it, please.\I'm nervous, but I don't mind it.\You already have someone you can talk to.\I have someone I can talk to.\I have people that'll listen to me.\Shit, I'm really screwed for the exam today.\Me too. response:	Oh no.
context: Stop it, please.\I'm nervous, but I don't mind it.\You already have someone you can talk to.\I have someone I can talk to.\I have people that'll listen to me.\Shit, I'm really screwed for the exam today.\Me too.\Oh no. response:	I spent too much time here thinking.
context: I'm nervous, but I don't mind it.\You already have someone you can talk to.\I have someone I can talk to.\I have people that'll listen to me.\Shit, I'm really screwed for the exam today.\Me too.\Oh no.\I spent too much time here thinking. response:	Oh yeah, remember that rumor about Sadako?
context: You already have someone you can talk to.\I have someone I can talk to.\I have people that'll listen to me.\Shit, I'm really screwed for the exam today.\Me too.\Oh no.\I spent too much time here thinking.\Oh yeah, remember that rumor about Sadako? response:	About Yano and Yoshida backing her up?
context: I have someone I can talk to.\I have people that'll listen to me.\Shit, I'm really screwed for the exam today.\Me too.\Oh no.\I spent too much time here thinking.\Oh yeah, remember that rumor about Sadako?\About Yano and Yoshida backing her up? response:	The rumor.
context: I have people that'll listen to me.\Shit, I'm really screwed for the exam today.\Me too.\Oh no.\I spent too much time here thinking.\Oh yeah, remember that rumor about Sadako?\About Yano and Yoshida backing her up?\The rumor. response:	Well, apparently
context: Shit, I'm really screwed for the exam today.\Me too.\Oh no.\I spent too much time here thinking.\Oh yeah, remember that rumor about Sadako?\About Yano and Yoshida backing her up?\The rumor.\Well, apparently response:	T-That's a mistake.
context: Me too.\Oh no.\I spent too much time here thinking.\Oh yeah, remember that rumor about Sadako?\About Yano and Yoshida backing her up?\The rumor.\Well, apparently\T-That's a mistake. response:	Yano-san and Yoshida-san aren't backing me up.
context: Oh no.\I spent too much time here thinking.\Oh yeah, remember that rumor about Sadako?\About Yano and Yoshida backing her up?\The rumor.\Well, apparently\T-That's a mistake.\Yano-san and Yoshida-san aren't backing me up. response:	That's a lie.
context: I spent too much time here thinking.\Oh yeah, remember that rumor about Sadako?\About Yano and Yoshida backing her up?\The rumor.\Well, apparently\T-That's a mistake.\Yano-san and Yoshida-san aren't backing me up.\That's a lie. response:	Yano-san and Yoshida-san are nice people.
context: Oh yeah, remember that rumor about Sadako?\About Yano and Yoshida backing her up?\The rumor.\Well, apparently\T-That's a mistake.\Yano-san and Yoshida-san aren't backing me up.\That's a lie.\Yano-san and Yoshida-san are nice people. response:	Here we go again.
context: About Yano and Yoshida backing her up?\The rumor.\Well, apparently\T-That's a mistake.\Yano-san and Yoshida-san aren't backing me up.\That's a lie.\Yano-san and Yoshida-san are nice people.\Here we go again. response:	Nice people”? What the hell is she talking about?
context: The rumor.\Well, apparently\T-That's a mistake.\Yano-san and Yoshida-san aren't backing me up.\That's a lie.\Yano-san and Yoshida-san are nice people.\Here we go again.\Nice people”? What the hell is she talking about? response:	I think she wants to talk to us.
context: Well, apparently\T-That's a mistake.\Yano-san and Yoshida-san aren't backing me up.\That's a lie.\Yano-san and Yoshida-san are nice people.\Here we go again.\Nice people”? What the hell is she talking about?\I think she wants to talk to us. response:	She's sorta glaring at us, isn't she?
context: T-That's a mistake.\Yano-san and Yoshida-san aren't backing me up.\That's a lie.\Yano-san and Yoshida-san are nice people.\Here we go again.\Nice people”? What the hell is she talking about?\I think she wants to talk to us.\She's sorta glaring at us, isn't she? response:	This is what I always look like.
context: Yano-san and Yoshida-san aren't backing me up.\That's a lie.\Yano-san and Yoshida-san are nice people.\Here we go again.\Nice people”? What the hell is she talking about?\I think she wants to talk to us.\She's sorta glaring at us, isn't she?\This is what I always look like. response:	Like I said, Yano-san and Yoshida
context: That's a lie.\Yano-san and Yoshida-san are nice people.\Here we go again.\Nice people”? What the hell is she talking about?\I think she wants to talk to us.\She's sorta glaring at us, isn't she?\This is what I always look like.\Like I said, Yano-san and Yoshida response:	Shut up, dammit.
context: Yano-san and Yoshida-san are nice people.\Here we go again.\Nice people”? What the hell is she talking about?\I think she wants to talk to us.\She's sorta glaring at us, isn't she?\This is what I always look like.\Like I said, Yano-san and Yoshida\Shut up, dammit. response:	I know, Yoshida and Yano, right?
context: Here we go again.\Nice people”? What the hell is she talking about?\I think she wants to talk to us.\She's sorta glaring at us, isn't she?\This is what I always look like.\Like I said, Yano-san and Yoshida\Shut up, dammit.\I know, Yoshida and Yano, right? response:	You do?
context: Nice people”? What the hell is she talking about?\I think she wants to talk to us.\She's sorta glaring at us, isn't she?\This is what I always look like.\Like I said, Yano-san and Yoshida\Shut up, dammit.\I know, Yoshida and Yano, right?\You do? response:	The criminal and the slut.
context: I think she wants to talk to us.\She's sorta glaring at us, isn't she?\This is what I always look like.\Like I said, Yano-san and Yoshida\Shut up, dammit.\I know, Yoshida and Yano, right?\You do?\The criminal and the slut. response:	Mistakes to be fixed
context: She's sorta glaring at us, isn't she?\This is what I always look like.\Like I said, Yano-san and Yoshida\Shut up, dammit.\I know, Yoshida and Yano, right?\You do?\The criminal and the slut.\Mistakes to be fixed response:	Feelings unyielding
context: This is what I always look like.\Like I said, Yano-san and Yoshida\Shut up, dammit.\I know, Yoshida and Yano, right?\You do?\The criminal and the slut.\Mistakes to be fixed\Feelings unyielding response:	Next episode: Friends
