context: Give me a status report! response:	Ships from Le Garite and De Metrio are exchanging fire.
context: Then I must trust him, more than anyone!\Regardless of how badly I want to kill this bastard!\Lord Villagiulio...\Lady Grania!\What is it?!\A ship is emerging from warp up ahead!\More enemy ships?!\Why are you being so shy right now? response:	Quit hiding and show yourself!
context: Regardless of how badly I want to kill this bastard!\Lord Villagiulio...\Lady Grania!\What is it?!\A ship is emerging from warp up ahead!\More enemy ships?!\Why are you being so shy right now?\Quit hiding and show yourself! response:	Come on, I'm willing to listen to what you want to do with the Polyhedron, just like old times!
context: Lord Villagiulio...\Lady Grania!\What is it?!\A ship is emerging from warp up ahead!\More enemy ships?!\Why are you being so shy right now?\Quit hiding and show yourself!\Come on, I'm willing to listen to what you want to do with the Polyhedron, just like old times! response:	Damn!
context: Lady Grania!\What is it?!\A ship is emerging from warp up ahead!\More enemy ships?!\Why are you being so shy right now?\Quit hiding and show yourself!\Come on, I'm willing to listen to what you want to do with the Polyhedron, just like old times!\Damn! response:	You owe me one.
context: What is it?!\A ship is emerging from warp up ahead!\More enemy ships?!\Why are you being so shy right now?\Quit hiding and show yourself!\Come on, I'm willing to listen to what you want to do with the Polyhedron, just like old times!\Damn!\You owe me one. response:	That you, Izo?!
context: A ship is emerging from warp up ahead!\More enemy ships?!\Why are you being so shy right now?\Quit hiding and show yourself!\Come on, I'm willing to listen to what you want to do with the Polyhedron, just like old times!\Damn!\You owe me one.\That you, Izo?! response:	Great, who is it this time?
context: More enemy ships?!\Why are you being so shy right now?\Quit hiding and show yourself!\Come on, I'm willing to listen to what you want to do with the Polyhedron, just like old times!\Damn!\You owe me one.\That you, Izo?!\Great, who is it this time? response:	That's some pretty sorry flying for the king of De Metrio.
context: Why are you being so shy right now?\Quit hiding and show yourself!\Come on, I'm willing to listen to what you want to do with the Polyhedron, just like old times!\Damn!\You owe me one.\That you, Izo?!\Great, who is it this time?\That's some pretty sorry flying for the king of De Metrio. response:	Lax Lestorine Ha Kirius, here to assist in the name of honor.
context: Quit hiding and show yourself!\Come on, I'm willing to listen to what you want to do with the Polyhedron, just like old times!\Damn!\You owe me one.\That you, Izo?!\Great, who is it this time?\That's some pretty sorry flying for the king of De Metrio.\Lax Lestorine Ha Kirius, here to assist in the name of honor. response:	What're you guys doing?
context: Come on, I'm willing to listen to what you want to do with the Polyhedron, just like old times!\Damn!\You owe me one.\That you, Izo?!\Great, who is it this time?\That's some pretty sorry flying for the king of De Metrio.\Lax Lestorine Ha Kirius, here to assist in the name of honor.\What're you guys doing? response:	Who asked for your help?
context: Damn!\You owe me one.\That you, Izo?!\Great, who is it this time?\That's some pretty sorry flying for the king of De Metrio.\Lax Lestorine Ha Kirius, here to assist in the name of honor.\What're you guys doing?\Who asked for your help? response:	Don't get the wrong idea.
context: You owe me one.\That you, Izo?!\Great, who is it this time?\That's some pretty sorry flying for the king of De Metrio.\Lax Lestorine Ha Kirius, here to assist in the name of honor.\What're you guys doing?\Who asked for your help?\Don't get the wrong idea. response:	I'm only here to protect Kamogawa.
context: That you, Izo?!\Great, who is it this time?\That's some pretty sorry flying for the king of De Metrio.\Lax Lestorine Ha Kirius, here to assist in the name of honor.\What're you guys doing?\Who asked for your help?\Don't get the wrong idea.\I'm only here to protect Kamogawa. response:	Kamogawa?!
context: Great, who is it this time?\That's some pretty sorry flying for the king of De Metrio.\Lax Lestorine Ha Kirius, here to assist in the name of honor.\What're you guys doing?\Who asked for your help?\Don't get the wrong idea.\I'm only here to protect Kamogawa.\Kamogawa?! response:	I don't want this ocean to meet the same fate as De Metrio.
context: That's some pretty sorry flying for the king of De Metrio.\Lax Lestorine Ha Kirius, here to assist in the name of honor.\What're you guys doing?\Who asked for your help?\Don't get the wrong idea.\I'm only here to protect Kamogawa.\Kamogawa?!\I don't want this ocean to meet the same fate as De Metrio. response:	What a coincidence.
context: Lax Lestorine Ha Kirius, here to assist in the name of honor.\What're you guys doing?\Who asked for your help?\Don't get the wrong idea.\I'm only here to protect Kamogawa.\Kamogawa?!\I don't want this ocean to meet the same fate as De Metrio.\What a coincidence. response:	Same as us.
context: What're you guys doing?\Who asked for your help?\Don't get the wrong idea.\I'm only here to protect Kamogawa.\Kamogawa?!\I don't want this ocean to meet the same fate as De Metrio.\What a coincidence.\Same as us. response:	We knew a battle had begun
context: Who asked for your help?\Don't get the wrong idea.\I'm only here to protect Kamogawa.\Kamogawa?!\I don't want this ocean to meet the same fate as De Metrio.\What a coincidence.\Same as us.\We knew a battle had begun response:	when we first came out of warp.
context: Don't get the wrong idea.\I'm only here to protect Kamogawa.\Kamogawa?!\I don't want this ocean to meet the same fate as De Metrio.\What a coincidence.\Same as us.\We knew a battle had begun\when we first came out of warp. response:	That's when Kirius said we were heading back to Earth.
context: I'm only here to protect Kamogawa.\Kamogawa?!\I don't want this ocean to meet the same fate as De Metrio.\What a coincidence.\Same as us.\We knew a battle had begun\when we first came out of warp.\That's when Kirius said we were heading back to Earth. response:	He started threatening
context: Kamogawa?!\I don't want this ocean to meet the same fate as De Metrio.\What a coincidence.\Same as us.\We knew a battle had begun\when we first came out of warp.\That's when Kirius said we were heading back to Earth.\He started threatening response:	the captain of the spaceship to turn back.
context: I don't want this ocean to meet the same fate as De Metrio.\What a coincidence.\Same as us.\We knew a battle had begun\when we first came out of warp.\That's when Kirius said we were heading back to Earth.\He started threatening\the captain of the spaceship to turn back. response:	I didn't threaten him, I convinced him.
context: What a coincidence.\Same as us.\We knew a battle had begun\when we first came out of warp.\That's when Kirius said we were heading back to Earth.\He started threatening\the captain of the spaceship to turn back.\I didn't threaten him, I convinced him. response:	Right...
context: Same as us.\We knew a battle had begun\when we first came out of warp.\That's when Kirius said we were heading back to Earth.\He started threatening\the captain of the spaceship to turn back.\I didn't threaten him, I convinced him.\Right... response:	You convinced him by sticking a sword to his throat.
context: We knew a battle had begun\when we first came out of warp.\That's when Kirius said we were heading back to Earth.\He started threatening\the captain of the spaceship to turn back.\I didn't threaten him, I convinced him.\Right...\You convinced him by sticking a sword to his throat. response:	Relax.
context: when we first came out of warp.\That's when Kirius said we were heading back to Earth.\He started threatening\the captain of the spaceship to turn back.\I didn't threaten him, I convinced him.\Right...\You convinced him by sticking a sword to his throat.\Relax. response:	We won't get in the way of any direct talks
context: That's when Kirius said we were heading back to Earth.\He started threatening\the captain of the spaceship to turn back.\I didn't threaten him, I convinced him.\Right...\You convinced him by sticking a sword to his throat.\Relax.\We won't get in the way of any direct talks response:	between you two monarchs.
context: He started threatening\the captain of the spaceship to turn back.\I didn't threaten him, I convinced him.\Right...\You convinced him by sticking a sword to his throat.\Relax.\We won't get in the way of any direct talks\between you two monarchs. response:	Let's go!
context: the captain of the spaceship to turn back.\I didn't threaten him, I convinced him.\Right...\You convinced him by sticking a sword to his throat.\Relax.\We won't get in the way of any direct talks\between you two monarchs.\Let's go! response:	We won't allow anyone to destroy Kamogawa!
context: I didn't threaten him, I convinced him.\Right...\You convinced him by sticking a sword to his throat.\Relax.\We won't get in the way of any direct talks\between you two monarchs.\Let's go!\We won't allow anyone to destroy Kamogawa! response:	Feel the power of my swordsmanship
context: Right...\You convinced him by sticking a sword to his throat.\Relax.\We won't get in the way of any direct talks\between you two monarchs.\Let's go!\We won't allow anyone to destroy Kamogawa!\Feel the power of my swordsmanship response:	polished by the wild seas!
context: You convinced him by sticking a sword to his throat.\Relax.\We won't get in the way of any direct talks\between you two monarchs.\Let's go!\We won't allow anyone to destroy Kamogawa!\Feel the power of my swordsmanship\polished by the wild seas! response:	What's your next move, Dizelmine?
context: Relax.\We won't get in the way of any direct talks\between you two monarchs.\Let's go!\We won't allow anyone to destroy Kamogawa!\Feel the power of my swordsmanship\polished by the wild seas!\What's your next move, Dizelmine? response:	It's just the two of us now.
context: We won't get in the way of any direct talks\between you two monarchs.\Let's go!\We won't allow anyone to destroy Kamogawa!\Feel the power of my swordsmanship\polished by the wild seas!\What's your next move, Dizelmine?\It's just the two of us now. response:	What do you say, let's be honest with each other?
context: between you two monarchs.\Let's go!\We won't allow anyone to destroy Kamogawa!\Feel the power of my swordsmanship\polished by the wild seas!\What's your next move, Dizelmine?\It's just the two of us now.\What do you say, let's be honest with each other? response:	Luckily, Moid's not here.
context: Let's go!\We won't allow anyone to destroy Kamogawa!\Feel the power of my swordsmanship\polished by the wild seas!\What's your next move, Dizelmine?\It's just the two of us now.\What do you say, let's be honest with each other?\Luckily, Moid's not here. response:	Moid? What are you talking about?
context: We won't allow anyone to destroy Kamogawa!\Feel the power of my swordsmanship\polished by the wild seas!\What's your next move, Dizelmine?\It's just the two of us now.\What do you say, let's be honest with each other?\Luckily, Moid's not here.\Moid? What are you talking about? response:	Don't try to hide it.
context: Feel the power of my swordsmanship\polished by the wild seas!\What's your next move, Dizelmine?\It's just the two of us now.\What do you say, let's be honest with each other?\Luckily, Moid's not here.\Moid? What are you talking about?\Don't try to hide it. response:	We have intel.
context: polished by the wild seas!\What's your next move, Dizelmine?\It's just the two of us now.\What do you say, let's be honest with each other?\Luckily, Moid's not here.\Moid? What are you talking about?\Don't try to hide it.\We have intel. response:	What's he been telling you this time-?
context: What's your next move, Dizelmine?\It's just the two of us now.\What do you say, let's be honest with each other?\Luckily, Moid's not here.\Moid? What are you talking about?\Don't try to hide it.\We have intel.\What's he been telling you this time-? response:	Are you insinuating that he made me do this?
context: It's just the two of us now.\What do you say, let's be honest with each other?\Luckily, Moid's not here.\Moid? What are you talking about?\Don't try to hide it.\We have intel.\What's he been telling you this time-?\Are you insinuating that he made me do this? response:	Dizel...
context: What do you say, let's be honest with each other?\Luckily, Moid's not here.\Moid? What are you talking about?\Don't try to hide it.\We have intel.\What's he been telling you this time-?\Are you insinuating that he made me do this?\Dizel... response:	It was all my own decision!
context: Luckily, Moid's not here.\Moid? What are you talking about?\Don't try to hide it.\We have intel.\What's he been telling you this time-?\Are you insinuating that he made me do this?\Dizel...\It was all my own decision! response:	A mode change?!
context: Moid? What are you talking about?\Don't try to hide it.\We have intel.\What's he been telling you this time-?\Are you insinuating that he made me do this?\Dizel...\It was all my own decision!\A mode change?! response:	I'm getting a Vox reading that's not in our database!
context: Don't try to hide it.\We have intel.\What's he been telling you this time-?\Are you insinuating that he made me do this?\Dizel...\It was all my own decision!\A mode change?!\I'm getting a Vox reading that's not in our database! response:	What?!
context: We have intel.\What's he been telling you this time-?\Are you insinuating that he made me do this?\Dizel...\It was all my own decision!\A mode change?!\I'm getting a Vox reading that's not in our database!\What?! response:	Are you sure it's not a sensor error?
context: What's he been telling you this time-?\Are you insinuating that he made me do this?\Dizel...\It was all my own decision!\A mode change?!\I'm getting a Vox reading that's not in our database!\What?!\Are you sure it's not a sensor error? response:	No, I'm positive!
context: Are you insinuating that he made me do this?\Dizel...\It was all my own decision!\A mode change?!\I'm getting a Vox reading that's not in our database!\What?!\Are you sure it's not a sensor error?\No, I'm positive! response:	Are you saying there's another Vox aside from Yurikano's Core?
context: Dizel...\It was all my own decision!\A mode change?!\I'm getting a Vox reading that's not in our database!\What?!\Are you sure it's not a sensor error?\No, I'm positive!\Are you saying there's another Vox aside from Yurikano's Core? response:	Do you realize what you've done?!
context: It was all my own decision!\A mode change?!\I'm getting a Vox reading that's not in our database!\What?!\Are you sure it's not a sensor error?\No, I'm positive!\Are you saying there's another Vox aside from Yurikano's Core?\Do you realize what you've done?! response:	Do you really want to control this world so badly?!
context: A mode change?!\I'm getting a Vox reading that's not in our database!\What?!\Are you sure it's not a sensor error?\No, I'm positive!\Are you saying there's another Vox aside from Yurikano's Core?\Do you realize what you've done?!\Do you really want to control this world so badly?! response:	I listened to your plan to achieve peace through talks.
context: I'm getting a Vox reading that's not in our database!\What?!\Are you sure it's not a sensor error?\No, I'm positive!\Are you saying there's another Vox aside from Yurikano's Core?\Do you realize what you've done?!\Do you really want to control this world so badly?!\I listened to your plan to achieve peace through talks. response:	Not just once, but twice.
context: What?!\Are you sure it's not a sensor error?\No, I'm positive!\Are you saying there's another Vox aside from Yurikano's Core?\Do you realize what you've done?!\Do you really want to control this world so badly?!\I listened to your plan to achieve peace through talks.\Not just once, but twice. response:	But to me, your vision of the future holds nothing but flaws,
context: Are you sure it's not a sensor error?\No, I'm positive!\Are you saying there's another Vox aside from Yurikano's Core?\Do you realize what you've done?!\Do you really want to control this world so badly?!\I listened to your plan to achieve peace through talks.\Not just once, but twice.\But to me, your vision of the future holds nothing but flaws, response:	and will end in failure.
context: No, I'm positive!\Are you saying there's another Vox aside from Yurikano's Core?\Do you realize what you've done?!\Do you really want to control this world so badly?!\I listened to your plan to achieve peace through talks.\Not just once, but twice.\But to me, your vision of the future holds nothing but flaws,\and will end in failure. response:	What's needed is power!
context: Are you saying there's another Vox aside from Yurikano's Core?\Do you realize what you've done?!\Do you really want to control this world so badly?!\I listened to your plan to achieve peace through talks.\Not just once, but twice.\But to me, your vision of the future holds nothing but flaws,\and will end in failure.\What's needed is power! response:	You intend to create the world by yourself?!
context: Do you realize what you've done?!\Do you really want to control this world so badly?!\I listened to your plan to achieve peace through talks.\Not just once, but twice.\But to me, your vision of the future holds nothing but flaws,\and will end in failure.\What's needed is power!\You intend to create the world by yourself?! response:	You need to listen to other opinions
context: Do you really want to control this world so badly?!\I listened to your plan to achieve peace through talks.\Not just once, but twice.\But to me, your vision of the future holds nothing but flaws,\and will end in failure.\What's needed is power!\You intend to create the world by yourself?!\You need to listen to other opinions response:	I have no need of other opinions!
context: I listened to your plan to achieve peace through talks.\Not just once, but twice.\But to me, your vision of the future holds nothing but flaws,\and will end in failure.\What's needed is power!\You intend to create the world by yourself?!\You need to listen to other opinions\I have no need of other opinions! response:	Especially not from the likes of you, who's only interested in personal gain!
context: Not just once, but twice.\But to me, your vision of the future holds nothing but flaws,\and will end in failure.\What's needed is power!\You intend to create the world by yourself?!\You need to listen to other opinions\I have no need of other opinions!\Especially not from the likes of you, who's only interested in personal gain! response:	Big Brother! Are you all right?!
context: But to me, your vision of the future holds nothing but flaws,\and will end in failure.\What's needed is power!\You intend to create the world by yourself?!\You need to listen to other opinions\I have no need of other opinions!\Especially not from the likes of you, who's only interested in personal gain!\Big Brother! Are you all right?! response:	Yeah...
context: and will end in failure.\What's needed is power!\You intend to create the world by yourself?!\You need to listen to other opinions\I have no need of other opinions!\Especially not from the likes of you, who's only interested in personal gain!\Big Brother! Are you all right?!\Yeah... response:	Of course, nothing I say will convince you, when I look like this.
context: What's needed is power!\You intend to create the world by yourself?!\You need to listen to other opinions\I have no need of other opinions!\Especially not from the likes of you, who's only interested in personal gain!\Big Brother! Are you all right?!\Yeah...\Of course, nothing I say will convince you, when I look like this. response:	Madoka...
context: You intend to create the world by yourself?!\You need to listen to other opinions\I have no need of other opinions!\Especially not from the likes of you, who's only interested in personal gain!\Big Brother! Are you all right?!\Yeah...\Of course, nothing I say will convince you, when I look like this.\Madoka... response:	Laffinty...
context: You need to listen to other opinions\I have no need of other opinions!\Especially not from the likes of you, who's only interested in personal gain!\Big Brother! Are you all right?!\Yeah...\Of course, nothing I say will convince you, when I look like this.\Madoka...\Laffinty... response:	Hold on, this is between me and...
context: I have no need of other opinions!\Especially not from the likes of you, who's only interested in personal gain!\Big Brother! Are you all right?!\Yeah...\Of course, nothing I say will convince you, when I look like this.\Madoka...\Laffinty...\Hold on, this is between me and... response:	No, Big Brother.
context: Especially not from the likes of you, who's only interested in personal gain!\Big Brother! Are you all right?!\Yeah...\Of course, nothing I say will convince you, when I look like this.\Madoka...\Laffinty...\Hold on, this is between me and...\No, Big Brother. response:	This is also our problem now.
context: Big Brother! Are you all right?!\Yeah...\Of course, nothing I say will convince you, when I look like this.\Madoka...\Laffinty...\Hold on, this is between me and...\No, Big Brother.\This is also our problem now. response:	Brother, please stop this.
context: Yeah...\Of course, nothing I say will convince you, when I look like this.\Madoka...\Laffinty...\Hold on, this is between me and...\No, Big Brother.\This is also our problem now.\Brother, please stop this. response:	Laffinty...
context: Of course, nothing I say will convince you, when I look like this.\Madoka...\Laffinty...\Hold on, this is between me and...\No, Big Brother.\This is also our problem now.\Brother, please stop this.\Laffinty... response:	It's not like you to do things this way!
context: Madoka...\Laffinty...\Hold on, this is between me and...\No, Big Brother.\This is also our problem now.\Brother, please stop this.\Laffinty...\It's not like you to do things this way! response:	You love peace more than anyone.
context: Laffinty...\Hold on, this is between me and...\No, Big Brother.\This is also our problem now.\Brother, please stop this.\Laffinty...\It's not like you to do things this way!\You love peace more than anyone. response:	More than anyone,
context: Hold on, this is between me and...\No, Big Brother.\This is also our problem now.\Brother, please stop this.\Laffinty...\It's not like you to do things this way!\You love peace more than anyone.\More than anyone, response:	you wished happiness for the people of Le Garite and the Polyhedron!
context: No, Big Brother.\This is also our problem now.\Brother, please stop this.\Laffinty...\It's not like you to do things this way!\You love peace more than anyone.\More than anyone,\you wished happiness for the people of Le Garite and the Polyhedron! response:	Remember, life is a miracle!
context: This is also our problem now.\Brother, please stop this.\Laffinty...\It's not like you to do things this way!\You love peace more than anyone.\More than anyone,\you wished happiness for the people of Le Garite and the Polyhedron!\Remember, life is a miracle! response:	Don't act like you know me!
context: Brother, please stop this.\Laffinty...\It's not like you to do things this way!\You love peace more than anyone.\More than anyone,\you wished happiness for the people of Le Garite and the Polyhedron!\Remember, life is a miracle!\Don't act like you know me! response:	You damn...idiot!
context: Laffinty...\It's not like you to do things this way!\You love peace more than anyone.\More than anyone,\you wished happiness for the people of Le Garite and the Polyhedron!\Remember, life is a miracle!\Don't act like you know me!\You damn...idiot! response:	The enemy Vox has crash-landed on Maebara Beach.
context: It's not like you to do things this way!\You love peace more than anyone.\More than anyone,\you wished happiness for the people of Le Garite and the Polyhedron!\Remember, life is a miracle!\Don't act like you know me!\You damn...idiot!\The enemy Vox has crash-landed on Maebara Beach. response:	She went for an axe kick right off the bat...
context: You love peace more than anyone.\More than anyone,\you wished happiness for the people of Le Garite and the Polyhedron!\Remember, life is a miracle!\Don't act like you know me!\You damn...idiot!\The enemy Vox has crash-landed on Maebara Beach.\She went for an axe kick right off the bat... response:	That was a roundhouse kick to the head.
context: More than anyone,\you wished happiness for the people of Le Garite and the Polyhedron!\Remember, life is a miracle!\Don't act like you know me!\You damn...idiot!\The enemy Vox has crash-landed on Maebara Beach.\She went for an axe kick right off the bat...\That was a roundhouse kick to the head. response:	An enzuigiri...
context: you wished happiness for the people of Le Garite and the Polyhedron!\Remember, life is a miracle!\Don't act like you know me!\You damn...idiot!\The enemy Vox has crash-landed on Maebara Beach.\She went for an axe kick right off the bat...\That was a roundhouse kick to the head.\An enzuigiri... response:	Vox particle readings are increasing.
context: Remember, life is a miracle!\Don't act like you know me!\You damn...idiot!\The enemy Vox has crash-landed on Maebara Beach.\She went for an axe kick right off the bat...\That was a roundhouse kick to the head.\An enzuigiri...\Vox particle readings are increasing. response:	You have the nerve to attack your own sister?!
context: Don't act like you know me!\You damn...idiot!\The enemy Vox has crash-landed on Maebara Beach.\She went for an axe kick right off the bat...\That was a roundhouse kick to the head.\An enzuigiri...\Vox particle readings are increasing.\You have the nerve to attack your own sister?! response:	Why? What's going on?
context: You damn...idiot!\The enemy Vox has crash-landed on Maebara Beach.\She went for an axe kick right off the bat...\That was a roundhouse kick to the head.\An enzuigiri...\Vox particle readings are increasing.\You have the nerve to attack your own sister?!\Why? What's going on? response:	Why is this happening?!
context: The enemy Vox has crash-landed on Maebara Beach.\She went for an axe kick right off the bat...\That was a roundhouse kick to the head.\An enzuigiri...\Vox particle readings are increasing.\You have the nerve to attack your own sister?!\Why? What's going on?\Why is this happening?! response:	I thought you'd made up with Big Brother Giuvi!
context: She went for an axe kick right off the bat...\That was a roundhouse kick to the head.\An enzuigiri...\Vox particle readings are increasing.\You have the nerve to attack your own sister?!\Why? What's going on?\Why is this happening?!\I thought you'd made up with Big Brother Giuvi! response:	I thought you'd vowed to work together!
context: That was a roundhouse kick to the head.\An enzuigiri...\Vox particle readings are increasing.\You have the nerve to attack your own sister?!\Why? What's going on?\Why is this happening?!\I thought you'd made up with Big Brother Giuvi!\I thought you'd vowed to work together! response:	Answer me, Lan's brother!
context: An enzuigiri...\Vox particle readings are increasing.\You have the nerve to attack your own sister?!\Why? What's going on?\Why is this happening?!\I thought you'd made up with Big Brother Giuvi!\I thought you'd vowed to work together!\Answer me, Lan's brother! response:	Dizelmine!
context: Vox particle readings are increasing.\You have the nerve to attack your own sister?!\Why? What's going on?\Why is this happening?!\I thought you'd made up with Big Brother Giuvi!\I thought you'd vowed to work together!\Answer me, Lan's brother!\Dizelmine! response:	I wasn't the one who betrayed the other first...
context: You have the nerve to attack your own sister?!\Why? What's going on?\Why is this happening?!\I thought you'd made up with Big Brother Giuvi!\I thought you'd vowed to work together!\Answer me, Lan's brother!\Dizelmine!\I wasn't the one who betrayed the other first... response:	He was.
context: Why? What's going on?\Why is this happening?!\I thought you'd made up with Big Brother Giuvi!\I thought you'd vowed to work together!\Answer me, Lan's brother!\Dizelmine!\I wasn't the one who betrayed the other first...\He was. response:	Huh?
context: Why is this happening?!\I thought you'd made up with Big Brother Giuvi!\I thought you'd vowed to work together!\Answer me, Lan's brother!\Dizelmine!\I wasn't the one who betrayed the other first...\He was.\Huh? response:	Dizelmine...
context: I thought you'd made up with Big Brother Giuvi!\I thought you'd vowed to work together!\Answer me, Lan's brother!\Dizelmine!\I wasn't the one who betrayed the other first...\He was.\Huh?\Dizelmine... response:	He sided with them...
context: I thought you'd vowed to work together!\Answer me, Lan's brother!\Dizelmine!\I wasn't the one who betrayed the other first...\He was.\Huh?\Dizelmine...\He sided with them... response:	The people I despise more than anyone!
context: Answer me, Lan's brother!\Dizelmine!\I wasn't the one who betrayed the other first...\He was.\Huh?\Dizelmine...\He sided with them...\The people I despise more than anyone! response:	The ones who tried to destroy the peace of the Polyhedron,
context: Dizelmine!\I wasn't the one who betrayed the other first...\He was.\Huh?\Dizelmine...\He sided with them...\The people I despise more than anyone!\The ones who tried to destroy the peace of the Polyhedron, response:	by defying me with force!
context: I wasn't the one who betrayed the other first...\He was.\Huh?\Dizelmine...\He sided with them...\The people I despise more than anyone!\The ones who tried to destroy the peace of the Polyhedron,\by defying me with force! response:	Wait a minute!
context: He was.\Huh?\Dizelmine...\He sided with them...\The people I despise more than anyone!\The ones who tried to destroy the peace of the Polyhedron,\by defying me with force!\Wait a minute! response:	That was a long time ago!
context: Huh?\Dizelmine...\He sided with them...\The people I despise more than anyone!\The ones who tried to destroy the peace of the Polyhedron,\by defying me with force!\Wait a minute!\That was a long time ago! response:	Why did you do it, Villagiulio?!
context: Dizelmine...\He sided with them...\The people I despise more than anyone!\The ones who tried to destroy the peace of the Polyhedron,\by defying me with force!\Wait a minute!\That was a long time ago!\Why did you do it, Villagiulio?! response:	Why?!
context: He sided with them...\The people I despise more than anyone!\The ones who tried to destroy the peace of the Polyhedron,\by defying me with force!\Wait a minute!\That was a long time ago!\Why did you do it, Villagiulio?!\Why?! response:	You, of all people, should have known!
context: The people I despise more than anyone!\The ones who tried to destroy the peace of the Polyhedron,\by defying me with force!\Wait a minute!\That was a long time ago!\Why did you do it, Villagiulio?!\Why?!\You, of all people, should have known! response:	The many sacrifices our ancestors had to make
context: The ones who tried to destroy the peace of the Polyhedron,\by defying me with force!\Wait a minute!\That was a long time ago!\Why did you do it, Villagiulio?!\Why?!\You, of all people, should have known!\The many sacrifices our ancestors had to make response:	to build the peace and stability that we have today!
context: by defying me with force!\Wait a minute!\That was a long time ago!\Why did you do it, Villagiulio?!\Why?!\You, of all people, should have known!\The many sacrifices our ancestors had to make\to build the peace and stability that we have today! response:	Brother?
context: Wait a minute!\That was a long time ago!\Why did you do it, Villagiulio?!\Why?!\You, of all people, should have known!\The many sacrifices our ancestors had to make\to build the peace and stability that we have today!\Brother? response:	That life is a miracle in itself!
context: That was a long time ago!\Why did you do it, Villagiulio?!\Why?!\You, of all people, should have known!\The many sacrifices our ancestors had to make\to build the peace and stability that we have today!\Brother?\That life is a miracle in itself! response:	Dizelmine?!
context: Why did you do it, Villagiulio?!\Why?!\You, of all people, should have known!\The many sacrifices our ancestors had to make\to build the peace and stability that we have today!\Brother?\That life is a miracle in itself!\Dizelmine?! response:	What the?!
context: Why?!\You, of all people, should have known!\The many sacrifices our ancestors had to make\to build the peace and stability that we have today!\Brother?\That life is a miracle in itself!\Dizelmine?!\What the?! response:	Get me a damage report immediately!
context: You, of all people, should have known!\The many sacrifices our ancestors had to make\to build the peace and stability that we have today!\Brother?\That life is a miracle in itself!\Dizelmine?!\What the?!\Get me a damage report immediately! response:	What happened to Madoka and the others?
context: The many sacrifices our ancestors had to make\to build the peace and stability that we have today!\Brother?\That life is a miracle in itself!\Dizelmine?!\What the?!\Get me a damage report immediately!\What happened to Madoka and the others? response:	We're checking on them now.
context: to build the peace and stability that we have today!\Brother?\That life is a miracle in itself!\Dizelmine?!\What the?!\Get me a damage report immediately!\What happened to Madoka and the others?\We're checking on them now. response:	No...
context: Brother?\That life is a miracle in itself!\Dizelmine?!\What the?!\Get me a damage report immediately!\What happened to Madoka and the others?\We're checking on them now.\No... response:	The Circle of Rinne...
context: That life is a miracle in itself!\Dizelmine?!\What the?!\Get me a damage report immediately!\What happened to Madoka and the others?\We're checking on them now.\No...\The Circle of Rinne... response:	Feeding off a tainted heart...
context: Dizelmine?!\What the?!\Get me a damage report immediately!\What happened to Madoka and the others?\We're checking on them now.\No...\The Circle of Rinne...\Feeding off a tainted heart... response:	Oww!
context: What the?!\Get me a damage report immediately!\What happened to Madoka and the others?\We're checking on them now.\No...\The Circle of Rinne...\Feeding off a tainted heart...\Oww! response:	Brother?
context: Get me a damage report immediately!\What happened to Madoka and the others?\We're checking on them now.\No...\The Circle of Rinne...\Feeding off a tainted heart...\Oww!\Brother? response:	Big...Brother?
context: What happened to Madoka and the others?\We're checking on them now.\No...\The Circle of Rinne...\Feeding off a tainted heart...\Oww!\Brother?\Big...Brother? response:	Screw the Polyhedron.
context: We're checking on them now.\No...\The Circle of Rinne...\Feeding off a tainted heart...\Oww!\Brother?\Big...Brother?\Screw the Polyhedron. response:	At this point, all I care about is killing you!
context: No...\The Circle of Rinne...\Feeding off a tainted heart...\Oww!\Brother?\Big...Brother?\Screw the Polyhedron.\At this point, all I care about is killing you! response:	Big...Brother...
context: The Circle of Rinne...\Feeding off a tainted heart...\Oww!\Brother?\Big...Brother?\Screw the Polyhedron.\At this point, all I care about is killing you!\Big...Brother... response:	Big Brother!
context: Feeding off a tainted heart...\Oww!\Brother?\Big...Brother?\Screw the Polyhedron.\At this point, all I care about is killing you!\Big...Brother...\Big Brother! response:	Research institutes around the world are reporting changes in quantum particle levels!
context: Oww!\Brother?\Big...Brother?\Screw the Polyhedron.\At this point, all I care about is killing you!\Big...Brother...\Big Brother!\Research institutes around the world are reporting changes in quantum particle levels! response:	What's starting to happen?
context: Brother?\Big...Brother?\Screw the Polyhedron.\At this point, all I care about is killing you!\Big...Brother...\Big Brother!\Research institutes around the world are reporting changes in quantum particle levels!\What's starting to happen? response:	The same thing that happened 20,000 years ago.
context: Big...Brother?\Screw the Polyhedron.\At this point, all I care about is killing you!\Big...Brother...\Big Brother!\Research institutes around the world are reporting changes in quantum particle levels!\What's starting to happen?\The same thing that happened 20,000 years ago. response:	If this continues, Earth...
context: Screw the Polyhedron.\At this point, all I care about is killing you!\Big...Brother...\Big Brother!\Research institutes around the world are reporting changes in quantum particle levels!\What's starting to happen?\The same thing that happened 20,000 years ago.\If this continues, Earth... response:	No, the entire universe will be...
context: At this point, all I care about is killing you!\Big...Brother...\Big Brother!\Research institutes around the world are reporting changes in quantum particle levels!\What's starting to happen?\The same thing that happened 20,000 years ago.\If this continues, Earth...\No, the entire universe will be... response:	This is terrible.
