context: Unforgivable! Unforgivable! Unforgivable! response:	What's unforgivable?
context: What the heck is she up to?\Juban Heights Hey, who is the guy?\Juban Heights He and the bouquet don't go well together.\He and the bouquet don't go well together.\He looks like a loser.\You shouldn't say things like that.\He's visiting Ms. Akiyama's apartment!\Don't tell me that's... response:	Ms. Akiyama's fiance?!
context: Juban Heights Hey, who is the guy?\Juban Heights He and the bouquet don't go well together.\He and the bouquet don't go well together.\He looks like a loser.\You shouldn't say things like that.\He's visiting Ms. Akiyama's apartment!\Don't tell me that's...\Ms. Akiyama's fiance?! response:	Miss Higure?
context: Juban Heights He and the bouquet don't go well together.\He and the bouquet don't go well together.\He looks like a loser.\You shouldn't say things like that.\He's visiting Ms. Akiyama's apartment!\Don't tell me that's...\Ms. Akiyama's fiance?!\Miss Higure? response:	What's wrong? You won't even answer my calls.
context: He and the bouquet don't go well together.\He looks like a loser.\You shouldn't say things like that.\He's visiting Ms. Akiyama's apartment!\Don't tell me that's...\Ms. Akiyama's fiance?!\Miss Higure?\What's wrong? You won't even answer my calls. response:	Are you feeling okay?
context: He looks like a loser.\You shouldn't say things like that.\He's visiting Ms. Akiyama's apartment!\Don't tell me that's...\Ms. Akiyama's fiance?!\Miss Higure?\What's wrong? You won't even answer my calls.\Are you feeling okay? response:	Miss Higure?
context: You shouldn't say things like that.\He's visiting Ms. Akiyama's apartment!\Don't tell me that's...\Ms. Akiyama's fiance?!\Miss Higure?\What's wrong? You won't even answer my calls.\Are you feeling okay?\Miss Higure? response:	What? Miss Higure?
context: He's visiting Ms. Akiyama's apartment!\Don't tell me that's...\Ms. Akiyama's fiance?!\Miss Higure?\What's wrong? You won't even answer my calls.\Are you feeling okay?\Miss Higure?\What? Miss Higure? response:	Well, I...
context: Don't tell me that's...\Ms. Akiyama's fiance?!\Miss Higure?\What's wrong? You won't even answer my calls.\Are you feeling okay?\Miss Higure?\What? Miss Higure?\Well, I... response:	What is this?!
context: Ms. Akiyama's fiance?!\Miss Higure?\What's wrong? You won't even answer my calls.\Are you feeling okay?\Miss Higure?\What? Miss Higure?\Well, I...\What is this?! response:	Listen carefully!
context: Miss Higure?\What's wrong? You won't even answer my calls.\Are you feeling okay?\Miss Higure?\What? Miss Higure?\Well, I...\What is this?!\Listen carefully! response:	Don't come near my place until the dress contest at Juban Hall is over!
context: What's wrong? You won't even answer my calls.\Are you feeling okay?\Miss Higure?\What? Miss Higure?\Well, I...\What is this?!\Listen carefully!\Don't come near my place until the dress contest at Juban Hall is over! response:	If you do, I'll break off our engagement! Got that?
context: Are you feeling okay?\Miss Higure?\What? Miss Higure?\Well, I...\What is this?!\Listen carefully!\Don't come near my place until the dress contest at Juban Hall is over!\If you do, I'll break off our engagement! Got that? response:	The dress... The dress... I have to hurry up and make my wedding dress!
context: Miss Higure?\What? Miss Higure?\Well, I...\What is this?!\Listen carefully!\Don't come near my place until the dress contest at Juban Hall is over!\If you do, I'll break off our engagement! Got that?\The dress... The dress... I have to hurry up and make my wedding dress! response:	Miss Higure...
context: What? Miss Higure?\Well, I...\What is this?!\Listen carefully!\Don't come near my place until the dress contest at Juban Hall is over!\If you do, I'll break off our engagement! Got that?\The dress... The dress... I have to hurry up and make my wedding dress!\Miss Higure... response:	No way! That was our Ms. Akiyama?!
context: Well, I...\What is this?!\Listen carefully!\Don't come near my place until the dress contest at Juban Hall is over!\If you do, I'll break off our engagement! Got that?\The dress... The dress... I have to hurry up and make my wedding dress!\Miss Higure...\No way! That was our Ms. Akiyama?! response:	By the contest, did she mean...
context: What is this?!\Listen carefully!\Don't come near my place until the dress contest at Juban Hall is over!\If you do, I'll break off our engagement! Got that?\The dress... The dress... I have to hurry up and make my wedding dress!\Miss Higure...\No way! That was our Ms. Akiyama?!\By the contest, did she mean... response:	She can't be! It'll be a really tough competition if she participates, too!
context: Listen carefully!\Don't come near my place until the dress contest at Juban Hall is over!\If you do, I'll break off our engagement! Got that?\The dress... The dress... I have to hurry up and make my wedding dress!\Miss Higure...\No way! That was our Ms. Akiyama?!\By the contest, did she mean...\She can't be! It'll be a really tough competition if she participates, too! response:	This can't be happening!
context: Don't come near my place until the dress contest at Juban Hall is over!\If you do, I'll break off our engagement! Got that?\The dress... The dress... I have to hurry up and make my wedding dress!\Miss Higure...\No way! That was our Ms. Akiyama?!\By the contest, did she mean...\She can't be! It'll be a really tough competition if she participates, too!\This can't be happening! response:	I'm in trouble!
context: If you do, I'll break off our engagement! Got that?\The dress... The dress... I have to hurry up and make my wedding dress!\Miss Higure...\No way! That was our Ms. Akiyama?!\By the contest, did she mean...\She can't be! It'll be a really tough competition if she participates, too!\This can't be happening!\I'm in trouble! response:	You know...
context: The dress... The dress... I have to hurry up and make my wedding dress!\Miss Higure...\No way! That was our Ms. Akiyama?!\By the contest, did she mean...\She can't be! It'll be a really tough competition if she participates, too!\This can't be happening!\I'm in trouble!\You know... response:	I sense something's wrong with that teacher.
context: Miss Higure...\No way! That was our Ms. Akiyama?!\By the contest, did she mean...\She can't be! It'll be a really tough competition if she participates, too!\This can't be happening!\I'm in trouble!\You know...\I sense something's wrong with that teacher. response:	What?! Our home economics teacher, Ms. Akiyama?
context: No way! That was our Ms. Akiyama?!\By the contest, did she mean...\She can't be! It'll be a really tough competition if she participates, too!\This can't be happening!\I'm in trouble!\You know...\I sense something's wrong with that teacher.\What?! Our home economics teacher, Ms. Akiyama? response:	Yes, I definitely feel the aura of a monster, but it's not clear.
context: By the contest, did she mean...\She can't be! It'll be a really tough competition if she participates, too!\This can't be happening!\I'm in trouble!\You know...\I sense something's wrong with that teacher.\What?! Our home economics teacher, Ms. Akiyama?\Yes, I definitely feel the aura of a monster, but it's not clear. response:	Come to think of it, Ms. Akiyama has been gone for a while.
context: She can't be! It'll be a really tough competition if she participates, too!\This can't be happening!\I'm in trouble!\You know...\I sense something's wrong with that teacher.\What?! Our home economics teacher, Ms. Akiyama?\Yes, I definitely feel the aura of a monster, but it's not clear.\Come to think of it, Ms. Akiyama has been gone for a while. response:	See? So, we need to get the help of Rei's powers, and everyone...
context: This can't be happening!\I'm in trouble!\You know...\I sense something's wrong with that teacher.\What?! Our home economics teacher, Ms. Akiyama?\Yes, I definitely feel the aura of a monster, but it's not clear.\Come to think of it, Ms. Akiyama has been gone for a while.\See? So, we need to get the help of Rei's powers, and everyone... response:	Hey! Stop!
context: I'm in trouble!\You know...\I sense something's wrong with that teacher.\What?! Our home economics teacher, Ms. Akiyama?\Yes, I definitely feel the aura of a monster, but it's not clear.\Come to think of it, Ms. Akiyama has been gone for a while.\See? So, we need to get the help of Rei's powers, and everyone...\Hey! Stop! response:	What are you going to do with the only rental wedding kimono we have?!
context: You know...\I sense something's wrong with that teacher.\What?! Our home economics teacher, Ms. Akiyama?\Yes, I definitely feel the aura of a monster, but it's not clear.\Come to think of it, Ms. Akiyama has been gone for a while.\See? So, we need to get the help of Rei's powers, and everyone...\Hey! Stop!\What are you going to do with the only rental wedding kimono we have?! response:	Hey!
context: I sense something's wrong with that teacher.\What?! Our home economics teacher, Ms. Akiyama?\Yes, I definitely feel the aura of a monster, but it's not clear.\Come to think of it, Ms. Akiyama has been gone for a while.\See? So, we need to get the help of Rei's powers, and everyone...\Hey! Stop!\What are you going to do with the only rental wedding kimono we have?!\Hey! response:	Ouch!
context: What?! Our home economics teacher, Ms. Akiyama?\Yes, I definitely feel the aura of a monster, but it's not clear.\Come to think of it, Ms. Akiyama has been gone for a while.\See? So, we need to get the help of Rei's powers, and everyone...\Hey! Stop!\What are you going to do with the only rental wedding kimono we have?!\Hey!\Ouch! response:	Honestly! I thought you were going to elope with some guy!
context: Yes, I definitely feel the aura of a monster, but it's not clear.\Come to think of it, Ms. Akiyama has been gone for a while.\See? So, we need to get the help of Rei's powers, and everyone...\Hey! Stop!\What are you going to do with the only rental wedding kimono we have?!\Hey!\Ouch!\Honestly! I thought you were going to elope with some guy! response:	I hope you're not...
context: Come to think of it, Ms. Akiyama has been gone for a while.\See? So, we need to get the help of Rei's powers, and everyone...\Hey! Stop!\What are you going to do with the only rental wedding kimono we have?!\Hey!\Ouch!\Honestly! I thought you were going to elope with some guy!\I hope you're not... response:	Oh, you still don't trust me!
context: See? So, we need to get the help of Rei's powers, and everyone...\Hey! Stop!\What are you going to do with the only rental wedding kimono we have?!\Hey!\Ouch!\Honestly! I thought you were going to elope with some guy!\I hope you're not...\Oh, you still don't trust me! response:	There is no way that I will participate
context: Hey! Stop!\What are you going to do with the only rental wedding kimono we have?!\Hey!\Ouch!\Honestly! I thought you were going to elope with some guy!\I hope you're not...\Oh, you still don't trust me!\There is no way that I will participate response:	in that Juban Hall contest!
context: What are you going to do with the only rental wedding kimono we have?!\Hey!\Ouch!\Honestly! I thought you were going to elope with some guy!\I hope you're not...\Oh, you still don't trust me!\There is no way that I will participate\in that Juban Hall contest! response:	Of course, not!
context: Hey!\Ouch!\Honestly! I thought you were going to elope with some guy!\I hope you're not...\Oh, you still don't trust me!\There is no way that I will participate\in that Juban Hall contest!\Of course, not! response:	It's unforgivable to use a sacred wedding dress for their promotion.
context: Ouch!\Honestly! I thought you were going to elope with some guy!\I hope you're not...\Oh, you still don't trust me!\There is no way that I will participate\in that Juban Hall contest!\Of course, not!\It's unforgivable to use a sacred wedding dress for their promotion. response:	Shame on them!
context: Honestly! I thought you were going to elope with some guy!\I hope you're not...\Oh, you still don't trust me!\There is no way that I will participate\in that Juban Hall contest!\Of course, not!\It's unforgivable to use a sacred wedding dress for their promotion.\Shame on them! response:	Why is he so mad?
context: I hope you're not...\Oh, you still don't trust me!\There is no way that I will participate\in that Juban Hall contest!\Of course, not!\It's unforgivable to use a sacred wedding dress for their promotion.\Shame on them!\Why is he so mad? response:	Excuse me dear,
context: Oh, you still don't trust me!\There is no way that I will participate\in that Juban Hall contest!\Of course, not!\It's unforgivable to use a sacred wedding dress for their promotion.\Shame on them!\Why is he so mad?\Excuse me dear, response:	how about having your wedding ceremony at our shrine?
context: There is no way that I will participate\in that Juban Hall contest!\Of course, not!\It's unforgivable to use a sacred wedding dress for their promotion.\Shame on them!\Why is he so mad?\Excuse me dear,\how about having your wedding ceremony at our shrine? response:	It's much cheaper than having it at Juban Hall.
context: in that Juban Hall contest!\Of course, not!\It's unforgivable to use a sacred wedding dress for their promotion.\Shame on them!\Why is he so mad?\Excuse me dear,\how about having your wedding ceremony at our shrine?\It's much cheaper than having it at Juban Hall. response:	No, thank you. I don't have anybody right now anyway.
context: Of course, not!\It's unforgivable to use a sacred wedding dress for their promotion.\Shame on them!\Why is he so mad?\Excuse me dear,\how about having your wedding ceremony at our shrine?\It's much cheaper than having it at Juban Hall.\No, thank you. I don't have anybody right now anyway. response:	Ooh! I'm single! If you'll take me...
context: It's unforgivable to use a sacred wedding dress for their promotion.\Shame on them!\Why is he so mad?\Excuse me dear,\how about having your wedding ceremony at our shrine?\It's much cheaper than having it at Juban Hall.\No, thank you. I don't have anybody right now anyway.\Ooh! I'm single! If you'll take me... response:	Here I am. The beautiful thief, Usagi Hood.
context: Shame on them!\Why is he so mad?\Excuse me dear,\how about having your wedding ceremony at our shrine?\It's much cheaper than having it at Juban Hall.\No, thank you. I don't have anybody right now anyway.\Ooh! I'm single! If you'll take me...\Here I am. The beautiful thief, Usagi Hood. response:	It's perfect!
context: Why is he so mad?\Excuse me dear,\how about having your wedding ceremony at our shrine?\It's much cheaper than having it at Juban Hall.\No, thank you. I don't have anybody right now anyway.\Ooh! I'm single! If you'll take me...\Here I am. The beautiful thief, Usagi Hood.\It's perfect! response:	Usagi! It's perfect!
context: Excuse me dear,\how about having your wedding ceremony at our shrine?\It's much cheaper than having it at Juban Hall.\No, thank you. I don't have anybody right now anyway.\Ooh! I'm single! If you'll take me...\Here I am. The beautiful thief, Usagi Hood.\It's perfect!\Usagi! It's perfect! response:	Usagi!
context: how about having your wedding ceremony at our shrine?\It's much cheaper than having it at Juban Hall.\No, thank you. I don't have anybody right now anyway.\Ooh! I'm single! If you'll take me...\Here I am. The beautiful thief, Usagi Hood.\It's perfect!\Usagi! It's perfect!\Usagi! response:	I hope you're not planning on using
context: It's much cheaper than having it at Juban Hall.\No, thank you. I don't have anybody right now anyway.\Ooh! I'm single! If you'll take me...\Here I am. The beautiful thief, Usagi Hood.\It's perfect!\Usagi! It's perfect!\Usagi!\I hope you're not planning on using response:	my favorite curtains to make a dress!
context: No, thank you. I don't have anybody right now anyway.\Ooh! I'm single! If you'll take me...\Here I am. The beautiful thief, Usagi Hood.\It's perfect!\Usagi! It's perfect!\Usagi!\I hope you're not planning on using\my favorite curtains to make a dress! response:	Please have mercy, Governor Tsukino!
context: Ooh! I'm single! If you'll take me...\Here I am. The beautiful thief, Usagi Hood.\It's perfect!\Usagi! It's perfect!\Usagi!\I hope you're not planning on using\my favorite curtains to make a dress!\Please have mercy, Governor Tsukino! response:	I'd love to buy the cloth for a dress, but my allowance...
context: Here I am. The beautiful thief, Usagi Hood.\It's perfect!\Usagi! It's perfect!\Usagi!\I hope you're not planning on using\my favorite curtains to make a dress!\Please have mercy, Governor Tsukino!\I'd love to buy the cloth for a dress, but my allowance... response:	Mom!
context: It's perfect!\Usagi! It's perfect!\Usagi!\I hope you're not planning on using\my favorite curtains to make a dress!\Please have mercy, Governor Tsukino!\I'd love to buy the cloth for a dress, but my allowance...\Mom! response:	Here is my proposition.
context: Usagi! It's perfect!\Usagi!\I hope you're not planning on using\my favorite curtains to make a dress!\Please have mercy, Governor Tsukino!\I'd love to buy the cloth for a dress, but my allowance...\Mom!\Here is my proposition. response:	Huh? Here is my proposition.
context: Usagi!\I hope you're not planning on using\my favorite curtains to make a dress!\Please have mercy, Governor Tsukino!\I'd love to buy the cloth for a dress, but my allowance...\Mom!\Here is my proposition.\Huh? Here is my proposition. response:	Huh? To pay for the price of new curtains,
context: I hope you're not planning on using\my favorite curtains to make a dress!\Please have mercy, Governor Tsukino!\I'd love to buy the cloth for a dress, but my allowance...\Mom!\Here is my proposition.\Huh? Here is my proposition.\Huh? To pay for the price of new curtains, response:	To pay for the price of new curtains,
context: my favorite curtains to make a dress!\Please have mercy, Governor Tsukino!\I'd love to buy the cloth for a dress, but my allowance...\Mom!\Here is my proposition.\Huh? Here is my proposition.\Huh? To pay for the price of new curtains,\To pay for the price of new curtains, response:	I will suspend your allowance for the next three months.
context: Please have mercy, Governor Tsukino!\I'd love to buy the cloth for a dress, but my allowance...\Mom!\Here is my proposition.\Huh? Here is my proposition.\Huh? To pay for the price of new curtains,\To pay for the price of new curtains,\I will suspend your allowance for the next three months. response:	Governor Tsukino!
context: I'd love to buy the cloth for a dress, but my allowance...\Mom!\Here is my proposition.\Huh? Here is my proposition.\Huh? To pay for the price of new curtains,\To pay for the price of new curtains,\I will suspend your allowance for the next three months.\Governor Tsukino! response:	Besides, there aren't that many days left until the contest.
context: Mom!\Here is my proposition.\Huh? Here is my proposition.\Huh? To pay for the price of new curtains,\To pay for the price of new curtains,\I will suspend your allowance for the next three months.\Governor Tsukino!\Besides, there aren't that many days left until the contest. response:	Can you get a dress done by then?!
context: Here is my proposition.\Huh? Here is my proposition.\Huh? To pay for the price of new curtains,\To pay for the price of new curtains,\I will suspend your allowance for the next three months.\Governor Tsukino!\Besides, there aren't that many days left until the contest.\Can you get a dress done by then?! response:	But the grand wedding reception...
context: Huh? Here is my proposition.\Huh? To pay for the price of new curtains,\To pay for the price of new curtains,\I will suspend your allowance for the next three months.\Governor Tsukino!\Besides, there aren't that many days left until the contest.\Can you get a dress done by then?!\But the grand wedding reception... response:	I just can't give it up!
context: Huh? To pay for the price of new curtains,\To pay for the price of new curtains,\I will suspend your allowance for the next three months.\Governor Tsukino!\Besides, there aren't that many days left until the contest.\Can you get a dress done by then?!\But the grand wedding reception...\I just can't give it up! response:	Juban Hall Ladies, thank you for participating in this contest!
context: To pay for the price of new curtains,\I will suspend your allowance for the next three months.\Governor Tsukino!\Besides, there aren't that many days left until the contest.\Can you get a dress done by then?!\But the grand wedding reception...\I just can't give it up!\Juban Hall Ladies, thank you for participating in this contest! response:	Thank you, thank you so much!
context: I will suspend your allowance for the next three months.\Governor Tsukino!\Besides, there aren't that many days left until the contest.\Can you get a dress done by then?!\But the grand wedding reception...\I just can't give it up!\Juban Hall Ladies, thank you for participating in this contest!\Thank you, thank you so much! response:	It's a huge success! Huge!
context: Governor Tsukino!\Besides, there aren't that many days left until the contest.\Can you get a dress done by then?!\But the grand wedding reception...\I just can't give it up!\Juban Hall Ladies, thank you for participating in this contest!\Thank you, thank you so much!\It's a huge success! Huge! response:	It's a huge success! Huge!
context: Besides, there aren't that many days left until the contest.\Can you get a dress done by then?!\But the grand wedding reception...\I just can't give it up!\Juban Hall Ladies, thank you for participating in this contest!\Thank you, thank you so much!\It's a huge success! Huge!\It's a huge success! Huge! response:	I wish I could...
context: Can you get a dress done by then?!\But the grand wedding reception...\I just can't give it up!\Juban Hall Ladies, thank you for participating in this contest!\Thank you, thank you so much!\It's a huge success! Huge!\It's a huge success! Huge!\I wish I could... response:	Don't cry, Usagi. You did your best. I wish I could...
context: But the grand wedding reception...\I just can't give it up!\Juban Hall Ladies, thank you for participating in this contest!\Thank you, thank you so much!\It's a huge success! Huge!\It's a huge success! Huge!\I wish I could...\Don't cry, Usagi. You did your best. I wish I could... response:	Don't cry, Usagi. You did your best.
context: I just can't give it up!\Juban Hall Ladies, thank you for participating in this contest!\Thank you, thank you so much!\It's a huge success! Huge!\It's a huge success! Huge!\I wish I could...\Don't cry, Usagi. You did your best. I wish I could...\Don't cry, Usagi. You did your best. response:	Well, I'll acknowledge the effort
context: Juban Hall Ladies, thank you for participating in this contest!\Thank you, thank you so much!\It's a huge success! Huge!\It's a huge success! Huge!\I wish I could...\Don't cry, Usagi. You did your best. I wish I could...\Don't cry, Usagi. You did your best.\Well, I'll acknowledge the effort response:	you put into stabbing your fingers with a needle over and over again!
context: Thank you, thank you so much!\It's a huge success! Huge!\It's a huge success! Huge!\I wish I could...\Don't cry, Usagi. You did your best. I wish I could...\Don't cry, Usagi. You did your best.\Well, I'll acknowledge the effort\you put into stabbing your fingers with a needle over and over again! response:	Rei!
context: It's a huge success! Huge!\It's a huge success! Huge!\I wish I could...\Don't cry, Usagi. You did your best. I wish I could...\Don't cry, Usagi. You did your best.\Well, I'll acknowledge the effort\you put into stabbing your fingers with a needle over and over again!\Rei! response:	Anyway, we need to watch and see if anything suspicious happens.
context: It's a huge success! Huge!\I wish I could...\Don't cry, Usagi. You did your best. I wish I could...\Don't cry, Usagi. You did your best.\Well, I'll acknowledge the effort\you put into stabbing your fingers with a needle over and over again!\Rei!\Anyway, we need to watch and see if anything suspicious happens. response:	Usagi, you're going to infiltrate the hall as a contestant.
context: I wish I could...\Don't cry, Usagi. You did your best. I wish I could...\Don't cry, Usagi. You did your best.\Well, I'll acknowledge the effort\you put into stabbing your fingers with a needle over and over again!\Rei!\Anyway, we need to watch and see if anything suspicious happens.\Usagi, you're going to infiltrate the hall as a contestant. response:	You meanie! You know I don't have a dress!
context: Don't cry, Usagi. You did your best. I wish I could...\Don't cry, Usagi. You did your best.\Well, I'll acknowledge the effort\you put into stabbing your fingers with a needle over and over again!\Rei!\Anyway, we need to watch and see if anything suspicious happens.\Usagi, you're going to infiltrate the hall as a contestant.\You meanie! You know I don't have a dress! response:	You have the transforming pen, don't you?
context: Don't cry, Usagi. You did your best.\Well, I'll acknowledge the effort\you put into stabbing your fingers with a needle over and over again!\Rei!\Anyway, we need to watch and see if anything suspicious happens.\Usagi, you're going to infiltrate the hall as a contestant.\You meanie! You know I don't have a dress!\You have the transforming pen, don't you? response:	Oh! I'd forgotten about that.
context: Well, I'll acknowledge the effort\you put into stabbing your fingers with a needle over and over again!\Rei!\Anyway, we need to watch and see if anything suspicious happens.\Usagi, you're going to infiltrate the hall as a contestant.\You meanie! You know I don't have a dress!\You have the transforming pen, don't you?\Oh! I'd forgotten about that. response:	Moon Power! Turn me into a beautiful bride!
context: you put into stabbing your fingers with a needle over and over again!\Rei!\Anyway, we need to watch and see if anything suspicious happens.\Usagi, you're going to infiltrate the hall as a contestant.\You meanie! You know I don't have a dress!\You have the transforming pen, don't you?\Oh! I'd forgotten about that.\Moon Power! Turn me into a beautiful bride! response:	I did it!
context: Rei!\Anyway, we need to watch and see if anything suspicious happens.\Usagi, you're going to infiltrate the hall as a contestant.\You meanie! You know I don't have a dress!\You have the transforming pen, don't you?\Oh! I'd forgotten about that.\Moon Power! Turn me into a beautiful bride!\I did it! response:	How do I look?
context: Anyway, we need to watch and see if anything suspicious happens.\Usagi, you're going to infiltrate the hall as a contestant.\You meanie! You know I don't have a dress!\You have the transforming pen, don't you?\Oh! I'd forgotten about that.\Moon Power! Turn me into a beautiful bride!\I did it!\How do I look? response:	I could win for sure with this!
context: Usagi, you're going to infiltrate the hall as a contestant.\You meanie! You know I don't have a dress!\You have the transforming pen, don't you?\Oh! I'd forgotten about that.\Moon Power! Turn me into a beautiful bride!\I did it!\How do I look?\I could win for sure with this! response:	Don't you wish you were me?
context: You meanie! You know I don't have a dress!\You have the transforming pen, don't you?\Oh! I'd forgotten about that.\Moon Power! Turn me into a beautiful bride!\I did it!\How do I look?\I could win for sure with this!\Don't you wish you were me? response:	Usagi! Don't you wish you were me?
context: You have the transforming pen, don't you?\Oh! I'd forgotten about that.\Moon Power! Turn me into a beautiful bride!\I did it!\How do I look?\I could win for sure with this!\Don't you wish you were me?\Usagi! Don't you wish you were me? response:	Usagi!
context: Oh! I'd forgotten about that.\Moon Power! Turn me into a beautiful bride!\I did it!\How do I look?\I could win for sure with this!\Don't you wish you were me?\Usagi! Don't you wish you were me?\Usagi! response:	You wouldn't win fairly.
context: Moon Power! Turn me into a beautiful bride!\I did it!\How do I look?\I could win for sure with this!\Don't you wish you were me?\Usagi! Don't you wish you were me?\Usagi!\You wouldn't win fairly. response:	You're only participating, okay?!
context: I did it!\How do I look?\I could win for sure with this!\Don't you wish you were me?\Usagi! Don't you wish you were me?\Usagi!\You wouldn't win fairly.\You're only participating, okay?! response:	I knew it.
context: How do I look?\I could win for sure with this!\Don't you wish you were me?\Usagi! Don't you wish you were me?\Usagi!\You wouldn't win fairly.\You're only participating, okay?!\I knew it. response:	Ladies and gentlemen!
context: I could win for sure with this!\Don't you wish you were me?\Usagi! Don't you wish you were me?\Usagi!\You wouldn't win fairly.\You're only participating, okay?!\I knew it.\Ladies and gentlemen! response:	'92 Your Handmade Wedding Dress Contest Ladies and gentlemen!
context: Don't you wish you were me?\Usagi! Don't you wish you were me?\Usagi!\You wouldn't win fairly.\You're only participating, okay?!\I knew it.\Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest Ladies and gentlemen! response:	'92 Your Handmade Wedding Dress Contest
context: Usagi! Don't you wish you were me?\Usagi!\You wouldn't win fairly.\You're only participating, okay?!\I knew it.\Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest response:	'92 Your Handmade Wedding Dress Contest We will now start the handmade wedding dress contest!
context: Usagi!\You wouldn't win fairly.\You're only participating, okay?!\I knew it.\Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest\'92 Your Handmade Wedding Dress Contest We will now start the handmade wedding dress contest! response:	Where is that teacher?!
context: You wouldn't win fairly.\You're only participating, okay?!\I knew it.\Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest\'92 Your Handmade Wedding Dress Contest We will now start the handmade wedding dress contest!\Where is that teacher?! response:	I can't find her!
context: You're only participating, okay?!\I knew it.\Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest\'92 Your Handmade Wedding Dress Contest We will now start the handmade wedding dress contest!\Where is that teacher?!\I can't find her! response:	Please be quiet! And now...
context: I knew it.\Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest\'92 Your Handmade Wedding Dress Contest We will now start the handmade wedding dress contest!\Where is that teacher?!\I can't find her!\Please be quiet! And now... response:	Ms. Akiyama! Wow!
context: Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest\'92 Your Handmade Wedding Dress Contest We will now start the handmade wedding dress contest!\Where is that teacher?!\I can't find her!\Please be quiet! And now...\Ms. Akiyama! Wow! response:	Excuse me, we cannot have you doing unplanned...
context: '92 Your Handmade Wedding Dress Contest Ladies and gentlemen!\'92 Your Handmade Wedding Dress Contest\'92 Your Handmade Wedding Dress Contest We will now start the handmade wedding dress contest!\Where is that teacher?!\I can't find her!\Please be quiet! And now...\Ms. Akiyama! Wow!\Excuse me, we cannot have you doing unplanned... response:	Shut up!
context: '92 Your Handmade Wedding Dress Contest\'92 Your Handmade Wedding Dress Contest We will now start the handmade wedding dress contest!\Where is that teacher?!\I can't find her!\Please be quiet! And now...\Ms. Akiyama! Wow!\Excuse me, we cannot have you doing unplanned...\Shut up! response:	Oh, you're my ideal bride! Please marry me!
context: '92 Your Handmade Wedding Dress Contest We will now start the handmade wedding dress contest!\Where is that teacher?!\I can't find her!\Please be quiet! And now...\Ms. Akiyama! Wow!\Excuse me, we cannot have you doing unplanned...\Shut up!\Oh, you're my ideal bride! Please marry me! response:	Shut up! You actually think you're good enough for me?!
context: Where is that teacher?!\I can't find her!\Please be quiet! And now...\Ms. Akiyama! Wow!\Excuse me, we cannot have you doing unplanned...\Shut up!\Oh, you're my ideal bride! Please marry me!\Shut up! You actually think you're good enough for me?! response:	All the men in the world should fall to their knees before me!
context: I can't find her!\Please be quiet! And now...\Ms. Akiyama! Wow!\Excuse me, we cannot have you doing unplanned...\Shut up!\Oh, you're my ideal bride! Please marry me!\Shut up! You actually think you're good enough for me?!\All the men in the world should fall to their knees before me! response:	And all the women should surrender to my beauty!
context: Please be quiet! And now...\Ms. Akiyama! Wow!\Excuse me, we cannot have you doing unplanned...\Shut up!\Oh, you're my ideal bride! Please marry me!\Shut up! You actually think you're good enough for me?!\All the men in the world should fall to their knees before me!\And all the women should surrender to my beauty! response:	I am the winner in this contest! I and no other!
context: Ms. Akiyama! Wow!\Excuse me, we cannot have you doing unplanned...\Shut up!\Oh, you're my ideal bride! Please marry me!\Shut up! You actually think you're good enough for me?!\All the men in the world should fall to their knees before me!\And all the women should surrender to my beauty!\I am the winner in this contest! I and no other! response:	Don't, Usagi! Don't look at her eyes!
context: Excuse me, we cannot have you doing unplanned...\Shut up!\Oh, you're my ideal bride! Please marry me!\Shut up! You actually think you're good enough for me?!\All the men in the world should fall to their knees before me!\And all the women should surrender to my beauty!\I am the winner in this contest! I and no other!\Don't, Usagi! Don't look at her eyes! response:	Oh, I don't believe you, Luna! You saw, didn't you? You pervert!
context: Shut up!\Oh, you're my ideal bride! Please marry me!\Shut up! You actually think you're good enough for me?!\All the men in the world should fall to their knees before me!\And all the women should surrender to my beauty!\I am the winner in this contest! I and no other!\Don't, Usagi! Don't look at her eyes!\Oh, I don't believe you, Luna! You saw, didn't you? You pervert! response:	This isn't the time for that.
context: Oh, you're my ideal bride! Please marry me!\Shut up! You actually think you're good enough for me?!\All the men in the world should fall to their knees before me!\And all the women should surrender to my beauty!\I am the winner in this contest! I and no other!\Don't, Usagi! Don't look at her eyes!\Oh, I don't believe you, Luna! You saw, didn't you? You pervert!\This isn't the time for that. response:	The energy level has peaked.
