context: This... isn't obligatory chocolate, is it? response:	Um... couldn't you just make it obligatory chocolate?
context: Yep.\Please don't taunt a sick person.\I'm not really as concerned with height as you think.\So it's because of my twisted personality?\If you know that, then you should do something about it.\But it'd be weird if you changed all of a sudden.\Don't call me weird!\The rest of the problem lies with me. response:	It's your problem?
context: Please don't taunt a sick person.\I'm not really as concerned with height as you think.\So it's because of my twisted personality?\If you know that, then you should do something about it.\But it'd be weird if you changed all of a sudden.\Don't call me weird!\The rest of the problem lies with me.\It's your problem? response:	Even though the two of us are alone in this room right now, I don't feel a thing.
context: I'm not really as concerned with height as you think.\So it's because of my twisted personality?\If you know that, then you should do something about it.\But it'd be weird if you changed all of a sudden.\Don't call me weird!\The rest of the problem lies with me.\It's your problem?\Even though the two of us are alone in this room right now, I don't feel a thing. response:	That's a big problem.
context: So it's because of my twisted personality?\If you know that, then you should do something about it.\But it'd be weird if you changed all of a sudden.\Don't call me weird!\The rest of the problem lies with me.\It's your problem?\Even though the two of us are alone in this room right now, I don't feel a thing.\That's a big problem. response:	So what should I do?
context: If you know that, then you should do something about it.\But it'd be weird if you changed all of a sudden.\Don't call me weird!\The rest of the problem lies with me.\It's your problem?\Even though the two of us are alone in this room right now, I don't feel a thing.\That's a big problem.\So what should I do? response:	Am I really that unattractive?
context: But it'd be weird if you changed all of a sudden.\Don't call me weird!\The rest of the problem lies with me.\It's your problem?\Even though the two of us are alone in this room right now, I don't feel a thing.\That's a big problem.\So what should I do?\Am I really that unattractive? response:	Ko-Koizumi...
context: Don't call me weird!\The rest of the problem lies with me.\It's your problem?\Even though the two of us are alone in this room right now, I don't feel a thing.\That's a big problem.\So what should I do?\Am I really that unattractive?\Ko-Koizumi... response:	Sorry I forgot to give you sugar.
context: The rest of the problem lies with me.\It's your problem?\Even though the two of us are alone in this room right now, I don't feel a thing.\That's a big problem.\So what should I do?\Am I really that unattractive?\Ko-Koizumi...\Sorry I forgot to give you sugar. response:	Uh, um, I'll be leaving now!
context: It's your problem?\Even though the two of us are alone in this room right now, I don't feel a thing.\That's a big problem.\So what should I do?\Am I really that unattractive?\Ko-Koizumi...\Sorry I forgot to give you sugar.\Uh, um, I'll be leaving now! response:	Oh, already?
context: Even though the two of us are alone in this room right now, I don't feel a thing.\That's a big problem.\So what should I do?\Am I really that unattractive?\Ko-Koizumi...\Sorry I forgot to give you sugar.\Uh, um, I'll be leaving now!\Oh, already? response:	A-chan? What happened, A-chan?
context: That's a big problem.\So what should I do?\Am I really that unattractive?\Ko-Koizumi...\Sorry I forgot to give you sugar.\Uh, um, I'll be leaving now!\Oh, already?\A-chan? What happened, A-chan? response:	Oh my! You're burning up!
context: So what should I do?\Am I really that unattractive?\Ko-Koizumi...\Sorry I forgot to give you sugar.\Uh, um, I'll be leaving now!\Oh, already?\A-chan? What happened, A-chan?\Oh my! You're burning up! response:	Yay! I'm completely cured!
context: Am I really that unattractive?\Ko-Koizumi...\Sorry I forgot to give you sugar.\Uh, um, I'll be leaving now!\Oh, already?\A-chan? What happened, A-chan?\Oh my! You're burning up!\Yay! I'm completely cured! response:	Oh, sorry. My fever came back again last night.
context: Ko-Koizumi...\Sorry I forgot to give you sugar.\Uh, um, I'll be leaving now!\Oh, already?\A-chan? What happened, A-chan?\Oh my! You're burning up!\Yay! I'm completely cured!\Oh, sorry. My fever came back again last night. response:	Man, the last thing I remember was eating oranges. It's all a blank after that.
context: Sorry I forgot to give you sugar.\Uh, um, I'll be leaving now!\Oh, already?\A-chan? What happened, A-chan?\Oh my! You're burning up!\Yay! I'm completely cured!\Oh, sorry. My fever came back again last night.\Man, the last thing I remember was eating oranges. It's all a blank after that. response:	What were we talking about again?
context: Uh, um, I'll be leaving now!\Oh, already?\A-chan? What happened, A-chan?\Oh my! You're burning up!\Yay! I'm completely cured!\Oh, sorry. My fever came back again last night.\Man, the last thing I remember was eating oranges. It's all a blank after that.\What were we talking about again? response:	Huh? Koizumi, did you catch a cold?
context: Oh, already?\A-chan? What happened, A-chan?\Oh my! You're burning up!\Yay! I'm completely cured!\Oh, sorry. My fever came back again last night.\Man, the last thing I remember was eating oranges. It's all a blank after that.\What were we talking about again?\Huh? Koizumi, did you catch a cold? response:	Wh-What did you just say?
context: A-chan? What happened, A-chan?\Oh my! You're burning up!\Yay! I'm completely cured!\Oh, sorry. My fever came back again last night.\Man, the last thing I remember was eating oranges. It's all a blank after that.\What were we talking about again?\Huh? Koizumi, did you catch a cold?\Wh-What did you just say? response:	Koizumi, did you catch a cold?
context: Oh my! You're burning up!\Yay! I'm completely cured!\Oh, sorry. My fever came back again last night.\Man, the last thing I remember was eating oranges. It's all a blank after that.\What were we talking about again?\Huh? Koizumi, did you catch a cold?\Wh-What did you just say?\Koizumi, did you catch a cold? response:	Before that!
context: Yay! I'm completely cured!\Oh, sorry. My fever came back again last night.\Man, the last thing I remember was eating oranges. It's all a blank after that.\What were we talking about again?\Huh? Koizumi, did you catch a cold?\Wh-What did you just say?\Koizumi, did you catch a cold?\Before that! response:	It's all a blank after that?
context: Oh, sorry. My fever came back again last night.\Man, the last thing I remember was eating oranges. It's all a blank after that.\What were we talking about again?\Huh? Koizumi, did you catch a cold?\Wh-What did you just say?\Koizumi, did you catch a cold?\Before that!\It's all a blank after that? response:	All?
context: Man, the last thing I remember was eating oranges. It's all a blank after that.\What were we talking about again?\Huh? Koizumi, did you catch a cold?\Wh-What did you just say?\Koizumi, did you catch a cold?\Before that!\It's all a blank after that?\All? response:	All.
context: What were we talking about again?\Huh? Koizumi, did you catch a cold?\Wh-What did you just say?\Koizumi, did you catch a cold?\Before that!\It's all a blank after that?\All?\All. response:	All?
context: Huh? Koizumi, did you catch a cold?\Wh-What did you just say?\Koizumi, did you catch a cold?\Before that!\It's all a blank after that?\All?\All.\All? response:	All!
context: Wh-What did you just say?\Koizumi, did you catch a cold?\Before that!\It's all a blank after that?\All?\All.\All?\All! response:	Yeah!
context: Koizumi, did you catch a cold?\Before that!\It's all a blank after that?\All?\All.\All?\All!\Yeah! response:	Wow, the weather sure is nice today!
context: Before that!\It's all a blank after that?\All?\All.\All?\All!\Yeah!\Wow, the weather sure is nice today! response:	Perfect for an Umibouzu concert.
context: It's all a blank after that?\All?\All.\All?\All!\Yeah!\Wow, the weather sure is nice today!\Perfect for an Umibouzu concert. response:	You...
context: All?\All.\All?\All!\Yeah!\Wow, the weather sure is nice today!\Perfect for an Umibouzu concert.\You... response:	Go and die!
context: All.\All?\All!\Yeah!\Wow, the weather sure is nice today!\Perfect for an Umibouzu concert.\You...\Go and die! response:	L-O-V-E Maity!
context: All?\All!\Yeah!\Wow, the weather sure is nice today!\Perfect for an Umibouzu concert.\You...\Go and die!\L-O-V-E Maity! response:	Oh no! Koizumi is acting weird.
context: All!\Yeah!\Wow, the weather sure is nice today!\Perfect for an Umibouzu concert.\You...\Go and die!\L-O-V-E Maity!\Oh no! Koizumi is acting weird. response:	Go away. All I can see right now is that guy.
context: Yeah!\Wow, the weather sure is nice today!\Perfect for an Umibouzu concert.\You...\Go and die!\L-O-V-E Maity!\Oh no! Koizumi is acting weird.\Go away. All I can see right now is that guy. response:	Lovely Complex Love Com.
context: Wow, the weather sure is nice today!\Perfect for an Umibouzu concert.\You...\Go and die!\L-O-V-E Maity!\Oh no! Koizumi is acting weird.\Go away. All I can see right now is that guy.\Lovely Complex Love Com. response:	Next: A Killer Crush on Maity!
context: Perfect for an Umibouzu concert.\You...\Go and die!\L-O-V-E Maity!\Oh no! Koizumi is acting weird.\Go away. All I can see right now is that guy.\Lovely Complex Love Com.\Next: A Killer Crush on Maity! response:	Be sure to watch!
context: You...\Go and die!\L-O-V-E Maity!\Oh no! Koizumi is acting weird.\Go away. All I can see right now is that guy.\Lovely Complex Love Com.\Next: A Killer Crush on Maity!\Be sure to watch! response:	A Killer Crush on Maity!
