context: So far, he's hit a right fly and been struck-out. response:	So far, he's hit a right fly and been struck-out. Something's off.
context: What do you think?\We're pretty hot, aren't we?\You all look wonderful.\Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! It's just too cute!\Just what you would expect from my choice!\O-Of course. response:	Miss Asahina! Twirl... twirl!
context: We're pretty hot, aren't we?\You all look wonderful.\Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! It's just too cute!\Just what you would expect from my choice!\O-Of course.\Miss Asahina! Twirl... twirl! response:	Wow, this is amazing!
context: You all look wonderful.\Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! It's just too cute!\Just what you would expect from my choice!\O-Of course.\Miss Asahina! Twirl... twirl!\Wow, this is amazing! response:	Yeah! It's nice and lively!
context: Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! It's just too cute!\Just what you would expect from my choice!\O-Of course.\Miss Asahina! Twirl... twirl!\Wow, this is amazing!\Yeah! It's nice and lively! response:	A Bon festival, huh?
context: Especially Mikuru!\It's so cute on you! It's just too cute!\Just what you would expect from my choice!\O-Of course.\Miss Asahina! Twirl... twirl!\Wow, this is amazing!\Yeah! It's nice and lively!\A Bon festival, huh? response:	I guess it makes sense for there to be this many... people.
context: It's so cute on you! It's just too cute!\Just what you would expect from my choice!\O-Of course.\Miss Asahina! Twirl... twirl!\Wow, this is amazing!\Yeah! It's nice and lively!\A Bon festival, huh?\I guess it makes sense for there to be this many... people. response:	There... there it is again. What is this feeling?
context: Just what you would expect from my choice!\O-Of course.\Miss Asahina! Twirl... twirl!\Wow, this is amazing!\Yeah! It's nice and lively!\A Bon festival, huh?\I guess it makes sense for there to be this many... people.\There... there it is again. What is this feeling? response:	Mikuru!
context: O-Of course.\Miss Asahina! Twirl... twirl!\Wow, this is amazing!\Yeah! It's nice and lively!\A Bon festival, huh?\I guess it makes sense for there to be this many... people.\There... there it is again. What is this feeling?\Mikuru! response:	They have goldfish scooping, just like you wanted!
context: Miss Asahina! Twirl... twirl!\Wow, this is amazing!\Yeah! It's nice and lively!\A Bon festival, huh?\I guess it makes sense for there to be this many... people.\There... there it is again. What is this feeling?\Mikuru!\They have goldfish scooping, just like you wanted! response:	Be sure to catch a bunch!
context: Wow, this is amazing!\Yeah! It's nice and lively!\A Bon festival, huh?\I guess it makes sense for there to be this many... people.\There... there it is again. What is this feeling?\Mikuru!\They have goldfish scooping, just like you wanted!\Be sure to catch a bunch! response:	Okay!
context: Yeah! It's nice and lively!\A Bon festival, huh?\I guess it makes sense for there to be this many... people.\There... there it is again. What is this feeling?\Mikuru!\They have goldfish scooping, just like you wanted!\Be sure to catch a bunch!\Okay! response:	Shall we play, too? How about a competition?
context: A Bon festival, huh?\I guess it makes sense for there to be this many... people.\There... there it is again. What is this feeling?\Mikuru!\They have goldfish scooping, just like you wanted!\Be sure to catch a bunch!\Okay!\Shall we play, too? How about a competition? response:	I'll pass.
context: I guess it makes sense for there to be this many... people.\There... there it is again. What is this feeling?\Mikuru!\They have goldfish scooping, just like you wanted!\Be sure to catch a bunch!\Okay!\Shall we play, too? How about a competition?\I'll pass. response:	What about you, Nagato? Want to eat something?
context: There... there it is again. What is this feeling?\Mikuru!\They have goldfish scooping, just like you wanted!\Be sure to catch a bunch!\Okay!\Shall we play, too? How about a competition?\I'll pass.\What about you, Nagato? Want to eat something? response:	Oh, you're interested in that stuff?
context: Mikuru!\They have goldfish scooping, just like you wanted!\Be sure to catch a bunch!\Okay!\Shall we play, too? How about a competition?\I'll pass.\What about you, Nagato? Want to eat something?\Oh, you're interested in that stuff? response:	- Which one? - It's all right.
context: They have goldfish scooping, just like you wanted!\Be sure to catch a bunch!\Okay!\Shall we play, too? How about a competition?\I'll pass.\What about you, Nagato? Want to eat something?\Oh, you're interested in that stuff?\- Which one? - It's all right. response:	- This one. - Right-o, that'll be 800 yen.
context: Be sure to catch a bunch!\Okay!\Shall we play, too? How about a competition?\I'll pass.\What about you, Nagato? Want to eat something?\Oh, you're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen. response:	I kind of got the feeling that Nagato had been helping us out,
context: Okay!\Shall we play, too? How about a competition?\I'll pass.\What about you, Nagato? Want to eat something?\Oh, you're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out, response:	so I thought it would be appropriate for me to at least buy her that, but...
context: Shall we play, too? How about a competition?\I'll pass.\What about you, Nagato? Want to eat something?\Oh, you're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but... response:	Thirteen! But I don't need so many, so I just kept one.
context: I'll pass.\What about you, Nagato? Want to eat something?\Oh, you're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Thirteen! But I don't need so many, so I just kept one. response:	That's amazing.
context: What about you, Nagato? Want to eat something?\Oh, you're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Thirteen! But I don't need so many, so I just kept one.\That's amazing. response:	You can have one, but only one.
context: Oh, you're interested in that stuff?\- Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Thirteen! But I don't need so many, so I just kept one.\That's amazing.\You can have one, but only one. response:	Thanks.
context: - Which one? - It's all right.\- This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Thirteen! But I don't need so many, so I just kept one.\That's amazing.\You can have one, but only one.\Thanks. response:	Huh? What's with the mask?
context: - This one. - Right-o, that'll be 800 yen.\I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Thirteen! But I don't need so many, so I just kept one.\That's amazing.\You can have one, but only one.\Thanks.\Huh? What's with the mask? response:	I bought it.
context: I kind of got the feeling that Nagato had been helping us out,\so I thought it would be appropriate for me to at least buy her that, but...\Thirteen! But I don't need so many, so I just kept one.\That's amazing.\You can have one, but only one.\Thanks.\Huh? What's with the mask?\I bought it. response:	Huh. I see.
context: so I thought it would be appropriate for me to at least buy her that, but...\Thirteen! But I don't need so many, so I just kept one.\That's amazing.\You can have one, but only one.\Thanks.\Huh? What's with the mask?\I bought it.\Huh. I see. response:	Now then, next up is fireworks! Let's launch some fireworks to end the day!
context: Thirteen! But I don't need so many, so I just kept one.\That's amazing.\You can have one, but only one.\Thanks.\Huh? What's with the mask?\I bought it.\Huh. I see.\Now then, next up is fireworks! Let's launch some fireworks to end the day! response:	It was summer, and summer vacation.
context: That's amazing.\You can have one, but only one.\Thanks.\Huh? What's with the mask?\I bought it.\Huh. I see.\Now then, next up is fireworks! Let's launch some fireworks to end the day!\It was summer, and summer vacation. response:	I won't let you destroy it!
context: You can have one, but only one.\Thanks.\Huh? What's with the mask?\I bought it.\Huh. I see.\Now then, next up is fireworks! Let's launch some fireworks to end the day!\It was summer, and summer vacation.\I won't let you destroy it! response:	I won't let you destroy it! That's why I wanted to forget about it,
context: Thanks.\Huh? What's with the mask?\I bought it.\Huh. I see.\Now then, next up is fireworks! Let's launch some fireworks to end the day!\It was summer, and summer vacation.\I won't let you destroy it!\I won't let you destroy it! That's why I wanted to forget about it, response:	but there was one thing lingering in my mind.
context: Huh? What's with the mask?\I bought it.\Huh. I see.\Now then, next up is fireworks! Let's launch some fireworks to end the day!\It was summer, and summer vacation.\I won't let you destroy it!\I won't let you destroy it! That's why I wanted to forget about it,\but there was one thing lingering in my mind. response:	All right, tomorrow we'll be catching bugs!
context: I bought it.\Huh. I see.\Now then, next up is fireworks! Let's launch some fireworks to end the day!\It was summer, and summer vacation.\I won't let you destroy it!\I won't let you destroy it! That's why I wanted to forget about it,\but there was one thing lingering in my mind.\All right, tomorrow we'll be catching bugs! response:	Haruhi.
context: Huh. I see.\Now then, next up is fireworks! Let's launch some fireworks to end the day!\It was summer, and summer vacation.\I won't let you destroy it!\I won't let you destroy it! That's why I wanted to forget about it,\but there was one thing lingering in my mind.\All right, tomorrow we'll be catching bugs!\Haruhi. response:	It's fine to want to play around, but are you finished with your summer homework?
context: Now then, next up is fireworks! Let's launch some fireworks to end the day!\It was summer, and summer vacation.\I won't let you destroy it!\I won't let you destroy it! That's why I wanted to forget about it,\but there was one thing lingering in my mind.\All right, tomorrow we'll be catching bugs!\Haruhi.\It's fine to want to play around, but are you finished with your summer homework? response:	What? You can finish homework like that in just three days.
context: It was summer, and summer vacation.\I won't let you destroy it!\I won't let you destroy it! That's why I wanted to forget about it,\but there was one thing lingering in my mind.\All right, tomorrow we'll be catching bugs!\Haruhi.\It's fine to want to play around, but are you finished with your summer homework?\What? You can finish homework like that in just three days. response:	Three days!?
context: I won't let you destroy it!\I won't let you destroy it! That's why I wanted to forget about it,\but there was one thing lingering in my mind.\All right, tomorrow we'll be catching bugs!\Haruhi.\It's fine to want to play around, but are you finished with your summer homework?\What? You can finish homework like that in just three days.\Three days!? response:	You get that stuff out of the way so you can have fun without having to worry about it.
context: I won't let you destroy it! That's why I wanted to forget about it,\but there was one thing lingering in my mind.\All right, tomorrow we'll be catching bugs!\Haruhi.\It's fine to want to play around, but are you finished with your summer homework?\What? You can finish homework like that in just three days.\Three days!?\You get that stuff out of the way so you can have fun without having to worry about it. response:	That's how you enjoy your summer vacation.
context: but there was one thing lingering in my mind.\All right, tomorrow we'll be catching bugs!\Haruhi.\It's fine to want to play around, but are you finished with your summer homework?\What? You can finish homework like that in just three days.\Three days!?\You get that stuff out of the way so you can have fun without having to worry about it.\That's how you enjoy your summer vacation. response:	Why is she so smart?
context: All right, tomorrow we'll be catching bugs!\Haruhi.\It's fine to want to play around, but are you finished with your summer homework?\What? You can finish homework like that in just three days.\Three days!?\You get that stuff out of the way so you can have fun without having to worry about it.\That's how you enjoy your summer vacation.\Why is she so smart? response:	It seems like the guys up in heaven that were divvying up
context: Haruhi.\It's fine to want to play around, but are you finished with your summer homework?\What? You can finish homework like that in just three days.\Three days!?\You get that stuff out of the way so you can have fun without having to worry about it.\That's how you enjoy your summer vacation.\Why is she so smart?\It seems like the guys up in heaven that were divvying up response:	the stats for us were being pretty lax about it.
context: It's fine to want to play around, but are you finished with your summer homework?\What? You can finish homework like that in just three days.\Three days!?\You get that stuff out of the way so you can have fun without having to worry about it.\That's how you enjoy your summer vacation.\Why is she so smart?\It seems like the guys up in heaven that were divvying up\the stats for us were being pretty lax about it. response:	And so, tomorrow we'll be catching bugs!
context: What? You can finish homework like that in just three days.\Three days!?\You get that stuff out of the way so you can have fun without having to worry about it.\That's how you enjoy your summer vacation.\Why is she so smart?\It seems like the guys up in heaven that were divvying up\the stats for us were being pretty lax about it.\And so, tomorrow we'll be catching bugs! response:	Whoever catches the most bugs...
context: Three days!?\You get that stuff out of the way so you can have fun without having to worry about it.\That's how you enjoy your summer vacation.\Why is she so smart?\It seems like the guys up in heaven that were divvying up\the stats for us were being pretty lax about it.\And so, tomorrow we'll be catching bugs!\Whoever catches the most bugs... response:	Okay, they'll get to be the brigade leader for a day!
context: You get that stuff out of the way so you can have fun without having to worry about it.\That's how you enjoy your summer vacation.\Why is she so smart?\It seems like the guys up in heaven that were divvying up\the stats for us were being pretty lax about it.\And so, tomorrow we'll be catching bugs!\Whoever catches the most bugs...\Okay, they'll get to be the brigade leader for a day! response:	No thanks!
context: That's how you enjoy your summer vacation.\Why is she so smart?\It seems like the guys up in heaven that were divvying up\the stats for us were being pretty lax about it.\And so, tomorrow we'll be catching bugs!\Whoever catches the most bugs...\Okay, they'll get to be the brigade leader for a day!\No thanks! response:	That sounds interesting. Are any bugs okay?
context: Why is she so smart?\It seems like the guys up in heaven that were divvying up\the stats for us were being pretty lax about it.\And so, tomorrow we'll be catching bugs!\Whoever catches the most bugs...\Okay, they'll get to be the brigade leader for a day!\No thanks!\That sounds interesting. Are any bugs okay? response:	Hmm... only cicadas!
context: It seems like the guys up in heaven that were divvying up\the stats for us were being pretty lax about it.\And so, tomorrow we'll be catching bugs!\Whoever catches the most bugs...\Okay, they'll get to be the brigade leader for a day!\No thanks!\That sounds interesting. Are any bugs okay?\Hmm... only cicadas! response:	That's it, this will be the SOS Brigade's Cicada Capturing Competition!
context: the stats for us were being pretty lax about it.\And so, tomorrow we'll be catching bugs!\Whoever catches the most bugs...\Okay, they'll get to be the brigade leader for a day!\No thanks!\That sounds interesting. Are any bugs okay?\Hmm... only cicadas!\That's it, this will be the SOS Brigade's Cicada Capturing Competition! response:	The next day was yet again a beautiful day.
context: And so, tomorrow we'll be catching bugs!\Whoever catches the most bugs...\Okay, they'll get to be the brigade leader for a day!\No thanks!\That sounds interesting. Are any bugs okay?\Hmm... only cicadas!\That's it, this will be the SOS Brigade's Cicada Capturing Competition!\The next day was yet again a beautiful day. response:	It was on this day that we had the SOS Brigade Cicada Capturing Competition.
context: Whoever catches the most bugs...\Okay, they'll get to be the brigade leader for a day!\No thanks!\That sounds interesting. Are any bugs okay?\Hmm... only cicadas!\That's it, this will be the SOS Brigade's Cicada Capturing Competition!\The next day was yet again a beautiful day.\It was on this day that we had the SOS Brigade Cicada Capturing Competition. response:	Oh, no! It was on this day that we had the SOS Brigade Cicada Capturing Competition.
context: Okay, they'll get to be the brigade leader for a day!\No thanks!\That sounds interesting. Are any bugs okay?\Hmm... only cicadas!\That's it, this will be the SOS Brigade's Cicada Capturing Competition!\The next day was yet again a beautiful day.\It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no! It was on this day that we had the SOS Brigade Cicada Capturing Competition. response:	Oh, no!
context: No thanks!\That sounds interesting. Are any bugs okay?\Hmm... only cicadas!\That's it, this will be the SOS Brigade's Cicada Capturing Competition!\The next day was yet again a beautiful day.\It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no! It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no! response:	Oh, no! It looks like each of us did try, in their own way,
context: That sounds interesting. Are any bugs okay?\Hmm... only cicadas!\That's it, this will be the SOS Brigade's Cicada Capturing Competition!\The next day was yet again a beautiful day.\It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no! It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no!\Oh, no! It looks like each of us did try, in their own way, response:	It looks like each of us did try, in their own way,
context: Hmm... only cicadas!\That's it, this will be the SOS Brigade's Cicada Capturing Competition!\The next day was yet again a beautiful day.\It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no! It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no!\Oh, no! It looks like each of us did try, in their own way,\It looks like each of us did try, in their own way, response:	but of course, or something to that effect, the winner ended up being Haruhi.
context: That's it, this will be the SOS Brigade's Cicada Capturing Competition!\The next day was yet again a beautiful day.\It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no! It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no!\Oh, no! It looks like each of us did try, in their own way,\It looks like each of us did try, in their own way,\but of course, or something to that effect, the winner ended up being Haruhi. response:	A catch and release attitude is important, right?
context: The next day was yet again a beautiful day.\It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no! It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no!\Oh, no! It looks like each of us did try, in their own way,\It looks like each of us did try, in their own way,\but of course, or something to that effect, the winner ended up being Haruhi.\A catch and release attitude is important, right? response:	If we let them go, then they might come back to repay us.
context: It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no! It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no!\Oh, no! It looks like each of us did try, in their own way,\It looks like each of us did try, in their own way,\but of course, or something to that effect, the winner ended up being Haruhi.\A catch and release attitude is important, right?\If we let them go, then they might come back to repay us. response:	What could a cicada do, even if it did come back?
context: Oh, no! It was on this day that we had the SOS Brigade Cicada Capturing Competition.\Oh, no!\Oh, no! It looks like each of us did try, in their own way,\It looks like each of us did try, in their own way,\but of course, or something to that effect, the winner ended up being Haruhi.\A catch and release attitude is important, right?\If we let them go, then they might come back to repay us.\What could a cicada do, even if it did come back? response:	There you go! Go back to the mountains!
context: Oh, no!\Oh, no! It looks like each of us did try, in their own way,\It looks like each of us did try, in their own way,\but of course, or something to that effect, the winner ended up being Haruhi.\A catch and release attitude is important, right?\If we let them go, then they might come back to repay us.\What could a cicada do, even if it did come back?\There you go! Go back to the mountains! response:	For some reason, I kind of feel like Pandora opening her box.
context: Oh, no! It looks like each of us did try, in their own way,\It looks like each of us did try, in their own way,\but of course, or something to that effect, the winner ended up being Haruhi.\A catch and release attitude is important, right?\If we let them go, then they might come back to repay us.\What could a cicada do, even if it did come back?\There you go! Go back to the mountains!\For some reason, I kind of feel like Pandora opening her box. response:	The next day, even though we had no idea what was going on,
context: It looks like each of us did try, in their own way,\but of course, or something to that effect, the winner ended up being Haruhi.\A catch and release attitude is important, right?\If we let them go, then they might come back to repay us.\What could a cicada do, even if it did come back?\There you go! Go back to the mountains!\For some reason, I kind of feel like Pandora opening her box.\The next day, even though we had no idea what was going on, response:	we were made to wear frog costumes for our part-time job at the supermarket.
context: but of course, or something to that effect, the winner ended up being Haruhi.\A catch and release attitude is important, right?\If we let them go, then they might come back to repay us.\What could a cicada do, even if it did come back?\There you go! Go back to the mountains!\For some reason, I kind of feel like Pandora opening her box.\The next day, even though we had no idea what was going on,\we were made to wear frog costumes for our part-time job at the supermarket. response:	Good work, everyone.
context: A catch and release attitude is important, right?\If we let them go, then they might come back to repay us.\What could a cicada do, even if it did come back?\There you go! Go back to the mountains!\For some reason, I kind of feel like Pandora opening her box.\The next day, even though we had no idea what was going on,\we were made to wear frog costumes for our part-time job at the supermarket.\Good work, everyone. response:	What's with this difference in how we're being treated?
context: If we let them go, then they might come back to repay us.\What could a cicada do, even if it did come back?\There you go! Go back to the mountains!\For some reason, I kind of feel like Pandora opening her box.\The next day, even though we had no idea what was going on,\we were made to wear frog costumes for our part-time job at the supermarket.\Good work, everyone.\What's with this difference in how we're being treated? response:	Thanks for the hard work. The manager is thankful.
context: What could a cicada do, even if it did come back?\There you go! Go back to the mountains!\For some reason, I kind of feel like Pandora opening her box.\The next day, even though we had no idea what was going on,\we were made to wear frog costumes for our part-time job at the supermarket.\Good work, everyone.\What's with this difference in how we're being treated?\Thanks for the hard work. The manager is thankful. response:	I don't care about his thanks. Where's our pay?
context: There you go! Go back to the mountains!\For some reason, I kind of feel like Pandora opening her box.\The next day, even though we had no idea what was going on,\we were made to wear frog costumes for our part-time job at the supermarket.\Good work, everyone.\What's with this difference in how we're being treated?\Thanks for the hard work. The manager is thankful.\I don't care about his thanks. Where's our pay? response:	That's it.
context: For some reason, I kind of feel like Pandora opening her box.\The next day, even though we had no idea what was going on,\we were made to wear frog costumes for our part-time job at the supermarket.\Good work, everyone.\What's with this difference in how we're being treated?\Thanks for the hard work. The manager is thankful.\I don't care about his thanks. Where's our pay?\That's it. response:	I've wanted that for a while.
context: The next day, even though we had no idea what was going on,\we were made to wear frog costumes for our part-time job at the supermarket.\Good work, everyone.\What's with this difference in how we're being treated?\Thanks for the hard work. The manager is thankful.\I don't care about his thanks. Where's our pay?\That's it.\I've wanted that for a while. response:	The owner said that he'd give it to us for Mikuru's sake.
context: we were made to wear frog costumes for our part-time job at the supermarket.\Good work, everyone.\What's with this difference in how we're being treated?\Thanks for the hard work. The manager is thankful.\I don't care about his thanks. Where's our pay?\That's it.\I've wanted that for a while.\The owner said that he'd give it to us for Mikuru's sake. response:	We worked, sweat pouring down our foreheads, for that?
context: Good work, everyone.\What's with this difference in how we're being treated?\Thanks for the hard work. The manager is thankful.\I don't care about his thanks. Where's our pay?\That's it.\I've wanted that for a while.\The owner said that he'd give it to us for Mikuru's sake.\We worked, sweat pouring down our foreheads, for that? response:	Let's hang that up in the clubroom as a memento.
context: What's with this difference in how we're being treated?\Thanks for the hard work. The manager is thankful.\I don't care about his thanks. Where's our pay?\That's it.\I've wanted that for a while.\The owner said that he'd give it to us for Mikuru's sake.\We worked, sweat pouring down our foreheads, for that?\Let's hang that up in the clubroom as a memento. response:	Mikuru, you can wear it whenever you want. You have my permission!
context: Thanks for the hard work. The manager is thankful.\I don't care about his thanks. Where's our pay?\That's it.\I've wanted that for a while.\The owner said that he'd give it to us for Mikuru's sake.\We worked, sweat pouring down our foreheads, for that?\Let's hang that up in the clubroom as a memento.\Mikuru, you can wear it whenever you want. You have my permission! response:	That night, a single phone call stole me away from my slumber.
context: I don't care about his thanks. Where's our pay?\That's it.\I've wanted that for a while.\The owner said that he'd give it to us for Mikuru's sake.\We worked, sweat pouring down our foreheads, for that?\Let's hang that up in the clubroom as a memento.\Mikuru, you can wear it whenever you want. You have my permission!\That night, a single phone call stole me away from my slumber. response:	Oh, come on! Hello?
context: That's it.\I've wanted that for a while.\The owner said that he'd give it to us for Mikuru's sake.\We worked, sweat pouring down our foreheads, for that?\Let's hang that up in the clubroom as a memento.\Mikuru, you can wear it whenever you want. You have my permission!\That night, a single phone call stole me away from my slumber.\Oh, come on! Hello? response:	Kyon...
context: I've wanted that for a while.\The owner said that he'd give it to us for Mikuru's sake.\We worked, sweat pouring down our foreheads, for that?\Let's hang that up in the clubroom as a memento.\Mikuru, you can wear it whenever you want. You have my permission!\That night, a single phone call stole me away from my slumber.\Oh, come on! Hello?\Kyon... response:	Miss Asahina!?
context: The owner said that he'd give it to us for Mikuru's sake.\We worked, sweat pouring down our foreheads, for that?\Let's hang that up in the clubroom as a memento.\Mikuru, you can wear it whenever you want. You have my permission!\That night, a single phone call stole me away from my slumber.\Oh, come on! Hello?\Kyon...\Miss Asahina!? response:	Yes, it's me...
context: We worked, sweat pouring down our foreheads, for that?\Let's hang that up in the clubroom as a memento.\Mikuru, you can wear it whenever you want. You have my permission!\That night, a single phone call stole me away from my slumber.\Oh, come on! Hello?\Kyon...\Miss Asahina!?\Yes, it's me... response:	Something... very not good has... At this rate, I...
context: Let's hang that up in the clubroom as a memento.\Mikuru, you can wear it whenever you want. You have my permission!\That night, a single phone call stole me away from my slumber.\Oh, come on! Hello?\Kyon...\Miss Asahina!?\Yes, it's me...\Something... very not good has... At this rate, I... response:	What do I...
context: Mikuru, you can wear it whenever you want. You have my permission!\That night, a single phone call stole me away from my slumber.\Oh, come on! Hello?\Kyon...\Miss Asahina!?\Yes, it's me...\Something... very not good has... At this rate, I...\What do I... response:	- Umm... - Hello, this is Koizumi.
context: That night, a single phone call stole me away from my slumber.\Oh, come on! Hello?\Kyon...\Miss Asahina!?\Yes, it's me...\Something... very not good has... At this rate, I...\What do I...\- Umm... - Hello, this is Koizumi. response:	Why are you with Miss Asahina?
context: Oh, come on! Hello?\Kyon...\Miss Asahina!?\Yes, it's me...\Something... very not good has... At this rate, I...\What do I...\- Umm... - Hello, this is Koizumi.\Why are you with Miss Asahina? response:	Certain circumstances came up.
context: Kyon...\Miss Asahina!?\Yes, it's me...\Something... very not good has... At this rate, I...\What do I...\- Umm... - Hello, this is Koizumi.\Why are you with Miss Asahina?\Certain circumstances came up. response:	Would it be possible for you to come join us right now?
context: Miss Asahina!?\Yes, it's me...\Something... very not good has... At this rate, I...\What do I...\- Umm... - Hello, this is Koizumi.\Why are you with Miss Asahina?\Certain circumstances came up.\Would it be possible for you to come join us right now? response:	Why you... why you!
context: Yes, it's me...\Something... very not good has... At this rate, I...\What do I...\- Umm... - Hello, this is Koizumi.\Why are you with Miss Asahina?\Certain circumstances came up.\Would it be possible for you to come join us right now?\Why you... why you! response:	What in the world happened, Miss Asahina?
context: Something... very not good has... At this rate, I...\What do I...\- Umm... - Hello, this is Koizumi.\Why are you with Miss Asahina?\Certain circumstances came up.\Would it be possible for you to come join us right now?\Why you... why you!\What in the world happened, Miss Asahina? response:	Kyon...
context: What do I...\- Umm... - Hello, this is Koizumi.\Why are you with Miss Asahina?\Certain circumstances came up.\Would it be possible for you to come join us right now?\Why you... why you!\What in the world happened, Miss Asahina?\Kyon... response:	I can't understand what she's saying...
context: - Umm... - Hello, this is Koizumi.\Why are you with Miss Asahina?\Certain circumstances came up.\Would it be possible for you to come join us right now?\Why you... why you!\What in the world happened, Miss Asahina?\Kyon...\I can't understand what she's saying... response:	In other words, this is what's going on.
context: Why are you with Miss Asahina?\Certain circumstances came up.\Would it be possible for you to come join us right now?\Why you... why you!\What in the world happened, Miss Asahina?\Kyon...\I can't understand what she's saying...\In other words, this is what's going on. response:	We are going through an eternal loop of the same time period.
context: Certain circumstances came up.\Would it be possible for you to come join us right now?\Why you... why you!\What in the world happened, Miss Asahina?\Kyon...\I can't understand what she's saying...\In other words, this is what's going on.\We are going through an eternal loop of the same time period. response:	Even if you say something as impossible as that with a smile on your face...
context: Would it be possible for you to come join us right now?\Why you... why you!\What in the world happened, Miss Asahina?\Kyon...\I can't understand what she's saying...\In other words, this is what's going on.\We are going through an eternal loop of the same time period.\Even if you say something as impossible as that with a smile on your face... response:	Koizumi, do you realize what you're saying? Do you?
context: Why you... why you!\What in the world happened, Miss Asahina?\Kyon...\I can't understand what she's saying...\In other words, this is what's going on.\We are going through an eternal loop of the same time period.\Even if you say something as impossible as that with a smile on your face...\Koizumi, do you realize what you're saying? Do you? response:	I do. Much more than I wish I did.
context: What in the world happened, Miss Asahina?\Kyon...\I can't understand what she's saying...\In other words, this is what's going on.\We are going through an eternal loop of the same time period.\Even if you say something as impossible as that with a smile on your face...\Koizumi, do you realize what you're saying? Do you?\I do. Much more than I wish I did. response:	I had just been speaking with Miss Asahina.
context: Kyon...\I can't understand what she's saying...\In other words, this is what's going on.\We are going through an eternal loop of the same time period.\Even if you say something as impossible as that with a smile on your face...\Koizumi, do you realize what you're saying? Do you?\I do. Much more than I wish I did.\I had just been speaking with Miss Asahina. response:	Call me too. And then don't come.
context: I can't understand what she's saying...\In other words, this is what's going on.\We are going through an eternal loop of the same time period.\Even if you say something as impossible as that with a smile on your face...\Koizumi, do you realize what you're saying? Do you?\I do. Much more than I wish I did.\I had just been speaking with Miss Asahina.\Call me too. And then don't come. response:	And as a result, what we realized was that recently,
context: In other words, this is what's going on.\We are going through an eternal loop of the same time period.\Even if you say something as impossible as that with a smile on your face...\Koizumi, do you realize what you're saying? Do you?\I do. Much more than I wish I did.\I had just been speaking with Miss Asahina.\Call me too. And then don't come.\And as a result, what we realized was that recently, response:	the flow of time was a bit strange.
context: We are going through an eternal loop of the same time period.\Even if you say something as impossible as that with a smile on your face...\Koizumi, do you realize what you're saying? Do you?\I do. Much more than I wish I did.\I had just been speaking with Miss Asahina.\Call me too. And then don't come.\And as a result, what we realized was that recently,\the flow of time was a bit strange. response:	You might want to credit this to Miss Asahina.
context: Even if you say something as impossible as that with a smile on your face...\Koizumi, do you realize what you're saying? Do you?\I do. Much more than I wish I did.\I had just been speaking with Miss Asahina.\Call me too. And then don't come.\And as a result, what we realized was that recently,\the flow of time was a bit strange.\You might want to credit this to Miss Asahina. response:	Thanks to her, I was able to confirm it.
context: Koizumi, do you realize what you're saying? Do you?\I do. Much more than I wish I did.\I had just been speaking with Miss Asahina.\Call me too. And then don't come.\And as a result, what we realized was that recently,\the flow of time was a bit strange.\You might want to credit this to Miss Asahina.\Thanks to her, I was able to confirm it. response:	Confirm what?
context: I do. Much more than I wish I did.\I had just been speaking with Miss Asahina.\Call me too. And then don't come.\And as a result, what we realized was that recently,\the flow of time was a bit strange.\You might want to credit this to Miss Asahina.\Thanks to her, I was able to confirm it.\Confirm what? response:	That we have experienced the same span of time numerous times.
