context: In the northern area... response:	Multiple Ashikabis and Sekireis are moving suspiciously...
context: Number 88, Musubi.\I won't lose to someone junior to me!\We'll cross this bridge!\Musubi-chan!\Now we're the one starting the fight...\How fun! It was worth the wait.\Have we been underestimated? I don't like that.\Here I come! response:	You're a close range fighter, huh? Same type as me.
context: I won't lose to someone junior to me!\We'll cross this bridge!\Musubi-chan!\Now we're the one starting the fight...\How fun! It was worth the wait.\Have we been underestimated? I don't like that.\Here I come!\You're a close range fighter, huh? Same type as me. response:	Just as Black told me. Looks like I can have some fun.
context: We'll cross this bridge!\Musubi-chan!\Now we're the one starting the fight...\How fun! It was worth the wait.\Have we been underestimated? I don't like that.\Here I come!\You're a close range fighter, huh? Same type as me.\Just as Black told me. Looks like I can have some fun. response:	Number 88, Black has her eye on you, I heard.
context: Musubi-chan!\Now we're the one starting the fight...\How fun! It was worth the wait.\Have we been underestimated? I don't like that.\Here I come!\You're a close range fighter, huh? Same type as me.\Just as Black told me. Looks like I can have some fun.\Number 88, Black has her eye on you, I heard. response:	Black?
context: Now we're the one starting the fight...\How fun! It was worth the wait.\Have we been underestimated? I don't like that.\Here I come!\You're a close range fighter, huh? Same type as me.\Just as Black told me. Looks like I can have some fun.\Number 88, Black has her eye on you, I heard.\Black? response:	Karasuba! Karasuba!
context: How fun! It was worth the wait.\Have we been underestimated? I don't like that.\Here I come!\You're a close range fighter, huh? Same type as me.\Just as Black told me. Looks like I can have some fun.\Number 88, Black has her eye on you, I heard.\Black?\Karasuba! Karasuba! response:	Can't you tell that from the context here?!
context: Have we been underestimated? I don't like that.\Here I come!\You're a close range fighter, huh? Same type as me.\Just as Black told me. Looks like I can have some fun.\Number 88, Black has her eye on you, I heard.\Black?\Karasuba! Karasuba!\Can't you tell that from the context here?! response:	Context? Huh?
context: Here I come!\You're a close range fighter, huh? Same type as me.\Just as Black told me. Looks like I can have some fun.\Number 88, Black has her eye on you, I heard.\Black?\Karasuba! Karasuba!\Can't you tell that from the context here?!\Context? Huh? response:	A born fool... Benitsubasa, she's your born enemy.
context: You're a close range fighter, huh? Same type as me.\Just as Black told me. Looks like I can have some fun.\Number 88, Black has her eye on you, I heard.\Black?\Karasuba! Karasuba!\Can't you tell that from the context here?!\Context? Huh?\A born fool... Benitsubasa, she's your born enemy. response:	Rats! It's complete nonsense to deal with this idiot.
context: Just as Black told me. Looks like I can have some fun.\Number 88, Black has her eye on you, I heard.\Black?\Karasuba! Karasuba!\Can't you tell that from the context here?!\Context? Huh?\A born fool... Benitsubasa, she's your born enemy.\Rats! It's complete nonsense to deal with this idiot. response:	Don't call others idiots!
context: Number 88, Black has her eye on you, I heard.\Black?\Karasuba! Karasuba!\Can't you tell that from the context here?!\Context? Huh?\A born fool... Benitsubasa, she's your born enemy.\Rats! It's complete nonsense to deal with this idiot.\Don't call others idiots! response:	My stomach hurts!
context: Black?\Karasuba! Karasuba!\Can't you tell that from the context here?!\Context? Huh?\A born fool... Benitsubasa, she's your born enemy.\Rats! It's complete nonsense to deal with this idiot.\Don't call others idiots!\My stomach hurts! response:	You made me really mad! I'll kill you instantly.
context: Karasuba! Karasuba!\Can't you tell that from the context here?!\Context? Huh?\A born fool... Benitsubasa, she's your born enemy.\Rats! It's complete nonsense to deal with this idiot.\Don't call others idiots!\My stomach hurts!\You made me really mad! I'll kill you instantly. response:	Take this! And this! And this!
context: Can't you tell that from the context here?!\Context? Huh?\A born fool... Benitsubasa, she's your born enemy.\Rats! It's complete nonsense to deal with this idiot.\Don't call others idiots!\My stomach hurts!\You made me really mad! I'll kill you instantly.\Take this! And this! And this! response:	One down.
context: Context? Huh?\A born fool... Benitsubasa, she's your born enemy.\Rats! It's complete nonsense to deal with this idiot.\Don't call others idiots!\My stomach hurts!\You made me really mad! I'll kill you instantly.\Take this! And this! And this!\One down. response:	M-Musubi-chan!
context: A born fool... Benitsubasa, she's your born enemy.\Rats! It's complete nonsense to deal with this idiot.\Don't call others idiots!\My stomach hurts!\You made me really mad! I'll kill you instantly.\Take this! And this! And this!\One down.\M-Musubi-chan! response:	This inexpressible unease...
context: Rats! It's complete nonsense to deal with this idiot.\Don't call others idiots!\My stomach hurts!\You made me really mad! I'll kill you instantly.\Take this! And this! And this!\One down.\M-Musubi-chan!\This inexpressible unease... response:	Is this what Minato is feeling?
context: Don't call others idiots!\My stomach hurts!\You made me really mad! I'll kill you instantly.\Take this! And this! And this!\One down.\M-Musubi-chan!\This inexpressible unease...\Is this what Minato is feeling? response:	Tsukiumi-san, you are aiming to be strongest
context: My stomach hurts!\You made me really mad! I'll kill you instantly.\Take this! And this! And this!\One down.\M-Musubi-chan!\This inexpressible unease...\Is this what Minato is feeling?\Tsukiumi-san, you are aiming to be strongest response:	so you can live happily ever after with Sahashi-san, aren't you?
context: You made me really mad! I'll kill you instantly.\Take this! And this! And this!\One down.\M-Musubi-chan!\This inexpressible unease...\Is this what Minato is feeling?\Tsukiumi-san, you are aiming to be strongest\so you can live happily ever after with Sahashi-san, aren't you? response:	Landlady! You promised not to say that!
context: Take this! And this! And this!\One down.\M-Musubi-chan!\This inexpressible unease...\Is this what Minato is feeling?\Tsukiumi-san, you are aiming to be strongest\so you can live happily ever after with Sahashi-san, aren't you?\Landlady! You promised not to say that! response:	Matsu-san, Ku-chan... even though they choose different ways,
context: One down.\M-Musubi-chan!\This inexpressible unease...\Is this what Minato is feeling?\Tsukiumi-san, you are aiming to be strongest\so you can live happily ever after with Sahashi-san, aren't you?\Landlady! You promised not to say that!\Matsu-san, Ku-chan... even though they choose different ways, response:	their feelings of trying to be his wife,
context: M-Musubi-chan!\This inexpressible unease...\Is this what Minato is feeling?\Tsukiumi-san, you are aiming to be strongest\so you can live happily ever after with Sahashi-san, aren't you?\Landlady! You promised not to say that!\Matsu-san, Ku-chan... even though they choose different ways,\their feelings of trying to be his wife, response:	of wanting to help someone precious...
context: This inexpressible unease...\Is this what Minato is feeling?\Tsukiumi-san, you are aiming to be strongest\so you can live happily ever after with Sahashi-san, aren't you?\Landlady! You promised not to say that!\Matsu-san, Ku-chan... even though they choose different ways,\their feelings of trying to be his wife,\of wanting to help someone precious... response:	Those must be exactly the same as yours.
context: Is this what Minato is feeling?\Tsukiumi-san, you are aiming to be strongest\so you can live happily ever after with Sahashi-san, aren't you?\Landlady! You promised not to say that!\Matsu-san, Ku-chan... even though they choose different ways,\their feelings of trying to be his wife,\of wanting to help someone precious...\Those must be exactly the same as yours. response:	You aren't his wife.
context: Tsukiumi-san, you are aiming to be strongest\so you can live happily ever after with Sahashi-san, aren't you?\Landlady! You promised not to say that!\Matsu-san, Ku-chan... even though they choose different ways,\their feelings of trying to be his wife,\of wanting to help someone precious...\Those must be exactly the same as yours.\You aren't his wife. response:	Even I can take a risk sometimes.
context: so you can live happily ever after with Sahashi-san, aren't you?\Landlady! You promised not to say that!\Matsu-san, Ku-chan... even though they choose different ways,\their feelings of trying to be his wife,\of wanting to help someone precious...\Those must be exactly the same as yours.\You aren't his wife.\Even I can take a risk sometimes. response:	At this rate, they'll get ahead of you.
context: Landlady! You promised not to say that!\Matsu-san, Ku-chan... even though they choose different ways,\their feelings of trying to be his wife,\of wanting to help someone precious...\Those must be exactly the same as yours.\You aren't his wife.\Even I can take a risk sometimes.\At this rate, they'll get ahead of you. response:	Tsukiumi-san!
context: Matsu-san, Ku-chan... even though they choose different ways,\their feelings of trying to be his wife,\of wanting to help someone precious...\Those must be exactly the same as yours.\You aren't his wife.\Even I can take a risk sometimes.\At this rate, they'll get ahead of you.\Tsukiumi-san! response:	How boring! I expected she'd be more fun.
context: their feelings of trying to be his wife,\of wanting to help someone precious...\Those must be exactly the same as yours.\You aren't his wife.\Even I can take a risk sometimes.\At this rate, they'll get ahead of you.\Tsukiumi-san!\How boring! I expected she'd be more fun. response:	Ow! Hey! What was that?!
context: of wanting to help someone precious...\Those must be exactly the same as yours.\You aren't his wife.\Even I can take a risk sometimes.\At this rate, they'll get ahead of you.\Tsukiumi-san!\How boring! I expected she'd be more fun.\Ow! Hey! What was that?! response:	I told you... I won't lose to my junior.
context: Those must be exactly the same as yours.\You aren't his wife.\Even I can take a risk sometimes.\At this rate, they'll get ahead of you.\Tsukiumi-san!\How boring! I expected she'd be more fun.\Ow! Hey! What was that?!\I told you... I won't lose to my junior. response:	Musubi-chan!
context: You aren't his wife.\Even I can take a risk sometimes.\At this rate, they'll get ahead of you.\Tsukiumi-san!\How boring! I expected she'd be more fun.\Ow! Hey! What was that?!\I told you... I won't lose to my junior.\Musubi-chan! response:	Hey, let go!
context: Even I can take a risk sometimes.\At this rate, they'll get ahead of you.\Tsukiumi-san!\How boring! I expected she'd be more fun.\Ow! Hey! What was that?!\I told you... I won't lose to my junior.\Musubi-chan!\Hey, let go! response:	Now, ready, set...
context: At this rate, they'll get ahead of you.\Tsukiumi-san!\How boring! I expected she'd be more fun.\Ow! Hey! What was that?!\I told you... I won't lose to my junior.\Musubi-chan!\Hey, let go!\Now, ready, set... response:	Musubi-chan, are you okay?
context: Tsukiumi-san!\How boring! I expected she'd be more fun.\Ow! Hey! What was that?!\I told you... I won't lose to my junior.\Musubi-chan!\Hey, let go!\Now, ready, set...\Musubi-chan, are you okay? response:	That was nothing for me!
context: How boring! I expected she'd be more fun.\Ow! Hey! What was that?!\I told you... I won't lose to my junior.\Musubi-chan!\Hey, let go!\Now, ready, set...\Musubi-chan, are you okay?\That was nothing for me! response:	Well, you sure act fresh...
context: Ow! Hey! What was that?!\I told you... I won't lose to my junior.\Musubi-chan!\Hey, let go!\Now, ready, set...\Musubi-chan, are you okay?\That was nothing for me!\Well, you sure act fresh... response:	I'll show you what happens when you defy the Discipline Squad...
context: I told you... I won't lose to my junior.\Musubi-chan!\Hey, let go!\Now, ready, set...\Musubi-chan, are you okay?\That was nothing for me!\Well, you sure act fresh...\I'll show you what happens when you defy the Discipline Squad... response:	I won't just shut you down; I'll kill you!
context: Musubi-chan!\Hey, let go!\Now, ready, set...\Musubi-chan, are you okay?\That was nothing for me!\Well, you sure act fresh...\I'll show you what happens when you defy the Discipline Squad...\I won't just shut you down; I'll kill you! response:	Watch out!
context: Hey, let go!\Now, ready, set...\Musubi-chan, are you okay?\That was nothing for me!\Well, you sure act fresh...\I'll show you what happens when you defy the Discipline Squad...\I won't just shut you down; I'll kill you!\Watch out! response:	Extreme Quake!
context: Now, ready, set...\Musubi-chan, are you okay?\That was nothing for me!\Well, you sure act fresh...\I'll show you what happens when you defy the Discipline Squad...\I won't just shut you down; I'll kill you!\Watch out!\Extreme Quake! response:	Extreme Quake Extreme Quake!
context: Musubi-chan, are you okay?\That was nothing for me!\Well, you sure act fresh...\I'll show you what happens when you defy the Discipline Squad...\I won't just shut you down; I'll kill you!\Watch out!\Extreme Quake!\Extreme Quake Extreme Quake! response:	Extreme Quake
context: That was nothing for me!\Well, you sure act fresh...\I'll show you what happens when you defy the Discipline Squad...\I won't just shut you down; I'll kill you!\Watch out!\Extreme Quake!\Extreme Quake Extreme Quake!\Extreme Quake response:	What was that?
context: Well, you sure act fresh...\I'll show you what happens when you defy the Discipline Squad...\I won't just shut you down; I'll kill you!\Watch out!\Extreme Quake!\Extreme Quake Extreme Quake!\Extreme Quake\What was that? response:	Minato-san!
context: I'll show you what happens when you defy the Discipline Squad...\I won't just shut you down; I'll kill you!\Watch out!\Extreme Quake!\Extreme Quake Extreme Quake!\Extreme Quake\What was that?\Minato-san! response:	Minato-san!
context: I won't just shut you down; I'll kill you!\Watch out!\Extreme Quake!\Extreme Quake Extreme Quake!\Extreme Quake\What was that?\Minato-san!\Minato-san! response:	I'll save you right now!
context: Watch out!\Extreme Quake!\Extreme Quake Extreme Quake!\Extreme Quake\What was that?\Minato-san!\Minato-san!\I'll save you right now! response:	Is this your Ashikabi?
context: Extreme Quake!\Extreme Quake Extreme Quake!\Extreme Quake\What was that?\Minato-san!\Minato-san!\I'll save you right now!\Is this your Ashikabi? response:	What should I do with him?
context: Extreme Quake Extreme Quake!\Extreme Quake\What was that?\Minato-san!\Minato-san!\I'll save you right now!\Is this your Ashikabi?\What should I do with him? response:	Sahashi!
context: Extreme Quake\What was that?\Minato-san!\Minato-san!\I'll save you right now!\Is this your Ashikabi?\What should I do with him?\Sahashi! response:	Today, I won't let you go.
context: What was that?\Minato-san!\Minato-san!\I'll save you right now!\Is this your Ashikabi?\What should I do with him?\Sahashi!\Today, I won't let you go. response:	Don't move!
context: Minato-san!\Minato-san!\I'll save you right now!\Is this your Ashikabi?\What should I do with him?\Sahashi!\Today, I won't let you go.\Don't move! response:	I'll fall. I'll fall. I can't swim!
context: Minato-san!\I'll save you right now!\Is this your Ashikabi?\What should I do with him?\Sahashi!\Today, I won't let you go.\Don't move!\I'll fall. I'll fall. I can't swim! response:	Minato-san!
context: I'll save you right now!\Is this your Ashikabi?\What should I do with him?\Sahashi!\Today, I won't let you go.\Don't move!\I'll fall. I'll fall. I can't swim!\Minato-san! response:	Good, good. Stay still.
context: Is this your Ashikabi?\What should I do with him?\Sahashi!\Today, I won't let you go.\Don't move!\I'll fall. I'll fall. I can't swim!\Minato-san!\Good, good. Stay still. response:	Don't move.
context: What should I do with him?\Sahashi!\Today, I won't let you go.\Don't move!\I'll fall. I'll fall. I can't swim!\Minato-san!\Good, good. Stay still.\Don't move. response:	Pulverizer!
context: Sahashi!\Today, I won't let you go.\Don't move!\I'll fall. I'll fall. I can't swim!\Minato-san!\Good, good. Stay still.\Don't move.\Pulverizer! response:	Pulverizer Pulverizer!
context: Today, I won't let you go.\Don't move!\I'll fall. I'll fall. I can't swim!\Minato-san!\Good, good. Stay still.\Don't move.\Pulverizer!\Pulverizer Pulverizer! response:	Pulverizer!
context: Don't move!\I'll fall. I'll fall. I can't swim!\Minato-san!\Good, good. Stay still.\Don't move.\Pulverizer!\Pulverizer Pulverizer!\Pulverizer! response:	Damn it!
context: I'll fall. I'll fall. I can't swim!\Minato-san!\Good, good. Stay still.\Don't move.\Pulverizer!\Pulverizer Pulverizer!\Pulverizer!\Damn it! response:	Minato-san...
context: Minato-san!\Good, good. Stay still.\Don't move.\Pulverizer!\Pulverizer Pulverizer!\Pulverizer!\Damn it!\Minato-san... response:	Your hand...
context: Good, good. Stay still.\Don't move.\Pulverizer!\Pulverizer Pulverizer!\Pulverizer!\Damn it!\Minato-san...\Your hand... response:	Musubi-chan, it's enough. Get away.
context: Don't move.\Pulverizer!\Pulverizer Pulverizer!\Pulverizer!\Damn it!\Minato-san...\Your hand...\Musubi-chan, it's enough. Get away. response:	Musubi-chan!
context: Pulverizer!\Pulverizer Pulverizer!\Pulverizer!\Damn it!\Minato-san...\Your hand...\Musubi-chan, it's enough. Get away.\Musubi-chan! response:	We, Sekireis are born to meet Ashikabis.
context: Pulverizer Pulverizer!\Pulverizer!\Damn it!\Minato-san...\Your hand...\Musubi-chan, it's enough. Get away.\Musubi-chan!\We, Sekireis are born to meet Ashikabis. response:	And I... I met you. I met you!
context: Pulverizer!\Damn it!\Minato-san...\Your hand...\Musubi-chan, it's enough. Get away.\Musubi-chan!\We, Sekireis are born to meet Ashikabis.\And I... I met you. I met you! response:	Here's the finisher.
context: Damn it!\Minato-san...\Your hand...\Musubi-chan, it's enough. Get away.\Musubi-chan!\We, Sekireis are born to meet Ashikabis.\And I... I met you. I met you!\Here's the finisher. response:	She was so annoying. Idiot.
context: Minato-san...\Your hand...\Musubi-chan, it's enough. Get away.\Musubi-chan!\We, Sekireis are born to meet Ashikabis.\And I... I met you. I met you!\Here's the finisher.\She was so annoying. Idiot. response:	It seems I was so obsessed with being the Sekirei I aimed to be
context: Your hand...\Musubi-chan, it's enough. Get away.\Musubi-chan!\We, Sekireis are born to meet Ashikabis.\And I... I met you. I met you!\Here's the finisher.\She was so annoying. Idiot.\It seems I was so obsessed with being the Sekirei I aimed to be response:	that I lost the most important thing.
context: Musubi-chan, it's enough. Get away.\Musubi-chan!\We, Sekireis are born to meet Ashikabis.\And I... I met you. I met you!\Here's the finisher.\She was so annoying. Idiot.\It seems I was so obsessed with being the Sekirei I aimed to be\that I lost the most important thing. response:	Minato...
context: Musubi-chan!\We, Sekireis are born to meet Ashikabis.\And I... I met you. I met you!\Here's the finisher.\She was so annoying. Idiot.\It seems I was so obsessed with being the Sekirei I aimed to be\that I lost the most important thing.\Minato... response:	I'm the real wife!
context: We, Sekireis are born to meet Ashikabis.\And I... I met you. I met you!\Here's the finisher.\She was so annoying. Idiot.\It seems I was so obsessed with being the Sekirei I aimed to be\that I lost the most important thing.\Minato...\I'm the real wife! response:	Landlady, I'm going.
context: And I... I met you. I met you!\Here's the finisher.\She was so annoying. Idiot.\It seems I was so obsessed with being the Sekirei I aimed to be\that I lost the most important thing.\Minato...\I'm the real wife!\Landlady, I'm going. response:	Yes, be careful.
context: Here's the finisher.\She was so annoying. Idiot.\It seems I was so obsessed with being the Sekirei I aimed to be\that I lost the most important thing.\Minato...\I'm the real wife!\Landlady, I'm going.\Yes, be careful. response:	I don't want to become a widow before we've even exchanged vows.
context: She was so annoying. Idiot.\It seems I was so obsessed with being the Sekirei I aimed to be\that I lost the most important thing.\Minato...\I'm the real wife!\Landlady, I'm going.\Yes, be careful.\I don't want to become a widow before we've even exchanged vows. response:	It's all over now.
context: It seems I was so obsessed with being the Sekirei I aimed to be\that I lost the most important thing.\Minato...\I'm the real wife!\Landlady, I'm going.\Yes, be careful.\I don't want to become a widow before we've even exchanged vows.\It's all over now. response:	What will you do?
context: that I lost the most important thing.\Minato...\I'm the real wife!\Landlady, I'm going.\Yes, be careful.\I don't want to become a widow before we've even exchanged vows.\It's all over now.\What will you do? response:	Shit!
context: Minato...\I'm the real wife!\Landlady, I'm going.\Yes, be careful.\I don't want to become a widow before we've even exchanged vows.\It's all over now.\What will you do?\Shit! response:	Musubi-chan, Musubi-chan... Answer me!
context: I'm the real wife!\Landlady, I'm going.\Yes, be careful.\I don't want to become a widow before we've even exchanged vows.\It's all over now.\What will you do?\Shit!\Musubi-chan, Musubi-chan... Answer me! response:	Musubi-chan!
context: Landlady, I'm going.\Yes, be careful.\I don't want to become a widow before we've even exchanged vows.\It's all over now.\What will you do?\Shit!\Musubi-chan, Musubi-chan... Answer me!\Musubi-chan! response:	Musubi-san's Sekirei Symbol...
context: Yes, be careful.\I don't want to become a widow before we've even exchanged vows.\It's all over now.\What will you do?\Shit!\Musubi-chan, Musubi-chan... Answer me!\Musubi-chan!\Musubi-san's Sekirei Symbol... response:	Musubi-cha...
context: I don't want to become a widow before we've even exchanged vows.\It's all over now.\What will you do?\Shit!\Musubi-chan, Musubi-chan... Answer me!\Musubi-chan!\Musubi-san's Sekirei Symbol...\Musubi-cha... response:	No! It can't be!
context: It's all over now.\What will you do?\Shit!\Musubi-chan, Musubi-chan... Answer me!\Musubi-chan!\Musubi-san's Sekirei Symbol...\Musubi-cha...\No! It can't be! response:	Musubi-chan!
context: What will you do?\Shit!\Musubi-chan, Musubi-chan... Answer me!\Musubi-chan!\Musubi-san's Sekirei Symbol...\Musubi-cha...\No! It can't be!\Musubi-chan! response:	Clouds drifting through the faraway sky
context: Shit!\Musubi-chan, Musubi-chan... Answer me!\Musubi-chan!\Musubi-san's Sekirei Symbol...\Musubi-cha...\No! It can't be!\Musubi-chan!\Clouds drifting through the faraway sky response:	I watched them next to you
context: Musubi-chan, Musubi-chan... Answer me!\Musubi-chan!\Musubi-san's Sekirei Symbol...\Musubi-cha...\No! It can't be!\Musubi-chan!\Clouds drifting through the faraway sky\I watched them next to you response:	Now, a gentle wind has wrapped around me
context: Musubi-chan!\Musubi-san's Sekirei Symbol...\Musubi-cha...\No! It can't be!\Musubi-chan!\Clouds drifting through the faraway sky\I watched them next to you\Now, a gentle wind has wrapped around me response:	No matter how many seasons pass
context: Musubi-san's Sekirei Symbol...\Musubi-cha...\No! It can't be!\Musubi-chan!\Clouds drifting through the faraway sky\I watched them next to you\Now, a gentle wind has wrapped around me\No matter how many seasons pass response:	I want to burn my beloved moment eternally into memory
context: Musubi-cha...\No! It can't be!\Musubi-chan!\Clouds drifting through the faraway sky\I watched them next to you\Now, a gentle wind has wrapped around me\No matter how many seasons pass\I want to burn my beloved moment eternally into memory response:	Every time you smile
context: No! It can't be!\Musubi-chan!\Clouds drifting through the faraway sky\I watched them next to you\Now, a gentle wind has wrapped around me\No matter how many seasons pass\I want to burn my beloved moment eternally into memory\Every time you smile response:	I keep falling in love
context: Musubi-chan!\Clouds drifting through the faraway sky\I watched them next to you\Now, a gentle wind has wrapped around me\No matter how many seasons pass\I want to burn my beloved moment eternally into memory\Every time you smile\I keep falling in love response:	Never-ending story with you
context: Clouds drifting through the faraway sky\I watched them next to you\Now, a gentle wind has wrapped around me\No matter how many seasons pass\I want to burn my beloved moment eternally into memory\Every time you smile\I keep falling in love\Never-ending story with you response:	With you
context: I watched them next to you\Now, a gentle wind has wrapped around me\No matter how many seasons pass\I want to burn my beloved moment eternally into memory\Every time you smile\I keep falling in love\Never-ending story with you\With you response:	Finally, this game is about to get to the climax.
context: Now, a gentle wind has wrapped around me\No matter how many seasons pass\I want to burn my beloved moment eternally into memory\Every time you smile\I keep falling in love\Never-ending story with you\With you\Finally, this game is about to get to the climax. response:	Will there be an ending to the game woven by the little birds?
context: No matter how many seasons pass\I want to burn my beloved moment eternally into memory\Every time you smile\I keep falling in love\Never-ending story with you\With you\Finally, this game is about to get to the climax.\Will there be an ending to the game woven by the little birds? response:	But however things may turn out, do not come crying to us.
context: I want to burn my beloved moment eternally into memory\Every time you smile\I keep falling in love\Never-ending story with you\With you\Finally, this game is about to get to the climax.\Will there be an ending to the game woven by the little birds?\But however things may turn out, do not come crying to us. response:	The Final Feather: The Sekirei of Fate Please favor us again next time!
