context: Sorry. response:	What?
context: If something happens to Gai, I swear I'll never forgive you!\Major, we have a message from the head of Isolation Facility Four.\We'll protect the facility on our own. Don't interfere.\Understood. All right, I'm going out for a bit.\Er, Sir, they said not to interfere...\And I won't, of course.\I'm just going to watch. That's all.\Your big brother will protect you no matter what. response:	Sleep tight and don't worry, Jun.
context: Major, we have a message from the head of Isolation Facility Four.\We'll protect the facility on our own. Don't interfere.\Understood. All right, I'm going out for a bit.\Er, Sir, they said not to interfere...\And I won't, of course.\I'm just going to watch. That's all.\Your big brother will protect you no matter what.\Sleep tight and don't worry, Jun. response:	Sorry, but go hide for a second!
context: We'll protect the facility on our own. Don't interfere.\Understood. All right, I'm going out for a bit.\Er, Sir, they said not to interfere...\And I won't, of course.\I'm just going to watch. That's all.\Your big brother will protect you no matter what.\Sleep tight and don't worry, Jun.\Sorry, but go hide for a second! response:	Kido Kenji...
context: Understood. All right, I'm going out for a bit.\Er, Sir, they said not to interfere...\And I won't, of course.\I'm just going to watch. That's all.\Your big brother will protect you no matter what.\Sleep tight and don't worry, Jun.\Sorry, but go hide for a second!\Kido Kenji... response:	A gun?
context: Er, Sir, they said not to interfere...\And I won't, of course.\I'm just going to watch. That's all.\Your big brother will protect you no matter what.\Sleep tight and don't worry, Jun.\Sorry, but go hide for a second!\Kido Kenji...\A gun? response:	Behind you!
context: And I won't, of course.\I'm just going to watch. That's all.\Your big brother will protect you no matter what.\Sleep tight and don't worry, Jun.\Sorry, but go hide for a second!\Kido Kenji...\A gun?\Behind you! response:	What is this?
context: I'm just going to watch. That's all.\Your big brother will protect you no matter what.\Sleep tight and don't worry, Jun.\Sorry, but go hide for a second!\Kido Kenji...\A gun?\Behind you!\What is this? response:	Oh! So his power is...
context: Your big brother will protect you no matter what.\Sleep tight and don't worry, Jun.\Sorry, but go hide for a second!\Kido Kenji...\A gun?\Behind you!\What is this?\Oh! So his power is... response:	You caught on, eh? Kido Kenji's Void has the power to manipulate gravity.
context: Sleep tight and don't worry, Jun.\Sorry, but go hide for a second!\Kido Kenji...\A gun?\Behind you!\What is this?\Oh! So his power is...\You caught on, eh? Kido Kenji's Void has the power to manipulate gravity. response:	There's no end to them. They just won't quit!
context: Sorry, but go hide for a second!\Kido Kenji...\A gun?\Behind you!\What is this?\Oh! So his power is...\You caught on, eh? Kido Kenji's Void has the power to manipulate gravity.\There's no end to them. They just won't quit! response:	Dammit... there are too many!
context: Kido Kenji...\A gun?\Behind you!\What is this?\Oh! So his power is...\You caught on, eh? Kido Kenji's Void has the power to manipulate gravity.\There's no end to them. They just won't quit!\Dammit... there are too many! response:	You've got no chance! Surrender!
context: A gun?\Behind you!\What is this?\Oh! So his power is...\You caught on, eh? Kido Kenji's Void has the power to manipulate gravity.\There's no end to them. They just won't quit!\Dammit... there are too many!\You've got no chance! Surrender! response:	Shu!
context: Behind you!\What is this?\Oh! So his power is...\You caught on, eh? Kido Kenji's Void has the power to manipulate gravity.\There's no end to them. They just won't quit!\Dammit... there are too many!\You've got no chance! Surrender!\Shu! response:	Inori!
context: What is this?\Oh! So his power is...\You caught on, eh? Kido Kenji's Void has the power to manipulate gravity.\There's no end to them. They just won't quit!\Dammit... there are too many!\You've got no chance! Surrender!\Shu!\Inori! response:	Hey! Halt!
context: Oh! So his power is...\You caught on, eh? Kido Kenji's Void has the power to manipulate gravity.\There's no end to them. They just won't quit!\Dammit... there are too many!\You've got no chance! Surrender!\Shu!\Inori!\Hey! Halt! response:	Work, damn it!
context: You caught on, eh? Kido Kenji's Void has the power to manipulate gravity.\There's no end to them. They just won't quit!\Dammit... there are too many!\You've got no chance! Surrender!\Shu!\Inori!\Hey! Halt!\Work, damn it! response:	Inori!
context: There's no end to them. They just won't quit!\Dammit... there are too many!\You've got no chance! Surrender!\Shu!\Inori!\Hey! Halt!\Work, damn it!\Inori! response:	Shu.
context: Dammit... there are too many!\You've got no chance! Surrender!\Shu!\Inori!\Hey! Halt!\Work, damn it!\Inori!\Shu. response:	Inori!
context: You've got no chance! Surrender!\Shu!\Inori!\Hey! Halt!\Work, damn it!\Inori!\Shu.\Inori! response:	Inori... can I believe in you?
context: Shu!\Inori!\Hey! Halt!\Work, damn it!\Inori!\Shu.\Inori!\Inori... can I believe in you? response:	Don't get in the way, please.
context: Inori!\Hey! Halt!\Work, damn it!\Inori!\Shu.\Inori!\Inori... can I believe in you?\Don't get in the way, please. response:	Beautiful!
context: Hey! Halt!\Work, damn it!\Inori!\Shu.\Inori!\Inori... can I believe in you?\Don't get in the way, please.\Beautiful! response:	If you're looking for Kido, he's right here.
context: Work, damn it!\Inori!\Shu.\Inori!\Inori... can I believe in you?\Don't get in the way, please.\Beautiful!\If you're looking for Kido, he's right here. response:	I see. Ayase, collect him.
context: Inori!\Shu.\Inori!\Inori... can I believe in you?\Don't get in the way, please.\Beautiful!\If you're looking for Kido, he's right here.\I see. Ayase, collect him. response:	Y-Yes, Sir!
context: Shu.\Inori!\Inori... can I believe in you?\Don't get in the way, please.\Beautiful!\If you're looking for Kido, he's right here.\I see. Ayase, collect him.\Y-Yes, Sir! response:	What will you do?
context: Inori!\Inori... can I believe in you?\Don't get in the way, please.\Beautiful!\If you're looking for Kido, he's right here.\I see. Ayase, collect him.\Y-Yes, Sir!\What will you do? response:	Are you with us,
context: Inori... can I believe in you?\Don't get in the way, please.\Beautiful!\If you're looking for Kido, he's right here.\I see. Ayase, collect him.\Y-Yes, Sir!\What will you do?\Are you with us, response:	or are you not?
context: Don't get in the way, please.\Beautiful!\If you're looking for Kido, he's right here.\I see. Ayase, collect him.\Y-Yes, Sir!\What will you do?\Are you with us,\or are you not? response:	If you can't decide, then believe in me.
context: Beautiful!\If you're looking for Kido, he's right here.\I see. Ayase, collect him.\Y-Yes, Sir!\What will you do?\Are you with us,\or are you not?\If you can't decide, then believe in me. response:	Entrust me with everything. But obey my orders.
context: If you're looking for Kido, he's right here.\I see. Ayase, collect him.\Y-Yes, Sir!\What will you do?\Are you with us,\or are you not?\If you can't decide, then believe in me.\Entrust me with everything. But obey my orders. response:	All right.
context: I see. Ayase, collect him.\Y-Yes, Sir!\What will you do?\Are you with us,\or are you not?\If you can't decide, then believe in me.\Entrust me with everything. But obey my orders.\All right. response:	I'll come with you.
context: Y-Yes, Sir!\What will you do?\Are you with us,\or are you not?\If you can't decide, then believe in me.\Entrust me with everything. But obey my orders.\All right.\I'll come with you. response:	Let's go.
context: What will you do?\Are you with us,\or are you not?\If you can't decide, then believe in me.\Entrust me with everything. But obey my orders.\All right.\I'll come with you.\Let's go. response:	These days you love me no more
context: Are you with us,\or are you not?\If you can't decide, then believe in me.\Entrust me with everything. But obey my orders.\All right.\I'll come with you.\Let's go.\These days you love me no more response:	nor am I still treasured by you
context: or are you not?\If you can't decide, then believe in me.\Entrust me with everything. But obey my orders.\All right.\I'll come with you.\Let's go.\These days you love me no more\nor am I still treasured by you response:	Now I am all alone
context: If you can't decide, then believe in me.\Entrust me with everything. But obey my orders.\All right.\I'll come with you.\Let's go.\These days you love me no more\nor am I still treasured by you\Now I am all alone response:	What did you tell me when we parted?
context: Entrust me with everything. But obey my orders.\All right.\I'll come with you.\Let's go.\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted? response:	The words hung in midair and never reached me
context: All right.\I'll come with you.\Let's go.\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me response:	I know my dreams and wishes are illusory
context: I'll come with you.\Let's go.\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory response:	and yet I cannot give up on them
context: Let's go.\These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them response:	You said, Don't let go, hold onto my hand
context: These days you love me no more\nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand response:	and, We will always be together
context: nor am I still treasured by you\Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together response:	Your hands as I held them were warm
context: Now I am all alone\What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm response:	and tender
context: What did you tell me when we parted?\The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender response:	I'm yours
context: The words hung in midair and never reached me\I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\I'm yours response:	I'm yours
context: I know my dreams and wishes are illusory\and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\I'm yours\I'm yours response:	I'm yours
context: and yet I cannot give up on them\You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\I'm yours\I'm yours\I'm yours response:	and tries to hurt you with cruel words,
context: You said, Don't let go, hold onto my hand\and, We will always be together\Your hands as I held them were warm\and tender\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words, response:	even if the world does not try to believe you
context: and, We will always be together\Your hands as I held them were warm\and tender\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you response:	and places a crown of thorns upon your head,
context: Your hands as I held them were warm\and tender\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head, response:	I can take your side, and yours alone
context: and tender\I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone response:	I know your pain and loneliness
context: I'm yours\I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness response:	So everything that makes me whole
context: I'm yours\I'm yours\and tries to hurt you with cruel words,\even if the world does not try to believe you\and places a crown of thorns upon your head,\I can take your side, and yours alone\I know your pain and loneliness\So everything that makes me whole response:	I'll give that to you now
