context: How beautiful you must have been when you were alive... response:	Midoriko.
context: If they took them alive, there's a reason.\Then Pa and Ma are still alive?\We'll go find them.\And we'll slay the demons, too.\Thank you! I'm so relieved!\But...\It will be night soon.\I hope we can find theirwhereabouts. response:	The night...
context: Then Pa and Ma are still alive?\We'll go find them.\And we'll slay the demons, too.\Thank you! I'm so relieved!\But...\It will be night soon.\I hope we can find theirwhereabouts.\The night... response:	Hides everything in darkness.
context: We'll go find them.\And we'll slay the demons, too.\Thank you! I'm so relieved!\But...\It will be night soon.\I hope we can find theirwhereabouts.\The night...\Hides everything in darkness. response:	Even the most beautiful
context: And we'll slay the demons, too.\Thank you! I'm so relieved!\But...\It will be night soon.\I hope we can find theirwhereabouts.\The night...\Hides everything in darkness.\Even the most beautiful response:	is covered by the darkness.
context: Thank you! I'm so relieved!\But...\It will be night soon.\I hope we can find theirwhereabouts.\The night...\Hides everything in darkness.\Even the most beautiful\is covered by the darkness. response:	Well, I guess you're right.
context: But...\It will be night soon.\I hope we can find theirwhereabouts.\The night...\Hides everything in darkness.\Even the most beautiful\is covered by the darkness.\Well, I guess you're right. response:	I sense the Sacred Jewel!
context: It will be night soon.\I hope we can find theirwhereabouts.\The night...\Hides everything in darkness.\Even the most beautiful\is covered by the darkness.\Well, I guess you're right.\I sense the Sacred Jewel! response:	What a surprise!
context: I hope we can find theirwhereabouts.\The night...\Hides everything in darkness.\Even the most beautiful\is covered by the darkness.\Well, I guess you're right.\I sense the Sacred Jewel!\What a surprise! response:	I thought I sensed the presence of mortals...
context: The night...\Hides everything in darkness.\Even the most beautiful\is covered by the darkness.\Well, I guess you're right.\I sense the Sacred Jewel!\What a surprise!\I thought I sensed the presence of mortals... response:	but to come upon real Sacred Jewel shards...
context: Hides everything in darkness.\Even the most beautiful\is covered by the darkness.\Well, I guess you're right.\I sense the Sacred Jewel!\What a surprise!\I thought I sensed the presence of mortals...\but to come upon real Sacred Jewel shards... response:	It's them!
context: Even the most beautiful\is covered by the darkness.\Well, I guess you're right.\I sense the Sacred Jewel!\What a surprise!\I thought I sensed the presence of mortals...\but to come upon real Sacred Jewel shards...\It's them! response:	The demons who kidnapped my parents and the others!
context: is covered by the darkness.\Well, I guess you're right.\I sense the Sacred Jewel!\What a surprise!\I thought I sensed the presence of mortals...\but to come upon real Sacred Jewel shards...\It's them!\The demons who kidnapped my parents and the others! response:	Hand overthe Sacred Jewel shards quietly now!
context: Well, I guess you're right.\I sense the Sacred Jewel!\What a surprise!\I thought I sensed the presence of mortals...\but to come upon real Sacred Jewel shards...\It's them!\The demons who kidnapped my parents and the others!\Hand overthe Sacred Jewel shards quietly now! response:	You're the ones who should be quiet!
context: I sense the Sacred Jewel!\What a surprise!\I thought I sensed the presence of mortals...\but to come upon real Sacred Jewel shards...\It's them!\The demons who kidnapped my parents and the others!\Hand overthe Sacred Jewel shards quietly now!\You're the ones who should be quiet! response:	So you're Orochidayu?
context: What a surprise!\I thought I sensed the presence of mortals...\but to come upon real Sacred Jewel shards...\It's them!\The demons who kidnapped my parents and the others!\Hand overthe Sacred Jewel shards quietly now!\You're the ones who should be quiet!\So you're Orochidayu? response:	Where did you take the villagers?!
context: I thought I sensed the presence of mortals...\but to come upon real Sacred Jewel shards...\It's them!\The demons who kidnapped my parents and the others!\Hand overthe Sacred Jewel shards quietly now!\You're the ones who should be quiet!\So you're Orochidayu?\Where did you take the villagers?! response:	Monk... I've heard rumors about you.
context: but to come upon real Sacred Jewel shards...\It's them!\The demons who kidnapped my parents and the others!\Hand overthe Sacred Jewel shards quietly now!\You're the ones who should be quiet!\So you're Orochidayu?\Where did you take the villagers?!\Monk... I've heard rumors about you. response:	The one with the Wind Tunnel.
context: It's them!\The demons who kidnapped my parents and the others!\Hand overthe Sacred Jewel shards quietly now!\You're the ones who should be quiet!\So you're Orochidayu?\Where did you take the villagers?!\Monk... I've heard rumors about you.\The one with the Wind Tunnel. response:	Well, if you're aware of it, it'll be quick.
context: The demons who kidnapped my parents and the others!\Hand overthe Sacred Jewel shards quietly now!\You're the ones who should be quiet!\So you're Orochidayu?\Where did you take the villagers?!\Monk... I've heard rumors about you.\The one with the Wind Tunnel.\Well, if you're aware of it, it'll be quick. response:	Go get him!
context: Hand overthe Sacred Jewel shards quietly now!\You're the ones who should be quiet!\So you're Orochidayu?\Where did you take the villagers?!\Monk... I've heard rumors about you.\The one with the Wind Tunnel.\Well, if you're aware of it, it'll be quick.\Go get him! response:	Wind Tunnel!
context: You're the ones who should be quiet!\So you're Orochidayu?\Where did you take the villagers?!\Monk... I've heard rumors about you.\The one with the Wind Tunnel.\Well, if you're aware of it, it'll be quick.\Go get him!\Wind Tunnel! response:	Now, will you behave?!
context: So you're Orochidayu?\Where did you take the villagers?!\Monk... I've heard rumors about you.\The one with the Wind Tunnel.\Well, if you're aware of it, it'll be quick.\Go get him!\Wind Tunnel!\Now, will you behave?! response:	Seems this Sacred Jewel is a cluster of noxious vapor.
context: Where did you take the villagers?!\Monk... I've heard rumors about you.\The one with the Wind Tunnel.\Well, if you're aware of it, it'll be quick.\Go get him!\Wind Tunnel!\Now, will you behave?!\Seems this Sacred Jewel is a cluster of noxious vapor. response:	Miroku!
context: Monk... I've heard rumors about you.\The one with the Wind Tunnel.\Well, if you're aware of it, it'll be quick.\Go get him!\Wind Tunnel!\Now, will you behave?!\Seems this Sacred Jewel is a cluster of noxious vapor.\Miroku! response:	And it's probably toxic to humans.
context: The one with the Wind Tunnel.\Well, if you're aware of it, it'll be quick.\Go get him!\Wind Tunnel!\Now, will you behave?!\Seems this Sacred Jewel is a cluster of noxious vapor.\Miroku!\And it's probably toxic to humans. response:	It's an evil spirit!
context: Well, if you're aware of it, it'll be quick.\Go get him!\Wind Tunnel!\Now, will you behave?!\Seems this Sacred Jewel is a cluster of noxious vapor.\Miroku!\And it's probably toxic to humans.\It's an evil spirit! response:	That Jewel will defile the human soul!
context: Go get him!\Wind Tunnel!\Now, will you behave?!\Seems this Sacred Jewel is a cluster of noxious vapor.\Miroku!\And it's probably toxic to humans.\It's an evil spirit!\That Jewel will defile the human soul! response:	They all possess fake Sacred Jewels!
context: Wind Tunnel!\Now, will you behave?!\Seems this Sacred Jewel is a cluster of noxious vapor.\Miroku!\And it's probably toxic to humans.\It's an evil spirit!\That Jewel will defile the human soul!\They all possess fake Sacred Jewels! response:	Why you...!
context: Now, will you behave?!\Seems this Sacred Jewel is a cluster of noxious vapor.\Miroku!\And it's probably toxic to humans.\It's an evil spirit!\That Jewel will defile the human soul!\They all possess fake Sacred Jewels!\Why you...! response:	Izumo, take the boy and hide!
context: Seems this Sacred Jewel is a cluster of noxious vapor.\Miroku!\And it's probably toxic to humans.\It's an evil spirit!\That Jewel will defile the human soul!\They all possess fake Sacred Jewels!\Why you...!\Izumo, take the boy and hide! response:	I understand!
context: Miroku!\And it's probably toxic to humans.\It's an evil spirit!\That Jewel will defile the human soul!\They all possess fake Sacred Jewels!\Why you...!\Izumo, take the boy and hide!\I understand! response:	Hurry up and go!
context: And it's probably toxic to humans.\It's an evil spirit!\That Jewel will defile the human soul!\They all possess fake Sacred Jewels!\Why you...!\Izumo, take the boy and hide!\I understand!\Hurry up and go! response:	This way...
context: It's an evil spirit!\That Jewel will defile the human soul!\They all possess fake Sacred Jewels!\Why you...!\Izumo, take the boy and hide!\I understand!\Hurry up and go!\This way... response:	Hiraikotsu!
context: That Jewel will defile the human soul!\They all possess fake Sacred Jewels!\Why you...!\Izumo, take the boy and hide!\I understand!\Hurry up and go!\This way...\Hiraikotsu! response:	You're strongerthan the average demon.
context: They all possess fake Sacred Jewels!\Why you...!\Izumo, take the boy and hide!\I understand!\Hurry up and go!\This way...\Hiraikotsu!\You're strongerthan the average demon. response:	Even though it's an imitation, could it be the Sacred Jewel's power?
context: Why you...!\Izumo, take the boy and hide!\I understand!\Hurry up and go!\This way...\Hiraikotsu!\You're strongerthan the average demon.\Even though it's an imitation, could it be the Sacred Jewel's power? response:	But how did they make such a thing?
context: Izumo, take the boy and hide!\I understand!\Hurry up and go!\This way...\Hiraikotsu!\You're strongerthan the average demon.\Even though it's an imitation, could it be the Sacred Jewel's power?\But how did they make such a thing? response:	This is no time to worry about that!
context: I understand!\Hurry up and go!\This way...\Hiraikotsu!\You're strongerthan the average demon.\Even though it's an imitation, could it be the Sacred Jewel's power?\But how did they make such a thing?\This is no time to worry about that! response:	Now then, give it up.
context: Hurry up and go!\This way...\Hiraikotsu!\You're strongerthan the average demon.\Even though it's an imitation, could it be the Sacred Jewel's power?\But how did they make such a thing?\This is no time to worry about that!\Now then, give it up. response:	I'll use my Wind Tunnel!
context: This way...\Hiraikotsu!\You're strongerthan the average demon.\Even though it's an imitation, could it be the Sacred Jewel's power?\But how did they make such a thing?\This is no time to worry about that!\Now then, give it up.\I'll use my Wind Tunnel! response:	No, you can't!
context: Hiraikotsu!\You're strongerthan the average demon.\Even though it's an imitation, could it be the Sacred Jewel's power?\But how did they make such a thing?\This is no time to worry about that!\Now then, give it up.\I'll use my Wind Tunnel!\No, you can't! response:	But...
context: You're strongerthan the average demon.\Even though it's an imitation, could it be the Sacred Jewel's power?\But how did they make such a thing?\This is no time to worry about that!\Now then, give it up.\I'll use my Wind Tunnel!\No, you can't!\But... response:	Inuyasha!
context: Even though it's an imitation, could it be the Sacred Jewel's power?\But how did they make such a thing?\This is no time to worry about that!\Now then, give it up.\I'll use my Wind Tunnel!\No, you can't!\But...\Inuyasha! response:	Iron-Reaver, Soul-Stealer!
context: But how did they make such a thing?\This is no time to worry about that!\Now then, give it up.\I'll use my Wind Tunnel!\No, you can't!\But...\Inuyasha!\Iron-Reaver, Soul-Stealer! response:	Where were you?!
context: This is no time to worry about that!\Now then, give it up.\I'll use my Wind Tunnel!\No, you can't!\But...\Inuyasha!\Iron-Reaver, Soul-Stealer!\Where were you?! response:	Shaddup!
context: Now then, give it up.\I'll use my Wind Tunnel!\No, you can't!\But...\Inuyasha!\Iron-Reaver, Soul-Stealer!\Where were you?!\Shaddup! response:	I didn't know this would be happening!
context: I'll use my Wind Tunnel!\No, you can't!\But...\Inuyasha!\Iron-Reaver, Soul-Stealer!\Where were you?!\Shaddup!\I didn't know this would be happening! response:	Tsuchigumo! Ikkaku!
context: No, you can't!\But...\Inuyasha!\Iron-Reaver, Soul-Stealer!\Where were you?!\Shaddup!\I didn't know this would be happening!\Tsuchigumo! Ikkaku! response:	Don't think that swallowing a fake Jewel will make you strong!
context: But...\Inuyasha!\Iron-Reaver, Soul-Stealer!\Where were you?!\Shaddup!\I didn't know this would be happening!\Tsuchigumo! Ikkaku!\Don't think that swallowing a fake Jewel will make you strong! response:	- Release us! - Leggo!
context: Inuyasha!\Iron-Reaver, Soul-Stealer!\Where were you?!\Shaddup!\I didn't know this would be happening!\Tsuchigumo! Ikkaku!\Don't think that swallowing a fake Jewel will make you strong!\- Release us! - Leggo! response:	- Izumo! - Stop!
context: Iron-Reaver, Soul-Stealer!\Where were you?!\Shaddup!\I didn't know this would be happening!\Tsuchigumo! Ikkaku!\Don't think that swallowing a fake Jewel will make you strong!\- Release us! - Leggo!\- Izumo! - Stop! response:	Kagome!
context: Where were you?!\Shaddup!\I didn't know this would be happening!\Tsuchigumo! Ikkaku!\Don't think that swallowing a fake Jewel will make you strong!\- Release us! - Leggo!\- Izumo! - Stop!\Kagome! response:	Wind... Scar!
context: Shaddup!\I didn't know this would be happening!\Tsuchigumo! Ikkaku!\Don't think that swallowing a fake Jewel will make you strong!\- Release us! - Leggo!\- Izumo! - Stop!\Kagome!\Wind... Scar! response:	He did it!
context: I didn't know this would be happening!\Tsuchigumo! Ikkaku!\Don't think that swallowing a fake Jewel will make you strong!\- Release us! - Leggo!\- Izumo! - Stop!\Kagome!\Wind... Scar!\He did it! response:	No, I didn't.
context: Tsuchigumo! Ikkaku!\Don't think that swallowing a fake Jewel will make you strong!\- Release us! - Leggo!\- Izumo! - Stop!\Kagome!\Wind... Scar!\He did it!\No, I didn't. response:	The others got away.
context: Don't think that swallowing a fake Jewel will make you strong!\- Release us! - Leggo!\- Izumo! - Stop!\Kagome!\Wind... Scar!\He did it!\No, I didn't.\The others got away. response:	Sango!
context: - Release us! - Leggo!\- Izumo! - Stop!\Kagome!\Wind... Scar!\He did it!\No, I didn't.\The others got away.\Sango! response:	Overthere!
context: - Izumo! - Stop!\Kagome!\Wind... Scar!\He did it!\No, I didn't.\The others got away.\Sango!\Overthere! response:	Let's go!
context: Kagome!\Wind... Scar!\He did it!\No, I didn't.\The others got away.\Sango!\Overthere!\Let's go! response:	Delicious-looking souls!
context: Wind... Scar!\He did it!\No, I didn't.\The others got away.\Sango!\Overthere!\Let's go!\Delicious-looking souls! response:	Don't you eat any of them, Gamajiro.
context: He did it!\No, I didn't.\The others got away.\Sango!\Overthere!\Let's go!\Delicious-looking souls!\Don't you eat any of them, Gamajiro. response:	Remove this kid's soul, too.
context: No, I didn't.\The others got away.\Sango!\Overthere!\Let's go!\Delicious-looking souls!\Don't you eat any of them, Gamajiro.\Remove this kid's soul, too. response:	You'll soon join them.
context: The others got away.\Sango!\Overthere!\Let's go!\Delicious-looking souls!\Don't you eat any of them, Gamajiro.\Remove this kid's soul, too.\You'll soon join them. response:	Gyu-oh...
context: Sango!\Overthere!\Let's go!\Delicious-looking souls!\Don't you eat any of them, Gamajiro.\Remove this kid's soul, too.\You'll soon join them.\Gyu-oh... response:	Now then, we shall see your skill.
context: Overthere!\Let's go!\Delicious-looking souls!\Don't you eat any of them, Gamajiro.\Remove this kid's soul, too.\You'll soon join them.\Gyu-oh...\Now then, we shall see your skill. response:	Are you sure it's this way, Inuyasha?
context: Let's go!\Delicious-looking souls!\Don't you eat any of them, Gamajiro.\Remove this kid's soul, too.\You'll soon join them.\Gyu-oh...\Now then, we shall see your skill.\Are you sure it's this way, Inuyasha? response:	Yeah... this place reeks of demons.
context: Delicious-looking souls!\Don't you eat any of them, Gamajiro.\Remove this kid's soul, too.\You'll soon join them.\Gyu-oh...\Now then, we shall see your skill.\Are you sure it's this way, Inuyasha?\Yeah... this place reeks of demons. response:	What about you, Kagome?
context: Don't you eat any of them, Gamajiro.\Remove this kid's soul, too.\You'll soon join them.\Gyu-oh...\Now then, we shall see your skill.\Are you sure it's this way, Inuyasha?\Yeah... this place reeks of demons.\What about you, Kagome? response:	I think it's straight ahead in this direction.
context: Remove this kid's soul, too.\You'll soon join them.\Gyu-oh...\Now then, we shall see your skill.\Are you sure it's this way, Inuyasha?\Yeah... this place reeks of demons.\What about you, Kagome?\I think it's straight ahead in this direction. response:	But I can't sense that Sacred Jewel too well.
context: You'll soon join them.\Gyu-oh...\Now then, we shall see your skill.\Are you sure it's this way, Inuyasha?\Yeah... this place reeks of demons.\What about you, Kagome?\I think it's straight ahead in this direction.\But I can't sense that Sacred Jewel too well. response:	I can feel the Sacred Jewel coming this way!
context: Gyu-oh...\Now then, we shall see your skill.\Are you sure it's this way, Inuyasha?\Yeah... this place reeks of demons.\What about you, Kagome?\I think it's straight ahead in this direction.\But I can't sense that Sacred Jewel too well.\I can feel the Sacred Jewel coming this way! response:	Why you...!
context: Now then, we shall see your skill.\Are you sure it's this way, Inuyasha?\Yeah... this place reeks of demons.\What about you, Kagome?\I think it's straight ahead in this direction.\But I can't sense that Sacred Jewel too well.\I can feel the Sacred Jewel coming this way!\Why you...! response:	They're all fake Sacred Jewels!
context: Are you sure it's this way, Inuyasha?\Yeah... this place reeks of demons.\What about you, Kagome?\I think it's straight ahead in this direction.\But I can't sense that Sacred Jewel too well.\I can feel the Sacred Jewel coming this way!\Why you...!\They're all fake Sacred Jewels! response:	What?!
context: Yeah... this place reeks of demons.\What about you, Kagome?\I think it's straight ahead in this direction.\But I can't sense that Sacred Jewel too well.\I can feel the Sacred Jewel coming this way!\Why you...!\They're all fake Sacred Jewels!\What?! response:	Come at me, you foolish half-demon!
context: What about you, Kagome?\I think it's straight ahead in this direction.\But I can't sense that Sacred Jewel too well.\I can feel the Sacred Jewel coming this way!\Why you...!\They're all fake Sacred Jewels!\What?!\Come at me, you foolish half-demon! response:	So what if I'm... a half-demon!
context: I think it's straight ahead in this direction.\But I can't sense that Sacred Jewel too well.\I can feel the Sacred Jewel coming this way!\Why you...!\They're all fake Sacred Jewels!\What?!\Come at me, you foolish half-demon!\So what if I'm... a half-demon! response:	Atoxic miasma!
context: But I can't sense that Sacred Jewel too well.\I can feel the Sacred Jewel coming this way!\Why you...!\They're all fake Sacred Jewels!\What?!\Come at me, you foolish half-demon!\So what if I'm... a half-demon!\Atoxic miasma! response:	What is he?
context: I can feel the Sacred Jewel coming this way!\Why you...!\They're all fake Sacred Jewels!\What?!\Come at me, you foolish half-demon!\So what if I'm... a half-demon!\Atoxic miasma!\What is he? response:	Don't get too cocky!
context: Why you...!\They're all fake Sacred Jewels!\What?!\Come at me, you foolish half-demon!\So what if I'm... a half-demon!\Atoxic miasma!\What is he?\Don't get too cocky! response:	Even the Wind Scar didn't work!
context: They're all fake Sacred Jewels!\What?!\Come at me, you foolish half-demon!\So what if I'm... a half-demon!\Atoxic miasma!\What is he?\Don't get too cocky!\Even the Wind Scar didn't work! response:	Priestess...
context: What?!\Come at me, you foolish half-demon!\So what if I'm... a half-demon!\Atoxic miasma!\What is he?\Don't get too cocky!\Even the Wind Scar didn't work!\Priestess... response:	Priestess with the Sacred Jewel.
context: Come at me, you foolish half-demon!\So what if I'm... a half-demon!\Atoxic miasma!\What is he?\Don't get too cocky!\Even the Wind Scar didn't work!\Priestess...\Priestess with the Sacred Jewel. response:	What do you want?
context: So what if I'm... a half-demon!\Atoxic miasma!\What is he?\Don't get too cocky!\Even the Wind Scar didn't work!\Priestess...\Priestess with the Sacred Jewel.\What do you want? response:	The human soul must be polished, too. Otherwise, it's just a mere pebble.
context: Atoxic miasma!\What is he?\Don't get too cocky!\Even the Wind Scar didn't work!\Priestess...\Priestess with the Sacred Jewel.\What do you want?\The human soul must be polished, too. Otherwise, it's just a mere pebble. response:	What does he mean?
context: What is he?\Don't get too cocky!\Even the Wind Scar didn't work!\Priestess...\Priestess with the Sacred Jewel.\What do you want?\The human soul must be polished, too. Otherwise, it's just a mere pebble.\What does he mean? response:	My mothernamed me Gyu-oh.
context: Don't get too cocky!\Even the Wind Scar didn't work!\Priestess...\Priestess with the Sacred Jewel.\What do you want?\The human soul must be polished, too. Otherwise, it's just a mere pebble.\What does he mean?\My mothernamed me Gyu-oh. response:	So it's all yourdoing?
context: Even the Wind Scar didn't work!\Priestess...\Priestess with the Sacred Jewel.\What do you want?\The human soul must be polished, too. Otherwise, it's just a mere pebble.\What does he mean?\My mothernamed me Gyu-oh.\So it's all yourdoing? response:	You tricked us all!
context: Priestess...\Priestess with the Sacred Jewel.\What do you want?\The human soul must be polished, too. Otherwise, it's just a mere pebble.\What does he mean?\My mothernamed me Gyu-oh.\So it's all yourdoing?\You tricked us all! response:	Priestess...
context: Priestess with the Sacred Jewel.\What do you want?\The human soul must be polished, too. Otherwise, it's just a mere pebble.\What does he mean?\My mothernamed me Gyu-oh.\So it's all yourdoing?\You tricked us all!\Priestess... response:	Your soul and the Sacred Jewel shards will become
context: What do you want?\The human soul must be polished, too. Otherwise, it's just a mere pebble.\What does he mean?\My mothernamed me Gyu-oh.\So it's all yourdoing?\You tricked us all!\Priestess...\Your soul and the Sacred Jewel shards will become response:	the basis of a real Sacred Jewel!
context: The human soul must be polished, too. Otherwise, it's just a mere pebble.\What does he mean?\My mothernamed me Gyu-oh.\So it's all yourdoing?\You tricked us all!\Priestess...\Your soul and the Sacred Jewel shards will become\the basis of a real Sacred Jewel! response:	But they are notenough.
context: What does he mean?\My mothernamed me Gyu-oh.\So it's all yourdoing?\You tricked us all!\Priestess...\Your soul and the Sacred Jewel shards will become\the basis of a real Sacred Jewel!\But they are notenough. response:	That is why I mustgather a supply of souls.
context: My mothernamed me Gyu-oh.\So it's all yourdoing?\You tricked us all!\Priestess...\Your soul and the Sacred Jewel shards will become\the basis of a real Sacred Jewel!\But they are notenough.\That is why I mustgather a supply of souls. response:	I will use the power of the Sacred Jewel
context: So it's all yourdoing?\You tricked us all!\Priestess...\Your soul and the Sacred Jewel shards will become\the basis of a real Sacred Jewel!\But they are notenough.\That is why I mustgather a supply of souls.\I will use the power of the Sacred Jewel response:	to free myself from this destiny.
context: You tricked us all!\Priestess...\Your soul and the Sacred Jewel shards will become\the basis of a real Sacred Jewel!\But they are notenough.\That is why I mustgather a supply of souls.\I will use the power of the Sacred Jewel\to free myself from this destiny. response:	Next on Inuyasha: The Sacred Jewel Maker, Part Il
context: Priestess...\Your soul and the Sacred Jewel shards will become\the basis of a real Sacred Jewel!\But they are notenough.\That is why I mustgather a supply of souls.\I will use the power of the Sacred Jewel\to free myself from this destiny.\Next on Inuyasha: The Sacred Jewel Maker, Part Il response:	I shall possess all things beautiful in this world!
