context: Maccachin, behave while I'm gone, okay? response:	Don't you dare steal any steamed buns.
context: Come watch with us.\I'm fine.\I'll watch from over here.\The last skater from Group 1 is Katsuki Yuri from Japan.\The time to seduce me by picturing pork cutlet bowls and women during your skate is over.\You can fight with your own personal charm.\You can envision it just fine, can't you?\Don't ever take your eyes off me. response:	He's far too different today.
context: I'm fine.\I'll watch from over here.\The last skater from Group 1 is Katsuki Yuri from Japan.\The time to seduce me by picturing pork cutlet bowls and women during your skate is over.\You can fight with your own personal charm.\You can envision it just fine, can't you?\Don't ever take your eyes off me.\He's far too different today. response:	What's flipped his switch?
context: I'll watch from over here.\The last skater from Group 1 is Katsuki Yuri from Japan.\The time to seduce me by picturing pork cutlet bowls and women during your skate is over.\You can fight with your own personal charm.\You can envision it just fine, can't you?\Don't ever take your eyes off me.\He's far too different today.\What's flipped his switch? response:	K-Katsuki Yuri from Japan is skating his first program of the Grand Prix series.
context: The last skater from Group 1 is Katsuki Yuri from Japan.\The time to seduce me by picturing pork cutlet bowls and women during your skate is over.\You can fight with your own personal charm.\You can envision it just fine, can't you?\Don't ever take your eyes off me.\He's far too different today.\What's flipped his switch?\K-Katsuki Yuri from Japan is skating his first program of the Grand Prix series. response:	The music is On Love: Eros.
context: The time to seduce me by picturing pork cutlet bowls and women during your skate is over.\You can fight with your own personal charm.\You can envision it just fine, can't you?\Don't ever take your eyes off me.\He's far too different today.\What's flipped his switch?\K-Katsuki Yuri from Japan is skating his first program of the Grand Prix series.\The music is On Love: Eros. response:	He's declared this year's theme to be love.
context: You can fight with your own personal charm.\You can envision it just fine, can't you?\Don't ever take your eyes off me.\He's far too different today.\What's flipped his switch?\K-Katsuki Yuri from Japan is skating his first program of the Grand Prix series.\The music is On Love: Eros.\He's declared this year's theme to be love. response:	Well, he's certainly changed drastically from previous seasons.
context: You can envision it just fine, can't you?\Don't ever take your eyes off me.\He's far too different today.\What's flipped his switch?\K-Katsuki Yuri from Japan is skating his first program of the Grand Prix series.\The music is On Love: Eros.\He's declared this year's theme to be love.\Well, he's certainly changed drastically from previous seasons. response:	Maybe living with his coach, Victor, has changed things for him mentally.
context: Don't ever take your eyes off me.\He's far too different today.\What's flipped his switch?\K-Katsuki Yuri from Japan is skating his first program of the Grand Prix series.\The music is On Love: Eros.\He's declared this year's theme to be love.\Well, he's certainly changed drastically from previous seasons.\Maybe living with his coach, Victor, has changed things for him mentally. response:	Katsuki has told us he'd like to pursue eros in his short program.
context: He's far too different today.\What's flipped his switch?\K-Katsuki Yuri from Japan is skating his first program of the Grand Prix series.\The music is On Love: Eros.\He's declared this year's theme to be love.\Well, he's certainly changed drastically from previous seasons.\Maybe living with his coach, Victor, has changed things for him mentally.\Katsuki has told us he'd like to pursue eros in his short program. response:	They can laugh at me all they want.
context: What's flipped his switch?\K-Katsuki Yuri from Japan is skating his first program of the Grand Prix series.\The music is On Love: Eros.\He's declared this year's theme to be love.\Well, he's certainly changed drastically from previous seasons.\Maybe living with his coach, Victor, has changed things for him mentally.\Katsuki has told us he'd like to pursue eros in his short program.\They can laugh at me all they want. response:	They can think it's not like me.
context: K-Katsuki Yuri from Japan is skating his first program of the Grand Prix series.\The music is On Love: Eros.\He's declared this year's theme to be love.\Well, he's certainly changed drastically from previous seasons.\Maybe living with his coach, Victor, has changed things for him mentally.\Katsuki has told us he'd like to pursue eros in his short program.\They can laugh at me all they want.\They can think it's not like me. response:	But everyone really wants to know the new me, don't they?
context: The music is On Love: Eros.\He's declared this year's theme to be love.\Well, he's certainly changed drastically from previous seasons.\Maybe living with his coach, Victor, has changed things for him mentally.\Katsuki has told us he'd like to pursue eros in his short program.\They can laugh at me all they want.\They can think it's not like me.\But everyone really wants to know the new me, don't they? response:	Perfect!
context: He's declared this year's theme to be love.\Well, he's certainly changed drastically from previous seasons.\Maybe living with his coach, Victor, has changed things for him mentally.\Katsuki has told us he'd like to pursue eros in his short program.\They can laugh at me all they want.\They can think it's not like me.\But everyone really wants to know the new me, don't they?\Perfect! response:	What an amazing step sequence!
context: Well, he's certainly changed drastically from previous seasons.\Maybe living with his coach, Victor, has changed things for him mentally.\Katsuki has told us he'd like to pursue eros in his short program.\They can laugh at me all they want.\They can think it's not like me.\But everyone really wants to know the new me, don't they?\Perfect!\What an amazing step sequence! response:	That was wonderful!
context: Maybe living with his coach, Victor, has changed things for him mentally.\Katsuki has told us he'd like to pursue eros in his short program.\They can laugh at me all they want.\They can think it's not like me.\But everyone really wants to know the new me, don't they?\Perfect!\What an amazing step sequence!\That was wonderful! response:	Wow.
context: Katsuki has told us he'd like to pursue eros in his short program.\They can laugh at me all they want.\They can think it's not like me.\But everyone really wants to know the new me, don't they?\Perfect!\What an amazing step sequence!\That was wonderful!\Wow. response:	Katsuki Yuri has planned all his jumps for the second half of the program
context: They can laugh at me all they want.\They can think it's not like me.\But everyone really wants to know the new me, don't they?\Perfect!\What an amazing step sequence!\That was wonderful!\Wow.\Katsuki Yuri has planned all his jumps for the second half of the program response:	to get higher scores so he can win the Grand Prix Final.
context: They can think it's not like me.\But everyone really wants to know the new me, don't they?\Perfect!\What an amazing step sequence!\That was wonderful!\Wow.\Katsuki Yuri has planned all his jumps for the second half of the program\to get higher scores so he can win the Grand Prix Final. response:	Well, this will be tough.
context: But everyone really wants to know the new me, don't they?\Perfect!\What an amazing step sequence!\That was wonderful!\Wow.\Katsuki Yuri has planned all his jumps for the second half of the program\to get higher scores so he can win the Grand Prix Final.\Well, this will be tough. response:	The first planned jump is a triple axel.
context: Perfect!\What an amazing step sequence!\That was wonderful!\Wow.\Katsuki Yuri has planned all his jumps for the second half of the program\to get higher scores so he can win the Grand Prix Final.\Well, this will be tough.\The first planned jump is a triple axel. response:	Here we go, from a spread eagle into...
context: What an amazing step sequence!\That was wonderful!\Wow.\Katsuki Yuri has planned all his jumps for the second half of the program\to get higher scores so he can win the Grand Prix Final.\Well, this will be tough.\The first planned jump is a triple axel.\Here we go, from a spread eagle into... response:	a triple axel.
context: That was wonderful!\Wow.\Katsuki Yuri has planned all his jumps for the second half of the program\to get higher scores so he can win the Grand Prix Final.\Well, this will be tough.\The first planned jump is a triple axel.\Here we go, from a spread eagle into...\a triple axel. response:	Nice height!
context: Wow.\Katsuki Yuri has planned all his jumps for the second half of the program\to get higher scores so he can win the Grand Prix Final.\Well, this will be tough.\The first planned jump is a triple axel.\Here we go, from a spread eagle into...\a triple axel.\Nice height! response:	Okay, next up is a quadruple Salchow.
context: Katsuki Yuri has planned all his jumps for the second half of the program\to get higher scores so he can win the Grand Prix Final.\Well, this will be tough.\The first planned jump is a triple axel.\Here we go, from a spread eagle into...\a triple axel.\Nice height!\Okay, next up is a quadruple Salchow. response:	In competition, he's landed it less than 30 of the time.
context: to get higher scores so he can win the Grand Prix Final.\Well, this will be tough.\The first planned jump is a triple axel.\Here we go, from a spread eagle into...\a triple axel.\Nice height!\Okay, next up is a quadruple Salchow.\In competition, he's landed it less than 30 of the time. response:	A quadruple Salchow.
context: Well, this will be tough.\The first planned jump is a triple axel.\Here we go, from a spread eagle into...\a triple axel.\Nice height!\Okay, next up is a quadruple Salchow.\In competition, he's landed it less than 30 of the time.\A quadruple Salchow. response:	He nailed it!
context: The first planned jump is a triple axel.\Here we go, from a spread eagle into...\a triple axel.\Nice height!\Okay, next up is a quadruple Salchow.\In competition, he's landed it less than 30 of the time.\A quadruple Salchow.\He nailed it! response:	I'm the only one who can satisfy Victor.
context: Here we go, from a spread eagle into...\a triple axel.\Nice height!\Okay, next up is a quadruple Salchow.\In competition, he's landed it less than 30 of the time.\A quadruple Salchow.\He nailed it!\I'm the only one who can satisfy Victor. response:	I'm the only one in the whole world who knows Victor's love.
context: a triple axel.\Nice height!\Okay, next up is a quadruple Salchow.\In competition, he's landed it less than 30 of the time.\A quadruple Salchow.\He nailed it!\I'm the only one who can satisfy Victor.\I'm the only one in the whole world who knows Victor's love. response:	I'll prove that now.
context: Nice height!\Okay, next up is a quadruple Salchow.\In competition, he's landed it less than 30 of the time.\A quadruple Salchow.\He nailed it!\I'm the only one who can satisfy Victor.\I'm the only one in the whole world who knows Victor's love.\I'll prove that now. response:	Quadruple toe loop, followed by a triple toe loop.
context: Okay, next up is a quadruple Salchow.\In competition, he's landed it less than 30 of the time.\A quadruple Salchow.\He nailed it!\I'm the only one who can satisfy Victor.\I'm the only one in the whole world who knows Victor's love.\I'll prove that now.\Quadruple toe loop, followed by a triple toe loop. response:	He did it!
context: In competition, he's landed it less than 30 of the time.\A quadruple Salchow.\He nailed it!\I'm the only one who can satisfy Victor.\I'm the only one in the whole world who knows Victor's love.\I'll prove that now.\Quadruple toe loop, followed by a triple toe loop.\He did it! response:	So far, all the jumps have been flawless!
context: A quadruple Salchow.\He nailed it!\I'm the only one who can satisfy Victor.\I'm the only one in the whole world who knows Victor's love.\I'll prove that now.\Quadruple toe loop, followed by a triple toe loop.\He did it!\So far, all the jumps have been flawless! response:	He's totally different from last year...
context: He nailed it!\I'm the only one who can satisfy Victor.\I'm the only one in the whole world who knows Victor's love.\I'll prove that now.\Quadruple toe loop, followed by a triple toe loop.\He did it!\So far, all the jumps have been flawless!\He's totally different from last year... response:	He's about to complete a short program with the highest technical difficulty in history!
context: I'm the only one who can satisfy Victor.\I'm the only one in the whole world who knows Victor's love.\I'll prove that now.\Quadruple toe loop, followed by a triple toe loop.\He did it!\So far, all the jumps have been flawless!\He's totally different from last year...\He's about to complete a short program with the highest technical difficulty in history! response:	You're witnessing the birth of a new Katsuki Yuri!
context: I'm the only one in the whole world who knows Victor's love.\I'll prove that now.\Quadruple toe loop, followed by a triple toe loop.\He did it!\So far, all the jumps have been flawless!\He's totally different from last year...\He's about to complete a short program with the highest technical difficulty in history!\You're witnessing the birth of a new Katsuki Yuri! response:	Love wins!
context: I'll prove that now.\Quadruple toe loop, followed by a triple toe loop.\He did it!\So far, all the jumps have been flawless!\He's totally different from last year...\He's about to complete a short program with the highest technical difficulty in history!\You're witnessing the birth of a new Katsuki Yuri!\Love wins! response:	No one can deny that this was a perfect performance!
context: Quadruple toe loop, followed by a triple toe loop.\He did it!\So far, all the jumps have been flawless!\He's totally different from last year...\He's about to complete a short program with the highest technical difficulty in history!\You're witnessing the birth of a new Katsuki Yuri!\Love wins!\No one can deny that this was a perfect performance! response:	It's a personal best for Katsuki Yuri.
context: He did it!\So far, all the jumps have been flawless!\He's totally different from last year...\He's about to complete a short program with the highest technical difficulty in history!\You're witnessing the birth of a new Katsuki Yuri!\Love wins!\No one can deny that this was a perfect performance!\It's a personal best for Katsuki Yuri. response:	Yuri!
context: So far, all the jumps have been flawless!\He's totally different from last year...\He's about to complete a short program with the highest technical difficulty in history!\You're witnessing the birth of a new Katsuki Yuri!\Love wins!\No one can deny that this was a perfect performance!\It's a personal best for Katsuki Yuri.\Yuri! response:	The audience is still on their feet!
context: He's totally different from last year...\He's about to complete a short program with the highest technical difficulty in history!\You're witnessing the birth of a new Katsuki Yuri!\Love wins!\No one can deny that this was a perfect performance!\It's a personal best for Katsuki Yuri.\Yuri!\The audience is still on their feet! response:	He used last season's disappointment as a springboard
context: He's about to complete a short program with the highest technical difficulty in history!\You're witnessing the birth of a new Katsuki Yuri!\Love wins!\No one can deny that this was a perfect performance!\It's a personal best for Katsuki Yuri.\Yuri!\The audience is still on their feet!\He used last season's disappointment as a springboard response:	to learn what love is, and he's undergone an astounding transformation!
context: You're witnessing the birth of a new Katsuki Yuri!\Love wins!\No one can deny that this was a perfect performance!\It's a personal best for Katsuki Yuri.\Yuri!\The audience is still on their feet!\He used last season's disappointment as a springboard\to learn what love is, and he's undergone an astounding transformation! response:	That was perfect.
context: Love wins!\No one can deny that this was a perfect performance!\It's a personal best for Katsuki Yuri.\Yuri!\The audience is still on their feet!\He used last season's disappointment as a springboard\to learn what love is, and he's undergone an astounding transformation!\That was perfect. response:	Yuri!
context: No one can deny that this was a perfect performance!\It's a personal best for Katsuki Yuri.\Yuri!\The audience is still on their feet!\He used last season's disappointment as a springboard\to learn what love is, and he's undergone an astounding transformation!\That was perfect.\Yuri! response:	The kiss and cry's that way.
context: It's a personal best for Katsuki Yuri.\Yuri!\The audience is still on their feet!\He used last season's disappointment as a springboard\to learn what love is, and he's undergone an astounding transformation!\That was perfect.\Yuri!\The kiss and cry's that way. response:	Well, his coach, Victor, looks very happy!
context: Yuri!\The audience is still on their feet!\He used last season's disappointment as a springboard\to learn what love is, and he's undergone an astounding transformation!\That was perfect.\Yuri!\The kiss and cry's that way.\Well, his coach, Victor, looks very happy! response:	Yuri, did it feel that great?
context: The audience is still on their feet!\He used last season's disappointment as a springboard\to learn what love is, and he's undergone an astounding transformation!\That was perfect.\Yuri!\The kiss and cry's that way.\Well, his coach, Victor, looks very happy!\Yuri, did it feel that great? response:	Well, I was hoping everyone else felt great watching me.
context: He used last season's disappointment as a springboard\to learn what love is, and he's undergone an astounding transformation!\That was perfect.\Yuri!\The kiss and cry's that way.\Well, his coach, Victor, looks very happy!\Yuri, did it feel that great?\Well, I was hoping everyone else felt great watching me. response:	And we have his short program score: 106.84!
context: to learn what love is, and he's undergone an astounding transformation!\That was perfect.\Yuri!\The kiss and cry's that way.\Well, his coach, Victor, looks very happy!\Yuri, did it feel that great?\Well, I was hoping everyone else felt great watching me.\And we have his short program score: 106.84! response:	A new personal best!
context: That was perfect.\Yuri!\The kiss and cry's that way.\Well, his coach, Victor, looks very happy!\Yuri, did it feel that great?\Well, I was hoping everyone else felt great watching me.\And we have his short program score: 106.84!\A new personal best! response:	He's currently in first place!
context: Yuri!\The kiss and cry's that way.\Well, his coach, Victor, looks very happy!\Yuri, did it feel that great?\Well, I was hoping everyone else felt great watching me.\And we have his short program score: 106.84!\A new personal best!\He's currently in first place! response:	Yuri!
context: The kiss and cry's that way.\Well, his coach, Victor, looks very happy!\Yuri, did it feel that great?\Well, I was hoping everyone else felt great watching me.\And we have his short program score: 106.84!\A new personal best!\He's currently in first place!\Yuri! response:	Of course they'd feel great watching a performance like that.
context: Well, his coach, Victor, looks very happy!\Yuri, did it feel that great?\Well, I was hoping everyone else felt great watching me.\And we have his short program score: 106.84!\A new personal best!\He's currently in first place!\Yuri!\Of course they'd feel great watching a performance like that. response:	You're the best student.
context: Yuri, did it feel that great?\Well, I was hoping everyone else felt great watching me.\And we have his short program score: 106.84!\A new personal best!\He's currently in first place!\Yuri!\Of course they'd feel great watching a performance like that.\You're the best student. response:	You don't look amused, Chris.
context: Well, I was hoping everyone else felt great watching me.\And we have his short program score: 106.84!\A new personal best!\He's currently in first place!\Yuri!\Of course they'd feel great watching a performance like that.\You're the best student.\You don't look amused, Chris. response:	Focus, focus!
context: And we have his short program score: 106.84!\A new personal best!\He's currently in first place!\Yuri!\Of course they'd feel great watching a performance like that.\You're the best student.\You don't look amused, Chris.\Focus, focus! response:	Wow.
context: A new personal best!\He's currently in first place!\Yuri!\Of course they'd feel great watching a performance like that.\You're the best student.\You don't look amused, Chris.\Focus, focus!\Wow. response:	He's never scored that high before.
context: He's currently in first place!\Yuri!\Of course they'd feel great watching a performance like that.\You're the best student.\You don't look amused, Chris.\Focus, focus!\Wow.\He's never scored that high before. response:	Don't worry about it.
context: Yuri!\Of course they'd feel great watching a performance like that.\You're the best student.\You don't look amused, Chris.\Focus, focus!\Wow.\He's never scored that high before.\Don't worry about it. response:	The free skate is where it counts.
context: Of course they'd feel great watching a performance like that.\You're the best student.\You don't look amused, Chris.\Focus, focus!\Wow.\He's never scored that high before.\Don't worry about it.\The free skate is where it counts. response:	Besides, Yuri isn't used to being the one to beat.
context: You're the best student.\You don't look amused, Chris.\Focus, focus!\Wow.\He's never scored that high before.\Don't worry about it.\The free skate is where it counts.\Besides, Yuri isn't used to being the one to beat. response:	Listen.
context: You don't look amused, Chris.\Focus, focus!\Wow.\He's never scored that high before.\Don't worry about it.\The free skate is where it counts.\Besides, Yuri isn't used to being the one to beat.\Listen. response:	You've been in Victor's shadow all this time,
context: Focus, focus!\Wow.\He's never scored that high before.\Don't worry about it.\The free skate is where it counts.\Besides, Yuri isn't used to being the one to beat.\Listen.\You've been in Victor's shadow all this time, response:	but now is your chance.
context: Wow.\He's never scored that high before.\Don't worry about it.\The free skate is where it counts.\Besides, Yuri isn't used to being the one to beat.\Listen.\You've been in Victor's shadow all this time,\but now is your chance. response:	Go make your mark.
context: He's never scored that high before.\Don't worry about it.\The free skate is where it counts.\Besides, Yuri isn't used to being the one to beat.\Listen.\You've been in Victor's shadow all this time,\but now is your chance.\Go make your mark. response:	Got it.
context: Don't worry about it.\The free skate is where it counts.\Besides, Yuri isn't used to being the one to beat.\Listen.\You've been in Victor's shadow all this time,\but now is your chance.\Go make your mark.\Got it. response:	Hey, Georgi's about to start.
context: The free skate is where it counts.\Besides, Yuri isn't used to being the one to beat.\Listen.\You've been in Victor's shadow all this time,\but now is your chance.\Go make your mark.\Got it.\Hey, Georgi's about to start. response:	Whatever.
context: Besides, Yuri isn't used to being the one to beat.\Listen.\You've been in Victor's shadow all this time,\but now is your chance.\Go make your mark.\Got it.\Hey, Georgi's about to start.\Whatever. response:	Now that Victor's gone,
context: Listen.\You've been in Victor's shadow all this time,\but now is your chance.\Go make your mark.\Got it.\Hey, Georgi's about to start.\Whatever.\Now that Victor's gone, response:	I'm the new top skater in Russia.
context: You've been in Victor's shadow all this time,\but now is your chance.\Go make your mark.\Got it.\Hey, Georgi's about to start.\Whatever.\Now that Victor's gone,\I'm the new top skater in Russia. response:	Georgi Popovich, age 27, from Russia.
context: but now is your chance.\Go make your mark.\Got it.\Hey, Georgi's about to start.\Whatever.\Now that Victor's gone,\I'm the new top skater in Russia.\Georgi Popovich, age 27, from Russia. response:	This season's theme is heartbreak.
context: Go make your mark.\Got it.\Hey, Georgi's about to start.\Whatever.\Now that Victor's gone,\I'm the new top skater in Russia.\Georgi Popovich, age 27, from Russia.\This season's theme is heartbreak. response:	The music is Carabosse from The Sleeping Beauty.
context: Got it.\Hey, Georgi's about to start.\Whatever.\Now that Victor's gone,\I'm the new top skater in Russia.\Georgi Popovich, age 27, from Russia.\This season's theme is heartbreak.\The music is Carabosse from The Sleeping Beauty. response:	A triple axel.
context: Hey, Georgi's about to start.\Whatever.\Now that Victor's gone,\I'm the new top skater in Russia.\Georgi Popovich, age 27, from Russia.\This season's theme is heartbreak.\The music is Carabosse from The Sleeping Beauty.\A triple axel. response:	This still cracks me up every time.
context: Whatever.\Now that Victor's gone,\I'm the new top skater in Russia.\Georgi Popovich, age 27, from Russia.\This season's theme is heartbreak.\The music is Carabosse from The Sleeping Beauty.\A triple axel.\This still cracks me up every time. response:	As the evil witch, Carabosse, I cast a curse on her.
context: Now that Victor's gone,\I'm the new top skater in Russia.\Georgi Popovich, age 27, from Russia.\This season's theme is heartbreak.\The music is Carabosse from The Sleeping Beauty.\A triple axel.\This still cracks me up every time.\As the evil witch, Carabosse, I cast a curse on her. response:	Only true love's kiss can awaken her.
context: I'm the new top skater in Russia.\Georgi Popovich, age 27, from Russia.\This season's theme is heartbreak.\The music is Carabosse from The Sleeping Beauty.\A triple axel.\This still cracks me up every time.\As the evil witch, Carabosse, I cast a curse on her.\Only true love's kiss can awaken her. response:	Dasvidaniya.
context: Georgi Popovich, age 27, from Russia.\This season's theme is heartbreak.\The music is Carabosse from The Sleeping Beauty.\A triple axel.\This still cracks me up every time.\As the evil witch, Carabosse, I cast a curse on her.\Only true love's kiss can awaken her.\Dasvidaniya. response:	But there is no such thing as true love!
context: This season's theme is heartbreak.\The music is Carabosse from The Sleeping Beauty.\A triple axel.\This still cracks me up every time.\As the evil witch, Carabosse, I cast a curse on her.\Only true love's kiss can awaken her.\Dasvidaniya.\But there is no such thing as true love! response:	Oh, I heard he broke up with the ice dancer
context: The music is Carabosse from The Sleeping Beauty.\A triple axel.\This still cracks me up every time.\As the evil witch, Carabosse, I cast a curse on her.\Only true love's kiss can awaken her.\Dasvidaniya.\But there is no such thing as true love!\Oh, I heard he broke up with the ice dancer response:	he always used to post kissy photos with.
context: A triple axel.\This still cracks me up every time.\As the evil witch, Carabosse, I cast a curse on her.\Only true love's kiss can awaken her.\Dasvidaniya.\But there is no such thing as true love!\Oh, I heard he broke up with the ice dancer\he always used to post kissy photos with. response:	She hooked up with a different guy recently.
context: This still cracks me up every time.\As the evil witch, Carabosse, I cast a curse on her.\Only true love's kiss can awaken her.\Dasvidaniya.\But there is no such thing as true love!\Oh, I heard he broke up with the ice dancer\he always used to post kissy photos with.\She hooked up with a different guy recently. response:	Did you know that, Yuri?
context: As the evil witch, Carabosse, I cast a curse on her.\Only true love's kiss can awaken her.\Dasvidaniya.\But there is no such thing as true love!\Oh, I heard he broke up with the ice dancer\he always used to post kissy photos with.\She hooked up with a different guy recently.\Did you know that, Yuri? response:	Shut up, hag!
context: Only true love's kiss can awaken her.\Dasvidaniya.\But there is no such thing as true love!\Oh, I heard he broke up with the ice dancer\he always used to post kissy photos with.\She hooked up with a different guy recently.\Did you know that, Yuri?\Shut up, hag! response:	A quadruple Salchow.
context: Dasvidaniya.\But there is no such thing as true love!\Oh, I heard he broke up with the ice dancer\he always used to post kissy photos with.\She hooked up with a different guy recently.\Did you know that, Yuri?\Shut up, hag!\A quadruple Salchow. response:	What an emotional performance!
context: But there is no such thing as true love!\Oh, I heard he broke up with the ice dancer\he always used to post kissy photos with.\She hooked up with a different guy recently.\Did you know that, Yuri?\Shut up, hag!\A quadruple Salchow.\What an emotional performance! response:	Yikes, he's actually crying.
context: Oh, I heard he broke up with the ice dancer\he always used to post kissy photos with.\She hooked up with a different guy recently.\Did you know that, Yuri?\Shut up, hag!\A quadruple Salchow.\What an emotional performance!\Yikes, he's actually crying. response:	Seriously?
context: he always used to post kissy photos with.\She hooked up with a different guy recently.\Did you know that, Yuri?\Shut up, hag!\A quadruple Salchow.\What an emotional performance!\Yikes, he's actually crying.\Seriously? response:	I'll hunt you to the ends of the earth, and I'll find you!
context: She hooked up with a different guy recently.\Did you know that, Yuri?\Shut up, hag!\A quadruple Salchow.\What an emotional performance!\Yikes, he's actually crying.\Seriously?\I'll hunt you to the ends of the earth, and I'll find you! response:	Forgive me. I was wrong, Georgi.
context: Did you know that, Yuri?\Shut up, hag!\A quadruple Salchow.\What an emotional performance!\Yikes, he's actually crying.\Seriously?\I'll hunt you to the ends of the earth, and I'll find you!\Forgive me. I was wrong, Georgi. response:	Never, you traitor!
context: Shut up, hag!\A quadruple Salchow.\What an emotional performance!\Yikes, he's actually crying.\Seriously?\I'll hunt you to the ends of the earth, and I'll find you!\Forgive me. I was wrong, Georgi.\Never, you traitor! response:	No! Oh!
context: A quadruple Salchow.\What an emotional performance!\Yikes, he's actually crying.\Seriously?\I'll hunt you to the ends of the earth, and I'll find you!\Forgive me. I was wrong, Georgi.\Never, you traitor!\No! Oh! response:	A triple Lutz, triple loop combination.
context: What an emotional performance!\Yikes, he's actually crying.\Seriously?\I'll hunt you to the ends of the earth, and I'll find you!\Forgive me. I was wrong, Georgi.\Never, you traitor!\No! Oh!\A triple Lutz, triple loop combination. response:	I can almost hear her terrified voice.
context: Yikes, he's actually crying.\Seriously?\I'll hunt you to the ends of the earth, and I'll find you!\Forgive me. I was wrong, Georgi.\Never, you traitor!\No! Oh!\A triple Lutz, triple loop combination.\I can almost hear her terrified voice. response:	He's way too into this performance.
context: Seriously?\I'll hunt you to the ends of the earth, and I'll find you!\Forgive me. I was wrong, Georgi.\Never, you traitor!\No! Oh!\A triple Lutz, triple loop combination.\I can almost hear her terrified voice.\He's way too into this performance. response:	His step sequence is intense.
context: I'll hunt you to the ends of the earth, and I'll find you!\Forgive me. I was wrong, Georgi.\Never, you traitor!\No! Oh!\A triple Lutz, triple loop combination.\I can almost hear her terrified voice.\He's way too into this performance.\His step sequence is intense. response:	I will cast an eternal curse on her.
context: Forgive me. I was wrong, Georgi.\Never, you traitor!\No! Oh!\A triple Lutz, triple loop combination.\I can almost hear her terrified voice.\He's way too into this performance.\His step sequence is intense.\I will cast an eternal curse on her. response:	I am an evil witch!
context: Never, you traitor!\No! Oh!\A triple Lutz, triple loop combination.\I can almost hear her terrified voice.\He's way too into this performance.\His step sequence is intense.\I will cast an eternal curse on her.\I am an evil witch! response:	My curse will cause her to sleep for eternity.
context: No! Oh!\A triple Lutz, triple loop combination.\I can almost hear her terrified voice.\He's way too into this performance.\His step sequence is intense.\I will cast an eternal curse on her.\I am an evil witch!\My curse will cause her to sleep for eternity. response:	Georgi,
context: A triple Lutz, triple loop combination.\I can almost hear her terrified voice.\He's way too into this performance.\His step sequence is intense.\I will cast an eternal curse on her.\I am an evil witch!\My curse will cause her to sleep for eternity.\Georgi, response:	I'm finally seeing a performance worthy of who you are.
context: I can almost hear her terrified voice.\He's way too into this performance.\His step sequence is intense.\I will cast an eternal curse on her.\I am an evil witch!\My curse will cause her to sleep for eternity.\Georgi,\I'm finally seeing a performance worthy of who you are. response:	Georgi Popovich's short program score is 98.17.
context: He's way too into this performance.\His step sequence is intense.\I will cast an eternal curse on her.\I am an evil witch!\My curse will cause her to sleep for eternity.\Georgi,\I'm finally seeing a performance worthy of who you are.\Georgi Popovich's short program score is 98.17. response:	He is currently in second place.
context: His step sequence is intense.\I will cast an eternal curse on her.\I am an evil witch!\My curse will cause her to sleep for eternity.\Georgi,\I'm finally seeing a performance worthy of who you are.\Georgi Popovich's short program score is 98.17.\He is currently in second place. response:	Oh, right.
context: I will cast an eternal curse on her.\I am an evil witch!\My curse will cause her to sleep for eternity.\Georgi,\I'm finally seeing a performance worthy of who you are.\Georgi Popovich's short program score is 98.17.\He is currently in second place.\Oh, right. response:	His ex is also competing in the Cup of China.
context: I am an evil witch!\My curse will cause her to sleep for eternity.\Georgi,\I'm finally seeing a performance worthy of who you are.\Georgi Popovich's short program score is 98.17.\He is currently in second place.\Oh, right.\His ex is also competing in the Cup of China. response:	Seriously?
context: My curse will cause her to sleep for eternity.\Georgi,\I'm finally seeing a performance worthy of who you are.\Georgi Popovich's short program score is 98.17.\He is currently in second place.\Oh, right.\His ex is also competing in the Cup of China.\Seriously? response:	That's gotta suck.
context: Georgi,\I'm finally seeing a performance worthy of who you are.\Georgi Popovich's short program score is 98.17.\He is currently in second place.\Oh, right.\His ex is also competing in the Cup of China.\Seriously?\That's gotta suck. response:	Leo de la Iglesia, age 19, from the United States.
context: I'm finally seeing a performance worthy of who you are.\Georgi Popovich's short program score is 98.17.\He is currently in second place.\Oh, right.\His ex is also competing in the Cup of China.\Seriously?\That's gotta suck.\Leo de la Iglesia, age 19, from the United States. response:	Leo-kun's performance has been really polished ever since the first event.
context: Georgi Popovich's short program score is 98.17.\He is currently in second place.\Oh, right.\His ex is also competing in the Cup of China.\Seriously?\That's gotta suck.\Leo de la Iglesia, age 19, from the United States.\Leo-kun's performance has been really polished ever since the first event. response:	The music is Still Alive, choreographed by the skater himself.
context: He is currently in second place.\Oh, right.\His ex is also competing in the Cup of China.\Seriously?\That's gotta suck.\Leo de la Iglesia, age 19, from the United States.\Leo-kun's performance has been really polished ever since the first event.\The music is Still Alive, choreographed by the skater himself. response:	It's a song I like, so I just want to skate the way I see the music.
context: Oh, right.\His ex is also competing in the Cup of China.\Seriously?\That's gotta suck.\Leo de la Iglesia, age 19, from the United States.\Leo-kun's performance has been really polished ever since the first event.\The music is Still Alive, choreographed by the skater himself.\It's a song I like, so I just want to skate the way I see the music. response:	That's all.
context: His ex is also competing in the Cup of China.\Seriously?\That's gotta suck.\Leo de la Iglesia, age 19, from the United States.\Leo-kun's performance has been really polished ever since the first event.\The music is Still Alive, choreographed by the skater himself.\It's a song I like, so I just want to skate the way I see the music.\That's all. response:	A triple axel.
