context: My birthday? response:	Yeah, your birthday. When is it?
context: It's unfair to start celebrating birthdays now!\What about everyone who's had their birthday after we started school?\One of us has to be 16 already!\I remember you guys were talking about scooter licenses!\You're too sharp, Izumo.\See, I was right.\If you want to do this, then do it properly for everyone!\Otherwise I won't take part in it. response:	That sounds good.
context: What about everyone who's had their birthday after we started school?\One of us has to be 16 already!\I remember you guys were talking about scooter licenses!\You're too sharp, Izumo.\See, I was right.\If you want to do this, then do it properly for everyone!\Otherwise I won't take part in it.\That sounds good. response:	Then Bon and Shima and Kamiki...
context: One of us has to be 16 already!\I remember you guys were talking about scooter licenses!\You're too sharp, Izumo.\See, I was right.\If you want to do this, then do it properly for everyone!\Otherwise I won't take part in it.\That sounds good.\Then Bon and Shima and Kamiki... response:	And Paku too!
context: I remember you guys were talking about scooter licenses!\You're too sharp, Izumo.\See, I was right.\If you want to do this, then do it properly for everyone!\Otherwise I won't take part in it.\That sounds good.\Then Bon and Shima and Kamiki...\And Paku too! response:	So that means four presents?
context: You're too sharp, Izumo.\See, I was right.\If you want to do this, then do it properly for everyone!\Otherwise I won't take part in it.\That sounds good.\Then Bon and Shima and Kamiki...\And Paku too!\So that means four presents? response:	Then I'll give back the collected money to Suguro and Shima... Umm...
context: See, I was right.\If you want to do this, then do it properly for everyone!\Otherwise I won't take part in it.\That sounds good.\Then Bon and Shima and Kamiki...\And Paku too!\So that means four presents?\Then I'll give back the collected money to Suguro and Shima... Umm... response:	This is turning into a hassle.
context: If you want to do this, then do it properly for everyone!\Otherwise I won't take part in it.\That sounds good.\Then Bon and Shima and Kamiki...\And Paku too!\So that means four presents?\Then I'll give back the collected money to Suguro and Shima... Umm...\This is turning into a hassle. response:	Then let's throw a party for everyone, even for those who have their birthdays later!
context: Otherwise I won't take part in it.\That sounds good.\Then Bon and Shima and Kamiki...\And Paku too!\So that means four presents?\Then I'll give back the collected money to Suguro and Shima... Umm...\This is turning into a hassle.\Then let's throw a party for everyone, even for those who have their birthdays later! response:	Is it okay to write this in hiragana?
context: That sounds good.\Then Bon and Shima and Kamiki...\And Paku too!\So that means four presents?\Then I'll give back the collected money to Suguro and Shima... Umm...\This is turning into a hassle.\Then let's throw a party for everyone, even for those who have their birthdays later!\Is it okay to write this in hiragana? response:	Just wait a moment, I'll spell it for you.
context: Then Bon and Shima and Kamiki...\And Paku too!\So that means four presents?\Then I'll give back the collected money to Suguro and Shima... Umm...\This is turning into a hassle.\Then let's throw a party for everyone, even for those who have their birthdays later!\Is it okay to write this in hiragana?\Just wait a moment, I'll spell it for you. response:	H-A-P-P-Y.
context: And Paku too!\So that means four presents?\Then I'll give back the collected money to Suguro and Shima... Umm...\This is turning into a hassle.\Then let's throw a party for everyone, even for those who have their birthdays later!\Is it okay to write this in hiragana?\Just wait a moment, I'll spell it for you.\H-A-P-P-Y. response:	Okay, we did it!
context: So that means four presents?\Then I'll give back the collected money to Suguro and Shima... Umm...\This is turning into a hassle.\Then let's throw a party for everyone, even for those who have their birthdays later!\Is it okay to write this in hiragana?\Just wait a moment, I'll spell it for you.\H-A-P-P-Y.\Okay, we did it! response:	You have your drinks?
context: Then I'll give back the collected money to Suguro and Shima... Umm...\This is turning into a hassle.\Then let's throw a party for everyone, even for those who have their birthdays later!\Is it okay to write this in hiragana?\Just wait a moment, I'll spell it for you.\H-A-P-P-Y.\Okay, we did it!\You have your drinks? response:	We made it!
context: This is turning into a hassle.\Then let's throw a party for everyone, even for those who have their birthdays later!\Is it okay to write this in hiragana?\Just wait a moment, I'll spell it for you.\H-A-P-P-Y.\Okay, we did it!\You have your drinks?\We made it! response:	We've been waiting for you!
context: Then let's throw a party for everyone, even for those who have their birthdays later!\Is it okay to write this in hiragana?\Just wait a moment, I'll spell it for you.\H-A-P-P-Y.\Okay, we did it!\You have your drinks?\We made it!\We've been waiting for you! response:	Okumura made that one?
context: Is it okay to write this in hiragana?\Just wait a moment, I'll spell it for you.\H-A-P-P-Y.\Okay, we did it!\You have your drinks?\We made it!\We've been waiting for you!\Okumura made that one? response:	Well, it's the only productive thing I'm good at.
context: Just wait a moment, I'll spell it for you.\H-A-P-P-Y.\Okay, we did it!\You have your drinks?\We made it!\We've been waiting for you!\Okumura made that one?\Well, it's the only productive thing I'm good at. response:	He said it himself...
context: H-A-P-P-Y.\Okay, we did it!\You have your drinks?\We made it!\We've been waiting for you!\Okumura made that one?\Well, it's the only productive thing I'm good at.\He said it himself... response:	Konekomaru!
context: Okay, we did it!\You have your drinks?\We made it!\We've been waiting for you!\Okumura made that one?\Well, it's the only productive thing I'm good at.\He said it himself...\Konekomaru! response:	Thanks, Konekomaru.
context: You have your drinks?\We made it!\We've been waiting for you!\Okumura made that one?\Well, it's the only productive thing I'm good at.\He said it himself...\Konekomaru!\Thanks, Konekomaru. response:	All together...
context: We made it!\We've been waiting for you!\Okumura made that one?\Well, it's the only productive thing I'm good at.\He said it himself...\Konekomaru!\Thanks, Konekomaru.\All together... response:	Happy birthday!
context: We've been waiting for you!\Okumura made that one?\Well, it's the only productive thing I'm good at.\He said it himself...\Konekomaru!\Thanks, Konekomaru.\All together...\Happy birthday! response:	Then the presents we all have been waiting for!
context: Okumura made that one?\Well, it's the only productive thing I'm good at.\He said it himself...\Konekomaru!\Thanks, Konekomaru.\All together...\Happy birthday!\Then the presents we all have been waiting for! response:	We'll decide who gets what by lottery!
context: Well, it's the only productive thing I'm good at.\He said it himself...\Konekomaru!\Thanks, Konekomaru.\All together...\Happy birthday!\Then the presents we all have been waiting for!\We'll decide who gets what by lottery! response:	I'll go first!
context: He said it himself...\Konekomaru!\Thanks, Konekomaru.\All together...\Happy birthday!\Then the presents we all have been waiting for!\We'll decide who gets what by lottery!\I'll go first! response:	What's wrong, Yuki?
context: Konekomaru!\Thanks, Konekomaru.\All together...\Happy birthday!\Then the presents we all have been waiting for!\We'll decide who gets what by lottery!\I'll go first!\What's wrong, Yuki? response:	I was just thinking about how much fun everyone's having.
context: Thanks, Konekomaru.\All together...\Happy birthday!\Then the presents we all have been waiting for!\We'll decide who gets what by lottery!\I'll go first!\What's wrong, Yuki?\I was just thinking about how much fun everyone's having. response:	You're not having fun?
context: All together...\Happy birthday!\Then the presents we all have been waiting for!\We'll decide who gets what by lottery!\I'll go first!\What's wrong, Yuki?\I was just thinking about how much fun everyone's having.\You're not having fun? response:	I am.
context: Happy birthday!\Then the presents we all have been waiting for!\We'll decide who gets what by lottery!\I'll go first!\What's wrong, Yuki?\I was just thinking about how much fun everyone's having.\You're not having fun?\I am. response:	You've been so weird lately, Yuki.
context: Then the presents we all have been waiting for!\We'll decide who gets what by lottery!\I'll go first!\What's wrong, Yuki?\I was just thinking about how much fun everyone's having.\You're not having fun?\I am.\You've been so weird lately, Yuki. response:	We've been told that our birthday is December 27th, but it doesn't really mean anything.
context: We'll decide who gets what by lottery!\I'll go first!\What's wrong, Yuki?\I was just thinking about how much fun everyone's having.\You're not having fun?\I am.\You've been so weird lately, Yuki.\We've been told that our birthday is December 27th, but it doesn't really mean anything. response:	No one knows who gave birth to us when and where.
context: I'll go first!\What's wrong, Yuki?\I was just thinking about how much fun everyone's having.\You're not having fun?\I am.\You've been so weird lately, Yuki.\We've been told that our birthday is December 27th, but it doesn't really mean anything.\No one knows who gave birth to us when and where. response:	What kind of a person was our mom?
context: What's wrong, Yuki?\I was just thinking about how much fun everyone's having.\You're not having fun?\I am.\You've been so weird lately, Yuki.\We've been told that our birthday is December 27th, but it doesn't really mean anything.\No one knows who gave birth to us when and where.\What kind of a person was our mom? response:	I picked you kids up under a bridge.
context: I was just thinking about how much fun everyone's having.\You're not having fun?\I am.\You've been so weird lately, Yuki.\We've been told that our birthday is December 27th, but it doesn't really mean anything.\No one knows who gave birth to us when and where.\What kind of a person was our mom?\I picked you kids up under a bridge. response:	That again?
context: You're not having fun?\I am.\You've been so weird lately, Yuki.\We've been told that our birthday is December 27th, but it doesn't really mean anything.\No one knows who gave birth to us when and where.\What kind of a person was our mom?\I picked you kids up under a bridge.\That again? response:	It's true!
context: I am.\You've been so weird lately, Yuki.\We've been told that our birthday is December 27th, but it doesn't really mean anything.\No one knows who gave birth to us when and where.\What kind of a person was our mom?\I picked you kids up under a bridge.\That again?\It's true! response:	It was midwinter but this huuuge watermelon was floating in the river.
context: You've been so weird lately, Yuki.\We've been told that our birthday is December 27th, but it doesn't really mean anything.\No one knows who gave birth to us when and where.\What kind of a person was our mom?\I picked you kids up under a bridge.\That again?\It's true!\It was midwinter but this huuuge watermelon was floating in the river. response:	When I opened it, you guys were inside!
context: We've been told that our birthday is December 27th, but it doesn't really mean anything.\No one knows who gave birth to us when and where.\What kind of a person was our mom?\I picked you kids up under a bridge.\That again?\It's true!\It was midwinter but this huuuge watermelon was floating in the river.\When I opened it, you guys were inside! response:	Seriously?!
context: No one knows who gave birth to us when and where.\What kind of a person was our mom?\I picked you kids up under a bridge.\That again?\It's true!\It was midwinter but this huuuge watermelon was floating in the river.\When I opened it, you guys were inside!\Seriously?! response:	I didn't really know which way I should cut the melon.
context: What kind of a person was our mom?\I picked you kids up under a bridge.\That again?\It's true!\It was midwinter but this huuuge watermelon was floating in the river.\When I opened it, you guys were inside!\Seriously?!\I didn't really know which way I should cut the melon. response:	I couldn't do it right, so I accidentally cut you into two.
context: I picked you kids up under a bridge.\That again?\It's true!\It was midwinter but this huuuge watermelon was floating in the river.\When I opened it, you guys were inside!\Seriously?!\I didn't really know which way I should cut the melon.\I couldn't do it right, so I accidentally cut you into two. response:	No way!
context: That again?\It's true!\It was midwinter but this huuuge watermelon was floating in the river.\When I opened it, you guys were inside!\Seriously?!\I didn't really know which way I should cut the melon.\I couldn't do it right, so I accidentally cut you into two.\No way! response:	Father was always using stupid excuses and he never told us the truth.
context: It's true!\It was midwinter but this huuuge watermelon was floating in the river.\When I opened it, you guys were inside!\Seriously?!\I didn't really know which way I should cut the melon.\I couldn't do it right, so I accidentally cut you into two.\No way!\Father was always using stupid excuses and he never told us the truth. response:	But just once...
context: It was midwinter but this huuuge watermelon was floating in the river.\When I opened it, you guys were inside!\Seriously?!\I didn't really know which way I should cut the melon.\I couldn't do it right, so I accidentally cut you into two.\No way!\Father was always using stupid excuses and he never told us the truth.\But just once... response:	I first met you two on a snowy day like this.
context: When I opened it, you guys were inside!\Seriously?!\I didn't really know which way I should cut the melon.\I couldn't do it right, so I accidentally cut you into two.\No way!\Father was always using stupid excuses and he never told us the truth.\But just once...\I first met you two on a snowy day like this. response:	That's the only clue I have.
context: Seriously?!\I didn't really know which way I should cut the melon.\I couldn't do it right, so I accidentally cut you into two.\No way!\Father was always using stupid excuses and he never told us the truth.\But just once...\I first met you two on a snowy day like this.\That's the only clue I have. response:	Now we have no way to figure out our true birthday.
context: I didn't really know which way I should cut the melon.\I couldn't do it right, so I accidentally cut you into two.\No way!\Father was always using stupid excuses and he never told us the truth.\But just once...\I first met you two on a snowy day like this.\That's the only clue I have.\Now we have no way to figure out our true birthday. response:	Wow, this is so cool!
context: I couldn't do it right, so I accidentally cut you into two.\No way!\Father was always using stupid excuses and he never told us the truth.\But just once...\I first met you two on a snowy day like this.\That's the only clue I have.\Now we have no way to figure out our true birthday.\Wow, this is so cool! response:	Yuki, thanks for being born!
context: No way!\Father was always using stupid excuses and he never told us the truth.\But just once...\I first met you two on a snowy day like this.\That's the only clue I have.\Now we have no way to figure out our true birthday.\Wow, this is so cool!\Yuki, thanks for being born! response:	Huh?
context: Father was always using stupid excuses and he never told us the truth.\But just once...\I first met you two on a snowy day like this.\That's the only clue I have.\Now we have no way to figure out our true birthday.\Wow, this is so cool!\Yuki, thanks for being born!\Huh? response:	No matter when you were born, I'm happy you're here!
context: But just once...\I first met you two on a snowy day like this.\That's the only clue I have.\Now we have no way to figure out our true birthday.\Wow, this is so cool!\Yuki, thanks for being born!\Huh?\No matter when you were born, I'm happy you're here! response:	Thanks.
context: I first met you two on a snowy day like this.\That's the only clue I have.\Now we have no way to figure out our true birthday.\Wow, this is so cool!\Yuki, thanks for being born!\Huh?\No matter when you were born, I'm happy you're here!\Thanks. response:	Hey, you two have numbers 2 and 7 left, take your picks!
context: That's the only clue I have.\Now we have no way to figure out our true birthday.\Wow, this is so cool!\Yuki, thanks for being born!\Huh?\No matter when you were born, I'm happy you're here!\Thanks.\Hey, you two have numbers 2 and 7 left, take your picks! response:	Let's go!
context: Now we have no way to figure out our true birthday.\Wow, this is so cool!\Yuki, thanks for being born!\Huh?\No matter when you were born, I'm happy you're here!\Thanks.\Hey, you two have numbers 2 and 7 left, take your picks!\Let's go! response:	It suits you perfectly! It's a miracle!
context: Wow, this is so cool!\Yuki, thanks for being born!\Huh?\No matter when you were born, I'm happy you're here!\Thanks.\Hey, you two have numbers 2 and 7 left, take your picks!\Let's go!\It suits you perfectly! It's a miracle! response:	It's a birthday party!
context: Yuki, thanks for being born!\Huh?\No matter when you were born, I'm happy you're here!\Thanks.\Hey, you two have numbers 2 and 7 left, take your picks!\Let's go!\It suits you perfectly! It's a miracle!\It's a birthday party! response:	Okumura speaking.
context: Huh?\No matter when you were born, I'm happy you're here!\Thanks.\Hey, you two have numbers 2 and 7 left, take your picks!\Let's go!\It suits you perfectly! It's a miracle!\It's a birthday party!\Okumura speaking. response:	Yes. Understood. I'm on my way.
context: No matter when you were born, I'm happy you're here!\Thanks.\Hey, you two have numbers 2 and 7 left, take your picks!\Let's go!\It suits you perfectly! It's a miracle!\It's a birthday party!\Okumura speaking.\Yes. Understood. I'm on my way. response:	What's up, Yukio?
context: Thanks.\Hey, you two have numbers 2 and 7 left, take your picks!\Let's go!\It suits you perfectly! It's a miracle!\It's a birthday party!\Okumura speaking.\Yes. Understood. I'm on my way.\What's up, Yukio? response:	Our monastery was...
context: Hey, you two have numbers 2 and 7 left, take your picks!\Let's go!\It suits you perfectly! It's a miracle!\It's a birthday party!\Okumura speaking.\Yes. Understood. I'm on my way.\What's up, Yukio?\Our monastery was... response:	attacked.
context: Let's go!\It suits you perfectly! It's a miracle!\It's a birthday party!\Okumura speaking.\Yes. Understood. I'm on my way.\What's up, Yukio?\Our monastery was...\attacked. response:	I can't let anyone get hurt because of me anymore!
context: It suits you perfectly! It's a miracle!\It's a birthday party!\Okumura speaking.\Yes. Understood. I'm on my way.\What's up, Yukio?\Our monastery was...\attacked.\I can't let anyone get hurt because of me anymore! response:	You're not going anywhere today.
context: It's a birthday party!\Okumura speaking.\Yes. Understood. I'm on my way.\What's up, Yukio?\Our monastery was...\attacked.\I can't let anyone get hurt because of me anymore!\You're not going anywhere today. response:	What's all the fuss about, Yukio?
context: Okumura speaking.\Yes. Understood. I'm on my way.\What's up, Yukio?\Our monastery was...\attacked.\I can't let anyone get hurt because of me anymore!\You're not going anywhere today.\What's all the fuss about, Yukio? response:	Professor, you're still trying to...
context: Yes. Understood. I'm on my way.\What's up, Yukio?\Our monastery was...\attacked.\I can't let anyone get hurt because of me anymore!\You're not going anywhere today.\What's all the fuss about, Yukio?\Professor, you're still trying to... response:	Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22
context: What's up, Yukio?\Our monastery was...\attacked.\I can't let anyone get hurt because of me anymore!\You're not going anywhere today.\What's all the fuss about, Yukio?\Professor, you're still trying to...\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22 response:	Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood
context: Our monastery was...\attacked.\I can't let anyone get hurt because of me anymore!\You're not going anywhere today.\What's all the fuss about, Yukio?\Professor, you're still trying to...\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood response:	September 27th
context: attacked.\I can't let anyone get hurt because of me anymore!\You're not going anywhere today.\What's all the fuss about, Yukio?\Professor, you're still trying to...\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\September 27th response:	September 27th
context: I can't let anyone get hurt because of me anymore!\You're not going anywhere today.\What's all the fuss about, Yukio?\Professor, you're still trying to...\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\September 27th\September 27th response:	Episode 18 szia A Day When Nothing Happens
context: You're not going anywhere today.\What's all the fuss about, Yukio?\Professor, you're still trying to...\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\September 27th\September 27th\Episode 18 szia A Day When Nothing Happens response:	Kamiki's birthday party
context: What's all the fuss about, Yukio?\Professor, you're still trying to...\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\September 27th\September 27th\Episode 18 szia A Day When Nothing Happens\Kamiki's birthday party response:	Preparation meeting
context: Professor, you're still trying to...\Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\September 27th\September 27th\Episode 18 szia A Day When Nothing Happens\Kamiki's birthday party\Preparation meeting response:	Kamiki's birth day party
context: Kamiki Izumo Heaven score: 14 Earth score: 17 Human score: 9 Total score: 31 Outer score: 22\Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\September 27th\September 27th\Episode 18 szia A Day When Nothing Happens\Kamiki's birthday party\Preparation meeting\Kamiki's birth day party response:	Prepa ration mee ting
context: Moriyama Shiemi Heaven score: 10 Earth score: 7 Human score: 4 Total score: 17 Outer score: 13 6th March, Pisces, B type Wu Xing: Four, Green, Jupiter, Wood\September 27th\September 27th\Episode 18 szia A Day When Nothing Happens\Kamiki's birthday party\Preparation meeting\Kamiki's birth day party\Prepa ration mee ting response:	September 27th
context: September 27th\September 27th\Episode 18 szia A Day When Nothing Happens\Kamiki's birthday party\Preparation meeting\Kamiki's birth day party\Prepa ration mee ting\September 27th response:	Thank you for your patronage.
context: September 27th\Episode 18 szia A Day When Nothing Happens\Kamiki's birthday party\Preparation meeting\Kamiki's birth day party\Prepa ration mee ting\September 27th\Thank you for your patronage. response:	This is just a small token of our gratitude.
context: Episode 18 szia A Day When Nothing Happens\Kamiki's birthday party\Preparation meeting\Kamiki's birth day party\Prepa ration mee ting\September 27th\Thank you for your patronage.\This is just a small token of our gratitude. response:	Exorcist cram school students.
context: Kamiki's birthday party\Preparation meeting\Kamiki's birth day party\Prepa ration mee ting\September 27th\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students. response:	Thank you for your patronage.
context: Preparation meeting\Kamiki's birth day party\Prepa ration mee ting\September 27th\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage. response:	This is just a small token of our gratitude.
context: Kamiki's birth day party\Prepa ration mee ting\September 27th\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude. response:	Exorcist cram school students.
context: Prepa ration mee ting\September 27th\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students. response:	Thank you for your patronage.
context: September 27th\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage. response:	This is just a small token of our gratitude.
context: Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude. response:	Exorcist cram school students.
context: This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students. response:	Thank you for your patronage.
context: Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage. response:	This is just a small token of our gratitude.
context: Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude. response:	Exorcist cram school students.
context: This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students. response:	Happy Birthday to Everyone at Cram School!
context: Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Happy Birthday to Everyone at Cram School! response:	Next Episode Preview
context: Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Happy Birthday to Everyone at Cram School!\Next Episode Preview response:	Mask
context: This is just a small token of our gratitude.\Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Happy Birthday to Everyone at Cram School!\Next Episode Preview\Mask response:	The Blue Exorcist
context: Exorcist cram school students.\Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Happy Birthday to Everyone at Cram School!\Next Episode Preview\Mask\The Blue Exorcist response:	The Blue Exorcist
context: Thank you for your patronage.\This is just a small token of our gratitude.\Exorcist cram school students.\Happy Birthday to Everyone at Cram School!\Next Episode Preview\Mask\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: This is just a small token of our gratitude.\Exorcist cram school students.\Happy Birthday to Everyone at Cram School!\Next Episode Preview\Mask\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Exorcist cram school students.\Happy Birthday to Everyone at Cram School!\Next Episode Preview\Mask\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Happy Birthday to Everyone at Cram School!\Next Episode Preview\Mask\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	The Blue Exorcist
context: Next Episode Preview\Mask\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist response:	nuguisarenai kako no kanashimi
context: Mask\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi response:	It's alright kokoro ni mo nai
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai response:	Blastar hanachi te wo nobashita
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita response:	sakete toorenai michi wa itsu kara ka konna datta
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta response:	soshite daremo inakunatta...
context: The Blue Exorcist\The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta... response:	unmei nante kuso kurae
context: The Blue Exorcist\The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae response:	yarikirenakute cry for pride
context: The Blue Exorcist\nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride response:	hibiku ai no uta
context: nuguisarenai kako no kanashimi\It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta response:	yuganda sekai magatta negai
context: It's alright kokoro ni mo nai\Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai response:	kuzuresatte iku risou to ashita
context: Blastar hanachi te wo nobashita\sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita response:	haite suteru hodo ni taikutsu datta
context: sakete toorenai michi wa itsu kara ka konna datta\soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta response:	unmei nante nurikaete
context: soshite daremo inakunatta...\unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete response:	kizu darake ni natte try for pride
context: unmei nante kuso kurae\yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride response:	soredemo ai wo utau
context: yarikirenakute cry for pride\hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau response:	hizunda sekai todokazu negai
context: hibiku ai no uta\yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai response:	kizuki ageteku kizuna to ashita
context: yuganda sekai magatta negai\kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita response:	haite sutete mo kekkyoku taisetsu nanda
context: kuzuresatte iku risou to ashita\haite suteru hodo ni taikutsu datta\unmei nante nurikaete\kizu darake ni natte try for pride\soredemo ai wo utau\hizunda sekai todokazu negai\kizuki ageteku kizuna to ashita\haite sutete mo kekkyoku taisetsu nanda response:	harewatari michi ni hikari wa sashita
