context: OZ is a virtual world that can be enjoyed response:	by people from all over the world.
context: I shouldn't have come back.\Ojisan!\Natsuki!\Listen up, you all!\We must take care of the problem caused by one of our own!\Sempai.\Natsuki-sempai.\Don't come near me. response:	I'm not in the mood to talk right now.
context: Ojisan!\Natsuki!\Listen up, you all!\We must take care of the problem caused by one of our own!\Sempai.\Natsuki-sempai.\Don't come near me.\I'm not in the mood to talk right now. response:	These legs of mine just won't listen to me anymore.
context: Natsuki!\Listen up, you all!\We must take care of the problem caused by one of our own!\Sempai.\Natsuki-sempai.\Don't come near me.\I'm not in the mood to talk right now.\These legs of mine just won't listen to me anymore. response:	You shouldn't have exerted yourself so much.
context: Listen up, you all!\We must take care of the problem caused by one of our own!\Sempai.\Natsuki-sempai.\Don't come near me.\I'm not in the mood to talk right now.\These legs of mine just won't listen to me anymore.\You shouldn't have exerted yourself so much. response:	Thank you.
context: We must take care of the problem caused by one of our own!\Sempai.\Natsuki-sempai.\Don't come near me.\I'm not in the mood to talk right now.\These legs of mine just won't listen to me anymore.\You shouldn't have exerted yourself so much.\Thank you. response:	Then, I'll be going now.
context: Sempai.\Natsuki-sempai.\Don't come near me.\I'm not in the mood to talk right now.\These legs of mine just won't listen to me anymore.\You shouldn't have exerted yourself so much.\Thank you.\Then, I'll be going now. response:	Do you want to play a game of hanafuda?
context: Natsuki-sempai.\Don't come near me.\I'm not in the mood to talk right now.\These legs of mine just won't listen to me anymore.\You shouldn't have exerted yourself so much.\Thank you.\Then, I'll be going now.\Do you want to play a game of hanafuda? response:	The whole family used to play together,
context: Don't come near me.\I'm not in the mood to talk right now.\These legs of mine just won't listen to me anymore.\You shouldn't have exerted yourself so much.\Thank you.\Then, I'll be going now.\Do you want to play a game of hanafuda?\The whole family used to play together, response:	but these days it's hard to find someone willing to play against me.
context: I'm not in the mood to talk right now.\These legs of mine just won't listen to me anymore.\You shouldn't have exerted yourself so much.\Thank you.\Then, I'll be going now.\Do you want to play a game of hanafuda?\The whole family used to play together,\but these days it's hard to find someone willing to play against me. response:	You can go first.
context: These legs of mine just won't listen to me anymore.\You shouldn't have exerted yourself so much.\Thank you.\Then, I'll be going now.\Do you want to play a game of hanafuda?\The whole family used to play together,\but these days it's hard to find someone willing to play against me.\You can go first. response:	Yes, ma'am.
context: You shouldn't have exerted yourself so much.\Thank you.\Then, I'll be going now.\Do you want to play a game of hanafuda?\The whole family used to play together,\but these days it's hard to find someone willing to play against me.\You can go first.\Yes, ma'am. response:	I'm sorry you had to see that embarrassing spectacle.
context: Thank you.\Then, I'll be going now.\Do you want to play a game of hanafuda?\The whole family used to play together,\but these days it's hard to find someone willing to play against me.\You can go first.\Yes, ma'am.\I'm sorry you had to see that embarrassing spectacle. response:	It's nothing.
context: Then, I'll be going now.\Do you want to play a game of hanafuda?\The whole family used to play together,\but these days it's hard to find someone willing to play against me.\You can go first.\Yes, ma'am.\I'm sorry you had to see that embarrassing spectacle.\It's nothing. response:	Even Natsuki's foolishness.
context: Do you want to play a game of hanafuda?\The whole family used to play together,\but these days it's hard to find someone willing to play against me.\You can go first.\Yes, ma'am.\I'm sorry you had to see that embarrassing spectacle.\It's nothing.\Even Natsuki's foolishness. response:	Koi koi.
context: The whole family used to play together,\but these days it's hard to find someone willing to play against me.\You can go first.\Yes, ma'am.\I'm sorry you had to see that embarrassing spectacle.\It's nothing.\Even Natsuki's foolishness.\Koi koi. response:	- Not bad. - Thank you.
context: but these days it's hard to find someone willing to play against me.\You can go first.\Yes, ma'am.\I'm sorry you had to see that embarrassing spectacle.\It's nothing.\Even Natsuki's foolishness.\Koi koi.\- Not bad. - Thank you. response:	Now if I win this round...
context: You can go first.\Yes, ma'am.\I'm sorry you had to see that embarrassing spectacle.\It's nothing.\Even Natsuki's foolishness.\Koi koi.\- Not bad. - Thank you.\Now if I win this round... response:	You have to have something on the line to make it fun.
context: Yes, ma'am.\I'm sorry you had to see that embarrassing spectacle.\It's nothing.\Even Natsuki's foolishness.\Koi koi.\- Not bad. - Thank you.\Now if I win this round...\You have to have something on the line to make it fun. response:	There, koi koi.
context: I'm sorry you had to see that embarrassing spectacle.\It's nothing.\Even Natsuki's foolishness.\Koi koi.\- Not bad. - Thank you.\Now if I win this round...\You have to have something on the line to make it fun.\There, koi koi. response:	All right then... If I win,
context: It's nothing.\Even Natsuki's foolishness.\Koi koi.\- Not bad. - Thank you.\Now if I win this round...\You have to have something on the line to make it fun.\There, koi koi.\All right then... If I win, response:	I want you to take care of that girl.
context: Even Natsuki's foolishness.\Koi koi.\- Not bad. - Thank you.\Now if I win this round...\You have to have something on the line to make it fun.\There, koi koi.\All right then... If I win,\I want you to take care of that girl. response:	She's still too immature to be a good fiancee,
context: Koi koi.\- Not bad. - Thank you.\Now if I win this round...\You have to have something on the line to make it fun.\There, koi koi.\All right then... If I win,\I want you to take care of that girl.\She's still too immature to be a good fiancee, response:	but if you can look past those faults,
context: - Not bad. - Thank you.\Now if I win this round...\You have to have something on the line to make it fun.\There, koi koi.\All right then... If I win,\I want you to take care of that girl.\She's still too immature to be a good fiancee,\but if you can look past those faults, response:	I want to ask you one more time.
context: Now if I win this round...\You have to have something on the line to make it fun.\There, koi koi.\All right then... If I win,\I want you to take care of that girl.\She's still too immature to be a good fiancee,\but if you can look past those faults,\I want to ask you one more time. response:	Take care of Natsuki.
context: You have to have something on the line to make it fun.\There, koi koi.\All right then... If I win,\I want you to take care of that girl.\She's still too immature to be a good fiancee,\but if you can look past those faults,\I want to ask you one more time.\Take care of Natsuki. response:	I don't yet have that kind of faith in myself.
context: There, koi koi.\All right then... If I win,\I want you to take care of that girl.\She's still too immature to be a good fiancee,\but if you can look past those faults,\I want to ask you one more time.\Take care of Natsuki.\I don't yet have that kind of faith in myself. response:	You can do it.
context: All right then... If I win,\I want you to take care of that girl.\She's still too immature to be a good fiancee,\but if you can look past those faults,\I want to ask you one more time.\Take care of Natsuki.\I don't yet have that kind of faith in myself.\You can do it. response:	All I can offer is that I'll do my best.
context: I want you to take care of that girl.\She's still too immature to be a good fiancee,\but if you can look past those faults,\I want to ask you one more time.\Take care of Natsuki.\I don't yet have that kind of faith in myself.\You can do it.\All I can offer is that I'll do my best. response:	I win!
context: She's still too immature to be a good fiancee,\but if you can look past those faults,\I want to ask you one more time.\Take care of Natsuki.\I don't yet have that kind of faith in myself.\You can do it.\All I can offer is that I'll do my best.\I win! response:	- Oh no! Get over here! - I'm coming!
context: but if you can look past those faults,\I want to ask you one more time.\Take care of Natsuki.\I don't yet have that kind of faith in myself.\You can do it.\All I can offer is that I'll do my best.\I win!\- Oh no! Get over here! - I'm coming! response:	Quickly!
context: I want to ask you one more time.\Take care of Natsuki.\I don't yet have that kind of faith in myself.\You can do it.\All I can offer is that I'll do my best.\I win!\- Oh no! Get over here! - I'm coming!\Quickly! response:	Grandma!
context: Take care of Natsuki.\I don't yet have that kind of faith in myself.\You can do it.\All I can offer is that I'll do my best.\I win!\- Oh no! Get over here! - I'm coming!\Quickly!\Grandma! response:	Open your eyes!
context: I don't yet have that kind of faith in myself.\You can do it.\All I can offer is that I'll do my best.\I win!\- Oh no! Get over here! - I'm coming!\Quickly!\Grandma!\Open your eyes! response:	Grandma!
context: You can do it.\All I can offer is that I'll do my best.\I win!\- Oh no! Get over here! - I'm coming!\Quickly!\Grandma!\Open your eyes!\Grandma! response:	Wake up!
context: All I can offer is that I'll do my best.\I win!\- Oh no! Get over here! - I'm coming!\Quickly!\Grandma!\Open your eyes!\Grandma!\Wake up! response:	Grandma!
context: I win!\- Oh no! Get over here! - I'm coming!\Quickly!\Grandma!\Open your eyes!\Grandma!\Wake up!\Grandma! response:	Grandma, can you hear us?
context: - Oh no! Get over here! - I'm coming!\Quickly!\Grandma!\Open your eyes!\Grandma!\Wake up!\Grandma!\Grandma, can you hear us? response:	Grandma!
context: Quickly!\Grandma!\Open your eyes!\Grandma!\Wake up!\Grandma!\Grandma, can you hear us?\Grandma! response:	Please wake up!
context: Grandma!\Open your eyes!\Grandma!\Wake up!\Grandma!\Grandma, can you hear us?\Grandma!\Please wake up! response:	- Switch with me. - That's enough.
context: Open your eyes!\Grandma!\Wake up!\Grandma!\Grandma, can you hear us?\Grandma!\Please wake up!\- Switch with me. - That's enough. response:	No, Katsuhiko! Keep going!
context: Grandma!\Wake up!\Grandma!\Grandma, can you hear us?\Grandma!\Please wake up!\- Switch with me. - That's enough.\No, Katsuhiko! Keep going! response:	It's no use.
context: Wake up!\Grandma!\Grandma, can you hear us?\Grandma!\Please wake up!\- Switch with me. - That's enough.\No, Katsuhiko! Keep going!\It's no use. response:	Keep going!
context: Grandma!\Grandma, can you hear us?\Grandma!\Please wake up!\- Switch with me. - That's enough.\No, Katsuhiko! Keep going!\It's no use.\Keep going! response:	Everyone's here, right?
context: Grandma, can you hear us?\Grandma!\Please wake up!\- Switch with me. - That's enough.\No, Katsuhiko! Keep going!\It's no use.\Keep going!\Everyone's here, right? response:	5:21 am.
context: Grandma!\Please wake up!\- Switch with me. - That's enough.\No, Katsuhiko! Keep going!\It's no use.\Keep going!\Everyone's here, right?\5:21 am. response:	She was taking heart medicine.
context: Please wake up!\- Switch with me. - That's enough.\No, Katsuhiko! Keep going!\It's no use.\Keep going!\Everyone's here, right?\5:21 am.\She was taking heart medicine. response:	I used this to monitor the state of her body.
context: - Switch with me. - That's enough.\No, Katsuhiko! Keep going!\It's no use.\Keep going!\Everyone's here, right?\5:21 am.\She was taking heart medicine.\I used this to monitor the state of her body. response:	Her heartbeat, blood pressure, perspiration.
context: No, Katsuhiko! Keep going!\It's no use.\Keep going!\Everyone's here, right?\5:21 am.\She was taking heart medicine.\I used this to monitor the state of her body.\Her heartbeat, blood pressure, perspiration. response:	An alarm should have rung if anything went wrong,
context: It's no use.\Keep going!\Everyone's here, right?\5:21 am.\She was taking heart medicine.\I used this to monitor the state of her body.\Her heartbeat, blood pressure, perspiration.\An alarm should have rung if anything went wrong, response:	but I stopped receiving data last night.
context: Keep going!\Everyone's here, right?\5:21 am.\She was taking heart medicine.\I used this to monitor the state of her body.\Her heartbeat, blood pressure, perspiration.\An alarm should have rung if anything went wrong,\but I stopped receiving data last night. response:	The trouble in OZ?
context: Everyone's here, right?\5:21 am.\She was taking heart medicine.\I used this to monitor the state of her body.\Her heartbeat, blood pressure, perspiration.\An alarm should have rung if anything went wrong,\but I stopped receiving data last night.\The trouble in OZ? response:	I guess the system manager's ID was one of the stolen accounts.
context: 5:21 am.\She was taking heart medicine.\I used this to monitor the state of her body.\Her heartbeat, blood pressure, perspiration.\An alarm should have rung if anything went wrong,\but I stopped receiving data last night.\The trouble in OZ?\I guess the system manager's ID was one of the stolen accounts. response:	That means she'd have lived if not for that!
context: She was taking heart medicine.\I used this to monitor the state of her body.\Her heartbeat, blood pressure, perspiration.\An alarm should have rung if anything went wrong,\but I stopped receiving data last night.\The trouble in OZ?\I guess the system manager's ID was one of the stolen accounts.\That means she'd have lived if not for that! response:	No, I think it was just her time to go.
context: I used this to monitor the state of her body.\Her heartbeat, blood pressure, perspiration.\An alarm should have rung if anything went wrong,\but I stopped receiving data last night.\The trouble in OZ?\I guess the system manager's ID was one of the stolen accounts.\That means she'd have lived if not for that!\No, I think it was just her time to go. response:	What? Like hell it was!
context: Her heartbeat, blood pressure, perspiration.\An alarm should have rung if anything went wrong,\but I stopped receiving data last night.\The trouble in OZ?\I guess the system manager's ID was one of the stolen accounts.\That means she'd have lived if not for that!\No, I think it was just her time to go.\What? Like hell it was! response:	Where's Wabisuke?
context: An alarm should have rung if anything went wrong,\but I stopped receiving data last night.\The trouble in OZ?\I guess the system manager's ID was one of the stolen accounts.\That means she'd have lived if not for that!\No, I think it was just her time to go.\What? Like hell it was!\Where's Wabisuke? response:	I'll beat the living daylights out of him!
context: but I stopped receiving data last night.\The trouble in OZ?\I guess the system manager's ID was one of the stolen accounts.\That means she'd have lived if not for that!\No, I think it was just her time to go.\What? Like hell it was!\Where's Wabisuke?\I'll beat the living daylights out of him! response:	I think he took Shouta's car and left last night.
context: The trouble in OZ?\I guess the system manager's ID was one of the stolen accounts.\That means she'd have lived if not for that!\No, I think it was just her time to go.\What? Like hell it was!\Where's Wabisuke?\I'll beat the living daylights out of him!\I think he took Shouta's car and left last night. response:	Nobody knows how to contact him,
context: I guess the system manager's ID was one of the stolen accounts.\That means she'd have lived if not for that!\No, I think it was just her time to go.\What? Like hell it was!\Where's Wabisuke?\I'll beat the living daylights out of him!\I think he took Shouta's car and left last night.\Nobody knows how to contact him, response:	because he's been gone for ten years.
context: That means she'd have lived if not for that!\No, I think it was just her time to go.\What? Like hell it was!\Where's Wabisuke?\I'll beat the living daylights out of him!\I think he took Shouta's car and left last night.\Nobody knows how to contact him,\because he's been gone for ten years. response:	Damn it!
context: No, I think it was just her time to go.\What? Like hell it was!\Where's Wabisuke?\I'll beat the living daylights out of him!\I think he took Shouta's car and left last night.\Nobody knows how to contact him,\because he's been gone for ten years.\Damn it! response:	Excuse me.
context: What? Like hell it was!\Where's Wabisuke?\I'll beat the living daylights out of him!\I think he took Shouta's car and left last night.\Nobody knows how to contact him,\because he's been gone for ten years.\Damn it!\Excuse me. response:	Stop them.
context: Where's Wabisuke?\I'll beat the living daylights out of him!\I think he took Shouta's car and left last night.\Nobody knows how to contact him,\because he's been gone for ten years.\Damn it!\Excuse me.\Stop them. response:	The tears...
context: I'll beat the living daylights out of him!\I think he took Shouta's car and left last night.\Nobody knows how to contact him,\because he's been gone for ten years.\Damn it!\Excuse me.\Stop them.\The tears... response:	Hold me here.
context: I think he took Shouta's car and left last night.\Nobody knows how to contact him,\because he's been gone for ten years.\Damn it!\Excuse me.\Stop them.\The tears...\Hold me here. response:	Make them stop.
context: Nobody knows how to contact him,\because he's been gone for ten years.\Damn it!\Excuse me.\Stop them.\The tears...\Hold me here.\Make them stop. response:	Now for our next item. The number of people unable to access
context: because he's been gone for ten years.\Damn it!\Excuse me.\Stop them.\The tears...\Hold me here.\Make them stop.\Now for our next item. The number of people unable to access response:	their OZ accounts since yesterday's incident
context: Damn it!\Excuse me.\Stop them.\The tears...\Hold me here.\Make them stop.\Now for our next item. The number of people unable to access\their OZ accounts since yesterday's incident response:	has reached over 10 million worldwide.
context: Excuse me.\Stop them.\The tears...\Hold me here.\Make them stop.\Now for our next item. The number of people unable to access\their OZ accounts since yesterday's incident\has reached over 10 million worldwide. response:	Has anyone told Ryouhei?
context: Stop them.\The tears...\Hold me here.\Make them stop.\Now for our next item. The number of people unable to access\their OZ accounts since yesterday's incident\has reached over 10 million worldwide.\Has anyone told Ryouhei? response:	We decided to wait until after tomorrow's match.
context: The tears...\Hold me here.\Make them stop.\Now for our next item. The number of people unable to access\their OZ accounts since yesterday's incident\has reached over 10 million worldwide.\Has anyone told Ryouhei?\We decided to wait until after tomorrow's match. response:	Yeah.
context: Hold me here.\Make them stop.\Now for our next item. The number of people unable to access\their OZ accounts since yesterday's incident\has reached over 10 million worldwide.\Has anyone told Ryouhei?\We decided to wait until after tomorrow's match.\Yeah. response:	Today's going to be a busy day.
context: Make them stop.\Now for our next item. The number of people unable to access\their OZ accounts since yesterday's incident\has reached over 10 million worldwide.\Has anyone told Ryouhei?\We decided to wait until after tomorrow's match.\Yeah.\Today's going to be a busy day. response:	Noriko-chan, Yumi-chan, Nana-chan.
context: Now for our next item. The number of people unable to access\their OZ accounts since yesterday's incident\has reached over 10 million worldwide.\Has anyone told Ryouhei?\We decided to wait until after tomorrow's match.\Yeah.\Today's going to be a busy day.\Noriko-chan, Yumi-chan, Nana-chan. response:	I'll leave the cooking to you.
context: their OZ accounts since yesterday's incident\has reached over 10 million worldwide.\Has anyone told Ryouhei?\We decided to wait until after tomorrow's match.\Yeah.\Today's going to be a busy day.\Noriko-chan, Yumi-chan, Nana-chan.\I'll leave the cooking to you. response:	I hope there'll be enough sake.
context: has reached over 10 million worldwide.\Has anyone told Ryouhei?\We decided to wait until after tomorrow's match.\Yeah.\Today's going to be a busy day.\Noriko-chan, Yumi-chan, Nana-chan.\I'll leave the cooking to you.\I hope there'll be enough sake. response:	Mansaku, I want you to visit the temple,
context: Has anyone told Ryouhei?\We decided to wait until after tomorrow's match.\Yeah.\Today's going to be a busy day.\Noriko-chan, Yumi-chan, Nana-chan.\I'll leave the cooking to you.\I hope there'll be enough sake.\Mansaku, I want you to visit the temple, response:	and Yorihiko, I want you and your brothers to tell the neighbors and guests,
context: We decided to wait until after tomorrow's match.\Yeah.\Today's going to be a busy day.\Noriko-chan, Yumi-chan, Nana-chan.\I'll leave the cooking to you.\I hope there'll be enough sake.\Mansaku, I want you to visit the temple,\and Yorihiko, I want you and your brothers to tell the neighbors and guests, response:	and find some people willing to help out.
context: Yeah.\Today's going to be a busy day.\Noriko-chan, Yumi-chan, Nana-chan.\I'll leave the cooking to you.\I hope there'll be enough sake.\Mansaku, I want you to visit the temple,\and Yorihiko, I want you and your brothers to tell the neighbors and guests,\and find some people willing to help out. response:	Everyone understand?
context: Today's going to be a busy day.\Noriko-chan, Yumi-chan, Nana-chan.\I'll leave the cooking to you.\I hope there'll be enough sake.\Mansaku, I want you to visit the temple,\and Yorihiko, I want you and your brothers to tell the neighbors and guests,\and find some people willing to help out.\Everyone understand? response:	Ain't we got more important things to do?
context: Noriko-chan, Yumi-chan, Nana-chan.\I'll leave the cooking to you.\I hope there'll be enough sake.\Mansaku, I want you to visit the temple,\and Yorihiko, I want you and your brothers to tell the neighbors and guests,\and find some people willing to help out.\Everyone understand?\Ain't we got more important things to do? response:	That's right, mother! The birthday dumplings!
context: I'll leave the cooking to you.\I hope there'll be enough sake.\Mansaku, I want you to visit the temple,\and Yorihiko, I want you and your brothers to tell the neighbors and guests,\and find some people willing to help out.\Everyone understand?\Ain't we got more important things to do?\That's right, mother! The birthday dumplings! response:	We've got to change the order to funeral dumplings.
context: I hope there'll be enough sake.\Mansaku, I want you to visit the temple,\and Yorihiko, I want you and your brothers to tell the neighbors and guests,\and find some people willing to help out.\Everyone understand?\Ain't we got more important things to do?\That's right, mother! The birthday dumplings!\We've got to change the order to funeral dumplings. response:	To hell with the dumplings!
context: Mansaku, I want you to visit the temple,\and Yorihiko, I want you and your brothers to tell the neighbors and guests,\and find some people willing to help out.\Everyone understand?\Ain't we got more important things to do?\That's right, mother! The birthday dumplings!\We've got to change the order to funeral dumplings.\To hell with the dumplings! response:	We've got to strike back!
context: and Yorihiko, I want you and your brothers to tell the neighbors and guests,\and find some people willing to help out.\Everyone understand?\Ain't we got more important things to do?\That's right, mother! The birthday dumplings!\We've got to change the order to funeral dumplings.\To hell with the dumplings!\We've got to strike back! response:	We have to bash that machine to bits! Right?
context: and find some people willing to help out.\Everyone understand?\Ain't we got more important things to do?\That's right, mother! The birthday dumplings!\We've got to change the order to funeral dumplings.\To hell with the dumplings!\We've got to strike back!\We have to bash that machine to bits! Right? response:	Honestly, that's enough.
context: Everyone understand?\Ain't we got more important things to do?\That's right, mother! The birthday dumplings!\We've got to change the order to funeral dumplings.\To hell with the dumplings!\We've got to strike back!\We have to bash that machine to bits! Right?\Honestly, that's enough. response:	What?
context: Ain't we got more important things to do?\That's right, mother! The birthday dumplings!\We've got to change the order to funeral dumplings.\To hell with the dumplings!\We've got to strike back!\We have to bash that machine to bits! Right?\Honestly, that's enough.\What? response:	You're no help at all, little brother.
context: That's right, mother! The birthday dumplings!\We've got to change the order to funeral dumplings.\To hell with the dumplings!\We've got to strike back!\We have to bash that machine to bits! Right?\Honestly, that's enough.\What?\You're no help at all, little brother. response:	What does age have to do with anything?
context: We've got to change the order to funeral dumplings.\To hell with the dumplings!\We've got to strike back!\We have to bash that machine to bits! Right?\Honestly, that's enough.\What?\You're no help at all, little brother.\What does age have to do with anything? response:	We of the Jinnouchi have to raise our battle standards and fight!
context: To hell with the dumplings!\We've got to strike back!\We have to bash that machine to bits! Right?\Honestly, that's enough.\What?\You're no help at all, little brother.\What does age have to do with anything?\We of the Jinnouchi have to raise our battle standards and fight! response:	What's gotten into you, dad?
context: We've got to strike back!\We have to bash that machine to bits! Right?\Honestly, that's enough.\What?\You're no help at all, little brother.\What does age have to do with anything?\We of the Jinnouchi have to raise our battle standards and fight!\What's gotten into you, dad? response:	We have to hold Grandma's funeral first.
context: We have to bash that machine to bits! Right?\Honestly, that's enough.\What?\You're no help at all, little brother.\What does age have to do with anything?\We of the Jinnouchi have to raise our battle standards and fight!\What's gotten into you, dad?\We have to hold Grandma's funeral first. response:	That's not as important!
context: Honestly, that's enough.\What?\You're no help at all, little brother.\What does age have to do with anything?\We of the Jinnouchi have to raise our battle standards and fight!\What's gotten into you, dad?\We have to hold Grandma's funeral first.\That's not as important! response:	Wouldn't she want us to fight and avenge her honor?!
context: What?\You're no help at all, little brother.\What does age have to do with anything?\We of the Jinnouchi have to raise our battle standards and fight!\What's gotten into you, dad?\We have to hold Grandma's funeral first.\That's not as important!\Wouldn't she want us to fight and avenge her honor?! response:	Umm.
context: You're no help at all, little brother.\What does age have to do with anything?\We of the Jinnouchi have to raise our battle standards and fight!\What's gotten into you, dad?\We have to hold Grandma's funeral first.\That's not as important!\Wouldn't she want us to fight and avenge her honor?!\Umm. response:	I agree.
context: What does age have to do with anything?\We of the Jinnouchi have to raise our battle standards and fight!\What's gotten into you, dad?\We have to hold Grandma's funeral first.\That's not as important!\Wouldn't she want us to fight and avenge her honor?!\Umm.\I agree. response:	Up till now, we never realized that what happened in OZ
context: We of the Jinnouchi have to raise our battle standards and fight!\What's gotten into you, dad?\We have to hold Grandma's funeral first.\That's not as important!\Wouldn't she want us to fight and avenge her honor?!\Umm.\I agree.\Up till now, we never realized that what happened in OZ response:	could endanger the lives of real people.
context: What's gotten into you, dad?\We have to hold Grandma's funeral first.\That's not as important!\Wouldn't she want us to fight and avenge her honor?!\Umm.\I agree.\Up till now, we never realized that what happened in OZ\could endanger the lives of real people. response:	He's dangerous.
context: We have to hold Grandma's funeral first.\That's not as important!\Wouldn't she want us to fight and avenge her honor?!\Umm.\I agree.\Up till now, we never realized that what happened in OZ\could endanger the lives of real people.\He's dangerous. response:	Something like what happened here could happen anywhere else.
context: That's not as important!\Wouldn't she want us to fight and avenge her honor?!\Umm.\I agree.\Up till now, we never realized that what happened in OZ\could endanger the lives of real people.\He's dangerous.\Something like what happened here could happen anywhere else. response:	So we, at least, have to stop him.
context: Wouldn't she want us to fight and avenge her honor?!\Umm.\I agree.\Up till now, we never realized that what happened in OZ\could endanger the lives of real people.\He's dangerous.\Something like what happened here could happen anywhere else.\So we, at least, have to stop him. response:	What're you talking about?
context: Umm.\I agree.\Up till now, we never realized that what happened in OZ\could endanger the lives of real people.\He's dangerous.\Something like what happened here could happen anywhere else.\So we, at least, have to stop him.\What're you talking about? response:	That is, we have to stop any more people from getting...
context: I agree.\Up till now, we never realized that what happened in OZ\could endanger the lives of real people.\He's dangerous.\Something like what happened here could happen anywhere else.\So we, at least, have to stop him.\What're you talking about?\That is, we have to stop any more people from getting... response:	Who're you to be sticking your nose into our family matters, huh?
context: Up till now, we never realized that what happened in OZ\could endanger the lives of real people.\He's dangerous.\Something like what happened here could happen anywhere else.\So we, at least, have to stop him.\What're you talking about?\That is, we have to stop any more people from getting...\Who're you to be sticking your nose into our family matters, huh? response:	But...
context: could endanger the lives of real people.\He's dangerous.\Something like what happened here could happen anywhere else.\So we, at least, have to stop him.\What're you talking about?\That is, we have to stop any more people from getting...\Who're you to be sticking your nose into our family matters, huh?\But... response:	How can we worry about other people on a day like this?
context: He's dangerous.\Something like what happened here could happen anywhere else.\So we, at least, have to stop him.\What're you talking about?\That is, we have to stop any more people from getting...\Who're you to be sticking your nose into our family matters, huh?\But...\How can we worry about other people on a day like this? response:	But...
context: Something like what happened here could happen anywhere else.\So we, at least, have to stop him.\What're you talking about?\That is, we have to stop any more people from getting...\Who're you to be sticking your nose into our family matters, huh?\But...\How can we worry about other people on a day like this?\But... response:	Well then, everyone!
context: So we, at least, have to stop him.\What're you talking about?\That is, we have to stop any more people from getting...\Who're you to be sticking your nose into our family matters, huh?\But...\How can we worry about other people on a day like this?\But...\Well then, everyone! response:	I'm ashamed of the lot of you.
context: What're you talking about?\That is, we have to stop any more people from getting...\Who're you to be sticking your nose into our family matters, huh?\But...\How can we worry about other people on a day like this?\But...\Well then, everyone!\I'm ashamed of the lot of you. response:	How can you say you're Jinnouchi men?
context: That is, we have to stop any more people from getting...\Who're you to be sticking your nose into our family matters, huh?\But...\How can we worry about other people on a day like this?\But...\Well then, everyone!\I'm ashamed of the lot of you.\How can you say you're Jinnouchi men? response:	I understand how you feel, father, but it's about time you acted your age.
context: Who're you to be sticking your nose into our family matters, huh?\But...\How can we worry about other people on a day like this?\But...\Well then, everyone!\I'm ashamed of the lot of you.\How can you say you're Jinnouchi men?\I understand how you feel, father, but it's about time you acted your age. response:	I didn't ask for your opinion.
context: But...\How can we worry about other people on a day like this?\But...\Well then, everyone!\I'm ashamed of the lot of you.\How can you say you're Jinnouchi men?\I understand how you feel, father, but it's about time you acted your age.\I didn't ask for your opinion. response:	I'm sorry. I shouldn't have spoken out of turn...
context: How can we worry about other people on a day like this?\But...\Well then, everyone!\I'm ashamed of the lot of you.\How can you say you're Jinnouchi men?\I understand how you feel, father, but it's about time you acted your age.\I didn't ask for your opinion.\I'm sorry. I shouldn't have spoken out of turn... response:	No, you were right.
context: But...\Well then, everyone!\I'm ashamed of the lot of you.\How can you say you're Jinnouchi men?\I understand how you feel, father, but it's about time you acted your age.\I didn't ask for your opinion.\I'm sorry. I shouldn't have spoken out of turn...\No, you were right. response:	You have to protect others to protect yourself.
context: Well then, everyone!\I'm ashamed of the lot of you.\How can you say you're Jinnouchi men?\I understand how you feel, father, but it's about time you acted your age.\I didn't ask for your opinion.\I'm sorry. I shouldn't have spoken out of turn...\No, you were right.\You have to protect others to protect yourself. response:	Is that the JSDF motto?
context: I'm ashamed of the lot of you.\How can you say you're Jinnouchi men?\I understand how you feel, father, but it's about time you acted your age.\I didn't ask for your opinion.\I'm sorry. I shouldn't have spoken out of turn...\No, you were right.\You have to protect others to protect yourself.\Is that the JSDF motto? response:	No... it's a line from The Seven Samurai.
context: How can you say you're Jinnouchi men?\I understand how you feel, father, but it's about time you acted your age.\I didn't ask for your opinion.\I'm sorry. I shouldn't have spoken out of turn...\No, you were right.\You have to protect others to protect yourself.\Is that the JSDF motto?\No... it's a line from The Seven Samurai. response:	Tasuke-ojisan.
context: I understand how you feel, father, but it's about time you acted your age.\I didn't ask for your opinion.\I'm sorry. I shouldn't have spoken out of turn...\No, you were right.\You have to protect others to protect yourself.\Is that the JSDF motto?\No... it's a line from The Seven Samurai.\Tasuke-ojisan. response:	Hmm?
context: I didn't ask for your opinion.\I'm sorry. I shouldn't have spoken out of turn...\No, you were right.\You have to protect others to protect yourself.\Is that the JSDF motto?\No... it's a line from The Seven Samurai.\Tasuke-ojisan.\Hmm? response:	Do you stock computers at your store?
context: I'm sorry. I shouldn't have spoken out of turn...\No, you were right.\You have to protect others to protect yourself.\Is that the JSDF motto?\No... it's a line from The Seven Samurai.\Tasuke-ojisan.\Hmm?\Do you stock computers at your store? response:	Of course.
context: No, you were right.\You have to protect others to protect yourself.\Is that the JSDF motto?\No... it's a line from The Seven Samurai.\Tasuke-ojisan.\Hmm?\Do you stock computers at your store?\Of course. response:	Do you have any better than this?
context: You have to protect others to protect yourself.\Is that the JSDF motto?\No... it's a line from The Seven Samurai.\Tasuke-ojisan.\Hmm?\Do you stock computers at your store?\Of course.\Do you have any better than this? response:	Of course we do.
context: Is that the JSDF motto?\No... it's a line from The Seven Samurai.\Tasuke-ojisan.\Hmm?\Do you stock computers at your store?\Of course.\Do you have any better than this?\Of course we do. response:	Kazuma-kun.
