context: July 15th (Thurs) 8:30 PM response:	This isn't good... This isn't good at all!
context: Is this warning what he experienced?\I thought I'd just casually look into this child,\but now this has definitely caught my interest.\You mustn't read any further.\You mustn't read any further?\Who in the world could this warning be for?\An old guy walked by with his fly down.\He sneezed and said, Damn it. response:	Some women laughed at him.
context: I thought I'd just casually look into this child,\but now this has definitely caught my interest.\You mustn't read any further.\You mustn't read any further?\Who in the world could this warning be for?\An old guy walked by with his fly down.\He sneezed and said, Damn it.\Some women laughed at him. response:	Wh-What is this?
context: but now this has definitely caught my interest.\You mustn't read any further.\You mustn't read any further?\Who in the world could this warning be for?\An old guy walked by with his fly down.\He sneezed and said, Damn it.\Some women laughed at him.\Wh-What is this? response:	This is getting even more confusing.
context: You mustn't read any further.\You mustn't read any further?\Who in the world could this warning be for?\An old guy walked by with his fly down.\He sneezed and said, Damn it.\Some women laughed at him.\Wh-What is this?\This is getting even more confusing. response:	What does it mean?
context: You mustn't read any further?\Who in the world could this warning be for?\An old guy walked by with his fly down.\He sneezed and said, Damn it.\Some women laughed at him.\Wh-What is this?\This is getting even more confusing.\What does it mean? response:	Damn it.
context: Who in the world could this warning be for?\An old guy walked by with his fly down.\He sneezed and said, Damn it.\Some women laughed at him.\Wh-What is this?\This is getting even more confusing.\What does it mean?\Damn it. response:	J-Just who is this boy?
context: An old guy walked by with his fly down.\He sneezed and said, Damn it.\Some women laughed at him.\Wh-What is this?\This is getting even more confusing.\What does it mean?\Damn it.\J-Just who is this boy? response:	It rained.
context: He sneezed and said, Damn it.\Some women laughed at him.\Wh-What is this?\This is getting even more confusing.\What does it mean?\Damn it.\J-Just who is this boy?\It rained. response:	Ugh, the forecast didn't say it was going to rain!
context: Some women laughed at him.\Wh-What is this?\This is getting even more confusing.\What does it mean?\Damn it.\J-Just who is this boy?\It rained.\Ugh, the forecast didn't say it was going to rain! response:	At 8:27 AM, lightning struck above the Pepsi sign.
context: Wh-What is this?\This is getting even more confusing.\What does it mean?\Damn it.\J-Just who is this boy?\It rained.\Ugh, the forecast didn't say it was going to rain!\At 8:27 AM, lightning struck above the Pepsi sign. response:	8:27...
context: This is getting even more confusing.\What does it mean?\Damn it.\J-Just who is this boy?\It rained.\Ugh, the forecast didn't say it was going to rain!\At 8:27 AM, lightning struck above the Pepsi sign.\8:27... response:	Wh-Who in the world is this Hayato Kawajiri?
context: What does it mean?\Damn it.\J-Just who is this boy?\It rained.\Ugh, the forecast didn't say it was going to rain!\At 8:27 AM, lightning struck above the Pepsi sign.\8:27...\Wh-Who in the world is this Hayato Kawajiri? response:	Why is he experiencing things in the future?
context: Damn it.\J-Just who is this boy?\It rained.\Ugh, the forecast didn't say it was going to rain!\At 8:27 AM, lightning struck above the Pepsi sign.\8:27...\Wh-Who in the world is this Hayato Kawajiri?\Why is he experiencing things in the future? response:	Could he be a Stand user?
context: J-Just who is this boy?\It rained.\Ugh, the forecast didn't say it was going to rain!\At 8:27 AM, lightning struck above the Pepsi sign.\8:27...\Wh-Who in the world is this Hayato Kawajiri?\Why is he experiencing things in the future?\Could he be a Stand user? response:	No... This is too odd to be a Stand ability.
context: It rained.\Ugh, the forecast didn't say it was going to rain!\At 8:27 AM, lightning struck above the Pepsi sign.\8:27...\Wh-Who in the world is this Hayato Kawajiri?\Why is he experiencing things in the future?\Could he be a Stand user?\No... This is too odd to be a Stand ability. response:	All I can read with Heaven's Door
context: Ugh, the forecast didn't say it was going to rain!\At 8:27 AM, lightning struck above the Pepsi sign.\8:27...\Wh-Who in the world is this Hayato Kawajiri?\Why is he experiencing things in the future?\Could he be a Stand user?\No... This is too odd to be a Stand ability.\All I can read with Heaven's Door response:	is what he has personally seen or heard.
context: At 8:27 AM, lightning struck above the Pepsi sign.\8:27...\Wh-Who in the world is this Hayato Kawajiri?\Why is he experiencing things in the future?\Could he be a Stand user?\No... This is too odd to be a Stand ability.\All I can read with Heaven's Door\is what he has personally seen or heard. response:	The answer to this should be written somewhere...
context: 8:27...\Wh-Who in the world is this Hayato Kawajiri?\Why is he experiencing things in the future?\Could he be a Stand user?\No... This is too odd to be a Stand ability.\All I can read with Heaven's Door\is what he has personally seen or heard.\The answer to this should be written somewhere... response:	My dad isn't my dad
context: Wh-Who in the world is this Hayato Kawajiri?\Why is he experiencing things in the future?\Could he be a Stand user?\No... This is too odd to be a Stand ability.\All I can read with Heaven's Door\is what he has personally seen or heard.\The answer to this should be written somewhere...\My dad isn't my dad response:	He made a man and a woman disappear at an apartment in Jozenji by making them explode.
context: Why is he experiencing things in the future?\Could he be a Stand user?\No... This is too odd to be a Stand ability.\All I can read with Heaven's Door\is what he has personally seen or heard.\The answer to this should be written somewhere...\My dad isn't my dad\He made a man and a woman disappear at an apartment in Jozenji by making them explode. response:	He's a murderer. I found out who he was. He has inhuman abilities.
context: Could he be a Stand user?\No... This is too odd to be a Stand ability.\All I can read with Heaven's Door\is what he has personally seen or heard.\The answer to this should be written somewhere...\My dad isn't my dad\He made a man and a woman disappear at an apartment in Jozenji by making them explode.\He's a murderer. I found out who he was. He has inhuman abilities. response:	My dad's name is Yoshikage Kira
context: No... This is too odd to be a Stand ability.\All I can read with Heaven's Door\is what he has personally seen or heard.\The answer to this should be written somewhere...\My dad isn't my dad\He made a man and a woman disappear at an apartment in Jozenji by making them explode.\He's a murderer. I found out who he was. He has inhuman abilities.\My dad's name is Yoshikage Kira response:	Yoshikage Kira
context: All I can read with Heaven's Door\is what he has personally seen or heard.\The answer to this should be written somewhere...\My dad isn't my dad\He made a man and a woman disappear at an apartment in Jozenji by making them explode.\He's a murderer. I found out who he was. He has inhuman abilities.\My dad's name is Yoshikage Kira\Yoshikage Kira response:	Kira...
context: is what he has personally seen or heard.\The answer to this should be written somewhere...\My dad isn't my dad\He made a man and a woman disappear at an apartment in Jozenji by making them explode.\He's a murderer. I found out who he was. He has inhuman abilities.\My dad's name is Yoshikage Kira\Yoshikage Kira\Kira... response:	I-I did it!
context: The answer to this should be written somewhere...\My dad isn't my dad\He made a man and a woman disappear at an apartment in Jozenji by making them explode.\He's a murderer. I found out who he was. He has inhuman abilities.\My dad's name is Yoshikage Kira\Yoshikage Kira\Kira...\I-I did it! response:	This kid was the jackpot!
context: My dad isn't my dad\He made a man and a woman disappear at an apartment in Jozenji by making them explode.\He's a murderer. I found out who he was. He has inhuman abilities.\My dad's name is Yoshikage Kira\Yoshikage Kira\Kira...\I-I did it!\This kid was the jackpot! response:	I finally found him!
context: He made a man and a woman disappear at an apartment in Jozenji by making them explode.\He's a murderer. I found out who he was. He has inhuman abilities.\My dad's name is Yoshikage Kira\Yoshikage Kira\Kira...\I-I did it!\This kid was the jackpot!\I finally found him! response:	Yoshikage Kira is Kosaku Kawajiri!
context: He's a murderer. I found out who he was. He has inhuman abilities.\My dad's name is Yoshikage Kira\Yoshikage Kira\Kira...\I-I did it!\This kid was the jackpot!\I finally found him!\Yoshikage Kira is Kosaku Kawajiri! response:	He's disguised himself as this kid's father!
context: My dad's name is Yoshikage Kira\Yoshikage Kira\Kira...\I-I did it!\This kid was the jackpot!\I finally found him!\Yoshikage Kira is Kosaku Kawajiri!\He's disguised himself as this kid's father! response:	Ro
context: Yoshikage Kira\Kira...\I-I did it!\This kid was the jackpot!\I finally found him!\Yoshikage Kira is Kosaku Kawajiri!\He's disguised himself as this kid's father!\Ro response:	ha
context: Kira...\I-I did it!\This kid was the jackpot!\I finally found him!\Yoshikage Kira is Kosaku Kawajiri!\He's disguised himself as this kid's father!\Ro\ha response:	Kishi
context: I-I did it!\This kid was the jackpot!\I finally found him!\Yoshikage Kira is Kosaku Kawajiri!\He's disguised himself as this kid's father!\Ro\ha\Kishi response:	be
context: This kid was the jackpot!\I finally found him!\Yoshikage Kira is Kosaku Kawajiri!\He's disguised himself as this kid's father!\Ro\ha\Kishi\be response:	was
context: I finally found him!\Yoshikage Kira is Kosaku Kawajiri!\He's disguised himself as this kid's father!\Ro\ha\Kishi\be\was response:	also
context: Yoshikage Kira is Kosaku Kawajiri!\He's disguised himself as this kid's father!\Ro\ha\Kishi\be\was\also response:	ki
context: He's disguised himself as this kid's father!\Ro\ha\Kishi\be\was\also\ki response:	ll
context: Ro\ha\Kishi\be\was\also\ki\ll response:	ed
context: ha\Kishi\be\was\also\ki\ll\ed response:	Rohan Kishibe was also killed?
context: Kishi\be\was\also\ki\ll\ed\Rohan Kishibe was also killed? response:	He was killed by Kira,
context: be\was\also\ki\ll\ed\Rohan Kishibe was also killed?\He was killed by Kira, response:	He was killed by Kira, who had matured.
context: was\also\ki\ll\ed\Rohan Kishibe was also killed?\He was killed by Kira,\He was killed by Kira, who had matured. response:	who had matured...
context: also\ki\ll\ed\Rohan Kishibe was also killed?\He was killed by Kira,\He was killed by Kira, who had matured.\who had matured... response:	Deadly Queen's third bomb, Bites the Dust.
context: ki\ll\ed\Rohan Kishibe was also killed?\He was killed by Kira,\He was killed by Kira, who had matured.\who had matured...\Deadly Queen's third bomb, Bites the Dust. response:	Heaven's Door!
context: ll\ed\Rohan Kishibe was also killed?\He was killed by Kira,\He was killed by Kira, who had matured.\who had matured...\Deadly Queen's third bomb, Bites the Dust.\Heaven's Door! response:	Rohan Kishibe, Deadly Queen is already inside your eye!
context: ed\Rohan Kishibe was also killed?\He was killed by Kira,\He was killed by Kira, who had matured.\who had matured...\Deadly Queen's third bomb, Bites the Dust.\Heaven's Door!\Rohan Kishibe, Deadly Queen is already inside your eye! response:	That is what you are seeing!
context: Rohan Kishibe was also killed?\He was killed by Kira,\He was killed by Kira, who had matured.\who had matured...\Deadly Queen's third bomb, Bites the Dust.\Heaven's Door!\Rohan Kishibe, Deadly Queen is already inside your eye!\That is what you are seeing! response:	The switch for Deadly Queen's third bomb
context: He was killed by Kira,\He was killed by Kira, who had matured.\who had matured...\Deadly Queen's third bomb, Bites the Dust.\Heaven's Door!\Rohan Kishibe, Deadly Queen is already inside your eye!\That is what you are seeing!\The switch for Deadly Queen's third bomb response:	has already been activated!
context: He was killed by Kira, who had matured.\who had matured...\Deadly Queen's third bomb, Bites the Dust.\Heaven's Door!\Rohan Kishibe, Deadly Queen is already inside your eye!\That is what you are seeing!\The switch for Deadly Queen's third bomb\has already been activated! response:	Deadly Queen's third ability...
context: who had matured...\Deadly Queen's third bomb, Bites the Dust.\Heaven's Door!\Rohan Kishibe, Deadly Queen is already inside your eye!\That is what you are seeing!\The switch for Deadly Queen's third bomb\has already been activated!\Deadly Queen's third ability... response:	It is a bomb to blow away anyone who tries to come after me!
context: Deadly Queen's third bomb, Bites the Dust.\Heaven's Door!\Rohan Kishibe, Deadly Queen is already inside your eye!\That is what you are seeing!\The switch for Deadly Queen's third bomb\has already been activated!\Deadly Queen's third ability...\It is a bomb to blow away anyone who tries to come after me! response:	It will activate in anyone who tries to get close to Hayato in order to learn about me.
context: Heaven's Door!\Rohan Kishibe, Deadly Queen is already inside your eye!\That is what you are seeing!\The switch for Deadly Queen's third bomb\has already been activated!\Deadly Queen's third ability...\It is a bomb to blow away anyone who tries to come after me!\It will activate in anyone who tries to get close to Hayato in order to learn about me. response:	He was killed by Kira, who had matured.
context: Rohan Kishibe, Deadly Queen is already inside your eye!\That is what you are seeing!\The switch for Deadly Queen's third bomb\has already been activated!\Deadly Queen's third ability...\It is a bomb to blow away anyone who tries to come after me!\It will activate in anyone who tries to get close to Hayato in order to learn about me.\He was killed by Kira, who had matured. response:	Rohan Kishibe was also killed.
context: That is what you are seeing!\The switch for Deadly Queen's third bomb\has already been activated!\Deadly Queen's third ability...\It is a bomb to blow away anyone who tries to come after me!\It will activate in anyone who tries to get close to Hayato in order to learn about me.\He was killed by Kira, who had matured.\Rohan Kishibe was also killed. response:	It'll also activate if Hayato happens to verbally reveal my identity,
context: The switch for Deadly Queen's third bomb\has already been activated!\Deadly Queen's third ability...\It is a bomb to blow away anyone who tries to come after me!\It will activate in anyone who tries to get close to Hayato in order to learn about me.\He was killed by Kira, who had matured.\Rohan Kishibe was also killed.\It'll also activate if Hayato happens to verbally reveal my identity, response:	and if he writes it down, it'll activate immediately.
context: has already been activated!\Deadly Queen's third ability...\It is a bomb to blow away anyone who tries to come after me!\It will activate in anyone who tries to get close to Hayato in order to learn about me.\He was killed by Kira, who had matured.\Rohan Kishibe was also killed.\It'll also activate if Hayato happens to verbally reveal my identity,\and if he writes it down, it'll activate immediately. response:	Which means it's a bomb I implanted in Hayato!
context: Deadly Queen's third ability...\It is a bomb to blow away anyone who tries to come after me!\It will activate in anyone who tries to get close to Hayato in order to learn about me.\He was killed by Kira, who had matured.\Rohan Kishibe was also killed.\It'll also activate if Hayato happens to verbally reveal my identity,\and if he writes it down, it'll activate immediately.\Which means it's a bomb I implanted in Hayato! response:	C-Come to think of it,
context: It is a bomb to blow away anyone who tries to come after me!\It will activate in anyone who tries to get close to Hayato in order to learn about me.\He was killed by Kira, who had matured.\Rohan Kishibe was also killed.\It'll also activate if Hayato happens to verbally reveal my identity,\and if he writes it down, it'll activate immediately.\Which means it's a bomb I implanted in Hayato!\C-Come to think of it, response:	I was supposed to meet Koichi and the others here at 8:30...
context: It will activate in anyone who tries to get close to Hayato in order to learn about me.\He was killed by Kira, who had matured.\Rohan Kishibe was also killed.\It'll also activate if Hayato happens to verbally reveal my identity,\and if he writes it down, it'll activate immediately.\Which means it's a bomb I implanted in Hayato!\C-Come to think of it,\I was supposed to meet Koichi and the others here at 8:30... response:	I finally... found out Yoshikage Kira's identity...
context: He was killed by Kira, who had matured.\Rohan Kishibe was also killed.\It'll also activate if Hayato happens to verbally reveal my identity,\and if he writes it down, it'll activate immediately.\Which means it's a bomb I implanted in Hayato!\C-Come to think of it,\I was supposed to meet Koichi and the others here at 8:30...\I finally... found out Yoshikage Kira's identity... response:	Koichi is coming. I have to tell him...
context: Rohan Kishibe was also killed.\It'll also activate if Hayato happens to verbally reveal my identity,\and if he writes it down, it'll activate immediately.\Which means it's a bomb I implanted in Hayato!\C-Come to think of it,\I was supposed to meet Koichi and the others here at 8:30...\I finally... found out Yoshikage Kira's identity...\Koichi is coming. I have to tell him... response:	Yoshikage Kira is Kosaku Kawajiri.
context: It'll also activate if Hayato happens to verbally reveal my identity,\and if he writes it down, it'll activate immediately.\Which means it's a bomb I implanted in Hayato!\C-Come to think of it,\I was supposed to meet Koichi and the others here at 8:30...\I finally... found out Yoshikage Kira's identity...\Koichi is coming. I have to tell him...\Yoshikage Kira is Kosaku Kawajiri. response:	I found him with my Heaven's Door.
context: and if he writes it down, it'll activate immediately.\Which means it's a bomb I implanted in Hayato!\C-Come to think of it,\I was supposed to meet Koichi and the others here at 8:30...\I finally... found out Yoshikage Kira's identity...\Koichi is coming. I have to tell him...\Yoshikage Kira is Kosaku Kawajiri.\I found him with my Heaven's Door. response:	I have to tell...
context: Which means it's a bomb I implanted in Hayato!\C-Come to think of it,\I was supposed to meet Koichi and the others here at 8:30...\I finally... found out Yoshikage Kira's identity...\Koichi is coming. I have to tell him...\Yoshikage Kira is Kosaku Kawajiri.\I found him with my Heaven's Door.\I have to tell... response:	Koichi...
context: C-Come to think of it,\I was supposed to meet Koichi and the others here at 8:30...\I finally... found out Yoshikage Kira's identity...\Koichi is coming. I have to tell him...\Yoshikage Kira is Kosaku Kawajiri.\I found him with my Heaven's Door.\I have to tell...\Koichi... response:	And now,
context: I was supposed to meet Koichi and the others here at 8:30...\I finally... found out Yoshikage Kira's identity...\Koichi is coming. I have to tell him...\Yoshikage Kira is Kosaku Kawajiri.\I found him with my Heaven's Door.\I have to tell...\Koichi...\And now, response:	this is the real third ability of Deadly Queen!
context: I finally... found out Yoshikage Kira's identity...\Koichi is coming. I have to tell him...\Yoshikage Kira is Kosaku Kawajiri.\I found him with my Heaven's Door.\I have to tell...\Koichi...\And now,\this is the real third ability of Deadly Queen! response:	K-Koichi!
context: Koichi is coming. I have to tell him...\Yoshikage Kira is Kosaku Kawajiri.\I found him with my Heaven's Door.\I have to tell...\Koichi...\And now,\this is the real third ability of Deadly Queen!\K-Koichi! response:	I-It was a dream?
context: Yoshikage Kira is Kosaku Kawajiri.\I found him with my Heaven's Door.\I have to tell...\Koichi...\And now,\this is the real third ability of Deadly Queen!\K-Koichi!\I-It was a dream? response:	I couldn't sleep very well last night.
context: I found him with my Heaven's Door.\I have to tell...\Koichi...\And now,\this is the real third ability of Deadly Queen!\K-Koichi!\I-It was a dream?\I couldn't sleep very well last night. response:	I kept having these weird dreams...
context: I have to tell...\Koichi...\And now,\this is the real third ability of Deadly Queen!\K-Koichi!\I-It was a dream?\I couldn't sleep very well last night.\I kept having these weird dreams... response:	Hayato!
context: Koichi...\And now,\this is the real third ability of Deadly Queen!\K-Koichi!\I-It was a dream?\I couldn't sleep very well last night.\I kept having these weird dreams...\Hayato! response:	Are you planning to sleep all day, Hayato?
context: And now,\this is the real third ability of Deadly Queen!\K-Koichi!\I-It was a dream?\I couldn't sleep very well last night.\I kept having these weird dreams...\Hayato!\Are you planning to sleep all day, Hayato? response:	Hurry up and wake
context: this is the real third ability of Deadly Queen!\K-Koichi!\I-It was a dream?\I couldn't sleep very well last night.\I kept having these weird dreams...\Hayato!\Are you planning to sleep all day, Hayato?\Hurry up and wake response:	What, you're already awake?
context: K-Koichi!\I-It was a dream?\I couldn't sleep very well last night.\I kept having these weird dreams...\Hayato!\Are you planning to sleep all day, Hayato?\Hurry up and wake\What, you're already awake? response:	That's a surprise.
context: I-It was a dream?\I couldn't sleep very well last night.\I kept having these weird dreams...\Hayato!\Are you planning to sleep all day, Hayato?\Hurry up and wake\What, you're already awake?\That's a surprise. response:	Hayato, breakfast is ready.
context: I couldn't sleep very well last night.\I kept having these weird dreams...\Hayato!\Are you planning to sleep all day, Hayato?\Hurry up and wake\What, you're already awake?\That's a surprise.\Hayato, breakfast is ready. response:	Honestly, why don't you ever answer me?
context: I kept having these weird dreams...\Hayato!\Are you planning to sleep all day, Hayato?\Hurry up and wake\What, you're already awake?\That's a surprise.\Hayato, breakfast is ready.\Honestly, why don't you ever answer me? response:	D-Didn't this...
context: Hayato!\Are you planning to sleep all day, Hayato?\Hurry up and wake\What, you're already awake?\That's a surprise.\Hayato, breakfast is ready.\Honestly, why don't you ever answer me?\D-Didn't this... response:	What? No way! We're on the air already?
context: Are you planning to sleep all day, Hayato?\Hurry up and wake\What, you're already awake?\That's a surprise.\Hayato, breakfast is ready.\Honestly, why don't you ever answer me?\D-Didn't this...\What? No way! We're on the air already? response:	Th-This morning TV program...
context: Hurry up and wake\What, you're already awake?\That's a surprise.\Hayato, breakfast is ready.\Honestly, why don't you ever answer me?\D-Didn't this...\What? No way! We're on the air already?\Th-This morning TV program... response:	Hayato! Hey, Hayato! Answer the phone.
context: What, you're already awake?\That's a surprise.\Hayato, breakfast is ready.\Honestly, why don't you ever answer me?\D-Didn't this...\What? No way! We're on the air already?\Th-This morning TV program...\Hayato! Hey, Hayato! Answer the phone. response:	Th-This isn't a dream...
context: That's a surprise.\Hayato, breakfast is ready.\Honestly, why don't you ever answer me?\D-Didn't this...\What? No way! We're on the air already?\Th-This morning TV program...\Hayato! Hey, Hayato! Answer the phone.\Th-This isn't a dream... response:	What I just saw wasn't a dream.
context: Hayato, breakfast is ready.\Honestly, why don't you ever answer me?\D-Didn't this...\What? No way! We're on the air already?\Th-This morning TV program...\Hayato! Hey, Hayato! Answer the phone.\Th-This isn't a dream...\What I just saw wasn't a dream. response:	Th-This is the same morning.
context: Honestly, why don't you ever answer me?\D-Didn't this...\What? No way! We're on the air already?\Th-This morning TV program...\Hayato! Hey, Hayato! Answer the phone.\Th-This isn't a dream...\What I just saw wasn't a dream.\Th-This is the same morning. response:	It's repeating...
context: D-Didn't this...\What? No way! We're on the air already?\Th-This morning TV program...\Hayato! Hey, Hayato! Answer the phone.\Th-This isn't a dream...\What I just saw wasn't a dream.\Th-This is the same morning.\It's repeating... response:	Today's morning is repeating again!
context: What? No way! We're on the air already?\Th-This morning TV program...\Hayato! Hey, Hayato! Answer the phone.\Th-This isn't a dream...\What I just saw wasn't a dream.\Th-This is the same morning.\It's repeating...\Today's morning is repeating again! response:	Yoshikage Kira... His name is Yoshikage Kira!
context: Th-This morning TV program...\Hayato! Hey, Hayato! Answer the phone.\Th-This isn't a dream...\What I just saw wasn't a dream.\Th-This is the same morning.\It's repeating...\Today's morning is repeating again!\Yoshikage Kira... His name is Yoshikage Kira! response:	He's doing this!
context: Hayato! Hey, Hayato! Answer the phone.\Th-This isn't a dream...\What I just saw wasn't a dream.\Th-This is the same morning.\It's repeating...\Today's morning is repeating again!\Yoshikage Kira... His name is Yoshikage Kira!\He's doing this! response:	This is the unrivaled ability he was talking about,
context: Th-This isn't a dream...\What I just saw wasn't a dream.\Th-This is the same morning.\It's repeating...\Today's morning is repeating again!\Yoshikage Kira... His name is Yoshikage Kira!\He's doing this!\This is the unrivaled ability he was talking about, response:	and he planted that inside me!
context: What I just saw wasn't a dream.\Th-This is the same morning.\It's repeating...\Today's morning is repeating again!\Yoshikage Kira... His name is Yoshikage Kira!\He's doing this!\This is the unrivaled ability he was talking about,\and he planted that inside me! response:	Hayato! I asked you to answer the phone!
context: Th-This is the same morning.\It's repeating...\Today's morning is repeating again!\Yoshikage Kira... His name is Yoshikage Kira!\He's doing this!\This is the unrivaled ability he was talking about,\and he planted that inside me!\Hayato! I asked you to answer the phone! response:	Oh, yeah!
context: It's repeating...\Today's morning is repeating again!\Yoshikage Kira... His name is Yoshikage Kira!\He's doing this!\This is the unrivaled ability he was talking about,\and he planted that inside me!\Hayato! I asked you to answer the phone!\Oh, yeah! response:	Look out
context: Today's morning is repeating again!\Yoshikage Kira... His name is Yoshikage Kira!\He's doing this!\This is the unrivaled ability he was talking about,\and he planted that inside me!\Hayato! I asked you to answer the phone!\Oh, yeah!\Look out response:	Ow...
context: Yoshikage Kira... His name is Yoshikage Kira!\He's doing this!\This is the unrivaled ability he was talking about,\and he planted that inside me!\Hayato! I asked you to answer the phone!\Oh, yeah!\Look out\Ow... response:	That was a nice catch. It was almost as if you knew it was going to fall.
context: He's doing this!\This is the unrivaled ability he was talking about,\and he planted that inside me!\Hayato! I asked you to answer the phone!\Oh, yeah!\Look out\Ow...\That was a nice catch. It was almost as if you knew it was going to fall. response:	But if you can hear me, you could at least answer!
context: This is the unrivaled ability he was talking about,\and he planted that inside me!\Hayato! I asked you to answer the phone!\Oh, yeah!\Look out\Ow...\That was a nice catch. It was almost as if you knew it was going to fall.\But if you can hear me, you could at least answer! response:	Hello, Kawajiri residence.
context: and he planted that inside me!\Hayato! I asked you to answer the phone!\Oh, yeah!\Look out\Ow...\That was a nice catch. It was almost as if you knew it was going to fall.\But if you can hear me, you could at least answer!\Hello, Kawajiri residence. response:	Huh? No, it's not.
context: Hayato! I asked you to answer the phone!\Oh, yeah!\Look out\Ow...\That was a nice catch. It was almost as if you knew it was going to fall.\But if you can hear me, you could at least answer!\Hello, Kawajiri residence.\Huh? No, it's not. response:	It appears I'm the only one in the world who's aware
context: Oh, yeah!\Look out\Ow...\That was a nice catch. It was almost as if you knew it was going to fall.\But if you can hear me, you could at least answer!\Hello, Kawajiri residence.\Huh? No, it's not.\It appears I'm the only one in the world who's aware response:	that this morning is repeating.
context: Look out\Ow...\That was a nice catch. It was almost as if you knew it was going to fall.\But if you can hear me, you could at least answer!\Hello, Kawajiri residence.\Huh? No, it's not.\It appears I'm the only one in the world who's aware\that this morning is repeating. response:	It's almost as if you knew, huh?
context: Ow...\That was a nice catch. It was almost as if you knew it was going to fall.\But if you can hear me, you could at least answer!\Hello, Kawajiri residence.\Huh? No, it's not.\It appears I'm the only one in the world who's aware\that this morning is repeating.\It's almost as if you knew, huh? response:	Apparently you blew someone up and came back, Hayato.
context: That was a nice catch. It was almost as if you knew it was going to fall.\But if you can hear me, you could at least answer!\Hello, Kawajiri residence.\Huh? No, it's not.\It appears I'm the only one in the world who's aware\that this morning is repeating.\It's almost as if you knew, huh?\Apparently you blew someone up and came back, Hayato. response:	No, really. I don't know exactly what you've done.
context: But if you can hear me, you could at least answer!\Hello, Kawajiri residence.\Huh? No, it's not.\It appears I'm the only one in the world who's aware\that this morning is repeating.\It's almost as if you knew, huh?\Apparently you blew someone up and came back, Hayato.\No, really. I don't know exactly what you've done. response:	This is called Deadly Queen Bites the Dust,
context: Hello, Kawajiri residence.\Huh? No, it's not.\It appears I'm the only one in the world who's aware\that this morning is repeating.\It's almost as if you knew, huh?\Apparently you blew someone up and came back, Hayato.\No, really. I don't know exactly what you've done.\This is called Deadly Queen Bites the Dust, response:	and it automatically protects me...
context: Huh? No, it's not.\It appears I'm the only one in the world who's aware\that this morning is repeating.\It's almost as if you knew, huh?\Apparently you blew someone up and came back, Hayato.\No, really. I don't know exactly what you've done.\This is called Deadly Queen Bites the Dust,\and it automatically protects me... response:	from inside you, Hayato.
context: It appears I'm the only one in the world who's aware\that this morning is repeating.\It's almost as if you knew, huh?\Apparently you blew someone up and came back, Hayato.\No, really. I don't know exactly what you've done.\This is called Deadly Queen Bites the Dust,\and it automatically protects me...\from inside you, Hayato. response:	Did you know that I already killed you once last night?
context: that this morning is repeating.\It's almost as if you knew, huh?\Apparently you blew someone up and came back, Hayato.\No, really. I don't know exactly what you've done.\This is called Deadly Queen Bites the Dust,\and it automatically protects me...\from inside you, Hayato.\Did you know that I already killed you once last night? response:	As though as it was trying to remedy
context: It's almost as if you knew, huh?\Apparently you blew someone up and came back, Hayato.\No, really. I don't know exactly what you've done.\This is called Deadly Queen Bites the Dust,\and it automatically protects me...\from inside you, Hayato.\Did you know that I already killed you once last night?\As though as it was trying to remedy response:	the despair I was feeling from the situation I was in,
context: Apparently you blew someone up and came back, Hayato.\No, really. I don't know exactly what you've done.\This is called Deadly Queen Bites the Dust,\and it automatically protects me...\from inside you, Hayato.\Did you know that I already killed you once last night?\As though as it was trying to remedy\the despair I was feeling from the situation I was in, response:	I gained a brand new ability.
context: No, really. I don't know exactly what you've done.\This is called Deadly Queen Bites the Dust,\and it automatically protects me...\from inside you, Hayato.\Did you know that I already killed you once last night?\As though as it was trying to remedy\the despair I was feeling from the situation I was in,\I gained a brand new ability. response:	By using that ability on you, time went back an hour,
context: This is called Deadly Queen Bites the Dust,\and it automatically protects me...\from inside you, Hayato.\Did you know that I already killed you once last night?\As though as it was trying to remedy\the despair I was feeling from the situation I was in,\I gained a brand new ability.\By using that ability on you, time went back an hour, response:	and the fact that I killed you disappeared.
context: and it automatically protects me...\from inside you, Hayato.\Did you know that I already killed you once last night?\As though as it was trying to remedy\the despair I was feeling from the situation I was in,\I gained a brand new ability.\By using that ability on you, time went back an hour,\and the fact that I killed you disappeared. response:	At the same time, you became a bomb to protect me.
context: from inside you, Hayato.\Did you know that I already killed you once last night?\As though as it was trying to remedy\the despair I was feeling from the situation I was in,\I gained a brand new ability.\By using that ability on you, time went back an hour,\and the fact that I killed you disappeared.\At the same time, you became a bomb to protect me. response:	You told someone about me and the bomb activated, and then you came back.
context: Did you know that I already killed you once last night?\As though as it was trying to remedy\the despair I was feeling from the situation I was in,\I gained a brand new ability.\By using that ability on you, time went back an hour,\and the fact that I killed you disappeared.\At the same time, you became a bomb to protect me.\You told someone about me and the bomb activated, and then you came back. response:	Who did you blow away, hm? Come on, tell me.
context: As though as it was trying to remedy\the despair I was feeling from the situation I was in,\I gained a brand new ability.\By using that ability on you, time went back an hour,\and the fact that I killed you disappeared.\At the same time, you became a bomb to protect me.\You told someone about me and the bomb activated, and then you came back.\Who did you blow away, hm? Come on, tell me. response:	Who did you kill?
