context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: This is an unusual turn of events...\We'll have to see what the chief umpire, Midnight, has to say about this...\Youthful talk like that is something...\Shoda! Ojiro! I accept your withdrawal!\She decided based on her tastes...!\I'm going to do it, okay?\In that case, we'll have to move up two people\from the fifth place cavalry battle team... response:	If that's what's going to happen,
context: We'll have to see what the chief umpire, Midnight, has to say about this...\Youthful talk like that is something...\Shoda! Ojiro! I accept your withdrawal!\She decided based on her tastes...!\I'm going to do it, okay?\In that case, we'll have to move up two people\from the fifth place cavalry battle team...\If that's what's going to happen, response:	then rather than us, who barely did anything during the cavalry battle,
context: Youthful talk like that is something...\Shoda! Ojiro! I accept your withdrawal!\She decided based on her tastes...!\I'm going to do it, okay?\In that case, we'll have to move up two people\from the fifth place cavalry battle team...\If that's what's going to happen,\then rather than us, who barely did anything during the cavalry battle, response:	it should be them, right?
context: Shoda! Ojiro! I accept your withdrawal!\She decided based on her tastes...!\I'm going to do it, okay?\In that case, we'll have to move up two people\from the fifth place cavalry battle team...\If that's what's going to happen,\then rather than us, who barely did anything during the cavalry battle,\it should be them, right? response:	Right?
context: She decided based on her tastes...!\I'm going to do it, okay?\In that case, we'll have to move up two people\from the fifth place cavalry battle team...\If that's what's going to happen,\then rather than us, who barely did anything during the cavalry battle,\it should be them, right?\Right? response:	The ones who fought to the end and stayed in the top,
context: I'm going to do it, okay?\In that case, we'll have to move up two people\from the fifth place cavalry battle team...\If that's what's going to happen,\then rather than us, who barely did anything during the cavalry battle,\it should be them, right?\Right?\The ones who fought to the end and stayed in the top, response:	Team Tetsutetsu, right?
context: In that case, we'll have to move up two people\from the fifth place cavalry battle team...\If that's what's going to happen,\then rather than us, who barely did anything during the cavalry battle,\it should be them, right?\Right?\The ones who fought to the end and stayed in the top,\Team Tetsutetsu, right? response:	Kendo...!
context: from the fifth place cavalry battle team...\If that's what's going to happen,\then rather than us, who barely did anything during the cavalry battle,\it should be them, right?\Right?\The ones who fought to the end and stayed in the top,\Team Tetsutetsu, right?\Kendo...! response:	This isn't collusion or anything. It just makes sense.
context: If that's what's going to happen,\then rather than us, who barely did anything during the cavalry battle,\it should be them, right?\Right?\The ones who fought to the end and stayed in the top,\Team Tetsutetsu, right?\Kendo...!\This isn't collusion or anything. It just makes sense. response:	Y-You guys...!
context: then rather than us, who barely did anything during the cavalry battle,\it should be them, right?\Right?\The ones who fought to the end and stayed in the top,\Team Tetsutetsu, right?\Kendo...!\This isn't collusion or anything. It just makes sense.\Y-You guys...! response:	And so, Tetsutetsu and Shiozaki have moved up to make sixteen!
context: it should be them, right?\Right?\The ones who fought to the end and stayed in the top,\Team Tetsutetsu, right?\Kendo...!\This isn't collusion or anything. It just makes sense.\Y-You guys...!\And so, Tetsutetsu and Shiozaki have moved up to make sixteen! response:	This is the bracket based on the results of the drawing!
context: Right?\The ones who fought to the end and stayed in the top,\Team Tetsutetsu, right?\Kendo...!\This isn't collusion or anything. It just makes sense.\Y-You guys...!\And so, Tetsutetsu and Shiozaki have moved up to make sixteen!\This is the bracket based on the results of the drawing! response:	Again?! This is too redundant!
context: The ones who fought to the end and stayed in the top,\Team Tetsutetsu, right?\Kendo...!\This isn't collusion or anything. It just makes sense.\Y-You guys...!\And so, Tetsutetsu and Shiozaki have moved up to make sixteen!\This is the bracket based on the results of the drawing!\Again?! This is too redundant! response:	I'll give it my all.
context: Team Tetsutetsu, right?\Kendo...!\This isn't collusion or anything. It just makes sense.\Y-You guys...!\And so, Tetsutetsu and Shiozaki have moved up to make sixteen!\This is the bracket based on the results of the drawing!\Again?! This is too redundant!\I'll give it my all. response:	Th-That's what I want!
context: Kendo...!\This isn't collusion or anything. It just makes sense.\Y-You guys...!\And so, Tetsutetsu and Shiozaki have moved up to make sixteen!\This is the bracket based on the results of the drawing!\Again?! This is too redundant!\I'll give it my all.\Th-That's what I want! response:	Merci.
context: This isn't collusion or anything. It just makes sense.\Y-You guys...!\And so, Tetsutetsu and Shiozaki have moved up to make sixteen!\This is the bracket based on the results of the drawing!\Again?! This is too redundant!\I'll give it my all.\Th-That's what I want!\Merci. response:	Too bad you got me as your opponent.
context: Y-You guys...!\And so, Tetsutetsu and Shiozaki have moved up to make sixteen!\This is the bracket based on the results of the drawing!\Again?! This is too redundant!\I'll give it my all.\Th-That's what I want!\Merci.\Too bad you got me as your opponent. response:	You mean, too lucky!
context: And so, Tetsutetsu and Shiozaki have moved up to make sixteen!\This is the bracket based on the results of the drawing!\Again?! This is too redundant!\I'll give it my all.\Th-That's what I want!\Merci.\Too bad you got me as your opponent.\You mean, too lucky! response:	The first match of the first round, huh?
context: This is the bracket based on the results of the drawing!\Again?! This is too redundant!\I'll give it my all.\Th-That's what I want!\Merci.\Too bad you got me as your opponent.\You mean, too lucky!\The first match of the first round, huh? response:	If both Todoroki and I win, then...
context: Again?! This is too redundant!\I'll give it my all.\Th-That's what I want!\Merci.\Too bad you got me as your opponent.\You mean, too lucky!\The first match of the first round, huh?\If both Todoroki and I win, then... response:	Before that, if I remember correctly, Shinso was...
context: I'll give it my all.\Th-That's what I want!\Merci.\Too bad you got me as your opponent.\You mean, too lucky!\The first match of the first round, huh?\If both Todoroki and I win, then...\Before that, if I remember correctly, Shinso was... response:	It's you, isn't it? Izuku Midoriya.
context: Th-That's what I want!\Merci.\Too bad you got me as your opponent.\You mean, too lucky!\The first match of the first round, huh?\If both Todoroki and I win, then...\Before that, if I remember correctly, Shinso was...\It's you, isn't it? Izuku Midoriya. response:	This person...
context: Merci.\Too bad you got me as your opponent.\You mean, too lucky!\The first match of the first round, huh?\If both Todoroki and I win, then...\Before that, if I remember correctly, Shinso was...\It's you, isn't it? Izuku Midoriya.\This person... response:	Depending on the results of the sports festival,
context: Too bad you got me as your opponent.\You mean, too lucky!\The first match of the first round, huh?\If both Todoroki and I win, then...\Before that, if I remember correctly, Shinso was...\It's you, isn't it? Izuku Midoriya.\This person...\Depending on the results of the sports festival, response:	they'll consider our transfer into the hero course.
context: You mean, too lucky!\The first match of the first round, huh?\If both Todoroki and I win, then...\Before that, if I remember correctly, Shinso was...\It's you, isn't it? Izuku Midoriya.\This person...\Depending on the results of the sports festival,\they'll consider our transfer into the hero course. response:	Looking forward to the first match.
context: The first match of the first round, huh?\If both Todoroki and I win, then...\Before that, if I remember correctly, Shinso was...\It's you, isn't it? Izuku Midoriya.\This person...\Depending on the results of the sports festival,\they'll consider our transfer into the hero course.\Looking forward to the first match. response:	Me-
context: If both Todoroki and I win, then...\Before that, if I remember correctly, Shinso was...\It's you, isn't it? Izuku Midoriya.\This person...\Depending on the results of the sports festival,\they'll consider our transfer into the hero course.\Looking forward to the first match.\Me- response:	Midoriya!
context: Before that, if I remember correctly, Shinso was...\It's you, isn't it? Izuku Midoriya.\This person...\Depending on the results of the sports festival,\they'll consider our transfer into the hero course.\Looking forward to the first match.\Me-\Midoriya! response:	Ojiro, what's the matter?
context: It's you, isn't it? Izuku Midoriya.\This person...\Depending on the results of the sports festival,\they'll consider our transfer into the hero course.\Looking forward to the first match.\Me-\Midoriya!\Ojiro, what's the matter? response:	Don't answer him.
context: This person...\Depending on the results of the sports festival,\they'll consider our transfer into the hero course.\Looking forward to the first match.\Me-\Midoriya!\Ojiro, what's the matter?\Don't answer him. response:	It'll be sooner than I expected...
context: Depending on the results of the sports festival,\they'll consider our transfer into the hero course.\Looking forward to the first match.\Me-\Midoriya!\Ojiro, what's the matter?\Don't answer him.\It'll be sooner than I expected... response:	Come, Midoriya.
context: they'll consider our transfer into the hero course.\Looking forward to the first match.\Me-\Midoriya!\Ojiro, what's the matter?\Don't answer him.\It'll be sooner than I expected...\Come, Midoriya. response:	I'll defeat you with this hand.
context: Looking forward to the first match.\Me-\Midoriya!\Ojiro, what's the matter?\Don't answer him.\It'll be sooner than I expected...\Come, Midoriya.\I'll defeat you with this hand. response:	Huh? Uraraka?
context: Me-\Midoriya!\Ojiro, what's the matter?\Don't answer him.\It'll be sooner than I expected...\Come, Midoriya.\I'll defeat you with this hand.\Huh? Uraraka? response:	Are you Iida?
context: Midoriya!\Ojiro, what's the matter?\Don't answer him.\It'll be sooner than I expected...\Come, Midoriya.\I'll defeat you with this hand.\Huh? Uraraka?\Are you Iida? response:	Hm? Indeed, I am Iida.
context: Ojiro, what's the matter?\Don't answer him.\It'll be sooner than I expected...\Come, Midoriya.\I'll defeat you with this hand.\Huh? Uraraka?\Are you Iida?\Hm? Indeed, I am Iida. response:	Oh good! Actually...
context: Don't answer him.\It'll be sooner than I expected...\Come, Midoriya.\I'll defeat you with this hand.\Huh? Uraraka?\Are you Iida?\Hm? Indeed, I am Iida.\Oh good! Actually... response:	All right! Let's leave the tournament aside for a momentary interlude!
context: It'll be sooner than I expected...\Come, Midoriya.\I'll defeat you with this hand.\Huh? Uraraka?\Are you Iida?\Hm? Indeed, I am Iida.\Oh good! Actually...\All right! Let's leave the tournament aside for a momentary interlude! response:	Let's have fun with the recreation!
context: Come, Midoriya.\I'll defeat you with this hand.\Huh? Uraraka?\Are you Iida?\Hm? Indeed, I am Iida.\Oh good! Actually...\All right! Let's leave the tournament aside for a momentary interlude!\Let's have fun with the recreation! response:	All right!
context: I'll defeat you with this hand.\Huh? Uraraka?\Are you Iida?\Hm? Indeed, I am Iida.\Oh good! Actually...\All right! Let's leave the tournament aside for a momentary interlude!\Let's have fun with the recreation!\All right! response:	First is the scavenger hunt!
context: Huh? Uraraka?\Are you Iida?\Hm? Indeed, I am Iida.\Oh good! Actually...\All right! Let's leave the tournament aside for a momentary interlude!\Let's have fun with the recreation!\All right!\First is the scavenger hunt! response:	Bag
context: Are you Iida?\Hm? Indeed, I am Iida.\Oh good! Actually...\All right! Let's leave the tournament aside for a momentary interlude!\Let's have fun with the recreation!\All right!\First is the scavenger hunt!\Bag response:	Will anyone let me borrow a bag?
context: Hm? Indeed, I am Iida.\Oh good! Actually...\All right! Let's leave the tournament aside for a momentary interlude!\Let's have fun with the recreation!\All right!\First is the scavenger hunt!\Bag\Will anyone let me borrow a bag? response:	Cat
context: Oh good! Actually...\All right! Let's leave the tournament aside for a momentary interlude!\Let's have fun with the recreation!\All right!\First is the scavenger hunt!\Bag\Will anyone let me borrow a bag?\Cat response:	Textbook
context: All right! Let's leave the tournament aside for a momentary interlude!\Let's have fun with the recreation!\All right!\First is the scavenger hunt!\Bag\Will anyone let me borrow a bag?\Cat\Textbook response:	-A cat! Please give me a cat! -Does anyone have a textbook?
context: Let's have fun with the recreation!\All right!\First is the scavenger hunt!\Bag\Will anyone let me borrow a bag?\Cat\Textbook\-A cat! Please give me a cat! -Does anyone have a textbook? response:	Back Fat
context: All right!\First is the scavenger hunt!\Bag\Will anyone let me borrow a bag?\Cat\Textbook\-A cat! Please give me a cat! -Does anyone have a textbook?\Back Fat response:	This is impossible...
context: First is the scavenger hunt!\Bag\Will anyone let me borrow a bag?\Cat\Textbook\-A cat! Please give me a cat! -Does anyone have a textbook?\Back Fat\This is impossible... response:	Ugh, I can't believe they're getting serious about recreational activities.
context: Bag\Will anyone let me borrow a bag?\Cat\Textbook\-A cat! Please give me a cat! -Does anyone have a textbook?\Back Fat\This is impossible...\Ugh, I can't believe they're getting serious about recreational activities. response:	Thank you very much!
context: Will anyone let me borrow a bag?\Cat\Textbook\-A cat! Please give me a cat! -Does anyone have a textbook?\Back Fat\This is impossible...\Ugh, I can't believe they're getting serious about recreational activities.\Thank you very much! response:	Those Class A guys really need to get a clue or something...
context: Cat\Textbook\-A cat! Please give me a cat! -Does anyone have a textbook?\Back Fat\This is impossible...\Ugh, I can't believe they're getting serious about recreational activities.\Thank you very much!\Those Class A guys really need to get a clue or something... response:	Monoma!
context: Textbook\-A cat! Please give me a cat! -Does anyone have a textbook?\Back Fat\This is impossible...\Ugh, I can't believe they're getting serious about recreational activities.\Thank you very much!\Those Class A guys really need to get a clue or something...\Monoma! response:	If you're unmotivated, then come with me!
context: -A cat! Please give me a cat! -Does anyone have a textbook?\Back Fat\This is impossible...\Ugh, I can't believe they're getting serious about recreational activities.\Thank you very much!\Those Class A guys really need to get a clue or something...\Monoma!\If you're unmotivated, then come with me! response:	Why?
context: Back Fat\This is impossible...\Ugh, I can't believe they're getting serious about recreational activities.\Thank you very much!\Those Class A guys really need to get a clue or something...\Monoma!\If you're unmotivated, then come with me!\Why? response:	Perverse Person
context: This is impossible...\Ugh, I can't believe they're getting serious about recreational activities.\Thank you very much!\Those Class A guys really need to get a clue or something...\Monoma!\If you're unmotivated, then come with me!\Why?\Perverse Person response:	Kendo, don't you think you've got it wrong?
context: Ugh, I can't believe they're getting serious about recreational activities.\Thank you very much!\Those Class A guys really need to get a clue or something...\Monoma!\If you're unmotivated, then come with me!\Why?\Perverse Person\Kendo, don't you think you've got it wrong? response:	It's fine! It fits!
context: Thank you very much!\Those Class A guys really need to get a clue or something...\Monoma!\If you're unmotivated, then come with me!\Why?\Perverse Person\Kendo, don't you think you've got it wrong?\It's fine! It fits! response:	Even if we were told to have fun,
context: Those Class A guys really need to get a clue or something...\Monoma!\If you're unmotivated, then come with me!\Why?\Perverse Person\Kendo, don't you think you've got it wrong?\It's fine! It fits!\Even if we were told to have fun, response:	those of us in the tournament couldn't relax.
context: Monoma!\If you're unmotivated, then come with me!\Why?\Perverse Person\Kendo, don't you think you've got it wrong?\It's fine! It fits!\Even if we were told to have fun,\those of us in the tournament couldn't relax. response:	Some polished their strategy against their opponent.
context: If you're unmotivated, then come with me!\Why?\Perverse Person\Kendo, don't you think you've got it wrong?\It's fine! It fits!\Even if we were told to have fun,\those of us in the tournament couldn't relax.\Some polished their strategy against their opponent. response:	Some tried to keep their presence of mind.
context: Why?\Perverse Person\Kendo, don't you think you've got it wrong?\It's fine! It fits!\Even if we were told to have fun,\those of us in the tournament couldn't relax.\Some polished their strategy against their opponent.\Some tried to keep their presence of mind. response:	Some prepared for the fight.
context: Perverse Person\Kendo, don't you think you've got it wrong?\It's fine! It fits!\Even if we were told to have fun,\those of us in the tournament couldn't relax.\Some polished their strategy against their opponent.\Some tried to keep their presence of mind.\Some prepared for the fight. response:	Some sharpened their senses.
context: Kendo, don't you think you've got it wrong?\It's fine! It fits!\Even if we were told to have fun,\those of us in the tournament couldn't relax.\Some polished their strategy against their opponent.\Some tried to keep their presence of mind.\Some prepared for the fight.\Some sharpened their senses. response:	And some tried to relax their nerves.
context: It's fine! It fits!\Even if we were told to have fun,\those of us in the tournament couldn't relax.\Some polished their strategy against their opponent.\Some tried to keep their presence of mind.\Some prepared for the fight.\Some sharpened their senses.\And some tried to relax their nerves. response:	As we thought our respective thoughts,
context: Even if we were told to have fun,\those of us in the tournament couldn't relax.\Some polished their strategy against their opponent.\Some tried to keep their presence of mind.\Some prepared for the fight.\Some sharpened their senses.\And some tried to relax their nerves.\As we thought our respective thoughts, response:	it was time to start before we knew it.
context: those of us in the tournament couldn't relax.\Some polished their strategy against their opponent.\Some tried to keep their presence of mind.\Some prepared for the fight.\Some sharpened their senses.\And some tried to relax their nerves.\As we thought our respective thoughts,\it was time to start before we knew it. response:	Okay. It's pretty much done.
context: Some polished their strategy against their opponent.\Some tried to keep their presence of mind.\Some prepared for the fight.\Some sharpened their senses.\And some tried to relax their nerves.\As we thought our respective thoughts,\it was time to start before we knew it.\Okay. It's pretty much done. response:	Thank you, Cementoss!
context: Some tried to keep their presence of mind.\Some prepared for the fight.\Some sharpened their senses.\And some tried to relax their nerves.\As we thought our respective thoughts,\it was time to start before we knew it.\Okay. It's pretty much done.\Thank you, Cementoss! response:	Hey guys, are you ready?!
context: Some prepared for the fight.\Some sharpened their senses.\And some tried to relax their nerves.\As we thought our respective thoughts,\it was time to start before we knew it.\Okay. It's pretty much done.\Thank you, Cementoss!\Hey guys, are you ready?! response:	A lot's happened, but it's now come to this! A serious battle!
context: Some sharpened their senses.\And some tried to relax their nerves.\As we thought our respective thoughts,\it was time to start before we knew it.\Okay. It's pretty much done.\Thank you, Cementoss!\Hey guys, are you ready?!\A lot's happened, but it's now come to this! A serious battle! response:	You can only depend on yourself!
context: And some tried to relax their nerves.\As we thought our respective thoughts,\it was time to start before we knew it.\Okay. It's pretty much done.\Thank you, Cementoss!\Hey guys, are you ready?!\A lot's happened, but it's now come to this! A serious battle!\You can only depend on yourself! response:	Even if you're not a hero, you'll face lots of situations like that!
context: As we thought our respective thoughts,\it was time to start before we knew it.\Okay. It's pretty much done.\Thank you, Cementoss!\Hey guys, are you ready?!\A lot's happened, but it's now come to this! A serious battle!\You can only depend on yourself!\Even if you're not a hero, you'll face lots of situations like that! response:	You get it, right?
context: it was time to start before we knew it.\Okay. It's pretty much done.\Thank you, Cementoss!\Hey guys, are you ready?!\A lot's happened, but it's now come to this! A serious battle!\You can only depend on yourself!\Even if you're not a hero, you'll face lots of situations like that!\You get it, right? response:	Heart, skill, body, wisdom, and knowledge!
context: Okay. It's pretty much done.\Thank you, Cementoss!\Hey guys, are you ready?!\A lot's happened, but it's now come to this! A serious battle!\You can only depend on yourself!\Even if you're not a hero, you'll face lots of situations like that!\You get it, right?\Heart, skill, body, wisdom, and knowledge! response:	Use all of that to rush up!
context: Thank you, Cementoss!\Hey guys, are you ready?!\A lot's happened, but it's now come to this! A serious battle!\You can only depend on yourself!\Even if you're not a hero, you'll face lots of situations like that!\You get it, right?\Heart, skill, body, wisdom, and knowledge!\Use all of that to rush up! response:	Hey!
context: Hey guys, are you ready?!\A lot's happened, but it's now come to this! A serious battle!\You can only depend on yourself!\Even if you're not a hero, you'll face lots of situations like that!\You get it, right?\Heart, skill, body, wisdom, and knowledge!\Use all of that to rush up!\Hey! response:	Sorry I'm late, but...
context: A lot's happened, but it's now come to this! A serious battle!\You can only depend on yourself!\Even if you're not a hero, you'll face lots of situations like that!\You get it, right?\Heart, skill, body, wisdom, and knowledge!\Use all of that to rush up!\Hey!\Sorry I'm late, but... response:	You figured out One For All, right?
context: You can only depend on yourself!\Even if you're not a hero, you'll face lots of situations like that!\You get it, right?\Heart, skill, body, wisdom, and knowledge!\Use all of that to rush up!\Hey!\Sorry I'm late, but...\You figured out One For All, right? response:	All Might...
context: Even if you're not a hero, you'll face lots of situations like that!\You get it, right?\Heart, skill, body, wisdom, and knowledge!\Use all of that to rush up!\Hey!\Sorry I'm late, but...\You figured out One For All, right?\All Might... response:	No, I'm still worried...
context: You get it, right?\Heart, skill, body, wisdom, and knowledge!\Use all of that to rush up!\Hey!\Sorry I'm late, but...\You figured out One For All, right?\All Might...\No, I'm still worried... response:	I can see it in my head by imagining the microwave and how I hit the villain,
context: Heart, skill, body, wisdom, and knowledge!\Use all of that to rush up!\Hey!\Sorry I'm late, but...\You figured out One For All, right?\All Might...\No, I'm still worried...\I can see it in my head by imagining the microwave and how I hit the villain, response:	but it still feels unsteady if I don't focus, like it'll fall apart...
context: Use all of that to rush up!\Hey!\Sorry I'm late, but...\You figured out One For All, right?\All Might...\No, I'm still worried...\I can see it in my head by imagining the microwave and how I hit the villain,\but it still feels unsteady if I don't focus, like it'll fall apart... response:	Besides, as you saw,
context: Hey!\Sorry I'm late, but...\You figured out One For All, right?\All Might...\No, I'm still worried...\I can see it in my head by imagining the microwave and how I hit the villain,\but it still feels unsteady if I don't focus, like it'll fall apart...\Besides, as you saw, response:	with my current body, even if I succeed,
context: Sorry I'm late, but...\You figured out One For All, right?\All Might...\No, I'm still worried...\I can see it in my head by imagining the microwave and how I hit the villain,\but it still feels unsteady if I don't focus, like it'll fall apart...\Besides, as you saw,\with my current body, even if I succeed, response:	I just end up with a little more power...
context: You figured out One For All, right?\All Might...\No, I'm still worried...\I can see it in my head by imagining the microwave and how I hit the villain,\but it still feels unsteady if I don't focus, like it'll fall apart...\Besides, as you saw,\with my current body, even if I succeed,\I just end up with a little more power... response:	Yes, if we talk in terms of the zero or 100 from before,
context: All Might...\No, I'm still worried...\I can see it in my head by imagining the microwave and how I hit the villain,\but it still feels unsteady if I don't focus, like it'll fall apart...\Besides, as you saw,\with my current body, even if I succeed,\I just end up with a little more power...\Yes, if we talk in terms of the zero or 100 from before, response:	what your body can release right now is about a five.
context: No, I'm still worried...\I can see it in my head by imagining the microwave and how I hit the villain,\but it still feels unsteady if I don't focus, like it'll fall apart...\Besides, as you saw,\with my current body, even if I succeed,\I just end up with a little more power...\Yes, if we talk in terms of the zero or 100 from before,\what your body can release right now is about a five. response:	Five percent of my power?!
context: I can see it in my head by imagining the microwave and how I hit the villain,\but it still feels unsteady if I don't focus, like it'll fall apart...\Besides, as you saw,\with my current body, even if I succeed,\I just end up with a little more power...\Yes, if we talk in terms of the zero or 100 from before,\what your body can release right now is about a five.\Five percent of my power?! response:	Hearing that, I really feel like I've been blessed with friends and luck.
context: but it still feels unsteady if I don't focus, like it'll fall apart...\Besides, as you saw,\with my current body, even if I succeed,\I just end up with a little more power...\Yes, if we talk in terms of the zero or 100 from before,\what your body can release right now is about a five.\Five percent of my power?!\Hearing that, I really feel like I've been blessed with friends and luck. response:	You should just say, I'll do my best, damn it, you prince of nonsense!
context: Besides, as you saw,\with my current body, even if I succeed,\I just end up with a little more power...\Yes, if we talk in terms of the zero or 100 from before,\what your body can release right now is about a five.\Five percent of my power?!\Hearing that, I really feel like I've been blessed with friends and luck.\You should just say, I'll do my best, damn it, you prince of nonsense! response:	Is the image of the hero you're trying to be that flimsy?
context: with my current body, even if I succeed,\I just end up with a little more power...\Yes, if we talk in terms of the zero or 100 from before,\what your body can release right now is about a five.\Five percent of my power?!\Hearing that, I really feel like I've been blessed with friends and luck.\You should just say, I'll do my best, damn it, you prince of nonsense!\Is the image of the hero you're trying to be that flimsy? response:	Listen, it's the times when you're scared or worried
context: I just end up with a little more power...\Yes, if we talk in terms of the zero or 100 from before,\what your body can release right now is about a five.\Five percent of my power?!\Hearing that, I really feel like I've been blessed with friends and luck.\You should just say, I'll do my best, damn it, you prince of nonsense!\Is the image of the hero you're trying to be that flimsy?\Listen, it's the times when you're scared or worried response:	that you should deal with smiling!
context: Yes, if we talk in terms of the zero or 100 from before,\what your body can release right now is about a five.\Five percent of my power?!\Hearing that, I really feel like I've been blessed with friends and luck.\You should just say, I'll do my best, damn it, you prince of nonsense!\Is the image of the hero you're trying to be that flimsy?\Listen, it's the times when you're scared or worried\that you should deal with smiling! response:	You've made it this far.
context: what your body can release right now is about a five.\Five percent of my power?!\Hearing that, I really feel like I've been blessed with friends and luck.\You should just say, I'll do my best, damn it, you prince of nonsense!\Is the image of the hero you're trying to be that flimsy?\Listen, it's the times when you're scared or worried\that you should deal with smiling!\You've made it this far. response:	It's fine if it's a bluff.
context: Five percent of my power?!\Hearing that, I really feel like I've been blessed with friends and luck.\You should just say, I'll do my best, damn it, you prince of nonsense!\Is the image of the hero you're trying to be that flimsy?\Listen, it's the times when you're scared or worried\that you should deal with smiling!\You've made it this far.\It's fine if it's a bluff. response:	Stand proud!
context: Hearing that, I really feel like I've been blessed with friends and luck.\You should just say, I'll do my best, damn it, you prince of nonsense!\Is the image of the hero you're trying to be that flimsy?\Listen, it's the times when you're scared or worried\that you should deal with smiling!\You've made it this far.\It's fine if it's a bluff.\Stand proud! response:	Don't forget that I've got high hopes for you!
context: You should just say, I'll do my best, damn it, you prince of nonsense!\Is the image of the hero you're trying to be that flimsy?\Listen, it's the times when you're scared or worried\that you should deal with smiling!\You've made it this far.\It's fine if it's a bluff.\Stand proud!\Don't forget that I've got high hopes for you! response:	Audience!
context: Is the image of the hero you're trying to be that flimsy?\Listen, it's the times when you're scared or worried\that you should deal with smiling!\You've made it this far.\It's fine if it's a bluff.\Stand proud!\Don't forget that I've got high hopes for you!\Audience! response:	The finals that you've all been waiting for are finally starting!
context: Listen, it's the times when you're scared or worried\that you should deal with smiling!\You've made it this far.\It's fine if it's a bluff.\Stand proud!\Don't forget that I've got high hopes for you!\Audience!\The finals that you've all been waiting for are finally starting! response:	Match number one-
context: that you should deal with smiling!\You've made it this far.\It's fine if it's a bluff.\Stand proud!\Don't forget that I've got high hopes for you!\Audience!\The finals that you've all been waiting for are finally starting!\Match number one- response:	Even though he's done well, what's with that face?
context: You've made it this far.\It's fine if it's a bluff.\Stand proud!\Don't forget that I've got high hopes for you!\Audience!\The finals that you've all been waiting for are finally starting!\Match number one-\Even though he's done well, what's with that face? response:	Hitoshi Shinso Izuku Midoriya
context: It's fine if it's a bluff.\Stand proud!\Don't forget that I've got high hopes for you!\Audience!\The finals that you've all been waiting for are finally starting!\Match number one-\Even though he's done well, what's with that face?\Hitoshi Shinso Izuku Midoriya response:	From the hero course, it's Izuku Midoriya!
context: Stand proud!\Don't forget that I've got high hopes for you!\Audience!\The finals that you've all been waiting for are finally starting!\Match number one-\Even though he's done well, what's with that face?\Hitoshi Shinso Izuku Midoriya\From the hero course, it's Izuku Midoriya! response:	Versus-
context: Don't forget that I've got high hopes for you!\Audience!\The finals that you've all been waiting for are finally starting!\Match number one-\Even though he's done well, what's with that face?\Hitoshi Shinso Izuku Midoriya\From the hero course, it's Izuku Midoriya!\Versus- response:	Sorry, he hasn't done anything to stand out yet!
context: Audience!\The finals that you've all been waiting for are finally starting!\Match number one-\Even though he's done well, what's with that face?\Hitoshi Shinso Izuku Midoriya\From the hero course, it's Izuku Midoriya!\Versus-\Sorry, he hasn't done anything to stand out yet! response:	From general studies, it's Hitoshi Shinso!
context: The finals that you've all been waiting for are finally starting!\Match number one-\Even though he's done well, what's with that face?\Hitoshi Shinso Izuku Midoriya\From the hero course, it's Izuku Midoriya!\Versus-\Sorry, he hasn't done anything to stand out yet!\From general studies, it's Hitoshi Shinso! response:	The rules are simple.
context: Match number one-\Even though he's done well, what's with that face?\Hitoshi Shinso Izuku Midoriya\From the hero course, it's Izuku Midoriya!\Versus-\Sorry, he hasn't done anything to stand out yet!\From general studies, it's Hitoshi Shinso!\The rules are simple. response:	Force your opponent out of bounds, or immobilize them!
context: Even though he's done well, what's with that face?\Hitoshi Shinso Izuku Midoriya\From the hero course, it's Izuku Midoriya!\Versus-\Sorry, he hasn't done anything to stand out yet!\From general studies, it's Hitoshi Shinso!\The rules are simple.\Force your opponent out of bounds, or immobilize them! response:	You can also win by making your opponent say, I give up!
context: Hitoshi Shinso Izuku Midoriya\From the hero course, it's Izuku Midoriya!\Versus-\Sorry, he hasn't done anything to stand out yet!\From general studies, it's Hitoshi Shinso!\The rules are simple.\Force your opponent out of bounds, or immobilize them!\You can also win by making your opponent say, I give up! response:	Bring on the injuries!
context: From the hero course, it's Izuku Midoriya!\Versus-\Sorry, he hasn't done anything to stand out yet!\From general studies, it's Hitoshi Shinso!\The rules are simple.\Force your opponent out of bounds, or immobilize them!\You can also win by making your opponent say, I give up!\Bring on the injuries! response:	Because we've got our very own Recovery Girl waiting on standby!
context: Versus-\Sorry, he hasn't done anything to stand out yet!\From general studies, it's Hitoshi Shinso!\The rules are simple.\Force your opponent out of bounds, or immobilize them!\You can also win by making your opponent say, I give up!\Bring on the injuries!\Because we've got our very own Recovery Girl waiting on standby! response:	Put your morals and ethics aside for a moment!
context: Sorry, he hasn't done anything to stand out yet!\From general studies, it's Hitoshi Shinso!\The rules are simple.\Force your opponent out of bounds, or immobilize them!\You can also win by making your opponent say, I give up!\Bring on the injuries!\Because we've got our very own Recovery Girl waiting on standby!\Put your morals and ethics aside for a moment! response:	But of course, anything life-threatening is crap!
context: From general studies, it's Hitoshi Shinso!\The rules are simple.\Force your opponent out of bounds, or immobilize them!\You can also win by making your opponent say, I give up!\Bring on the injuries!\Because we've got our very own Recovery Girl waiting on standby!\Put your morals and ethics aside for a moment!\But of course, anything life-threatening is crap! response:	It's not allowed!
