context: Look over here. response:	J-Jotaro! L-Look!
context: It'll track down its target, no matter what.\Now, then... Since that's over with, I have to call Josuke on the phone.\He should be home now...\Sizzle\Now that thing's lost track of us.\Keep chasing after the word sizzle forever...\Just like a donkey chasing after a carrot hanging in front of its face.\That's what your weakness is. response:	Hello, Higashikata residence.
context: Now, then... Since that's over with, I have to call Josuke on the phone.\He should be home now...\Sizzle\Now that thing's lost track of us.\Keep chasing after the word sizzle forever...\Just like a donkey chasing after a carrot hanging in front of its face.\That's what your weakness is.\Hello, Higashikata residence. response:	Josuke, this is Koichi! There's trouble!
context: He should be home now...\Sizzle\Now that thing's lost track of us.\Keep chasing after the word sizzle forever...\Just like a donkey chasing after a carrot hanging in front of its face.\That's what your weakness is.\Hello, Higashikata residence.\Josuke, this is Koichi! There's trouble! response:	Jotaro is hurt bad, and it's my fault. Please hurry and get here!
context: Sizzle\Now that thing's lost track of us.\Keep chasing after the word sizzle forever...\Just like a donkey chasing after a carrot hanging in front of its face.\That's what your weakness is.\Hello, Higashikata residence.\Josuke, this is Koichi! There's trouble!\Jotaro is hurt bad, and it's my fault. Please hurry and get here! response:	What?! Don't say that so suddenly!
context: Now that thing's lost track of us.\Keep chasing after the word sizzle forever...\Just like a donkey chasing after a carrot hanging in front of its face.\That's what your weakness is.\Hello, Higashikata residence.\Josuke, this is Koichi! There's trouble!\Jotaro is hurt bad, and it's my fault. Please hurry and get here!\What?! Don't say that so suddenly! response:	I don't get what you're talking about!
context: Keep chasing after the word sizzle forever...\Just like a donkey chasing after a carrot hanging in front of its face.\That's what your weakness is.\Hello, Higashikata residence.\Josuke, this is Koichi! There's trouble!\Jotaro is hurt bad, and it's my fault. Please hurry and get here!\What?! Don't say that so suddenly!\I don't get what you're talking about! response:	Just hurry up and get over here. It finally happened!
context: Just like a donkey chasing after a carrot hanging in front of its face.\That's what your weakness is.\Hello, Higashikata residence.\Josuke, this is Koichi! There's trouble!\Jotaro is hurt bad, and it's my fault. Please hurry and get here!\What?! Don't say that so suddenly!\I don't get what you're talking about!\Just hurry up and get over here. It finally happened! response:	We encountered the murderer!
context: That's what your weakness is.\Hello, Higashikata residence.\Josuke, this is Koichi! There's trouble!\Jotaro is hurt bad, and it's my fault. Please hurry and get here!\What?! Don't say that so suddenly!\I don't get what you're talking about!\Just hurry up and get over here. It finally happened!\We encountered the murderer! response:	I've captured his Stand here.
context: Hello, Higashikata residence.\Josuke, this is Koichi! There's trouble!\Jotaro is hurt bad, and it's my fault. Please hurry and get here!\What?! Don't say that so suddenly!\I don't get what you're talking about!\Just hurry up and get over here. It finally happened!\We encountered the murderer!\I've captured his Stand here. response:	What did you capture?!
context: Josuke, this is Koichi! There's trouble!\Jotaro is hurt bad, and it's my fault. Please hurry and get here!\What?! Don't say that so suddenly!\I don't get what you're talking about!\Just hurry up and get over here. It finally happened!\We encountered the murderer!\I've captured his Stand here.\What did you capture?! response:	Say it so I can understand! Where are you?
context: Jotaro is hurt bad, and it's my fault. Please hurry and get here!\What?! Don't say that so suddenly!\I don't get what you're talking about!\Just hurry up and get over here. It finally happened!\We encountered the murderer!\I've captured his Stand here.\What did you capture?!\Say it so I can understand! Where are you? response:	Wh-What's happening?
context: What?! Don't say that so suddenly!\I don't get what you're talking about!\Just hurry up and get over here. It finally happened!\We encountered the murderer!\I've captured his Stand here.\What did you capture?!\Say it so I can understand! Where are you?\Wh-What's happening? response:	Ow, hot! I turned it off, but now it's getting hotter and hotter.
context: I don't get what you're talking about!\Just hurry up and get over here. It finally happened!\We encountered the murderer!\I've captured his Stand here.\What did you capture?!\Say it so I can understand! Where are you?\Wh-What's happening?\Ow, hot! I turned it off, but now it's getting hotter and hotter. response:	What's with this piece of crap?
context: Just hurry up and get over here. It finally happened!\We encountered the murderer!\I've captured his Stand here.\What did you capture?!\Say it so I can understand! Where are you?\Wh-What's happening?\Ow, hot! I turned it off, but now it's getting hotter and hotter.\What's with this piece of crap? response:	How can you cook anything good with this?!
context: We encountered the murderer!\I've captured his Stand here.\What did you capture?!\Say it so I can understand! Where are you?\Wh-What's happening?\Ow, hot! I turned it off, but now it's getting hotter and hotter.\What's with this piece of crap?\How can you cook anything good with this?! response:	Hey! I'm asking you where you are, Koichi!
context: I've captured his Stand here.\What did you capture?!\Say it so I can understand! Where are you?\Wh-What's happening?\Ow, hot! I turned it off, but now it's getting hotter and hotter.\What's with this piece of crap?\How can you cook anything good with this?!\Hey! I'm asking you where you are, Koichi! response:	Look over here.
context: What did you capture?!\Say it so I can understand! Where are you?\Wh-What's happening?\Ow, hot! I turned it off, but now it's getting hotter and hotter.\What's with this piece of crap?\How can you cook anything good with this?!\Hey! I'm asking you where you are, Koichi!\Look over here. response:	Crap! It's ignoring the letters and coming this way!
context: Say it so I can understand! Where are you?\Wh-What's happening?\Ow, hot! I turned it off, but now it's getting hotter and hotter.\What's with this piece of crap?\How can you cook anything good with this?!\Hey! I'm asking you where you are, Koichi!\Look over here.\Crap! It's ignoring the letters and coming this way! response:	Koichi, where are you? Hurry up and tell me, you dumbass!
context: Wh-What's happening?\Ow, hot! I turned it off, but now it's getting hotter and hotter.\What's with this piece of crap?\How can you cook anything good with this?!\Hey! I'm asking you where you are, Koichi!\Look over here.\Crap! It's ignoring the letters and coming this way!\Koichi, where are you? Hurry up and tell me, you dumbass! response:	I'm at Centipede Shoes! Hurry!
context: Ow, hot! I turned it off, but now it's getting hotter and hotter.\What's with this piece of crap?\How can you cook anything good with this?!\Hey! I'm asking you where you are, Koichi!\Look over here.\Crap! It's ignoring the letters and coming this way!\Koichi, where are you? Hurry up and tell me, you dumbass!\I'm at Centipede Shoes! Hurry! response:	Crap, Reverb's tail letters also...
context: What's with this piece of crap?\How can you cook anything good with this?!\Hey! I'm asking you where you are, Koichi!\Look over here.\Crap! It's ignoring the letters and coming this way!\Koichi, where are you? Hurry up and tell me, you dumbass!\I'm at Centipede Shoes! Hurry!\Crap, Reverb's tail letters also... response:	Reverb's tail letters got destroyed!
context: How can you cook anything good with this?!\Hey! I'm asking you where you are, Koichi!\Look over here.\Crap! It's ignoring the letters and coming this way!\Koichi, where are you? Hurry up and tell me, you dumbass!\I'm at Centipede Shoes! Hurry!\Crap, Reverb's tail letters also...\Reverb's tail letters got destroyed! response:	The damage...
context: Hey! I'm asking you where you are, Koichi!\Look over here.\Crap! It's ignoring the letters and coming this way!\Koichi, where are you? Hurry up and tell me, you dumbass!\I'm at Centipede Shoes! Hurry!\Crap, Reverb's tail letters also...\Reverb's tail letters got destroyed!\The damage... response:	That explosion wasn't a human.
context: Look over here.\Crap! It's ignoring the letters and coming this way!\Koichi, where are you? Hurry up and tell me, you dumbass!\I'm at Centipede Shoes! Hurry!\Crap, Reverb's tail letters also...\Reverb's tail letters got destroyed!\The damage...\That explosion wasn't a human. response:	Look over here.
context: Crap! It's ignoring the letters and coming this way!\Koichi, where are you? Hurry up and tell me, you dumbass!\I'm at Centipede Shoes! Hurry!\Crap, Reverb's tail letters also...\Reverb's tail letters got destroyed!\The damage...\That explosion wasn't a human.\Look over here. response:	A-Again! It's coming after me again.
context: Koichi, where are you? Hurry up and tell me, you dumbass!\I'm at Centipede Shoes! Hurry!\Crap, Reverb's tail letters also...\Reverb's tail letters got destroyed!\The damage...\That explosion wasn't a human.\Look over here.\A-Again! It's coming after me again. response:	But I can't use the tail letters anymore.
context: I'm at Centipede Shoes! Hurry!\Crap, Reverb's tail letters also...\Reverb's tail letters got destroyed!\The damage...\That explosion wasn't a human.\Look over here.\A-Again! It's coming after me again.\But I can't use the tail letters anymore. response:	Wh-What am I going to do?
context: Crap, Reverb's tail letters also...\Reverb's tail letters got destroyed!\The damage...\That explosion wasn't a human.\Look over here.\A-Again! It's coming after me again.\But I can't use the tail letters anymore.\Wh-What am I going to do? response:	How can I fight it?
context: Reverb's tail letters got destroyed!\The damage...\That explosion wasn't a human.\Look over here.\A-Again! It's coming after me again.\But I can't use the tail letters anymore.\Wh-What am I going to do?\How can I fight it? response:	Reverb Act 2!
context: The damage...\That explosion wasn't a human.\Look over here.\A-Again! It's coming after me again.\But I can't use the tail letters anymore.\Wh-What am I going to do?\How can I fight it?\Reverb Act 2! response:	What's wrong, Reverb Act 2?!
context: That explosion wasn't a human.\Look over here.\A-Again! It's coming after me again.\But I can't use the tail letters anymore.\Wh-What am I going to do?\How can I fight it?\Reverb Act 2!\What's wrong, Reverb Act 2?! response:	Act 2!
context: Look over here.\A-Again! It's coming after me again.\But I can't use the tail letters anymore.\Wh-What am I going to do?\How can I fight it?\Reverb Act 2!\What's wrong, Reverb Act 2?!\Act 2! response:	Where are you, Act 2?! Why won't you come?!
context: A-Again! It's coming after me again.\But I can't use the tail letters anymore.\Wh-What am I going to do?\How can I fight it?\Reverb Act 2!\What's wrong, Reverb Act 2?!\Act 2!\Where are you, Act 2?! Why won't you come?! response:	Act 2 was killed in the explosion!
context: But I can't use the tail letters anymore.\Wh-What am I going to do?\How can I fight it?\Reverb Act 2!\What's wrong, Reverb Act 2?!\Act 2!\Where are you, Act 2?! Why won't you come?!\Act 2 was killed in the explosion! response:	It's split in two!
context: Wh-What am I going to do?\How can I fight it?\Reverb Act 2!\What's wrong, Reverb Act 2?!\Act 2!\Where are you, Act 2?! Why won't you come?!\Act 2 was killed in the explosion!\It's split in two! response:	N-No, wait...
context: How can I fight it?\Reverb Act 2!\What's wrong, Reverb Act 2?!\Act 2!\Where are you, Act 2?! Why won't you come?!\Act 2 was killed in the explosion!\It's split in two!\N-No, wait... response:	If the explosion killed it, I'd be dead too, because I'm the user.
context: Reverb Act 2!\What's wrong, Reverb Act 2?!\Act 2!\Where are you, Act 2?! Why won't you come?!\Act 2 was killed in the explosion!\It's split in two!\N-No, wait...\If the explosion killed it, I'd be dead too, because I'm the user. response:	N-Now I remember! It looked like Reverb died once before, too.
context: What's wrong, Reverb Act 2?!\Act 2!\Where are you, Act 2?! Why won't you come?!\Act 2 was killed in the explosion!\It's split in two!\N-No, wait...\If the explosion killed it, I'd be dead too, because I'm the user.\N-Now I remember! It looked like Reverb died once before, too. response:	A-And then...
context: Act 2!\Where are you, Act 2?! Why won't you come?!\Act 2 was killed in the explosion!\It's split in two!\N-No, wait...\If the explosion killed it, I'd be dead too, because I'm the user.\N-Now I remember! It looked like Reverb died once before, too.\A-And then... response:	C-Could it be...
context: Where are you, Act 2?! Why won't you come?!\Act 2 was killed in the explosion!\It's split in two!\N-No, wait...\If the explosion killed it, I'd be dead too, because I'm the user.\N-Now I remember! It looked like Reverb died once before, too.\A-And then...\C-Could it be... response:	Booom
context: Act 2 was killed in the explosion!\It's split in two!\N-No, wait...\If the explosion killed it, I'd be dead too, because I'm the user.\N-Now I remember! It looked like Reverb died once before, too.\A-And then...\C-Could it be...\Booom response:	Reverb Act 3!
context: It's split in two!\N-No, wait...\If the explosion killed it, I'd be dead too, because I'm the user.\N-Now I remember! It looked like Reverb died once before, too.\A-And then...\C-Could it be...\Booom\Reverb Act 3! response:	Um, is that who you are, sir?
context: N-No, wait...\If the explosion killed it, I'd be dead too, because I'm the user.\N-Now I remember! It looked like Reverb died once before, too.\A-And then...\C-Could it be...\Booom\Reverb Act 3!\Um, is that who you are, sir? response:	Please give me orders.
context: If the explosion killed it, I'd be dead too, because I'm the user.\N-Now I remember! It looked like Reverb died once before, too.\A-And then...\C-Could it be...\Booom\Reverb Act 3!\Um, is that who you are, sir?\Please give me orders. response:	D-Does this mean I've grown?!
context: N-Now I remember! It looked like Reverb died once before, too.\A-And then...\C-Could it be...\Booom\Reverb Act 3!\Um, is that who you are, sir?\Please give me orders.\D-Does this mean I've grown?! response:	You're amazing, Act 3!
context: A-And then...\C-Could it be...\Booom\Reverb Act 3!\Um, is that who you are, sir?\Please give me orders.\D-Does this mean I've grown?!\You're amazing, Act 3! response:	Please give me orders.
context: C-Could it be...\Booom\Reverb Act 3!\Um, is that who you are, sir?\Please give me orders.\D-Does this mean I've grown?!\You're amazing, Act 3!\Please give me orders. response:	Er, I don't know what your powers are, so... F-For now...
context: Booom\Reverb Act 3!\Um, is that who you are, sir?\Please give me orders.\D-Does this mean I've grown?!\You're amazing, Act 3!\Please give me orders.\Er, I don't know what your powers are, so... F-For now... response:	Please protect us, Act 3!
context: Reverb Act 3!\Um, is that who you are, sir?\Please give me orders.\D-Does this mean I've grown?!\You're amazing, Act 3!\Please give me orders.\Er, I don't know what your powers are, so... F-For now...\Please protect us, Act 3! response:	Um, protect us, please. You can do that, right?
context: Um, is that who you are, sir?\Please give me orders.\D-Does this mean I've grown?!\You're amazing, Act 3!\Please give me orders.\Er, I don't know what your powers are, so... F-For now...\Please protect us, Act 3!\Um, protect us, please. You can do that, right? response:	Understood.
context: Please give me orders.\D-Does this mean I've grown?!\You're amazing, Act 3!\Please give me orders.\Er, I don't know what your powers are, so... F-For now...\Please protect us, Act 3!\Um, protect us, please. You can do that, right?\Understood. response:	This air pressure!
context: D-Does this mean I've grown?!\You're amazing, Act 3!\Please give me orders.\Er, I don't know what your powers are, so... F-For now...\Please protect us, Act 3!\Um, protect us, please. You can do that, right?\Understood.\This air pressure! response:	Th-This Stand has incredible speed!
context: You're amazing, Act 3!\Please give me orders.\Er, I don't know what your powers are, so... F-For now...\Please protect us, Act 3!\Um, protect us, please. You can do that, right?\Understood.\This air pressure!\Th-This Stand has incredible speed! response:	It has way more speed than Act 1 and Act 2!
context: Please give me orders.\Er, I don't know what your powers are, so... F-For now...\Please protect us, Act 3!\Um, protect us, please. You can do that, right?\Understood.\This air pressure!\Th-This Stand has incredible speed!\It has way more speed than Act 1 and Act 2! response:	Snap
context: Er, I don't know what your powers are, so... F-For now...\Please protect us, Act 3!\Um, protect us, please. You can do that, right?\Understood.\This air pressure!\Th-This Stand has incredible speed!\It has way more speed than Act 1 and Act 2!\Snap response:	Special move: Reverb Act 3 Freeze!
context: Please protect us, Act 3!\Um, protect us, please. You can do that, right?\Understood.\This air pressure!\Th-This Stand has incredible speed!\It has way more speed than Act 1 and Act 2!\Snap\Special move: Reverb Act 3 Freeze! response:	Kerbam Bam
context: Um, protect us, please. You can do that, right?\Understood.\This air pressure!\Th-This Stand has incredible speed!\It has way more speed than Act 1 and Act 2!\Snap\Special move: Reverb Act 3 Freeze!\Kerbam Bam response:	Kerbam Bam
context: Understood.\This air pressure!\Th-This Stand has incredible speed!\It has way more speed than Act 1 and Act 2!\Snap\Special move: Reverb Act 3 Freeze!\Kerbam Bam\Kerbam Bam response:	Crash
context: This air pressure!\Th-This Stand has incredible speed!\It has way more speed than Act 1 and Act 2!\Snap\Special move: Reverb Act 3 Freeze!\Kerbam Bam\Kerbam Bam\Crash response:	H-Hey, Act 3?!
context: Th-This Stand has incredible speed!\It has way more speed than Act 1 and Act 2!\Snap\Special move: Reverb Act 3 Freeze!\Kerbam Bam\Kerbam Bam\Crash\H-Hey, Act 3?! response:	It's too strong. I can't.
context: It has way more speed than Act 1 and Act 2!\Snap\Special move: Reverb Act 3 Freeze!\Kerbam Bam\Kerbam Bam\Crash\H-Hey, Act 3?!\It's too strong. I can't. response:	You can't?!
context: Snap\Special move: Reverb Act 3 Freeze!\Kerbam Bam\Kerbam Bam\Crash\H-Hey, Act 3?!\It's too strong. I can't.\You can't?! response:	This enemy has a seriously heavy power.
context: Special move: Reverb Act 3 Freeze!\Kerbam Bam\Kerbam Bam\Crash\H-Hey, Act 3?!\It's too strong. I can't.\You can't?!\This enemy has a seriously heavy power. response:	S-H-I-T.
context: Kerbam Bam\Kerbam Bam\Crash\H-Hey, Act 3?!\It's too strong. I can't.\You can't?!\This enemy has a seriously heavy power.\S-H-I-T. response:	I pushed, but I lost.
context: Kerbam Bam\Crash\H-Hey, Act 3?!\It's too strong. I can't.\You can't?!\This enemy has a seriously heavy power.\S-H-I-T.\I pushed, but I lost. response:	You pushed and lost? You can't be serious!
context: Crash\H-Hey, Act 3?!\It's too strong. I can't.\You can't?!\This enemy has a seriously heavy power.\S-H-I-T.\I pushed, but I lost.\You pushed and lost? You can't be serious! response:	I'm telling you to protect us!
context: H-Hey, Act 3?!\It's too strong. I can't.\You can't?!\This enemy has a seriously heavy power.\S-H-I-T.\I pushed, but I lost.\You pushed and lost? You can't be serious!\I'm telling you to protect us! response:	I have finished protecting us,
context: It's too strong. I can't.\You can't?!\This enemy has a seriously heavy power.\S-H-I-T.\I pushed, but I lost.\You pushed and lost? You can't be serious!\I'm telling you to protect us!\I have finished protecting us, response:	just like you ordered.
context: You can't?!\This enemy has a seriously heavy power.\S-H-I-T.\I pushed, but I lost.\You pushed and lost? You can't be serious!\I'm telling you to protect us!\I have finished protecting us,\just like you ordered. response:	Look over here.
context: This enemy has a seriously heavy power.\S-H-I-T.\I pushed, but I lost.\You pushed and lost? You can't be serious!\I'm telling you to protect us!\I have finished protecting us,\just like you ordered.\Look over here. response:	You finished?! In what way?!
context: S-H-I-T.\I pushed, but I lost.\You pushed and lost? You can't be serious!\I'm telling you to protect us!\I have finished protecting us,\just like you ordered.\Look over here.\You finished?! In what way?! response:	You're completely useless! We haven't grown at all!
context: I pushed, but I lost.\You pushed and lost? You can't be serious!\I'm telling you to protect us!\I have finished protecting us,\just like you ordered.\Look over here.\You finished?! In what way?!\You're completely useless! We haven't grown at all! response:	Look over he
context: You pushed and lost? You can't be serious!\I'm telling you to protect us!\I have finished protecting us,\just like you ordered.\Look over here.\You finished?! In what way?!\You're completely useless! We haven't grown at all!\Look over he response:	Wh-What?
context: I'm telling you to protect us!\I have finished protecting us,\just like you ordered.\Look over here.\You finished?! In what way?!\You're completely useless! We haven't grown at all!\Look over he\Wh-What? response:	This is taking far too long.
context: I have finished protecting us,\just like you ordered.\Look over here.\You finished?! In what way?!\You're completely useless! We haven't grown at all!\Look over he\Wh-What?\This is taking far too long. response:	Why is Heart Attack taking so long?
context: just like you ordered.\Look over here.\You finished?! In what way?!\You're completely useless! We haven't grown at all!\Look over he\Wh-What?\This is taking far too long.\Why is Heart Attack taking so long? response:	Wh-What's going on? My left hand just...
context: Look over here.\You finished?! In what way?!\You're completely useless! We haven't grown at all!\Look over he\Wh-What?\This is taking far too long.\Why is Heart Attack taking so long?\Wh-What's going on? My left hand just... response:	My left hand that released Heart Attack just suddenly...
context: You finished?! In what way?!\You're completely useless! We haven't grown at all!\Look over he\Wh-What?\This is taking far too long.\Why is Heart Attack taking so long?\Wh-What's going on? My left hand just...\My left hand that released Heart Attack just suddenly... response:	Sir, what's wrong? Are you all right?
context: You're completely useless! We haven't grown at all!\Look over he\Wh-What?\This is taking far too long.\Why is Heart Attack taking so long?\Wh-What's going on? My left hand just...\My left hand that released Heart Attack just suddenly...\Sir, what's wrong? Are you all right? response:	Oh, it's nothing. Allow me to pay for the cup.
context: Look over he\Wh-What?\This is taking far too long.\Why is Heart Attack taking so long?\Wh-What's going on? My left hand just...\My left hand that released Heart Attack just suddenly...\Sir, what's wrong? Are you all right?\Oh, it's nothing. Allow me to pay for the cup. response:	I'll be leaving, so can I get my check?
context: Wh-What?\This is taking far too long.\Why is Heart Attack taking so long?\Wh-What's going on? My left hand just...\My left hand that released Heart Attack just suddenly...\Sir, what's wrong? Are you all right?\Oh, it's nothing. Allow me to pay for the cup.\I'll be leaving, so can I get my check? response:	Th-This is...
context: This is taking far too long.\Why is Heart Attack taking so long?\Wh-What's going on? My left hand just...\My left hand that released Heart Attack just suddenly...\Sir, what's wrong? Are you all right?\Oh, it's nothing. Allow me to pay for the cup.\I'll be leaving, so can I get my check?\Th-This is... response:	M-My left hand... is heavy!
context: Why is Heart Attack taking so long?\Wh-What's going on? My left hand just...\My left hand that released Heart Attack just suddenly...\Sir, what's wrong? Are you all right?\Oh, it's nothing. Allow me to pay for the cup.\I'll be leaving, so can I get my check?\Th-This is...\M-My left hand... is heavy! response:	S-Sir?
context: Wh-What's going on? My left hand just...\My left hand that released Heart Attack just suddenly...\Sir, what's wrong? Are you all right?\Oh, it's nothing. Allow me to pay for the cup.\I'll be leaving, so can I get my check?\Th-This is...\M-My left hand... is heavy!\S-Sir? response:	I-Impossible! My left hand! My left hand...
context: My left hand that released Heart Attack just suddenly...\Sir, what's wrong? Are you all right?\Oh, it's nothing. Allow me to pay for the cup.\I'll be leaving, so can I get my check?\Th-This is...\M-My left hand... is heavy!\S-Sir?\I-Impossible! My left hand! My left hand... response:	It feels like there's a 40 or 50 kilogram weight on it.
context: Sir, what's wrong? Are you all right?\Oh, it's nothing. Allow me to pay for the cup.\I'll be leaving, so can I get my check?\Th-This is...\M-My left hand... is heavy!\S-Sir?\I-Impossible! My left hand! My left hand...\It feels like there's a 40 or 50 kilogram weight on it. response:	What's going on over there?
context: Oh, it's nothing. Allow me to pay for the cup.\I'll be leaving, so can I get my check?\Th-This is...\M-My left hand... is heavy!\S-Sir?\I-Impossible! My left hand! My left hand...\It feels like there's a 40 or 50 kilogram weight on it.\What's going on over there? response:	Sir, are you all right?
context: I'll be leaving, so can I get my check?\Th-This is...\M-My left hand... is heavy!\S-Sir?\I-Impossible! My left hand! My left hand...\It feels like there's a 40 or 50 kilogram weight on it.\What's going on over there?\Sir, are you all right? response:	D-Don't mind me.
context: Th-This is...\M-My left hand... is heavy!\S-Sir?\I-Impossible! My left hand! My left hand...\It feels like there's a 40 or 50 kilogram weight on it.\What's going on over there?\Sir, are you all right?\D-Don't mind me. response:	Please, allow me to give you a hand.
context: M-My left hand... is heavy!\S-Sir?\I-Impossible! My left hand! My left hand...\It feels like there's a 40 or 50 kilogram weight on it.\What's going on over there?\Sir, are you all right?\D-Don't mind me.\Please, allow me to give you a hand. response:	It's heavy!
context: S-Sir?\I-Impossible! My left hand! My left hand...\It feels like there's a 40 or 50 kilogram weight on it.\What's going on over there?\Sir, are you all right?\D-Don't mind me.\Please, allow me to give you a hand.\It's heavy! response:	What are you doing, sir? How could you?
context: I-Impossible! My left hand! My left hand...\It feels like there's a 40 or 50 kilogram weight on it.\What's going on over there?\Sir, are you all right?\D-Don't mind me.\Please, allow me to give you a hand.\It's heavy!\What are you doing, sir? How could you? response:	It's sunken into the pavement and having a hard time moving...
context: It feels like there's a 40 or 50 kilogram weight on it.\What's going on over there?\Sir, are you all right?\D-Don't mind me.\Please, allow me to give you a hand.\It's heavy!\What are you doing, sir? How could you?\It's sunken into the pavement and having a hard time moving... response:	Act 3! What did you do? This power...
context: What's going on over there?\Sir, are you all right?\D-Don't mind me.\Please, allow me to give you a hand.\It's heavy!\What are you doing, sir? How could you?\It's sunken into the pavement and having a hard time moving...\Act 3! What did you do? This power... response:	3 Freeze!
context: Sir, are you all right?\D-Don't mind me.\Please, allow me to give you a hand.\It's heavy!\What are you doing, sir? How could you?\It's sunken into the pavement and having a hard time moving...\Act 3! What did you do? This power...\3 Freeze! response:	I've rhymed three and free.
context: D-Don't mind me.\Please, allow me to give you a hand.\It's heavy!\What are you doing, sir? How could you?\It's sunken into the pavement and having a hard time moving...\Act 3! What did you do? This power...\3 Freeze!\I've rhymed three and free. response:	Act 3, what is this power?
context: Please, allow me to give you a hand.\It's heavy!\What are you doing, sir? How could you?\It's sunken into the pavement and having a hard time moving...\Act 3! What did you do? This power...\3 Freeze!\I've rhymed three and free.\Act 3, what is this power? response:	Why is it moving slower? Tell me.
context: It's heavy!\What are you doing, sir? How could you?\It's sunken into the pavement and having a hard time moving...\Act 3! What did you do? This power...\3 Freeze!\I've rhymed three and free.\Act 3, what is this power?\Why is it moving slower? Tell me. response:	There's really nothing to explain about it.
context: What are you doing, sir? How could you?\It's sunken into the pavement and having a hard time moving...\Act 3! What did you do? This power...\3 Freeze!\I've rhymed three and free.\Act 3, what is this power?\Why is it moving slower? Tell me.\There's really nothing to explain about it. response:	It's heavy...
context: It's sunken into the pavement and having a hard time moving...\Act 3! What did you do? This power...\3 Freeze!\I've rhymed three and free.\Act 3, what is this power?\Why is it moving slower? Tell me.\There's really nothing to explain about it.\It's heavy... response:	For whatever reason, Heart Attack has gotten heavy.
context: Act 3! What did you do? This power...\3 Freeze!\I've rhymed three and free.\Act 3, what is this power?\Why is it moving slower? Tell me.\There's really nothing to explain about it.\It's heavy...\For whatever reason, Heart Attack has gotten heavy. response:	This isn't good. I need to retrieve it.
context: 3 Freeze!\I've rhymed three and free.\Act 3, what is this power?\Why is it moving slower? Tell me.\There's really nothing to explain about it.\It's heavy...\For whatever reason, Heart Attack has gotten heavy.\This isn't good. I need to retrieve it. response:	I have to go retrieve Heart Attack myself.
context: I've rhymed three and free.\Act 3, what is this power?\Why is it moving slower? Tell me.\There's really nothing to explain about it.\It's heavy...\For whatever reason, Heart Attack has gotten heavy.\This isn't good. I need to retrieve it.\I have to go retrieve Heart Attack myself. response:	Episode 24 Heart Attack, Part 2
context: Act 3, what is this power?\Why is it moving slower? Tell me.\There's really nothing to explain about it.\It's heavy...\For whatever reason, Heart Attack has gotten heavy.\This isn't good. I need to retrieve it.\I have to go retrieve Heart Attack myself.\Episode 24 Heart Attack, Part 2 response:	Episode 24 H eart A ttack, Part 2
