context: 3 years ago response:	3 years ago
context: Can I take a look at that?\What?!\Bingo.\Molotov cocktails? You guys are pretty old-fashioned.\Hey!\I'm with the Bureau.\Crime Coefficient is over 150.\It's the cops! response:	That idiot! I told him not to be reckless!
context: What?!\Bingo.\Molotov cocktails? You guys are pretty old-fashioned.\Hey!\I'm with the Bureau.\Crime Coefficient is over 150.\It's the cops!\That idiot! I told him not to be reckless! response:	Doesn't this place have a fire extinguisher?!
context: Bingo.\Molotov cocktails? You guys are pretty old-fashioned.\Hey!\I'm with the Bureau.\Crime Coefficient is over 150.\It's the cops!\That idiot! I told him not to be reckless!\Doesn't this place have a fire extinguisher?! response:	This is an emergency!
context: Molotov cocktails? You guys are pretty old-fashioned.\Hey!\I'm with the Bureau.\Crime Coefficient is over 150.\It's the cops!\That idiot! I told him not to be reckless!\Doesn't this place have a fire extinguisher?!\This is an emergency! response:	Dispatch all Drones to 27 Club!
context: Hey!\I'm with the Bureau.\Crime Coefficient is over 150.\It's the cops!\That idiot! I told him not to be reckless!\Doesn't this place have a fire extinguisher?!\This is an emergency!\Dispatch all Drones to 27 Club! response:	Sasayama!
context: I'm with the Bureau.\Crime Coefficient is over 150.\It's the cops!\That idiot! I told him not to be reckless!\Doesn't this place have a fire extinguisher?!\This is an emergency!\Dispatch all Drones to 27 Club!\Sasayama! response:	This is Ginoza Nobuchika, an Inspector from the Public Safety Bureau's CID.
context: Crime Coefficient is over 150.\It's the cops!\That idiot! I told him not to be reckless!\Doesn't this place have a fire extinguisher?!\This is an emergency!\Dispatch all Drones to 27 Club!\Sasayama!\This is Ginoza Nobuchika, an Inspector from the Public Safety Bureau's CID. response:	I'm requesting a dispatch from the Fire Department.
context: It's the cops!\That idiot! I told him not to be reckless!\Doesn't this place have a fire extinguisher?!\This is an emergency!\Dispatch all Drones to 27 Club!\Sasayama!\This is Ginoza Nobuchika, an Inspector from the Public Safety Bureau's CID.\I'm requesting a dispatch from the Fire Department. response:	Listen, stay here. No matter what!
context: That idiot! I told him not to be reckless!\Doesn't this place have a fire extinguisher?!\This is an emergency!\Dispatch all Drones to 27 Club!\Sasayama!\This is Ginoza Nobuchika, an Inspector from the Public Safety Bureau's CID.\I'm requesting a dispatch from the Fire Department.\Listen, stay here. No matter what! response:	Kunizuka!
context: Doesn't this place have a fire extinguisher?!\This is an emergency!\Dispatch all Drones to 27 Club!\Sasayama!\This is Ginoza Nobuchika, an Inspector from the Public Safety Bureau's CID.\I'm requesting a dispatch from the Fire Department.\Listen, stay here. No matter what!\Kunizuka! response:	I'm sure that was Rina's voice!
context: This is an emergency!\Dispatch all Drones to 27 Club!\Sasayama!\This is Ginoza Nobuchika, an Inspector from the Public Safety Bureau's CID.\I'm requesting a dispatch from the Fire Department.\Listen, stay here. No matter what!\Kunizuka!\I'm sure that was Rina's voice! response:	Don't come any closer, you damn puppet of Sibyl!
context: Dispatch all Drones to 27 Club!\Sasayama!\This is Ginoza Nobuchika, an Inspector from the Public Safety Bureau's CID.\I'm requesting a dispatch from the Fire Department.\Listen, stay here. No matter what!\Kunizuka!\I'm sure that was Rina's voice!\Don't come any closer, you damn puppet of Sibyl! response:	Crime Coefficient is 98.
context: Sasayama!\This is Ginoza Nobuchika, an Inspector from the Public Safety Bureau's CID.\I'm requesting a dispatch from the Fire Department.\Listen, stay here. No matter what!\Kunizuka!\I'm sure that was Rina's voice!\Don't come any closer, you damn puppet of Sibyl!\Crime Coefficient is 98. response:	Not a target for enforcement action.
context: This is Ginoza Nobuchika, an Inspector from the Public Safety Bureau's CID.\I'm requesting a dispatch from the Fire Department.\Listen, stay here. No matter what!\Kunizuka!\I'm sure that was Rina's voice!\Don't come any closer, you damn puppet of Sibyl!\Crime Coefficient is 98.\Not a target for enforcement action. response:	The trigger will be locked.
context: I'm requesting a dispatch from the Fire Department.\Listen, stay here. No matter what!\Kunizuka!\I'm sure that was Rina's voice!\Don't come any closer, you damn puppet of Sibyl!\Crime Coefficient is 98.\Not a target for enforcement action.\The trigger will be locked. response:	Everything under control?!
context: Listen, stay here. No matter what!\Kunizuka!\I'm sure that was Rina's voice!\Don't come any closer, you damn puppet of Sibyl!\Crime Coefficient is 98.\Not a target for enforcement action.\The trigger will be locked.\Everything under control?! response:	Are you gonna shoot me?! Go right ahead!
context: Kunizuka!\I'm sure that was Rina's voice!\Don't come any closer, you damn puppet of Sibyl!\Crime Coefficient is 98.\Not a target for enforcement action.\The trigger will be locked.\Everything under control?!\Are you gonna shoot me?! Go right ahead! response:	You're a goddamn fascist who blindly kills people when Sibyl tells you to!
context: I'm sure that was Rina's voice!\Don't come any closer, you damn puppet of Sibyl!\Crime Coefficient is 98.\Not a target for enforcement action.\The trigger will be locked.\Everything under control?!\Are you gonna shoot me?! Go right ahead!\You're a goddamn fascist who blindly kills people when Sibyl tells you to! response:	Well, you sure are fired up.
context: Don't come any closer, you damn puppet of Sibyl!\Crime Coefficient is 98.\Not a target for enforcement action.\The trigger will be locked.\Everything under control?!\Are you gonna shoot me?! Go right ahead!\You're a goddamn fascist who blindly kills people when Sibyl tells you to!\Well, you sure are fired up. response:	The hostage is in the way.
context: Crime Coefficient is 98.\Not a target for enforcement action.\The trigger will be locked.\Everything under control?!\Are you gonna shoot me?! Go right ahead!\You're a goddamn fascist who blindly kills people when Sibyl tells you to!\Well, you sure are fired up.\The hostage is in the way. response:	Her Crime Coefficient's already 98.
context: Not a target for enforcement action.\The trigger will be locked.\Everything under control?!\Are you gonna shoot me?! Go right ahead!\You're a goddamn fascist who blindly kills people when Sibyl tells you to!\Well, you sure are fired up.\The hostage is in the way.\Her Crime Coefficient's already 98. response:	Practically a latent criminal already.
context: The trigger will be locked.\Everything under control?!\Are you gonna shoot me?! Go right ahead!\You're a goddamn fascist who blindly kills people when Sibyl tells you to!\Well, you sure are fired up.\The hostage is in the way.\Her Crime Coefficient's already 98.\Practically a latent criminal already. response:	Can't we just take care of them together?
context: Everything under control?!\Are you gonna shoot me?! Go right ahead!\You're a goddamn fascist who blindly kills people when Sibyl tells you to!\Well, you sure are fired up.\The hostage is in the way.\Her Crime Coefficient's already 98.\Practically a latent criminal already.\Can't we just take care of them together? response:	We can't just start shooting everyone!
context: Are you gonna shoot me?! Go right ahead!\You're a goddamn fascist who blindly kills people when Sibyl tells you to!\Well, you sure are fired up.\The hostage is in the way.\Her Crime Coefficient's already 98.\Practically a latent criminal already.\Can't we just take care of them together?\We can't just start shooting everyone! response:	You're a nice guy.
context: You're a goddamn fascist who blindly kills people when Sibyl tells you to!\Well, you sure are fired up.\The hostage is in the way.\Her Crime Coefficient's already 98.\Practically a latent criminal already.\Can't we just take care of them together?\We can't just start shooting everyone!\You're a nice guy. response:	I hope it won't cost you your life.
context: Well, you sure are fired up.\The hostage is in the way.\Her Crime Coefficient's already 98.\Practically a latent criminal already.\Can't we just take care of them together?\We can't just start shooting everyone!\You're a nice guy.\I hope it won't cost you your life. response:	What's going on inside?!
context: The hostage is in the way.\Her Crime Coefficient's already 98.\Practically a latent criminal already.\Can't we just take care of them together?\We can't just start shooting everyone!\You're a nice guy.\I hope it won't cost you your life.\What's going on inside?! response:	You can't go in there anymore!
context: Her Crime Coefficient's already 98.\Practically a latent criminal already.\Can't we just take care of them together?\We can't just start shooting everyone!\You're a nice guy.\I hope it won't cost you your life.\What's going on inside?!\You can't go in there anymore! response:	It's total chaos inside!
context: Practically a latent criminal already.\Can't we just take care of them together?\We can't just start shooting everyone!\You're a nice guy.\I hope it won't cost you your life.\What's going on inside?!\You can't go in there anymore!\It's total chaos inside! response:	Do you know what happened to Rina?
context: Can't we just take care of them together?\We can't just start shooting everyone!\You're a nice guy.\I hope it won't cost you your life.\What's going on inside?!\You can't go in there anymore!\It's total chaos inside!\Do you know what happened to Rina? response:	You know, the vocalist for Prophecy?
context: We can't just start shooting everyone!\You're a nice guy.\I hope it won't cost you your life.\What's going on inside?!\You can't go in there anymore!\It's total chaos inside!\Do you know what happened to Rina?\You know, the vocalist for Prophecy? response:	She was on the stage when the explosion happened!
context: You're a nice guy.\I hope it won't cost you your life.\What's going on inside?!\You can't go in there anymore!\It's total chaos inside!\Do you know what happened to Rina?\You know, the vocalist for Prophecy?\She was on the stage when the explosion happened! response:	You're in our way! Move!
context: I hope it won't cost you your life.\What's going on inside?!\You can't go in there anymore!\It's total chaos inside!\Do you know what happened to Rina?\You know, the vocalist for Prophecy?\She was on the stage when the explosion happened!\You're in our way! Move! response:	You call this a world where you can enjoy art and nature?!
context: What's going on inside?!\You can't go in there anymore!\It's total chaos inside!\Do you know what happened to Rina?\You know, the vocalist for Prophecy?\She was on the stage when the explosion happened!\You're in our way! Move!\You call this a world where you can enjoy art and nature?! response:	Sibyl ruined my music potential!
context: You can't go in there anymore!\It's total chaos inside!\Do you know what happened to Rina?\You know, the vocalist for Prophecy?\She was on the stage when the explosion happened!\You're in our way! Move!\You call this a world where you can enjoy art and nature?!\Sibyl ruined my music potential! response:	Oh, how lucky for you!
context: It's total chaos inside!\Do you know what happened to Rina?\You know, the vocalist for Prophecy?\She was on the stage when the explosion happened!\You're in our way! Move!\You call this a world where you can enjoy art and nature?!\Sibyl ruined my music potential!\Oh, how lucky for you! response:	You didn't have to waste your life half-assedly pursuing some dream you didn't have the talent to achieve!
context: Do you know what happened to Rina?\You know, the vocalist for Prophecy?\She was on the stage when the explosion happened!\You're in our way! Move!\You call this a world where you can enjoy art and nature?!\Sibyl ruined my music potential!\Oh, how lucky for you!\You didn't have to waste your life half-assedly pursuing some dream you didn't have the talent to achieve! response:	Hey!
context: You know, the vocalist for Prophecy?\She was on the stage when the explosion happened!\You're in our way! Move!\You call this a world where you can enjoy art and nature?!\Sibyl ruined my music potential!\Oh, how lucky for you!\You didn't have to waste your life half-assedly pursuing some dream you didn't have the talent to achieve!\Hey! response:	Shut up!
context: She was on the stage when the explosion happened!\You're in our way! Move!\You call this a world where you can enjoy art and nature?!\Sibyl ruined my music potential!\Oh, how lucky for you!\You didn't have to waste your life half-assedly pursuing some dream you didn't have the talent to achieve!\Hey!\Shut up! response:	Rina!
context: You're in our way! Move!\You call this a world where you can enjoy art and nature?!\Sibyl ruined my music potential!\Oh, how lucky for you!\You didn't have to waste your life half-assedly pursuing some dream you didn't have the talent to achieve!\Hey!\Shut up!\Rina! response:	Yayoi!
context: You call this a world where you can enjoy art and nature?!\Sibyl ruined my music potential!\Oh, how lucky for you!\You didn't have to waste your life half-assedly pursuing some dream you didn't have the talent to achieve!\Hey!\Shut up!\Rina!\Yayoi! response:	Are you okay?
context: Sibyl ruined my music potential!\Oh, how lucky for you!\You didn't have to waste your life half-assedly pursuing some dream you didn't have the talent to achieve!\Hey!\Shut up!\Rina!\Yayoi!\Are you okay? response:	Yeah, it all broke out pretty far from the stage, so we got out safely.
context: Oh, how lucky for you!\You didn't have to waste your life half-assedly pursuing some dream you didn't have the talent to achieve!\Hey!\Shut up!\Rina!\Yayoi!\Are you okay?\Yeah, it all broke out pretty far from the stage, so we got out safely. response:	Hey, what are you doing here?
context: You didn't have to waste your life half-assedly pursuing some dream you didn't have the talent to achieve!\Hey!\Shut up!\Rina!\Yayoi!\Are you okay?\Yeah, it all broke out pretty far from the stage, so we got out safely.\Hey, what are you doing here? response:	Were you able to get discharged?
context: Hey!\Shut up!\Rina!\Yayoi!\Are you okay?\Yeah, it all broke out pretty far from the stage, so we got out safely.\Hey, what are you doing here?\Were you able to get discharged? response:	Not exactly.
context: Shut up!\Rina!\Yayoi!\Are you okay?\Yeah, it all broke out pretty far from the stage, so we got out safely.\Hey, what are you doing here?\Were you able to get discharged?\Not exactly. response:	I came here with the people from the Bureau.
context: Rina!\Yayoi!\Are you okay?\Yeah, it all broke out pretty far from the stage, so we got out safely.\Hey, what are you doing here?\Were you able to get discharged?\Not exactly.\I came here with the people from the Bureau. response:	The Bureau?
context: Yayoi!\Are you okay?\Yeah, it all broke out pretty far from the stage, so we got out safely.\Hey, what are you doing here?\Were you able to get discharged?\Not exactly.\I came here with the people from the Bureau.\The Bureau? response:	Sorry, Rina! Thanks for waiting!
context: Are you okay?\Yeah, it all broke out pretty far from the stage, so we got out safely.\Hey, what are you doing here?\Were you able to get discharged?\Not exactly.\I came here with the people from the Bureau.\The Bureau?\Sorry, Rina! Thanks for waiting! response:	This is all we could manage to save.
context: Yeah, it all broke out pretty far from the stage, so we got out safely.\Hey, what are you doing here?\Were you able to get discharged?\Not exactly.\I came here with the people from the Bureau.\The Bureau?\Sorry, Rina! Thanks for waiting!\This is all we could manage to save. response:	Okay.
context: Hey, what are you doing here?\Were you able to get discharged?\Not exactly.\I came here with the people from the Bureau.\The Bureau?\Sorry, Rina! Thanks for waiting!\This is all we could manage to save.\Okay. response:	How many are left?
context: Were you able to get discharged?\Not exactly.\I came here with the people from the Bureau.\The Bureau?\Sorry, Rina! Thanks for waiting!\This is all we could manage to save.\Okay.\How many are left? response:	Rina, those...
context: Not exactly.\I came here with the people from the Bureau.\The Bureau?\Sorry, Rina! Thanks for waiting!\This is all we could manage to save.\Okay.\How many are left?\Rina, those... response:	Hey, who's that?
context: I came here with the people from the Bureau.\The Bureau?\Sorry, Rina! Thanks for waiting!\This is all we could manage to save.\Okay.\How many are left?\Rina, those...\Hey, who's that? response:	Nobody. Just go on ahead.
context: The Bureau?\Sorry, Rina! Thanks for waiting!\This is all we could manage to save.\Okay.\How many are left?\Rina, those...\Hey, who's that?\Nobody. Just go on ahead. response:	What's going on?
context: Sorry, Rina! Thanks for waiting!\This is all we could manage to save.\Okay.\How many are left?\Rina, those...\Hey, who's that?\Nobody. Just go on ahead.\What's going on? response:	I'll catch up with you guys soon.
context: This is all we could manage to save.\Okay.\How many are left?\Rina, those...\Hey, who's that?\Nobody. Just go on ahead.\What's going on?\I'll catch up with you guys soon. response:	Okay, then.
context: Okay.\How many are left?\Rina, those...\Hey, who's that?\Nobody. Just go on ahead.\What's going on?\I'll catch up with you guys soon.\Okay, then. response:	Rina... What are you doing?
context: How many are left?\Rina, those...\Hey, who's that?\Nobody. Just go on ahead.\What's going on?\I'll catch up with you guys soon.\Okay, then.\Rina... What are you doing? response:	Put down your guns! Put them down!
context: Rina, those...\Hey, who's that?\Nobody. Just go on ahead.\What's going on?\I'll catch up with you guys soon.\Okay, then.\Rina... What are you doing?\Put down your guns! Put them down! response:	Crime Coefficient is 314.
context: Hey, who's that?\Nobody. Just go on ahead.\What's going on?\I'll catch up with you guys soon.\Okay, then.\Rina... What are you doing?\Put down your guns! Put them down!\Crime Coefficient is 314. response:	Whoa! Here's a big one!
context: Nobody. Just go on ahead.\What's going on?\I'll catch up with you guys soon.\Okay, then.\Rina... What are you doing?\Put down your guns! Put them down!\Crime Coefficient is 314.\Whoa! Here's a big one! response:	It's exactly how it looks.
context: What's going on?\I'll catch up with you guys soon.\Okay, then.\Rina... What are you doing?\Put down your guns! Put them down!\Crime Coefficient is 314.\Whoa! Here's a big one!\It's exactly how it looks. response:	We're gonna overthrow Sibyl.
context: I'll catch up with you guys soon.\Okay, then.\Rina... What are you doing?\Put down your guns! Put them down!\Crime Coefficient is 314.\Whoa! Here's a big one!\It's exactly how it looks.\We're gonna overthrow Sibyl. response:	We're a resistance force.
context: Okay, then.\Rina... What are you doing?\Put down your guns! Put them down!\Crime Coefficient is 314.\Whoa! Here's a big one!\It's exactly how it looks.\We're gonna overthrow Sibyl.\We're a resistance force. response:	If you do this, you'll become more than a latent criminal!
context: Rina... What are you doing?\Put down your guns! Put them down!\Crime Coefficient is 314.\Whoa! Here's a big one!\It's exactly how it looks.\We're gonna overthrow Sibyl.\We're a resistance force.\If you do this, you'll become more than a latent criminal! response:	You could get executed!
context: Put down your guns! Put them down!\Crime Coefficient is 314.\Whoa! Here's a big one!\It's exactly how it looks.\We're gonna overthrow Sibyl.\We're a resistance force.\If you do this, you'll become more than a latent criminal!\You could get executed! response:	You're different to how I thought you were.
context: Crime Coefficient is 314.\Whoa! Here's a big one!\It's exactly how it looks.\We're gonna overthrow Sibyl.\We're a resistance force.\If you do this, you'll become more than a latent criminal!\You could get executed!\You're different to how I thought you were. response:	What?
context: Whoa! Here's a big one!\It's exactly how it looks.\We're gonna overthrow Sibyl.\We're a resistance force.\If you do this, you'll become more than a latent criminal!\You could get executed!\You're different to how I thought you were.\What? response:	Say, Yayoi...
context: It's exactly how it looks.\We're gonna overthrow Sibyl.\We're a resistance force.\If you do this, you'll become more than a latent criminal!\You could get executed!\You're different to how I thought you were.\What?\Say, Yayoi... response:	Why don't you fight with us?
context: We're gonna overthrow Sibyl.\We're a resistance force.\If you do this, you'll become more than a latent criminal!\You could get executed!\You're different to how I thought you were.\What?\Say, Yayoi...\Why don't you fight with us? response:	I can't do that.
context: We're a resistance force.\If you do this, you'll become more than a latent criminal!\You could get executed!\You're different to how I thought you were.\What?\Say, Yayoi...\Why don't you fight with us?\I can't do that. response:	Why not? Because you're authorized?
context: If you do this, you'll become more than a latent criminal!\You could get executed!\You're different to how I thought you were.\What?\Say, Yayoi...\Why don't you fight with us?\I can't do that.\Why not? Because you're authorized? response:	No, that's not it.
context: You could get executed!\You're different to how I thought you were.\What?\Say, Yayoi...\Why don't you fight with us?\I can't do that.\Why not? Because you're authorized?\No, that's not it. response:	You know how wrong our current society is.
context: You're different to how I thought you were.\What?\Say, Yayoi...\Why don't you fight with us?\I can't do that.\Why not? Because you're authorized?\No, that's not it.\You know how wrong our current society is. response:	Even if you vote for politicians in a few token elections, they're just figureheads.
context: What?\Say, Yayoi...\Why don't you fight with us?\I can't do that.\Why not? Because you're authorized?\No, that's not it.\You know how wrong our current society is.\Even if you vote for politicians in a few token elections, they're just figureheads. response:	As long as all the bureaucrats are chosen by the Sibyl System,
context: Say, Yayoi...\Why don't you fight with us?\I can't do that.\Why not? Because you're authorized?\No, that's not it.\You know how wrong our current society is.\Even if you vote for politicians in a few token elections, they're just figureheads.\As long as all the bureaucrats are chosen by the Sibyl System, response:	calling it a democracy is a big, fat lie!
context: Why don't you fight with us?\I can't do that.\Why not? Because you're authorized?\No, that's not it.\You know how wrong our current society is.\Even if you vote for politicians in a few token elections, they're just figureheads.\As long as all the bureaucrats are chosen by the Sibyl System,\calling it a democracy is a big, fat lie! response:	People have become slaves of Sibyl, giving it control over their lives,
context: I can't do that.\Why not? Because you're authorized?\No, that's not it.\You know how wrong our current society is.\Even if you vote for politicians in a few token elections, they're just figureheads.\As long as all the bureaucrats are chosen by the Sibyl System,\calling it a democracy is a big, fat lie!\People have become slaves of Sibyl, giving it control over their lives, response:	and they haven't even noticed!
context: Why not? Because you're authorized?\No, that's not it.\You know how wrong our current society is.\Even if you vote for politicians in a few token elections, they're just figureheads.\As long as all the bureaucrats are chosen by the Sibyl System,\calling it a democracy is a big, fat lie!\People have become slaves of Sibyl, giving it control over their lives,\and they haven't even noticed! response:	But our music will definitely become a major influence!
context: No, that's not it.\You know how wrong our current society is.\Even if you vote for politicians in a few token elections, they're just figureheads.\As long as all the bureaucrats are chosen by the Sibyl System,\calling it a democracy is a big, fat lie!\People have become slaves of Sibyl, giving it control over their lives,\and they haven't even noticed!\But our music will definitely become a major influence! response:	We can move people's hearts!
context: You know how wrong our current society is.\Even if you vote for politicians in a few token elections, they're just figureheads.\As long as all the bureaucrats are chosen by the Sibyl System,\calling it a democracy is a big, fat lie!\People have become slaves of Sibyl, giving it control over their lives,\and they haven't even noticed!\But our music will definitely become a major influence!\We can move people's hearts! response:	We'll change the world with our music!
context: Even if you vote for politicians in a few token elections, they're just figureheads.\As long as all the bureaucrats are chosen by the Sibyl System,\calling it a democracy is a big, fat lie!\People have become slaves of Sibyl, giving it control over their lives,\and they haven't even noticed!\But our music will definitely become a major influence!\We can move people's hearts!\We'll change the world with our music! response:	That's not what it was about for me!
context: As long as all the bureaucrats are chosen by the Sibyl System,\calling it a democracy is a big, fat lie!\People have become slaves of Sibyl, giving it control over their lives,\and they haven't even noticed!\But our music will definitely become a major influence!\We can move people's hearts!\We'll change the world with our music!\That's not what it was about for me! response:	Yayoi...
context: calling it a democracy is a big, fat lie!\People have become slaves of Sibyl, giving it control over their lives,\and they haven't even noticed!\But our music will definitely become a major influence!\We can move people's hearts!\We'll change the world with our music!\That's not what it was about for me!\Yayoi... response:	It wasn't about that at all!
context: People have become slaves of Sibyl, giving it control over their lives,\and they haven't even noticed!\But our music will definitely become a major influence!\We can move people's hearts!\We'll change the world with our music!\That's not what it was about for me!\Yayoi...\It wasn't about that at all! response:	All this time... I just wanted to stand on stage again with you.
context: and they haven't even noticed!\But our music will definitely become a major influence!\We can move people's hearts!\We'll change the world with our music!\That's not what it was about for me!\Yayoi...\It wasn't about that at all!\All this time... I just wanted to stand on stage again with you. response:	That's all I wanted!
context: But our music will definitely become a major influence!\We can move people's hearts!\We'll change the world with our music!\That's not what it was about for me!\Yayoi...\It wasn't about that at all!\All this time... I just wanted to stand on stage again with you.\That's all I wanted! response:	That's not enough!
context: We can move people's hearts!\We'll change the world with our music!\That's not what it was about for me!\Yayoi...\It wasn't about that at all!\All this time... I just wanted to stand on stage again with you.\That's all I wanted!\That's not enough! response:	When you were institutionalized, I realized just how powerless I was.
context: We'll change the world with our music!\That's not what it was about for me!\Yayoi...\It wasn't about that at all!\All this time... I just wanted to stand on stage again with you.\That's all I wanted!\That's not enough!\When you were institutionalized, I realized just how powerless I was. response:	We can't solve anything by playing around!
context: That's not what it was about for me!\Yayoi...\It wasn't about that at all!\All this time... I just wanted to stand on stage again with you.\That's all I wanted!\That's not enough!\When you were institutionalized, I realized just how powerless I was.\We can't solve anything by playing around! response:	Without power, it's completely pointless!
context: Yayoi...\It wasn't about that at all!\All this time... I just wanted to stand on stage again with you.\That's all I wanted!\That's not enough!\When you were institutionalized, I realized just how powerless I was.\We can't solve anything by playing around!\Without power, it's completely pointless! response:	Pointless?
context: It wasn't about that at all!\All this time... I just wanted to stand on stage again with you.\That's all I wanted!\That's not enough!\When you were institutionalized, I realized just how powerless I was.\We can't solve anything by playing around!\Without power, it's completely pointless!\Pointless? response:	That's right! We need power, Yayoi!
context: All this time... I just wanted to stand on stage again with you.\That's all I wanted!\That's not enough!\When you were institutionalized, I realized just how powerless I was.\We can't solve anything by playing around!\Without power, it's completely pointless!\Pointless?\That's right! We need power, Yayoi! response:	Everything used to be fine as it was...
context: That's all I wanted!\That's not enough!\When you were institutionalized, I realized just how powerless I was.\We can't solve anything by playing around!\Without power, it's completely pointless!\Pointless?\That's right! We need power, Yayoi!\Everything used to be fine as it was... response:	but things have changed, huh?
context: That's not enough!\When you were institutionalized, I realized just how powerless I was.\We can't solve anything by playing around!\Without power, it's completely pointless!\Pointless?\That's right! We need power, Yayoi!\Everything used to be fine as it was...\but things have changed, huh? response:	That thing...
context: When you were institutionalized, I realized just how powerless I was.\We can't solve anything by playing around!\Without power, it's completely pointless!\Pointless?\That's right! We need power, Yayoi!\Everything used to be fine as it was...\but things have changed, huh?\That thing... response:	It's a Dominator. Sibyl's eyes.
context: We can't solve anything by playing around!\Without power, it's completely pointless!\Pointless?\That's right! We need power, Yayoi!\Everything used to be fine as it was...\but things have changed, huh?\That thing...\It's a Dominator. Sibyl's eyes. response:	You work for the Bureau now?
context: Without power, it's completely pointless!\Pointless?\That's right! We need power, Yayoi!\Everything used to be fine as it was...\but things have changed, huh?\That thing...\It's a Dominator. Sibyl's eyes.\You work for the Bureau now? response:	Please, Rina... Come with me!
context: Pointless?\That's right! We need power, Yayoi!\Everything used to be fine as it was...\but things have changed, huh?\That thing...\It's a Dominator. Sibyl's eyes.\You work for the Bureau now?\Please, Rina... Come with me! response:	It's still not too late.
context: That's right! We need power, Yayoi!\Everything used to be fine as it was...\but things have changed, huh?\That thing...\It's a Dominator. Sibyl's eyes.\You work for the Bureau now?\Please, Rina... Come with me!\It's still not too late. response:	But if you continue down this path,
context: Everything used to be fine as it was...\but things have changed, huh?\That thing...\It's a Dominator. Sibyl's eyes.\You work for the Bureau now?\Please, Rina... Come with me!\It's still not too late.\But if you continue down this path, response:	there really will be no turning back!
context: but things have changed, huh?\That thing...\It's a Dominator. Sibyl's eyes.\You work for the Bureau now?\Please, Rina... Come with me!\It's still not too late.\But if you continue down this path,\there really will be no turning back! response:	Come with me,
context: That thing...\It's a Dominator. Sibyl's eyes.\You work for the Bureau now?\Please, Rina... Come with me!\It's still not too late.\But if you continue down this path,\there really will be no turning back!\Come with me, response:	and turn yourself in for rehabilitation.
context: It's a Dominator. Sibyl's eyes.\You work for the Bureau now?\Please, Rina... Come with me!\It's still not too late.\But if you continue down this path,\there really will be no turning back!\Come with me,\and turn yourself in for rehabilitation. response:	Are you going to shoot me?
context: You work for the Bureau now?\Please, Rina... Come with me!\It's still not too late.\But if you continue down this path,\there really will be no turning back!\Come with me,\and turn yourself in for rehabilitation.\Are you going to shoot me? response:	If that's what it takes to stop you.
context: Please, Rina... Come with me!\It's still not too late.\But if you continue down this path,\there really will be no turning back!\Come with me,\and turn yourself in for rehabilitation.\Are you going to shoot me?\If that's what it takes to stop you. response:	You can't shoot me.
context: It's still not too late.\But if you continue down this path,\there really will be no turning back!\Come with me,\and turn yourself in for rehabilitation.\Are you going to shoot me?\If that's what it takes to stop you.\You can't shoot me. response:	No, Rina! I'm going to do it!
context: But if you continue down this path,\there really will be no turning back!\Come with me,\and turn yourself in for rehabilitation.\Are you going to shoot me?\If that's what it takes to stop you.\You can't shoot me.\No, Rina! I'm going to do it! response:	I'm really gonna shoot you!
context: there really will be no turning back!\Come with me,\and turn yourself in for rehabilitation.\Are you going to shoot me?\If that's what it takes to stop you.\You can't shoot me.\No, Rina! I'm going to do it!\I'm really gonna shoot you! response:	You are an invalid user.
context: Come with me,\and turn yourself in for rehabilitation.\Are you going to shoot me?\If that's what it takes to stop you.\You can't shoot me.\No, Rina! I'm going to do it!\I'm really gonna shoot you!\You are an invalid user. response:	The trigger will be locked.
context: and turn yourself in for rehabilitation.\Are you going to shoot me?\If that's what it takes to stop you.\You can't shoot me.\No, Rina! I'm going to do it!\I'm really gonna shoot you!\You are an invalid user.\The trigger will be locked. response:	What? Why? How come?!
context: Are you going to shoot me?\If that's what it takes to stop you.\You can't shoot me.\No, Rina! I'm going to do it!\I'm really gonna shoot you!\You are an invalid user.\The trigger will be locked.\What? Why? How come?! response:	Wait, Rina!
context: If that's what it takes to stop you.\You can't shoot me.\No, Rina! I'm going to do it!\I'm really gonna shoot you!\You are an invalid user.\The trigger will be locked.\What? Why? How come?!\Wait, Rina! response:	Wait...
context: You can't shoot me.\No, Rina! I'm going to do it!\I'm really gonna shoot you!\You are an invalid user.\The trigger will be locked.\What? Why? How come?!\Wait, Rina!\Wait... response:	Hey!
context: No, Rina! I'm going to do it!\I'm really gonna shoot you!\You are an invalid user.\The trigger will be locked.\What? Why? How come?!\Wait, Rina!\Wait...\Hey! response:	I see. Good.
context: I'm really gonna shoot you!\You are an invalid user.\The trigger will be locked.\What? Why? How come?!\Wait, Rina!\Wait...\Hey!\I see. Good. response:	You almost gave me a heart attack.
context: You are an invalid user.\The trigger will be locked.\What? Why? How come?!\Wait, Rina!\Wait...\Hey!\I see. Good.\You almost gave me a heart attack. response:	Handing over a Dominator to a mere latent criminal is crazy.
context: The trigger will be locked.\What? Why? How come?!\Wait, Rina!\Wait...\Hey!\I see. Good.\You almost gave me a heart attack.\Handing over a Dominator to a mere latent criminal is crazy. response:	It's completely unheard of.
context: What? Why? How come?!\Wait, Rina!\Wait...\Hey!\I see. Good.\You almost gave me a heart attack.\Handing over a Dominator to a mere latent criminal is crazy.\It's completely unheard of. response:	Hey, are you listening?
context: Wait, Rina!\Wait...\Hey!\I see. Good.\You almost gave me a heart attack.\Handing over a Dominator to a mere latent criminal is crazy.\It's completely unheard of.\Hey, are you listening? response:	Sorry about that.
