context: I was having a dream... response:	Please wake up, groom.
context: Okay, let's go get the rest of them!\Our rooms, from the front, are...\Itsuki, me, and then Miku, Nino, and Ichika.\I have to start by gathering the five of you?\It'll be fine.\Itsuki is quite studious.\She'll help us out, unless you really upset her.\No way. response:	Why you? You're in my class.
context: Our rooms, from the front, are...\Itsuki, me, and then Miku, Nino, and Ichika.\I have to start by gathering the five of you?\It'll be fine.\Itsuki is quite studious.\She'll help us out, unless you really upset her.\No way.\Why you? You're in my class. response:	Is there not even one proper tutor in this town?
context: Itsuki, me, and then Miku, Nino, and Ichika.\I have to start by gathering the five of you?\It'll be fine.\Itsuki is quite studious.\She'll help us out, unless you really upset her.\No way.\Why you? You're in my class.\Is there not even one proper tutor in this town? response:	Come on, you said you wanted me to help you study yesterday.
context: I have to start by gathering the five of you?\It'll be fine.\Itsuki is quite studious.\She'll help us out, unless you really upset her.\No way.\Why you? You're in my class.\Is there not even one proper tutor in this town?\Come on, you said you wanted me to help you study yesterday. response:	It was a lapse in judgment.
context: It'll be fine.\Itsuki is quite studious.\She'll help us out, unless you really upset her.\No way.\Why you? You're in my class.\Is there not even one proper tutor in this town?\Come on, you said you wanted me to help you study yesterday.\It was a lapse in judgment. response:	Forget about it.
context: Itsuki is quite studious.\She'll help us out, unless you really upset her.\No way.\Why you? You're in my class.\Is there not even one proper tutor in this town?\Come on, you said you wanted me to help you study yesterday.\It was a lapse in judgment.\Forget about it. response:	With five of us here, there's bound to be one who's like that.
context: She'll help us out, unless you really upset her.\No way.\Why you? You're in my class.\Is there not even one proper tutor in this town?\Come on, you said you wanted me to help you study yesterday.\It was a lapse in judgment.\Forget about it.\With five of us here, there's bound to be one who's like that. response:	Miku's the smartest of all of us.
context: No way.\Why you? You're in my class.\Is there not even one proper tutor in this town?\Come on, you said you wanted me to help you study yesterday.\It was a lapse in judgment.\Forget about it.\With five of us here, there's bound to be one who's like that.\Miku's the smartest of all of us. response:	She might get along with you.
context: Why you? You're in my class.\Is there not even one proper tutor in this town?\Come on, you said you wanted me to help you study yesterday.\It was a lapse in judgment.\Forget about it.\With five of us here, there's bound to be one who's like that.\Miku's the smartest of all of us.\She might get along with you. response:	No.
context: Is there not even one proper tutor in this town?\Come on, you said you wanted me to help you study yesterday.\It was a lapse in judgment.\Forget about it.\With five of us here, there's bound to be one who's like that.\Miku's the smartest of all of us.\She might get along with you.\No. response:	Why you? You're in our grade.
context: Come on, you said you wanted me to help you study yesterday.\It was a lapse in judgment.\Forget about it.\With five of us here, there's bound to be one who's like that.\Miku's the smartest of all of us.\She might get along with you.\No.\Why you? You're in our grade. response:	Is there not even one...
context: It was a lapse in judgment.\Forget about it.\With five of us here, there's bound to be one who's like that.\Miku's the smartest of all of us.\She might get along with you.\No.\Why you? You're in our grade.\Is there not even one... response:	Say no more. I heard that already.
context: Forget about it.\With five of us here, there's bound to be one who's like that.\Miku's the smartest of all of us.\She might get along with you.\No.\Why you? You're in our grade.\Is there not even one...\Say no more. I heard that already. response:	Sh-Shall we move on?
context: With five of us here, there's bound to be one who's like that.\Miku's the smartest of all of us.\She might get along with you.\No.\Why you? You're in our grade.\Is there not even one...\Say no more. I heard that already.\Sh-Shall we move on? response:	Nino's really good at socializing.
context: Miku's the smartest of all of us.\She might get along with you.\No.\Why you? You're in our grade.\Is there not even one...\Say no more. I heard that already.\Sh-Shall we move on?\Nino's really good at socializing. response:	I bet she'll hit it off with you.
context: She might get along with you.\No.\Why you? You're in our grade.\Is there not even one...\Say no more. I heard that already.\Sh-Shall we move on?\Nino's really good at socializing.\I bet she'll hit it off with you. response:	M-Maybe she's not in.
context: No.\Why you? You're in our grade.\Is there not even one...\Say no more. I heard that already.\Sh-Shall we move on?\Nino's really good at socializing.\I bet she'll hit it off with you.\M-Maybe she's not in. response:	D-Don't worry!
context: Why you? You're in our grade.\Is there not even one...\Say no more. I heard that already.\Sh-Shall we move on?\Nino's really good at socializing.\I bet she'll hit it off with you.\M-Maybe she's not in.\D-Don't worry! response:	We still have Ichika!
context: Is there not even one...\Say no more. I heard that already.\Sh-Shall we move on?\Nino's really good at socializing.\I bet she'll hit it off with you.\M-Maybe she's not in.\D-Don't worry!\We still have Ichika! response:	Ichika is...
context: Say no more. I heard that already.\Sh-Shall we move on?\Nino's really good at socializing.\I bet she'll hit it off with you.\M-Maybe she's not in.\D-Don't worry!\We still have Ichika!\Ichika is... response:	Why the silence?
context: Sh-Shall we move on?\Nino's really good at socializing.\I bet she'll hit it off with you.\M-Maybe she's not in.\D-Don't worry!\We still have Ichika!\Ichika is...\Why the silence? response:	Please stay calm, okay?
context: Nino's really good at socializing.\I bet she'll hit it off with you.\M-Maybe she's not in.\D-Don't worry!\We still have Ichika!\Ichika is...\Why the silence?\Please stay calm, okay? response:	Wh-What's with this room?
context: I bet she'll hit it off with you.\M-Maybe she's not in.\D-Don't worry!\We still have Ichika!\Ichika is...\Why the silence?\Please stay calm, okay?\Wh-What's with this room? response:	Is someone really living in this dump?
context: M-Maybe she's not in.\D-Don't worry!\We still have Ichika!\Ichika is...\Why the silence?\Please stay calm, okay?\Wh-What's with this room?\Is someone really living in this dump? response:	I wish you wouldn't talk about my room like it's some uncivilized land.
context: D-Don't worry!\We still have Ichika!\Ichika is...\Why the silence?\Please stay calm, okay?\Wh-What's with this room?\Is someone really living in this dump?\I wish you wouldn't talk about my room like it's some uncivilized land. response:	Jeez, you made a huge mess again.
context: We still have Ichika!\Ichika is...\Why the silence?\Please stay calm, okay?\Wh-What's with this room?\Is someone really living in this dump?\I wish you wouldn't talk about my room like it's some uncivilized land.\Jeez, you made a huge mess again. response:	I never thought you'd be our tutor.
context: Ichika is...\Why the silence?\Please stay calm, okay?\Wh-What's with this room?\Is someone really living in this dump?\I wish you wouldn't talk about my room like it's some uncivilized land.\Jeez, you made a huge mess again.\I never thought you'd be our tutor. response:	So that's why you were after Itsuki-chan.
context: Why the silence?\Please stay calm, okay?\Wh-What's with this room?\Is someone really living in this dump?\I wish you wouldn't talk about my room like it's some uncivilized land.\Jeez, you made a huge mess again.\I never thought you'd be our tutor.\So that's why you were after Itsuki-chan. response:	Never mind that.
context: Please stay calm, okay?\Wh-What's with this room?\Is someone really living in this dump?\I wish you wouldn't talk about my room like it's some uncivilized land.\Jeez, you made a huge mess again.\I never thought you'd be our tutor.\So that's why you were after Itsuki-chan.\Never mind that. response:	We're going to the living room.
context: Wh-What's with this room?\Is someone really living in this dump?\I wish you wouldn't talk about my room like it's some uncivilized land.\Jeez, you made a huge mess again.\I never thought you'd be our tutor.\So that's why you were after Itsuki-chan.\Never mind that.\We're going to the living room. response:	Wait, no! Don't do that!
context: Is someone really living in this dump?\I wish you wouldn't talk about my room like it's some uncivilized land.\Jeez, you made a huge mess again.\I never thought you'd be our tutor.\So that's why you were after Itsuki-chan.\Never mind that.\We're going to the living room.\Wait, no! Don't do that! response:	I feel shy. I'm not wearing any clothes.
context: I wish you wouldn't talk about my room like it's some uncivilized land.\Jeez, you made a huge mess again.\I never thought you'd be our tutor.\So that's why you were after Itsuki-chan.\Never mind that.\We're going to the living room.\Wait, no! Don't do that!\I feel shy. I'm not wearing any clothes. response:	Wh-Why not?!
context: Jeez, you made a huge mess again.\I never thought you'd be our tutor.\So that's why you were after Itsuki-chan.\Never mind that.\We're going to the living room.\Wait, no! Don't do that!\I feel shy. I'm not wearing any clothes.\Wh-Why not?! response:	Yotsuba,
context: I never thought you'd be our tutor.\So that's why you were after Itsuki-chan.\Never mind that.\We're going to the living room.\Wait, no! Don't do that!\I feel shy. I'm not wearing any clothes.\Wh-Why not?!\Yotsuba, response:	could you grab me some clothes from around there?
context: So that's why you were after Itsuki-chan.\Never mind that.\We're going to the living room.\Wait, no! Don't do that!\I feel shy. I'm not wearing any clothes.\Wh-Why not?!\Yotsuba,\could you grab me some clothes from around there? response:	Huh? Let me see...
context: Never mind that.\We're going to the living room.\Wait, no! Don't do that!\I feel shy. I'm not wearing any clothes.\Wh-Why not?!\Yotsuba,\could you grab me some clothes from around there?\Huh? Let me see... response:	When's the last time she studied at this desk?
context: We're going to the living room.\Wait, no! Don't do that!\I feel shy. I'm not wearing any clothes.\Wh-Why not?!\Yotsuba,\could you grab me some clothes from around there?\Huh? Let me see...\When's the last time she studied at this desk? response:	Come on, study this, study that...
context: Wait, no! Don't do that!\I feel shy. I'm not wearing any clothes.\Wh-Why not?!\Yotsuba,\could you grab me some clothes from around there?\Huh? Let me see...\When's the last time she studied at this desk?\Come on, study this, study that... response:	You're in a girl's room. Is that really what you want to focus on?
context: I feel shy. I'm not wearing any clothes.\Wh-Why not?!\Yotsuba,\could you grab me some clothes from around there?\Huh? Let me see...\When's the last time she studied at this desk?\Come on, study this, study that...\You're in a girl's room. Is that really what you want to focus on? response:	Found one.
context: Wh-Why not?!\Yotsuba,\could you grab me some clothes from around there?\Huh? Let me see...\When's the last time she studied at this desk?\Come on, study this, study that...\You're in a girl's room. Is that really what you want to focus on?\Found one. response:	Just get changed and come to the living room, please.
context: Yotsuba,\could you grab me some clothes from around there?\Huh? Let me see...\When's the last time she studied at this desk?\Come on, study this, study that...\You're in a girl's room. Is that really what you want to focus on?\Found one.\Just get changed and come to the living room, please. response:	Damn it.
context: could you grab me some clothes from around there?\Huh? Let me see...\When's the last time she studied at this desk?\Come on, study this, study that...\You're in a girl's room. Is that really what you want to focus on?\Found one.\Just get changed and come to the living room, please.\Damn it. response:	Futaro, was it?
context: Huh? Let me see...\When's the last time she studied at this desk?\Come on, study this, study that...\You're in a girl's room. Is that really what you want to focus on?\Found one.\Just get changed and come to the living room, please.\Damn it.\Futaro, was it? response:	I need to ask you something.
context: When's the last time she studied at this desk?\Come on, study this, study that...\You're in a girl's room. Is that really what you want to focus on?\Found one.\Just get changed and come to the living room, please.\Damn it.\Futaro, was it?\I need to ask you something. response:	Part of my gym clothes is missing.
context: Come on, study this, study that...\You're in a girl's room. Is that really what you want to focus on?\Found one.\Just get changed and come to the living room, please.\Damn it.\Futaro, was it?\I need to ask you something.\Part of my gym clothes is missing. response:	A red sweatshirt.
context: You're in a girl's room. Is that really what you want to focus on?\Found one.\Just get changed and come to the living room, please.\Damn it.\Futaro, was it?\I need to ask you something.\Part of my gym clothes is missing.\A red sweatshirt. response:	I see.
context: Found one.\Just get changed and come to the living room, please.\Damn it.\Futaro, was it?\I need to ask you something.\Part of my gym clothes is missing.\A red sweatshirt.\I see. response:	I haven't seen it.
context: Just get changed and come to the living room, please.\Damn it.\Futaro, was it?\I need to ask you something.\Part of my gym clothes is missing.\A red sweatshirt.\I see.\I haven't seen it. response:	It was here a minute ago.
context: Damn it.\Futaro, was it?\I need to ask you something.\Part of my gym clothes is missing.\A red sweatshirt.\I see.\I haven't seen it.\It was here a minute ago. response:	Until you got here.
context: Futaro, was it?\I need to ask you something.\Part of my gym clothes is missing.\A red sweatshirt.\I see.\I haven't seen it.\It was here a minute ago.\Until you got here. response:	You...
context: I need to ask you something.\Part of my gym clothes is missing.\A red sweatshirt.\I see.\I haven't seen it.\It was here a minute ago.\Until you got here.\You... response:	Didn't take it!
context: Part of my gym clothes is missing.\A red sweatshirt.\I see.\I haven't seen it.\It was here a minute ago.\Until you got here.\You...\Didn't take it! response:	Hey.
context: A red sweatshirt.\I see.\I haven't seen it.\It was here a minute ago.\Until you got here.\You...\Didn't take it!\Hey. response:	I made too many cookies.
context: I see.\I haven't seen it.\It was here a minute ago.\Until you got here.\You...\Didn't take it!\Hey.\I made too many cookies. response:	Want some?
context: I haven't seen it.\It was here a minute ago.\Until you got here.\You...\Didn't take it!\Hey.\I made too many cookies.\Want some? response:	Nakano Mi
context: It was here a minute ago.\Until you got here.\You...\Didn't take it!\Hey.\I made too many cookies.\Want some?\Nakano Mi response:	There, now I have four of you.
context: Until you got here.\You...\Didn't take it!\Hey.\I made too many cookies.\Want some?\Nakano Mi\There, now I have four of you. response:	Okay, let's start studying.
context: You...\Didn't take it!\Hey.\I made too many cookies.\Want some?\Nakano Mi\There, now I have four of you.\Okay, let's start studying. response:	Yum!
context: Didn't take it!\Hey.\I made too many cookies.\Want some?\Nakano Mi\There, now I have four of you.\Okay, let's start studying.\Yum! response:	What flavor are these?
context: Hey.\I made too many cookies.\Want some?\Nakano Mi\There, now I have four of you.\Okay, let's start studying.\Yum!\What flavor are these? response:	Why are you wearing my sweatshirt?
context: I made too many cookies.\Want some?\Nakano Mi\There, now I have four of you.\Okay, let's start studying.\Yum!\What flavor are these?\Why are you wearing my sweatshirt? response:	I didn't want to get dirty baking.
context: Want some?\Nakano Mi\There, now I have four of you.\Okay, let's start studying.\Yum!\What flavor are these?\Why are you wearing my sweatshirt?\I didn't want to get dirty baking. response:	Take it off now.
context: Nakano Mi\There, now I have four of you.\Okay, let's start studying.\Yum!\What flavor are these?\Why are you wearing my sweatshirt?\I didn't want to get dirty baking.\Take it off now. response:	Hey, stop that!
context: There, now I have four of you.\Okay, let's start studying.\Yum!\What flavor are these?\Why are you wearing my sweatshirt?\I didn't want to get dirty baking.\Take it off now.\Hey, stop that! response:	Give it back.
context: Okay, let's start studying.\Yum!\What flavor are these?\Why are you wearing my sweatshirt?\I didn't want to get dirty baking.\Take it off now.\Hey, stop that!\Give it back. response:	Later! I'll give it back later!
context: Yum!\What flavor are these?\Why are you wearing my sweatshirt?\I didn't want to get dirty baking.\Take it off now.\Hey, stop that!\Give it back.\Later! I'll give it back later! response:	Not to worry, Uesugi-san.
context: What flavor are these?\Why are you wearing my sweatshirt?\I didn't want to get dirty baking.\Take it off now.\Hey, stop that!\Give it back.\Later! I'll give it back later!\Not to worry, Uesugi-san. response:	I'm studying.
context: Why are you wearing my sweatshirt?\I didn't want to get dirty baking.\Take it off now.\Hey, stop that!\Give it back.\Later! I'll give it back later!\Not to worry, Uesugi-san.\I'm studying. response:	Hey, let's go hang out somewhere. It's Saturday.
context: I didn't want to get dirty baking.\Take it off now.\Hey, stop that!\Give it back.\Later! I'll give it back later!\Not to worry, Uesugi-san.\I'm studying.\Hey, let's go hang out somewhere. It's Saturday. response:	Oh, was there a package for me?
context: Take it off now.\Hey, stop that!\Give it back.\Later! I'll give it back later!\Not to worry, Uesugi-san.\I'm studying.\Hey, let's go hang out somewhere. It's Saturday.\Oh, was there a package for me? response:	These girls are hopeless.
context: Hey, stop that!\Give it back.\Later! I'll give it back later!\Not to worry, Uesugi-san.\I'm studying.\Hey, let's go hang out somewhere. It's Saturday.\Oh, was there a package for me?\These girls are hopeless. response:	Do you not like cookies?
context: Give it back.\Later! I'll give it back later!\Not to worry, Uesugi-san.\I'm studying.\Hey, let's go hang out somewhere. It's Saturday.\Oh, was there a package for me?\These girls are hopeless.\Do you not like cookies? response:	No, I'm just not in the mood for them.
context: Later! I'll give it back later!\Not to worry, Uesugi-san.\I'm studying.\Hey, let's go hang out somewhere. It's Saturday.\Oh, was there a package for me?\These girls are hopeless.\Do you not like cookies?\No, I'm just not in the mood for them. response:	You don't need to be so wary. I didn't poison the cookies.
context: Not to worry, Uesugi-san.\I'm studying.\Hey, let's go hang out somewhere. It's Saturday.\Oh, was there a package for me?\These girls are hopeless.\Do you not like cookies?\No, I'm just not in the mood for them.\You don't need to be so wary. I didn't poison the cookies. response:	I wouldn't mind studying if you have some.
context: I'm studying.\Hey, let's go hang out somewhere. It's Saturday.\Oh, was there a package for me?\These girls are hopeless.\Do you not like cookies?\No, I'm just not in the mood for them.\You don't need to be so wary. I didn't poison the cookies.\I wouldn't mind studying if you have some. response:	He's going at them.
context: Hey, let's go hang out somewhere. It's Saturday.\Oh, was there a package for me?\These girls are hopeless.\Do you not like cookies?\No, I'm just not in the mood for them.\You don't need to be so wary. I didn't poison the cookies.\I wouldn't mind studying if you have some.\He's going at them. response:	Are they good?
context: Oh, was there a package for me?\These girls are hopeless.\Do you not like cookies?\No, I'm just not in the mood for them.\You don't need to be so wary. I didn't poison the cookies.\I wouldn't mind studying if you have some.\He's going at them.\Are they good? response:	Yeah, they're good.
context: These girls are hopeless.\Do you not like cookies?\No, I'm just not in the mood for them.\You don't need to be so wary. I didn't poison the cookies.\I wouldn't mind studying if you have some.\He's going at them.\Are they good?\Yeah, they're good. response:	I'm so glad.
context: Do you not like cookies?\No, I'm just not in the mood for them.\You don't need to be so wary. I didn't poison the cookies.\I wouldn't mind studying if you have some.\He's going at them.\Are they good?\Yeah, they're good.\I'm so glad. response:	Oh, right. The thing is...
context: No, I'm just not in the mood for them.\You don't need to be so wary. I didn't poison the cookies.\I wouldn't mind studying if you have some.\He's going at them.\Are they good?\Yeah, they're good.\I'm so glad.\Oh, right. The thing is... response:	We don't need a tutor, honestly.
context: You don't need to be so wary. I didn't poison the cookies.\I wouldn't mind studying if you have some.\He's going at them.\Are they good?\Yeah, they're good.\I'm so glad.\Oh, right. The thing is...\We don't need a tutor, honestly. response:	Just kidding.
context: I wouldn't mind studying if you have some.\He's going at them.\Are they good?\Yeah, they're good.\I'm so glad.\Oh, right. The thing is...\We don't need a tutor, honestly.\Just kidding. response:	Here, water.
context: He's going at them.\Are they good?\Yeah, they're good.\I'm so glad.\Oh, right. The thing is...\We don't need a tutor, honestly.\Just kidding.\Here, water. response:	Th-Thanks.
context: Are they good?\Yeah, they're good.\I'm so glad.\Oh, right. The thing is...\We don't need a tutor, honestly.\Just kidding.\Here, water.\Th-Thanks. response:	Damn it...
context: Yeah, they're good.\I'm so glad.\Oh, right. The thing is...\We don't need a tutor, honestly.\Just kidding.\Here, water.\Th-Thanks.\Damn it... response:	I'm not surprised by the way they're reacting,
context: I'm so glad.\Oh, right. The thing is...\We don't need a tutor, honestly.\Just kidding.\Here, water.\Th-Thanks.\Damn it...\I'm not surprised by the way they're reacting, response:	but I need to get them to graduate.
context: Oh, right. The thing is...\We don't need a tutor, honestly.\Just kidding.\Here, water.\Th-Thanks.\Damn it...\I'm not surprised by the way they're reacting,\but I need to get them to graduate. response:	There's no other way for me.
context: We don't need a tutor, honestly.\Just kidding.\Here, water.\Th-Thanks.\Damn it...\I'm not surprised by the way they're reacting,\but I need to get them to graduate.\There's no other way for me. response:	Bye-bye.
context: Just kidding.\Here, water.\Th-Thanks.\Damn it...\I'm not surprised by the way they're reacting,\but I need to get them to graduate.\There's no other way for me.\Bye-bye. response:	Sir.
context: Here, water.\Th-Thanks.\Damn it...\I'm not surprised by the way they're reacting,\but I need to get them to graduate.\There's no other way for me.\Bye-bye.\Sir. response:	Sir, we're here.
context: Th-Thanks.\Damn it...\I'm not surprised by the way they're reacting,\but I need to get them to graduate.\There's no other way for me.\Bye-bye.\Sir.\Sir, we're here. response:	Where am I?
context: Damn it...\I'm not surprised by the way they're reacting,\but I need to get them to graduate.\There's no other way for me.\Bye-bye.\Sir.\Sir, we're here.\Where am I? response:	Where?
context: I'm not surprised by the way they're reacting,\but I need to get them to graduate.\There's no other way for me.\Bye-bye.\Sir.\Sir, we're here.\Where am I?\Where? response:	This is where you live, is it not?
context: but I need to get them to graduate.\There's no other way for me.\Bye-bye.\Sir.\Sir, we're here.\Where am I?\Where?\This is where you live, is it not? response:	H-How?!
context: There's no other way for me.\Bye-bye.\Sir.\Sir, we're here.\Where am I?\Where?\This is where you live, is it not?\H-How?! response:	She did this!
context: Bye-bye.\Sir.\Sir, we're here.\Where am I?\Where?\This is where you live, is it not?\H-How?!\She did this! response:	That'll be 4,800 yen.
context: Sir.\Sir, we're here.\Where am I?\Where?\This is where you live, is it not?\H-How?!\She did this!\That'll be 4,800 yen. response:	Money?!
context: Sir, we're here.\Where am I?\Where?\This is where you live, is it not?\H-How?!\She did this!\That'll be 4,800 yen.\Money?! response:	That's so much!
context: Where am I?\Where?\This is where you live, is it not?\H-How?!\She did this!\That'll be 4,800 yen.\Money?!\That's so much! response:	By card.
context: Where?\This is where you live, is it not?\H-How?!\She did this!\That'll be 4,800 yen.\Money?!\That's so much!\By card. response:	Thank you.
context: This is where you live, is it not?\H-How?!\She did this!\That'll be 4,800 yen.\Money?!\That's so much!\By card.\Thank you. response:	Itsuki.
context: H-How?!\She did this!\That'll be 4,800 yen.\Money?!\That's so much!\By card.\Thank you.\Itsuki. response:	I checked your student handbook for your address.
context: She did this!\That'll be 4,800 yen.\Money?!\That's so much!\By card.\Thank you.\Itsuki.\I checked your student handbook for your address. response:	D-Did you look at the photo?
context: That'll be 4,800 yen.\Money?!\That's so much!\By card.\Thank you.\Itsuki.\I checked your student handbook for your address.\D-Did you look at the photo? response:	What are you talking about?
context: Money?!\That's so much!\By card.\Thank you.\Itsuki.\I checked your student handbook for your address.\D-Did you look at the photo?\What are you talking about? response:	Anyway, they really pulled a fast one on you, huh?
context: That's so much!\By card.\Thank you.\Itsuki.\I checked your student handbook for your address.\D-Did you look at the photo?\What are you talking about?\Anyway, they really pulled a fast one on you, huh? response:	If you've learned your lesson, you'll give up on tutoring us.
context: By card.\Thank you.\Itsuki.\I checked your student handbook for your address.\D-Did you look at the photo?\What are you talking about?\Anyway, they really pulled a fast one on you, huh?\If you've learned your lesson, you'll give up on tutoring us. response:	I can't do that.
context: Thank you.\Itsuki.\I checked your student handbook for your address.\D-Did you look at the photo?\What are you talking about?\Anyway, they really pulled a fast one on you, huh?\If you've learned your lesson, you'll give up on tutoring us.\I can't do that. response:	Why are you so persistent?
context: Itsuki.\I checked your student handbook for your address.\D-Did you look at the photo?\What are you talking about?\Anyway, they really pulled a fast one on you, huh?\If you've learned your lesson, you'll give up on tutoring us.\I can't do that.\Why are you so persistent? response:	I knew it was you, Onii-chan.
context: I checked your student handbook for your address.\D-Did you look at the photo?\What are you talking about?\Anyway, they really pulled a fast one on you, huh?\If you've learned your lesson, you'll give up on tutoring us.\I can't do that.\Why are you so persistent?\I knew it was you, Onii-chan. response:	Raiha.
context: D-Did you look at the photo?\What are you talking about?\Anyway, they really pulled a fast one on you, huh?\If you've learned your lesson, you'll give up on tutoring us.\I can't do that.\Why are you so persistent?\I knew it was you, Onii-chan.\Raiha. response:	Dinner's...
context: What are you talking about?\Anyway, they really pulled a fast one on you, huh?\If you've learned your lesson, you'll give up on tutoring us.\I can't do that.\Why are you so persistent?\I knew it was you, Onii-chan.\Raiha.\Dinner's... response:	Is this your student?!
context: Anyway, they really pulled a fast one on you, huh?\If you've learned your lesson, you'll give up on tutoring us.\I can't do that.\Why are you so persistent?\I knew it was you, Onii-chan.\Raiha.\Dinner's...\Is this your student?! response:	Sh-She's nobody.
context: If you've learned your lesson, you'll give up on tutoring us.\I can't do that.\Why are you so persistent?\I knew it was you, Onii-chan.\Raiha.\Dinner's...\Is this your student?!\Sh-She's nobody. response:	Let's go.
context: I can't do that.\Why are you so persistent?\I knew it was you, Onii-chan.\Raiha.\Dinner's...\Is this your student?!\Sh-She's nobody.\Let's go. response:	You're lying.
context: Why are you so persistent?\I knew it was you, Onii-chan.\Raiha.\Dinner's...\Is this your student?!\Sh-She's nobody.\Let's go.\You're lying. response:	Would you like to have dinner at our place?
context: I knew it was you, Onii-chan.\Raiha.\Dinner's...\Is this your student?!\Sh-She's nobody.\Let's go.\You're lying.\Would you like to have dinner at our place? response:	R-Raiha...
context: Raiha.\Dinner's...\Is this your student?!\Sh-She's nobody.\Let's go.\You're lying.\Would you like to have dinner at our place?\R-Raiha... response:	But...
context: Dinner's...\Is this your student?!\Sh-She's nobody.\Let's go.\You're lying.\Would you like to have dinner at our place?\R-Raiha...\But... response:	Do you not want to?
context: Is this your student?!\Sh-She's nobody.\Let's go.\You're lying.\Would you like to have dinner at our place?\R-Raiha...\But...\Do you not want to? response:	Here we go.
context: Sh-She's nobody.\Let's go.\You're lying.\Would you like to have dinner at our place?\R-Raiha...\But...\Do you not want to?\Here we go. response:	The Uesugi Family's special curry and rolled egg.
context: Let's go.\You're lying.\Would you like to have dinner at our place?\R-Raiha...\But...\Do you not want to?\Here we go.\The Uesugi Family's special curry and rolled egg. response:	I hope you like it.
context: You're lying.\Would you like to have dinner at our place?\R-Raiha...\But...\Do you not want to?\Here we go.\The Uesugi Family's special curry and rolled egg.\I hope you like it. response:	It looks delicious.
context: Would you like to have dinner at our place?\R-Raiha...\But...\Do you not want to?\Here we go.\The Uesugi Family's special curry and rolled egg.\I hope you like it.\It looks delicious. response:	I doubt a rich girl can appreciate the food of us common folk.
context: R-Raiha...\But...\Do you not want to?\Here we go.\The Uesugi Family's special curry and rolled egg.\I hope you like it.\It looks delicious.\I doubt a rich girl can appreciate the food of us common folk. response:	Hey!
context: But...\Do you not want to?\Here we go.\The Uesugi Family's special curry and rolled egg.\I hope you like it.\It looks delicious.\I doubt a rich girl can appreciate the food of us common folk.\Hey! response:	Ow!
context: Do you not want to?\Here we go.\The Uesugi Family's special curry and rolled egg.\I hope you like it.\It looks delicious.\I doubt a rich girl can appreciate the food of us common folk.\Hey!\Ow! response:	Cut that out.
context: Here we go.\The Uesugi Family's special curry and rolled egg.\I hope you like it.\It looks delicious.\I doubt a rich girl can appreciate the food of us common folk.\Hey!\Ow!\Cut that out. response:	That's why you aren't as popular as I am.
context: The Uesugi Family's special curry and rolled egg.\I hope you like it.\It looks delicious.\I doubt a rich girl can appreciate the food of us common folk.\Hey!\Ow!\Cut that out.\That's why you aren't as popular as I am. response:	Dad...
context: I hope you like it.\It looks delicious.\I doubt a rich girl can appreciate the food of us common folk.\Hey!\Ow!\Cut that out.\That's why you aren't as popular as I am.\Dad... response:	I never thought you'd bring home a girl, though.
context: It looks delicious.\I doubt a rich girl can appreciate the food of us common folk.\Hey!\Ow!\Cut that out.\That's why you aren't as popular as I am.\Dad...\I never thought you'd bring home a girl, though. response:	Let's eat.
context: I doubt a rich girl can appreciate the food of us common folk.\Hey!\Ow!\Cut that out.\That's why you aren't as popular as I am.\Dad...\I never thought you'd bring home a girl, though.\Let's eat. response:	Oh, yeah, Onii-chan.
context: Hey!\Ow!\Cut that out.\That's why you aren't as popular as I am.\Dad...\I never thought you'd bring home a girl, though.\Let's eat.\Oh, yeah, Onii-chan. response:	Did you get your tutoring done?
context: Ow!\Cut that out.\That's why you aren't as popular as I am.\Dad...\I never thought you'd bring home a girl, though.\Let's eat.\Oh, yeah, Onii-chan.\Did you get your tutoring done? response:	About that...
context: Cut that out.\That's why you aren't as popular as I am.\Dad...\I never thought you'd bring home a girl, though.\Let's eat.\Oh, yeah, Onii-chan.\Did you get your tutoring done?\About that... response:	O-Of course. It's all good.
context: That's why you aren't as popular as I am.\Dad...\I never thought you'd bring home a girl, though.\Let's eat.\Oh, yeah, Onii-chan.\Did you get your tutoring done?\About that...\O-Of course. It's all good. response:	Wh-What?!
context: Dad...\I never thought you'd bring home a girl, though.\Let's eat.\Oh, yeah, Onii-chan.\Did you get your tutoring done?\About that...\O-Of course. It's all good.\Wh-What?! response:	Just play along. You'll make Raiha sad.
context: I never thought you'd bring home a girl, though.\Let's eat.\Oh, yeah, Onii-chan.\Did you get your tutoring done?\About that...\O-Of course. It's all good.\Wh-What?!\Just play along. You'll make Raiha sad. response:	What's wrong?
context: Let's eat.\Oh, yeah, Onii-chan.\Did you get your tutoring done?\About that...\O-Of course. It's all good.\Wh-What?!\Just play along. You'll make Raiha sad.\What's wrong? response:	No, it's nothing.
context: Oh, yeah, Onii-chan.\Did you get your tutoring done?\About that...\O-Of course. It's all good.\Wh-What?!\Just play along. You'll make Raiha sad.\What's wrong?\No, it's nothing. response:	Y-Yes.
context: Did you get your tutoring done?\About that...\O-Of course. It's all good.\Wh-What?!\Just play along. You'll make Raiha sad.\What's wrong?\No, it's nothing.\Y-Yes. response:	I'm glad, though.
context: About that...\O-Of course. It's all good.\Wh-What?!\Just play along. You'll make Raiha sad.\What's wrong?\No, it's nothing.\Y-Yes.\I'm glad, though. response:	We can finally deal with our debt problem.
