context: Karaoke Village response:	Kinoshita-kun, go clean up booth 13.
context: Let's go, Kazuya-san.\How do you know them, Ruka-san?\I'm\Sh-She's Chizuru's friend!\What? Chizuru-san's friend?!\Starry -eyed\We kept running into her on dates, and at some point she and I became friends, too.\Right, Chizuru? response:	Y-Yes, our parents are friends.
context: How do you know them, Ruka-san?\I'm\Sh-She's Chizuru's friend!\What? Chizuru-san's friend?!\Starry -eyed\We kept running into her on dates, and at some point she and I became friends, too.\Right, Chizuru?\Y-Yes, our parents are friends. response:	We've practically grown up together, like sisters.
context: I'm\Sh-She's Chizuru's friend!\What? Chizuru-san's friend?!\Starry -eyed\We kept running into her on dates, and at some point she and I became friends, too.\Right, Chizuru?\Y-Yes, our parents are friends.\We've practically grown up together, like sisters. response:	I'm his girlfriend.
context: Sh-She's Chizuru's friend!\What? Chizuru-san's friend?!\Starry -eyed\We kept running into her on dates, and at some point she and I became friends, too.\Right, Chizuru?\Y-Yes, our parents are friends.\We've practically grown up together, like sisters.\I'm his girlfriend. response:	I'm Kazuya-san's girlfriend.
context: What? Chizuru-san's friend?!\Starry -eyed\We kept running into her on dates, and at some point she and I became friends, too.\Right, Chizuru?\Y-Yes, our parents are friends.\We've practically grown up together, like sisters.\I'm his girlfriend.\I'm Kazuya-san's girlfriend. response:	Girl...friend?
context: Starry -eyed\We kept running into her on dates, and at some point she and I became friends, too.\Right, Chizuru?\Y-Yes, our parents are friends.\We've practically grown up together, like sisters.\I'm his girlfriend.\I'm Kazuya-san's girlfriend.\Girl...friend? response:	What are you talking about, Ruka-chan? You know that's not
context: We kept running into her on dates, and at some point she and I became friends, too.\Right, Chizuru?\Y-Yes, our parents are friends.\We've practically grown up together, like sisters.\I'm his girlfriend.\I'm Kazuya-san's girlfriend.\Girl...friend?\What are you talking about, Ruka-chan? You know that's not response:	I'm his girlfriend.
context: Right, Chizuru?\Y-Yes, our parents are friends.\We've practically grown up together, like sisters.\I'm his girlfriend.\I'm Kazuya-san's girlfriend.\Girl...friend?\What are you talking about, Ruka-chan? You know that's not\I'm his girlfriend. response:	No, Chizuru's my girlfriend...
context: Y-Yes, our parents are friends.\We've practically grown up together, like sisters.\I'm his girlfriend.\I'm Kazuya-san's girlfriend.\Girl...friend?\What are you talking about, Ruka-chan? You know that's not\I'm his girlfriend.\No, Chizuru's my girlfriend... response:	I'm his girlfriend.
context: We've practically grown up together, like sisters.\I'm his girlfriend.\I'm Kazuya-san's girlfriend.\Girl...friend?\What are you talking about, Ruka-chan? You know that's not\I'm his girlfriend.\No, Chizuru's my girlfriend...\I'm his girlfriend. response:	The rest of you, go in.
context: I'm his girlfriend.\I'm Kazuya-san's girlfriend.\Girl...friend?\What are you talking about, Ruka-chan? You know that's not\I'm his girlfriend.\No, Chizuru's my girlfriend...\I'm his girlfriend.\The rest of you, go in. response:	Kazuya, we need to talk.
context: I'm Kazuya-san's girlfriend.\Girl...friend?\What are you talking about, Ruka-chan? You know that's not\I'm his girlfriend.\No, Chizuru's my girlfriend...\I'm his girlfriend.\The rest of you, go in.\Kazuya, we need to talk. response:	O-Okay.
context: Girl...friend?\What are you talking about, Ruka-chan? You know that's not\I'm his girlfriend.\No, Chizuru's my girlfriend...\I'm his girlfriend.\The rest of you, go in.\Kazuya, we need to talk.\O-Okay. response:	Er... Shall we head on in, then?
context: What are you talking about, Ruka-chan? You know that's not\I'm his girlfriend.\No, Chizuru's my girlfriend...\I'm his girlfriend.\The rest of you, go in.\Kazuya, we need to talk.\O-Okay.\Er... Shall we head on in, then? response:	Y-Yeah.
context: I'm his girlfriend.\No, Chizuru's my girlfriend...\I'm his girlfriend.\The rest of you, go in.\Kazuya, we need to talk.\O-Okay.\Er... Shall we head on in, then?\Y-Yeah. response:	I-I'm in trouble!
context: No, Chizuru's my girlfriend...\I'm his girlfriend.\The rest of you, go in.\Kazuya, we need to talk.\O-Okay.\Er... Shall we head on in, then?\Y-Yeah.\I-I'm in trouble! response:	We're the Kinoshitas. We have a reservation.
context: I'm his girlfriend.\The rest of you, go in.\Kazuya, we need to talk.\O-Okay.\Er... Shall we head on in, then?\Y-Yeah.\I-I'm in trouble!\We're the Kinoshitas. We have a reservation. response:	U-Uh, I need to visit the restroom.
context: The rest of you, go in.\Kazuya, we need to talk.\O-Okay.\Er... Shall we head on in, then?\Y-Yeah.\I-I'm in trouble!\We're the Kinoshitas. We have a reservation.\U-Uh, I need to visit the restroom. response:	Come with me, Ruka-chan?
context: Kazuya, we need to talk.\O-Okay.\Er... Shall we head on in, then?\Y-Yeah.\I-I'm in trouble!\We're the Kinoshitas. We have a reservation.\U-Uh, I need to visit the restroom.\Come with me, Ruka-chan? response:	Japanese Restaurant
context: O-Okay.\Er... Shall we head on in, then?\Y-Yeah.\I-I'm in trouble!\We're the Kinoshitas. We have a reservation.\U-Uh, I need to visit the restroom.\Come with me, Ruka-chan?\Japanese Restaurant response:	Ow!
context: Er... Shall we head on in, then?\Y-Yeah.\I-I'm in trouble!\We're the Kinoshitas. We have a reservation.\U-Uh, I need to visit the restroom.\Come with me, Ruka-chan?\Japanese Restaurant\Ow! response:	You're cheating on her?! You're two-timing her, aren't you?!
context: Y-Yeah.\I-I'm in trouble!\We're the Kinoshitas. We have a reservation.\U-Uh, I need to visit the restroom.\Come with me, Ruka-chan?\Japanese Restaurant\Ow!\You're cheating on her?! You're two-timing her, aren't you?! response:	N-No, you're wrong! Ow!
context: I-I'm in trouble!\We're the Kinoshitas. We have a reservation.\U-Uh, I need to visit the restroom.\Come with me, Ruka-chan?\Japanese Restaurant\Ow!\You're cheating on her?! You're two-timing her, aren't you?!\N-No, you're wrong! Ow! response:	You already have Chizuru-san!
context: We're the Kinoshitas. We have a reservation.\U-Uh, I need to visit the restroom.\Come with me, Ruka-chan?\Japanese Restaurant\Ow!\You're cheating on her?! You're two-timing her, aren't you?!\N-No, you're wrong! Ow!\You already have Chizuru-san! response:	Even if she'll stand for it, I won't!
context: U-Uh, I need to visit the restroom.\Come with me, Ruka-chan?\Japanese Restaurant\Ow!\You're cheating on her?! You're two-timing her, aren't you?!\N-No, you're wrong! Ow!\You already have Chizuru-san!\Even if she'll stand for it, I won't! response:	Listen to me!
context: Come with me, Ruka-chan?\Japanese Restaurant\Ow!\You're cheating on her?! You're two-timing her, aren't you?!\N-No, you're wrong! Ow!\You already have Chizuru-san!\Even if she'll stand for it, I won't!\Listen to me! response:	Choose! Either you cut ties with us,
context: Japanese Restaurant\Ow!\You're cheating on her?! You're two-timing her, aren't you?!\N-No, you're wrong! Ow!\You already have Chizuru-san!\Even if she'll stand for it, I won't!\Listen to me!\Choose! Either you cut ties with us, response:	or you break up with Ruka-dono!
context: Ow!\You're cheating on her?! You're two-timing her, aren't you?!\N-No, you're wrong! Ow!\You already have Chizuru-san!\Even if she'll stand for it, I won't!\Listen to me!\Choose! Either you cut ties with us,\or you break up with Ruka-dono! response:	Again, it's not what you think!
context: You're cheating on her?! You're two-timing her, aren't you?!\N-No, you're wrong! Ow!\You already have Chizuru-san!\Even if she'll stand for it, I won't!\Listen to me!\Choose! Either you cut ties with us,\or you break up with Ruka-dono!\Again, it's not what you think! response:	How, exactly?!
context: N-No, you're wrong! Ow!\You already have Chizuru-san!\Even if she'll stand for it, I won't!\Listen to me!\Choose! Either you cut ties with us,\or you break up with Ruka-dono!\Again, it's not what you think!\How, exactly?! response:	Sh-She's a pathological liar!
context: You already have Chizuru-san!\Even if she'll stand for it, I won't!\Listen to me!\Choose! Either you cut ties with us,\or you break up with Ruka-dono!\Again, it's not what you think!\How, exactly?!\Sh-She's a pathological liar! response:	What? A liar?
context: Even if she'll stand for it, I won't!\Listen to me!\Choose! Either you cut ties with us,\or you break up with Ruka-dono!\Again, it's not what you think!\How, exactly?!\Sh-She's a pathological liar!\What? A liar? response:	Yeah. She's usually a nice girl, but she says the most random things at times.
context: Listen to me!\Choose! Either you cut ties with us,\or you break up with Ruka-dono!\Again, it's not what you think!\How, exactly?!\Sh-She's a pathological liar!\What? A liar?\Yeah. She's usually a nice girl, but she says the most random things at times. response:	And Chizuru's too nice to cut her off.
context: Choose! Either you cut ties with us,\or you break up with Ruka-dono!\Again, it's not what you think!\How, exactly?!\Sh-She's a pathological liar!\What? A liar?\Yeah. She's usually a nice girl, but she says the most random things at times.\And Chizuru's too nice to cut her off. response:	T-Too unbelievable, huh?
context: or you break up with Ruka-dono!\Again, it's not what you think!\How, exactly?!\Sh-She's a pathological liar!\What? A liar?\Yeah. She's usually a nice girl, but she says the most random things at times.\And Chizuru's too nice to cut her off.\T-Too unbelievable, huh? response:	I see. That must be rough.
context: Again, it's not what you think!\How, exactly?!\Sh-She's a pathological liar!\What? A liar?\Yeah. She's usually a nice girl, but she says the most random things at times.\And Chizuru's too nice to cut her off.\T-Too unbelievable, huh?\I see. That must be rough. response:	You believe me?
context: How, exactly?!\Sh-She's a pathological liar!\What? A liar?\Yeah. She's usually a nice girl, but she says the most random things at times.\And Chizuru's too nice to cut her off.\T-Too unbelievable, huh?\I see. That must be rough.\You believe me? response:	It's hard to believe Chizuru would let you two-time her,
context: Sh-She's a pathological liar!\What? A liar?\Yeah. She's usually a nice girl, but she says the most random things at times.\And Chizuru's too nice to cut her off.\T-Too unbelievable, huh?\I see. That must be rough.\You believe me?\It's hard to believe Chizuru would let you two-time her, response:	and even harder to believe you'd have two girls falling for you.
context: What? A liar?\Yeah. She's usually a nice girl, but she says the most random things at times.\And Chizuru's too nice to cut her off.\T-Too unbelievable, huh?\I see. That must be rough.\You believe me?\It's hard to believe Chizuru would let you two-time her,\and even harder to believe you'd have two girls falling for you. response:	Good point!
context: Yeah. She's usually a nice girl, but she says the most random things at times.\And Chizuru's too nice to cut her off.\T-Too unbelievable, huh?\I see. That must be rough.\You believe me?\It's hard to believe Chizuru would let you two-time her,\and even harder to believe you'd have two girls falling for you.\Good point! response:	And we can't turn away a friend of hers.
context: And Chizuru's too nice to cut her off.\T-Too unbelievable, huh?\I see. That must be rough.\You believe me?\It's hard to believe Chizuru would let you two-time her,\and even harder to believe you'd have two girls falling for you.\Good point!\And we can't turn away a friend of hers. response:	I'll let Kazuo and Harumi know for you.
context: T-Too unbelievable, huh?\I see. That must be rough.\You believe me?\It's hard to believe Chizuru would let you two-time her,\and even harder to believe you'd have two girls falling for you.\Good point!\And we can't turn away a friend of hers.\I'll let Kazuo and Harumi know for you. response:	Close shave
context: I see. That must be rough.\You believe me?\It's hard to believe Chizuru would let you two-time her,\and even harder to believe you'd have two girls falling for you.\Good point!\And we can't turn away a friend of hers.\I'll let Kazuo and Harumi know for you.\Close shave response:	What are you playing at?
context: You believe me?\It's hard to believe Chizuru would let you two-time her,\and even harder to believe you'd have two girls falling for you.\Good point!\And we can't turn away a friend of hers.\I'll let Kazuo and Harumi know for you.\Close shave\What are you playing at? response:	Right back at you! Do you seriously think you can keep this farce up forever?
context: It's hard to believe Chizuru would let you two-time her,\and even harder to believe you'd have two girls falling for you.\Good point!\And we can't turn away a friend of hers.\I'll let Kazuo and Harumi know for you.\Close shave\What are you playing at?\Right back at you! Do you seriously think you can keep this farce up forever? response:	Kazuya-kun told me everything.
context: and even harder to believe you'd have two girls falling for you.\Good point!\And we can't turn away a friend of hers.\I'll let Kazuo and Harumi know for you.\Close shave\What are you playing at?\Right back at you! Do you seriously think you can keep this farce up forever?\Kazuya-kun told me everything. response:	You're overstepping your boundaries as a rental girlfriend.
context: Good point!\And we can't turn away a friend of hers.\I'll let Kazuo and Harumi know for you.\Close shave\What are you playing at?\Right back at you! Do you seriously think you can keep this farce up forever?\Kazuya-kun told me everything.\You're overstepping your boundaries as a rental girlfriend. response:	You mustn't get involved in a client's personal life. That's just common sense!
context: And we can't turn away a friend of hers.\I'll let Kazuo and Harumi know for you.\Close shave\What are you playing at?\Right back at you! Do you seriously think you can keep this farce up forever?\Kazuya-kun told me everything.\You're overstepping your boundaries as a rental girlfriend.\You mustn't get involved in a client's personal life. That's just common sense! response:	I can take over as girlfriend, and you can ride off into the sunset.
context: I'll let Kazuo and Harumi know for you.\Close shave\What are you playing at?\Right back at you! Do you seriously think you can keep this farce up forever?\Kazuya-kun told me everything.\You're overstepping your boundaries as a rental girlfriend.\You mustn't get involved in a client's personal life. That's just common sense!\I can take over as girlfriend, and you can ride off into the sunset. response:	Don't you think that's the best option here?
context: Close shave\What are you playing at?\Right back at you! Do you seriously think you can keep this farce up forever?\Kazuya-kun told me everything.\You're overstepping your boundaries as a rental girlfriend.\You mustn't get involved in a client's personal life. That's just common sense!\I can take over as girlfriend, and you can ride off into the sunset.\Don't you think that's the best option here? response:	It's not that simple!
context: What are you playing at?\Right back at you! Do you seriously think you can keep this farce up forever?\Kazuya-kun told me everything.\You're overstepping your boundaries as a rental girlfriend.\You mustn't get involved in a client's personal life. That's just common sense!\I can take over as girlfriend, and you can ride off into the sunset.\Don't you think that's the best option here?\It's not that simple! response:	Oh, but it is.
context: Right back at you! Do you seriously think you can keep this farce up forever?\Kazuya-kun told me everything.\You're overstepping your boundaries as a rental girlfriend.\You mustn't get involved in a client's personal life. That's just common sense!\I can take over as girlfriend, and you can ride off into the sunset.\Don't you think that's the best option here?\It's not that simple!\Oh, but it is. response:	And it's far more realistic than what you're doing!
context: Kazuya-kun told me everything.\You're overstepping your boundaries as a rental girlfriend.\You mustn't get involved in a client's personal life. That's just common sense!\I can take over as girlfriend, and you can ride off into the sunset.\Don't you think that's the best option here?\It's not that simple!\Oh, but it is.\And it's far more realistic than what you're doing! response:	Do you really think this is helping your grandmothers?
context: You're overstepping your boundaries as a rental girlfriend.\You mustn't get involved in a client's personal life. That's just common sense!\I can take over as girlfriend, and you can ride off into the sunset.\Don't you think that's the best option here?\It's not that simple!\Oh, but it is.\And it's far more realistic than what you're doing!\Do you really think this is helping your grandmothers? response:	You're lying to them, you know!
context: You mustn't get involved in a client's personal life. That's just common sense!\I can take over as girlfriend, and you can ride off into the sunset.\Don't you think that's the best option here?\It's not that simple!\Oh, but it is.\And it's far more realistic than what you're doing!\Do you really think this is helping your grandmothers?\You're lying to them, you know! response:	I'll admit that we've dragged this on too long, but it's a complicated situation!
context: I can take over as girlfriend, and you can ride off into the sunset.\Don't you think that's the best option here?\It's not that simple!\Oh, but it is.\And it's far more realistic than what you're doing!\Do you really think this is helping your grandmothers?\You're lying to them, you know!\I'll admit that we've dragged this on too long, but it's a complicated situation! response:	You two are the ones overcomplicating it!
context: Don't you think that's the best option here?\It's not that simple!\Oh, but it is.\And it's far more realistic than what you're doing!\Do you really think this is helping your grandmothers?\You're lying to them, you know!\I'll admit that we've dragged this on too long, but it's a complicated situation!\You two are the ones overcomplicating it! response:	Or maybe...
context: It's not that simple!\Oh, but it is.\And it's far more realistic than what you're doing!\Do you really think this is helping your grandmothers?\You're lying to them, you know!\I'll admit that we've dragged this on too long, but it's a complicated situation!\You two are the ones overcomplicating it!\Or maybe... response:	Flinch
context: Oh, but it is.\And it's far more realistic than what you're doing!\Do you really think this is helping your grandmothers?\You're lying to them, you know!\I'll admit that we've dragged this on too long, but it's a complicated situation!\You two are the ones overcomplicating it!\Or maybe...\Flinch response:	Fondle
context: And it's far more realistic than what you're doing!\Do you really think this is helping your grandmothers?\You're lying to them, you know!\I'll admit that we've dragged this on too long, but it's a complicated situation!\You two are the ones overcomplicating it!\Or maybe...\Flinch\Fondle response:	Hey, what are you doing?
context: Do you really think this is helping your grandmothers?\You're lying to them, you know!\I'll admit that we've dragged this on too long, but it's a complicated situation!\You two are the ones overcomplicating it!\Or maybe...\Flinch\Fondle\Hey, what are you doing? response:	You just like Kazuya-kun, don't you?
context: You're lying to them, you know!\I'll admit that we've dragged this on too long, but it's a complicated situation!\You two are the ones overcomplicating it!\Or maybe...\Flinch\Fondle\Hey, what are you doing?\You just like Kazuya-kun, don't you? response:	You don't want me taking him away from you.
context: I'll admit that we've dragged this on too long, but it's a complicated situation!\You two are the ones overcomplicating it!\Or maybe...\Flinch\Fondle\Hey, what are you doing?\You just like Kazuya-kun, don't you?\You don't want me taking him away from you. response:	You're wrong!
context: You two are the ones overcomplicating it!\Or maybe...\Flinch\Fondle\Hey, what are you doing?\You just like Kazuya-kun, don't you?\You don't want me taking him away from you.\You're wrong! response:	Maybe it's you who wants to stay on as his girlfriend.
context: Or maybe...\Flinch\Fondle\Hey, what are you doing?\You just like Kazuya-kun, don't you?\You don't want me taking him away from you.\You're wrong!\Maybe it's you who wants to stay on as his girlfriend. response:	I'm serious about him, okay?
context: Flinch\Fondle\Hey, what are you doing?\You just like Kazuya-kun, don't you?\You don't want me taking him away from you.\You're wrong!\Maybe it's you who wants to stay on as his girlfriend.\I'm serious about him, okay? response:	If you're not, please walk away like a proper rental girlfriend.
context: Fondle\Hey, what are you doing?\You just like Kazuya-kun, don't you?\You don't want me taking him away from you.\You're wrong!\Maybe it's you who wants to stay on as his girlfriend.\I'm serious about him, okay?\If you're not, please walk away like a proper rental girlfriend. response:	What the heck?
context: Hey, what are you doing?\You just like Kazuya-kun, don't you?\You don't want me taking him away from you.\You're wrong!\Maybe it's you who wants to stay on as his girlfriend.\I'm serious about him, okay?\If you're not, please walk away like a proper rental girlfriend.\What the heck? response:	He's really bad with thrill rides,
context: You just like Kazuya-kun, don't you?\You don't want me taking him away from you.\You're wrong!\Maybe it's you who wants to stay on as his girlfriend.\I'm serious about him, okay?\If you're not, please walk away like a proper rental girlfriend.\What the heck?\He's really bad with thrill rides, response:	so he was terrified.
context: You don't want me taking him away from you.\You're wrong!\Maybe it's you who wants to stay on as his girlfriend.\I'm serious about him, okay?\If you're not, please walk away like a proper rental girlfriend.\What the heck?\He's really bad with thrill rides,\so he was terrified. response:	Oh.
context: You're wrong!\Maybe it's you who wants to stay on as his girlfriend.\I'm serious about him, okay?\If you're not, please walk away like a proper rental girlfriend.\What the heck?\He's really bad with thrill rides,\so he was terrified.\Oh. response:	And he was just so cute.
context: Maybe it's you who wants to stay on as his girlfriend.\I'm serious about him, okay?\If you're not, please walk away like a proper rental girlfriend.\What the heck?\He's really bad with thrill rides,\so he was terrified.\Oh.\And he was just so cute. response:	Is that so?
context: I'm serious about him, okay?\If you're not, please walk away like a proper rental girlfriend.\What the heck?\He's really bad with thrill rides,\so he was terrified.\Oh.\And he was just so cute.\Is that so? response:	Kazuya-san, you've got sauce on your face.
context: If you're not, please walk away like a proper rental girlfriend.\What the heck?\He's really bad with thrill rides,\so he was terrified.\Oh.\And he was just so cute.\Is that so?\Kazuya-san, you've got sauce on your face. response:	Nom
context: What the heck?\He's really bad with thrill rides,\so he was terrified.\Oh.\And he was just so cute.\Is that so?\Kazuya-san, you've got sauce on your face.\Nom response:	Nom
context: He's really bad with thrill rides,\so he was terrified.\Oh.\And he was just so cute.\Is that so?\Kazuya-san, you've got sauce on your face.\Nom\Nom response:	Try not to make such a mess, okay?
context: so he was terrified.\Oh.\And he was just so cute.\Is that so?\Kazuya-san, you've got sauce on your face.\Nom\Nom\Try not to make such a mess, okay? response:	Say ahh.
context: Oh.\And he was just so cute.\Is that so?\Kazuya-san, you've got sauce on your face.\Nom\Nom\Try not to make such a mess, okay?\Say ahh. response:	So cute!
context: And he was just so cute.\Is that so?\Kazuya-san, you've got sauce on your face.\Nom\Nom\Try not to make such a mess, okay?\Say ahh.\So cute! response:	I could watch him eat forever!
context: Is that so?\Kazuya-san, you've got sauce on your face.\Nom\Nom\Try not to make such a mess, okay?\Say ahh.\So cute!\I could watch him eat forever! response:	Beam
context: Kazuya-san, you've got sauce on your face.\Nom\Nom\Try not to make such a mess, okay?\Say ahh.\So cute!\I could watch him eat forever!\Beam response:	Beam
context: Nom\Nom\Try not to make such a mess, okay?\Say ahh.\So cute!\I could watch him eat forever!\Beam\Beam response:	Beam
context: Nom\Try not to make such a mess, okay?\Say ahh.\So cute!\I could watch him eat forever!\Beam\Beam\Beam response:	Beam
context: Try not to make such a mess, okay?\Say ahh.\So cute!\I could watch him eat forever!\Beam\Beam\Beam\Beam response:	Glance
context: Say ahh.\So cute!\I could watch him eat forever!\Beam\Beam\Beam\Beam\Glance response:	Kazuya-san, may I have a moment?
context: So cute!\I could watch him eat forever!\Beam\Beam\Beam\Beam\Glance\Kazuya-san, may I have a moment? response:	Huh? S-Sure...
context: I could watch him eat forever!\Beam\Beam\Beam\Beam\Glance\Kazuya-san, may I have a moment?\Huh? S-Sure... response:	Wiped...
context: Beam\Beam\Beam\Beam\Glance\Kazuya-san, may I have a moment?\Huh? S-Sure...\Wiped... response:	What's the matter?
context: Beam\Beam\Beam\Glance\Kazuya-san, may I have a moment?\Huh? S-Sure...\Wiped...\What's the matter? response:	You're an angel, Chizuru-san!
context: Beam\Beam\Glance\Kazuya-san, may I have a moment?\Huh? S-Sure...\Wiped...\What's the matter?\You're an angel, Chizuru-san! response:	I can't believe you deal with this every time you see her!
context: Beam\Glance\Kazuya-san, may I have a moment?\Huh? S-Sure...\Wiped...\What's the matter?\You're an angel, Chizuru-san!\I can't believe you deal with this every time you see her! response:	Seriously, you're amazing.
context: Glance\Kazuya-san, may I have a moment?\Huh? S-Sure...\Wiped...\What's the matter?\You're an angel, Chizuru-san!\I can't believe you deal with this every time you see her!\Seriously, you're amazing. response:	What do you mean?
context: Kazuya-san, may I have a moment?\Huh? S-Sure...\Wiped...\What's the matter?\You're an angel, Chizuru-san!\I can't believe you deal with this every time you see her!\Seriously, you're amazing.\What do you mean? response:	You know, Ruka's thing.
context: Huh? S-Sure...\Wiped...\What's the matter?\You're an angel, Chizuru-san!\I can't believe you deal with this every time you see her!\Seriously, you're amazing.\What do you mean?\You know, Ruka's thing. response:	A pathological liar?!
context: Wiped...\What's the matter?\You're an angel, Chizuru-san!\I can't believe you deal with this every time you see her!\Seriously, you're amazing.\What do you mean?\You know, Ruka's thing.\A pathological liar?! response:	Jeez, you idiot! Why'd you have to give me that backstory?!
context: What's the matter?\You're an angel, Chizuru-san!\I can't believe you deal with this every time you see her!\Seriously, you're amazing.\What do you mean?\You know, Ruka's thing.\A pathological liar?!\Jeez, you idiot! Why'd you have to give me that backstory?! response:	Sorry, I made it up on the spot!
context: You're an angel, Chizuru-san!\I can't believe you deal with this every time you see her!\Seriously, you're amazing.\What do you mean?\You know, Ruka's thing.\A pathological liar?!\Jeez, you idiot! Why'd you have to give me that backstory?!\Sorry, I made it up on the spot! response:	Ow, ow!
context: I can't believe you deal with this every time you see her!\Seriously, you're amazing.\What do you mean?\You know, Ruka's thing.\A pathological liar?!\Jeez, you idiot! Why'd you have to give me that backstory?!\Sorry, I made it up on the spot!\Ow, ow! response:	I knew it was weird!
context: Seriously, you're amazing.\What do you mean?\You know, Ruka's thing.\A pathological liar?!\Jeez, you idiot! Why'd you have to give me that backstory?!\Sorry, I made it up on the spot!\Ow, ow!\I knew it was weird! response:	Your grandma and parents were smiling at me like some kinda saints!
context: What do you mean?\You know, Ruka's thing.\A pathological liar?!\Jeez, you idiot! Why'd you have to give me that backstory?!\Sorry, I made it up on the spot!\Ow, ow!\I knew it was weird!\Your grandma and parents were smiling at me like some kinda saints! response:	I have to go fix this!
context: You know, Ruka's thing.\A pathological liar?!\Jeez, you idiot! Why'd you have to give me that backstory?!\Sorry, I made it up on the spot!\Ow, ow!\I knew it was weird!\Your grandma and parents were smiling at me like some kinda saints!\I have to go fix this! response:	Wait! I'm telling you, my family believes Mizuhara's my girlfriend!
context: A pathological liar?!\Jeez, you idiot! Why'd you have to give me that backstory?!\Sorry, I made it up on the spot!\Ow, ow!\I knew it was weird!\Your grandma and parents were smiling at me like some kinda saints!\I have to go fix this!\Wait! I'm telling you, my family believes Mizuhara's my girlfriend! response:	If you keep pushing it, they'll think I'm two-timing!
context: Jeez, you idiot! Why'd you have to give me that backstory?!\Sorry, I made it up on the spot!\Ow, ow!\I knew it was weird!\Your grandma and parents were smiling at me like some kinda saints!\I have to go fix this!\Wait! I'm telling you, my family believes Mizuhara's my girlfriend!\If you keep pushing it, they'll think I'm two-timing! response:	What's the big deal? You're lying to them about Chizuru-san, anyway.
context: Sorry, I made it up on the spot!\Ow, ow!\I knew it was weird!\Your grandma and parents were smiling at me like some kinda saints!\I have to go fix this!\Wait! I'm telling you, my family believes Mizuhara's my girlfriend!\If you keep pushing it, they'll think I'm two-timing!\What's the big deal? You're lying to them about Chizuru-san, anyway. response:	There's no difference between zero-timing and two-timing!
context: Ow, ow!\I knew it was weird!\Your grandma and parents were smiling at me like some kinda saints!\I have to go fix this!\Wait! I'm telling you, my family believes Mizuhara's my girlfriend!\If you keep pushing it, they'll think I'm two-timing!\What's the big deal? You're lying to them about Chizuru-san, anyway.\There's no difference between zero-timing and two-timing! response:	They're polar opposites!
context: I knew it was weird!\Your grandma and parents were smiling at me like some kinda saints!\I have to go fix this!\Wait! I'm telling you, my family believes Mizuhara's my girlfriend!\If you keep pushing it, they'll think I'm two-timing!\What's the big deal? You're lying to them about Chizuru-san, anyway.\There's no difference between zero-timing and two-timing!\They're polar opposites! response:	I mean, aren't I your girlfriend?
context: Your grandma and parents were smiling at me like some kinda saints!\I have to go fix this!\Wait! I'm telling you, my family believes Mizuhara's my girlfriend!\If you keep pushing it, they'll think I'm two-timing!\What's the big deal? You're lying to them about Chizuru-san, anyway.\There's no difference between zero-timing and two-timing!\They're polar opposites!\I mean, aren't I your girlfriend? response:	Well...
context: I have to go fix this!\Wait! I'm telling you, my family believes Mizuhara's my girlfriend!\If you keep pushing it, they'll think I'm two-timing!\What's the big deal? You're lying to them about Chizuru-san, anyway.\There's no difference between zero-timing and two-timing!\They're polar opposites!\I mean, aren't I your girlfriend?\Well... response:	You said you'd make me your girlfriend, if only as a trial at first.
context: Wait! I'm telling you, my family believes Mizuhara's my girlfriend!\If you keep pushing it, they'll think I'm two-timing!\What's the big deal? You're lying to them about Chizuru-san, anyway.\There's no difference between zero-timing and two-timing!\They're polar opposites!\I mean, aren't I your girlfriend?\Well...\You said you'd make me your girlfriend, if only as a trial at first. response:	I-I know...
context: If you keep pushing it, they'll think I'm two-timing!\What's the big deal? You're lying to them about Chizuru-san, anyway.\There's no difference between zero-timing and two-timing!\They're polar opposites!\I mean, aren't I your girlfriend?\Well...\You said you'd make me your girlfriend, if only as a trial at first.\I-I know... response:	But with your grandma, we have to act like Chizuru-san's your girlfriend,
context: What's the big deal? You're lying to them about Chizuru-san, anyway.\There's no difference between zero-timing and two-timing!\They're polar opposites!\I mean, aren't I your girlfriend?\Well...\You said you'd make me your girlfriend, if only as a trial at first.\I-I know...\But with your grandma, we have to act like Chizuru-san's your girlfriend, response:	and I'm just a friend?
context: There's no difference between zero-timing and two-timing!\They're polar opposites!\I mean, aren't I your girlfriend?\Well...\You said you'd make me your girlfriend, if only as a trial at first.\I-I know...\But with your grandma, we have to act like Chizuru-san's your girlfriend,\and I'm just a friend? response:	That's just too much for me!
context: They're polar opposites!\I mean, aren't I your girlfriend?\Well...\You said you'd make me your girlfriend, if only as a trial at first.\I-I know...\But with your grandma, we have to act like Chizuru-san's your girlfriend,\and I'm just a friend?\That's just too much for me! response:	Close! Too close!
context: I mean, aren't I your girlfriend?\Well...\You said you'd make me your girlfriend, if only as a trial at first.\I-I know...\But with your grandma, we have to act like Chizuru-san's your girlfriend,\and I'm just a friend?\That's just too much for me!\Close! Too close! response:	I'm your girlfriend.
context: Well...\You said you'd make me your girlfriend, if only as a trial at first.\I-I know...\But with your grandma, we have to act like Chizuru-san's your girlfriend,\and I'm just a friend?\That's just too much for me!\Close! Too close!\I'm your girlfriend. response:	That's the role I want.
context: You said you'd make me your girlfriend, if only as a trial at first.\I-I know...\But with your grandma, we have to act like Chizuru-san's your girlfriend,\and I'm just a friend?\That's just too much for me!\Close! Too close!\I'm your girlfriend.\That's the role I want. response:	I-It's almost time for the shrine visit, I think.
