context: They're late. response:	Relax a little, Kei.
context: If so, I don't think you'll be getting your fairy back.\Don't touch it.\Don't touch it.\I said don't touch it.\What've we got, Tony?\He talked. He was too scared to say much, though.\That fairy was stolen, supposedly.\From a gang of Mexicans in a Ridgeline. response:	Sounds like he doesn't know their names.
context: Don't touch it.\Don't touch it.\I said don't touch it.\What've we got, Tony?\He talked. He was too scared to say much, though.\That fairy was stolen, supposedly.\From a gang of Mexicans in a Ridgeline.\Sounds like he doesn't know their names. response:	Thanks.
context: Don't touch it.\I said don't touch it.\What've we got, Tony?\He talked. He was too scared to say much, though.\That fairy was stolen, supposedly.\From a gang of Mexicans in a Ridgeline.\Sounds like he doesn't know their names.\Thanks. response:	What?
context: I said don't touch it.\What've we got, Tony?\He talked. He was too scared to say much, though.\That fairy was stolen, supposedly.\From a gang of Mexicans in a Ridgeline.\Sounds like he doesn't know their names.\Thanks.\What? response:	Nothing. Let's go.
context: What've we got, Tony?\He talked. He was too scared to say much, though.\That fairy was stolen, supposedly.\From a gang of Mexicans in a Ridgeline.\Sounds like he doesn't know their names.\Thanks.\What?\Nothing. Let's go. response:	So? Where are we going?
context: He talked. He was too scared to say much, though.\That fairy was stolen, supposedly.\From a gang of Mexicans in a Ridgeline.\Sounds like he doesn't know their names.\Thanks.\What?\Nothing. Let's go.\So? Where are we going? response:	We're going to find the fairy's original owners.
context: That fairy was stolen, supposedly.\From a gang of Mexicans in a Ridgeline.\Sounds like he doesn't know their names.\Thanks.\What?\Nothing. Let's go.\So? Where are we going?\We're going to find the fairy's original owners. response:	There can't be that many Mexican gangs in Ridgelines running around.
context: From a gang of Mexicans in a Ridgeline.\Sounds like he doesn't know their names.\Thanks.\What?\Nothing. Let's go.\So? Where are we going?\We're going to find the fairy's original owners.\There can't be that many Mexican gangs in Ridgelines running around. response:	What's a Ridgeline?
context: Sounds like he doesn't know their names.\Thanks.\What?\Nothing. Let's go.\So? Where are we going?\We're going to find the fairy's original owners.\There can't be that many Mexican gangs in Ridgelines running around.\What's a Ridgeline? response:	A car.
context: Thanks.\What?\Nothing. Let's go.\So? Where are we going?\We're going to find the fairy's original owners.\There can't be that many Mexican gangs in Ridgelines running around.\What's a Ridgeline?\A car. response:	What's a Mexican?
context: What?\Nothing. Let's go.\So? Where are we going?\We're going to find the fairy's original owners.\There can't be that many Mexican gangs in Ridgelines running around.\What's a Ridgeline?\A car.\What's a Mexican? response:	A person from Mexico.
context: Nothing. Let's go.\So? Where are we going?\We're going to find the fairy's original owners.\There can't be that many Mexican gangs in Ridgelines running around.\What's a Ridgeline?\A car.\What's a Mexican?\A person from Mexico. response:	What's a gang?
context: So? Where are we going?\We're going to find the fairy's original owners.\There can't be that many Mexican gangs in Ridgelines running around.\What's a Ridgeline?\A car.\What's a Mexican?\A person from Mexico.\What's a gang? response:	Enough. Just shut up and sit there.
context: We're going to find the fairy's original owners.\There can't be that many Mexican gangs in Ridgelines running around.\What's a Ridgeline?\A car.\What's a Mexican?\A person from Mexico.\What's a gang?\Enough. Just shut up and sit there. response:	What's this?
context: There can't be that many Mexican gangs in Ridgelines running around.\What's a Ridgeline?\A car.\What's a Mexican?\A person from Mexico.\What's a gang?\Enough. Just shut up and sit there.\What's this? response:	No!
context: What's a Ridgeline?\A car.\What's a Mexican?\A person from Mexico.\What's a gang?\Enough. Just shut up and sit there.\What's this?\No! response:	Rakebye! Are you trying to get me killed?
context: A car.\What's a Mexican?\A person from Mexico.\What's a gang?\Enough. Just shut up and sit there.\What's this?\No!\Rakebye! Are you trying to get me killed? response:	Please, just don't do anything! Don't touch anything!
context: What's a Mexican?\A person from Mexico.\What's a gang?\Enough. Just shut up and sit there.\What's this?\No!\Rakebye! Are you trying to get me killed?\Please, just don't do anything! Don't touch anything! response:	Wait here.
context: A person from Mexico.\What's a gang?\Enough. Just shut up and sit there.\What's this?\No!\Rakebye! Are you trying to get me killed?\Please, just don't do anything! Don't touch anything!\Wait here. response:	I'm not taking orders from you.
context: What's a gang?\Enough. Just shut up and sit there.\What's this?\No!\Rakebye! Are you trying to get me killed?\Please, just don't do anything! Don't touch anything!\Wait here.\I'm not taking orders from you. response:	I'm going with you, Kay Imatuba.
context: Enough. Just shut up and sit there.\What's this?\No!\Rakebye! Are you trying to get me killed?\Please, just don't do anything! Don't touch anything!\Wait here.\I'm not taking orders from you.\I'm going with you, Kay Imatuba. response:	Fine, whatever.
context: What's this?\No!\Rakebye! Are you trying to get me killed?\Please, just don't do anything! Don't touch anything!\Wait here.\I'm not taking orders from you.\I'm going with you, Kay Imatuba.\Fine, whatever. response:	Just try to walk as far away from me as possible.
context: No!\Rakebye! Are you trying to get me killed?\Please, just don't do anything! Don't touch anything!\Wait here.\I'm not taking orders from you.\I'm going with you, Kay Imatuba.\Fine, whatever.\Just try to walk as far away from me as possible. response:	I don't want anyone thinking we're friends.
context: Rakebye! Are you trying to get me killed?\Please, just don't do anything! Don't touch anything!\Wait here.\I'm not taking orders from you.\I'm going with you, Kay Imatuba.\Fine, whatever.\Just try to walk as far away from me as possible.\I don't want anyone thinking we're friends. response:	What a coincidence. Neither do I.
context: Please, just don't do anything! Don't touch anything!\Wait here.\I'm not taking orders from you.\I'm going with you, Kay Imatuba.\Fine, whatever.\Just try to walk as far away from me as possible.\I don't want anyone thinking we're friends.\What a coincidence. Neither do I. response:	Hey, we don't open until seven.
context: Wait here.\I'm not taking orders from you.\I'm going with you, Kay Imatuba.\Fine, whatever.\Just try to walk as far away from me as possible.\I don't want anyone thinking we're friends.\What a coincidence. Neither do I.\Hey, we don't open until seven. response:	Oh, Mr. Matoba.
context: I'm not taking orders from you.\I'm going with you, Kay Imatuba.\Fine, whatever.\Just try to walk as far away from me as possible.\I don't want anyone thinking we're friends.\What a coincidence. Neither do I.\Hey, we don't open until seven.\Oh, Mr. Matoba. response:	Kenny, is O'Neill in?
context: I'm going with you, Kay Imatuba.\Fine, whatever.\Just try to walk as far away from me as possible.\I don't want anyone thinking we're friends.\What a coincidence. Neither do I.\Hey, we don't open until seven.\Oh, Mr. Matoba.\Kenny, is O'Neill in? response:	He's in the other room on the phone.
context: Fine, whatever.\Just try to walk as far away from me as possible.\I don't want anyone thinking we're friends.\What a coincidence. Neither do I.\Hey, we don't open until seven.\Oh, Mr. Matoba.\Kenny, is O'Neill in?\He's in the other room on the phone. response:	Hey, that's an alien!
context: Just try to walk as far away from me as possible.\I don't want anyone thinking we're friends.\What a coincidence. Neither do I.\Hey, we don't open until seven.\Oh, Mr. Matoba.\Kenny, is O'Neill in?\He's in the other room on the phone.\Hey, that's an alien! response:	I hate those guys!
context: I don't want anyone thinking we're friends.\What a coincidence. Neither do I.\Hey, we don't open until seven.\Oh, Mr. Matoba.\Kenny, is O'Neill in?\He's in the other room on the phone.\Hey, that's an alien!\I hate those guys! response:	Have a good time with her, then. I'm going in.
context: What a coincidence. Neither do I.\Hey, we don't open until seven.\Oh, Mr. Matoba.\Kenny, is O'Neill in?\He's in the other room on the phone.\Hey, that's an alien!\I hate those guys!\Have a good time with her, then. I'm going in. response:	Hold it, missy.
context: Hey, we don't open until seven.\Oh, Mr. Matoba.\Kenny, is O'Neill in?\He's in the other room on the phone.\Hey, that's an alien!\I hate those guys!\Have a good time with her, then. I'm going in.\Hold it, missy. response:	What?
context: Oh, Mr. Matoba.\Kenny, is O'Neill in?\He's in the other room on the phone.\Hey, that's an alien!\I hate those guys!\Have a good time with her, then. I'm going in.\Hold it, missy.\What? response:	Hey, did you not hear me? Turn around and...
context: Kenny, is O'Neill in?\He's in the other room on the phone.\Hey, that's an alien!\I hate those guys!\Have a good time with her, then. I'm going in.\Hold it, missy.\What?\Hey, did you not hear me? Turn around and... response:	Turn around and what?
context: He's in the other room on the phone.\Hey, that's an alien!\I hate those guys!\Have a good time with her, then. I'm going in.\Hold it, missy.\What?\Hey, did you not hear me? Turn around and...\Turn around and what? response:	Go on in, miss.
context: Hey, that's an alien!\I hate those guys!\Have a good time with her, then. I'm going in.\Hold it, missy.\What?\Hey, did you not hear me? Turn around and...\Turn around and what?\Go on in, miss. response:	Very good.
context: I hate those guys!\Have a good time with her, then. I'm going in.\Hold it, missy.\What?\Hey, did you not hear me? Turn around and...\Turn around and what?\Go on in, miss.\Very good. response:	Did you think I'd get scared and beg for help?
context: Have a good time with her, then. I'm going in.\Hold it, missy.\What?\Hey, did you not hear me? Turn around and...\Turn around and what?\Go on in, miss.\Very good.\Did you think I'd get scared and beg for help? response:	Yes, this should be a good deal for us both.
context: Hold it, missy.\What?\Hey, did you not hear me? Turn around and...\Turn around and what?\Go on in, miss.\Very good.\Did you think I'd get scared and beg for help?\Yes, this should be a good deal for us both. response:	This gift of 50 51-inch TVs brought to us by these sinful
context: What?\Hey, did you not hear me? Turn around and...\Turn around and what?\Go on in, miss.\Very good.\Did you think I'd get scared and beg for help?\Yes, this should be a good deal for us both.\This gift of 50 51-inch TVs brought to us by these sinful response:	young children is truly a blessing from God. For the Lord sayeth...
context: Hey, did you not hear me? Turn around and...\Turn around and what?\Go on in, miss.\Very good.\Did you think I'd get scared and beg for help?\Yes, this should be a good deal for us both.\This gift of 50 51-inch TVs brought to us by these sinful\young children is truly a blessing from God. For the Lord sayeth... response:	There are no TVs. It's a theological analogy for God's grace.
context: Turn around and what?\Go on in, miss.\Very good.\Did you think I'd get scared and beg for help?\Yes, this should be a good deal for us both.\This gift of 50 51-inch TVs brought to us by these sinful\young children is truly a blessing from God. For the Lord sayeth...\There are no TVs. It's a theological analogy for God's grace. response:	Oh, I've got visitors. Blessings of God be with you!
context: Go on in, miss.\Very good.\Did you think I'd get scared and beg for help?\Yes, this should be a good deal for us both.\This gift of 50 51-inch TVs brought to us by these sinful\young children is truly a blessing from God. For the Lord sayeth...\There are no TVs. It's a theological analogy for God's grace.\Oh, I've got visitors. Blessings of God be with you! response:	Sergeant Matoba! Feeling the breath of God today?
context: Very good.\Did you think I'd get scared and beg for help?\Yes, this should be a good deal for us both.\This gift of 50 51-inch TVs brought to us by these sinful\young children is truly a blessing from God. For the Lord sayeth...\There are no TVs. It's a theological analogy for God's grace.\Oh, I've got visitors. Blessings of God be with you!\Sergeant Matoba! Feeling the breath of God today? response:	Want something to drink?
context: Did you think I'd get scared and beg for help?\Yes, this should be a good deal for us both.\This gift of 50 51-inch TVs brought to us by these sinful\young children is truly a blessing from God. For the Lord sayeth...\There are no TVs. It's a theological analogy for God's grace.\Oh, I've got visitors. Blessings of God be with you!\Sergeant Matoba! Feeling the breath of God today?\Want something to drink? response:	O'Neill, I'm looking for a Mexican gang.
context: Yes, this should be a good deal for us both.\This gift of 50 51-inch TVs brought to us by these sinful\young children is truly a blessing from God. For the Lord sayeth...\There are no TVs. It's a theological analogy for God's grace.\Oh, I've got visitors. Blessings of God be with you!\Sergeant Matoba! Feeling the breath of God today?\Want something to drink?\O'Neill, I'm looking for a Mexican gang. response:	They drive a Ridgeline. Probably transporters. Know anything?
context: This gift of 50 51-inch TVs brought to us by these sinful\young children is truly a blessing from God. For the Lord sayeth...\There are no TVs. It's a theological analogy for God's grace.\Oh, I've got visitors. Blessings of God be with you!\Sergeant Matoba! Feeling the breath of God today?\Want something to drink?\O'Neill, I'm looking for a Mexican gang.\They drive a Ridgeline. Probably transporters. Know anything? response:	They're a violent bunch, and I'd rather not anger them if possible...
context: young children is truly a blessing from God. For the Lord sayeth...\There are no TVs. It's a theological analogy for God's grace.\Oh, I've got visitors. Blessings of God be with you!\Sergeant Matoba! Feeling the breath of God today?\Want something to drink?\O'Neill, I'm looking for a Mexican gang.\They drive a Ridgeline. Probably transporters. Know anything?\They're a violent bunch, and I'd rather not anger them if possible... response:	So you do know something.
context: There are no TVs. It's a theological analogy for God's grace.\Oh, I've got visitors. Blessings of God be with you!\Sergeant Matoba! Feeling the breath of God today?\Want something to drink?\O'Neill, I'm looking for a Mexican gang.\They drive a Ridgeline. Probably transporters. Know anything?\They're a violent bunch, and I'd rather not anger them if possible...\So you do know something. response:	It's impossible to say!
context: Oh, I've got visitors. Blessings of God be with you!\Sergeant Matoba! Feeling the breath of God today?\Want something to drink?\O'Neill, I'm looking for a Mexican gang.\They drive a Ridgeline. Probably transporters. Know anything?\They're a violent bunch, and I'd rather not anger them if possible...\So you do know something.\It's impossible to say! response:	But perhaps a sufficiently large donation could make God
context: Sergeant Matoba! Feeling the breath of God today?\Want something to drink?\O'Neill, I'm looking for a Mexican gang.\They drive a Ridgeline. Probably transporters. Know anything?\They're a violent bunch, and I'd rather not anger them if possible...\So you do know something.\It's impossible to say!\But perhaps a sufficiently large donation could make God response:	whisper something to me...
context: Want something to drink?\O'Neill, I'm looking for a Mexican gang.\They drive a Ridgeline. Probably transporters. Know anything?\They're a violent bunch, and I'd rather not anger them if possible...\So you do know something.\It's impossible to say!\But perhaps a sufficiently large donation could make God\whisper something to me... response:	A donation of around 300 dollars, specifically.
context: O'Neill, I'm looking for a Mexican gang.\They drive a Ridgeline. Probably transporters. Know anything?\They're a violent bunch, and I'd rather not anger them if possible...\So you do know something.\It's impossible to say!\But perhaps a sufficiently large donation could make God\whisper something to me...\A donation of around 300 dollars, specifically. response:	If you don't know anything,
context: They drive a Ridgeline. Probably transporters. Know anything?\They're a violent bunch, and I'd rather not anger them if possible...\So you do know something.\It's impossible to say!\But perhaps a sufficiently large donation could make God\whisper something to me...\A donation of around 300 dollars, specifically.\If you don't know anything, response:	you'll have to deal with the goddess of the courtroom
context: They're a violent bunch, and I'd rather not anger them if possible...\So you do know something.\It's impossible to say!\But perhaps a sufficiently large donation could make God\whisper something to me...\A donation of around 300 dollars, specifically.\If you don't know anything,\you'll have to deal with the goddess of the courtroom response:	and her sword and scales.
context: So you do know something.\It's impossible to say!\But perhaps a sufficiently large donation could make God\whisper something to me...\A donation of around 300 dollars, specifically.\If you don't know anything,\you'll have to deal with the goddess of the courtroom\and her sword and scales. response:	You're on probation, aren't you?
context: It's impossible to say!\But perhaps a sufficiently large donation could make God\whisper something to me...\A donation of around 300 dollars, specifically.\If you don't know anything,\you'll have to deal with the goddess of the courtroom\and her sword and scales.\You're on probation, aren't you? response:	That's an illegal threat, Sergeant Matoba!
context: But perhaps a sufficiently large donation could make God\whisper something to me...\A donation of around 300 dollars, specifically.\If you don't know anything,\you'll have to deal with the goddess of the courtroom\and her sword and scales.\You're on probation, aren't you?\That's an illegal threat, Sergeant Matoba! response:	Someday Satan will get his claws into your soul!
context: whisper something to me...\A donation of around 300 dollars, specifically.\If you don't know anything,\you'll have to deal with the goddess of the courtroom\and her sword and scales.\You're on probation, aren't you?\That's an illegal threat, Sergeant Matoba!\Someday Satan will get his claws into your soul! response:	Satan can suck my dick. Now, what's this about 51-inch TVs?
context: A donation of around 300 dollars, specifically.\If you don't know anything,\you'll have to deal with the goddess of the courtroom\and her sword and scales.\You're on probation, aren't you?\That's an illegal threat, Sergeant Matoba!\Someday Satan will get his claws into your soul!\Satan can suck my dick. Now, what's this about 51-inch TVs? response:	Maybe I should go ask the guys in the burglary division?
context: If you don't know anything,\you'll have to deal with the goddess of the courtroom\and her sword and scales.\You're on probation, aren't you?\That's an illegal threat, Sergeant Matoba!\Someday Satan will get his claws into your soul!\Satan can suck my dick. Now, what's this about 51-inch TVs?\Maybe I should go ask the guys in the burglary division? response:	You're willing to believe the words of a thief?
context: you'll have to deal with the goddess of the courtroom\and her sword and scales.\You're on probation, aren't you?\That's an illegal threat, Sergeant Matoba!\Someday Satan will get his claws into your soul!\Satan can suck my dick. Now, what's this about 51-inch TVs?\Maybe I should go ask the guys in the burglary division?\You're willing to believe the words of a thief? response:	He's an informant.
context: and her sword and scales.\You're on probation, aren't you?\That's an illegal threat, Sergeant Matoba!\Someday Satan will get his claws into your soul!\Satan can suck my dick. Now, what's this about 51-inch TVs?\Maybe I should go ask the guys in the burglary division?\You're willing to believe the words of a thief?\He's an informant. response:	But he's a thief.
context: You're on probation, aren't you?\That's an illegal threat, Sergeant Matoba!\Someday Satan will get his claws into your soul!\Satan can suck my dick. Now, what's this about 51-inch TVs?\Maybe I should go ask the guys in the burglary division?\You're willing to believe the words of a thief?\He's an informant.\But he's a thief. response:	O'Neill may be a criminal, but he doesn't like drugs or murder.
context: That's an illegal threat, Sergeant Matoba!\Someday Satan will get his claws into your soul!\Satan can suck my dick. Now, what's this about 51-inch TVs?\Maybe I should go ask the guys in the burglary division?\You're willing to believe the words of a thief?\He's an informant.\But he's a thief.\O'Neill may be a criminal, but he doesn't like drugs or murder. response:	He can be trusted... to a degree.
context: Someday Satan will get his claws into your soul!\Satan can suck my dick. Now, what's this about 51-inch TVs?\Maybe I should go ask the guys in the burglary division?\You're willing to believe the words of a thief?\He's an informant.\But he's a thief.\O'Neill may be a criminal, but he doesn't like drugs or murder.\He can be trusted... to a degree. response:	He's a guy you just can't hate, I guess.
context: Satan can suck my dick. Now, what's this about 51-inch TVs?\Maybe I should go ask the guys in the burglary division?\You're willing to believe the words of a thief?\He's an informant.\But he's a thief.\O'Neill may be a criminal, but he doesn't like drugs or murder.\He can be trusted... to a degree.\He's a guy you just can't hate, I guess. response:	I don't understand. Aren't you supposed to be enforcers of justice?
context: Maybe I should go ask the guys in the burglary division?\You're willing to believe the words of a thief?\He's an informant.\But he's a thief.\O'Neill may be a criminal, but he doesn't like drugs or murder.\He can be trusted... to a degree.\He's a guy you just can't hate, I guess.\I don't understand. Aren't you supposed to be enforcers of justice? response:	Well...
context: You're willing to believe the words of a thief?\He's an informant.\But he's a thief.\O'Neill may be a criminal, but he doesn't like drugs or murder.\He can be trusted... to a degree.\He's a guy you just can't hate, I guess.\I don't understand. Aren't you supposed to be enforcers of justice?\Well... response:	I was told that there were warriors on Earth who fought for the cause of justice.
context: He's an informant.\But he's a thief.\O'Neill may be a criminal, but he doesn't like drugs or murder.\He can be trusted... to a degree.\He's a guy you just can't hate, I guess.\I don't understand. Aren't you supposed to be enforcers of justice?\Well...\I was told that there were warriors on Earth who fought for the cause of justice. response:	That they helped the needy and fought evil.
context: But he's a thief.\O'Neill may be a criminal, but he doesn't like drugs or murder.\He can be trusted... to a degree.\He's a guy you just can't hate, I guess.\I don't understand. Aren't you supposed to be enforcers of justice?\Well...\I was told that there were warriors on Earth who fought for the cause of justice.\That they helped the needy and fought evil. response:	That's what you bolicemen are, right?
context: O'Neill may be a criminal, but he doesn't like drugs or murder.\He can be trusted... to a degree.\He's a guy you just can't hate, I guess.\I don't understand. Aren't you supposed to be enforcers of justice?\Well...\I was told that there were warriors on Earth who fought for the cause of justice.\That they helped the needy and fought evil.\That's what you bolicemen are, right? response:	I honestly had some hopes for you.
context: He can be trusted... to a degree.\He's a guy you just can't hate, I guess.\I don't understand. Aren't you supposed to be enforcers of justice?\Well...\I was told that there were warriors on Earth who fought for the cause of justice.\That they helped the needy and fought evil.\That's what you bolicemen are, right?\I honestly had some hopes for you. response:	But I can't believe you're making deals with a thief.
context: He's a guy you just can't hate, I guess.\I don't understand. Aren't you supposed to be enforcers of justice?\Well...\I was told that there were warriors on Earth who fought for the cause of justice.\That they helped the needy and fought evil.\That's what you bolicemen are, right?\I honestly had some hopes for you.\But I can't believe you're making deals with a thief. response:	Do you have no pride?
context: I don't understand. Aren't you supposed to be enforcers of justice?\Well...\I was told that there were warriors on Earth who fought for the cause of justice.\That they helped the needy and fought evil.\That's what you bolicemen are, right?\I honestly had some hopes for you.\But I can't believe you're making deals with a thief.\Do you have no pride? response:	It's complicated.
context: Well...\I was told that there were warriors on Earth who fought for the cause of justice.\That they helped the needy and fought evil.\That's what you bolicemen are, right?\I honestly had some hopes for you.\But I can't believe you're making deals with a thief.\Do you have no pride?\It's complicated. response:	What is?
context: I was told that there were warriors on Earth who fought for the cause of justice.\That they helped the needy and fought evil.\That's what you bolicemen are, right?\I honestly had some hopes for you.\But I can't believe you're making deals with a thief.\Do you have no pride?\It's complicated.\What is? response:	A lot of stuff.
context: That they helped the needy and fought evil.\That's what you bolicemen are, right?\I honestly had some hopes for you.\But I can't believe you're making deals with a thief.\Do you have no pride?\It's complicated.\What is?\A lot of stuff. response:	In the old days, you'd be right, but now...
context: That's what you bolicemen are, right?\I honestly had some hopes for you.\But I can't believe you're making deals with a thief.\Do you have no pride?\It's complicated.\What is?\A lot of stuff.\In the old days, you'd be right, but now... response:	It's really complicated.
context: I honestly had some hopes for you.\But I can't believe you're making deals with a thief.\Do you have no pride?\It's complicated.\What is?\A lot of stuff.\In the old days, you'd be right, but now...\It's really complicated. response:	I don't understand.
context: But I can't believe you're making deals with a thief.\Do you have no pride?\It's complicated.\What is?\A lot of stuff.\In the old days, you'd be right, but now...\It's really complicated.\I don't understand. response:	Nobody does.
context: Do you have no pride?\It's complicated.\What is?\A lot of stuff.\In the old days, you'd be right, but now...\It's really complicated.\I don't understand.\Nobody does. response:	581 Mason Street. Room 603.
context: It's complicated.\What is?\A lot of stuff.\In the old days, you'd be right, but now...\It's really complicated.\I don't understand.\Nobody does.\581 Mason Street. Room 603. response:	Antonio Alvarez. You need backup?
context: What is?\A lot of stuff.\In the old days, you'd be right, but now...\It's really complicated.\I don't understand.\Nobody does.\581 Mason Street. Room 603.\Antonio Alvarez. You need backup? response:	Nope. If there's no word from me in 30 minutes, then you can worry about me.
context: A lot of stuff.\In the old days, you'd be right, but now...\It's really complicated.\I don't understand.\Nobody does.\581 Mason Street. Room 603.\Antonio Alvarez. You need backup?\Nope. If there's no word from me in 30 minutes, then you can worry about me. response:	Roger. Be careful.
context: In the old days, you'd be right, but now...\It's really complicated.\I don't understand.\Nobody does.\581 Mason Street. Room 603.\Antonio Alvarez. You need backup?\Nope. If there's no word from me in 30 minutes, then you can worry about me.\Roger. Be careful. response:	Thanks.
context: It's really complicated.\I don't understand.\Nobody does.\581 Mason Street. Room 603.\Antonio Alvarez. You need backup?\Nope. If there's no word from me in 30 minutes, then you can worry about me.\Roger. Be careful.\Thanks. response:	You stay here...
context: I don't understand.\Nobody does.\581 Mason Street. Room 603.\Antonio Alvarez. You need backup?\Nope. If there's no word from me in 30 minutes, then you can worry about me.\Roger. Be careful.\Thanks.\You stay here... response:	Yeah, I should've known you wouldn't listen.
context: Nobody does.\581 Mason Street. Room 603.\Antonio Alvarez. You need backup?\Nope. If there's no word from me in 30 minutes, then you can worry about me.\Roger. Be careful.\Thanks.\You stay here...\Yeah, I should've known you wouldn't listen. response:	Of course not.
context: 581 Mason Street. Room 603.\Antonio Alvarez. You need backup?\Nope. If there's no word from me in 30 minutes, then you can worry about me.\Roger. Be careful.\Thanks.\You stay here...\Yeah, I should've known you wouldn't listen.\Of course not. response:	Don't touch anything.
context: Antonio Alvarez. You need backup?\Nope. If there's no word from me in 30 minutes, then you can worry about me.\Roger. Be careful.\Thanks.\You stay here...\Yeah, I should've known you wouldn't listen.\Of course not.\Don't touch anything. response:	No, it's the smell.
context: Nope. If there's no word from me in 30 minutes, then you can worry about me.\Roger. Be careful.\Thanks.\You stay here...\Yeah, I should've known you wouldn't listen.\Of course not.\Don't touch anything.\No, it's the smell. response:	The smell?
context: Roger. Be careful.\Thanks.\You stay here...\Yeah, I should've known you wouldn't listen.\Of course not.\Don't touch anything.\No, it's the smell.\The smell? response:	The smell of latena.
context: Thanks.\You stay here...\Yeah, I should've known you wouldn't listen.\Of course not.\Don't touch anything.\No, it's the smell.\The smell?\The smell of latena. response:	Someone controlled by an evil wizard was just here...
context: You stay here...\Yeah, I should've known you wouldn't listen.\Of course not.\Don't touch anything.\No, it's the smell.\The smell?\The smell of latena.\Someone controlled by an evil wizard was just here... response:	What are you talking about?
context: Yeah, I should've known you wouldn't listen.\Of course not.\Don't touch anything.\No, it's the smell.\The smell?\The smell of latena.\Someone controlled by an evil wizard was just here...\What are you talking about? response:	The enemy's close!
context: Of course not.\Don't touch anything.\No, it's the smell.\The smell?\The smell of latena.\Someone controlled by an evil wizard was just here...\What are you talking about?\The enemy's close! response:	Shield of law, protection of the war god.
context: Don't touch anything.\No, it's the smell.\The smell?\The smell of latena.\Someone controlled by an evil wizard was just here...\What are you talking about?\The enemy's close!\Shield of law, protection of the war god. response:	Follow me!
context: No, it's the smell.\The smell?\The smell of latena.\Someone controlled by an evil wizard was just here...\What are you talking about?\The enemy's close!\Shield of law, protection of the war god.\Follow me! response:	Hey, wait!
context: The smell?\The smell of latena.\Someone controlled by an evil wizard was just here...\What are you talking about?\The enemy's close!\Shield of law, protection of the war god.\Follow me!\Hey, wait! response:	Don't move! This is the police!
context: The smell of latena.\Someone controlled by an evil wizard was just here...\What are you talking about?\The enemy's close!\Shield of law, protection of the war god.\Follow me!\Hey, wait!\Don't move! This is the police! response:	Get down!
context: Someone controlled by an evil wizard was just here...\What are you talking about?\The enemy's close!\Shield of law, protection of the war god.\Follow me!\Hey, wait!\Don't move! This is the police!\Get down! response:	Crap!
context: What are you talking about?\The enemy's close!\Shield of law, protection of the war god.\Follow me!\Hey, wait!\Don't move! This is the police!\Get down!\Crap! response:	Next time
context: The enemy's close!\Shield of law, protection of the war god.\Follow me!\Hey, wait!\Don't move! This is the police!\Get down!\Crap!\Next time response:	Next time on COP CRAFT.
