context: Ourarch-enemy Naraku had totally concealed himself from us. response:	Fifty years ago, Onigumo the brigand gave rise to Naraku.
context: Hiraikotsu!\Wind Tunnel!\Get back, Miroku!\Stone-Reaver, Soul-Stealer!\W-What?\It's a good thing, Inuyasha.\Yes, yes.\You have anotherweapon. response:	What're you picturing, you two?!
context: Wind Tunnel!\Get back, Miroku!\Stone-Reaver, Soul-Stealer!\W-What?\It's a good thing, Inuyasha.\Yes, yes.\You have anotherweapon.\What're you picturing, you two?! response:	If Inuyasha is stuck like this...
context: Get back, Miroku!\Stone-Reaver, Soul-Stealer!\W-What?\It's a good thing, Inuyasha.\Yes, yes.\You have anotherweapon.\What're you picturing, you two?!\If Inuyasha is stuck like this... response:	I'm going back home to the present time.
context: Stone-Reaver, Soul-Stealer!\W-What?\It's a good thing, Inuyasha.\Yes, yes.\You have anotherweapon.\What're you picturing, you two?!\If Inuyasha is stuck like this...\I'm going back home to the present time. response:	Hey wait, Kagome!
context: W-What?\It's a good thing, Inuyasha.\Yes, yes.\You have anotherweapon.\What're you picturing, you two?!\If Inuyasha is stuck like this...\I'm going back home to the present time.\Hey wait, Kagome! response:	I'm not waiting!
context: It's a good thing, Inuyasha.\Yes, yes.\You have anotherweapon.\What're you picturing, you two?!\If Inuyasha is stuck like this...\I'm going back home to the present time.\Hey wait, Kagome!\I'm not waiting! response:	Don't just leave!
context: Yes, yes.\You have anotherweapon.\What're you picturing, you two?!\If Inuyasha is stuck like this...\I'm going back home to the present time.\Hey wait, Kagome!\I'm not waiting!\Don't just leave! response:	Damn!
context: You have anotherweapon.\What're you picturing, you two?!\If Inuyasha is stuck like this...\I'm going back home to the present time.\Hey wait, Kagome!\I'm not waiting!\Don't just leave!\Damn! response:	This may be good.
context: What're you picturing, you two?!\If Inuyasha is stuck like this...\I'm going back home to the present time.\Hey wait, Kagome!\I'm not waiting!\Don't just leave!\Damn!\This may be good. response:	Hey you...!
context: If Inuyasha is stuck like this...\I'm going back home to the present time.\Hey wait, Kagome!\I'm not waiting!\Don't just leave!\Damn!\This may be good.\Hey you...! response:	What're you picturing?
context: I'm going back home to the present time.\Hey wait, Kagome!\I'm not waiting!\Don't just leave!\Damn!\This may be good.\Hey you...!\What're you picturing? response:	I know, Inuyasha.
context: Hey wait, Kagome!\I'm not waiting!\Don't just leave!\Damn!\This may be good.\Hey you...!\What're you picturing?\I know, Inuyasha. response:	Shall I suck up the rock with my Wind Tunnel?
context: I'm not waiting!\Don't just leave!\Damn!\This may be good.\Hey you...!\What're you picturing?\I know, Inuyasha.\Shall I suck up the rock with my Wind Tunnel? response:	Can you just suck up the rock?
context: Don't just leave!\Damn!\This may be good.\Hey you...!\What're you picturing?\I know, Inuyasha.\Shall I suck up the rock with my Wind Tunnel?\Can you just suck up the rock? response:	If I stop in the nick of time, it may work.
context: Damn!\This may be good.\Hey you...!\What're you picturing?\I know, Inuyasha.\Shall I suck up the rock with my Wind Tunnel?\Can you just suck up the rock?\If I stop in the nick of time, it may work. response:	I'll open my Wind Tunnel like this,
context: This may be good.\Hey you...!\What're you picturing?\I know, Inuyasha.\Shall I suck up the rock with my Wind Tunnel?\Can you just suck up the rock?\If I stop in the nick of time, it may work.\I'll open my Wind Tunnel like this, response:	suck up the rock and
context: Hey you...!\What're you picturing?\I know, Inuyasha.\Shall I suck up the rock with my Wind Tunnel?\Can you just suck up the rock?\If I stop in the nick of time, it may work.\I'll open my Wind Tunnel like this,\suck up the rock and response:	just as you get near it, I'll close my...
context: What're you picturing?\I know, Inuyasha.\Shall I suck up the rock with my Wind Tunnel?\Can you just suck up the rock?\If I stop in the nick of time, it may work.\I'll open my Wind Tunnel like this,\suck up the rock and\just as you get near it, I'll close my... response:	Huh?
context: I know, Inuyasha.\Shall I suck up the rock with my Wind Tunnel?\Can you just suck up the rock?\If I stop in the nick of time, it may work.\I'll open my Wind Tunnel like this,\suck up the rock and\just as you get near it, I'll close my...\Huh? response:	Huh?!
context: Shall I suck up the rock with my Wind Tunnel?\Can you just suck up the rock?\If I stop in the nick of time, it may work.\I'll open my Wind Tunnel like this,\suck up the rock and\just as you get near it, I'll close my...\Huh?\Huh?! response:	What's this huh?!
context: Can you just suck up the rock?\If I stop in the nick of time, it may work.\I'll open my Wind Tunnel like this,\suck up the rock and\just as you get near it, I'll close my...\Huh?\Huh?!\What's this huh?! response:	Well... if you're half sucked in...
context: If I stop in the nick of time, it may work.\I'll open my Wind Tunnel like this,\suck up the rock and\just as you get near it, I'll close my...\Huh?\Huh?!\What's this huh?!\Well... if you're half sucked in... response:	Err... nevermind.
context: I'll open my Wind Tunnel like this,\suck up the rock and\just as you get near it, I'll close my...\Huh?\Huh?!\What's this huh?!\Well... if you're half sucked in...\Err... nevermind. response:	What're you imagining?!
context: suck up the rock and\just as you get near it, I'll close my...\Huh?\Huh?!\What's this huh?!\Well... if you're half sucked in...\Err... nevermind.\What're you imagining?! response:	Nothing, nothing.
context: just as you get near it, I'll close my...\Huh?\Huh?!\What's this huh?!\Well... if you're half sucked in...\Err... nevermind.\What're you imagining?!\Nothing, nothing. response:	Let's try it.
context: Huh?\Huh?!\What's this huh?!\Well... if you're half sucked in...\Err... nevermind.\What're you imagining?!\Nothing, nothing.\Let's try it. response:	Don't worry. I WILL NOT suck you in.
context: Huh?!\What's this huh?!\Well... if you're half sucked in...\Err... nevermind.\What're you imagining?!\Nothing, nothing.\Let's try it.\Don't worry. I WILL NOT suck you in. response:	H-hey!
context: What's this huh?!\Well... if you're half sucked in...\Err... nevermind.\What're you imagining?!\Nothing, nothing.\Let's try it.\Don't worry. I WILL NOT suck you in.\H-hey! response:	Stop!!
context: Well... if you're half sucked in...\Err... nevermind.\What're you imagining?!\Nothing, nothing.\Let's try it.\Don't worry. I WILL NOT suck you in.\H-hey!\Stop!! response:	Go on inside.
context: Err... nevermind.\What're you imagining?!\Nothing, nothing.\Let's try it.\Don't worry. I WILL NOT suck you in.\H-hey!\Stop!!\Go on inside. response:	You don't have to stay with me.
context: What're you imagining?!\Nothing, nothing.\Let's try it.\Don't worry. I WILL NOT suck you in.\H-hey!\Stop!!\Go on inside.\You don't have to stay with me. response:	Well, isn't it lonely all by yourself out here?
context: Nothing, nothing.\Let's try it.\Don't worry. I WILL NOT suck you in.\H-hey!\Stop!!\Go on inside.\You don't have to stay with me.\Well, isn't it lonely all by yourself out here? response:	l-I'm not, silly!
context: Let's try it.\Don't worry. I WILL NOT suck you in.\H-hey!\Stop!!\Go on inside.\You don't have to stay with me.\Well, isn't it lonely all by yourself out here?\l-I'm not, silly! response:	I'll go if I'm a bother.
context: Don't worry. I WILL NOT suck you in.\H-hey!\Stop!!\Go on inside.\You don't have to stay with me.\Well, isn't it lonely all by yourself out here?\l-I'm not, silly!\I'll go if I'm a bother. response:	N-No, you're not!
context: H-hey!\Stop!!\Go on inside.\You don't have to stay with me.\Well, isn't it lonely all by yourself out here?\l-I'm not, silly!\I'll go if I'm a bother.\N-No, you're not! response:	- Really? - Yeah!
context: Stop!!\Go on inside.\You don't have to stay with me.\Well, isn't it lonely all by yourself out here?\l-I'm not, silly!\I'll go if I'm a bother.\N-No, you're not!\- Really? - Yeah! response:	But what a problem.
context: Go on inside.\You don't have to stay with me.\Well, isn't it lonely all by yourself out here?\l-I'm not, silly!\I'll go if I'm a bother.\N-No, you're not!\- Really? - Yeah!\But what a problem. response:	Isn't there anotherway?
context: You don't have to stay with me.\Well, isn't it lonely all by yourself out here?\l-I'm not, silly!\I'll go if I'm a bother.\N-No, you're not!\- Really? - Yeah!\But what a problem.\Isn't there anotherway? response:	Excuse me!
context: Well, isn't it lonely all by yourself out here?\l-I'm not, silly!\I'll go if I'm a bother.\N-No, you're not!\- Really? - Yeah!\But what a problem.\Isn't there anotherway?\Excuse me! response:	Is that?
context: l-I'm not, silly!\I'll go if I'm a bother.\N-No, you're not!\- Really? - Yeah!\But what a problem.\Isn't there anotherway?\Excuse me!\Is that? response:	Huh?
context: I'll go if I'm a bother.\N-No, you're not!\- Really? - Yeah!\But what a problem.\Isn't there anotherway?\Excuse me!\Is that?\Huh? response:	This is about all we can offer.
context: N-No, you're not!\- Really? - Yeah!\But what a problem.\Isn't there anotherway?\Excuse me!\Is that?\Huh?\This is about all we can offer. response:	And... what of it?
context: - Really? - Yeah!\But what a problem.\Isn't there anotherway?\Excuse me!\Is that?\Huh?\This is about all we can offer.\And... what of it? response:	This is quite amazing.
context: But what a problem.\Isn't there anotherway?\Excuse me!\Is that?\Huh?\This is about all we can offer.\And... what of it?\This is quite amazing. response:	T-This is!
context: Isn't there anotherway?\Excuse me!\Is that?\Huh?\This is about all we can offer.\And... what of it?\This is quite amazing.\T-This is! response:	Hey! Weren't these vegetables grown in the fields here?
context: Excuse me!\Is that?\Huh?\This is about all we can offer.\And... what of it?\This is quite amazing.\T-This is!\Hey! Weren't these vegetables grown in the fields here? response:	This is unmistakably the glow from ourMonkey God!
context: Is that?\Huh?\This is about all we can offer.\And... what of it?\This is quite amazing.\T-This is!\Hey! Weren't these vegetables grown in the fields here?\This is unmistakably the glow from ourMonkey God! response:	Just as he said in my dream...
context: Huh?\This is about all we can offer.\And... what of it?\This is quite amazing.\T-This is!\Hey! Weren't these vegetables grown in the fields here?\This is unmistakably the glow from ourMonkey God!\Just as he said in my dream... response:	Dark and dank.
context: This is about all we can offer.\And... what of it?\This is quite amazing.\T-This is!\Hey! Weren't these vegetables grown in the fields here?\This is unmistakably the glow from ourMonkey God!\Just as he said in my dream...\Dark and dank. response:	Small and suffocating.
context: And... what of it?\This is quite amazing.\T-This is!\Hey! Weren't these vegetables grown in the fields here?\This is unmistakably the glow from ourMonkey God!\Just as he said in my dream...\Dark and dank.\Small and suffocating. response:	With a smell of vegetables!
context: This is quite amazing.\T-This is!\Hey! Weren't these vegetables grown in the fields here?\This is unmistakably the glow from ourMonkey God!\Just as he said in my dream...\Dark and dank.\Small and suffocating.\With a smell of vegetables! response:	The field is the only place!
context: T-This is!\Hey! Weren't these vegetables grown in the fields here?\This is unmistakably the glow from ourMonkey God!\Just as he said in my dream...\Dark and dank.\Small and suffocating.\With a smell of vegetables!\The field is the only place! response:	He must be buried deep underground!
context: Hey! Weren't these vegetables grown in the fields here?\This is unmistakably the glow from ourMonkey God!\Just as he said in my dream...\Dark and dank.\Small and suffocating.\With a smell of vegetables!\The field is the only place!\He must be buried deep underground! response:	Awright! We'll turn the village upside down!
context: This is unmistakably the glow from ourMonkey God!\Just as he said in my dream...\Dark and dank.\Small and suffocating.\With a smell of vegetables!\The field is the only place!\He must be buried deep underground!\Awright! We'll turn the village upside down! response:	Yeah!
context: Just as he said in my dream...\Dark and dank.\Small and suffocating.\With a smell of vegetables!\The field is the only place!\He must be buried deep underground!\Awright! We'll turn the village upside down!\Yeah! response:	Is he serious?
context: Dark and dank.\Small and suffocating.\With a smell of vegetables!\The field is the only place!\He must be buried deep underground!\Awright! We'll turn the village upside down!\Yeah!\Is he serious? response:	Sit!
context: Small and suffocating.\With a smell of vegetables!\The field is the only place!\He must be buried deep underground!\Awright! We'll turn the village upside down!\Yeah!\Is he serious?\Sit! response:	I'd like to see something.
context: With a smell of vegetables!\The field is the only place!\He must be buried deep underground!\Awright! We'll turn the village upside down!\Yeah!\Is he serious?\Sit!\I'd like to see something. response:	I thought so...
context: The field is the only place!\He must be buried deep underground!\Awright! We'll turn the village upside down!\Yeah!\Is he serious?\Sit!\I'd like to see something.\I thought so... response:	The pickling stone has a glow.
context: He must be buried deep underground!\Awright! We'll turn the village upside down!\Yeah!\Is he serious?\Sit!\I'd like to see something.\I thought so...\The pickling stone has a glow. response:	It's the sacred object!
context: Awright! We'll turn the village upside down!\Yeah!\Is he serious?\Sit!\I'd like to see something.\I thought so...\The pickling stone has a glow.\It's the sacred object! response:	Monkey God!
context: Yeah!\Is he serious?\Sit!\I'd like to see something.\I thought so...\The pickling stone has a glow.\It's the sacred object!\Monkey God! response:	- Glow? - We don't see anything.
context: Is he serious?\Sit!\I'd like to see something.\I thought so...\The pickling stone has a glow.\It's the sacred object!\Monkey God!\- Glow? - We don't see anything. response:	What a terrible thing to do to the sacred object!
context: Sit!\I'd like to see something.\I thought so...\The pickling stone has a glow.\It's the sacred object!\Monkey God!\- Glow? - We don't see anything.\What a terrible thing to do to the sacred object! response:	You DID steal it, after all!
context: I'd like to see something.\I thought so...\The pickling stone has a glow.\It's the sacred object!\Monkey God!\- Glow? - We don't see anything.\What a terrible thing to do to the sacred object!\You DID steal it, after all! response:	No, I found it on the outskirts of the village.
context: I thought so...\The pickling stone has a glow.\It's the sacred object!\Monkey God!\- Glow? - We don't see anything.\What a terrible thing to do to the sacred object!\You DID steal it, after all!\No, I found it on the outskirts of the village. response:	I thought it'd be a perfect weight for pickling.
context: The pickling stone has a glow.\It's the sacred object!\Monkey God!\- Glow? - We don't see anything.\What a terrible thing to do to the sacred object!\You DID steal it, after all!\No, I found it on the outskirts of the village.\I thought it'd be a perfect weight for pickling. response:	Then you found it right outside the forest?
context: It's the sacred object!\Monkey God!\- Glow? - We don't see anything.\What a terrible thing to do to the sacred object!\You DID steal it, after all!\No, I found it on the outskirts of the village.\I thought it'd be a perfect weight for pickling.\Then you found it right outside the forest? response:	Liar!
context: Monkey God!\- Glow? - We don't see anything.\What a terrible thing to do to the sacred object!\You DID steal it, after all!\No, I found it on the outskirts of the village.\I thought it'd be a perfect weight for pickling.\Then you found it right outside the forest?\Liar! response:	The sacred object was kept in the shrine deep in the forest!
context: - Glow? - We don't see anything.\What a terrible thing to do to the sacred object!\You DID steal it, after all!\No, I found it on the outskirts of the village.\I thought it'd be a perfect weight for pickling.\Then you found it right outside the forest?\Liar!\The sacred object was kept in the shrine deep in the forest! response:	We sprites guarded it dearly!
context: What a terrible thing to do to the sacred object!\You DID steal it, after all!\No, I found it on the outskirts of the village.\I thought it'd be a perfect weight for pickling.\Then you found it right outside the forest?\Liar!\The sacred object was kept in the shrine deep in the forest!\We sprites guarded it dearly! response:	Yes! Even that day...
context: You DID steal it, after all!\No, I found it on the outskirts of the village.\I thought it'd be a perfect weight for pickling.\Then you found it right outside the forest?\Liar!\The sacred object was kept in the shrine deep in the forest!\We sprites guarded it dearly!\Yes! Even that day... response:	We desperately took the sacred object out of the burning shrine.
context: No, I found it on the outskirts of the village.\I thought it'd be a perfect weight for pickling.\Then you found it right outside the forest?\Liar!\The sacred object was kept in the shrine deep in the forest!\We sprites guarded it dearly!\Yes! Even that day...\We desperately took the sacred object out of the burning shrine. response:	We've brought it farenough. It should be fine now.
context: I thought it'd be a perfect weight for pickling.\Then you found it right outside the forest?\Liar!\The sacred object was kept in the shrine deep in the forest!\We sprites guarded it dearly!\Yes! Even that day...\We desperately took the sacred object out of the burning shrine.\We've brought it farenough. It should be fine now. response:	Uh-huh...
context: Then you found it right outside the forest?\Liar!\The sacred object was kept in the shrine deep in the forest!\We sprites guarded it dearly!\Yes! Even that day...\We desperately took the sacred object out of the burning shrine.\We've brought it farenough. It should be fine now.\Uh-huh... response:	Oh... acorns!
context: Liar!\The sacred object was kept in the shrine deep in the forest!\We sprites guarded it dearly!\Yes! Even that day...\We desperately took the sacred object out of the burning shrine.\We've brought it farenough. It should be fine now.\Uh-huh...\Oh... acorns! response:	Lots and lots of'em!
context: The sacred object was kept in the shrine deep in the forest!\We sprites guarded it dearly!\Yes! Even that day...\We desperately took the sacred object out of the burning shrine.\We've brought it farenough. It should be fine now.\Uh-huh...\Oh... acorns!\Lots and lots of'em! response:	Look... overhere, too!
context: We sprites guarded it dearly!\Yes! Even that day...\We desperately took the sacred object out of the burning shrine.\We've brought it farenough. It should be fine now.\Uh-huh...\Oh... acorns!\Lots and lots of'em!\Look... overhere, too! response:	In otherwords, you forgot all about it.
context: Yes! Even that day...\We desperately took the sacred object out of the burning shrine.\We've brought it farenough. It should be fine now.\Uh-huh...\Oh... acorns!\Lots and lots of'em!\Look... overhere, too!\In otherwords, you forgot all about it. response:	Now then, the purification water.
context: We desperately took the sacred object out of the burning shrine.\We've brought it farenough. It should be fine now.\Uh-huh...\Oh... acorns!\Lots and lots of'em!\Look... overhere, too!\In otherwords, you forgot all about it.\Now then, the purification water. response:	I've been waiting!
context: We've brought it farenough. It should be fine now.\Uh-huh...\Oh... acorns!\Lots and lots of'em!\Look... overhere, too!\In otherwords, you forgot all about it.\Now then, the purification water.\I've been waiting! response:	Monkey God!
context: Uh-huh...\Oh... acorns!\Lots and lots of'em!\Look... overhere, too!\In otherwords, you forgot all about it.\Now then, the purification water.\I've been waiting!\Monkey God! response:	We've longed to see you!
context: Oh... acorns!\Lots and lots of'em!\Look... overhere, too!\In otherwords, you forgot all about it.\Now then, the purification water.\I've been waiting!\Monkey God!\We've longed to see you! response:	It reeked of vegetables!
context: Lots and lots of'em!\Look... overhere, too!\In otherwords, you forgot all about it.\Now then, the purification water.\I've been waiting!\Monkey God!\We've longed to see you!\It reeked of vegetables! response:	Monkey God!
context: Look... overhere, too!\In otherwords, you forgot all about it.\Now then, the purification water.\I've been waiting!\Monkey God!\We've longed to see you!\It reeked of vegetables!\Monkey God! response:	Has anything strange happened in my absence?
context: In otherwords, you forgot all about it.\Now then, the purification water.\I've been waiting!\Monkey God!\We've longed to see you!\It reeked of vegetables!\Monkey God!\Has anything strange happened in my absence? response:	No! Not a thing!
context: Now then, the purification water.\I've been waiting!\Monkey God!\We've longed to see you!\It reeked of vegetables!\Monkey God!\Has anything strange happened in my absence?\No! Not a thing! response:	Hey!
context: I've been waiting!\Monkey God!\We've longed to see you!\It reeked of vegetables!\Monkey God!\Has anything strange happened in my absence?\No! Not a thing!\Hey! response:	Yep, they forgot about him.
context: Monkey God!\We've longed to see you!\It reeked of vegetables!\Monkey God!\Has anything strange happened in my absence?\No! Not a thing!\Hey!\Yep, they forgot about him. response:	If you build a new shrine and make offerings,
context: We've longed to see you!\It reeked of vegetables!\Monkey God!\Has anything strange happened in my absence?\No! Not a thing!\Hey!\Yep, they forgot about him.\If you build a new shrine and make offerings, response:	the Monkey God will protect you.
context: It reeked of vegetables!\Monkey God!\Has anything strange happened in my absence?\No! Not a thing!\Hey!\Yep, they forgot about him.\If you build a new shrine and make offerings,\the Monkey God will protect you. response:	Yes sir!
context: Monkey God!\Has anything strange happened in my absence?\No! Not a thing!\Hey!\Yep, they forgot about him.\If you build a new shrine and make offerings,\the Monkey God will protect you.\Yes sir! response:	Aren't you glad, Inuyasha, that the weight is off yourhand?
context: Has anything strange happened in my absence?\No! Not a thing!\Hey!\Yep, they forgot about him.\If you build a new shrine and make offerings,\the Monkey God will protect you.\Yes sir!\Aren't you glad, Inuyasha, that the weight is off yourhand? response:	Damn! What a waste of time!
context: No! Not a thing!\Hey!\Yep, they forgot about him.\If you build a new shrine and make offerings,\the Monkey God will protect you.\Yes sir!\Aren't you glad, Inuyasha, that the weight is off yourhand?\Damn! What a waste of time! response:	Shrewd young girl! You did well to find me.
context: Hey!\Yep, they forgot about him.\If you build a new shrine and make offerings,\the Monkey God will protect you.\Yes sir!\Aren't you glad, Inuyasha, that the weight is off yourhand?\Damn! What a waste of time!\Shrewd young girl! You did well to find me. response:	I thank you.
context: Yep, they forgot about him.\If you build a new shrine and make offerings,\the Monkey God will protect you.\Yes sir!\Aren't you glad, Inuyasha, that the weight is off yourhand?\Damn! What a waste of time!\Shrewd young girl! You did well to find me.\I thank you. response:	Oh no... your dream messages were so clear.
context: If you build a new shrine and make offerings,\the Monkey God will protect you.\Yes sir!\Aren't you glad, Inuyasha, that the weight is off yourhand?\Damn! What a waste of time!\Shrewd young girl! You did well to find me.\I thank you.\Oh no... your dream messages were so clear. response:	You three were just too stupid.
context: the Monkey God will protect you.\Yes sir!\Aren't you glad, Inuyasha, that the weight is off yourhand?\Damn! What a waste of time!\Shrewd young girl! You did well to find me.\I thank you.\Oh no... your dream messages were so clear.\You three were just too stupid. response:	What did you say?!
context: Yes sir!\Aren't you glad, Inuyasha, that the weight is off yourhand?\Damn! What a waste of time!\Shrewd young girl! You did well to find me.\I thank you.\Oh no... your dream messages were so clear.\You three were just too stupid.\What did you say?! response:	You thought it was underground, too!
context: Aren't you glad, Inuyasha, that the weight is off yourhand?\Damn! What a waste of time!\Shrewd young girl! You did well to find me.\I thank you.\Oh no... your dream messages were so clear.\You three were just too stupid.\What did you say?!\You thought it was underground, too! response:	I wanted to get out as soon as possible.
context: Damn! What a waste of time!\Shrewd young girl! You did well to find me.\I thank you.\Oh no... your dream messages were so clear.\You three were just too stupid.\What did you say?!\You thought it was underground, too!\I wanted to get out as soon as possible. response:	I was concerned about the strange occurrence outside.
context: Shrewd young girl! You did well to find me.\I thank you.\Oh no... your dream messages were so clear.\You three were just too stupid.\What did you say?!\You thought it was underground, too!\I wanted to get out as soon as possible.\I was concerned about the strange occurrence outside. response:	Strange occurrence?
context: I thank you.\Oh no... your dream messages were so clear.\You three were just too stupid.\What did you say?!\You thought it was underground, too!\I wanted to get out as soon as possible.\I was concerned about the strange occurrence outside.\Strange occurrence? response:	Shortly after I was placed in the pickling tub,
context: Oh no... your dream messages were so clear.\You three were just too stupid.\What did you say?!\You thought it was underground, too!\I wanted to get out as soon as possible.\I was concerned about the strange occurrence outside.\Strange occurrence?\Shortly after I was placed in the pickling tub, response:	I felt an awful evil aura, the likes of which I had neverfelt...
context: You three were just too stupid.\What did you say?!\You thought it was underground, too!\I wanted to get out as soon as possible.\I was concerned about the strange occurrence outside.\Strange occurrence?\Shortly after I was placed in the pickling tub,\I felt an awful evil aura, the likes of which I had neverfelt... response:	pass over the skies above the village.
context: What did you say?!\You thought it was underground, too!\I wanted to get out as soon as possible.\I was concerned about the strange occurrence outside.\Strange occurrence?\Shortly after I was placed in the pickling tub,\I felt an awful evil aura, the likes of which I had neverfelt...\pass over the skies above the village. response:	Huh?
context: You thought it was underground, too!\I wanted to get out as soon as possible.\I was concerned about the strange occurrence outside.\Strange occurrence?\Shortly after I was placed in the pickling tub,\I felt an awful evil aura, the likes of which I had neverfelt...\pass over the skies above the village.\Huh? response:	What?
context: I wanted to get out as soon as possible.\I was concerned about the strange occurrence outside.\Strange occurrence?\Shortly after I was placed in the pickling tub,\I felt an awful evil aura, the likes of which I had neverfelt...\pass over the skies above the village.\Huh?\What? response:	Monkey God, what was it?
context: I was concerned about the strange occurrence outside.\Strange occurrence?\Shortly after I was placed in the pickling tub,\I felt an awful evil aura, the likes of which I had neverfelt...\pass over the skies above the village.\Huh?\What?\Monkey God, what was it? response:	I don't know what it was.
context: Strange occurrence?\Shortly after I was placed in the pickling tub,\I felt an awful evil aura, the likes of which I had neverfelt...\pass over the skies above the village.\Huh?\What?\Monkey God, what was it?\I don't know what it was. response:	But I felt its presence while I was in the pickling tub.
context: Shortly after I was placed in the pickling tub,\I felt an awful evil aura, the likes of which I had neverfelt...\pass over the skies above the village.\Huh?\What?\Monkey God, what was it?\I don't know what it was.\But I felt its presence while I was in the pickling tub. response:	And?
context: I felt an awful evil aura, the likes of which I had neverfelt...\pass over the skies above the village.\Huh?\What?\Monkey God, what was it?\I don't know what it was.\But I felt its presence while I was in the pickling tub.\And? response:	Where did itgo?
context: pass over the skies above the village.\Huh?\What?\Monkey God, what was it?\I don't know what it was.\But I felt its presence while I was in the pickling tub.\And?\Where did itgo? response:	It disappeared.
context: Huh?\What?\Monkey God, what was it?\I don't know what it was.\But I felt its presence while I was in the pickling tub.\And?\Where did itgo?\It disappeared. response:	Disappeared?
context: What?\Monkey God, what was it?\I don't know what it was.\But I felt its presence while I was in the pickling tub.\And?\Where did itgo?\It disappeared.\Disappeared? response:	It didn't just pass over completely. It suddenly disappeared.
context: Monkey God, what was it?\I don't know what it was.\But I felt its presence while I was in the pickling tub.\And?\Where did itgo?\It disappeared.\Disappeared?\It didn't just pass over completely. It suddenly disappeared. response:	Inuyasha.
context: I don't know what it was.\But I felt its presence while I was in the pickling tub.\And?\Where did itgo?\It disappeared.\Disappeared?\It didn't just pass over completely. It suddenly disappeared.\Inuyasha. response:	There's no mistake. It's Naraku!
context: But I felt its presence while I was in the pickling tub.\And?\Where did itgo?\It disappeared.\Disappeared?\It didn't just pass over completely. It suddenly disappeared.\Inuyasha.\There's no mistake. It's Naraku! response:	The miasma headed in the direction of the ox and tiger.
context: And?\Where did itgo?\It disappeared.\Disappeared?\It didn't just pass over completely. It suddenly disappeared.\Inuyasha.\There's no mistake. It's Naraku!\The miasma headed in the direction of the ox and tiger. response:	Ox and tiger? That's northeast?
context: Where did itgo?\It disappeared.\Disappeared?\It didn't just pass over completely. It suddenly disappeared.\Inuyasha.\There's no mistake. It's Naraku!\The miasma headed in the direction of the ox and tiger.\Ox and tiger? That's northeast? response:	I can't pinpointexactly where it disappeared.
context: It disappeared.\Disappeared?\It didn't just pass over completely. It suddenly disappeared.\Inuyasha.\There's no mistake. It's Naraku!\The miasma headed in the direction of the ox and tiger.\Ox and tiger? That's northeast?\I can't pinpointexactly where it disappeared. response:	Shall we go?
context: Disappeared?\It didn't just pass over completely. It suddenly disappeared.\Inuyasha.\There's no mistake. It's Naraku!\The miasma headed in the direction of the ox and tiger.\Ox and tiger? That's northeast?\I can't pinpointexactly where it disappeared.\Shall we go? response:	Yeah...
context: It didn't just pass over completely. It suddenly disappeared.\Inuyasha.\There's no mistake. It's Naraku!\The miasma headed in the direction of the ox and tiger.\Ox and tiger? That's northeast?\I can't pinpointexactly where it disappeared.\Shall we go?\Yeah... response:	We know which way to go now!
context: Inuyasha.\There's no mistake. It's Naraku!\The miasma headed in the direction of the ox and tiger.\Ox and tiger? That's northeast?\I can't pinpointexactly where it disappeared.\Shall we go?\Yeah...\We know which way to go now! response:	W-What the...?!
context: There's no mistake. It's Naraku!\The miasma headed in the direction of the ox and tiger.\Ox and tiger? That's northeast?\I can't pinpointexactly where it disappeared.\Shall we go?\Yeah...\We know which way to go now!\W-What the...?! response:	Acorns!
context: The miasma headed in the direction of the ox and tiger.\Ox and tiger? That's northeast?\I can't pinpointexactly where it disappeared.\Shall we go?\Yeah...\We know which way to go now!\W-What the...?!\Acorns! response:	Why you...!
context: Ox and tiger? That's northeast?\I can't pinpointexactly where it disappeared.\Shall we go?\Yeah...\We know which way to go now!\W-What the...?!\Acorns!\Why you...! response:	Scared ya!
context: I can't pinpointexactly where it disappeared.\Shall we go?\Yeah...\We know which way to go now!\W-What the...?!\Acorns!\Why you...!\Scared ya! response:	Moon ya, Shippo!
context: Shall we go?\Yeah...\We know which way to go now!\W-What the...?!\Acorns!\Why you...!\Scared ya!\Moon ya, Shippo! response:	Moon ya, Inuyasha!
context: Yeah...\We know which way to go now!\W-What the...?!\Acorns!\Why you...!\Scared ya!\Moon ya, Shippo!\Moon ya, Inuyasha! response:	We'll meet again!
context: We know which way to go now!\W-What the...?!\Acorns!\Why you...!\Scared ya!\Moon ya, Shippo!\Moon ya, Inuyasha!\We'll meet again! response:	What's with them?!
context: W-What the...?!\Acorns!\Why you...!\Scared ya!\Moon ya, Shippo!\Moon ya, Inuyasha!\We'll meet again!\What's with them?! response:	They were some adversaries, huh?
context: Acorns!\Why you...!\Scared ya!\Moon ya, Shippo!\Moon ya, Inuyasha!\We'll meet again!\What's with them?!\They were some adversaries, huh? response:	Just pesky monkeys!
context: Why you...!\Scared ya!\Moon ya, Shippo!\Moon ya, Inuyasha!\We'll meet again!\What's with them?!\They were some adversaries, huh?\Just pesky monkeys! response:	Hey, Shippo!
context: Scared ya!\Moon ya, Shippo!\Moon ya, Inuyasha!\We'll meet again!\What's with them?!\They were some adversaries, huh?\Just pesky monkeys!\Hey, Shippo! response:	Hey, wait up, Inuyasha!
