context: The enemy is completely falling apart. response:	Take it! Now is the time to achieve honor! Take it all now!
context: War is already madness from the outset.\Hijikata...\Hijikata, this is your moment to withdraw.\Not yet! I have not lost yet!\That's right, you still haven't lost. This victory is yours.\However, beyond this, there is no victory.\You're in the middle of a fight! Who the hell are you talking to?!\Give up your head, you bastard! response:	You dead bastard!
context: Hijikata...\Hijikata, this is your moment to withdraw.\Not yet! I have not lost yet!\That's right, you still haven't lost. This victory is yours.\However, beyond this, there is no victory.\You're in the middle of a fight! Who the hell are you talking to?!\Give up your head, you bastard!\You dead bastard! response:	Are you a monster?! Die! Hurry up and die!
context: Hijikata, this is your moment to withdraw.\Not yet! I have not lost yet!\That's right, you still haven't lost. This victory is yours.\However, beyond this, there is no victory.\You're in the middle of a fight! Who the hell are you talking to?!\Give up your head, you bastard!\You dead bastard!\Are you a monster?! Die! Hurry up and die! response:	Ah! Just leave your head, jackass!
context: Not yet! I have not lost yet!\That's right, you still haven't lost. This victory is yours.\However, beyond this, there is no victory.\You're in the middle of a fight! Who the hell are you talking to?!\Give up your head, you bastard!\You dead bastard!\Are you a monster?! Die! Hurry up and die!\Ah! Just leave your head, jackass! response:	Argh... I can't even back him up in such close combat.
context: That's right, you still haven't lost. This victory is yours.\However, beyond this, there is no victory.\You're in the middle of a fight! Who the hell are you talking to?!\Give up your head, you bastard!\You dead bastard!\Are you a monster?! Die! Hurry up and die!\Ah! Just leave your head, jackass!\Argh... I can't even back him up in such close combat. response:	Ahh, greetings.
context: However, beyond this, there is no victory.\You're in the middle of a fight! Who the hell are you talking to?!\Give up your head, you bastard!\You dead bastard!\Are you a monster?! Die! Hurry up and die!\Ah! Just leave your head, jackass!\Argh... I can't even back him up in such close combat.\Ahh, greetings. response:	Shimazu!
context: You're in the middle of a fight! Who the hell are you talking to?!\Give up your head, you bastard!\You dead bastard!\Are you a monster?! Die! Hurry up and die!\Ah! Just leave your head, jackass!\Argh... I can't even back him up in such close combat.\Ahh, greetings.\Shimazu! response:	Withdraw. That is my order.
context: Give up your head, you bastard!\You dead bastard!\Are you a monster?! Die! Hurry up and die!\Ah! Just leave your head, jackass!\Argh... I can't even back him up in such close combat.\Ahh, greetings.\Shimazu!\Withdraw. That is my order. response:	Hmm?
context: You dead bastard!\Are you a monster?! Die! Hurry up and die!\Ah! Just leave your head, jackass!\Argh... I can't even back him up in such close combat.\Ahh, greetings.\Shimazu!\Withdraw. That is my order.\Hmm? response:	Come back down here! Isn't the true battle just about to start?!
context: Are you a monster?! Die! Hurry up and die!\Ah! Just leave your head, jackass!\Argh... I can't even back him up in such close combat.\Ahh, greetings.\Shimazu!\Withdraw. That is my order.\Hmm?\Come back down here! Isn't the true battle just about to start?! response:	I thought I finally had the chance to fight
context: Ah! Just leave your head, jackass!\Argh... I can't even back him up in such close combat.\Ahh, greetings.\Shimazu!\Withdraw. That is my order.\Hmm?\Come back down here! Isn't the true battle just about to start?!\I thought I finally had the chance to fight response:	against a samurai from the Land of the Rising Sun...
context: Argh... I can't even back him up in such close combat.\Ahh, greetings.\Shimazu!\Withdraw. That is my order.\Hmm?\Come back down here! Isn't the true battle just about to start?!\I thought I finally had the chance to fight\against a samurai from the Land of the Rising Sun... response:	I won't forgive you for flying off like this!
context: Ahh, greetings.\Shimazu!\Withdraw. That is my order.\Hmm?\Come back down here! Isn't the true battle just about to start?!\I thought I finally had the chance to fight\against a samurai from the Land of the Rising Sun...\I won't forgive you for flying off like this! response:	Come back down, so I can take your head!
context: Shimazu!\Withdraw. That is my order.\Hmm?\Come back down here! Isn't the true battle just about to start?!\I thought I finally had the chance to fight\against a samurai from the Land of the Rising Sun...\I won't forgive you for flying off like this!\Come back down, so I can take your head! response:	You bastard!
context: Withdraw. That is my order.\Hmm?\Come back down here! Isn't the true battle just about to start?!\I thought I finally had the chance to fight\against a samurai from the Land of the Rising Sun...\I won't forgive you for flying off like this!\Come back down, so I can take your head!\You bastard! response:	A little while ago, weren't you the one running from me and messing around?
context: Hmm?\Come back down here! Isn't the true battle just about to start?!\I thought I finally had the chance to fight\against a samurai from the Land of the Rising Sun...\I won't forgive you for flying off like this!\Come back down, so I can take your head!\You bastard!\A little while ago, weren't you the one running from me and messing around? response:	Don't mind him. Let's go.
context: Come back down here! Isn't the true battle just about to start?!\I thought I finally had the chance to fight\against a samurai from the Land of the Rising Sun...\I won't forgive you for flying off like this!\Come back down, so I can take your head!\You bastard!\A little while ago, weren't you the one running from me and messing around?\Don't mind him. Let's go. response:	Yes, sir.
context: I thought I finally had the chance to fight\against a samurai from the Land of the Rising Sun...\I won't forgive you for flying off like this!\Come back down, so I can take your head!\You bastard!\A little while ago, weren't you the one running from me and messing around?\Don't mind him. Let's go.\Yes, sir. response:	I thought I would get to fight a samurai from the Land of the Rising Sun...
context: against a samurai from the Land of the Rising Sun...\I won't forgive you for flying off like this!\Come back down, so I can take your head!\You bastard!\A little while ago, weren't you the one running from me and messing around?\Don't mind him. Let's go.\Yes, sir.\I thought I would get to fight a samurai from the Land of the Rising Sun... response:	Samurai... Samurai...
context: I won't forgive you for flying off like this!\Come back down, so I can take your head!\You bastard!\A little while ago, weren't you the one running from me and messing around?\Don't mind him. Let's go.\Yes, sir.\I thought I would get to fight a samurai from the Land of the Rising Sun...\Samurai... Samurai... response:	Me?
context: Come back down, so I can take your head!\You bastard!\A little while ago, weren't you the one running from me and messing around?\Don't mind him. Let's go.\Yes, sir.\I thought I would get to fight a samurai from the Land of the Rising Sun...\Samurai... Samurai...\Me? response:	Defeated... but victorious.
context: You bastard!\A little while ago, weren't you the one running from me and messing around?\Don't mind him. Let's go.\Yes, sir.\I thought I would get to fight a samurai from the Land of the Rising Sun...\Samurai... Samurai...\Me?\Defeated... but victorious. response:	Toyo! Hey, Toyo!
context: A little while ago, weren't you the one running from me and messing around?\Don't mind him. Let's go.\Yes, sir.\I thought I would get to fight a samurai from the Land of the Rising Sun...\Samurai... Samurai...\Me?\Defeated... but victorious.\Toyo! Hey, Toyo! response:	P-Please forgive me.
context: Don't mind him. Let's go.\Yes, sir.\I thought I would get to fight a samurai from the Land of the Rising Sun...\Samurai... Samurai...\Me?\Defeated... but victorious.\Toyo! Hey, Toyo!\P-Please forgive me. response:	Black Lord, before my very eyes, I let your army...
context: Yes, sir.\I thought I would get to fight a samurai from the Land of the Rising Sun...\Samurai... Samurai...\Me?\Defeated... but victorious.\Toyo! Hey, Toyo!\P-Please forgive me.\Black Lord, before my very eyes, I let your army... response:	Yet they didn't die in vain.
context: I thought I would get to fight a samurai from the Land of the Rising Sun...\Samurai... Samurai...\Me?\Defeated... but victorious.\Toyo! Hey, Toyo!\P-Please forgive me.\Black Lord, before my very eyes, I let your army...\Yet they didn't die in vain. response:	We obtained a great outcome from this probing assault.
context: Samurai... Samurai...\Me?\Defeated... but victorious.\Toyo! Hey, Toyo!\P-Please forgive me.\Black Lord, before my very eyes, I let your army...\Yet they didn't die in vain.\We obtained a great outcome from this probing assault. response:	We were also able to cripple the capital of Orte.
context: Me?\Defeated... but victorious.\Toyo! Hey, Toyo!\P-Please forgive me.\Black Lord, before my very eyes, I let your army...\Yet they didn't die in vain.\We obtained a great outcome from this probing assault.\We were also able to cripple the capital of Orte. response:	I heard that it is called a test war in your country, right, Koreto?
context: Defeated... but victorious.\Toyo! Hey, Toyo!\P-Please forgive me.\Black Lord, before my very eyes, I let your army...\Yet they didn't die in vain.\We obtained a great outcome from this probing assault.\We were also able to cripple the capital of Orte.\I heard that it is called a test war in your country, right, Koreto? response:	That voice, his manner of speech... There is no doubt.
context: Toyo! Hey, Toyo!\P-Please forgive me.\Black Lord, before my very eyes, I let your army...\Yet they didn't die in vain.\We obtained a great outcome from this probing assault.\We were also able to cripple the capital of Orte.\I heard that it is called a test war in your country, right, Koreto?\That voice, his manner of speech... There is no doubt. response:	I can never forget or mistake it...
context: P-Please forgive me.\Black Lord, before my very eyes, I let your army...\Yet they didn't die in vain.\We obtained a great outcome from this probing assault.\We were also able to cripple the capital of Orte.\I heard that it is called a test war in your country, right, Koreto?\That voice, his manner of speech... There is no doubt.\I can never forget or mistake it... response:	Nobunaga... No wonder we couldn't find his remains at the temple.
context: Black Lord, before my very eyes, I let your army...\Yet they didn't die in vain.\We obtained a great outcome from this probing assault.\We were also able to cripple the capital of Orte.\I heard that it is called a test war in your country, right, Koreto?\That voice, his manner of speech... There is no doubt.\I can never forget or mistake it...\Nobunaga... No wonder we couldn't find his remains at the temple. response:	If I get to kill the idiot Nobunaga...
context: Yet they didn't die in vain.\We obtained a great outcome from this probing assault.\We were also able to cripple the capital of Orte.\I heard that it is called a test war in your country, right, Koreto?\That voice, his manner of speech... There is no doubt.\I can never forget or mistake it...\Nobunaga... No wonder we couldn't find his remains at the temple.\If I get to kill the idiot Nobunaga... response:	I, Akechi Koreto Mitsuhide, will join your force.
context: We obtained a great outcome from this probing assault.\We were also able to cripple the capital of Orte.\I heard that it is called a test war in your country, right, Koreto?\That voice, his manner of speech... There is no doubt.\I can never forget or mistake it...\Nobunaga... No wonder we couldn't find his remains at the temple.\If I get to kill the idiot Nobunaga...\I, Akechi Koreto Mitsuhide, will join your force. response:	Encampment
context: We were also able to cripple the capital of Orte.\I heard that it is called a test war in your country, right, Koreto?\That voice, his manner of speech... There is no doubt.\I can never forget or mistake it...\Nobunaga... No wonder we couldn't find his remains at the temple.\If I get to kill the idiot Nobunaga...\I, Akechi Koreto Mitsuhide, will join your force.\Encampment response:	Gigant
context: I heard that it is called a test war in your country, right, Koreto?\That voice, his manner of speech... There is no doubt.\I can never forget or mistake it...\Nobunaga... No wonder we couldn't find his remains at the temple.\If I get to kill the idiot Nobunaga...\I, Akechi Koreto Mitsuhide, will join your force.\Encampment\Gigant response:	Professional Savior
context: That voice, his manner of speech... There is no doubt.\I can never forget or mistake it...\Nobunaga... No wonder we couldn't find his remains at the temple.\If I get to kill the idiot Nobunaga...\I, Akechi Koreto Mitsuhide, will join your force.\Encampment\Gigant\Professional Savior response:	Act 13 Rewrite
