context: I'm hungry, Nako. response:	Me too.
context: What?\I don't mean it in a bad way!\In a good way!\I don't seem to have any friends in a good way?\No, that's not what I meant!\How do I put it...\You're always so frank and straightforward,\I figured you'd have a lot of enemies! response:	Umm
context: I don't mean it in a bad way!\In a good way!\I don't seem to have any friends in a good way?\No, that's not what I meant!\How do I put it...\You're always so frank and straightforward,\I figured you'd have a lot of enemies!\Umm response:	In a good way!
context: In a good way!\I don't seem to have any friends in a good way?\No, that's not what I meant!\How do I put it...\You're always so frank and straightforward,\I figured you'd have a lot of enemies!\Umm\In a good way! response:	Do you think anything can be forgiven
context: I don't seem to have any friends in a good way?\No, that's not what I meant!\How do I put it...\You're always so frank and straightforward,\I figured you'd have a lot of enemies!\Umm\In a good way!\Do you think anything can be forgiven response:	by just tacking on a, in a good way at the end?
context: No, that's not what I meant!\How do I put it...\You're always so frank and straightforward,\I figured you'd have a lot of enemies!\Umm\In a good way!\Do you think anything can be forgiven\by just tacking on a, in a good way at the end? response:	N-No!
context: How do I put it...\You're always so frank and straightforward,\I figured you'd have a lot of enemies!\Umm\In a good way!\Do you think anything can be forgiven\by just tacking on a, in a good way at the end?\N-No! response:	My throat
context: You're always so frank and straightforward,\I figured you'd have a lot of enemies!\Umm\In a good way!\Do you think anything can be forgiven\by just tacking on a, in a good way at the end?\N-No!\My throat response:	I'm gonna die!
context: I figured you'd have a lot of enemies!\Umm\In a good way!\Do you think anything can be forgiven\by just tacking on a, in a good way at the end?\N-No!\My throat\I'm gonna die! response:	I'm gonna die!
context: Umm\In a good way!\Do you think anything can be forgiven\by just tacking on a, in a good way at the end?\N-No!\My throat\I'm gonna die!\I'm gonna die! response:	I'm gonna die!
context: In a good way!\Do you think anything can be forgiven\by just tacking on a, in a good way at the end?\N-No!\My throat\I'm gonna die!\I'm gonna die!\I'm gonna die! response:	I'm gonna die!
context: Do you think anything can be forgiven\by just tacking on a, in a good way at the end?\N-No!\My throat\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die! response:	I'm gonna die!
context: by just tacking on a, in a good way at the end?\N-No!\My throat\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die! response:	I'm so thirsty, I'm gonna die!
context: N-No!\My throat\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm so thirsty, I'm gonna die! response:	Water!
context: My throat\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm so thirsty, I'm gonna die!\Water! response:	No, how about tea instead?
context: I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm so thirsty, I'm gonna die!\Water!\No, how about tea instead? response:	We'd like to have tea with you pretty girls!
context: I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm so thirsty, I'm gonna die!\Water!\No, how about tea instead?\We'd like to have tea with you pretty girls! response:	Performers planning to go pro?
context: I'm gonna die!\I'm gonna die!\I'm gonna die!\I'm so thirsty, I'm gonna die!\Water!\No, how about tea instead?\We'd like to have tea with you pretty girls!\Performers planning to go pro? response:	Else we're gonna die!
context: I'm gonna die!\I'm gonna die!\I'm so thirsty, I'm gonna die!\Water!\No, how about tea instead?\We'd like to have tea with you pretty girls!\Performers planning to go pro?\Else we're gonna die! response:	That's so funny!
context: I'm gonna die!\I'm so thirsty, I'm gonna die!\Water!\No, how about tea instead?\We'd like to have tea with you pretty girls!\Performers planning to go pro?\Else we're gonna die!\That's so funny! response:	Then why don't you die?
context: I'm so thirsty, I'm gonna die!\Water!\No, how about tea instead?\We'd like to have tea with you pretty girls!\Performers planning to go pro?\Else we're gonna die!\That's so funny!\Then why don't you die? response:	Y-Yuina, that's not very nice!
context: Water!\No, how about tea instead?\We'd like to have tea with you pretty girls!\Performers planning to go pro?\Else we're gonna die!\That's so funny!\Then why don't you die?\Y-Yuina, that's not very nice! response:	They're trying to pick us up.
context: No, how about tea instead?\We'd like to have tea with you pretty girls!\Performers planning to go pro?\Else we're gonna die!\That's so funny!\Then why don't you die?\Y-Yuina, that's not very nice!\They're trying to pick us up. response:	Pick up?
context: We'd like to have tea with you pretty girls!\Performers planning to go pro?\Else we're gonna die!\That's so funny!\Then why don't you die?\Y-Yuina, that's not very nice!\They're trying to pick us up.\Pick up? response:	What does that mean?
context: Performers planning to go pro?\Else we're gonna die!\That's so funny!\Then why don't you die?\Y-Yuina, that's not very nice!\They're trying to pick us up.\Pick up?\What does that mean? response:	Sorry, it's a girls' night out!
context: Else we're gonna die!\That's so funny!\Then why don't you die?\Y-Yuina, that's not very nice!\They're trying to pick us up.\Pick up?\What does that mean?\Sorry, it's a girls' night out! response:	Don't say such a thing!
context: That's so funny!\Then why don't you die?\Y-Yuina, that's not very nice!\They're trying to pick us up.\Pick up?\What does that mean?\Sorry, it's a girls' night out!\Don't say such a thing! response:	Like I said
context: Then why don't you die?\Y-Yuina, that's not very nice!\They're trying to pick us up.\Pick up?\What does that mean?\Sorry, it's a girls' night out!\Don't say such a thing!\Like I said response:	You're an oasis
context: Y-Yuina, that's not very nice!\They're trying to pick us up.\Pick up?\What does that mean?\Sorry, it's a girls' night out!\Don't say such a thing!\Like I said\You're an oasis response:	in this city desert!
context: They're trying to pick us up.\Pick up?\What does that mean?\Sorry, it's a girls' night out!\Don't say such a thing!\Like I said\You're an oasis\in this city desert! response:	Nakochi's getting hit on!
context: Pick up?\What does that mean?\Sorry, it's a girls' night out!\Don't say such a thing!\Like I said\You're an oasis\in this city desert!\Nakochi's getting hit on! response:	What? What?
context: What does that mean?\Sorry, it's a girls' night out!\Don't say such a thing!\Like I said\You're an oasis\in this city desert!\Nakochi's getting hit on!\What? What? response:	What?!
context: Sorry, it's a girls' night out!\Don't say such a thing!\Like I said\You're an oasis\in this city desert!\Nakochi's getting hit on!\What? What?\What?! response:	Wait, Nakochi!
context: Don't say such a thing!\Like I said\You're an oasis\in this city desert!\Nakochi's getting hit on!\What? What?\What?!\Wait, Nakochi! response:	Nako!
context: Like I said\You're an oasis\in this city desert!\Nakochi's getting hit on!\What? What?\What?!\Wait, Nakochi!\Nako! response:	Wow! What's all this?!
context: You're an oasis\in this city desert!\Nakochi's getting hit on!\What? What?\What?!\Wait, Nakochi!\Nako!\Wow! What's all this?! response:	There's so much cake!
context: in this city desert!\Nakochi's getting hit on!\What? What?\What?!\Wait, Nakochi!\Nako!\Wow! What's all this?!\There's so much cake! response:	Hey, is it someone's birthday?
context: Nakochi's getting hit on!\What? What?\What?!\Wait, Nakochi!\Nako!\Wow! What's all this?!\There's so much cake!\Hey, is it someone's birthday? response:	Is it your birthday, Nako?
context: What? What?\What?!\Wait, Nakochi!\Nako!\Wow! What's all this?!\There's so much cake!\Hey, is it someone's birthday?\Is it your birthday, Nako? response:	What's with the cake and your outfit, Nako?
context: What?!\Wait, Nakochi!\Nako!\Wow! What's all this?!\There's so much cake!\Hey, is it someone's birthday?\Is it your birthday, Nako?\What's with the cake and your outfit, Nako? response:	It's not like you, N-
context: Wait, Nakochi!\Nako!\Wow! What's all this?!\There's so much cake!\Hey, is it someone's birthday?\Is it your birthday, Nako?\What's with the cake and your outfit, Nako?\It's not like you, N- response:	That's right!
context: Nako!\Wow! What's all this?!\There's so much cake!\Hey, is it someone's birthday?\Is it your birthday, Nako?\What's with the cake and your outfit, Nako?\It's not like you, N-\That's right! response:	This is change, but it's not the right kind of change!
context: Wow! What's all this?!\There's so much cake!\Hey, is it someone's birthday?\Is it your birthday, Nako?\What's with the cake and your outfit, Nako?\It's not like you, N-\That's right!\This is change, but it's not the right kind of change! response:	Now that I think about it, appearance has nothing to do with work...
context: There's so much cake!\Hey, is it someone's birthday?\Is it your birthday, Nako?\What's with the cake and your outfit, Nako?\It's not like you, N-\That's right!\This is change, but it's not the right kind of change!\Now that I think about it, appearance has nothing to do with work... response:	Jeez, I wasted money!
context: Hey, is it someone's birthday?\Is it your birthday, Nako?\What's with the cake and your outfit, Nako?\It's not like you, N-\That's right!\This is change, but it's not the right kind of change!\Now that I think about it, appearance has nothing to do with work...\Jeez, I wasted money! response:	But it's not like I want money
context: Is it your birthday, Nako?\What's with the cake and your outfit, Nako?\It's not like you, N-\That's right!\This is change, but it's not the right kind of change!\Now that I think about it, appearance has nothing to do with work...\Jeez, I wasted money!\But it's not like I want money response:	I don't get it anymore!
context: What's with the cake and your outfit, Nako?\It's not like you, N-\That's right!\This is change, but it's not the right kind of change!\Now that I think about it, appearance has nothing to do with work...\Jeez, I wasted money!\But it's not like I want money\I don't get it anymore! response:	N-Nako?
context: It's not like you, N-\That's right!\This is change, but it's not the right kind of change!\Now that I think about it, appearance has nothing to do with work...\Jeez, I wasted money!\But it's not like I want money\I don't get it anymore!\N-Nako? response:	An oasis in this city desert, huh?
context: That's right!\This is change, but it's not the right kind of change!\Now that I think about it, appearance has nothing to do with work...\Jeez, I wasted money!\But it's not like I want money\I don't get it anymore!\N-Nako?\An oasis in this city desert, huh? response:	I can't swim in a desert.
context: This is change, but it's not the right kind of change!\Now that I think about it, appearance has nothing to do with work...\Jeez, I wasted money!\But it's not like I want money\I don't get it anymore!\N-Nako?\An oasis in this city desert, huh?\I can't swim in a desert. response:	I want to swim freely.
context: Now that I think about it, appearance has nothing to do with work...\Jeez, I wasted money!\But it's not like I want money\I don't get it anymore!\N-Nako?\An oasis in this city desert, huh?\I can't swim in a desert.\I want to swim freely. response:	Princess Nakochi!
context: Jeez, I wasted money!\But it's not like I want money\I don't get it anymore!\N-Nako?\An oasis in this city desert, huh?\I can't swim in a desert.\I want to swim freely.\Princess Nakochi! response:	Why, hello, tilefish.
context: But it's not like I want money\I don't get it anymore!\N-Nako?\An oasis in this city desert, huh?\I can't swim in a desert.\I want to swim freely.\Princess Nakochi!\Why, hello, tilefish. response:	The Queen's calling for you.
context: I don't get it anymore!\N-Nako?\An oasis in this city desert, huh?\I can't swim in a desert.\I want to swim freely.\Princess Nakochi!\Why, hello, tilefish.\The Queen's calling for you. response:	Th-This outfit
context: N-Nako?\An oasis in this city desert, huh?\I can't swim in a desert.\I want to swim freely.\Princess Nakochi!\Why, hello, tilefish.\The Queen's calling for you.\Th-This outfit response:	It's an era where mermaids should also dress nicely.
context: An oasis in this city desert, huh?\I can't swim in a desert.\I want to swim freely.\Princess Nakochi!\Why, hello, tilefish.\The Queen's calling for you.\Th-This outfit\It's an era where mermaids should also dress nicely. response:	B-But this is too heavy!
context: I can't swim in a desert.\I want to swim freely.\Princess Nakochi!\Why, hello, tilefish.\The Queen's calling for you.\Th-This outfit\It's an era where mermaids should also dress nicely.\B-But this is too heavy! response:	Work hard in order
context: I want to swim freely.\Princess Nakochi!\Why, hello, tilefish.\The Queen's calling for you.\Th-This outfit\It's an era where mermaids should also dress nicely.\B-But this is too heavy!\Work hard in order response:	to become someone who suits all of that jewelry.
context: Princess Nakochi!\Why, hello, tilefish.\The Queen's calling for you.\Th-This outfit\It's an era where mermaids should also dress nicely.\B-But this is too heavy!\Work hard in order\to become someone who suits all of that jewelry. response:	What's the matter?
context: Why, hello, tilefish.\The Queen's calling for you.\Th-This outfit\It's an era where mermaids should also dress nicely.\B-But this is too heavy!\Work hard in order\to become someone who suits all of that jewelry.\What's the matter? response:	No
context: The Queen's calling for you.\Th-This outfit\It's an era where mermaids should also dress nicely.\B-But this is too heavy!\Work hard in order\to become someone who suits all of that jewelry.\What's the matter?\No response:	It's too heavy. I'm going to sink
context: Th-This outfit\It's an era where mermaids should also dress nicely.\B-But this is too heavy!\Work hard in order\to become someone who suits all of that jewelry.\What's the matter?\No\It's too heavy. I'm going to sink response:	Both the ornaments and the expectations are too much
context: It's an era where mermaids should also dress nicely.\B-But this is too heavy!\Work hard in order\to become someone who suits all of that jewelry.\What's the matter?\No\It's too heavy. I'm going to sink\Both the ornaments and the expectations are too much response:	I might not be able to change,
context: B-But this is too heavy!\Work hard in order\to become someone who suits all of that jewelry.\What's the matter?\No\It's too heavy. I'm going to sink\Both the ornaments and the expectations are too much\I might not be able to change, response:	but if I could just act like my regular self...
context: Work hard in order\to become someone who suits all of that jewelry.\What's the matter?\No\It's too heavy. I'm going to sink\Both the ornaments and the expectations are too much\I might not be able to change,\but if I could just act like my regular self... response:	Oh, Mr. Ren.
context: to become someone who suits all of that jewelry.\What's the matter?\No\It's too heavy. I'm going to sink\Both the ornaments and the expectations are too much\I might not be able to change,\but if I could just act like my regular self...\Oh, Mr. Ren. response:	It's almost autumn, after all.
context: What's the matter?\No\It's too heavy. I'm going to sink\Both the ornaments and the expectations are too much\I might not be able to change,\but if I could just act like my regular self...\Oh, Mr. Ren.\It's almost autumn, after all. response:	I decided to spend a huge amount of money.
context: No\It's too heavy. I'm going to sink\Both the ornaments and the expectations are too much\I might not be able to change,\but if I could just act like my regular self...\Oh, Mr. Ren.\It's almost autumn, after all.\I decided to spend a huge amount of money. response:	It cost 150,000 yen.
context: It's too heavy. I'm going to sink\Both the ornaments and the expectations are too much\I might not be able to change,\but if I could just act like my regular self...\Oh, Mr. Ren.\It's almost autumn, after all.\I decided to spend a huge amount of money.\It cost 150,000 yen. response:	Umm
context: Both the ornaments and the expectations are too much\I might not be able to change,\but if I could just act like my regular self...\Oh, Mr. Ren.\It's almost autumn, after all.\I decided to spend a huge amount of money.\It cost 150,000 yen.\Umm response:	It looks very cool.
context: I might not be able to change,\but if I could just act like my regular self...\Oh, Mr. Ren.\It's almost autumn, after all.\I decided to spend a huge amount of money.\It cost 150,000 yen.\Umm\It looks very cool. response:	Good morning!
context: but if I could just act like my regular self...\Oh, Mr. Ren.\It's almost autumn, after all.\I decided to spend a huge amount of money.\It cost 150,000 yen.\Umm\It looks very cool.\Good morning! response:	Hey! Morning.
context: Oh, Mr. Ren.\It's almost autumn, after all.\I decided to spend a huge amount of money.\It cost 150,000 yen.\Umm\It looks very cool.\Good morning!\Hey! Morning. response:	You can't dress up all funny like that at work, Mr. Ren.
context: It's almost autumn, after all.\I decided to spend a huge amount of money.\It cost 150,000 yen.\Umm\It looks very cool.\Good morning!\Hey! Morning.\You can't dress up all funny like that at work, Mr. Ren. response:	D-Dress up all funny?
context: I decided to spend a huge amount of money.\It cost 150,000 yen.\Umm\It looks very cool.\Good morning!\Hey! Morning.\You can't dress up all funny like that at work, Mr. Ren.\D-Dress up all funny? response:	Mr. Ren!
context: It cost 150,000 yen.\Umm\It looks very cool.\Good morning!\Hey! Morning.\You can't dress up all funny like that at work, Mr. Ren.\D-Dress up all funny?\Mr. Ren! response:	Well then, if you'll excuse me!
context: Umm\It looks very cool.\Good morning!\Hey! Morning.\You can't dress up all funny like that at work, Mr. Ren.\D-Dress up all funny?\Mr. Ren!\Well then, if you'll excuse me! response:	Good morning!
context: It looks very cool.\Good morning!\Hey! Morning.\You can't dress up all funny like that at work, Mr. Ren.\D-Dress up all funny?\Mr. Ren!\Well then, if you'll excuse me!\Good morning! response:	What?
context: Good morning!\Hey! Morning.\You can't dress up all funny like that at work, Mr. Ren.\D-Dress up all funny?\Mr. Ren!\Well then, if you'll excuse me!\Good morning!\What? response:	Oh, good morn-
context: Hey! Morning.\You can't dress up all funny like that at work, Mr. Ren.\D-Dress up all funny?\Mr. Ren!\Well then, if you'll excuse me!\Good morning!\What?\Oh, good morn- response:	Okay, I'm doing well!
context: You can't dress up all funny like that at work, Mr. Ren.\D-Dress up all funny?\Mr. Ren!\Well then, if you'll excuse me!\Good morning!\What?\Oh, good morn-\Okay, I'm doing well! response:	I'll just act like my regular self.
context: D-Dress up all funny?\Mr. Ren!\Well then, if you'll excuse me!\Good morning!\What?\Oh, good morn-\Okay, I'm doing well!\I'll just act like my regular self. response:	The way I normally act towards my siblings!
context: Mr. Ren!\Well then, if you'll excuse me!\Good morning!\What?\Oh, good morn-\Okay, I'm doing well!\I'll just act like my regular self.\The way I normally act towards my siblings! response:	Fight! Fight! Fight! Fight!
context: Well then, if you'll excuse me!\Good morning!\What?\Oh, good morn-\Okay, I'm doing well!\I'll just act like my regular self.\The way I normally act towards my siblings!\Fight! Fight! Fight! Fight! response:	That's right Good! Good!
context: Good morning!\What?\Oh, good morn-\Okay, I'm doing well!\I'll just act like my regular self.\The way I normally act towards my siblings!\Fight! Fight! Fight! Fight!\That's right Good! Good! response:	Fight! Fight!
context: What?\Oh, good morn-\Okay, I'm doing well!\I'll just act like my regular self.\The way I normally act towards my siblings!\Fight! Fight! Fight! Fight!\That's right Good! Good!\Fight! Fight! response:	Sir, do you mind if I take your luggage to your room?
context: Oh, good morn-\Okay, I'm doing well!\I'll just act like my regular self.\The way I normally act towards my siblings!\Fight! Fight! Fight! Fight!\That's right Good! Good!\Fight! Fight!\Sir, do you mind if I take your luggage to your room? response:	That's the spirit That's the spirit
context: Okay, I'm doing well!\I'll just act like my regular self.\The way I normally act towards my siblings!\Fight! Fight! Fight! Fight!\That's right Good! Good!\Fight! Fight!\Sir, do you mind if I take your luggage to your room?\That's the spirit That's the spirit response:	Go! Go!
context: I'll just act like my regular self.\The way I normally act towards my siblings!\Fight! Fight! Fight! Fight!\That's right Good! Good!\Fight! Fight!\Sir, do you mind if I take your luggage to your room?\That's the spirit That's the spirit\Go! Go! response:	Come! Come!
context: The way I normally act towards my siblings!\Fight! Fight! Fight! Fight!\That's right Good! Good!\Fight! Fight!\Sir, do you mind if I take your luggage to your room?\That's the spirit That's the spirit\Go! Go!\Come! Come! response:	Good! Take it slow Good!
context: Fight! Fight! Fight! Fight!\That's right Good! Good!\Fight! Fight!\Sir, do you mind if I take your luggage to your room?\That's the spirit That's the spirit\Go! Go!\Come! Come!\Good! Take it slow Good! response:	That's right Fight! Fight!
context: That's right Good! Good!\Fight! Fight!\Sir, do you mind if I take your luggage to your room?\That's the spirit That's the spirit\Go! Go!\Come! Come!\Good! Take it slow Good!\That's right Fight! Fight! response:	Just as normal... just as normal...
context: Fight! Fight!\Sir, do you mind if I take your luggage to your room?\That's the spirit That's the spirit\Go! Go!\Come! Come!\Good! Take it slow Good!\That's right Fight! Fight!\Just as normal... just as normal... response:	Yes Yes
context: Sir, do you mind if I take your luggage to your room?\That's the spirit That's the spirit\Go! Go!\Come! Come!\Good! Take it slow Good!\That's right Fight! Fight!\Just as normal... just as normal...\Yes Yes response:	Then, I'll take these to your room.
context: That's the spirit That's the spirit\Go! Go!\Come! Come!\Good! Take it slow Good!\That's right Fight! Fight!\Just as normal... just as normal...\Yes Yes\Then, I'll take these to your room. response:	There's no need to rush.
context: Go! Go!\Come! Come!\Good! Take it slow Good!\That's right Fight! Fight!\Just as normal... just as normal...\Yes Yes\Then, I'll take these to your room.\There's no need to rush. response:	Don't touch that!
context: Come! Come!\Good! Take it slow Good!\That's right Fight! Fight!\Just as normal... just as normal...\Yes Yes\Then, I'll take these to your room.\There's no need to rush.\Don't touch that! response:	I was filming the flowers blooming!
context: Good! Take it slow Good!\That's right Fight! Fight!\Just as normal... just as normal...\Yes Yes\Then, I'll take these to your room.\There's no need to rush.\Don't touch that!\I was filming the flowers blooming! response:	Jeez, now I have to start from the beginning!
context: That's right Fight! Fight!\Just as normal... just as normal...\Yes Yes\Then, I'll take these to your room.\There's no need to rush.\Don't touch that!\I was filming the flowers blooming!\Jeez, now I have to start from the beginning! response:	I'm so sorry!
context: Just as normal... just as normal...\Yes Yes\Then, I'll take these to your room.\There's no need to rush.\Don't touch that!\I was filming the flowers blooming!\Jeez, now I have to start from the beginning!\I'm so sorry! response:	Well, he forgave you.
context: Yes Yes\Then, I'll take these to your room.\There's no need to rush.\Don't touch that!\I was filming the flowers blooming!\Jeez, now I have to start from the beginning!\I'm so sorry!\Well, he forgave you. response:	Just don't do it again in the future, understand?
context: Then, I'll take these to your room.\There's no need to rush.\Don't touch that!\I was filming the flowers blooming!\Jeez, now I have to start from the beginning!\I'm so sorry!\Well, he forgave you.\Just don't do it again in the future, understand? response:	Y-Yes, Ma'am.
context: There's no need to rush.\Don't touch that!\I was filming the flowers blooming!\Jeez, now I have to start from the beginning!\I'm so sorry!\Well, he forgave you.\Just don't do it again in the future, understand?\Y-Yes, Ma'am. response:	What's wrong? Get back to work.
context: Don't touch that!\I was filming the flowers blooming!\Jeez, now I have to start from the beginning!\I'm so sorry!\Well, he forgave you.\Just don't do it again in the future, understand?\Y-Yes, Ma'am.\What's wrong? Get back to work. response:	U-Umm
context: I was filming the flowers blooming!\Jeez, now I have to start from the beginning!\I'm so sorry!\Well, he forgave you.\Just don't do it again in the future, understand?\Y-Yes, Ma'am.\What's wrong? Get back to work.\U-Umm response:	I Well
context: Jeez, now I have to start from the beginning!\I'm so sorry!\Well, he forgave you.\Just don't do it again in the future, understand?\Y-Yes, Ma'am.\What's wrong? Get back to work.\U-Umm\I Well response:	About my salary
context: I'm so sorry!\Well, he forgave you.\Just don't do it again in the future, understand?\Y-Yes, Ma'am.\What's wrong? Get back to work.\U-Umm\I Well\About my salary response:	I-I'm not a waitress that deserves a raise.
context: Well, he forgave you.\Just don't do it again in the future, understand?\Y-Yes, Ma'am.\What's wrong? Get back to work.\U-Umm\I Well\About my salary\I-I'm not a waitress that deserves a raise. response:	I just made a huge mistake.
context: Just don't do it again in the future, understand?\Y-Yes, Ma'am.\What's wrong? Get back to work.\U-Umm\I Well\About my salary\I-I'm not a waitress that deserves a raise.\I just made a huge mistake. response:	I bet you're expecting me to improve
context: Y-Yes, Ma'am.\What's wrong? Get back to work.\U-Umm\I Well\About my salary\I-I'm not a waitress that deserves a raise.\I just made a huge mistake.\I bet you're expecting me to improve response:	because I'm bad at my job, but...
context: What's wrong? Get back to work.\U-Umm\I Well\About my salary\I-I'm not a waitress that deserves a raise.\I just made a huge mistake.\I bet you're expecting me to improve\because I'm bad at my job, but... response:	I'm a poor talker and it takes me
context: U-Umm\I Well\About my salary\I-I'm not a waitress that deserves a raise.\I just made a huge mistake.\I bet you're expecting me to improve\because I'm bad at my job, but...\I'm a poor talker and it takes me response:	a while to get the hang of things,
context: I Well\About my salary\I-I'm not a waitress that deserves a raise.\I just made a huge mistake.\I bet you're expecting me to improve\because I'm bad at my job, but...\I'm a poor talker and it takes me\a while to get the hang of things, response:	and I'm bad at interacting with customers.
context: About my salary\I-I'm not a waitress that deserves a raise.\I just made a huge mistake.\I bet you're expecting me to improve\because I'm bad at my job, but...\I'm a poor talker and it takes me\a while to get the hang of things,\and I'm bad at interacting with customers. response:	Let me tell you one thing: this isn't a school.
context: I-I'm not a waitress that deserves a raise.\I just made a huge mistake.\I bet you're expecting me to improve\because I'm bad at my job, but...\I'm a poor talker and it takes me\a while to get the hang of things,\and I'm bad at interacting with customers.\Let me tell you one thing: this isn't a school. response:	What?
context: I just made a huge mistake.\I bet you're expecting me to improve\because I'm bad at my job, but...\I'm a poor talker and it takes me\a while to get the hang of things,\and I'm bad at interacting with customers.\Let me tell you one thing: this isn't a school.\What? response:	I wasn't thinking of improving your will
context: I bet you're expecting me to improve\because I'm bad at my job, but...\I'm a poor talker and it takes me\a while to get the hang of things,\and I'm bad at interacting with customers.\Let me tell you one thing: this isn't a school.\What?\I wasn't thinking of improving your will response:	when I gave you a raise.
context: because I'm bad at my job, but...\I'm a poor talker and it takes me\a while to get the hang of things,\and I'm bad at interacting with customers.\Let me tell you one thing: this isn't a school.\What?\I wasn't thinking of improving your will\when I gave you a raise. response:	What? B-But
context: I'm a poor talker and it takes me\a while to get the hang of things,\and I'm bad at interacting with customers.\Let me tell you one thing: this isn't a school.\What?\I wasn't thinking of improving your will\when I gave you a raise.\What? B-But response:	Read this.
context: a while to get the hang of things,\and I'm bad at interacting with customers.\Let me tell you one thing: this isn't a school.\What?\I wasn't thinking of improving your will\when I gave you a raise.\What? B-But\Read this. response:	To: Kissuiso's Madam Manager
context: and I'm bad at interacting with customers.\Let me tell you one thing: this isn't a school.\What?\I wasn't thinking of improving your will\when I gave you a raise.\What? B-But\Read this.\To: Kissuiso's Madam Manager response:	The customer from yesterday
context: Let me tell you one thing: this isn't a school.\What?\I wasn't thinking of improving your will\when I gave you a raise.\What? B-But\Read this.\To: Kissuiso's Madam Manager\The customer from yesterday response:	went home while you were at school.
context: What?\I wasn't thinking of improving your will\when I gave you a raise.\What? B-But\Read this.\To: Kissuiso's Madam Manager\The customer from yesterday\went home while you were at school. response:	The flower field atop the mountain was just beautiful.
context: I wasn't thinking of improving your will\when I gave you a raise.\What? B-But\Read this.\To: Kissuiso's Madam Manager\The customer from yesterday\went home while you were at school.\The flower field atop the mountain was just beautiful. response:	We were right to listen to the
context: when I gave you a raise.\What? B-But\Read this.\To: Kissuiso's Madam Manager\The customer from yesterday\went home while you were at school.\The flower field atop the mountain was just beautiful.\We were right to listen to the response:	waitress's advice to purchase hiking boots.
context: What? B-But\Read this.\To: Kissuiso's Madam Manager\The customer from yesterday\went home while you were at school.\The flower field atop the mountain was just beautiful.\We were right to listen to the\waitress's advice to purchase hiking boots. response:	We'll definitely come back to see that waitress again.
context: Read this.\To: Kissuiso's Madam Manager\The customer from yesterday\went home while you were at school.\The flower field atop the mountain was just beautiful.\We were right to listen to the\waitress's advice to purchase hiking boots.\We'll definitely come back to see that waitress again. response:	There are customers who like the work you do,
context: To: Kissuiso's Madam Manager\The customer from yesterday\went home while you were at school.\The flower field atop the mountain was just beautiful.\We were right to listen to the\waitress's advice to purchase hiking boots.\We'll definitely come back to see that waitress again.\There are customers who like the work you do, response:	and that's why I gave you a raise.
context: The customer from yesterday\went home while you were at school.\The flower field atop the mountain was just beautiful.\We were right to listen to the\waitress's advice to purchase hiking boots.\We'll definitely come back to see that waitress again.\There are customers who like the work you do,\and that's why I gave you a raise. response:	Is there anything wrong with that?
context: went home while you were at school.\The flower field atop the mountain was just beautiful.\We were right to listen to the\waitress's advice to purchase hiking boots.\We'll definitely come back to see that waitress again.\There are customers who like the work you do,\and that's why I gave you a raise.\Is there anything wrong with that? response:	The work I do?
context: The flower field atop the mountain was just beautiful.\We were right to listen to the\waitress's advice to purchase hiking boots.\We'll definitely come back to see that waitress again.\There are customers who like the work you do,\and that's why I gave you a raise.\Is there anything wrong with that?\The work I do? response:	But the real me is a lot more cheerful, louder, and
context: We were right to listen to the\waitress's advice to purchase hiking boots.\We'll definitely come back to see that waitress again.\There are customers who like the work you do,\and that's why I gave you a raise.\Is there anything wrong with that?\The work I do?\But the real me is a lot more cheerful, louder, and response:	When you're at Kissuiso,
context: waitress's advice to purchase hiking boots.\We'll definitely come back to see that waitress again.\There are customers who like the work you do,\and that's why I gave you a raise.\Is there anything wrong with that?\The work I do?\But the real me is a lot more cheerful, louder, and\When you're at Kissuiso, response:	you're quiet and nervous,
context: We'll definitely come back to see that waitress again.\There are customers who like the work you do,\and that's why I gave you a raise.\Is there anything wrong with that?\The work I do?\But the real me is a lot more cheerful, louder, and\When you're at Kissuiso,\you're quiet and nervous, response:	but you notice things that no one else would notice,
context: There are customers who like the work you do,\and that's why I gave you a raise.\Is there anything wrong with that?\The work I do?\But the real me is a lot more cheerful, louder, and\When you're at Kissuiso,\you're quiet and nervous,\but you notice things that no one else would notice, response:	and you give a welcoming service.
context: and that's why I gave you a raise.\Is there anything wrong with that?\The work I do?\But the real me is a lot more cheerful, louder, and\When you're at Kissuiso,\you're quiet and nervous,\but you notice things that no one else would notice,\and you give a welcoming service. response:	That's the kind of waitress you are.
context: Is there anything wrong with that?\The work I do?\But the real me is a lot more cheerful, louder, and\When you're at Kissuiso,\you're quiet and nervous,\but you notice things that no one else would notice,\and you give a welcoming service.\That's the kind of waitress you are. response:	Minchi.
context: The work I do?\But the real me is a lot more cheerful, louder, and\When you're at Kissuiso,\you're quiet and nervous,\but you notice things that no one else would notice,\and you give a welcoming service.\That's the kind of waitress you are.\Minchi. response:	The customers in the
