context: Sharl, response:	are you okay?
context: There's a legend passed down among\dragon-users and priestesses.\When a demon appears that attacks the dragon,\a priestess must defeat it with her own blood.\That is the job of a priestess who lives\with the dragons and draws from their power.\I'm glad I was able to give you the missing Heroes safely.\It's getting late. response:	Rest tonight and leave early
context: dragon-users and priestesses.\When a demon appears that attacks the dragon,\a priestess must defeat it with her own blood.\That is the job of a priestess who lives\with the dragons and draws from their power.\I'm glad I was able to give you the missing Heroes safely.\It's getting late.\Rest tonight and leave early response:	tomorrow morning.
context: When a demon appears that attacks the dragon,\a priestess must defeat it with her own blood.\That is the job of a priestess who lives\with the dragons and draws from their power.\I'm glad I was able to give you the missing Heroes safely.\It's getting late.\Rest tonight and leave early\tomorrow morning. response:	Wait, Hero!
context: a priestess must defeat it with her own blood.\That is the job of a priestess who lives\with the dragons and draws from their power.\I'm glad I was able to give you the missing Heroes safely.\It's getting late.\Rest tonight and leave early\tomorrow morning.\Wait, Hero! response:	Over here!
context: That is the job of a priestess who lives\with the dragons and draws from their power.\I'm glad I was able to give you the missing Heroes safely.\It's getting late.\Rest tonight and leave early\tomorrow morning.\Wait, Hero!\Over here! response:	It's really close from here!
context: with the dragons and draws from their power.\I'm glad I was able to give you the missing Heroes safely.\It's getting late.\Rest tonight and leave early\tomorrow morning.\Wait, Hero!\Over here!\It's really close from here! response:	Wait, I said!
context: I'm glad I was able to give you the missing Heroes safely.\It's getting late.\Rest tonight and leave early\tomorrow morning.\Wait, Hero!\Over here!\It's really close from here!\Wait, I said! response:	Hero!
context: It's getting late.\Rest tonight and leave early\tomorrow morning.\Wait, Hero!\Over here!\It's really close from here!\Wait, I said!\Hero! response:	So it seems
context: Rest tonight and leave early\tomorrow morning.\Wait, Hero!\Over here!\It's really close from here!\Wait, I said!\Hero!\So it seems response:	the priestess doesn't really know the details, either.
context: tomorrow morning.\Wait, Hero!\Over here!\It's really close from here!\Wait, I said!\Hero!\So it seems\the priestess doesn't really know the details, either. response:	We didn't get any good information.
context: Wait, Hero!\Over here!\It's really close from here!\Wait, I said!\Hero!\So it seems\the priestess doesn't really know the details, either.\We didn't get any good information. response:	Yeah.
context: Over here!\It's really close from here!\Wait, I said!\Hero!\So it seems\the priestess doesn't really know the details, either.\We didn't get any good information.\Yeah. response:	Good work.
context: It's really close from here!\Wait, I said!\Hero!\So it seems\the priestess doesn't really know the details, either.\We didn't get any good information.\Yeah.\Good work. response:	But Noir and I did some looking into it,
context: Wait, I said!\Hero!\So it seems\the priestess doesn't really know the details, either.\We didn't get any good information.\Yeah.\Good work.\But Noir and I did some looking into it, response:	and the demons we fought
context: Hero!\So it seems\the priestess doesn't really know the details, either.\We didn't get any good information.\Yeah.\Good work.\But Noir and I did some looking into it,\and the demons we fought response:	are transformed forest creatures.
context: So it seems\the priestess doesn't really know the details, either.\We didn't get any good information.\Yeah.\Good work.\But Noir and I did some looking into it,\and the demons we fought\are transformed forest creatures. response:	The real demon must be somewhere in the forest.
context: the priestess doesn't really know the details, either.\We didn't get any good information.\Yeah.\Good work.\But Noir and I did some looking into it,\and the demons we fought\are transformed forest creatures.\The real demon must be somewhere in the forest. response:	Unless we find it,
context: We didn't get any good information.\Yeah.\Good work.\But Noir and I did some looking into it,\and the demons we fought\are transformed forest creatures.\The real demon must be somewhere in the forest.\Unless we find it, response:	the damage to the dragons will continue.
context: Yeah.\Good work.\But Noir and I did some looking into it,\and the demons we fought\are transformed forest creatures.\The real demon must be somewhere in the forest.\Unless we find it,\the damage to the dragons will continue. response:	Well done, Rico, Noir. Smart thinking.
context: Good work.\But Noir and I did some looking into it,\and the demons we fought\are transformed forest creatures.\The real demon must be somewhere in the forest.\Unless we find it,\the damage to the dragons will continue.\Well done, Rico, Noir. Smart thinking. response:	In regards to the identity of the demon, we asked an expert about it.
context: But Noir and I did some looking into it,\and the demons we fought\are transformed forest creatures.\The real demon must be somewhere in the forest.\Unless we find it,\the damage to the dragons will continue.\Well done, Rico, Noir. Smart thinking.\In regards to the identity of the demon, we asked an expert about it. response:	They're looking into it now.
context: and the demons we fought\are transformed forest creatures.\The real demon must be somewhere in the forest.\Unless we find it,\the damage to the dragons will continue.\Well done, Rico, Noir. Smart thinking.\In regards to the identity of the demon, we asked an expert about it.\They're looking into it now. response:	Jeez. I was enjoying a peaceful day off,
context: are transformed forest creatures.\The real demon must be somewhere in the forest.\Unless we find it,\the damage to the dragons will continue.\Well done, Rico, Noir. Smart thinking.\In regards to the identity of the demon, we asked an expert about it.\They're looking into it now.\Jeez. I was enjoying a peaceful day off, response:	and you brought this bothersome work in.
context: The real demon must be somewhere in the forest.\Unless we find it,\the damage to the dragons will continue.\Well done, Rico, Noir. Smart thinking.\In regards to the identity of the demon, we asked an expert about it.\They're looking into it now.\Jeez. I was enjoying a peaceful day off,\and you brought this bothersome work in. response:	No complaining.
context: Unless we find it,\the damage to the dragons will continue.\Well done, Rico, Noir. Smart thinking.\In regards to the identity of the demon, we asked an expert about it.\They're looking into it now.\Jeez. I was enjoying a peaceful day off,\and you brought this bothersome work in.\No complaining. response:	Our descendants are in trouble.
context: the damage to the dragons will continue.\Well done, Rico, Noir. Smart thinking.\In regards to the identity of the demon, we asked an expert about it.\They're looking into it now.\Jeez. I was enjoying a peaceful day off,\and you brought this bothersome work in.\No complaining.\Our descendants are in trouble. response:	Thank you so much.
context: Well done, Rico, Noir. Smart thinking.\In regards to the identity of the demon, we asked an expert about it.\They're looking into it now.\Jeez. I was enjoying a peaceful day off,\and you brought this bothersome work in.\No complaining.\Our descendants are in trouble.\Thank you so much. response:	From what you've said,
context: In regards to the identity of the demon, we asked an expert about it.\They're looking into it now.\Jeez. I was enjoying a peaceful day off,\and you brought this bothersome work in.\No complaining.\Our descendants are in trouble.\Thank you so much.\From what you've said, response:	it's a demon who feeds off the land.
context: They're looking into it now.\Jeez. I was enjoying a peaceful day off,\and you brought this bothersome work in.\No complaining.\Our descendants are in trouble.\Thank you so much.\From what you've said,\it's a demon who feeds off the land. response:	It's probably a plant type,
context: Jeez. I was enjoying a peaceful day off,\and you brought this bothersome work in.\No complaining.\Our descendants are in trouble.\Thank you so much.\From what you've said,\it's a demon who feeds off the land.\It's probably a plant type, response:	so if you can find it, it should be easy to defeat.
context: and you brought this bothersome work in.\No complaining.\Our descendants are in trouble.\Thank you so much.\From what you've said,\it's a demon who feeds off the land.\It's probably a plant type,\so if you can find it, it should be easy to defeat. response:	But it's concerning that it can
context: No complaining.\Our descendants are in trouble.\Thank you so much.\From what you've said,\it's a demon who feeds off the land.\It's probably a plant type,\so if you can find it, it should be easy to defeat.\But it's concerning that it can response:	take power from a True Dragon.
context: Our descendants are in trouble.\Thank you so much.\From what you've said,\it's a demon who feeds off the land.\It's probably a plant type,\so if you can find it, it should be easy to defeat.\But it's concerning that it can\take power from a True Dragon. response:	Yup.
context: Thank you so much.\From what you've said,\it's a demon who feeds off the land.\It's probably a plant type,\so if you can find it, it should be easy to defeat.\But it's concerning that it can\take power from a True Dragon.\Yup. response:	What's this?
context: From what you've said,\it's a demon who feeds off the land.\It's probably a plant type,\so if you can find it, it should be easy to defeat.\But it's concerning that it can\take power from a True Dragon.\Yup.\What's this? response:	Hey kid, contact the little one right away.
context: it's a demon who feeds off the land.\It's probably a plant type,\so if you can find it, it should be easy to defeat.\But it's concerning that it can\take power from a True Dragon.\Yup.\What's this?\Hey kid, contact the little one right away. response:	The Pastillage's elite air-land knights are heading out.
context: It's probably a plant type,\so if you can find it, it should be easy to defeat.\But it's concerning that it can\take power from a True Dragon.\Yup.\What's this?\Hey kid, contact the little one right away.\The Pastillage's elite air-land knights are heading out. response:	And ask Galette and Biscotti for help, as well.
context: so if you can find it, it should be easy to defeat.\But it's concerning that it can\take power from a True Dragon.\Yup.\What's this?\Hey kid, contact the little one right away.\The Pastillage's elite air-land knights are heading out.\And ask Galette and Biscotti for help, as well. response:	Y-Yes. But...
context: But it's concerning that it can\take power from a True Dragon.\Yup.\What's this?\Hey kid, contact the little one right away.\The Pastillage's elite air-land knights are heading out.\And ask Galette and Biscotti for help, as well.\Y-Yes. But... response:	What...
context: take power from a True Dragon.\Yup.\What's this?\Hey kid, contact the little one right away.\The Pastillage's elite air-land knights are heading out.\And ask Galette and Biscotti for help, as well.\Y-Yes. But...\What... response:	There's going to be war.
context: Yup.\What's this?\Hey kid, contact the little one right away.\The Pastillage's elite air-land knights are heading out.\And ask Galette and Biscotti for help, as well.\Y-Yes. But...\What...\There's going to be war. response:	A war with a demon army in the dragon's forest.
context: What's this?\Hey kid, contact the little one right away.\The Pastillage's elite air-land knights are heading out.\And ask Galette and Biscotti for help, as well.\Y-Yes. But...\What...\There's going to be war.\A war with a demon army in the dragon's forest. response:	If we don't hurry, it could threaten the entire continent.
context: Hey kid, contact the little one right away.\The Pastillage's elite air-land knights are heading out.\And ask Galette and Biscotti for help, as well.\Y-Yes. But...\What...\There's going to be war.\A war with a demon army in the dragon's forest.\If we don't hurry, it could threaten the entire continent. response:	Commando unit, hurry!
context: The Pastillage's elite air-land knights are heading out.\And ask Galette and Biscotti for help, as well.\Y-Yes. But...\What...\There's going to be war.\A war with a demon army in the dragon's forest.\If we don't hurry, it could threaten the entire continent.\Commando unit, hurry! response:	Right!
context: And ask Galette and Biscotti for help, as well.\Y-Yes. But...\What...\There's going to be war.\A war with a demon army in the dragon's forest.\If we don't hurry, it could threaten the entire continent.\Commando unit, hurry!\Right! response:	Listen! This isn't a game!
context: Y-Yes. But...\What...\There's going to be war.\A war with a demon army in the dragon's forest.\If we don't hurry, it could threaten the entire continent.\Commando unit, hurry!\Right!\Listen! This isn't a game! response:	It's a real war against the demons!
context: What...\There's going to be war.\A war with a demon army in the dragon's forest.\If we don't hurry, it could threaten the entire continent.\Commando unit, hurry!\Right!\Listen! This isn't a game!\It's a real war against the demons! response:	Right!
context: There's going to be war.\A war with a demon army in the dragon's forest.\If we don't hurry, it could threaten the entire continent.\Commando unit, hurry!\Right!\Listen! This isn't a game!\It's a real war against the demons!\Right! response:	But we do the same as always.
context: A war with a demon army in the dragon's forest.\If we don't hurry, it could threaten the entire continent.\Commando unit, hurry!\Right!\Listen! This isn't a game!\It's a real war against the demons!\Right!\But we do the same as always. response:	Follow the plan and stay in formation.
context: If we don't hurry, it could threaten the entire continent.\Commando unit, hurry!\Right!\Listen! This isn't a game!\It's a real war against the demons!\Right!\But we do the same as always.\Follow the plan and stay in formation. response:	Defeat the enemy that appears with all your strength,
context: Commando unit, hurry!\Right!\Listen! This isn't a game!\It's a real war against the demons!\Right!\But we do the same as always.\Follow the plan and stay in formation.\Defeat the enemy that appears with all your strength, response:	and protect your allies!
context: Right!\Listen! This isn't a game!\It's a real war against the demons!\Right!\But we do the same as always.\Follow the plan and stay in formation.\Defeat the enemy that appears with all your strength,\and protect your allies! response:	Right!
context: Listen! This isn't a game!\It's a real war against the demons!\Right!\But we do the same as always.\Follow the plan and stay in formation.\Defeat the enemy that appears with all your strength,\and protect your allies!\Right! response:	Biscotti Knights! Camp 1, head out!
context: It's a real war against the demons!\Right!\But we do the same as always.\Follow the plan and stay in formation.\Defeat the enemy that appears with all your strength,\and protect your allies!\Right!\Biscotti Knights! Camp 1, head out! response:	Anyway, our Hero seems to
context: Right!\But we do the same as always.\Follow the plan and stay in formation.\Defeat the enemy that appears with all your strength,\and protect your allies!\Right!\Biscotti Knights! Camp 1, head out!\Anyway, our Hero seems to response:	have the oddest destiny.
context: But we do the same as always.\Follow the plan and stay in formation.\Defeat the enemy that appears with all your strength,\and protect your allies!\Right!\Biscotti Knights! Camp 1, head out!\Anyway, our Hero seems to\have the oddest destiny. response:	This time he's fighting demons
context: Follow the plan and stay in formation.\Defeat the enemy that appears with all your strength,\and protect your allies!\Right!\Biscotti Knights! Camp 1, head out!\Anyway, our Hero seems to\have the oddest destiny.\This time he's fighting demons response:	with the priestess in the Dragon's Forest.
context: Defeat the enemy that appears with all your strength,\and protect your allies!\Right!\Biscotti Knights! Camp 1, head out!\Anyway, our Hero seems to\have the oddest destiny.\This time he's fighting demons\with the priestess in the Dragon's Forest. response:	Yeah.
context: and protect your allies!\Right!\Biscotti Knights! Camp 1, head out!\Anyway, our Hero seems to\have the oddest destiny.\This time he's fighting demons\with the priestess in the Dragon's Forest.\Yeah. response:	There's no end of trouble around that child.
context: Right!\Biscotti Knights! Camp 1, head out!\Anyway, our Hero seems to\have the oddest destiny.\This time he's fighting demons\with the priestess in the Dragon's Forest.\Yeah.\There's no end of trouble around that child. response:	Shinku is a hero, after all.
context: Biscotti Knights! Camp 1, head out!\Anyway, our Hero seems to\have the oddest destiny.\This time he's fighting demons\with the priestess in the Dragon's Forest.\Yeah.\There's no end of trouble around that child.\Shinku is a hero, after all. response:	I'm sure
context: Anyway, our Hero seems to\have the oddest destiny.\This time he's fighting demons\with the priestess in the Dragon's Forest.\Yeah.\There's no end of trouble around that child.\Shinku is a hero, after all.\I'm sure response:	he goes wherever people need help.
context: have the oddest destiny.\This time he's fighting demons\with the priestess in the Dragon's Forest.\Yeah.\There's no end of trouble around that child.\Shinku is a hero, after all.\I'm sure\he goes wherever people need help. response:	Just wait.
context: This time he's fighting demons\with the priestess in the Dragon's Forest.\Yeah.\There's no end of trouble around that child.\Shinku is a hero, after all.\I'm sure\he goes wherever people need help.\Just wait. response:	The tri-country alliance is on its way!
context: with the priestess in the Dragon's Forest.\Yeah.\There's no end of trouble around that child.\Shinku is a hero, after all.\I'm sure\he goes wherever people need help.\Just wait.\The tri-country alliance is on its way! response:	You're getting close to another new girl?
context: Yeah.\There's no end of trouble around that child.\Shinku is a hero, after all.\I'm sure\he goes wherever people need help.\Just wait.\The tri-country alliance is on its way!\You're getting close to another new girl? response:	Shinku!
context: There's no end of trouble around that child.\Shinku is a hero, after all.\I'm sure\he goes wherever people need help.\Just wait.\The tri-country alliance is on its way!\You're getting close to another new girl?\Shinku! response:	No! It's not like that!
context: Shinku is a hero, after all.\I'm sure\he goes wherever people need help.\Just wait.\The tri-country alliance is on its way!\You're getting close to another new girl?\Shinku!\No! It's not like that! response:	Big Battle! The Dragon Forest
context: I'm sure\he goes wherever people need help.\Just wait.\The tri-country alliance is on its way!\You're getting close to another new girl?\Shinku!\No! It's not like that!\Big Battle! The Dragon Forest response:	Valerio-sama! Behind you!
