context: Atsushi-kun! response:	I thought you weren't like that!
context: I'll be right back.\K-Kyouka-chan?!\Stay right there.\Rampo-kun.\What?!\Kunikida!\That was an impressive operation.\W-Wait, Kyouka-chan... response:	Don't make excuses, it's unmanly!
context: K-Kyouka-chan?!\Stay right there.\Rampo-kun.\What?!\Kunikida!\That was an impressive operation.\W-Wait, Kyouka-chan...\Don't make excuses, it's unmanly! response:	The Agency would be nothing without you.
context: Stay right there.\Rampo-kun.\What?!\Kunikida!\That was an impressive operation.\W-Wait, Kyouka-chan...\Don't make excuses, it's unmanly!\The Agency would be nothing without you. response:	What did you tell her, Tanizaki-san?
context: Rampo-kun.\What?!\Kunikida!\That was an impressive operation.\W-Wait, Kyouka-chan...\Don't make excuses, it's unmanly!\The Agency would be nothing without you.\What did you tell her, Tanizaki-san? response:	All the naughty things you did.
context: What?!\Kunikida!\That was an impressive operation.\W-Wait, Kyouka-chan...\Don't make excuses, it's unmanly!\The Agency would be nothing without you.\What did you tell her, Tanizaki-san?\All the naughty things you did. response:	They seem to be having fun, huh, Karl?
context: Kunikida!\That was an impressive operation.\W-Wait, Kyouka-chan...\Don't make excuses, it's unmanly!\The Agency would be nothing without you.\What did you tell her, Tanizaki-san?\All the naughty things you did.\They seem to be having fun, huh, Karl? response:	He likes being left out?
context: That was an impressive operation.\W-Wait, Kyouka-chan...\Don't make excuses, it's unmanly!\The Agency would be nothing without you.\What did you tell her, Tanizaki-san?\All the naughty things you did.\They seem to be having fun, huh, Karl?\He likes being left out? response:	It's a'64 Romane.
context: W-Wait, Kyouka-chan...\Don't make excuses, it's unmanly!\The Agency would be nothing without you.\What did you tell her, Tanizaki-san?\All the naughty things you did.\They seem to be having fun, huh, Karl?\He likes being left out?\It's a'64 Romane. response:	May I really?
context: Don't make excuses, it's unmanly!\The Agency would be nothing without you.\What did you tell her, Tanizaki-san?\All the naughty things you did.\They seem to be having fun, huh, Karl?\He likes being left out?\It's a'64 Romane.\May I really? response:	Isn't it your treasure?
context: The Agency would be nothing without you.\What did you tell her, Tanizaki-san?\All the naughty things you did.\They seem to be having fun, huh, Karl?\He likes being left out?\It's a'64 Romane.\May I really?\Isn't it your treasure? response:	Is there a better day than today to open it?
context: What did you tell her, Tanizaki-san?\All the naughty things you did.\They seem to be having fun, huh, Karl?\He likes being left out?\It's a'64 Romane.\May I really?\Isn't it your treasure?\Is there a better day than today to open it? response:	To victory.
context: All the naughty things you did.\They seem to be having fun, huh, Karl?\He likes being left out?\It's a'64 Romane.\May I really?\Isn't it your treasure?\Is there a better day than today to open it?\To victory. response:	This is delicious.
context: They seem to be having fun, huh, Karl?\He likes being left out?\It's a'64 Romane.\May I really?\Isn't it your treasure?\Is there a better day than today to open it?\To victory.\This is delicious. response:	Boss, how shall we punish Akutagawa?
context: He likes being left out?\It's a'64 Romane.\May I really?\Isn't it your treasure?\Is there a better day than today to open it?\To victory.\This is delicious.\Boss, how shall we punish Akutagawa? response:	Punish?
context: It's a'64 Romane.\May I really?\Isn't it your treasure?\Is there a better day than today to open it?\To victory.\This is delicious.\Boss, how shall we punish Akutagawa?\Punish? response:	He was instrumental in our success.
context: May I really?\Isn't it your treasure?\Is there a better day than today to open it?\To victory.\This is delicious.\Boss, how shall we punish Akutagawa?\Punish?\He was instrumental in our success. response:	Akutagawa-kun has always been this way.
context: Isn't it your treasure?\Is there a better day than today to open it?\To victory.\This is delicious.\Boss, how shall we punish Akutagawa?\Punish?\He was instrumental in our success.\Akutagawa-kun has always been this way. response:	He runs off by himself, he causes destruction and, in the end, he contributes the most.
context: Is there a better day than today to open it?\To victory.\This is delicious.\Boss, how shall we punish Akutagawa?\Punish?\He was instrumental in our success.\Akutagawa-kun has always been this way.\He runs off by himself, he causes destruction and, in the end, he contributes the most. response:	He has a strong nose.
context: To victory.\This is delicious.\Boss, how shall we punish Akutagawa?\Punish?\He was instrumental in our success.\Akutagawa-kun has always been this way.\He runs off by himself, he causes destruction and, in the end, he contributes the most.\He has a strong nose. response:	So long as he continues to succeed, there will be no punishment.
context: This is delicious.\Boss, how shall we punish Akutagawa?\Punish?\He was instrumental in our success.\Akutagawa-kun has always been this way.\He runs off by himself, he causes destruction and, in the end, he contributes the most.\He has a strong nose.\So long as he continues to succeed, there will be no punishment. response:	Say, Kouyou-kun, why did you not try to escape when you were captured by the Agency?
context: Boss, how shall we punish Akutagawa?\Punish?\He was instrumental in our success.\Akutagawa-kun has always been this way.\He runs off by himself, he causes destruction and, in the end, he contributes the most.\He has a strong nose.\So long as he continues to succeed, there will be no punishment.\Say, Kouyou-kun, why did you not try to escape when you were captured by the Agency? response:	It ought to have been easy for you.
context: Punish?\He was instrumental in our success.\Akutagawa-kun has always been this way.\He runs off by himself, he causes destruction and, in the end, he contributes the most.\He has a strong nose.\So long as he continues to succeed, there will be no punishment.\Say, Kouyou-kun, why did you not try to escape when you were captured by the Agency?\It ought to have been easy for you. response:	I wonder why.
context: He was instrumental in our success.\Akutagawa-kun has always been this way.\He runs off by himself, he causes destruction and, in the end, he contributes the most.\He has a strong nose.\So long as he continues to succeed, there will be no punishment.\Say, Kouyou-kun, why did you not try to escape when you were captured by the Agency?\It ought to have been easy for you.\I wonder why. response:	Perhaps because the tea was so delicious.
context: Akutagawa-kun has always been this way.\He runs off by himself, he causes destruction and, in the end, he contributes the most.\He has a strong nose.\So long as he continues to succeed, there will be no punishment.\Say, Kouyou-kun, why did you not try to escape when you were captured by the Agency?\It ought to have been easy for you.\I wonder why.\Perhaps because the tea was so delicious. response:	Sister, let's make a deal, as two grown-ups.
context: He runs off by himself, he causes destruction and, in the end, he contributes the most.\He has a strong nose.\So long as he continues to succeed, there will be no punishment.\Say, Kouyou-kun, why did you not try to escape when you were captured by the Agency?\It ought to have been easy for you.\I wonder why.\Perhaps because the tea was so delicious.\Sister, let's make a deal, as two grown-ups. response:	I have a plan for saving Kyouka-chan.
context: He has a strong nose.\So long as he continues to succeed, there will be no punishment.\Say, Kouyou-kun, why did you not try to escape when you were captured by the Agency?\It ought to have been easy for you.\I wonder why.\Perhaps because the tea was so delicious.\Sister, let's make a deal, as two grown-ups.\I have a plan for saving Kyouka-chan. response:	What?
context: So long as he continues to succeed, there will be no punishment.\Say, Kouyou-kun, why did you not try to escape when you were captured by the Agency?\It ought to have been easy for you.\I wonder why.\Perhaps because the tea was so delicious.\Sister, let's make a deal, as two grown-ups.\I have a plan for saving Kyouka-chan.\What? response:	If we succeed, it'll be the only way to protect both her life and her dreams.
context: Say, Kouyou-kun, why did you not try to escape when you were captured by the Agency?\It ought to have been easy for you.\I wonder why.\Perhaps because the tea was so delicious.\Sister, let's make a deal, as two grown-ups.\I have a plan for saving Kyouka-chan.\What?\If we succeed, it'll be the only way to protect both her life and her dreams. response:	Dazai saw how it would all play out.
context: It ought to have been easy for you.\I wonder why.\Perhaps because the tea was so delicious.\Sister, let's make a deal, as two grown-ups.\I have a plan for saving Kyouka-chan.\What?\If we succeed, it'll be the only way to protect both her life and her dreams.\Dazai saw how it would all play out. response:	What a terrifying man.
context: I wonder why.\Perhaps because the tea was so delicious.\Sister, let's make a deal, as two grown-ups.\I have a plan for saving Kyouka-chan.\What?\If we succeed, it'll be the only way to protect both her life and her dreams.\Dazai saw how it would all play out.\What a terrifying man. response:	Pfft.
context: Perhaps because the tea was so delicious.\Sister, let's make a deal, as two grown-ups.\I have a plan for saving Kyouka-chan.\What?\If we succeed, it'll be the only way to protect both her life and her dreams.\Dazai saw how it would all play out.\What a terrifying man.\Pfft. response:	Kouyou-kun, you are strong.
context: Sister, let's make a deal, as two grown-ups.\I have a plan for saving Kyouka-chan.\What?\If we succeed, it'll be the only way to protect both her life and her dreams.\Dazai saw how it would all play out.\What a terrifying man.\Pfft.\Kouyou-kun, you are strong. response:	Now that your beloved Kyouka-kun is gone, it would be difficult for me to chase you down,
context: I have a plan for saving Kyouka-chan.\What?\If we succeed, it'll be the only way to protect both her life and her dreams.\Dazai saw how it would all play out.\What a terrifying man.\Pfft.\Kouyou-kun, you are strong.\Now that your beloved Kyouka-kun is gone, it would be difficult for me to chase you down, response:	should you decide to leave the Port Mafia now.
context: What?\If we succeed, it'll be the only way to protect both her life and her dreams.\Dazai saw how it would all play out.\What a terrifying man.\Pfft.\Kouyou-kun, you are strong.\Now that your beloved Kyouka-kun is gone, it would be difficult for me to chase you down,\should you decide to leave the Port Mafia now. response:	Of course.
context: If we succeed, it'll be the only way to protect both her life and her dreams.\Dazai saw how it would all play out.\What a terrifying man.\Pfft.\Kouyou-kun, you are strong.\Now that your beloved Kyouka-kun is gone, it would be difficult for me to chase you down,\should you decide to leave the Port Mafia now.\Of course. response:	Sadly, I must help a clumsy leader with reestablishing the organization.
context: Dazai saw how it would all play out.\What a terrifying man.\Pfft.\Kouyou-kun, you are strong.\Now that your beloved Kyouka-kun is gone, it would be difficult for me to chase you down,\should you decide to leave the Port Mafia now.\Of course.\Sadly, I must help a clumsy leader with reestablishing the organization. response:	I'm grateful, but I deal only with those under twelve.
context: What a terrifying man.\Pfft.\Kouyou-kun, you are strong.\Now that your beloved Kyouka-kun is gone, it would be difficult for me to chase you down,\should you decide to leave the Port Mafia now.\Of course.\Sadly, I must help a clumsy leader with reestablishing the organization.\I'm grateful, but I deal only with those under twelve. response:	Silence.
context: Pfft.\Kouyou-kun, you are strong.\Now that your beloved Kyouka-kun is gone, it would be difficult for me to chase you down,\should you decide to leave the Port Mafia now.\Of course.\Sadly, I must help a clumsy leader with reestablishing the organization.\I'm grateful, but I deal only with those under twelve.\Silence. response:	I'll sew your lips shut.
context: Kouyou-kun, you are strong.\Now that your beloved Kyouka-kun is gone, it would be difficult for me to chase you down,\should you decide to leave the Port Mafia now.\Of course.\Sadly, I must help a clumsy leader with reestablishing the organization.\I'm grateful, but I deal only with those under twelve.\Silence.\I'll sew your lips shut. response:	Dazai!
context: Now that your beloved Kyouka-kun is gone, it would be difficult for me to chase you down,\should you decide to leave the Port Mafia now.\Of course.\Sadly, I must help a clumsy leader with reestablishing the organization.\I'm grateful, but I deal only with those under twelve.\Silence.\I'll sew your lips shut.\Dazai! response:	You're so dead!
context: should you decide to leave the Port Mafia now.\Of course.\Sadly, I must help a clumsy leader with reestablishing the organization.\I'm grateful, but I deal only with those under twelve.\Silence.\I'll sew your lips shut.\Dazai!\You're so dead! response:	It's so cute!
context: Of course.\Sadly, I must help a clumsy leader with reestablishing the organization.\I'm grateful, but I deal only with those under twelve.\Silence.\I'll sew your lips shut.\Dazai!\You're so dead!\It's so cute! response:	Hey, where's Dazai-san?
context: Sadly, I must help a clumsy leader with reestablishing the organization.\I'm grateful, but I deal only with those under twelve.\Silence.\I'll sew your lips shut.\Dazai!\You're so dead!\It's so cute!\Hey, where's Dazai-san? response:	What a weird painting.
context: I'm grateful, but I deal only with those under twelve.\Silence.\I'll sew your lips shut.\Dazai!\You're so dead!\It's so cute!\Hey, where's Dazai-san?\What a weird painting. response:	I bet even I could do it.
context: Silence.\I'll sew your lips shut.\Dazai!\You're so dead!\It's so cute!\Hey, where's Dazai-san?\What a weird painting.\I bet even I could do it. response:	Hirotsu-san, thanks for the help.
context: I'll sew your lips shut.\Dazai!\You're so dead!\It's so cute!\Hey, where's Dazai-san?\What a weird painting.\I bet even I could do it.\Hirotsu-san, thanks for the help. response:	Did I do enough?
context: Dazai!\You're so dead!\It's so cute!\Hey, where's Dazai-san?\What a weird painting.\I bet even I could do it.\Hirotsu-san, thanks for the help.\Did I do enough? response:	All I did was leak the Moby Dick infiltration route to Higuchi-kun.
context: You're so dead!\It's so cute!\Hey, where's Dazai-san?\What a weird painting.\I bet even I could do it.\Hirotsu-san, thanks for the help.\Did I do enough?\All I did was leak the Moby Dick infiltration route to Higuchi-kun. response:	If she knows, she will tell Akutagawa-kun.
context: It's so cute!\Hey, where's Dazai-san?\What a weird painting.\I bet even I could do it.\Hirotsu-san, thanks for the help.\Did I do enough?\All I did was leak the Moby Dick infiltration route to Higuchi-kun.\If she knows, she will tell Akutagawa-kun. response:	If Akutagawa-kun knows, he will come in by himself.
context: Hey, where's Dazai-san?\What a weird painting.\I bet even I could do it.\Hirotsu-san, thanks for the help.\Did I do enough?\All I did was leak the Moby Dick infiltration route to Higuchi-kun.\If she knows, she will tell Akutagawa-kun.\If Akutagawa-kun knows, he will come in by himself. response:	It was as I expected.
context: What a weird painting.\I bet even I could do it.\Hirotsu-san, thanks for the help.\Did I do enough?\All I did was leak the Moby Dick infiltration route to Higuchi-kun.\If she knows, she will tell Akutagawa-kun.\If Akutagawa-kun knows, he will come in by himself.\It was as I expected. response:	Why did you go through all that trouble
context: I bet even I could do it.\Hirotsu-san, thanks for the help.\Did I do enough?\All I did was leak the Moby Dick infiltration route to Higuchi-kun.\If she knows, she will tell Akutagawa-kun.\If Akutagawa-kun knows, he will come in by himself.\It was as I expected.\Why did you go through all that trouble response:	to bring Akutagawa-kun together with the tiger boy?
context: Hirotsu-san, thanks for the help.\Did I do enough?\All I did was leak the Moby Dick infiltration route to Higuchi-kun.\If she knows, she will tell Akutagawa-kun.\If Akutagawa-kun knows, he will come in by himself.\It was as I expected.\Why did you go through all that trouble\to bring Akutagawa-kun together with the tiger boy? response:	I wanted to be sure.
context: Did I do enough?\All I did was leak the Moby Dick infiltration route to Higuchi-kun.\If she knows, she will tell Akutagawa-kun.\If Akutagawa-kun knows, he will come in by himself.\It was as I expected.\Why did you go through all that trouble\to bring Akutagawa-kun together with the tiger boy?\I wanted to be sure. response:	For the real disaster that's about to come.
context: All I did was leak the Moby Dick infiltration route to Higuchi-kun.\If she knows, she will tell Akutagawa-kun.\If Akutagawa-kun knows, he will come in by himself.\It was as I expected.\Why did you go through all that trouble\to bring Akutagawa-kun together with the tiger boy?\I wanted to be sure.\For the real disaster that's about to come. response:	He's already on the move.
context: If she knows, she will tell Akutagawa-kun.\If Akutagawa-kun knows, he will come in by himself.\It was as I expected.\Why did you go through all that trouble\to bring Akutagawa-kun together with the tiger boy?\I wanted to be sure.\For the real disaster that's about to come.\He's already on the move. response:	So the destruction of the Moby Dick was a failure.
context: If Akutagawa-kun knows, he will come in by himself.\It was as I expected.\Why did you go through all that trouble\to bring Akutagawa-kun together with the tiger boy?\I wanted to be sure.\For the real disaster that's about to come.\He's already on the move.\So the destruction of the Moby Dick was a failure. response:	Still, just about everything is according to plan.
context: It was as I expected.\Why did you go through all that trouble\to bring Akutagawa-kun together with the tiger boy?\I wanted to be sure.\For the real disaster that's about to come.\He's already on the move.\So the destruction of the Moby Dick was a failure.\Still, just about everything is according to plan. response:	We succeeded in creating strife within the Guild and recruiting talented gifteds.
context: Why did you go through all that trouble\to bring Akutagawa-kun together with the tiger boy?\I wanted to be sure.\For the real disaster that's about to come.\He's already on the move.\So the destruction of the Moby Dick was a failure.\Still, just about everything is according to plan.\We succeeded in creating strife within the Guild and recruiting talented gifteds. response:	I'm only helping for the time being to fulfill my end of the deal
context: to bring Akutagawa-kun together with the tiger boy?\I wanted to be sure.\For the real disaster that's about to come.\He's already on the move.\So the destruction of the Moby Dick was a failure.\Still, just about everything is according to plan.\We succeeded in creating strife within the Guild and recruiting talented gifteds.\I'm only helping for the time being to fulfill my end of the deal response:	and have Margaret brought back to consciousness.
context: I wanted to be sure.\For the real disaster that's about to come.\He's already on the move.\So the destruction of the Moby Dick was a failure.\Still, just about everything is according to plan.\We succeeded in creating strife within the Guild and recruiting talented gifteds.\I'm only helping for the time being to fulfill my end of the deal\and have Margaret brought back to consciousness. response:	That's fine by me, Pastor.
context: For the real disaster that's about to come.\He's already on the move.\So the destruction of the Moby Dick was a failure.\Still, just about everything is according to plan.\We succeeded in creating strife within the Guild and recruiting talented gifteds.\I'm only helping for the time being to fulfill my end of the deal\and have Margaret brought back to consciousness.\That's fine by me, Pastor. response:	Fyodor D.
context: He's already on the move.\So the destruction of the Moby Dick was a failure.\Still, just about everything is according to plan.\We succeeded in creating strife within the Guild and recruiting talented gifteds.\I'm only helping for the time being to fulfill my end of the deal\and have Margaret brought back to consciousness.\That's fine by me, Pastor.\Fyodor D. response:	Ability: Crime and Punishment
context: So the destruction of the Moby Dick was a failure.\Still, just about everything is according to plan.\We succeeded in creating strife within the Guild and recruiting talented gifteds.\I'm only helping for the time being to fulfill my end of the deal\and have Margaret brought back to consciousness.\That's fine by me, Pastor.\Fyodor D.\Ability: Crime and Punishment response:	Let us paint the land with the blood of the guilty together.
context: Still, just about everything is according to plan.\We succeeded in creating strife within the Guild and recruiting talented gifteds.\I'm only helping for the time being to fulfill my end of the deal\and have Margaret brought back to consciousness.\That's fine by me, Pastor.\Fyodor D.\Ability: Crime and Punishment\Let us paint the land with the blood of the guilty together. response:	For a better world.
context: We succeeded in creating strife within the Guild and recruiting talented gifteds.\I'm only helping for the time being to fulfill my end of the deal\and have Margaret brought back to consciousness.\That's fine by me, Pastor.\Fyodor D.\Ability: Crime and Punishment\Let us paint the land with the blood of the guilty together.\For a better world. response:	We won't be able to avoid going to war with that demon I've fought in the past.
context: I'm only helping for the time being to fulfill my end of the deal\and have Margaret brought back to consciousness.\That's fine by me, Pastor.\Fyodor D.\Ability: Crime and Punishment\Let us paint the land with the blood of the guilty together.\For a better world.\We won't be able to avoid going to war with that demon I've fought in the past. response:	Akutagawa-kun is formidable enough by himself,
context: and have Margaret brought back to consciousness.\That's fine by me, Pastor.\Fyodor D.\Ability: Crime and Punishment\Let us paint the land with the blood of the guilty together.\For a better world.\We won't be able to avoid going to war with that demon I've fought in the past.\Akutagawa-kun is formidable enough by himself, response:	but his abilities are most valuable in a supporting role.
context: That's fine by me, Pastor.\Fyodor D.\Ability: Crime and Punishment\Let us paint the land with the blood of the guilty together.\For a better world.\We won't be able to avoid going to war with that demon I've fought in the past.\Akutagawa-kun is formidable enough by himself,\but his abilities are most valuable in a supporting role. response:	In complementing a forward attacker such as Atsushi-kun,
context: Fyodor D.\Ability: Crime and Punishment\Let us paint the land with the blood of the guilty together.\For a better world.\We won't be able to avoid going to war with that demon I've fought in the past.\Akutagawa-kun is formidable enough by himself,\but his abilities are most valuable in a supporting role.\In complementing a forward attacker such as Atsushi-kun, response:	with his speed and toughness, he could be a powerful ally.
context: Ability: Crime and Punishment\Let us paint the land with the blood of the guilty together.\For a better world.\We won't be able to avoid going to war with that demon I've fought in the past.\Akutagawa-kun is formidable enough by himself,\but his abilities are most valuable in a supporting role.\In complementing a forward attacker such as Atsushi-kun,\with his speed and toughness, he could be a powerful ally. response:	We'll need to be more powerful than before in order to fight with that demon.
context: Let us paint the land with the blood of the guilty together.\For a better world.\We won't be able to avoid going to war with that demon I've fought in the past.\Akutagawa-kun is formidable enough by himself,\but his abilities are most valuable in a supporting role.\In complementing a forward attacker such as Atsushi-kun,\with his speed and toughness, he could be a powerful ally.\We'll need to be more powerful than before in order to fight with that demon. response:	Something more powerful than the former Double Black.
context: For a better world.\We won't be able to avoid going to war with that demon I've fought in the past.\Akutagawa-kun is formidable enough by himself,\but his abilities are most valuable in a supporting role.\In complementing a forward attacker such as Atsushi-kun,\with his speed and toughness, he could be a powerful ally.\We'll need to be more powerful than before in order to fight with that demon.\Something more powerful than the former Double Black. response:	That's those two.
context: We won't be able to avoid going to war with that demon I've fought in the past.\Akutagawa-kun is formidable enough by himself,\but his abilities are most valuable in a supporting role.\In complementing a forward attacker such as Atsushi-kun,\with his speed and toughness, he could be a powerful ally.\We'll need to be more powerful than before in order to fight with that demon.\Something more powerful than the former Double Black.\That's those two. response:	Dazai-kun, why do you value Yokohama so dearly?
context: Akutagawa-kun is formidable enough by himself,\but his abilities are most valuable in a supporting role.\In complementing a forward attacker such as Atsushi-kun,\with his speed and toughness, he could be a powerful ally.\We'll need to be more powerful than before in order to fight with that demon.\Something more powerful than the former Double Black.\That's those two.\Dazai-kun, why do you value Yokohama so dearly? response:	My friend said me...
context: but his abilities are most valuable in a supporting role.\In complementing a forward attacker such as Atsushi-kun,\with his speed and toughness, he could be a powerful ally.\We'll need to be more powerful than before in order to fight with that demon.\Something more powerful than the former Double Black.\That's those two.\Dazai-kun, why do you value Yokohama so dearly?\My friend said me... response:	You might as well side with the people who save others.
context: In complementing a forward attacker such as Atsushi-kun,\with his speed and toughness, he could be a powerful ally.\We'll need to be more powerful than before in order to fight with that demon.\Something more powerful than the former Double Black.\That's those two.\Dazai-kun, why do you value Yokohama so dearly?\My friend said me...\You might as well side with the people who save others. response:	That's at least a little more beautiful.
context: with his speed and toughness, he could be a powerful ally.\We'll need to be more powerful than before in order to fight with that demon.\Something more powerful than the former Double Black.\That's those two.\Dazai-kun, why do you value Yokohama so dearly?\My friend said me...\You might as well side with the people who save others.\That's at least a little more beautiful. response:	Teni Muhou.
context: We'll need to be more powerful than before in order to fight with that demon.\Something more powerful than the former Double Black.\That's those two.\Dazai-kun, why do you value Yokohama so dearly?\My friend said me...\You might as well side with the people who save others.\That's at least a little more beautiful.\Teni Muhou. response:	The city we protected.
context: Something more powerful than the former Double Black.\That's those two.\Dazai-kun, why do you value Yokohama so dearly?\My friend said me...\You might as well side with the people who save others.\That's at least a little more beautiful.\Teni Muhou.\The city we protected. response:	Worthless nonsense.
context: That's those two.\Dazai-kun, why do you value Yokohama so dearly?\My friend said me...\You might as well side with the people who save others.\That's at least a little more beautiful.\Teni Muhou.\The city we protected.\Worthless nonsense. response:	This city became my home, with all the people here.
