context: Hina response:	Hina was deeply troubled.
context: Really? I can? Hom nom nom!\Okay, the tea is ready.\So let's eat.\Huh? What happened to the kitties?\Maybe they were so full they got sleepy.\How is it, Kiriyama?\Hina, did you taste this beforehand?\Eh? Nope. response:	This was something bitter, sweet, and sour.
context: Okay, the tea is ready.\So let's eat.\Huh? What happened to the kitties?\Maybe they were so full they got sleepy.\How is it, Kiriyama?\Hina, did you taste this beforehand?\Eh? Nope.\This was something bitter, sweet, and sour. response:	It indeed tasted like the end of a first love.
context: So let's eat.\Huh? What happened to the kitties?\Maybe they were so full they got sleepy.\How is it, Kiriyama?\Hina, did you taste this beforehand?\Eh? Nope.\This was something bitter, sweet, and sour.\It indeed tasted like the end of a first love. response:	Hina, let's do some training together.
context: Huh? What happened to the kitties?\Maybe they were so full they got sleepy.\How is it, Kiriyama?\Hina, did you taste this beforehand?\Eh? Nope.\This was something bitter, sweet, and sour.\It indeed tasted like the end of a first love.\Hina, let's do some training together. response:	Yeah. I'll do my best next time for sure!
context: Maybe they were so full they got sleepy.\How is it, Kiriyama?\Hina, did you taste this beforehand?\Eh? Nope.\This was something bitter, sweet, and sour.\It indeed tasted like the end of a first love.\Hina, let's do some training together.\Yeah. I'll do my best next time for sure! response:	Maybe it's a good thing that she wasn't able to deliver her first bento.
context: How is it, Kiriyama?\Hina, did you taste this beforehand?\Eh? Nope.\This was something bitter, sweet, and sour.\It indeed tasted like the end of a first love.\Hina, let's do some training together.\Yeah. I'll do my best next time for sure!\Maybe it's a good thing that she wasn't able to deliver her first bento. response:	That's what Kiriyama and I thought.
context: Hina, did you taste this beforehand?\Eh? Nope.\This was something bitter, sweet, and sour.\It indeed tasted like the end of a first love.\Hina, let's do some training together.\Yeah. I'll do my best next time for sure!\Maybe it's a good thing that she wasn't able to deliver her first bento.\That's what Kiriyama and I thought. response:	Hina
context: Eh? Nope.\This was something bitter, sweet, and sour.\It indeed tasted like the end of a first love.\Hina, let's do some training together.\Yeah. I'll do my best next time for sure!\Maybe it's a good thing that she wasn't able to deliver her first bento.\That's what Kiriyama and I thought.\Hina response:	I can see it.
context: This was something bitter, sweet, and sour.\It indeed tasted like the end of a first love.\Hina, let's do some training together.\Yeah. I'll do my best next time for sure!\Maybe it's a good thing that she wasn't able to deliver her first bento.\That's what Kiriyama and I thought.\Hina\I can see it. response:	Huh?
context: It indeed tasted like the end of a first love.\Hina, let's do some training together.\Yeah. I'll do my best next time for sure!\Maybe it's a good thing that she wasn't able to deliver her first bento.\That's what Kiriyama and I thought.\Hina\I can see it.\Huh? response:	Um... I'm the one who won, right?
context: Hina, let's do some training together.\Yeah. I'll do my best next time for sure!\Maybe it's a good thing that she wasn't able to deliver her first bento.\That's what Kiriyama and I thought.\Hina\I can see it.\Huh?\Um... I'm the one who won, right? response:	Yeah. You could say that, as a phenomenon.
context: Yeah. I'll do my best next time for sure!\Maybe it's a good thing that she wasn't able to deliver her first bento.\That's what Kiriyama and I thought.\Hina\I can see it.\Huh?\Um... I'm the one who won, right?\Yeah. You could say that, as a phenomenon. response:	Phenomenon... But it's reality.
context: Maybe it's a good thing that she wasn't able to deliver her first bento.\That's what Kiriyama and I thought.\Hina\I can see it.\Huh?\Um... I'm the one who won, right?\Yeah. You could say that, as a phenomenon.\Phenomenon... But it's reality. response:	Yes, yes. I know. Fine, you won.
context: That's what Kiriyama and I thought.\Hina\I can see it.\Huh?\Um... I'm the one who won, right?\Yeah. You could say that, as a phenomenon.\Phenomenon... But it's reality.\Yes, yes. I know. Fine, you won. response:	If that's what makes you feel better.
context: Hina\I can see it.\Huh?\Um... I'm the one who won, right?\Yeah. You could say that, as a phenomenon.\Phenomenon... But it's reality.\Yes, yes. I know. Fine, you won.\If that's what makes you feel better. response:	W-Wait a second. What?
context: I can see it.\Huh?\Um... I'm the one who won, right?\Yeah. You could say that, as a phenomenon.\Phenomenon... But it's reality.\Yes, yes. I know. Fine, you won.\If that's what makes you feel better.\W-Wait a second. What? response:	It sounds like you're objecting, like, Yeah, yeah, it can't be helped.
context: Huh?\Um... I'm the one who won, right?\Yeah. You could say that, as a phenomenon.\Phenomenon... But it's reality.\Yes, yes. I know. Fine, you won.\If that's what makes you feel better.\W-Wait a second. What?\It sounds like you're objecting, like, Yeah, yeah, it can't be helped. response:	Okay, one more time. I'll go first.
context: Um... I'm the one who won, right?\Yeah. You could say that, as a phenomenon.\Phenomenon... But it's reality.\Yes, yes. I know. Fine, you won.\If that's what makes you feel better.\W-Wait a second. What?\It sounds like you're objecting, like, Yeah, yeah, it can't be helped.\Okay, one more time. I'll go first. response:	I'll start with a static rook and you do the bishop exchange once more.
context: Yeah. You could say that, as a phenomenon.\Phenomenon... But it's reality.\Yes, yes. I know. Fine, you won.\If that's what makes you feel better.\W-Wait a second. What?\It sounds like you're objecting, like, Yeah, yeah, it can't be helped.\Okay, one more time. I'll go first.\I'll start with a static rook and you do the bishop exchange once more. response:	What the heck is that? It's like I'm a practice board!
context: Phenomenon... But it's reality.\Yes, yes. I know. Fine, you won.\If that's what makes you feel better.\W-Wait a second. What?\It sounds like you're objecting, like, Yeah, yeah, it can't be helped.\Okay, one more time. I'll go first.\I'll start with a static rook and you do the bishop exchange once more.\What the heck is that? It's like I'm a practice board! response:	That's petty! You're being petty, Kiriyama!
context: Yes, yes. I know. Fine, you won.\If that's what makes you feel better.\W-Wait a second. What?\It sounds like you're objecting, like, Yeah, yeah, it can't be helped.\Okay, one more time. I'll go first.\I'll start with a static rook and you do the bishop exchange once more.\What the heck is that? It's like I'm a practice board!\That's petty! You're being petty, Kiriyama! response:	This matter is urgent.
context: If that's what makes you feel better.\W-Wait a second. What?\It sounds like you're objecting, like, Yeah, yeah, it can't be helped.\Okay, one more time. I'll go first.\I'll start with a static rook and you do the bishop exchange once more.\What the heck is that? It's like I'm a practice board!\That's petty! You're being petty, Kiriyama!\This matter is urgent. response:	With the bishop exchange, I can't let you have everything your way!
context: W-Wait a second. What?\It sounds like you're objecting, like, Yeah, yeah, it can't be helped.\Okay, one more time. I'll go first.\I'll start with a static rook and you do the bishop exchange once more.\What the heck is that? It's like I'm a practice board!\That's petty! You're being petty, Kiriyama!\This matter is urgent.\With the bishop exchange, I can't let you have everything your way! response:	Then you should use the ranging rook.
context: It sounds like you're objecting, like, Yeah, yeah, it can't be helped.\Okay, one more time. I'll go first.\I'll start with a static rook and you do the bishop exchange once more.\What the heck is that? It's like I'm a practice board!\That's petty! You're being petty, Kiriyama!\This matter is urgent.\With the bishop exchange, I can't let you have everything your way!\Then you should use the ranging rook. response:	I like using the static rook!
context: Okay, one more time. I'll go first.\I'll start with a static rook and you do the bishop exchange once more.\What the heck is that? It's like I'm a practice board!\That's petty! You're being petty, Kiriyama!\This matter is urgent.\With the bishop exchange, I can't let you have everything your way!\Then you should use the ranging rook.\I like using the static rook! response:	Would you have me use a strategy I'm not good at?
context: I'll start with a static rook and you do the bishop exchange once more.\What the heck is that? It's like I'm a practice board!\That's petty! You're being petty, Kiriyama!\This matter is urgent.\With the bishop exchange, I can't let you have everything your way!\Then you should use the ranging rook.\I like using the static rook!\Would you have me use a strategy I'm not good at? response:	Ugh
context: What the heck is that? It's like I'm a practice board!\That's petty! You're being petty, Kiriyama!\This matter is urgent.\With the bishop exchange, I can't let you have everything your way!\Then you should use the ranging rook.\I like using the static rook!\Would you have me use a strategy I'm not good at?\Ugh response:	Ugh, geez. How many times have I told you that studying alone suits me better?
context: That's petty! You're being petty, Kiriyama!\This matter is urgent.\With the bishop exchange, I can't let you have everything your way!\Then you should use the ranging rook.\I like using the static rook!\Would you have me use a strategy I'm not good at?\Ugh\Ugh, geez. How many times have I told you that studying alone suits me better? response:	As rivals, we raise each other up,
context: This matter is urgent.\With the bishop exchange, I can't let you have everything your way!\Then you should use the ranging rook.\I like using the static rook!\Would you have me use a strategy I'm not good at?\Ugh\Ugh, geez. How many times have I told you that studying alone suits me better?\As rivals, we raise each other up, response:	so losing this precious rivalry would be a major loss to your shogi life!
context: With the bishop exchange, I can't let you have everything your way!\Then you should use the ranging rook.\I like using the static rook!\Would you have me use a strategy I'm not good at?\Ugh\Ugh, geez. How many times have I told you that studying alone suits me better?\As rivals, we raise each other up,\so losing this precious rivalry would be a major loss to your shogi life! response:	You do understand that, don't you, Kiriyama?
context: Then you should use the ranging rook.\I like using the static rook!\Would you have me use a strategy I'm not good at?\Ugh\Ugh, geez. How many times have I told you that studying alone suits me better?\As rivals, we raise each other up,\so losing this precious rivalry would be a major loss to your shogi life!\You do understand that, don't you, Kiriyama? response:	At times, haste is required.
context: I like using the static rook!\Would you have me use a strategy I'm not good at?\Ugh\Ugh, geez. How many times have I told you that studying alone suits me better?\As rivals, we raise each other up,\so losing this precious rivalry would be a major loss to your shogi life!\You do understand that, don't you, Kiriyama?\At times, haste is required. response:	I'm saying the two of us need to find it, without a moment to waste.
context: Would you have me use a strategy I'm not good at?\Ugh\Ugh, geez. How many times have I told you that studying alone suits me better?\As rivals, we raise each other up,\so losing this precious rivalry would be a major loss to your shogi life!\You do understand that, don't you, Kiriyama?\At times, haste is required.\I'm saying the two of us need to find it, without a moment to waste. response:	In fact, you're the one who has to find it.
context: Ugh\Ugh, geez. How many times have I told you that studying alone suits me better?\As rivals, we raise each other up,\so losing this precious rivalry would be a major loss to your shogi life!\You do understand that, don't you, Kiriyama?\At times, haste is required.\I'm saying the two of us need to find it, without a moment to waste.\In fact, you're the one who has to find it. response:	The bishop exchange crusher silver bullet...
context: Ugh, geez. How many times have I told you that studying alone suits me better?\As rivals, we raise each other up,\so losing this precious rivalry would be a major loss to your shogi life!\You do understand that, don't you, Kiriyama?\At times, haste is required.\I'm saying the two of us need to find it, without a moment to waste.\In fact, you're the one who has to find it.\The bishop exchange crusher silver bullet... response:	Yes!
context: As rivals, we raise each other up,\so losing this precious rivalry would be a major loss to your shogi life!\You do understand that, don't you, Kiriyama?\At times, haste is required.\I'm saying the two of us need to find it, without a moment to waste.\In fact, you're the one who has to find it.\The bishop exchange crusher silver bullet...\Yes! response:	Grin
context: so losing this precious rivalry would be a major loss to your shogi life!\You do understand that, don't you, Kiriyama?\At times, haste is required.\I'm saying the two of us need to find it, without a moment to waste.\In fact, you're the one who has to find it.\The bishop exchange crusher silver bullet...\Yes!\Grin response:	The Nikaidou vaccine!
context: You do understand that, don't you, Kiriyama?\At times, haste is required.\I'm saying the two of us need to find it, without a moment to waste.\In fact, you're the one who has to find it.\The bishop exchange crusher silver bullet...\Yes!\Grin\The Nikaidou vaccine! response:	Ga-blam
context: At times, haste is required.\I'm saying the two of us need to find it, without a moment to waste.\In fact, you're the one who has to find it.\The bishop exchange crusher silver bullet...\Yes!\Grin\The Nikaidou vaccine!\Ga-blam response:	In that case, it'd be the Kiriyama Vaccine!
context: I'm saying the two of us need to find it, without a moment to waste.\In fact, you're the one who has to find it.\The bishop exchange crusher silver bullet...\Yes!\Grin\The Nikaidou vaccine!\Ga-blam\In that case, it'd be the Kiriyama Vaccine! response:	It's what I've dreamed of!
context: In fact, you're the one who has to find it.\The bishop exchange crusher silver bullet...\Yes!\Grin\The Nikaidou vaccine!\Ga-blam\In that case, it'd be the Kiriyama Vaccine!\It's what I've dreamed of! response:	The Nikaidou Vaccine!
context: The bishop exchange crusher silver bullet...\Yes!\Grin\The Nikaidou vaccine!\Ga-blam\In that case, it'd be the Kiriyama Vaccine!\It's what I've dreamed of!\The Nikaidou Vaccine! response:	Or the Nikaidou System!
context: Yes!\Grin\The Nikaidou vaccine!\Ga-blam\In that case, it'd be the Kiriyama Vaccine!\It's what I've dreamed of!\The Nikaidou Vaccine!\Or the Nikaidou System! response:	To leave a technique with my name for the next generation!
context: Grin\The Nikaidou vaccine!\Ga-blam\In that case, it'd be the Kiriyama Vaccine!\It's what I've dreamed of!\The Nikaidou Vaccine!\Or the Nikaidou System!\To leave a technique with my name for the next generation! response:	Don't you understand?
context: The Nikaidou vaccine!\Ga-blam\In that case, it'd be the Kiriyama Vaccine!\It's what I've dreamed of!\The Nikaidou Vaccine!\Or the Nikaidou System!\To leave a technique with my name for the next generation!\Don't you understand? response:	I understand... but I'd rather not!
context: Ga-blam\In that case, it'd be the Kiriyama Vaccine!\It's what I've dreamed of!\The Nikaidou Vaccine!\Or the Nikaidou System!\To leave a technique with my name for the next generation!\Don't you understand?\I understand... but I'd rather not! response:	Good morning!
context: In that case, it'd be the Kiriyama Vaccine!\It's what I've dreamed of!\The Nikaidou Vaccine!\Or the Nikaidou System!\To leave a technique with my name for the next generation!\Don't you understand?\I understand... but I'd rather not!\Good morning! response:	You suddenly show up at 9 in the morning, talking about developing a silver bullet?
context: It's what I've dreamed of!\The Nikaidou Vaccine!\Or the Nikaidou System!\To leave a technique with my name for the next generation!\Don't you understand?\I understand... but I'd rather not!\Good morning!\You suddenly show up at 9 in the morning, talking about developing a silver bullet? response:	And besides, I'm an all-rounder, so I have nothing to do with it.
context: The Nikaidou Vaccine!\Or the Nikaidou System!\To leave a technique with my name for the next generation!\Don't you understand?\I understand... but I'd rather not!\Good morning!\You suddenly show up at 9 in the morning, talking about developing a silver bullet?\And besides, I'm an all-rounder, so I have nothing to do with it. response:	Are you even listening to me?
context: Or the Nikaidou System!\To leave a technique with my name for the next generation!\Don't you understand?\I understand... but I'd rather not!\Good morning!\You suddenly show up at 9 in the morning, talking about developing a silver bullet?\And besides, I'm an all-rounder, so I have nothing to do with it.\Are you even listening to me? response:	Rumble
context: To leave a technique with my name for the next generation!\Don't you understand?\I understand... but I'd rather not!\Good morning!\You suddenly show up at 9 in the morning, talking about developing a silver bullet?\And besides, I'm an all-rounder, so I have nothing to do with it.\Are you even listening to me?\Rumble response:	Rumble Groggle Grumble
context: Don't you understand?\I understand... but I'd rather not!\Good morning!\You suddenly show up at 9 in the morning, talking about developing a silver bullet?\And besides, I'm an all-rounder, so I have nothing to do with it.\Are you even listening to me?\Rumble\Rumble Groggle Grumble response:	Let's... get some lunch.
context: I understand... but I'd rather not!\Good morning!\You suddenly show up at 9 in the morning, talking about developing a silver bullet?\And besides, I'm an all-rounder, so I have nothing to do with it.\Are you even listening to me?\Rumble\Rumble Groggle Grumble\Let's... get some lunch. response:	What are we gonna eat?
context: Good morning!\You suddenly show up at 9 in the morning, talking about developing a silver bullet?\And besides, I'm an all-rounder, so I have nothing to do with it.\Are you even listening to me?\Rumble\Rumble Groggle Grumble\Let's... get some lunch.\What are we gonna eat? response:	Something fast.
context: You suddenly show up at 9 in the morning, talking about developing a silver bullet?\And besides, I'm an all-rounder, so I have nothing to do with it.\Are you even listening to me?\Rumble\Rumble Groggle Grumble\Let's... get some lunch.\What are we gonna eat?\Something fast. response:	Oh, yeah. How about MecBurger?
context: And besides, I'm an all-rounder, so I have nothing to do with it.\Are you even listening to me?\Rumble\Rumble Groggle Grumble\Let's... get some lunch.\What are we gonna eat?\Something fast.\Oh, yeah. How about MecBurger? response:	GigaMec 1 Burger
context: Are you even listening to me?\Rumble\Rumble Groggle Grumble\Let's... get some lunch.\What are we gonna eat?\Something fast.\Oh, yeah. How about MecBurger?\GigaMec 1 Burger response:	You'd probably like the GigaMec.
context: Rumble\Rumble Groggle Grumble\Let's... get some lunch.\What are we gonna eat?\Something fast.\Oh, yeah. How about MecBurger?\GigaMec 1 Burger\You'd probably like the GigaMec. response:	GigaMec...
context: Rumble Groggle Grumble\Let's... get some lunch.\What are we gonna eat?\Something fast.\Oh, yeah. How about MecBurger?\GigaMec 1 Burger\You'd probably like the GigaMec.\GigaMec... response:	MecBurger
context: Let's... get some lunch.\What are we gonna eat?\Something fast.\Oh, yeah. How about MecBurger?\GigaMec 1 Burger\You'd probably like the GigaMec.\GigaMec...\MecBurger response:	No, I shouldn't.
context: What are we gonna eat?\Something fast.\Oh, yeah. How about MecBurger?\GigaMec 1 Burger\You'd probably like the GigaMec.\GigaMec...\MecBurger\No, I shouldn't. response:	What do you always eat, Kiriyama?
context: Something fast.\Oh, yeah. How about MecBurger?\GigaMec 1 Burger\You'd probably like the GigaMec.\GigaMec...\MecBurger\No, I shouldn't.\What do you always eat, Kiriyama? response:	Me?
context: Oh, yeah. How about MecBurger?\GigaMec 1 Burger\You'd probably like the GigaMec.\GigaMec...\MecBurger\No, I shouldn't.\What do you always eat, Kiriyama?\Me? response:	When I'm alone, I eat bread, Smiley's Bento, Mec's, or Yoshidaya's beef bowl...
context: GigaMec 1 Burger\You'd probably like the GigaMec.\GigaMec...\MecBurger\No, I shouldn't.\What do you always eat, Kiriyama?\Me?\When I'm alone, I eat bread, Smiley's Bento, Mec's, or Yoshidaya's beef bowl... response:	But lately, I sometimes have dinner at an acquaintance's house...
context: You'd probably like the GigaMec.\GigaMec...\MecBurger\No, I shouldn't.\What do you always eat, Kiriyama?\Me?\When I'm alone, I eat bread, Smiley's Bento, Mec's, or Yoshidaya's beef bowl...\But lately, I sometimes have dinner at an acquaintance's house... response:	Momo?
context: GigaMec...\MecBurger\No, I shouldn't.\What do you always eat, Kiriyama?\Me?\When I'm alone, I eat bread, Smiley's Bento, Mec's, or Yoshidaya's beef bowl...\But lately, I sometimes have dinner at an acquaintance's house...\Momo? response:	What's wrong? Where are your sisters?
context: MecBurger\No, I shouldn't.\What do you always eat, Kiriyama?\Me?\When I'm alone, I eat bread, Smiley's Bento, Mec's, or Yoshidaya's beef bowl...\But lately, I sometimes have dinner at an acquaintance's house...\Momo?\What's wrong? Where are your sisters? response:	Quiver Quiver Quiver
context: No, I shouldn't.\What do you always eat, Kiriyama?\Me?\When I'm alone, I eat bread, Smiley's Bento, Mec's, or Yoshidaya's beef bowl...\But lately, I sometimes have dinner at an acquaintance's house...\Momo?\What's wrong? Where are your sisters?\Quiver Quiver Quiver response:	Bodoro!
context: What do you always eat, Kiriyama?\Me?\When I'm alone, I eat bread, Smiley's Bento, Mec's, or Yoshidaya's beef bowl...\But lately, I sometimes have dinner at an acquaintance's house...\Momo?\What's wrong? Where are your sisters?\Quiver Quiver Quiver\Bodoro! response:	Boing
context: Me?\When I'm alone, I eat bread, Smiley's Bento, Mec's, or Yoshidaya's beef bowl...\But lately, I sometimes have dinner at an acquaintance's house...\Momo?\What's wrong? Where are your sisters?\Quiver Quiver Quiver\Bodoro!\Boing response:	Bodoro!
context: When I'm alone, I eat bread, Smiley's Bento, Mec's, or Yoshidaya's beef bowl...\But lately, I sometimes have dinner at an acquaintance's house...\Momo?\What's wrong? Where are your sisters?\Quiver Quiver Quiver\Bodoro!\Boing\Bodoro! response:	Whump
context: But lately, I sometimes have dinner at an acquaintance's house...\Momo?\What's wrong? Where are your sisters?\Quiver Quiver Quiver\Bodoro!\Boing\Bodoro!\Whump response:	Kiriyama, do you know her?
context: Momo?\What's wrong? Where are your sisters?\Quiver Quiver Quiver\Bodoro!\Boing\Bodoro!\Whump\Kiriyama, do you know her? response:	Um... Yeah...
context: What's wrong? Where are your sisters?\Quiver Quiver Quiver\Bodoro!\Boing\Bodoro!\Whump\Kiriyama, do you know her?\Um... Yeah... response:	It sounded like this one yelled Bodoro at me.
context: Quiver Quiver Quiver\Bodoro!\Boing\Bodoro!\Whump\Kiriyama, do you know her?\Um... Yeah...\It sounded like this one yelled Bodoro at me. response:	Bodoro is that one character...
context: Bodoro!\Boing\Bodoro!\Whump\Kiriyama, do you know her?\Um... Yeah...\It sounded like this one yelled Bodoro at me.\Bodoro is that one character... response:	The super-popular anime masterpiece loved by children, adults,
context: Boing\Bodoro!\Whump\Kiriyama, do you know her?\Um... Yeah...\It sounded like this one yelled Bodoro at me.\Bodoro is that one character...\The super-popular anime masterpiece loved by children, adults, response:	and yours truly, about an intelligent being who lives in the mysterious forest.
context: Bodoro!\Whump\Kiriyama, do you know her?\Um... Yeah...\It sounded like this one yelled Bodoro at me.\Bodoro is that one character...\The super-popular anime masterpiece loved by children, adults,\and yours truly, about an intelligent being who lives in the mysterious forest. response:	Bodoro.
context: Whump\Kiriyama, do you know her?\Um... Yeah...\It sounded like this one yelled Bodoro at me.\Bodoro is that one character...\The super-popular anime masterpiece loved by children, adults,\and yours truly, about an intelligent being who lives in the mysterious forest.\Bodoro. response:	Well, I do feel a deep connection to that character's intelligence.
context: Kiriyama, do you know her?\Um... Yeah...\It sounded like this one yelled Bodoro at me.\Bodoro is that one character...\The super-popular anime masterpiece loved by children, adults,\and yours truly, about an intelligent being who lives in the mysterious forest.\Bodoro.\Well, I do feel a deep connection to that character's intelligence. response:	All right, little one. I shall ask you your name. What is it?
context: Um... Yeah...\It sounded like this one yelled Bodoro at me.\Bodoro is that one character...\The super-popular anime masterpiece loved by children, adults,\and yours truly, about an intelligent being who lives in the mysterious forest.\Bodoro.\Well, I do feel a deep connection to that character's intelligence.\All right, little one. I shall ask you your name. What is it? response:	Momo!
context: It sounded like this one yelled Bodoro at me.\Bodoro is that one character...\The super-popular anime masterpiece loved by children, adults,\and yours truly, about an intelligent being who lives in the mysterious forest.\Bodoro.\Well, I do feel a deep connection to that character's intelligence.\All right, little one. I shall ask you your name. What is it?\Momo! response:	All right then, Momo. Shall we hold hands?
context: Bodoro is that one character...\The super-popular anime masterpiece loved by children, adults,\and yours truly, about an intelligent being who lives in the mysterious forest.\Bodoro.\Well, I do feel a deep connection to that character's intelligence.\All right, little one. I shall ask you your name. What is it?\Momo!\All right then, Momo. Shall we hold hands? response:	Traffic is dangerous here with all the cars going to and fro.
context: The super-popular anime masterpiece loved by children, adults,\and yours truly, about an intelligent being who lives in the mysterious forest.\Bodoro.\Well, I do feel a deep connection to that character's intelligence.\All right, little one. I shall ask you your name. What is it?\Momo!\All right then, Momo. Shall we hold hands?\Traffic is dangerous here with all the cars going to and fro. response:	Bodoro, Bodoro! Bododo, bododo!
context: and yours truly, about an intelligent being who lives in the mysterious forest.\Bodoro.\Well, I do feel a deep connection to that character's intelligence.\All right, little one. I shall ask you your name. What is it?\Momo!\All right then, Momo. Shall we hold hands?\Traffic is dangerous here with all the cars going to and fro.\Bodoro, Bodoro! Bododo, bododo! response:	Momo seems so happy. More than when she's with me...
context: Bodoro.\Well, I do feel a deep connection to that character's intelligence.\All right, little one. I shall ask you your name. What is it?\Momo!\All right then, Momo. Shall we hold hands?\Traffic is dangerous here with all the cars going to and fro.\Bodoro, Bodoro! Bododo, bododo!\Momo seems so happy. More than when she's with me... response:	Where do you live? I shall walk you home.
context: Well, I do feel a deep connection to that character's intelligence.\All right, little one. I shall ask you your name. What is it?\Momo!\All right then, Momo. Shall we hold hands?\Traffic is dangerous here with all the cars going to and fro.\Bodoro, Bodoro! Bododo, bododo!\Momo seems so happy. More than when she's with me...\Where do you live? I shall walk you home. response:	There she is. Momo!
context: All right, little one. I shall ask you your name. What is it?\Momo!\All right then, Momo. Shall we hold hands?\Traffic is dangerous here with all the cars going to and fro.\Bodoro, Bodoro! Bododo, bododo!\Momo seems so happy. More than when she's with me...\Where do you live? I shall walk you home.\There she is. Momo! response:	She's with Kiriyama!
context: Momo!\All right then, Momo. Shall we hold hands?\Traffic is dangerous here with all the cars going to and fro.\Bodoro, Bodoro! Bododo, bododo!\Momo seems so happy. More than when she's with me...\Where do you live? I shall walk you home.\There she is. Momo!\She's with Kiriyama! response:	Hey, Kiriyama!
context: All right then, Momo. Shall we hold hands?\Traffic is dangerous here with all the cars going to and fro.\Bodoro, Bodoro! Bododo, bododo!\Momo seems so happy. More than when she's with me...\Where do you live? I shall walk you home.\There she is. Momo!\She's with Kiriyama!\Hey, Kiriyama! response:	Um... Rei, who is that?
context: Traffic is dangerous here with all the cars going to and fro.\Bodoro, Bodoro! Bododo, bododo!\Momo seems so happy. More than when she's with me...\Where do you live? I shall walk you home.\There she is. Momo!\She's with Kiriyama!\Hey, Kiriyama!\Um... Rei, who is that? response:	Huh? Akari? Your face is really red.
context: Bodoro, Bodoro! Bododo, bododo!\Momo seems so happy. More than when she's with me...\Where do you live? I shall walk you home.\There she is. Momo!\She's with Kiriyama!\Hey, Kiriyama!\Um... Rei, who is that?\Huh? Akari? Your face is really red. response:	Don't tell me Akari has a weakness...
context: Momo seems so happy. More than when she's with me...\Where do you live? I shall walk you home.\There she is. Momo!\She's with Kiriyama!\Hey, Kiriyama!\Um... Rei, who is that?\Huh? Akari? Your face is really red.\Don't tell me Akari has a weakness... response:	Um, he's, uh... From shogi... I mean, my club...
context: Where do you live? I shall walk you home.\There she is. Momo!\She's with Kiriyama!\Hey, Kiriyama!\Um... Rei, who is that?\Huh? Akari? Your face is really red.\Don't tell me Akari has a weakness...\Um, he's, uh... From shogi... I mean, my club... response:	Nice to meet you. I'm Kiriyama's best friend, Harunobu Nikaidou.
context: There she is. Momo!\She's with Kiriyama!\Hey, Kiriyama!\Um... Rei, who is that?\Huh? Akari? Your face is really red.\Don't tell me Akari has a weakness...\Um, he's, uh... From shogi... I mean, my club...\Nice to meet you. I'm Kiriyama's best friend, Harunobu Nikaidou. response:	Have you had dinner? You should come over as well.
context: She's with Kiriyama!\Hey, Kiriyama!\Um... Rei, who is that?\Huh? Akari? Your face is really red.\Don't tell me Akari has a weakness...\Um, he's, uh... From shogi... I mean, my club...\Nice to meet you. I'm Kiriyama's best friend, Harunobu Nikaidou.\Have you had dinner? You should come over as well. response:	Fidget Fidget
context: Hey, Kiriyama!\Um... Rei, who is that?\Huh? Akari? Your face is really red.\Don't tell me Akari has a weakness...\Um, he's, uh... From shogi... I mean, my club...\Nice to meet you. I'm Kiriyama's best friend, Harunobu Nikaidou.\Have you had dinner? You should come over as well.\Fidget Fidget response:	Sis, someone else's kid again?
context: Um... Rei, who is that?\Huh? Akari? Your face is really red.\Don't tell me Akari has a weakness...\Um, he's, uh... From shogi... I mean, my club...\Nice to meet you. I'm Kiriyama's best friend, Harunobu Nikaidou.\Have you had dinner? You should come over as well.\Fidget Fidget\Sis, someone else's kid again? response:	Such kind words. It would be my pleasure!
context: Huh? Akari? Your face is really red.\Don't tell me Akari has a weakness...\Um, he's, uh... From shogi... I mean, my club...\Nice to meet you. I'm Kiriyama's best friend, Harunobu Nikaidou.\Have you had dinner? You should come over as well.\Fidget Fidget\Sis, someone else's kid again?\Such kind words. It would be my pleasure! response:	Come on, Bodoro! Fold some more!
context: Don't tell me Akari has a weakness...\Um, he's, uh... From shogi... I mean, my club...\Nice to meet you. I'm Kiriyama's best friend, Harunobu Nikaidou.\Have you had dinner? You should come over as well.\Fidget Fidget\Sis, someone else's kid again?\Such kind words. It would be my pleasure!\Come on, Bodoro! Fold some more! response:	This is an old house.
context: Um, he's, uh... From shogi... I mean, my club...\Nice to meet you. I'm Kiriyama's best friend, Harunobu Nikaidou.\Have you had dinner? You should come over as well.\Fidget Fidget\Sis, someone else's kid again?\Such kind words. It would be my pleasure!\Come on, Bodoro! Fold some more!\This is an old house. response:	It's like a movie set.
context: Nice to meet you. I'm Kiriyama's best friend, Harunobu Nikaidou.\Have you had dinner? You should come over as well.\Fidget Fidget\Sis, someone else's kid again?\Such kind words. It would be my pleasure!\Come on, Bodoro! Fold some more!\This is an old house.\It's like a movie set. response:	I-I'm sorry, Kiriyama.
context: Have you had dinner? You should come over as well.\Fidget Fidget\Sis, someone else's kid again?\Such kind words. It would be my pleasure!\Come on, Bodoro! Fold some more!\This is an old house.\It's like a movie set.\I-I'm sorry, Kiriyama. response:	I-It's okay. Nothing for you to apologize, Hina...
context: Fidget Fidget\Sis, someone else's kid again?\Such kind words. It would be my pleasure!\Come on, Bodoro! Fold some more!\This is an old house.\It's like a movie set.\I-I'm sorry, Kiriyama.\I-It's okay. Nothing for you to apologize, Hina... response:	Plump Plump
context: Sis, someone else's kid again?\Such kind words. It would be my pleasure!\Come on, Bodoro! Fold some more!\This is an old house.\It's like a movie set.\I-I'm sorry, Kiriyama.\I-It's okay. Nothing for you to apologize, Hina...\Plump Plump response:	Bloomph
