context: So here's where you were. response:	What are you reading?
context: If all the pieces of the clock are brought together...\Chaos will descend...\Is that what it means?\The stakes have suddenly risen...\Do you understand?\A magic guild cannot safeguard items like these.\Certainly, if even one mistake is made in safekeeping them...\But... response:	There's somethin' fishy about that story!
context: Chaos will descend...\Is that what it means?\The stakes have suddenly risen...\Do you understand?\A magic guild cannot safeguard items like these.\Certainly, if even one mistake is made in safekeeping them...\But...\There's somethin' fishy about that story! response:	What?
context: Is that what it means?\The stakes have suddenly risen...\Do you understand?\A magic guild cannot safeguard items like these.\Certainly, if even one mistake is made in safekeeping them...\But...\There's somethin' fishy about that story!\What? response:	After all, if you collect all the parts, hell will break loose, right?
context: The stakes have suddenly risen...\Do you understand?\A magic guild cannot safeguard items like these.\Certainly, if even one mistake is made in safekeeping them...\But...\There's somethin' fishy about that story!\What?\After all, if you collect all the parts, hell will break loose, right? response:	Then you shouldn't collect them...
context: Do you understand?\A magic guild cannot safeguard items like these.\Certainly, if even one mistake is made in safekeeping them...\But...\There's somethin' fishy about that story!\What?\After all, if you collect all the parts, hell will break loose, right?\Then you shouldn't collect them... response:	Or are you saying Zentopia should have the destiny of the world in its hands?
context: A magic guild cannot safeguard items like these.\Certainly, if even one mistake is made in safekeeping them...\But...\There's somethin' fishy about that story!\What?\After all, if you collect all the parts, hell will break loose, right?\Then you shouldn't collect them...\Or are you saying Zentopia should have the destiny of the world in its hands? response:	That's right! You don't know how to manage them, do you?!
context: Certainly, if even one mistake is made in safekeeping them...\But...\There's somethin' fishy about that story!\What?\After all, if you collect all the parts, hell will break loose, right?\Then you shouldn't collect them...\Or are you saying Zentopia should have the destiny of the world in its hands?\That's right! You don't know how to manage them, do you?! response:	If Zentopia makes a mistake...
context: But...\There's somethin' fishy about that story!\What?\After all, if you collect all the parts, hell will break loose, right?\Then you shouldn't collect them...\Or are you saying Zentopia should have the destiny of the world in its hands?\That's right! You don't know how to manage them, do you?!\If Zentopia makes a mistake... response:	There are no mistakes in our doctrine.
context: There's somethin' fishy about that story!\What?\After all, if you collect all the parts, hell will break loose, right?\Then you shouldn't collect them...\Or are you saying Zentopia should have the destiny of the world in its hands?\That's right! You don't know how to manage them, do you?!\If Zentopia makes a mistake...\There are no mistakes in our doctrine. response:	And His Grace never makes mistakes.
context: What?\After all, if you collect all the parts, hell will break loose, right?\Then you shouldn't collect them...\Or are you saying Zentopia should have the destiny of the world in its hands?\That's right! You don't know how to manage them, do you?!\If Zentopia makes a mistake...\There are no mistakes in our doctrine.\And His Grace never makes mistakes. response:	That's not true.
context: After all, if you collect all the parts, hell will break loose, right?\Then you shouldn't collect them...\Or are you saying Zentopia should have the destiny of the world in its hands?\That's right! You don't know how to manage them, do you?!\If Zentopia makes a mistake...\There are no mistakes in our doctrine.\And His Grace never makes mistakes.\That's not true. response:	Everybody makes mistakes.
context: Then you shouldn't collect them...\Or are you saying Zentopia should have the destiny of the world in its hands?\That's right! You don't know how to manage them, do you?!\If Zentopia makes a mistake...\There are no mistakes in our doctrine.\And His Grace never makes mistakes.\That's not true.\Everybody makes mistakes. response:	That's why there will always be wars.
context: Or are you saying Zentopia should have the destiny of the world in its hands?\That's right! You don't know how to manage them, do you?!\If Zentopia makes a mistake...\There are no mistakes in our doctrine.\And His Grace never makes mistakes.\That's not true.\Everybody makes mistakes.\That's why there will always be wars. response:	Everyone knows that.
context: That's right! You don't know how to manage them, do you?!\If Zentopia makes a mistake...\There are no mistakes in our doctrine.\And His Grace never makes mistakes.\That's not true.\Everybody makes mistakes.\That's why there will always be wars.\Everyone knows that. response:	You guys are trying to whitewash it, but you're really up to somethin', aren't you?
context: If Zentopia makes a mistake...\There are no mistakes in our doctrine.\And His Grace never makes mistakes.\That's not true.\Everybody makes mistakes.\That's why there will always be wars.\Everyone knows that.\You guys are trying to whitewash it, but you're really up to somethin', aren't you? response:	Bet anything I'm right!
context: There are no mistakes in our doctrine.\And His Grace never makes mistakes.\That's not true.\Everybody makes mistakes.\That's why there will always be wars.\Everyone knows that.\You guys are trying to whitewash it, but you're really up to somethin', aren't you?\Bet anything I'm right! response:	And if it's not you, then it's that archbishop who's pullin' your strings!
context: And His Grace never makes mistakes.\That's not true.\Everybody makes mistakes.\That's why there will always be wars.\Everyone knows that.\You guys are trying to whitewash it, but you're really up to somethin', aren't you?\Bet anything I'm right!\And if it's not you, then it's that archbishop who's pullin' your strings! response:	Let me give him a good clobberin'!
context: That's not true.\Everybody makes mistakes.\That's why there will always be wars.\Everyone knows that.\You guys are trying to whitewash it, but you're really up to somethin', aren't you?\Bet anything I'm right!\And if it's not you, then it's that archbishop who's pullin' your strings!\Let me give him a good clobberin'! response:	What is this blasphemy...?!
context: Everybody makes mistakes.\That's why there will always be wars.\Everyone knows that.\You guys are trying to whitewash it, but you're really up to somethin', aren't you?\Bet anything I'm right!\And if it's not you, then it's that archbishop who's pullin' your strings!\Let me give him a good clobberin'!\What is this blasphemy...?! response:	Kanaloa...
context: That's why there will always be wars.\Everyone knows that.\You guys are trying to whitewash it, but you're really up to somethin', aren't you?\Bet anything I'm right!\And if it's not you, then it's that archbishop who's pullin' your strings!\Let me give him a good clobberin'!\What is this blasphemy...?!\Kanaloa... response:	Natsu-nii!
context: Everyone knows that.\You guys are trying to whitewash it, but you're really up to somethin', aren't you?\Bet anything I'm right!\And if it's not you, then it's that archbishop who's pullin' your strings!\Let me give him a good clobberin'!\What is this blasphemy...?!\Kanaloa...\Natsu-nii! response:	This spoils the coolness of his words...
context: You guys are trying to whitewash it, but you're really up to somethin', aren't you?\Bet anything I'm right!\And if it's not you, then it's that archbishop who's pullin' your strings!\Let me give him a good clobberin'!\What is this blasphemy...?!\Kanaloa...\Natsu-nii!\This spoils the coolness of his words... response:	What's wrong, Kinana?!
context: Bet anything I'm right!\And if it's not you, then it's that archbishop who's pullin' your strings!\Let me give him a good clobberin'!\What is this blasphemy...?!\Kanaloa...\Natsu-nii!\This spoils the coolness of his words...\What's wrong, Kinana?! response:	Are you okay?!
context: And if it's not you, then it's that archbishop who's pullin' your strings!\Let me give him a good clobberin'!\What is this blasphemy...?!\Kanaloa...\Natsu-nii!\This spoils the coolness of his words...\What's wrong, Kinana?!\Are you okay?! response:	It's near...
context: Let me give him a good clobberin'!\What is this blasphemy...?!\Kanaloa...\Natsu-nii!\This spoils the coolness of his words...\What's wrong, Kinana?!\Are you okay?!\It's near... response:	It's near!
context: What is this blasphemy...?!\Kanaloa...\Natsu-nii!\This spoils the coolness of his words...\What's wrong, Kinana?!\Are you okay?!\It's near...\It's near! response:	The end... In our hands...
context: Kanaloa...\Natsu-nii!\This spoils the coolness of his words...\What's wrong, Kinana?!\Are you okay?!\It's near...\It's near!\The end... In our hands... response:	I can hear it! I can hear...
context: Natsu-nii!\This spoils the coolness of his words...\What's wrong, Kinana?!\Are you okay?!\It's near...\It's near!\The end... In our hands...\I can hear it! I can hear... response:	Don't worry. She always has fits like this.
context: This spoils the coolness of his words...\What's wrong, Kinana?!\Are you okay?!\It's near...\It's near!\The end... In our hands...\I can hear it! I can hear...\Don't worry. She always has fits like this. response:	Wakaba, where's our former Master?
context: What's wrong, Kinana?!\Are you okay?!\It's near...\It's near!\The end... In our hands...\I can hear it! I can hear...\Don't worry. She always has fits like this.\Wakaba, where's our former Master? response:	In the eastern forest, for therapy...
context: Are you okay?!\It's near...\It's near!\The end... In our hands...\I can hear it! I can hear...\Don't worry. She always has fits like this.\Wakaba, where's our former Master?\In the eastern forest, for therapy... response:	This isn't good...
context: It's near...\It's near!\The end... In our hands...\I can hear it! I can hear...\Don't worry. She always has fits like this.\Wakaba, where's our former Master?\In the eastern forest, for therapy...\This isn't good... response:	Why, at a time like this...?
context: It's near!\The end... In our hands...\I can hear it! I can hear...\Don't worry. She always has fits like this.\Wakaba, where's our former Master?\In the eastern forest, for therapy...\This isn't good...\Why, at a time like this...? response:	Run, Lisanna!
context: The end... In our hands...\I can hear it! I can hear...\Don't worry. She always has fits like this.\Wakaba, where's our former Master?\In the eastern forest, for therapy...\This isn't good...\Why, at a time like this...?\Run, Lisanna! response:	How can I? You're carrying me!
context: I can hear it! I can hear...\Don't worry. She always has fits like this.\Wakaba, where's our former Master?\In the eastern forest, for therapy...\This isn't good...\Why, at a time like this...?\Run, Lisanna!\How can I? You're carrying me! response:	This is a breach of the rules!
context: Don't worry. She always has fits like this.\Wakaba, where's our former Master?\In the eastern forest, for therapy...\This isn't good...\Why, at a time like this...?\Run, Lisanna!\How can I? You're carrying me!\This is a breach of the rules! response:	Now that's a demon!
context: Wakaba, where's our former Master?\In the eastern forest, for therapy...\This isn't good...\Why, at a time like this...?\Run, Lisanna!\How can I? You're carrying me!\This is a breach of the rules!\Now that's a demon! response:	How sinful! How sinister!
context: In the eastern forest, for therapy...\This isn't good...\Why, at a time like this...?\Run, Lisanna!\How can I? You're carrying me!\This is a breach of the rules!\Now that's a demon!\How sinful! How sinister! response:	I like the teachings of Zentopia.
context: This isn't good...\Why, at a time like this...?\Run, Lisanna!\How can I? You're carrying me!\This is a breach of the rules!\Now that's a demon!\How sinful! How sinister!\I like the teachings of Zentopia. response:	Recognize your own sins, don't hide them away.
context: Why, at a time like this...?\Run, Lisanna!\How can I? You're carrying me!\This is a breach of the rules!\Now that's a demon!\How sinful! How sinister!\I like the teachings of Zentopia.\Recognize your own sins, don't hide them away. response:	To make up for them, devote yourself to other people.
context: Run, Lisanna!\How can I? You're carrying me!\This is a breach of the rules!\Now that's a demon!\How sinful! How sinister!\I like the teachings of Zentopia.\Recognize your own sins, don't hide them away.\To make up for them, devote yourself to other people. response:	But you see...
context: How can I? You're carrying me!\This is a breach of the rules!\Now that's a demon!\How sinful! How sinister!\I like the teachings of Zentopia.\Recognize your own sins, don't hide them away.\To make up for them, devote yourself to other people.\But you see... response:	Why, you... Say what you want!
context: This is a breach of the rules!\Now that's a demon!\How sinful! How sinister!\I like the teachings of Zentopia.\Recognize your own sins, don't hide them away.\To make up for them, devote yourself to other people.\But you see...\Why, you... Say what you want! response:	Your Grace!
context: Now that's a demon!\How sinful! How sinister!\I like the teachings of Zentopia.\Recognize your own sins, don't hide them away.\To make up for them, devote yourself to other people.\But you see...\Why, you... Say what you want!\Your Grace! response:	Mary is going to break the taboo!
context: How sinful! How sinister!\I like the teachings of Zentopia.\Recognize your own sins, don't hide them away.\To make up for them, devote yourself to other people.\But you see...\Why, you... Say what you want!\Your Grace!\Mary is going to break the taboo! response:	Please forgive me!
context: I like the teachings of Zentopia.\Recognize your own sins, don't hide them away.\To make up for them, devote yourself to other people.\But you see...\Why, you... Say what you want!\Your Grace!\Mary is going to break the taboo!\Please forgive me! response:	Now what?!
context: Recognize your own sins, don't hide them away.\To make up for them, devote yourself to other people.\But you see...\Why, you... Say what you want!\Your Grace!\Mary is going to break the taboo!\Please forgive me!\Now what?! response:	Look at that!
context: To make up for them, devote yourself to other people.\But you see...\Why, you... Say what you want!\Your Grace!\Mary is going to break the taboo!\Please forgive me!\Now what?!\Look at that! response:	I can absorb the people that I control... Conducting Magic, Third Movement!
context: But you see...\Why, you... Say what you want!\Your Grace!\Mary is going to break the taboo!\Please forgive me!\Now what?!\Look at that!\I can absorb the people that I control... Conducting Magic, Third Movement! response:	That's right, I take control directly! This is the taboo!
context: Why, you... Say what you want!\Your Grace!\Mary is going to break the taboo!\Please forgive me!\Now what?!\Look at that!\I can absorb the people that I control... Conducting Magic, Third Movement!\That's right, I take control directly! This is the taboo! response:	Is this...
context: Your Grace!\Mary is going to break the taboo!\Please forgive me!\Now what?!\Look at that!\I can absorb the people that I control... Conducting Magic, Third Movement!\That's right, I take control directly! This is the taboo!\Is this... response:	They're moving so fast, my eyes can't keep up!
context: Mary is going to break the taboo!\Please forgive me!\Now what?!\Look at that!\I can absorb the people that I control... Conducting Magic, Third Movement!\That's right, I take control directly! This is the taboo!\Is this...\They're moving so fast, my eyes can't keep up! response:	Mira-nee... is kind of...
context: Please forgive me!\Now what?!\Look at that!\I can absorb the people that I control... Conducting Magic, Third Movement!\That's right, I take control directly! This is the taboo!\Is this...\They're moving so fast, my eyes can't keep up!\Mira-nee... is kind of... response:	Turn to ashes!
context: Now what?!\Look at that!\I can absorb the people that I control... Conducting Magic, Third Movement!\That's right, I take control directly! This is the taboo!\Is this...\They're moving so fast, my eyes can't keep up!\Mira-nee... is kind of...\Turn to ashes! response:	No... It has no effect on her?!
context: Look at that!\I can absorb the people that I control... Conducting Magic, Third Movement!\That's right, I take control directly! This is the taboo!\Is this...\They're moving so fast, my eyes can't keep up!\Mira-nee... is kind of...\Turn to ashes!\No... It has no effect on her?! response:	You've committed a bigger sin than that.
context: I can absorb the people that I control... Conducting Magic, Third Movement!\That's right, I take control directly! This is the taboo!\Is this...\They're moving so fast, my eyes can't keep up!\Mira-nee... is kind of...\Turn to ashes!\No... It has no effect on her?!\You've committed a bigger sin than that. response:	That is...
context: That's right, I take control directly! This is the taboo!\Is this...\They're moving so fast, my eyes can't keep up!\Mira-nee... is kind of...\Turn to ashes!\No... It has no effect on her?!\You've committed a bigger sin than that.\That is... response:	You also hurt my little brother and sister...
context: Is this...\They're moving so fast, my eyes can't keep up!\Mira-nee... is kind of...\Turn to ashes!\No... It has no effect on her?!\You've committed a bigger sin than that.\That is...\You also hurt my little brother and sister... response:	Just for that, no matter what happens, you're answering to me!
context: They're moving so fast, my eyes can't keep up!\Mira-nee... is kind of...\Turn to ashes!\No... It has no effect on her?!\You've committed a bigger sin than that.\That is...\You also hurt my little brother and sister...\Just for that, no matter what happens, you're answering to me! response:	Get away...
context: Mira-nee... is kind of...\Turn to ashes!\No... It has no effect on her?!\You've committed a bigger sin than that.\That is...\You also hurt my little brother and sister...\Just for that, no matter what happens, you're answering to me!\Get away... response:	She's almost there... Just thinking about it could set her over the edge!
context: Turn to ashes!\No... It has no effect on her?!\You've committed a bigger sin than that.\That is...\You also hurt my little brother and sister...\Just for that, no matter what happens, you're answering to me!\Get away...\She's almost there... Just thinking about it could set her over the edge! response:	What's going to happen?
context: No... It has no effect on her?!\You've committed a bigger sin than that.\That is...\You also hurt my little brother and sister...\Just for that, no matter what happens, you're answering to me!\Get away...\She's almost there... Just thinking about it could set her over the edge!\What's going to happen? response:	S-Stop...
context: You've committed a bigger sin than that.\That is...\You also hurt my little brother and sister...\Just for that, no matter what happens, you're answering to me!\Get away...\She's almost there... Just thinking about it could set her over the edge!\What's going to happen?\S-Stop... response:	Bad girl!
context: That is...\You also hurt my little brother and sister...\Just for that, no matter what happens, you're answering to me!\Get away...\She's almost there... Just thinking about it could set her over the edge!\What's going to happen?\S-Stop...\Bad girl! response:	Bad girl!
context: You also hurt my little brother and sister...\Just for that, no matter what happens, you're answering to me!\Get away...\She's almost there... Just thinking about it could set her over the edge!\What's going to happen?\S-Stop...\Bad girl!\Bad girl! response:	Now that's scary...
context: Just for that, no matter what happens, you're answering to me!\Get away...\She's almost there... Just thinking about it could set her over the edge!\What's going to happen?\S-Stop...\Bad girl!\Bad girl!\Now that's scary... response:	Nee-chan demolished an entire city in that form like it was nothing!
context: Get away...\She's almost there... Just thinking about it could set her over the edge!\What's going to happen?\S-Stop...\Bad girl!\Bad girl!\Now that's scary...\Nee-chan demolished an entire city in that form like it was nothing! response:	No wonder she's not supposed to use it...
context: She's almost there... Just thinking about it could set her over the edge!\What's going to happen?\S-Stop...\Bad girl!\Bad girl!\Now that's scary...\Nee-chan demolished an entire city in that form like it was nothing!\No wonder she's not supposed to use it... response:	You understand why we're on a crusade,
context: What's going to happen?\S-Stop...\Bad girl!\Bad girl!\Now that's scary...\Nee-chan demolished an entire city in that form like it was nothing!\No wonder she's not supposed to use it...\You understand why we're on a crusade, response:	yet you still defy us?
context: S-Stop...\Bad girl!\Bad girl!\Now that's scary...\Nee-chan demolished an entire city in that form like it was nothing!\No wonder she's not supposed to use it...\You understand why we're on a crusade,\yet you still defy us? response:	To be honest, I don't really understand what this end of the world stuff is about...
context: Bad girl!\Bad girl!\Now that's scary...\Nee-chan demolished an entire city in that form like it was nothing!\No wonder she's not supposed to use it...\You understand why we're on a crusade,\yet you still defy us?\To be honest, I don't really understand what this end of the world stuff is about... response:	But I wanna protect the memento my father left me!
context: Bad girl!\Now that's scary...\Nee-chan demolished an entire city in that form like it was nothing!\No wonder she's not supposed to use it...\You understand why we're on a crusade,\yet you still defy us?\To be honest, I don't really understand what this end of the world stuff is about...\But I wanna protect the memento my father left me! response:	So as for that clock hand and the rest of the parts...
context: Now that's scary...\Nee-chan demolished an entire city in that form like it was nothing!\No wonder she's not supposed to use it...\You understand why we're on a crusade,\yet you still defy us?\To be honest, I don't really understand what this end of the world stuff is about...\But I wanna protect the memento my father left me!\So as for that clock hand and the rest of the parts... response:	You speak sinfully...
context: Nee-chan demolished an entire city in that form like it was nothing!\No wonder she's not supposed to use it...\You understand why we're on a crusade,\yet you still defy us?\To be honest, I don't really understand what this end of the world stuff is about...\But I wanna protect the memento my father left me!\So as for that clock hand and the rest of the parts...\You speak sinfully... response:	Michelle! Run!
context: No wonder she's not supposed to use it...\You understand why we're on a crusade,\yet you still defy us?\To be honest, I don't really understand what this end of the world stuff is about...\But I wanna protect the memento my father left me!\So as for that clock hand and the rest of the parts...\You speak sinfully...\Michelle! Run! response:	Okay!
context: You understand why we're on a crusade,\yet you still defy us?\To be honest, I don't really understand what this end of the world stuff is about...\But I wanna protect the memento my father left me!\So as for that clock hand and the rest of the parts...\You speak sinfully...\Michelle! Run!\Okay! response:	Gate of the Bull, I open thee!
context: yet you still defy us?\To be honest, I don't really understand what this end of the world stuff is about...\But I wanna protect the memento my father left me!\So as for that clock hand and the rest of the parts...\You speak sinfully...\Michelle! Run!\Okay!\Gate of the Bull, I open thee! response:	Taurus!
context: To be honest, I don't really understand what this end of the world stuff is about...\But I wanna protect the memento my father left me!\So as for that clock hand and the rest of the parts...\You speak sinfully...\Michelle! Run!\Okay!\Gate of the Bull, I open thee!\Taurus! response:	Mooost powerful!
context: But I wanna protect the memento my father left me!\So as for that clock hand and the rest of the parts...\You speak sinfully...\Michelle! Run!\Okay!\Gate of the Bull, I open thee!\Taurus!\Mooost powerful! response:	One mooore time!
context: So as for that clock hand and the rest of the parts...\You speak sinfully...\Michelle! Run!\Okay!\Gate of the Bull, I open thee!\Taurus!\Mooost powerful!\One mooore time! response:	I know you're squished by the tentacle, but it looks great from where I stand, Lucy-san!
context: You speak sinfully...\Michelle! Run!\Okay!\Gate of the Bull, I open thee!\Taurus!\Mooost powerful!\One mooore time!\I know you're squished by the tentacle, but it looks great from where I stand, Lucy-san! response:	Keep the bovine hormones in check and help me!
context: Michelle! Run!\Okay!\Gate of the Bull, I open thee!\Taurus!\Mooost powerful!\One mooore time!\I know you're squished by the tentacle, but it looks great from where I stand, Lucy-san!\Keep the bovine hormones in check and help me! response:	Indecent...
context: Okay!\Gate of the Bull, I open thee!\Taurus!\Mooost powerful!\One mooore time!\I know you're squished by the tentacle, but it looks great from where I stand, Lucy-san!\Keep the bovine hormones in check and help me!\Indecent... response:	I'm back!
context: Gate of the Bull, I open thee!\Taurus!\Mooost powerful!\One mooore time!\I know you're squished by the tentacle, but it looks great from where I stand, Lucy-san!\Keep the bovine hormones in check and help me!\Indecent...\I'm back! response:	Natsu!
context: Taurus!\Mooost powerful!\One mooore time!\I know you're squished by the tentacle, but it looks great from where I stand, Lucy-san!\Keep the bovine hormones in check and help me!\Indecent...\I'm back!\Natsu! response:	Alright! Payback, 100 times' worth!
context: Mooost powerful!\One mooore time!\I know you're squished by the tentacle, but it looks great from where I stand, Lucy-san!\Keep the bovine hormones in check and help me!\Indecent...\I'm back!\Natsu!\Alright! Payback, 100 times' worth! response:	Okay! Yeah! Aye, sir!
context: One mooore time!\I know you're squished by the tentacle, but it looks great from where I stand, Lucy-san!\Keep the bovine hormones in check and help me!\Indecent...\I'm back!\Natsu!\Alright! Payback, 100 times' worth!\Okay! Yeah! Aye, sir! response:	Fleuve d'Etoile!
context: I know you're squished by the tentacle, but it looks great from where I stand, Lucy-san!\Keep the bovine hormones in check and help me!\Indecent...\I'm back!\Natsu!\Alright! Payback, 100 times' worth!\Okay! Yeah! Aye, sir!\Fleuve d'Etoile! response:	What?!
context: Keep the bovine hormones in check and help me!\Indecent...\I'm back!\Natsu!\Alright! Payback, 100 times' worth!\Okay! Yeah! Aye, sir!\Fleuve d'Etoile!\What?! response:	And then...
context: Indecent...\I'm back!\Natsu!\Alright! Payback, 100 times' worth!\Okay! Yeah! Aye, sir!\Fleuve d'Etoile!\What?!\And then... response:	Now!
context: I'm back!\Natsu!\Alright! Payback, 100 times' worth!\Okay! Yeah! Aye, sir!\Fleuve d'Etoile!\What?!\And then...\Now! response:	Let's go!
context: Natsu!\Alright! Payback, 100 times' worth!\Okay! Yeah! Aye, sir!\Fleuve d'Etoile!\What?!\And then...\Now!\Let's go! response:	Max speed!
context: Alright! Payback, 100 times' worth!\Okay! Yeah! Aye, sir!\Fleuve d'Etoile!\What?!\And then...\Now!\Let's go!\Max speed! response:	Plus...
context: Okay! Yeah! Aye, sir!\Fleuve d'Etoile!\What?!\And then...\Now!\Let's go!\Max speed!\Plus... response:	Sword Edge...
context: Fleuve d'Etoile!\What?!\And then...\Now!\Let's go!\Max speed!\Plus...\Sword Edge... response:	Can't... hold on...
context: What?!\And then...\Now!\Let's go!\Max speed!\Plus...\Sword Edge...\Can't... hold on... response:	A fool's breath cancels out Kanaloa's elasticity
context: And then...\Now!\Let's go!\Max speed!\Plus...\Sword Edge...\Can't... hold on...\A fool's breath cancels out Kanaloa's elasticity response:	and he focuses on just one point...
context: Now!\Let's go!\Max speed!\Plus...\Sword Edge...\Can't... hold on...\A fool's breath cancels out Kanaloa's elasticity\and he focuses on just one point... response:	This is a guild... This is a Fairy Tail wizard?!
context: Let's go!\Max speed!\Plus...\Sword Edge...\Can't... hold on...\A fool's breath cancels out Kanaloa's elasticity\and he focuses on just one point...\This is a guild... This is a Fairy Tail wizard?! response:	All-righty...
context: Max speed!\Plus...\Sword Edge...\Can't... hold on...\A fool's breath cancels out Kanaloa's elasticity\and he focuses on just one point...\This is a guild... This is a Fairy Tail wizard?!\All-righty... response:	Now you're gonna give back what you took from Lucy.
context: Plus...\Sword Edge...\Can't... hold on...\A fool's breath cancels out Kanaloa's elasticity\and he focuses on just one point...\This is a guild... This is a Fairy Tail wizard?!\All-righty...\Now you're gonna give back what you took from Lucy. response:	The time is near.
context: Sword Edge...\Can't... hold on...\A fool's breath cancels out Kanaloa's elasticity\and he focuses on just one point...\This is a guild... This is a Fairy Tail wizard?!\All-righty...\Now you're gonna give back what you took from Lucy.\The time is near. response:	I believe the scattered parts are all converging towards this location.
context: Can't... hold on...\A fool's breath cancels out Kanaloa's elasticity\and he focuses on just one point...\This is a guild... This is a Fairy Tail wizard?!\All-righty...\Now you're gonna give back what you took from Lucy.\The time is near.\I believe the scattered parts are all converging towards this location. response:	But I have to finish things up before they arrive.
context: A fool's breath cancels out Kanaloa's elasticity\and he focuses on just one point...\This is a guild... This is a Fairy Tail wizard?!\All-righty...\Now you're gonna give back what you took from Lucy.\The time is near.\I believe the scattered parts are all converging towards this location.\But I have to finish things up before they arrive. response:	Then bring it on!
context: and he focuses on just one point...\This is a guild... This is a Fairy Tail wizard?!\All-righty...\Now you're gonna give back what you took from Lucy.\The time is near.\I believe the scattered parts are all converging towards this location.\But I have to finish things up before they arrive.\Then bring it on! response:	What? Tell me what?
context: This is a guild... This is a Fairy Tail wizard?!\All-righty...\Now you're gonna give back what you took from Lucy.\The time is near.\I believe the scattered parts are all converging towards this location.\But I have to finish things up before they arrive.\Then bring it on!\What? Tell me what? response:	While I am a Legionnaire,
context: All-righty...\Now you're gonna give back what you took from Lucy.\The time is near.\I believe the scattered parts are all converging towards this location.\But I have to finish things up before they arrive.\Then bring it on!\What? Tell me what?\While I am a Legionnaire, response:	Nii-san and the others are right. I'm also an Exceed.
context: Now you're gonna give back what you took from Lucy.\The time is near.\I believe the scattered parts are all converging towards this location.\But I have to finish things up before they arrive.\Then bring it on!\What? Tell me what?\While I am a Legionnaire,\Nii-san and the others are right. I'm also an Exceed. response:	Our sense of time is different than humans'.
context: The time is near.\I believe the scattered parts are all converging towards this location.\But I have to finish things up before they arrive.\Then bring it on!\What? Tell me what?\While I am a Legionnaire,\Nii-san and the others are right. I'm also an Exceed.\Our sense of time is different than humans'. response:	Even a musclehead like you knows that, right, Nii-san?
context: I believe the scattered parts are all converging towards this location.\But I have to finish things up before they arrive.\Then bring it on!\What? Tell me what?\While I am a Legionnaire,\Nii-san and the others are right. I'm also an Exceed.\Our sense of time is different than humans'.\Even a musclehead like you knows that, right, Nii-san? response:	You tryin' to start a fight?!
context: But I have to finish things up before they arrive.\Then bring it on!\What? Tell me what?\While I am a Legionnaire,\Nii-san and the others are right. I'm also an Exceed.\Our sense of time is different than humans'.\Even a musclehead like you knows that, right, Nii-san?\You tryin' to start a fight?! response:	Just listen.
context: Then bring it on!\What? Tell me what?\While I am a Legionnaire,\Nii-san and the others are right. I'm also an Exceed.\Our sense of time is different than humans'.\Even a musclehead like you knows that, right, Nii-san?\You tryin' to start a fight?!\Just listen. response:	Because of the Exceed's unique sense of time,
context: What? Tell me what?\While I am a Legionnaire,\Nii-san and the others are right. I'm also an Exceed.\Our sense of time is different than humans'.\Even a musclehead like you knows that, right, Nii-san?\You tryin' to start a fight?!\Just listen.\Because of the Exceed's unique sense of time, response:	there's something that leaped out at me after reading that book.
context: While I am a Legionnaire,\Nii-san and the others are right. I'm also an Exceed.\Our sense of time is different than humans'.\Even a musclehead like you knows that, right, Nii-san?\You tryin' to start a fight?!\Just listen.\Because of the Exceed's unique sense of time,\there's something that leaped out at me after reading that book. response:	Just in case, I want you to know what it is.
context: Nii-san and the others are right. I'm also an Exceed.\Our sense of time is different than humans'.\Even a musclehead like you knows that, right, Nii-san?\You tryin' to start a fight?!\Just listen.\Because of the Exceed's unique sense of time,\there's something that leaped out at me after reading that book.\Just in case, I want you to know what it is. response:	That book... You mean Key of the Starry Heavens?
context: Our sense of time is different than humans'.\Even a musclehead like you knows that, right, Nii-san?\You tryin' to start a fight?!\Just listen.\Because of the Exceed's unique sense of time,\there's something that leaped out at me after reading that book.\Just in case, I want you to know what it is.\That book... You mean Key of the Starry Heavens? response:	Asuka hates this book!
context: Even a musclehead like you knows that, right, Nii-san?\You tryin' to start a fight?!\Just listen.\Because of the Exceed's unique sense of time,\there's something that leaped out at me after reading that book.\Just in case, I want you to know what it is.\That book... You mean Key of the Starry Heavens?\Asuka hates this book! response:	The story is weird!
context: You tryin' to start a fight?!\Just listen.\Because of the Exceed's unique sense of time,\there's something that leaped out at me after reading that book.\Just in case, I want you to know what it is.\That book... You mean Key of the Starry Heavens?\Asuka hates this book!\The story is weird! response:	What are you doing, Your Grace?!
context: Just listen.\Because of the Exceed's unique sense of time,\there's something that leaped out at me after reading that book.\Just in case, I want you to know what it is.\That book... You mean Key of the Starry Heavens?\Asuka hates this book!\The story is weird!\What are you doing, Your Grace?! response:	It's close... It's so close...
context: Because of the Exceed's unique sense of time,\there's something that leaped out at me after reading that book.\Just in case, I want you to know what it is.\That book... You mean Key of the Starry Heavens?\Asuka hates this book!\The story is weird!\What are you doing, Your Grace?!\It's close... It's so close... response:	Time is etched, and then chaos descends...
context: there's something that leaped out at me after reading that book.\Just in case, I want you to know what it is.\That book... You mean Key of the Starry Heavens?\Asuka hates this book!\The story is weird!\What are you doing, Your Grace?!\It's close... It's so close...\Time is etched, and then chaos descends... response:	The end is beginning...
context: Just in case, I want you to know what it is.\That book... You mean Key of the Starry Heavens?\Asuka hates this book!\The story is weird!\What are you doing, Your Grace?!\It's close... It's so close...\Time is etched, and then chaos descends...\The end is beginning... response:	The end...
