context: Let's go out the rear entrance. response:	Shirou!
context: Have you noticed anything strange at the temple recently?\Strange?\Can you think of anything that isn't like it used to be?\Nothing in particular.\The mountain is the picture of tranquility!\Hey, Issei...\School has now ended.\Students are not permitted to remain on campus after school hours. response:	Please leave immediately.
context: Strange?\Can you think of anything that isn't like it used to be?\Nothing in particular.\The mountain is the picture of tranquility!\Hey, Issei...\School has now ended.\Students are not permitted to remain on campus after school hours.\Please leave immediately. response:	She went home?
context: Can you think of anything that isn't like it used to be?\Nothing in particular.\The mountain is the picture of tranquility!\Hey, Issei...\School has now ended.\Students are not permitted to remain on campus after school hours.\Please leave immediately.\She went home? response:	Yes, Tohsaka-san left a while ago.
context: Nothing in particular.\The mountain is the picture of tranquility!\Hey, Issei...\School has now ended.\Students are not permitted to remain on campus after school hours.\Please leave immediately.\She went home?\Yes, Tohsaka-san left a while ago. response:	What the hell? She said to report to her right away.
context: The mountain is the picture of tranquility!\Hey, Issei...\School has now ended.\Students are not permitted to remain on campus after school hours.\Please leave immediately.\She went home?\Yes, Tohsaka-san left a while ago.\What the hell? She said to report to her right away. response:	Tohsaka?
context: Hey, Issei...\School has now ended.\Students are not permitted to remain on campus after school hours.\Please leave immediately.\She went home?\Yes, Tohsaka-san left a while ago.\What the hell? She said to report to her right away.\Tohsaka? response:	Hey, Tohsaka, what are you doing here
context: School has now ended.\Students are not permitted to remain on campus after school hours.\Please leave immediately.\She went home?\Yes, Tohsaka-san left a while ago.\What the hell? She said to report to her right away.\Tohsaka?\Hey, Tohsaka, what are you doing here response:	T-T-Tohsaka, w-w-wai
context: Students are not permitted to remain on campus after school hours.\Please leave immediately.\She went home?\Yes, Tohsaka-san left a while ago.\What the hell? She said to report to her right away.\Tohsaka?\Hey, Tohsaka, what are you doing here\T-T-Tohsaka, w-w-wai response:	Be quiet. If you cause a scene, he'll spot us.
context: Please leave immediately.\She went home?\Yes, Tohsaka-san left a while ago.\What the hell? She said to report to her right away.\Tohsaka?\Hey, Tohsaka, what are you doing here\T-T-Tohsaka, w-w-wai\Be quiet. If you cause a scene, he'll spot us. response:	Who'll spot us?
context: She went home?\Yes, Tohsaka-san left a while ago.\What the hell? She said to report to her right away.\Tohsaka?\Hey, Tohsaka, what are you doing here\T-T-Tohsaka, w-w-wai\Be quiet. If you cause a scene, he'll spot us.\Who'll spot us? response:	Move. Go in further.
context: Yes, Tohsaka-san left a while ago.\What the hell? She said to report to her right away.\Tohsaka?\Hey, Tohsaka, what are you doing here\T-T-Tohsaka, w-w-wai\Be quiet. If you cause a scene, he'll spot us.\Who'll spot us?\Move. Go in further. response:	Boobs... Tohsaka, your
context: What the hell? She said to report to her right away.\Tohsaka?\Hey, Tohsaka, what are you doing here\T-T-Tohsaka, w-w-wai\Be quiet. If you cause a scene, he'll spot us.\Who'll spot us?\Move. Go in further.\Boobs... Tohsaka, your response:	I said to keep quiet.
context: Tohsaka?\Hey, Tohsaka, what are you doing here\T-T-Tohsaka, w-w-wai\Be quiet. If you cause a scene, he'll spot us.\Who'll spot us?\Move. Go in further.\Boobs... Tohsaka, your\I said to keep quiet. response:	There. In front of Sakura's house.
context: Hey, Tohsaka, what are you doing here\T-T-Tohsaka, w-w-wai\Be quiet. If you cause a scene, he'll spot us.\Who'll spot us?\Move. Go in further.\Boobs... Tohsaka, your\I said to keep quiet.\There. In front of Sakura's house. response:	See that weird guy standing there?
context: T-T-Tohsaka, w-w-wai\Be quiet. If you cause a scene, he'll spot us.\Who'll spot us?\Move. Go in further.\Boobs... Tohsaka, your\I said to keep quiet.\There. In front of Sakura's house.\See that weird guy standing there? response:	Blond hair...
context: Be quiet. If you cause a scene, he'll spot us.\Who'll spot us?\Move. Go in further.\Boobs... Tohsaka, your\I said to keep quiet.\There. In front of Sakura's house.\See that weird guy standing there?\Blond hair... response:	A foreigner?
context: Who'll spot us?\Move. Go in further.\Boobs... Tohsaka, your\I said to keep quiet.\There. In front of Sakura's house.\See that weird guy standing there?\Blond hair...\A foreigner? response:	Right. He's been watching the Matou house for a while.
context: Move. Go in further.\Boobs... Tohsaka, your\I said to keep quiet.\There. In front of Sakura's house.\See that weird guy standing there?\Blond hair...\A foreigner?\Right. He's been watching the Matou house for a while. response:	He's coming!
context: Boobs... Tohsaka, your\I said to keep quiet.\There. In front of Sakura's house.\See that weird guy standing there?\Blond hair...\A foreigner?\Right. He's been watching the Matou house for a while.\He's coming! response:	I wonder if he's the guy who was talking to Sakura earlier.
context: I said to keep quiet.\There. In front of Sakura's house.\See that weird guy standing there?\Blond hair...\A foreigner?\Right. He's been watching the Matou house for a while.\He's coming!\I wonder if he's the guy who was talking to Sakura earlier. response:	To Sakura?
context: There. In front of Sakura's house.\See that weird guy standing there?\Blond hair...\A foreigner?\Right. He's been watching the Matou house for a while.\He's coming!\I wonder if he's the guy who was talking to Sakura earlier.\To Sakura? response:	Yeah, it seemed like he was asking Sakura for directions.
context: See that weird guy standing there?\Blond hair...\A foreigner?\Right. He's been watching the Matou house for a while.\He's coming!\I wonder if he's the guy who was talking to Sakura earlier.\To Sakura?\Yeah, it seemed like he was asking Sakura for directions. response:	Wh-What are you doing here?!
context: Blond hair...\A foreigner?\Right. He's been watching the Matou house for a while.\He's coming!\I wonder if he's the guy who was talking to Sakura earlier.\To Sakura?\Yeah, it seemed like he was asking Sakura for directions.\Wh-What are you doing here?! response:	I could ask you the same thing.
context: A foreigner?\Right. He's been watching the Matou house for a while.\He's coming!\I wonder if he's the guy who was talking to Sakura earlier.\To Sakura?\Yeah, it seemed like he was asking Sakura for directions.\Wh-What are you doing here?!\I could ask you the same thing. response:	What's with the evil grin?
context: Right. He's been watching the Matou house for a while.\He's coming!\I wonder if he's the guy who was talking to Sakura earlier.\To Sakura?\Yeah, it seemed like he was asking Sakura for directions.\Wh-What are you doing here?!\I could ask you the same thing.\What's with the evil grin? response:	Nothing!
context: He's coming!\I wonder if he's the guy who was talking to Sakura earlier.\To Sakura?\Yeah, it seemed like he was asking Sakura for directions.\Wh-What are you doing here?!\I could ask you the same thing.\What's with the evil grin?\Nothing! response:	But that makes sense. Instead of looking for other Masters,
context: I wonder if he's the guy who was talking to Sakura earlier.\To Sakura?\Yeah, it seemed like he was asking Sakura for directions.\Wh-What are you doing here?!\I could ask you the same thing.\What's with the evil grin?\Nothing!\But that makes sense. Instead of looking for other Masters, response:	you're more concerned about the underclassman who always comes over to help you.
context: To Sakura?\Yeah, it seemed like he was asking Sakura for directions.\Wh-What are you doing here?!\I could ask you the same thing.\What's with the evil grin?\Nothing!\But that makes sense. Instead of looking for other Masters,\you're more concerned about the underclassman who always comes over to help you. response:	I think I understand you a little better now, Emiya-kun.
context: Yeah, it seemed like he was asking Sakura for directions.\Wh-What are you doing here?!\I could ask you the same thing.\What's with the evil grin?\Nothing!\But that makes sense. Instead of looking for other Masters,\you're more concerned about the underclassman who always comes over to help you.\I think I understand you a little better now, Emiya-kun. response:	Don't be stupid.
context: Wh-What are you doing here?!\I could ask you the same thing.\What's with the evil grin?\Nothing!\But that makes sense. Instead of looking for other Masters,\you're more concerned about the underclassman who always comes over to help you.\I think I understand you a little better now, Emiya-kun.\Don't be stupid. response:	When I came to report to you about Issei, you'd already left.
context: I could ask you the same thing.\What's with the evil grin?\Nothing!\But that makes sense. Instead of looking for other Masters,\you're more concerned about the underclassman who always comes over to help you.\I think I understand you a little better now, Emiya-kun.\Don't be stupid.\When I came to report to you about Issei, you'd already left. response:	Anyway, Issei's in the clear.
context: What's with the evil grin?\Nothing!\But that makes sense. Instead of looking for other Masters,\you're more concerned about the underclassman who always comes over to help you.\I think I understand you a little better now, Emiya-kun.\Don't be stupid.\When I came to report to you about Issei, you'd already left.\Anyway, Issei's in the clear. response:	What? You already checked him out, Emiya-kun?
context: Nothing!\But that makes sense. Instead of looking for other Masters,\you're more concerned about the underclassman who always comes over to help you.\I think I understand you a little better now, Emiya-kun.\Don't be stupid.\When I came to report to you about Issei, you'd already left.\Anyway, Issei's in the clear.\What? You already checked him out, Emiya-kun? response:	I did. Issei isn't a Master.
context: But that makes sense. Instead of looking for other Masters,\you're more concerned about the underclassman who always comes over to help you.\I think I understand you a little better now, Emiya-kun.\Don't be stupid.\When I came to report to you about Issei, you'd already left.\Anyway, Issei's in the clear.\What? You already checked him out, Emiya-kun?\I did. Issei isn't a Master. response:	If you don't believe me, I don't really care.
context: you're more concerned about the underclassman who always comes over to help you.\I think I understand you a little better now, Emiya-kun.\Don't be stupid.\When I came to report to you about Issei, you'd already left.\Anyway, Issei's in the clear.\What? You already checked him out, Emiya-kun?\I did. Issei isn't a Master.\If you don't believe me, I don't really care. response:	No, I believe you.
context: I think I understand you a little better now, Emiya-kun.\Don't be stupid.\When I came to report to you about Issei, you'd already left.\Anyway, Issei's in the clear.\What? You already checked him out, Emiya-kun?\I did. Issei isn't a Master.\If you don't believe me, I don't really care.\No, I believe you. response:	You aren't the kind to lie, Emiya-kun.
context: Don't be stupid.\When I came to report to you about Issei, you'd already left.\Anyway, Issei's in the clear.\What? You already checked him out, Emiya-kun?\I did. Issei isn't a Master.\If you don't believe me, I don't really care.\No, I believe you.\You aren't the kind to lie, Emiya-kun. response:	If you say Issei is innocent, he's innocent.
context: When I came to report to you about Issei, you'd already left.\Anyway, Issei's in the clear.\What? You already checked him out, Emiya-kun?\I did. Issei isn't a Master.\If you don't believe me, I don't really care.\No, I believe you.\You aren't the kind to lie, Emiya-kun.\If you say Issei is innocent, he's innocent. response:	But how did you find out?
context: Anyway, Issei's in the clear.\What? You already checked him out, Emiya-kun?\I did. Issei isn't a Master.\If you don't believe me, I don't really care.\No, I believe you.\You aren't the kind to lie, Emiya-kun.\If you say Issei is innocent, he's innocent.\But how did you find out? response:	Obviously, I made him take his clothes off.
context: What? You already checked him out, Emiya-kun?\I did. Issei isn't a Master.\If you don't believe me, I don't really care.\No, I believe you.\You aren't the kind to lie, Emiya-kun.\If you say Issei is innocent, he's innocent.\But how did you find out?\Obviously, I made him take his clothes off. response:	I took off his top and checked if he had any Command Seals.
context: I did. Issei isn't a Master.\If you don't believe me, I don't really care.\No, I believe you.\You aren't the kind to lie, Emiya-kun.\If you say Issei is innocent, he's innocent.\But how did you find out?\Obviously, I made him take his clothes off.\I took off his top and checked if he had any Command Seals. response:	Tohsaka, why are you here?
context: If you don't believe me, I don't really care.\No, I believe you.\You aren't the kind to lie, Emiya-kun.\If you say Issei is innocent, he's innocent.\But how did you find out?\Obviously, I made him take his clothes off.\I took off his top and checked if he had any Command Seals.\Tohsaka, why are you here? response:	I was worried about Sakura, too.
context: No, I believe you.\You aren't the kind to lie, Emiya-kun.\If you say Issei is innocent, he's innocent.\But how did you find out?\Obviously, I made him take his clothes off.\I took off his top and checked if he had any Command Seals.\Tohsaka, why are you here?\I was worried about Sakura, too. response:	Well, we're just acquaintances.
context: You aren't the kind to lie, Emiya-kun.\If you say Issei is innocent, he's innocent.\But how did you find out?\Obviously, I made him take his clothes off.\I took off his top and checked if he had any Command Seals.\Tohsaka, why are you here?\I was worried about Sakura, too.\Well, we're just acquaintances. response:	According to what Fuji-nee said, she'll be discharged today.
context: If you say Issei is innocent, he's innocent.\But how did you find out?\Obviously, I made him take his clothes off.\I took off his top and checked if he had any Command Seals.\Tohsaka, why are you here?\I was worried about Sakura, too.\Well, we're just acquaintances.\According to what Fuji-nee said, she'll be discharged today. response:	She might be at home.
context: But how did you find out?\Obviously, I made him take his clothes off.\I took off his top and checked if he had any Command Seals.\Tohsaka, why are you here?\I was worried about Sakura, too.\Well, we're just acquaintances.\According to what Fuji-nee said, she'll be discharged today.\She might be at home. response:	Oh.
context: Obviously, I made him take his clothes off.\I took off his top and checked if he had any Command Seals.\Tohsaka, why are you here?\I was worried about Sakura, too.\Well, we're just acquaintances.\According to what Fuji-nee said, she'll be discharged today.\She might be at home.\Oh. response:	Tohsaka? You're leaving?
context: I took off his top and checked if he had any Command Seals.\Tohsaka, why are you here?\I was worried about Sakura, too.\Well, we're just acquaintances.\According to what Fuji-nee said, she'll be discharged today.\She might be at home.\Oh.\Tohsaka? You're leaving? response:	There's something I want to ask you.
context: Tohsaka, why are you here?\I was worried about Sakura, too.\Well, we're just acquaintances.\According to what Fuji-nee said, she'll be discharged today.\She might be at home.\Oh.\Tohsaka? You're leaving?\There's something I want to ask you. response:	Fine. What?
context: I was worried about Sakura, too.\Well, we're just acquaintances.\According to what Fuji-nee said, she'll be discharged today.\She might be at home.\Oh.\Tohsaka? You're leaving?\There's something I want to ask you.\Fine. What? response:	Um, hypothetically...
context: Well, we're just acquaintances.\According to what Fuji-nee said, she'll be discharged today.\She might be at home.\Oh.\Tohsaka? You're leaving?\There's something I want to ask you.\Fine. What?\Um, hypothetically... response:	How do you think someone would feel growing up
context: According to what Fuji-nee said, she'll be discharged today.\She might be at home.\Oh.\Tohsaka? You're leaving?\There's something I want to ask you.\Fine. What?\Um, hypothetically...\How do you think someone would feel growing up response:	if she'd been given away for adoption to another family, without any say in the matter?
context: She might be at home.\Oh.\Tohsaka? You're leaving?\There's something I want to ask you.\Fine. What?\Um, hypothetically...\How do you think someone would feel growing up\if she'd been given away for adoption to another family, without any say in the matter? response:	Emiya-kun?
context: Oh.\Tohsaka? You're leaving?\There's something I want to ask you.\Fine. What?\Um, hypothetically...\How do you think someone would feel growing up\if she'd been given away for adoption to another family, without any say in the matter?\Emiya-kun? response:	She wouldn't feel one way or the other.
context: Tohsaka? You're leaving?\There's something I want to ask you.\Fine. What?\Um, hypothetically...\How do you think someone would feel growing up\if she'd been given away for adoption to another family, without any say in the matter?\Emiya-kun?\She wouldn't feel one way or the other. response:	If her new home is nice, she wouldn't complain,
context: There's something I want to ask you.\Fine. What?\Um, hypothetically...\How do you think someone would feel growing up\if she'd been given away for adoption to another family, without any say in the matter?\Emiya-kun?\She wouldn't feel one way or the other.\If her new home is nice, she wouldn't complain, response:	and if it's not so nice, she would, right?
context: Fine. What?\Um, hypothetically...\How do you think someone would feel growing up\if she'd been given away for adoption to another family, without any say in the matter?\Emiya-kun?\She wouldn't feel one way or the other.\If her new home is nice, she wouldn't complain,\and if it's not so nice, she would, right? response:	I see... I guess you're right.
context: Um, hypothetically...\How do you think someone would feel growing up\if she'd been given away for adoption to another family, without any say in the matter?\Emiya-kun?\She wouldn't feel one way or the other.\If her new home is nice, she wouldn't complain,\and if it's not so nice, she would, right?\I see... I guess you're right. response:	Why am I even asking such an obvious question?
context: How do you think someone would feel growing up\if she'd been given away for adoption to another family, without any say in the matter?\Emiya-kun?\She wouldn't feel one way or the other.\If her new home is nice, she wouldn't complain,\and if it's not so nice, she would, right?\I see... I guess you're right.\Why am I even asking such an obvious question? response:	Let's brainstorm ways to find Caster at school tomorrow.
context: if she'd been given away for adoption to another family, without any say in the matter?\Emiya-kun?\She wouldn't feel one way or the other.\If her new home is nice, she wouldn't complain,\and if it's not so nice, she would, right?\I see... I guess you're right.\Why am I even asking such an obvious question?\Let's brainstorm ways to find Caster at school tomorrow. response:	Sure, will do.
context: Emiya-kun?\She wouldn't feel one way or the other.\If her new home is nice, she wouldn't complain,\and if it's not so nice, she would, right?\I see... I guess you're right.\Why am I even asking such an obvious question?\Let's brainstorm ways to find Caster at school tomorrow.\Sure, will do. response:	Ow...
context: She wouldn't feel one way or the other.\If her new home is nice, she wouldn't complain,\and if it's not so nice, she would, right?\I see... I guess you're right.\Why am I even asking such an obvious question?\Let's brainstorm ways to find Caster at school tomorrow.\Sure, will do.\Ow... response:	It's been a while since you practiced kendo in the old dojo, Shirou.
context: If her new home is nice, she wouldn't complain,\and if it's not so nice, she would, right?\I see... I guess you're right.\Why am I even asking such an obvious question?\Let's brainstorm ways to find Caster at school tomorrow.\Sure, will do.\Ow...\It's been a while since you practiced kendo in the old dojo, Shirou. response:	A while?
context: and if it's not so nice, she would, right?\I see... I guess you're right.\Why am I even asking such an obvious question?\Let's brainstorm ways to find Caster at school tomorrow.\Sure, will do.\Ow...\It's been a while since you practiced kendo in the old dojo, Shirou.\A while? response:	Even though he had a fine sparring partner like you, Taiga?
context: I see... I guess you're right.\Why am I even asking such an obvious question?\Let's brainstorm ways to find Caster at school tomorrow.\Sure, will do.\Ow...\It's been a while since you practiced kendo in the old dojo, Shirou.\A while?\Even though he had a fine sparring partner like you, Taiga? response:	I suppose it has been...
context: Why am I even asking such an obvious question?\Let's brainstorm ways to find Caster at school tomorrow.\Sure, will do.\Ow...\It's been a while since you practiced kendo in the old dojo, Shirou.\A while?\Even though he had a fine sparring partner like you, Taiga?\I suppose it has been... response:	After Dad died, I guess I stopped.
context: Let's brainstorm ways to find Caster at school tomorrow.\Sure, will do.\Ow...\It's been a while since you practiced kendo in the old dojo, Shirou.\A while?\Even though he had a fine sparring partner like you, Taiga?\I suppose it has been...\After Dad died, I guess I stopped. response:	That's right.
context: Sure, will do.\Ow...\It's been a while since you practiced kendo in the old dojo, Shirou.\A while?\Even though he had a fine sparring partner like you, Taiga?\I suppose it has been...\After Dad died, I guess I stopped.\That's right. response:	When Kiritsugu-san died, Shirou suddenly stopped picking up his bamboo sword.
context: Ow...\It's been a while since you practiced kendo in the old dojo, Shirou.\A while?\Even though he had a fine sparring partner like you, Taiga?\I suppose it has been...\After Dad died, I guess I stopped.\That's right.\When Kiritsugu-san died, Shirou suddenly stopped picking up his bamboo sword. response:	It made me so sad.
context: It's been a while since you practiced kendo in the old dojo, Shirou.\A while?\Even though he had a fine sparring partner like you, Taiga?\I suppose it has been...\After Dad died, I guess I stopped.\That's right.\When Kiritsugu-san died, Shirou suddenly stopped picking up his bamboo sword.\It made me so sad. response:	Fuji-nee, don't bring up the past.
context: A while?\Even though he had a fine sparring partner like you, Taiga?\I suppose it has been...\After Dad died, I guess I stopped.\That's right.\When Kiritsugu-san died, Shirou suddenly stopped picking up his bamboo sword.\It made me so sad.\Fuji-nee, don't bring up the past. response:	Hmph.
context: Even though he had a fine sparring partner like you, Taiga?\I suppose it has been...\After Dad died, I guess I stopped.\That's right.\When Kiritsugu-san died, Shirou suddenly stopped picking up his bamboo sword.\It made me so sad.\Fuji-nee, don't bring up the past.\Hmph. response:	Hmm, tales from Shirou's childhood?
context: I suppose it has been...\After Dad died, I guess I stopped.\That's right.\When Kiritsugu-san died, Shirou suddenly stopped picking up his bamboo sword.\It made me so sad.\Fuji-nee, don't bring up the past.\Hmph.\Hmm, tales from Shirou's childhood? response:	Oh, want to hear? Want to hear?
context: After Dad died, I guess I stopped.\That's right.\When Kiritsugu-san died, Shirou suddenly stopped picking up his bamboo sword.\It made me so sad.\Fuji-nee, don't bring up the past.\Hmph.\Hmm, tales from Shirou's childhood?\Oh, want to hear? Want to hear? response:	Yes, I am curious.
context: That's right.\When Kiritsugu-san died, Shirou suddenly stopped picking up his bamboo sword.\It made me so sad.\Fuji-nee, don't bring up the past.\Hmph.\Hmm, tales from Shirou's childhood?\Oh, want to hear? Want to hear?\Yes, I am curious. response:	All right! Prepare to be regaled by big sister Taiga!
context: When Kiritsugu-san died, Shirou suddenly stopped picking up his bamboo sword.\It made me so sad.\Fuji-nee, don't bring up the past.\Hmph.\Hmm, tales from Shirou's childhood?\Oh, want to hear? Want to hear?\Yes, I am curious.\All right! Prepare to be regaled by big sister Taiga! response:	He was adorable as a child.
context: It made me so sad.\Fuji-nee, don't bring up the past.\Hmph.\Hmm, tales from Shirou's childhood?\Oh, want to hear? Want to hear?\Yes, I am curious.\All right! Prepare to be regaled by big sister Taiga!\He was adorable as a child. response:	He was so trusting of everyone, and he'd instantly agree to any request.
context: Fuji-nee, don't bring up the past.\Hmph.\Hmm, tales from Shirou's childhood?\Oh, want to hear? Want to hear?\Yes, I am curious.\All right! Prepare to be regaled by big sister Taiga!\He was adorable as a child.\He was so trusting of everyone, and he'd instantly agree to any request. response:	But he had a strange stubborn streak.
context: Hmph.\Hmm, tales from Shirou's childhood?\Oh, want to hear? Want to hear?\Yes, I am curious.\All right! Prepare to be regaled by big sister Taiga!\He was adorable as a child.\He was so trusting of everyone, and he'd instantly agree to any request.\But he had a strange stubborn streak. response:	Once he set his mind to something, he wouldn't budge.
context: Hmm, tales from Shirou's childhood?\Oh, want to hear? Want to hear?\Yes, I am curious.\All right! Prepare to be regaled by big sister Taiga!\He was adorable as a child.\He was so trusting of everyone, and he'd instantly agree to any request.\But he had a strange stubborn streak.\Once he set his mind to something, he wouldn't budge. response:	I guess he was the polar opposite of Kiritsugu-san in that regard.
context: Oh, want to hear? Want to hear?\Yes, I am curious.\All right! Prepare to be regaled by big sister Taiga!\He was adorable as a child.\He was so trusting of everyone, and he'd instantly agree to any request.\But he had a strange stubborn streak.\Once he set his mind to something, he wouldn't budge.\I guess he was the polar opposite of Kiritsugu-san in that regard. response:	Polar opposite?
context: Yes, I am curious.\All right! Prepare to be regaled by big sister Taiga!\He was adorable as a child.\He was so trusting of everyone, and he'd instantly agree to any request.\But he had a strange stubborn streak.\Once he set his mind to something, he wouldn't budge.\I guess he was the polar opposite of Kiritsugu-san in that regard.\Polar opposite? response:	Kiritsugu-san was the kind of guy who was accepting of everything.
context: All right! Prepare to be regaled by big sister Taiga!\He was adorable as a child.\He was so trusting of everyone, and he'd instantly agree to any request.\But he had a strange stubborn streak.\Once he set his mind to something, he wouldn't budge.\I guess he was the polar opposite of Kiritsugu-san in that regard.\Polar opposite?\Kiritsugu-san was the kind of guy who was accepting of everything. response:	He thought good and bad were subjective. A what will be, will be kind of guy.
context: He was adorable as a child.\He was so trusting of everyone, and he'd instantly agree to any request.\But he had a strange stubborn streak.\Once he set his mind to something, he wouldn't budge.\I guess he was the polar opposite of Kiritsugu-san in that regard.\Polar opposite?\Kiritsugu-san was the kind of guy who was accepting of everything.\He thought good and bad were subjective. A what will be, will be kind of guy. response:	However, if he saw someone in need, he'd try to help.
context: He was so trusting of everyone, and he'd instantly agree to any request.\But he had a strange stubborn streak.\Once he set his mind to something, he wouldn't budge.\I guess he was the polar opposite of Kiritsugu-san in that regard.\Polar opposite?\Kiritsugu-san was the kind of guy who was accepting of everything.\He thought good and bad were subjective. A what will be, will be kind of guy.\However, if he saw someone in need, he'd try to help. response:	And Shirou would always try to mimic Kiritsugu-san.
context: But he had a strange stubborn streak.\Once he set his mind to something, he wouldn't budge.\I guess he was the polar opposite of Kiritsugu-san in that regard.\Polar opposite?\Kiritsugu-san was the kind of guy who was accepting of everything.\He thought good and bad were subjective. A what will be, will be kind of guy.\However, if he saw someone in need, he'd try to help.\And Shirou would always try to mimic Kiritsugu-san. response:	Shirou saw things in black and white more than Kiritsugu-san did.
context: Once he set his mind to something, he wouldn't budge.\I guess he was the polar opposite of Kiritsugu-san in that regard.\Polar opposite?\Kiritsugu-san was the kind of guy who was accepting of everything.\He thought good and bad were subjective. A what will be, will be kind of guy.\However, if he saw someone in need, he'd try to help.\And Shirou would always try to mimic Kiritsugu-san.\Shirou saw things in black and white more than Kiritsugu-san did. response:	He'd go around and beat up the town bullies, saying, It's wrong to do bad things!
context: I guess he was the polar opposite of Kiritsugu-san in that regard.\Polar opposite?\Kiritsugu-san was the kind of guy who was accepting of everything.\He thought good and bad were subjective. A what will be, will be kind of guy.\However, if he saw someone in need, he'd try to help.\And Shirou would always try to mimic Kiritsugu-san.\Shirou saw things in black and white more than Kiritsugu-san did.\He'd go around and beat up the town bullies, saying, It's wrong to do bad things! response:	Yep, even back then, Shirou was already a hero of justice.
context: Polar opposite?\Kiritsugu-san was the kind of guy who was accepting of everything.\He thought good and bad were subjective. A what will be, will be kind of guy.\However, if he saw someone in need, he'd try to help.\And Shirou would always try to mimic Kiritsugu-san.\Shirou saw things in black and white more than Kiritsugu-san did.\He'd go around and beat up the town bullies, saying, It's wrong to do bad things!\Yep, even back then, Shirou was already a hero of justice. response:	Why do you want to be a hero of justice?
context: Kiritsugu-san was the kind of guy who was accepting of everything.\He thought good and bad were subjective. A what will be, will be kind of guy.\However, if he saw someone in need, he'd try to help.\And Shirou would always try to mimic Kiritsugu-san.\Shirou saw things in black and white more than Kiritsugu-san did.\He'd go around and beat up the town bullies, saying, It's wrong to do bad things!\Yep, even back then, Shirou was already a hero of justice.\Why do you want to be a hero of justice? response:	That's hard to answer...
context: He thought good and bad were subjective. A what will be, will be kind of guy.\However, if he saw someone in need, he'd try to help.\And Shirou would always try to mimic Kiritsugu-san.\Shirou saw things in black and white more than Kiritsugu-san did.\He'd go around and beat up the town bullies, saying, It's wrong to do bad things!\Yep, even back then, Shirou was already a hero of justice.\Why do you want to be a hero of justice?\That's hard to answer... response:	Because I look up to them, I guess.
context: However, if he saw someone in need, he'd try to help.\And Shirou would always try to mimic Kiritsugu-san.\Shirou saw things in black and white more than Kiritsugu-san did.\He'd go around and beat up the town bullies, saying, It's wrong to do bad things!\Yep, even back then, Shirou was already a hero of justice.\Why do you want to be a hero of justice?\That's hard to answer...\Because I look up to them, I guess. response:	You look up to them?
context: And Shirou would always try to mimic Kiritsugu-san.\Shirou saw things in black and white more than Kiritsugu-san did.\He'd go around and beat up the town bullies, saying, It's wrong to do bad things!\Yep, even back then, Shirou was already a hero of justice.\Why do you want to be a hero of justice?\That's hard to answer...\Because I look up to them, I guess.\You look up to them? response:	To heroes of justice?
context: Shirou saw things in black and white more than Kiritsugu-san did.\He'd go around and beat up the town bullies, saying, It's wrong to do bad things!\Yep, even back then, Shirou was already a hero of justice.\Why do you want to be a hero of justice?\That's hard to answer...\Because I look up to them, I guess.\You look up to them?\To heroes of justice? response:	Yeah, I guess.
context: He'd go around and beat up the town bullies, saying, It's wrong to do bad things!\Yep, even back then, Shirou was already a hero of justice.\Why do you want to be a hero of justice?\That's hard to answer...\Because I look up to them, I guess.\You look up to them?\To heroes of justice?\Yeah, I guess. response:	Why is that?
context: Yep, even back then, Shirou was already a hero of justice.\Why do you want to be a hero of justice?\That's hard to answer...\Because I look up to them, I guess.\You look up to them?\To heroes of justice?\Yeah, I guess.\Why is that? response:	Why? Well...
context: Why do you want to be a hero of justice?\That's hard to answer...\Because I look up to them, I guess.\You look up to them?\To heroes of justice?\Yeah, I guess.\Why is that?\Why? Well... response:	Shirou?
context: That's hard to answer...\Because I look up to them, I guess.\You look up to them?\To heroes of justice?\Yeah, I guess.\Why is that?\Why? Well...\Shirou? response:	Sorry, I'm going to my room.
context: Because I look up to them, I guess.\You look up to them?\To heroes of justice?\Yeah, I guess.\Why is that?\Why? Well...\Shirou?\Sorry, I'm going to my room. response:	Why? What am I afraid of?
context: You look up to them?\To heroes of justice?\Yeah, I guess.\Why is that?\Why? Well...\Shirou?\Sorry, I'm going to my room.\Why? What am I afraid of? response:	Why do you want to be a hero of justice?
context: To heroes of justice?\Yeah, I guess.\Why is that?\Why? Well...\Shirou?\Sorry, I'm going to my room.\Why? What am I afraid of?\Why do you want to be a hero of justice? response:	My reason for being a hero of justice...
context: Yeah, I guess.\Why is that?\Why? Well...\Shirou?\Sorry, I'm going to my room.\Why? What am I afraid of?\Why do you want to be a hero of justice?\My reason for being a hero of justice... response:	Yeah.
context: Why is that?\Why? Well...\Shirou?\Sorry, I'm going to my room.\Why? What am I afraid of?\Why do you want to be a hero of justice?\My reason for being a hero of justice...\Yeah. response:	Since you can't, I'll become one for you.
context: Why? Well...\Shirou?\Sorry, I'm going to my room.\Why? What am I afraid of?\Why do you want to be a hero of justice?\My reason for being a hero of justice...\Yeah.\Since you can't, I'll become one for you. response:	I just wanted to follow in his footsteps.
context: Shirou?\Sorry, I'm going to my room.\Why? What am I afraid of?\Why do you want to be a hero of justice?\My reason for being a hero of justice...\Yeah.\Since you can't, I'll become one for you.\I just wanted to follow in his footsteps. response:	There isn't any such thing in this world.
