context: Miss Kobayashi, Miss Kobayashi! response:	I'm the ultimate maid, aren't I?
context: Ilulu.\What a pretty city.\People laughing.\With so many here, you could enjoy all the destruction you wanted.\Yet here you are, a chaos dragon laughing with humans.\I was watching because I was a little curious,\but now I'm sick of it. So forget it.\Long and short, response:	you're an enemy!
context: What a pretty city.\People laughing.\With so many here, you could enjoy all the destruction you wanted.\Yet here you are, a chaos dragon laughing with humans.\I was watching because I was a little curious,\but now I'm sick of it. So forget it.\Long and short,\you're an enemy! response:	Tch!
context: People laughing.\With so many here, you could enjoy all the destruction you wanted.\Yet here you are, a chaos dragon laughing with humans.\I was watching because I was a little curious,\but now I'm sick of it. So forget it.\Long and short,\you're an enemy!\Tch! response:	Who is that?
context: With so many here, you could enjoy all the destruction you wanted.\Yet here you are, a chaos dragon laughing with humans.\I was watching because I was a little curious,\but now I'm sick of it. So forget it.\Long and short,\you're an enemy!\Tch!\Who is that? response:	Ilulu.
context: Yet here you are, a chaos dragon laughing with humans.\I was watching because I was a little curious,\but now I'm sick of it. So forget it.\Long and short,\you're an enemy!\Tch!\Who is that?\Ilulu. response:	She's with the most radical wing of the chaos faction.
context: I was watching because I was a little curious,\but now I'm sick of it. So forget it.\Long and short,\you're an enemy!\Tch!\Who is that?\Ilulu.\She's with the most radical wing of the chaos faction. response:	She just plain loves destruction.
context: but now I'm sick of it. So forget it.\Long and short,\you're an enemy!\Tch!\Who is that?\Ilulu.\She's with the most radical wing of the chaos faction.\She just plain loves destruction. response:	I'm sure she followed Tohru here.
context: Long and short,\you're an enemy!\Tch!\Who is that?\Ilulu.\She's with the most radical wing of the chaos faction.\She just plain loves destruction.\I'm sure she followed Tohru here. response:	Also followed Tohru here
context: you're an enemy!\Tch!\Who is that?\Ilulu.\She's with the most radical wing of the chaos faction.\She just plain loves destruction.\I'm sure she followed Tohru here.\Also followed Tohru here response:	See, what did I just tell you?
context: Tch!\Who is that?\Ilulu.\She's with the most radical wing of the chaos faction.\She just plain loves destruction.\I'm sure she followed Tohru here.\Also followed Tohru here\See, what did I just tell you? response:	She's planning to destroy this world.
context: Who is that?\Ilulu.\She's with the most radical wing of the chaos faction.\She just plain loves destruction.\I'm sure she followed Tohru here.\Also followed Tohru here\See, what did I just tell you?\She's planning to destroy this world. response:	Well, still...
context: Ilulu.\She's with the most radical wing of the chaos faction.\She just plain loves destruction.\I'm sure she followed Tohru here.\Also followed Tohru here\See, what did I just tell you?\She's planning to destroy this world.\Well, still... response:	Tohru will do something about her.
context: She's with the most radical wing of the chaos faction.\She just plain loves destruction.\I'm sure she followed Tohru here.\Also followed Tohru here\See, what did I just tell you?\She's planning to destroy this world.\Well, still...\Tohru will do something about her. response:	Miss Kobayashi, Ilulu's might is only slightly below Tohru's.
context: She just plain loves destruction.\I'm sure she followed Tohru here.\Also followed Tohru here\See, what did I just tell you?\She's planning to destroy this world.\Well, still...\Tohru will do something about her.\Miss Kobayashi, Ilulu's might is only slightly below Tohru's. response:	If the two of them fight, they'll destroy this whole region.
context: I'm sure she followed Tohru here.\Also followed Tohru here\See, what did I just tell you?\She's planning to destroy this world.\Well, still...\Tohru will do something about her.\Miss Kobayashi, Ilulu's might is only slightly below Tohru's.\If the two of them fight, they'll destroy this whole region. response:	She'll do something about that, too.
context: Also followed Tohru here\See, what did I just tell you?\She's planning to destroy this world.\Well, still...\Tohru will do something about her.\Miss Kobayashi, Ilulu's might is only slightly below Tohru's.\If the two of them fight, they'll destroy this whole region.\She'll do something about that, too. response:	You believe in Tohru?
context: See, what did I just tell you?\She's planning to destroy this world.\Well, still...\Tohru will do something about her.\Miss Kobayashi, Ilulu's might is only slightly below Tohru's.\If the two of them fight, they'll destroy this whole region.\She'll do something about that, too.\You believe in Tohru? response:	Well,
context: She's planning to destroy this world.\Well, still...\Tohru will do something about her.\Miss Kobayashi, Ilulu's might is only slightly below Tohru's.\If the two of them fight, they'll destroy this whole region.\She'll do something about that, too.\You believe in Tohru?\Well, response:	that's really
context: Well, still...\Tohru will do something about her.\Miss Kobayashi, Ilulu's might is only slightly below Tohru's.\If the two of them fight, they'll destroy this whole region.\She'll do something about that, too.\You believe in Tohru?\Well,\that's really response:	all I can do.
context: Tohru will do something about her.\Miss Kobayashi, Ilulu's might is only slightly below Tohru's.\If the two of them fight, they'll destroy this whole region.\She'll do something about that, too.\You believe in Tohru?\Well,\that's really\all I can do. response:	So, I'll just do that.
context: Miss Kobayashi, Ilulu's might is only slightly below Tohru's.\If the two of them fight, they'll destroy this whole region.\She'll do something about that, too.\You believe in Tohru?\Well,\that's really\all I can do.\So, I'll just do that. response:	Destruction isn't allowed in this world.
context: If the two of them fight, they'll destroy this whole region.\She'll do something about that, too.\You believe in Tohru?\Well,\that's really\all I can do.\So, I'll just do that.\Destruction isn't allowed in this world. response:	What are you saying?
context: She'll do something about that, too.\You believe in Tohru?\Well,\that's really\all I can do.\So, I'll just do that.\Destruction isn't allowed in this world.\What are you saying? response:	I'm with the chaos faction.
context: You believe in Tohru?\Well,\that's really\all I can do.\So, I'll just do that.\Destruction isn't allowed in this world.\What are you saying?\I'm with the chaos faction. response:	If you can't abide by that, I'll blast you back to whence you came.
context: Well,\that's really\all I can do.\So, I'll just do that.\Destruction isn't allowed in this world.\What are you saying?\I'm with the chaos faction.\If you can't abide by that, I'll blast you back to whence you came. response:	I'm more than happy to fight.
context: that's really\all I can do.\So, I'll just do that.\Destruction isn't allowed in this world.\What are you saying?\I'm with the chaos faction.\If you can't abide by that, I'll blast you back to whence you came.\I'm more than happy to fight. response:	Attacks like that won't affect me.
context: all I can do.\So, I'll just do that.\Destruction isn't allowed in this world.\What are you saying?\I'm with the chaos faction.\If you can't abide by that, I'll blast you back to whence you came.\I'm more than happy to fight.\Attacks like that won't affect me. response:	Oh, no! The city!
context: So, I'll just do that.\Destruction isn't allowed in this world.\What are you saying?\I'm with the chaos faction.\If you can't abide by that, I'll blast you back to whence you came.\I'm more than happy to fight.\Attacks like that won't affect me.\Oh, no! The city! response:	Hot!
context: Destruction isn't allowed in this world.\What are you saying?\I'm with the chaos faction.\If you can't abide by that, I'll blast you back to whence you came.\I'm more than happy to fight.\Attacks like that won't affect me.\Oh, no! The city!\Hot! response:	Ow!
context: What are you saying?\I'm with the chaos faction.\If you can't abide by that, I'll blast you back to whence you came.\I'm more than happy to fight.\Attacks like that won't affect me.\Oh, no! The city!\Hot!\Ow! response:	Uhh, is she struggling?
context: I'm with the chaos faction.\If you can't abide by that, I'll blast you back to whence you came.\I'm more than happy to fight.\Attacks like that won't affect me.\Oh, no! The city!\Hot!\Ow!\Uhh, is she struggling? response:	Tohru is trying to protect the city while fighting.
context: If you can't abide by that, I'll blast you back to whence you came.\I'm more than happy to fight.\Attacks like that won't affect me.\Oh, no! The city!\Hot!\Ow!\Uhh, is she struggling?\Tohru is trying to protect the city while fighting. response:	She's at a disadvantage.
context: I'm more than happy to fight.\Attacks like that won't affect me.\Oh, no! The city!\Hot!\Ow!\Uhh, is she struggling?\Tohru is trying to protect the city while fighting.\She's at a disadvantage. response:	You're not going to help her?
context: Attacks like that won't affect me.\Oh, no! The city!\Hot!\Ow!\Uhh, is she struggling?\Tohru is trying to protect the city while fighting.\She's at a disadvantage.\You're not going to help her? response:	Me?
context: Oh, no! The city!\Hot!\Ow!\Uhh, is she struggling?\Tohru is trying to protect the city while fighting.\She's at a disadvantage.\You're not going to help her?\Me? response:	I'm with the harmony faction.
context: Hot!\Ow!\Uhh, is she struggling?\Tohru is trying to protect the city while fighting.\She's at a disadvantage.\You're not going to help her?\Me?\I'm with the harmony faction. response:	Normally, Tohru and I would be enemies.
context: Ow!\Uhh, is she struggling?\Tohru is trying to protect the city while fighting.\She's at a disadvantage.\You're not going to help her?\Me?\I'm with the harmony faction.\Normally, Tohru and I would be enemies. response:	Huh?
context: Uhh, is she struggling?\Tohru is trying to protect the city while fighting.\She's at a disadvantage.\You're not going to help her?\Me?\I'm with the harmony faction.\Normally, Tohru and I would be enemies.\Huh? response:	I have put up a barrier to keep humans away,
context: Tohru is trying to protect the city while fighting.\She's at a disadvantage.\You're not going to help her?\Me?\I'm with the harmony faction.\Normally, Tohru and I would be enemies.\Huh?\I have put up a barrier to keep humans away, response:	but that's just to avoid trouble.
context: She's at a disadvantage.\You're not going to help her?\Me?\I'm with the harmony faction.\Normally, Tohru and I would be enemies.\Huh?\I have put up a barrier to keep humans away,\but that's just to avoid trouble. response:	What about the other dragons?
context: You're not going to help her?\Me?\I'm with the harmony faction.\Normally, Tohru and I would be enemies.\Huh?\I have put up a barrier to keep humans away,\but that's just to avoid trouble.\What about the other dragons? response:	Sir Fafnir would tell her to clean up her own mess.
context: Me?\I'm with the harmony faction.\Normally, Tohru and I would be enemies.\Huh?\I have put up a barrier to keep humans away,\but that's just to avoid trouble.\What about the other dragons?\Sir Fafnir would tell her to clean up her own mess. response:	Lady Lucoa is with the spectator faction, so she won't intervene.
context: I'm with the harmony faction.\Normally, Tohru and I would be enemies.\Huh?\I have put up a barrier to keep humans away,\but that's just to avoid trouble.\What about the other dragons?\Sir Fafnir would tell her to clean up her own mess.\Lady Lucoa is with the spectator faction, so she won't intervene. response:	Kanna wouldn't be strong enough.
context: Normally, Tohru and I would be enemies.\Huh?\I have put up a barrier to keep humans away,\but that's just to avoid trouble.\What about the other dragons?\Sir Fafnir would tell her to clean up her own mess.\Lady Lucoa is with the spectator faction, so she won't intervene.\Kanna wouldn't be strong enough. response:	If she defeats Tohru, then I'll fight, as well.
context: Huh?\I have put up a barrier to keep humans away,\but that's just to avoid trouble.\What about the other dragons?\Sir Fafnir would tell her to clean up her own mess.\Lady Lucoa is with the spectator faction, so she won't intervene.\Kanna wouldn't be strong enough.\If she defeats Tohru, then I'll fight, as well. response:	I'll try to protect both you and this city.
context: I have put up a barrier to keep humans away,\but that's just to avoid trouble.\What about the other dragons?\Sir Fafnir would tell her to clean up her own mess.\Lady Lucoa is with the spectator faction, so she won't intervene.\Kanna wouldn't be strong enough.\If she defeats Tohru, then I'll fight, as well.\I'll try to protect both you and this city. response:	But then, Tohru would be...
context: but that's just to avoid trouble.\What about the other dragons?\Sir Fafnir would tell her to clean up her own mess.\Lady Lucoa is with the spectator faction, so she won't intervene.\Kanna wouldn't be strong enough.\If she defeats Tohru, then I'll fight, as well.\I'll try to protect both you and this city.\But then, Tohru would be... response:	Even if I believe in her,
context: What about the other dragons?\Sir Fafnir would tell her to clean up her own mess.\Lady Lucoa is with the spectator faction, so she won't intervene.\Kanna wouldn't be strong enough.\If she defeats Tohru, then I'll fight, as well.\I'll try to protect both you and this city.\But then, Tohru would be...\Even if I believe in her, response:	if that doesn't give her strength, it's no different than doing nothing.
context: Sir Fafnir would tell her to clean up her own mess.\Lady Lucoa is with the spectator faction, so she won't intervene.\Kanna wouldn't be strong enough.\If she defeats Tohru, then I'll fight, as well.\I'll try to protect both you and this city.\But then, Tohru would be...\Even if I believe in her,\if that doesn't give her strength, it's no different than doing nothing. response:	But that's all I can
context: Lady Lucoa is with the spectator faction, so she won't intervene.\Kanna wouldn't be strong enough.\If she defeats Tohru, then I'll fight, as well.\I'll try to protect both you and this city.\But then, Tohru would be...\Even if I believe in her,\if that doesn't give her strength, it's no different than doing nothing.\But that's all I can response:	Elma!
context: Kanna wouldn't be strong enough.\If she defeats Tohru, then I'll fight, as well.\I'll try to protect both you and this city.\But then, Tohru would be...\Even if I believe in her,\if that doesn't give her strength, it's no different than doing nothing.\But that's all I can\Elma! response:	Miss Kobayashi, if you're asking me to aid Tohru, I can't.
context: If she defeats Tohru, then I'll fight, as well.\I'll try to protect both you and this city.\But then, Tohru would be...\Even if I believe in her,\if that doesn't give her strength, it's no different than doing nothing.\But that's all I can\Elma!\Miss Kobayashi, if you're asking me to aid Tohru, I can't. response:	Pudding!
context: I'll try to protect both you and this city.\But then, Tohru would be...\Even if I believe in her,\if that doesn't give her strength, it's no different than doing nothing.\But that's all I can\Elma!\Miss Kobayashi, if you're asking me to aid Tohru, I can't.\Pudding! response:	Wait! You can't just buy me off with...
context: But then, Tohru would be...\Even if I believe in her,\if that doesn't give her strength, it's no different than doing nothing.\But that's all I can\Elma!\Miss Kobayashi, if you're asking me to aid Tohru, I can't.\Pudding!\Wait! You can't just buy me off with... response:	Cream puffs!
context: Even if I believe in her,\if that doesn't give her strength, it's no different than doing nothing.\But that's all I can\Elma!\Miss Kobayashi, if you're asking me to aid Tohru, I can't.\Pudding!\Wait! You can't just buy me off with...\Cream puffs! response:	Coffee jelly!
context: if that doesn't give her strength, it's no different than doing nothing.\But that's all I can\Elma!\Miss Kobayashi, if you're asking me to aid Tohru, I can't.\Pudding!\Wait! You can't just buy me off with...\Cream puffs!\Coffee jelly! response:	Chocolate cake!
context: But that's all I can\Elma!\Miss Kobayashi, if you're asking me to aid Tohru, I can't.\Pudding!\Wait! You can't just buy me off with...\Cream puffs!\Coffee jelly!\Chocolate cake! response:	Maple syrup pancakes!
context: Elma!\Miss Kobayashi, if you're asking me to aid Tohru, I can't.\Pudding!\Wait! You can't just buy me off with...\Cream puffs!\Coffee jelly!\Chocolate cake!\Maple syrup pancakes! response:	All the sweets you can eat!
context: Miss Kobayashi, if you're asking me to aid Tohru, I can't.\Pudding!\Wait! You can't just buy me off with...\Cream puffs!\Coffee jelly!\Chocolate cake!\Maple syrup pancakes!\All the sweets you can eat! response:	Ow.
context: Pudding!\Wait! You can't just buy me off with...\Cream puffs!\Coffee jelly!\Chocolate cake!\Maple syrup pancakes!\All the sweets you can eat!\Ow. response:	I hit you with thirty shots of flaming acid.
context: Wait! You can't just buy me off with...\Cream puffs!\Coffee jelly!\Chocolate cake!\Maple syrup pancakes!\All the sweets you can eat!\Ow.\I hit you with thirty shots of flaming acid. response:	I landed several good blows with my claws, too.
context: Cream puffs!\Coffee jelly!\Chocolate cake!\Maple syrup pancakes!\All the sweets you can eat!\Ow.\I hit you with thirty shots of flaming acid.\I landed several good blows with my claws, too. response:	And all that earns is an ow?
context: Coffee jelly!\Chocolate cake!\Maple syrup pancakes!\All the sweets you can eat!\Ow.\I hit you with thirty shots of flaming acid.\I landed several good blows with my claws, too.\And all that earns is an ow? response:	Well, I'm stumped.
context: Chocolate cake!\Maple syrup pancakes!\All the sweets you can eat!\Ow.\I hit you with thirty shots of flaming acid.\I landed several good blows with my claws, too.\And all that earns is an ow?\Well, I'm stumped. response:	I can't think of a way to kill you.
context: Maple syrup pancakes!\All the sweets you can eat!\Ow.\I hit you with thirty shots of flaming acid.\I landed several good blows with my claws, too.\And all that earns is an ow?\Well, I'm stumped.\I can't think of a way to kill you. response:	Me, neither.
context: All the sweets you can eat!\Ow.\I hit you with thirty shots of flaming acid.\I landed several good blows with my claws, too.\And all that earns is an ow?\Well, I'm stumped.\I can't think of a way to kill you.\Me, neither. response:	If I attack you all-out, the city will be destroyed.
context: Ow.\I hit you with thirty shots of flaming acid.\I landed several good blows with my claws, too.\And all that earns is an ow?\Well, I'm stumped.\I can't think of a way to kill you.\Me, neither.\If I attack you all-out, the city will be destroyed. response:	But I can't defeat you otherwise.
context: I hit you with thirty shots of flaming acid.\I landed several good blows with my claws, too.\And all that earns is an ow?\Well, I'm stumped.\I can't think of a way to kill you.\Me, neither.\If I attack you all-out, the city will be destroyed.\But I can't defeat you otherwise. response:	Your attacks are starting to get irritating, too!
context: I landed several good blows with my claws, too.\And all that earns is an ow?\Well, I'm stumped.\I can't think of a way to kill you.\Me, neither.\If I attack you all-out, the city will be destroyed.\But I can't defeat you otherwise.\Your attacks are starting to get irritating, too! response:	But I have to protect the city!
context: And all that earns is an ow?\Well, I'm stumped.\I can't think of a way to kill you.\Me, neither.\If I attack you all-out, the city will be destroyed.\But I can't defeat you otherwise.\Your attacks are starting to get irritating, too!\But I have to protect the city! response:	I'm ready to explode
context: Well, I'm stumped.\I can't think of a way to kill you.\Me, neither.\If I attack you all-out, the city will be destroyed.\But I can't defeat you otherwise.\Your attacks are starting to get irritating, too!\But I have to protect the city!\I'm ready to explode response:	and take everything with me.
context: I can't think of a way to kill you.\Me, neither.\If I attack you all-out, the city will be destroyed.\But I can't defeat you otherwise.\Your attacks are starting to get irritating, too!\But I have to protect the city!\I'm ready to explode\and take everything with me. response:	You're bluffing.
context: Me, neither.\If I attack you all-out, the city will be destroyed.\But I can't defeat you otherwise.\Your attacks are starting to get irritating, too!\But I have to protect the city!\I'm ready to explode\and take everything with me.\You're bluffing. response:	Tohru!
context: If I attack you all-out, the city will be destroyed.\But I can't defeat you otherwise.\Your attacks are starting to get irritating, too!\But I have to protect the city!\I'm ready to explode\and take everything with me.\You're bluffing.\Tohru! response:	Elma's put up a barrier!
context: But I can't defeat you otherwise.\Your attacks are starting to get irritating, too!\But I have to protect the city!\I'm ready to explode\and take everything with me.\You're bluffing.\Tohru!\Elma's put up a barrier! response:	Only because Miss Kobayashi made a deal with me!
context: Your attacks are starting to get irritating, too!\But I have to protect the city!\I'm ready to explode\and take everything with me.\You're bluffing.\Tohru!\Elma's put up a barrier!\Only because Miss Kobayashi made a deal with me! response:	So, what?
context: But I have to protect the city!\I'm ready to explode\and take everything with me.\You're bluffing.\Tohru!\Elma's put up a barrier!\Only because Miss Kobayashi made a deal with me!\So, what? response:	That's disgusting, acting all friendly with humans.
context: I'm ready to explode\and take everything with me.\You're bluffing.\Tohru!\Elma's put up a barrier!\Only because Miss Kobayashi made a deal with me!\So, what?\That's disgusting, acting all friendly with humans. response:	We're just getting started!
context: and take everything with me.\You're bluffing.\Tohru!\Elma's put up a barrier!\Only because Miss Kobayashi made a deal with me!\So, what?\That's disgusting, acting all friendly with humans.\We're just getting started! response:	Now to destroy this world with my true form!
context: You're bluffing.\Tohru!\Elma's put up a barrier!\Only because Miss Kobayashi made a deal with me!\So, what?\That's disgusting, acting all friendly with humans.\We're just getting started!\Now to destroy this world with my true form! response:	That was a close call.
context: Tohru!\Elma's put up a barrier!\Only because Miss Kobayashi made a deal with me!\So, what?\That's disgusting, acting all friendly with humans.\We're just getting started!\Now to destroy this world with my true form!\That was a close call. response:	I didn't take that much damage,
context: Elma's put up a barrier!\Only because Miss Kobayashi made a deal with me!\So, what?\That's disgusting, acting all friendly with humans.\We're just getting started!\Now to destroy this world with my true form!\That was a close call.\I didn't take that much damage, response:	but I nearly forgot I had to protect the city, too.
context: Only because Miss Kobayashi made a deal with me!\So, what?\That's disgusting, acting all friendly with humans.\We're just getting started!\Now to destroy this world with my true form!\That was a close call.\I didn't take that much damage,\but I nearly forgot I had to protect the city, too. response:	For a moment I almost thought I could just let everyone but Miss Kobayashi die.
context: So, what?\That's disgusting, acting all friendly with humans.\We're just getting started!\Now to destroy this world with my true form!\That was a close call.\I didn't take that much damage,\but I nearly forgot I had to protect the city, too.\For a moment I almost thought I could just let everyone but Miss Kobayashi die. response:	But then I wouldn't be able to stay in this world.
context: That's disgusting, acting all friendly with humans.\We're just getting started!\Now to destroy this world with my true form!\That was a close call.\I didn't take that much damage,\but I nearly forgot I had to protect the city, too.\For a moment I almost thought I could just let everyone but Miss Kobayashi die.\But then I wouldn't be able to stay in this world. response:	Miss Kobayashi, umm...
context: We're just getting started!\Now to destroy this world with my true form!\That was a close call.\I didn't take that much damage,\but I nearly forgot I had to protect the city, too.\For a moment I almost thought I could just let everyone but Miss Kobayashi die.\But then I wouldn't be able to stay in this world.\Miss Kobayashi, umm... response:	Shall we go home?
context: Now to destroy this world with my true form!\That was a close call.\I didn't take that much damage,\but I nearly forgot I had to protect the city, too.\For a moment I almost thought I could just let everyone but Miss Kobayashi die.\But then I wouldn't be able to stay in this world.\Miss Kobayashi, umm...\Shall we go home? response:	Yes.
context: That was a close call.\I didn't take that much damage,\but I nearly forgot I had to protect the city, too.\For a moment I almost thought I could just let everyone but Miss Kobayashi die.\But then I wouldn't be able to stay in this world.\Miss Kobayashi, umm...\Shall we go home?\Yes. response:	I can try as hard as I must.
context: I didn't take that much damage,\but I nearly forgot I had to protect the city, too.\For a moment I almost thought I could just let everyone but Miss Kobayashi die.\But then I wouldn't be able to stay in this world.\Miss Kobayashi, umm...\Shall we go home?\Yes.\I can try as hard as I must. response:	If it means staying with Miss Kobayashi,
context: but I nearly forgot I had to protect the city, too.\For a moment I almost thought I could just let everyone but Miss Kobayashi die.\But then I wouldn't be able to stay in this world.\Miss Kobayashi, umm...\Shall we go home?\Yes.\I can try as hard as I must.\If it means staying with Miss Kobayashi, response:	I can break any obstacles that stand in my way.
context: For a moment I almost thought I could just let everyone but Miss Kobayashi die.\But then I wouldn't be able to stay in this world.\Miss Kobayashi, umm...\Shall we go home?\Yes.\I can try as hard as I must.\If it means staying with Miss Kobayashi,\I can break any obstacles that stand in my way. response:	That human...
context: But then I wouldn't be able to stay in this world.\Miss Kobayashi, umm...\Shall we go home?\Yes.\I can try as hard as I must.\If it means staying with Miss Kobayashi,\I can break any obstacles that stand in my way.\That human... response:	She got Elma to act and saved Tohru.
context: Miss Kobayashi, umm...\Shall we go home?\Yes.\I can try as hard as I must.\If it means staying with Miss Kobayashi,\I can break any obstacles that stand in my way.\That human...\She got Elma to act and saved Tohru. response:	Humans are our enemies.
context: Shall we go home?\Yes.\I can try as hard as I must.\If it means staying with Miss Kobayashi,\I can break any obstacles that stand in my way.\That human...\She got Elma to act and saved Tohru.\Humans are our enemies. response:	That's what we were taught, but...
context: Yes.\I can try as hard as I must.\If it means staying with Miss Kobayashi,\I can break any obstacles that stand in my way.\That human...\She got Elma to act and saved Tohru.\Humans are our enemies.\That's what we were taught, but... response:	I want to know...
context: I can try as hard as I must.\If it means staying with Miss Kobayashi,\I can break any obstacles that stand in my way.\That human...\She got Elma to act and saved Tohru.\Humans are our enemies.\That's what we were taught, but...\I want to know... response:	about that human...
context: If it means staying with Miss Kobayashi,\I can break any obstacles that stand in my way.\That human...\She got Elma to act and saved Tohru.\Humans are our enemies.\That's what we were taught, but...\I want to know...\about that human... response:	Quetzalcoatl (Actually a Dragon)
context: I can break any obstacles that stand in my way.\That human...\She got Elma to act and saved Tohru.\Humans are our enemies.\That's what we were taught, but...\I want to know...\about that human...\Quetzalcoatl (Actually a Dragon) response:	Huh? Me? Me who?
context: That human...\She got Elma to act and saved Tohru.\Humans are our enemies.\That's what we were taught, but...\I want to know...\about that human...\Quetzalcoatl (Actually a Dragon)\Huh? Me? Me who? response:	Oh, yeah.
context: She got Elma to act and saved Tohru.\Humans are our enemies.\That's what we were taught, but...\I want to know...\about that human...\Quetzalcoatl (Actually a Dragon)\Huh? Me? Me who?\Oh, yeah. response:	A cold? Hmm.
context: Humans are our enemies.\That's what we were taught, but...\I want to know...\about that human...\Quetzalcoatl (Actually a Dragon)\Huh? Me? Me who?\Oh, yeah.\A cold? Hmm. response:	The train?
context: That's what we were taught, but...\I want to know...\about that human...\Quetzalcoatl (Actually a Dragon)\Huh? Me? Me who?\Oh, yeah.\A cold? Hmm.\The train? response:	Your bag? Yeah.
context: I want to know...\about that human...\Quetzalcoatl (Actually a Dragon)\Huh? Me? Me who?\Oh, yeah.\A cold? Hmm.\The train?\Your bag? Yeah. response:	Compensation?
context: about that human...\Quetzalcoatl (Actually a Dragon)\Huh? Me? Me who?\Oh, yeah.\A cold? Hmm.\The train?\Your bag? Yeah.\Compensation? response:	By today?
context: Quetzalcoatl (Actually a Dragon)\Huh? Me? Me who?\Oh, yeah.\A cold? Hmm.\The train?\Your bag? Yeah.\Compensation?\By today? response:	Two million?
context: Huh? Me? Me who?\Oh, yeah.\A cold? Hmm.\The train?\Your bag? Yeah.\Compensation?\By today?\Two million? response:	Oh, that's terrible.
context: Oh, yeah.\A cold? Hmm.\The train?\Your bag? Yeah.\Compensation?\By today?\Two million?\Oh, that's terrible. response:	It was hard enough getting the gate open.
context: A cold? Hmm.\The train?\Your bag? Yeah.\Compensation?\By today?\Two million?\Oh, that's terrible.\It was hard enough getting the gate open. response:	I'm surprised Tohru so easily pulls off something that draining.
context: The train?\Your bag? Yeah.\Compensation?\By today?\Two million?\Oh, that's terrible.\It was hard enough getting the gate open.\I'm surprised Tohru so easily pulls off something that draining. response:	The last train, huh?
context: Your bag? Yeah.\Compensation?\By today?\Two million?\Oh, that's terrible.\It was hard enough getting the gate open.\I'm surprised Tohru so easily pulls off something that draining.\The last train, huh? response:	I guess I could have Tohru come pick me up.
context: Compensation?\By today?\Two million?\Oh, that's terrible.\It was hard enough getting the gate open.\I'm surprised Tohru so easily pulls off something that draining.\The last train, huh?\I guess I could have Tohru come pick me up. response:	You.
context: By today?\Two million?\Oh, that's terrible.\It was hard enough getting the gate open.\I'm surprised Tohru so easily pulls off something that draining.\The last train, huh?\I guess I could have Tohru come pick me up.\You. response:	The human called Kobayashi.
context: Two million?\Oh, that's terrible.\It was hard enough getting the gate open.\I'm surprised Tohru so easily pulls off something that draining.\The last train, huh?\I guess I could have Tohru come pick me up.\You.\The human called Kobayashi. response:	Why are you living with a dragon?
context: Oh, that's terrible.\It was hard enough getting the gate open.\I'm surprised Tohru so easily pulls off something that draining.\The last train, huh?\I guess I could have Tohru come pick me up.\You.\The human called Kobayashi.\Why are you living with a dragon? response:	Because Tohru chose to fit my lifestyle, not because I did anything.
context: It was hard enough getting the gate open.\I'm surprised Tohru so easily pulls off something that draining.\The last train, huh?\I guess I could have Tohru come pick me up.\You.\The human called Kobayashi.\Why are you living with a dragon?\Because Tohru chose to fit my lifestyle, not because I did anything. response:	Aren't you afraid?
context: I'm surprised Tohru so easily pulls off something that draining.\The last train, huh?\I guess I could have Tohru come pick me up.\You.\The human called Kobayashi.\Why are you living with a dragon?\Because Tohru chose to fit my lifestyle, not because I did anything.\Aren't you afraid? response:	Fear me!
context: The last train, huh?\I guess I could have Tohru come pick me up.\You.\The human called Kobayashi.\Why are you living with a dragon?\Because Tohru chose to fit my lifestyle, not because I did anything.\Aren't you afraid?\Fear me! response:	Well, not when she's that cute.
context: I guess I could have Tohru come pick me up.\You.\The human called Kobayashi.\Why are you living with a dragon?\Because Tohru chose to fit my lifestyle, not because I did anything.\Aren't you afraid?\Fear me!\Well, not when she's that cute. response:	So...
context: You.\The human called Kobayashi.\Why are you living with a dragon?\Because Tohru chose to fit my lifestyle, not because I did anything.\Aren't you afraid?\Fear me!\Well, not when she's that cute.\So... response:	She makes you horny?
context: The human called Kobayashi.\Why are you living with a dragon?\Because Tohru chose to fit my lifestyle, not because I did anything.\Aren't you afraid?\Fear me!\Well, not when she's that cute.\So...\She makes you horny? response:	Stop
context: Why are you living with a dragon?\Because Tohru chose to fit my lifestyle, not because I did anything.\Aren't you afraid?\Fear me!\Well, not when she's that cute.\So...\She makes you horny?\Stop response:	Huh?
context: Because Tohru chose to fit my lifestyle, not because I did anything.\Aren't you afraid?\Fear me!\Well, not when she's that cute.\So...\She makes you horny?\Stop\Huh? response:	You're in love with Tohru's human form.
context: Aren't you afraid?\Fear me!\Well, not when she's that cute.\So...\She makes you horny?\Stop\Huh?\You're in love with Tohru's human form. response:	That's why you're fine?
context: Fear me!\Well, not when she's that cute.\So...\She makes you horny?\Stop\Huh?\You're in love with Tohru's human form.\That's why you're fine? response:	Huh?
context: Well, not when she's that cute.\So...\She makes you horny?\Stop\Huh?\You're in love with Tohru's human form.\That's why you're fine?\Huh? response:	No, no, what are you talking about?
context: So...\She makes you horny?\Stop\Huh?\You're in love with Tohru's human form.\That's why you're fine?\Huh?\No, no, what are you talking about? response:	A strong denial.
context: She makes you horny?\Stop\Huh?\You're in love with Tohru's human form.\That's why you're fine?\Huh?\No, no, what are you talking about?\A strong denial. response:	Suspicious.
context: Stop\Huh?\You're in love with Tohru's human form.\That's why you're fine?\Huh?\No, no, what are you talking about?\A strong denial.\Suspicious. response:	That's not it!
