context: Be careful, alright? response:	And it's fine if you decide to head right on back here, you know!
context: Just at least help them escape to the second layer!\Besides, this is your last chance to see the true form of a supreme treasure of the netherworld!\Reg was really fast...\but I'm sure, Habo, with your speed you can cat-\So...\You're telling me Reg is truly a treasure of the netherworld, right?\Y-yes!\I'm going! response:	So, you see, I came to pay my respects to this supreme treasure of the netherworld.
context: Besides, this is your last chance to see the true form of a supreme treasure of the netherworld!\Reg was really fast...\but I'm sure, Habo, with your speed you can cat-\So...\You're telling me Reg is truly a treasure of the netherworld, right?\Y-yes!\I'm going!\So, you see, I came to pay my respects to this supreme treasure of the netherworld. response:	I wish paying your respects was the only thing you did...
context: Reg was really fast...\but I'm sure, Habo, with your speed you can cat-\So...\You're telling me Reg is truly a treasure of the netherworld, right?\Y-yes!\I'm going!\So, you see, I came to pay my respects to this supreme treasure of the netherworld.\I wish paying your respects was the only thing you did... response:	By the way, the search party was looking for you by the Twisting Crag.
context: but I'm sure, Habo, with your speed you can cat-\So...\You're telling me Reg is truly a treasure of the netherworld, right?\Y-yes!\I'm going!\So, you see, I came to pay my respects to this supreme treasure of the netherworld.\I wish paying your respects was the only thing you did...\By the way, the search party was looking for you by the Twisting Crag. response:	I suppose they'll take a while still.
context: So...\You're telling me Reg is truly a treasure of the netherworld, right?\Y-yes!\I'm going!\So, you see, I came to pay my respects to this supreme treasure of the netherworld.\I wish paying your respects was the only thing you did...\By the way, the search party was looking for you by the Twisting Crag.\I suppose they'll take a while still. response:	Well then...
context: You're telling me Reg is truly a treasure of the netherworld, right?\Y-yes!\I'm going!\So, you see, I came to pay my respects to this supreme treasure of the netherworld.\I wish paying your respects was the only thing you did...\By the way, the search party was looking for you by the Twisting Crag.\I suppose they'll take a while still.\Well then... response:	I've had a look at the treasure of the netherworld, so I better fulfill my promise to those boys...
context: Y-yes!\I'm going!\So, you see, I came to pay my respects to this supreme treasure of the netherworld.\I wish paying your respects was the only thing you did...\By the way, the search party was looking for you by the Twisting Crag.\I suppose they'll take a while still.\Well then...\I've had a look at the treasure of the netherworld, so I better fulfill my promise to those boys... response:	Let's go, you two!
context: I'm going!\So, you see, I came to pay my respects to this supreme treasure of the netherworld.\I wish paying your respects was the only thing you did...\By the way, the search party was looking for you by the Twisting Crag.\I suppose they'll take a while still.\Well then...\I've had a look at the treasure of the netherworld, so I better fulfill my promise to those boys...\Let's go, you two! response:	I'm coming along with you to the Seeker Camp!
context: So, you see, I came to pay my respects to this supreme treasure of the netherworld.\I wish paying your respects was the only thing you did...\By the way, the search party was looking for you by the Twisting Crag.\I suppose they'll take a while still.\Well then...\I've had a look at the treasure of the netherworld, so I better fulfill my promise to those boys...\Let's go, you two!\I'm coming along with you to the Seeker Camp! response:	Really?!
context: I wish paying your respects was the only thing you did...\By the way, the search party was looking for you by the Twisting Crag.\I suppose they'll take a while still.\Well then...\I've had a look at the treasure of the netherworld, so I better fulfill my promise to those boys...\Let's go, you two!\I'm coming along with you to the Seeker Camp!\Really?! response:	You bet.
context: By the way, the search party was looking for you by the Twisting Crag.\I suppose they'll take a while still.\Well then...\I've had a look at the treasure of the netherworld, so I better fulfill my promise to those boys...\Let's go, you two!\I'm coming along with you to the Seeker Camp!\Really?!\You bet. response:	It will be reassuring to have a Black Whistle with us.
context: I suppose they'll take a while still.\Well then...\I've had a look at the treasure of the netherworld, so I better fulfill my promise to those boys...\Let's go, you two!\I'm coming along with you to the Seeker Camp!\Really?!\You bet.\It will be reassuring to have a Black Whistle with us. response:	Right, Riko?
context: Well then...\I've had a look at the treasure of the netherworld, so I better fulfill my promise to those boys...\Let's go, you two!\I'm coming along with you to the Seeker Camp!\Really?!\You bet.\It will be reassuring to have a Black Whistle with us.\Right, Riko? response:	Habo... uh... um...
context: I've had a look at the treasure of the netherworld, so I better fulfill my promise to those boys...\Let's go, you two!\I'm coming along with you to the Seeker Camp!\Really?!\You bet.\It will be reassuring to have a Black Whistle with us.\Right, Riko?\Habo... uh... um... response:	Oh, what is it?
context: Let's go, you two!\I'm coming along with you to the Seeker Camp!\Really?!\You bet.\It will be reassuring to have a Black Whistle with us.\Right, Riko?\Habo... uh... um...\Oh, what is it? response:	I'm sorry! I can't allow that!
context: I'm coming along with you to the Seeker Camp!\Really?!\You bet.\It will be reassuring to have a Black Whistle with us.\Right, Riko?\Habo... uh... um...\Oh, what is it?\I'm sorry! I can't allow that! response:	Huh?!
context: Really?!\You bet.\It will be reassuring to have a Black Whistle with us.\Right, Riko?\Habo... uh... um...\Oh, what is it?\I'm sorry! I can't allow that!\Huh?! response:	You must be kidding...
context: You bet.\It will be reassuring to have a Black Whistle with us.\Right, Riko?\Habo... uh... um...\Oh, what is it?\I'm sorry! I can't allow that!\Huh?!\You must be kidding... response:	This right here... is our final lesson!
context: It will be reassuring to have a Black Whistle with us.\Right, Riko?\Habo... uh... um...\Oh, what is it?\I'm sorry! I can't allow that!\Huh?!\You must be kidding...\This right here... is our final lesson! response:	Huh?
context: Right, Riko?\Habo... uh... um...\Oh, what is it?\I'm sorry! I can't allow that!\Huh?!\You must be kidding...\This right here... is our final lesson!\Huh? response:	Oh, I see!
context: Habo... uh... um...\Oh, what is it?\I'm sorry! I can't allow that!\Huh?!\You must be kidding...\This right here... is our final lesson!\Huh?\Oh, I see! response:	Pretty clever of him, really.
context: Oh, what is it?\I'm sorry! I can't allow that!\Huh?!\You must be kidding...\This right here... is our final lesson!\Huh?\Oh, I see!\Pretty clever of him, really. response:	Well, if this is indeed your final lesson, I won't get in your way.
context: I'm sorry! I can't allow that!\Huh?!\You must be kidding...\This right here... is our final lesson!\Huh?\Oh, I see!\Pretty clever of him, really.\Well, if this is indeed your final lesson, I won't get in your way. response:	But he should have come himself to see you off one last time...
context: Huh?!\You must be kidding...\This right here... is our final lesson!\Huh?\Oh, I see!\Pretty clever of him, really.\Well, if this is indeed your final lesson, I won't get in your way.\But he should have come himself to see you off one last time... response:	Ah, but that wouldn't work'cause he'd catch you right away then, huh?!
context: You must be kidding...\This right here... is our final lesson!\Huh?\Oh, I see!\Pretty clever of him, really.\Well, if this is indeed your final lesson, I won't get in your way.\But he should have come himself to see you off one last time...\Ah, but that wouldn't work'cause he'd catch you right away then, huh?! response:	I'm sorry, Habo.
context: This right here... is our final lesson!\Huh?\Oh, I see!\Pretty clever of him, really.\Well, if this is indeed your final lesson, I won't get in your way.\But he should have come himself to see you off one last time...\Ah, but that wouldn't work'cause he'd catch you right away then, huh?!\I'm sorry, Habo. response:	You came all the way down here...
context: Huh?\Oh, I see!\Pretty clever of him, really.\Well, if this is indeed your final lesson, I won't get in your way.\But he should have come himself to see you off one last time...\Ah, but that wouldn't work'cause he'd catch you right away then, huh?!\I'm sorry, Habo.\You came all the way down here... response:	It's no problem!
context: Oh, I see!\Pretty clever of him, really.\Well, if this is indeed your final lesson, I won't get in your way.\But he should have come himself to see you off one last time...\Ah, but that wouldn't work'cause he'd catch you right away then, huh?!\I'm sorry, Habo.\You came all the way down here...\It's no problem! response:	Actually, I have some other business down here, anyway.
context: Pretty clever of him, really.\Well, if this is indeed your final lesson, I won't get in your way.\But he should have come himself to see you off one last time...\Ah, but that wouldn't work'cause he'd catch you right away then, huh?!\I'm sorry, Habo.\You came all the way down here...\It's no problem!\Actually, I have some other business down here, anyway. response:	Here.
context: Well, if this is indeed your final lesson, I won't get in your way.\But he should have come himself to see you off one last time...\Ah, but that wouldn't work'cause he'd catch you right away then, huh?!\I'm sorry, Habo.\You came all the way down here...\It's no problem!\Actually, I have some other business down here, anyway.\Here. response:	What's this?
context: But he should have come himself to see you off one last time...\Ah, but that wouldn't work'cause he'd catch you right away then, huh?!\I'm sorry, Habo.\You came all the way down here...\It's no problem!\Actually, I have some other business down here, anyway.\Here.\What's this? response:	It's a vaccine for the second layer that Blue Whistles and up take.
context: Ah, but that wouldn't work'cause he'd catch you right away then, huh?!\I'm sorry, Habo.\You came all the way down here...\It's no problem!\Actually, I have some other business down here, anyway.\Here.\What's this?\It's a vaccine for the second layer that Blue Whistles and up take. response:	It'll generally spare you from picking up the diving illness down there.
context: I'm sorry, Habo.\You came all the way down here...\It's no problem!\Actually, I have some other business down here, anyway.\Here.\What's this?\It's a vaccine for the second layer that Blue Whistles and up take.\It'll generally spare you from picking up the diving illness down there. response:	Also, these are left over from yesterday, but here's some mustard steamed buns to keep you going.
context: You came all the way down here...\It's no problem!\Actually, I have some other business down here, anyway.\Here.\What's this?\It's a vaccine for the second layer that Blue Whistles and up take.\It'll generally spare you from picking up the diving illness down there.\Also, these are left over from yesterday, but here's some mustard steamed buns to keep you going. response:	Don't wait too long to eat them.
context: It's no problem!\Actually, I have some other business down here, anyway.\Here.\What's this?\It's a vaccine for the second layer that Blue Whistles and up take.\It'll generally spare you from picking up the diving illness down there.\Also, these are left over from yesterday, but here's some mustard steamed buns to keep you going.\Don't wait too long to eat them. response:	Thank you, Habo!
context: Actually, I have some other business down here, anyway.\Here.\What's this?\It's a vaccine for the second layer that Blue Whistles and up take.\It'll generally spare you from picking up the diving illness down there.\Also, these are left over from yesterday, but here's some mustard steamed buns to keep you going.\Don't wait too long to eat them.\Thank you, Habo! response:	Lastly, and also most importantly...
context: Here.\What's this?\It's a vaccine for the second layer that Blue Whistles and up take.\It'll generally spare you from picking up the diving illness down there.\Also, these are left over from yesterday, but here's some mustard steamed buns to keep you going.\Don't wait too long to eat them.\Thank you, Habo!\Lastly, and also most importantly... response:	Since I won't be accompanying you any further, I should tell you this now.
context: What's this?\It's a vaccine for the second layer that Blue Whistles and up take.\It'll generally spare you from picking up the diving illness down there.\Also, these are left over from yesterday, but here's some mustard steamed buns to keep you going.\Don't wait too long to eat them.\Thank you, Habo!\Lastly, and also most importantly...\Since I won't be accompanying you any further, I should tell you this now. response:	About that monitoring base called Seeker Camp you're headed to,
context: It's a vaccine for the second layer that Blue Whistles and up take.\It'll generally spare you from picking up the diving illness down there.\Also, these are left over from yesterday, but here's some mustard steamed buns to keep you going.\Don't wait too long to eat them.\Thank you, Habo!\Lastly, and also most importantly...\Since I won't be accompanying you any further, I should tell you this now.\About that monitoring base called Seeker Camp you're headed to, response:	the guardian there is a bit of a strange one.
context: It'll generally spare you from picking up the diving illness down there.\Also, these are left over from yesterday, but here's some mustard steamed buns to keep you going.\Don't wait too long to eat them.\Thank you, Habo!\Lastly, and also most importantly...\Since I won't be accompanying you any further, I should tell you this now.\About that monitoring base called Seeker Camp you're headed to,\the guardian there is a bit of a strange one. response:	You mean the person who found the sealed letter from my mom?
context: Also, these are left over from yesterday, but here's some mustard steamed buns to keep you going.\Don't wait too long to eat them.\Thank you, Habo!\Lastly, and also most importantly...\Since I won't be accompanying you any further, I should tell you this now.\About that monitoring base called Seeker Camp you're headed to,\the guardian there is a bit of a strange one.\You mean the person who found the sealed letter from my mom? response:	Yes...
context: Don't wait too long to eat them.\Thank you, Habo!\Lastly, and also most importantly...\Since I won't be accompanying you any further, I should tell you this now.\About that monitoring base called Seeker Camp you're headed to,\the guardian there is a bit of a strange one.\You mean the person who found the sealed letter from my mom?\Yes... response:	The Unmovable Sovereign, Ozen the Immovable...
context: Thank you, Habo!\Lastly, and also most importantly...\Since I won't be accompanying you any further, I should tell you this now.\About that monitoring base called Seeker Camp you're headed to,\the guardian there is a bit of a strange one.\You mean the person who found the sealed letter from my mom?\Yes...\The Unmovable Sovereign, Ozen the Immovable... response:	a White Whistle who's still active.
context: Lastly, and also most importantly...\Since I won't be accompanying you any further, I should tell you this now.\About that monitoring base called Seeker Camp you're headed to,\the guardian there is a bit of a strange one.\You mean the person who found the sealed letter from my mom?\Yes...\The Unmovable Sovereign, Ozen the Immovable...\a White Whistle who's still active. response:	After you were born in the depths of the Abyss,
context: Since I won't be accompanying you any further, I should tell you this now.\About that monitoring base called Seeker Camp you're headed to,\the guardian there is a bit of a strange one.\You mean the person who found the sealed letter from my mom?\Yes...\The Unmovable Sovereign, Ozen the Immovable...\a White Whistle who's still active.\After you were born in the depths of the Abyss, response:	she's the one who carried you to the surface along with Lyza.
context: About that monitoring base called Seeker Camp you're headed to,\the guardian there is a bit of a strange one.\You mean the person who found the sealed letter from my mom?\Yes...\The Unmovable Sovereign, Ozen the Immovable...\a White Whistle who's still active.\After you were born in the depths of the Abyss,\she's the one who carried you to the surface along with Lyza. response:	A White Whistle?! And the very one who saved my life?!
context: the guardian there is a bit of a strange one.\You mean the person who found the sealed letter from my mom?\Yes...\The Unmovable Sovereign, Ozen the Immovable...\a White Whistle who's still active.\After you were born in the depths of the Abyss,\she's the one who carried you to the surface along with Lyza.\A White Whistle?! And the very one who saved my life?! response:	Wow!
context: You mean the person who found the sealed letter from my mom?\Yes...\The Unmovable Sovereign, Ozen the Immovable...\a White Whistle who's still active.\After you were born in the depths of the Abyss,\she's the one who carried you to the surface along with Lyza.\A White Whistle?! And the very one who saved my life?!\Wow! response:	But, Hablog, that doesn't seem like anything to be too worried about...
context: Yes...\The Unmovable Sovereign, Ozen the Immovable...\a White Whistle who's still active.\After you were born in the depths of the Abyss,\she's the one who carried you to the surface along with Lyza.\A White Whistle?! And the very one who saved my life?!\Wow!\But, Hablog, that doesn't seem like anything to be too worried about... response:	Please be wary of the White Whistle, Ozen.
context: The Unmovable Sovereign, Ozen the Immovable...\a White Whistle who's still active.\After you were born in the depths of the Abyss,\she's the one who carried you to the surface along with Lyza.\A White Whistle?! And the very one who saved my life?!\Wow!\But, Hablog, that doesn't seem like anything to be too worried about...\Please be wary of the White Whistle, Ozen. response:	I can't personally go into the details, but Riko might encounter some distressing things there...
context: a White Whistle who's still active.\After you were born in the depths of the Abyss,\she's the one who carried you to the surface along with Lyza.\A White Whistle?! And the very one who saved my life?!\Wow!\But, Hablog, that doesn't seem like anything to be too worried about...\Please be wary of the White Whistle, Ozen.\I can't personally go into the details, but Riko might encounter some distressing things there... response:	Please be prepared.
context: After you were born in the depths of the Abyss,\she's the one who carried you to the surface along with Lyza.\A White Whistle?! And the very one who saved my life?!\Wow!\But, Hablog, that doesn't seem like anything to be too worried about...\Please be wary of the White Whistle, Ozen.\I can't personally go into the details, but Riko might encounter some distressing things there...\Please be prepared. response:	It's alright! I'd like to meet a White Whistle, in any case!
context: she's the one who carried you to the surface along with Lyza.\A White Whistle?! And the very one who saved my life?!\Wow!\But, Hablog, that doesn't seem like anything to be too worried about...\Please be wary of the White Whistle, Ozen.\I can't personally go into the details, but Riko might encounter some distressing things there...\Please be prepared.\It's alright! I'd like to meet a White Whistle, in any case! response:	And stuff about my mom...
context: A White Whistle?! And the very one who saved my life?!\Wow!\But, Hablog, that doesn't seem like anything to be too worried about...\Please be wary of the White Whistle, Ozen.\I can't personally go into the details, but Riko might encounter some distressing things there...\Please be prepared.\It's alright! I'd like to meet a White Whistle, in any case!\And stuff about my mom... response:	and about the time when she found my mom's sealed letter...
context: Wow!\But, Hablog, that doesn't seem like anything to be too worried about...\Please be wary of the White Whistle, Ozen.\I can't personally go into the details, but Riko might encounter some distressing things there...\Please be prepared.\It's alright! I'd like to meet a White Whistle, in any case!\And stuff about my mom...\and about the time when she found my mom's sealed letter... response:	I've gotta ask about all that.
context: But, Hablog, that doesn't seem like anything to be too worried about...\Please be wary of the White Whistle, Ozen.\I can't personally go into the details, but Riko might encounter some distressing things there...\Please be prepared.\It's alright! I'd like to meet a White Whistle, in any case!\And stuff about my mom...\and about the time when she found my mom's sealed letter...\I've gotta ask about all that. response:	And besides, besides...
context: Please be wary of the White Whistle, Ozen.\I can't personally go into the details, but Riko might encounter some distressing things there...\Please be prepared.\It's alright! I'd like to meet a White Whistle, in any case!\And stuff about my mom...\and about the time when she found my mom's sealed letter...\I've gotta ask about all that.\And besides, besides... response:	Let's see...
context: I can't personally go into the details, but Riko might encounter some distressing things there...\Please be prepared.\It's alright! I'd like to meet a White Whistle, in any case!\And stuff about my mom...\and about the time when she found my mom's sealed letter...\I've gotta ask about all that.\And besides, besides...\Let's see... response:	You're right. You'll be fine.
context: Please be prepared.\It's alright! I'd like to meet a White Whistle, in any case!\And stuff about my mom...\and about the time when she found my mom's sealed letter...\I've gotta ask about all that.\And besides, besides...\Let's see...\You're right. You'll be fine. response:	You've got a reassuring partner with you, after all.
context: It's alright! I'd like to meet a White Whistle, in any case!\And stuff about my mom...\and about the time when she found my mom's sealed letter...\I've gotta ask about all that.\And besides, besides...\Let's see...\You're right. You'll be fine.\You've got a reassuring partner with you, after all. response:	Reg, take care of Riko.
context: And stuff about my mom...\and about the time when she found my mom's sealed letter...\I've gotta ask about all that.\And besides, besides...\Let's see...\You're right. You'll be fine.\You've got a reassuring partner with you, after all.\Reg, take care of Riko. response:	Understood. Leave it to me.
context: and about the time when she found my mom's sealed letter...\I've gotta ask about all that.\And besides, besides...\Let's see...\You're right. You'll be fine.\You've got a reassuring partner with you, after all.\Reg, take care of Riko.\Understood. Leave it to me. response:	Well, we're heading out now, Habo.
context: I've gotta ask about all that.\And besides, besides...\Let's see...\You're right. You'll be fine.\You've got a reassuring partner with you, after all.\Reg, take care of Riko.\Understood. Leave it to me.\Well, we're heading out now, Habo. response:	Alright, off you go.
context: And besides, besides...\Let's see...\You're right. You'll be fine.\You've got a reassuring partner with you, after all.\Reg, take care of Riko.\Understood. Leave it to me.\Well, we're heading out now, Habo.\Alright, off you go. response:	But if you dawdle around I'll become a White Whistle and catch up to you, you know.
context: Let's see...\You're right. You'll be fine.\You've got a reassuring partner with you, after all.\Reg, take care of Riko.\Understood. Leave it to me.\Well, we're heading out now, Habo.\Alright, off you go.\But if you dawdle around I'll become a White Whistle and catch up to you, you know. response:	Okay. Give my best to Auntie!
context: You're right. You'll be fine.\You've got a reassuring partner with you, after all.\Reg, take care of Riko.\Understood. Leave it to me.\Well, we're heading out now, Habo.\Alright, off you go.\But if you dawdle around I'll become a White Whistle and catch up to you, you know.\Okay. Give my best to Auntie! response:	Sure!
context: You've got a reassuring partner with you, after all.\Reg, take care of Riko.\Understood. Leave it to me.\Well, we're heading out now, Habo.\Alright, off you go.\But if you dawdle around I'll become a White Whistle and catch up to you, you know.\Okay. Give my best to Auntie!\Sure! response:	At any rate, we're all just the netherworld's lost children...
context: Reg, take care of Riko.\Understood. Leave it to me.\Well, we're heading out now, Habo.\Alright, off you go.\But if you dawdle around I'll become a White Whistle and catch up to you, you know.\Okay. Give my best to Auntie!\Sure!\At any rate, we're all just the netherworld's lost children... response:	Sooner or later, I knew this day would come...
context: Understood. Leave it to me.\Well, we're heading out now, Habo.\Alright, off you go.\But if you dawdle around I'll become a White Whistle and catch up to you, you know.\Okay. Give my best to Auntie!\Sure!\At any rate, we're all just the netherworld's lost children...\Sooner or later, I knew this day would come... response:	Reg, over there!
context: Well, we're heading out now, Habo.\Alright, off you go.\But if you dawdle around I'll become a White Whistle and catch up to you, you know.\Okay. Give my best to Auntie!\Sure!\At any rate, we're all just the netherworld's lost children...\Sooner or later, I knew this day would come...\Reg, over there! response:	It's a wind-riding windmill!
context: Alright, off you go.\But if you dawdle around I'll become a White Whistle and catch up to you, you know.\Okay. Give my best to Auntie!\Sure!\At any rate, we're all just the netherworld's lost children...\Sooner or later, I knew this day would come...\Reg, over there!\It's a wind-riding windmill! response:	Oh? What's that?
context: But if you dawdle around I'll become a White Whistle and catch up to you, you know.\Okay. Give my best to Auntie!\Sure!\At any rate, we're all just the netherworld's lost children...\Sooner or later, I knew this day would come...\Reg, over there!\It's a wind-riding windmill!\Oh? What's that? response:	A long time ago they used those to capture updrafts, apparently.
context: Okay. Give my best to Auntie!\Sure!\At any rate, we're all just the netherworld's lost children...\Sooner or later, I knew this day would come...\Reg, over there!\It's a wind-riding windmill!\Oh? What's that?\A long time ago they used those to capture updrafts, apparently. response:	I hear they've been around for more than 4,000 years.
context: Sure!\At any rate, we're all just the netherworld's lost children...\Sooner or later, I knew this day would come...\Reg, over there!\It's a wind-riding windmill!\Oh? What's that?\A long time ago they used those to capture updrafts, apparently.\I hear they've been around for more than 4,000 years. response:	They've done well to last so long.
context: At any rate, we're all just the netherworld's lost children...\Sooner or later, I knew this day would come...\Reg, over there!\It's a wind-riding windmill!\Oh? What's that?\A long time ago they used those to capture updrafts, apparently.\I hear they've been around for more than 4,000 years.\They've done well to last so long. response:	The fact that we've passed by them means...
context: Sooner or later, I knew this day would come...\Reg, over there!\It's a wind-riding windmill!\Oh? What's that?\A long time ago they used those to capture updrafts, apparently.\I hear they've been around for more than 4,000 years.\They've done well to last so long.\The fact that we've passed by them means... response:	This is the depths' second layer...
context: Reg, over there!\It's a wind-riding windmill!\Oh? What's that?\A long time ago they used those to capture updrafts, apparently.\I hear they've been around for more than 4,000 years.\They've done well to last so long.\The fact that we've passed by them means...\This is the depths' second layer... response:	We did it, Reg!
context: It's a wind-riding windmill!\Oh? What's that?\A long time ago they used those to capture updrafts, apparently.\I hear they've been around for more than 4,000 years.\They've done well to last so long.\The fact that we've passed by them means...\This is the depths' second layer...\We did it, Reg! response:	We've survived our final lesson!
context: Oh? What's that?\A long time ago they used those to capture updrafts, apparently.\I hear they've been around for more than 4,000 years.\They've done well to last so long.\The fact that we've passed by them means...\This is the depths' second layer...\We did it, Reg!\We've survived our final lesson! response:	Is that so?
context: A long time ago they used those to capture updrafts, apparently.\I hear they've been around for more than 4,000 years.\They've done well to last so long.\The fact that we've passed by them means...\This is the depths' second layer...\We did it, Reg!\We've survived our final lesson!\Is that so? response:	Sure is!
context: I hear they've been around for more than 4,000 years.\They've done well to last so long.\The fact that we've passed by them means...\This is the depths' second layer...\We did it, Reg!\We've survived our final lesson!\Is that so?\Sure is! response:	Leader, we pulled it off!
context: They've done well to last so long.\The fact that we've passed by them means...\This is the depths' second layer...\We did it, Reg!\We've survived our final lesson!\Is that so?\Sure is!\Leader, we pulled it off! response:	It hasn't really hit me yet...
context: The fact that we've passed by them means...\This is the depths' second layer...\We did it, Reg!\We've survived our final lesson!\Is that so?\Sure is!\Leader, we pulled it off!\It hasn't really hit me yet... response:	Did we really get away from them?
context: This is the depths' second layer...\We did it, Reg!\We've survived our final lesson!\Is that so?\Sure is!\Leader, we pulled it off!\It hasn't really hit me yet...\Did we really get away from them? response:	That's right!
context: We did it, Reg!\We've survived our final lesson!\Is that so?\Sure is!\Leader, we pulled it off!\It hasn't really hit me yet...\Did we really get away from them?\That's right! response:	We don't have to worry about anyone pursuing us anymore!
context: We've survived our final lesson!\Is that so?\Sure is!\Leader, we pulled it off!\It hasn't really hit me yet...\Did we really get away from them?\That's right!\We don't have to worry about anyone pursuing us anymore! response:	If we descend down this far, no help will be sent after us...
context: Is that so?\Sure is!\Leader, we pulled it off!\It hasn't really hit me yet...\Did we really get away from them?\That's right!\We don't have to worry about anyone pursuing us anymore!\If we descend down this far, no help will be sent after us... response:	That's because both heading here and returning home become very difficult...
context: Sure is!\Leader, we pulled it off!\It hasn't really hit me yet...\Did we really get away from them?\That's right!\We don't have to worry about anyone pursuing us anymore!\If we descend down this far, no help will be sent after us...\That's because both heading here and returning home become very difficult... response:	I'm quite sure that's what Shiggy said.
context: Leader, we pulled it off!\It hasn't really hit me yet...\Did we really get away from them?\That's right!\We don't have to worry about anyone pursuing us anymore!\If we descend down this far, no help will be sent after us...\That's because both heading here and returning home become very difficult...\I'm quite sure that's what Shiggy said. response:	So, in other words, down here even the search party would find that it itself is the one being pursued.
context: It hasn't really hit me yet...\Did we really get away from them?\That's right!\We don't have to worry about anyone pursuing us anymore!\If we descend down this far, no help will be sent after us...\That's because both heading here and returning home become very difficult...\I'm quite sure that's what Shiggy said.\So, in other words, down here even the search party would find that it itself is the one being pursued. response:	Let's hurry on, Reg.
context: Did we really get away from them?\That's right!\We don't have to worry about anyone pursuing us anymore!\If we descend down this far, no help will be sent after us...\That's because both heading here and returning home become very difficult...\I'm quite sure that's what Shiggy said.\So, in other words, down here even the search party would find that it itself is the one being pursued.\Let's hurry on, Reg. response:	It might be calling all of its buddies over here.
context: That's right!\We don't have to worry about anyone pursuing us anymore!\If we descend down this far, no help will be sent after us...\That's because both heading here and returning home become very difficult...\I'm quite sure that's what Shiggy said.\So, in other words, down here even the search party would find that it itself is the one being pursued.\Let's hurry on, Reg.\It might be calling all of its buddies over here. response:	Yeah...
context: We don't have to worry about anyone pursuing us anymore!\If we descend down this far, no help will be sent after us...\That's because both heading here and returning home become very difficult...\I'm quite sure that's what Shiggy said.\So, in other words, down here even the search party would find that it itself is the one being pursued.\Let's hurry on, Reg.\It might be calling all of its buddies over here.\Yeah... response:	It's not that we've successfully escaped...
context: If we descend down this far, no help will be sent after us...\That's because both heading here and returning home become very difficult...\I'm quite sure that's what Shiggy said.\So, in other words, down here even the search party would find that it itself is the one being pursued.\Let's hurry on, Reg.\It might be calling all of its buddies over here.\Yeah...\It's not that we've successfully escaped... response:	Isn't it rather that we're now being pursued by all kinds of things that exist outside the territory of man?
context: That's because both heading here and returning home become very difficult...\I'm quite sure that's what Shiggy said.\So, in other words, down here even the search party would find that it itself is the one being pursued.\Let's hurry on, Reg.\It might be calling all of its buddies over here.\Yeah...\It's not that we've successfully escaped...\Isn't it rather that we're now being pursued by all kinds of things that exist outside the territory of man? response:	Sora ni ukanderu hikaru nami o
context: I'm quite sure that's what Shiggy said.\So, in other words, down here even the search party would find that it itself is the one being pursued.\Let's hurry on, Reg.\It might be calling all of its buddies over here.\Yeah...\It's not that we've successfully escaped...\Isn't it rather that we're now being pursued by all kinds of things that exist outside the territory of man?\Sora ni ukanderu hikaru nami o response:	Tabanete niji no hashi o kakeyou
context: So, in other words, down here even the search party would find that it itself is the one being pursued.\Let's hurry on, Reg.\It might be calling all of its buddies over here.\Yeah...\It's not that we've successfully escaped...\Isn't it rather that we're now being pursued by all kinds of things that exist outside the territory of man?\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou response:	Ayaui ashiba, suberu slope
context: Let's hurry on, Reg.\It might be calling all of its buddies over here.\Yeah...\It's not that we've successfully escaped...\Isn't it rather that we're now being pursued by all kinds of things that exist outside the territory of man?\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope response:	Kako to mirai no michishirube
context: It might be calling all of its buddies over here.\Yeah...\It's not that we've successfully escaped...\Isn't it rather that we're now being pursued by all kinds of things that exist outside the territory of man?\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube response:	Kimi no hidarite, boku no migite o
context: Yeah...\It's not that we've successfully escaped...\Isn't it rather that we're now being pursued by all kinds of things that exist outside the territory of man?\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o response:	Tsunaide tsunagete hajimeyou
context: It's not that we've successfully escaped...\Isn't it rather that we're now being pursued by all kinds of things that exist outside the territory of man?\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou response:	Itsumo soba ni iru yo
context: Isn't it rather that we're now being pursued by all kinds of things that exist outside the territory of man?\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo response:	Kako mo ima mo mirai mo
context: Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo response:	Dakara mayowazu ni aruiteikou
