context: Wow, it's cold! response:	Hey, this window pane is completely smashed.
context: It is for that reason that Masters kill other Masters.\Then, what if I used up my Command Seals right now?\Wait, that's...\True, your rights as a Master would be lost.\Although I cannot imagine a mage using magic as powerful as a Command Seal\in so wasteful a manner.\If there were such a mage, they would be less than a novice, and merely a coward.\Have I convinced you? response:	Then let us go back to the beginning, Emiya Shirou.
context: Then, what if I used up my Command Seals right now?\Wait, that's...\True, your rights as a Master would be lost.\Although I cannot imagine a mage using magic as powerful as a Command Seal\in so wasteful a manner.\If there were such a mage, they would be less than a novice, and merely a coward.\Have I convinced you?\Then let us go back to the beginning, Emiya Shirou. response:	If you wish to forfeit your status as Master, then so be it.
context: Wait, that's...\True, your rights as a Master would be lost.\Although I cannot imagine a mage using magic as powerful as a Command Seal\in so wasteful a manner.\If there were such a mage, they would be less than a novice, and merely a coward.\Have I convinced you?\Then let us go back to the beginning, Emiya Shirou.\If you wish to forfeit your status as Master, then so be it. response:	Simply use up your Command Seals, and break your contract with Saber.
context: True, your rights as a Master would be lost.\Although I cannot imagine a mage using magic as powerful as a Command Seal\in so wasteful a manner.\If there were such a mage, they would be less than a novice, and merely a coward.\Have I convinced you?\Then let us go back to the beginning, Emiya Shirou.\If you wish to forfeit your status as Master, then so be it.\Simply use up your Command Seals, and break your contract with Saber. response:	If you do so, I shall guarantee your safety until the Holy Grail War's end.
context: Although I cannot imagine a mage using magic as powerful as a Command Seal\in so wasteful a manner.\If there were such a mage, they would be less than a novice, and merely a coward.\Have I convinced you?\Then let us go back to the beginning, Emiya Shirou.\If you wish to forfeit your status as Master, then so be it.\Simply use up your Command Seals, and break your contract with Saber.\If you do so, I shall guarantee your safety until the Holy Grail War's end. response:	Why would I need you to guarantee my safety?
context: in so wasteful a manner.\If there were such a mage, they would be less than a novice, and merely a coward.\Have I convinced you?\Then let us go back to the beginning, Emiya Shirou.\If you wish to forfeit your status as Master, then so be it.\Simply use up your Command Seals, and break your contract with Saber.\If you do so, I shall guarantee your safety until the Holy Grail War's end.\Why would I need you to guarantee my safety? response:	I was dispatched here to oversee the cycle of Holy Grail Wars.
context: If there were such a mage, they would be less than a novice, and merely a coward.\Have I convinced you?\Then let us go back to the beginning, Emiya Shirou.\If you wish to forfeit your status as Master, then so be it.\Simply use up your Command Seals, and break your contract with Saber.\If you do so, I shall guarantee your safety until the Holy Grail War's end.\Why would I need you to guarantee my safety?\I was dispatched here to oversee the cycle of Holy Grail Wars. response:	Safeguarding mages that are no longer Masters is the overseer's top priority.
context: Have I convinced you?\Then let us go back to the beginning, Emiya Shirou.\If you wish to forfeit your status as Master, then so be it.\Simply use up your Command Seals, and break your contract with Saber.\If you do so, I shall guarantee your safety until the Holy Grail War's end.\Why would I need you to guarantee my safety?\I was dispatched here to oversee the cycle of Holy Grail Wars.\Safeguarding mages that are no longer Masters is the overseer's top priority. response:	Cycle?
context: Then let us go back to the beginning, Emiya Shirou.\If you wish to forfeit your status as Master, then so be it.\Simply use up your Command Seals, and break your contract with Saber.\If you do so, I shall guarantee your safety until the Holy Grail War's end.\Why would I need you to guarantee my safety?\I was dispatched here to oversee the cycle of Holy Grail Wars.\Safeguarding mages that are no longer Masters is the overseer's top priority.\Cycle? response:	Hang on...
context: If you wish to forfeit your status as Master, then so be it.\Simply use up your Command Seals, and break your contract with Saber.\If you do so, I shall guarantee your safety until the Holy Grail War's end.\Why would I need you to guarantee my safety?\I was dispatched here to oversee the cycle of Holy Grail Wars.\Safeguarding mages that are no longer Masters is the overseer's top priority.\Cycle?\Hang on... response:	The Holy Grail War didn't begin just now?
context: Simply use up your Command Seals, and break your contract with Saber.\If you do so, I shall guarantee your safety until the Holy Grail War's end.\Why would I need you to guarantee my safety?\I was dispatched here to oversee the cycle of Holy Grail Wars.\Safeguarding mages that are no longer Masters is the overseer's top priority.\Cycle?\Hang on...\The Holy Grail War didn't begin just now? response:	This is the fifth one.
context: If you do so, I shall guarantee your safety until the Holy Grail War's end.\Why would I need you to guarantee my safety?\I was dispatched here to oversee the cycle of Holy Grail Wars.\Safeguarding mages that are no longer Masters is the overseer's top priority.\Cycle?\Hang on...\The Holy Grail War didn't begin just now?\This is the fifth one. response:	The previous one was ten years ago, making this the shortest cycle yet.
context: Why would I need you to guarantee my safety?\I was dispatched here to oversee the cycle of Holy Grail Wars.\Safeguarding mages that are no longer Masters is the overseer's top priority.\Cycle?\Hang on...\The Holy Grail War didn't begin just now?\This is the fifth one.\The previous one was ten years ago, making this the shortest cycle yet. response:	This has happened four times before?
context: I was dispatched here to oversee the cycle of Holy Grail Wars.\Safeguarding mages that are no longer Masters is the overseer's top priority.\Cycle?\Hang on...\The Holy Grail War didn't begin just now?\This is the fifth one.\The previous one was ten years ago, making this the shortest cycle yet.\This has happened four times before? response:	Yes.
context: Safeguarding mages that are no longer Masters is the overseer's top priority.\Cycle?\Hang on...\The Holy Grail War didn't begin just now?\This is the fifth one.\The previous one was ten years ago, making this the shortest cycle yet.\This has happened four times before?\Yes. response:	Each time, the Holy Grail War has grown still more brutal.
context: Cycle?\Hang on...\The Holy Grail War didn't begin just now?\This is the fifth one.\The previous one was ten years ago, making this the shortest cycle yet.\This has happened four times before?\Yes.\Each time, the Holy Grail War has grown still more brutal. response:	Driven by their desires, Masters have engaged in indiscriminate slaughter.
context: Hang on...\The Holy Grail War didn't begin just now?\This is the fifth one.\The previous one was ten years ago, making this the shortest cycle yet.\This has happened four times before?\Yes.\Each time, the Holy Grail War has grown still more brutal.\Driven by their desires, Masters have engaged in indiscriminate slaughter. response:	Indiscriminate slaughter...
context: The Holy Grail War didn't begin just now?\This is the fifth one.\The previous one was ten years ago, making this the shortest cycle yet.\This has happened four times before?\Yes.\Each time, the Holy Grail War has grown still more brutal.\Driven by their desires, Masters have engaged in indiscriminate slaughter.\Indiscriminate slaughter... response:	Then, what would happen if the guy who won the Grail were a complete bastard?
context: This is the fifth one.\The previous one was ten years ago, making this the shortest cycle yet.\This has happened four times before?\Yes.\Each time, the Holy Grail War has grown still more brutal.\Driven by their desires, Masters have engaged in indiscriminate slaughter.\Indiscriminate slaughter...\Then, what would happen if the guy who won the Grail were a complete bastard? response:	It is beyond our means to stop one whom the Grail has chosen.
context: The previous one was ten years ago, making this the shortest cycle yet.\This has happened four times before?\Yes.\Each time, the Holy Grail War has grown still more brutal.\Driven by their desires, Masters have engaged in indiscriminate slaughter.\Indiscriminate slaughter...\Then, what would happen if the guy who won the Grail were a complete bastard?\It is beyond our means to stop one whom the Grail has chosen. response:	After all, it is the omnipotent wish-granting chalice.
context: This has happened four times before?\Yes.\Each time, the Holy Grail War has grown still more brutal.\Driven by their desires, Masters have engaged in indiscriminate slaughter.\Indiscriminate slaughter...\Then, what would happen if the guy who won the Grail were a complete bastard?\It is beyond our means to stop one whom the Grail has chosen.\After all, it is the omnipotent wish-granting chalice. response:	If you do not wish that to happen, Emiya Shirou, win it yourself.
context: Yes.\Each time, the Holy Grail War has grown still more brutal.\Driven by their desires, Masters have engaged in indiscriminate slaughter.\Indiscriminate slaughter...\Then, what would happen if the guy who won the Grail were a complete bastard?\It is beyond our means to stop one whom the Grail has chosen.\After all, it is the omnipotent wish-granting chalice.\If you do not wish that to happen, Emiya Shirou, win it yourself. response:	At the very least, if you win, it will not go to an indiscriminate killer, yes?
context: Each time, the Holy Grail War has grown still more brutal.\Driven by their desires, Masters have engaged in indiscriminate slaughter.\Indiscriminate slaughter...\Then, what would happen if the guy who won the Grail were a complete bastard?\It is beyond our means to stop one whom the Grail has chosen.\After all, it is the omnipotent wish-granting chalice.\If you do not wish that to happen, Emiya Shirou, win it yourself.\At the very least, if you win, it will not go to an indiscriminate killer, yes? response:	I have no reason to fight.
context: Driven by their desires, Masters have engaged in indiscriminate slaughter.\Indiscriminate slaughter...\Then, what would happen if the guy who won the Grail were a complete bastard?\It is beyond our means to stop one whom the Grail has chosen.\After all, it is the omnipotent wish-granting chalice.\If you do not wish that to happen, Emiya Shirou, win it yourself.\At the very least, if you win, it will not go to an indiscriminate killer, yes?\I have no reason to fight. response:	So you have no interest in what the Grail's holder does,
context: Indiscriminate slaughter...\Then, what would happen if the guy who won the Grail were a complete bastard?\It is beyond our means to stop one whom the Grail has chosen.\After all, it is the omnipotent wish-granting chalice.\If you do not wish that to happen, Emiya Shirou, win it yourself.\At the very least, if you win, it will not go to an indiscriminate killer, yes?\I have no reason to fight.\So you have no interest in what the Grail's holder does, response:	even if disaster is the result?
context: Then, what would happen if the guy who won the Grail were a complete bastard?\It is beyond our means to stop one whom the Grail has chosen.\After all, it is the omnipotent wish-granting chalice.\If you do not wish that to happen, Emiya Shirou, win it yourself.\At the very least, if you win, it will not go to an indiscriminate killer, yes?\I have no reason to fight.\So you have no interest in what the Grail's holder does,\even if disaster is the result? response:	That's not...
context: It is beyond our means to stop one whom the Grail has chosen.\After all, it is the omnipotent wish-granting chalice.\If you do not wish that to happen, Emiya Shirou, win it yourself.\At the very least, if you win, it will not go to an indiscriminate killer, yes?\I have no reason to fight.\So you have no interest in what the Grail's holder does,\even if disaster is the result?\That's not... response:	If you have no reason to fight, fine.
context: After all, it is the omnipotent wish-granting chalice.\If you do not wish that to happen, Emiya Shirou, win it yourself.\At the very least, if you win, it will not go to an indiscriminate killer, yes?\I have no reason to fight.\So you have no interest in what the Grail's holder does,\even if disaster is the result?\That's not...\If you have no reason to fight, fine. response:	Then you also have no interest in the events of ten years ago?
context: If you do not wish that to happen, Emiya Shirou, win it yourself.\At the very least, if you win, it will not go to an indiscriminate killer, yes?\I have no reason to fight.\So you have no interest in what the Grail's holder does,\even if disaster is the result?\That's not...\If you have no reason to fight, fine.\Then you also have no interest in the events of ten years ago? response:	Ten years ago?
context: At the very least, if you win, it will not go to an indiscriminate killer, yes?\I have no reason to fight.\So you have no interest in what the Grail's holder does,\even if disaster is the result?\That's not...\If you have no reason to fight, fine.\Then you also have no interest in the events of ten years ago?\Ten years ago? response:	Indeed.
context: I have no reason to fight.\So you have no interest in what the Grail's holder does,\even if disaster is the result?\That's not...\If you have no reason to fight, fine.\Then you also have no interest in the events of ten years ago?\Ten years ago?\Indeed. response:	At the end of the previous Grail War, an unworthy Master touched the Grail.
context: So you have no interest in what the Grail's holder does,\even if disaster is the result?\That's not...\If you have no reason to fight, fine.\Then you also have no interest in the events of ten years ago?\Ten years ago?\Indeed.\At the end of the previous Grail War, an unworthy Master touched the Grail. response:	I know not what that Master wished.
context: even if disaster is the result?\That's not...\If you have no reason to fight, fine.\Then you also have no interest in the events of ten years ago?\Ten years ago?\Indeed.\At the end of the previous Grail War, an unworthy Master touched the Grail.\I know not what that Master wished. response:	We can only see the aftermath of the resultant disaster.
context: That's not...\If you have no reason to fight, fine.\Then you also have no interest in the events of ten years ago?\Ten years ago?\Indeed.\At the end of the previous Grail War, an unworthy Master touched the Grail.\I know not what that Master wished.\We can only see the aftermath of the resultant disaster. response:	Wait a minute.
context: If you have no reason to fight, fine.\Then you also have no interest in the events of ten years ago?\Ten years ago?\Indeed.\At the end of the previous Grail War, an unworthy Master touched the Grail.\I know not what that Master wished.\We can only see the aftermath of the resultant disaster.\Wait a minute. response:	Are you saying...
context: Then you also have no interest in the events of ten years ago?\Ten years ago?\Indeed.\At the end of the previous Grail War, an unworthy Master touched the Grail.\I know not what that Master wished.\We can only see the aftermath of the resultant disaster.\Wait a minute.\Are you saying... response:	I am.
context: Ten years ago?\Indeed.\At the end of the previous Grail War, an unworthy Master touched the Grail.\I know not what that Master wished.\We can only see the aftermath of the resultant disaster.\Wait a minute.\Are you saying...\I am. response:	The New Fuyuki fire, whose cause remains unknown,
context: Indeed.\At the end of the previous Grail War, an unworthy Master touched the Grail.\I know not what that Master wished.\We can only see the aftermath of the resultant disaster.\Wait a minute.\Are you saying...\I am.\The New Fuyuki fire, whose cause remains unknown, response:	was the aftermath of the Holy Grail War.
context: At the end of the previous Grail War, an unworthy Master touched the Grail.\I know not what that Master wished.\We can only see the aftermath of the resultant disaster.\Wait a minute.\Are you saying...\I am.\The New Fuyuki fire, whose cause remains unknown,\was the aftermath of the Holy Grail War. response:	Emiya-kun!
context: I know not what that Master wished.\We can only see the aftermath of the resultant disaster.\Wait a minute.\Are you saying...\I am.\The New Fuyuki fire, whose cause remains unknown,\was the aftermath of the Holy Grail War.\Emiya-kun! response:	You said that this is the fifth one, right?
context: We can only see the aftermath of the resultant disaster.\Wait a minute.\Are you saying...\I am.\The New Fuyuki fire, whose cause remains unknown,\was the aftermath of the Holy Grail War.\Emiya-kun!\You said that this is the fifth one, right? response:	Has anyone ever won the Grail, then?
context: Wait a minute.\Are you saying...\I am.\The New Fuyuki fire, whose cause remains unknown,\was the aftermath of the Holy Grail War.\Emiya-kun!\You said that this is the fifth one, right?\Has anyone ever won the Grail, then? response:	One man did, indeed, hold the Grail, albeit briefly.
context: Are you saying...\I am.\The New Fuyuki fire, whose cause remains unknown,\was the aftermath of the Holy Grail War.\Emiya-kun!\You said that this is the fifth one, right?\Has anyone ever won the Grail, then?\One man did, indeed, hold the Grail, albeit briefly. response:	What happened to him?
context: I am.\The New Fuyuki fire, whose cause remains unknown,\was the aftermath of the Holy Grail War.\Emiya-kun!\You said that this is the fifth one, right?\Has anyone ever won the Grail, then?\One man did, indeed, hold the Grail, albeit briefly.\What happened to him? response:	Nothing.
context: The New Fuyuki fire, whose cause remains unknown,\was the aftermath of the Holy Grail War.\Emiya-kun!\You said that this is the fifth one, right?\Has anyone ever won the Grail, then?\One man did, indeed, hold the Grail, albeit briefly.\What happened to him?\Nothing. response:	That Grail did not achieve completion.
context: was the aftermath of the Holy Grail War.\Emiya-kun!\You said that this is the fifth one, right?\Has anyone ever won the Grail, then?\One man did, indeed, hold the Grail, albeit briefly.\What happened to him?\Nothing.\That Grail did not achieve completion. response:	The result of a foolish man letting sentiment get the better of him...
context: Emiya-kun!\You said that this is the fifth one, right?\Has anyone ever won the Grail, then?\One man did, indeed, hold the Grail, albeit briefly.\What happened to him?\Nothing.\That Grail did not achieve completion.\The result of a foolish man letting sentiment get the better of him... response:	Simply causing the Grail to appear is trivial.
context: You said that this is the fifth one, right?\Has anyone ever won the Grail, then?\One man did, indeed, hold the Grail, albeit briefly.\What happened to him?\Nothing.\That Grail did not achieve completion.\The result of a foolish man letting sentiment get the better of him...\Simply causing the Grail to appear is trivial. response:	Once the seven Masters are gathered, the Grail will appear in time.
context: Has anyone ever won the Grail, then?\One man did, indeed, hold the Grail, albeit briefly.\What happened to him?\Nothing.\That Grail did not achieve completion.\The result of a foolish man letting sentiment get the better of him...\Simply causing the Grail to appear is trivial.\Once the seven Masters are gathered, the Grail will appear in time. response:	As Rin says, it is not necessary to slay the other Masters.
context: One man did, indeed, hold the Grail, albeit briefly.\What happened to him?\Nothing.\That Grail did not achieve completion.\The result of a foolish man letting sentiment get the better of him...\Simply causing the Grail to appear is trivial.\Once the seven Masters are gathered, the Grail will appear in time.\As Rin says, it is not necessary to slay the other Masters. response:	But unless you do so, the Grail will never be complete.
context: What happened to him?\Nothing.\That Grail did not achieve completion.\The result of a foolish man letting sentiment get the better of him...\Simply causing the Grail to appear is trivial.\Once the seven Masters are gathered, the Grail will appear in time.\As Rin says, it is not necessary to slay the other Masters.\But unless you do so, the Grail will never be complete. response:	It chooses the Master who is worthy of it.
context: Nothing.\That Grail did not achieve completion.\The result of a foolish man letting sentiment get the better of him...\Simply causing the Grail to appear is trivial.\Once the seven Masters are gathered, the Grail will appear in time.\As Rin says, it is not necessary to slay the other Masters.\But unless you do so, the Grail will never be complete.\It chooses the Master who is worthy of it. response:	That is why this man, who avoided fighting, did not win the Grail.
context: That Grail did not achieve completion.\The result of a foolish man letting sentiment get the better of him...\Simply causing the Grail to appear is trivial.\Once the seven Masters are gathered, the Grail will appear in time.\As Rin says, it is not necessary to slay the other Masters.\But unless you do so, the Grail will never be complete.\It chooses the Master who is worthy of it.\That is why this man, who avoided fighting, did not win the Grail. response:	In other words,
context: The result of a foolish man letting sentiment get the better of him...\Simply causing the Grail to appear is trivial.\Once the seven Masters are gathered, the Grail will appear in time.\As Rin says, it is not necessary to slay the other Masters.\But unless you do so, the Grail will never be complete.\It chooses the Master who is worthy of it.\That is why this man, who avoided fighting, did not win the Grail.\In other words, response:	the Grail is meaningless if you obtain it without finishing off the other Masters.
context: Simply causing the Grail to appear is trivial.\Once the seven Masters are gathered, the Grail will appear in time.\As Rin says, it is not necessary to slay the other Masters.\But unless you do so, the Grail will never be complete.\It chooses the Master who is worthy of it.\That is why this man, who avoided fighting, did not win the Grail.\In other words,\the Grail is meaningless if you obtain it without finishing off the other Masters. response:	In the last war, the Master who was first to get his hands on the Grail was weak.
context: Once the seven Masters are gathered, the Grail will appear in time.\As Rin says, it is not necessary to slay the other Masters.\But unless you do so, the Grail will never be complete.\It chooses the Master who is worthy of it.\That is why this man, who avoided fighting, did not win the Grail.\In other words,\the Grail is meaningless if you obtain it without finishing off the other Masters.\In the last war, the Master who was first to get his hands on the Grail was weak. response:	That is all I have to say.
context: As Rin says, it is not necessary to slay the other Masters.\But unless you do so, the Grail will never be complete.\It chooses the Master who is worthy of it.\That is why this man, who avoided fighting, did not win the Grail.\In other words,\the Grail is meaningless if you obtain it without finishing off the other Masters.\In the last war, the Master who was first to get his hands on the Grail was weak.\That is all I have to say. response:	Whether or not you decide to participate in the Holy Grail War,
context: But unless you do so, the Grail will never be complete.\It chooses the Master who is worthy of it.\That is why this man, who avoided fighting, did not win the Grail.\In other words,\the Grail is meaningless if you obtain it without finishing off the other Masters.\In the last war, the Master who was first to get his hands on the Grail was weak.\That is all I have to say.\Whether or not you decide to participate in the Holy Grail War, response:	let us decide it here, Emiya Shirou.
context: It chooses the Master who is worthy of it.\That is why this man, who avoided fighting, did not win the Grail.\In other words,\the Grail is meaningless if you obtain it without finishing off the other Masters.\In the last war, the Master who was first to get his hands on the Grail was weak.\That is all I have to say.\Whether or not you decide to participate in the Holy Grail War,\let us decide it here, Emiya Shirou. response:	Rejoice, boy.
context: That is why this man, who avoided fighting, did not win the Grail.\In other words,\the Grail is meaningless if you obtain it without finishing off the other Masters.\In the last war, the Master who was first to get his hands on the Grail was weak.\That is all I have to say.\Whether or not you decide to participate in the Holy Grail War,\let us decide it here, Emiya Shirou.\Rejoice, boy. response:	Your wish will, at last, come true.
context: In other words,\the Grail is meaningless if you obtain it without finishing off the other Masters.\In the last war, the Master who was first to get his hands on the Grail was weak.\That is all I have to say.\Whether or not you decide to participate in the Holy Grail War,\let us decide it here, Emiya Shirou.\Rejoice, boy.\Your wish will, at last, come true. response:	Surely you've realized...
context: the Grail is meaningless if you obtain it without finishing off the other Masters.\In the last war, the Master who was first to get his hands on the Grail was weak.\That is all I have to say.\Whether or not you decide to participate in the Holy Grail War,\let us decide it here, Emiya Shirou.\Rejoice, boy.\Your wish will, at last, come true.\Surely you've realized... response:	Your wish cannot come true without a clear and distinct evil.
context: In the last war, the Master who was first to get his hands on the Grail was weak.\That is all I have to say.\Whether or not you decide to participate in the Holy Grail War,\let us decide it here, Emiya Shirou.\Rejoice, boy.\Your wish will, at last, come true.\Surely you've realized...\Your wish cannot come true without a clear and distinct evil. response:	Even if you refuse to admit it, a hero of justice
context: That is all I have to say.\Whether or not you decide to participate in the Holy Grail War,\let us decide it here, Emiya Shirou.\Rejoice, boy.\Your wish will, at last, come true.\Surely you've realized...\Your wish cannot come true without a clear and distinct evil.\Even if you refuse to admit it, a hero of justice response:	must have an evil to defeat.
context: Whether or not you decide to participate in the Holy Grail War,\let us decide it here, Emiya Shirou.\Rejoice, boy.\Your wish will, at last, come true.\Surely you've realized...\Your wish cannot come true without a clear and distinct evil.\Even if you refuse to admit it, a hero of justice\must have an evil to defeat. response:	Shirou, have you concluded your business here?
context: let us decide it here, Emiya Shirou.\Rejoice, boy.\Your wish will, at last, come true.\Surely you've realized...\Your wish cannot come true without a clear and distinct evil.\Even if you refuse to admit it, a hero of justice\must have an evil to defeat.\Shirou, have you concluded your business here? response:	Yeah.
context: Rejoice, boy.\Your wish will, at last, come true.\Surely you've realized...\Your wish cannot come true without a clear and distinct evil.\Even if you refuse to admit it, a hero of justice\must have an evil to defeat.\Shirou, have you concluded your business here?\Yeah. response:	And?
context: Your wish will, at last, come true.\Surely you've realized...\Your wish cannot come true without a clear and distinct evil.\Even if you refuse to admit it, a hero of justice\must have an evil to defeat.\Shirou, have you concluded your business here?\Yeah.\And? response:	I have decided to fight as a Master.
context: Surely you've realized...\Your wish cannot come true without a clear and distinct evil.\Even if you refuse to admit it, a hero of justice\must have an evil to defeat.\Shirou, have you concluded your business here?\Yeah.\And?\I have decided to fight as a Master. response:	Will you consent to my being your Master, Saber?
context: Your wish cannot come true without a clear and distinct evil.\Even if you refuse to admit it, a hero of justice\must have an evil to defeat.\Shirou, have you concluded your business here?\Yeah.\And?\I have decided to fight as a Master.\Will you consent to my being your Master, Saber? response:	My consent is irrelevant.
context: Even if you refuse to admit it, a hero of justice\must have an evil to defeat.\Shirou, have you concluded your business here?\Yeah.\And?\I have decided to fight as a Master.\Will you consent to my being your Master, Saber?\My consent is irrelevant. response:	From the start, you have been my Master.
context: must have an evil to defeat.\Shirou, have you concluded your business here?\Yeah.\And?\I have decided to fight as a Master.\Will you consent to my being your Master, Saber?\My consent is irrelevant.\From the start, you have been my Master. response:	Did I not swear that my body would be your blade?
context: Shirou, have you concluded your business here?\Yeah.\And?\I have decided to fight as a Master.\Will you consent to my being your Master, Saber?\My consent is irrelevant.\From the start, you have been my Master.\Did I not swear that my body would be your blade? response:	Right, in that case...
context: Yeah.\And?\I have decided to fight as a Master.\Will you consent to my being your Master, Saber?\My consent is irrelevant.\From the start, you have been my Master.\Did I not swear that my body would be your blade?\Right, in that case... response:	I will be your Master.
context: And?\I have decided to fight as a Master.\Will you consent to my being your Master, Saber?\My consent is irrelevant.\From the start, you have been my Master.\Did I not swear that my body would be your blade?\Right, in that case...\I will be your Master. response:	I'll be counting on you, Saber.
context: I have decided to fight as a Master.\Will you consent to my being your Master, Saber?\My consent is irrelevant.\From the start, you have been my Master.\Did I not swear that my body would be your blade?\Right, in that case...\I will be your Master.\I'll be counting on you, Saber. response:	What? We aren't supposed to shake hands?
context: Will you consent to my being your Master, Saber?\My consent is irrelevant.\From the start, you have been my Master.\Did I not swear that my body would be your blade?\Right, in that case...\I will be your Master.\I'll be counting on you, Saber.\What? We aren't supposed to shake hands? response:	It isn't that.
context: My consent is irrelevant.\From the start, you have been my Master.\Did I not swear that my body would be your blade?\Right, in that case...\I will be your Master.\I'll be counting on you, Saber.\What? We aren't supposed to shake hands?\It isn't that. response:	I wasn't expecting it, so I was startled.
context: From the start, you have been my Master.\Did I not swear that my body would be your blade?\Right, in that case...\I will be your Master.\I'll be counting on you, Saber.\What? We aren't supposed to shake hands?\It isn't that.\I wasn't expecting it, so I was startled. response:	Allow me to renew my vow.
context: Did I not swear that my body would be your blade?\Right, in that case...\I will be your Master.\I'll be counting on you, Saber.\What? We aren't supposed to shake hands?\It isn't that.\I wasn't expecting it, so I was startled.\Allow me to renew my vow. response:	So long as the Command Seals are on your body, I shall serve as your blade.
context: Right, in that case...\I will be your Master.\I'll be counting on you, Saber.\What? We aren't supposed to shake hands?\It isn't that.\I wasn't expecting it, so I was startled.\Allow me to renew my vow.\So long as the Command Seals are on your body, I shall serve as your blade. response:	If the Holy Grail War was the cause of the fire ten years ago,
context: I will be your Master.\I'll be counting on you, Saber.\What? We aren't supposed to shake hands?\It isn't that.\I wasn't expecting it, so I was startled.\Allow me to renew my vow.\So long as the Command Seals are on your body, I shall serve as your blade.\If the Holy Grail War was the cause of the fire ten years ago, response:	I can't let something like that ever happen again.
context: I'll be counting on you, Saber.\What? We aren't supposed to shake hands?\It isn't that.\I wasn't expecting it, so I was startled.\Allow me to renew my vow.\So long as the Command Seals are on your body, I shall serve as your blade.\If the Holy Grail War was the cause of the fire ten years ago,\I can't let something like that ever happen again. response:	Tohsaka?
context: What? We aren't supposed to shake hands?\It isn't that.\I wasn't expecting it, so I was startled.\Allow me to renew my vow.\So long as the Command Seals are on your body, I shall serve as your blade.\If the Holy Grail War was the cause of the fire ten years ago,\I can't let something like that ever happen again.\Tohsaka? response:	No offense, but go home on your own.
context: It isn't that.\I wasn't expecting it, so I was startled.\Allow me to renew my vow.\So long as the Command Seals are on your body, I shall serve as your blade.\If the Holy Grail War was the cause of the fire ten years ago,\I can't let something like that ever happen again.\Tohsaka?\No offense, but go home on your own. response:	Huh?
context: I wasn't expecting it, so I was startled.\Allow me to renew my vow.\So long as the Command Seals are on your body, I shall serve as your blade.\If the Holy Grail War was the cause of the fire ten years ago,\I can't let something like that ever happen again.\Tohsaka?\No offense, but go home on your own.\Huh? response:	I brought you here because you weren't officially my enemy yet.
context: Allow me to renew my vow.\So long as the Command Seals are on your body, I shall serve as your blade.\If the Holy Grail War was the cause of the fire ten years ago,\I can't let something like that ever happen again.\Tohsaka?\No offense, but go home on your own.\Huh?\I brought you here because you weren't officially my enemy yet. response:	But now, you're a fellow Master, Emiya-kun.
context: So long as the Command Seals are on your body, I shall serve as your blade.\If the Holy Grail War was the cause of the fire ten years ago,\I can't let something like that ever happen again.\Tohsaka?\No offense, but go home on your own.\Huh?\I brought you here because you weren't officially my enemy yet.\But now, you're a fellow Master, Emiya-kun. response:	I have no intention of fighting you, Tohsaka.
context: If the Holy Grail War was the cause of the fire ten years ago,\I can't let something like that ever happen again.\Tohsaka?\No offense, but go home on your own.\Huh?\I brought you here because you weren't officially my enemy yet.\But now, you're a fellow Master, Emiya-kun.\I have no intention of fighting you, Tohsaka. response:	I should have known...
context: I can't let something like that ever happen again.\Tohsaka?\No offense, but go home on your own.\Huh?\I brought you here because you weren't officially my enemy yet.\But now, you're a fellow Master, Emiya-kun.\I have no intention of fighting you, Tohsaka.\I should have known... response:	Jeez, why did I even bother bringing you here?
context: Tohsaka?\No offense, but go home on your own.\Huh?\I brought you here because you weren't officially my enemy yet.\But now, you're a fellow Master, Emiya-kun.\I have no intention of fighting you, Tohsaka.\I should have known...\Jeez, why did I even bother bringing you here? response:	Rin...
context: No offense, but go home on your own.\Huh?\I brought you here because you weren't officially my enemy yet.\But now, you're a fellow Master, Emiya-kun.\I have no intention of fighting you, Tohsaka.\I should have known...\Jeez, why did I even bother bringing you here?\Rin... response:	What?
context: Huh?\I brought you here because you weren't officially my enemy yet.\But now, you're a fellow Master, Emiya-kun.\I have no intention of fighting you, Tohsaka.\I should have known...\Jeez, why did I even bother bringing you here?\Rin...\What? response:	If an easily slain enemy presents itself, then we ought to do so.
context: I brought you here because you weren't officially my enemy yet.\But now, you're a fellow Master, Emiya-kun.\I have no intention of fighting you, Tohsaka.\I should have known...\Jeez, why did I even bother bringing you here?\Rin...\What?\If an easily slain enemy presents itself, then we ought to do so. response:	You don't have to tell me that.
context: But now, you're a fellow Master, Emiya-kun.\I have no intention of fighting you, Tohsaka.\I should have known...\Jeez, why did I even bother bringing you here?\Rin...\What?\If an easily slain enemy presents itself, then we ought to do so.\You don't have to tell me that. response:	If you agree, then act.
context: I have no intention of fighting you, Tohsaka.\I should have known...\Jeez, why did I even bother bringing you here?\Rin...\What?\If an easily slain enemy presents itself, then we ought to do so.\You don't have to tell me that.\If you agree, then act. response:	Or what?
context: I should have known...\Jeez, why did I even bother bringing you here?\Rin...\What?\If an easily slain enemy presents itself, then we ought to do so.\You don't have to tell me that.\If you agree, then act.\Or what? response:	Will you take pity on that boy again?
context: Jeez, why did I even bother bringing you here?\Rin...\What?\If an easily slain enemy presents itself, then we ought to do so.\You don't have to tell me that.\If you agree, then act.\Or what?\Will you take pity on that boy again? response:	Don't tell me that's actually the case
