context: Intro response:	Ashiya, you okay?
context: I think so.\That's not gonna work.\You're clumsy as hell, so be careful.\Oops. My bad.\Hey! What do you think you're doing?\Hey, wipe yourself off with this.\Huh?\What's wrong? response:	No, uh...
context: That's not gonna work.\You're clumsy as hell, so be careful.\Oops. My bad.\Hey! What do you think you're doing?\Hey, wipe yourself off with this.\Huh?\What's wrong?\No, uh... response:	It's nothing.
context: You're clumsy as hell, so be careful.\Oops. My bad.\Hey! What do you think you're doing?\Hey, wipe yourself off with this.\Huh?\What's wrong?\No, uh...\It's nothing. response:	Um... I'm sorry.
context: Oops. My bad.\Hey! What do you think you're doing?\Hey, wipe yourself off with this.\Huh?\What's wrong?\No, uh...\It's nothing.\Um... I'm sorry. response:	I only found five.
context: Hey! What do you think you're doing?\Hey, wipe yourself off with this.\Huh?\What's wrong?\No, uh...\It's nothing.\Um... I'm sorry.\I only found five. response:	Urushihara doesn't get any, then.
context: Hey, wipe yourself off with this.\Huh?\What's wrong?\No, uh...\It's nothing.\Um... I'm sorry.\I only found five.\Urushihara doesn't get any, then. response:	Why?!
context: Huh?\What's wrong?\No, uh...\It's nothing.\Um... I'm sorry.\I only found five.\Urushihara doesn't get any, then.\Why?! response:	We have five cups for five people!
context: What's wrong?\No, uh...\It's nothing.\Um... I'm sorry.\I only found five.\Urushihara doesn't get any, then.\Why?!\We have five cups for five people! response:	Me, Emi, Suzuno, Chiho,
context: No, uh...\It's nothing.\Um... I'm sorry.\I only found five.\Urushihara doesn't get any, then.\Why?!\We have five cups for five people!\Me, Emi, Suzuno, Chiho, response:	and Ashiya.
context: It's nothing.\Um... I'm sorry.\I only found five.\Urushihara doesn't get any, then.\Why?!\We have five cups for five people!\Me, Emi, Suzuno, Chiho,\and Ashiya. response:	You can just drink water or something.
context: Um... I'm sorry.\I only found five.\Urushihara doesn't get any, then.\Why?!\We have five cups for five people!\Me, Emi, Suzuno, Chiho,\and Ashiya.\You can just drink water or something. response:	Um, we've got Sugiya's containers, if you like...
context: I only found five.\Urushihara doesn't get any, then.\Why?!\We have five cups for five people!\Me, Emi, Suzuno, Chiho,\and Ashiya.\You can just drink water or something.\Um, we've got Sugiya's containers, if you like... response:	Come on!
context: Urushihara doesn't get any, then.\Why?!\We have five cups for five people!\Me, Emi, Suzuno, Chiho,\and Ashiya.\You can just drink water or something.\Um, we've got Sugiya's containers, if you like...\Come on! response:	What the hell?!
context: Why?!\We have five cups for five people!\Me, Emi, Suzuno, Chiho,\and Ashiya.\You can just drink water or something.\Um, we've got Sugiya's containers, if you like...\Come on!\What the hell?! response:	What's with all of you?!
context: We have five cups for five people!\Me, Emi, Suzuno, Chiho,\and Ashiya.\You can just drink water or something.\Um, we've got Sugiya's containers, if you like...\Come on!\What the hell?!\What's with all of you?! response:	Why's it always me?!
context: Me, Emi, Suzuno, Chiho,\and Ashiya.\You can just drink water or something.\Um, we've got Sugiya's containers, if you like...\Come on!\What the hell?!\What's with all of you?!\Why's it always me?! response:	Thanks.
context: and Ashiya.\You can just drink water or something.\Um, we've got Sugiya's containers, if you like...\Come on!\What the hell?!\What's with all of you?!\Why's it always me?!\Thanks. response:	You were a big help.
context: You can just drink water or something.\Um, we've got Sugiya's containers, if you like...\Come on!\What the hell?!\What's with all of you?!\Why's it always me?!\Thanks.\You were a big help. response:	That was fun!
context: Um, we've got Sugiya's containers, if you like...\Come on!\What the hell?!\What's with all of you?!\Why's it always me?!\Thanks.\You were a big help.\That was fun! response:	It was kinda like the day before a cultural festival.
context: Come on!\What the hell?!\What's with all of you?!\Why's it always me?!\Thanks.\You were a big help.\That was fun!\It was kinda like the day before a cultural festival. response:	Yeah, the preparations are usually more fun than the festivals themselves.
context: What the hell?!\What's with all of you?!\Why's it always me?!\Thanks.\You were a big help.\That was fun!\It was kinda like the day before a cultural festival.\Yeah, the preparations are usually more fun than the festivals themselves. response:	Hm? What's up?
context: What's with all of you?!\Why's it always me?!\Thanks.\You were a big help.\That was fun!\It was kinda like the day before a cultural festival.\Yeah, the preparations are usually more fun than the festivals themselves.\Hm? What's up? response:	Oh, I was just thinking how I haven't had the time to enjoy a festival in years now.
context: Why's it always me?!\Thanks.\You were a big help.\That was fun!\It was kinda like the day before a cultural festival.\Yeah, the preparations are usually more fun than the festivals themselves.\Hm? What's up?\Oh, I was just thinking how I haven't had the time to enjoy a festival in years now. response:	Let's all have tons of fun this year, then!
context: Thanks.\You were a big help.\That was fun!\It was kinda like the day before a cultural festival.\Yeah, the preparations are usually more fun than the festivals themselves.\Hm? What's up?\Oh, I was just thinking how I haven't had the time to enjoy a festival in years now.\Let's all have tons of fun this year, then! response:	With the preparations and the festival itself!
context: You were a big help.\That was fun!\It was kinda like the day before a cultural festival.\Yeah, the preparations are usually more fun than the festivals themselves.\Hm? What's up?\Oh, I was just thinking how I haven't had the time to enjoy a festival in years now.\Let's all have tons of fun this year, then!\With the preparations and the festival itself! response:	Anyway, I've got a shift tonight,
context: That was fun!\It was kinda like the day before a cultural festival.\Yeah, the preparations are usually more fun than the festivals themselves.\Hm? What's up?\Oh, I was just thinking how I haven't had the time to enjoy a festival in years now.\Let's all have tons of fun this year, then!\With the preparations and the festival itself!\Anyway, I've got a shift tonight, response:	so I better go.
context: It was kinda like the day before a cultural festival.\Yeah, the preparations are usually more fun than the festivals themselves.\Hm? What's up?\Oh, I was just thinking how I haven't had the time to enjoy a festival in years now.\Let's all have tons of fun this year, then!\With the preparations and the festival itself!\Anyway, I've got a shift tonight,\so I better go. response:	Okay. Do your best!
context: Yeah, the preparations are usually more fun than the festivals themselves.\Hm? What's up?\Oh, I was just thinking how I haven't had the time to enjoy a festival in years now.\Let's all have tons of fun this year, then!\With the preparations and the festival itself!\Anyway, I've got a shift tonight,\so I better go.\Okay. Do your best! response:	We'll handle the rest!
context: Hm? What's up?\Oh, I was just thinking how I haven't had the time to enjoy a festival in years now.\Let's all have tons of fun this year, then!\With the preparations and the festival itself!\Anyway, I've got a shift tonight,\so I better go.\Okay. Do your best!\We'll handle the rest! response:	Jeez, Chiho. That idiot's just gonna take advantage of you.
context: Oh, I was just thinking how I haven't had the time to enjoy a festival in years now.\Let's all have tons of fun this year, then!\With the preparations and the festival itself!\Anyway, I've got a shift tonight,\so I better go.\Okay. Do your best!\We'll handle the rest!\Jeez, Chiho. That idiot's just gonna take advantage of you. response:	Preparing for a festival? What do you think you're doing?
context: Let's all have tons of fun this year, then!\With the preparations and the festival itself!\Anyway, I've got a shift tonight,\so I better go.\Okay. Do your best!\We'll handle the rest!\Jeez, Chiho. That idiot's just gonna take advantage of you.\Preparing for a festival? What do you think you're doing? response:	Just do what you came here to do
context: With the preparations and the festival itself!\Anyway, I've got a shift tonight,\so I better go.\Okay. Do your best!\We'll handle the rest!\Jeez, Chiho. That idiot's just gonna take advantage of you.\Preparing for a festival? What do you think you're doing?\Just do what you came here to do response:	before the Overlord regains his powers.
context: Anyway, I've got a shift tonight,\so I better go.\Okay. Do your best!\We'll handle the rest!\Jeez, Chiho. That idiot's just gonna take advantage of you.\Preparing for a festival? What do you think you're doing?\Just do what you came here to do\before the Overlord regains his powers. response:	But...
context: so I better go.\Okay. Do your best!\We'll handle the rest!\Jeez, Chiho. That idiot's just gonna take advantage of you.\Preparing for a festival? What do you think you're doing?\Just do what you came here to do\before the Overlord regains his powers.\But... response:	It's too late for doubt.
context: Okay. Do your best!\We'll handle the rest!\Jeez, Chiho. That idiot's just gonna take advantage of you.\Preparing for a festival? What do you think you're doing?\Just do what you came here to do\before the Overlord regains his powers.\But...\It's too late for doubt. response:	You've stained your hands with blood plenty of times before.
context: We'll handle the rest!\Jeez, Chiho. That idiot's just gonna take advantage of you.\Preparing for a festival? What do you think you're doing?\Just do what you came here to do\before the Overlord regains his powers.\But...\It's too late for doubt.\You've stained your hands with blood plenty of times before. response:	Damn St. Isle.
context: Jeez, Chiho. That idiot's just gonna take advantage of you.\Preparing for a festival? What do you think you're doing?\Just do what you came here to do\before the Overlord regains his powers.\But...\It's too late for doubt.\You've stained your hands with blood plenty of times before.\Damn St. Isle. response:	They're getting cocky the second things get peaceful.
context: Preparing for a festival? What do you think you're doing?\Just do what you came here to do\before the Overlord regains his powers.\But...\It's too late for doubt.\You've stained your hands with blood plenty of times before.\Damn St. Isle.\They're getting cocky the second things get peaceful. response:	They want to keep us away from the central continent's restoration work!
context: Just do what you came here to do\before the Overlord regains his powers.\But...\It's too late for doubt.\You've stained your hands with blood plenty of times before.\Damn St. Isle.\They're getting cocky the second things get peaceful.\They want to keep us away from the central continent's restoration work! response:	They'll show no hesitation in taking advantage of our shortcomings.
context: before the Overlord regains his powers.\But...\It's too late for doubt.\You've stained your hands with blood plenty of times before.\Damn St. Isle.\They're getting cocky the second things get peaceful.\They want to keep us away from the central continent's restoration work!\They'll show no hesitation in taking advantage of our shortcomings. response:	But who'd've thought they'd get their hands on the corpse of the noble we assassinated
context: But...\It's too late for doubt.\You've stained your hands with blood plenty of times before.\Damn St. Isle.\They're getting cocky the second things get peaceful.\They want to keep us away from the central continent's restoration work!\They'll show no hesitation in taking advantage of our shortcomings.\But who'd've thought they'd get their hands on the corpse of the noble we assassinated response:	and records of the bishops' meeting?
context: It's too late for doubt.\You've stained your hands with blood plenty of times before.\Damn St. Isle.\They're getting cocky the second things get peaceful.\They want to keep us away from the central continent's restoration work!\They'll show no hesitation in taking advantage of our shortcomings.\But who'd've thought they'd get their hands on the corpse of the noble we assassinated\and records of the bishops' meeting? response:	What was Bishop Bell doing?
context: You've stained your hands with blood plenty of times before.\Damn St. Isle.\They're getting cocky the second things get peaceful.\They want to keep us away from the central continent's restoration work!\They'll show no hesitation in taking advantage of our shortcomings.\But who'd've thought they'd get their hands on the corpse of the noble we assassinated\and records of the bishops' meeting?\What was Bishop Bell doing? response:	Simply offering her, the head inquisitor, up isn't going to change anything, though.
context: Damn St. Isle.\They're getting cocky the second things get peaceful.\They want to keep us away from the central continent's restoration work!\They'll show no hesitation in taking advantage of our shortcomings.\But who'd've thought they'd get their hands on the corpse of the noble we assassinated\and records of the bishops' meeting?\What was Bishop Bell doing?\Simply offering her, the head inquisitor, up isn't going to change anything, though. response:	We've carried out plenty of inquisitions that we can't properly explain, after all.
context: They're getting cocky the second things get peaceful.\They want to keep us away from the central continent's restoration work!\They'll show no hesitation in taking advantage of our shortcomings.\But who'd've thought they'd get their hands on the corpse of the noble we assassinated\and records of the bishops' meeting?\What was Bishop Bell doing?\Simply offering her, the head inquisitor, up isn't going to change anything, though.\We've carried out plenty of inquisitions that we can't properly explain, after all. response:	Then what should we do?
context: They want to keep us away from the central continent's restoration work!\They'll show no hesitation in taking advantage of our shortcomings.\But who'd've thought they'd get their hands on the corpse of the noble we assassinated\and records of the bishops' meeting?\What was Bishop Bell doing?\Simply offering her, the head inquisitor, up isn't going to change anything, though.\We've carried out plenty of inquisitions that we can't properly explain, after all.\Then what should we do? response:	The Overlord army was defeated by Hero Emiliaa former knight of the church
context: They'll show no hesitation in taking advantage of our shortcomings.\But who'd've thought they'd get their hands on the corpse of the noble we assassinated\and records of the bishops' meeting?\What was Bishop Bell doing?\Simply offering her, the head inquisitor, up isn't going to change anything, though.\We've carried out plenty of inquisitions that we can't properly explain, after all.\Then what should we do?\The Overlord army was defeated by Hero Emiliaa former knight of the church response:	and High Priest Olba.
context: But who'd've thought they'd get their hands on the corpse of the noble we assassinated\and records of the bishops' meeting?\What was Bishop Bell doing?\Simply offering her, the head inquisitor, up isn't going to change anything, though.\We've carried out plenty of inquisitions that we can't properly explain, after all.\Then what should we do?\The Overlord army was defeated by Hero Emiliaa former knight of the church\and High Priest Olba. response:	In other words, it was the Church that brought about this era of peace.
context: and records of the bishops' meeting?\What was Bishop Bell doing?\Simply offering her, the head inquisitor, up isn't going to change anything, though.\We've carried out plenty of inquisitions that we can't properly explain, after all.\Then what should we do?\The Overlord army was defeated by Hero Emiliaa former knight of the church\and High Priest Olba.\In other words, it was the Church that brought about this era of peace. response:	Hold on a second!
context: What was Bishop Bell doing?\Simply offering her, the head inquisitor, up isn't going to change anything, though.\We've carried out plenty of inquisitions that we can't properly explain, after all.\Then what should we do?\The Overlord army was defeated by Hero Emiliaa former knight of the church\and High Priest Olba.\In other words, it was the Church that brought about this era of peace.\Hold on a second! response:	Don't forget that it was you who stepped up the severity of the inquisitions!
context: Simply offering her, the head inquisitor, up isn't going to change anything, though.\We've carried out plenty of inquisitions that we can't properly explain, after all.\Then what should we do?\The Overlord army was defeated by Hero Emiliaa former knight of the church\and High Priest Olba.\In other words, it was the Church that brought about this era of peace.\Hold on a second!\Don't forget that it was you who stepped up the severity of the inquisitions! response:	Somebody's got to take the fall for that.
context: We've carried out plenty of inquisitions that we can't properly explain, after all.\Then what should we do?\The Overlord army was defeated by Hero Emiliaa former knight of the church\and High Priest Olba.\In other words, it was the Church that brought about this era of peace.\Hold on a second!\Don't forget that it was you who stepped up the severity of the inquisitions!\Somebody's got to take the fall for that. response:	Fall?
context: Then what should we do?\The Overlord army was defeated by Hero Emiliaa former knight of the church\and High Priest Olba.\In other words, it was the Church that brought about this era of peace.\Hold on a second!\Don't forget that it was you who stepped up the severity of the inquisitions!\Somebody's got to take the fall for that.\Fall? response:	The person responsible for all this, High Priest Olba, has unfortunately gone missing.
context: The Overlord army was defeated by Hero Emiliaa former knight of the church\and High Priest Olba.\In other words, it was the Church that brought about this era of peace.\Hold on a second!\Don't forget that it was you who stepped up the severity of the inquisitions!\Somebody's got to take the fall for that.\Fall?\The person responsible for all this, High Priest Olba, has unfortunately gone missing. response:	We can't take responsibility even if we want to.
context: and High Priest Olba.\In other words, it was the Church that brought about this era of peace.\Hold on a second!\Don't forget that it was you who stepped up the severity of the inquisitions!\Somebody's got to take the fall for that.\Fall?\The person responsible for all this, High Priest Olba, has unfortunately gone missing.\We can't take responsibility even if we want to. response:	I see.
context: In other words, it was the Church that brought about this era of peace.\Hold on a second!\Don't forget that it was you who stepped up the severity of the inquisitions!\Somebody's got to take the fall for that.\Fall?\The person responsible for all this, High Priest Olba, has unfortunately gone missing.\We can't take responsibility even if we want to.\I see. response:	We must avoid the stagnation of heresy trials due to a missing leader.
context: Hold on a second!\Don't forget that it was you who stepped up the severity of the inquisitions!\Somebody's got to take the fall for that.\Fall?\The person responsible for all this, High Priest Olba, has unfortunately gone missing.\We can't take responsibility even if we want to.\I see.\We must avoid the stagnation of heresy trials due to a missing leader. response:	Thus, we'll establish a new Investigation Commission under the leadership of Lord Robertio
context: Don't forget that it was you who stepped up the severity of the inquisitions!\Somebody's got to take the fall for that.\Fall?\The person responsible for all this, High Priest Olba, has unfortunately gone missing.\We can't take responsibility even if we want to.\I see.\We must avoid the stagnation of heresy trials due to a missing leader.\Thus, we'll establish a new Investigation Commission under the leadership of Lord Robertio response:	and transfer the members of the Inquisition over.
context: Somebody's got to take the fall for that.\Fall?\The person responsible for all this, High Priest Olba, has unfortunately gone missing.\We can't take responsibility even if we want to.\I see.\We must avoid the stagnation of heresy trials due to a missing leader.\Thus, we'll establish a new Investigation Commission under the leadership of Lord Robertio\and transfer the members of the Inquisition over. response:	The Inquisition shall be suspended until Lord Olba returns.
context: Fall?\The person responsible for all this, High Priest Olba, has unfortunately gone missing.\We can't take responsibility even if we want to.\I see.\We must avoid the stagnation of heresy trials due to a missing leader.\Thus, we'll establish a new Investigation Commission under the leadership of Lord Robertio\and transfer the members of the Inquisition over.\The Inquisition shall be suspended until Lord Olba returns. response:	Under new leadership, we'll conduct fairer trials under a more open system.
context: The person responsible for all this, High Priest Olba, has unfortunately gone missing.\We can't take responsibility even if we want to.\I see.\We must avoid the stagnation of heresy trials due to a missing leader.\Thus, we'll establish a new Investigation Commission under the leadership of Lord Robertio\and transfer the members of the Inquisition over.\The Inquisition shall be suspended until Lord Olba returns.\Under new leadership, we'll conduct fairer trials under a more open system. response:	The smaller nations should be satisfied with that.
context: We can't take responsibility even if we want to.\I see.\We must avoid the stagnation of heresy trials due to a missing leader.\Thus, we'll establish a new Investigation Commission under the leadership of Lord Robertio\and transfer the members of the Inquisition over.\The Inquisition shall be suspended until Lord Olba returns.\Under new leadership, we'll conduct fairer trials under a more open system.\The smaller nations should be satisfied with that. response:	These things never change.
context: I see.\We must avoid the stagnation of heresy trials due to a missing leader.\Thus, we'll establish a new Investigation Commission under the leadership of Lord Robertio\and transfer the members of the Inquisition over.\The Inquisition shall be suspended until Lord Olba returns.\Under new leadership, we'll conduct fairer trials under a more open system.\The smaller nations should be satisfied with that.\These things never change. response:	These people never judge their own actions.
context: We must avoid the stagnation of heresy trials due to a missing leader.\Thus, we'll establish a new Investigation Commission under the leadership of Lord Robertio\and transfer the members of the Inquisition over.\The Inquisition shall be suspended until Lord Olba returns.\Under new leadership, we'll conduct fairer trials under a more open system.\The smaller nations should be satisfied with that.\These things never change.\These people never judge their own actions. response:	They fear pain.
context: Thus, we'll establish a new Investigation Commission under the leadership of Lord Robertio\and transfer the members of the Inquisition over.\The Inquisition shall be suspended until Lord Olba returns.\Under new leadership, we'll conduct fairer trials under a more open system.\The smaller nations should be satisfied with that.\These things never change.\These people never judge their own actions.\They fear pain. response:	They fear humiliation.
context: and transfer the members of the Inquisition over.\The Inquisition shall be suspended until Lord Olba returns.\Under new leadership, we'll conduct fairer trials under a more open system.\The smaller nations should be satisfied with that.\These things never change.\These people never judge their own actions.\They fear pain.\They fear humiliation. response:	That's why they're only willing to reap the benefits without dirtying their hands.
context: The Inquisition shall be suspended until Lord Olba returns.\Under new leadership, we'll conduct fairer trials under a more open system.\The smaller nations should be satisfied with that.\These things never change.\These people never judge their own actions.\They fear pain.\They fear humiliation.\That's why they're only willing to reap the benefits without dirtying their hands. response:	I wasn't executing people because I wanted to!
context: Under new leadership, we'll conduct fairer trials under a more open system.\The smaller nations should be satisfied with that.\These things never change.\These people never judge their own actions.\They fear pain.\They fear humiliation.\That's why they're only willing to reap the benefits without dirtying their hands.\I wasn't executing people because I wanted to! response:	I'll say it again.
context: The smaller nations should be satisfied with that.\These things never change.\These people never judge their own actions.\They fear pain.\They fear humiliation.\That's why they're only willing to reap the benefits without dirtying their hands.\I wasn't executing people because I wanted to!\I'll say it again. response:	Do your job.
context: These things never change.\These people never judge their own actions.\They fear pain.\They fear humiliation.\That's why they're only willing to reap the benefits without dirtying their hands.\I wasn't executing people because I wanted to!\I'll say it again.\Do your job. response:	Kill the Overlord.
context: These people never judge their own actions.\They fear pain.\They fear humiliation.\That's why they're only willing to reap the benefits without dirtying their hands.\I wasn't executing people because I wanted to!\I'll say it again.\Do your job.\Kill the Overlord. response:	Eye Catch
context: They fear pain.\They fear humiliation.\That's why they're only willing to reap the benefits without dirtying their hands.\I wasn't executing people because I wanted to!\I'll say it again.\Do your job.\Kill the Overlord.\Eye Catch response:	Overlord at Work
context: They fear humiliation.\That's why they're only willing to reap the benefits without dirtying their hands.\I wasn't executing people because I wanted to!\I'll say it again.\Do your job.\Kill the Overlord.\Eye Catch\Overlord at Work response:	Overlord at Work
context: That's why they're only willing to reap the benefits without dirtying their hands.\I wasn't executing people because I wanted to!\I'll say it again.\Do your job.\Kill the Overlord.\Eye Catch\Overlord at Work\Overlord at Work response:	Part B
context: I wasn't executing people because I wanted to!\I'll say it again.\Do your job.\Kill the Overlord.\Eye Catch\Overlord at Work\Overlord at Work\Part B response:	Huh?
context: I'll say it again.\Do your job.\Kill the Overlord.\Eye Catch\Overlord at Work\Overlord at Work\Part B\Huh? response:	Oh, come on.
context: Do your job.\Kill the Overlord.\Eye Catch\Overlord at Work\Overlord at Work\Part B\Huh?\Oh, come on. response:	Go to the hospital if you're that sick!
context: Kill the Overlord.\Eye Catch\Overlord at Work\Overlord at Work\Part B\Huh?\Oh, come on.\Go to the hospital if you're that sick! response:	I'll call an ambulance for you!
context: Eye Catch\Overlord at Work\Overlord at Work\Part B\Huh?\Oh, come on.\Go to the hospital if you're that sick!\I'll call an ambulance for you! response:	I can't let something like this affect me!
context: Overlord at Work\Overlord at Work\Part B\Huh?\Oh, come on.\Go to the hospital if you're that sick!\I'll call an ambulance for you!\I can't let something like this affect me! response:	That so.
context: Overlord at Work\Part B\Huh?\Oh, come on.\Go to the hospital if you're that sick!\I'll call an ambulance for you!\I can't let something like this affect me!\That so. response:	I'll just call a private ambulance service, then.
context: Part B\Huh?\Oh, come on.\Go to the hospital if you're that sick!\I'll call an ambulance for you!\I can't let something like this affect me!\That so.\I'll just call a private ambulance service, then. response:	W-Wait!
context: Huh?\Oh, come on.\Go to the hospital if you're that sick!\I'll call an ambulance for you!\I can't let something like this affect me!\That so.\I'll just call a private ambulance service, then.\W-Wait! response:	Don't!
context: Oh, come on.\Go to the hospital if you're that sick!\I'll call an ambulance for you!\I can't let something like this affect me!\That so.\I'll just call a private ambulance service, then.\W-Wait!\Don't! response:	How much would that cost?!
context: Go to the hospital if you're that sick!\I'll call an ambulance for you!\I can't let something like this affect me!\That so.\I'll just call a private ambulance service, then.\W-Wait!\Don't!\How much would that cost?! response:	Would National Health Insurance even cover that?!
context: I'll call an ambulance for you!\I can't let something like this affect me!\That so.\I'll just call a private ambulance service, then.\W-Wait!\Don't!\How much would that cost?!\Would National Health Insurance even cover that?! response:	There she is.
context: I can't let something like this affect me!\That so.\I'll just call a private ambulance service, then.\W-Wait!\Don't!\How much would that cost?!\Would National Health Insurance even cover that?!\There she is. response:	Suzuno!
context: That so.\I'll just call a private ambulance service, then.\W-Wait!\Don't!\How much would that cost?!\Would National Health Insurance even cover that?!\There she is.\Suzuno! response:	What were you doing?
context: I'll just call a private ambulance service, then.\W-Wait!\Don't!\How much would that cost?!\Would National Health Insurance even cover that?!\There she is.\Suzuno!\What were you doing? response:	Something wrong?
context: W-Wait!\Don't!\How much would that cost?!\Would National Health Insurance even cover that?!\There she is.\Suzuno!\What were you doing?\Something wrong? response:	Not at all.
context: Don't!\How much would that cost?!\Would National Health Insurance even cover that?!\There she is.\Suzuno!\What were you doing?\Something wrong?\Not at all. response:	I was just thinking about something.
context: How much would that cost?!\Would National Health Insurance even cover that?!\There she is.\Suzuno!\What were you doing?\Something wrong?\Not at all.\I was just thinking about something. response:	Oh, yeah. Did you find a job yet, Suzuno?
context: Would National Health Insurance even cover that?!\There she is.\Suzuno!\What were you doing?\Something wrong?\Not at all.\I was just thinking about something.\Oh, yeah. Did you find a job yet, Suzuno? response:	If you haven't, why don't you come to MgRonald's like we talked about?
context: There she is.\Suzuno!\What were you doing?\Something wrong?\Not at all.\I was just thinking about something.\Oh, yeah. Did you find a job yet, Suzuno?\If you haven't, why don't you come to MgRonald's like we talked about? response:	Maou's there too, so I'm sure you'll find it easy
context: Suzuno!\What were you doing?\Something wrong?\Not at all.\I was just thinking about something.\Oh, yeah. Did you find a job yet, Suzuno?\If you haven't, why don't you come to MgRonald's like we talked about?\Maou's there too, so I'm sure you'll find it easy response:	Chiho.
context: What were you doing?\Something wrong?\Not at all.\I was just thinking about something.\Oh, yeah. Did you find a job yet, Suzuno?\If you haven't, why don't you come to MgRonald's like we talked about?\Maou's there too, so I'm sure you'll find it easy\Chiho. response:	Yes?
context: Something wrong?\Not at all.\I was just thinking about something.\Oh, yeah. Did you find a job yet, Suzuno?\If you haven't, why don't you come to MgRonald's like we talked about?\Maou's there too, so I'm sure you'll find it easy\Chiho.\Yes? response:	You'd best not involve yourself with him anymore.
context: Not at all.\I was just thinking about something.\Oh, yeah. Did you find a job yet, Suzuno?\If you haven't, why don't you come to MgRonald's like we talked about?\Maou's there too, so I'm sure you'll find it easy\Chiho.\Yes?\You'd best not involve yourself with him anymore. response:	Hey, Suzuno?!
context: I was just thinking about something.\Oh, yeah. Did you find a job yet, Suzuno?\If you haven't, why don't you come to MgRonald's like we talked about?\Maou's there too, so I'm sure you'll find it easy\Chiho.\Yes?\You'd best not involve yourself with him anymore.\Hey, Suzuno?! response:	Don't say a word, Emilia.
context: Oh, yeah. Did you find a job yet, Suzuno?\If you haven't, why don't you come to MgRonald's like we talked about?\Maou's there too, so I'm sure you'll find it easy\Chiho.\Yes?\You'd best not involve yourself with him anymore.\Hey, Suzuno?!\Don't say a word, Emilia. response:	Emilia?
context: If you haven't, why don't you come to MgRonald's like we talked about?\Maou's there too, so I'm sure you'll find it easy\Chiho.\Yes?\You'd best not involve yourself with him anymore.\Hey, Suzuno?!\Don't say a word, Emilia.\Emilia? response:	Isn't that your real
context: Maou's there too, so I'm sure you'll find it easy\Chiho.\Yes?\You'd best not involve yourself with him anymore.\Hey, Suzuno?!\Don't say a word, Emilia.\Emilia?\Isn't that your real response:	I'd considered the possibility,
context: Chiho.\Yes?\You'd best not involve yourself with him anymore.\Hey, Suzuno?!\Don't say a word, Emilia.\Emilia?\Isn't that your real\I'd considered the possibility, response:	but I see you really are aware of Overlord Satan.
context: Yes?\You'd best not involve yourself with him anymore.\Hey, Suzuno?!\Don't say a word, Emilia.\Emilia?\Isn't that your real\I'd considered the possibility,\but I see you really are aware of Overlord Satan. response:	Suzuno
context: You'd best not involve yourself with him anymore.\Hey, Suzuno?!\Don't say a word, Emilia.\Emilia?\Isn't that your real\I'd considered the possibility,\but I see you really are aware of Overlord Satan.\Suzuno response:	I know you've got your own plans, Emilia,
context: Hey, Suzuno?!\Don't say a word, Emilia.\Emilia?\Isn't that your real\I'd considered the possibility,\but I see you really are aware of Overlord Satan.\Suzuno\I know you've got your own plans, Emilia, response:	but the same goes for me.
context: Don't say a word, Emilia.\Emilia?\Isn't that your real\I'd considered the possibility,\but I see you really are aware of Overlord Satan.\Suzuno\I know you've got your own plans, Emilia,\but the same goes for me. response:	He cannot be allowed to live any longer.
context: Emilia?\Isn't that your real\I'd considered the possibility,\but I see you really are aware of Overlord Satan.\Suzuno\I know you've got your own plans, Emilia,\but the same goes for me.\He cannot be allowed to live any longer. response:	Suzuno?!
context: Isn't that your real\I'd considered the possibility,\but I see you really are aware of Overlord Satan.\Suzuno\I know you've got your own plans, Emilia,\but the same goes for me.\He cannot be allowed to live any longer.\Suzuno?! response:	Where is this coming from?
context: I'd considered the possibility,\but I see you really are aware of Overlord Satan.\Suzuno\I know you've got your own plans, Emilia,\but the same goes for me.\He cannot be allowed to live any longer.\Suzuno?!\Where is this coming from? response:	Kill him? No way
context: but I see you really are aware of Overlord Satan.\Suzuno\I know you've got your own plans, Emilia,\but the same goes for me.\He cannot be allowed to live any longer.\Suzuno?!\Where is this coming from?\Kill him? No way response:	Chiho.
context: Suzuno\I know you've got your own plans, Emilia,\but the same goes for me.\He cannot be allowed to live any longer.\Suzuno?!\Where is this coming from?\Kill him? No way\Chiho. response:	Do you remember how the number of visitors to MgRonald's showed a great increase
context: I know you've got your own plans, Emilia,\but the same goes for me.\He cannot be allowed to live any longer.\Suzuno?!\Where is this coming from?\Kill him? No way\Chiho.\Do you remember how the number of visitors to MgRonald's showed a great increase response:	as soon as he put up that Tanabata bamboo decoration?
context: but the same goes for me.\He cannot be allowed to live any longer.\Suzuno?!\Where is this coming from?\Kill him? No way\Chiho.\Do you remember how the number of visitors to MgRonald's showed a great increase\as soon as he put up that Tanabata bamboo decoration? response:	What do you think that means?
context: He cannot be allowed to live any longer.\Suzuno?!\Where is this coming from?\Kill him? No way\Chiho.\Do you remember how the number of visitors to MgRonald's showed a great increase\as soon as he put up that Tanabata bamboo decoration?\What do you think that means? response:	What that means?
context: Suzuno?!\Where is this coming from?\Kill him? No way\Chiho.\Do you remember how the number of visitors to MgRonald's showed a great increase\as soon as he put up that Tanabata bamboo decoration?\What do you think that means?\What that means? response:	He used magic.
context: Where is this coming from?\Kill him? No way\Chiho.\Do you remember how the number of visitors to MgRonald's showed a great increase\as soon as he put up that Tanabata bamboo decoration?\What do you think that means?\What that means?\He used magic. response:	Huh?
