context: I challenge you! response:	Let's see who can get someone faster!
context: Like you wouldn't. You are Otani, after all...\You...\I've been alive for like 15, 16 odd years, It's only normal to have dated.\I haven't.\That's not something to be proud of!\Shock!\Ultimate shock.\An ex-girlfriend... That Otani's... response:	So even someone like Otani... How ridiculous.
context: You...\I've been alive for like 15, 16 odd years, It's only normal to have dated.\I haven't.\That's not something to be proud of!\Shock!\Ultimate shock.\An ex-girlfriend... That Otani's...\So even someone like Otani... How ridiculous. response:	Hey, I heard about it from Nakao-chi.
context: I've been alive for like 15, 16 odd years, It's only normal to have dated.\I haven't.\That's not something to be proud of!\Shock!\Ultimate shock.\An ex-girlfriend... That Otani's...\So even someone like Otani... How ridiculous.\Hey, I heard about it from Nakao-chi. response:	That girl, Kanzaki Mayu,
context: I haven't.\That's not something to be proud of!\Shock!\Ultimate shock.\An ex-girlfriend... That Otani's...\So even someone like Otani... How ridiculous.\Hey, I heard about it from Nakao-chi.\That girl, Kanzaki Mayu, response:	She went out with Otani-kun for two years.
context: That's not something to be proud of!\Shock!\Ultimate shock.\An ex-girlfriend... That Otani's...\So even someone like Otani... How ridiculous.\Hey, I heard about it from Nakao-chi.\That girl, Kanzaki Mayu,\She went out with Otani-kun for two years. response:	And apparently Otani-kun really liked her.
context: Shock!\Ultimate shock.\An ex-girlfriend... That Otani's...\So even someone like Otani... How ridiculous.\Hey, I heard about it from Nakao-chi.\That girl, Kanzaki Mayu,\She went out with Otani-kun for two years.\And apparently Otani-kun really liked her. response:	So it really is true.
context: Ultimate shock.\An ex-girlfriend... That Otani's...\So even someone like Otani... How ridiculous.\Hey, I heard about it from Nakao-chi.\That girl, Kanzaki Mayu,\She went out with Otani-kun for two years.\And apparently Otani-kun really liked her.\So it really is true. response:	I'd always thought that Otani had never dated anyone since the day he was born, like me.
context: An ex-girlfriend... That Otani's...\So even someone like Otani... How ridiculous.\Hey, I heard about it from Nakao-chi.\That girl, Kanzaki Mayu,\She went out with Otani-kun for two years.\And apparently Otani-kun really liked her.\So it really is true.\I'd always thought that Otani had never dated anyone since the day he was born, like me. response:	Now I feel like I've been left behind.
context: So even someone like Otani... How ridiculous.\Hey, I heard about it from Nakao-chi.\That girl, Kanzaki Mayu,\She went out with Otani-kun for two years.\And apparently Otani-kun really liked her.\So it really is true.\I'd always thought that Otani had never dated anyone since the day he was born, like me.\Now I feel like I've been left behind. response:	Hey Otani, why did you break up with your ex?
context: Hey, I heard about it from Nakao-chi.\That girl, Kanzaki Mayu,\She went out with Otani-kun for two years.\And apparently Otani-kun really liked her.\So it really is true.\I'd always thought that Otani had never dated anyone since the day he was born, like me.\Now I feel like I've been left behind.\Hey Otani, why did you break up with your ex? response:	Wh-Why are you asking about that?!
context: That girl, Kanzaki Mayu,\She went out with Otani-kun for two years.\And apparently Otani-kun really liked her.\So it really is true.\I'd always thought that Otani had never dated anyone since the day he was born, like me.\Now I feel like I've been left behind.\Hey Otani, why did you break up with your ex?\Wh-Why are you asking about that?! response:	Because I can't imagine why you would.
context: She went out with Otani-kun for two years.\And apparently Otani-kun really liked her.\So it really is true.\I'd always thought that Otani had never dated anyone since the day he was born, like me.\Now I feel like I've been left behind.\Hey Otani, why did you break up with your ex?\Wh-Why are you asking about that?!\Because I can't imagine why you would. response:	You actually managed to get a girlfriend, but then broke up with her?
context: And apparently Otani-kun really liked her.\So it really is true.\I'd always thought that Otani had never dated anyone since the day he was born, like me.\Now I feel like I've been left behind.\Hey Otani, why did you break up with your ex?\Wh-Why are you asking about that?!\Because I can't imagine why you would.\You actually managed to get a girlfriend, but then broke up with her? response:	I didn't break up with her.
context: So it really is true.\I'd always thought that Otani had never dated anyone since the day he was born, like me.\Now I feel like I've been left behind.\Hey Otani, why did you break up with your ex?\Wh-Why are you asking about that?!\Because I can't imagine why you would.\You actually managed to get a girlfriend, but then broke up with her?\I didn't break up with her. response:	She dumped me.
context: I'd always thought that Otani had never dated anyone since the day he was born, like me.\Now I feel like I've been left behind.\Hey Otani, why did you break up with your ex?\Wh-Why are you asking about that?!\Because I can't imagine why you would.\You actually managed to get a girlfriend, but then broke up with her?\I didn't break up with her.\She dumped me. response:	Huh?!
context: Now I feel like I've been left behind.\Hey Otani, why did you break up with your ex?\Wh-Why are you asking about that?!\Because I can't imagine why you would.\You actually managed to get a girlfriend, but then broke up with her?\I didn't break up with her.\She dumped me.\Huh?! response:	Um...
context: Hey Otani, why did you break up with your ex?\Wh-Why are you asking about that?!\Because I can't imagine why you would.\You actually managed to get a girlfriend, but then broke up with her?\I didn't break up with her.\She dumped me.\Huh?!\Um... response:	She suddenly told me that there was another guy she liked.
context: Wh-Why are you asking about that?!\Because I can't imagine why you would.\You actually managed to get a girlfriend, but then broke up with her?\I didn't break up with her.\She dumped me.\Huh?!\Um...\She suddenly told me that there was another guy she liked. response:	It was particularly depressing because the guy she liked...
context: Because I can't imagine why you would.\You actually managed to get a girlfriend, but then broke up with her?\I didn't break up with her.\She dumped me.\Huh?!\Um...\She suddenly told me that there was another guy she liked.\It was particularly depressing because the guy she liked... response:	We used to call him the Equestrian Ground Giant of Nishi Middle School.
context: You actually managed to get a girlfriend, but then broke up with her?\I didn't break up with her.\She dumped me.\Huh?!\Um...\She suddenly told me that there was another guy she liked.\It was particularly depressing because the guy she liked...\We used to call him the Equestrian Ground Giant of Nishi Middle School. response:	I think it was probably because of my height.
context: I didn't break up with her.\She dumped me.\Huh?!\Um...\She suddenly told me that there was another guy she liked.\It was particularly depressing because the guy she liked...\We used to call him the Equestrian Ground Giant of Nishi Middle School.\I think it was probably because of my height. response:	B-But I'm sure that was just a coincidence.
context: She dumped me.\Huh?!\Um...\She suddenly told me that there was another guy she liked.\It was particularly depressing because the guy she liked...\We used to call him the Equestrian Ground Giant of Nishi Middle School.\I think it was probably because of my height.\B-But I'm sure that was just a coincidence. response:	I'm sure she didn't pick him just for his height.
context: Huh?!\Um...\She suddenly told me that there was another guy she liked.\It was particularly depressing because the guy she liked...\We used to call him the Equestrian Ground Giant of Nishi Middle School.\I think it was probably because of my height.\B-But I'm sure that was just a coincidence.\I'm sure she didn't pick him just for his height. response:	Even if it was a coincidence...
context: Um...\She suddenly told me that there was another guy she liked.\It was particularly depressing because the guy she liked...\We used to call him the Equestrian Ground Giant of Nishi Middle School.\I think it was probably because of my height.\B-But I'm sure that was just a coincidence.\I'm sure she didn't pick him just for his height.\Even if it was a coincidence... response:	Now I'm even more so.
context: She suddenly told me that there was another guy she liked.\It was particularly depressing because the guy she liked...\We used to call him the Equestrian Ground Giant of Nishi Middle School.\I think it was probably because of my height.\B-But I'm sure that was just a coincidence.\I'm sure she didn't pick him just for his height.\Even if it was a coincidence...\Now I'm even more so. response:	But if I said a thing like that, you'd punch me again, right Koizumi?
context: It was particularly depressing because the guy she liked...\We used to call him the Equestrian Ground Giant of Nishi Middle School.\I think it was probably because of my height.\B-But I'm sure that was just a coincidence.\I'm sure she didn't pick him just for his height.\Even if it was a coincidence...\Now I'm even more so.\But if I said a thing like that, you'd punch me again, right Koizumi? response:	Otani...
context: We used to call him the Equestrian Ground Giant of Nishi Middle School.\I think it was probably because of my height.\B-But I'm sure that was just a coincidence.\I'm sure she didn't pick him just for his height.\Even if it was a coincidence...\Now I'm even more so.\But if I said a thing like that, you'd punch me again, right Koizumi?\Otani... response:	I see, So Otani has a past like that.
context: I think it was probably because of my height.\B-But I'm sure that was just a coincidence.\I'm sure she didn't pick him just for his height.\Even if it was a coincidence...\Now I'm even more so.\But if I said a thing like that, you'd punch me again, right Koizumi?\Otani...\I see, So Otani has a past like that. response:	Huh?
context: B-But I'm sure that was just a coincidence.\I'm sure she didn't pick him just for his height.\Even if it was a coincidence...\Now I'm even more so.\But if I said a thing like that, you'd punch me again, right Koizumi?\Otani...\I see, So Otani has a past like that.\Huh? response:	You will find happiness.
context: I'm sure she didn't pick him just for his height.\Even if it was a coincidence...\Now I'm even more so.\But if I said a thing like that, you'd punch me again, right Koizumi?\Otani...\I see, So Otani has a past like that.\Huh?\You will find happiness. response:	Otani,
context: Even if it was a coincidence...\Now I'm even more so.\But if I said a thing like that, you'd punch me again, right Koizumi?\Otani...\I see, So Otani has a past like that.\Huh?\You will find happiness.\Otani, response:	Getting dumped over something like that.
context: Now I'm even more so.\But if I said a thing like that, you'd punch me again, right Koizumi?\Otani...\I see, So Otani has a past like that.\Huh?\You will find happiness.\Otani,\Getting dumped over something like that. response:	No wonder you're so concerned about height.
context: But if I said a thing like that, you'd punch me again, right Koizumi?\Otani...\I see, So Otani has a past like that.\Huh?\You will find happiness.\Otani,\Getting dumped over something like that.\No wonder you're so concerned about height. response:	Do your best, Otani.
context: Otani...\I see, So Otani has a past like that.\Huh?\You will find happiness.\Otani,\Getting dumped over something like that.\No wonder you're so concerned about height.\Do your best, Otani. response:	You have to live on, Otani!
context: I see, So Otani has a past like that.\Huh?\You will find happiness.\Otani,\Getting dumped over something like that.\No wonder you're so concerned about height.\Do your best, Otani.\You have to live on, Otani! response:	Oh! I left my purse at school.
context: Huh?\You will find happiness.\Otani,\Getting dumped over something like that.\No wonder you're so concerned about height.\Do your best, Otani.\You have to live on, Otani!\Oh! I left my purse at school. response:	You guys go on ahead, okay?
context: You will find happiness.\Otani,\Getting dumped over something like that.\No wonder you're so concerned about height.\Do your best, Otani.\You have to live on, Otani!\Oh! I left my purse at school.\You guys go on ahead, okay? response:	Okay.
context: Otani,\Getting dumped over something like that.\No wonder you're so concerned about height.\Do your best, Otani.\You have to live on, Otani!\Oh! I left my purse at school.\You guys go on ahead, okay?\Okay. response:	So we've decide to have a party with everyone who was in the basketball club on the 25th.
context: Getting dumped over something like that.\No wonder you're so concerned about height.\Do your best, Otani.\You have to live on, Otani!\Oh! I left my purse at school.\You guys go on ahead, okay?\Okay.\So we've decide to have a party with everyone who was in the basketball club on the 25th. response:	I was wondering if you could spare some time on that day.
context: No wonder you're so concerned about height.\Do your best, Otani.\You have to live on, Otani!\Oh! I left my purse at school.\You guys go on ahead, okay?\Okay.\So we've decide to have a party with everyone who was in the basketball club on the 25th.\I was wondering if you could spare some time on that day. response:	I see.
context: Do your best, Otani.\You have to live on, Otani!\Oh! I left my purse at school.\You guys go on ahead, okay?\Okay.\So we've decide to have a party with everyone who was in the basketball club on the 25th.\I was wondering if you could spare some time on that day.\I see. response:	The more you look, the more she looks like Chiharu-chan.
context: You have to live on, Otani!\Oh! I left my purse at school.\You guys go on ahead, okay?\Okay.\So we've decide to have a party with everyone who was in the basketball club on the 25th.\I was wondering if you could spare some time on that day.\I see.\The more you look, the more she looks like Chiharu-chan. response:	No, it's not that she looks like Chiharu-chan.
context: Oh! I left my purse at school.\You guys go on ahead, okay?\Okay.\So we've decide to have a party with everyone who was in the basketball club on the 25th.\I was wondering if you could spare some time on that day.\I see.\The more you look, the more she looks like Chiharu-chan.\No, it's not that she looks like Chiharu-chan. response:	Chiharu-chan looks like her.
context: You guys go on ahead, okay?\Okay.\So we've decide to have a party with everyone who was in the basketball club on the 25th.\I was wondering if you could spare some time on that day.\I see.\The more you look, the more she looks like Chiharu-chan.\No, it's not that she looks like Chiharu-chan.\Chiharu-chan looks like her. response:	So that's why he liked Chiharu-chan.
context: Okay.\So we've decide to have a party with everyone who was in the basketball club on the 25th.\I was wondering if you could spare some time on that day.\I see.\The more you look, the more she looks like Chiharu-chan.\No, it's not that she looks like Chiharu-chan.\Chiharu-chan looks like her.\So that's why he liked Chiharu-chan. response:	You have to come, okay?
context: So we've decide to have a party with everyone who was in the basketball club on the 25th.\I was wondering if you could spare some time on that day.\I see.\The more you look, the more she looks like Chiharu-chan.\No, it's not that she looks like Chiharu-chan.\Chiharu-chan looks like her.\So that's why he liked Chiharu-chan.\You have to come, okay? response:	There's something I want to say to you.
context: I was wondering if you could spare some time on that day.\I see.\The more you look, the more she looks like Chiharu-chan.\No, it's not that she looks like Chiharu-chan.\Chiharu-chan looks like her.\So that's why he liked Chiharu-chan.\You have to come, okay?\There's something I want to say to you. response:	Huh?
context: I see.\The more you look, the more she looks like Chiharu-chan.\No, it's not that she looks like Chiharu-chan.\Chiharu-chan looks like her.\So that's why he liked Chiharu-chan.\You have to come, okay?\There's something I want to say to you.\Huh? response:	Bye.
context: The more you look, the more she looks like Chiharu-chan.\No, it's not that she looks like Chiharu-chan.\Chiharu-chan looks like her.\So that's why he liked Chiharu-chan.\You have to come, okay?\There's something I want to say to you.\Huh?\Bye. response:	What's this? What's with that conflicted look?
context: No, it's not that she looks like Chiharu-chan.\Chiharu-chan looks like her.\So that's why he liked Chiharu-chan.\You have to come, okay?\There's something I want to say to you.\Huh?\Bye.\What's this? What's with that conflicted look? response:	Could it be Otani... still likes that girl?
context: Chiharu-chan looks like her.\So that's why he liked Chiharu-chan.\You have to come, okay?\There's something I want to say to you.\Huh?\Bye.\What's this? What's with that conflicted look?\Could it be Otani... still likes that girl? response:	Oh, the 25th.
context: So that's why he liked Chiharu-chan.\You have to come, okay?\There's something I want to say to you.\Huh?\Bye.\What's this? What's with that conflicted look?\Could it be Otani... still likes that girl?\Oh, the 25th. response:	Don't worry.
context: You have to come, okay?\There's something I want to say to you.\Huh?\Bye.\What's this? What's with that conflicted look?\Could it be Otani... still likes that girl?\Oh, the 25th.\Don't worry. response:	I'll go to the Umibouzu concert by myself.
context: There's something I want to say to you.\Huh?\Bye.\What's this? What's with that conflicted look?\Could it be Otani... still likes that girl?\Oh, the 25th.\Don't worry.\I'll go to the Umibouzu concert by myself. response:	Ko-Koizumi when did you
context: Huh?\Bye.\What's this? What's with that conflicted look?\Could it be Otani... still likes that girl?\Oh, the 25th.\Don't worry.\I'll go to the Umibouzu concert by myself.\Ko-Koizumi when did you response:	Something she wants to say, huh?
context: Bye.\What's this? What's with that conflicted look?\Could it be Otani... still likes that girl?\Oh, the 25th.\Don't worry.\I'll go to the Umibouzu concert by myself.\Ko-Koizumi when did you\Something she wants to say, huh? response:	It could be that she wants to get back together.
context: What's this? What's with that conflicted look?\Could it be Otani... still likes that girl?\Oh, the 25th.\Don't worry.\I'll go to the Umibouzu concert by myself.\Ko-Koizumi when did you\Something she wants to say, huh?\It could be that she wants to get back together. response:	If you don't go, and don't end up getting back together you might blame it on me.
context: Could it be Otani... still likes that girl?\Oh, the 25th.\Don't worry.\I'll go to the Umibouzu concert by myself.\Ko-Koizumi when did you\Something she wants to say, huh?\It could be that she wants to get back together.\If you don't go, and don't end up getting back together you might blame it on me. response:	It's fine.
context: Oh, the 25th.\Don't worry.\I'll go to the Umibouzu concert by myself.\Ko-Koizumi when did you\Something she wants to say, huh?\It could be that she wants to get back together.\If you don't go, and don't end up getting back together you might blame it on me.\It's fine. response:	Rather than finding a new girlfriend, why not get back together with your old one?
context: Don't worry.\I'll go to the Umibouzu concert by myself.\Ko-Koizumi when did you\Something she wants to say, huh?\It could be that she wants to get back together.\If you don't go, and don't end up getting back together you might blame it on me.\It's fine.\Rather than finding a new girlfriend, why not get back together with your old one? response:	It'll be a faster way to settle our challenge, too.
context: I'll go to the Umibouzu concert by myself.\Ko-Koizumi when did you\Something she wants to say, huh?\It could be that she wants to get back together.\If you don't go, and don't end up getting back together you might blame it on me.\It's fine.\Rather than finding a new girlfriend, why not get back together with your old one?\It'll be a faster way to settle our challenge, too. response:	Koizumi...
context: Ko-Koizumi when did you\Something she wants to say, huh?\It could be that she wants to get back together.\If you don't go, and don't end up getting back together you might blame it on me.\It's fine.\Rather than finding a new girlfriend, why not get back together with your old one?\It'll be a faster way to settle our challenge, too.\Koizumi... response:	Ahh, but since I helped you a bit...
context: Something she wants to say, huh?\It could be that she wants to get back together.\If you don't go, and don't end up getting back together you might blame it on me.\It's fine.\Rather than finding a new girlfriend, why not get back together with your old one?\It'll be a faster way to settle our challenge, too.\Koizumi...\Ahh, but since I helped you a bit... response:	I'll just treat you to tea.
context: It could be that she wants to get back together.\If you don't go, and don't end up getting back together you might blame it on me.\It's fine.\Rather than finding a new girlfriend, why not get back together with your old one?\It'll be a faster way to settle our challenge, too.\Koizumi...\Ahh, but since I helped you a bit...\I'll just treat you to tea. response:	Materialistic, aren't you?
context: If you don't go, and don't end up getting back together you might blame it on me.\It's fine.\Rather than finding a new girlfriend, why not get back together with your old one?\It'll be a faster way to settle our challenge, too.\Koizumi...\Ahh, but since I helped you a bit...\I'll just treat you to tea.\Materialistic, aren't you? response:	Of course!
context: It's fine.\Rather than finding a new girlfriend, why not get back together with your old one?\It'll be a faster way to settle our challenge, too.\Koizumi...\Ahh, but since I helped you a bit...\I'll just treat you to tea.\Materialistic, aren't you?\Of course! response:	I don't know whether to consider you a good or bad person, you know.
context: Rather than finding a new girlfriend, why not get back together with your old one?\It'll be a faster way to settle our challenge, too.\Koizumi...\Ahh, but since I helped you a bit...\I'll just treat you to tea.\Materialistic, aren't you?\Of course!\I don't know whether to consider you a good or bad person, you know. response:	I'm a good person, of course.
context: It'll be a faster way to settle our challenge, too.\Koizumi...\Ahh, but since I helped you a bit...\I'll just treat you to tea.\Materialistic, aren't you?\Of course!\I don't know whether to consider you a good or bad person, you know.\I'm a good person, of course. response:	Ahh, I see.
context: Koizumi...\Ahh, but since I helped you a bit...\I'll just treat you to tea.\Materialistic, aren't you?\Of course!\I don't know whether to consider you a good or bad person, you know.\I'm a good person, of course.\Ahh, I see. response:	But, to see you show an expression like that. It surprised me.
context: Ahh, but since I helped you a bit...\I'll just treat you to tea.\Materialistic, aren't you?\Of course!\I don't know whether to consider you a good or bad person, you know.\I'm a good person, of course.\Ahh, I see.\But, to see you show an expression like that. It surprised me. response:	Nobu-chan, Chiharu-chan.
context: I'll just treat you to tea.\Materialistic, aren't you?\Of course!\I don't know whether to consider you a good or bad person, you know.\I'm a good person, of course.\Ahh, I see.\But, to see you show an expression like that. It surprised me.\Nobu-chan, Chiharu-chan. response:	And so it is.
context: Materialistic, aren't you?\Of course!\I don't know whether to consider you a good or bad person, you know.\I'm a good person, of course.\Ahh, I see.\But, to see you show an expression like that. It surprised me.\Nobu-chan, Chiharu-chan.\And so it is. response:	What do you mean, And so it is?
context: Of course!\I don't know whether to consider you a good or bad person, you know.\I'm a good person, of course.\Ahh, I see.\But, to see you show an expression like that. It surprised me.\Nobu-chan, Chiharu-chan.\And so it is.\What do you mean, And so it is? response:	I'm gonna be all alone for Christmas.
context: I don't know whether to consider you a good or bad person, you know.\I'm a good person, of course.\Ahh, I see.\But, to see you show an expression like that. It surprised me.\Nobu-chan, Chiharu-chan.\And so it is.\What do you mean, And so it is?\I'm gonna be all alone for Christmas. response:	Want to hang out for a bit before the concert?
context: I'm a good person, of course.\Ahh, I see.\But, to see you show an expression like that. It surprised me.\Nobu-chan, Chiharu-chan.\And so it is.\What do you mean, And so it is?\I'm gonna be all alone for Christmas.\Want to hang out for a bit before the concert? response:	Hmmm?
context: Ahh, I see.\But, to see you show an expression like that. It surprised me.\Nobu-chan, Chiharu-chan.\And so it is.\What do you mean, And so it is?\I'm gonna be all alone for Christmas.\Want to hang out for a bit before the concert?\Hmmm? response:	Um... if that's impossible, hanging out on Christmas Eve is okay, too.
context: But, to see you show an expression like that. It surprised me.\Nobu-chan, Chiharu-chan.\And so it is.\What do you mean, And so it is?\I'm gonna be all alone for Christmas.\Want to hang out for a bit before the concert?\Hmmm?\Um... if that's impossible, hanging out on Christmas Eve is okay, too. response:	Sorry. I'll be going over to my darling's place on the 24th for an overnight Christmas party.
context: Nobu-chan, Chiharu-chan.\And so it is.\What do you mean, And so it is?\I'm gonna be all alone for Christmas.\Want to hang out for a bit before the concert?\Hmmm?\Um... if that's impossible, hanging out on Christmas Eve is okay, too.\Sorry. I'll be going over to my darling's place on the 24th for an overnight Christmas party. response:	I want to give Suzuki-kun a scarf on the 25th, but I haven't finished it yet, so on the 24th...
context: And so it is.\What do you mean, And so it is?\I'm gonna be all alone for Christmas.\Want to hang out for a bit before the concert?\Hmmm?\Um... if that's impossible, hanging out on Christmas Eve is okay, too.\Sorry. I'll be going over to my darling's place on the 24th for an overnight Christmas party.\I want to give Suzuki-kun a scarf on the 25th, but I haven't finished it yet, so on the 24th... response:	Ahh, but if I get working on it right away, I might have time.
context: What do you mean, And so it is?\I'm gonna be all alone for Christmas.\Want to hang out for a bit before the concert?\Hmmm?\Um... if that's impossible, hanging out on Christmas Eve is okay, too.\Sorry. I'll be going over to my darling's place on the 24th for an overnight Christmas party.\I want to give Suzuki-kun a scarf on the 25th, but I haven't finished it yet, so on the 24th...\Ahh, but if I get working on it right away, I might have time. response:	It's fine. It's fine. You don't need to worry about me.
context: I'm gonna be all alone for Christmas.\Want to hang out for a bit before the concert?\Hmmm?\Um... if that's impossible, hanging out on Christmas Eve is okay, too.\Sorry. I'll be going over to my darling's place on the 24th for an overnight Christmas party.\I want to give Suzuki-kun a scarf on the 25th, but I haven't finished it yet, so on the 24th...\Ahh, but if I get working on it right away, I might have time.\It's fine. It's fine. You don't need to worry about me. response:	It's okay. We're still friends, right?!
context: Want to hang out for a bit before the concert?\Hmmm?\Um... if that's impossible, hanging out on Christmas Eve is okay, too.\Sorry. I'll be going over to my darling's place on the 24th for an overnight Christmas party.\I want to give Suzuki-kun a scarf on the 25th, but I haven't finished it yet, so on the 24th...\Ahh, but if I get working on it right away, I might have time.\It's fine. It's fine. You don't need to worry about me.\It's okay. We're still friends, right?! response:	But... Sorry.
context: Hmmm?\Um... if that's impossible, hanging out on Christmas Eve is okay, too.\Sorry. I'll be going over to my darling's place on the 24th for an overnight Christmas party.\I want to give Suzuki-kun a scarf on the 25th, but I haven't finished it yet, so on the 24th...\Ahh, but if I get working on it right away, I might have time.\It's fine. It's fine. You don't need to worry about me.\It's okay. We're still friends, right?!\But... Sorry. response:	It's fine. Christmas has nothing to do with us Japanese anyway.
context: Um... if that's impossible, hanging out on Christmas Eve is okay, too.\Sorry. I'll be going over to my darling's place on the 24th for an overnight Christmas party.\I want to give Suzuki-kun a scarf on the 25th, but I haven't finished it yet, so on the 24th...\Ahh, but if I get working on it right away, I might have time.\It's fine. It's fine. You don't need to worry about me.\It's okay. We're still friends, right?!\But... Sorry.\It's fine. Christmas has nothing to do with us Japanese anyway. response:	What does it matter if I'm alone?
context: Sorry. I'll be going over to my darling's place on the 24th for an overnight Christmas party.\I want to give Suzuki-kun a scarf on the 25th, but I haven't finished it yet, so on the 24th...\Ahh, but if I get working on it right away, I might have time.\It's fine. It's fine. You don't need to worry about me.\It's okay. We're still friends, right?!\But... Sorry.\It's fine. Christmas has nothing to do with us Japanese anyway.\What does it matter if I'm alone? response:	Damn.
context: I want to give Suzuki-kun a scarf on the 25th, but I haven't finished it yet, so on the 24th...\Ahh, but if I get working on it right away, I might have time.\It's fine. It's fine. You don't need to worry about me.\It's okay. We're still friends, right?!\But... Sorry.\It's fine. Christmas has nothing to do with us Japanese anyway.\What does it matter if I'm alone?\Damn. response:	I was so bored, I came way too early.
context: Ahh, but if I get working on it right away, I might have time.\It's fine. It's fine. You don't need to worry about me.\It's okay. We're still friends, right?!\But... Sorry.\It's fine. Christmas has nothing to do with us Japanese anyway.\What does it matter if I'm alone?\Damn.\I was so bored, I came way too early. response:	That hurt.
context: It's fine. It's fine. You don't need to worry about me.\It's okay. We're still friends, right?!\But... Sorry.\It's fine. Christmas has nothing to do with us Japanese anyway.\What does it matter if I'm alone?\Damn.\I was so bored, I came way too early.\That hurt. response:	Ahh! My stocking's ripped! I'm bleeding!
context: It's okay. We're still friends, right?!\But... Sorry.\It's fine. Christmas has nothing to do with us Japanese anyway.\What does it matter if I'm alone?\Damn.\I was so bored, I came way too early.\That hurt.\Ahh! My stocking's ripped! I'm bleeding! response:	Everyone else must be having fun right now.
context: But... Sorry.\It's fine. Christmas has nothing to do with us Japanese anyway.\What does it matter if I'm alone?\Damn.\I was so bored, I came way too early.\That hurt.\Ahh! My stocking's ripped! I'm bleeding!\Everyone else must be having fun right now. response:	Otani must have made up with his ex-girlfriend, too.
context: It's fine. Christmas has nothing to do with us Japanese anyway.\What does it matter if I'm alone?\Damn.\I was so bored, I came way too early.\That hurt.\Ahh! My stocking's ripped! I'm bleeding!\Everyone else must be having fun right now.\Otani must have made up with his ex-girlfriend, too. response:	What should I do? I've been left all alone.
context: What does it matter if I'm alone?\Damn.\I was so bored, I came way too early.\That hurt.\Ahh! My stocking's ripped! I'm bleeding!\Everyone else must be having fun right now.\Otani must have made up with his ex-girlfriend, too.\What should I do? I've been left all alone. response:	Now that Otani has a girlfriend, he probably won't hang out with me anymore either.
context: Damn.\I was so bored, I came way too early.\That hurt.\Ahh! My stocking's ripped! I'm bleeding!\Everyone else must be having fun right now.\Otani must have made up with his ex-girlfriend, too.\What should I do? I've been left all alone.\Now that Otani has a girlfriend, he probably won't hang out with me anymore either. response:	What should I do?
context: I was so bored, I came way too early.\That hurt.\Ahh! My stocking's ripped! I'm bleeding!\Everyone else must be having fun right now.\Otani must have made up with his ex-girlfriend, too.\What should I do? I've been left all alone.\Now that Otani has a girlfriend, he probably won't hang out with me anymore either.\What should I do? response:	It's winter vacation, but even if I want to hang out with everybody, I'll just be in the way.
context: That hurt.\Ahh! My stocking's ripped! I'm bleeding!\Everyone else must be having fun right now.\Otani must have made up with his ex-girlfriend, too.\What should I do? I've been left all alone.\Now that Otani has a girlfriend, he probably won't hang out with me anymore either.\What should I do?\It's winter vacation, but even if I want to hang out with everybody, I'll just be in the way. response:	My leg hurts.
context: Ahh! My stocking's ripped! I'm bleeding!\Everyone else must be having fun right now.\Otani must have made up with his ex-girlfriend, too.\What should I do? I've been left all alone.\Now that Otani has a girlfriend, he probably won't hang out with me anymore either.\What should I do?\It's winter vacation, but even if I want to hang out with everybody, I'll just be in the way.\My leg hurts. response:	The concert's about to start, too.
context: Everyone else must be having fun right now.\Otani must have made up with his ex-girlfriend, too.\What should I do? I've been left all alone.\Now that Otani has a girlfriend, he probably won't hang out with me anymore either.\What should I do?\It's winter vacation, but even if I want to hang out with everybody, I'll just be in the way.\My leg hurts.\The concert's about to start, too. response:	What does it matter if I see Umibouzu? What does it matter if I get excited?
context: Otani must have made up with his ex-girlfriend, too.\What should I do? I've been left all alone.\Now that Otani has a girlfriend, he probably won't hang out with me anymore either.\What should I do?\It's winter vacation, but even if I want to hang out with everybody, I'll just be in the way.\My leg hurts.\The concert's about to start, too.\What does it matter if I see Umibouzu? What does it matter if I get excited? response:	It's not like there's anyone I can share that excitement with.
context: What should I do? I've been left all alone.\Now that Otani has a girlfriend, he probably won't hang out with me anymore either.\What should I do?\It's winter vacation, but even if I want to hang out with everybody, I'll just be in the way.\My leg hurts.\The concert's about to start, too.\What does it matter if I see Umibouzu? What does it matter if I get excited?\It's not like there's anyone I can share that excitement with. response:	When it comes down to it... I feel really lonely.
context: Now that Otani has a girlfriend, he probably won't hang out with me anymore either.\What should I do?\It's winter vacation, but even if I want to hang out with everybody, I'll just be in the way.\My leg hurts.\The concert's about to start, too.\What does it matter if I see Umibouzu? What does it matter if I get excited?\It's not like there's anyone I can share that excitement with.\When it comes down to it... I feel really lonely. response:	Koizumi.
context: What should I do?\It's winter vacation, but even if I want to hang out with everybody, I'll just be in the way.\My leg hurts.\The concert's about to start, too.\What does it matter if I see Umibouzu? What does it matter if I get excited?\It's not like there's anyone I can share that excitement with.\When it comes down to it... I feel really lonely.\Koizumi. response:	Huh?
context: It's winter vacation, but even if I want to hang out with everybody, I'll just be in the way.\My leg hurts.\The concert's about to start, too.\What does it matter if I see Umibouzu? What does it matter if I get excited?\It's not like there's anyone I can share that excitement with.\When it comes down to it... I feel really lonely.\Koizumi.\Huh? response:	That sounded like Otani's voice just now.
