context: Hosu General Hospital response:	Two days since the Hosu incident,
context: You guys search for the boat with the radar!\I will look for them in the ocean.\That is all!\Now, get to work, sailors!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Selkie Quirk: Spotted Seal\Sea Rescue Hero: Selkie!\Quirk: Spotted Seal. response:	He can do pretty much anything a spotted seal can.
context: I will look for them in the ocean.\That is all!\Now, get to work, sailors!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Selkie Quirk: Spotted Seal\Sea Rescue Hero: Selkie!\Quirk: Spotted Seal.\He can do pretty much anything a spotted seal can. response:	He can even make a sonar-like sound
context: That is all!\Now, get to work, sailors!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Selkie Quirk: Spotted Seal\Sea Rescue Hero: Selkie!\Quirk: Spotted Seal.\He can do pretty much anything a spotted seal can.\He can even make a sonar-like sound response:	and use the echo to determine the position of his opponent.
context: Now, get to work, sailors!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Selkie Quirk: Spotted Seal\Sea Rescue Hero: Selkie!\Quirk: Spotted Seal.\He can do pretty much anything a spotted seal can.\He can even make a sonar-like sound\and use the echo to determine the position of his opponent. response:	He's also very strong!
context: -Aye aye, sir! -Aye aye, sir! -Ribbit!\Selkie Quirk: Spotted Seal\Sea Rescue Hero: Selkie!\Quirk: Spotted Seal.\He can do pretty much anything a spotted seal can.\He can even make a sonar-like sound\and use the echo to determine the position of his opponent.\He's also very strong! response:	They aren't around here.
context: Selkie Quirk: Spotted Seal\Sea Rescue Hero: Selkie!\Quirk: Spotted Seal.\He can do pretty much anything a spotted seal can.\He can even make a sonar-like sound\and use the echo to determine the position of his opponent.\He's also very strong!\They aren't around here. response:	Guess I'll widen my search a little!
context: Sea Rescue Hero: Selkie!\Quirk: Spotted Seal.\He can do pretty much anything a spotted seal can.\He can even make a sonar-like sound\and use the echo to determine the position of his opponent.\He's also very strong!\They aren't around here.\Guess I'll widen my search a little! response:	As expected, I can't see anything in this darkness...
context: Quirk: Spotted Seal.\He can do pretty much anything a spotted seal can.\He can even make a sonar-like sound\and use the echo to determine the position of his opponent.\He's also very strong!\They aren't around here.\Guess I'll widen my search a little!\As expected, I can't see anything in this darkness... response:	It doesn't look like we've been able to catch anything on the radar yet, either.
context: He can do pretty much anything a spotted seal can.\He can even make a sonar-like sound\and use the echo to determine the position of his opponent.\He's also very strong!\They aren't around here.\Guess I'll widen my search a little!\As expected, I can't see anything in this darkness...\It doesn't look like we've been able to catch anything on the radar yet, either. response:	It's fine!
context: He can even make a sonar-like sound\and use the echo to determine the position of his opponent.\He's also very strong!\They aren't around here.\Guess I'll widen my search a little!\As expected, I can't see anything in this darkness...\It doesn't look like we've been able to catch anything on the radar yet, either.\It's fine! response:	Ribbit?
context: and use the echo to determine the position of his opponent.\He's also very strong!\They aren't around here.\Guess I'll widen my search a little!\As expected, I can't see anything in this darkness...\It doesn't look like we've been able to catch anything on the radar yet, either.\It's fine!\Ribbit? response:	We've got the captain on our side!
context: He's also very strong!\They aren't around here.\Guess I'll widen my search a little!\As expected, I can't see anything in this darkness...\It doesn't look like we've been able to catch anything on the radar yet, either.\It's fine!\Ribbit?\We've got the captain on our side! response:	We have a message from the Coast Guard!
context: They aren't around here.\Guess I'll widen my search a little!\As expected, I can't see anything in this darkness...\It doesn't look like we've been able to catch anything on the radar yet, either.\It's fine!\Ribbit?\We've got the captain on our side!\We have a message from the Coast Guard! response:	A fishing boat thought to belong to
context: Guess I'll widen my search a little!\As expected, I can't see anything in this darkness...\It doesn't look like we've been able to catch anything on the radar yet, either.\It's fine!\Ribbit?\We've got the captain on our side!\We have a message from the Coast Guard!\A fishing boat thought to belong to response:	the stowaways shook off a hero agency patrol boat
context: As expected, I can't see anything in this darkness...\It doesn't look like we've been able to catch anything on the radar yet, either.\It's fine!\Ribbit?\We've got the captain on our side!\We have a message from the Coast Guard!\A fishing boat thought to belong to\the stowaways shook off a hero agency patrol boat response:	and escaped into the direction of the area we're in charge of!
context: It doesn't look like we've been able to catch anything on the radar yet, either.\It's fine!\Ribbit?\We've got the captain on our side!\We have a message from the Coast Guard!\A fishing boat thought to belong to\the stowaways shook off a hero agency patrol boat\and escaped into the direction of the area we're in charge of! response:	Ribbit...
context: It's fine!\Ribbit?\We've got the captain on our side!\We have a message from the Coast Guard!\A fishing boat thought to belong to\the stowaways shook off a hero agency patrol boat\and escaped into the direction of the area we're in charge of!\Ribbit... response:	Captain!
context: Ribbit?\We've got the captain on our side!\We have a message from the Coast Guard!\A fishing boat thought to belong to\the stowaways shook off a hero agency patrol boat\and escaped into the direction of the area we're in charge of!\Ribbit...\Captain! response:	I've confirmed the location of the fishing boat thought to belong to the stowaways!
context: We've got the captain on our side!\We have a message from the Coast Guard!\A fishing boat thought to belong to\the stowaways shook off a hero agency patrol boat\and escaped into the direction of the area we're in charge of!\Ribbit...\Captain!\I've confirmed the location of the fishing boat thought to belong to the stowaways! response:	Sailors!
context: We have a message from the Coast Guard!\A fishing boat thought to belong to\the stowaways shook off a hero agency patrol boat\and escaped into the direction of the area we're in charge of!\Ribbit...\Captain!\I've confirmed the location of the fishing boat thought to belong to the stowaways!\Sailors! response:	Turn off all the lights and get close without letting them know where we are!
context: A fishing boat thought to belong to\the stowaways shook off a hero agency patrol boat\and escaped into the direction of the area we're in charge of!\Ribbit...\Captain!\I've confirmed the location of the fishing boat thought to belong to the stowaways!\Sailors!\Turn off all the lights and get close without letting them know where we are! response:	-Aye aye, sir! -Aye aye, sir! -Ribbit!
context: the stowaways shook off a hero agency patrol boat\and escaped into the direction of the area we're in charge of!\Ribbit...\Captain!\I've confirmed the location of the fishing boat thought to belong to the stowaways!\Sailors!\Turn off all the lights and get close without letting them know where we are!\-Aye aye, sir! -Aye aye, sir! -Ribbit! response:	Captain, I can see a fishing boat with my naked eye.
context: and escaped into the direction of the area we're in charge of!\Ribbit...\Captain!\I've confirmed the location of the fishing boat thought to belong to the stowaways!\Sailors!\Turn off all the lights and get close without letting them know where we are!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Captain, I can see a fishing boat with my naked eye. response:	All right, block their course with a patrol boat
context: Ribbit...\Captain!\I've confirmed the location of the fishing boat thought to belong to the stowaways!\Sailors!\Turn off all the lights and get close without letting them know where we are!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Captain, I can see a fishing boat with my naked eye.\All right, block their course with a patrol boat response:	and board their boat while setting off a flare.
context: Captain!\I've confirmed the location of the fishing boat thought to belong to the stowaways!\Sailors!\Turn off all the lights and get close without letting them know where we are!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Captain, I can see a fishing boat with my naked eye.\All right, block their course with a patrol boat\and board their boat while setting off a flare. response:	Aye aye, sir!
context: I've confirmed the location of the fishing boat thought to belong to the stowaways!\Sailors!\Turn off all the lights and get close without letting them know where we are!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Captain, I can see a fishing boat with my naked eye.\All right, block their course with a patrol boat\and board their boat while setting off a flare.\Aye aye, sir! response:	What should I do?
context: Sailors!\Turn off all the lights and get close without letting them know where we are!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Captain, I can see a fishing boat with my naked eye.\All right, block their course with a patrol boat\and board their boat while setting off a flare.\Aye aye, sir!\What should I do? response:	Stay here.
context: Turn off all the lights and get close without letting them know where we are!\-Aye aye, sir! -Aye aye, sir! -Ribbit!\Captain, I can see a fishing boat with my naked eye.\All right, block their course with a patrol boat\and board their boat while setting off a flare.\Aye aye, sir!\What should I do?\Stay here. response:	Ribbit!
context: -Aye aye, sir! -Aye aye, sir! -Ribbit!\Captain, I can see a fishing boat with my naked eye.\All right, block their course with a patrol boat\and board their boat while setting off a flare.\Aye aye, sir!\What should I do?\Stay here.\Ribbit! response:	Sirius, stay with her.
context: Captain, I can see a fishing boat with my naked eye.\All right, block their course with a patrol boat\and board their boat while setting off a flare.\Aye aye, sir!\What should I do?\Stay here.\Ribbit!\Sirius, stay with her. response:	Yes, sir!
context: All right, block their course with a patrol boat\and board their boat while setting off a flare.\Aye aye, sir!\What should I do?\Stay here.\Ribbit!\Sirius, stay with her.\Yes, sir! response:	Then I won't be able to experience the internship.
context: and board their boat while setting off a flare.\Aye aye, sir!\What should I do?\Stay here.\Ribbit!\Sirius, stay with her.\Yes, sir!\Then I won't be able to experience the internship. response:	Just be quiet and do as I say!
context: Aye aye, sir!\What should I do?\Stay here.\Ribbit!\Sirius, stay with her.\Yes, sir!\Then I won't be able to experience the internship.\Just be quiet and do as I say! response:	Let's go!
context: What should I do?\Stay here.\Ribbit!\Sirius, stay with her.\Yes, sir!\Then I won't be able to experience the internship.\Just be quiet and do as I say!\Let's go! response:	Aye aye, sir!
context: Stay here.\Ribbit!\Sirius, stay with her.\Yes, sir!\Then I won't be able to experience the internship.\Just be quiet and do as I say!\Let's go!\Aye aye, sir! response:	Ribbit...
context: Ribbit!\Sirius, stay with her.\Yes, sir!\Then I won't be able to experience the internship.\Just be quiet and do as I say!\Let's go!\Aye aye, sir!\Ribbit... response:	I know that you want to go with them, Froppy.
context: Sirius, stay with her.\Yes, sir!\Then I won't be able to experience the internship.\Just be quiet and do as I say!\Let's go!\Aye aye, sir!\Ribbit...\I know that you want to go with them, Froppy. response:	But you know, even if we're up against stowaways, we have to be very careful, right?
context: Yes, sir!\Then I won't be able to experience the internship.\Just be quiet and do as I say!\Let's go!\Aye aye, sir!\Ribbit...\I know that you want to go with them, Froppy.\But you know, even if we're up against stowaways, we have to be very careful, right? response:	So follow the captain's orders.
context: Then I won't be able to experience the internship.\Just be quiet and do as I say!\Let's go!\Aye aye, sir!\Ribbit...\I know that you want to go with them, Froppy.\But you know, even if we're up against stowaways, we have to be very careful, right?\So follow the captain's orders. response:	Let's give them support together.
context: Just be quiet and do as I say!\Let's go!\Aye aye, sir!\Ribbit...\I know that you want to go with them, Froppy.\But you know, even if we're up against stowaways, we have to be very careful, right?\So follow the captain's orders.\Let's give them support together. response:	Ribbit.
context: Let's go!\Aye aye, sir!\Ribbit...\I know that you want to go with them, Froppy.\But you know, even if we're up against stowaways, we have to be very careful, right?\So follow the captain's orders.\Let's give them support together.\Ribbit. response:	Captain, we've arrived at the fishing boat's course!
context: Aye aye, sir!\Ribbit...\I know that you want to go with them, Froppy.\But you know, even if we're up against stowaways, we have to be very careful, right?\So follow the captain's orders.\Let's give them support together.\Ribbit.\Captain, we've arrived at the fishing boat's course! response:	All right, leave the rest to me.
context: Ribbit...\I know that you want to go with them, Froppy.\But you know, even if we're up against stowaways, we have to be very careful, right?\So follow the captain's orders.\Let's give them support together.\Ribbit.\Captain, we've arrived at the fishing boat's course!\All right, leave the rest to me. response:	Stop the ship! This is a pro hero!
context: I know that you want to go with them, Froppy.\But you know, even if we're up against stowaways, we have to be very careful, right?\So follow the captain's orders.\Let's give them support together.\Ribbit.\Captain, we've arrived at the fishing boat's course!\All right, leave the rest to me.\Stop the ship! This is a pro hero! response:	We are here on a job for the Japan Coast Guard to inspect your ship!
context: But you know, even if we're up against stowaways, we have to be very careful, right?\So follow the captain's orders.\Let's give them support together.\Ribbit.\Captain, we've arrived at the fishing boat's course!\All right, leave the rest to me.\Stop the ship! This is a pro hero!\We are here on a job for the Japan Coast Guard to inspect your ship! response:	Captain! I didn't find any of the cargo in question.
context: So follow the captain's orders.\Let's give them support together.\Ribbit.\Captain, we've arrived at the fishing boat's course!\All right, leave the rest to me.\Stop the ship! This is a pro hero!\We are here on a job for the Japan Coast Guard to inspect your ship!\Captain! I didn't find any of the cargo in question. response:	There wasn't any here, either.
context: Let's give them support together.\Ribbit.\Captain, we've arrived at the fishing boat's course!\All right, leave the rest to me.\Stop the ship! This is a pro hero!\We are here on a job for the Japan Coast Guard to inspect your ship!\Captain! I didn't find any of the cargo in question.\There wasn't any here, either. response:	That's what I told you!
context: Ribbit.\Captain, we've arrived at the fishing boat's course!\All right, leave the rest to me.\Stop the ship! This is a pro hero!\We are here on a job for the Japan Coast Guard to inspect your ship!\Captain! I didn't find any of the cargo in question.\There wasn't any here, either.\That's what I told you! response:	We were just fishing-
context: Captain, we've arrived at the fishing boat's course!\All right, leave the rest to me.\Stop the ship! This is a pro hero!\We are here on a job for the Japan Coast Guard to inspect your ship!\Captain! I didn't find any of the cargo in question.\There wasn't any here, either.\That's what I told you!\We were just fishing- response:	Then, you can show us what's under here, too, right?
context: All right, leave the rest to me.\Stop the ship! This is a pro hero!\We are here on a job for the Japan Coast Guard to inspect your ship!\Captain! I didn't find any of the cargo in question.\There wasn't any here, either.\That's what I told you!\We were just fishing-\Then, you can show us what's under here, too, right? response:	There's nothing but fish down there.
context: Stop the ship! This is a pro hero!\We are here on a job for the Japan Coast Guard to inspect your ship!\Captain! I didn't find any of the cargo in question.\There wasn't any here, either.\That's what I told you!\We were just fishing-\Then, you can show us what's under here, too, right?\There's nothing but fish down there. response:	Just open it up!
context: We are here on a job for the Japan Coast Guard to inspect your ship!\Captain! I didn't find any of the cargo in question.\There wasn't any here, either.\That's what I told you!\We were just fishing-\Then, you can show us what's under here, too, right?\There's nothing but fish down there.\Just open it up! response:	What a pain.
context: Captain! I didn't find any of the cargo in question.\There wasn't any here, either.\That's what I told you!\We were just fishing-\Then, you can show us what's under here, too, right?\There's nothing but fish down there.\Just open it up!\What a pain. response:	There's nothing but fish...
context: There wasn't any here, either.\That's what I told you!\We were just fishing-\Then, you can show us what's under here, too, right?\There's nothing but fish down there.\Just open it up!\What a pain.\There's nothing but fish... response:	It's too dark to see clearly...
context: That's what I told you!\We were just fishing-\Then, you can show us what's under here, too, right?\There's nothing but fish down there.\Just open it up!\What a pain.\There's nothing but fish...\It's too dark to see clearly... response:	Can't you turn on any lights-
context: We were just fishing-\Then, you can show us what's under here, too, right?\There's nothing but fish down there.\Just open it up!\What a pain.\There's nothing but fish...\It's too dark to see clearly...\Can't you turn on any lights- response:	I did as you said.
context: Then, you can show us what's under here, too, right?\There's nothing but fish down there.\Just open it up!\What a pain.\There's nothing but fish...\It's too dark to see clearly...\Can't you turn on any lights-\I did as you said. response:	So p... please spare my life...
context: There's nothing but fish down there.\Just open it up!\What a pain.\There's nothing but fish...\It's too dark to see clearly...\Can't you turn on any lights-\I did as you said.\So p... please spare my life... response:	We won't kill ya.
context: Just open it up!\What a pain.\There's nothing but fish...\It's too dark to see clearly...\Can't you turn on any lights-\I did as you said.\So p... please spare my life...\We won't kill ya. response:	Don't worry!
context: What a pain.\There's nothing but fish...\It's too dark to see clearly...\Can't you turn on any lights-\I did as you said.\So p... please spare my life...\We won't kill ya.\Don't worry! response:	If we can buy this much time...
context: There's nothing but fish...\It's too dark to see clearly...\Can't you turn on any lights-\I did as you said.\So p... please spare my life...\We won't kill ya.\Don't worry!\If we can buy this much time... response:	Our job's done!
context: It's too dark to see clearly...\Can't you turn on any lights-\I did as you said.\So p... please spare my life...\We won't kill ya.\Don't worry!\If we can buy this much time...\Our job's done! response:	See ya!
context: Can't you turn on any lights-\I did as you said.\So p... please spare my life...\We won't kill ya.\Don't worry!\If we can buy this much time...\Our job's done!\See ya! response:	Captain! Captain, please respond!
context: I did as you said.\So p... please spare my life...\We won't kill ya.\Don't worry!\If we can buy this much time...\Our job's done!\See ya!\Captain! Captain, please respond! response:	It's no good. The radio's not getting through.
context: So p... please spare my life...\We won't kill ya.\Don't worry!\If we can buy this much time...\Our job's done!\See ya!\Captain! Captain, please respond!\It's no good. The radio's not getting through. response:	I'll go take a look!
context: We won't kill ya.\Don't worry!\If we can buy this much time...\Our job's done!\See ya!\Captain! Captain, please respond!\It's no good. The radio's not getting through.\I'll go take a look! response:	Wait!
context: Don't worry!\If we can buy this much time...\Our job's done!\See ya!\Captain! Captain, please respond!\It's no good. The radio's not getting through.\I'll go take a look!\Wait! response:	Sirius Quirk: Good Ear
context: If we can buy this much time...\Our job's done!\See ya!\Captain! Captain, please respond!\It's no good. The radio's not getting through.\I'll go take a look!\Wait!\Sirius Quirk: Good Ear response:	Sirius! Quirk: Good Ear.
context: Our job's done!\See ya!\Captain! Captain, please respond!\It's no good. The radio's not getting through.\I'll go take a look!\Wait!\Sirius Quirk: Good Ear\Sirius! Quirk: Good Ear. response:	She can hear high frequencies that humans cannot hear.
context: See ya!\Captain! Captain, please respond!\It's no good. The radio's not getting through.\I'll go take a look!\Wait!\Sirius Quirk: Good Ear\Sirius! Quirk: Good Ear.\She can hear high frequencies that humans cannot hear. response:	Stowaways...
context: Captain! Captain, please respond!\It's no good. The radio's not getting through.\I'll go take a look!\Wait!\Sirius Quirk: Good Ear\Sirius! Quirk: Good Ear.\She can hear high frequencies that humans cannot hear.\Stowaways... response:	Different boat!
context: It's no good. The radio's not getting through.\I'll go take a look!\Wait!\Sirius Quirk: Good Ear\Sirius! Quirk: Good Ear.\She can hear high frequencies that humans cannot hear.\Stowaways...\Different boat! response:	We're fine. Find them.
context: I'll go take a look!\Wait!\Sirius Quirk: Good Ear\Sirius! Quirk: Good Ear.\She can hear high frequencies that humans cannot hear.\Stowaways...\Different boat!\We're fine. Find them. response:	Mick, start the ship!
context: Wait!\Sirius Quirk: Good Ear\Sirius! Quirk: Good Ear.\She can hear high frequencies that humans cannot hear.\Stowaways...\Different boat!\We're fine. Find them.\Mick, start the ship! response:	Yes, ma'am!
context: Sirius Quirk: Good Ear\Sirius! Quirk: Good Ear.\She can hear high frequencies that humans cannot hear.\Stowaways...\Different boat!\We're fine. Find them.\Mick, start the ship!\Yes, ma'am! response:	If that boat is a decoy, then the stowaways
context: Sirius! Quirk: Good Ear.\She can hear high frequencies that humans cannot hear.\Stowaways...\Different boat!\We're fine. Find them.\Mick, start the ship!\Yes, ma'am!\If that boat is a decoy, then the stowaways response:	should be heading toward the shore.
context: She can hear high frequencies that humans cannot hear.\Stowaways...\Different boat!\We're fine. Find them.\Mick, start the ship!\Yes, ma'am!\If that boat is a decoy, then the stowaways\should be heading toward the shore. response:	Hurry!
context: Stowaways...\Different boat!\We're fine. Find them.\Mick, start the ship!\Yes, ma'am!\If that boat is a decoy, then the stowaways\should be heading toward the shore.\Hurry! response:	Got it!
context: Different boat!\We're fine. Find them.\Mick, start the ship!\Yes, ma'am!\If that boat is a decoy, then the stowaways\should be heading toward the shore.\Hurry!\Got it! response:	We don't have to resuce the captain and the others?
context: We're fine. Find them.\Mick, start the ship!\Yes, ma'am!\If that boat is a decoy, then the stowaways\should be heading toward the shore.\Hurry!\Got it!\We don't have to resuce the captain and the others? response:	We're going to follow the captain's orders.
context: Mick, start the ship!\Yes, ma'am!\If that boat is a decoy, then the stowaways\should be heading toward the shore.\Hurry!\Got it!\We don't have to resuce the captain and the others?\We're going to follow the captain's orders. response:	Because we believe what the captain decided is the best course of action!
context: Yes, ma'am!\If that boat is a decoy, then the stowaways\should be heading toward the shore.\Hurry!\Got it!\We don't have to resuce the captain and the others?\We're going to follow the captain's orders.\Because we believe what the captain decided is the best course of action! response:	Froppy, you believe, too-
context: If that boat is a decoy, then the stowaways\should be heading toward the shore.\Hurry!\Got it!\We don't have to resuce the captain and the others?\We're going to follow the captain's orders.\Because we believe what the captain decided is the best course of action!\Froppy, you believe, too- response:	In the captain,
context: should be heading toward the shore.\Hurry!\Got it!\We don't have to resuce the captain and the others?\We're going to follow the captain's orders.\Because we believe what the captain decided is the best course of action!\Froppy, you believe, too-\In the captain, response:	and in us.
context: Hurry!\Got it!\We don't have to resuce the captain and the others?\We're going to follow the captain's orders.\Because we believe what the captain decided is the best course of action!\Froppy, you believe, too-\In the captain,\and in us. response:	Ribbit!
context: Got it!\We don't have to resuce the captain and the others?\We're going to follow the captain's orders.\Because we believe what the captain decided is the best course of action!\Froppy, you believe, too-\In the captain,\and in us.\Ribbit! response:	I see them!
context: We don't have to resuce the captain and the others?\We're going to follow the captain's orders.\Because we believe what the captain decided is the best course of action!\Froppy, you believe, too-\In the captain,\and in us.\Ribbit!\I see them! response:	They're hiding in the shadow of Double Rock!
context: We're going to follow the captain's orders.\Because we believe what the captain decided is the best course of action!\Froppy, you believe, too-\In the captain,\and in us.\Ribbit!\I see them!\They're hiding in the shadow of Double Rock! response:	Damn it, in a place like that...!
context: Because we believe what the captain decided is the best course of action!\Froppy, you believe, too-\In the captain,\and in us.\Ribbit!\I see them!\They're hiding in the shadow of Double Rock!\Damn it, in a place like that...! response:	Cut the engine and go to one of the cruiser's blind spots!
context: Froppy, you believe, too-\In the captain,\and in us.\Ribbit!\I see them!\They're hiding in the shadow of Double Rock!\Damn it, in a place like that...!\Cut the engine and go to one of the cruiser's blind spots! response:	Yes, ma'am!
context: In the captain,\and in us.\Ribbit!\I see them!\They're hiding in the shadow of Double Rock!\Damn it, in a place like that...!\Cut the engine and go to one of the cruiser's blind spots!\Yes, ma'am! response:	Froppy, you help, too!
context: and in us.\Ribbit!\I see them!\They're hiding in the shadow of Double Rock!\Damn it, in a place like that...!\Cut the engine and go to one of the cruiser's blind spots!\Yes, ma'am!\Froppy, you help, too! response:	Ribbit!
context: Ribbit!\I see them!\They're hiding in the shadow of Double Rock!\Damn it, in a place like that...!\Cut the engine and go to one of the cruiser's blind spots!\Yes, ma'am!\Froppy, you help, too!\Ribbit! response:	There's someone keeping watch...
context: I see them!\They're hiding in the shadow of Double Rock!\Damn it, in a place like that...!\Cut the engine and go to one of the cruiser's blind spots!\Yes, ma'am!\Froppy, you help, too!\Ribbit!\There's someone keeping watch... response:	Froppy, can you bring the guard over here?
context: They're hiding in the shadow of Double Rock!\Damn it, in a place like that...!\Cut the engine and go to one of the cruiser's blind spots!\Yes, ma'am!\Froppy, you help, too!\Ribbit!\There's someone keeping watch...\Froppy, can you bring the guard over here? response:	Leave it to me.
context: Damn it, in a place like that...!\Cut the engine and go to one of the cruiser's blind spots!\Yes, ma'am!\Froppy, you help, too!\Ribbit!\There's someone keeping watch...\Froppy, can you bring the guard over here?\Leave it to me. response:	Wha... Wha... What?!
context: Cut the engine and go to one of the cruiser's blind spots!\Yes, ma'am!\Froppy, you help, too!\Ribbit!\There's someone keeping watch...\Froppy, can you bring the guard over here?\Leave it to me.\Wha... Wha... What?! response:	Y-You guys-
context: Yes, ma'am!\Froppy, you help, too!\Ribbit!\There's someone keeping watch...\Froppy, can you bring the guard over here?\Leave it to me.\Wha... Wha... What?!\Y-You guys- response:	If you answer our questions, then we won't get rough with you.
context: Froppy, you help, too!\Ribbit!\There's someone keeping watch...\Froppy, can you bring the guard over here?\Leave it to me.\Wha... Wha... What?!\Y-You guys-\If you answer our questions, then we won't get rough with you. response:	Here I go.
context: Ribbit!\There's someone keeping watch...\Froppy, can you bring the guard over here?\Leave it to me.\Wha... Wha... What?!\Y-You guys-\If you answer our questions, then we won't get rough with you.\Here I go. response:	Thanks.
context: There's someone keeping watch...\Froppy, can you bring the guard over here?\Leave it to me.\Wha... Wha... What?!\Y-You guys-\If you answer our questions, then we won't get rough with you.\Here I go.\Thanks. response:	There's only one person on the cruiser.
context: Froppy, can you bring the guard over here?\Leave it to me.\Wha... Wha... What?!\Y-You guys-\If you answer our questions, then we won't get rough with you.\Here I go.\Thanks.\There's only one person on the cruiser. response:	He's hiding in a cabin.
context: Leave it to me.\Wha... Wha... What?!\Y-You guys-\If you answer our questions, then we won't get rough with you.\Here I go.\Thanks.\There's only one person on the cruiser.\He's hiding in a cabin. response:	I'll drag him out!
context: Wha... Wha... What?!\Y-You guys-\If you answer our questions, then we won't get rough with you.\Here I go.\Thanks.\There's only one person on the cruiser.\He's hiding in a cabin.\I'll drag him out! response:	What?! I can't see!
context: Y-You guys-\If you answer our questions, then we won't get rough with you.\Here I go.\Thanks.\There's only one person on the cruiser.\He's hiding in a cabin.\I'll drag him out!\What?! I can't see! response:	Mick!
context: If you answer our questions, then we won't get rough with you.\Here I go.\Thanks.\There's only one person on the cruiser.\He's hiding in a cabin.\I'll drag him out!\What?! I can't see!\Mick! response:	Froppy!
context: Here I go.\Thanks.\There's only one person on the cruiser.\He's hiding in a cabin.\I'll drag him out!\What?! I can't see!\Mick!\Froppy! response:	Sirius!
context: Thanks.\There's only one person on the cruiser.\He's hiding in a cabin.\I'll drag him out!\What?! I can't see!\Mick!\Froppy!\Sirius! response:	Gotcha.
context: There's only one person on the cruiser.\He's hiding in a cabin.\I'll drag him out!\What?! I can't see!\Mick!\Froppy!\Sirius!\Gotcha. response:	A villain!
context: He's hiding in a cabin.\I'll drag him out!\What?! I can't see!\Mick!\Froppy!\Sirius!\Gotcha.\A villain! response:	I thought I'd gotten clean away,
context: I'll drag him out!\What?! I can't see!\Mick!\Froppy!\Sirius!\Gotcha.\A villain!\I thought I'd gotten clean away, response:	but you guys are too persistent!
context: What?! I can't see!\Mick!\Froppy!\Sirius!\Gotcha.\A villain!\I thought I'd gotten clean away,\but you guys are too persistent! response:	Ribbit...
context: Mick!\Froppy!\Sirius!\Gotcha.\A villain!\I thought I'd gotten clean away,\but you guys are too persistent!\Ribbit... response:	Huh? What, you've only got a woman and a kid left?
context: Froppy!\Sirius!\Gotcha.\A villain!\I thought I'd gotten clean away,\but you guys are too persistent!\Ribbit...\Huh? What, you've only got a woman and a kid left? response:	Oops, don't move!
context: Sirius!\Gotcha.\A villain!\I thought I'd gotten clean away,\but you guys are too persistent!\Ribbit...\Huh? What, you've only got a woman and a kid left?\Oops, don't move! response:	I'll give her back once I'm free of the Coast Guard.
context: Gotcha.\A villain!\I thought I'd gotten clean away,\but you guys are too persistent!\Ribbit...\Huh? What, you've only got a woman and a kid left?\Oops, don't move!\I'll give her back once I'm free of the Coast Guard. response:	I'll have you help me move the cargo, too.
context: A villain!\I thought I'd gotten clean away,\but you guys are too persistent!\Ribbit...\Huh? What, you've only got a woman and a kid left?\Oops, don't move!\I'll give her back once I'm free of the Coast Guard.\I'll have you help me move the cargo, too. response:	Sorry.
context: I thought I'd gotten clean away,\but you guys are too persistent!\Ribbit...\Huh? What, you've only got a woman and a kid left?\Oops, don't move!\I'll give her back once I'm free of the Coast Guard.\I'll have you help me move the cargo, too.\Sorry. response:	We're locked up in the fishing boat
context: but you guys are too persistent!\Ribbit...\Huh? What, you've only got a woman and a kid left?\Oops, don't move!\I'll give her back once I'm free of the Coast Guard.\I'll have you help me move the cargo, too.\Sorry.\We're locked up in the fishing boat response:	and our transmission's been blocked.
context: Ribbit...\Huh? What, you've only got a woman and a kid left?\Oops, don't move!\I'll give her back once I'm free of the Coast Guard.\I'll have you help me move the cargo, too.\Sorry.\We're locked up in the fishing boat\and our transmission's been blocked. response:	The captain went ahead.
context: Huh? What, you've only got a woman and a kid left?\Oops, don't move!\I'll give her back once I'm free of the Coast Guard.\I'll have you help me move the cargo, too.\Sorry.\We're locked up in the fishing boat\and our transmission's been blocked.\The captain went ahead. response:	-Ribbit... -How are things on your end?
context: Oops, don't move!\I'll give her back once I'm free of the Coast Guard.\I'll have you help me move the cargo, too.\Sorry.\We're locked up in the fishing boat\and our transmission's been blocked.\The captain went ahead.\-Ribbit... -How are things on your end? response:	Tell me your situation. Please respond!
context: I'll give her back once I'm free of the Coast Guard.\I'll have you help me move the cargo, too.\Sorry.\We're locked up in the fishing boat\and our transmission's been blocked.\The captain went ahead.\-Ribbit... -How are things on your end?\Tell me your situation. Please respond! response:	So it's a radio, huh?
context: I'll have you help me move the cargo, too.\Sorry.\We're locked up in the fishing boat\and our transmission's been blocked.\The captain went ahead.\-Ribbit... -How are things on your end?\Tell me your situation. Please respond!\So it's a radio, huh? response:	Hey, kid!
context: Sorry.\We're locked up in the fishing boat\and our transmission's been blocked.\The captain went ahead.\-Ribbit... -How are things on your end?\Tell me your situation. Please respond!\So it's a radio, huh?\Hey, kid! response:	We couldn't find the stowaways.
