context: eye catch response:	Pre! Preparation!
context: Mirano?\Yeah, Yasuko's hostess name.\Hi! Go out the station's north exit, it's 200 meters straight ahead!\I'm Vaisravana's Heaven's Mirano-chan!\How old do I look? Twenty-three?\Bingo!\This is a fortunate morning!\And now to grab a feel of Mirano-chan's DNA! response:	Nice and firm, being young must be nice!
context: Yeah, Yasuko's hostess name.\Hi! Go out the station's north exit, it's 200 meters straight ahead!\I'm Vaisravana's Heaven's Mirano-chan!\How old do I look? Twenty-three?\Bingo!\This is a fortunate morning!\And now to grab a feel of Mirano-chan's DNA!\Nice and firm, being young must be nice! response:	Let's go.
context: Hi! Go out the station's north exit, it's 200 meters straight ahead!\I'm Vaisravana's Heaven's Mirano-chan!\How old do I look? Twenty-three?\Bingo!\This is a fortunate morning!\And now to grab a feel of Mirano-chan's DNA!\Nice and firm, being young must be nice!\Let's go. response:	Somehow, this old guy's pissing me off.
context: I'm Vaisravana's Heaven's Mirano-chan!\How old do I look? Twenty-three?\Bingo!\This is a fortunate morning!\And now to grab a feel of Mirano-chan's DNA!\Nice and firm, being young must be nice!\Let's go.\Somehow, this old guy's pissing me off. response:	Hold it right there, you two!
context: How old do I look? Twenty-three?\Bingo!\This is a fortunate morning!\And now to grab a feel of Mirano-chan's DNA!\Nice and firm, being young must be nice!\Let's go.\Somehow, this old guy's pissing me off.\Hold it right there, you two! response:	If you haven't eaten breakfast yet, I recommend the docosahexaenoic acid and the calcium-filled taste of this Gyonisa!
context: Bingo!\This is a fortunate morning!\And now to grab a feel of Mirano-chan's DNA!\Nice and firm, being young must be nice!\Let's go.\Somehow, this old guy's pissing me off.\Hold it right there, you two!\If you haven't eaten breakfast yet, I recommend the docosahexaenoic acid and the calcium-filled taste of this Gyonisa! response:	Okay.
context: This is a fortunate morning!\And now to grab a feel of Mirano-chan's DNA!\Nice and firm, being young must be nice!\Let's go.\Somehow, this old guy's pissing me off.\Hold it right there, you two!\If you haven't eaten breakfast yet, I recommend the docosahexaenoic acid and the calcium-filled taste of this Gyonisa!\Okay. response:	Huh?
context: And now to grab a feel of Mirano-chan's DNA!\Nice and firm, being young must be nice!\Let's go.\Somehow, this old guy's pissing me off.\Hold it right there, you two!\If you haven't eaten breakfast yet, I recommend the docosahexaenoic acid and the calcium-filled taste of this Gyonisa!\Okay.\Huh? response:	Kushieda?
context: Nice and firm, being young must be nice!\Let's go.\Somehow, this old guy's pissing me off.\Hold it right there, you two!\If you haven't eaten breakfast yet, I recommend the docosahexaenoic acid and the calcium-filled taste of this Gyonisa!\Okay.\Huh?\Kushieda? response:	Minorin?
context: Let's go.\Somehow, this old guy's pissing me off.\Hold it right there, you two!\If you haven't eaten breakfast yet, I recommend the docosahexaenoic acid and the calcium-filled taste of this Gyonisa!\Okay.\Huh?\Kushieda?\Minorin? response:	Here, carry this!
context: Somehow, this old guy's pissing me off.\Hold it right there, you two!\If you haven't eaten breakfast yet, I recommend the docosahexaenoic acid and the calcium-filled taste of this Gyonisa!\Okay.\Huh?\Kushieda?\Minorin?\Here, carry this! response:	W-Why?
context: Hold it right there, you two!\If you haven't eaten breakfast yet, I recommend the docosahexaenoic acid and the calcium-filled taste of this Gyonisa!\Okay.\Huh?\Kushieda?\Minorin?\Here, carry this!\W-Why? response:	Another!
context: If you haven't eaten breakfast yet, I recommend the docosahexaenoic acid and the calcium-filled taste of this Gyonisa!\Okay.\Huh?\Kushieda?\Minorin?\Here, carry this!\W-Why?\Another! response:	And some more!
context: Okay.\Huh?\Kushieda?\Minorin?\Here, carry this!\W-Why?\Another!\And some more! response:	It'd be better if I -
context: Huh?\Kushieda?\Minorin?\Here, carry this!\W-Why?\Another!\And some more!\It'd be better if I - response:	No, it's okay. Sit down and relax with some tea.
context: Kushieda?\Minorin?\Here, carry this!\W-Why?\Another!\And some more!\It'd be better if I -\No, it's okay. Sit down and relax with some tea. response:	You're Mirano-chan's son, after all.
context: Minorin?\Here, carry this!\W-Why?\Another!\And some more!\It'd be better if I -\No, it's okay. Sit down and relax with some tea.\You're Mirano-chan's son, after all. response:	Why do I have to do this?!
context: Here, carry this!\W-Why?\Another!\And some more!\It'd be better if I -\No, it's okay. Sit down and relax with some tea.\You're Mirano-chan's son, after all.\Why do I have to do this?! response:	I ask her for some help, but only during holidays.
context: W-Why?\Another!\And some more!\It'd be better if I -\No, it's okay. Sit down and relax with some tea.\You're Mirano-chan's son, after all.\Why do I have to do this?!\I ask her for some help, but only during holidays. response:	Kushieda, you better work hard!
context: Another!\And some more!\It'd be better if I -\No, it's okay. Sit down and relax with some tea.\You're Mirano-chan's son, after all.\Why do I have to do this?!\I ask her for some help, but only during holidays.\Kushieda, you better work hard! response:	Understood!
context: And some more!\It'd be better if I -\No, it's okay. Sit down and relax with some tea.\You're Mirano-chan's son, after all.\Why do I have to do this?!\I ask her for some help, but only during holidays.\Kushieda, you better work hard!\Understood! response:	These days, we're so busy that we've run out of workers.
context: It'd be better if I -\No, it's okay. Sit down and relax with some tea.\You're Mirano-chan's son, after all.\Why do I have to do this?!\I ask her for some help, but only during holidays.\Kushieda, you better work hard!\Understood!\These days, we're so busy that we've run out of workers. response:	You ran out of workers?
context: No, it's okay. Sit down and relax with some tea.\You're Mirano-chan's son, after all.\Why do I have to do this?!\I ask her for some help, but only during holidays.\Kushieda, you better work hard!\Understood!\These days, we're so busy that we've run out of workers.\You ran out of workers? response:	Oh yeah, do you want to work here too, young lady?
context: You're Mirano-chan's son, after all.\Why do I have to do this?!\I ask her for some help, but only during holidays.\Kushieda, you better work hard!\Understood!\These days, we're so busy that we've run out of workers.\You ran out of workers?\Oh yeah, do you want to work here too, young lady? response:	Being friends with Kushieda and all...
context: Why do I have to do this?!\I ask her for some help, but only during holidays.\Kushieda, you better work hard!\Understood!\These days, we're so busy that we've run out of workers.\You ran out of workers?\Oh yeah, do you want to work here too, young lady?\Being friends with Kushieda and all... response:	I'll pay you well!
context: I ask her for some help, but only during holidays.\Kushieda, you better work hard!\Understood!\These days, we're so busy that we've run out of workers.\You ran out of workers?\Oh yeah, do you want to work here too, young lady?\Being friends with Kushieda and all...\I'll pay you well! response:	Yes!
context: Kushieda, you better work hard!\Understood!\These days, we're so busy that we've run out of workers.\You ran out of workers?\Oh yeah, do you want to work here too, young lady?\Being friends with Kushieda and all...\I'll pay you well!\Yes! response:	I'll work!
context: Understood!\These days, we're so busy that we've run out of workers.\You ran out of workers?\Oh yeah, do you want to work here too, young lady?\Being friends with Kushieda and all...\I'll pay you well!\Yes!\I'll work! response:	Along with her.
context: These days, we're so busy that we've run out of workers.\You ran out of workers?\Oh yeah, do you want to work here too, young lady?\Being friends with Kushieda and all...\I'll pay you well!\Yes!\I'll work!\Along with her. response:	I can't keep this up!
context: You ran out of workers?\Oh yeah, do you want to work here too, young lady?\Being friends with Kushieda and all...\I'll pay you well!\Yes!\I'll work!\Along with her.\I can't keep this up! response:	Hey, don't cause a fuss.
context: Oh yeah, do you want to work here too, young lady?\Being friends with Kushieda and all...\I'll pay you well!\Yes!\I'll work!\Along with her.\I can't keep this up!\Hey, don't cause a fuss. response:	It'll give Kushieda trouble.
context: Being friends with Kushieda and all...\I'll pay you well!\Yes!\I'll work!\Along with her.\I can't keep this up!\Hey, don't cause a fuss.\It'll give Kushieda trouble. response:	Then, help out a little!
context: I'll pay you well!\Yes!\I'll work!\Along with her.\I can't keep this up!\Hey, don't cause a fuss.\It'll give Kushieda trouble.\Then, help out a little! response:	Little girl, I need you to go do the deliveries!
context: Yes!\I'll work!\Along with her.\I can't keep this up!\Hey, don't cause a fuss.\It'll give Kushieda trouble.\Then, help out a little!\Little girl, I need you to go do the deliveries! response:	Three of those beer cases.
context: I'll work!\Along with her.\I can't keep this up!\Hey, don't cause a fuss.\It'll give Kushieda trouble.\Then, help out a little!\Little girl, I need you to go do the deliveries!\Three of those beer cases. response:	With pleasure!
context: Along with her.\I can't keep this up!\Hey, don't cause a fuss.\It'll give Kushieda trouble.\Then, help out a little!\Little girl, I need you to go do the deliveries!\Three of those beer cases.\With pleasure! response:	And that's it!
context: I can't keep this up!\Hey, don't cause a fuss.\It'll give Kushieda trouble.\Then, help out a little!\Little girl, I need you to go do the deliveries!\Three of those beer cases.\With pleasure!\And that's it! response:	Be careful on your way.
context: Hey, don't cause a fuss.\It'll give Kushieda trouble.\Then, help out a little!\Little girl, I need you to go do the deliveries!\Three of those beer cases.\With pleasure!\And that's it!\Be careful on your way. response:	What's wrong, Taiga?
context: It'll give Kushieda trouble.\Then, help out a little!\Little girl, I need you to go do the deliveries!\Three of those beer cases.\With pleasure!\And that's it!\Be careful on your way.\What's wrong, Taiga? response:	You...
context: Then, help out a little!\Little girl, I need you to go do the deliveries!\Three of those beer cases.\With pleasure!\And that's it!\Be careful on your way.\What's wrong, Taiga?\You... response:	You can't ride a bik -
context: Little girl, I need you to go do the deliveries!\Three of those beer cases.\With pleasure!\And that's it!\Be careful on your way.\What's wrong, Taiga?\You...\You can't ride a bik - response:	Shut up!
context: Three of those beer cases.\With pleasure!\And that's it!\Be careful on your way.\What's wrong, Taiga?\You...\You can't ride a bik -\Shut up! response:	So what if I can't ride a bike?!
context: With pleasure!\And that's it!\Be careful on your way.\What's wrong, Taiga?\You...\You can't ride a bik -\Shut up!\So what if I can't ride a bike?! response:	I'll just have to deliver it like this!
context: And that's it!\Be careful on your way.\What's wrong, Taiga?\You...\You can't ride a bik -\Shut up!\So what if I can't ride a bike?!\I'll just have to deliver it like this! response:	That's wrong! You're doing it wrong!
context: Be careful on your way.\What's wrong, Taiga?\You...\You can't ride a bik -\Shut up!\So what if I can't ride a bike?!\I'll just have to deliver it like this!\That's wrong! You're doing it wrong! response:	You're on fire, Taiga!
context: What's wrong, Taiga?\You...\You can't ride a bik -\Shut up!\So what if I can't ride a bike?!\I'll just have to deliver it like this!\That's wrong! You're doing it wrong!\You're on fire, Taiga! response:	She's ridiculous.
context: You...\You can't ride a bik -\Shut up!\So what if I can't ride a bike?!\I'll just have to deliver it like this!\That's wrong! You're doing it wrong!\You're on fire, Taiga!\She's ridiculous. response:	Well, if she just pushes the bike, she'll be all right, I guess.
context: You can't ride a bik -\Shut up!\So what if I can't ride a bike?!\I'll just have to deliver it like this!\That's wrong! You're doing it wrong!\You're on fire, Taiga!\She's ridiculous.\Well, if she just pushes the bike, she'll be all right, I guess. response:	Oh right, I was going to restock the shochu.
context: Shut up!\So what if I can't ride a bike?!\I'll just have to deliver it like this!\That's wrong! You're doing it wrong!\You're on fire, Taiga!\She's ridiculous.\Well, if she just pushes the bike, she'll be all right, I guess.\Oh right, I was going to restock the shochu. response:	I'll -
context: So what if I can't ride a bike?!\I'll just have to deliver it like this!\That's wrong! You're doing it wrong!\You're on fire, Taiga!\She's ridiculous.\Well, if she just pushes the bike, she'll be all right, I guess.\Oh right, I was going to restock the shochu.\I'll - response:	I'll help, too.
context: I'll just have to deliver it like this!\That's wrong! You're doing it wrong!\You're on fire, Taiga!\She's ridiculous.\Well, if she just pushes the bike, she'll be all right, I guess.\Oh right, I was going to restock the shochu.\I'll -\I'll help, too. response:	I'd feel bad if I wasn't doing anything.
context: That's wrong! You're doing it wrong!\You're on fire, Taiga!\She's ridiculous.\Well, if she just pushes the bike, she'll be all right, I guess.\Oh right, I was going to restock the shochu.\I'll -\I'll help, too.\I'd feel bad if I wasn't doing anything. response:	Then, I'll be counting on you.
context: You're on fire, Taiga!\She's ridiculous.\Well, if she just pushes the bike, she'll be all right, I guess.\Oh right, I was going to restock the shochu.\I'll -\I'll help, too.\I'd feel bad if I wasn't doing anything.\Then, I'll be counting on you. response:	Y-Yeah!
context: She's ridiculous.\Well, if she just pushes the bike, she'll be all right, I guess.\Oh right, I was going to restock the shochu.\I'll -\I'll help, too.\I'd feel bad if I wasn't doing anything.\Then, I'll be counting on you.\Y-Yeah! response:	Where's the potato shochu?
context: Well, if she just pushes the bike, she'll be all right, I guess.\Oh right, I was going to restock the shochu.\I'll -\I'll help, too.\I'd feel bad if I wasn't doing anything.\Then, I'll be counting on you.\Y-Yeah!\Where's the potato shochu? response:	It's really hard to see in this darkness.
context: Oh right, I was going to restock the shochu.\I'll -\I'll help, too.\I'd feel bad if I wasn't doing anything.\Then, I'll be counting on you.\Y-Yeah!\Where's the potato shochu?\It's really hard to see in this darkness. response:	This place isn't used that often.
context: I'll -\I'll help, too.\I'd feel bad if I wasn't doing anything.\Then, I'll be counting on you.\Y-Yeah!\Where's the potato shochu?\It's really hard to see in this darkness.\This place isn't used that often. response:	They don't open up this place more than once a week or so.
context: I'll help, too.\I'd feel bad if I wasn't doing anything.\Then, I'll be counting on you.\Y-Yeah!\Where's the potato shochu?\It's really hard to see in this darkness.\This place isn't used that often.\They don't open up this place more than once a week or so. response:	If we got locked in here, it'd be horrible.
context: I'd feel bad if I wasn't doing anything.\Then, I'll be counting on you.\Y-Yeah!\Where's the potato shochu?\It's really hard to see in this darkness.\This place isn't used that often.\They don't open up this place more than once a week or so.\If we got locked in here, it'd be horrible. response:	It'd almost feel like we were stranded or something!
context: Then, I'll be counting on you.\Y-Yeah!\Where's the potato shochu?\It's really hard to see in this darkness.\This place isn't used that often.\They don't open up this place more than once a week or so.\If we got locked in here, it'd be horrible.\It'd almost feel like we were stranded or something! response:	That little runt, leaving it open like that.
context: Y-Yeah!\Where's the potato shochu?\It's really hard to see in this darkness.\This place isn't used that often.\They don't open up this place more than once a week or so.\If we got locked in here, it'd be horrible.\It'd almost feel like we were stranded or something!\That little runt, leaving it open like that. response:	Hey! There are still people in here!
context: Where's the potato shochu?\It's really hard to see in this darkness.\This place isn't used that often.\They don't open up this place more than once a week or so.\If we got locked in here, it'd be horrible.\It'd almost feel like we were stranded or something!\That little runt, leaving it open like that.\Hey! There are still people in here! response:	Calm down, Takasu-kun!
context: It's really hard to see in this darkness.\This place isn't used that often.\They don't open up this place more than once a week or so.\If we got locked in here, it'd be horrible.\It'd almost feel like we were stranded or something!\That little runt, leaving it open like that.\Hey! There are still people in here!\Calm down, Takasu-kun! response:	Kushieda?
context: This place isn't used that often.\They don't open up this place more than once a week or so.\If we got locked in here, it'd be horrible.\It'd almost feel like we were stranded or something!\That little runt, leaving it open like that.\Hey! There are still people in here!\Calm down, Takasu-kun!\Kushieda? response:	It's for times like these that we have school songs!
context: They don't open up this place more than once a week or so.\If we got locked in here, it'd be horrible.\It'd almost feel like we were stranded or something!\That little runt, leaving it open like that.\Hey! There are still people in here!\Calm down, Takasu-kun!\Kushieda?\It's for times like these that we have school songs! response:	Huh?
context: If we got locked in here, it'd be horrible.\It'd almost feel like we were stranded or something!\That little runt, leaving it open like that.\Hey! There are still people in here!\Calm down, Takasu-kun!\Kushieda?\It's for times like these that we have school songs!\Huh? response:	School songs?
context: It'd almost feel like we were stranded or something!\That little runt, leaving it open like that.\Hey! There are still people in here!\Calm down, Takasu-kun!\Kushieda?\It's for times like these that we have school songs!\Huh?\School songs? response:	This is dumb.
context: That little runt, leaving it open like that.\Hey! There are still people in here!\Calm down, Takasu-kun!\Kushieda?\It's for times like these that we have school songs!\Huh?\School songs?\This is dumb. response:	There's no reason for me to make an effort.
context: Hey! There are still people in here!\Calm down, Takasu-kun!\Kushieda?\It's for times like these that we have school songs!\Huh?\School songs?\This is dumb.\There's no reason for me to make an effort. response:	I really can't keep this up.
context: Calm down, Takasu-kun!\Kushieda?\It's for times like these that we have school songs!\Huh?\School songs?\This is dumb.\There's no reason for me to make an effort.\I really can't keep this up. response:	Keep what up?
context: Kushieda?\It's for times like these that we have school songs!\Huh?\School songs?\This is dumb.\There's no reason for me to make an effort.\I really can't keep this up.\Keep what up? response:	K-Kitamura-kun! W-Why are you h-here?
context: It's for times like these that we have school songs!\Huh?\School songs?\This is dumb.\There's no reason for me to make an effort.\I really can't keep this up.\Keep what up?\K-Kitamura-kun! W-Why are you h-here? response:	Self-training.
context: Huh?\School songs?\This is dumb.\There's no reason for me to make an effort.\I really can't keep this up.\Keep what up?\K-Kitamura-kun! W-Why are you h-here?\Self-training. response:	By the way, is that your bike?
context: School songs?\This is dumb.\There's no reason for me to make an effort.\I really can't keep this up.\Keep what up?\K-Kitamura-kun! W-Why are you h-here?\Self-training.\By the way, is that your bike? response:	Um, yeah...
context: This is dumb.\There's no reason for me to make an effort.\I really can't keep this up.\Keep what up?\K-Kitamura-kun! W-Why are you h-here?\Self-training.\By the way, is that your bike?\Um, yeah... response:	Something like that.
context: There's no reason for me to make an effort.\I really can't keep this up.\Keep what up?\K-Kitamura-kun! W-Why are you h-here?\Self-training.\By the way, is that your bike?\Um, yeah...\Something like that. response:	You can ride a bike now?
context: I really can't keep this up.\Keep what up?\K-Kitamura-kun! W-Why are you h-here?\Self-training.\By the way, is that your bike?\Um, yeah...\Something like that.\You can ride a bike now? response:	That's remarkable progress.
context: Keep what up?\K-Kitamura-kun! W-Why are you h-here?\Self-training.\By the way, is that your bike?\Um, yeah...\Something like that.\You can ride a bike now?\That's remarkable progress. response:	Um, setting that aside...
context: K-Kitamura-kun! W-Why are you h-here?\Self-training.\By the way, is that your bike?\Um, yeah...\Something like that.\You can ride a bike now?\That's remarkable progress.\Um, setting that aside... response:	How did you know that I couldn't ride a bike?
context: Self-training.\By the way, is that your bike?\Um, yeah...\Something like that.\You can ride a bike now?\That's remarkable progress.\Um, setting that aside...\How did you know that I couldn't ride a bike? response:	That's because I observed you pretty closely last year.
context: By the way, is that your bike?\Um, yeah...\Something like that.\You can ride a bike now?\That's remarkable progress.\Um, setting that aside...\How did you know that I couldn't ride a bike?\That's because I observed you pretty closely last year. response:	Bikes are great. The world opens up before you.
context: Um, yeah...\Something like that.\You can ride a bike now?\That's remarkable progress.\Um, setting that aside...\How did you know that I couldn't ride a bike?\That's because I observed you pretty closely last year.\Bikes are great. The world opens up before you. response:	I'll see you tomorrow, Aisaka.
context: Something like that.\You can ride a bike now?\That's remarkable progress.\Um, setting that aside...\How did you know that I couldn't ride a bike?\That's because I observed you pretty closely last year.\Bikes are great. The world opens up before you.\I'll see you tomorrow, Aisaka. response:	He was observing me last year?
context: You can ride a bike now?\That's remarkable progress.\Um, setting that aside...\How did you know that I couldn't ride a bike?\That's because I observed you pretty closely last year.\Bikes are great. The world opens up before you.\I'll see you tomorrow, Aisaka.\He was observing me last year? response:	Dammit!
context: That's remarkable progress.\Um, setting that aside...\How did you know that I couldn't ride a bike?\That's because I observed you pretty closely last year.\Bikes are great. The world opens up before you.\I'll see you tomorrow, Aisaka.\He was observing me last year?\Dammit! response:	Dammit!
context: Um, setting that aside...\How did you know that I couldn't ride a bike?\That's because I observed you pretty closely last year.\Bikes are great. The world opens up before you.\I'll see you tomorrow, Aisaka.\He was observing me last year?\Dammit!\Dammit! response:	Opening up a world in which Kitamura-kun's not watching me...
context: How did you know that I couldn't ride a bike?\That's because I observed you pretty closely last year.\Bikes are great. The world opens up before you.\I'll see you tomorrow, Aisaka.\He was observing me last year?\Dammit!\Dammit!\Opening up a world in which Kitamura-kun's not watching me... response:	Dammit!
context: That's because I observed you pretty closely last year.\Bikes are great. The world opens up before you.\I'll see you tomorrow, Aisaka.\He was observing me last year?\Dammit!\Dammit!\Opening up a world in which Kitamura-kun's not watching me...\Dammit! response:	Two, thr -
context: Bikes are great. The world opens up before you.\I'll see you tomorrow, Aisaka.\He was observing me last year?\Dammit!\Dammit!\Opening up a world in which Kitamura-kun's not watching me...\Dammit!\Two, thr - response:	Aren't you lat - What happened? You look awful.
context: I'll see you tomorrow, Aisaka.\He was observing me last year?\Dammit!\Dammit!\Opening up a world in which Kitamura-kun's not watching me...\Dammit!\Two, thr -\Aren't you lat - What happened? You look awful. response:	Nothing much. Where are the others?
context: He was observing me last year?\Dammit!\Dammit!\Opening up a world in which Kitamura-kun's not watching me...\Dammit!\Two, thr -\Aren't you lat - What happened? You look awful.\Nothing much. Where are the others? response:	Oh, right, where has that Kushieda run off to?
context: Dammit!\Dammit!\Opening up a world in which Kitamura-kun's not watching me...\Dammit!\Two, thr -\Aren't you lat - What happened? You look awful.\Nothing much. Where are the others?\Oh, right, where has that Kushieda run off to? response:	Not minding Ryuuji-kun...
context: Dammit!\Opening up a world in which Kitamura-kun's not watching me...\Dammit!\Two, thr -\Aren't you lat - What happened? You look awful.\Nothing much. Where are the others?\Oh, right, where has that Kushieda run off to?\Not minding Ryuuji-kun... response:	That mongrel, slacking off in comfort while I'm out working!
context: Opening up a world in which Kitamura-kun's not watching me...\Dammit!\Two, thr -\Aren't you lat - What happened? You look awful.\Nothing much. Where are the others?\Oh, right, where has that Kushieda run off to?\Not minding Ryuuji-kun...\That mongrel, slacking off in comfort while I'm out working! response:	What're you saying?
context: Dammit!\Two, thr -\Aren't you lat - What happened? You look awful.\Nothing much. Where are the others?\Oh, right, where has that Kushieda run off to?\Not minding Ryuuji-kun...\That mongrel, slacking off in comfort while I'm out working!\What're you saying? response:	Anyway, the next delivery's three blocks away -
context: Two, thr -\Aren't you lat - What happened? You look awful.\Nothing much. Where are the others?\Oh, right, where has that Kushieda run off to?\Not minding Ryuuji-kun...\That mongrel, slacking off in comfort while I'm out working!\What're you saying?\Anyway, the next delivery's three blocks away - response:	Ryuuji, what the hell are you up to?!
context: Aren't you lat - What happened? You look awful.\Nothing much. Where are the others?\Oh, right, where has that Kushieda run off to?\Not minding Ryuuji-kun...\That mongrel, slacking off in comfort while I'm out working!\What're you saying?\Anyway, the next delivery's three blocks away -\Ryuuji, what the hell are you up to?! response:	The bridge that leads to the future
context: Nothing much. Where are the others?\Oh, right, where has that Kushieda run off to?\Not minding Ryuuji-kun...\That mongrel, slacking off in comfort while I'm out working!\What're you saying?\Anyway, the next delivery's three blocks away -\Ryuuji, what the hell are you up to?!\The bridge that leads to the future response:	That bridge is a chopstick, a chopstick
context: Oh, right, where has that Kushieda run off to?\Not minding Ryuuji-kun...\That mongrel, slacking off in comfort while I'm out working!\What're you saying?\Anyway, the next delivery's three blocks away -\Ryuuji, what the hell are you up to?!\The bridge that leads to the future\That bridge is a chopstick, a chopstick response:	My throat's all dry.
context: Not minding Ryuuji-kun...\That mongrel, slacking off in comfort while I'm out working!\What're you saying?\Anyway, the next delivery's three blocks away -\Ryuuji, what the hell are you up to?!\The bridge that leads to the future\That bridge is a chopstick, a chopstick\My throat's all dry. response:	Nobody noticed us even though we raised our voices...
context: That mongrel, slacking off in comfort while I'm out working!\What're you saying?\Anyway, the next delivery's three blocks away -\Ryuuji, what the hell are you up to?!\The bridge that leads to the future\That bridge is a chopstick, a chopstick\My throat's all dry.\Nobody noticed us even though we raised our voices... response:	At around this time, the old guy's obsessing over horse racing.
context: What're you saying?\Anyway, the next delivery's three blocks away -\Ryuuji, what the hell are you up to?!\The bridge that leads to the future\That bridge is a chopstick, a chopstick\My throat's all dry.\Nobody noticed us even though we raised our voices...\At around this time, the old guy's obsessing over horse racing. response:	Right...
context: Anyway, the next delivery's three blocks away -\Ryuuji, what the hell are you up to?!\The bridge that leads to the future\That bridge is a chopstick, a chopstick\My throat's all dry.\Nobody noticed us even though we raised our voices...\At around this time, the old guy's obsessing over horse racing.\Right... response:	It's getting a little chilly.
context: Ryuuji, what the hell are you up to?!\The bridge that leads to the future\That bridge is a chopstick, a chopstick\My throat's all dry.\Nobody noticed us even though we raised our voices...\At around this time, the old guy's obsessing over horse racing.\Right...\It's getting a little chilly. response:	I'll lend you my coat, the -
context: The bridge that leads to the future\That bridge is a chopstick, a chopstick\My throat's all dry.\Nobody noticed us even though we raised our voices...\At around this time, the old guy's obsessing over horse racing.\Right...\It's getting a little chilly.\I'll lend you my coat, the - response:	Okay, let's warm up!
context: That bridge is a chopstick, a chopstick\My throat's all dry.\Nobody noticed us even though we raised our voices...\At around this time, the old guy's obsessing over horse racing.\Right...\It's getting a little chilly.\I'll lend you my coat, the -\Okay, let's warm up! response:	The pitcher is scared! Hey, hey, hey!
context: My throat's all dry.\Nobody noticed us even though we raised our voices...\At around this time, the old guy's obsessing over horse racing.\Right...\It's getting a little chilly.\I'll lend you my coat, the -\Okay, let's warm up!\The pitcher is scared! Hey, hey, hey! response:	The pitcher is scared! Hey, hey, hey!
context: Nobody noticed us even though we raised our voices...\At around this time, the old guy's obsessing over horse racing.\Right...\It's getting a little chilly.\I'll lend you my coat, the -\Okay, let's warm up!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey! response:	Who's scared? Aren't you the pitcher?
context: At around this time, the old guy's obsessing over horse racing.\Right...\It's getting a little chilly.\I'll lend you my coat, the -\Okay, let's warm up!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Who's scared? Aren't you the pitcher? response:	He's scared! Hey!
context: Right...\It's getting a little chilly.\I'll lend you my coat, the -\Okay, let's warm up!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Who's scared? Aren't you the pitcher?\He's scared! Hey! response:	He's scared! Hey!
context: It's getting a little chilly.\I'll lend you my coat, the -\Okay, let's warm up!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Who's scared? Aren't you the pitcher?\He's scared! Hey!\He's scared! Hey! response:	The pitcher is scared! Hey, hey, hey!
context: I'll lend you my coat, the -\Okay, let's warm up!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Who's scared? Aren't you the pitcher?\He's scared! Hey!\He's scared! Hey!\The pitcher is scared! Hey, hey, hey! response:	The pitcher is scared! Hey, hey, hey!
context: Okay, let's warm up!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Who's scared? Aren't you the pitcher?\He's scared! Hey!\He's scared! Hey!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey! response:	Wait, you're actually scared?
context: The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Who's scared? Aren't you the pitcher?\He's scared! Hey!\He's scared! Hey!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Wait, you're actually scared? response:	Your hand's trembling.
context: The pitcher is scared! Hey, hey, hey!\Who's scared? Aren't you the pitcher?\He's scared! Hey!\He's scared! Hey!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Wait, you're actually scared?\Your hand's trembling. response:	You've got it all wrong, I'm trembling from excitement!
context: Who's scared? Aren't you the pitcher?\He's scared! Hey!\He's scared! Hey!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Wait, you're actually scared?\Your hand's trembling.\You've got it all wrong, I'm trembling from excitement! response:	Here I go, you'd better be ready!
context: He's scared! Hey!\He's scared! Hey!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Wait, you're actually scared?\Your hand's trembling.\You've got it all wrong, I'm trembling from excitement!\Here I go, you'd better be ready! response:	Strike!
context: He's scared! Hey!\The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Wait, you're actually scared?\Your hand's trembling.\You've got it all wrong, I'm trembling from excitement!\Here I go, you'd better be ready!\Strike! response:	Change-over.
context: The pitcher is scared! Hey, hey, hey!\The pitcher is scared! Hey, hey, hey!\Wait, you're actually scared?\Your hand's trembling.\You've got it all wrong, I'm trembling from excitement!\Here I go, you'd better be ready!\Strike!\Change-over. response:	We swap places now.
context: The pitcher is scared! Hey, hey, hey!\Wait, you're actually scared?\Your hand's trembling.\You've got it all wrong, I'm trembling from excitement!\Here I go, you'd better be ready!\Strike!\Change-over.\We swap places now. response:	Oh, okay.
context: Wait, you're actually scared?\Your hand's trembling.\You've got it all wrong, I'm trembling from excitement!\Here I go, you'd better be ready!\Strike!\Change-over.\We swap places now.\Oh, okay. response:	You see, there's no point being afraid.
