context: I'm home. response:	It's just you?
context: I'd always wondered what kind of person my brother was...\I got curious, so I went to meet you...\Do you remember?\When we were little, we played together in the park.\That was me.\Goodbye, Aniki.\I always, always loved you.\Are you stupid... response:	Nee-sama, please read me a book!
context: I got curious, so I went to meet you...\Do you remember?\When we were little, we played together in the park.\That was me.\Goodbye, Aniki.\I always, always loved you.\Are you stupid...\Nee-sama, please read me a book! response:	In a bit.
context: Do you remember?\When we were little, we played together in the park.\That was me.\Goodbye, Aniki.\I always, always loved you.\Are you stupid...\Nee-sama, please read me a book!\In a bit. response:	I'm talking to the denizens of the world of darkness right now.
context: When we were little, we played together in the park.\That was me.\Goodbye, Aniki.\I always, always loved you.\Are you stupid...\Nee-sama, please read me a book!\In a bit.\I'm talking to the denizens of the world of darkness right now. response:	Are these people the denizens of the world of darkness?
context: That was me.\Goodbye, Aniki.\I always, always loved you.\Are you stupid...\Nee-sama, please read me a book!\In a bit.\I'm talking to the denizens of the world of darkness right now.\Are these people the denizens of the world of darkness? response:	No.
context: Goodbye, Aniki.\I always, always loved you.\Are you stupid...\Nee-sama, please read me a book!\In a bit.\I'm talking to the denizens of the world of darkness right now.\Are these people the denizens of the world of darkness?\No. response:	Those people are...
context: I always, always loved you.\Are you stupid...\Nee-sama, please read me a book!\In a bit.\I'm talking to the denizens of the world of darkness right now.\Are these people the denizens of the world of darkness?\No.\Those people are... response:	Friends that live in the same world as us.
context: Are you stupid...\Nee-sama, please read me a book!\In a bit.\I'm talking to the denizens of the world of darkness right now.\Are these people the denizens of the world of darkness?\No.\Those people are...\Friends that live in the same world as us. response:	I guess I'll wait until tomorrow to go for the good end.
context: Nee-sama, please read me a book!\In a bit.\I'm talking to the denizens of the world of darkness right now.\Are these people the denizens of the world of darkness?\No.\Those people are...\Friends that live in the same world as us.\I guess I'll wait until tomorrow to go for the good end. response:	*Rinko Route* A new scenario has been unlocked
context: In a bit.\I'm talking to the denizens of the world of darkness right now.\Are these people the denizens of the world of darkness?\No.\Those people are...\Friends that live in the same world as us.\I guess I'll wait until tomorrow to go for the good end.\*Rinko Route* A new scenario has been unlocked response:	Kirino! Hurry up and take your bath!
context: I'm talking to the denizens of the world of darkness right now.\Are these people the denizens of the world of darkness?\No.\Those people are...\Friends that live in the same world as us.\I guess I'll wait until tomorrow to go for the good end.\*Rinko Route* A new scenario has been unlocked\Kirino! Hurry up and take your bath! response:	Okay!
context: Are these people the denizens of the world of darkness?\No.\Those people are...\Friends that live in the same world as us.\I guess I'll wait until tomorrow to go for the good end.\*Rinko Route* A new scenario has been unlocked\Kirino! Hurry up and take your bath!\Okay! response:	Taking another bath?
context: No.\Those people are...\Friends that live in the same world as us.\I guess I'll wait until tomorrow to go for the good end.\*Rinko Route* A new scenario has been unlocked\Kirino! Hurry up and take your bath!\Okay!\Taking another bath? response:	Ow...
context: Those people are...\Friends that live in the same world as us.\I guess I'll wait until tomorrow to go for the good end.\*Rinko Route* A new scenario has been unlocked\Kirino! Hurry up and take your bath!\Okay!\Taking another bath?\Ow... response:	What the hell was that for?!
context: Friends that live in the same world as us.\I guess I'll wait until tomorrow to go for the good end.\*Rinko Route* A new scenario has been unlocked\Kirino! Hurry up and take your bath!\Okay!\Taking another bath?\Ow...\What the hell was that for?! response:	Gross! Don't act all friendly.
context: I guess I'll wait until tomorrow to go for the good end.\*Rinko Route* A new scenario has been unlocked\Kirino! Hurry up and take your bath!\Okay!\Taking another bath?\Ow...\What the hell was that for?!\Gross! Don't act all friendly. response:	You know...
context: *Rinko Route* A new scenario has been unlocked\Kirino! Hurry up and take your bath!\Okay!\Taking another bath?\Ow...\What the hell was that for?!\Gross! Don't act all friendly.\You know... response:	Shut up! You're so annoying!
context: Kirino! Hurry up and take your bath!\Okay!\Taking another bath?\Ow...\What the hell was that for?!\Gross! Don't act all friendly.\You know...\Shut up! You're so annoying! response:	Are you stupid?
context: Okay!\Taking another bath?\Ow...\What the hell was that for?!\Gross! Don't act all friendly.\You know...\Shut up! You're so annoying!\Are you stupid? response:	What's with you?
context: Taking another bath?\Ow...\What the hell was that for?!\Gross! Don't act all friendly.\You know...\Shut up! You're so annoying!\Are you stupid?\What's with you? response:	What are you so mad about?
context: Ow...\What the hell was that for?!\Gross! Don't act all friendly.\You know...\Shut up! You're so annoying!\Are you stupid?\What's with you?\What are you so mad about? response:	Shut up! I'm just annoyed, that's all.
context: What the hell was that for?!\Gross! Don't act all friendly.\You know...\Shut up! You're so annoying!\Are you stupid?\What's with you?\What are you so mad about?\Shut up! I'm just annoyed, that's all. response:	Yeah, yeah.
context: Gross! Don't act all friendly.\You know...\Shut up! You're so annoying!\Are you stupid?\What's with you?\What are you so mad about?\Shut up! I'm just annoyed, that's all.\Yeah, yeah. response:	You're always like that.
context: You know...\Shut up! You're so annoying!\Are you stupid?\What's with you?\What are you so mad about?\Shut up! I'm just annoyed, that's all.\Yeah, yeah.\You're always like that. response:	Stop acting like you understand me.
context: Shut up! You're so annoying!\Are you stupid?\What's with you?\What are you so mad about?\Shut up! I'm just annoyed, that's all.\Yeah, yeah.\You're always like that.\Stop acting like you understand me. response:	Sure, sure.
context: Are you stupid?\What's with you?\What are you so mad about?\Shut up! I'm just annoyed, that's all.\Yeah, yeah.\You're always like that.\Stop acting like you understand me.\Sure, sure. response:	Hey, Kirino.
context: What's with you?\What are you so mad about?\Shut up! I'm just annoyed, that's all.\Yeah, yeah.\You're always like that.\Stop acting like you understand me.\Sure, sure.\Hey, Kirino. response:	Good night.
context: What are you so mad about?\Shut up! I'm just annoyed, that's all.\Yeah, yeah.\You're always like that.\Stop acting like you understand me.\Sure, sure.\Hey, Kirino.\Good night. response:	ED
context: Shut up! I'm just annoyed, that's all.\Yeah, yeah.\You're always like that.\Stop acting like you understand me.\Sure, sure.\Hey, Kirino.\Good night.\ED response:	HH
context: Yeah, yeah.\You're always like that.\Stop acting like you understand me.\Sure, sure.\Hey, Kirino.\Good night.\ED\HH response:	OS
context: You're always like that.\Stop acting like you understand me.\Sure, sure.\Hey, Kirino.\Good night.\ED\HH\OS response:	HH
context: Stop acting like you understand me.\Sure, sure.\Hey, Kirino.\Good night.\ED\HH\OS\HH response:	HH
context: Sure, sure.\Hey, Kirino.\Good night.\ED\HH\OS\HH\HH response:	gakugyou yuushuu spootsu bannou na ue
context: Hey, Kirino.\Good night.\ED\HH\OS\HH\HH\gakugyou yuushuu spootsu bannou na ue response:	youshi tanrei kanpeki na atashi
context: Good night.\ED\HH\OS\HH\HH\gakugyou yuushuu spootsu bannou na ue\youshi tanrei kanpeki na atashi response:	demo ne ano ko ni muchuu na koto naisho na no
context: ED\HH\OS\HH\HH\gakugyou yuushuu spootsu bannou na ue\youshi tanrei kanpeki na atashi\demo ne ano ko ni muchuu na koto naisho na no response:	imoutogee anime konpu zumi yo
context: HH\OS\HH\HH\gakugyou yuushuu spootsu bannou na ue\youshi tanrei kanpeki na atashi\demo ne ano ko ni muchuu na koto naisho na no\imoutogee anime konpu zumi yo response:	shouganai ja nai suki nandamon!
context: OS\HH\HH\gakugyou yuushuu spootsu bannou na ue\youshi tanrei kanpeki na atashi\demo ne ano ko ni muchuu na koto naisho na no\imoutogee anime konpu zumi yo\shouganai ja nai suki nandamon! response:	unmei no itazura? soretomo wana??
context: HH\HH\gakugyou yuushuu spootsu bannou na ue\youshi tanrei kanpeki na atashi\demo ne ano ko ni muchuu na koto naisho na no\imoutogee anime konpu zumi yo\shouganai ja nai suki nandamon!\unmei no itazura? soretomo wana?? response:	dame to iwaretatte kono omoi tomerarenai!
context: HH\gakugyou yuushuu spootsu bannou na ue\youshi tanrei kanpeki na atashi\demo ne ano ko ni muchuu na koto naisho na no\imoutogee anime konpu zumi yo\shouganai ja nai suki nandamon!\unmei no itazura? soretomo wana??\dame to iwaretatte kono omoi tomerarenai! response:	suki yo suki yo suki nandamon!
context: gakugyou yuushuu spootsu bannou na ue\youshi tanrei kanpeki na atashi\demo ne ano ko ni muchuu na koto naisho na no\imoutogee anime konpu zumi yo\shouganai ja nai suki nandamon!\unmei no itazura? soretomo wana??\dame to iwaretatte kono omoi tomerarenai!\suki yo suki yo suki nandamon! response:	zutto suki yo suki yo suki nandamon!
context: youshi tanrei kanpeki na atashi\demo ne ano ko ni muchuu na koto naisho na no\imoutogee anime konpu zumi yo\shouganai ja nai suki nandamon!\unmei no itazura? soretomo wana??\dame to iwaretatte kono omoi tomerarenai!\suki yo suki yo suki nandamon!\zutto suki yo suki yo suki nandamon! response:	Perfect grades, and an ace athlete
context: demo ne ano ko ni muchuu na koto naisho na no\imoutogee anime konpu zumi yo\shouganai ja nai suki nandamon!\unmei no itazura? soretomo wana??\dame to iwaretatte kono omoi tomerarenai!\suki yo suki yo suki nandamon!\zutto suki yo suki yo suki nandamon!\Perfect grades, and an ace athlete response:	With unmatched beauty, look, Im perfect
context: imoutogee anime konpu zumi yo\shouganai ja nai suki nandamon!\unmei no itazura? soretomo wana??\dame to iwaretatte kono omoi tomerarenai!\suki yo suki yo suki nandamon!\zutto suki yo suki yo suki nandamon!\Perfect grades, and an ace athlete\With unmatched beauty, look, Im perfect response:	But dont tell anyone, Im actually crazy for this girl
context: shouganai ja nai suki nandamon!\unmei no itazura? soretomo wana??\dame to iwaretatte kono omoi tomerarenai!\suki yo suki yo suki nandamon!\zutto suki yo suki yo suki nandamon!\Perfect grades, and an ace athlete\With unmatched beauty, look, Im perfect\But dont tell anyone, Im actually crazy for this girl response:	I played the imoutoge and watched the anime through
context: unmei no itazura? soretomo wana??\dame to iwaretatte kono omoi tomerarenai!\suki yo suki yo suki nandamon!\zutto suki yo suki yo suki nandamon!\Perfect grades, and an ace athlete\With unmatched beauty, look, Im perfect\But dont tell anyone, Im actually crazy for this girl\I played the imoutoge and watched the anime through response:	I just cant help it, I love her!
context: dame to iwaretatte kono omoi tomerarenai!\suki yo suki yo suki nandamon!\zutto suki yo suki yo suki nandamon!\Perfect grades, and an ace athlete\With unmatched beauty, look, Im perfect\But dont tell anyone, Im actually crazy for this girl\I played the imoutoge and watched the anime through\I just cant help it, I love her! response:	Is fate being mean? Or is it a trap??
context: suki yo suki yo suki nandamon!\zutto suki yo suki yo suki nandamon!\Perfect grades, and an ace athlete\With unmatched beauty, look, Im perfect\But dont tell anyone, Im actually crazy for this girl\I played the imoutoge and watched the anime through\I just cant help it, I love her!\Is fate being mean? Or is it a trap?? response:	I cant stop these feelings even if you say no!
context: zutto suki yo suki yo suki nandamon!\Perfect grades, and an ace athlete\With unmatched beauty, look, Im perfect\But dont tell anyone, Im actually crazy for this girl\I played the imoutoge and watched the anime through\I just cant help it, I love her!\Is fate being mean? Or is it a trap??\I cant stop these feelings even if you say no! response:	I love her, I love her, because I love her!
context: Perfect grades, and an ace athlete\With unmatched beauty, look, Im perfect\But dont tell anyone, Im actually crazy for this girl\I played the imoutoge and watched the anime through\I just cant help it, I love her!\Is fate being mean? Or is it a trap??\I cant stop these feelings even if you say no!\I love her, I love her, because I love her! response:	I love her, I love her, because I love her forever!
context: With unmatched beauty, look, Im perfect\But dont tell anyone, Im actually crazy for this girl\I played the imoutoge and watched the anime through\I just cant help it, I love her!\Is fate being mean? Or is it a trap??\I cant stop these feelings even if you say no!\I love her, I love her, because I love her!\I love her, I love her, because I love her forever! response:	OP
context: But dont tell anyone, Im actually crazy for this girl\I played the imoutoge and watched the anime through\I just cant help it, I love her!\Is fate being mean? Or is it a trap??\I cant stop these feelings even if you say no!\I love her, I love her, because I love her!\I love her, I love her, because I love her forever!\OP response:	H HO
context: I played the imoutoge and watched the anime through\I just cant help it, I love her!\Is fate being mean? Or is it a trap??\I cant stop these feelings even if you say no!\I love her, I love her, because I love her!\I love her, I love her, because I love her forever!\OP\H HO response:	HO O
context: I just cant help it, I love her!\Is fate being mean? Or is it a trap??\I cant stop these feelings even if you say no!\I love her, I love her, because I love her!\I love her, I love her, because I love her forever!\OP\H HO\HO O response:	H O!
context: Is fate being mean? Or is it a trap??\I cant stop these feelings even if you say no!\I love her, I love her, because I love her!\I love her, I love her, because I love her forever!\OP\H HO\HO O\H O! response:	OS
context: I cant stop these feelings even if you say no!\I love her, I love her, because I love her!\I love her, I love her, because I love her forever!\OP\H HO\HO O\H O!\OS response:	sonna yasashiku shinai de donna kao sureba ii no?
context: I love her, I love her, because I love her!\I love her, I love her, because I love her forever!\OP\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no? response:	tsumikasaneta kotoba de
context: I love her, I love her, because I love her forever!\OP\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de response:	mienai yo kimi no yokogao
context: OP\H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao response:	dokodakke? nakushita kagi ha mitsukaranai mama de
context: H HO\HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de response:	tameiki... surechigai ni iji hatte tsukarechau
context: HO O\H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau response:	hon no sukoshi chikaku kimi to no kyori ga
context: H O!\OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga response:	umaku tsukamenainda ato chotto na no ni
context: OS\sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni response:	sonna yasashikushinaide hora mata kizutsukeatte
context: sonna yasashiku shinai de donna kao sureba ii no?\tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte response:	tsumikasaneta uso de mou ugokenakunatteru
context: tsumikasaneta kotoba de\mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru response:	sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi
context: mienai yo kimi no yokogao\dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi response:	saigo no ichi pe-ji kurai kimi ni ha egao misetai
context: dokodakke? nakushita kagi ha mitsukaranai mama de\tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai response:	Don't be so nice to me, I just don't know how to react
context: tameiki... surechigai ni iji hatte tsukarechau\hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react response:	With all these words piling up,
context: hon no sukoshi chikaku kimi to no kyori ga\umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up, response:	I can't even see your face
context: umaku tsukamenainda ato chotto na no ni\sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face response:	Where is it? I lost my key, now I can't find it
context: sonna yasashikushinaide hora mata kizutsukeatte\tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it response:	Sigh, I'll burn out if I keep acting like this whenever we fight
context: tsumikasaneta uso de mou ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight response:	Maybe we're close? I just can't figure out
context: sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out response:	Just how far away I am, even though you're right there
context: saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there response:	Don't be so nice to me, see? We hurt each other again
context: Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again response:	With all these lies piling up, I can't even move
context: With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move response:	I want to see you now, but I don't know what to say
context: I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say response:	If this is the end for our story, I want you to see my smile
context: Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile response:	TS
context: Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\TS response:	Mazui Presents
context: Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\TS\Mazui Presents response:	There's No Way My Little Sister 0000 can be This Cute
context: Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute response:	There's No Way My Little Sister Can Play Eroge Like This
context: Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Can Play Eroge Like This response:	There's No Way My Little Sister Can Cosplay Like This
context: With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Can Play Eroge Like This\There's No Way My Little Sister Can Cosplay Like This response:	Manami
context: I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Can Play Eroge Like This\There's No Way My Little Sister Can Cosplay Like This\Manami response:	Cut that out already!
context: If this is the end for our story, I want you to see my smile\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Can Play Eroge Like This\There's No Way My Little Sister Can Cosplay Like This\Manami\Cut that out already! response:	Bear with it...
context: TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Can Play Eroge Like This\There's No Way My Little Sister Can Cosplay Like This\Manami\Cut that out already!\Bear with it... response:	Cut that out already!
context: Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Can Play Eroge Like This\There's No Way My Little Sister Can Cosplay Like This\Manami\Cut that out already!\Bear with it...\Cut that out already! response:	Bear with it...
context: There's No Way My Little Sister 0000 can be This Cute\There's No Way My Little Sister Can Play Eroge Like This\There's No Way My Little Sister Can Cosplay Like This\Manami\Cut that out already!\Bear with it...\Cut that out already!\Bear with it... response:	Cut that out already!
context: There's No Way My Little Sister Can Play Eroge Like This\There's No Way My Little Sister Can Cosplay Like This\Manami\Cut that out already!\Bear with it...\Cut that out already!\Bear with it...\Cut that out already! response:	Cut that out already!
context: There's No Way My Little Sister Can Cosplay Like This\Manami\Cut that out already!\Bear with it...\Cut that out already!\Bear with it...\Cut that out already!\Cut that out already! response:	Bear with it...
context: Manami\Cut that out already!\Bear with it...\Cut that out already!\Bear with it...\Cut that out already!\Cut that out already!\Bear with it... response:	Bear with it...
context: Cut that out already!\Bear with it...\Cut that out already!\Bear with it...\Cut that out already!\Cut that out already!\Bear with it...\Bear with it... response:	Kousaka Kyousuke
context: Bear with it...\Cut that out already!\Bear with it...\Cut that out already!\Cut that out already!\Bear with it...\Bear with it...\Kousaka Kyousuke response:	Kuroneko's Diary
context: Cut that out already!\Bear with it...\Cut that out already!\Cut that out already!\Bear with it...\Bear with it...\Kousaka Kyousuke\Kuroneko's Diary response:	A Moment in Isolation
context: Bear with it...\Cut that out already!\Cut that out already!\Bear with it...\Bear with it...\Kousaka Kyousuke\Kuroneko's Diary\A Moment in Isolation response:	Clamor in the classroom.
context: Cut that out already!\Cut that out already!\Bear with it...\Bear with it...\Kousaka Kyousuke\Kuroneko's Diary\A Moment in Isolation\Clamor in the classroom. response:	A flock of fools wearing masks, laughing.
context: Cut that out already!\Bear with it...\Bear with it...\Kousaka Kyousuke\Kuroneko's Diary\A Moment in Isolation\Clamor in the classroom.\A flock of fools wearing masks, laughing. response:	My world, disconnected.
context: Bear with it...\Bear with it...\Kousaka Kyousuke\Kuroneko's Diary\A Moment in Isolation\Clamor in the classroom.\A flock of fools wearing masks, laughing.\My world, disconnected. response:	Light and darkness.
context: Bear with it...\Kousaka Kyousuke\Kuroneko's Diary\A Moment in Isolation\Clamor in the classroom.\A flock of fools wearing masks, laughing.\My world, disconnected.\Light and darkness. response:	All in passing.
context: Kousaka Kyousuke\Kuroneko's Diary\A Moment in Isolation\Clamor in the classroom.\A flock of fools wearing masks, laughing.\My world, disconnected.\Light and darkness.\All in passing. response:	What is the real me?
context: Kuroneko's Diary\A Moment in Isolation\Clamor in the classroom.\A flock of fools wearing masks, laughing.\My world, disconnected.\Light and darkness.\All in passing.\What is the real me? response:	Sickening.
context: A Moment in Isolation\Clamor in the classroom.\A flock of fools wearing masks, laughing.\My world, disconnected.\Light and darkness.\All in passing.\What is the real me?\Sickening. response:	kiririn@miyabichanismaiimouto
context: Clamor in the classroom.\A flock of fools wearing masks, laughing.\My world, disconnected.\Light and darkness.\All in passing.\What is the real me?\Sickening.\kiririn@miyabichanismaiimouto response:	I read up to I was lonely this week too.
context: A flock of fools wearing masks, laughing.\My world, disconnected.\Light and darkness.\All in passing.\What is the real me?\Sickening.\kiririn@miyabichanismaiimouto\I read up to I was lonely this week too. response:	I've been able to decrypt this person's jibberish lately. Kinda scaring myself
context: My world, disconnected.\Light and darkness.\All in passing.\What is the real me?\Sickening.\kiririn@miyabichanismaiimouto\I read up to I was lonely this week too.\I've been able to decrypt this person's jibberish lately. Kinda scaring myself response:	kiririn@miyabichanismaiimouto
context: Light and darkness.\All in passing.\What is the real me?\Sickening.\kiririn@miyabichanismaiimouto\I read up to I was lonely this week too.\I've been able to decrypt this person's jibberish lately. Kinda scaring myself\kiririn@miyabichanismaiimouto response:	I read up to I was lonely this week too.
context: All in passing.\What is the real me?\Sickening.\kiririn@miyabichanismaiimouto\I read up to I was lonely this week too.\I've been able to decrypt this person's jibberish lately. Kinda scaring myself\kiririn@miyabichanismaiimouto\I read up to I was lonely this week too. response:	I've been able to decrypt this person's jibberish lately. Kinda scaring myself
context: What is the real me?\Sickening.\kiririn@miyabichanismaiimouto\I read up to I was lonely this week too.\I've been able to decrypt this person's jibberish lately. Kinda scaring myself\kiririn@miyabichanismaiimouto\I read up to I was lonely this week too.\I've been able to decrypt this person's jibberish lately. Kinda scaring myself response:	Saori
context: Sickening.\kiririn@miyabichanismaiimouto\I read up to I was lonely this week too.\I've been able to decrypt this person's jibberish lately. Kinda scaring myself\kiririn@miyabichanismaiimouto\I read up to I was lonely this week too.\I've been able to decrypt this person's jibberish lately. Kinda scaring myself\Saori response:	If you have time again next week, shall we go somewhere?
