context: Episode 2 Umaru and Ebina-chan response:	Today was another rough day...
context: Her outside face is so sweet, as always...\I've got it!\Um... Are you sure you don't mind buying me lunch?\Yeah. It is lunchtime, after all.\Well, if you insist...\Wow... Everything looks so delicious.\She won't be able to beg for the game in front of Ebina-chan.\You have to learn some restraint. response:	Curse you, Onii-chan! Using an underhanded tactic like this...
context: I've got it!\Um... Are you sure you don't mind buying me lunch?\Yeah. It is lunchtime, after all.\Well, if you insist...\Wow... Everything looks so delicious.\She won't be able to beg for the game in front of Ebina-chan.\You have to learn some restraint.\Curse you, Onii-chan! Using an underhanded tactic like this... response:	I can't throw a tantrum in front of Ebina-chan.
context: Um... Are you sure you don't mind buying me lunch?\Yeah. It is lunchtime, after all.\Well, if you insist...\Wow... Everything looks so delicious.\She won't be able to beg for the game in front of Ebina-chan.\You have to learn some restraint.\Curse you, Onii-chan! Using an underhanded tactic like this...\I can't throw a tantrum in front of Ebina-chan. response:	Thank you for waiting.
context: Yeah. It is lunchtime, after all.\Well, if you insist...\Wow... Everything looks so delicious.\She won't be able to beg for the game in front of Ebina-chan.\You have to learn some restraint.\Curse you, Onii-chan! Using an underhanded tactic like this...\I can't throw a tantrum in front of Ebina-chan.\Thank you for waiting. response:	Does this complete your order?
context: Well, if you insist...\Wow... Everything looks so delicious.\She won't be able to beg for the game in front of Ebina-chan.\You have to learn some restraint.\Curse you, Onii-chan! Using an underhanded tactic like this...\I can't throw a tantrum in front of Ebina-chan.\Thank you for waiting.\Does this complete your order? response:	Yes.
context: Wow... Everything looks so delicious.\She won't be able to beg for the game in front of Ebina-chan.\You have to learn some restraint.\Curse you, Onii-chan! Using an underhanded tactic like this...\I can't throw a tantrum in front of Ebina-chan.\Thank you for waiting.\Does this complete your order?\Yes. response:	Th-This is the first time I've been to a family restaurant.
context: She won't be able to beg for the game in front of Ebina-chan.\You have to learn some restraint.\Curse you, Onii-chan! Using an underhanded tactic like this...\I can't throw a tantrum in front of Ebina-chan.\Thank you for waiting.\Does this complete your order?\Yes.\Th-This is the first time I've been to a family restaurant. response:	Huh? You don't eat out much?
context: You have to learn some restraint.\Curse you, Onii-chan! Using an underhanded tactic like this...\I can't throw a tantrum in front of Ebina-chan.\Thank you for waiting.\Does this complete your order?\Yes.\Th-This is the first time I've been to a family restaurant.\Huh? You don't eat out much? response:	They had some back home in Akita, too, but...
context: Curse you, Onii-chan! Using an underhanded tactic like this...\I can't throw a tantrum in front of Ebina-chan.\Thank you for waiting.\Does this complete your order?\Yes.\Th-This is the first time I've been to a family restaurant.\Huh? You don't eat out much?\They had some back home in Akita, too, but... response:	Oh, thank you.
context: I can't throw a tantrum in front of Ebina-chan.\Thank you for waiting.\Does this complete your order?\Yes.\Th-This is the first time I've been to a family restaurant.\Huh? You don't eat out much?\They had some back home in Akita, too, but...\Oh, thank you. response:	I mostly make food at home.
context: Thank you for waiting.\Does this complete your order?\Yes.\Th-This is the first time I've been to a family restaurant.\Huh? You don't eat out much?\They had some back home in Akita, too, but...\Oh, thank you.\I mostly make food at home. response:	That's pretty admirable, considering you live on your own.
context: Does this complete your order?\Yes.\Th-This is the first time I've been to a family restaurant.\Huh? You don't eat out much?\They had some back home in Akita, too, but...\Oh, thank you.\I mostly make food at home.\That's pretty admirable, considering you live on your own. response:	Don't you think so, Umaru?
context: Yes.\Th-This is the first time I've been to a family restaurant.\Huh? You don't eat out much?\They had some back home in Akita, too, but...\Oh, thank you.\I mostly make food at home.\That's pretty admirable, considering you live on your own.\Don't you think so, Umaru? response:	I'll put some ketchup on your omelet rice, Onii-chan.
context: Th-This is the first time I've been to a family restaurant.\Huh? You don't eat out much?\They had some back home in Akita, too, but...\Oh, thank you.\I mostly make food at home.\That's pretty admirable, considering you live on your own.\Don't you think so, Umaru?\I'll put some ketchup on your omelet rice, Onii-chan. response:	Okay...
context: Huh? You don't eat out much?\They had some back home in Akita, too, but...\Oh, thank you.\I mostly make food at home.\That's pretty admirable, considering you live on your own.\Don't you think so, Umaru?\I'll put some ketchup on your omelet rice, Onii-chan.\Okay... response:	There.
context: They had some back home in Akita, too, but...\Oh, thank you.\I mostly make food at home.\That's pretty admirable, considering you live on your own.\Don't you think so, Umaru?\I'll put some ketchup on your omelet rice, Onii-chan.\Okay...\There. response:	Game Nao
context: Oh, thank you.\I mostly make food at home.\That's pretty admirable, considering you live on your own.\Don't you think so, Umaru?\I'll put some ketchup on your omelet rice, Onii-chan.\Okay...\There.\Game Nao response:	Game, game, game...
context: I mostly make food at home.\That's pretty admirable, considering you live on your own.\Don't you think so, Umaru?\I'll put some ketchup on your omelet rice, Onii-chan.\Okay...\There.\Game Nao\Game, game, game... response:	This serving dish is a bit small, but it's cute.
context: That's pretty admirable, considering you live on your own.\Don't you think so, Umaru?\I'll put some ketchup on your omelet rice, Onii-chan.\Okay...\There.\Game Nao\Game, game, game...\This serving dish is a bit small, but it's cute. response:	Oh, that's to put your empty shells in.
context: Don't you think so, Umaru?\I'll put some ketchup on your omelet rice, Onii-chan.\Okay...\There.\Game Nao\Game, game, game...\This serving dish is a bit small, but it's cute.\Oh, that's to put your empty shells in. response:	Game, game, game...
context: I'll put some ketchup on your omelet rice, Onii-chan.\Okay...\There.\Game Nao\Game, game, game...\This serving dish is a bit small, but it's cute.\Oh, that's to put your empty shells in.\Game, game, game... response:	Game, game, game...
context: Okay...\There.\Game Nao\Game, game, game...\This serving dish is a bit small, but it's cute.\Oh, that's to put your empty shells in.\Game, game, game...\Game, game, game... response:	Game
context: There.\Game Nao\Game, game, game...\This serving dish is a bit small, but it's cute.\Oh, that's to put your empty shells in.\Game, game, game...\Game, game, game...\Game response:	Why are you ignoring me, Onii-chan?!
context: Game Nao\Game, game, game...\This serving dish is a bit small, but it's cute.\Oh, that's to put your empty shells in.\Game, game, game...\Game, game, game...\Game\Why are you ignoring me, Onii-chan?! response:	Game! Game!
context: Game, game, game...\This serving dish is a bit small, but it's cute.\Oh, that's to put your empty shells in.\Game, game, game...\Game, game, game...\Game\Why are you ignoring me, Onii-chan?!\Game! Game! response:	How embarrassing... I really don't know anything about these things.
context: This serving dish is a bit small, but it's cute.\Oh, that's to put your empty shells in.\Game, game, game...\Game, game, game...\Game\Why are you ignoring me, Onii-chan?!\Game! Game!\How embarrassing... I really don't know anything about these things. response:	This is your first time, so it's to be expected.
context: Oh, that's to put your empty shells in.\Game, game, game...\Game, game, game...\Game\Why are you ignoring me, Onii-chan?!\Game! Game!\How embarrassing... I really don't know anything about these things.\This is your first time, so it's to be expected. response:	Onii-chan, say ah.
context: Game, game, game...\Game, game, game...\Game\Why are you ignoring me, Onii-chan?!\Game! Game!\How embarrassing... I really don't know anything about these things.\This is your first time, so it's to be expected.\Onii-chan, say ah. response:	Go on, Ebina-chan, before it gets cold.
context: Game, game, game...\Game\Why are you ignoring me, Onii-chan?!\Game! Game!\How embarrassing... I really don't know anything about these things.\This is your first time, so it's to be expected.\Onii-chan, say ah.\Go on, Ebina-chan, before it gets cold. response:	Th-Thank you...
context: Game\Why are you ignoring me, Onii-chan?!\Game! Game!\How embarrassing... I really don't know anything about these things.\This is your first time, so it's to be expected.\Onii-chan, say ah.\Go on, Ebina-chan, before it gets cold.\Th-Thank you... response:	Nuuramu
context: Why are you ignoring me, Onii-chan?!\Game! Game!\How embarrassing... I really don't know anything about these things.\This is your first time, so it's to be expected.\Onii-chan, say ah.\Go on, Ebina-chan, before it gets cold.\Th-Thank you...\Nuuramu response:	Argh!
context: Game! Game!\How embarrassing... I really don't know anything about these things.\This is your first time, so it's to be expected.\Onii-chan, say ah.\Go on, Ebina-chan, before it gets cold.\Th-Thank you...\Nuuramu\Argh! response:	Onii-chan, you jerk! Four-eyes! Hurry up and buy me the game!
context: How embarrassing... I really don't know anything about these things.\This is your first time, so it's to be expected.\Onii-chan, say ah.\Go on, Ebina-chan, before it gets cold.\Th-Thank you...\Nuuramu\Argh!\Onii-chan, you jerk! Four-eyes! Hurry up and buy me the game! response:	H-Hey...
context: This is your first time, so it's to be expected.\Onii-chan, say ah.\Go on, Ebina-chan, before it gets cold.\Th-Thank you...\Nuuramu\Argh!\Onii-chan, you jerk! Four-eyes! Hurry up and buy me the game!\H-Hey... response:	Buy it!
context: Onii-chan, say ah.\Go on, Ebina-chan, before it gets cold.\Th-Thank you...\Nuuramu\Argh!\Onii-chan, you jerk! Four-eyes! Hurry up and buy me the game!\H-Hey...\Buy it! response:	Let go!
context: Go on, Ebina-chan, before it gets cold.\Th-Thank you...\Nuuramu\Argh!\Onii-chan, you jerk! Four-eyes! Hurry up and buy me the game!\H-Hey...\Buy it!\Let go! response:	Buy it! Buy it! Buy it! Buy it! Buy it! Buy it!
context: Th-Thank you...\Nuuramu\Argh!\Onii-chan, you jerk! Four-eyes! Hurry up and buy me the game!\H-Hey...\Buy it!\Let go!\Buy it! Buy it! Buy it! Buy it! Buy it! Buy it! response:	Onii-chan! Hurry up and buy it!
context: Nuuramu\Argh!\Onii-chan, you jerk! Four-eyes! Hurry up and buy me the game!\H-Hey...\Buy it!\Let go!\Buy it! Buy it! Buy it! Buy it! Buy it! Buy it!\Onii-chan! Hurry up and buy it! response:	Hey, stop!
context: Argh!\Onii-chan, you jerk! Four-eyes! Hurry up and buy me the game!\H-Hey...\Buy it!\Let go!\Buy it! Buy it! Buy it! Buy it! Buy it! Buy it!\Onii-chan! Hurry up and buy it!\Hey, stop! response:	Game! Game! Game! Game! Game! Game! Game! Game!
context: Onii-chan, you jerk! Four-eyes! Hurry up and buy me the game!\H-Hey...\Buy it!\Let go!\Buy it! Buy it! Buy it! Buy it! Buy it! Buy it!\Onii-chan! Hurry up and buy it!\Hey, stop!\Game! Game! Game! Game! Game! Game! Game! Game! response:	Hey, you sure you want to do that? Ebina-chan's right here...
context: H-Hey...\Buy it!\Let go!\Buy it! Buy it! Buy it! Buy it! Buy it! Buy it!\Onii-chan! Hurry up and buy it!\Hey, stop!\Game! Game! Game! Game! Game! Game! Game! Game!\Hey, you sure you want to do that? Ebina-chan's right here... response:	Game! Game! Game!
context: Buy it!\Let go!\Buy it! Buy it! Buy it! Buy it! Buy it! Buy it!\Onii-chan! Hurry up and buy it!\Hey, stop!\Game! Game! Game! Game! Game! Game! Game! Game!\Hey, you sure you want to do that? Ebina-chan's right here...\Game! Game! Game! response:	Umaruun
context: Let go!\Buy it! Buy it! Buy it! Buy it! Buy it! Buy it!\Onii-chan! Hurry up and buy it!\Hey, stop!\Game! Game! Game! Game! Game! Game! Game! Game!\Hey, you sure you want to do that? Ebina-chan's right here...\Game! Game! Game!\Umaruun response:	Did she see me?
context: Buy it! Buy it! Buy it! Buy it! Buy it! Buy it!\Onii-chan! Hurry up and buy it!\Hey, stop!\Game! Game! Game! Game! Game! Game! Game! Game!\Hey, you sure you want to do that? Ebina-chan's right here...\Game! Game! Game!\Umaruun\Did she see me? response:	Restaurants in the city are so gosh darn good!
context: Onii-chan! Hurry up and buy it!\Hey, stop!\Game! Game! Game! Game! Game! Game! Game! Game!\Hey, you sure you want to do that? Ebina-chan's right here...\Game! Game! Game!\Umaruun\Did she see me?\Restaurants in the city are so gosh darn good! response:	Oh, I'm sorry. It was so delicious, I just...
context: Hey, stop!\Game! Game! Game! Game! Game! Game! Game! Game!\Hey, you sure you want to do that? Ebina-chan's right here...\Game! Game! Game!\Umaruun\Did she see me?\Restaurants in the city are so gosh darn good!\Oh, I'm sorry. It was so delicious, I just... response:	That was Akita dialect...
context: Game! Game! Game! Game! Game! Game! Game! Game!\Hey, you sure you want to do that? Ebina-chan's right here...\Game! Game! Game!\Umaruun\Did she see me?\Restaurants in the city are so gosh darn good!\Oh, I'm sorry. It was so delicious, I just...\That was Akita dialect... response:	I-I'm saved...
context: Hey, you sure you want to do that? Ebina-chan's right here...\Game! Game! Game!\Umaruun\Did she see me?\Restaurants in the city are so gosh darn good!\Oh, I'm sorry. It was so delicious, I just...\That was Akita dialect...\I-I'm saved... response:	Good for you, Umaru-chan.
context: Game! Game! Game!\Umaruun\Did she see me?\Restaurants in the city are so gosh darn good!\Oh, I'm sorry. It was so delicious, I just...\That was Akita dialect...\I-I'm saved...\Good for you, Umaru-chan. response:	Yeah!
context: Umaruun\Did she see me?\Restaurants in the city are so gosh darn good!\Oh, I'm sorry. It was so delicious, I just...\That was Akita dialect...\I-I'm saved...\Good for you, Umaru-chan.\Yeah! response:	In the end, he was forced to buy it.
context: Did she see me?\Restaurants in the city are so gosh darn good!\Oh, I'm sorry. It was so delicious, I just...\That was Akita dialect...\I-I'm saved...\Good for you, Umaru-chan.\Yeah!\In the end, he was forced to buy it. response:	Good morning, Ebina-chan.
context: Restaurants in the city are so gosh darn good!\Oh, I'm sorry. It was so delicious, I just...\That was Akita dialect...\I-I'm saved...\Good for you, Umaru-chan.\Yeah!\In the end, he was forced to buy it.\Good morning, Ebina-chan. response:	Oh, g-good morning.
context: Oh, I'm sorry. It was so delicious, I just...\That was Akita dialect...\I-I'm saved...\Good for you, Umaru-chan.\Yeah!\In the end, he was forced to buy it.\Good morning, Ebina-chan.\Oh, g-good morning. response:	You two are together again? You're such good friends.
context: That was Akita dialect...\I-I'm saved...\Good for you, Umaru-chan.\Yeah!\In the end, he was forced to buy it.\Good morning, Ebina-chan.\Oh, g-good morning.\You two are together again? You're such good friends. response:	Umaru, hurry up and eat! Ebina-chan's already waiting.
context: I-I'm saved...\Good for you, Umaru-chan.\Yeah!\In the end, he was forced to buy it.\Good morning, Ebina-chan.\Oh, g-good morning.\You two are together again? You're such good friends.\Umaru, hurry up and eat! Ebina-chan's already waiting. response:	1 Year Prior
context: Good for you, Umaru-chan.\Yeah!\In the end, he was forced to buy it.\Good morning, Ebina-chan.\Oh, g-good morning.\You two are together again? You're such good friends.\Umaru, hurry up and eat! Ebina-chan's already waiting.\1 Year Prior response:	I'll be fine!
context: Yeah!\In the end, he was forced to buy it.\Good morning, Ebina-chan.\Oh, g-good morning.\You two are together again? You're such good friends.\Umaru, hurry up and eat! Ebina-chan's already waiting.\1 Year Prior\I'll be fine! response:	We been to Tokyo lotsa times.
context: In the end, he was forced to buy it.\Good morning, Ebina-chan.\Oh, g-good morning.\You two are together again? You're such good friends.\Umaru, hurry up and eat! Ebina-chan's already waiting.\1 Year Prior\I'll be fine!\We been to Tokyo lotsa times. response:	Yeah, but you ain't been there all by yerself.
context: Good morning, Ebina-chan.\Oh, g-good morning.\You two are together again? You're such good friends.\Umaru, hurry up and eat! Ebina-chan's already waiting.\1 Year Prior\I'll be fine!\We been to Tokyo lotsa times.\Yeah, but you ain't been there all by yerself. response:	Visitin' somewhere and livin' there ain't the same thing.
context: Oh, g-good morning.\You two are together again? You're such good friends.\Umaru, hurry up and eat! Ebina-chan's already waiting.\1 Year Prior\I'll be fine!\We been to Tokyo lotsa times.\Yeah, but you ain't been there all by yerself.\Visitin' somewhere and livin' there ain't the same thing. response:	Yeah, but I cain't go ta school in Tokyo if'n I'm here.
context: You two are together again? You're such good friends.\Umaru, hurry up and eat! Ebina-chan's already waiting.\1 Year Prior\I'll be fine!\We been to Tokyo lotsa times.\Yeah, but you ain't been there all by yerself.\Visitin' somewhere and livin' there ain't the same thing.\Yeah, but I cain't go ta school in Tokyo if'n I'm here. response:	Seconds!
context: Umaru, hurry up and eat! Ebina-chan's already waiting.\1 Year Prior\I'll be fine!\We been to Tokyo lotsa times.\Yeah, but you ain't been there all by yerself.\Visitin' somewhere and livin' there ain't the same thing.\Yeah, but I cain't go ta school in Tokyo if'n I'm here.\Seconds! response:	Ya still want more?
context: 1 Year Prior\I'll be fine!\We been to Tokyo lotsa times.\Yeah, but you ain't been there all by yerself.\Visitin' somewhere and livin' there ain't the same thing.\Yeah, but I cain't go ta school in Tokyo if'n I'm here.\Seconds!\Ya still want more? response:	Akita Airport
context: I'll be fine!\We been to Tokyo lotsa times.\Yeah, but you ain't been there all by yerself.\Visitin' somewhere and livin' there ain't the same thing.\Yeah, but I cain't go ta school in Tokyo if'n I'm here.\Seconds!\Ya still want more?\Akita Airport response:	Yer a careless sort, Nana.
context: We been to Tokyo lotsa times.\Yeah, but you ain't been there all by yerself.\Visitin' somewhere and livin' there ain't the same thing.\Yeah, but I cain't go ta school in Tokyo if'n I'm here.\Seconds!\Ya still want more?\Akita Airport\Yer a careless sort, Nana. response:	Won't they call ya a country bumpkin?
context: Yeah, but you ain't been there all by yerself.\Visitin' somewhere and livin' there ain't the same thing.\Yeah, but I cain't go ta school in Tokyo if'n I'm here.\Seconds!\Ya still want more?\Akita Airport\Yer a careless sort, Nana.\Won't they call ya a country bumpkin? response:	I'll be fine! Fine!
context: Visitin' somewhere and livin' there ain't the same thing.\Yeah, but I cain't go ta school in Tokyo if'n I'm here.\Seconds!\Ya still want more?\Akita Airport\Yer a careless sort, Nana.\Won't they call ya a country bumpkin?\I'll be fine! Fine! response:	I been practicin' standard Japanese,
context: Yeah, but I cain't go ta school in Tokyo if'n I'm here.\Seconds!\Ya still want more?\Akita Airport\Yer a careless sort, Nana.\Won't they call ya a country bumpkin?\I'll be fine! Fine!\I been practicin' standard Japanese, response:	and I bought me some popular clothes from Eion Mall.
context: Seconds!\Ya still want more?\Akita Airport\Yer a careless sort, Nana.\Won't they call ya a country bumpkin?\I'll be fine! Fine!\I been practicin' standard Japanese,\and I bought me some popular clothes from Eion Mall. response:	There's nothin' to worry about.
context: Ya still want more?\Akita Airport\Yer a careless sort, Nana.\Won't they call ya a country bumpkin?\I'll be fine! Fine!\I been practicin' standard Japanese,\and I bought me some popular clothes from Eion Mall.\There's nothin' to worry about. response:	Why are so many people looking at me?
context: Akita Airport\Yer a careless sort, Nana.\Won't they call ya a country bumpkin?\I'll be fine! Fine!\I been practicin' standard Japanese,\and I bought me some popular clothes from Eion Mall.\There's nothin' to worry about.\Why are so many people looking at me? response:	I-It's just my imagination.
context: Yer a careless sort, Nana.\Won't they call ya a country bumpkin?\I'll be fine! Fine!\I been practicin' standard Japanese,\and I bought me some popular clothes from Eion Mall.\There's nothin' to worry about.\Why are so many people looking at me?\I-It's just my imagination. response:	I'm only thinking that because I'm nervous.
context: Won't they call ya a country bumpkin?\I'll be fine! Fine!\I been practicin' standard Japanese,\and I bought me some popular clothes from Eion Mall.\There's nothin' to worry about.\Why are so many people looking at me?\I-It's just my imagination.\I'm only thinking that because I'm nervous. response:	I just need to act natural.
context: I'll be fine! Fine!\I been practicin' standard Japanese,\and I bought me some popular clothes from Eion Mall.\There's nothin' to worry about.\Why are so many people looking at me?\I-It's just my imagination.\I'm only thinking that because I'm nervous.\I just need to act natural. response:	But If I act too natural, my dialect will slip out...
context: I been practicin' standard Japanese,\and I bought me some popular clothes from Eion Mall.\There's nothin' to worry about.\Why are so many people looking at me?\I-It's just my imagination.\I'm only thinking that because I'm nervous.\I just need to act natural.\But If I act too natural, my dialect will slip out... response:	Would you like some coffee?
context: and I bought me some popular clothes from Eion Mall.\There's nothin' to worry about.\Why are so many people looking at me?\I-It's just my imagination.\I'm only thinking that because I'm nervous.\I just need to act natural.\But If I act too natural, my dialect will slip out...\Would you like some coffee? response:	Oh, y-yes.
context: There's nothin' to worry about.\Why are so many people looking at me?\I-It's just my imagination.\I'm only thinking that because I'm nervous.\I just need to act natural.\But If I act too natural, my dialect will slip out...\Would you like some coffee?\Oh, y-yes. response:	Here you go.
context: Why are so many people looking at me?\I-It's just my imagination.\I'm only thinking that because I'm nervous.\I just need to act natural.\But If I act too natural, my dialect will slip out...\Would you like some coffee?\Oh, y-yes.\Here you go. response:	Th-Thank you very much.
context: I-It's just my imagination.\I'm only thinking that because I'm nervous.\I just need to act natural.\But If I act too natural, my dialect will slip out...\Would you like some coffee?\Oh, y-yes.\Here you go.\Th-Thank you very much. response:	So many people...
context: I'm only thinking that because I'm nervous.\I just need to act natural.\But If I act too natural, my dialect will slip out...\Would you like some coffee?\Oh, y-yes.\Here you go.\Th-Thank you very much.\So many people... response:	B-But I shouldn't look around so much as I walk.
context: I just need to act natural.\But If I act too natural, my dialect will slip out...\Would you like some coffee?\Oh, y-yes.\Here you go.\Th-Thank you very much.\So many people...\B-But I shouldn't look around so much as I walk. response:	Huh? Wh-What's goin' on?
context: But If I act too natural, my dialect will slip out...\Would you like some coffee?\Oh, y-yes.\Here you go.\Th-Thank you very much.\So many people...\B-But I shouldn't look around so much as I walk.\Huh? Wh-What's goin' on? response:	Weird... My clothes ain't funny or anything...
context: Would you like some coffee?\Oh, y-yes.\Here you go.\Th-Thank you very much.\So many people...\B-But I shouldn't look around so much as I walk.\Huh? Wh-What's goin' on?\Weird... My clothes ain't funny or anything... response:	My dialect didn't slip out... I haven't even spoken.
context: Oh, y-yes.\Here you go.\Th-Thank you very much.\So many people...\B-But I shouldn't look around so much as I walk.\Huh? Wh-What's goin' on?\Weird... My clothes ain't funny or anything...\My dialect didn't slip out... I haven't even spoken. response:	Damn, her boobs are huge!
context: Here you go.\Th-Thank you very much.\So many people...\B-But I shouldn't look around so much as I walk.\Huh? Wh-What's goin' on?\Weird... My clothes ain't funny or anything...\My dialect didn't slip out... I haven't even spoken.\Damn, her boobs are huge! response:	H-Huh?
context: Th-Thank you very much.\So many people...\B-But I shouldn't look around so much as I walk.\Huh? Wh-What's goin' on?\Weird... My clothes ain't funny or anything...\My dialect didn't slip out... I haven't even spoken.\Damn, her boobs are huge!\H-Huh? response:	Lots of people were staring at me all the way from Akita to Tokyo.
context: So many people...\B-But I shouldn't look around so much as I walk.\Huh? Wh-What's goin' on?\Weird... My clothes ain't funny or anything...\My dialect didn't slip out... I haven't even spoken.\Damn, her boobs are huge!\H-Huh?\Lots of people were staring at me all the way from Akita to Tokyo. response:	And yet...
context: B-But I shouldn't look around so much as I walk.\Huh? Wh-What's goin' on?\Weird... My clothes ain't funny or anything...\My dialect didn't slip out... I haven't even spoken.\Damn, her boobs are huge!\H-Huh?\Lots of people were staring at me all the way from Akita to Tokyo.\And yet... response:	No one will look me in the eyes.
context: Huh? Wh-What's goin' on?\Weird... My clothes ain't funny or anything...\My dialect didn't slip out... I haven't even spoken.\Damn, her boobs are huge!\H-Huh?\Lots of people were staring at me all the way from Akita to Tokyo.\And yet...\No one will look me in the eyes. response:	Yoshida Apartments New Tenants Wanted!
context: Weird... My clothes ain't funny or anything...\My dialect didn't slip out... I haven't even spoken.\Damn, her boobs are huge!\H-Huh?\Lots of people were staring at me all the way from Akita to Tokyo.\And yet...\No one will look me in the eyes.\Yoshida Apartments New Tenants Wanted! response:	Hello.
context: My dialect didn't slip out... I haven't even spoken.\Damn, her boobs are huge!\H-Huh?\Lots of people were staring at me all the way from Akita to Tokyo.\And yet...\No one will look me in the eyes.\Yoshida Apartments New Tenants Wanted!\Hello. response:	He's the first one... to look me in the eyes...
context: Damn, her boobs are huge!\H-Huh?\Lots of people were staring at me all the way from Akita to Tokyo.\And yet...\No one will look me in the eyes.\Yoshida Apartments New Tenants Wanted!\Hello.\He's the first one... to look me in the eyes... response:	Um...
context: H-Huh?\Lots of people were staring at me all the way from Akita to Tokyo.\And yet...\No one will look me in the eyes.\Yoshida Apartments New Tenants Wanted!\Hello.\He's the first one... to look me in the eyes...\Um... response:	O-Oh, I'm sorry.
context: Lots of people were staring at me all the way from Akita to Tokyo.\And yet...\No one will look me in the eyes.\Yoshida Apartments New Tenants Wanted!\Hello.\He's the first one... to look me in the eyes...\Um...\O-Oh, I'm sorry. response:	I-I-I just moved here today...
context: And yet...\No one will look me in the eyes.\Yoshida Apartments New Tenants Wanted!\Hello.\He's the first one... to look me in the eyes...\Um...\O-Oh, I'm sorry.\I-I-I just moved here today... response:	Oh, I see. I'm Doma from room 201.
context: No one will look me in the eyes.\Yoshida Apartments New Tenants Wanted!\Hello.\He's the first one... to look me in the eyes...\Um...\O-Oh, I'm sorry.\I-I-I just moved here today...\Oh, I see. I'm Doma from room 201. response:	Nice to meet you.
context: Yoshida Apartments New Tenants Wanted!\Hello.\He's the first one... to look me in the eyes...\Um...\O-Oh, I'm sorry.\I-I-I just moved here today...\Oh, I see. I'm Doma from room 201.\Nice to meet you. response:	Um... I'm Ebina from room 101.
context: Hello.\He's the first one... to look me in the eyes...\Um...\O-Oh, I'm sorry.\I-I-I just moved here today...\Oh, I see. I'm Doma from room 201.\Nice to meet you.\Um... I'm Ebina from room 101. response:	If you need any help with anything, let me know.
context: He's the first one... to look me in the eyes...\Um...\O-Oh, I'm sorry.\I-I-I just moved here today...\Oh, I see. I'm Doma from room 201.\Nice to meet you.\Um... I'm Ebina from room 101.\If you need any help with anything, let me know. response:	Okay.
context: Um...\O-Oh, I'm sorry.\I-I-I just moved here today...\Oh, I see. I'm Doma from room 201.\Nice to meet you.\Um... I'm Ebina from room 101.\If you need any help with anything, let me know.\Okay. response:	Onii-san...
context: O-Oh, I'm sorry.\I-I-I just moved here today...\Oh, I see. I'm Doma from room 201.\Nice to meet you.\Um... I'm Ebina from room 101.\If you need any help with anything, let me know.\Okay.\Onii-san... response:	Because Onii-san's been there, I...
context: I-I-I just moved here today...\Oh, I see. I'm Doma from room 201.\Nice to meet you.\Um... I'm Ebina from room 101.\If you need any help with anything, let me know.\Okay.\Onii-san...\Because Onii-san's been there, I... response:	Good morning, Ebina-chan.
context: Oh, I see. I'm Doma from room 201.\Nice to meet you.\Um... I'm Ebina from room 101.\If you need any help with anything, let me know.\Okay.\Onii-san...\Because Onii-san's been there, I...\Good morning, Ebina-chan. response:	G-Good morning, Umaru-chan.
context: Nice to meet you.\Um... I'm Ebina from room 101.\If you need any help with anything, let me know.\Okay.\Onii-san...\Because Onii-san's been there, I...\Good morning, Ebina-chan.\G-Good morning, Umaru-chan. response:	Morning. Sorry to keep you waiting.
context: Um... I'm Ebina from room 101.\If you need any help with anything, let me know.\Okay.\Onii-san...\Because Onii-san's been there, I...\Good morning, Ebina-chan.\G-Good morning, Umaru-chan.\Morning. Sorry to keep you waiting. response:	U-U-Um, good morning...
context: If you need any help with anything, let me know.\Okay.\Onii-san...\Because Onii-san's been there, I...\Good morning, Ebina-chan.\G-Good morning, Umaru-chan.\Morning. Sorry to keep you waiting.\U-U-Um, good morning... response:	Uh, right...
context: Okay.\Onii-san...\Because Onii-san's been there, I...\Good morning, Ebina-chan.\G-Good morning, Umaru-chan.\Morning. Sorry to keep you waiting.\U-U-Um, good morning...\Uh, right... response:	We'll be late! Let's go, Ebina-chan!
context: Onii-san...\Because Onii-san's been there, I...\Good morning, Ebina-chan.\G-Good morning, Umaru-chan.\Morning. Sorry to keep you waiting.\U-U-Um, good morning...\Uh, right...\We'll be late! Let's go, Ebina-chan! response:	R-Right...
context: Because Onii-san's been there, I...\Good morning, Ebina-chan.\G-Good morning, Umaru-chan.\Morning. Sorry to keep you waiting.\U-U-Um, good morning...\Uh, right...\We'll be late! Let's go, Ebina-chan!\R-Right... response:	E-E-Excuse us, O-O-Onii... Onii...
context: Good morning, Ebina-chan.\G-Good morning, Umaru-chan.\Morning. Sorry to keep you waiting.\U-U-Um, good morning...\Uh, right...\We'll be late! Let's go, Ebina-chan!\R-Right...\E-E-Excuse us, O-O-Onii... Onii... response:	Ebina-chan!
context: G-Good morning, Umaru-chan.\Morning. Sorry to keep you waiting.\U-U-Um, good morning...\Uh, right...\We'll be late! Let's go, Ebina-chan!\R-Right...\E-E-Excuse us, O-O-Onii... Onii...\Ebina-chan! response:	Wait up, Umaru-chan!
context: Morning. Sorry to keep you waiting.\U-U-Um, good morning...\Uh, right...\We'll be late! Let's go, Ebina-chan!\R-Right...\E-E-Excuse us, O-O-Onii... Onii...\Ebina-chan!\Wait up, Umaru-chan! response:	Next Time
