context: Let's go! response:	Doryo Bridge
context: Are you still afraid?\There you go again, looking down!\We're all afraid, you know... to get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you.\Even so, you grit your teeth and get up onstage anyway.\Something compels us... moves us to play music.\Is it like that for you, too?\Everything you say and do... it all sparkles so brightly. response:	It's too blinding for me, and I end up closing my eyes.
context: There you go again, looking down!\We're all afraid, you know... to get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you.\Even so, you grit your teeth and get up onstage anyway.\Something compels us... moves us to play music.\Is it like that for you, too?\Everything you say and do... it all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes. response:	I'm a guy...
context: We're all afraid, you know... to get up onstage.\Maybe you'll mess up. Maybe they'll totally reject you.\Even so, you grit your teeth and get up onstage anyway.\Something compels us... moves us to play music.\Is it like that for you, too?\Everything you say and do... it all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\I'm a guy... response:	I don't deserve to be a performer.
context: Maybe you'll mess up. Maybe they'll totally reject you.\Even so, you grit your teeth and get up onstage anyway.\Something compels us... moves us to play music.\Is it like that for you, too?\Everything you say and do... it all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\I'm a guy...\I don't deserve to be a performer. response:	I played with all my might because I wanted my mother to get well, and yet...
context: Even so, you grit your teeth and get up onstage anyway.\Something compels us... moves us to play music.\Is it like that for you, too?\Everything you say and do... it all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\I'm a guy...\I don't deserve to be a performer.\I played with all my might because I wanted my mother to get well, and yet... response:	There are tons of musicians in the same boat. I'm sure!
context: Something compels us... moves us to play music.\Is it like that for you, too?\Everything you say and do... it all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\I'm a guy...\I don't deserve to be a performer.\I played with all my might because I wanted my mother to get well, and yet...\There are tons of musicians in the same boat. I'm sure! response:	Ones who think, I'll be darned if I do this, or Why don't you play it?
context: Is it like that for you, too?\Everything you say and do... it all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\I'm a guy...\I don't deserve to be a performer.\I played with all my might because I wanted my mother to get well, and yet...\There are tons of musicians in the same boat. I'm sure!\Ones who think, I'll be darned if I do this, or Why don't you play it? response:	And yet, you pick it up again... and you sit before that score.
context: Everything you say and do... it all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\I'm a guy...\I don't deserve to be a performer.\I played with all my might because I wanted my mother to get well, and yet...\There are tons of musicians in the same boat. I'm sure!\Ones who think, I'll be darned if I do this, or Why don't you play it?\And yet, you pick it up again... and you sit before that score. response:	That's how...
context: It's too blinding for me, and I end up closing my eyes.\I'm a guy...\I don't deserve to be a performer.\I played with all my might because I wanted my mother to get well, and yet...\There are tons of musicians in the same boat. I'm sure!\Ones who think, I'll be darned if I do this, or Why don't you play it?\And yet, you pick it up again... and you sit before that score.\That's how... response:	We're still only 14, you know! Let's pull out all the stops, and dive right in!
context: I'm a guy...\I don't deserve to be a performer.\I played with all my might because I wanted my mother to get well, and yet...\There are tons of musicians in the same boat. I'm sure!\Ones who think, I'll be darned if I do this, or Why don't you play it?\And yet, you pick it up again... and you sit before that score.\That's how...\We're still only 14, you know! Let's pull out all the stops, and dive right in! response:	Like this!
context: I don't deserve to be a performer.\I played with all my might because I wanted my mother to get well, and yet...\There are tons of musicians in the same boat. I'm sure!\Ones who think, I'll be darned if I do this, or Why don't you play it?\And yet, you pick it up again... and you sit before that score.\That's how...\We're still only 14, you know! Let's pull out all the stops, and dive right in!\Like this! response:	Bombs away!
context: I played with all my might because I wanted my mother to get well, and yet...\There are tons of musicians in the same boat. I'm sure!\Ones who think, I'll be darned if I do this, or Why don't you play it?\And yet, you pick it up again... and you sit before that score.\That's how...\We're still only 14, you know! Let's pull out all the stops, and dive right in!\Like this!\Bombs away! response:	Glug!
context: There are tons of musicians in the same boat. I'm sure!\Ones who think, I'll be darned if I do this, or Why don't you play it?\And yet, you pick it up again... and you sit before that score.\That's how...\We're still only 14, you know! Let's pull out all the stops, and dive right in!\Like this!\Bombs away!\Glug! response:	She survived!
context: Ones who think, I'll be darned if I do this, or Why don't you play it?\And yet, you pick it up again... and you sit before that score.\That's how...\We're still only 14, you know! Let's pull out all the stops, and dive right in!\Like this!\Bombs away!\Glug!\She survived! response:	Ooh, that was scary!
context: And yet, you pick it up again... and you sit before that score.\That's how...\We're still only 14, you know! Let's pull out all the stops, and dive right in!\Like this!\Bombs away!\Glug!\She survived!\Ooh, that was scary! response:	It feels so good! I've always wanted to try that!
context: That's how...\We're still only 14, you know! Let's pull out all the stops, and dive right in!\Like this!\Bombs away!\Glug!\She survived!\Ooh, that was scary!\It feels so good! I've always wanted to try that! response:	Everything you say and do...
context: We're still only 14, you know! Let's pull out all the stops, and dive right in!\Like this!\Bombs away!\Glug!\She survived!\Ooh, that was scary!\It feels so good! I've always wanted to try that!\Everything you say and do... response:	It all sparkles so brightly.
context: Like this!\Bombs away!\Glug!\She survived!\Ooh, that was scary!\It feels so good! I've always wanted to try that!\Everything you say and do...\It all sparkles so brightly. response:	It's too blinding for me, and I end up closing my eyes.
context: Bombs away!\Glug!\She survived!\Ooh, that was scary!\It feels so good! I've always wanted to try that!\Everything you say and do...\It all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes. response:	But I can't help aspiring to be like you.
context: Glug!\She survived!\Ooh, that was scary!\It feels so good! I've always wanted to try that!\Everything you say and do...\It all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\But I can't help aspiring to be like you. response:	Do you think you'll be able to forget?
context: She survived!\Ooh, that was scary!\It feels so good! I've always wanted to try that!\Everything you say and do...\It all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\But I can't help aspiring to be like you.\Do you think you'll be able to forget? response:	That moment, when my music reached them...
context: Ooh, that was scary!\It feels so good! I've always wanted to try that!\Everything you say and do...\It all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\But I can't help aspiring to be like you.\Do you think you'll be able to forget?\That moment, when my music reached them... response:	Go!
context: It feels so good! I've always wanted to try that!\Everything you say and do...\It all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\But I can't help aspiring to be like you.\Do you think you'll be able to forget?\That moment, when my music reached them...\Go! response:	It's gonna change your whole world!
context: Everything you say and do...\It all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\But I can't help aspiring to be like you.\Do you think you'll be able to forget?\That moment, when my music reached them...\Go!\It's gonna change your whole world! response:	There's no way I could ever forget that.
context: It all sparkles so brightly.\It's too blinding for me, and I end up closing my eyes.\But I can't help aspiring to be like you.\Do you think you'll be able to forget?\That moment, when my music reached them...\Go!\It's gonna change your whole world!\There's no way I could ever forget that. response:	Huh? No way...
context: It's too blinding for me, and I end up closing my eyes.\But I can't help aspiring to be like you.\Do you think you'll be able to forget?\That moment, when my music reached them...\Go!\It's gonna change your whole world!\There's no way I could ever forget that.\Huh? No way... response:	Onii-chan!
context: But I can't help aspiring to be like you.\Do you think you'll be able to forget?\That moment, when my music reached them...\Go!\It's gonna change your whole world!\There's no way I could ever forget that.\Huh? No way...\Onii-chan! response:	There you are!
context: Do you think you'll be able to forget?\That moment, when my music reached them...\Go!\It's gonna change your whole world!\There's no way I could ever forget that.\Huh? No way...\Onii-chan!\There you are! response:	Scary stuff!
context: That moment, when my music reached them...\Go!\It's gonna change your whole world!\There's no way I could ever forget that.\Huh? No way...\Onii-chan!\There you are!\Scary stuff! response:	There's no way I could ever forget.
context: Go!\It's gonna change your whole world!\There's no way I could ever forget that.\Huh? No way...\Onii-chan!\There you are!\Scary stuff!\There's no way I could ever forget. response:	Because I'm a musician,
context: It's gonna change your whole world!\There's no way I could ever forget that.\Huh? No way...\Onii-chan!\There you are!\Scary stuff!\There's no way I could ever forget.\Because I'm a musician, response:	just like you.
context: There's no way I could ever forget that.\Huh? No way...\Onii-chan!\There you are!\Scary stuff!\There's no way I could ever forget.\Because I'm a musician,\just like you. response:	Gray Skies
context: Huh? No way...\Onii-chan!\There you are!\Scary stuff!\There's no way I could ever forget.\Because I'm a musician,\just like you.\Gray Skies response:	Huh? Where are your glasses?
context: Onii-chan!\There you are!\Scary stuff!\There's no way I could ever forget.\Because I'm a musician,\just like you.\Gray Skies\Huh? Where are your glasses? response:	Oh!
context: There you are!\Scary stuff!\There's no way I could ever forget.\Because I'm a musician,\just like you.\Gray Skies\Huh? Where are your glasses?\Oh! response:	Episode 6 Way Back
context: Scary stuff!\There's no way I could ever forget.\Because I'm a musician,\just like you.\Gray Skies\Huh? Where are your glasses?\Oh!\Episode 6 Way Back response:	Watch Again Next Week!
