context: The treasure that was stored in your house response:	has definitely been transferred into my hands.
context: Next up... Miss Louise de La Valliere!\Here goes.\Okay...\Let me introduce you.\This is my familiar, Hiraga Saito.\His type is a...\Go for it, Louise the Zero!\His type is a... response:	He's a peasant-type?!
context: Here goes.\Okay...\Let me introduce you.\This is my familiar, Hiraga Saito.\His type is a...\Go for it, Louise the Zero!\His type is a...\He's a peasant-type?! response:	That's his social rank!
context: Okay...\Let me introduce you.\This is my familiar, Hiraga Saito.\His type is a...\Go for it, Louise the Zero!\His type is a...\He's a peasant-type?!\That's his social rank! response:	Just what we expect from Louise the Zero!
context: Let me introduce you.\This is my familiar, Hiraga Saito.\His type is a...\Go for it, Louise the Zero!\His type is a...\He's a peasant-type?!\That's his social rank!\Just what we expect from Louise the Zero! response:	She sure meets expectations!
context: This is my familiar, Hiraga Saito.\His type is a...\Go for it, Louise the Zero!\His type is a...\He's a peasant-type?!\That's his social rank!\Just what we expect from Louise the Zero!\She sure meets expectations! response:	Shut up! Stay quiet and watch!
context: His type is a...\Go for it, Louise the Zero!\His type is a...\He's a peasant-type?!\That's his social rank!\Just what we expect from Louise the Zero!\She sure meets expectations!\Shut up! Stay quiet and watch! response:	Let's go, Derf!
context: Go for it, Louise the Zero!\His type is a...\He's a peasant-type?!\That's his social rank!\Just what we expect from Louise the Zero!\She sure meets expectations!\Shut up! Stay quiet and watch!\Let's go, Derf! response:	Saito?
context: His type is a...\He's a peasant-type?!\That's his social rank!\Just what we expect from Louise the Zero!\She sure meets expectations!\Shut up! Stay quiet and watch!\Let's go, Derf!\Saito? response:	Go? Where are we going?
context: He's a peasant-type?!\That's his social rank!\Just what we expect from Louise the Zero!\She sure meets expectations!\Shut up! Stay quiet and watch!\Let's go, Derf!\Saito?\Go? Where are we going? response:	Hey, don't you realize the situation we're in?
context: That's his social rank!\Just what we expect from Louise the Zero!\She sure meets expectations!\Shut up! Stay quiet and watch!\Let's go, Derf!\Saito?\Go? Where are we going?\Hey, don't you realize the situation we're in? response:	Like I know!
context: Just what we expect from Louise the Zero!\She sure meets expectations!\Shut up! Stay quiet and watch!\Let's go, Derf!\Saito?\Go? Where are we going?\Hey, don't you realize the situation we're in?\Like I know! response:	You're the one who drew me all of a sudden!
context: She sure meets expectations!\Shut up! Stay quiet and watch!\Let's go, Derf!\Saito?\Go? Where are we going?\Hey, don't you realize the situation we're in?\Like I know!\You're the one who drew me all of a sudden! response:	What's up with that? He's arguing with his own sword!
context: Shut up! Stay quiet and watch!\Let's go, Derf!\Saito?\Go? Where are we going?\Hey, don't you realize the situation we're in?\Like I know!\You're the one who drew me all of a sudden!\What's up with that? He's arguing with his own sword! response:	Oh, darling, everything you do is strange and wonderful.
context: Let's go, Derf!\Saito?\Go? Where are we going?\Hey, don't you realize the situation we're in?\Like I know!\You're the one who drew me all of a sudden!\What's up with that? He's arguing with his own sword!\Oh, darling, everything you do is strange and wonderful. response:	All of you, watch closely!
context: Saito?\Go? Where are we going?\Hey, don't you realize the situation we're in?\Like I know!\You're the one who drew me all of a sudden!\What's up with that? He's arguing with his own sword!\Oh, darling, everything you do is strange and wonderful.\All of you, watch closely! response:	I'll show you some elegant swordsmanship now...
context: Go? Where are we going?\Hey, don't you realize the situation we're in?\Like I know!\You're the one who drew me all of a sudden!\What's up with that? He's arguing with his own sword!\Oh, darling, everything you do is strange and wonderful.\All of you, watch closely!\I'll show you some elegant swordsmanship now... response:	Let go!
context: Hey, don't you realize the situation we're in?\Like I know!\You're the one who drew me all of a sudden!\What's up with that? He's arguing with his own sword!\Oh, darling, everything you do is strange and wonderful.\All of you, watch closely!\I'll show you some elegant swordsmanship now...\Let go! response:	This is the worst.
context: Like I know!\You're the one who drew me all of a sudden!\What's up with that? He's arguing with his own sword!\Oh, darling, everything you do is strange and wonderful.\All of you, watch closely!\I'll show you some elegant swordsmanship now...\Let go!\This is the worst. response:	Let go! That hurts, you're too strong!
context: You're the one who drew me all of a sudden!\What's up with that? He's arguing with his own sword!\Oh, darling, everything you do is strange and wonderful.\All of you, watch closely!\I'll show you some elegant swordsmanship now...\Let go!\This is the worst.\Let go! That hurts, you're too strong! response:	To think that this fixture magic was so sturdy...
context: What's up with that? He's arguing with his own sword!\Oh, darling, everything you do is strange and wonderful.\All of you, watch closely!\I'll show you some elegant swordsmanship now...\Let go!\This is the worst.\Let go! That hurts, you're too strong!\To think that this fixture magic was so sturdy... response:	If that's the case...
context: Oh, darling, everything you do is strange and wonderful.\All of you, watch closely!\I'll show you some elegant swordsmanship now...\Let go!\This is the worst.\Let go! That hurts, you're too strong!\To think that this fixture magic was so sturdy...\If that's the case... response:	Then we will now begin the judging.
context: All of you, watch closely!\I'll show you some elegant swordsmanship now...\Let go!\This is the worst.\Let go! That hurts, you're too strong!\To think that this fixture magic was so sturdy...\If that's the case...\Then we will now begin the judging. response:	I have no time left.
context: I'll show you some elegant swordsmanship now...\Let go!\This is the worst.\Let go! That hurts, you're too strong!\To think that this fixture magic was so sturdy...\If that's the case...\Then we will now begin the judging.\I have no time left. response:	I thought a physical shock would do the trick.
context: Let go!\This is the worst.\Let go! That hurts, you're too strong!\To think that this fixture magic was so sturdy...\If that's the case...\Then we will now begin the judging.\I have no time left.\I thought a physical shock would do the trick. response:	I told you, nothing more than a bow!
context: This is the worst.\Let go! That hurts, you're too strong!\To think that this fixture magic was so sturdy...\If that's the case...\Then we will now begin the judging.\I have no time left.\I thought a physical shock would do the trick.\I told you, nothing more than a bow! response:	But they were all cracking up.
context: Let go! That hurts, you're too strong!\To think that this fixture magic was so sturdy...\If that's the case...\Then we will now begin the judging.\I have no time left.\I thought a physical shock would do the trick.\I told you, nothing more than a bow!\But they were all cracking up. response:	You just made a fool of yourse...
context: To think that this fixture magic was so sturdy...\If that's the case...\Then we will now begin the judging.\I have no time left.\I thought a physical shock would do the trick.\I told you, nothing more than a bow!\But they were all cracking up.\You just made a fool of yourse... response:	Golem?!
context: If that's the case...\Then we will now begin the judging.\I have no time left.\I thought a physical shock would do the trick.\I told you, nothing more than a bow!\But they were all cracking up.\You just made a fool of yourse...\Golem?! response:	What is this?
context: Then we will now begin the judging.\I have no time left.\I thought a physical shock would do the trick.\I told you, nothing more than a bow!\But they were all cracking up.\You just made a fool of yourse...\Golem?!\What is this? response:	Is this also someone's familiar?
context: I have no time left.\I thought a physical shock would do the trick.\I told you, nothing more than a bow!\But they were all cracking up.\You just made a fool of yourse...\Golem?!\What is this?\Is this also someone's familiar? response:	No, this is...
context: I thought a physical shock would do the trick.\I told you, nothing more than a bow!\But they were all cracking up.\You just made a fool of yourse...\Golem?!\What is this?\Is this also someone's familiar?\No, this is... response:	You're out of luck!
context: I told you, nothing more than a bow!\But they were all cracking up.\You just made a fool of yourse...\Golem?!\What is this?\Is this also someone's familiar?\No, this is...\You're out of luck! response:	Look out!
context: But they were all cracking up.\You just made a fool of yourse...\Golem?!\What is this?\Is this also someone's familiar?\No, this is...\You're out of luck!\Look out! response:	Now, I would like to announce this year's grand prize winner...
context: You just made a fool of yourse...\Golem?!\What is this?\Is this also someone's familiar?\No, this is...\You're out of luck!\Look out!\Now, I would like to announce this year's grand prize winner... response:	Saito!
context: Golem?!\What is this?\Is this also someone's familiar?\No, this is...\You're out of luck!\Look out!\Now, I would like to announce this year's grand prize winner...\Saito! response:	Louise! Run!
context: What is this?\Is this also someone's familiar?\No, this is...\You're out of luck!\Look out!\Now, I would like to announce this year's grand prize winner...\Saito!\Louise! Run! response:	Let go of Saito!
context: Is this also someone's familiar?\No, this is...\You're out of luck!\Look out!\Now, I would like to announce this year's grand prize winner...\Saito!\Louise! Run!\Let go of Saito! response:	What are you doing?! I'm telling you to run away from here!
context: No, this is...\You're out of luck!\Look out!\Now, I would like to announce this year's grand prize winner...\Saito!\Louise! Run!\Let go of Saito!\What are you doing?! I'm telling you to run away from here! response:	In Ex...
context: You're out of luck!\Look out!\Now, I would like to announce this year's grand prize winner...\Saito!\Louise! Run!\Let go of Saito!\What are you doing?! I'm telling you to run away from here!\In Ex... response:	You're wasting your time!
context: Look out!\Now, I would like to announce this year's grand prize winner...\Saito!\Louise! Run!\Let go of Saito!\What are you doing?! I'm telling you to run away from here!\In Ex...\You're wasting your time! response:	Louise! Hurry up and run! Bet... Flame...
context: Now, I would like to announce this year's grand prize winner...\Saito!\Louise! Run!\Let go of Saito!\What are you doing?! I'm telling you to run away from here!\In Ex...\You're wasting your time!\Louise! Hurry up and run! Bet... Flame... response:	Fireball!
context: Saito!\Louise! Run!\Let go of Saito!\What are you doing?! I'm telling you to run away from here!\In Ex...\You're wasting your time!\Louise! Hurry up and run! Bet... Flame...\Fireball! response:	Hey, did you just hear something?
context: Louise! Run!\Let go of Saito!\What are you doing?! I'm telling you to run away from here!\In Ex...\You're wasting your time!\Louise! Hurry up and run! Bet... Flame...\Fireball!\Hey, did you just hear something? response:	To think that my Verdande was not chosen...
context: Let go of Saito!\What are you doing?! I'm telling you to run away from here!\In Ex...\You're wasting your time!\Louise! Hurry up and run! Bet... Flame...\Fireball!\Hey, did you just hear something?\To think that my Verdande was not chosen... response:	It was Tabitha's Sylpheed after all.
context: What are you doing?! I'm telling you to run away from here!\In Ex...\You're wasting your time!\Louise! Hurry up and run! Bet... Flame...\Fireball!\Hey, did you just hear something?\To think that my Verdande was not chosen...\It was Tabitha's Sylpheed after all. response:	Well, that was an adequate choice.
context: In Ex...\You're wasting your time!\Louise! Hurry up and run! Bet... Flame...\Fireball!\Hey, did you just hear something?\To think that my Verdande was not chosen...\It was Tabitha's Sylpheed after all.\Well, that was an adequate choice. response:	It was an amazing familiar.
context: You're wasting your time!\Louise! Hurry up and run! Bet... Flame...\Fireball!\Hey, did you just hear something?\To think that my Verdande was not chosen...\It was Tabitha's Sylpheed after all.\Well, that was an adequate choice.\It was an amazing familiar. response:	If you don't mind, may we see it fly one more time?
context: Louise! Hurry up and run! Bet... Flame...\Fireball!\Hey, did you just hear something?\To think that my Verdande was not chosen...\It was Tabitha's Sylpheed after all.\Well, that was an adequate choice.\It was an amazing familiar.\If you don't mind, may we see it fly one more time? response:	Are you trying to kill me?!
context: Fireball!\Hey, did you just hear something?\To think that my Verdande was not chosen...\It was Tabitha's Sylpheed after all.\Well, that was an adequate choice.\It was an amazing familiar.\If you don't mind, may we see it fly one more time?\Are you trying to kill me?! response:	Shut up! It was only a small mistake!
context: Hey, did you just hear something?\To think that my Verdande was not chosen...\It was Tabitha's Sylpheed after all.\Well, that was an adequate choice.\It was an amazing familiar.\If you don't mind, may we see it fly one more time?\Are you trying to kill me?!\Shut up! It was only a small mistake! response:	What part of that was a fireball?
context: To think that my Verdande was not chosen...\It was Tabitha's Sylpheed after all.\Well, that was an adequate choice.\It was an amazing familiar.\If you don't mind, may we see it fly one more time?\Are you trying to kill me?!\Shut up! It was only a small mistake!\What part of that was a fireball? response:	The wall?
context: It was Tabitha's Sylpheed after all.\Well, that was an adequate choice.\It was an amazing familiar.\If you don't mind, may we see it fly one more time?\Are you trying to kill me?!\Shut up! It was only a small mistake!\What part of that was a fireball?\The wall? response:	That magic just now?
context: Well, that was an adequate choice.\It was an amazing familiar.\If you don't mind, may we see it fly one more time?\Are you trying to kill me?!\Shut up! It was only a small mistake!\What part of that was a fireball?\The wall?\That magic just now? response:	Let go of Saito!
context: It was an amazing familiar.\If you don't mind, may we see it fly one more time?\Are you trying to kill me?!\Shut up! It was only a small mistake!\What part of that was a fireball?\The wall?\That magic just now?\Let go of Saito! response:	Listen to me! I'm serious this time!
context: If you don't mind, may we see it fly one more time?\Are you trying to kill me?!\Shut up! It was only a small mistake!\What part of that was a fireball?\The wall?\That magic just now?\Let go of Saito!\Listen to me! I'm serious this time! response:	Stop it! I'm telling you to run!
context: Are you trying to kill me?!\Shut up! It was only a small mistake!\What part of that was a fireball?\The wall?\That magic just now?\Let go of Saito!\Listen to me! I'm serious this time!\Stop it! I'm telling you to run! response:	In any case, this is a lucky break for me.
context: Shut up! It was only a small mistake!\What part of that was a fireball?\The wall?\That magic just now?\Let go of Saito!\Listen to me! I'm serious this time!\Stop it! I'm telling you to run!\In any case, this is a lucky break for me. response:	Go, Golem!
context: What part of that was a fireball?\The wall?\That magic just now?\Let go of Saito!\Listen to me! I'm serious this time!\Stop it! I'm telling you to run!\In any case, this is a lucky break for me.\Go, Golem! response:	What is it?!
context: The wall?\That magic just now?\Let go of Saito!\Listen to me! I'm serious this time!\Stop it! I'm telling you to run!\In any case, this is a lucky break for me.\Go, Golem!\What is it?! response:	Protect the Royal Highness!
context: That magic just now?\Let go of Saito!\Listen to me! I'm serious this time!\Stop it! I'm telling you to run!\In any case, this is a lucky break for me.\Go, Golem!\What is it?!\Protect the Royal Highness! response:	Golem!
context: Let go of Saito!\Listen to me! I'm serious this time!\Stop it! I'm telling you to run!\In any case, this is a lucky break for me.\Go, Golem!\What is it?!\Protect the Royal Highness!\Golem! response:	I thank you for this!
context: Listen to me! I'm serious this time!\Stop it! I'm telling you to run!\In any case, this is a lucky break for me.\Go, Golem!\What is it?!\Protect the Royal Highness!\Golem!\I thank you for this! response:	Saito...
context: Stop it! I'm telling you to run!\In any case, this is a lucky break for me.\Go, Golem!\What is it?!\Protect the Royal Highness!\Golem!\I thank you for this!\Saito... response:	The Staff of Destruction has been transferred into my hands.
context: In any case, this is a lucky break for me.\Go, Golem!\What is it?!\Protect the Royal Highness!\Golem!\I thank you for this!\Saito...\The Staff of Destruction has been transferred into my hands. response:	Fouquet the Sculptor.
context: Go, Golem!\What is it?!\Protect the Royal Highness!\Golem!\I thank you for this!\Saito...\The Staff of Destruction has been transferred into my hands.\Fouquet the Sculptor. response:	She got us.
context: What is it?!\Protect the Royal Highness!\Golem!\I thank you for this!\Saito...\The Staff of Destruction has been transferred into my hands.\Fouquet the Sculptor.\She got us. response:	No signs of the thief have been found.
context: Protect the Royal Highness!\Golem!\I thank you for this!\Saito...\The Staff of Destruction has been transferred into my hands.\Fouquet the Sculptor.\She got us.\No signs of the thief have been found. response:	All we found was an earthen clod.
context: Golem!\I thank you for this!\Saito...\The Staff of Destruction has been transferred into my hands.\Fouquet the Sculptor.\She got us.\No signs of the thief have been found.\All we found was an earthen clod. response:	What a catastrophe!
context: I thank you for this!\Saito...\The Staff of Destruction has been transferred into my hands.\Fouquet the Sculptor.\She got us.\No signs of the thief have been found.\All we found was an earthen clod.\What a catastrophe! response:	To think that the vault would be broken into...
context: Saito...\The Staff of Destruction has been transferred into my hands.\Fouquet the Sculptor.\She got us.\No signs of the thief have been found.\All we found was an earthen clod.\What a catastrophe!\To think that the vault would be broken into... response:	That's a surprise. That it was that Fouquet the Sculptor...
context: The Staff of Destruction has been transferred into my hands.\Fouquet the Sculptor.\She got us.\No signs of the thief have been found.\All we found was an earthen clod.\What a catastrophe!\To think that the vault would be broken into...\That's a surprise. That it was that Fouquet the Sculptor... response:	Hey, Tabitha, did you see her face?
context: Fouquet the Sculptor.\She got us.\No signs of the thief have been found.\All we found was an earthen clod.\What a catastrophe!\To think that the vault would be broken into...\That's a surprise. That it was that Fouquet the Sculptor...\Hey, Tabitha, did you see her face? response:	She hid her face.
context: She got us.\No signs of the thief have been found.\All we found was an earthen clod.\What a catastrophe!\To think that the vault would be broken into...\That's a surprise. That it was that Fouquet the Sculptor...\Hey, Tabitha, did you see her face?\She hid her face. response:	Is that so? How boring.
context: No signs of the thief have been found.\All we found was an earthen clod.\What a catastrophe!\To think that the vault would be broken into...\That's a surprise. That it was that Fouquet the Sculptor...\Hey, Tabitha, did you see her face?\She hid her face.\Is that so? How boring. response:	To control such a large golem,
context: All we found was an earthen clod.\What a catastrophe!\To think that the vault would be broken into...\That's a surprise. That it was that Fouquet the Sculptor...\Hey, Tabitha, did you see her face?\She hid her face.\Is that so? How boring.\To control such a large golem, response:	there's no doubt that she was a Triangle-class mage.
context: What a catastrophe!\To think that the vault would be broken into...\That's a surprise. That it was that Fouquet the Sculptor...\Hey, Tabitha, did you see her face?\She hid her face.\Is that so? How boring.\To control such a large golem,\there's no doubt that she was a Triangle-class mage. response:	Well, in any case, since both of us survived, it's all right.
context: To think that the vault would be broken into...\That's a surprise. That it was that Fouquet the Sculptor...\Hey, Tabitha, did you see her face?\She hid her face.\Is that so? How boring.\To control such a large golem,\there's no doubt that she was a Triangle-class mage.\Well, in any case, since both of us survived, it's all right. response:	That's not how things go!
context: That's a surprise. That it was that Fouquet the Sculptor...\Hey, Tabitha, did you see her face?\She hid her face.\Is that so? How boring.\To control such a large golem,\there's no doubt that she was a Triangle-class mage.\Well, in any case, since both of us survived, it's all right.\That's not how things go! response:	I am so glad both of you were safe!
context: Hey, Tabitha, did you see her face?\She hid her face.\Is that so? How boring.\To control such a large golem,\there's no doubt that she was a Triangle-class mage.\Well, in any case, since both of us survived, it's all right.\That's not how things go!\I am so glad both of you were safe! response:	Princess!
context: She hid her face.\Is that so? How boring.\To control such a large golem,\there's no doubt that she was a Triangle-class mage.\Well, in any case, since both of us survived, it's all right.\That's not how things go!\I am so glad both of you were safe!\Princess! response:	I am terribly sorry!
context: Is that so? How boring.\To control such a large golem,\there's no doubt that she was a Triangle-class mage.\Well, in any case, since both of us survived, it's all right.\That's not how things go!\I am so glad both of you were safe!\Princess!\I am terribly sorry! response:	The Palace's treasure...
context: To control such a large golem,\there's no doubt that she was a Triangle-class mage.\Well, in any case, since both of us survived, it's all right.\That's not how things go!\I am so glad both of you were safe!\Princess!\I am terribly sorry!\The Palace's treasure... response:	It was not your responsibility, Louise FranCoise.
context: there's no doubt that she was a Triangle-class mage.\Well, in any case, since both of us survived, it's all right.\That's not how things go!\I am so glad both of you were safe!\Princess!\I am terribly sorry!\The Palace's treasure...\It was not your responsibility, Louise FranCoise. response:	Even so...
context: Well, in any case, since both of us survived, it's all right.\That's not how things go!\I am so glad both of you were safe!\Princess!\I am terribly sorry!\The Palace's treasure...\It was not your responsibility, Louise FranCoise.\Even so... response:	Princess, please hurry.
context: That's not how things go!\I am so glad both of you were safe!\Princess!\I am terribly sorry!\The Palace's treasure...\It was not your responsibility, Louise FranCoise.\Even so...\Princess, please hurry. response:	I must report this incident to the Palace.
context: I am so glad both of you were safe!\Princess!\I am terribly sorry!\The Palace's treasure...\It was not your responsibility, Louise FranCoise.\Even so...\Princess, please hurry.\I must report this incident to the Palace. response:	I will see you in the near future,
context: Princess!\I am terribly sorry!\The Palace's treasure...\It was not your responsibility, Louise FranCoise.\Even so...\Princess, please hurry.\I must report this incident to the Palace.\I will see you in the near future, response:	Louise, Mr. Familiar.
context: I am terribly sorry!\The Palace's treasure...\It was not your responsibility, Louise FranCoise.\Even so...\Princess, please hurry.\I must report this incident to the Palace.\I will see you in the near future,\Louise, Mr. Familiar. response:	I just hope the princess doesn't have to take responsibility for this.
context: The Palace's treasure...\It was not your responsibility, Louise FranCoise.\Even so...\Princess, please hurry.\I must report this incident to the Palace.\I will see you in the near future,\Louise, Mr. Familiar.\I just hope the princess doesn't have to take responsibility for this. response:	Responsibility? Just because a thief came when she was visiting?
context: It was not your responsibility, Louise FranCoise.\Even so...\Princess, please hurry.\I must report this incident to the Palace.\I will see you in the near future,\Louise, Mr. Familiar.\I just hope the princess doesn't have to take responsibility for this.\Responsibility? Just because a thief came when she was visiting? response:	I've been hearing bad rumors about the Palace recently.
context: Even so...\Princess, please hurry.\I must report this incident to the Palace.\I will see you in the near future,\Louise, Mr. Familiar.\I just hope the princess doesn't have to take responsibility for this.\Responsibility? Just because a thief came when she was visiting?\I've been hearing bad rumors about the Palace recently. response:	Not that worrying about any of it does me any good...
context: Princess, please hurry.\I must report this incident to the Palace.\I will see you in the near future,\Louise, Mr. Familiar.\I just hope the princess doesn't have to take responsibility for this.\Responsibility? Just because a thief came when she was visiting?\I've been hearing bad rumors about the Palace recently.\Not that worrying about any of it does me any good... response:	Hey, Louise... Can I ask you something?
context: I must report this incident to the Palace.\I will see you in the near future,\Louise, Mr. Familiar.\I just hope the princess doesn't have to take responsibility for this.\Responsibility? Just because a thief came when she was visiting?\I've been hearing bad rumors about the Palace recently.\Not that worrying about any of it does me any good...\Hey, Louise... Can I ask you something? response:	What?
context: I will see you in the near future,\Louise, Mr. Familiar.\I just hope the princess doesn't have to take responsibility for this.\Responsibility? Just because a thief came when she was visiting?\I've been hearing bad rumors about the Palace recently.\Not that worrying about any of it does me any good...\Hey, Louise... Can I ask you something?\What? response:	When I got caught, why didn't you escape to safety?
context: Louise, Mr. Familiar.\I just hope the princess doesn't have to take responsibility for this.\Responsibility? Just because a thief came when she was visiting?\I've been hearing bad rumors about the Palace recently.\Not that worrying about any of it does me any good...\Hey, Louise... Can I ask you something?\What?\When I got caught, why didn't you escape to safety? response:	You're an idiot.
context: I just hope the princess doesn't have to take responsibility for this.\Responsibility? Just because a thief came when she was visiting?\I've been hearing bad rumors about the Palace recently.\Not that worrying about any of it does me any good...\Hey, Louise... Can I ask you something?\What?\When I got caught, why didn't you escape to safety?\You're an idiot. response:	A mage who forsakes her familiar is not a real mage.
context: Responsibility? Just because a thief came when she was visiting?\I've been hearing bad rumors about the Palace recently.\Not that worrying about any of it does me any good...\Hey, Louise... Can I ask you something?\What?\When I got caught, why didn't you escape to safety?\You're an idiot.\A mage who forsakes her familiar is not a real mage. response:	As if I were under a real magic spell
context: I've been hearing bad rumors about the Palace recently.\Not that worrying about any of it does me any good...\Hey, Louise... Can I ask you something?\What?\When I got caught, why didn't you escape to safety?\You're an idiot.\A mage who forsakes her familiar is not a real mage.\As if I were under a real magic spell response:	A bright smile is burnt onto my heart
context: Not that worrying about any of it does me any good...\Hey, Louise... Can I ask you something?\What?\When I got caught, why didn't you escape to safety?\You're an idiot.\A mage who forsakes her familiar is not a real mage.\As if I were under a real magic spell\A bright smile is burnt onto my heart response:	But each time I see you, I give you a pointy, cold shoulder
context: Hey, Louise... Can I ask you something?\What?\When I got caught, why didn't you escape to safety?\You're an idiot.\A mage who forsakes her familiar is not a real mage.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder response:	Why do I act mean towards the one that I think about the most?
context: What?\When I got caught, why didn't you escape to safety?\You're an idiot.\A mage who forsakes her familiar is not a real mage.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most? response:	My true feelings, the shards of loneliness
context: When I got caught, why didn't you escape to safety?\You're an idiot.\A mage who forsakes her familiar is not a real mage.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness response:	In the deepest part of my heart, I'm calling for you
context: You're an idiot.\A mage who forsakes her familiar is not a real mage.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you response:	For the day to start from zero
context: A mage who forsakes her familiar is not a real mage.\As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero response:	Saito! Why are you so spaced out?!
context: As if I were under a real magic spell\A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\Saito! Why are you so spaced out?! response:	Come on, we're heading out!
context: A bright smile is burnt onto my heart\But each time I see you, I give you a pointy, cold shoulder\Why do I act mean towards the one that I think about the most?\My true feelings, the shards of loneliness\In the deepest part of my heart, I'm calling for you\For the day to start from zero\Saito! Why are you so spaced out?!\Come on, we're heading out! response:	We're going to go capture that thief Fouquet, of course!
