context: The landscape around here has become a lot spikier. response:	Our depth is...
context: Wh-what?!\Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko! response:	What can I do to get her breathing again?!
context: Just who the heck are you?!\I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?! response:	Just blow a breath directly into her.
context: I'm happy to properly introduce myself...\but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her. response:	Like a kiss, you know, a kiss.
context: but first wouldn't it be best to hear about how to save her?\Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss. response:	Do you know how?
context: Riko...\This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how? response:	Like that?!
context: This's quite bad...\What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\Like that?! response:	That's the way, but go a little slower.
context: What should I do...?\Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\Like that?!\That's the way, but go a little slower. response:	And pinch her nose shut.
context: Please tell me! I want to save Riko!\What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\Like that?!\That's the way, but go a little slower.\And pinch her nose shut. response:	Okay!
context: What can I do to get her breathing again?!\Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\Like that?!\That's the way, but go a little slower.\And pinch her nose shut.\Okay! response:	Also, tilt up her chin to open her airway.
context: Just blow a breath directly into her.\Like a kiss, you know, a kiss.\Do you know how?\Like that?!\That's the way, but go a little slower.\And pinch her nose shut.\Okay!\Also, tilt up her chin to open her airway. response:	Otherwise, there's no point to this.
context: Like a kiss, you know, a kiss.\Do you know how?\Like that?!\That's the way, but go a little slower.\And pinch her nose shut.\Okay!\Also, tilt up her chin to open her airway.\Otherwise, there's no point to this. response:	Got it!
context: Do you know how?\Like that?!\That's the way, but go a little slower.\And pinch her nose shut.\Okay!\Also, tilt up her chin to open her airway.\Otherwise, there's no point to this.\Got it! response:	She's breathing again.
context: Like that?!\That's the way, but go a little slower.\And pinch her nose shut.\Okay!\Also, tilt up her chin to open her airway.\Otherwise, there's no point to this.\Got it!\She's breathing again. response:	I'm so glad!
context: That's the way, but go a little slower.\And pinch her nose shut.\Okay!\Also, tilt up her chin to open her airway.\Otherwise, there's no point to this.\Got it!\She's breathing again.\I'm so glad! response:	Thank you!
context: And pinch her nose shut.\Okay!\Also, tilt up her chin to open her airway.\Otherwise, there's no point to this.\Got it!\She's breathing again.\I'm so glad!\Thank you! response:	I can't begin to express my gratitude...
context: Okay!\Also, tilt up her chin to open her airway.\Otherwise, there's no point to this.\Got it!\She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude... response:	It's still too early to relax.
context: Also, tilt up her chin to open her airway.\Otherwise, there's no point to this.\Got it!\She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax. response:	Huh?!
context: Otherwise, there's no point to this.\Got it!\She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?! response:	Well, it seems she's not regaining consciousness.
context: Got it!\She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness. response:	Th-that can't be!
context: She's breathing again.\I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be! response:	What should I do?!
context: I'm so glad!\Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?! response:	Calm down!
context: Thank you!\I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down! response:	If she was to wake right now, it's not like she'd be able to bear the pain anyway...
context: I can't begin to express my gratitude...\It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down!\If she was to wake right now, it's not like she'd be able to bear the pain anyway... response:	But...!
context: It's still too early to relax.\Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down!\If she was to wake right now, it's not like she'd be able to bear the pain anyway...\But...! response:	You, come on and carry the girl back to my hideout.
context: Huh?!\Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down!\If she was to wake right now, it's not like she'd be able to bear the pain anyway...\But...!\You, come on and carry the girl back to my hideout. response:	Huh?
context: Well, it seems she's not regaining consciousness.\Th-that can't be!\What should I do?!\Calm down!\If she was to wake right now, it's not like she'd be able to bear the pain anyway...\But...!\You, come on and carry the girl back to my hideout.\Huh? response:	I'll find a way to do something for her...
context: Th-that can't be!\What should I do?!\Calm down!\If she was to wake right now, it's not like she'd be able to bear the pain anyway...\But...!\You, come on and carry the girl back to my hideout.\Huh?\I'll find a way to do something for her... response:	Really?!
context: What should I do?!\Calm down!\If she was to wake right now, it's not like she'd be able to bear the pain anyway...\But...!\You, come on and carry the girl back to my hideout.\Huh?\I'll find a way to do something for her...\Really?! response:	Even though you don't know anything about us?!
context: Calm down!\If she was to wake right now, it's not like she'd be able to bear the pain anyway...\But...!\You, come on and carry the girl back to my hideout.\Huh?\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?! response:	Well...
context: If she was to wake right now, it's not like she'd be able to bear the pain anyway...\But...!\You, come on and carry the girl back to my hideout.\Huh?\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well... response:	Just keep a little distance between us, okay?
context: But...!\You, come on and carry the girl back to my hideout.\Huh?\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay? response:	Still, the way things stand now, her arm will break off...
context: You, come on and carry the girl back to my hideout.\Huh?\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\Still, the way things stand now, her arm will break off... response:	You need to reinforce it, so hurry and fetch some branches.
context: Huh?\I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\Still, the way things stand now, her arm will break off...\You need to reinforce it, so hurry and fetch some branches. response:	So you can do something about her hand?!
context: I'll find a way to do something for her...\Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\Still, the way things stand now, her arm will break off...\You need to reinforce it, so hurry and fetch some branches.\So you can do something about her hand?! response:	Understood!
context: Really?!\Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\Still, the way things stand now, her arm will break off...\You need to reinforce it, so hurry and fetch some branches.\So you can do something about her hand?!\Understood! response:	It's not going to go back to the way it was before.
context: Even though you don't know anything about us?!\Well...\Just keep a little distance between us, okay?\Still, the way things stand now, her arm will break off...\You need to reinforce it, so hurry and fetch some branches.\So you can do something about her hand?!\Understood!\It's not going to go back to the way it was before. response:	Jeez, he's not even listening...
context: Well...\Just keep a little distance between us, okay?\Still, the way things stand now, her arm will break off...\You need to reinforce it, so hurry and fetch some branches.\So you can do something about her hand?!\Understood!\It's not going to go back to the way it was before.\Jeez, he's not even listening... response:	H-hey, hold on!
context: Just keep a little distance between us, okay?\Still, the way things stand now, her arm will break off...\You need to reinforce it, so hurry and fetch some branches.\So you can do something about her hand?!\Understood!\It's not going to go back to the way it was before.\Jeez, he's not even listening...\H-hey, hold on! response:	Hm?
context: Still, the way things stand now, her arm will break off...\You need to reinforce it, so hurry and fetch some branches.\So you can do something about her hand?!\Understood!\It's not going to go back to the way it was before.\Jeez, he's not even listening...\H-hey, hold on!\Hm? response:	If I climb up this, Riko will...
context: You need to reinforce it, so hurry and fetch some branches.\So you can do something about her hand?!\Understood!\It's not going to go back to the way it was before.\Jeez, he's not even listening...\H-hey, hold on!\Hm?\If I climb up this, Riko will... response:	Well, I guess you can't see it then, after all.
context: So you can do something about her hand?!\Understood!\It's not going to go back to the way it was before.\Jeez, he's not even listening...\H-hey, hold on!\Hm?\If I climb up this, Riko will...\Well, I guess you can't see it then, after all. response:	Huh? What?
context: Understood!\It's not going to go back to the way it was before.\Jeez, he's not even listening...\H-hey, hold on!\Hm?\If I climb up this, Riko will...\Well, I guess you can't see it then, after all.\Huh? What? response:	What are you talking about?
context: It's not going to go back to the way it was before.\Jeez, he's not even listening...\H-hey, hold on!\Hm?\If I climb up this, Riko will...\Well, I guess you can't see it then, after all.\Huh? What?\What are you talking about? response:	Just take it easy.
context: Jeez, he's not even listening...\H-hey, hold on!\Hm?\If I climb up this, Riko will...\Well, I guess you can't see it then, after all.\Huh? What?\What are you talking about?\Just take it easy. response:	The Curse isn't present right now, you see.
context: H-hey, hold on!\Hm?\If I climb up this, Riko will...\Well, I guess you can't see it then, after all.\Huh? What?\What are you talking about?\Just take it easy.\The Curse isn't present right now, you see. response:	If we don't hurry, her whole body will swell up like her arm has.
context: Hm?\If I climb up this, Riko will...\Well, I guess you can't see it then, after all.\Huh? What?\What are you talking about?\Just take it easy.\The Curse isn't present right now, you see.\If we don't hurry, her whole body will swell up like her arm has. response:	Damn it...
context: If I climb up this, Riko will...\Well, I guess you can't see it then, after all.\Huh? What?\What are you talking about?\Just take it easy.\The Curse isn't present right now, you see.\If we don't hurry, her whole body will swell up like her arm has.\Damn it... response:	What is this place...?
context: Well, I guess you can't see it then, after all.\Huh? What?\What are you talking about?\Just take it easy.\The Curse isn't present right now, you see.\If we don't hurry, her whole body will swell up like her arm has.\Damn it...\What is this place...? response:	Cave-raiding equipment...?
context: Huh? What?\What are you talking about?\Just take it easy.\The Curse isn't present right now, you see.\If we don't hurry, her whole body will swell up like her arm has.\Damn it...\What is this place...?\Cave-raiding equipment...? response:	Besides that...
context: What are you talking about?\Just take it easy.\The Curse isn't present right now, you see.\If we don't hurry, her whole body will swell up like her arm has.\Damn it...\What is this place...?\Cave-raiding equipment...?\Besides that... response:	Are those... whistles?
context: Just take it easy.\The Curse isn't present right now, you see.\If we don't hurry, her whole body will swell up like her arm has.\Damn it...\What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles? response:	H-hey... who exactly are you?
context: The Curse isn't present right now, you see.\If we don't hurry, her whole body will swell up like her arm has.\Damn it...\What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you? response:	Ah! I suppose I never told you my name...
context: If we don't hurry, her whole body will swell up like her arm has.\Damn it...\What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name... response:	I'm Nanachi.
context: Damn it...\What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi. response:	I'm what you cave raiders would call...
context: What is this place...?\Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call... response:	a Hollow.
context: Cave-raiding equipment...?\Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow. response:	Sora ni ukanderu hikaru nami o
context: Besides that...\Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Sora ni ukanderu hikaru nami o response:	Tabanete niji no hashi o kakeyou
context: Are those... whistles?\H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou response:	Ayaui ashiba, suberu slope
context: H-hey... who exactly are you?\Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope response:	Kako to mirai no michishirube
context: Ah! I suppose I never told you my name...\I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube response:	Kimi no hidarite, boku no migite o
context: I'm Nanachi.\I'm what you cave raiders would call...\a Hollow.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o response:	Tsunaide tsunagete hajimeyou
context: I'm what you cave raiders would call...\a Hollow.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou response:	Itsumo soba ni iru yo
context: a Hollow.\Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo response:	Kako mo ima mo mirai mo
context: Sora ni ukanderu hikaru nami o\Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo response:	Dakara mayowazu ni aruiteikou
context: Tabanete niji no hashi o kakeyou\Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo\Dakara mayowazu ni aruiteikou response:	Irotoridori no yume kasanete
context: Ayaui ashiba, suberu slope\Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo\Dakara mayowazu ni aruiteikou\Irotoridori no yume kasanete response:	Ashita wa doko ni mukau
context: Kako to mirai no michishirube\Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo\Dakara mayowazu ni aruiteikou\Irotoridori no yume kasanete\Ashita wa doko ni mukau response:	Kimi to issho ni iretara, sekai wa kagayakidasu yo
context: Kimi no hidarite, boku no migite o\Tsunaide tsunagete hajimeyou\Itsumo soba ni iru yo\Kako mo ima mo mirai mo\Dakara mayowazu ni aruiteikou\Irotoridori no yume kasanete\Ashita wa doko ni mukau\Kimi to issho ni iretara, sekai wa kagayakidasu yo response:	Saihate no chi ni saku hana o sagasou
