context: What was that all about? response:	What do you mean?
context: Oh, Shiro doesn't like to take baths.\She says I'm not allowed to watch,\because that would be child porn, so she never takes one.\So we've invited our good friend Mr. Steam to help out.\I don't like you, brother.\Then why don't you just go outside?\Shiro and I can't be more than a certain distance apart.\Thus, Mr. Steam's presence is an absolute necessity. response:	But, Steph, I will make sure I get a good look at you naked!
context: She says I'm not allowed to watch,\because that would be child porn, so she never takes one.\So we've invited our good friend Mr. Steam to help out.\I don't like you, brother.\Then why don't you just go outside?\Shiro and I can't be more than a certain distance apart.\Thus, Mr. Steam's presence is an absolute necessity.\But, Steph, I will make sure I get a good look at you naked! response:	Sorry, Steph, my hand slipped. Can you pick that up for me?
context: because that would be child porn, so she never takes one.\So we've invited our good friend Mr. Steam to help out.\I don't like you, brother.\Then why don't you just go outside?\Shiro and I can't be more than a certain distance apart.\Thus, Mr. Steam's presence is an absolute necessity.\But, Steph, I will make sure I get a good look at you naked!\Sorry, Steph, my hand slipped. Can you pick that up for me? response:	What is this?
context: So we've invited our good friend Mr. Steam to help out.\I don't like you, brother.\Then why don't you just go outside?\Shiro and I can't be more than a certain distance apart.\Thus, Mr. Steam's presence is an absolute necessity.\But, Steph, I will make sure I get a good look at you naked!\Sorry, Steph, my hand slipped. Can you pick that up for me?\What is this? response:	A secret tool from another world.
context: I don't like you, brother.\Then why don't you just go outside?\Shiro and I can't be more than a certain distance apart.\Thus, Mr. Steam's presence is an absolute necessity.\But, Steph, I will make sure I get a good look at you naked!\Sorry, Steph, my hand slipped. Can you pick that up for me?\What is this?\A secret tool from another world. response:	From another world?
context: Then why don't you just go outside?\Shiro and I can't be more than a certain distance apart.\Thus, Mr. Steam's presence is an absolute necessity.\But, Steph, I will make sure I get a good look at you naked!\Sorry, Steph, my hand slipped. Can you pick that up for me?\What is this?\A secret tool from another world.\From another world? response:	If Steph picks up the smartphone,
context: Shiro and I can't be more than a certain distance apart.\Thus, Mr. Steam's presence is an absolute necessity.\But, Steph, I will make sure I get a good look at you naked!\Sorry, Steph, my hand slipped. Can you pick that up for me?\What is this?\A secret tool from another world.\From another world?\If Steph picks up the smartphone, response:	I can see her naked without getting Shiro in the shot!
context: Thus, Mr. Steam's presence is an absolute necessity.\But, Steph, I will make sure I get a good look at you naked!\Sorry, Steph, my hand slipped. Can you pick that up for me?\What is this?\A secret tool from another world.\From another world?\If Steph picks up the smartphone,\I can see her naked without getting Shiro in the shot! response:	Well? Did you pick it up?
context: But, Steph, I will make sure I get a good look at you naked!\Sorry, Steph, my hand slipped. Can you pick that up for me?\What is this?\A secret tool from another world.\From another world?\If Steph picks up the smartphone,\I can see her naked without getting Shiro in the shot!\Well? Did you pick it up? response:	Yes...
context: Sorry, Steph, my hand slipped. Can you pick that up for me?\What is this?\A secret tool from another world.\From another world?\If Steph picks up the smartphone,\I can see her naked without getting Shiro in the shot!\Well? Did you pick it up?\Yes... response:	And she's perfectly in the shot.
context: What is this?\A secret tool from another world.\From another world?\If Steph picks up the smartphone,\I can see her naked without getting Shiro in the shot!\Well? Did you pick it up?\Yes...\And she's perfectly in the shot. response:	It's really frilly. It's hard to move in.
context: A secret tool from another world.\From another world?\If Steph picks up the smartphone,\I can see her naked without getting Shiro in the shot!\Well? Did you pick it up?\Yes...\And she's perfectly in the shot.\It's really frilly. It's hard to move in. response:	It fits you perfectly.
context: From another world?\If Steph picks up the smartphone,\I can see her naked without getting Shiro in the shot!\Well? Did you pick it up?\Yes...\And she's perfectly in the shot.\It's really frilly. It's hard to move in.\It fits you perfectly. response:	It's a little formal,
context: If Steph picks up the smartphone,\I can see her naked without getting Shiro in the shot!\Well? Did you pick it up?\Yes...\And she's perfectly in the shot.\It's really frilly. It's hard to move in.\It fits you perfectly.\It's a little formal, response:	but it's like cosplay, so it's kind of fun.
context: I can see her naked without getting Shiro in the shot!\Well? Did you pick it up?\Yes...\And she's perfectly in the shot.\It's really frilly. It's hard to move in.\It fits you perfectly.\It's a little formal,\but it's like cosplay, so it's kind of fun. response:	A butler outfit! I love it!
context: Well? Did you pick it up?\Yes...\And she's perfectly in the shot.\It's really frilly. It's hard to move in.\It fits you perfectly.\It's a little formal,\but it's like cosplay, so it's kind of fun.\A butler outfit! I love it! response:	You look good too, Steph, in that dress.
context: Yes...\And she's perfectly in the shot.\It's really frilly. It's hard to move in.\It fits you perfectly.\It's a little formal,\but it's like cosplay, so it's kind of fun.\A butler outfit! I love it!\You look good too, Steph, in that dress. response:	New Bedsheet Dress Made by Sora
context: And she's perfectly in the shot.\It's really frilly. It's hard to move in.\It fits you perfectly.\It's a little formal,\but it's like cosplay, so it's kind of fun.\A butler outfit! I love it!\You look good too, Steph, in that dress.\New Bedsheet Dress Made by Sora response:	I'm honored!
context: It's really frilly. It's hard to move in.\It fits you perfectly.\It's a little formal,\but it's like cosplay, so it's kind of fun.\A butler outfit! I love it!\You look good too, Steph, in that dress.\New Bedsheet Dress Made by Sora\I'm honored! response:	Honored
context: It fits you perfectly.\It's a little formal,\but it's like cosplay, so it's kind of fun.\A butler outfit! I love it!\You look good too, Steph, in that dress.\New Bedsheet Dress Made by Sora\I'm honored!\Honored response:	No! No!
context: It's a little formal,\but it's like cosplay, so it's kind of fun.\A butler outfit! I love it!\You look good too, Steph, in that dress.\New Bedsheet Dress Made by Sora\I'm honored!\Honored\No! No! response:	What is she fighting?
context: but it's like cosplay, so it's kind of fun.\A butler outfit! I love it!\You look good too, Steph, in that dress.\New Bedsheet Dress Made by Sora\I'm honored!\Honored\No! No!\What is she fighting? response:	Herself, I think.
context: A butler outfit! I love it!\You look good too, Steph, in that dress.\New Bedsheet Dress Made by Sora\I'm honored!\Honored\No! No!\What is she fighting?\Herself, I think. response:	I'll go make some tea!
context: You look good too, Steph, in that dress.\New Bedsheet Dress Made by Sora\I'm honored!\Honored\No! No!\What is she fighting?\Herself, I think.\I'll go make some tea! response:	What's with her?
context: New Bedsheet Dress Made by Sora\I'm honored!\Honored\No! No!\What is she fighting?\Herself, I think.\I'll go make some tea!\What's with her? response:	You don't understand how women think, Brother.
context: I'm honored!\Honored\No! No!\What is she fighting?\Herself, I think.\I'll go make some tea!\What's with her?\You don't understand how women think, Brother. response:	Um...
context: Honored\No! No!\What is she fighting?\Herself, I think.\I'll go make some tea!\What's with her?\You don't understand how women think, Brother.\Um... response:	Miss...
context: No! No!\What is she fighting?\Herself, I think.\I'll go make some tea!\What's with her?\You don't understand how women think, Brother.\Um...\Miss... response:	We'll make the tea.
context: What is she fighting?\Herself, I think.\I'll go make some tea!\What's with her?\You don't understand how women think, Brother.\Um...\Miss...\We'll make the tea. response:	It's all right.
context: Herself, I think.\I'll go make some tea!\What's with her?\You don't understand how women think, Brother.\Um...\Miss...\We'll make the tea.\It's all right. response:	Where did you get that outfit?
context: I'll go make some tea!\What's with her?\You don't understand how women think, Brother.\Um...\Miss...\We'll make the tea.\It's all right.\Where did you get that outfit? response:	I'll bring him some cookies I made, too...
context: What's with her?\You don't understand how women think, Brother.\Um...\Miss...\We'll make the tea.\It's all right.\Where did you get that outfit?\I'll bring him some cookies I made, too... response:	What should we do?
context: You don't understand how women think, Brother.\Um...\Miss...\We'll make the tea.\It's all right.\Where did you get that outfit?\I'll bring him some cookies I made, too...\What should we do? response:	Oh, my...
context: Um...\Miss...\We'll make the tea.\It's all right.\Where did you get that outfit?\I'll bring him some cookies I made, too...\What should we do?\Oh, my... response:	It's delicious, Steph.
context: Miss...\We'll make the tea.\It's all right.\Where did you get that outfit?\I'll bring him some cookies I made, too...\What should we do?\Oh, my...\It's delicious, Steph. response:	You have quite the domestic side.
context: We'll make the tea.\It's all right.\Where did you get that outfit?\I'll bring him some cookies I made, too...\What should we do?\Oh, my...\It's delicious, Steph.\You have quite the domestic side. response:	You should marry her, Brother!
context: It's all right.\Where did you get that outfit?\I'll bring him some cookies I made, too...\What should we do?\Oh, my...\It's delicious, Steph.\You have quite the domestic side.\You should marry her, Brother! response:	Your wife? Oh, I'm so embarrassed...
context: Where did you get that outfit?\I'll bring him some cookies I made, too...\What should we do?\Oh, my...\It's delicious, Steph.\You have quite the domestic side.\You should marry her, Brother!\Your wife? Oh, I'm so embarrassed... response:	So very, very embarrassed!
context: I'll bring him some cookies I made, too...\What should we do?\Oh, my...\It's delicious, Steph.\You have quite the domestic side.\You should marry her, Brother!\Your wife? Oh, I'm so embarrassed...\So very, very embarrassed! response:	Miss!
context: What should we do?\Oh, my...\It's delicious, Steph.\You have quite the domestic side.\You should marry her, Brother!\Your wife? Oh, I'm so embarrassed...\So very, very embarrassed!\Miss! response:	Keep your will strong, Stephanie Dola.
context: Oh, my...\It's delicious, Steph.\You have quite the domestic side.\You should marry her, Brother!\Your wife? Oh, I'm so embarrassed...\So very, very embarrassed!\Miss!\Keep your will strong, Stephanie Dola. response:	I won't let that guy from another world use me anymore!
context: It's delicious, Steph.\You have quite the domestic side.\You should marry her, Brother!\Your wife? Oh, I'm so embarrassed...\So very, very embarrassed!\Miss!\Keep your will strong, Stephanie Dola.\I won't let that guy from another world use me anymore! response:	Sorry for the wait!
context: You have quite the domestic side.\You should marry her, Brother!\Your wife? Oh, I'm so embarrassed...\So very, very embarrassed!\Miss!\Keep your will strong, Stephanie Dola.\I won't let that guy from another world use me anymore!\Sorry for the wait! response:	Huh?
context: You should marry her, Brother!\Your wife? Oh, I'm so embarrassed...\So very, very embarrassed!\Miss!\Keep your will strong, Stephanie Dola.\I won't let that guy from another world use me anymore!\Sorry for the wait!\Huh? response:	Sora?
context: Your wife? Oh, I'm so embarrassed...\So very, very embarrassed!\Miss!\Keep your will strong, Stephanie Dola.\I won't let that guy from another world use me anymore!\Sorry for the wait!\Huh?\Sora? response:	Looks pretty empty, considering there's a tournament going on
context: So very, very embarrassed!\Miss!\Keep your will strong, Stephanie Dola.\I won't let that guy from another world use me anymore!\Sorry for the wait!\Huh?\Sora?\Looks pretty empty, considering there's a tournament going on response:	to determine the next king.
context: Miss!\Keep your will strong, Stephanie Dola.\I won't let that guy from another world use me anymore!\Sorry for the wait!\Huh?\Sora?\Looks pretty empty, considering there's a tournament going on\to determine the next king. response:	The place is lifeless.
context: Keep your will strong, Stephanie Dola.\I won't let that guy from another world use me anymore!\Sorry for the wait!\Huh?\Sora?\Looks pretty empty, considering there's a tournament going on\to determine the next king.\The place is lifeless. response:	This isn't Japanese?
context: I won't let that guy from another world use me anymore!\Sorry for the wait!\Huh?\Sora?\Looks pretty empty, considering there's a tournament going on\to determine the next king.\The place is lifeless.\This isn't Japanese? response:	I don't think so.
context: Sorry for the wait!\Huh?\Sora?\Looks pretty empty, considering there's a tournament going on\to determine the next king.\The place is lifeless.\This isn't Japanese?\I don't think so. response:	It's in Imanity.
context: Huh?\Sora?\Looks pretty empty, considering there's a tournament going on\to determine the next king.\The place is lifeless.\This isn't Japanese?\I don't think so.\It's in Imanity. response:	Elkia was once the biggest of the Imanity nations.
context: Sora?\Looks pretty empty, considering there's a tournament going on\to determine the next king.\The place is lifeless.\This isn't Japanese?\I don't think so.\It's in Imanity.\Elkia was once the biggest of the Imanity nations. response:	What's Imanity?
context: Looks pretty empty, considering there's a tournament going on\to determine the next king.\The place is lifeless.\This isn't Japanese?\I don't think so.\It's in Imanity.\Elkia was once the biggest of the Imanity nations.\What's Imanity? response:	The human race.
context: to determine the next king.\The place is lifeless.\This isn't Japanese?\I don't think so.\It's in Imanity.\Elkia was once the biggest of the Imanity nations.\What's Imanity?\The human race. response:	The human race?
context: The place is lifeless.\This isn't Japanese?\I don't think so.\It's in Imanity.\Elkia was once the biggest of the Imanity nations.\What's Imanity?\The human race.\The human race? response:	There used to be many Imanity countries,
context: This isn't Japanese?\I don't think so.\It's in Imanity.\Elkia was once the biggest of the Imanity nations.\What's Imanity?\The human race.\The human race?\There used to be many Imanity countries, response:	but they were already on the decline when my grandfather took power.
context: I don't think so.\It's in Imanity.\Elkia was once the biggest of the Imanity nations.\What's Imanity?\The human race.\The human race?\There used to be many Imanity countries,\but they were already on the decline when my grandfather took power. response:	Elkia was the only one left.
context: It's in Imanity.\Elkia was once the biggest of the Imanity nations.\What's Imanity?\The human race.\The human race?\There used to be many Imanity countries,\but they were already on the decline when my grandfather took power.\Elkia was the only one left. response:	We had to bet the country's territory if we wanted to expand.
context: Elkia was once the biggest of the Imanity nations.\What's Imanity?\The human race.\The human race?\There used to be many Imanity countries,\but they were already on the decline when my grandfather took power.\Elkia was the only one left.\We had to bet the country's territory if we wanted to expand. response:	Which means you weren't betting against humans I mean, Imanity.
context: What's Imanity?\The human race.\The human race?\There used to be many Imanity countries,\but they were already on the decline when my grandfather took power.\Elkia was the only one left.\We had to bet the country's territory if we wanted to expand.\Which means you weren't betting against humans I mean, Imanity. response:	Of course.
context: The human race.\The human race?\There used to be many Imanity countries,\but they were already on the decline when my grandfather took power.\Elkia was the only one left.\We had to bet the country's territory if we wanted to expand.\Which means you weren't betting against humans I mean, Imanity.\Of course. response:	What is there besides humans?
context: The human race?\There used to be many Imanity countries,\but they were already on the decline when my grandfather took power.\Elkia was the only one left.\We had to bet the country's territory if we wanted to expand.\Which means you weren't betting against humans I mean, Imanity.\Of course.\What is there besides humans? response:	Let me see...
context: There used to be many Imanity countries,\but they were already on the decline when my grandfather took power.\Elkia was the only one left.\We had to bet the country's territory if we wanted to expand.\Which means you weren't betting against humans I mean, Imanity.\Of course.\What is there besides humans?\Let me see... response:	There are sixteen sentient races in all to whom the ten pledges apply.
context: but they were already on the decline when my grandfather took power.\Elkia was the only one left.\We had to bet the country's territory if we wanted to expand.\Which means you weren't betting against humans I mean, Imanity.\Of course.\What is there besides humans?\Let me see...\There are sixteen sentient races in all to whom the ten pledges apply. response:	We collectively call them the Exceed.
context: Elkia was the only one left.\We had to bet the country's territory if we wanted to expand.\Which means you weren't betting against humans I mean, Imanity.\Of course.\What is there besides humans?\Let me see...\There are sixteen sentient races in all to whom the ten pledges apply.\We collectively call them the Exceed. response:	1 is the Old Deus, the gods who were defeated by the One True God.
context: We had to bet the country's territory if we wanted to expand.\Which means you weren't betting against humans I mean, Imanity.\Of course.\What is there besides humans?\Let me see...\There are sixteen sentient races in all to whom the ten pledges apply.\We collectively call them the Exceed.\1 is the Old Deus, the gods who were defeated by the One True God. response:	The Phantasma are 2.
context: Which means you weren't betting against humans I mean, Imanity.\Of course.\What is there besides humans?\Let me see...\There are sixteen sentient races in all to whom the ten pledges apply.\We collectively call them the Exceed.\1 is the Old Deus, the gods who were defeated by the One True God.\The Phantasma are 2. response:	The Elementals are 3.
context: Of course.\What is there besides humans?\Let me see...\There are sixteen sentient races in all to whom the ten pledges apply.\We collectively call them the Exceed.\1 is the Old Deus, the gods who were defeated by the One True God.\The Phantasma are 2.\The Elementals are 3. response:	The Elves, 7, are good at magic, and made Elven Garde the largest
context: What is there besides humans?\Let me see...\There are sixteen sentient races in all to whom the ten pledges apply.\We collectively call them the Exceed.\1 is the Old Deus, the gods who were defeated by the One True God.\The Phantasma are 2.\The Elementals are 3.\The Elves, 7, are good at magic, and made Elven Garde the largest response:	nation on the planet.
context: Let me see...\There are sixteen sentient races in all to whom the ten pledges apply.\We collectively call them the Exceed.\1 is the Old Deus, the gods who were defeated by the One True God.\The Phantasma are 2.\The Elementals are 3.\The Elves, 7, are good at magic, and made Elven Garde the largest\nation on the planet. response:	On the lower end, 14 are the Warbeasts,
context: There are sixteen sentient races in all to whom the ten pledges apply.\We collectively call them the Exceed.\1 is the Old Deus, the gods who were defeated by the One True God.\The Phantasma are 2.\The Elementals are 3.\The Elves, 7, are good at magic, and made Elven Garde the largest\nation on the planet.\On the lower end, 14 are the Warbeasts, response:	and 15 are the Sirens...
context: We collectively call them the Exceed.\1 is the Old Deus, the gods who were defeated by the One True God.\The Phantasma are 2.\The Elementals are 3.\The Elves, 7, are good at magic, and made Elven Garde the largest\nation on the planet.\On the lower end, 14 are the Warbeasts,\and 15 are the Sirens... response:	Wait, wait.
context: 1 is the Old Deus, the gods who were defeated by the One True God.\The Phantasma are 2.\The Elementals are 3.\The Elves, 7, are good at magic, and made Elven Garde the largest\nation on the planet.\On the lower end, 14 are the Warbeasts,\and 15 are the Sirens...\Wait, wait. response:	What's this 1, 2 stuff?
context: The Phantasma are 2.\The Elementals are 3.\The Elves, 7, are good at magic, and made Elven Garde the largest\nation on the planet.\On the lower end, 14 are the Warbeasts,\and 15 are the Sirens...\Wait, wait.\What's this 1, 2 stuff? response:	Their ranking.
context: The Elementals are 3.\The Elves, 7, are good at magic, and made Elven Garde the largest\nation on the planet.\On the lower end, 14 are the Warbeasts,\and 15 are the Sirens...\Wait, wait.\What's this 1, 2 stuff?\Their ranking. response:	It's determined by their affinity for magic, I've heard.
context: The Elves, 7, are good at magic, and made Elven Garde the largest\nation on the planet.\On the lower end, 14 are the Warbeasts,\and 15 are the Sirens...\Wait, wait.\What's this 1, 2 stuff?\Their ranking.\It's determined by their affinity for magic, I've heard. response:	The Imanity aren't on that list?
context: nation on the planet.\On the lower end, 14 are the Warbeasts,\and 15 are the Sirens...\Wait, wait.\What's this 1, 2 stuff?\Their ranking.\It's determined by their affinity for magic, I've heard.\The Imanity aren't on that list? response:	We're 16.
context: On the lower end, 14 are the Warbeasts,\and 15 are the Sirens...\Wait, wait.\What's this 1, 2 stuff?\Their ranking.\It's determined by their affinity for magic, I've heard.\The Imanity aren't on that list?\We're 16. response:	The lowest, huh?
context: and 15 are the Sirens...\Wait, wait.\What's this 1, 2 stuff?\Their ranking.\It's determined by their affinity for magic, I've heard.\The Imanity aren't on that list?\We're 16.\The lowest, huh? response:	It can't be helped.
context: Wait, wait.\What's this 1, 2 stuff?\Their ranking.\It's determined by their affinity for magic, I've heard.\The Imanity aren't on that list?\We're 16.\The lowest, huh?\It can't be helped. response:	We have zero affinity for magic.
context: What's this 1, 2 stuff?\Their ranking.\It's determined by their affinity for magic, I've heard.\The Imanity aren't on that list?\We're 16.\The lowest, huh?\It can't be helped.\We have zero affinity for magic. response:	Zero?
context: Their ranking.\It's determined by their affinity for magic, I've heard.\The Imanity aren't on that list?\We're 16.\The lowest, huh?\It can't be helped.\We have zero affinity for magic.\Zero? response:	So Imanity can't use magic?
context: It's determined by their affinity for magic, I've heard.\The Imanity aren't on that list?\We're 16.\The lowest, huh?\It can't be helped.\We have zero affinity for magic.\Zero?\So Imanity can't use magic? response:	Indeed.
context: The Imanity aren't on that list?\We're 16.\The lowest, huh?\It can't be helped.\We have zero affinity for magic.\Zero?\So Imanity can't use magic?\Indeed. response:	Imanity lacks the Spirit Circuits
context: We're 16.\The lowest, huh?\It can't be helped.\We have zero affinity for magic.\Zero?\So Imanity can't use magic?\Indeed.\Imanity lacks the Spirit Circuits response:	that let them connect to the source magic.
context: The lowest, huh?\It can't be helped.\We have zero affinity for magic.\Zero?\So Imanity can't use magic?\Indeed.\Imanity lacks the Spirit Circuits\that let them connect to the source magic. response:	Not only can we not use it, we can't even tell if it's been used.
context: It can't be helped.\We have zero affinity for magic.\Zero?\So Imanity can't use magic?\Indeed.\Imanity lacks the Spirit Circuits\that let them connect to the source magic.\Not only can we not use it, we can't even tell if it's been used. response:	And that's why you can't win.
context: We have zero affinity for magic.\Zero?\So Imanity can't use magic?\Indeed.\Imanity lacks the Spirit Circuits\that let them connect to the source magic.\Not only can we not use it, we can't even tell if it's been used.\And that's why you can't win. response:	If that's what you think, no wonder you keep losing.
context: Zero?\So Imanity can't use magic?\Indeed.\Imanity lacks the Spirit Circuits\that let them connect to the source magic.\Not only can we not use it, we can't even tell if it's been used.\And that's why you can't win.\If that's what you think, no wonder you keep losing. response:	Steph,
context: So Imanity can't use magic?\Indeed.\Imanity lacks the Spirit Circuits\that let them connect to the source magic.\Not only can we not use it, we can't even tell if it's been used.\And that's why you can't win.\If that's what you think, no wonder you keep losing.\Steph, response:	is there a library here?
context: Indeed.\Imanity lacks the Spirit Circuits\that let them connect to the source magic.\Not only can we not use it, we can't even tell if it's been used.\And that's why you can't win.\If that's what you think, no wonder you keep losing.\Steph,\is there a library here? response:	There are books in the study...
context: Imanity lacks the Spirit Circuits\that let them connect to the source magic.\Not only can we not use it, we can't even tell if it's been used.\And that's why you can't win.\If that's what you think, no wonder you keep losing.\Steph,\is there a library here?\There are books in the study... response:	But...
context: that let them connect to the source magic.\Not only can we not use it, we can't even tell if it's been used.\And that's why you can't win.\If that's what you think, no wonder you keep losing.\Steph,\is there a library here?\There are books in the study...\But... response:	They're in Imanity.
context: Not only can we not use it, we can't even tell if it's been used.\And that's why you can't win.\If that's what you think, no wonder you keep losing.\Steph,\is there a library here?\There are books in the study...\But...\They're in Imanity. response:	I'll have to learn it.
context: And that's why you can't win.\If that's what you think, no wonder you keep losing.\Steph,\is there a library here?\There are books in the study...\But...\They're in Imanity.\I'll have to learn it. response:	Yeah.
context: If that's what you think, no wonder you keep losing.\Steph,\is there a library here?\There are books in the study...\But...\They're in Imanity.\I'll have to learn it.\Yeah. response:	Brother.
context: Steph,\is there a library here?\There are books in the study...\But...\They're in Imanity.\I'll have to learn it.\Yeah.\Brother. response:	I learned it.
context: is there a library here?\There are books in the study...\But...\They're in Imanity.\I'll have to learn it.\Yeah.\Brother.\I learned it. response:	That's my girl.
context: There are books in the study...\But...\They're in Imanity.\I'll have to learn it.\Yeah.\Brother.\I learned it.\That's my girl. response:	Praise me more.
context: But...\They're in Imanity.\I'll have to learn it.\Yeah.\Brother.\I learned it.\That's my girl.\Praise me more. response:	That's my little sister! I'm so proud, you little genius, you!
context: They're in Imanity.\I'll have to learn it.\Yeah.\Brother.\I learned it.\That's my girl.\Praise me more.\That's my little sister! I'm so proud, you little genius, you! response:	Wait, you learned it? You don't mean
context: I'll have to learn it.\Yeah.\Brother.\I learned it.\That's my girl.\Praise me more.\That's my little sister! I'm so proud, you little genius, you!\Wait, you learned it? You don't mean response:	You just learned an entire language?
context: Yeah.\Brother.\I learned it.\That's my girl.\Praise me more.\That's my little sister! I'm so proud, you little genius, you!\Wait, you learned it? You don't mean\You just learned an entire language? response:	That's right.
context: Brother.\I learned it.\That's my girl.\Praise me more.\That's my little sister! I'm so proud, you little genius, you!\Wait, you learned it? You don't mean\You just learned an entire language?\That's right. response:	That's impossible.
context: I learned it.\That's my girl.\Praise me more.\That's my little sister! I'm so proud, you little genius, you!\Wait, you learned it? You don't mean\You just learned an entire language?\That's right.\That's impossible. response:	In this short time?
context: That's my girl.\Praise me more.\That's my little sister! I'm so proud, you little genius, you!\Wait, you learned it? You don't mean\You just learned an entire language?\That's right.\That's impossible.\In this short time? response:	It's simple because the spoken language is identical.
context: Praise me more.\That's my little sister! I'm so proud, you little genius, you!\Wait, you learned it? You don't mean\You just learned an entire language?\That's right.\That's impossible.\In this short time?\It's simple because the spoken language is identical. response:	You're just slow, Brother.
context: That's my little sister! I'm so proud, you little genius, you!\Wait, you learned it? You don't mean\You just learned an entire language?\That's right.\That's impossible.\In this short time?\It's simple because the spoken language is identical.\You're just slow, Brother. response:	It's better for a man to be slow than fast.
context: Wait, you learned it? You don't mean\You just learned an entire language?\That's right.\That's impossible.\In this short time?\It's simple because the spoken language is identical.\You're just slow, Brother.\It's better for a man to be slow than fast. response:	S-Simple?
context: You just learned an entire language?\That's right.\That's impossible.\In this short time?\It's simple because the spoken language is identical.\You're just slow, Brother.\It's better for a man to be slow than fast.\S-Simple? response:	That's very small of you, Brother.
context: That's right.\That's impossible.\In this short time?\It's simple because the spoken language is identical.\You're just slow, Brother.\It's better for a man to be slow than fast.\S-Simple?\That's very small of you, Brother. response:	I'm not small!
context: That's impossible.\In this short time?\It's simple because the spoken language is identical.\You're just slow, Brother.\It's better for a man to be slow than fast.\S-Simple?\That's very small of you, Brother.\I'm not small! response:	Those two...
context: In this short time?\It's simple because the spoken language is identical.\You're just slow, Brother.\It's better for a man to be slow than fast.\S-Simple?\That's very small of you, Brother.\I'm not small!\Those two... response:	His negotiation in rock-paper-scissors...
context: It's simple because the spoken language is identical.\You're just slow, Brother.\It's better for a man to be slow than fast.\S-Simple?\That's very small of you, Brother.\I'm not small!\Those two...\His negotiation in rock-paper-scissors... response:	Their genius-level intelligence...
context: You're just slow, Brother.\It's better for a man to be slow than fast.\S-Simple?\That's very small of you, Brother.\I'm not small!\Those two...\His negotiation in rock-paper-scissors...\Their genius-level intelligence... response:	The teamwork that comes from complete trust in each other...
context: It's better for a man to be slow than fast.\S-Simple?\That's very small of you, Brother.\I'm not small!\Those two...\His negotiation in rock-paper-scissors...\Their genius-level intelligence...\The teamwork that comes from complete trust in each other... response:	You're just special. You can speak 18 languages, including their classical forms.
context: S-Simple?\That's very small of you, Brother.\I'm not small!\Those two...\His negotiation in rock-paper-scissors...\Their genius-level intelligence...\The teamwork that comes from complete trust in each other...\You're just special. You can speak 18 languages, including their classical forms. response:	Is it possible that
context: That's very small of you, Brother.\I'm not small!\Those two...\His negotiation in rock-paper-scissors...\Their genius-level intelligence...\The teamwork that comes from complete trust in each other...\You're just special. You can speak 18 languages, including their classical forms.\Is it possible that response:	these two could save Elkia?
context: I'm not small!\Those two...\His negotiation in rock-paper-scissors...\Their genius-level intelligence...\The teamwork that comes from complete trust in each other...\You're just special. You can speak 18 languages, including their classical forms.\Is it possible that\these two could save Elkia? response:	The winner of this match is Kurami Zell!
context: Those two...\His negotiation in rock-paper-scissors...\Their genius-level intelligence...\The teamwork that comes from complete trust in each other...\You're just special. You can speak 18 languages, including their classical forms.\Is it possible that\these two could save Elkia?\The winner of this match is Kurami Zell! response:	Steph, why did you want to be king?
context: His negotiation in rock-paper-scissors...\Their genius-level intelligence...\The teamwork that comes from complete trust in each other...\You're just special. You can speak 18 languages, including their classical forms.\Is it possible that\these two could save Elkia?\The winner of this match is Kurami Zell!\Steph, why did you want to be king? response:	I stayed up all night reading, and I've learned a lot.
context: Their genius-level intelligence...\The teamwork that comes from complete trust in each other...\You're just special. You can speak 18 languages, including their classical forms.\Is it possible that\these two could save Elkia?\The winner of this match is Kurami Zell!\Steph, why did you want to be king?\I stayed up all night reading, and I've learned a lot. response:	About this kingdom,
context: The teamwork that comes from complete trust in each other...\You're just special. You can speak 18 languages, including their classical forms.\Is it possible that\these two could save Elkia?\The winner of this match is Kurami Zell!\Steph, why did you want to be king?\I stayed up all night reading, and I've learned a lot.\About this kingdom, response:	and about your grandfather.
context: You're just special. You can speak 18 languages, including their classical forms.\Is it possible that\these two could save Elkia?\The winner of this match is Kurami Zell!\Steph, why did you want to be king?\I stayed up all night reading, and I've learned a lot.\About this kingdom,\and about your grandfather. response:	I see.
context: Is it possible that\these two could save Elkia?\The winner of this match is Kurami Zell!\Steph, why did you want to be king?\I stayed up all night reading, and I've learned a lot.\About this kingdom,\and about your grandfather.\I see. response:	Were you scared of losing your position in the royal family?
context: these two could save Elkia?\The winner of this match is Kurami Zell!\Steph, why did you want to be king?\I stayed up all night reading, and I've learned a lot.\About this kingdom,\and about your grandfather.\I see.\Were you scared of losing your position in the royal family? response:	No.
context: The winner of this match is Kurami Zell!\Steph, why did you want to be king?\I stayed up all night reading, and I've learned a lot.\About this kingdom,\and about your grandfather.\I see.\Were you scared of losing your position in the royal family?\No. response:	You wanted to save Elkia?
context: Steph, why did you want to be king?\I stayed up all night reading, and I've learned a lot.\About this kingdom,\and about your grandfather.\I see.\Were you scared of losing your position in the royal family?\No.\You wanted to save Elkia? response:	That's right.
context: I stayed up all night reading, and I've learned a lot.\About this kingdom,\and about your grandfather.\I see.\Were you scared of losing your position in the royal family?\No.\You wanted to save Elkia?\That's right. response:	Of course, that was the biggest reason...
context: About this kingdom,\and about your grandfather.\I see.\Were you scared of losing your position in the royal family?\No.\You wanted to save Elkia?\That's right.\Of course, that was the biggest reason... response:	But my grandfather was forced to gamble our country's territory, and he kept losing.
