context: We're here. response:	Keep out
context: This is my room.\Thank you very much.\She seems awfully sexy. Is that acting?\Bring your faces closer together, you two!\Mikuru, close your eyes! Koizumi, put your arm around her!\All right, now push her down and kiss her!\Hold on just a second!\This is going too far in so many ways. response:	More importantly, why is this scene even happening?
context: Thank you very much.\She seems awfully sexy. Is that acting?\Bring your faces closer together, you two!\Mikuru, close your eyes! Koizumi, put your arm around her!\All right, now push her down and kiss her!\Hold on just a second!\This is going too far in so many ways.\More importantly, why is this scene even happening? response:	What is this?
context: She seems awfully sexy. Is that acting?\Bring your faces closer together, you two!\Mikuru, close your eyes! Koizumi, put your arm around her!\All right, now push her down and kiss her!\Hold on just a second!\This is going too far in so many ways.\More importantly, why is this scene even happening?\What is this? response:	It's a love scene.
context: Bring your faces closer together, you two!\Mikuru, close your eyes! Koizumi, put your arm around her!\All right, now push her down and kiss her!\Hold on just a second!\This is going too far in so many ways.\More importantly, why is this scene even happening?\What is this?\It's a love scene. response:	This is what you put in to fill in time in movies.
context: Mikuru, close your eyes! Koizumi, put your arm around her!\All right, now push her down and kiss her!\Hold on just a second!\This is going too far in so many ways.\More importantly, why is this scene even happening?\What is this?\It's a love scene.\This is what you put in to fill in time in movies. response:	Are you stupid? What is this, a two-hour prime time drama?
context: All right, now push her down and kiss her!\Hold on just a second!\This is going too far in so many ways.\More importantly, why is this scene even happening?\What is this?\It's a love scene.\This is what you put in to fill in time in movies.\Are you stupid? What is this, a two-hour prime time drama? response:	And Koizumi, why are you getting all into it?
context: Hold on just a second!\This is going too far in so many ways.\More importantly, why is this scene even happening?\What is this?\It's a love scene.\This is what you put in to fill in time in movies.\Are you stupid? What is this, a two-hour prime time drama?\And Koizumi, why are you getting all into it? response:	If we showed this at the school festival, your shoebox would be stuffed
context: This is going too far in so many ways.\More importantly, why is this scene even happening?\What is this?\It's a love scene.\This is what you put in to fill in time in movies.\Are you stupid? What is this, a two-hour prime time drama?\And Koizumi, why are you getting all into it?\If we showed this at the school festival, your shoebox would be stuffed response:	with hundreds of letters cursing you the next day.
context: More importantly, why is this scene even happening?\What is this?\It's a love scene.\This is what you put in to fill in time in movies.\Are you stupid? What is this, a two-hour prime time drama?\And Koizumi, why are you getting all into it?\If we showed this at the school festival, your shoebox would be stuffed\with hundreds of letters cursing you the next day. response:	I'd put one in, too!
context: What is this?\It's a love scene.\This is what you put in to fill in time in movies.\Are you stupid? What is this, a two-hour prime time drama?\And Koizumi, why are you getting all into it?\If we showed this at the school festival, your shoebox would be stuffed\with hundreds of letters cursing you the next day.\I'd put one in, too! response:	Mikuru, you're so strange!
context: It's a love scene.\This is what you put in to fill in time in movies.\Are you stupid? What is this, a two-hour prime time drama?\And Koizumi, why are you getting all into it?\If we showed this at the school festival, your shoebox would be stuffed\with hundreds of letters cursing you the next day.\I'd put one in, too!\Mikuru, you're so strange! response:	I'd like to say she's not... but she is acting strange.
context: This is what you put in to fill in time in movies.\Are you stupid? What is this, a two-hour prime time drama?\And Koizumi, why are you getting all into it?\If we showed this at the school festival, your shoebox would be stuffed\with hundreds of letters cursing you the next day.\I'd put one in, too!\Mikuru, you're so strange!\I'd like to say she's not... but she is acting strange. response:	Her eyes look dull and her cheeks are flushed.
context: Are you stupid? What is this, a two-hour prime time drama?\And Koizumi, why are you getting all into it?\If we showed this at the school festival, your shoebox would be stuffed\with hundreds of letters cursing you the next day.\I'd put one in, too!\Mikuru, you're so strange!\I'd like to say she's not... but she is acting strange.\Her eyes look dull and her cheeks are flushed. response:	And she looks like she'd let Koizumi do anything he wants.
context: And Koizumi, why are you getting all into it?\If we showed this at the school festival, your shoebox would be stuffed\with hundreds of letters cursing you the next day.\I'd put one in, too!\Mikuru, you're so strange!\I'd like to say she's not... but she is acting strange.\Her eyes look dull and her cheeks are flushed.\And she looks like she'd let Koizumi do anything he wants. response:	This is not funny.
context: If we showed this at the school festival, your shoebox would be stuffed\with hundreds of letters cursing you the next day.\I'd put one in, too!\Mikuru, you're so strange!\I'd like to say she's not... but she is acting strange.\Her eyes look dull and her cheeks are flushed.\And she looks like she'd let Koizumi do anything he wants.\This is not funny. response:	Koisumi... my head feels heavy...
context: with hundreds of letters cursing you the next day.\I'd put one in, too!\Mikuru, you're so strange!\I'd like to say she's not... but she is acting strange.\Her eyes look dull and her cheeks are flushed.\And she looks like she'd let Koizumi do anything he wants.\This is not funny.\Koisumi... my head feels heavy... response:	Geez, has someone slipped her some kind of drug?
context: I'd put one in, too!\Mikuru, you're so strange!\I'd like to say she's not... but she is acting strange.\Her eyes look dull and her cheeks are flushed.\And she looks like she'd let Koizumi do anything he wants.\This is not funny.\Koisumi... my head feels heavy...\Geez, has someone slipped her some kind of drug? response:	I'm sorry! I mixed some sweet sake into her juice.
context: Mikuru, you're so strange!\I'd like to say she's not... but she is acting strange.\Her eyes look dull and her cheeks are flushed.\And she looks like she'd let Koizumi do anything he wants.\This is not funny.\Koisumi... my head feels heavy...\Geez, has someone slipped her some kind of drug?\I'm sorry! I mixed some sweet sake into her juice. response:	I was told that it might open up her range as an actress.
context: I'd like to say she's not... but she is acting strange.\Her eyes look dull and her cheeks are flushed.\And she looks like she'd let Koizumi do anything he wants.\This is not funny.\Koisumi... my head feels heavy...\Geez, has someone slipped her some kind of drug?\I'm sorry! I mixed some sweet sake into her juice.\I was told that it might open up her range as an actress. response:	You shouldn't just slip something like that into a person's drink.
context: Her eyes look dull and her cheeks are flushed.\And she looks like she'd let Koizumi do anything he wants.\This is not funny.\Koisumi... my head feels heavy...\Geez, has someone slipped her some kind of drug?\I'm sorry! I mixed some sweet sake into her juice.\I was told that it might open up her range as an actress.\You shouldn't just slip something like that into a person's drink. response:	Why not? Mikuru's so sexy right now.
context: And she looks like she'd let Koizumi do anything he wants.\This is not funny.\Koisumi... my head feels heavy...\Geez, has someone slipped her some kind of drug?\I'm sorry! I mixed some sweet sake into her juice.\I was told that it might open up her range as an actress.\You shouldn't just slip something like that into a person's drink.\Why not? Mikuru's so sexy right now. response:	Don't mind him, just kiss her. On the mouth, of course.
context: This is not funny.\Koisumi... my head feels heavy...\Geez, has someone slipped her some kind of drug?\I'm sorry! I mixed some sweet sake into her juice.\I was told that it might open up her range as an actress.\You shouldn't just slip something like that into a person's drink.\Why not? Mikuru's so sexy right now.\Don't mind him, just kiss her. On the mouth, of course. response:	Don't do it, Koizumi!
context: Koisumi... my head feels heavy...\Geez, has someone slipped her some kind of drug?\I'm sorry! I mixed some sweet sake into her juice.\I was told that it might open up her range as an actress.\You shouldn't just slip something like that into a person's drink.\Why not? Mikuru's so sexy right now.\Don't mind him, just kiss her. On the mouth, of course.\Don't do it, Koizumi! response:	Director, this is a bit much for me.
context: Geez, has someone slipped her some kind of drug?\I'm sorry! I mixed some sweet sake into her juice.\I was told that it might open up her range as an actress.\You shouldn't just slip something like that into a person's drink.\Why not? Mikuru's so sexy right now.\Don't mind him, just kiss her. On the mouth, of course.\Don't do it, Koizumi!\Director, this is a bit much for me. response:	And it looks like Miss Asahina's at her limit.
context: I'm sorry! I mixed some sweet sake into her juice.\I was told that it might open up her range as an actress.\You shouldn't just slip something like that into a person's drink.\Why not? Mikuru's so sexy right now.\Don't mind him, just kiss her. On the mouth, of course.\Don't do it, Koizumi!\Director, this is a bit much for me.\And it looks like Miss Asahina's at her limit. response:	I'm all wight!
context: I was told that it might open up her range as an actress.\You shouldn't just slip something like that into a person's drink.\Why not? Mikuru's so sexy right now.\Don't mind him, just kiss her. On the mouth, of course.\Don't do it, Koizumi!\Director, this is a bit much for me.\And it looks like Miss Asahina's at her limit.\I'm all wight! response:	Oh geez.
context: You shouldn't just slip something like that into a person's drink.\Why not? Mikuru's so sexy right now.\Don't mind him, just kiss her. On the mouth, of course.\Don't do it, Koizumi!\Director, this is a bit much for me.\And it looks like Miss Asahina's at her limit.\I'm all wight!\Oh geez. response:	I can't believe that you're getting this drunk off of sweet sake.
context: Why not? Mikuru's so sexy right now.\Don't mind him, just kiss her. On the mouth, of course.\Don't do it, Koizumi!\Director, this is a bit much for me.\And it looks like Miss Asahina's at her limit.\I'm all wight!\Oh geez.\I can't believe that you're getting this drunk off of sweet sake. response:	You're the one that made her drink it.
context: Don't mind him, just kiss her. On the mouth, of course.\Don't do it, Koizumi!\Director, this is a bit much for me.\And it looks like Miss Asahina's at her limit.\I'm all wight!\Oh geez.\I can't believe that you're getting this drunk off of sweet sake.\You're the one that made her drink it. response:	Come on, snap out of it.
context: Don't do it, Koizumi!\Director, this is a bit much for me.\And it looks like Miss Asahina's at her limit.\I'm all wight!\Oh geez.\I can't believe that you're getting this drunk off of sweet sake.\You're the one that made her drink it.\Come on, snap out of it. response:	That reaction's no good.
context: Director, this is a bit much for me.\And it looks like Miss Asahina's at her limit.\I'm all wight!\Oh geez.\I can't believe that you're getting this drunk off of sweet sake.\You're the one that made her drink it.\Come on, snap out of it.\That reaction's no good. response:	You need to at least straighten out your back when you get hit on the head.
context: And it looks like Miss Asahina's at her limit.\I'm all wight!\Oh geez.\I can't believe that you're getting this drunk off of sweet sake.\You're the one that made her drink it.\Come on, snap out of it.\That reaction's no good.\You need to at least straighten out your back when you get hit on the head. response:	Okay, one more time.
context: I'm all wight!\Oh geez.\I can't believe that you're getting this drunk off of sweet sake.\You're the one that made her drink it.\Come on, snap out of it.\That reaction's no good.\You need to at least straighten out your back when you get hit on the head.\Okay, one more time. response:	Practice.
context: Oh geez.\I can't believe that you're getting this drunk off of sweet sake.\You're the one that made her drink it.\Come on, snap out of it.\That reaction's no good.\You need to at least straighten out your back when you get hit on the head.\Okay, one more time.\Practice. response:	Cut it out!
context: I can't believe that you're getting this drunk off of sweet sake.\You're the one that made her drink it.\Come on, snap out of it.\That reaction's no good.\You need to at least straighten out your back when you get hit on the head.\Okay, one more time.\Practice.\Cut it out! response:	How is this practice? How is this going to be used in the movie?
context: You're the one that made her drink it.\Come on, snap out of it.\That reaction's no good.\You need to at least straighten out your back when you get hit on the head.\Okay, one more time.\Practice.\Cut it out!\How is this practice? How is this going to be used in the movie? response:	Hey, don't stop me.
context: Come on, snap out of it.\That reaction's no good.\You need to at least straighten out your back when you get hit on the head.\Okay, one more time.\Practice.\Cut it out!\How is this practice? How is this going to be used in the movie?\Hey, don't stop me. response:	There's no need for me to tell you when this will be used.
context: That reaction's no good.\You need to at least straighten out your back when you get hit on the head.\Okay, one more time.\Practice.\Cut it out!\How is this practice? How is this going to be used in the movie?\Hey, don't stop me.\There's no need for me to tell you when this will be used. response:	You probably haven't even thought of it. Stop making excuses.
context: You need to at least straighten out your back when you get hit on the head.\Okay, one more time.\Practice.\Cut it out!\How is this practice? How is this going to be used in the movie?\Hey, don't stop me.\There's no need for me to tell you when this will be used.\You probably haven't even thought of it. Stop making excuses. response:	Stop making assumptions.
context: Okay, one more time.\Practice.\Cut it out!\How is this practice? How is this going to be used in the movie?\Hey, don't stop me.\There's no need for me to tell you when this will be used.\You probably haven't even thought of it. Stop making excuses.\Stop making assumptions. response:	You don't know what's going to be in the movie, so stop being so selfish!
context: Practice.\Cut it out!\How is this practice? How is this going to be used in the movie?\Hey, don't stop me.\There's no need for me to tell you when this will be used.\You probably haven't even thought of it. Stop making excuses.\Stop making assumptions.\You don't know what's going to be in the movie, so stop being so selfish! response:	You're the one being selfish, you're just hitting her because you want to.
context: Cut it out!\How is this practice? How is this going to be used in the movie?\Hey, don't stop me.\There's no need for me to tell you when this will be used.\You probably haven't even thought of it. Stop making excuses.\Stop making assumptions.\You don't know what's going to be in the movie, so stop being so selfish!\You're the one being selfish, you're just hitting her because you want to. response:	You don't have the right.
context: How is this practice? How is this going to be used in the movie?\Hey, don't stop me.\There's no need for me to tell you when this will be used.\You probably haven't even thought of it. Stop making excuses.\Stop making assumptions.\You don't know what's going to be in the movie, so stop being so selfish!\You're the one being selfish, you're just hitting her because you want to.\You don't have the right. response:	Shut up. What do you know? This is a vital part of my movie!
context: Hey, don't stop me.\There's no need for me to tell you when this will be used.\You probably haven't even thought of it. Stop making excuses.\Stop making assumptions.\You don't know what's going to be in the movie, so stop being so selfish!\You're the one being selfish, you're just hitting her because you want to.\You don't have the right.\Shut up. What do you know? This is a vital part of my movie! response:	Vital to who? This is stupid. Miss Asahina is not your toy.
context: There's no need for me to tell you when this will be used.\You probably haven't even thought of it. Stop making excuses.\Stop making assumptions.\You don't know what's going to be in the movie, so stop being so selfish!\You're the one being selfish, you're just hitting her because you want to.\You don't have the right.\Shut up. What do you know? This is a vital part of my movie!\Vital to who? This is stupid. Miss Asahina is not your toy. response:	I decided it was! And Mikuru is my toy!
context: You probably haven't even thought of it. Stop making excuses.\Stop making assumptions.\You don't know what's going to be in the movie, so stop being so selfish!\You're the one being selfish, you're just hitting her because you want to.\You don't have the right.\Shut up. What do you know? This is a vital part of my movie!\Vital to who? This is stupid. Miss Asahina is not your toy.\I decided it was! And Mikuru is my toy! response:	Wha-
context: Stop making assumptions.\You don't know what's going to be in the movie, so stop being so selfish!\You're the one being selfish, you're just hitting her because you want to.\You don't have the right.\Shut up. What do you know? This is a vital part of my movie!\Vital to who? This is stupid. Miss Asahina is not your toy.\I decided it was! And Mikuru is my toy!\Wha- response:	What's with you!? What don't you like about this?
context: You don't know what's going to be in the movie, so stop being so selfish!\You're the one being selfish, you're just hitting her because you want to.\You don't have the right.\Shut up. What do you know? This is a vital part of my movie!\Vital to who? This is stupid. Miss Asahina is not your toy.\I decided it was! And Mikuru is my toy!\Wha-\What's with you!? What don't you like about this? response:	You just have to do what I tell you!
context: You're the one being selfish, you're just hitting her because you want to.\You don't have the right.\Shut up. What do you know? This is a vital part of my movie!\Vital to who? This is stupid. Miss Asahina is not your toy.\I decided it was! And Mikuru is my toy!\Wha-\What's with you!? What don't you like about this?\You just have to do what I tell you! response:	I'm the brigade leader! I'm the director!
context: You don't have the right.\Shut up. What do you know? This is a vital part of my movie!\Vital to who? This is stupid. Miss Asahina is not your toy.\I decided it was! And Mikuru is my toy!\Wha-\What's with you!? What don't you like about this?\You just have to do what I tell you!\I'm the brigade leader! I'm the director! response:	In any case... I won't allow any insubordination!
context: Shut up. What do you know? This is a vital part of my movie!\Vital to who? This is stupid. Miss Asahina is not your toy.\I decided it was! And Mikuru is my toy!\Wha-\What's with you!? What don't you like about this?\You just have to do what I tell you!\I'm the brigade leader! I'm the director!\In any case... I won't allow any insubordination! response:	Let me go, Koizumi.
context: Vital to who? This is stupid. Miss Asahina is not your toy.\I decided it was! And Mikuru is my toy!\Wha-\What's with you!? What don't you like about this?\You just have to do what I tell you!\I'm the brigade leader! I'm the director!\In any case... I won't allow any insubordination!\Let me go, Koizumi. response:	It doesn't matter if it's a person or an animal.
context: I decided it was! And Mikuru is my toy!\Wha-\What's with you!? What don't you like about this?\You just have to do what I tell you!\I'm the brigade leader! I'm the director!\In any case... I won't allow any insubordination!\Let me go, Koizumi.\It doesn't matter if it's a person or an animal. response:	When they won't listen, you need to scold them with a good smack.
context: Wha-\What's with you!? What don't you like about this?\You just have to do what I tell you!\I'm the brigade leader! I'm the director!\In any case... I won't allow any insubordination!\Let me go, Koizumi.\It doesn't matter if it's a person or an animal.\When they won't listen, you need to scold them with a good smack. response:	If I don't, then she'll end up being a crazy person that everyone avoids.
context: What's with you!? What don't you like about this?\You just have to do what I tell you!\I'm the brigade leader! I'm the director!\In any case... I won't allow any insubordination!\Let me go, Koizumi.\It doesn't matter if it's a person or an animal.\When they won't listen, you need to scold them with a good smack.\If I don't, then she'll end up being a crazy person that everyone avoids. response:	Prease stop.
context: You just have to do what I tell you!\I'm the brigade leader! I'm the director!\In any case... I won't allow any insubordination!\Let me go, Koizumi.\It doesn't matter if it's a person or an animal.\When they won't listen, you need to scold them with a good smack.\If I don't, then she'll end up being a crazy person that everyone avoids.\Prease stop. response:	You mustn't fight... if you do...
context: I'm the brigade leader! I'm the director!\In any case... I won't allow any insubordination!\Let me go, Koizumi.\It doesn't matter if it's a person or an animal.\When they won't listen, you need to scold them with a good smack.\If I don't, then she'll end up being a crazy person that everyone avoids.\Prease stop.\You mustn't fight... if you do... response:	Oh, this is classified information...
context: In any case... I won't allow any insubordination!\Let me go, Koizumi.\It doesn't matter if it's a person or an animal.\When they won't listen, you need to scold them with a good smack.\If I don't, then she'll end up being a crazy person that everyone avoids.\Prease stop.\You mustn't fight... if you do...\Oh, this is classified information... response:	I'm sorry, Kyon. I got carried away.
context: Let me go, Koizumi.\It doesn't matter if it's a person or an animal.\When they won't listen, you need to scold them with a good smack.\If I don't, then she'll end up being a crazy person that everyone avoids.\Prease stop.\You mustn't fight... if you do...\Oh, this is classified information...\I'm sorry, Kyon. I got carried away. response:	Don't worry about Mikuru.
context: It doesn't matter if it's a person or an animal.\When they won't listen, you need to scold them with a good smack.\If I don't, then she'll end up being a crazy person that everyone avoids.\Prease stop.\You mustn't fight... if you do...\Oh, this is classified information...\I'm sorry, Kyon. I got carried away.\Don't worry about Mikuru. response:	I'll take her home later, or she'll stay here for the night.
context: When they won't listen, you need to scold them with a good smack.\If I don't, then she'll end up being a crazy person that everyone avoids.\Prease stop.\You mustn't fight... if you do...\Oh, this is classified information...\I'm sorry, Kyon. I got carried away.\Don't worry about Mikuru.\I'll take her home later, or she'll stay here for the night. response:	I thought you were a more rational person.
context: If I don't, then she'll end up being a crazy person that everyone avoids.\Prease stop.\You mustn't fight... if you do...\Oh, this is classified information...\I'm sorry, Kyon. I got carried away.\Don't worry about Mikuru.\I'll take her home later, or she'll stay here for the night.\I thought you were a more rational person. response:	So did I.
context: Prease stop.\You mustn't fight... if you do...\Oh, this is classified information...\I'm sorry, Kyon. I got carried away.\Don't worry about Mikuru.\I'll take her home later, or she'll stay here for the night.\I thought you were a more rational person.\So did I. response:	It doesn't look like any closed spaces have appeared.
context: You mustn't fight... if you do...\Oh, this is classified information...\I'm sorry, Kyon. I got carried away.\Don't worry about Mikuru.\I'll take her home later, or she'll stay here for the night.\I thought you were a more rational person.\So did I.\It doesn't look like any closed spaces have appeared. response:	It appears that Miss Suzumiya's subconscious was able to control itself.
context: Oh, this is classified information...\I'm sorry, Kyon. I got carried away.\Don't worry about Mikuru.\I'll take her home later, or she'll stay here for the night.\I thought you were a more rational person.\So did I.\It doesn't look like any closed spaces have appeared.\It appears that Miss Suzumiya's subconscious was able to control itself. response:	Good for you, I'm glad you had less work to do.
context: I'm sorry, Kyon. I got carried away.\Don't worry about Mikuru.\I'll take her home later, or she'll stay here for the night.\I thought you were a more rational person.\So did I.\It doesn't look like any closed spaces have appeared.\It appears that Miss Suzumiya's subconscious was able to control itself.\Good for you, I'm glad you had less work to do. response:	By the way, there's a place I'd like to take you to.
context: Don't worry about Mikuru.\I'll take her home later, or she'll stay here for the night.\I thought you were a more rational person.\So did I.\It doesn't look like any closed spaces have appeared.\It appears that Miss Suzumiya's subconscious was able to control itself.\Good for you, I'm glad you had less work to do.\By the way, there's a place I'd like to take you to. response:	And if I said no?
context: I'll take her home later, or she'll stay here for the night.\I thought you were a more rational person.\So did I.\It doesn't look like any closed spaces have appeared.\It appears that Miss Suzumiya's subconscious was able to control itself.\Good for you, I'm glad you had less work to do.\By the way, there's a place I'd like to take you to.\And if I said no? response:	This won't take much time.
context: I thought you were a more rational person.\So did I.\It doesn't look like any closed spaces have appeared.\It appears that Miss Suzumiya's subconscious was able to control itself.\Good for you, I'm glad you had less work to do.\By the way, there's a place I'd like to take you to.\And if I said no?\This won't take much time. response:	Do you remember what Miss Suzumiya said yesterday?
context: So did I.\It doesn't look like any closed spaces have appeared.\It appears that Miss Suzumiya's subconscious was able to control itself.\Good for you, I'm glad you had less work to do.\By the way, there's a place I'd like to take you to.\And if I said no?\This won't take much time.\Do you remember what Miss Suzumiya said yesterday? response:	How am I supposed to remember all of her random comments?
context: It doesn't look like any closed spaces have appeared.\It appears that Miss Suzumiya's subconscious was able to control itself.\Good for you, I'm glad you had less work to do.\By the way, there's a place I'd like to take you to.\And if I said no?\This won't take much time.\Do you remember what Miss Suzumiya said yesterday?\How am I supposed to remember all of her random comments? response:	You'll remember when you see this.
context: It appears that Miss Suzumiya's subconscious was able to control itself.\Good for you, I'm glad you had less work to do.\By the way, there's a place I'd like to take you to.\And if I said no?\This won't take much time.\Do you remember what Miss Suzumiya said yesterday?\How am I supposed to remember all of her random comments?\You'll remember when you see this. response:	They were already this way this morning.
context: Good for you, I'm glad you had less work to do.\By the way, there's a place I'd like to take you to.\And if I said no?\This won't take much time.\Do you remember what Miss Suzumiya said yesterday?\How am I supposed to remember all of her random comments?\You'll remember when you see this.\They were already this way this morning. response:	Did someone paint them or something?
context: By the way, there's a place I'd like to take you to.\And if I said no?\This won't take much time.\Do you remember what Miss Suzumiya said yesterday?\How am I supposed to remember all of her random comments?\You'll remember when you see this.\They were already this way this morning.\Did someone paint them or something? response:	There's no mistaking it. These pigeons all have their natural feathers.
context: And if I said no?\This won't take much time.\Do you remember what Miss Suzumiya said yesterday?\How am I supposed to remember all of her random comments?\You'll remember when you see this.\They were already this way this morning.\Did someone paint them or something?\There's no mistaking it. These pigeons all have their natural feathers. response:	I guess they were really scared by the gunfire yesterday.
context: This won't take much time.\Do you remember what Miss Suzumiya said yesterday?\How am I supposed to remember all of her random comments?\You'll remember when you see this.\They were already this way this morning.\Did someone paint them or something?\There's no mistaking it. These pigeons all have their natural feathers.\I guess they were really scared by the gunfire yesterday. response:	Even if that were the case,
context: Do you remember what Miss Suzumiya said yesterday?\How am I supposed to remember all of her random comments?\You'll remember when you see this.\They were already this way this morning.\Did someone paint them or something?\There's no mistaking it. These pigeons all have their natural feathers.\I guess they were really scared by the gunfire yesterday.\Even if that were the case, response:	do you think this is what would actually happen?
context: How am I supposed to remember all of her random comments?\You'll remember when you see this.\They were already this way this morning.\Did someone paint them or something?\There's no mistaking it. These pigeons all have their natural feathers.\I guess they were really scared by the gunfire yesterday.\Even if that were the case,\do you think this is what would actually happen? response:	Yeah, I know.
context: You'll remember when you see this.\They were already this way this morning.\Did someone paint them or something?\There's no mistaking it. These pigeons all have their natural feathers.\I guess they were really scared by the gunfire yesterday.\Even if that were the case,\do you think this is what would actually happen?\Yeah, I know. response:	I'd love it if these pigeons were all completely white.
context: They were already this way this morning.\Did someone paint them or something?\There's no mistaking it. These pigeons all have their natural feathers.\I guess they were really scared by the gunfire yesterday.\Even if that were the case,\do you think this is what would actually happen?\Yeah, I know.\I'd love it if these pigeons were all completely white. response:	In this case, I'll let the color slide.
context: Did someone paint them or something?\There's no mistaking it. These pigeons all have their natural feathers.\I guess they were really scared by the gunfire yesterday.\Even if that were the case,\do you think this is what would actually happen?\Yeah, I know.\I'd love it if these pigeons were all completely white.\In this case, I'll let the color slide. response:	She hasn't let it slide at all.
context: There's no mistaking it. These pigeons all have their natural feathers.\I guess they were really scared by the gunfire yesterday.\Even if that were the case,\do you think this is what would actually happen?\Yeah, I know.\I'd love it if these pigeons were all completely white.\In this case, I'll let the color slide.\She hasn't let it slide at all. response:	This is what I think.
context: I guess they were really scared by the gunfire yesterday.\Even if that were the case,\do you think this is what would actually happen?\Yeah, I know.\I'd love it if these pigeons were all completely white.\In this case, I'll let the color slide.\She hasn't let it slide at all.\This is what I think. response:	I think that Miss Suzumiya is a special person
context: Even if that were the case,\do you think this is what would actually happen?\Yeah, I know.\I'd love it if these pigeons were all completely white.\In this case, I'll let the color slide.\She hasn't let it slide at all.\This is what I think.\I think that Miss Suzumiya is a special person response:	that someone has granted godlike powers to.
context: do you think this is what would actually happen?\Yeah, I know.\I'd love it if these pigeons were all completely white.\In this case, I'll let the color slide.\She hasn't let it slide at all.\This is what I think.\I think that Miss Suzumiya is a special person\that someone has granted godlike powers to. response:	The fact that Miss Suzumiya is part of this world of ours is proof of that.
context: Yeah, I know.\I'd love it if these pigeons were all completely white.\In this case, I'll let the color slide.\She hasn't let it slide at all.\This is what I think.\I think that Miss Suzumiya is a special person\that someone has granted godlike powers to.\The fact that Miss Suzumiya is part of this world of ours is proof of that. response:	That's surprising.
context: I'd love it if these pigeons were all completely white.\In this case, I'll let the color slide.\She hasn't let it slide at all.\This is what I think.\I think that Miss Suzumiya is a special person\that someone has granted godlike powers to.\The fact that Miss Suzumiya is part of this world of ours is proof of that.\That's surprising. response:	And didn't you say that Haruhi is God or something?
context: In this case, I'll let the color slide.\She hasn't let it slide at all.\This is what I think.\I think that Miss Suzumiya is a special person\that someone has granted godlike powers to.\The fact that Miss Suzumiya is part of this world of ours is proof of that.\That's surprising.\And didn't you say that Haruhi is God or something? response:	Oh, is that so?
context: She hasn't let it slide at all.\This is what I think.\I think that Miss Suzumiya is a special person\that someone has granted godlike powers to.\The fact that Miss Suzumiya is part of this world of ours is proof of that.\That's surprising.\And didn't you say that Haruhi is God or something?\Oh, is that so? response:	Don't mess with me.
context: This is what I think.\I think that Miss Suzumiya is a special person\that someone has granted godlike powers to.\The fact that Miss Suzumiya is part of this world of ours is proof of that.\That's surprising.\And didn't you say that Haruhi is God or something?\Oh, is that so?\Don't mess with me. response:	I'm kidding.
context: I think that Miss Suzumiya is a special person\that someone has granted godlike powers to.\The fact that Miss Suzumiya is part of this world of ours is proof of that.\That's surprising.\And didn't you say that Haruhi is God or something?\Oh, is that so?\Don't mess with me.\I'm kidding. response:	Miss Suzumiya is she who can create the world
context: that someone has granted godlike powers to.\The fact that Miss Suzumiya is part of this world of ours is proof of that.\That's surprising.\And didn't you say that Haruhi is God or something?\Oh, is that so?\Don't mess with me.\I'm kidding.\Miss Suzumiya is she who can create the world response:	and at the same time, the one who can destroy it.
context: The fact that Miss Suzumiya is part of this world of ours is proof of that.\That's surprising.\And didn't you say that Haruhi is God or something?\Oh, is that so?\Don't mess with me.\I'm kidding.\Miss Suzumiya is she who can create the world\and at the same time, the one who can destroy it. response:	This reality of ours might be a failure.
context: That's surprising.\And didn't you say that Haruhi is God or something?\Oh, is that so?\Don't mess with me.\I'm kidding.\Miss Suzumiya is she who can create the world\and at the same time, the one who can destroy it.\This reality of ours might be a failure. response:	And the one with the job of fixing this failed world
context: And didn't you say that Haruhi is God or something?\Oh, is that so?\Don't mess with me.\I'm kidding.\Miss Suzumiya is she who can create the world\and at the same time, the one who can destroy it.\This reality of ours might be a failure.\And the one with the job of fixing this failed world response:	might just be the one we call Haruhi Suzumiya.
context: Oh, is that so?\Don't mess with me.\I'm kidding.\Miss Suzumiya is she who can create the world\and at the same time, the one who can destroy it.\This reality of ours might be a failure.\And the one with the job of fixing this failed world\might just be the one we call Haruhi Suzumiya. response:	All right, and?
context: Don't mess with me.\I'm kidding.\Miss Suzumiya is she who can create the world\and at the same time, the one who can destroy it.\This reality of ours might be a failure.\And the one with the job of fixing this failed world\might just be the one we call Haruhi Suzumiya.\All right, and? response:	If that's the case, then we might be the ones mistaken
context: I'm kidding.\Miss Suzumiya is she who can create the world\and at the same time, the one who can destroy it.\This reality of ours might be a failure.\And the one with the job of fixing this failed world\might just be the one we call Haruhi Suzumiya.\All right, and?\If that's the case, then we might be the ones mistaken response:	about the fact that there is no proof at all that Miss Suzumiya
context: Miss Suzumiya is she who can create the world\and at the same time, the one who can destroy it.\This reality of ours might be a failure.\And the one with the job of fixing this failed world\might just be the one we call Haruhi Suzumiya.\All right, and?\If that's the case, then we might be the ones mistaken\about the fact that there is no proof at all that Miss Suzumiya response:	has used her powers up until now.
context: and at the same time, the one who can destroy it.\This reality of ours might be a failure.\And the one with the job of fixing this failed world\might just be the one we call Haruhi Suzumiya.\All right, and?\If that's the case, then we might be the ones mistaken\about the fact that there is no proof at all that Miss Suzumiya\has used her powers up until now. response:	Hmph. And?
