context: The experiments we've run so far response:	prove that the D-mails are being sent to the past.
context: Hi, this is Feyris.\Kyouma.\A PC?\An IBN 5100.\Did your family give it to Yanabayashi Shrine?\I don't really remember...\But you're right. My dad did have a lot of old PCs.\Kyouma... response:	Is this related to the time machine
context: Kyouma.\A PC?\An IBN 5100.\Did your family give it to Yanabayashi Shrine?\I don't really remember...\But you're right. My dad did have a lot of old PCs.\Kyouma...\Is this related to the time machine response:	you were talking about?
context: A PC?\An IBN 5100.\Did your family give it to Yanabayashi Shrine?\I don't really remember...\But you're right. My dad did have a lot of old PCs.\Kyouma...\Is this related to the time machine\you were talking about? response:	PART B
context: An IBN 5100.\Did your family give it to Yanabayashi Shrine?\I don't really remember...\But you're right. My dad did have a lot of old PCs.\Kyouma...\Is this related to the time machine\you were talking about?\PART B response:	Look, look!
context: Did your family give it to Yanabayashi Shrine?\I don't really remember...\But you're right. My dad did have a lot of old PCs.\Kyouma...\Is this related to the time machine\you were talking about?\PART B\Look, look! response:	It's an Upa!
context: I don't really remember...\But you're right. My dad did have a lot of old PCs.\Kyouma...\Is this related to the time machine\you were talking about?\PART B\Look, look!\It's an Upa! response:	A metal Upa!
context: But you're right. My dad did have a lot of old PCs.\Kyouma...\Is this related to the time machine\you were talking about?\PART B\Look, look!\It's an Upa!\A metal Upa! response:	Do you still want a metal Upa?
context: Kyouma...\Is this related to the time machine\you were talking about?\PART B\Look, look!\It's an Upa!\A metal Upa!\Do you still want a metal Upa? response:	Still?
context: Is this related to the time machine\you were talking about?\PART B\Look, look!\It's an Upa!\A metal Upa!\Do you still want a metal Upa?\Still? response:	How long are you going to stand there, staring at it?
context: you were talking about?\PART B\Look, look!\It's an Upa!\A metal Upa!\Do you still want a metal Upa?\Still?\How long are you going to stand there, staring at it? response:	Wait!
context: PART B\Look, look!\It's an Upa!\A metal Upa!\Do you still want a metal Upa?\Still?\How long are you going to stand there, staring at it?\Wait! response:	Daru-kun!
context: Look, look!\It's an Upa!\A metal Upa!\Do you still want a metal Upa?\Still?\How long are you going to stand there, staring at it?\Wait!\Daru-kun! response:	Here I am!
context: It's an Upa!\A metal Upa!\Do you still want a metal Upa?\Still?\How long are you going to stand there, staring at it?\Wait!\Daru-kun!\Here I am! response:	What are you buying?
context: A metal Upa!\Do you still want a metal Upa?\Still?\How long are you going to stand there, staring at it?\Wait!\Daru-kun!\Here I am!\What are you buying? response:	I found a limited-edition that had sold out before I could buy it!
context: Do you still want a metal Upa?\Still?\How long are you going to stand there, staring at it?\Wait!\Daru-kun!\Here I am!\What are you buying?\I found a limited-edition that had sold out before I could buy it! response:	You might say,
context: Still?\How long are you going to stand there, staring at it?\Wait!\Daru-kun!\Here I am!\What are you buying?\I found a limited-edition that had sold out before I could buy it!\You might say, response:	This encounter was the choice of Steins Gate!
context: How long are you going to stand there, staring at it?\Wait!\Daru-kun!\Here I am!\What are you buying?\I found a limited-edition that had sold out before I could buy it!\You might say,\This encounter was the choice of Steins Gate! response:	Don't use it for stuff like this!
context: Wait!\Daru-kun!\Here I am!\What are you buying?\I found a limited-edition that had sold out before I could buy it!\You might say,\This encounter was the choice of Steins Gate!\Don't use it for stuff like this! response:	Anyway, why are you two following me?
context: Daru-kun!\Here I am!\What are you buying?\I found a limited-edition that had sold out before I could buy it!\You might say,\This encounter was the choice of Steins Gate!\Don't use it for stuff like this!\Anyway, why are you two following me? response:	You could've stayed back at the lab, with the assistant.
context: Here I am!\What are you buying?\I found a limited-edition that had sold out before I could buy it!\You might say,\This encounter was the choice of Steins Gate!\Don't use it for stuff like this!\Anyway, why are you two following me?\You could've stayed back at the lab, with the assistant. response:	Once I heard you were going to Feyris-tan's place,
context: What are you buying?\I found a limited-edition that had sold out before I could buy it!\You might say,\This encounter was the choice of Steins Gate!\Don't use it for stuff like this!\Anyway, why are you two following me?\You could've stayed back at the lab, with the assistant.\Once I heard you were going to Feyris-tan's place, response:	I had to come along!
context: I found a limited-edition that had sold out before I could buy it!\You might say,\This encounter was the choice of Steins Gate!\Don't use it for stuff like this!\Anyway, why are you two following me?\You could've stayed back at the lab, with the assistant.\Once I heard you were going to Feyris-tan's place,\I had to come along! response:	I wanted to go and play, too!
context: You might say,\This encounter was the choice of Steins Gate!\Don't use it for stuff like this!\Anyway, why are you two following me?\You could've stayed back at the lab, with the assistant.\Once I heard you were going to Feyris-tan's place,\I had to come along!\I wanted to go and play, too! response:	Why did Feyris tell me to come to her house?
context: This encounter was the choice of Steins Gate!\Don't use it for stuff like this!\Anyway, why are you two following me?\You could've stayed back at the lab, with the assistant.\Once I heard you were going to Feyris-tan's place,\I had to come along!\I wanted to go and play, too!\Why did Feyris tell me to come to her house? response:	It's Kirari-chan!
context: Don't use it for stuff like this!\Anyway, why are you two following me?\You could've stayed back at the lab, with the assistant.\Once I heard you were going to Feyris-tan's place,\I had to come along!\I wanted to go and play, too!\Why did Feyris tell me to come to her house?\It's Kirari-chan! response:	Mayuri, wait...
context: Anyway, why are you two following me?\You could've stayed back at the lab, with the assistant.\Once I heard you were going to Feyris-tan's place,\I had to come along!\I wanted to go and play, too!\Why did Feyris tell me to come to her house?\It's Kirari-chan!\Mayuri, wait... response:	Jeez...
context: You could've stayed back at the lab, with the assistant.\Once I heard you were going to Feyris-tan's place,\I had to come along!\I wanted to go and play, too!\Why did Feyris tell me to come to her house?\It's Kirari-chan!\Mayuri, wait...\Jeez... response:	The IBN 5100.
context: Once I heard you were going to Feyris-tan's place,\I had to come along!\I wanted to go and play, too!\Why did Feyris tell me to come to her house?\It's Kirari-chan!\Mayuri, wait...\Jeez...\The IBN 5100. response:	Shining Finger!
context: I had to come along!\I wanted to go and play, too!\Why did Feyris tell me to come to her house?\It's Kirari-chan!\Mayuri, wait...\Jeez...\The IBN 5100.\Shining Finger! response:	Wait! Hey!
context: I wanted to go and play, too!\Why did Feyris tell me to come to her house?\It's Kirari-chan!\Mayuri, wait...\Jeez...\The IBN 5100.\Shining Finger!\Wait! Hey! response:	Shining...
context: Why did Feyris tell me to come to her house?\It's Kirari-chan!\Mayuri, wait...\Jeez...\The IBN 5100.\Shining Finger!\Wait! Hey!\Shining... response:	Moeka!
context: It's Kirari-chan!\Mayuri, wait...\Jeez...\The IBN 5100.\Shining Finger!\Wait! Hey!\Shining...\Moeka! response:	Kiryuu Moeka!
context: Mayuri, wait...\Jeez...\The IBN 5100.\Shining Finger!\Wait! Hey!\Shining...\Moeka!\Kiryuu Moeka! response:	Why?
context: Jeez...\The IBN 5100.\Shining Finger!\Wait! Hey!\Shining...\Moeka!\Kiryuu Moeka!\Why? response:	FB said it was there!
context: The IBN 5100.\Shining Finger!\Wait! Hey!\Shining...\Moeka!\Kiryuu Moeka!\Why?\FB said it was there! response:	Okabe-kun...
context: Shining Finger!\Wait! Hey!\Shining...\Moeka!\Kiryuu Moeka!\Why?\FB said it was there!\Okabe-kun... response:	Back there, you mentioned the IBN 5100...
context: Wait! Hey!\Shining...\Moeka!\Kiryuu Moeka!\Why?\FB said it was there!\Okabe-kun...\Back there, you mentioned the IBN 5100... response:	Do you know... where it is?
context: Shining...\Moeka!\Kiryuu Moeka!\Why?\FB said it was there!\Okabe-kun...\Back there, you mentioned the IBN 5100...\Do you know... where it is? response:	You don't know, either?
context: Moeka!\Kiryuu Moeka!\Why?\FB said it was there!\Okabe-kun...\Back there, you mentioned the IBN 5100...\Do you know... where it is?\You don't know, either? response:	I don't...
context: Kiryuu Moeka!\Why?\FB said it was there!\Okabe-kun...\Back there, you mentioned the IBN 5100...\Do you know... where it is?\You don't know, either?\I don't... response:	Okarin!
context: Why?\FB said it was there!\Okabe-kun...\Back there, you mentioned the IBN 5100...\Do you know... where it is?\You don't know, either?\I don't...\Okarin! response:	Moeka-san?
context: FB said it was there!\Okabe-kun...\Back there, you mentioned the IBN 5100...\Do you know... where it is?\You don't know, either?\I don't...\Okarin!\Moeka-san? response:	Yeah.
context: Okabe-kun...\Back there, you mentioned the IBN 5100...\Do you know... where it is?\You don't know, either?\I don't...\Okarin!\Moeka-san?\Yeah. response:	Okabe...
context: Back there, you mentioned the IBN 5100...\Do you know... where it is?\You don't know, either?\I don't...\Okarin!\Moeka-san?\Yeah.\Okabe... response:	Moeka-san's so pretty and stylish.
context: Do you know... where it is?\You don't know, either?\I don't...\Okarin!\Moeka-san?\Yeah.\Okabe...\Moeka-san's so pretty and stylish. response:	I'm sure she'd make a great cosplayer.
context: You don't know, either?\I don't...\Okarin!\Moeka-san?\Yeah.\Okabe...\Moeka-san's so pretty and stylish.\I'm sure she'd make a great cosplayer. response:	Mayuri, you know Shining Finger?
context: I don't...\Okarin!\Moeka-san?\Yeah.\Okabe...\Moeka-san's so pretty and stylish.\I'm sure she'd make a great cosplayer.\Mayuri, you know Shining Finger? response:	I do!
context: Okarin!\Moeka-san?\Yeah.\Okabe...\Moeka-san's so pretty and stylish.\I'm sure she'd make a great cosplayer.\Mayuri, you know Shining Finger?\I do! response:	How?
context: Moeka-san?\Yeah.\Okabe...\Moeka-san's so pretty and stylish.\I'm sure she'd make a great cosplayer.\Mayuri, you know Shining Finger?\I do!\How? response:	How do you know her?
context: Yeah.\Okabe...\Moeka-san's so pretty and stylish.\I'm sure she'd make a great cosplayer.\Mayuri, you know Shining Finger?\I do!\How?\How do you know her? response:	You brought her to the lab!
context: Okabe...\Moeka-san's so pretty and stylish.\I'm sure she'd make a great cosplayer.\Mayuri, you know Shining Finger?\I do!\How?\How do you know her?\You brought her to the lab! response:	After Moeka sent her D-mail,
context: Moeka-san's so pretty and stylish.\I'm sure she'd make a great cosplayer.\Mayuri, you know Shining Finger?\I do!\How?\How do you know her?\You brought her to the lab!\After Moeka sent her D-mail, response:	she disappeared from everyone's memory.
context: I'm sure she'd make a great cosplayer.\Mayuri, you know Shining Finger?\I do!\How?\How do you know her?\You brought her to the lab!\After Moeka sent her D-mail,\she disappeared from everyone's memory. response:	And then, after Ruka sent his D-mail,
context: Mayuri, you know Shining Finger?\I do!\How?\How do you know her?\You brought her to the lab!\After Moeka sent her D-mail,\she disappeared from everyone's memory.\And then, after Ruka sent his D-mail, response:	they knew her again.
context: I do!\How?\How do you know her?\You brought her to the lab!\After Moeka sent her D-mail,\she disappeared from everyone's memory.\And then, after Ruka sent his D-mail,\they knew her again. response:	Little by little, the world changes,
context: How?\How do you know her?\You brought her to the lab!\After Moeka sent her D-mail,\she disappeared from everyone's memory.\And then, after Ruka sent his D-mail,\they knew her again.\Little by little, the world changes, response:	each time the D-mail changes the past?
context: How do you know her?\You brought her to the lab!\After Moeka sent her D-mail,\she disappeared from everyone's memory.\And then, after Ruka sent his D-mail,\they knew her again.\Little by little, the world changes,\each time the D-mail changes the past? response:	Is this really the place?
context: You brought her to the lab!\After Moeka sent her D-mail,\she disappeared from everyone's memory.\And then, after Ruka sent his D-mail,\they knew her again.\Little by little, the world changes,\each time the D-mail changes the past?\Is this really the place? response:	I'm sure of it.
context: After Moeka sent her D-mail,\she disappeared from everyone's memory.\And then, after Ruka sent his D-mail,\they knew her again.\Little by little, the world changes,\each time the D-mail changes the past?\Is this really the place?\I'm sure of it. response:	Seems it's on the top floor.
context: she disappeared from everyone's memory.\And then, after Ruka sent his D-mail,\they knew her again.\Little by little, the world changes,\each time the D-mail changes the past?\Is this really the place?\I'm sure of it.\Seems it's on the top floor. response:	The mistress will be here soon.
context: And then, after Ruka sent his D-mail,\they knew her again.\Little by little, the world changes,\each time the D-mail changes the past?\Is this really the place?\I'm sure of it.\Seems it's on the top floor.\The mistress will be here soon. response:	Just one moment.
context: they knew her again.\Little by little, the world changes,\each time the D-mail changes the past?\Is this really the place?\I'm sure of it.\Seems it's on the top floor.\The mistress will be here soon.\Just one moment. response:	Butler cafes aren't my thing.
context: Little by little, the world changes,\each time the D-mail changes the past?\Is this really the place?\I'm sure of it.\Seems it's on the top floor.\The mistress will be here soon.\Just one moment.\Butler cafes aren't my thing. response:	A real butler!
context: each time the D-mail changes the past?\Is this really the place?\I'm sure of it.\Seems it's on the top floor.\The mistress will be here soon.\Just one moment.\Butler cafes aren't my thing.\A real butler! response:	I've never seen one before.
context: Is this really the place?\I'm sure of it.\Seems it's on the top floor.\The mistress will be here soon.\Just one moment.\Butler cafes aren't my thing.\A real butler!\I've never seen one before. response:	Look!
context: I'm sure of it.\Seems it's on the top floor.\The mistress will be here soon.\Just one moment.\Butler cafes aren't my thing.\A real butler!\I've never seen one before.\Look! response:	The people all look like ants!
context: Seems it's on the top floor.\The mistress will be here soon.\Just one moment.\Butler cafes aren't my thing.\A real butler!\I've never seen one before.\Look!\The people all look like ants! response:	I love it!
context: The mistress will be here soon.\Just one moment.\Butler cafes aren't my thing.\A real butler!\I've never seen one before.\Look!\The people all look like ants!\I love it! response:	Okarin...
context: Just one moment.\Butler cafes aren't my thing.\A real butler!\I've never seen one before.\Look!\The people all look like ants!\I love it!\Okarin... response:	Thought he'd say that!
context: Butler cafes aren't my thing.\A real butler!\I've never seen one before.\Look!\The people all look like ants!\I love it!\Okarin...\Thought he'd say that! response:	Sorry for the wait.
context: A real butler!\I've never seen one before.\Look!\The people all look like ants!\I love it!\Okarin...\Thought he'd say that!\Sorry for the wait. response:	Feyris-chan!
context: I've never seen one before.\Look!\The people all look like ants!\I love it!\Okarin...\Thought he'd say that!\Sorry for the wait.\Feyris-chan! response:	Now it's Feyris-tan wearing her normal clothes!
context: Look!\The people all look like ants!\I love it!\Okarin...\Thought he'd say that!\Sorry for the wait.\Feyris-chan!\Now it's Feyris-tan wearing her normal clothes! response:	What luck!
context: The people all look like ants!\I love it!\Okarin...\Thought he'd say that!\Sorry for the wait.\Feyris-chan!\Now it's Feyris-tan wearing her normal clothes!\What luck! response:	Feyris Nyan Nyan!
context: I love it!\Okarin...\Thought he'd say that!\Sorry for the wait.\Feyris-chan!\Now it's Feyris-tan wearing her normal clothes!\What luck!\Feyris Nyan Nyan! response:	It seems I must question your true identity!
context: Okarin...\Thought he'd say that!\Sorry for the wait.\Feyris-chan!\Now it's Feyris-tan wearing her normal clothes!\What luck!\Feyris Nyan Nyan!\It seems I must question your true identity! response:	Feyris is...
context: Thought he'd say that!\Sorry for the wait.\Feyris-chan!\Now it's Feyris-tan wearing her normal clothes!\What luck!\Feyris Nyan Nyan!\It seems I must question your true identity!\Feyris is... response:	Stop fooling around!
context: Sorry for the wait.\Feyris-chan!\Now it's Feyris-tan wearing her normal clothes!\What luck!\Feyris Nyan Nyan!\It seems I must question your true identity!\Feyris is...\Stop fooling around! response:	If you refuse to explain, then I'm leaving!
context: Feyris-chan!\Now it's Feyris-tan wearing her normal clothes!\What luck!\Feyris Nyan Nyan!\It seems I must question your true identity!\Feyris is...\Stop fooling around!\If you refuse to explain, then I'm leaving! response:	Oh, fine.
context: Now it's Feyris-tan wearing her normal clothes!\What luck!\Feyris Nyan Nyan!\It seems I must question your true identity!\Feyris is...\Stop fooling around!\If you refuse to explain, then I'm leaving!\Oh, fine. response:	Feyris's family owns all the land around here!
context: What luck!\Feyris Nyan Nyan!\It seems I must question your true identity!\Feyris is...\Stop fooling around!\If you refuse to explain, then I'm leaving!\Oh, fine.\Feyris's family owns all the land around here! response:	Then Akiba is...
context: Feyris Nyan Nyan!\It seems I must question your true identity!\Feyris is...\Stop fooling around!\If you refuse to explain, then I'm leaving!\Oh, fine.\Feyris's family owns all the land around here!\Then Akiba is... response:	That's right.
context: It seems I must question your true identity!\Feyris is...\Stop fooling around!\If you refuse to explain, then I'm leaving!\Oh, fine.\Feyris's family owns all the land around here!\Then Akiba is...\That's right. response:	What about Akiba now?
context: Feyris is...\Stop fooling around!\If you refuse to explain, then I'm leaving!\Oh, fine.\Feyris's family owns all the land around here!\Then Akiba is...\That's right.\What about Akiba now? response:	It's Feyris's real name.
context: Stop fooling around!\If you refuse to explain, then I'm leaving!\Oh, fine.\Feyris's family owns all the land around here!\Then Akiba is...\That's right.\What about Akiba now?\It's Feyris's real name. response:	Akiha Rumiho-chan!
context: If you refuse to explain, then I'm leaving!\Oh, fine.\Feyris's family owns all the land around here!\Then Akiba is...\That's right.\What about Akiba now?\It's Feyris's real name.\Akiha Rumiho-chan! response:	I didn't hear that!
context: Oh, fine.\Feyris's family owns all the land around here!\Then Akiba is...\That's right.\What about Akiba now?\It's Feyris's real name.\Akiha Rumiho-chan!\I didn't hear that! response:	Feyris-tan's real name is Feyris-tan!
context: Feyris's family owns all the land around here!\Then Akiba is...\That's right.\What about Akiba now?\It's Feyris's real name.\Akiha Rumiho-chan!\I didn't hear that!\Feyris-tan's real name is Feyris-tan! response:	A sad attempt to escape reality.
context: Then Akiba is...\That's right.\What about Akiba now?\It's Feyris's real name.\Akiha Rumiho-chan!\I didn't hear that!\Feyris-tan's real name is Feyris-tan!\A sad attempt to escape reality. response:	By the way, Feyris was the one
context: That's right.\What about Akiba now?\It's Feyris's real name.\Akiha Rumiho-chan!\I didn't hear that!\Feyris-tan's real name is Feyris-tan!\A sad attempt to escape reality.\By the way, Feyris was the one response:	who asked to bring moe culture to Akiba.
context: What about Akiba now?\It's Feyris's real name.\Akiha Rumiho-chan!\I didn't hear that!\Feyris-tan's real name is Feyris-tan!\A sad attempt to escape reality.\By the way, Feyris was the one\who asked to bring moe culture to Akiba. response:	No way!
context: It's Feyris's real name.\Akiha Rumiho-chan!\I didn't hear that!\Feyris-tan's real name is Feyris-tan!\A sad attempt to escape reality.\By the way, Feyris was the one\who asked to bring moe culture to Akiba.\No way! response:	And she works as an angel at May Queen,
context: Akiha Rumiho-chan!\I didn't hear that!\Feyris-tan's real name is Feyris-tan!\A sad attempt to escape reality.\By the way, Feyris was the one\who asked to bring moe culture to Akiba.\No way!\And she works as an angel at May Queen, response:	to further spread moe culture!
context: I didn't hear that!\Feyris-tan's real name is Feyris-tan!\A sad attempt to escape reality.\By the way, Feyris was the one\who asked to bring moe culture to Akiba.\No way!\And she works as an angel at May Queen,\to further spread moe culture! response:	How splendid!
context: Feyris-tan's real name is Feyris-tan!\A sad attempt to escape reality.\By the way, Feyris was the one\who asked to bring moe culture to Akiba.\No way!\And she works as an angel at May Queen,\to further spread moe culture!\How splendid! response:	And my eyes are also splendid, for recognizing her before anyone else!
context: A sad attempt to escape reality.\By the way, Feyris was the one\who asked to bring moe culture to Akiba.\No way!\And she works as an angel at May Queen,\to further spread moe culture!\How splendid!\And my eyes are also splendid, for recognizing her before anyone else! response:	But, but... Keep it a secret, okay?
context: By the way, Feyris was the one\who asked to bring moe culture to Akiba.\No way!\And she works as an angel at May Queen,\to further spread moe culture!\How splendid!\And my eyes are also splendid, for recognizing her before anyone else!\But, but... Keep it a secret, okay? response:	I want you to treat me
context: who asked to bring moe culture to Akiba.\No way!\And she works as an angel at May Queen,\to further spread moe culture!\How splendid!\And my eyes are also splendid, for recognizing her before anyone else!\But, but... Keep it a secret, okay?\I want you to treat me response:	with Feyris-love, just like always!
context: No way!\And she works as an angel at May Queen,\to further spread moe culture!\How splendid!\And my eyes are also splendid, for recognizing her before anyone else!\But, but... Keep it a secret, okay?\I want you to treat me\with Feyris-love, just like always! response:	I will! Totally!
context: And she works as an angel at May Queen,\to further spread moe culture!\How splendid!\And my eyes are also splendid, for recognizing her before anyone else!\But, but... Keep it a secret, okay?\I want you to treat me\with Feyris-love, just like always!\I will! Totally! response:	Thank you, nyan-nyan!
context: to further spread moe culture!\How splendid!\And my eyes are also splendid, for recognizing her before anyone else!\But, but... Keep it a secret, okay?\I want you to treat me\with Feyris-love, just like always!\I will! Totally!\Thank you, nyan-nyan! response:	No nyan-nyan!
context: How splendid!\And my eyes are also splendid, for recognizing her before anyone else!\But, but... Keep it a secret, okay?\I want you to treat me\with Feyris-love, just like always!\I will! Totally!\Thank you, nyan-nyan!\No nyan-nyan! response:	Anyway, what about the IBN 5100?
context: And my eyes are also splendid, for recognizing her before anyone else!\But, but... Keep it a secret, okay?\I want you to treat me\with Feyris-love, just like always!\I will! Totally!\Thank you, nyan-nyan!\No nyan-nyan!\Anyway, what about the IBN 5100? response:	Oh, that?
context: But, but... Keep it a secret, okay?\I want you to treat me\with Feyris-love, just like always!\I will! Totally!\Thank you, nyan-nyan!\No nyan-nyan!\Anyway, what about the IBN 5100?\Oh, that? response:	But before that, I have a simple request...
context: I want you to treat me\with Feyris-love, just like always!\I will! Totally!\Thank you, nyan-nyan!\No nyan-nyan!\Anyway, what about the IBN 5100?\Oh, that?\But before that, I have a simple request... response:	You want to arrange a trade?
context: with Feyris-love, just like always!\I will! Totally!\Thank you, nyan-nyan!\No nyan-nyan!\Anyway, what about the IBN 5100?\Oh, that?\But before that, I have a simple request...\You want to arrange a trade? response:	It's nothing difficult.
context: I will! Totally!\Thank you, nyan-nyan!\No nyan-nyan!\Anyway, what about the IBN 5100?\Oh, that?\But before that, I have a simple request...\You want to arrange a trade?\It's nothing difficult. response:	I only want you to let me use the D-mail. Just once.
context: Thank you, nyan-nyan!\No nyan-nyan!\Anyway, what about the IBN 5100?\Oh, that?\But before that, I have a simple request...\You want to arrange a trade?\It's nothing difficult.\I only want you to let me use the D-mail. Just once. response:	Sure!
context: No nyan-nyan!\Anyway, what about the IBN 5100?\Oh, that?\But before that, I have a simple request...\You want to arrange a trade?\It's nothing difficult.\I only want you to let me use the D-mail. Just once.\Sure! response:	Use it as often as you want!
context: Anyway, what about the IBN 5100?\Oh, that?\But before that, I have a simple request...\You want to arrange a trade?\It's nothing difficult.\I only want you to let me use the D-mail. Just once.\Sure!\Use it as often as you want! response:	Wait! The D-mail is absolutely off-limits to outsiders...
context: Oh, that?\But before that, I have a simple request...\You want to arrange a trade?\It's nothing difficult.\I only want you to let me use the D-mail. Just once.\Sure!\Use it as often as you want!\Wait! The D-mail is absolutely off-limits to outsiders... response:	Then why not make Feyris-chan a lab member, too?
context: But before that, I have a simple request...\You want to arrange a trade?\It's nothing difficult.\I only want you to let me use the D-mail. Just once.\Sure!\Use it as often as you want!\Wait! The D-mail is absolutely off-limits to outsiders...\Then why not make Feyris-chan a lab member, too? response:	Wait! Wait!
context: You want to arrange a trade?\It's nothing difficult.\I only want you to let me use the D-mail. Just once.\Sure!\Use it as often as you want!\Wait! The D-mail is absolutely off-limits to outsiders...\Then why not make Feyris-chan a lab member, too?\Wait! Wait! response:	Sending more messages to the past would be
context: It's nothing difficult.\I only want you to let me use the D-mail. Just once.\Sure!\Use it as often as you want!\Wait! The D-mail is absolutely off-limits to outsiders...\Then why not make Feyris-chan a lab member, too?\Wait! Wait!\Sending more messages to the past would be response:	You're the one who sent the Lotto-6 number back, to try and make money!
context: I only want you to let me use the D-mail. Just once.\Sure!\Use it as often as you want!\Wait! The D-mail is absolutely off-limits to outsiders...\Then why not make Feyris-chan a lab member, too?\Wait! Wait!\Sending more messages to the past would be\You're the one who sent the Lotto-6 number back, to try and make money! response:	And you can't send one for Feyris-tan?
context: Sure!\Use it as often as you want!\Wait! The D-mail is absolutely off-limits to outsiders...\Then why not make Feyris-chan a lab member, too?\Wait! Wait!\Sending more messages to the past would be\You're the one who sent the Lotto-6 number back, to try and make money!\And you can't send one for Feyris-tan? response:	Just once!
context: Use it as often as you want!\Wait! The D-mail is absolutely off-limits to outsiders...\Then why not make Feyris-chan a lab member, too?\Wait! Wait!\Sending more messages to the past would be\You're the one who sent the Lotto-6 number back, to try and make money!\And you can't send one for Feyris-tan?\Just once! response:	No, that's not it...
context: Wait! The D-mail is absolutely off-limits to outsiders...\Then why not make Feyris-chan a lab member, too?\Wait! Wait!\Sending more messages to the past would be\You're the one who sent the Lotto-6 number back, to try and make money!\And you can't send one for Feyris-tan?\Just once!\No, that's not it... response:	But if I stop now,
context: Then why not make Feyris-chan a lab member, too?\Wait! Wait!\Sending more messages to the past would be\You're the one who sent the Lotto-6 number back, to try and make money!\And you can't send one for Feyris-tan?\Just once!\No, that's not it...\But if I stop now, response:	there's no guarantee that the IBN 5100 will return.
context: Wait! Wait!\Sending more messages to the past would be\You're the one who sent the Lotto-6 number back, to try and make money!\And you can't send one for Feyris-tan?\Just once!\No, that's not it...\But if I stop now,\there's no guarantee that the IBN 5100 will return. response:	If this becomes any kind of clue...
context: Sending more messages to the past would be\You're the one who sent the Lotto-6 number back, to try and make money!\And you can't send one for Feyris-tan?\Just once!\No, that's not it...\But if I stop now,\there's no guarantee that the IBN 5100 will return.\If this becomes any kind of clue... response:	Very well.
context: You're the one who sent the Lotto-6 number back, to try and make money!\And you can't send one for Feyris-tan?\Just once!\No, that's not it...\But if I stop now,\there's no guarantee that the IBN 5100 will return.\If this becomes any kind of clue...\Very well. response:	But just as Mayuri said,
context: And you can't send one for Feyris-tan?\Just once!\No, that's not it...\But if I stop now,\there's no guarantee that the IBN 5100 will return.\If this becomes any kind of clue...\Very well.\But just as Mayuri said, response:	you'll have to become a lab member.
context: Just once!\No, that's not it...\But if I stop now,\there's no guarantee that the IBN 5100 will return.\If this becomes any kind of clue...\Very well.\But just as Mayuri said,\you'll have to become a lab member. response:	You are now Lab Member 007, Akiha Ru
context: No, that's not it...\But if I stop now,\there's no guarantee that the IBN 5100 will return.\If this becomes any kind of clue...\Very well.\But just as Mayuri said,\you'll have to become a lab member.\You are now Lab Member 007, Akiha Ru response:	I-I-I can't hear you!
context: But if I stop now,\there's no guarantee that the IBN 5100 will return.\If this becomes any kind of clue...\Very well.\But just as Mayuri said,\you'll have to become a lab member.\You are now Lab Member 007, Akiha Ru\I-I-I can't hear you! response:	It's done.
context: there's no guarantee that the IBN 5100 will return.\If this becomes any kind of clue...\Very well.\But just as Mayuri said,\you'll have to become a lab member.\You are now Lab Member 007, Akiha Ru\I-I-I can't hear you!\It's done. response:	You're sure you want to send it back ten years, right?
context: If this becomes any kind of clue...\Very well.\But just as Mayuri said,\you'll have to become a lab member.\You are now Lab Member 007, Akiha Ru\I-I-I can't hear you!\It's done.\You're sure you want to send it back ten years, right? response:	I'm sure!
context: Very well.\But just as Mayuri said,\you'll have to become a lab member.\You are now Lab Member 007, Akiha Ru\I-I-I can't hear you!\It's done.\You're sure you want to send it back ten years, right?\I'm sure! response:	What's does it say?
context: But just as Mayuri said,\you'll have to become a lab member.\You are now Lab Member 007, Akiha Ru\I-I-I can't hear you!\It's done.\You're sure you want to send it back ten years, right?\I'm sure!\What's does it say? response:	Well... It's a secret!
context: you'll have to become a lab member.\You are now Lab Member 007, Akiha Ru\I-I-I can't hear you!\It's done.\You're sure you want to send it back ten years, right?\I'm sure!\What's does it say?\Well... It's a secret! response:	Tell me.
context: You are now Lab Member 007, Akiha Ru\I-I-I can't hear you!\It's done.\You're sure you want to send it back ten years, right?\I'm sure!\What's does it say?\Well... It's a secret!\Tell me. response:	As leader of the lab, I have a duty to know.
context: I-I-I can't hear you!\It's done.\You're sure you want to send it back ten years, right?\I'm sure!\What's does it say?\Well... It's a secret!\Tell me.\As leader of the lab, I have a duty to know. response:	No. A maiden's private life is off-limits to guys.
context: It's done.\You're sure you want to send it back ten years, right?\I'm sure!\What's does it say?\Well... It's a secret!\Tell me.\As leader of the lab, I have a duty to know.\No. A maiden's private life is off-limits to guys. response:	I think it's wrong to look at someone's mail.
context: You're sure you want to send it back ten years, right?\I'm sure!\What's does it say?\Well... It's a secret!\Tell me.\As leader of the lab, I have a duty to know.\No. A maiden's private life is off-limits to guys.\I think it's wrong to look at someone's mail. response:	I agree! Totally!
context: I'm sure!\What's does it say?\Well... It's a secret!\Tell me.\As leader of the lab, I have a duty to know.\No. A maiden's private life is off-limits to guys.\I think it's wrong to look at someone's mail.\I agree! Totally! response:	Fine.
context: What's does it say?\Well... It's a secret!\Tell me.\As leader of the lab, I have a duty to know.\No. A maiden's private life is off-limits to guys.\I think it's wrong to look at someone's mail.\I agree! Totally!\Fine. response:	Then put your hand on the send button and wait.
