context: What are you looking at? response:	What can you see?
context: that I...\Wouldn't that mean it's okay for me to live?\Stay away.\Sorry.\I can't do this anymore!\She's too fast...\I guess I can't do this, after all.\If I could only use my ability... response:	All right.
context: Wouldn't that mean it's okay for me to live?\Stay away.\Sorry.\I can't do this anymore!\She's too fast...\I guess I can't do this, after all.\If I could only use my ability...\All right. response:	I wonder if she's nice and cooked all the way through now.
context: Stay away.\Sorry.\I can't do this anymore!\She's too fast...\I guess I can't do this, after all.\If I could only use my ability...\All right.\I wonder if she's nice and cooked all the way through now. response:	Let's see.
context: Sorry.\I can't do this anymore!\She's too fast...\I guess I can't do this, after all.\If I could only use my ability...\All right.\I wonder if she's nice and cooked all the way through now.\Let's see. response:	Hmm, that was underwhelming.
context: I can't do this anymore!\She's too fast...\I guess I can't do this, after all.\If I could only use my ability...\All right.\I wonder if she's nice and cooked all the way through now.\Let's see.\Hmm, that was underwhelming. response:	I was hoping you'd go flying a bit farther.
context: She's too fast...\I guess I can't do this, after all.\If I could only use my ability...\All right.\I wonder if she's nice and cooked all the way through now.\Let's see.\Hmm, that was underwhelming.\I was hoping you'd go flying a bit farther. response:	H-How?
context: I guess I can't do this, after all.\If I could only use my ability...\All right.\I wonder if she's nice and cooked all the way through now.\Let's see.\Hmm, that was underwhelming.\I was hoping you'd go flying a bit farther.\H-How? response:	That little sparkler wouldn't kill me.
context: If I could only use my ability...\All right.\I wonder if she's nice and cooked all the way through now.\Let's see.\Hmm, that was underwhelming.\I was hoping you'd go flying a bit farther.\H-How?\That little sparkler wouldn't kill me. response:	Which side did I punch you on just now?
context: All right.\I wonder if she's nice and cooked all the way through now.\Let's see.\Hmm, that was underwhelming.\I was hoping you'd go flying a bit farther.\H-How?\That little sparkler wouldn't kill me.\Which side did I punch you on just now? response:	I-I-I-If I had to choose, maybe this side?
context: I wonder if she's nice and cooked all the way through now.\Let's see.\Hmm, that was underwhelming.\I was hoping you'd go flying a bit farther.\H-How?\That little sparkler wouldn't kill me.\Which side did I punch you on just now?\I-I-I-If I had to choose, maybe this side? response:	Impossible!
context: Let's see.\Hmm, that was underwhelming.\I was hoping you'd go flying a bit farther.\H-How?\That little sparkler wouldn't kill me.\Which side did I punch you on just now?\I-I-I-If I had to choose, maybe this side?\Impossible! response:	You were on the brink of death just before!
context: Hmm, that was underwhelming.\I was hoping you'd go flying a bit farther.\H-How?\That little sparkler wouldn't kill me.\Which side did I punch you on just now?\I-I-I-If I had to choose, maybe this side?\Impossible!\You were on the brink of death just before! response:	I may not look like it, but I'm a doctor.
context: I was hoping you'd go flying a bit farther.\H-How?\That little sparkler wouldn't kill me.\Which side did I punch you on just now?\I-I-I-If I had to choose, maybe this side?\Impossible!\You were on the brink of death just before!\I may not look like it, but I'm a doctor. response:	I've seen a hundred times more deaths than you, at the very least.
context: H-How?\That little sparkler wouldn't kill me.\Which side did I punch you on just now?\I-I-I-If I had to choose, maybe this side?\Impossible!\You were on the brink of death just before!\I may not look like it, but I'm a doctor.\I've seen a hundred times more deaths than you, at the very least. response:	What's death, you ask?
context: That little sparkler wouldn't kill me.\Which side did I punch you on just now?\I-I-I-If I had to choose, maybe this side?\Impossible!\You were on the brink of death just before!\I may not look like it, but I'm a doctor.\I've seen a hundred times more deaths than you, at the very least.\What's death, you ask? response:	Let me tell you...
context: Which side did I punch you on just now?\I-I-I-If I had to choose, maybe this side?\Impossible!\You were on the brink of death just before!\I may not look like it, but I'm a doctor.\I've seen a hundred times more deaths than you, at the very least.\What's death, you ask?\Let me tell you... response:	Death is the loss of life.
context: I-I-I-If I had to choose, maybe this side?\Impossible!\You were on the brink of death just before!\I may not look like it, but I'm a doctor.\I've seen a hundred times more deaths than you, at the very least.\What's death, you ask?\Let me tell you...\Death is the loss of life. response:	No matter how hard we doctors try,
context: Impossible!\You were on the brink of death just before!\I may not look like it, but I'm a doctor.\I've seen a hundred times more deaths than you, at the very least.\What's death, you ask?\Let me tell you...\Death is the loss of life.\No matter how hard we doctors try, response:	our patients' lives just slip through our fingers...
context: You were on the brink of death just before!\I may not look like it, but I'm a doctor.\I've seen a hundred times more deaths than you, at the very least.\What's death, you ask?\Let me tell you...\Death is the loss of life.\No matter how hard we doctors try,\our patients' lives just slip through our fingers... response:	Death, the ultimate form of science?
context: I may not look like it, but I'm a doctor.\I've seen a hundred times more deaths than you, at the very least.\What's death, you ask?\Let me tell you...\Death is the loss of life.\No matter how hard we doctors try,\our patients' lives just slip through our fingers...\Death, the ultimate form of science? response:	What a load!
context: I've seen a hundred times more deaths than you, at the very least.\What's death, you ask?\Let me tell you...\Death is the loss of life.\No matter how hard we doctors try,\our patients' lives just slip through our fingers...\Death, the ultimate form of science?\What a load! response:	I'll kill anyone who doesn't value life!
context: What's death, you ask?\Let me tell you...\Death is the loss of life.\No matter how hard we doctors try,\our patients' lives just slip through our fingers...\Death, the ultimate form of science?\What a load!\I'll kill anyone who doesn't value life! response:	So you're the Armed Detective Agency's physician,
context: Let me tell you...\Death is the loss of life.\No matter how hard we doctors try,\our patients' lives just slip through our fingers...\Death, the ultimate form of science?\What a load!\I'll kill anyone who doesn't value life!\So you're the Armed Detective Agency's physician, response:	Yosano Akiko...
context: Death is the loss of life.\No matter how hard we doctors try,\our patients' lives just slip through our fingers...\Death, the ultimate form of science?\What a load!\I'll kill anyone who doesn't value life!\So you're the Armed Detective Agency's physician,\Yosano Akiko... response:	My ability, Thou Shalt Not Die,
context: No matter how hard we doctors try,\our patients' lives just slip through our fingers...\Death, the ultimate form of science?\What a load!\I'll kill anyone who doesn't value life!\So you're the Armed Detective Agency's physician,\Yosano Akiko...\My ability, Thou Shalt Not Die, response:	can cure any wounds.
context: our patients' lives just slip through our fingers...\Death, the ultimate form of science?\What a load!\I'll kill anyone who doesn't value life!\So you're the Armed Detective Agency's physician,\Yosano Akiko...\My ability, Thou Shalt Not Die,\can cure any wounds. response:	Even my own wounds, as you can see.
context: Death, the ultimate form of science?\What a load!\I'll kill anyone who doesn't value life!\So you're the Armed Detective Agency's physician,\Yosano Akiko...\My ability, Thou Shalt Not Die,\can cure any wounds.\Even my own wounds, as you can see. response:	But the necessary conditions are harsh.
context: What a load!\I'll kill anyone who doesn't value life!\So you're the Armed Detective Agency's physician,\Yosano Akiko...\My ability, Thou Shalt Not Die,\can cure any wounds.\Even my own wounds, as you can see.\But the necessary conditions are harsh. response:	It can only cure lethal injuries.
context: I'll kill anyone who doesn't value life!\So you're the Armed Detective Agency's physician,\Yosano Akiko...\My ability, Thou Shalt Not Die,\can cure any wounds.\Even my own wounds, as you can see.\But the necessary conditions are harsh.\It can only cure lethal injuries. response:	What an inconvenient ability.
context: So you're the Armed Detective Agency's physician,\Yosano Akiko...\My ability, Thou Shalt Not Die,\can cure any wounds.\Even my own wounds, as you can see.\But the necessary conditions are harsh.\It can only cure lethal injuries.\What an inconvenient ability. response:	If I want to cure moderate injuries,
context: Yosano Akiko...\My ability, Thou Shalt Not Die,\can cure any wounds.\Even my own wounds, as you can see.\But the necessary conditions are harsh.\It can only cure lethal injuries.\What an inconvenient ability.\If I want to cure moderate injuries, response:	I have to half kill my patient first.
context: My ability, Thou Shalt Not Die,\can cure any wounds.\Even my own wounds, as you can see.\But the necessary conditions are harsh.\It can only cure lethal injuries.\What an inconvenient ability.\If I want to cure moderate injuries,\I have to half kill my patient first. response:	Oh?
context: can cure any wounds.\Even my own wounds, as you can see.\But the necessary conditions are harsh.\It can only cure lethal injuries.\What an inconvenient ability.\If I want to cure moderate injuries,\I have to half kill my patient first.\Oh? response:	You're hurt, aren't you, boy?
context: Even my own wounds, as you can see.\But the necessary conditions are harsh.\It can only cure lethal injuries.\What an inconvenient ability.\If I want to cure moderate injuries,\I have to half kill my patient first.\Oh?\You're hurt, aren't you, boy? response:	Would you like me to treat you?
context: But the necessary conditions are harsh.\It can only cure lethal injuries.\What an inconvenient ability.\If I want to cure moderate injuries,\I have to half kill my patient first.\Oh?\You're hurt, aren't you, boy?\Would you like me to treat you? response:	This is...
context: It can only cure lethal injuries.\What an inconvenient ability.\If I want to cure moderate injuries,\I have to half kill my patient first.\Oh?\You're hurt, aren't you, boy?\Would you like me to treat you?\This is... response:	It's over.
context: What an inconvenient ability.\If I want to cure moderate injuries,\I have to half kill my patient first.\Oh?\You're hurt, aren't you, boy?\Would you like me to treat you?\This is...\It's over. response:	My name is Kyouka.
context: If I want to cure moderate injuries,\I have to half kill my patient first.\Oh?\You're hurt, aren't you, boy?\Would you like me to treat you?\This is...\It's over.\My name is Kyouka. response:	I've killed 35 people.
context: I have to half kill my patient first.\Oh?\You're hurt, aren't you, boy?\Would you like me to treat you?\This is...\It's over.\My name is Kyouka.\I've killed 35 people. response:	Where's the bomb?
context: Oh?\You're hurt, aren't you, boy?\Would you like me to treat you?\This is...\It's over.\My name is Kyouka.\I've killed 35 people.\Where's the bomb? response:	My last victims were a family of three,
context: You're hurt, aren't you, boy?\Would you like me to treat you?\This is...\It's over.\My name is Kyouka.\I've killed 35 people.\Where's the bomb?\My last victims were a family of three, response:	a father, a mother, and a boy.
context: Would you like me to treat you?\This is...\It's over.\My name is Kyouka.\I've killed 35 people.\Where's the bomb?\My last victims were a family of three,\a father, a mother, and a boy. response:	Demon Snow slit their throats.
context: This is...\It's over.\My name is Kyouka.\I've killed 35 people.\Where's the bomb?\My last victims were a family of three,\a father, a mother, and a boy.\Demon Snow slit their throats. response:	What have you done?!
context: It's over.\My name is Kyouka.\I've killed 35 people.\Where's the bomb?\My last victims were a family of three,\a father, a mother, and a boy.\Demon Snow slit their throats.\What have you done?! response:	Who are you?
context: My name is Kyouka.\I've killed 35 people.\Where's the bomb?\My last victims were a family of three,\a father, a mother, and a boy.\Demon Snow slit their throats.\What have you done?!\Who are you? response:	I can't feel any emotion in your words, or even in you, yourself.
context: I've killed 35 people.\Where's the bomb?\My last victims were a family of three,\a father, a mother, and a boy.\Demon Snow slit their throats.\What have you done?!\Who are you?\I can't feel any emotion in your words, or even in you, yourself. response:	You're like a killing machine.
context: Where's the bomb?\My last victims were a family of three,\a father, a mother, and a boy.\Demon Snow slit their throats.\What have you done?!\Who are you?\I can't feel any emotion in your words, or even in you, yourself.\You're like a killing machine. response:	If you feel anything, you should put it into words.
context: My last victims were a family of three,\a father, a mother, and a boy.\Demon Snow slit their throats.\What have you done?!\Who are you?\I can't feel any emotion in your words, or even in you, yourself.\You're like a killing machine.\If you feel anything, you should put it into words. response:	Otherwise, an idiot like me won't get it.
context: a father, a mother, and a boy.\Demon Snow slit their throats.\What have you done?!\Who are you?\I can't feel any emotion in your words, or even in you, yourself.\You're like a killing machine.\If you feel anything, you should put it into words.\Otherwise, an idiot like me won't get it. response:	Is something like this what you really want to do?!
context: Demon Snow slit their throats.\What have you done?!\Who are you?\I can't feel any emotion in your words, or even in you, yourself.\You're like a killing machine.\If you feel anything, you should put it into words.\Otherwise, an idiot like me won't get it.\Is something like this what you really want to do?! response:	This is the train conductor's office.
context: What have you done?!\Who are you?\I can't feel any emotion in your words, or even in you, yourself.\You're like a killing machine.\If you feel anything, you should put it into words.\Otherwise, an idiot like me won't get it.\Is something like this what you really want to do?!\This is the train conductor's office. response:	Atsushi!
context: Who are you?\I can't feel any emotion in your words, or even in you, yourself.\You're like a killing machine.\If you feel anything, you should put it into words.\Otherwise, an idiot like me won't get it.\Is something like this what you really want to do?!\This is the train conductor's office.\Atsushi! response:	You still breathing?
context: I can't feel any emotion in your words, or even in you, yourself.\You're like a killing machine.\If you feel anything, you should put it into words.\Otherwise, an idiot like me won't get it.\Is something like this what you really want to do?!\This is the train conductor's office.\Atsushi!\You still breathing? response:	Dr. Yosano?
context: You're like a killing machine.\If you feel anything, you should put it into words.\Otherwise, an idiot like me won't get it.\Is something like this what you really want to do?!\This is the train conductor's office.\Atsushi!\You still breathing?\Dr. Yosano? response:	According to this weak-ass bomber here,
context: If you feel anything, you should put it into words.\Otherwise, an idiot like me won't get it.\Is something like this what you really want to do?!\This is the train conductor's office.\Atsushi!\You still breathing?\Dr. Yosano?\According to this weak-ass bomber here, response:	your bomb has a remote detonator.
context: Otherwise, an idiot like me won't get it.\Is something like this what you really want to do?!\This is the train conductor's office.\Atsushi!\You still breathing?\Dr. Yosano?\According to this weak-ass bomber here,\your bomb has a remote detonator. response:	If you make one mistake trying to defuse it,
context: Is something like this what you really want to do?!\This is the train conductor's office.\Atsushi!\You still breathing?\Dr. Yosano?\According to this weak-ass bomber here,\your bomb has a remote detonator.\If you make one mistake trying to defuse it, response:	it'll explode in a matter of seconds.
context: This is the train conductor's office.\Atsushi!\You still breathing?\Dr. Yosano?\According to this weak-ass bomber here,\your bomb has a remote detonator.\If you make one mistake trying to defuse it,\it'll explode in a matter of seconds. response:	You'll have to use the remote detonator's stop button to deactivate it.
context: Atsushi!\You still breathing?\Dr. Yosano?\According to this weak-ass bomber here,\your bomb has a remote detonator.\If you make one mistake trying to defuse it,\it'll explode in a matter of seconds.\You'll have to use the remote detonator's stop button to deactivate it. response:	The Mafia agent there should have it.
context: You still breathing?\Dr. Yosano?\According to this weak-ass bomber here,\your bomb has a remote detonator.\If you make one mistake trying to defuse it,\it'll explode in a matter of seconds.\You'll have to use the remote detonator's stop button to deactivate it.\The Mafia agent there should have it. response:	Do you have it?
context: Dr. Yosano?\According to this weak-ass bomber here,\your bomb has a remote detonator.\If you make one mistake trying to defuse it,\it'll explode in a matter of seconds.\You'll have to use the remote detonator's stop button to deactivate it.\The Mafia agent there should have it.\Do you have it? response:	Give it to me.
context: According to this weak-ass bomber here,\your bomb has a remote detonator.\If you make one mistake trying to defuse it,\it'll explode in a matter of seconds.\You'll have to use the remote detonator's stop button to deactivate it.\The Mafia agent there should have it.\Do you have it?\Give it to me. response:	What?!
context: your bomb has a remote detonator.\If you make one mistake trying to defuse it,\it'll explode in a matter of seconds.\You'll have to use the remote detonator's stop button to deactivate it.\The Mafia agent there should have it.\Do you have it?\Give it to me.\What?! response:	You pressed the button, Kyouka?
context: If you make one mistake trying to defuse it,\it'll explode in a matter of seconds.\You'll have to use the remote detonator's stop button to deactivate it.\The Mafia agent there should have it.\Do you have it?\Give it to me.\What?!\You pressed the button, Kyouka? response:	You pressed the button, Kyouka?
context: it'll explode in a matter of seconds.\You'll have to use the remote detonator's stop button to deactivate it.\The Mafia agent there should have it.\Do you have it?\Give it to me.\What?!\You pressed the button, Kyouka?\You pressed the button, Kyouka? response:	Deactivating the bomb is unnecessary.
context: You'll have to use the remote detonator's stop button to deactivate it.\The Mafia agent there should have it.\Do you have it?\Give it to me.\What?!\You pressed the button, Kyouka?\You pressed the button, Kyouka?\Deactivating the bomb is unnecessary. response:	Die along with the passengers
context: The Mafia agent there should have it.\Do you have it?\Give it to me.\What?!\You pressed the button, Kyouka?\You pressed the button, Kyouka?\Deactivating the bomb is unnecessary.\Die along with the passengers response:	and show the hapless masses that the Port Mafia should be feared.
context: Do you have it?\Give it to me.\What?!\You pressed the button, Kyouka?\You pressed the button, Kyouka?\Deactivating the bomb is unnecessary.\Die along with the passengers\and show the hapless masses that the Port Mafia should be feared. response:	Take the bomb off!
context: Give it to me.\What?!\You pressed the button, Kyouka?\You pressed the button, Kyouka?\Deactivating the bomb is unnecessary.\Die along with the passengers\and show the hapless masses that the Port Mafia should be feared.\Take the bomb off! response:	How much time do we have left?!
context: What?!\You pressed the button, Kyouka?\You pressed the button, Kyouka?\Deactivating the bomb is unnecessary.\Die along with the passengers\and show the hapless masses that the Port Mafia should be feared.\Take the bomb off!\How much time do we have left?! response:	There's no time!
context: You pressed the button, Kyouka?\You pressed the button, Kyouka?\Deactivating the bomb is unnecessary.\Die along with the passengers\and show the hapless masses that the Port Mafia should be feared.\Take the bomb off!\How much time do we have left?!\There's no time! response:	What?
context: You pressed the button, Kyouka?\Deactivating the bomb is unnecessary.\Die along with the passengers\and show the hapless masses that the Port Mafia should be feared.\Take the bomb off!\How much time do we have left?!\There's no time!\What? response:	I am an idiot, after all...
context: Deactivating the bomb is unnecessary.\Die along with the passengers\and show the hapless masses that the Port Mafia should be feared.\Take the bomb off!\How much time do we have left?!\There's no time!\What?\I am an idiot, after all... response:	I only realized once her slender arms pushed me...
context: Die along with the passengers\and show the hapless masses that the Port Mafia should be feared.\Take the bomb off!\How much time do we have left?!\There's no time!\What?\I am an idiot, after all...\I only realized once her slender arms pushed me... response:	that her ability is always activated by a voice from her cell phone.
context: and show the hapless masses that the Port Mafia should be feared.\Take the bomb off!\How much time do we have left?!\There's no time!\What?\I am an idiot, after all...\I only realized once her slender arms pushed me...\that her ability is always activated by a voice from her cell phone. response:	She is unable to control her own ability.
context: Take the bomb off!\How much time do we have left?!\There's no time!\What?\I am an idiot, after all...\I only realized once her slender arms pushed me...\that her ability is always activated by a voice from her cell phone.\She is unable to control her own ability. response:	My name is Kyouka.
context: How much time do we have left?!\There's no time!\What?\I am an idiot, after all...\I only realized once her slender arms pushed me...\that her ability is always activated by a voice from her cell phone.\She is unable to control her own ability.\My name is Kyouka. response:	I've killed 35 people.
context: There's no time!\What?\I am an idiot, after all...\I only realized once her slender arms pushed me...\that her ability is always activated by a voice from her cell phone.\She is unable to control her own ability.\My name is Kyouka.\I've killed 35 people. response:	I don't want to kill anyone else!
context: What?\I am an idiot, after all...\I only realized once her slender arms pushed me...\that her ability is always activated by a voice from her cell phone.\She is unable to control her own ability.\My name is Kyouka.\I've killed 35 people.\I don't want to kill anyone else! response:	Atsushi!
context: I am an idiot, after all...\I only realized once her slender arms pushed me...\that her ability is always activated by a voice from her cell phone.\She is unable to control her own ability.\My name is Kyouka.\I've killed 35 people.\I don't want to kill anyone else!\Atsushi! response:	Um...
context: I only realized once her slender arms pushed me...\that her ability is always activated by a voice from her cell phone.\She is unable to control her own ability.\My name is Kyouka.\I've killed 35 people.\I don't want to kill anyone else!\Atsushi!\Um... response:	No matter how powerful it may be, a pawn is just a pawn...
context: that her ability is always activated by a voice from her cell phone.\She is unable to control her own ability.\My name is Kyouka.\I've killed 35 people.\I don't want to kill anyone else!\Atsushi!\Um...\No matter how powerful it may be, a pawn is just a pawn... response:	What about you?
context: She is unable to control her own ability.\My name is Kyouka.\I've killed 35 people.\I don't want to kill anyone else!\Atsushi!\Um...\No matter how powerful it may be, a pawn is just a pawn...\What about you? response:	Are you a pawn or the master?
context: My name is Kyouka.\I've killed 35 people.\I don't want to kill anyone else!\Atsushi!\Um...\No matter how powerful it may be, a pawn is just a pawn...\What about you?\Are you a pawn or the master? response:	Or are you a pawn who is waiting to be crushed?
context: I've killed 35 people.\I don't want to kill anyone else!\Atsushi!\Um...\No matter how powerful it may be, a pawn is just a pawn...\What about you?\Are you a pawn or the master?\Or are you a pawn who is waiting to be crushed? response:	She didn't kill people of her own free will.
context: I don't want to kill anyone else!\Atsushi!\Um...\No matter how powerful it may be, a pawn is just a pawn...\What about you?\Are you a pawn or the master?\Or are you a pawn who is waiting to be crushed?\She didn't kill people of her own free will. response:	Gifts don't necessarily bring happiness to their wielders.
context: Atsushi!\Um...\No matter how powerful it may be, a pawn is just a pawn...\What about you?\Are you a pawn or the master?\Or are you a pawn who is waiting to be crushed?\She didn't kill people of her own free will.\Gifts don't necessarily bring happiness to their wielders. response:	I know that better than anyone!
context: Um...\No matter how powerful it may be, a pawn is just a pawn...\What about you?\Are you a pawn or the master?\Or are you a pawn who is waiting to be crushed?\She didn't kill people of her own free will.\Gifts don't necessarily bring happiness to their wielders.\I know that better than anyone! response:	But if I hand her over to the police,
context: No matter how powerful it may be, a pawn is just a pawn...\What about you?\Are you a pawn or the master?\Or are you a pawn who is waiting to be crushed?\She didn't kill people of her own free will.\Gifts don't necessarily bring happiness to their wielders.\I know that better than anyone!\But if I hand her over to the police, response:	she'll be put to death for sure.
context: What about you?\Are you a pawn or the master?\Or are you a pawn who is waiting to be crushed?\She didn't kill people of her own free will.\Gifts don't necessarily bring happiness to their wielders.\I know that better than anyone!\But if I hand her over to the police,\she'll be put to death for sure. response:	Where are you taking me?
context: Are you a pawn or the master?\Or are you a pawn who is waiting to be crushed?\She didn't kill people of her own free will.\Gifts don't necessarily bring happiness to their wielders.\I know that better than anyone!\But if I hand her over to the police,\she'll be put to death for sure.\Where are you taking me? response:	That's... um...
context: Or are you a pawn who is waiting to be crushed?\She didn't kill people of her own free will.\Gifts don't necessarily bring happiness to their wielders.\I know that better than anyone!\But if I hand her over to the police,\she'll be put to death for sure.\Where are you taking me?\That's... um... response:	Oh, let's go on a date, for starters.
context: She didn't kill people of her own free will.\Gifts don't necessarily bring happiness to their wielders.\I know that better than anyone!\But if I hand her over to the police,\she'll be put to death for sure.\Where are you taking me?\That's... um...\Oh, let's go on a date, for starters. response:	Huh?
context: Gifts don't necessarily bring happiness to their wielders.\I know that better than anyone!\But if I hand her over to the police,\she'll be put to death for sure.\Where are you taking me?\That's... um...\Oh, let's go on a date, for starters.\Huh? response:	A date with you?
context: I know that better than anyone!\But if I hand her over to the police,\she'll be put to death for sure.\Where are you taking me?\That's... um...\Oh, let's go on a date, for starters.\Huh?\A date with you? response:	Episode 9
context: But if I hand her over to the police,\she'll be put to death for sure.\Where are you taking me?\That's... um...\Oh, let's go on a date, for starters.\Huh?\A date with you?\Episode 9 response:	The Beauty Is Quiet Like a Stone Statue
context: she'll be put to death for sure.\Where are you taking me?\That's... um...\Oh, let's go on a date, for starters.\Huh?\A date with you?\Episode 9\The Beauty Is Quiet Like a Stone Statue response:	The Beauty Is Quiet Like a Stone Statue.
context: Where are you taking me?\That's... um...\Oh, let's go on a date, for starters.\Huh?\A date with you?\Episode 9\The Beauty Is Quiet Like a Stone Statue\The Beauty Is Quiet Like a Stone Statue. response:	Boiled tofu is delicious.
