context: Looks like the first piece will be moving soon. response:	Question: Do you desire the destruction of the Imanity?
context: No, there are men and elders, too...\Okay! That's it! That Arcadia is mine!\We're going after the animal girls!\Right... now!\Wait! They're one of the three biggest countries in the world!\Conquer the animal girl kingdom. Now.\Silence!\You and your false ears shall not stand between me and the real ones! response:	The animal girl kingdom is waiting for me.
context: Okay! That's it! That Arcadia is mine!\We're going after the animal girls!\Right... now!\Wait! They're one of the three biggest countries in the world!\Conquer the animal girl kingdom. Now.\Silence!\You and your false ears shall not stand between me and the real ones!\The animal girl kingdom is waiting for me. response:	Brother, first...
context: We're going after the animal girls!\Right... now!\Wait! They're one of the three biggest countries in the world!\Conquer the animal girl kingdom. Now.\Silence!\You and your false ears shall not stand between me and the real ones!\The animal girl kingdom is waiting for me.\Brother, first... response:	Oh, that's right.
context: Right... now!\Wait! They're one of the three biggest countries in the world!\Conquer the animal girl kingdom. Now.\Silence!\You and your false ears shall not stand between me and the real ones!\The animal girl kingdom is waiting for me.\Brother, first...\Oh, that's right. response:	Okay, let's go, sister.
context: Wait! They're one of the three biggest countries in the world!\Conquer the animal girl kingdom. Now.\Silence!\You and your false ears shall not stand between me and the real ones!\The animal girl kingdom is waiting for me.\Brother, first...\Oh, that's right.\Okay, let's go, sister. response:	Indeed.
context: Conquer the animal girl kingdom. Now.\Silence!\You and your false ears shall not stand between me and the real ones!\The animal girl kingdom is waiting for me.\Brother, first...\Oh, that's right.\Okay, let's go, sister.\Indeed. response:	Wait a sec
context: Silence!\You and your false ears shall not stand between me and the real ones!\The animal girl kingdom is waiting for me.\Brother, first...\Oh, that's right.\Okay, let's go, sister.\Indeed.\Wait a sec response:	You're leaving me here?
context: You and your false ears shall not stand between me and the real ones!\The animal girl kingdom is waiting for me.\Brother, first...\Oh, that's right.\Okay, let's go, sister.\Indeed.\Wait a sec\You're leaving me here? response:	We didn't find a thing.
context: The animal girl kingdom is waiting for me.\Brother, first...\Oh, that's right.\Okay, let's go, sister.\Indeed.\Wait a sec\You're leaving me here?\We didn't find a thing. response:	This country is weird.
context: Brother, first...\Oh, that's right.\Okay, let's go, sister.\Indeed.\Wait a sec\You're leaving me here?\We didn't find a thing.\This country is weird. response:	Yeah.
context: Oh, that's right.\Okay, let's go, sister.\Indeed.\Wait a sec\You're leaving me here?\We didn't find a thing.\This country is weird.\Yeah. response:	This isn't that good.
context: Okay, let's go, sister.\Indeed.\Wait a sec\You're leaving me here?\We didn't find a thing.\This country is weird.\Yeah.\This isn't that good. response:	There's a shortage of goods like sugar.
context: Indeed.\Wait a sec\You're leaving me here?\We didn't find a thing.\This country is weird.\Yeah.\This isn't that good.\There's a shortage of goods like sugar. response:	So Steph's cookies were good
context: Wait a sec\You're leaving me here?\We didn't find a thing.\This country is weird.\Yeah.\This isn't that good.\There's a shortage of goods like sugar.\So Steph's cookies were good response:	because she was able to make the best of what she had.
context: You're leaving me here?\We didn't find a thing.\This country is weird.\Yeah.\This isn't that good.\There's a shortage of goods like sugar.\So Steph's cookies were good\because she was able to make the best of what she had. response:	I found you!
context: We didn't find a thing.\This country is weird.\Yeah.\This isn't that good.\There's a shortage of goods like sugar.\So Steph's cookies were good\because she was able to make the best of what she had.\I found you! response:	Oh, Steph.
context: This country is weird.\Yeah.\This isn't that good.\There's a shortage of goods like sugar.\So Steph's cookies were good\because she was able to make the best of what she had.\I found you!\Oh, Steph. response:	Where did you go?
context: Yeah.\This isn't that good.\There's a shortage of goods like sugar.\So Steph's cookies were good\because she was able to make the best of what she had.\I found you!\Oh, Steph.\Where did you go? response:	What do you mean, Oh?
context: This isn't that good.\There's a shortage of goods like sugar.\So Steph's cookies were good\because she was able to make the best of what she had.\I found you!\Oh, Steph.\Where did you go?\What do you mean, Oh? response:	You left me in the middle of town dressed like this and then you just forgot me?!
context: There's a shortage of goods like sugar.\So Steph's cookies were good\because she was able to make the best of what she had.\I found you!\Oh, Steph.\Where did you go?\What do you mean, Oh?\You left me in the middle of town dressed like this and then you just forgot me?! response:	Steph, forgive me.
context: So Steph's cookies were good\because she was able to make the best of what she had.\I found you!\Oh, Steph.\Where did you go?\What do you mean, Oh?\You left me in the middle of town dressed like this and then you just forgot me?!\Steph, forgive me. response:	Sit.
context: because she was able to make the best of what she had.\I found you!\Oh, Steph.\Where did you go?\What do you mean, Oh?\You left me in the middle of town dressed like this and then you just forgot me?!\Steph, forgive me.\Sit. response:	You make me sit and tell me to forgive you? That's basically brute force!
context: I found you!\Oh, Steph.\Where did you go?\What do you mean, Oh?\You left me in the middle of town dressed like this and then you just forgot me?!\Steph, forgive me.\Sit.\You make me sit and tell me to forgive you? That's basically brute force! response:	This is no good.
context: Oh, Steph.\Where did you go?\What do you mean, Oh?\You left me in the middle of town dressed like this and then you just forgot me?!\Steph, forgive me.\Sit.\You make me sit and tell me to forgive you? That's basically brute force!\This is no good. response:	I need to do something about these two.
context: Where did you go?\What do you mean, Oh?\You left me in the middle of town dressed like this and then you just forgot me?!\Steph, forgive me.\Sit.\You make me sit and tell me to forgive you? That's basically brute force!\This is no good.\I need to do something about these two. response:	But if I'm going to beat them in a game,
context: What do you mean, Oh?\You left me in the middle of town dressed like this and then you just forgot me?!\Steph, forgive me.\Sit.\You make me sit and tell me to forgive you? That's basically brute force!\This is no good.\I need to do something about these two.\But if I'm going to beat them in a game, response:	it needs to be a game that really is pure chance,
context: You left me in the middle of town dressed like this and then you just forgot me?!\Steph, forgive me.\Sit.\You make me sit and tell me to forgive you? That's basically brute force!\This is no good.\I need to do something about these two.\But if I'm going to beat them in a game,\it needs to be a game that really is pure chance, response:	where math doesn't play a part.
context: Steph, forgive me.\Sit.\You make me sit and tell me to forgive you? That's basically brute force!\This is no good.\I need to do something about these two.\But if I'm going to beat them in a game,\it needs to be a game that really is pure chance,\where math doesn't play a part. response:	Then...
context: Sit.\You make me sit and tell me to forgive you? That's basically brute force!\This is no good.\I need to do something about these two.\But if I'm going to beat them in a game,\it needs to be a game that really is pure chance,\where math doesn't play a part.\Then... response:	Sora! One more match!
context: You make me sit and tell me to forgive you? That's basically brute force!\This is no good.\I need to do something about these two.\But if I'm going to beat them in a game,\it needs to be a game that really is pure chance,\where math doesn't play a part.\Then...\Sora! One more match! response:	Beg.
context: This is no good.\I need to do something about these two.\But if I'm going to beat them in a game,\it needs to be a game that really is pure chance,\where math doesn't play a part.\Then...\Sora! One more match!\Beg. response:	Seriously? What are we betting now?
context: I need to do something about these two.\But if I'm going to beat them in a game,\it needs to be a game that really is pure chance,\where math doesn't play a part.\Then...\Sora! One more match!\Beg.\Seriously? What are we betting now? response:	Beg.
context: But if I'm going to beat them in a game,\it needs to be a game that really is pure chance,\where math doesn't play a part.\Then...\Sora! One more match!\Beg.\Seriously? What are we betting now?\Beg. response:	Of course, for the sake of the country, I'll bet the same thing I did this morning,
context: it needs to be a game that really is pure chance,\where math doesn't play a part.\Then...\Sora! One more match!\Beg.\Seriously? What are we betting now?\Beg.\Of course, for the sake of the country, I'll bet the same thing I did this morning, response:	and make you a fulfilled human!
context: where math doesn't play a part.\Then...\Sora! One more match!\Beg.\Seriously? What are we betting now?\Beg.\Of course, for the sake of the country, I'll bet the same thing I did this morning,\and make you a fulfilled human! response:	Steph, I believed in y
context: Then...\Sora! One more match!\Beg.\Seriously? What are we betting now?\Beg.\Of course, for the sake of the country, I'll bet the same thing I did this morning,\and make you a fulfilled human!\Steph, I believed in y response:	I will accept on behalf of Blank.
context: Sora! One more match!\Beg.\Seriously? What are we betting now?\Beg.\Of course, for the sake of the country, I'll bet the same thing I did this morning,\and make you a fulfilled human!\Steph, I believed in y\I will accept on behalf of Blank. response:	If you lose, you must do one thing I tell you to.
context: Beg.\Seriously? What are we betting now?\Beg.\Of course, for the sake of the country, I'll bet the same thing I did this morning,\and make you a fulfilled human!\Steph, I believed in y\I will accept on behalf of Blank.\If you lose, you must do one thing I tell you to. response:	No... my sister!
context: Seriously? What are we betting now?\Beg.\Of course, for the sake of the country, I'll bet the same thing I did this morning,\and make you a fulfilled human!\Steph, I believed in y\I will accept on behalf of Blank.\If you lose, you must do one thing I tell you to.\No... my sister! response:	That's fine.
context: Beg.\Of course, for the sake of the country, I'll bet the same thing I did this morning,\and make you a fulfilled human!\Steph, I believed in y\I will accept on behalf of Blank.\If you lose, you must do one thing I tell you to.\No... my sister!\That's fine. response:	We'll compete to see
context: Of course, for the sake of the country, I'll bet the same thing I did this morning,\and make you a fulfilled human!\Steph, I believed in y\I will accept on behalf of Blank.\If you lose, you must do one thing I tell you to.\No... my sister!\That's fine.\We'll compete to see response:	whether the next person to go down that alley is a man or a woman!
context: and make you a fulfilled human!\Steph, I believed in y\I will accept on behalf of Blank.\If you lose, you must do one thing I tell you to.\No... my sister!\That's fine.\We'll compete to see\whether the next person to go down that alley is a man or a woman! response:	Best out of ten.
context: Steph, I believed in y\I will accept on behalf of Blank.\If you lose, you must do one thing I tell you to.\No... my sister!\That's fine.\We'll compete to see\whether the next person to go down that alley is a man or a woman!\Best out of ten. response:	Aschente!
context: I will accept on behalf of Blank.\If you lose, you must do one thing I tell you to.\No... my sister!\That's fine.\We'll compete to see\whether the next person to go down that alley is a man or a woman!\Best out of ten.\Aschente! response:	Aschente!
context: If you lose, you must do one thing I tell you to.\No... my sister!\That's fine.\We'll compete to see\whether the next person to go down that alley is a man or a woman!\Best out of ten.\Aschente!\Aschente! response:	vs
context: No... my sister!\That's fine.\We'll compete to see\whether the next person to go down that alley is a man or a woman!\Best out of ten.\Aschente!\Aschente!\vs response:	This doesn't make sense!
context: That's fine.\We'll compete to see\whether the next person to go down that alley is a man or a woman!\Best out of ten.\Aschente!\Aschente!\vs\This doesn't make sense! response:	Do you really think the people
context: We'll compete to see\whether the next person to go down that alley is a man or a woman!\Best out of ten.\Aschente!\Aschente!\vs\This doesn't make sense!\Do you really think the people response:	who go down that alley have no goal in mind at all?
context: whether the next person to go down that alley is a man or a woman!\Best out of ten.\Aschente!\Aschente!\vs\This doesn't make sense!\Do you really think the people\who go down that alley have no goal in mind at all? response:	Shiro applied the data on time-based sex ratios, occupations,
context: Best out of ten.\Aschente!\Aschente!\vs\This doesn't make sense!\Do you really think the people\who go down that alley have no goal in mind at all?\Shiro applied the data on time-based sex ratios, occupations, response:	and employment rate for this area to the general trends I observed.
context: Aschente!\Aschente!\vs\This doesn't make sense!\Do you really think the people\who go down that alley have no goal in mind at all?\Shiro applied the data on time-based sex ratios, occupations,\and employment rate for this area to the general trends I observed. response:	Do you always take these things so seriously?
context: Aschente!\vs\This doesn't make sense!\Do you really think the people\who go down that alley have no goal in mind at all?\Shiro applied the data on time-based sex ratios, occupations,\and employment rate for this area to the general trends I observed.\Do you always take these things so seriously? response:	That's a silly question.
context: vs\This doesn't make sense!\Do you really think the people\who go down that alley have no goal in mind at all?\Shiro applied the data on time-based sex ratios, occupations,\and employment rate for this area to the general trends I observed.\Do you always take these things so seriously?\That's a silly question. response:	When it comes to games...
context: This doesn't make sense!\Do you really think the people\who go down that alley have no goal in mind at all?\Shiro applied the data on time-based sex ratios, occupations,\and employment rate for this area to the general trends I observed.\Do you always take these things so seriously?\That's a silly question.\When it comes to games... response:	We're always serious.
context: Do you really think the people\who go down that alley have no goal in mind at all?\Shiro applied the data on time-based sex ratios, occupations,\and employment rate for this area to the general trends I observed.\Do you always take these things so seriously?\That's a silly question.\When it comes to games...\We're always serious. response:	And so,
context: who go down that alley have no goal in mind at all?\Shiro applied the data on time-based sex ratios, occupations,\and employment rate for this area to the general trends I observed.\Do you always take these things so seriously?\That's a silly question.\When it comes to games...\We're always serious.\And so, response:	I'm taking your panties.
context: Shiro applied the data on time-based sex ratios, occupations,\and employment rate for this area to the general trends I observed.\Do you always take these things so seriously?\That's a silly question.\When it comes to games...\We're always serious.\And so,\I'm taking your panties. response:	I'm really ruined forever now, aren't I?
context: and employment rate for this area to the general trends I observed.\Do you always take these things so seriously?\That's a silly question.\When it comes to games...\We're always serious.\And so,\I'm taking your panties.\I'm really ruined forever now, aren't I? response:	Hey, Shiro.
context: Do you always take these things so seriously?\That's a silly question.\When it comes to games...\We're always serious.\And so,\I'm taking your panties.\I'm really ruined forever now, aren't I?\Hey, Shiro. response:	This is actually depressing to watch.
context: That's a silly question.\When it comes to games...\We're always serious.\And so,\I'm taking your panties.\I'm really ruined forever now, aren't I?\Hey, Shiro.\This is actually depressing to watch. response:	I'm just 11 years old.
context: When it comes to games...\We're always serious.\And so,\I'm taking your panties.\I'm really ruined forever now, aren't I?\Hey, Shiro.\This is actually depressing to watch.\I'm just 11 years old. response:	I'm a kid, so I don't understand.
context: We're always serious.\And so,\I'm taking your panties.\I'm really ruined forever now, aren't I?\Hey, Shiro.\This is actually depressing to watch.\I'm just 11 years old.\I'm a kid, so I don't understand. response:	You seem like you're in a bad mood.
context: And so,\I'm taking your panties.\I'm really ruined forever now, aren't I?\Hey, Shiro.\This is actually depressing to watch.\I'm just 11 years old.\I'm a kid, so I don't understand.\You seem like you're in a bad mood. response:	You're being pretty brutal on Steph.
context: I'm taking your panties.\I'm really ruined forever now, aren't I?\Hey, Shiro.\This is actually depressing to watch.\I'm just 11 years old.\I'm a kid, so I don't understand.\You seem like you're in a bad mood.\You're being pretty brutal on Steph. response:	I am not.
context: I'm really ruined forever now, aren't I?\Hey, Shiro.\This is actually depressing to watch.\I'm just 11 years old.\I'm a kid, so I don't understand.\You seem like you're in a bad mood.\You're being pretty brutal on Steph.\I am not. response:	I'm just getting started!
context: Hey, Shiro.\This is actually depressing to watch.\I'm just 11 years old.\I'm a kid, so I don't understand.\You seem like you're in a bad mood.\You're being pretty brutal on Steph.\I am not.\I'm just getting started! response:	I haven't shown my true strength yet!
context: This is actually depressing to watch.\I'm just 11 years old.\I'm a kid, so I don't understand.\You seem like you're in a bad mood.\You're being pretty brutal on Steph.\I am not.\I'm just getting started!\I haven't shown my true strength yet! response:	No, you're showing everything right now.
context: I'm just 11 years old.\I'm a kid, so I don't understand.\You seem like you're in a bad mood.\You're being pretty brutal on Steph.\I am not.\I'm just getting started!\I haven't shown my true strength yet!\No, you're showing everything right now. response:	Here I go!
context: I'm a kid, so I don't understand.\You seem like you're in a bad mood.\You're being pretty brutal on Steph.\I am not.\I'm just getting started!\I haven't shown my true strength yet!\No, you're showing everything right now.\Here I go! response:	Aschente!
context: You seem like you're in a bad mood.\You're being pretty brutal on Steph.\I am not.\I'm just getting started!\I haven't shown my true strength yet!\No, you're showing everything right now.\Here I go!\Aschente! response:	Aschente!
context: You're being pretty brutal on Steph.\I am not.\I'm just getting started!\I haven't shown my true strength yet!\No, you're showing everything right now.\Here I go!\Aschente!\Aschente! response:	Ghost Leg
context: I am not.\I'm just getting started!\I haven't shown my true strength yet!\No, you're showing everything right now.\Here I go!\Aschente!\Aschente!\Ghost Leg response:	What she bet...
context: I'm just getting started!\I haven't shown my true strength yet!\No, you're showing everything right now.\Here I go!\Aschente!\Aschente!\Ghost Leg\What she bet... response:	Shawl
context: I haven't shown my true strength yet!\No, you're showing everything right now.\Here I go!\Aschente!\Aschente!\Ghost Leg\What she bet...\Shawl response:	Super-Spicy Russian Takoyaki Roulette
context: No, you're showing everything right now.\Here I go!\Aschente!\Aschente!\Ghost Leg\What she bet...\Shawl\Super-Spicy Russian Takoyaki Roulette response:	What she bet
context: Here I go!\Aschente!\Aschente!\Ghost Leg\What she bet...\Shawl\Super-Spicy Russian Takoyaki Roulette\What she bet response:	Shoes
context: Aschente!\Aschente!\Ghost Leg\What she bet...\Shawl\Super-Spicy Russian Takoyaki Roulette\What she bet\Shoes response:	The Game of Life
context: Aschente!\Ghost Leg\What she bet...\Shawl\Super-Spicy Russian Takoyaki Roulette\What she bet\Shoes\The Game of Life response:	What she bet
context: Ghost Leg\What she bet...\Shawl\Super-Spicy Russian Takoyaki Roulette\What she bet\Shoes\The Game of Life\What she bet response:	Bra
context: What she bet...\Shawl\Super-Spicy Russian Takoyaki Roulette\What she bet\Shoes\The Game of Life\What she bet\Bra response:	Rock-Paper-Scissors
context: Shawl\Super-Spicy Russian Takoyaki Roulette\What she bet\Shoes\The Game of Life\What she bet\Bra\Rock-Paper-Scissors response:	What she bet
context: Super-Spicy Russian Takoyaki Roulette\What she bet\Shoes\The Game of Life\What she bet\Bra\Rock-Paper-Scissors\What she bet response:	Glasses
context: What she bet\Shoes\The Game of Life\What she bet\Bra\Rock-Paper-Scissors\What she bet\Glasses response:	Glasses Steph with Animal Ears
context: Shoes\The Game of Life\What she bet\Bra\Rock-Paper-Scissors\What she bet\Glasses\Glasses Steph with Animal Ears response:	One more... one more match!
context: The Game of Life\What she bet\Bra\Rock-Paper-Scissors\What she bet\Glasses\Glasses Steph with Animal Ears\One more... one more match! response:	You don't have much left to lose.
context: What she bet\Bra\Rock-Paper-Scissors\What she bet\Glasses\Glasses Steph with Animal Ears\One more... one more match!\You don't have much left to lose. response:	A temporary defeat is nothing, if it leads to ultimate victory!
context: Bra\Rock-Paper-Scissors\What she bet\Glasses\Glasses Steph with Animal Ears\One more... one more match!\You don't have much left to lose.\A temporary defeat is nothing, if it leads to ultimate victory! response:	I'm starting to understand why Elkia ended up in such a bad state.
context: Rock-Paper-Scissors\What she bet\Glasses\Glasses Steph with Animal Ears\One more... one more match!\You don't have much left to lose.\A temporary defeat is nothing, if it leads to ultimate victory!\I'm starting to understand why Elkia ended up in such a bad state. response:	This time it'll be pure, 100 chance!
context: What she bet\Glasses\Glasses Steph with Animal Ears\One more... one more match!\You don't have much left to lose.\A temporary defeat is nothing, if it leads to ultimate victory!\I'm starting to understand why Elkia ended up in such a bad state.\This time it'll be pure, 100 chance! response:	How many seconds before those birds take off?
context: Glasses\Glasses Steph with Animal Ears\One more... one more match!\You don't have much left to lose.\A temporary defeat is nothing, if it leads to ultimate victory!\I'm starting to understand why Elkia ended up in such a bad state.\This time it'll be pure, 100 chance!\How many seconds before those birds take off? response:	Fine, I'll let you bet first.
context: Glasses Steph with Animal Ears\One more... one more match!\You don't have much left to lose.\A temporary defeat is nothing, if it leads to ultimate victory!\I'm starting to understand why Elkia ended up in such a bad state.\This time it'll be pure, 100 chance!\How many seconds before those birds take off?\Fine, I'll let you bet first. response:	Aschente.
context: One more... one more match!\You don't have much left to lose.\A temporary defeat is nothing, if it leads to ultimate victory!\I'm starting to understand why Elkia ended up in such a bad state.\This time it'll be pure, 100 chance!\How many seconds before those birds take off?\Fine, I'll let you bet first.\Aschente. response:	How many seconds?
context: You don't have much left to lose.\A temporary defeat is nothing, if it leads to ultimate victory!\I'm starting to understand why Elkia ended up in such a bad state.\This time it'll be pure, 100 chance!\How many seconds before those birds take off?\Fine, I'll let you bet first.\Aschente.\How many seconds? response:	Aschente... okay, 30 seconds!
context: A temporary defeat is nothing, if it leads to ultimate victory!\I'm starting to understand why Elkia ended up in such a bad state.\This time it'll be pure, 100 chance!\How many seconds before those birds take off?\Fine, I'll let you bet first.\Aschente.\How many seconds?\Aschente... okay, 30 seconds! response:	Then I'll take... three seconds!
context: I'm starting to understand why Elkia ended up in such a bad state.\This time it'll be pure, 100 chance!\How many seconds before those birds take off?\Fine, I'll let you bet first.\Aschente.\How many seconds?\Aschente... okay, 30 seconds!\Then I'll take... three seconds! response:	Hey! That's against the rules!
context: This time it'll be pure, 100 chance!\How many seconds before those birds take off?\Fine, I'll let you bet first.\Aschente.\How many seconds?\Aschente... okay, 30 seconds!\Then I'll take... three seconds!\Hey! That's against the rules! response:	You never stated a rule like that, did you?
context: How many seconds before those birds take off?\Fine, I'll let you bet first.\Aschente.\How many seconds?\Aschente... okay, 30 seconds!\Then I'll take... three seconds!\Hey! That's against the rules!\You never stated a rule like that, did you? response:	Steph, give it up.
context: Fine, I'll let you bet first.\Aschente.\How many seconds?\Aschente... okay, 30 seconds!\Then I'll take... three seconds!\Hey! That's against the rules!\You never stated a rule like that, did you?\Steph, give it up. response:	Why?
context: Aschente.\How many seconds?\Aschente... okay, 30 seconds!\Then I'll take... three seconds!\Hey! That's against the rules!\You never stated a rule like that, did you?\Steph, give it up.\Why? response:	Why can't I win?
context: How many seconds?\Aschente... okay, 30 seconds!\Then I'll take... three seconds!\Hey! That's against the rules!\You never stated a rule like that, did you?\Steph, give it up.\Why?\Why can't I win? response:	I'm doing this for Elkia, for Imanity...
context: Aschente... okay, 30 seconds!\Then I'll take... three seconds!\Hey! That's against the rules!\You never stated a rule like that, did you?\Steph, give it up.\Why?\Why can't I win?\I'm doing this for Elkia, for Imanity... response:	Why can't I even win once by chance?
context: Then I'll take... three seconds!\Hey! That's against the rules!\You never stated a rule like that, did you?\Steph, give it up.\Why?\Why can't I win?\I'm doing this for Elkia, for Imanity...\Why can't I even win once by chance? response:	Steph...
context: Hey! That's against the rules!\You never stated a rule like that, did you?\Steph, give it up.\Why?\Why can't I win?\I'm doing this for Elkia, for Imanity...\Why can't I even win once by chance?\Steph... response:	There is no such thing as luck in this world.
context: You never stated a rule like that, did you?\Steph, give it up.\Why?\Why can't I win?\I'm doing this for Elkia, for Imanity...\Why can't I even win once by chance?\Steph...\There is no such thing as luck in this world. response:	Rules, prerequisites, psychological states...
context: Steph, give it up.\Why?\Why can't I win?\I'm doing this for Elkia, for Imanity...\Why can't I even win once by chance?\Steph...\There is no such thing as luck in this world.\Rules, prerequisites, psychological states... response:	There are any number of invisible factors that combine
context: Why?\Why can't I win?\I'm doing this for Elkia, for Imanity...\Why can't I even win once by chance?\Steph...\There is no such thing as luck in this world.\Rules, prerequisites, psychological states...\There are any number of invisible factors that combine response:	to produce an unpredictable but inevitable result.
context: Why can't I win?\I'm doing this for Elkia, for Imanity...\Why can't I even win once by chance?\Steph...\There is no such thing as luck in this world.\Rules, prerequisites, psychological states...\There are any number of invisible factors that combine\to produce an unpredictable but inevitable result. response:	The victor of a game is decided before it even begins.
context: I'm doing this for Elkia, for Imanity...\Why can't I even win once by chance?\Steph...\There is no such thing as luck in this world.\Rules, prerequisites, psychological states...\There are any number of invisible factors that combine\to produce an unpredictable but inevitable result.\The victor of a game is decided before it even begins. response:	There is no chance.
context: Why can't I even win once by chance?\Steph...\There is no such thing as luck in this world.\Rules, prerequisites, psychological states...\There are any number of invisible factors that combine\to produce an unpredictable but inevitable result.\The victor of a game is decided before it even begins.\There is no chance. response:	For example,
context: Steph...\There is no such thing as luck in this world.\Rules, prerequisites, psychological states...\There are any number of invisible factors that combine\to produce an unpredictable but inevitable result.\The victor of a game is decided before it even begins.\There is no chance.\For example, response:	what's the probability of drawing the ace of spades from a deck with no jokers?
context: There is no such thing as luck in this world.\Rules, prerequisites, psychological states...\There are any number of invisible factors that combine\to produce an unpredictable but inevitable result.\The victor of a game is decided before it even begins.\There is no chance.\For example,\what's the probability of drawing the ace of spades from a deck with no jokers? response:	It's one in fifty-two, right?
context: Rules, prerequisites, psychological states...\There are any number of invisible factors that combine\to produce an unpredictable but inevitable result.\The victor of a game is decided before it even begins.\There is no chance.\For example,\what's the probability of drawing the ace of spades from a deck with no jokers?\It's one in fifty-two, right? response:	Normally, yes.
context: There are any number of invisible factors that combine\to produce an unpredictable but inevitable result.\The victor of a game is decided before it even begins.\There is no chance.\For example,\what's the probability of drawing the ace of spades from a deck with no jokers?\It's one in fifty-two, right?\Normally, yes. response:	Brand New
context: to produce an unpredictable but inevitable result.\The victor of a game is decided before it even begins.\There is no chance.\For example,\what's the probability of drawing the ace of spades from a deck with no jokers?\It's one in fifty-two, right?\Normally, yes.\Brand New response:	But what if it's a brand new deck?
context: The victor of a game is decided before it even begins.\There is no chance.\For example,\what's the probability of drawing the ace of spades from a deck with no jokers?\It's one in fifty-two, right?\Normally, yes.\Brand New\But what if it's a brand new deck? response:	The positions of the cards in a new deck are generally always the same.
context: There is no chance.\For example,\what's the probability of drawing the ace of spades from a deck with no jokers?\It's one in fifty-two, right?\Normally, yes.\Brand New\But what if it's a brand new deck?\The positions of the cards in a new deck are generally always the same. response:	If you take out the jokers and draw the very bottom card...
context: For example,\what's the probability of drawing the ace of spades from a deck with no jokers?\It's one in fifty-two, right?\Normally, yes.\Brand New\But what if it's a brand new deck?\The positions of the cards in a new deck are generally always the same.\If you take out the jokers and draw the very bottom card... response:	It's the ace of spades almost 100 of the time.
context: what's the probability of drawing the ace of spades from a deck with no jokers?\It's one in fifty-two, right?\Normally, yes.\Brand New\But what if it's a brand new deck?\The positions of the cards in a new deck are generally always the same.\If you take out the jokers and draw the very bottom card...\It's the ace of spades almost 100 of the time. response:	B-But...
context: It's one in fifty-two, right?\Normally, yes.\Brand New\But what if it's a brand new deck?\The positions of the cards in a new deck are generally always the same.\If you take out the jokers and draw the very bottom card...\It's the ace of spades almost 100 of the time.\B-But... response:	That's right. I didn't say a word about it being a new deck.
context: Normally, yes.\Brand New\But what if it's a brand new deck?\The positions of the cards in a new deck are generally always the same.\If you take out the jokers and draw the very bottom card...\It's the ace of spades almost 100 of the time.\B-But...\That's right. I didn't say a word about it being a new deck. response:	In other words, you didn't know, right?
context: Brand New\But what if it's a brand new deck?\The positions of the cards in a new deck are generally always the same.\If you take out the jokers and draw the very bottom card...\It's the ace of spades almost 100 of the time.\B-But...\That's right. I didn't say a word about it being a new deck.\In other words, you didn't know, right? response:	That knowledge turns the probability from 1.92 to 100.
context: But what if it's a brand new deck?\The positions of the cards in a new deck are generally always the same.\If you take out the jokers and draw the very bottom card...\It's the ace of spades almost 100 of the time.\B-But...\That's right. I didn't say a word about it being a new deck.\In other words, you didn't know, right?\That knowledge turns the probability from 1.92 to 100. response:	In other words, the person with that knowledge is the inevitable victor.
context: The positions of the cards in a new deck are generally always the same.\If you take out the jokers and draw the very bottom card...\It's the ace of spades almost 100 of the time.\B-But...\That's right. I didn't say a word about it being a new deck.\In other words, you didn't know, right?\That knowledge turns the probability from 1.92 to 100.\In other words, the person with that knowledge is the inevitable victor. response:	That's the reason you and Imanity have kept losing,
context: If you take out the jokers and draw the very bottom card...\It's the ace of spades almost 100 of the time.\B-But...\That's right. I didn't say a word about it being a new deck.\In other words, you didn't know, right?\That knowledge turns the probability from 1.92 to 100.\In other words, the person with that knowledge is the inevitable victor.\That's the reason you and Imanity have kept losing, response:	and the reason we're at a loss for what to do.
context: It's the ace of spades almost 100 of the time.\B-But...\That's right. I didn't say a word about it being a new deck.\In other words, you didn't know, right?\That knowledge turns the probability from 1.92 to 100.\In other words, the person with that knowledge is the inevitable victor.\That's the reason you and Imanity have kept losing,\and the reason we're at a loss for what to do. response:	At a loss?
context: B-But...\That's right. I didn't say a word about it being a new deck.\In other words, you didn't know, right?\That knowledge turns the probability from 1.92 to 100.\In other words, the person with that knowledge is the inevitable victor.\That's the reason you and Imanity have kept losing,\and the reason we're at a loss for what to do.\At a loss? response:	We don't have enough information.
context: That's right. I didn't say a word about it being a new deck.\In other words, you didn't know, right?\That knowledge turns the probability from 1.92 to 100.\In other words, the person with that knowledge is the inevitable victor.\That's the reason you and Imanity have kept losing,\and the reason we're at a loss for what to do.\At a loss?\We don't have enough information. response:	Before we can invade the animal girl kingdom,
context: In other words, you didn't know, right?\That knowledge turns the probability from 1.92 to 100.\In other words, the person with that knowledge is the inevitable victor.\That's the reason you and Imanity have kept losing,\and the reason we're at a loss for what to do.\At a loss?\We don't have enough information.\Before we can invade the animal girl kingdom, response:	we've gotta deal with the fact that we don't know their weakness.
context: That knowledge turns the probability from 1.92 to 100.\In other words, the person with that knowledge is the inevitable victor.\That's the reason you and Imanity have kept losing,\and the reason we're at a loss for what to do.\At a loss?\We don't have enough information.\Before we can invade the animal girl kingdom,\we've gotta deal with the fact that we don't know their weakness. response:	All we know is that they've got a sharp sixth sense.
