context: The Grand Magic Games elimination round! Sky Labyrinth... response:	Begin!
context: I have no idea how to read this map!\Lucy's good at stuff like that.\Then let's bring all the maps together and have Lucy decipher'em!\Me?!\If you would.\Sure.\Give us...\I got three more teams' worth! response:	I've got seven teams' worth!
context: Lucy's good at stuff like that.\Then let's bring all the maps together and have Lucy decipher'em!\Me?!\If you would.\Sure.\Give us...\I got three more teams' worth!\I've got seven teams' worth! response:	I'm sorry...
context: Then let's bring all the maps together and have Lucy decipher'em!\Me?!\If you would.\Sure.\Give us...\I got three more teams' worth!\I've got seven teams' worth!\I'm sorry... response:	How cruel...
context: Me?!\If you would.\Sure.\Give us...\I got three more teams' worth!\I've got seven teams' worth!\I'm sorry...\How cruel... response:	It's movin' again!
context: If you would.\Sure.\Give us...\I got three more teams' worth!\I've got seven teams' worth!\I'm sorry...\How cruel...\It's movin' again! response:	Hang on to something!
context: Sure.\Give us...\I got three more teams' worth!\I've got seven teams' worth!\I'm sorry...\How cruel...\It's movin' again!\Hang on to something! response:	It stopped.
context: Give us...\I got three more teams' worth!\I've got seven teams' worth!\I'm sorry...\How cruel...\It's movin' again!\Hang on to something!\It stopped. response:	Alright! Let's get back to our map quest!
context: I got three more teams' worth!\I've got seven teams' worth!\I'm sorry...\How cruel...\It's movin' again!\Hang on to something!\It stopped.\Alright! Let's get back to our map quest! response:	Max! Did you find out anything?!
context: I've got seven teams' worth!\I'm sorry...\How cruel...\It's movin' again!\Hang on to something!\It stopped.\Alright! Let's get back to our map quest!\Max! Did you find out anything?! response:	No. There's the lateness of the hour for one thing, and no relevant info at all out there...
context: I'm sorry...\How cruel...\It's movin' again!\Hang on to something!\It stopped.\Alright! Let's get back to our map quest!\Max! Did you find out anything?!\No. There's the lateness of the hour for one thing, and no relevant info at all out there... response:	I know, right?
context: How cruel...\It's movin' again!\Hang on to something!\It stopped.\Alright! Let's get back to our map quest!\Max! Did you find out anything?!\No. There's the lateness of the hour for one thing, and no relevant info at all out there...\I know, right? response:	Where the heck did you go, Wendy?!
context: It's movin' again!\Hang on to something!\It stopped.\Alright! Let's get back to our map quest!\Max! Did you find out anything?!\No. There's the lateness of the hour for one thing, and no relevant info at all out there...\I know, right?\Where the heck did you go, Wendy?! response:	We need to hurry up and find her so Natsu and the rest can focus on the elimination round.
context: Hang on to something!\It stopped.\Alright! Let's get back to our map quest!\Max! Did you find out anything?!\No. There's the lateness of the hour for one thing, and no relevant info at all out there...\I know, right?\Where the heck did you go, Wendy?!\We need to hurry up and find her so Natsu and the rest can focus on the elimination round. response:	Well, Warren?
context: It stopped.\Alright! Let's get back to our map quest!\Max! Did you find out anything?!\No. There's the lateness of the hour for one thing, and no relevant info at all out there...\I know, right?\Where the heck did you go, Wendy?!\We need to hurry up and find her so Natsu and the rest can focus on the elimination round.\Well, Warren? response:	We're coming up clueless.
context: Alright! Let's get back to our map quest!\Max! Did you find out anything?!\No. There's the lateness of the hour for one thing, and no relevant info at all out there...\I know, right?\Where the heck did you go, Wendy?!\We need to hurry up and find her so Natsu and the rest can focus on the elimination round.\Well, Warren?\We're coming up clueless. response:	I think we've searched most of Crocus,
context: Max! Did you find out anything?!\No. There's the lateness of the hour for one thing, and no relevant info at all out there...\I know, right?\Where the heck did you go, Wendy?!\We need to hurry up and find her so Natsu and the rest can focus on the elimination round.\Well, Warren?\We're coming up clueless.\I think we've searched most of Crocus, response:	and I can't imagine she would be in Domus Flau...
context: No. There's the lateness of the hour for one thing, and no relevant info at all out there...\I know, right?\Where the heck did you go, Wendy?!\We need to hurry up and find her so Natsu and the rest can focus on the elimination round.\Well, Warren?\We're coming up clueless.\I think we've searched most of Crocus,\and I can't imagine she would be in Domus Flau... response:	About all that leaves is the palace...
context: I know, right?\Where the heck did you go, Wendy?!\We need to hurry up and find her so Natsu and the rest can focus on the elimination round.\Well, Warren?\We're coming up clueless.\I think we've searched most of Crocus,\and I can't imagine she would be in Domus Flau...\About all that leaves is the palace... response:	Now that you mention it...
context: Where the heck did you go, Wendy?!\We need to hurry up and find her so Natsu and the rest can focus on the elimination round.\Well, Warren?\We're coming up clueless.\I think we've searched most of Crocus,\and I can't imagine she would be in Domus Flau...\About all that leaves is the palace...\Now that you mention it... response:	What is it?
context: We need to hurry up and find her so Natsu and the rest can focus on the elimination round.\Well, Warren?\We're coming up clueless.\I think we've searched most of Crocus,\and I can't imagine she would be in Domus Flau...\About all that leaves is the palace...\Now that you mention it...\What is it? response:	Carla said she was going to sightseeing spots with Wendy...
context: Well, Warren?\We're coming up clueless.\I think we've searched most of Crocus,\and I can't imagine she would be in Domus Flau...\About all that leaves is the palace...\Now that you mention it...\What is it?\Carla said she was going to sightseeing spots with Wendy... response:	Then... you don't think... they could be in the palace?
context: We're coming up clueless.\I think we've searched most of Crocus,\and I can't imagine she would be in Domus Flau...\About all that leaves is the palace...\Now that you mention it...\What is it?\Carla said she was going to sightseeing spots with Wendy...\Then... you don't think... they could be in the palace? response:	Let's check it out!
context: I think we've searched most of Crocus,\and I can't imagine she would be in Domus Flau...\About all that leaves is the palace...\Now that you mention it...\What is it?\Carla said she was going to sightseeing spots with Wendy...\Then... you don't think... they could be in the palace?\Let's check it out! response:	Yeah!
context: and I can't imagine she would be in Domus Flau...\About all that leaves is the palace...\Now that you mention it...\What is it?\Carla said she was going to sightseeing spots with Wendy...\Then... you don't think... they could be in the palace?\Let's check it out!\Yeah! response:	Hmm... It's rotated around a bunch of times,
context: About all that leaves is the palace...\Now that you mention it...\What is it?\Carla said she was going to sightseeing spots with Wendy...\Then... you don't think... they could be in the palace?\Let's check it out!\Yeah!\Hmm... It's rotated around a bunch of times, response:	so I thought even if we kept heading for the maze's east side, it would waste a lot of time.
context: Now that you mention it...\What is it?\Carla said she was going to sightseeing spots with Wendy...\Then... you don't think... they could be in the palace?\Let's check it out!\Yeah!\Hmm... It's rotated around a bunch of times,\so I thought even if we kept heading for the maze's east side, it would waste a lot of time. response:	So that's why we came to the center part of the labyrinth, huh?
context: What is it?\Carla said she was going to sightseeing spots with Wendy...\Then... you don't think... they could be in the palace?\Let's check it out!\Yeah!\Hmm... It's rotated around a bunch of times,\so I thought even if we kept heading for the maze's east side, it would waste a lot of time.\So that's why we came to the center part of the labyrinth, huh? response:	I figured doing that would make it easy for us to locate east...
context: Carla said she was going to sightseeing spots with Wendy...\Then... you don't think... they could be in the palace?\Let's check it out!\Yeah!\Hmm... It's rotated around a bunch of times,\so I thought even if we kept heading for the maze's east side, it would waste a lot of time.\So that's why we came to the center part of the labyrinth, huh?\I figured doing that would make it easy for us to locate east... response:	And upside down on top of that...
context: Then... you don't think... they could be in the palace?\Let's check it out!\Yeah!\Hmm... It's rotated around a bunch of times,\so I thought even if we kept heading for the maze's east side, it would waste a lot of time.\So that's why we came to the center part of the labyrinth, huh?\I figured doing that would make it easy for us to locate east...\And upside down on top of that... response:	The problem is there is no east or west here.
context: Let's check it out!\Yeah!\Hmm... It's rotated around a bunch of times,\so I thought even if we kept heading for the maze's east side, it would waste a lot of time.\So that's why we came to the center part of the labyrinth, huh?\I figured doing that would make it easy for us to locate east...\And upside down on top of that...\The problem is there is no east or west here. response:	Even the compass has gotten dizzy.
context: Yeah!\Hmm... It's rotated around a bunch of times,\so I thought even if we kept heading for the maze's east side, it would waste a lot of time.\So that's why we came to the center part of the labyrinth, huh?\I figured doing that would make it easy for us to locate east...\And upside down on top of that...\The problem is there is no east or west here.\Even the compass has gotten dizzy. response:	Then we don't know which way to go...
context: Hmm... It's rotated around a bunch of times,\so I thought even if we kept heading for the maze's east side, it would waste a lot of time.\So that's why we came to the center part of the labyrinth, huh?\I figured doing that would make it easy for us to locate east...\And upside down on top of that...\The problem is there is no east or west here.\Even the compass has gotten dizzy.\Then we don't know which way to go... response:	But we can't afford to stand around either.
context: so I thought even if we kept heading for the maze's east side, it would waste a lot of time.\So that's why we came to the center part of the labyrinth, huh?\I figured doing that would make it easy for us to locate east...\And upside down on top of that...\The problem is there is no east or west here.\Even the compass has gotten dizzy.\Then we don't know which way to go...\But we can't afford to stand around either. response:	I was waiting for a time like this!
context: So that's why we came to the center part of the labyrinth, huh?\I figured doing that would make it easy for us to locate east...\And upside down on top of that...\The problem is there is no east or west here.\Even the compass has gotten dizzy.\Then we don't know which way to go...\But we can't afford to stand around either.\I was waiting for a time like this! response:	What are you going on about?
context: I figured doing that would make it easy for us to locate east...\And upside down on top of that...\The problem is there is no east or west here.\Even the compass has gotten dizzy.\Then we don't know which way to go...\But we can't afford to stand around either.\I was waiting for a time like this!\What are you going on about? response:	Is your head spinning too, Lucy?
context: And upside down on top of that...\The problem is there is no east or west here.\Even the compass has gotten dizzy.\Then we don't know which way to go...\But we can't afford to stand around either.\I was waiting for a time like this!\What are you going on about?\Is your head spinning too, Lucy? response:	No!
context: The problem is there is no east or west here.\Even the compass has gotten dizzy.\Then we don't know which way to go...\But we can't afford to stand around either.\I was waiting for a time like this!\What are you going on about?\Is your head spinning too, Lucy?\No! response:	Open! Gate of the Compass! Pyxis!
context: Even the compass has gotten dizzy.\Then we don't know which way to go...\But we can't afford to stand around either.\I was waiting for a time like this!\What are you going on about?\Is your head spinning too, Lucy?\No!\Open! Gate of the Compass! Pyxis! response:	That's the one from before...
context: Then we don't know which way to go...\But we can't afford to stand around either.\I was waiting for a time like this!\What are you going on about?\Is your head spinning too, Lucy?\No!\Open! Gate of the Compass! Pyxis!\That's the one from before... response:	It's scared of somethin'.
context: But we can't afford to stand around either.\I was waiting for a time like this!\What are you going on about?\Is your head spinning too, Lucy?\No!\Open! Gate of the Compass! Pyxis!\That's the one from before...\It's scared of somethin'. response:	It's traumatized by Erza's compass.
context: I was waiting for a time like this!\What are you going on about?\Is your head spinning too, Lucy?\No!\Open! Gate of the Compass! Pyxis!\That's the one from before...\It's scared of somethin'.\It's traumatized by Erza's compass. response:	It's my fault?!
context: What are you going on about?\Is your head spinning too, Lucy?\No!\Open! Gate of the Compass! Pyxis!\That's the one from before...\It's scared of somethin'.\It's traumatized by Erza's compass.\It's my fault?! response:	Pyxis, this is your time to shine!
context: Is your head spinning too, Lucy?\No!\Open! Gate of the Compass! Pyxis!\That's the one from before...\It's scared of somethin'.\It's traumatized by Erza's compass.\It's my fault?!\Pyxis, this is your time to shine! response:	A compass is useless now!
context: No!\Open! Gate of the Compass! Pyxis!\That's the one from before...\It's scared of somethin'.\It's traumatized by Erza's compass.\It's my fault?!\Pyxis, this is your time to shine!\A compass is useless now! response:	Look. It just spins around.
context: Open! Gate of the Compass! Pyxis!\That's the one from before...\It's scared of somethin'.\It's traumatized by Erza's compass.\It's my fault?!\Pyxis, this is your time to shine!\A compass is useless now!\Look. It just spins around. response:	Come on, we need your power!
context: That's the one from before...\It's scared of somethin'.\It's traumatized by Erza's compass.\It's my fault?!\Pyxis, this is your time to shine!\A compass is useless now!\Look. It just spins around.\Come on, we need your power! response:	I apologize for before. Will you help us?
context: It's scared of somethin'.\It's traumatized by Erza's compass.\It's my fault?!\Pyxis, this is your time to shine!\A compass is useless now!\Look. It just spins around.\Come on, we need your power!\I apologize for before. Will you help us? response:	It's got a weak mind, huh?
context: It's traumatized by Erza's compass.\It's my fault?!\Pyxis, this is your time to shine!\A compass is useless now!\Look. It just spins around.\Come on, we need your power!\I apologize for before. Will you help us?\It's got a weak mind, huh? response:	Can you blame it, goin' up against Erza?
context: It's my fault?!\Pyxis, this is your time to shine!\A compass is useless now!\Look. It just spins around.\Come on, we need your power!\I apologize for before. Will you help us?\It's got a weak mind, huh?\Can you blame it, goin' up against Erza? response:	Did you say something?!
context: Pyxis, this is your time to shine!\A compass is useless now!\Look. It just spins around.\Come on, we need your power!\I apologize for before. Will you help us?\It's got a weak mind, huh?\Can you blame it, goin' up against Erza?\Did you say something?! response:	Nope! Not a word!
context: A compass is useless now!\Look. It just spins around.\Come on, we need your power!\I apologize for before. Will you help us?\It's got a weak mind, huh?\Can you blame it, goin' up against Erza?\Did you say something?!\Nope! Not a word! response:	East is that way!
context: Look. It just spins around.\Come on, we need your power!\I apologize for before. Will you help us?\It's got a weak mind, huh?\Can you blame it, goin' up against Erza?\Did you say something?!\Nope! Not a word!\East is that way! response:	That way... You mean up?!
context: Come on, we need your power!\I apologize for before. Will you help us?\It's got a weak mind, huh?\Can you blame it, goin' up against Erza?\Did you say something?!\Nope! Not a word!\East is that way!\That way... You mean up?! response:	You sure about this?!
context: I apologize for before. Will you help us?\It's got a weak mind, huh?\Can you blame it, goin' up against Erza?\Did you say something?!\Nope! Not a word!\East is that way!\That way... You mean up?!\You sure about this?! response:	Yeah! The power of a Celestial Spirit is way stronger than just some compass!
context: It's got a weak mind, huh?\Can you blame it, goin' up against Erza?\Did you say something?!\Nope! Not a word!\East is that way!\That way... You mean up?!\You sure about this?!\Yeah! The power of a Celestial Spirit is way stronger than just some compass! response:	How are we supposed to climb up there?!
context: Can you blame it, goin' up against Erza?\Did you say something?!\Nope! Not a word!\East is that way!\That way... You mean up?!\You sure about this?!\Yeah! The power of a Celestial Spirit is way stronger than just some compass!\How are we supposed to climb up there?! response:	It's obvious, isn't it?
context: Did you say something?!\Nope! Not a word!\East is that way!\That way... You mean up?!\You sure about this?!\Yeah! The power of a Celestial Spirit is way stronger than just some compass!\How are we supposed to climb up there?!\It's obvious, isn't it? response:	This.
context: Nope! Not a word!\East is that way!\That way... You mean up?!\You sure about this?!\Yeah! The power of a Celestial Spirit is way stronger than just some compass!\How are we supposed to climb up there?!\It's obvious, isn't it?\This. response:	That's what you meant?!
context: East is that way!\That way... You mean up?!\You sure about this?!\Yeah! The power of a Celestial Spirit is way stronger than just some compass!\How are we supposed to climb up there?!\It's obvious, isn't it?\This.\That's what you meant?! response:	There are birds...
context: That way... You mean up?!\You sure about this?!\Yeah! The power of a Celestial Spirit is way stronger than just some compass!\How are we supposed to climb up there?!\It's obvious, isn't it?\This.\That's what you meant?!\There are birds... response:	This is a peaceful place.
context: You sure about this?!\Yeah! The power of a Celestial Spirit is way stronger than just some compass!\How are we supposed to climb up there?!\It's obvious, isn't it?\This.\That's what you meant?!\There are birds...\This is a peaceful place. response:	I've been tossed around every which way,
context: Yeah! The power of a Celestial Spirit is way stronger than just some compass!\How are we supposed to climb up there?!\It's obvious, isn't it?\This.\That's what you meant?!\There are birds...\This is a peaceful place.\I've been tossed around every which way, response:	but I can't stand the idea of failing this elimination round now.
context: How are we supposed to climb up there?!\It's obvious, isn't it?\This.\That's what you meant?!\There are birds...\This is a peaceful place.\I've been tossed around every which way,\but I can't stand the idea of failing this elimination round now. response:	What are you lying around for? We're still in a race.
context: It's obvious, isn't it?\This.\That's what you meant?!\There are birds...\This is a peaceful place.\I've been tossed around every which way,\but I can't stand the idea of failing this elimination round now.\What are you lying around for? We're still in a race. response:	Hurry! Let's aim for first place in this round!
context: This.\That's what you meant?!\There are birds...\This is a peaceful place.\I've been tossed around every which way,\but I can't stand the idea of failing this elimination round now.\What are you lying around for? We're still in a race.\Hurry! Let's aim for first place in this round! response:	Yeah!
context: That's what you meant?!\There are birds...\This is a peaceful place.\I've been tossed around every which way,\but I can't stand the idea of failing this elimination round now.\What are you lying around for? We're still in a race.\Hurry! Let's aim for first place in this round!\Yeah! response:	Man!
context: There are birds...\This is a peaceful place.\I've been tossed around every which way,\but I can't stand the idea of failing this elimination round now.\What are you lying around for? We're still in a race.\Hurry! Let's aim for first place in this round!\Yeah!\Man! response:	Yeesh! What the hell is this?! Now it's the sea?!
context: This is a peaceful place.\I've been tossed around every which way,\but I can't stand the idea of failing this elimination round now.\What are you lying around for? We're still in a race.\Hurry! Let's aim for first place in this round!\Yeah!\Man!\Yeesh! What the hell is this?! Now it's the sea?! response:	How far does this go?!
context: I've been tossed around every which way,\but I can't stand the idea of failing this elimination round now.\What are you lying around for? We're still in a race.\Hurry! Let's aim for first place in this round!\Yeah!\Man!\Yeesh! What the hell is this?! Now it's the sea?!\How far does this go?! response:	Calm down and look carefully!
context: but I can't stand the idea of failing this elimination round now.\What are you lying around for? We're still in a race.\Hurry! Let's aim for first place in this round!\Yeah!\Man!\Yeesh! What the hell is this?! Now it's the sea?!\How far does this go?!\Calm down and look carefully! response:	That sky is a fake. It's painted onto a wall!
context: What are you lying around for? We're still in a race.\Hurry! Let's aim for first place in this round!\Yeah!\Man!\Yeesh! What the hell is this?! Now it's the sea?!\How far does this go?!\Calm down and look carefully!\That sky is a fake. It's painted onto a wall! response:	Then...
context: Hurry! Let's aim for first place in this round!\Yeah!\Man!\Yeesh! What the hell is this?! Now it's the sea?!\How far does this go?!\Calm down and look carefully!\That sky is a fake. It's painted onto a wall!\Then... response:	Alright! Last spurt!
context: Yeah!\Man!\Yeesh! What the hell is this?! Now it's the sea?!\How far does this go?!\Calm down and look carefully!\That sky is a fake. It's painted onto a wall!\Then...\Alright! Last spurt! response:	Yeah!
context: Man!\Yeesh! What the hell is this?! Now it's the sea?!\How far does this go?!\Calm down and look carefully!\That sky is a fake. It's painted onto a wall!\Then...\Alright! Last spurt!\Yeah! response:	This is the palace of the king of Fiore?
context: Yeesh! What the hell is this?! Now it's the sea?!\How far does this go?!\Calm down and look carefully!\That sky is a fake. It's painted onto a wall!\Then...\Alright! Last spurt!\Yeah!\This is the palace of the king of Fiore? response:	The Flower Light Palace, Mercurius...
context: How far does this go?!\Calm down and look carefully!\That sky is a fake. It's painted onto a wall!\Then...\Alright! Last spurt!\Yeah!\This is the palace of the king of Fiore?\The Flower Light Palace, Mercurius... response:	This is my first time seeing it.
context: Calm down and look carefully!\That sky is a fake. It's painted onto a wall!\Then...\Alright! Last spurt!\Yeah!\This is the palace of the king of Fiore?\The Flower Light Palace, Mercurius...\This is my first time seeing it. response:	Me too!
context: That sky is a fake. It's painted onto a wall!\Then...\Alright! Last spurt!\Yeah!\This is the palace of the king of Fiore?\The Flower Light Palace, Mercurius...\This is my first time seeing it.\Me too! response:	Hey, you two!
context: Then...\Alright! Last spurt!\Yeah!\This is the palace of the king of Fiore?\The Flower Light Palace, Mercurius...\This is my first time seeing it.\Me too!\Hey, you two! response:	What are you doing here at this time of night?!
context: Alright! Last spurt!\Yeah!\This is the palace of the king of Fiore?\The Flower Light Palace, Mercurius...\This is my first time seeing it.\Me too!\Hey, you two!\What are you doing here at this time of night?! response:	Excuse me.
context: Yeah!\This is the palace of the king of Fiore?\The Flower Light Palace, Mercurius...\This is my first time seeing it.\Me too!\Hey, you two!\What are you doing here at this time of night?!\Excuse me. response:	Actually, someone from our guild who was meant to participate in the elimination round
context: This is the palace of the king of Fiore?\The Flower Light Palace, Mercurius...\This is my first time seeing it.\Me too!\Hey, you two!\What are you doing here at this time of night?!\Excuse me.\Actually, someone from our guild who was meant to participate in the elimination round response:	of the Grand Magic Games has gone missing.
context: The Flower Light Palace, Mercurius...\This is my first time seeing it.\Me too!\Hey, you two!\What are you doing here at this time of night?!\Excuse me.\Actually, someone from our guild who was meant to participate in the elimination round\of the Grand Magic Games has gone missing. response:	We looked all over Crocus. This is the last place we haven't checked.
context: This is my first time seeing it.\Me too!\Hey, you two!\What are you doing here at this time of night?!\Excuse me.\Actually, someone from our guild who was meant to participate in the elimination round\of the Grand Magic Games has gone missing.\We looked all over Crocus. This is the last place we haven't checked. response:	Hey!
context: Me too!\Hey, you two!\What are you doing here at this time of night?!\Excuse me.\Actually, someone from our guild who was meant to participate in the elimination round\of the Grand Magic Games has gone missing.\We looked all over Crocus. This is the last place we haven't checked.\Hey! response:	R-Right...
context: Hey, you two!\What are you doing here at this time of night?!\Excuse me.\Actually, someone from our guild who was meant to participate in the elimination round\of the Grand Magic Games has gone missing.\We looked all over Crocus. This is the last place we haven't checked.\Hey!\R-Right... response:	His Majesty is also looking forward to the Grand Magic Games...
context: What are you doing here at this time of night?!\Excuse me.\Actually, someone from our guild who was meant to participate in the elimination round\of the Grand Magic Games has gone missing.\We looked all over Crocus. This is the last place we haven't checked.\Hey!\R-Right...\His Majesty is also looking forward to the Grand Magic Games... response:	You can look in the courtyard.
context: Excuse me.\Actually, someone from our guild who was meant to participate in the elimination round\of the Grand Magic Games has gone missing.\We looked all over Crocus. This is the last place we haven't checked.\Hey!\R-Right...\His Majesty is also looking forward to the Grand Magic Games...\You can look in the courtyard. response:	We can go in?!
context: Actually, someone from our guild who was meant to participate in the elimination round\of the Grand Magic Games has gone missing.\We looked all over Crocus. This is the last place we haven't checked.\Hey!\R-Right...\His Majesty is also looking forward to the Grand Magic Games...\You can look in the courtyard.\We can go in?! response:	What'd you say?! Are you serious?!
context: of the Grand Magic Games has gone missing.\We looked all over Crocus. This is the last place we haven't checked.\Hey!\R-Right...\His Majesty is also looking forward to the Grand Magic Games...\You can look in the courtyard.\We can go in?!\What'd you say?! Are you serious?! response:	Is something wrong?
context: We looked all over Crocus. This is the last place we haven't checked.\Hey!\R-Right...\His Majesty is also looking forward to the Grand Magic Games...\You can look in the courtyard.\We can go in?!\What'd you say?! Are you serious?!\Is something wrong? response:	Happy and Lisanna just went into the palace!
context: Hey!\R-Right...\His Majesty is also looking forward to the Grand Magic Games...\You can look in the courtyard.\We can go in?!\What'd you say?! Are you serious?!\Is something wrong?\Happy and Lisanna just went into the palace! response:	I've never even been in there!
context: R-Right...\His Majesty is also looking forward to the Grand Magic Games...\You can look in the courtyard.\We can go in?!\What'd you say?! Are you serious?!\Is something wrong?\Happy and Lisanna just went into the palace!\I've never even been in there! response:	I'm surprised they let us in, you know?
context: His Majesty is also looking forward to the Grand Magic Games...\You can look in the courtyard.\We can go in?!\What'd you say?! Are you serious?!\Is something wrong?\Happy and Lisanna just went into the palace!\I've never even been in there!\I'm surprised they let us in, you know? response:	The garden is open to the public for sightseeing.
context: You can look in the courtyard.\We can go in?!\What'd you say?! Are you serious?!\Is something wrong?\Happy and Lisanna just went into the palace!\I've never even been in there!\I'm surprised they let us in, you know?\The garden is open to the public for sightseeing. response:	Let's split up here.
context: We can go in?!\What'd you say?! Are you serious?!\Is something wrong?\Happy and Lisanna just went into the palace!\I've never even been in there!\I'm surprised they let us in, you know?\The garden is open to the public for sightseeing.\Let's split up here. response:	Got it. If anything happens, relay it to Warren.
context: What'd you say?! Are you serious?!\Is something wrong?\Happy and Lisanna just went into the palace!\I've never even been in there!\I'm surprised they let us in, you know?\The garden is open to the public for sightseeing.\Let's split up here.\Got it. If anything happens, relay it to Warren. response:	Aye, sir!
context: Is something wrong?\Happy and Lisanna just went into the palace!\I've never even been in there!\I'm surprised they let us in, you know?\The garden is open to the public for sightseeing.\Let's split up here.\Got it. If anything happens, relay it to Warren.\Aye, sir! response:	Roger! We're on our way to Mercurius right now!
context: Happy and Lisanna just went into the palace!\I've never even been in there!\I'm surprised they let us in, you know?\The garden is open to the public for sightseeing.\Let's split up here.\Got it. If anything happens, relay it to Warren.\Aye, sir!\Roger! We're on our way to Mercurius right now! response:	I just hope they're safe...
context: I've never even been in there!\I'm surprised they let us in, you know?\The garden is open to the public for sightseeing.\Let's split up here.\Got it. If anything happens, relay it to Warren.\Aye, sir!\Roger! We're on our way to Mercurius right now!\I just hope they're safe... response:	Trouble from the elimination round already? I can tell this is going to be hard going...
context: I'm surprised they let us in, you know?\The garden is open to the public for sightseeing.\Let's split up here.\Got it. If anything happens, relay it to Warren.\Aye, sir!\Roger! We're on our way to Mercurius right now!\I just hope they're safe...\Trouble from the elimination round already? I can tell this is going to be hard going... response:	Elfman Strauss!
context: The garden is open to the public for sightseeing.\Let's split up here.\Got it. If anything happens, relay it to Warren.\Aye, sir!\Roger! We're on our way to Mercurius right now!\I just hope they're safe...\Trouble from the elimination round already? I can tell this is going to be hard going...\Elfman Strauss! response:	Erza Scarlet!
context: Let's split up here.\Got it. If anything happens, relay it to Warren.\Aye, sir!\Roger! We're on our way to Mercurius right now!\I just hope they're safe...\Trouble from the elimination round already? I can tell this is going to be hard going...\Elfman Strauss!\Erza Scarlet! response:	Gray Fullbuster!
context: Got it. If anything happens, relay it to Warren.\Aye, sir!\Roger! We're on our way to Mercurius right now!\I just hope they're safe...\Trouble from the elimination round already? I can tell this is going to be hard going...\Elfman Strauss!\Erza Scarlet!\Gray Fullbuster! response:	Lucy Heartfilia!
context: Aye, sir!\Roger! We're on our way to Mercurius right now!\I just hope they're safe...\Trouble from the elimination round already? I can tell this is going to be hard going...\Elfman Strauss!\Erza Scarlet!\Gray Fullbuster!\Lucy Heartfilia! response:	Natsu Dragneel...
context: Roger! We're on our way to Mercurius right now!\I just hope they're safe...\Trouble from the elimination round already? I can tell this is going to be hard going...\Elfman Strauss!\Erza Scarlet!\Gray Fullbuster!\Lucy Heartfilia!\Natsu Dragneel... response:	Congratulations! You passed the elimination round!
context: I just hope they're safe...\Trouble from the elimination round already? I can tell this is going to be hard going...\Elfman Strauss!\Erza Scarlet!\Gray Fullbuster!\Lucy Heartfilia!\Natsu Dragneel...\Congratulations! You passed the elimination round! response:	Well, of course. It went smooth as silk.
context: Trouble from the elimination round already? I can tell this is going to be hard going...\Elfman Strauss!\Erza Scarlet!\Gray Fullbuster!\Lucy Heartfilia!\Natsu Dragneel...\Congratulations! You passed the elimination round!\Well, of course. It went smooth as silk. response:	Are we in first place?!
context: Elfman Strauss!\Erza Scarlet!\Gray Fullbuster!\Lucy Heartfilia!\Natsu Dragneel...\Congratulations! You passed the elimination round!\Well, of course. It went smooth as silk.\Are we in first place?! response:	No. Eighth.
context: Erza Scarlet!\Gray Fullbuster!\Lucy Heartfilia!\Natsu Dragneel...\Congratulations! You passed the elimination round!\Well, of course. It went smooth as silk.\Are we in first place?!\No. Eighth. response:	You barely made it.
context: Gray Fullbuster!\Lucy Heartfilia!\Natsu Dragneel...\Congratulations! You passed the elimination round!\Well, of course. It went smooth as silk.\Are we in first place?!\No. Eighth.\You barely made it. response:	What?!
context: Lucy Heartfilia!\Natsu Dragneel...\Congratulations! You passed the elimination round!\Well, of course. It went smooth as silk.\Are we in first place?!\No. Eighth.\You barely made it.\What?! response:	So, our eight teams are all present!
context: Natsu Dragneel...\Congratulations! You passed the elimination round!\Well, of course. It went smooth as silk.\Are we in first place?!\No. Eighth.\You barely made it.\What?!\So, our eight teams are all present! response:	Sky Labyrinth, the elimination round of the Grand Magic Games, is over!
context: Congratulations! You passed the elimination round!\Well, of course. It went smooth as silk.\Are we in first place?!\No. Eighth.\You barely made it.\What?!\So, our eight teams are all present!\Sky Labyrinth, the elimination round of the Grand Magic Games, is over! response:	How did Natsu and the rest do?!
context: Well, of course. It went smooth as silk.\Are we in first place?!\No. Eighth.\You barely made it.\What?!\So, our eight teams are all present!\Sky Labyrinth, the elimination round of the Grand Magic Games, is over!\How did Natsu and the rest do?! response:	Which guilds are going on to the real Games?!
context: Are we in first place?!\No. Eighth.\You barely made it.\What?!\So, our eight teams are all present!\Sky Labyrinth, the elimination round of the Grand Magic Games, is over!\How did Natsu and the rest do?!\Which guilds are going on to the real Games?! response:	Which guilds are going to participate in the real Games?
context: No. Eighth.\You barely made it.\What?!\So, our eight teams are all present!\Sky Labyrinth, the elimination round of the Grand Magic Games, is over!\How did Natsu and the rest do?!\Which guilds are going on to the real Games?!\Which guilds are going to participate in the real Games? response:	You'll find out at the opening ceremony!
context: You barely made it.\What?!\So, our eight teams are all present!\Sky Labyrinth, the elimination round of the Grand Magic Games, is over!\How did Natsu and the rest do?!\Which guilds are going on to the real Games?!\Which guilds are going to participate in the real Games?\You'll find out at the opening ceremony! response:	Why not tell us now?! Miser!
context: What?!\So, our eight teams are all present!\Sky Labyrinth, the elimination round of the Grand Magic Games, is over!\How did Natsu and the rest do?!\Which guilds are going on to the real Games?!\Which guilds are going to participate in the real Games?\You'll find out at the opening ceremony!\Why not tell us now?! Miser! response:	I see! The elimination round is already finished.
