context: Don't. response:	That is far enough. Do not touch Her Highness,
context: Shoot, Slaine.\I have finished off the Terran soldier who has been a thorn in our side.\I have finally made up my mind.\Please forgive me for all the wrongs I have done you in the past,\and am sure to do in the future...\Many Terran troops have already breached the castle.\Let's escape in the Tharsis.\And take Princess Asseylum with us. response:	I am the only one who can save you now, Count.
context: I have finished off the Terran soldier who has been a thorn in our side.\I have finally made up my mind.\Please forgive me for all the wrongs I have done you in the past,\and am sure to do in the future...\Many Terran troops have already breached the castle.\Let's escape in the Tharsis.\And take Princess Asseylum with us.\I am the only one who can save you now, Count. response:	Will you die with your ambitions unrealized?
context: I have finally made up my mind.\Please forgive me for all the wrongs I have done you in the past,\and am sure to do in the future...\Many Terran troops have already breached the castle.\Let's escape in the Tharsis.\And take Princess Asseylum with us.\I am the only one who can save you now, Count.\Will you die with your ambitions unrealized? response:	Or choose to live with Princess Asseylum?
context: Please forgive me for all the wrongs I have done you in the past,\and am sure to do in the future...\Many Terran troops have already breached the castle.\Let's escape in the Tharsis.\And take Princess Asseylum with us.\I am the only one who can save you now, Count.\Will you die with your ambitions unrealized?\Or choose to live with Princess Asseylum? response:	Your decision, please.
context: and am sure to do in the future...\Many Terran troops have already breached the castle.\Let's escape in the Tharsis.\And take Princess Asseylum with us.\I am the only one who can save you now, Count.\Will you die with your ambitions unrealized?\Or choose to live with Princess Asseylum?\Your decision, please. response:	Highness!
context: Many Terran troops have already breached the castle.\Let's escape in the Tharsis.\And take Princess Asseylum with us.\I am the only one who can save you now, Count.\Will you die with your ambitions unrealized?\Or choose to live with Princess Asseylum?\Your decision, please.\Highness! response:	What?
context: Let's escape in the Tharsis.\And take Princess Asseylum with us.\I am the only one who can save you now, Count.\Will you die with your ambitions unrealized?\Or choose to live with Princess Asseylum?\Your decision, please.\Highness!\What? response:	No!
context: And take Princess Asseylum with us.\I am the only one who can save you now, Count.\Will you die with your ambitions unrealized?\Or choose to live with Princess Asseylum?\Your decision, please.\Highness!\What?\No! response:	Inaho! Inaho!
context: I am the only one who can save you now, Count.\Will you die with your ambitions unrealized?\Or choose to live with Princess Asseylum?\Your decision, please.\Highness!\What?\No!\Inaho! Inaho! response:	Yuki! Inaho's been...
context: Will you die with your ambitions unrealized?\Or choose to live with Princess Asseylum?\Your decision, please.\Highness!\What?\No!\Inaho! Inaho!\Yuki! Inaho's been... response:	Inaho's...
context: Or choose to live with Princess Asseylum?\Your decision, please.\Highness!\What?\No!\Inaho! Inaho!\Yuki! Inaho's been...\Inaho's... response:	Dr. Yagarai! You have to do something!
context: Your decision, please.\Highness!\What?\No!\Inaho! Inaho!\Yuki! Inaho's been...\Inaho's...\Dr. Yagarai! You have to do something! response:	Inaho?!
context: Highness!\What?\No!\Inaho! Inaho!\Yuki! Inaho's been...\Inaho's...\Dr. Yagarai! You have to do something!\Inaho?! response:	Gunshot wound to the head.
context: What?\No!\Inaho! Inaho!\Yuki! Inaho's been...\Inaho's...\Dr. Yagarai! You have to do something!\Inaho?!\Gunshot wound to the head. response:	Bullet went through the temporal region via the left eye socket.
context: No!\Inaho! Inaho!\Yuki! Inaho's been...\Inaho's...\Dr. Yagarai! You have to do something!\Inaho?!\Gunshot wound to the head.\Bullet went through the temporal region via the left eye socket. response:	Patient unconscious.
context: Inaho! Inaho!\Yuki! Inaho's been...\Inaho's...\Dr. Yagarai! You have to do something!\Inaho?!\Gunshot wound to the head.\Bullet went through the temporal region via the left eye socket.\Patient unconscious. response:	Three cc's of adrenaline administered as emergency treatment.
context: Yuki! Inaho's been...\Inaho's...\Dr. Yagarai! You have to do something!\Inaho?!\Gunshot wound to the head.\Bullet went through the temporal region via the left eye socket.\Patient unconscious.\Three cc's of adrenaline administered as emergency treatment. response:	This is bad...
context: Inaho's...\Dr. Yagarai! You have to do something!\Inaho?!\Gunshot wound to the head.\Bullet went through the temporal region via the left eye socket.\Patient unconscious.\Three cc's of adrenaline administered as emergency treatment.\This is bad... response:	You'll save him, right? You'll save Inaho, right?
context: Dr. Yagarai! You have to do something!\Inaho?!\Gunshot wound to the head.\Bullet went through the temporal region via the left eye socket.\Patient unconscious.\Three cc's of adrenaline administered as emergency treatment.\This is bad...\You'll save him, right? You'll save Inaho, right? response:	He needs immediate surgical treatment.
context: Inaho?!\Gunshot wound to the head.\Bullet went through the temporal region via the left eye socket.\Patient unconscious.\Three cc's of adrenaline administered as emergency treatment.\This is bad...\You'll save him, right? You'll save Inaho, right?\He needs immediate surgical treatment. response:	And a transfusion, of course. However...
context: Gunshot wound to the head.\Bullet went through the temporal region via the left eye socket.\Patient unconscious.\Three cc's of adrenaline administered as emergency treatment.\This is bad...\You'll save him, right? You'll save Inaho, right?\He needs immediate surgical treatment.\And a transfusion, of course. However... response:	We have tools and facilities in the underground shelter!
context: Bullet went through the temporal region via the left eye socket.\Patient unconscious.\Three cc's of adrenaline administered as emergency treatment.\This is bad...\You'll save him, right? You'll save Inaho, right?\He needs immediate surgical treatment.\And a transfusion, of course. However...\We have tools and facilities in the underground shelter! response:	Capt. Magbaredge!
context: Patient unconscious.\Three cc's of adrenaline administered as emergency treatment.\This is bad...\You'll save him, right? You'll save Inaho, right?\He needs immediate surgical treatment.\And a transfusion, of course. However...\We have tools and facilities in the underground shelter!\Capt. Magbaredge! response:	Order the Deucalion to lift off!
context: Three cc's of adrenaline administered as emergency treatment.\This is bad...\You'll save him, right? You'll save Inaho, right?\He needs immediate surgical treatment.\And a transfusion, of course. However...\We have tools and facilities in the underground shelter!\Capt. Magbaredge!\Order the Deucalion to lift off! response:	The Aldnoah Drive...
context: This is bad...\You'll save him, right? You'll save Inaho, right?\He needs immediate surgical treatment.\And a transfusion, of course. However...\We have tools and facilities in the underground shelter!\Capt. Magbaredge!\Order the Deucalion to lift off!\The Aldnoah Drive... response:	is offline.
context: You'll save him, right? You'll save Inaho, right?\He needs immediate surgical treatment.\And a transfusion, of course. However...\We have tools and facilities in the underground shelter!\Capt. Magbaredge!\Order the Deucalion to lift off!\The Aldnoah Drive...\is offline. response:	Warrant Officer Kaizuka... Princess Asseylum...
context: He needs immediate surgical treatment.\And a transfusion, of course. However...\We have tools and facilities in the underground shelter!\Capt. Magbaredge!\Order the Deucalion to lift off!\The Aldnoah Drive...\is offline.\Warrant Officer Kaizuka... Princess Asseylum... response:	Where is she?
context: And a transfusion, of course. However...\We have tools and facilities in the underground shelter!\Capt. Magbaredge!\Order the Deucalion to lift off!\The Aldnoah Drive...\is offline.\Warrant Officer Kaizuka... Princess Asseylum...\Where is she? response:	Nao, do your best!
context: We have tools and facilities in the underground shelter!\Capt. Magbaredge!\Order the Deucalion to lift off!\The Aldnoah Drive...\is offline.\Warrant Officer Kaizuka... Princess Asseylum...\Where is she?\Nao, do your best! response:	Blood?
context: Capt. Magbaredge!\Order the Deucalion to lift off!\The Aldnoah Drive...\is offline.\Warrant Officer Kaizuka... Princess Asseylum...\Where is she?\Nao, do your best!\Blood? response:	Nao's blood...
context: Order the Deucalion to lift off!\The Aldnoah Drive...\is offline.\Warrant Officer Kaizuka... Princess Asseylum...\Where is she?\Nao, do your best!\Blood?\Nao's blood... response:	No, not his...
context: The Aldnoah Drive...\is offline.\Warrant Officer Kaizuka... Princess Asseylum...\Where is she?\Nao, do your best!\Blood?\Nao's blood...\No, not his... response:	It's blood splatter.
context: is offline.\Warrant Officer Kaizuka... Princess Asseylum...\Where is she?\Nao, do your best!\Blood?\Nao's blood...\No, not his...\It's blood splatter. response:	Whose?
context: Warrant Officer Kaizuka... Princess Asseylum...\Where is she?\Nao, do your best!\Blood?\Nao's blood...\No, not his...\It's blood splatter.\Whose? response:	It's...
context: Where is she?\Nao, do your best!\Blood?\Nao's blood...\No, not his...\It's blood splatter.\Whose?\It's... response:	The light of Aldnoah...
context: Nao, do your best!\Blood?\Nao's blood...\No, not his...\It's blood splatter.\Whose?\It's...\The light of Aldnoah... response:	The activation factor...!
context: Blood?\Nao's blood...\No, not his...\It's blood splatter.\Whose?\It's...\The light of Aldnoah...\The activation factor...! response:	Nao...
context: Nao's blood...\No, not his...\It's blood splatter.\Whose?\It's...\The light of Aldnoah...\The activation factor...!\Nao... response:	Deucalion, lift off! All ahead, dead slow!
context: No, not his...\It's blood splatter.\Whose?\It's...\The light of Aldnoah...\The activation factor...!\Nao...\Deucalion, lift off! All ahead, dead slow! response:	All ahead, dead slow.
context: It's blood splatter.\Whose?\It's...\The light of Aldnoah...\The activation factor...!\Nao...\Deucalion, lift off! All ahead, dead slow!\All ahead, dead slow. response:	We've left the atmosphere. Now coasting on inertia.
context: Whose?\It's...\The light of Aldnoah...\The activation factor...!\Nao...\Deucalion, lift off! All ahead, dead slow!\All ahead, dead slow.\We've left the atmosphere. Now coasting on inertia. response:	Course, Trident Base.
context: It's...\The light of Aldnoah...\The activation factor...!\Nao...\Deucalion, lift off! All ahead, dead slow!\All ahead, dead slow.\We've left the atmosphere. Now coasting on inertia.\Course, Trident Base. response:	Electromagnetic grid, fire. Monitor all wavelengths.
context: The light of Aldnoah...\The activation factor...!\Nao...\Deucalion, lift off! All ahead, dead slow!\All ahead, dead slow.\We've left the atmosphere. Now coasting on inertia.\Course, Trident Base.\Electromagnetic grid, fire. Monitor all wavelengths. response:	The Terrans who so foolishly squandered the goodwill of the Vers Empire
context: The activation factor...!\Nao...\Deucalion, lift off! All ahead, dead slow!\All ahead, dead slow.\We've left the atmosphere. Now coasting on inertia.\Course, Trident Base.\Electromagnetic grid, fire. Monitor all wavelengths.\The Terrans who so foolishly squandered the goodwill of the Vers Empire response:	are even now biding their time to attempt to steal our lands from us.
context: Nao...\Deucalion, lift off! All ahead, dead slow!\All ahead, dead slow.\We've left the atmosphere. Now coasting on inertia.\Course, Trident Base.\Electromagnetic grid, fire. Monitor all wavelengths.\The Terrans who so foolishly squandered the goodwill of the Vers Empire\are even now biding their time to attempt to steal our lands from us. response:	The Vers Empire must exterminate them out of mercy.
context: Deucalion, lift off! All ahead, dead slow!\All ahead, dead slow.\We've left the atmosphere. Now coasting on inertia.\Course, Trident Base.\Electromagnetic grid, fire. Monitor all wavelengths.\The Terrans who so foolishly squandered the goodwill of the Vers Empire\are even now biding their time to attempt to steal our lands from us.\The Vers Empire must exterminate them out of mercy. response:	We'll be fighting her. Is that okay, Inaho?
context: All ahead, dead slow.\We've left the atmosphere. Now coasting on inertia.\Course, Trident Base.\Electromagnetic grid, fire. Monitor all wavelengths.\The Terrans who so foolishly squandered the goodwill of the Vers Empire\are even now biding their time to attempt to steal our lands from us.\The Vers Empire must exterminate them out of mercy.\We'll be fighting her. Is that okay, Inaho? response:	We shall take the blue Earth for Vers.
context: We've left the atmosphere. Now coasting on inertia.\Course, Trident Base.\Electromagnetic grid, fire. Monitor all wavelengths.\The Terrans who so foolishly squandered the goodwill of the Vers Empire\are even now biding their time to attempt to steal our lands from us.\The Vers Empire must exterminate them out of mercy.\We'll be fighting her. Is that okay, Inaho?\We shall take the blue Earth for Vers. response:	Let us liberate this world,
context: Course, Trident Base.\Electromagnetic grid, fire. Monitor all wavelengths.\The Terrans who so foolishly squandered the goodwill of the Vers Empire\are even now biding their time to attempt to steal our lands from us.\The Vers Empire must exterminate them out of mercy.\We'll be fighting her. Is that okay, Inaho?\We shall take the blue Earth for Vers.\Let us liberate this world, response:	which possesses air and water in such quantities that it diffracts light
context: Electromagnetic grid, fire. Monitor all wavelengths.\The Terrans who so foolishly squandered the goodwill of the Vers Empire\are even now biding their time to attempt to steal our lands from us.\The Vers Empire must exterminate them out of mercy.\We'll be fighting her. Is that okay, Inaho?\We shall take the blue Earth for Vers.\Let us liberate this world,\which possesses air and water in such quantities that it diffracts light response:	and makes the sky and seas appear blue,
context: The Terrans who so foolishly squandered the goodwill of the Vers Empire\are even now biding their time to attempt to steal our lands from us.\The Vers Empire must exterminate them out of mercy.\We'll be fighting her. Is that okay, Inaho?\We shall take the blue Earth for Vers.\Let us liberate this world,\which possesses air and water in such quantities that it diffracts light\and makes the sky and seas appear blue, response:	It's wrong.
context: are even now biding their time to attempt to steal our lands from us.\The Vers Empire must exterminate them out of mercy.\We'll be fighting her. Is that okay, Inaho?\We shall take the blue Earth for Vers.\Let us liberate this world,\which possesses air and water in such quantities that it diffracts light\and makes the sky and seas appear blue,\It's wrong. response:	from the hands of the barbaric Terrans.
context: The Vers Empire must exterminate them out of mercy.\We'll be fighting her. Is that okay, Inaho?\We shall take the blue Earth for Vers.\Let us liberate this world,\which possesses air and water in such quantities that it diffracts light\and makes the sky and seas appear blue,\It's wrong.\from the hands of the barbaric Terrans. response:	It's Rayleigh scattering that makes the sky blue.
context: We'll be fighting her. Is that okay, Inaho?\We shall take the blue Earth for Vers.\Let us liberate this world,\which possesses air and water in such quantities that it diffracts light\and makes the sky and seas appear blue,\It's wrong.\from the hands of the barbaric Terrans.\It's Rayleigh scattering that makes the sky blue. response:	Water, please, Eddelrittuo.
context: We shall take the blue Earth for Vers.\Let us liberate this world,\which possesses air and water in such quantities that it diffracts light\and makes the sky and seas appear blue,\It's wrong.\from the hands of the barbaric Terrans.\It's Rayleigh scattering that makes the sky blue.\Water, please, Eddelrittuo. response:	Y-Yes, Milady! Right away!
context: Let us liberate this world,\which possesses air and water in such quantities that it diffracts light\and makes the sky and seas appear blue,\It's wrong.\from the hands of the barbaric Terrans.\It's Rayleigh scattering that makes the sky blue.\Water, please, Eddelrittuo.\Y-Yes, Milady! Right away! response:	How was that, Count Saazbaum?
context: which possesses air and water in such quantities that it diffracts light\and makes the sky and seas appear blue,\It's wrong.\from the hands of the barbaric Terrans.\It's Rayleigh scattering that makes the sky blue.\Water, please, Eddelrittuo.\Y-Yes, Milady! Right away!\How was that, Count Saazbaum? response:	Excellent. You were the very image of Princess Asseylum.
context: and makes the sky and seas appear blue,\It's wrong.\from the hands of the barbaric Terrans.\It's Rayleigh scattering that makes the sky blue.\Water, please, Eddelrittuo.\Y-Yes, Milady! Right away!\How was that, Count Saazbaum?\Excellent. You were the very image of Princess Asseylum. response:	No one would ever suspect your true identity.
context: It's wrong.\from the hands of the barbaric Terrans.\It's Rayleigh scattering that makes the sky blue.\Water, please, Eddelrittuo.\Y-Yes, Milady! Right away!\How was that, Count Saazbaum?\Excellent. You were the very image of Princess Asseylum.\No one would ever suspect your true identity. response:	This is the problem with you men.
context: from the hands of the barbaric Terrans.\It's Rayleigh scattering that makes the sky blue.\Water, please, Eddelrittuo.\Y-Yes, Milady! Right away!\How was that, Count Saazbaum?\Excellent. You were the very image of Princess Asseylum.\No one would ever suspect your true identity.\This is the problem with you men. response:	No one was speaking of true identities.
context: It's Rayleigh scattering that makes the sky blue.\Water, please, Eddelrittuo.\Y-Yes, Milady! Right away!\How was that, Count Saazbaum?\Excellent. You were the very image of Princess Asseylum.\No one would ever suspect your true identity.\This is the problem with you men.\No one was speaking of true identities. response:	Masterfully done, Princess Lemrina.
context: Water, please, Eddelrittuo.\Y-Yes, Milady! Right away!\How was that, Count Saazbaum?\Excellent. You were the very image of Princess Asseylum.\No one would ever suspect your true identity.\This is the problem with you men.\No one was speaking of true identities.\Masterfully done, Princess Lemrina. response:	Your majestic words
context: Y-Yes, Milady! Right away!\How was that, Count Saazbaum?\Excellent. You were the very image of Princess Asseylum.\No one would ever suspect your true identity.\This is the problem with you men.\No one was speaking of true identities.\Masterfully done, Princess Lemrina.\Your majestic words response:	are sure to have left an impression on the Orbital Knights, as well.
context: How was that, Count Saazbaum?\Excellent. You were the very image of Princess Asseylum.\No one would ever suspect your true identity.\This is the problem with you men.\No one was speaking of true identities.\Masterfully done, Princess Lemrina.\Your majestic words\are sure to have left an impression on the Orbital Knights, as well. response:	Thank you, Sir Slaine Troyard.
context: Excellent. You were the very image of Princess Asseylum.\No one would ever suspect your true identity.\This is the problem with you men.\No one was speaking of true identities.\Masterfully done, Princess Lemrina.\Your majestic words\are sure to have left an impression on the Orbital Knights, as well.\Thank you, Sir Slaine Troyard. response:	I am more grateful for such concern than any compliments on my performance.
context: No one would ever suspect your true identity.\This is the problem with you men.\No one was speaking of true identities.\Masterfully done, Princess Lemrina.\Your majestic words\are sure to have left an impression on the Orbital Knights, as well.\Thank you, Sir Slaine Troyard.\I am more grateful for such concern than any compliments on my performance. response:	I am extremely and humbly delighted.
context: This is the problem with you men.\No one was speaking of true identities.\Masterfully done, Princess Lemrina.\Your majestic words\are sure to have left an impression on the Orbital Knights, as well.\Thank you, Sir Slaine Troyard.\I am more grateful for such concern than any compliments on my performance.\I am extremely and humbly delighted. response:	If there will be nothing else, Milord Slaine, I will take my leave now.
context: No one was speaking of true identities.\Masterfully done, Princess Lemrina.\Your majestic words\are sure to have left an impression on the Orbital Knights, as well.\Thank you, Sir Slaine Troyard.\I am more grateful for such concern than any compliments on my performance.\I am extremely and humbly delighted.\If there will be nothing else, Milord Slaine, I will take my leave now. response:	Thank you, Mr. Harklight.
context: Masterfully done, Princess Lemrina.\Your majestic words\are sure to have left an impression on the Orbital Knights, as well.\Thank you, Sir Slaine Troyard.\I am more grateful for such concern than any compliments on my performance.\I am extremely and humbly delighted.\If there will be nothing else, Milord Slaine, I will take my leave now.\Thank you, Mr. Harklight. response:	I've returned, Princess Asseylum.
context: Your majestic words\are sure to have left an impression on the Orbital Knights, as well.\Thank you, Sir Slaine Troyard.\I am more grateful for such concern than any compliments on my performance.\I am extremely and humbly delighted.\If there will be nothing else, Milord Slaine, I will take my leave now.\Thank you, Mr. Harklight.\I've returned, Princess Asseylum. response:	I see that you are in good spirits again today.
