context: Sign: Broadcasting Room response:	Sign: Cool guys only
context: God of Broken Hearts? What's that?\Oh, because of that confession,\Kitamura has become the school's love saint -\I mean, he became a religious figure for those wanting to confess to someone.\Huh?\They say Kitamura will take all the bad luck away.\It's something like The Lucky God of Broken Hearts Legend.\Let me remind you, final exams are coming up. response:	That's so stupid.
context: Oh, because of that confession,\Kitamura has become the school's love saint -\I mean, he became a religious figure for those wanting to confess to someone.\Huh?\They say Kitamura will take all the bad luck away.\It's something like The Lucky God of Broken Hearts Legend.\Let me remind you, final exams are coming up.\That's so stupid. response:	Why do the people of our school love to believe legends so much?
context: Kitamura has become the school's love saint -\I mean, he became a religious figure for those wanting to confess to someone.\Huh?\They say Kitamura will take all the bad luck away.\It's something like The Lucky God of Broken Hearts Legend.\Let me remind you, final exams are coming up.\That's so stupid.\Why do the people of our school love to believe legends so much? response:	Everyone, are you prepared?
context: I mean, he became a religious figure for those wanting to confess to someone.\Huh?\They say Kitamura will take all the bad luck away.\It's something like The Lucky God of Broken Hearts Legend.\Let me remind you, final exams are coming up.\That's so stupid.\Why do the people of our school love to believe legends so much?\Everyone, are you prepared? response:	I, the God of Broken Hearts, should also start studying,
context: Huh?\They say Kitamura will take all the bad luck away.\It's something like The Lucky God of Broken Hearts Legend.\Let me remind you, final exams are coming up.\That's so stupid.\Why do the people of our school love to believe legends so much?\Everyone, are you prepared?\I, the God of Broken Hearts, should also start studying, response:	Don't you think this broadcast is really annoying?
context: They say Kitamura will take all the bad luck away.\It's something like The Lucky God of Broken Hearts Legend.\Let me remind you, final exams are coming up.\That's so stupid.\Why do the people of our school love to believe legends so much?\Everyone, are you prepared?\I, the God of Broken Hearts, should also start studying,\Don't you think this broadcast is really annoying? response:	but not everything goes my way.
context: It's something like The Lucky God of Broken Hearts Legend.\Let me remind you, final exams are coming up.\That's so stupid.\Why do the people of our school love to believe legends so much?\Everyone, are you prepared?\I, the God of Broken Hearts, should also start studying,\Don't you think this broadcast is really annoying?\but not everything goes my way. response:	Why did he bring up the topic of studying?
context: Let me remind you, final exams are coming up.\That's so stupid.\Why do the people of our school love to believe legends so much?\Everyone, are you prepared?\I, the God of Broken Hearts, should also start studying,\Don't you think this broadcast is really annoying?\but not everything goes my way.\Why did he bring up the topic of studying? response:	Shouldn't the title be Cheering For Your Love?
context: That's so stupid.\Why do the people of our school love to believe legends so much?\Everyone, are you prepared?\I, the God of Broken Hearts, should also start studying,\Don't you think this broadcast is really annoying?\but not everything goes my way.\Why did he bring up the topic of studying?\Shouldn't the title be Cheering For Your Love? response:	Taiga is listening to it, so shut up,
context: Why do the people of our school love to believe legends so much?\Everyone, are you prepared?\I, the God of Broken Hearts, should also start studying,\Don't you think this broadcast is really annoying?\but not everything goes my way.\Why did he bring up the topic of studying?\Shouldn't the title be Cheering For Your Love?\Taiga is listening to it, so shut up, response:	or else she won't be able to hear the touching stories of Master Kitamura.
context: Everyone, are you prepared?\I, the God of Broken Hearts, should also start studying,\Don't you think this broadcast is really annoying?\but not everything goes my way.\Why did he bring up the topic of studying?\Shouldn't the title be Cheering For Your Love?\Taiga is listening to it, so shut up,\or else she won't be able to hear the touching stories of Master Kitamura. response:	Taiga, are you all right? Can hear it clearly?
context: I, the God of Broken Hearts, should also start studying,\Don't you think this broadcast is really annoying?\but not everything goes my way.\Why did he bring up the topic of studying?\Shouldn't the title be Cheering For Your Love?\Taiga is listening to it, so shut up,\or else she won't be able to hear the touching stories of Master Kitamura.\Taiga, are you all right? Can hear it clearly? response:	Huh?
context: Don't you think this broadcast is really annoying?\but not everything goes my way.\Why did he bring up the topic of studying?\Shouldn't the title be Cheering For Your Love?\Taiga is listening to it, so shut up,\or else she won't be able to hear the touching stories of Master Kitamura.\Taiga, are you all right? Can hear it clearly?\Huh? response:	Yeah, I'm fine.
context: but not everything goes my way.\Why did he bring up the topic of studying?\Shouldn't the title be Cheering For Your Love?\Taiga is listening to it, so shut up,\or else she won't be able to hear the touching stories of Master Kitamura.\Taiga, are you all right? Can hear it clearly?\Huh?\Yeah, I'm fine. response:	Speaking of which, Taiga is being really modest today.
context: Why did he bring up the topic of studying?\Shouldn't the title be Cheering For Your Love?\Taiga is listening to it, so shut up,\or else she won't be able to hear the touching stories of Master Kitamura.\Taiga, are you all right? Can hear it clearly?\Huh?\Yeah, I'm fine.\Speaking of which, Taiga is being really modest today. response:	I mean, she would've killed Haruta had he done that any other day.
context: Shouldn't the title be Cheering For Your Love?\Taiga is listening to it, so shut up,\or else she won't be able to hear the touching stories of Master Kitamura.\Taiga, are you all right? Can hear it clearly?\Huh?\Yeah, I'm fine.\Speaking of which, Taiga is being really modest today.\I mean, she would've killed Haruta had he done that any other day. response:	You noticed?
context: Taiga is listening to it, so shut up,\or else she won't be able to hear the touching stories of Master Kitamura.\Taiga, are you all right? Can hear it clearly?\Huh?\Yeah, I'm fine.\Speaking of which, Taiga is being really modest today.\I mean, she would've killed Haruta had he done that any other day.\You noticed? response:	Yeah, I'm being good.
context: or else she won't be able to hear the touching stories of Master Kitamura.\Taiga, are you all right? Can hear it clearly?\Huh?\Yeah, I'm fine.\Speaking of which, Taiga is being really modest today.\I mean, she would've killed Haruta had he done that any other day.\You noticed?\Yeah, I'm being good. response:	Good?
context: Taiga, are you all right? Can hear it clearly?\Huh?\Yeah, I'm fine.\Speaking of which, Taiga is being really modest today.\I mean, she would've killed Haruta had he done that any other day.\You noticed?\Yeah, I'm being good.\Good? response:	Well, I'm being good because it's nearly Christmas.
context: Huh?\Yeah, I'm fine.\Speaking of which, Taiga is being really modest today.\I mean, she would've killed Haruta had he done that any other day.\You noticed?\Yeah, I'm being good.\Good?\Well, I'm being good because it's nearly Christmas. response:	I mean, look, Santa is watching us.
context: Yeah, I'm fine.\Speaking of which, Taiga is being really modest today.\I mean, she would've killed Haruta had he done that any other day.\You noticed?\Yeah, I'm being good.\Good?\Well, I'm being good because it's nearly Christmas.\I mean, look, Santa is watching us. response:	Oh, what was that?
context: Speaking of which, Taiga is being really modest today.\I mean, she would've killed Haruta had he done that any other day.\You noticed?\Yeah, I'm being good.\Good?\Well, I'm being good because it's nearly Christmas.\I mean, look, Santa is watching us.\Oh, what was that? response:	Are you stupid?
context: I mean, she would've killed Haruta had he done that any other day.\You noticed?\Yeah, I'm being good.\Good?\Well, I'm being good because it's nearly Christmas.\I mean, look, Santa is watching us.\Oh, what was that?\Are you stupid? response:	I can't believe you think Santa really exists.
context: You noticed?\Yeah, I'm being good.\Good?\Well, I'm being good because it's nearly Christmas.\I mean, look, Santa is watching us.\Oh, what was that?\Are you stupid?\I can't believe you think Santa really exists. response:	That's not like you at all.
context: Yeah, I'm being good.\Good?\Well, I'm being good because it's nearly Christmas.\I mean, look, Santa is watching us.\Oh, what was that?\Are you stupid?\I can't believe you think Santa really exists.\That's not like you at all. response:	Stupid Chi', it's nearly Christmas!
context: Good?\Well, I'm being good because it's nearly Christmas.\I mean, look, Santa is watching us.\Oh, what was that?\Are you stupid?\I can't believe you think Santa really exists.\That's not like you at all.\Stupid Chi', it's nearly Christmas! response:	If you're naughty, Santa won't visit your house.
context: Well, I'm being good because it's nearly Christmas.\I mean, look, Santa is watching us.\Oh, what was that?\Are you stupid?\I can't believe you think Santa really exists.\That's not like you at all.\Stupid Chi', it's nearly Christmas!\If you're naughty, Santa won't visit your house. response:	There's definitely something strange about you.
context: I mean, look, Santa is watching us.\Oh, what was that?\Are you stupid?\I can't believe you think Santa really exists.\That's not like you at all.\Stupid Chi', it's nearly Christmas!\If you're naughty, Santa won't visit your house.\There's definitely something strange about you. response:	Did something happen during your suspension?
context: Oh, what was that?\Are you stupid?\I can't believe you think Santa really exists.\That's not like you at all.\Stupid Chi', it's nearly Christmas!\If you're naughty, Santa won't visit your house.\There's definitely something strange about you.\Did something happen during your suspension? response:	Or is this a sign of death?
context: Are you stupid?\I can't believe you think Santa really exists.\That's not like you at all.\Stupid Chi', it's nearly Christmas!\If you're naughty, Santa won't visit your house.\There's definitely something strange about you.\Did something happen during your suspension?\Or is this a sign of death? response:	Are you going to die tomorrow?
context: I can't believe you think Santa really exists.\That's not like you at all.\Stupid Chi', it's nearly Christmas!\If you're naughty, Santa won't visit your house.\There's definitely something strange about you.\Did something happen during your suspension?\Or is this a sign of death?\Are you going to die tomorrow? response:	Why am I going to die tomorrow?!
context: That's not like you at all.\Stupid Chi', it's nearly Christmas!\If you're naughty, Santa won't visit your house.\There's definitely something strange about you.\Did something happen during your suspension?\Or is this a sign of death?\Are you going to die tomorrow?\Why am I going to die tomorrow?! response:	Both of you, cut it out!
context: Stupid Chi', it's nearly Christmas!\If you're naughty, Santa won't visit your house.\There's definitely something strange about you.\Did something happen during your suspension?\Or is this a sign of death?\Are you going to die tomorrow?\Why am I going to die tomorrow?!\Both of you, cut it out! response:	Thank you for listening!
context: If you're naughty, Santa won't visit your house.\There's definitely something strange about you.\Did something happen during your suspension?\Or is this a sign of death?\Are you going to die tomorrow?\Why am I going to die tomorrow?!\Both of you, cut it out!\Thank you for listening! response:	Next...
context: There's definitely something strange about you.\Did something happen during your suspension?\Or is this a sign of death?\Are you going to die tomorrow?\Why am I going to die tomorrow?!\Both of you, cut it out!\Thank you for listening!\Next... response:	After the dreaded exams, it'll be Christmas,
context: Did something happen during your suspension?\Or is this a sign of death?\Are you going to die tomorrow?\Why am I going to die tomorrow?!\Both of you, cut it out!\Thank you for listening!\Next...\After the dreaded exams, it'll be Christmas, response:	the time that everyone's looking forward to!
context: Or is this a sign of death?\Are you going to die tomorrow?\Why am I going to die tomorrow?!\Both of you, cut it out!\Thank you for listening!\Next...\After the dreaded exams, it'll be Christmas,\the time that everyone's looking forward to! response:	Now an announcement from the student council.
context: Are you going to die tomorrow?\Why am I going to die tomorrow?!\Both of you, cut it out!\Thank you for listening!\Next...\After the dreaded exams, it'll be Christmas,\the time that everyone's looking forward to!\Now an announcement from the student council. response:	After the ceremony on Christmas Eve,
context: Why am I going to die tomorrow?!\Both of you, cut it out!\Thank you for listening!\Next...\After the dreaded exams, it'll be Christmas,\the time that everyone's looking forward to!\Now an announcement from the student council.\After the ceremony on Christmas Eve, response:	there will be a Christmas party in the gym.
context: Both of you, cut it out!\Thank you for listening!\Next...\After the dreaded exams, it'll be Christmas,\the time that everyone's looking forward to!\Now an announcement from the student council.\After the ceremony on Christmas Eve,\there will be a Christmas party in the gym. response:	You have to come as couples.
context: Thank you for listening!\Next...\After the dreaded exams, it'll be Christmas,\the time that everyone's looking forward to!\Now an announcement from the student council.\After the ceremony on Christmas Eve,\there will be a Christmas party in the gym.\You have to come as couples. response:	Troubled by love?
context: Next...\After the dreaded exams, it'll be Christmas,\the time that everyone's looking forward to!\Now an announcement from the student council.\After the ceremony on Christmas Eve,\there will be a Christmas party in the gym.\You have to come as couples.\Troubled by love? response:	Can't ask him or her out?
context: After the dreaded exams, it'll be Christmas,\the time that everyone's looking forward to!\Now an announcement from the student council.\After the ceremony on Christmas Eve,\there will be a Christmas party in the gym.\You have to come as couples.\Troubled by love?\Can't ask him or her out? response:	Why don't you try to invite the person you have feelings for to the party on that romantic night?
context: the time that everyone's looking forward to!\Now an announcement from the student council.\After the ceremony on Christmas Eve,\there will be a Christmas party in the gym.\You have to come as couples.\Troubled by love?\Can't ask him or her out?\Why don't you try to invite the person you have feelings for to the party on that romantic night? response:	Christmas...
context: Now an announcement from the student council.\After the ceremony on Christmas Eve,\there will be a Christmas party in the gym.\You have to come as couples.\Troubled by love?\Can't ask him or her out?\Why don't you try to invite the person you have feelings for to the party on that romantic night?\Christmas... response:	Listen, Ryuuji.
context: After the ceremony on Christmas Eve,\there will be a Christmas party in the gym.\You have to come as couples.\Troubled by love?\Can't ask him or her out?\Why don't you try to invite the person you have feelings for to the party on that romantic night?\Christmas...\Listen, Ryuuji. response:	This is the perfect chance.
context: there will be a Christmas party in the gym.\You have to come as couples.\Troubled by love?\Can't ask him or her out?\Why don't you try to invite the person you have feelings for to the party on that romantic night?\Christmas...\Listen, Ryuuji.\This is the perfect chance. response:	You have to invite Minorin to the Christmas Eve party.
context: You have to come as couples.\Troubled by love?\Can't ask him or her out?\Why don't you try to invite the person you have feelings for to the party on that romantic night?\Christmas...\Listen, Ryuuji.\This is the perfect chance.\You have to invite Minorin to the Christmas Eve party. response:	Huh?
context: Troubled by love?\Can't ask him or her out?\Why don't you try to invite the person you have feelings for to the party on that romantic night?\Christmas...\Listen, Ryuuji.\This is the perfect chance.\You have to invite Minorin to the Christmas Eve party.\Huh? response:	Don't Huh? me!
context: Can't ask him or her out?\Why don't you try to invite the person you have feelings for to the party on that romantic night?\Christmas...\Listen, Ryuuji.\This is the perfect chance.\You have to invite Minorin to the Christmas Eve party.\Huh?\Don't Huh? me! response:	You have to confess to her in a snap!
context: Why don't you try to invite the person you have feelings for to the party on that romantic night?\Christmas...\Listen, Ryuuji.\This is the perfect chance.\You have to invite Minorin to the Christmas Eve party.\Huh?\Don't Huh? me!\You have to confess to her in a snap! response:	C-Confess?
context: Christmas...\Listen, Ryuuji.\This is the perfect chance.\You have to invite Minorin to the Christmas Eve party.\Huh?\Don't Huh? me!\You have to confess to her in a snap!\C-Confess? response:	Y-You're asking for the impossible.
context: Listen, Ryuuji.\This is the perfect chance.\You have to invite Minorin to the Christmas Eve party.\Huh?\Don't Huh? me!\You have to confess to her in a snap!\C-Confess?\Y-You're asking for the impossible. response:	You have to do it.
context: This is the perfect chance.\You have to invite Minorin to the Christmas Eve party.\Huh?\Don't Huh? me!\You have to confess to her in a snap!\C-Confess?\Y-You're asking for the impossible.\You have to do it. response:	It's Christmas Eve.
context: You have to invite Minorin to the Christmas Eve party.\Huh?\Don't Huh? me!\You have to confess to her in a snap!\C-Confess?\Y-You're asking for the impossible.\You have to do it.\It's Christmas Eve. response:	It's the holy Christmas Eve.
context: Huh?\Don't Huh? me!\You have to confess to her in a snap!\C-Confess?\Y-You're asking for the impossible.\You have to do it.\It's Christmas Eve.\It's the holy Christmas Eve. response:	I am the angel of love!
context: Don't Huh? me!\You have to confess to her in a snap!\C-Confess?\Y-You're asking for the impossible.\You have to do it.\It's Christmas Eve.\It's the holy Christmas Eve.\I am the angel of love! response:	I'm the holy child of Christmas and the model for being good!
context: You have to confess to her in a snap!\C-Confess?\Y-You're asking for the impossible.\You have to do it.\It's Christmas Eve.\It's the holy Christmas Eve.\I am the angel of love!\I'm the holy child of Christmas and the model for being good! response:	Even Santa is looking at me!
context: C-Confess?\Y-You're asking for the impossible.\You have to do it.\It's Christmas Eve.\It's the holy Christmas Eve.\I am the angel of love!\I'm the holy child of Christmas and the model for being good!\Even Santa is looking at me! response:	Huh?
context: Y-You're asking for the impossible.\You have to do it.\It's Christmas Eve.\It's the holy Christmas Eve.\I am the angel of love!\I'm the holy child of Christmas and the model for being good!\Even Santa is looking at me!\Huh? response:	In order to make your love life successful,
context: You have to do it.\It's Christmas Eve.\It's the holy Christmas Eve.\I am the angel of love!\I'm the holy child of Christmas and the model for being good!\Even Santa is looking at me!\Huh?\In order to make your love life successful, response:	I will become Cupid!
context: It's Christmas Eve.\It's the holy Christmas Eve.\I am the angel of love!\I'm the holy child of Christmas and the model for being good!\Even Santa is looking at me!\Huh?\In order to make your love life successful,\I will become Cupid! response:	No, thanks.
context: It's the holy Christmas Eve.\I am the angel of love!\I'm the holy child of Christmas and the model for being good!\Even Santa is looking at me!\Huh?\In order to make your love life successful,\I will become Cupid!\No, thanks. response:	Well, well...
context: I am the angel of love!\I'm the holy child of Christmas and the model for being good!\Even Santa is looking at me!\Huh?\In order to make your love life successful,\I will become Cupid!\No, thanks.\Well, well... response:	H-Hey!
context: I'm the holy child of Christmas and the model for being good!\Even Santa is looking at me!\Huh?\In order to make your love life successful,\I will become Cupid!\No, thanks.\Well, well...\H-Hey! response:	So...
context: Even Santa is looking at me!\Huh?\In order to make your love life successful,\I will become Cupid!\No, thanks.\Well, well...\H-Hey!\So... response:	Do I look like Cupid?
context: Huh?\In order to make your love life successful,\I will become Cupid!\No, thanks.\Well, well...\H-Hey!\So...\Do I look like Cupid? response:	No, you don't.
context: In order to make your love life successful,\I will become Cupid!\No, thanks.\Well, well...\H-Hey!\So...\Do I look like Cupid?\No, you don't. response:	You really don't.
context: I will become Cupid!\No, thanks.\Well, well...\H-Hey!\So...\Do I look like Cupid?\No, you don't.\You really don't. response:	My god, aren't you slow?
context: No, thanks.\Well, well...\H-Hey!\So...\Do I look like Cupid?\No, you don't.\You really don't.\My god, aren't you slow? response:	The special party for cool guys is in here...
context: Well, well...\H-Hey!\So...\Do I look like Cupid?\No, you don't.\You really don't.\My god, aren't you slow?\The special party for cool guys is in here... response:	Merry Christmas!
context: H-Hey!\So...\Do I look like Cupid?\No, you don't.\You really don't.\My god, aren't you slow?\The special party for cool guys is in here...\Merry Christmas! response:	Oh, god! Look, Nanako!
context: So...\Do I look like Cupid?\No, you don't.\You really don't.\My god, aren't you slow?\The special party for cool guys is in here...\Merry Christmas!\Oh, god! Look, Nanako! response:	That guy over there is really cute!
context: Do I look like Cupid?\No, you don't.\You really don't.\My god, aren't you slow?\The special party for cool guys is in here...\Merry Christmas!\Oh, god! Look, Nanako!\That guy over there is really cute! response:	I'm totally fine with that type of guy!
context: No, you don't.\You really don't.\My god, aren't you slow?\The special party for cool guys is in here...\Merry Christmas!\Oh, god! Look, Nanako!\That guy over there is really cute!\I'm totally fine with that type of guy! response:	Oh my, what a gentleman.
context: You really don't.\My god, aren't you slow?\The special party for cool guys is in here...\Merry Christmas!\Oh, god! Look, Nanako!\That guy over there is really cute!\I'm totally fine with that type of guy!\Oh my, what a gentleman. response:	There's a lot of time left, so if you're hungry, eat this first!
context: My god, aren't you slow?\The special party for cool guys is in here...\Merry Christmas!\Oh, god! Look, Nanako!\That guy over there is really cute!\I'm totally fine with that type of guy!\Oh my, what a gentleman.\There's a lot of time left, so if you're hungry, eat this first! response:	Huh? Where are you going?
context: The special party for cool guys is in here...\Merry Christmas!\Oh, god! Look, Nanako!\That guy over there is really cute!\I'm totally fine with that type of guy!\Oh my, what a gentleman.\There's a lot of time left, so if you're hungry, eat this first!\Huh? Where are you going? response:	What did you say?
context: Merry Christmas!\Oh, god! Look, Nanako!\That guy over there is really cute!\I'm totally fine with that type of guy!\Oh my, what a gentleman.\There's a lot of time left, so if you're hungry, eat this first!\Huh? Where are you going?\What did you say? response:	Am I really that boring?
context: Oh, god! Look, Nanako!\That guy over there is really cute!\I'm totally fine with that type of guy!\Oh my, what a gentleman.\There's a lot of time left, so if you're hungry, eat this first!\Huh? Where are you going?\What did you say?\Am I really that boring? response:	It's Christmas, and I'm waiting for you to do fun things to me...
context: That guy over there is really cute!\I'm totally fine with that type of guy!\Oh my, what a gentleman.\There's a lot of time left, so if you're hungry, eat this first!\Huh? Where are you going?\What did you say?\Am I really that boring?\It's Christmas, and I'm waiting for you to do fun things to me... response:	Exactly, let's do fun things together!
context: I'm totally fine with that type of guy!\Oh my, what a gentleman.\There's a lot of time left, so if you're hungry, eat this first!\Huh? Where are you going?\What did you say?\Am I really that boring?\It's Christmas, and I'm waiting for you to do fun things to me...\Exactly, let's do fun things together! response:	Let's get naked!
context: Oh my, what a gentleman.\There's a lot of time left, so if you're hungry, eat this first!\Huh? Where are you going?\What did you say?\Am I really that boring?\It's Christmas, and I'm waiting for you to do fun things to me...\Exactly, let's do fun things together!\Let's get naked! response:	We're naked!
context: There's a lot of time left, so if you're hungry, eat this first!\Huh? Where are you going?\What did you say?\Am I really that boring?\It's Christmas, and I'm waiting for you to do fun things to me...\Exactly, let's do fun things together!\Let's get naked!\We're naked! response:	What?
context: Huh? Where are you going?\What did you say?\Am I really that boring?\It's Christmas, and I'm waiting for you to do fun things to me...\Exactly, let's do fun things together!\Let's get naked!\We're naked!\What? response:	Someone cuter?
context: What did you say?\Am I really that boring?\It's Christmas, and I'm waiting for you to do fun things to me...\Exactly, let's do fun things together!\Let's get naked!\We're naked!\What?\Someone cuter? response:	So you want a cuter and prettier Santa?
context: Am I really that boring?\It's Christmas, and I'm waiting for you to do fun things to me...\Exactly, let's do fun things together!\Let's get naked!\We're naked!\What?\Someone cuter?\So you want a cuter and prettier Santa? response:	Are you talking about me?!
context: It's Christmas, and I'm waiting for you to do fun things to me...\Exactly, let's do fun things together!\Let's get naked!\We're naked!\What?\Someone cuter?\So you want a cuter and prettier Santa?\Are you talking about me?! response:	That was the dream I had.
context: Exactly, let's do fun things together!\Let's get naked!\We're naked!\What?\Someone cuter?\So you want a cuter and prettier Santa?\Are you talking about me?!\That was the dream I had. response:	What a pervert.
context: Let's get naked!\We're naked!\What?\Someone cuter?\So you want a cuter and prettier Santa?\Are you talking about me?!\That was the dream I had.\What a pervert. response:	You're the worst.
context: We're naked!\What?\Someone cuter?\So you want a cuter and prettier Santa?\Are you talking about me?!\That was the dream I had.\What a pervert.\You're the worst. response:	Gosh, Haruta-kun...
context: What?\Someone cuter?\So you want a cuter and prettier Santa?\Are you talking about me?!\That was the dream I had.\What a pervert.\You're the worst.\Gosh, Haruta-kun... response:	Wait, why am I the most unfortunate?
context: Someone cuter?\So you want a cuter and prettier Santa?\Are you talking about me?!\That was the dream I had.\What a pervert.\You're the worst.\Gosh, Haruta-kun...\Wait, why am I the most unfortunate? response:	Putting that aside,
context: So you want a cuter and prettier Santa?\Are you talking about me?!\That was the dream I had.\What a pervert.\You're the worst.\Gosh, Haruta-kun...\Wait, why am I the most unfortunate?\Putting that aside, response:	let's talk about the real party.
context: Are you talking about me?!\That was the dream I had.\What a pervert.\You're the worst.\Gosh, Haruta-kun...\Wait, why am I the most unfortunate?\Putting that aside,\let's talk about the real party. response:	First, we have to decide who will be staff.
context: That was the dream I had.\What a pervert.\You're the worst.\Gosh, Haruta-kun...\Wait, why am I the most unfortunate?\Putting that aside,\let's talk about the real party.\First, we have to decide who will be staff. response:	Taiga, go for it.
context: What a pervert.\You're the worst.\Gosh, Haruta-kun...\Wait, why am I the most unfortunate?\Putting that aside,\let's talk about the real party.\First, we have to decide who will be staff.\Taiga, go for it. response:	Didn't you say that you love Christmas?
context: You're the worst.\Gosh, Haruta-kun...\Wait, why am I the most unfortunate?\Putting that aside,\let's talk about the real party.\First, we have to decide who will be staff.\Taiga, go for it.\Didn't you say that you love Christmas? response:	Yeah, good idea.
context: Gosh, Haruta-kun...\Wait, why am I the most unfortunate?\Putting that aside,\let's talk about the real party.\First, we have to decide who will be staff.\Taiga, go for it.\Didn't you say that you love Christmas?\Yeah, good idea. response:	I-If everyone's asking me to go for it, I guess I'll have to.
context: Wait, why am I the most unfortunate?\Putting that aside,\let's talk about the real party.\First, we have to decide who will be staff.\Taiga, go for it.\Didn't you say that you love Christmas?\Yeah, good idea.\I-If everyone's asking me to go for it, I guess I'll have to. response:	Come join me, you sugary-slug-dog!
context: Putting that aside,\let's talk about the real party.\First, we have to decide who will be staff.\Taiga, go for it.\Didn't you say that you love Christmas?\Yeah, good idea.\I-If everyone's asking me to go for it, I guess I'll have to.\Come join me, you sugary-slug-dog! response:	S-Sure.
context: let's talk about the real party.\First, we have to decide who will be staff.\Taiga, go for it.\Didn't you say that you love Christmas?\Yeah, good idea.\I-If everyone's asking me to go for it, I guess I'll have to.\Come join me, you sugary-slug-dog!\S-Sure. response:	Wait, what type of dog did you say I am?
context: First, we have to decide who will be staff.\Taiga, go for it.\Didn't you say that you love Christmas?\Yeah, good idea.\I-If everyone's asking me to go for it, I guess I'll have to.\Come join me, you sugary-slug-dog!\S-Sure.\Wait, what type of dog did you say I am? response:	Minorin, come join us!
context: Taiga, go for it.\Didn't you say that you love Christmas?\Yeah, good idea.\I-If everyone's asking me to go for it, I guess I'll have to.\Come join me, you sugary-slug-dog!\S-Sure.\Wait, what type of dog did you say I am?\Minorin, come join us! response:	Sorry.
context: Didn't you say that you love Christmas?\Yeah, good idea.\I-If everyone's asking me to go for it, I guess I'll have to.\Come join me, you sugary-slug-dog!\S-Sure.\Wait, what type of dog did you say I am?\Minorin, come join us!\Sorry. response:	I'll pass this time.
context: Yeah, good idea.\I-If everyone's asking me to go for it, I guess I'll have to.\Come join me, you sugary-slug-dog!\S-Sure.\Wait, what type of dog did you say I am?\Minorin, come join us!\Sorry.\I'll pass this time. response:	Why?
context: I-If everyone's asking me to go for it, I guess I'll have to.\Come join me, you sugary-slug-dog!\S-Sure.\Wait, what type of dog did you say I am?\Minorin, come join us!\Sorry.\I'll pass this time.\Why? response:	I'm really not in the mood to go to a Christmas party.
context: Come join me, you sugary-slug-dog!\S-Sure.\Wait, what type of dog did you say I am?\Minorin, come join us!\Sorry.\I'll pass this time.\Why?\I'm really not in the mood to go to a Christmas party. response:	I mean, it's not the time for me to have fun.
context: S-Sure.\Wait, what type of dog did you say I am?\Minorin, come join us!\Sorry.\I'll pass this time.\Why?\I'm really not in the mood to go to a Christmas party.\I mean, it's not the time for me to have fun. response:	What's wrong, Kushieda?
context: Wait, what type of dog did you say I am?\Minorin, come join us!\Sorry.\I'll pass this time.\Why?\I'm really not in the mood to go to a Christmas party.\I mean, it's not the time for me to have fun.\What's wrong, Kushieda? response:	I screwed up unbelievably during the softball match,
context: Minorin, come join us!\Sorry.\I'll pass this time.\Why?\I'm really not in the mood to go to a Christmas party.\I mean, it's not the time for me to have fun.\What's wrong, Kushieda?\I screwed up unbelievably during the softball match, response:	and we lost because of that.
context: Sorry.\I'll pass this time.\Why?\I'm really not in the mood to go to a Christmas party.\I mean, it's not the time for me to have fun.\What's wrong, Kushieda?\I screwed up unbelievably during the softball match,\and we lost because of that. response:	It's really embarrassing.
context: I'll pass this time.\Why?\I'm really not in the mood to go to a Christmas party.\I mean, it's not the time for me to have fun.\What's wrong, Kushieda?\I screwed up unbelievably during the softball match,\and we lost because of that.\It's really embarrassing. response:	If I go and have fun at a party during a time like this,
context: Why?\I'm really not in the mood to go to a Christmas party.\I mean, it's not the time for me to have fun.\What's wrong, Kushieda?\I screwed up unbelievably during the softball match,\and we lost because of that.\It's really embarrassing.\If I go and have fun at a party during a time like this, response:	I don't think the club members will look up to me anymore.
context: I'm really not in the mood to go to a Christmas party.\I mean, it's not the time for me to have fun.\What's wrong, Kushieda?\I screwed up unbelievably during the softball match,\and we lost because of that.\It's really embarrassing.\If I go and have fun at a party during a time like this,\I don't think the club members will look up to me anymore. response:	Also, I have to practise for a match I have after New Year's.
context: I mean, it's not the time for me to have fun.\What's wrong, Kushieda?\I screwed up unbelievably during the softball match,\and we lost because of that.\It's really embarrassing.\If I go and have fun at a party during a time like this,\I don't think the club members will look up to me anymore.\Also, I have to practise for a match I have after New Year's. response:	Minorin...
context: What's wrong, Kushieda?\I screwed up unbelievably during the softball match,\and we lost because of that.\It's really embarrassing.\If I go and have fun at a party during a time like this,\I don't think the club members will look up to me anymore.\Also, I have to practise for a match I have after New Year's.\Minorin... response:	Y-You don't need to help out, just come for the party and -
context: I screwed up unbelievably during the softball match,\and we lost because of that.\It's really embarrassing.\If I go and have fun at a party during a time like this,\I don't think the club members will look up to me anymore.\Also, I have to practise for a match I have after New Year's.\Minorin...\Y-You don't need to help out, just come for the party and - response:	I won't be going to the party.
context: and we lost because of that.\It's really embarrassing.\If I go and have fun at a party during a time like this,\I don't think the club members will look up to me anymore.\Also, I have to practise for a match I have after New Year's.\Minorin...\Y-You don't need to help out, just come for the party and -\I won't be going to the party. response:	Then, I'll help you guys set stuff up.
context: It's really embarrassing.\If I go and have fun at a party during a time like this,\I don't think the club members will look up to me anymore.\Also, I have to practise for a match I have after New Year's.\Minorin...\Y-You don't need to help out, just come for the party and -\I won't be going to the party.\Then, I'll help you guys set stuff up. response:	Ami-chan, you're going to?
