context: Karasuno Aoba Johsai response:	Up front!
context: Karasuno Aoba Johsai\Just one more point.\You're awesome, Tobio!\Man, when Sugawara got the first touch,\I didn't think Kageyama would attack...\Yeah, but everyone's got the idea that when Sugawara's in the game,\something's gonna happen.\We just start thinking that way. response:	Damn, that pisses me off!
context: Just one more point.\You're awesome, Tobio!\Man, when Sugawara got the first touch,\I didn't think Kageyama would attack...\Yeah, but everyone's got the idea that when Sugawara's in the game,\something's gonna happen.\We just start thinking that way.\Damn, that pisses me off! response:	That's definitely Oikawa's junior.
context: You're awesome, Tobio!\Man, when Sugawara got the first touch,\I didn't think Kageyama would attack...\Yeah, but everyone's got the idea that when Sugawara's in the game,\something's gonna happen.\We just start thinking that way.\Damn, that pisses me off!\That's definitely Oikawa's junior. response:	He's got a setter's disposition, staying confident in a situation like that.
context: Man, when Sugawara got the first touch,\I didn't think Kageyama would attack...\Yeah, but everyone's got the idea that when Sugawara's in the game,\something's gonna happen.\We just start thinking that way.\Damn, that pisses me off!\That's definitely Oikawa's junior.\He's got a setter's disposition, staying confident in a situation like that. response:	Seijoh!
context: I didn't think Kageyama would attack...\Yeah, but everyone's got the idea that when Sugawara's in the game,\something's gonna happen.\We just start thinking that way.\Damn, that pisses me off!\That's definitely Oikawa's junior.\He's got a setter's disposition, staying confident in a situation like that.\Seijoh! response:	Well, yeah...
context: Yeah, but everyone's got the idea that when Sugawara's in the game,\something's gonna happen.\We just start thinking that way.\Damn, that pisses me off!\That's definitely Oikawa's junior.\He's got a setter's disposition, staying confident in a situation like that.\Seijoh!\Well, yeah... response:	Seijoh!
context: something's gonna happen.\We just start thinking that way.\Damn, that pisses me off!\That's definitely Oikawa's junior.\He's got a setter's disposition, staying confident in a situation like that.\Seijoh!\Well, yeah...\Seijoh! response:	I'd love some of that.
context: We just start thinking that way.\Damn, that pisses me off!\That's definitely Oikawa's junior.\He's got a setter's disposition, staying confident in a situation like that.\Seijoh!\Well, yeah...\Seijoh!\I'd love some of that. response:	Seijoh!
context: Damn, that pisses me off!\That's definitely Oikawa's junior.\He's got a setter's disposition, staying confident in a situation like that.\Seijoh!\Well, yeah...\Seijoh!\I'd love some of that.\Seijoh! response:	Seijoh!
context: That's definitely Oikawa's junior.\He's got a setter's disposition, staying confident in a situation like that.\Seijoh!\Well, yeah...\Seijoh!\I'd love some of that.\Seijoh!\Seijoh! response:	Have you found the limits of your abilities?
context: He's got a setter's disposition, staying confident in a situation like that.\Seijoh!\Well, yeah...\Seijoh!\I'd love some of that.\Seijoh!\Seijoh!\Have you found the limits of your abilities? response:	Even though your technique, body, and mentality aren't complete?
context: Seijoh!\Well, yeah...\Seijoh!\I'd love some of that.\Seijoh!\Seijoh!\Have you found the limits of your abilities?\Even though your technique, body, and mentality aren't complete? response:	People who are naturally better than you
context: Well, yeah...\Seijoh!\I'd love some of that.\Seijoh!\Seijoh!\Have you found the limits of your abilities?\Even though your technique, body, and mentality aren't complete?\People who are naturally better than you response:	have been different from you ever since they were born.
context: Seijoh!\I'd love some of that.\Seijoh!\Seijoh!\Have you found the limits of your abilities?\Even though your technique, body, and mentality aren't complete?\People who are naturally better than you\have been different from you ever since they were born. response:	It's impossible to turn that around, no matter how hard you work,
context: I'd love some of that.\Seijoh!\Seijoh!\Have you found the limits of your abilities?\Even though your technique, body, and mentality aren't complete?\People who are naturally better than you\have been different from you ever since they were born.\It's impossible to turn that around, no matter how hard you work, response:	how well you strategize, or who your teammates are.
context: Seijoh!\Seijoh!\Have you found the limits of your abilities?\Even though your technique, body, and mentality aren't complete?\People who are naturally better than you\have been different from you ever since they were born.\It's impossible to turn that around, no matter how hard you work,\how well you strategize, or who your teammates are. response:	You can complain about that
context: Seijoh!\Have you found the limits of your abilities?\Even though your technique, body, and mentality aren't complete?\People who are naturally better than you\have been different from you ever since they were born.\It's impossible to turn that around, no matter how hard you work,\how well you strategize, or who your teammates are.\You can complain about that response:	once you've actually done everything you possibly can.
context: Have you found the limits of your abilities?\Even though your technique, body, and mentality aren't complete?\People who are naturally better than you\have been different from you ever since they were born.\It's impossible to turn that around, no matter how hard you work,\how well you strategize, or who your teammates are.\You can complain about that\once you've actually done everything you possibly can. response:	Rather than despairing and giving up because you're not a genius,
context: Even though your technique, body, and mentality aren't complete?\People who are naturally better than you\have been different from you ever since they were born.\It's impossible to turn that around, no matter how hard you work,\how well you strategize, or who your teammates are.\You can complain about that\once you've actually done everything you possibly can.\Rather than despairing and giving up because you're not a genius, response:	believe that your strength is not limited to this,
context: People who are naturally better than you\have been different from you ever since they were born.\It's impossible to turn that around, no matter how hard you work,\how well you strategize, or who your teammates are.\You can complain about that\once you've actually done everything you possibly can.\Rather than despairing and giving up because you're not a genius,\believe that your strength is not limited to this, response:	and to continue on the path straight ahead of you...
context: have been different from you ever since they were born.\It's impossible to turn that around, no matter how hard you work,\how well you strategize, or who your teammates are.\You can complain about that\once you've actually done everything you possibly can.\Rather than despairing and giving up because you're not a genius,\believe that your strength is not limited to this,\and to continue on the path straight ahead of you... response:	It may be harsh to say so, but...
context: It's impossible to turn that around, no matter how hard you work,\how well you strategize, or who your teammates are.\You can complain about that\once you've actually done everything you possibly can.\Rather than despairing and giving up because you're not a genius,\believe that your strength is not limited to this,\and to continue on the path straight ahead of you...\It may be harsh to say so, but... response:	Today might be the day to grasp the chance to let your talent bloom.
context: how well you strategize, or who your teammates are.\You can complain about that\once you've actually done everything you possibly can.\Rather than despairing and giving up because you're not a genius,\believe that your strength is not limited to this,\and to continue on the path straight ahead of you...\It may be harsh to say so, but...\Today might be the day to grasp the chance to let your talent bloom. response:	Maybe tomorrow, the day after, or next year...
context: You can complain about that\once you've actually done everything you possibly can.\Rather than despairing and giving up because you're not a genius,\believe that your strength is not limited to this,\and to continue on the path straight ahead of you...\It may be harsh to say so, but...\Today might be the day to grasp the chance to let your talent bloom.\Maybe tomorrow, the day after, or next year... response:	Maybe even when you're thirty.
context: once you've actually done everything you possibly can.\Rather than despairing and giving up because you're not a genius,\believe that your strength is not limited to this,\and to continue on the path straight ahead of you...\It may be harsh to say so, but...\Today might be the day to grasp the chance to let your talent bloom.\Maybe tomorrow, the day after, or next year...\Maybe even when you're thirty. response:	I'm not sure if physique has anything to do with it,
context: Rather than despairing and giving up because you're not a genius,\believe that your strength is not limited to this,\and to continue on the path straight ahead of you...\It may be harsh to say so, but...\Today might be the day to grasp the chance to let your talent bloom.\Maybe tomorrow, the day after, or next year...\Maybe even when you're thirty.\I'm not sure if physique has anything to do with it, response:	but if you think it'll never come, it probably never will.
context: believe that your strength is not limited to this,\and to continue on the path straight ahead of you...\It may be harsh to say so, but...\Today might be the day to grasp the chance to let your talent bloom.\Maybe tomorrow, the day after, or next year...\Maybe even when you're thirty.\I'm not sure if physique has anything to do with it,\but if you think it'll never come, it probably never will. response:	Oikawa-san's seems different lately, doesn't he?
context: and to continue on the path straight ahead of you...\It may be harsh to say so, but...\Today might be the day to grasp the chance to let your talent bloom.\Maybe tomorrow, the day after, or next year...\Maybe even when you're thirty.\I'm not sure if physique has anything to do with it,\but if you think it'll never come, it probably never will.\Oikawa-san's seems different lately, doesn't he? response:	Rule the Court
context: It may be harsh to say so, but...\Today might be the day to grasp the chance to let your talent bloom.\Maybe tomorrow, the day after, or next year...\Maybe even when you're thirty.\I'm not sure if physique has anything to do with it,\but if you think it'll never come, it probably never will.\Oikawa-san's seems different lately, doesn't he?\Rule the Court response:	Go, go, go, go, go, go, Seijoh!
context: Today might be the day to grasp the chance to let your talent bloom.\Maybe tomorrow, the day after, or next year...\Maybe even when you're thirty.\I'm not sure if physique has anything to do with it,\but if you think it'll never come, it probably never will.\Oikawa-san's seems different lately, doesn't he?\Rule the Court\Go, go, go, go, go, go, Seijoh! response:	Push it, push it, push it, push it, push it, Seijoh!
context: Maybe tomorrow, the day after, or next year...\Maybe even when you're thirty.\I'm not sure if physique has anything to do with it,\but if you think it'll never come, it probably never will.\Oikawa-san's seems different lately, doesn't he?\Rule the Court\Go, go, go, go, go, go, Seijoh!\Push it, push it, push it, push it, push it, Seijoh! response:	Push it, push it, Karasuno!
context: Maybe even when you're thirty.\I'm not sure if physique has anything to do with it,\but if you think it'll never come, it probably never will.\Oikawa-san's seems different lately, doesn't he?\Rule the Court\Go, go, go, go, go, go, Seijoh!\Push it, push it, push it, push it, push it, Seijoh!\Push it, push it, Karasuno! response:	Go, go, Karasuno!
context: I'm not sure if physique has anything to do with it,\but if you think it'll never come, it probably never will.\Oikawa-san's seems different lately, doesn't he?\Rule the Court\Go, go, go, go, go, go, Seijoh!\Push it, push it, push it, push it, push it, Seijoh!\Push it, push it, Karasuno!\Go, go, Karasuno! response:	Put everything you've got into it! Do it!
context: but if you think it'll never come, it probably never will.\Oikawa-san's seems different lately, doesn't he?\Rule the Court\Go, go, go, go, go, go, Seijoh!\Push it, push it, push it, push it, push it, Seijoh!\Push it, push it, Karasuno!\Go, go, Karasuno!\Put everything you've got into it! Do it! response:	Hey, say it together!
context: Oikawa-san's seems different lately, doesn't he?\Rule the Court\Go, go, go, go, go, go, Seijoh!\Push it, push it, push it, push it, push it, Seijoh!\Push it, push it, Karasuno!\Go, go, Karasuno!\Put everything you've got into it! Do it!\Hey, say it together! response:	If something like that comes up front again, I'll get it.
context: Rule the Court\Go, go, go, go, go, go, Seijoh!\Push it, push it, push it, push it, push it, Seijoh!\Push it, push it, Karasuno!\Go, go, Karasuno!\Put everything you've got into it! Do it!\Hey, say it together!\If something like that comes up front again, I'll get it. response:	I'll leave the rest to you.
context: Go, go, go, go, go, go, Seijoh!\Push it, push it, push it, push it, push it, Seijoh!\Push it, push it, Karasuno!\Go, go, Karasuno!\Put everything you've got into it! Do it!\Hey, say it together!\If something like that comes up front again, I'll get it.\I'll leave the rest to you. response:	Right!
context: Push it, push it, push it, push it, push it, Seijoh!\Push it, push it, Karasuno!\Go, go, Karasuno!\Put everything you've got into it! Do it!\Hey, say it together!\If something like that comes up front again, I'll get it.\I'll leave the rest to you.\Right! response:	Don't let your guard down.
context: Push it, push it, Karasuno!\Go, go, Karasuno!\Put everything you've got into it! Do it!\Hey, say it together!\If something like that comes up front again, I'll get it.\I'll leave the rest to you.\Right!\Don't let your guard down. response:	They might drop it over here again.
context: Go, go, Karasuno!\Put everything you've got into it! Do it!\Hey, say it together!\If something like that comes up front again, I'll get it.\I'll leave the rest to you.\Right!\Don't let your guard down.\They might drop it over here again. response:	Keep your eye on the ball.
context: Put everything you've got into it! Do it!\Hey, say it together!\If something like that comes up front again, I'll get it.\I'll leave the rest to you.\Right!\Don't let your guard down.\They might drop it over here again.\Keep your eye on the ball. response:	Right!
context: Hey, say it together!\If something like that comes up front again, I'll get it.\I'll leave the rest to you.\Right!\Don't let your guard down.\They might drop it over here again.\Keep your eye on the ball.\Right! response:	Make sure you aim for the target!
context: If something like that comes up front again, I'll get it.\I'll leave the rest to you.\Right!\Don't let your guard down.\They might drop it over here again.\Keep your eye on the ball.\Right!\Make sure you aim for the target! response:	I know. If I half-ass it, it'll get hit immediately.
context: I'll leave the rest to you.\Right!\Don't let your guard down.\They might drop it over here again.\Keep your eye on the ball.\Right!\Make sure you aim for the target!\I know. If I half-ass it, it'll get hit immediately. response:	Make sure you at least touch it when you block.
context: Right!\Don't let your guard down.\They might drop it over here again.\Keep your eye on the ball.\Right!\Make sure you aim for the target!\I know. If I half-ass it, it'll get hit immediately.\Make sure you at least touch it when you block. response:	Yeah!
context: Don't let your guard down.\They might drop it over here again.\Keep your eye on the ball.\Right!\Make sure you aim for the target!\I know. If I half-ass it, it'll get hit immediately.\Make sure you at least touch it when you block.\Yeah! response:	Let's take this back!
context: They might drop it over here again.\Keep your eye on the ball.\Right!\Make sure you aim for the target!\I know. If I half-ass it, it'll get hit immediately.\Make sure you at least touch it when you block.\Yeah!\Let's take this back! response:	Let's get this one!
context: Keep your eye on the ball.\Right!\Make sure you aim for the target!\I know. If I half-ass it, it'll get hit immediately.\Make sure you at least touch it when you block.\Yeah!\Let's take this back!\Let's get this one! response:	Yeah!
context: Right!\Make sure you aim for the target!\I know. If I half-ass it, it'll get hit immediately.\Make sure you at least touch it when you block.\Yeah!\Let's take this back!\Let's get this one!\Yeah! response:	Karasuno Aoba Johsai
context: Make sure you aim for the target!\I know. If I half-ass it, it'll get hit immediately.\Make sure you at least touch it when you block.\Yeah!\Let's take this back!\Let's get this one!\Yeah!\Karasuno Aoba Johsai response:	Suga-san, nice serve!
context: I know. If I half-ass it, it'll get hit immediately.\Make sure you at least touch it when you block.\Yeah!\Let's take this back!\Let's get this one!\Yeah!\Karasuno Aoba Johsai\Suga-san, nice serve! response:	The front!
context: Make sure you at least touch it when you block.\Yeah!\Let's take this back!\Let's get this one!\Yeah!\Karasuno Aoba Johsai\Suga-san, nice serve!\The front! response:	Iwaizumi-san!
context: Yeah!\Let's take this back!\Let's get this one!\Yeah!\Karasuno Aoba Johsai\Suga-san, nice serve!\The front!\Iwaizumi-san! response:	All right! He was off balance!
context: Let's take this back!\Let's get this one!\Yeah!\Karasuno Aoba Johsai\Suga-san, nice serve!\The front!\Iwaizumi-san!\All right! He was off balance! response:	Damn it!
context: Let's get this one!\Yeah!\Karasuno Aoba Johsai\Suga-san, nice serve!\The front!\Iwaizumi-san!\All right! He was off balance!\Damn it! response:	Ryu!
context: Yeah!\Karasuno Aoba Johsai\Suga-san, nice serve!\The front!\Iwaizumi-san!\All right! He was off balance!\Damn it!\Ryu! response:	Go!
context: Karasuno Aoba Johsai\Suga-san, nice serve!\The front!\Iwaizumi-san!\All right! He was off balance!\Damn it!\Ryu!\Go! response:	Finish it now!
context: Suga-san, nice serve!\The front!\Iwaizumi-san!\All right! He was off balance!\Damn it!\Ryu!\Go!\Finish it now! response:	Hanamaki-san!
context: The front!\Iwaizumi-san!\All right! He was off balance!\Damn it!\Ryu!\Go!\Finish it now!\Hanamaki-san! response:	They got it!
context: Iwaizumi-san!\All right! He was off balance!\Damn it!\Ryu!\Go!\Finish it now!\Hanamaki-san!\They got it! response:	But...
context: All right! He was off balance!\Damn it!\Ryu!\Go!\Finish it now!\Hanamaki-san!\They got it!\But... response:	It's off!
context: Damn it!\Ryu!\Go!\Finish it now!\Hanamaki-san!\They got it!\But...\It's off! response:	We're counting on you, Oikawa!
context: Ryu!\Go!\Finish it now!\Hanamaki-san!\They got it!\But...\It's off!\We're counting on you, Oikawa! response:	Chance ball!
context: Go!\Finish it now!\Hanamaki-san!\They got it!\But...\It's off!\We're counting on you, Oikawa!\Chance ball! response:	A super-long
context: Finish it now!\Hanamaki-san!\They got it!\But...\It's off!\We're counting on you, Oikawa!\Chance ball!\A super-long response:	and fast set up from outside the court...
context: Hanamaki-san!\They got it!\But...\It's off!\We're counting on you, Oikawa!\Chance ball!\A super-long\and fast set up from outside the court... response:	4's coming in!
context: They got it!\But...\It's off!\We're counting on you, Oikawa!\Chance ball!\A super-long\and fast set up from outside the court...\4's coming in! response:	Talent is something you make bloom.
context: But...\It's off!\We're counting on you, Oikawa!\Chance ball!\A super-long\and fast set up from outside the court...\4's coming in!\Talent is something you make bloom. response:	Instinct is something you polish!
context: It's off!\We're counting on you, Oikawa!\Chance ball!\A super-long\and fast set up from outside the court...\4's coming in!\Talent is something you make bloom.\Instinct is something you polish! response:	Right on!
context: We're counting on you, Oikawa!\Chance ball!\A super-long\and fast set up from outside the court...\4's coming in!\Talent is something you make bloom.\Instinct is something you polish!\Right on! response:	Damn it!
context: Chance ball!\A super-long\and fast set up from outside the court...\4's coming in!\Talent is something you make bloom.\Instinct is something you polish!\Right on!\Damn it! response:	Yeah!
context: A super-long\and fast set up from outside the court...\4's coming in!\Talent is something you make bloom.\Instinct is something you polish!\Right on!\Damn it!\Yeah! response:	Get the last!
context: and fast set up from outside the court...\4's coming in!\Talent is something you make bloom.\Instinct is something you polish!\Right on!\Damn it!\Yeah!\Get the last! response:	Six who are strong are stronger!
context: 4's coming in!\Talent is something you make bloom.\Instinct is something you polish!\Right on!\Damn it!\Yeah!\Get the last!\Six who are strong are stronger! response:	Connect!
context: Talent is something you make bloom.\Instinct is something you polish!\Right on!\Damn it!\Yeah!\Get the last!\Six who are strong are stronger!\Connect! response:	Chance ball!
context: Instinct is something you polish!\Right on!\Damn it!\Yeah!\Get the last!\Six who are strong are stronger!\Connect!\Chance ball! response:	Like hell...
context: Right on!\Damn it!\Yeah!\Get the last!\Six who are strong are stronger!\Connect!\Chance ball!\Like hell... response:	He's gonna hit it from there?!
context: Damn it!\Yeah!\Get the last!\Six who are strong are stronger!\Connect!\Chance ball!\Like hell...\He's gonna hit it from there?! response:	Kyotani, nice!
context: Yeah!\Get the last!\Six who are strong are stronger!\Connect!\Chance ball!\Like hell...\He's gonna hit it from there?!\Kyotani, nice! response:	Hit it, Kageyama!
context: Get the last!\Six who are strong are stronger!\Connect!\Chance ball!\Like hell...\He's gonna hit it from there?!\Kyotani, nice!\Hit it, Kageyama! response:	Damn it. How lame.
context: Six who are strong are stronger!\Connect!\Chance ball!\Like hell...\He's gonna hit it from there?!\Kyotani, nice!\Hit it, Kageyama!\Damn it. How lame. response:	Give it to me!
context: Connect!\Chance ball!\Like hell...\He's gonna hit it from there?!\Kyotani, nice!\Hit it, Kageyama!\Damn it. How lame.\Give it to me! response:	Come on.
context: Chance ball!\Like hell...\He's gonna hit it from there?!\Kyotani, nice!\Hit it, Kageyama!\Damn it. How lame.\Give it to me!\Come on. response:	Come at me with your ultimate weapon,
context: Like hell...\He's gonna hit it from there?!\Kyotani, nice!\Hit it, Kageyama!\Damn it. How lame.\Give it to me!\Come on.\Come at me with your ultimate weapon, response:	Tobio!
context: He's gonna hit it from there?!\Kyotani, nice!\Hit it, Kageyama!\Damn it. How lame.\Give it to me!\Come on.\Come at me with your ultimate weapon,\Tobio! response:	They read the set up!
context: Kyotani, nice!\Hit it, Kageyama!\Damn it. How lame.\Give it to me!\Come on.\Come at me with your ultimate weapon,\Tobio!\They read the set up! response:	All...
context: Hit it, Kageyama!\Damn it. How lame.\Give it to me!\Come on.\Come at me with your ultimate weapon,\Tobio!\They read the set up!\All... response:	Karasuno Aoba Johsai
context: Damn it. How lame.\Give it to me!\Come on.\Come at me with your ultimate weapon,\Tobio!\They read the set up!\All...\Karasuno Aoba Johsai response:	We won! We won!
context: Give it to me!\Come on.\Come at me with your ultimate weapon,\Tobio!\They read the set up!\All...\Karasuno Aoba Johsai\We won! We won! response:	Shimada... Are you actually crying?
context: Come on.\Come at me with your ultimate weapon,\Tobio!\They read the set up!\All...\Karasuno Aoba Johsai\We won! We won!\Shimada... Are you actually crying? response:	N-No... My contact lens just shifted.
context: Come at me with your ultimate weapon,\Tobio!\They read the set up!\All...\Karasuno Aoba Johsai\We won! We won!\Shimada... Are you actually crying?\N-No... My contact lens just shifted. response:	You... wear glasses...
context: Tobio!\They read the set up!\All...\Karasuno Aoba Johsai\We won! We won!\Shimada... Are you actually crying?\N-No... My contact lens just shifted.\You... wear glasses... response:	Episode 25 Declaration of War
context: They read the set up!\All...\Karasuno Aoba Johsai\We won! We won!\Shimada... Are you actually crying?\N-No... My contact lens just shifted.\You... wear glasses...\Episode 25 Declaration of War response:	Next time on Haikyu!! : Declaration of War.
