context: Woah. response:	Oh.
context: You can't use it?\Is that it?\I-If you meditate for a while\This isn't the time for that!\Manato...\Tell us, Manato!\What should we do?!\Tell us, Manato! response:	Manato!
context: Is that it?\I-If you meditate for a while\This isn't the time for that!\Manato...\Tell us, Manato!\What should we do?!\Tell us, Manato!\Manato! response:	Haru...
context: I-If you meditate for a while\This isn't the time for that!\Manato...\Tell us, Manato!\What should we do?!\Tell us, Manato!\Manato!\Haru... response:	Sor... ry...
context: This isn't the time for that!\Manato...\Tell us, Manato!\What should we do?!\Tell us, Manato!\Manato!\Haru...\Sor... ry... response:	Why are you apologizing?
context: Manato...\Tell us, Manato!\What should we do?!\Tell us, Manato!\Manato!\Haru...\Sor... ry...\Why are you apologizing? response:	What, Manato? What?!
context: Tell us, Manato!\What should we do?!\Tell us, Manato!\Manato!\Haru...\Sor... ry...\Why are you apologizing?\What, Manato? What?! response:	Entrust you...
context: What should we do?!\Tell us, Manato!\Manato!\Haru...\Sor... ry...\Why are you apologizing?\What, Manato? What?!\Entrust you... response:	Entrust me?
context: Tell us, Manato!\Manato!\Haru...\Sor... ry...\Why are you apologizing?\What, Manato? What?!\Entrust you...\Entrust me? response:	Entrust me what?!
context: Manato!\Haru...\Sor... ry...\Why are you apologizing?\What, Manato? What?!\Entrust you...\Entrust me?\Entrust me what?! response:	Manato!
context: Haru...\Sor... ry...\Why are you apologizing?\What, Manato? What?!\Entrust you...\Entrust me?\Entrust me what?!\Manato! response:	You have to tell me or I won't know!
context: Sor... ry...\Why are you apologizing?\What, Manato? What?!\Entrust you...\Entrust me?\Entrust me what?!\Manato!\You have to tell me or I won't know! response:	Manato.
context: Why are you apologizing?\What, Manato? What?!\Entrust you...\Entrust me?\Entrust me what?!\Manato!\You have to tell me or I won't know!\Manato. response:	Manato!
context: What, Manato? What?!\Entrust you...\Entrust me?\Entrust me what?!\Manato!\You have to tell me or I won't know!\Manato.\Manato! response:	Manato!
context: Entrust you...\Entrust me?\Entrust me what?!\Manato!\You have to tell me or I won't know!\Manato.\Manato!\Manato! response:	Manato, no way!
context: Entrust me?\Entrust me what?!\Manato!\You have to tell me or I won't know!\Manato.\Manato!\Manato!\Manato, no way! response:	Manato!
context: Entrust me what?!\Manato!\You have to tell me or I won't know!\Manato.\Manato!\Manato!\Manato, no way!\Manato! response:	W-We have to stop the blood.
context: Manato!\You have to tell me or I won't know!\Manato.\Manato!\Manato!\Manato, no way!\Manato!\W-We have to stop the blood. response:	And do mouth-to-mouth!
context: You have to tell me or I won't know!\Manato.\Manato!\Manato!\Manato, no way!\Manato!\W-We have to stop the blood.\And do mouth-to-mouth! response:	Lay him down! Gently!
context: Manato.\Manato!\Manato!\Manato, no way!\Manato!\W-We have to stop the blood.\And do mouth-to-mouth!\Lay him down! Gently! response:	Pull out the arrow!
context: Manato!\Manato!\Manato, no way!\Manato!\W-We have to stop the blood.\And do mouth-to-mouth!\Lay him down! Gently!\Pull out the arrow! response:	Ready? I'm taking it out.
context: Manato!\Manato, no way!\Manato!\W-We have to stop the blood.\And do mouth-to-mouth!\Lay him down! Gently!\Pull out the arrow!\Ready? I'm taking it out. response:	Gently!
context: Manato, no way!\Manato!\W-We have to stop the blood.\And do mouth-to-mouth!\Lay him down! Gently!\Pull out the arrow!\Ready? I'm taking it out.\Gently! response:	Ready, pull!
context: Manato!\W-We have to stop the blood.\And do mouth-to-mouth!\Lay him down! Gently!\Pull out the arrow!\Ready? I'm taking it out.\Gently!\Ready, pull! response:	I beg of you.
context: W-We have to stop the blood.\And do mouth-to-mouth!\Lay him down! Gently!\Pull out the arrow!\Ready? I'm taking it out.\Gently!\Ready, pull!\I beg of you. response:	I beg of you!
context: And do mouth-to-mouth!\Lay him down! Gently!\Pull out the arrow!\Ready? I'm taking it out.\Gently!\Ready, pull!\I beg of you.\I beg of you! response:	Please save Manato!
context: Lay him down! Gently!\Pull out the arrow!\Ready? I'm taking it out.\Gently!\Ready, pull!\I beg of you.\I beg of you!\Please save Manato! response:	I'll do anything!
context: Pull out the arrow!\Ready? I'm taking it out.\Gently!\Ready, pull!\I beg of you.\I beg of you!\Please save Manato!\I'll do anything! response:	So please!
context: Ready? I'm taking it out.\Gently!\Ready, pull!\I beg of you.\I beg of you!\Please save Manato!\I'll do anything!\So please! response:	I beg you!
context: Gently!\Ready, pull!\I beg of you.\I beg of you!\Please save Manato!\I'll do anything!\So please!\I beg you! response:	Please. Please!
context: Ready, pull!\I beg of you.\I beg of you!\Please save Manato!\I'll do anything!\So please!\I beg you!\Please. Please! response:	Please...
context: I beg of you.\I beg of you!\Please save Manato!\I'll do anything!\So please!\I beg you!\Please. Please!\Please... response:	What?
context: I beg of you!\Please save Manato!\I'll do anything!\So please!\I beg you!\Please. Please!\Please...\What? response:	Why?!
context: Please save Manato!\I'll do anything!\So please!\I beg you!\Please. Please!\Please...\What?\Why?! response:	No one can bring the dead back to life.
context: I'll do anything!\So please!\I beg you!\Please. Please!\Please...\What?\Why?!\No one can bring the dead back to life. response:	Manato, how could you be so foolish?
context: So please!\I beg you!\Please. Please!\Please...\What?\Why?!\No one can bring the dead back to life.\Manato, how could you be so foolish? response:	A youth who showed such promise.
context: I beg you!\Please. Please!\Please...\What?\Why?!\No one can bring the dead back to life.\Manato, how could you be so foolish?\A youth who showed such promise. response:	Alas, your life has fallen away.
context: Please. Please!\Please...\What?\Why?!\No one can bring the dead back to life.\Manato, how could you be so foolish?\A youth who showed such promise.\Alas, your life has fallen away. response:	You bastard, don't mess with me!
context: Please...\What?\Why?!\No one can bring the dead back to life.\Manato, how could you be so foolish?\A youth who showed such promise.\Alas, your life has fallen away.\You bastard, don't mess with me! response:	Stop!
context: What?\Why?!\No one can bring the dead back to life.\Manato, how could you be so foolish?\A youth who showed such promise.\Alas, your life has fallen away.\You bastard, don't mess with me!\Stop! response:	This... must be some a mistake.
context: Why?!\No one can bring the dead back to life.\Manato, how could you be so foolish?\A youth who showed such promise.\Alas, your life has fallen away.\You bastard, don't mess with me!\Stop!\This... must be some a mistake. response:	Yes, we let our guard down a little back there.
context: No one can bring the dead back to life.\Manato, how could you be so foolish?\A youth who showed such promise.\Alas, your life has fallen away.\You bastard, don't mess with me!\Stop!\This... must be some a mistake.\Yes, we let our guard down a little back there. response:	But...
context: Manato, how could you be so foolish?\A youth who showed such promise.\Alas, your life has fallen away.\You bastard, don't mess with me!\Stop!\This... must be some a mistake.\Yes, we let our guard down a little back there.\But... response:	But, we managed to scrape by today, too.
context: A youth who showed such promise.\Alas, your life has fallen away.\You bastard, don't mess with me!\Stop!\This... must be some a mistake.\Yes, we let our guard down a little back there.\But...\But, we managed to scrape by today, too. response:	Haruhiro...?
context: Alas, your life has fallen away.\You bastard, don't mess with me!\Stop!\This... must be some a mistake.\Yes, we let our guard down a little back there.\But...\But, we managed to scrape by today, too.\Haruhiro...? response:	And Manato...
context: You bastard, don't mess with me!\Stop!\This... must be some a mistake.\Yes, we let our guard down a little back there.\But...\But, we managed to scrape by today, too.\Haruhiro...?\And Manato... response:	M-Manato s-said that it was scary and d-dangerous...
context: Stop!\This... must be some a mistake.\Yes, we let our guard down a little back there.\But...\But, we managed to scrape by today, too.\Haruhiro...?\And Manato...\M-Manato s-said that it was scary and d-dangerous... response:	And then we can... continue again... tomorrow!
context: This... must be some a mistake.\Yes, we let our guard down a little back there.\But...\But, we managed to scrape by today, too.\Haruhiro...?\And Manato...\M-Manato s-said that it was scary and d-dangerous...\And then we can... continue again... tomorrow! response:	You must give him a proper funeral.
context: Yes, we let our guard down a little back there.\But...\But, we managed to scrape by today, too.\Haruhiro...?\And Manato...\M-Manato s-said that it was scary and d-dangerous...\And then we can... continue again... tomorrow!\You must give him a proper funeral. response:	Because of the curse of No Life King, those who are not buried properly in these borderlands turn into his servants.
context: But...\But, we managed to scrape by today, too.\Haruhiro...?\And Manato...\M-Manato s-said that it was scary and d-dangerous...\And then we can... continue again... tomorrow!\You must give him a proper funeral.\Because of the curse of No Life King, those who are not buried properly in these borderlands turn into his servants. response:	Wh-What the heck is that?!
context: But, we managed to scrape by today, too.\Haruhiro...?\And Manato...\M-Manato s-said that it was scary and d-dangerous...\And then we can... continue again... tomorrow!\You must give him a proper funeral.\Because of the curse of No Life King, those who are not buried properly in these borderlands turn into his servants.\Wh-What the heck is that?! response:	You have five days at most.
context: Haruhiro...?\And Manato...\M-Manato s-said that it was scary and d-dangerous...\And then we can... continue again... tomorrow!\You must give him a proper funeral.\Because of the curse of No Life King, those who are not buried properly in these borderlands turn into his servants.\Wh-What the heck is that?!\You have five days at most. response:	There have been instances when they become moving corpses at three.
context: And Manato...\M-Manato s-said that it was scary and d-dangerous...\And then we can... continue again... tomorrow!\You must give him a proper funeral.\Because of the curse of No Life King, those who are not buried properly in these borderlands turn into his servants.\Wh-What the heck is that?!\You have five days at most.\There have been instances when they become moving corpses at three. response:	That means...
context: M-Manato s-said that it was scary and d-dangerous...\And then we can... continue again... tomorrow!\You must give him a proper funeral.\Because of the curse of No Life King, those who are not buried properly in these borderlands turn into his servants.\Wh-What the heck is that?!\You have five days at most.\There have been instances when they become moving corpses at three.\That means... response:	I am sure nobody wishes...
context: And then we can... continue again... tomorrow!\You must give him a proper funeral.\Because of the curse of No Life King, those who are not buried properly in these borderlands turn into his servants.\Wh-What the heck is that?!\You have five days at most.\There have been instances when they become moving corpses at three.\That means...\I am sure nobody wishes... response:	That means...
context: You must give him a proper funeral.\Because of the curse of No Life King, those who are not buried properly in these borderlands turn into his servants.\Wh-What the heck is that?!\You have five days at most.\There have been instances when they become moving corpses at three.\That means...\I am sure nobody wishes...\That means... response:	That means... we have to... c-cremate... Manato?
context: Because of the curse of No Life King, those who are not buried properly in these borderlands turn into his servants.\Wh-What the heck is that?!\You have five days at most.\There have been instances when they become moving corpses at three.\That means...\I am sure nobody wishes...\That means...\That means... we have to... c-cremate... Manato? response:	Correct.
context: Wh-What the heck is that?!\You have five days at most.\There have been instances when they become moving corpses at three.\That means...\I am sure nobody wishes...\That means...\That means... we have to... c-cremate... Manato?\Correct. response:	And that too...
context: You have five days at most.\There have been instances when they become moving corpses at three.\That means...\I am sure nobody wishes...\That means...\That means... we have to... c-cremate... Manato?\Correct.\And that too... response:	If you don't have the funds, I will pay it.
context: There have been instances when they become moving corpses at three.\That means...\I am sure nobody wishes...\That means...\That means... we have to... c-cremate... Manato?\Correct.\And that too...\If you don't have the funds, I will pay it. response:	No!
context: That means...\I am sure nobody wishes...\That means...\That means... we have to... c-cremate... Manato?\Correct.\And that too...\If you don't have the funds, I will pay it.\No! response:	No need.
context: I am sure nobody wishes...\That means...\That means... we have to... c-cremate... Manato?\Correct.\And that too...\If you don't have the funds, I will pay it.\No!\No need. response:	Manato is my...
context: That means...\That means... we have to... c-cremate... Manato?\Correct.\And that too...\If you don't have the funds, I will pay it.\No!\No need.\Manato is my... response:	Grimgar of Fantasy and Ash
context: That means... we have to... c-cremate... Manato?\Correct.\And that too...\If you don't have the funds, I will pay it.\No!\No need.\Manato is my...\Grimgar of Fantasy and Ash response:	Sky Dancing with Ash
context: Correct.\And that too...\If you don't have the funds, I will pay it.\No!\No need.\Manato is my...\Grimgar of Fantasy and Ash\Sky Dancing with Ash response:	Grimgar of Fantasy and Ash
context: And that too...\If you don't have the funds, I will pay it.\No!\No need.\Manato is my...\Grimgar of Fantasy and Ash\Sky Dancing with Ash\Grimgar of Fantasy and Ash response:	Crying Doesn't Mean You're Weak. Enduring Doesn't Mean You're Strong.
context: If you don't have the funds, I will pay it.\No!\No need.\Manato is my...\Grimgar of Fantasy and Ash\Sky Dancing with Ash\Grimgar of Fantasy and Ash\Crying Doesn't Mean You're Weak. Enduring Doesn't Mean You're Strong. response:	Also check out!
context: No!\No need.\Manato is my...\Grimgar of Fantasy and Ash\Sky Dancing with Ash\Grimgar of Fantasy and Ash\Crying Doesn't Mean You're Weak. Enduring Doesn't Mean You're Strong.\Also check out! response:	Goblin's
context: No need.\Manato is my...\Grimgar of Fantasy and Ash\Sky Dancing with Ash\Grimgar of Fantasy and Ash\Crying Doesn't Mean You're Weak. Enduring Doesn't Mean You're Strong.\Also check out!\Goblin's response:	Journey
context: Manato is my...\Grimgar of Fantasy and Ash\Sky Dancing with Ash\Grimgar of Fantasy and Ash\Crying Doesn't Mean You're Weak. Enduring Doesn't Mean You're Strong.\Also check out!\Goblin's\Journey response:	Now serialized on the official anime web site.
