context: Your Highness. response:	- Is Fifth Sister here? - Aunt?
context: Mother!\Mother, where are you?\My child!\It is a dragon!\- It's a dragon god! - A dragon god!\A dragon god!\Dragon god!\Dragon god! response:	Thank you!
context: Mother, where are you?\My child!\It is a dragon!\- It's a dragon god! - A dragon god!\A dragon god!\Dragon god!\Dragon god!\Thank you! response:	The Golden Lion's crimson hellfire sure is powerful.
context: My child!\It is a dragon!\- It's a dragon god! - A dragon god!\A dragon god!\Dragon god!\Dragon god!\Thank you!\The Golden Lion's crimson hellfire sure is powerful. response:	I actually cannot even return to my human form.
context: It is a dragon!\- It's a dragon god! - A dragon god!\A dragon god!\Dragon god!\Dragon god!\Thank you!\The Golden Lion's crimson hellfire sure is powerful.\I actually cannot even return to my human form. response:	I'll have to rest here for a few days.
context: - It's a dragon god! - A dragon god!\A dragon god!\Dragon god!\Dragon god!\Thank you!\The Golden Lion's crimson hellfire sure is powerful.\I actually cannot even return to my human form.\I'll have to rest here for a few days. response:	You're awake.
context: A dragon god!\Dragon god!\Dragon god!\Thank you!\The Golden Lion's crimson hellfire sure is powerful.\I actually cannot even return to my human form.\I'll have to rest here for a few days.\You're awake. response:	Here.
context: Dragon god!\Dragon god!\Thank you!\The Golden Lion's crimson hellfire sure is powerful.\I actually cannot even return to my human form.\I'll have to rest here for a few days.\You're awake.\Here. response:	There's a cat at my house. I hope you two can get along.
context: Dragon god!\Thank you!\The Golden Lion's crimson hellfire sure is powerful.\I actually cannot even return to my human form.\I'll have to rest here for a few days.\You're awake.\Here.\There's a cat at my house. I hope you two can get along. response:	Does it taste good?
context: Thank you!\The Golden Lion's crimson hellfire sure is powerful.\I actually cannot even return to my human form.\I'll have to rest here for a few days.\You're awake.\Here.\There's a cat at my house. I hope you two can get along.\Does it taste good? response:	How come you're here?
context: The Golden Lion's crimson hellfire sure is powerful.\I actually cannot even return to my human form.\I'll have to rest here for a few days.\You're awake.\Here.\There's a cat at my house. I hope you two can get along.\Does it taste good?\How come you're here? response:	Little black snake, come with me.
context: I actually cannot even return to my human form.\I'll have to rest here for a few days.\You're awake.\Here.\There's a cat at my house. I hope you two can get along.\Does it taste good?\How come you're here?\Little black snake, come with me. response:	What is this place?
context: I'll have to rest here for a few days.\You're awake.\Here.\There's a cat at my house. I hope you two can get along.\Does it taste good?\How come you're here?\Little black snake, come with me.\What is this place? response:	That person?
context: You're awake.\Here.\There's a cat at my house. I hope you two can get along.\Does it taste good?\How come you're here?\Little black snake, come with me.\What is this place?\That person? response:	In my dream, that person was a man.
context: Here.\There's a cat at my house. I hope you two can get along.\Does it taste good?\How come you're here?\Little black snake, come with me.\What is this place?\That person?\In my dream, that person was a man. response:	How come it is a woman now?
context: There's a cat at my house. I hope you two can get along.\Does it taste good?\How come you're here?\Little black snake, come with me.\What is this place?\That person?\In my dream, that person was a man.\How come it is a woman now? response:	You're awake.
context: Does it taste good?\How come you're here?\Little black snake, come with me.\What is this place?\That person?\In my dream, that person was a man.\How come it is a woman now?\You're awake. response:	Do you know?
context: How come you're here?\Little black snake, come with me.\What is this place?\That person?\In my dream, that person was a man.\How come it is a woman now?\You're awake.\Do you know? response:	You're the most attractive snake of the ones I've met.
context: Little black snake, come with me.\What is this place?\That person?\In my dream, that person was a man.\How come it is a woman now?\You're awake.\Do you know?\You're the most attractive snake of the ones I've met. response:	Look, there are even horns on your head.
context: What is this place?\That person?\In my dream, that person was a man.\How come it is a woman now?\You're awake.\Do you know?\You're the most attractive snake of the ones I've met.\Look, there are even horns on your head. response:	They feel so smooth. How nice.
context: That person?\In my dream, that person was a man.\How come it is a woman now?\You're awake.\Do you know?\You're the most attractive snake of the ones I've met.\Look, there are even horns on your head.\They feel so smooth. How nice. response:	Do I look like a snake?
context: In my dream, that person was a man.\How come it is a woman now?\You're awake.\Do you know?\You're the most attractive snake of the ones I've met.\Look, there are even horns on your head.\They feel so smooth. How nice.\Do I look like a snake? response:	When I saw you in the cave
context: How come it is a woman now?\You're awake.\Do you know?\You're the most attractive snake of the ones I've met.\Look, there are even horns on your head.\They feel so smooth. How nice.\Do I look like a snake?\When I saw you in the cave response:	I thought you were hibernating for the winter.
context: You're awake.\Do you know?\You're the most attractive snake of the ones I've met.\Look, there are even horns on your head.\They feel so smooth. How nice.\Do I look like a snake?\When I saw you in the cave\I thought you were hibernating for the winter. response:	Then I remembered it's only the ninth month of the year.
context: Do you know?\You're the most attractive snake of the ones I've met.\Look, there are even horns on your head.\They feel so smooth. How nice.\Do I look like a snake?\When I saw you in the cave\I thought you were hibernating for the winter.\Then I remembered it's only the ninth month of the year. response:	It's not time for snakes to go into hibernation yet.
context: You're the most attractive snake of the ones I've met.\Look, there are even horns on your head.\They feel so smooth. How nice.\Do I look like a snake?\When I saw you in the cave\I thought you were hibernating for the winter.\Then I remembered it's only the ninth month of the year.\It's not time for snakes to go into hibernation yet. response:	So I figured you might have been injured
context: Look, there are even horns on your head.\They feel so smooth. How nice.\Do I look like a snake?\When I saw you in the cave\I thought you were hibernating for the winter.\Then I remembered it's only the ninth month of the year.\It's not time for snakes to go into hibernation yet.\So I figured you might have been injured response:	and brought you back to nurse you.
context: They feel so smooth. How nice.\Do I look like a snake?\When I saw you in the cave\I thought you were hibernating for the winter.\Then I remembered it's only the ninth month of the year.\It's not time for snakes to go into hibernation yet.\So I figured you might have been injured\and brought you back to nurse you. response:	The Golden Lion might be powerful, but he can't hurt me.
context: Do I look like a snake?\When I saw you in the cave\I thought you were hibernating for the winter.\Then I remembered it's only the ninth month of the year.\It's not time for snakes to go into hibernation yet.\So I figured you might have been injured\and brought you back to nurse you.\The Golden Lion might be powerful, but he can't hurt me. response:	Do you know what this place is?
context: When I saw you in the cave\I thought you were hibernating for the winter.\Then I remembered it's only the ninth month of the year.\It's not time for snakes to go into hibernation yet.\So I figured you might have been injured\and brought you back to nurse you.\The Golden Lion might be powerful, but he can't hurt me.\Do you know what this place is? response:	Other than birds and beasts, why aren't there any other humans?
context: I thought you were hibernating for the winter.\Then I remembered it's only the ninth month of the year.\It's not time for snakes to go into hibernation yet.\So I figured you might have been injured\and brought you back to nurse you.\The Golden Lion might be powerful, but he can't hurt me.\Do you know what this place is?\Other than birds and beasts, why aren't there any other humans? response:	This is Mount Junji of the Far East.
context: Then I remembered it's only the ninth month of the year.\It's not time for snakes to go into hibernation yet.\So I figured you might have been injured\and brought you back to nurse you.\The Golden Lion might be powerful, but he can't hurt me.\Do you know what this place is?\Other than birds and beasts, why aren't there any other humans?\This is Mount Junji of the Far East. response:	The Golden Lion has forcibly occupied the mountain for over 10 years
context: It's not time for snakes to go into hibernation yet.\So I figured you might have been injured\and brought you back to nurse you.\The Golden Lion might be powerful, but he can't hurt me.\Do you know what this place is?\Other than birds and beasts, why aren't there any other humans?\This is Mount Junji of the Far East.\The Golden Lion has forcibly occupied the mountain for over 10 years response:	so naturally, nobody would dare hunt here.
context: So I figured you might have been injured\and brought you back to nurse you.\The Golden Lion might be powerful, but he can't hurt me.\Do you know what this place is?\Other than birds and beasts, why aren't there any other humans?\This is Mount Junji of the Far East.\The Golden Lion has forcibly occupied the mountain for over 10 years\so naturally, nobody would dare hunt here. response:	Let me tell you. I only have this hut.
context: and brought you back to nurse you.\The Golden Lion might be powerful, but he can't hurt me.\Do you know what this place is?\Other than birds and beasts, why aren't there any other humans?\This is Mount Junji of the Far East.\The Golden Lion has forcibly occupied the mountain for over 10 years\so naturally, nobody would dare hunt here.\Let me tell you. I only have this hut. response:	You look like you don't have a home to return to either.
context: The Golden Lion might be powerful, but he can't hurt me.\Do you know what this place is?\Other than birds and beasts, why aren't there any other humans?\This is Mount Junji of the Far East.\The Golden Lion has forcibly occupied the mountain for over 10 years\so naturally, nobody would dare hunt here.\Let me tell you. I only have this hut.\You look like you don't have a home to return to either. response:	Why don't you stay and I'll take care of you?
context: Do you know what this place is?\Other than birds and beasts, why aren't there any other humans?\This is Mount Junji of the Far East.\The Golden Lion has forcibly occupied the mountain for over 10 years\so naturally, nobody would dare hunt here.\Let me tell you. I only have this hut.\You look like you don't have a home to return to either.\Why don't you stay and I'll take care of you? response:	I only need three days to be able to resume my human form
context: Other than birds and beasts, why aren't there any other humans?\This is Mount Junji of the Far East.\The Golden Lion has forcibly occupied the mountain for over 10 years\so naturally, nobody would dare hunt here.\Let me tell you. I only have this hut.\You look like you don't have a home to return to either.\Why don't you stay and I'll take care of you?\I only need three days to be able to resume my human form response:	and return to the Celestial Palace.
context: This is Mount Junji of the Far East.\The Golden Lion has forcibly occupied the mountain for over 10 years\so naturally, nobody would dare hunt here.\Let me tell you. I only have this hut.\You look like you don't have a home to return to either.\Why don't you stay and I'll take care of you?\I only need three days to be able to resume my human form\and return to the Celestial Palace. response:	Why would I need you to take care of me?
context: The Golden Lion has forcibly occupied the mountain for over 10 years\so naturally, nobody would dare hunt here.\Let me tell you. I only have this hut.\You look like you don't have a home to return to either.\Why don't you stay and I'll take care of you?\I only need three days to be able to resume my human form\and return to the Celestial Palace.\Why would I need you to take care of me? response:	No, I shouldn't discuss this with you.
context: so naturally, nobody would dare hunt here.\Let me tell you. I only have this hut.\You look like you don't have a home to return to either.\Why don't you stay and I'll take care of you?\I only need three days to be able to resume my human form\and return to the Celestial Palace.\Why would I need you to take care of me?\No, I shouldn't discuss this with you. response:	Since I brought you back, you should stay to accompany me.
context: Let me tell you. I only have this hut.\You look like you don't have a home to return to either.\Why don't you stay and I'll take care of you?\I only need three days to be able to resume my human form\and return to the Celestial Palace.\Why would I need you to take care of me?\No, I shouldn't discuss this with you.\Since I brought you back, you should stay to accompany me. response:	But if you want to leave, I won't stop you.
context: You look like you don't have a home to return to either.\Why don't you stay and I'll take care of you?\I only need three days to be able to resume my human form\and return to the Celestial Palace.\Why would I need you to take care of me?\No, I shouldn't discuss this with you.\Since I brought you back, you should stay to accompany me.\But if you want to leave, I won't stop you. response:	However, you must not have any other owner, all right?
context: Why don't you stay and I'll take care of you?\I only need three days to be able to resume my human form\and return to the Celestial Palace.\Why would I need you to take care of me?\No, I shouldn't discuss this with you.\Since I brought you back, you should stay to accompany me.\But if you want to leave, I won't stop you.\However, you must not have any other owner, all right? response:	Owner?
context: I only need three days to be able to resume my human form\and return to the Celestial Palace.\Why would I need you to take care of me?\No, I shouldn't discuss this with you.\Since I brought you back, you should stay to accompany me.\But if you want to leave, I won't stop you.\However, you must not have any other owner, all right?\Owner? response:	All right.
context: and return to the Celestial Palace.\Why would I need you to take care of me?\No, I shouldn't discuss this with you.\Since I brought you back, you should stay to accompany me.\But if you want to leave, I won't stop you.\However, you must not have any other owner, all right?\Owner?\All right. response:	I couldn't catch any animals. I only have some fruit.
context: Why would I need you to take care of me?\No, I shouldn't discuss this with you.\Since I brought you back, you should stay to accompany me.\But if you want to leave, I won't stop you.\However, you must not have any other owner, all right?\Owner?\All right.\I couldn't catch any animals. I only have some fruit. response:	Have these to eat.
context: No, I shouldn't discuss this with you.\Since I brought you back, you should stay to accompany me.\But if you want to leave, I won't stop you.\However, you must not have any other owner, all right?\Owner?\All right.\I couldn't catch any animals. I only have some fruit.\Have these to eat. response:	This fan...
context: Since I brought you back, you should stay to accompany me.\But if you want to leave, I won't stop you.\However, you must not have any other owner, all right?\Owner?\All right.\I couldn't catch any animals. I only have some fruit.\Have these to eat.\This fan... response:	Could it be the Jade Purity Fan of Kunlun?
context: But if you want to leave, I won't stop you.\However, you must not have any other owner, all right?\Owner?\All right.\I couldn't catch any animals. I only have some fruit.\Have these to eat.\This fan...\Could it be the Jade Purity Fan of Kunlun? response:	How would a mortal have Kunlun Mountain's artifact?
context: However, you must not have any other owner, all right?\Owner?\All right.\I couldn't catch any animals. I only have some fruit.\Have these to eat.\This fan...\Could it be the Jade Purity Fan of Kunlun?\How would a mortal have Kunlun Mountain's artifact? response:	Your Highness.
context: Owner?\All right.\I couldn't catch any animals. I only have some fruit.\Have these to eat.\This fan...\Could it be the Jade Purity Fan of Kunlun?\How would a mortal have Kunlun Mountain's artifact?\Your Highness. response:	Why is His Highness resting so early today?
context: All right.\I couldn't catch any animals. I only have some fruit.\Have these to eat.\This fan...\Could it be the Jade Purity Fan of Kunlun?\How would a mortal have Kunlun Mountain's artifact?\Your Highness.\Why is His Highness resting so early today? response:	Is he feeling unwell?
context: I couldn't catch any animals. I only have some fruit.\Have these to eat.\This fan...\Could it be the Jade Purity Fan of Kunlun?\How would a mortal have Kunlun Mountain's artifact?\Your Highness.\Why is His Highness resting so early today?\Is he feeling unwell? response:	Princess, His Highness received Heavenly Lord's orders
context: Have these to eat.\This fan...\Could it be the Jade Purity Fan of Kunlun?\How would a mortal have Kunlun Mountain's artifact?\Your Highness.\Why is His Highness resting so early today?\Is he feeling unwell?\Princess, His Highness received Heavenly Lord's orders response:	and has gone to the mortal realm to subdue the Golden Lion.
context: This fan...\Could it be the Jade Purity Fan of Kunlun?\How would a mortal have Kunlun Mountain's artifact?\Your Highness.\Why is His Highness resting so early today?\Is he feeling unwell?\Princess, His Highness received Heavenly Lord's orders\and has gone to the mortal realm to subdue the Golden Lion. response:	Golden Lion?
context: Could it be the Jade Purity Fan of Kunlun?\How would a mortal have Kunlun Mountain's artifact?\Your Highness.\Why is His Highness resting so early today?\Is he feeling unwell?\Princess, His Highness received Heavenly Lord's orders\and has gone to the mortal realm to subdue the Golden Lion.\Golden Lion? response:	Isn't that Qing Cang's mount?
context: How would a mortal have Kunlun Mountain's artifact?\Your Highness.\Why is His Highness resting so early today?\Is he feeling unwell?\Princess, His Highness received Heavenly Lord's orders\and has gone to the mortal realm to subdue the Golden Lion.\Golden Lion?\Isn't that Qing Cang's mount? response:	Yes, it is that Golden Lion.
context: Your Highness.\Why is His Highness resting so early today?\Is he feeling unwell?\Princess, His Highness received Heavenly Lord's orders\and has gone to the mortal realm to subdue the Golden Lion.\Golden Lion?\Isn't that Qing Cang's mount?\Yes, it is that Golden Lion. response:	It fled to the mortal realm due to unforeseen events in the Ghost Realm.
context: Why is His Highness resting so early today?\Is he feeling unwell?\Princess, His Highness received Heavenly Lord's orders\and has gone to the mortal realm to subdue the Golden Lion.\Golden Lion?\Isn't that Qing Cang's mount?\Yes, it is that Golden Lion.\It fled to the mortal realm due to unforeseen events in the Ghost Realm. response:	Then when will His Highness be back?
context: Is he feeling unwell?\Princess, His Highness received Heavenly Lord's orders\and has gone to the mortal realm to subdue the Golden Lion.\Golden Lion?\Isn't that Qing Cang's mount?\Yes, it is that Golden Lion.\It fled to the mortal realm due to unforeseen events in the Ghost Realm.\Then when will His Highness be back? response:	I've made soup for him. I'm afraid it will cool.
context: Princess, His Highness received Heavenly Lord's orders\and has gone to the mortal realm to subdue the Golden Lion.\Golden Lion?\Isn't that Qing Cang's mount?\Yes, it is that Golden Lion.\It fled to the mortal realm due to unforeseen events in the Ghost Realm.\Then when will His Highness be back?\I've made soup for him. I'm afraid it will cool. response:	A day in heaven is a year on earth.
context: and has gone to the mortal realm to subdue the Golden Lion.\Golden Lion?\Isn't that Qing Cang's mount?\Yes, it is that Golden Lion.\It fled to the mortal realm due to unforeseen events in the Ghost Realm.\Then when will His Highness be back?\I've made soup for him. I'm afraid it will cool.\A day in heaven is a year on earth. response:	His trip there and back
context: Golden Lion?\Isn't that Qing Cang's mount?\Yes, it is that Golden Lion.\It fled to the mortal realm due to unforeseen events in the Ghost Realm.\Then when will His Highness be back?\I've made soup for him. I'm afraid it will cool.\A day in heaven is a year on earth.\His trip there and back response:	will at most be the time it takes for an incense stick to burn.
context: Isn't that Qing Cang's mount?\Yes, it is that Golden Lion.\It fled to the mortal realm due to unforeseen events in the Ghost Realm.\Then when will His Highness be back?\I've made soup for him. I'm afraid it will cool.\A day in heaven is a year on earth.\His trip there and back\will at most be the time it takes for an incense stick to burn. response:	Then please bring this soup inside for me
context: Yes, it is that Golden Lion.\It fled to the mortal realm due to unforeseen events in the Ghost Realm.\Then when will His Highness be back?\I've made soup for him. I'm afraid it will cool.\A day in heaven is a year on earth.\His trip there and back\will at most be the time it takes for an incense stick to burn.\Then please bring this soup inside for me response:	so His Highness can drink it when he returns.
context: It fled to the mortal realm due to unforeseen events in the Ghost Realm.\Then when will His Highness be back?\I've made soup for him. I'm afraid it will cool.\A day in heaven is a year on earth.\His trip there and back\will at most be the time it takes for an incense stick to burn.\Then please bring this soup inside for me\so His Highness can drink it when he returns. response:	Yes.
context: Then when will His Highness be back?\I've made soup for him. I'm afraid it will cool.\A day in heaven is a year on earth.\His trip there and back\will at most be the time it takes for an incense stick to burn.\Then please bring this soup inside for me\so His Highness can drink it when he returns.\Yes. response:	They don't attend court
context: I've made soup for him. I'm afraid it will cool.\A day in heaven is a year on earth.\His trip there and back\will at most be the time it takes for an incense stick to burn.\Then please bring this soup inside for me\so His Highness can drink it when he returns.\Yes.\They don't attend court response:	and yet the separate clans expect me to commend their loyalty?
context: A day in heaven is a year on earth.\His trip there and back\will at most be the time it takes for an incense stick to burn.\Then please bring this soup inside for me\so His Highness can drink it when he returns.\Yes.\They don't attend court\and yet the separate clans expect me to commend their loyalty? response:	Please calm down, Father.
context: His trip there and back\will at most be the time it takes for an incense stick to burn.\Then please bring this soup inside for me\so His Highness can drink it when he returns.\Yes.\They don't attend court\and yet the separate clans expect me to commend their loyalty?\Please calm down, Father. response:	Kunlun Mountain has already disbanded.
context: will at most be the time it takes for an incense stick to burn.\Then please bring this soup inside for me\so His Highness can drink it when he returns.\Yes.\They don't attend court\and yet the separate clans expect me to commend their loyalty?\Please calm down, Father.\Kunlun Mountain has already disbanded. response:	I believe peaceful relations are most necessary.
context: Then please bring this soup inside for me\so His Highness can drink it when he returns.\Yes.\They don't attend court\and yet the separate clans expect me to commend their loyalty?\Please calm down, Father.\Kunlun Mountain has already disbanded.\I believe peaceful relations are most necessary. response:	We can only try to placate the clan leaders.
context: so His Highness can drink it when he returns.\Yes.\They don't attend court\and yet the separate clans expect me to commend their loyalty?\Please calm down, Father.\Kunlun Mountain has already disbanded.\I believe peaceful relations are most necessary.\We can only try to placate the clan leaders. response:	Eldest Brother is correct.
context: Yes.\They don't attend court\and yet the separate clans expect me to commend their loyalty?\Please calm down, Father.\Kunlun Mountain has already disbanded.\I believe peaceful relations are most necessary.\We can only try to placate the clan leaders.\Eldest Brother is correct. response:	The Mermaid Clan is in the south. The north is not at peace either.
context: They don't attend court\and yet the separate clans expect me to commend their loyalty?\Please calm down, Father.\Kunlun Mountain has already disbanded.\I believe peaceful relations are most necessary.\We can only try to placate the clan leaders.\Eldest Brother is correct.\The Mermaid Clan is in the south. The north is not at peace either. response:	We must not raise internal strife at this time.
context: and yet the separate clans expect me to commend their loyalty?\Please calm down, Father.\Kunlun Mountain has already disbanded.\I believe peaceful relations are most necessary.\We can only try to placate the clan leaders.\Eldest Brother is correct.\The Mermaid Clan is in the south. The north is not at peace either.\We must not raise internal strife at this time. response:	I understand. You two need not be so worried.
context: Please calm down, Father.\Kunlun Mountain has already disbanded.\I believe peaceful relations are most necessary.\We can only try to placate the clan leaders.\Eldest Brother is correct.\The Mermaid Clan is in the south. The north is not at peace either.\We must not raise internal strife at this time.\I understand. You two need not be so worried. response:	Where is Ye Hua?
context: Kunlun Mountain has already disbanded.\I believe peaceful relations are most necessary.\We can only try to placate the clan leaders.\Eldest Brother is correct.\The Mermaid Clan is in the south. The north is not at peace either.\We must not raise internal strife at this time.\I understand. You two need not be so worried.\Where is Ye Hua? response:	Your Majesty.
context: I believe peaceful relations are most necessary.\We can only try to placate the clan leaders.\Eldest Brother is correct.\The Mermaid Clan is in the south. The north is not at peace either.\We must not raise internal strife at this time.\I understand. You two need not be so worried.\Where is Ye Hua?\Your Majesty. response:	Crown Prince has gone to the mortal realm to subdue the Golden Lion.
context: We can only try to placate the clan leaders.\Eldest Brother is correct.\The Mermaid Clan is in the south. The north is not at peace either.\We must not raise internal strife at this time.\I understand. You two need not be so worried.\Where is Ye Hua?\Your Majesty.\Crown Prince has gone to the mortal realm to subdue the Golden Lion. response:	Since Ye Hua is not here, why don't you two speak first
context: Eldest Brother is correct.\The Mermaid Clan is in the south. The north is not at peace either.\We must not raise internal strife at this time.\I understand. You two need not be so worried.\Where is Ye Hua?\Your Majesty.\Crown Prince has gone to the mortal realm to subdue the Golden Lion.\Since Ye Hua is not here, why don't you two speak first response:	about what plans you have
context: The Mermaid Clan is in the south. The north is not at peace either.\We must not raise internal strife at this time.\I understand. You two need not be so worried.\Where is Ye Hua?\Your Majesty.\Crown Prince has gone to the mortal realm to subdue the Golden Lion.\Since Ye Hua is not here, why don't you two speak first\about what plans you have response:	to make the clan leaders believe my sincere intentions for harmony?
context: We must not raise internal strife at this time.\I understand. You two need not be so worried.\Where is Ye Hua?\Your Majesty.\Crown Prince has gone to the mortal realm to subdue the Golden Lion.\Since Ye Hua is not here, why don't you two speak first\about what plans you have\to make the clan leaders believe my sincere intentions for harmony? response:	Su Jin, you may leave.
context: I understand. You two need not be so worried.\Where is Ye Hua?\Your Majesty.\Crown Prince has gone to the mortal realm to subdue the Golden Lion.\Since Ye Hua is not here, why don't you two speak first\about what plans you have\to make the clan leaders believe my sincere intentions for harmony?\Su Jin, you may leave. response:	Your Majesty.
context: Where is Ye Hua?\Your Majesty.\Crown Prince has gone to the mortal realm to subdue the Golden Lion.\Since Ye Hua is not here, why don't you two speak first\about what plans you have\to make the clan leaders believe my sincere intentions for harmony?\Su Jin, you may leave.\Your Majesty. response:	Do you believe that I am siding with outsiders?
context: Your Majesty.\Crown Prince has gone to the mortal realm to subdue the Golden Lion.\Since Ye Hua is not here, why don't you two speak first\about what plans you have\to make the clan leaders believe my sincere intentions for harmony?\Su Jin, you may leave.\Your Majesty.\Do you believe that I am siding with outsiders? response:	Your Majesty brought me into the Celestial Palace when I was a child. I...
context: Crown Prince has gone to the mortal realm to subdue the Golden Lion.\Since Ye Hua is not here, why don't you two speak first\about what plans you have\to make the clan leaders believe my sincere intentions for harmony?\Su Jin, you may leave.\Your Majesty.\Do you believe that I am siding with outsiders?\Your Majesty brought me into the Celestial Palace when I was a child. I... response:	You are a woman. There is no use for you to stay here.
context: Since Ye Hua is not here, why don't you two speak first\about what plans you have\to make the clan leaders believe my sincere intentions for harmony?\Su Jin, you may leave.\Your Majesty.\Do you believe that I am siding with outsiders?\Your Majesty brought me into the Celestial Palace when I was a child. I...\You are a woman. There is no use for you to stay here. response:	You may go.
context: about what plans you have\to make the clan leaders believe my sincere intentions for harmony?\Su Jin, you may leave.\Your Majesty.\Do you believe that I am siding with outsiders?\Your Majesty brought me into the Celestial Palace when I was a child. I...\You are a woman. There is no use for you to stay here.\You may go. response:	Yes.
context: to make the clan leaders believe my sincere intentions for harmony?\Su Jin, you may leave.\Your Majesty.\Do you believe that I am siding with outsiders?\Your Majesty brought me into the Celestial Palace when I was a child. I...\You are a woman. There is no use for you to stay here.\You may go.\Yes. response:	I have a way to pacify the separate clans.
context: Su Jin, you may leave.\Your Majesty.\Do you believe that I am siding with outsiders?\Your Majesty brought me into the Celestial Palace when I was a child. I...\You are a woman. There is no use for you to stay here.\You may go.\Yes.\I have a way to pacify the separate clans. response:	You have a way? What is it?
context: Your Majesty.\Do you believe that I am siding with outsiders?\Your Majesty brought me into the Celestial Palace when I was a child. I...\You are a woman. There is no use for you to stay here.\You may go.\Yes.\I have a way to pacify the separate clans.\You have a way? What is it? response:	Grant me the title of side consort.
context: Do you believe that I am siding with outsiders?\Your Majesty brought me into the Celestial Palace when I was a child. I...\You are a woman. There is no use for you to stay here.\You may go.\Yes.\I have a way to pacify the separate clans.\You have a way? What is it?\Grant me the title of side consort. response:	Confer the title of side consort to you?
context: Your Majesty brought me into the Celestial Palace when I was a child. I...\You are a woman. There is no use for you to stay here.\You may go.\Yes.\I have a way to pacify the separate clans.\You have a way? What is it?\Grant me the title of side consort.\Confer the title of side consort to you? response:	If you confer the title of side consort to me
context: You are a woman. There is no use for you to stay here.\You may go.\Yes.\I have a way to pacify the separate clans.\You have a way? What is it?\Grant me the title of side consort.\Confer the title of side consort to you?\If you confer the title of side consort to me response:	you would not be strengthening the power of any one clan
context: You may go.\Yes.\I have a way to pacify the separate clans.\You have a way? What is it?\Grant me the title of side consort.\Confer the title of side consort to you?\If you confer the title of side consort to me\you would not be strengthening the power of any one clan response:	and it would also show the whole world
context: Yes.\I have a way to pacify the separate clans.\You have a way? What is it?\Grant me the title of side consort.\Confer the title of side consort to you?\If you confer the title of side consort to me\you would not be strengthening the power of any one clan\and it would also show the whole world response:	that Your Majesty values each and every clan.
context: I have a way to pacify the separate clans.\You have a way? What is it?\Grant me the title of side consort.\Confer the title of side consort to you?\If you confer the title of side consort to me\you would not be strengthening the power of any one clan\and it would also show the whole world\that Your Majesty values each and every clan. response:	I am already old.
context: You have a way? What is it?\Grant me the title of side consort.\Confer the title of side consort to you?\If you confer the title of side consort to me\you would not be strengthening the power of any one clan\and it would also show the whole world\that Your Majesty values each and every clan.\I am already old. response:	I have long since lost interest in the harem.
context: Grant me the title of side consort.\Confer the title of side consort to you?\If you confer the title of side consort to me\you would not be strengthening the power of any one clan\and it would also show the whole world\that Your Majesty values each and every clan.\I am already old.\I have long since lost interest in the harem. response:	I will be holding you back.
context: Confer the title of side consort to you?\If you confer the title of side consort to me\you would not be strengthening the power of any one clan\and it would also show the whole world\that Your Majesty values each and every clan.\I am already old.\I have long since lost interest in the harem.\I will be holding you back. response:	I only wish to do something for Your Majesty.
context: If you confer the title of side consort to me\you would not be strengthening the power of any one clan\and it would also show the whole world\that Your Majesty values each and every clan.\I am already old.\I have long since lost interest in the harem.\I will be holding you back.\I only wish to do something for Your Majesty. response:	I wish to do something useful for the world, just as my father did.
context: you would not be strengthening the power of any one clan\and it would also show the whole world\that Your Majesty values each and every clan.\I am already old.\I have long since lost interest in the harem.\I will be holding you back.\I only wish to do something for Your Majesty.\I wish to do something useful for the world, just as my father did. response:	It is precisely because your father made sacrifices for the Celestial Tribe
context: and it would also show the whole world\that Your Majesty values each and every clan.\I am already old.\I have long since lost interest in the harem.\I will be holding you back.\I only wish to do something for Your Majesty.\I wish to do something useful for the world, just as my father did.\It is precisely because your father made sacrifices for the Celestial Tribe response:	that I have even more reason to not allow you to do so.
context: that Your Majesty values each and every clan.\I am already old.\I have long since lost interest in the harem.\I will be holding you back.\I only wish to do something for Your Majesty.\I wish to do something useful for the world, just as my father did.\It is precisely because your father made sacrifices for the Celestial Tribe\that I have even more reason to not allow you to do so. response:	The south poses trouble from the Mermaid Clan
context: I am already old.\I have long since lost interest in the harem.\I will be holding you back.\I only wish to do something for Your Majesty.\I wish to do something useful for the world, just as my father did.\It is precisely because your father made sacrifices for the Celestial Tribe\that I have even more reason to not allow you to do so.\The south poses trouble from the Mermaid Clan response:	while the north is in such unrest.
context: I have long since lost interest in the harem.\I will be holding you back.\I only wish to do something for Your Majesty.\I wish to do something useful for the world, just as my father did.\It is precisely because your father made sacrifices for the Celestial Tribe\that I have even more reason to not allow you to do so.\The south poses trouble from the Mermaid Clan\while the north is in such unrest. response:	The Celestial Tribe is in need of manpower.
context: I will be holding you back.\I only wish to do something for Your Majesty.\I wish to do something useful for the world, just as my father did.\It is precisely because your father made sacrifices for the Celestial Tribe\that I have even more reason to not allow you to do so.\The south poses trouble from the Mermaid Clan\while the north is in such unrest.\The Celestial Tribe is in need of manpower. response:	Do not hesitate any longer, Your Majesty.
context: I only wish to do something for Your Majesty.\I wish to do something useful for the world, just as my father did.\It is precisely because your father made sacrifices for the Celestial Tribe\that I have even more reason to not allow you to do so.\The south poses trouble from the Mermaid Clan\while the north is in such unrest.\The Celestial Tribe is in need of manpower.\Do not hesitate any longer, Your Majesty. response:	I am willing to do this. I have absolutely no complaints.
