context: (gulps) response:	What's this?
context: The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\all of Raku's jokers.\all of Raku's jokers. response:	all of Raku's jokers.
context: The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers. response:	all of Raku's jokers.
context: The girl who pulled\The girl who pulled\The girl who pulled\The girl who pulled\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers. response:	all of Raku's jokers.
context: The girl who pulled\The girl who pulled\The girl who pulled\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers. response:	all of Raku's jokers.
context: The girl who pulled\The girl who pulled\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers. response:	all of Raku's jokers.
context: The girl who pulled\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers. response:	all of Raku's jokers.
context: all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers. response:	Kirisaki Chitoge
context: all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\Kirisaki Chitoge response:	Kirisaki Chitoge
context: all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\Kirisaki Chitoge\Kirisaki Chitoge response:	The boy who pulled
context: all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\Kirisaki Chitoge\Kirisaki Chitoge\The boy who pulled response:	The boy who pulled
context: all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\Kirisaki Chitoge\Kirisaki Chitoge\The boy who pulled\The boy who pulled response:	The boy who pulled
context: all of Raku's jokers.\all of Raku's jokers.\all of Raku's jokers.\Kirisaki Chitoge\Kirisaki Chitoge\The boy who pulled\The boy who pulled\The boy who pulled response:	The boy who pulled
context: all of Raku's jokers.\all of Raku's jokers.\Kirisaki Chitoge\Kirisaki Chitoge\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled response:	The boy who pulled
context: all of Raku's jokers.\Kirisaki Chitoge\Kirisaki Chitoge\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled response:	The boy who pulled
context: Kirisaki Chitoge\Kirisaki Chitoge\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled response:	The boy who pulled
context: Kirisaki Chitoge\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled response:	The boy who pulled
context: The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled response:	all of Onodera's jokers.
context: The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\all of Onodera's jokers. response:	all of Onodera's jokers.
context: The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\all of Onodera's jokers.\all of Onodera's jokers. response:	all of Onodera's jokers.
context: The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers. response:	all of Onodera's jokers.
context: The boy who pulled\The boy who pulled\The boy who pulled\The boy who pulled\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers. response:	all of Onodera's jokers.
context: The boy who pulled\The boy who pulled\The boy who pulled\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers. response:	all of Onodera's jokers.
context: The boy who pulled\The boy who pulled\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers. response:	all of Onodera's jokers.
context: The boy who pulled\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers. response:	all of Onodera's jokers.
context: all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers. response:	Raku Ichijou
context: all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\Raku Ichijou response:	Raku Ichijou
context: all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\Raku Ichijou\Raku Ichijou response:	Aha! Our couple's gonna duke it out!
context: all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\Raku Ichijou\Raku Ichijou\Aha! Our couple's gonna duke it out! response:	2 Cards Left
context: all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\Raku Ichijou\Raku Ichijou\Aha! Our couple's gonna duke it out!\2 Cards Left response:	2 Cards Left
context: all of Onodera's jokers.\all of Onodera's jokers.\all of Onodera's jokers.\Raku Ichijou\Raku Ichijou\Aha! Our couple's gonna duke it out!\2 Cards Left\2 Cards Left response:	1 Card Left
context: all of Onodera's jokers.\all of Onodera's jokers.\Raku Ichijou\Raku Ichijou\Aha! Our couple's gonna duke it out!\2 Cards Left\2 Cards Left\1 Card Left response:	1 Card Left
context: all of Onodera's jokers.\Raku Ichijou\Raku Ichijou\Aha! Our couple's gonna duke it out!\2 Cards Left\2 Cards Left\1 Card Left\1 Card Left response:	That was a close call.
context: Raku Ichijou\Raku Ichijou\Aha! Our couple's gonna duke it out!\2 Cards Left\2 Cards Left\1 Card Left\1 Card Left\That was a close call. response:	Sorry, but you're just gonna have to let me win.
context: Raku Ichijou\Aha! Our couple's gonna duke it out!\2 Cards Left\2 Cards Left\1 Card Left\1 Card Left\That was a close call.\Sorry, but you're just gonna have to let me win. response:	So this one's not the joker, huh?
context: Aha! Our couple's gonna duke it out!\2 Cards Left\2 Cards Left\1 Card Left\1 Card Left\That was a close call.\Sorry, but you're just gonna have to let me win.\So this one's not the joker, huh? response:	I can't afford to lose, either.
context: 2 Cards Left\2 Cards Left\1 Card Left\1 Card Left\That was a close call.\Sorry, but you're just gonna have to let me win.\So this one's not the joker, huh?\I can't afford to lose, either. response:	Damn, I feel like a coward for beating her like this.
context: 2 Cards Left\1 Card Left\1 Card Left\That was a close call.\Sorry, but you're just gonna have to let me win.\So this one's not the joker, huh?\I can't afford to lose, either.\Damn, I feel like a coward for beating her like this. response:	Oh, crap...
context: 1 Card Left\1 Card Left\That was a close call.\Sorry, but you're just gonna have to let me win.\So this one's not the joker, huh?\I can't afford to lose, either.\Damn, I feel like a coward for beating her like this.\Oh, crap... response:	She realized that I took her joker on purpose, huh?
context: 1 Card Left\That was a close call.\Sorry, but you're just gonna have to let me win.\So this one's not the joker, huh?\I can't afford to lose, either.\Damn, I feel like a coward for beating her like this.\Oh, crap...\She realized that I took her joker on purpose, huh? response:	But this makes us even, right?
context: That was a close call.\Sorry, but you're just gonna have to let me win.\So this one's not the joker, huh?\I can't afford to lose, either.\Damn, I feel like a coward for beating her like this.\Oh, crap...\She realized that I took her joker on purpose, huh?\But this makes us even, right? response:	After this, whether I win or lose...
context: Sorry, but you're just gonna have to let me win.\So this one's not the joker, huh?\I can't afford to lose, either.\Damn, I feel like a coward for beating her like this.\Oh, crap...\She realized that I took her joker on purpose, huh?\But this makes us even, right?\After this, whether I win or lose... response:	Hey! You were supposed to show up ages ago!
context: So this one's not the joker, huh?\I can't afford to lose, either.\Damn, I feel like a coward for beating her like this.\Oh, crap...\She realized that I took her joker on purpose, huh?\But this makes us even, right?\After this, whether I win or lose...\Hey! You were supposed to show up ages ago! response:	Get yourselves over there!
context: I can't afford to lose, either.\Damn, I feel like a coward for beating her like this.\Oh, crap...\She realized that I took her joker on purpose, huh?\But this makes us even, right?\After this, whether I win or lose...\Hey! You were supposed to show up ages ago!\Get yourselves over there! response:	Whoa, this is bad! Let's go, Raku!
context: Damn, I feel like a coward for beating her like this.\Oh, crap...\She realized that I took her joker on purpose, huh?\But this makes us even, right?\After this, whether I win or lose...\Hey! You were supposed to show up ages ago!\Get yourselves over there!\Whoa, this is bad! Let's go, Raku! response:	Right!
context: Oh, crap...\She realized that I took her joker on purpose, huh?\But this makes us even, right?\After this, whether I win or lose...\Hey! You were supposed to show up ages ago!\Get yourselves over there!\Whoa, this is bad! Let's go, Raku!\Right! response:	All's well that ends well.
context: She realized that I took her joker on purpose, huh?\But this makes us even, right?\After this, whether I win or lose...\Hey! You were supposed to show up ages ago!\Get yourselves over there!\Whoa, this is bad! Let's go, Raku!\Right!\All's well that ends well. response:	Thank you for the meal!
context: But this makes us even, right?\After this, whether I win or lose...\Hey! You were supposed to show up ages ago!\Get yourselves over there!\Whoa, this is bad! Let's go, Raku!\Right!\All's well that ends well.\Thank you for the meal! response:	I'm so stuffed!
context: After this, whether I win or lose...\Hey! You were supposed to show up ages ago!\Get yourselves over there!\Whoa, this is bad! Let's go, Raku!\Right!\All's well that ends well.\Thank you for the meal!\I'm so stuffed! response:	Come on, let's head to the bath.
context: Hey! You were supposed to show up ages ago!\Get yourselves over there!\Whoa, this is bad! Let's go, Raku!\Right!\All's well that ends well.\Thank you for the meal!\I'm so stuffed!\Come on, let's head to the bath. response:	You sure you're not trying to say, Let's peep on the girls!?
context: Get yourselves over there!\Whoa, this is bad! Let's go, Raku!\Right!\All's well that ends well.\Thank you for the meal!\I'm so stuffed!\Come on, let's head to the bath.\You sure you're not trying to say, Let's peep on the girls!? response:	I would never say that!
context: Whoa, this is bad! Let's go, Raku!\Right!\All's well that ends well.\Thank you for the meal!\I'm so stuffed!\Come on, let's head to the bath.\You sure you're not trying to say, Let's peep on the girls!?\I would never say that! response:	And besides, I hear that the boys and girls are bathing at different times.
context: Right!\All's well that ends well.\Thank you for the meal!\I'm so stuffed!\Come on, let's head to the bath.\You sure you're not trying to say, Let's peep on the girls!?\I would never say that!\And besides, I hear that the boys and girls are bathing at different times. response:	Hey, Ichijou!
context: All's well that ends well.\Thank you for the meal!\I'm so stuffed!\Come on, let's head to the bath.\You sure you're not trying to say, Let's peep on the girls!?\I would never say that!\And besides, I hear that the boys and girls are bathing at different times.\Hey, Ichijou! response:	You've got a phone call at the front desk!
context: Thank you for the meal!\I'm so stuffed!\Come on, let's head to the bath.\You sure you're not trying to say, Let's peep on the girls!?\I would never say that!\And besides, I hear that the boys and girls are bathing at different times.\Hey, Ichijou!\You've got a phone call at the front desk! response:	What?
context: I'm so stuffed!\Come on, let's head to the bath.\You sure you're not trying to say, Let's peep on the girls!?\I would never say that!\And besides, I hear that the boys and girls are bathing at different times.\Hey, Ichijou!\You've got a phone call at the front desk!\What? response:	I'm going on ahead!
context: Come on, let's head to the bath.\You sure you're not trying to say, Let's peep on the girls!?\I would never say that!\And besides, I hear that the boys and girls are bathing at different times.\Hey, Ichijou!\You've got a phone call at the front desk!\What?\I'm going on ahead! response:	A call?
context: You sure you're not trying to say, Let's peep on the girls!?\I would never say that!\And besides, I hear that the boys and girls are bathing at different times.\Hey, Ichijou!\You've got a phone call at the front desk!\What?\I'm going on ahead!\A call? response:	Wonder who it's from?
context: I would never say that!\And besides, I hear that the boys and girls are bathing at different times.\Hey, Ichijou!\You've got a phone call at the front desk!\What?\I'm going on ahead!\A call?\Wonder who it's from? response:	Huh?
context: And besides, I hear that the boys and girls are bathing at different times.\Hey, Ichijou!\You've got a phone call at the front desk!\What?\I'm going on ahead!\A call?\Wonder who it's from?\Huh? response:	Claude? What's he doing here?
context: Hey, Ichijou!\You've got a phone call at the front desk!\What?\I'm going on ahead!\A call?\Wonder who it's from?\Huh?\Claude? What's he doing here? response:	I hope he's not up to one of his evil schemes again.
context: You've got a phone call at the front desk!\What?\I'm going on ahead!\A call?\Wonder who it's from?\Huh?\Claude? What's he doing here?\I hope he's not up to one of his evil schemes again. response:	Hey, Chitoge-chan! Let's go get ready for our baths, too!
context: What?\I'm going on ahead!\A call?\Wonder who it's from?\Huh?\Claude? What's he doing here?\I hope he's not up to one of his evil schemes again.\Hey, Chitoge-chan! Let's go get ready for our baths, too! response:	Oh, okay!
context: I'm going on ahead!\A call?\Wonder who it's from?\Huh?\Claude? What's he doing here?\I hope he's not up to one of his evil schemes again.\Hey, Chitoge-chan! Let's go get ready for our baths, too!\Oh, okay! response:	What the hell? Nobody called me!
context: A call?\Wonder who it's from?\Huh?\Claude? What's he doing here?\I hope he's not up to one of his evil schemes again.\Hey, Chitoge-chan! Let's go get ready for our baths, too!\Oh, okay!\What the hell? Nobody called me! response:	Oh, crap, I'm supposed to be in the bath by now.
context: Wonder who it's from?\Huh?\Claude? What's he doing here?\I hope he's not up to one of his evil schemes again.\Hey, Chitoge-chan! Let's go get ready for our baths, too!\Oh, okay!\What the hell? Nobody called me!\Oh, crap, I'm supposed to be in the bath by now. response:	Ichijou Raku! As of today, your social life is over!
context: Huh?\Claude? What's he doing here?\I hope he's not up to one of his evil schemes again.\Hey, Chitoge-chan! Let's go get ready for our baths, too!\Oh, okay!\What the hell? Nobody called me!\Oh, crap, I'm supposed to be in the bath by now.\Ichijou Raku! As of today, your social life is over! response:	Nobody else is here. Am I the last one?
context: Claude? What's he doing here?\I hope he's not up to one of his evil schemes again.\Hey, Chitoge-chan! Let's go get ready for our baths, too!\Oh, okay!\What the hell? Nobody called me!\Oh, crap, I'm supposed to be in the bath by now.\Ichijou Raku! As of today, your social life is over!\Nobody else is here. Am I the last one? response:	Now that I think of it, I never got to hear about anyone's first love today.
context: I hope he's not up to one of his evil schemes again.\Hey, Chitoge-chan! Let's go get ready for our baths, too!\Oh, okay!\What the hell? Nobody called me!\Oh, crap, I'm supposed to be in the bath by now.\Ichijou Raku! As of today, your social life is over!\Nobody else is here. Am I the last one?\Now that I think of it, I never got to hear about anyone's first love today. response:	It would've been cool to hear about Onodera's.
context: Hey, Chitoge-chan! Let's go get ready for our baths, too!\Oh, okay!\What the hell? Nobody called me!\Oh, crap, I'm supposed to be in the bath by now.\Ichijou Raku! As of today, your social life is over!\Nobody else is here. Am I the last one?\Now that I think of it, I never got to hear about anyone's first love today.\It would've been cool to hear about Onodera's. response:	Whatever, this hot spring feels great!
context: Oh, okay!\What the hell? Nobody called me!\Oh, crap, I'm supposed to be in the bath by now.\Ichijou Raku! As of today, your social life is over!\Nobody else is here. Am I the last one?\Now that I think of it, I never got to hear about anyone's first love today.\It would've been cool to hear about Onodera's.\Whatever, this hot spring feels great! response:	The atmosphere here feels like heaven!
context: What the hell? Nobody called me!\Oh, crap, I'm supposed to be in the bath by now.\Ichijou Raku! As of today, your social life is over!\Nobody else is here. Am I the last one?\Now that I think of it, I never got to hear about anyone's first love today.\It would've been cool to hear about Onodera's.\Whatever, this hot spring feels great!\The atmosphere here feels like heaven! response:	Hey, are you a moron?
context: Oh, crap, I'm supposed to be in the bath by now.\Ichijou Raku! As of today, your social life is over!\Nobody else is here. Am I the last one?\Now that I think of it, I never got to hear about anyone's first love today.\It would've been cool to hear about Onodera's.\Whatever, this hot spring feels great!\The atmosphere here feels like heaven!\Hey, are you a moron? response:	Where do you get off doing a butterfly stroke in a hot spring!?
context: Ichijou Raku! As of today, your social life is over!\Nobody else is here. Am I the last one?\Now that I think of it, I never got to hear about anyone's first love today.\It would've been cool to hear about Onodera's.\Whatever, this hot spring feels great!\The atmosphere here feels like heaven!\Hey, are you a moron?\Where do you get off doing a butterfly stroke in a hot spring!? response:	Oh, sorry... about...
context: Nobody else is here. Am I the last one?\Now that I think of it, I never got to hear about anyone's first love today.\It would've been cool to hear about Onodera's.\Whatever, this hot spring feels great!\The atmosphere here feels like heaven!\Hey, are you a moron?\Where do you get off doing a butterfly stroke in a hot spring!?\Oh, sorry... about... response:	What the hell do you think you're doing?
context: Now that I think of it, I never got to hear about anyone's first love today.\It would've been cool to hear about Onodera's.\Whatever, this hot spring feels great!\The atmosphere here feels like heaven!\Hey, are you a moron?\Where do you get off doing a butterfly stroke in a hot spring!?\Oh, sorry... about...\What the hell do you think you're doing? response:	Right back at you!
context: It would've been cool to hear about Onodera's.\Whatever, this hot spring feels great!\The atmosphere here feels like heaven!\Hey, are you a moron?\Where do you get off doing a butterfly stroke in a hot spring!?\Oh, sorry... about...\What the hell do you think you're doing?\Right back at you! response:	What are you doing in the men's bath?
context: Whatever, this hot spring feels great!\The atmosphere here feels like heaven!\Hey, are you a moron?\Where do you get off doing a butterfly stroke in a hot spring!?\Oh, sorry... about...\What the hell do you think you're doing?\Right back at you!\What are you doing in the men's bath? response:	Huh? What are you talking about? This is the women's bath!
context: The atmosphere here feels like heaven!\Hey, are you a moron?\Where do you get off doing a butterfly stroke in a hot spring!?\Oh, sorry... about...\What the hell do you think you're doing?\Right back at you!\What are you doing in the men's bath?\Huh? What are you talking about? This is the women's bath! response:	That's ridiculous! I double-checked!
context: Hey, are you a moron?\Where do you get off doing a butterfly stroke in a hot spring!?\Oh, sorry... about...\What the hell do you think you're doing?\Right back at you!\What are you doing in the men's bath?\Huh? What are you talking about? This is the women's bath!\That's ridiculous! I double-checked! response:	Everything makes sense now. This must be Claude's doing.
context: Where do you get off doing a butterfly stroke in a hot spring!?\Oh, sorry... about...\What the hell do you think you're doing?\Right back at you!\What are you doing in the men's bath?\Huh? What are you talking about? This is the women's bath!\That's ridiculous! I double-checked!\Everything makes sense now. This must be Claude's doing. response:	What? You mean he's here?
context: Oh, sorry... about...\What the hell do you think you're doing?\Right back at you!\What are you doing in the men's bath?\Huh? What are you talking about? This is the women's bath!\That's ridiculous! I double-checked!\Everything makes sense now. This must be Claude's doing.\What? You mean he's here? response:	Anyway, I'm going to let you off this time,
context: What the hell do you think you're doing?\Right back at you!\What are you doing in the men's bath?\Huh? What are you talking about? This is the women's bath!\That's ridiculous! I double-checked!\Everything makes sense now. This must be Claude's doing.\What? You mean he's here?\Anyway, I'm going to let you off this time, response:	but you need to get yourself out of here!
context: Right back at you!\What are you doing in the men's bath?\Huh? What are you talking about? This is the women's bath!\That's ridiculous! I double-checked!\Everything makes sense now. This must be Claude's doing.\What? You mean he's here?\Anyway, I'm going to let you off this time,\but you need to get yourself out of here! response:	Before the others show up!
context: What are you doing in the men's bath?\Huh? What are you talking about? This is the women's bath!\That's ridiculous! I double-checked!\Everything makes sense now. This must be Claude's doing.\What? You mean he's here?\Anyway, I'm going to let you off this time,\but you need to get yourself out of here!\Before the others show up! response:	Sorry, I owe you big time!
context: Huh? What are you talking about? This is the women's bath!\That's ridiculous! I double-checked!\Everything makes sense now. This must be Claude's doing.\What? You mean he's here?\Anyway, I'm going to let you off this time,\but you need to get yourself out of here!\Before the others show up!\Sorry, I owe you big time! response:	And don't look this way! I'll murder you!
context: That's ridiculous! I double-checked!\Everything makes sense now. This must be Claude's doing.\What? You mean he's here?\Anyway, I'm going to let you off this time,\but you need to get yourself out of here!\Before the others show up!\Sorry, I owe you big time!\And don't look this way! I'll murder you! response:	Sorry!
context: Everything makes sense now. This must be Claude's doing.\What? You mean he's here?\Anyway, I'm going to let you off this time,\but you need to get yourself out of here!\Before the others show up!\Sorry, I owe you big time!\And don't look this way! I'll murder you!\Sorry! response:	Wow! It's an outdoor bath!
context: What? You mean he's here?\Anyway, I'm going to let you off this time,\but you need to get yourself out of here!\Before the others show up!\Sorry, I owe you big time!\And don't look this way! I'll murder you!\Sorry!\Wow! It's an outdoor bath! response:	I-I've never done anything like this before.
context: Anyway, I'm going to let you off this time,\but you need to get yourself out of here!\Before the others show up!\Sorry, I owe you big time!\And don't look this way! I'll murder you!\Sorry!\Wow! It's an outdoor bath!\I-I've never done anything like this before. response:	You're not supposed to bring your towel into the spring.
context: but you need to get yourself out of here!\Before the others show up!\Sorry, I owe you big time!\And don't look this way! I'll murder you!\Sorry!\Wow! It's an outdoor bath!\I-I've never done anything like this before.\You're not supposed to bring your towel into the spring. response:	It's a lot bigger than we thought, huh?
context: Before the others show up!\Sorry, I owe you big time!\And don't look this way! I'll murder you!\Sorry!\Wow! It's an outdoor bath!\I-I've never done anything like this before.\You're not supposed to bring your towel into the spring.\It's a lot bigger than we thought, huh? response:	Uh, what do I do now?
context: Sorry, I owe you big time!\And don't look this way! I'll murder you!\Sorry!\Wow! It's an outdoor bath!\I-I've never done anything like this before.\You're not supposed to bring your towel into the spring.\It's a lot bigger than we thought, huh?\Uh, what do I do now? response:	You can take that thing off first!
context: And don't look this way! I'll murder you!\Sorry!\Wow! It's an outdoor bath!\I-I've never done anything like this before.\You're not supposed to bring your towel into the spring.\It's a lot bigger than we thought, huh?\Uh, what do I do now?\You can take that thing off first! response:	Stop wandering around, and wash your body.
context: Sorry!\Wow! It's an outdoor bath!\I-I've never done anything like this before.\You're not supposed to bring your towel into the spring.\It's a lot bigger than we thought, huh?\Uh, what do I do now?\You can take that thing off first!\Stop wandering around, and wash your body. response:	Huh?
context: Wow! It's an outdoor bath!\I-I've never done anything like this before.\You're not supposed to bring your towel into the spring.\It's a lot bigger than we thought, huh?\Uh, what do I do now?\You can take that thing off first!\Stop wandering around, and wash your body.\Huh? response:	Serves you right, you goddamn punk!
context: I-I've never done anything like this before.\You're not supposed to bring your towel into the spring.\It's a lot bigger than we thought, huh?\Uh, what do I do now?\You can take that thing off first!\Stop wandering around, and wash your body.\Huh?\Serves you right, you goddamn punk! response:	As of tonight, you'll forever be stigmatized as a pervert and a Peeping Tom,
context: You're not supposed to bring your towel into the spring.\It's a lot bigger than we thought, huh?\Uh, what do I do now?\You can take that thing off first!\Stop wandering around, and wash your body.\Huh?\Serves you right, you goddamn punk!\As of tonight, you'll forever be stigmatized as a pervert and a Peeping Tom, response:	and you'll spend the rest of your youth isolated in the darkness!
context: It's a lot bigger than we thought, huh?\Uh, what do I do now?\You can take that thing off first!\Stop wandering around, and wash your body.\Huh?\Serves you right, you goddamn punk!\As of tonight, you'll forever be stigmatized as a pervert and a Peeping Tom,\and you'll spend the rest of your youth isolated in the darkness! response:	Chitoge-chan!
context: Uh, what do I do now?\You can take that thing off first!\Stop wandering around, and wash your body.\Huh?\Serves you right, you goddamn punk!\As of tonight, you'll forever be stigmatized as a pervert and a Peeping Tom,\and you'll spend the rest of your youth isolated in the darkness!\Chitoge-chan! response:	That was quick! Are you done with your bath already?
context: You can take that thing off first!\Stop wandering around, and wash your body.\Huh?\Serves you right, you goddamn punk!\As of tonight, you'll forever be stigmatized as a pervert and a Peeping Tom,\and you'll spend the rest of your youth isolated in the darkness!\Chitoge-chan!\That was quick! Are you done with your bath already? response:	Th-That's right, I am!
context: Stop wandering around, and wash your body.\Huh?\Serves you right, you goddamn punk!\As of tonight, you'll forever be stigmatized as a pervert and a Peeping Tom,\and you'll spend the rest of your youth isolated in the darkness!\Chitoge-chan!\That was quick! Are you done with your bath already?\Th-That's right, I am! response:	I just couldn't help myself and went ahead!
context: Huh?\Serves you right, you goddamn punk!\As of tonight, you'll forever be stigmatized as a pervert and a Peeping Tom,\and you'll spend the rest of your youth isolated in the darkness!\Chitoge-chan!\That was quick! Are you done with your bath already?\Th-That's right, I am!\I just couldn't help myself and went ahead! response:	Mistress! I'll be right there
context: Serves you right, you goddamn punk!\As of tonight, you'll forever be stigmatized as a pervert and a Peeping Tom,\and you'll spend the rest of your youth isolated in the darkness!\Chitoge-chan!\That was quick! Are you done with your bath already?\Th-That's right, I am!\I just couldn't help myself and went ahead!\Mistress! I'll be right there response:	No, we need to scrub that body first!
context: As of tonight, you'll forever be stigmatized as a pervert and a Peeping Tom,\and you'll spend the rest of your youth isolated in the darkness!\Chitoge-chan!\That was quick! Are you done with your bath already?\Th-That's right, I am!\I just couldn't help myself and went ahead!\Mistress! I'll be right there\No, we need to scrub that body first! response:	Wasn't there another girl with you just now?
context: and you'll spend the rest of your youth isolated in the darkness!\Chitoge-chan!\That was quick! Are you done with your bath already?\Th-That's right, I am!\I just couldn't help myself and went ahead!\Mistress! I'll be right there\No, we need to scrub that body first!\Wasn't there another girl with you just now? response:	No, no, I'm by myself!
context: Chitoge-chan!\That was quick! Are you done with your bath already?\Th-That's right, I am!\I just couldn't help myself and went ahead!\Mistress! I'll be right there\No, we need to scrub that body first!\Wasn't there another girl with you just now?\No, no, I'm by myself! response:	I mean, I was the first one in!
context: That was quick! Are you done with your bath already?\Th-That's right, I am!\I just couldn't help myself and went ahead!\Mistress! I'll be right there\No, we need to scrub that body first!\Wasn't there another girl with you just now?\No, no, I'm by myself!\I mean, I was the first one in! response:	I see.
context: Th-That's right, I am!\I just couldn't help myself and went ahead!\Mistress! I'll be right there\No, we need to scrub that body first!\Wasn't there another girl with you just now?\No, no, I'm by myself!\I mean, I was the first one in!\I see. response:	Men
context: I just couldn't help myself and went ahead!\Mistress! I'll be right there\No, we need to scrub that body first!\Wasn't there another girl with you just now?\No, no, I'm by myself!\I mean, I was the first one in!\I see.\Men response:	Men
context: Mistress! I'll be right there\No, we need to scrub that body first!\Wasn't there another girl with you just now?\No, no, I'm by myself!\I mean, I was the first one in!\I see.\Men\Men response:	Men
context: No, we need to scrub that body first!\Wasn't there another girl with you just now?\No, no, I'm by myself!\I mean, I was the first one in!\I see.\Men\Men\Men response:	Men
context: Wasn't there another girl with you just now?\No, no, I'm by myself!\I mean, I was the first one in!\I see.\Men\Men\Men\Men response:	Men
context: No, no, I'm by myself!\I mean, I was the first one in!\I see.\Men\Men\Men\Men\Men response:	Men
context: I mean, I was the first one in!\I see.\Men\Men\Men\Men\Men\Men response:	Men
context: I see.\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Men
context: Men\Men\Men\Men\Men\Men\Men\Men response:	Women
context: Men\Men\Men\Men\Men\Men\Men\Women response:	Women
context: Men\Men\Men\Men\Men\Men\Women\Women response:	Women
context: Men\Men\Men\Men\Men\Women\Women\Women response:	Women
