context: All right, the contract is signed, Kosaki. response:	Starting today, you will become the Magical Patissiere Kosaki,
context: What should I do? I can't get that pumped up about this.\So that's the big boss?\Never mind that, let's just make short work of him!\Behold! Dr. Maikou's new weapon!\The Magic Neutralizing Beam!\Wh-What the heck is this!?\Did it take you by surprise, perhaps? The destructive power of this beam?\This beam can't be blocked by those clothes made of magic! response:	Wh-Wh-Wh-Wh-What's up with that? That's awful!
context: So that's the big boss?\Never mind that, let's just make short work of him!\Behold! Dr. Maikou's new weapon!\The Magic Neutralizing Beam!\Wh-What the heck is this!?\Did it take you by surprise, perhaps? The destructive power of this beam?\This beam can't be blocked by those clothes made of magic!\Wh-Wh-Wh-Wh-What's up with that? That's awful! response:	Why, you... Pervert!
context: Never mind that, let's just make short work of him!\Behold! Dr. Maikou's new weapon!\The Magic Neutralizing Beam!\Wh-What the heck is this!?\Did it take you by surprise, perhaps? The destructive power of this beam?\This beam can't be blocked by those clothes made of magic!\Wh-Wh-Wh-Wh-What's up with that? That's awful!\Why, you... Pervert! response:	In that case, our only option is to attack!
context: Behold! Dr. Maikou's new weapon!\The Magic Neutralizing Beam!\Wh-What the heck is this!?\Did it take you by surprise, perhaps? The destructive power of this beam?\This beam can't be blocked by those clothes made of magic!\Wh-Wh-Wh-Wh-What's up with that? That's awful!\Why, you... Pervert!\In that case, our only option is to attack! response:	With my Magic Cuffs...
context: The Magic Neutralizing Beam!\Wh-What the heck is this!?\Did it take you by surprise, perhaps? The destructive power of this beam?\This beam can't be blocked by those clothes made of magic!\Wh-Wh-Wh-Wh-What's up with that? That's awful!\Why, you... Pervert!\In that case, our only option is to attack!\With my Magic Cuffs... response:	What on Earth...?
context: Wh-What the heck is this!?\Did it take you by surprise, perhaps? The destructive power of this beam?\This beam can't be blocked by those clothes made of magic!\Wh-Wh-Wh-Wh-What's up with that? That's awful!\Why, you... Pervert!\In that case, our only option is to attack!\With my Magic Cuffs...\What on Earth...? response:	To think that it can obliterate any kind of magic...
context: Did it take you by surprise, perhaps? The destructive power of this beam?\This beam can't be blocked by those clothes made of magic!\Wh-Wh-Wh-Wh-What's up with that? That's awful!\Why, you... Pervert!\In that case, our only option is to attack!\With my Magic Cuffs...\What on Earth...?\To think that it can obliterate any kind of magic... response:	Ms. Tachibana! In front of you!
context: This beam can't be blocked by those clothes made of magic!\Wh-Wh-Wh-Wh-What's up with that? That's awful!\Why, you... Pervert!\In that case, our only option is to attack!\With my Magic Cuffs...\What on Earth...?\To think that it can obliterate any kind of magic...\Ms. Tachibana! In front of you! response:	You guys, let's un-transform for now!
context: Wh-Wh-Wh-Wh-What's up with that? That's awful!\Why, you... Pervert!\In that case, our only option is to attack!\With my Magic Cuffs...\What on Earth...?\To think that it can obliterate any kind of magic...\Ms. Tachibana! In front of you!\You guys, let's un-transform for now! response:	We can't win in our current forms!
context: Why, you... Pervert!\In that case, our only option is to attack!\With my Magic Cuffs...\What on Earth...?\To think that it can obliterate any kind of magic...\Ms. Tachibana! In front of you!\You guys, let's un-transform for now!\We can't win in our current forms! response:	Okay...
context: In that case, our only option is to attack!\With my Magic Cuffs...\What on Earth...?\To think that it can obliterate any kind of magic...\Ms. Tachibana! In front of you!\You guys, let's un-transform for now!\We can't win in our current forms!\Okay... response:	But what are we going to do? There's nothing we can do like this...
context: With my Magic Cuffs...\What on Earth...?\To think that it can obliterate any kind of magic...\Ms. Tachibana! In front of you!\You guys, let's un-transform for now!\We can't win in our current forms!\Okay...\But what are we going to do? There's nothing we can do like this... response:	Don't worry. I've got an idea.
context: What on Earth...?\To think that it can obliterate any kind of magic...\Ms. Tachibana! In front of you!\You guys, let's un-transform for now!\We can't win in our current forms!\Okay...\But what are we going to do? There's nothing we can do like this...\Don't worry. I've got an idea. response:	Oh! My hand somehow slipped!
context: To think that it can obliterate any kind of magic...\Ms. Tachibana! In front of you!\You guys, let's un-transform for now!\We can't win in our current forms!\Okay...\But what are we going to do? There's nothing we can do like this...\Don't worry. I've got an idea.\Oh! My hand somehow slipped! response:	Heave-ho!
context: Ms. Tachibana! In front of you!\You guys, let's un-transform for now!\We can't win in our current forms!\Okay...\But what are we going to do? There's nothing we can do like this...\Don't worry. I've got an idea.\Oh! My hand somehow slipped!\Heave-ho! response:	All right, you guys, let's head back to our hideout.
context: You guys, let's un-transform for now!\We can't win in our current forms!\Okay...\But what are we going to do? There's nothing we can do like this...\Don't worry. I've got an idea.\Oh! My hand somehow slipped!\Heave-ho!\All right, you guys, let's head back to our hideout. response:	Now that he's here, we've got to come up with our next strategy...
context: We can't win in our current forms!\Okay...\But what are we going to do? There's nothing we can do like this...\Don't worry. I've got an idea.\Oh! My hand somehow slipped!\Heave-ho!\All right, you guys, let's head back to our hideout.\Now that he's here, we've got to come up with our next strategy... response:	Wait a second, please.
context: Okay...\But what are we going to do? There's nothing we can do like this...\Don't worry. I've got an idea.\Oh! My hand somehow slipped!\Heave-ho!\All right, you guys, let's head back to our hideout.\Now that he's here, we've got to come up with our next strategy...\Wait a second, please. response:	There's something I have to tell you!
context: But what are we going to do? There's nothing we can do like this...\Don't worry. I've got an idea.\Oh! My hand somehow slipped!\Heave-ho!\All right, you guys, let's head back to our hideout.\Now that he's here, we've got to come up with our next strategy...\Wait a second, please.\There's something I have to tell you! response:	This work is fiction. It is not related to any actual living things, groups and locations.
context: Don't worry. I've got an idea.\Oh! My hand somehow slipped!\Heave-ho!\All right, you guys, let's head back to our hideout.\Now that he's here, we've got to come up with our next strategy...\Wait a second, please.\There's something I have to tell you!\This work is fiction. It is not related to any actual living things, groups and locations. response:	Oh, no. What am I going to do?
context: Oh! My hand somehow slipped!\Heave-ho!\All right, you guys, let's head back to our hideout.\Now that he's here, we've got to come up with our next strategy...\Wait a second, please.\There's something I have to tell you!\This work is fiction. It is not related to any actual living things, groups and locations.\Oh, no. What am I going to do? response:	Nakamura can't make it on Sunday, either.
context: Heave-ho!\All right, you guys, let's head back to our hideout.\Now that he's here, we've got to come up with our next strategy...\Wait a second, please.\There's something I have to tell you!\This work is fiction. It is not related to any actual living things, groups and locations.\Oh, no. What am I going to do?\Nakamura can't make it on Sunday, either. response:	What? Is that right?
context: All right, you guys, let's head back to our hideout.\Now that he's here, we've got to come up with our next strategy...\Wait a second, please.\There's something I have to tell you!\This work is fiction. It is not related to any actual living things, groups and locations.\Oh, no. What am I going to do?\Nakamura can't make it on Sunday, either.\What? Is that right? response:	Kato said she couldn't come, either...
context: Now that he's here, we've got to come up with our next strategy...\Wait a second, please.\There's something I have to tell you!\This work is fiction. It is not related to any actual living things, groups and locations.\Oh, no. What am I going to do?\Nakamura can't make it on Sunday, either.\What? Is that right?\Kato said she couldn't come, either... response:	Well, now I'm in a bind. Losing two staff members so suddenly...
context: Wait a second, please.\There's something I have to tell you!\This work is fiction. It is not related to any actual living things, groups and locations.\Oh, no. What am I going to do?\Nakamura can't make it on Sunday, either.\What? Is that right?\Kato said she couldn't come, either...\Well, now I'm in a bind. Losing two staff members so suddenly... response:	Then I'll work at the shop, too! Sister, you're going in too, right?
context: There's something I have to tell you!\This work is fiction. It is not related to any actual living things, groups and locations.\Oh, no. What am I going to do?\Nakamura can't make it on Sunday, either.\What? Is that right?\Kato said she couldn't come, either...\Well, now I'm in a bind. Losing two staff members so suddenly...\Then I'll work at the shop, too! Sister, you're going in too, right? response:	But I'd still be short one person...
context: This work is fiction. It is not related to any actual living things, groups and locations.\Oh, no. What am I going to do?\Nakamura can't make it on Sunday, either.\What? Is that right?\Kato said she couldn't come, either...\Well, now I'm in a bind. Losing two staff members so suddenly...\Then I'll work at the shop, too! Sister, you're going in too, right?\But I'd still be short one person... response:	Hey, I know.
context: Oh, no. What am I going to do?\Nakamura can't make it on Sunday, either.\What? Is that right?\Kato said she couldn't come, either...\Well, now I'm in a bind. Losing two staff members so suddenly...\Then I'll work at the shop, too! Sister, you're going in too, right?\But I'd still be short one person...\Hey, I know. response:	Kosaki, can you ask that boy from the other day to pitch in?
context: Nakamura can't make it on Sunday, either.\What? Is that right?\Kato said she couldn't come, either...\Well, now I'm in a bind. Losing two staff members so suddenly...\Then I'll work at the shop, too! Sister, you're going in too, right?\But I'd still be short one person...\Hey, I know.\Kosaki, can you ask that boy from the other day to pitch in? response:	What?
context: What? Is that right?\Kato said she couldn't come, either...\Well, now I'm in a bind. Losing two staff members so suddenly...\Then I'll work at the shop, too! Sister, you're going in too, right?\But I'd still be short one person...\Hey, I know.\Kosaki, can you ask that boy from the other day to pitch in?\What? response:	Oh... Sure, okay! I'll try asking him.
context: Kato said she couldn't come, either...\Well, now I'm in a bind. Losing two staff members so suddenly...\Then I'll work at the shop, too! Sister, you're going in too, right?\But I'd still be short one person...\Hey, I know.\Kosaki, can you ask that boy from the other day to pitch in?\What?\Oh... Sure, okay! I'll try asking him. response:	Pitch in?
context: Well, now I'm in a bind. Losing two staff members so suddenly...\Then I'll work at the shop, too! Sister, you're going in too, right?\But I'd still be short one person...\Hey, I know.\Kosaki, can you ask that boy from the other day to pitch in?\What?\Oh... Sure, okay! I'll try asking him.\Pitch in? response:	G-Good morning!
context: Then I'll work at the shop, too! Sister, you're going in too, right?\But I'd still be short one person...\Hey, I know.\Kosaki, can you ask that boy from the other day to pitch in?\What?\Oh... Sure, okay! I'll try asking him.\Pitch in?\G-Good morning! response:	Ah, there you are, young lad!
context: But I'd still be short one person...\Hey, I know.\Kosaki, can you ask that boy from the other day to pitch in?\What?\Oh... Sure, okay! I'll try asking him.\Pitch in?\G-Good morning!\Ah, there you are, young lad! response:	We're counting on you, Ichijo!
context: Hey, I know.\Kosaki, can you ask that boy from the other day to pitch in?\What?\Oh... Sure, okay! I'll try asking him.\Pitch in?\G-Good morning!\Ah, there you are, young lad!\We're counting on you, Ichijo! response:	Wh-What the...?
context: Kosaki, can you ask that boy from the other day to pitch in?\What?\Oh... Sure, okay! I'll try asking him.\Pitch in?\G-Good morning!\Ah, there you are, young lad!\We're counting on you, Ichijo!\Wh-What the...? response:	Work!
context: What?\Oh... Sure, okay! I'll try asking him.\Pitch in?\G-Good morning!\Ah, there you are, young lad!\We're counting on you, Ichijo!\Wh-What the...?\Work! response:	Why is Ichijo the one pitching in?
context: Oh... Sure, okay! I'll try asking him.\Pitch in?\G-Good morning!\Ah, there you are, young lad!\We're counting on you, Ichijo!\Wh-What the...?\Work!\Why is Ichijo the one pitching in? response:	You're asking me why?
context: Pitch in?\G-Good morning!\Ah, there you are, young lad!\We're counting on you, Ichijo!\Wh-What the...?\Work!\Why is Ichijo the one pitching in?\You're asking me why? response:	Because he's pitched in before, he has experience, and Mom acknowledges his skills...
context: G-Good morning!\Ah, there you are, young lad!\We're counting on you, Ichijo!\Wh-What the...?\Work!\Why is Ichijo the one pitching in?\You're asking me why?\Because he's pitched in before, he has experience, and Mom acknowledges his skills... response:	What? Mom?
context: Ah, there you are, young lad!\We're counting on you, Ichijo!\Wh-What the...?\Work!\Why is Ichijo the one pitching in?\You're asking me why?\Because he's pitched in before, he has experience, and Mom acknowledges his skills...\What? Mom? response:	B-But... but...
context: We're counting on you, Ichijo!\Wh-What the...?\Work!\Why is Ichijo the one pitching in?\You're asking me why?\Because he's pitched in before, he has experience, and Mom acknowledges his skills...\What? Mom?\B-But... but... response:	If I just cover what he'd be doing, we wouldn't need him, right?
context: Wh-What the...?\Work!\Why is Ichijo the one pitching in?\You're asking me why?\Because he's pitched in before, he has experience, and Mom acknowledges his skills...\What? Mom?\B-But... but...\If I just cover what he'd be doing, we wouldn't need him, right? response:	We don't need anyone to pitch in!
context: Work!\Why is Ichijo the one pitching in?\You're asking me why?\Because he's pitched in before, he has experience, and Mom acknowledges his skills...\What? Mom?\B-But... but...\If I just cover what he'd be doing, we wouldn't need him, right?\We don't need anyone to pitch in! response:	We can't tell him that now, can we?
context: Why is Ichijo the one pitching in?\You're asking me why?\Because he's pitched in before, he has experience, and Mom acknowledges his skills...\What? Mom?\B-But... but...\If I just cover what he'd be doing, we wouldn't need him, right?\We don't need anyone to pitch in!\We can't tell him that now, can we? response:	I mean, he's already here.
context: You're asking me why?\Because he's pitched in before, he has experience, and Mom acknowledges his skills...\What? Mom?\B-But... but...\If I just cover what he'd be doing, we wouldn't need him, right?\We don't need anyone to pitch in!\We can't tell him that now, can we?\I mean, he's already here. response:	This guy... the nerve of him!
context: Because he's pitched in before, he has experience, and Mom acknowledges his skills...\What? Mom?\B-But... but...\If I just cover what he'd be doing, we wouldn't need him, right?\We don't need anyone to pitch in!\We can't tell him that now, can we?\I mean, he's already here.\This guy... the nerve of him! response:	So he's been going after my sister for that long, huh?
context: What? Mom?\B-But... but...\If I just cover what he'd be doing, we wouldn't need him, right?\We don't need anyone to pitch in!\We can't tell him that now, can we?\I mean, he's already here.\This guy... the nerve of him!\So he's been going after my sister for that long, huh? response:	But as long as I'm here, I won't let him lay a finger on my sister!
context: B-But... but...\If I just cover what he'd be doing, we wouldn't need him, right?\We don't need anyone to pitch in!\We can't tell him that now, can we?\I mean, he's already here.\This guy... the nerve of him!\So he's been going after my sister for that long, huh?\But as long as I'm here, I won't let him lay a finger on my sister! response:	Ugh... she's totally on red alert...
context: If I just cover what he'd be doing, we wouldn't need him, right?\We don't need anyone to pitch in!\We can't tell him that now, can we?\I mean, he's already here.\This guy... the nerve of him!\So he's been going after my sister for that long, huh?\But as long as I'm here, I won't let him lay a finger on my sister!\Ugh... she's totally on red alert... response:	But since she's Onodera's kid sister, I really wish we could be friends...
context: We don't need anyone to pitch in!\We can't tell him that now, can we?\I mean, he's already here.\This guy... the nerve of him!\So he's been going after my sister for that long, huh?\But as long as I'm here, I won't let him lay a finger on my sister!\Ugh... she's totally on red alert...\But since she's Onodera's kid sister, I really wish we could be friends... response:	Looks like things are tense between Haru and Ichijo, after all.
context: We can't tell him that now, can we?\I mean, he's already here.\This guy... the nerve of him!\So he's been going after my sister for that long, huh?\But as long as I'm here, I won't let him lay a finger on my sister!\Ugh... she's totally on red alert...\But since she's Onodera's kid sister, I really wish we could be friends...\Looks like things are tense between Haru and Ichijo, after all. response:	I really wish those two could be friends...
context: I mean, he's already here.\This guy... the nerve of him!\So he's been going after my sister for that long, huh?\But as long as I'm here, I won't let him lay a finger on my sister!\Ugh... she's totally on red alert...\But since she's Onodera's kid sister, I really wish we could be friends...\Looks like things are tense between Haru and Ichijo, after all.\I really wish those two could be friends... response:	What's this? Haru, are you already buddies with Ichijo?
context: This guy... the nerve of him!\So he's been going after my sister for that long, huh?\But as long as I'm here, I won't let him lay a finger on my sister!\Ugh... she's totally on red alert...\But since she's Onodera's kid sister, I really wish we could be friends...\Looks like things are tense between Haru and Ichijo, after all.\I really wish those two could be friends...\What's this? Haru, are you already buddies with Ichijo? response:	Kosaki! Seems like you have a rival now!
context: So he's been going after my sister for that long, huh?\But as long as I'm here, I won't let him lay a finger on my sister!\Ugh... she's totally on red alert...\But since she's Onodera's kid sister, I really wish we could be friends...\Looks like things are tense between Haru and Ichijo, after all.\I really wish those two could be friends...\What's this? Haru, are you already buddies with Ichijo?\Kosaki! Seems like you have a rival now! response:	What are you talking about, Mom!?
context: But as long as I'm here, I won't let him lay a finger on my sister!\Ugh... she's totally on red alert...\But since she's Onodera's kid sister, I really wish we could be friends...\Looks like things are tense between Haru and Ichijo, after all.\I really wish those two could be friends...\What's this? Haru, are you already buddies with Ichijo?\Kosaki! Seems like you have a rival now!\What are you talking about, Mom!? response:	Okay, why don't we get to work now?
context: Ugh... she's totally on red alert...\But since she's Onodera's kid sister, I really wish we could be friends...\Looks like things are tense between Haru and Ichijo, after all.\I really wish those two could be friends...\What's this? Haru, are you already buddies with Ichijo?\Kosaki! Seems like you have a rival now!\What are you talking about, Mom!?\Okay, why don't we get to work now? response:	We'll start like we did last time, by making the bean paste.
context: But since she's Onodera's kid sister, I really wish we could be friends...\Looks like things are tense between Haru and Ichijo, after all.\I really wish those two could be friends...\What's this? Haru, are you already buddies with Ichijo?\Kosaki! Seems like you have a rival now!\What are you talking about, Mom!?\Okay, why don't we get to work now?\We'll start like we did last time, by making the bean paste. response:	I'm looking forward to working with you!
context: Looks like things are tense between Haru and Ichijo, after all.\I really wish those two could be friends...\What's this? Haru, are you already buddies with Ichijo?\Kosaki! Seems like you have a rival now!\What are you talking about, Mom!?\Okay, why don't we get to work now?\We'll start like we did last time, by making the bean paste.\I'm looking forward to working with you! response:	Ichijo, would you mind handing me that teaspoon there?
context: I really wish those two could be friends...\What's this? Haru, are you already buddies with Ichijo?\Kosaki! Seems like you have a rival now!\What are you talking about, Mom!?\Okay, why don't we get to work now?\We'll start like we did last time, by making the bean paste.\I'm looking forward to working with you!\Ichijo, would you mind handing me that teaspoon there? response:	Sure.
context: What's this? Haru, are you already buddies with Ichijo?\Kosaki! Seems like you have a rival now!\What are you talking about, Mom!?\Okay, why don't we get to work now?\We'll start like we did last time, by making the bean paste.\I'm looking forward to working with you!\Ichijo, would you mind handing me that teaspoon there?\Sure. response:	Here, Sister!
context: Kosaki! Seems like you have a rival now!\What are you talking about, Mom!?\Okay, why don't we get to work now?\We'll start like we did last time, by making the bean paste.\I'm looking forward to working with you!\Ichijo, would you mind handing me that teaspoon there?\Sure.\Here, Sister! response:	Huh? Th-Thanks.
context: What are you talking about, Mom!?\Okay, why don't we get to work now?\We'll start like we did last time, by making the bean paste.\I'm looking forward to working with you!\Ichijo, would you mind handing me that teaspoon there?\Sure.\Here, Sister!\Huh? Th-Thanks. response:	Uh... uh... Haru, was it?
context: Okay, why don't we get to work now?\We'll start like we did last time, by making the bean paste.\I'm looking forward to working with you!\Ichijo, would you mind handing me that teaspoon there?\Sure.\Here, Sister!\Huh? Th-Thanks.\Uh... uh... Haru, was it? response:	You seem to have all these misunderstandings about me...
context: We'll start like we did last time, by making the bean paste.\I'm looking forward to working with you!\Ichijo, would you mind handing me that teaspoon there?\Sure.\Here, Sister!\Huh? Th-Thanks.\Uh... uh... Haru, was it?\You seem to have all these misunderstandings about me... response:	Huh? Misunderstandings?
context: I'm looking forward to working with you!\Ichijo, would you mind handing me that teaspoon there?\Sure.\Here, Sister!\Huh? Th-Thanks.\Uh... uh... Haru, was it?\You seem to have all these misunderstandings about me...\Huh? Misunderstandings? response:	Now then, what could you be referring to?
context: Ichijo, would you mind handing me that teaspoon there?\Sure.\Here, Sister!\Huh? Th-Thanks.\Uh... uh... Haru, was it?\You seem to have all these misunderstandings about me...\Huh? Misunderstandings?\Now then, what could you be referring to? response:	The fact that you saw my underwear?
context: Sure.\Here, Sister!\Huh? Th-Thanks.\Uh... uh... Haru, was it?\You seem to have all these misunderstandings about me...\Huh? Misunderstandings?\Now then, what could you be referring to?\The fact that you saw my underwear? response:	Although I do think that that's an indisputable fact.
context: Here, Sister!\Huh? Th-Thanks.\Uh... uh... Haru, was it?\You seem to have all these misunderstandings about me...\Huh? Misunderstandings?\Now then, what could you be referring to?\The fact that you saw my underwear?\Although I do think that that's an indisputable fact. response:	Moreover, twice!
context: Huh? Th-Thanks.\Uh... uh... Haru, was it?\You seem to have all these misunderstandings about me...\Huh? Misunderstandings?\Now then, what could you be referring to?\The fact that you saw my underwear?\Although I do think that that's an indisputable fact.\Moreover, twice! response:	Did you have to talk about that in front of Onodera?
context: Uh... uh... Haru, was it?\You seem to have all these misunderstandings about me...\Huh? Misunderstandings?\Now then, what could you be referring to?\The fact that you saw my underwear?\Although I do think that that's an indisputable fact.\Moreover, twice!\Did you have to talk about that in front of Onodera? response:	What am I supposed to do?
context: You seem to have all these misunderstandings about me...\Huh? Misunderstandings?\Now then, what could you be referring to?\The fact that you saw my underwear?\Although I do think that that's an indisputable fact.\Moreover, twice!\Did you have to talk about that in front of Onodera?\What am I supposed to do? response:	Mom asked me to run an errand for her, so I'll be out for a bit, okay?
context: Huh? Misunderstandings?\Now then, what could you be referring to?\The fact that you saw my underwear?\Although I do think that that's an indisputable fact.\Moreover, twice!\Did you have to talk about that in front of Onodera?\What am I supposed to do?\Mom asked me to run an errand for her, so I'll be out for a bit, okay? response:	I'll be right back!
context: Now then, what could you be referring to?\The fact that you saw my underwear?\Although I do think that that's an indisputable fact.\Moreover, twice!\Did you have to talk about that in front of Onodera?\What am I supposed to do?\Mom asked me to run an errand for her, so I'll be out for a bit, okay?\I'll be right back! response:	Huh? Onodera?
context: The fact that you saw my underwear?\Although I do think that that's an indisputable fact.\Moreover, twice!\Did you have to talk about that in front of Onodera?\What am I supposed to do?\Mom asked me to run an errand for her, so I'll be out for a bit, okay?\I'll be right back!\Huh? Onodera? response:	According to Haru, it didn't seem like Ichijo meant to see her underwear.
context: Although I do think that that's an indisputable fact.\Moreover, twice!\Did you have to talk about that in front of Onodera?\What am I supposed to do?\Mom asked me to run an errand for her, so I'll be out for a bit, okay?\I'll be right back!\Huh? Onodera?\According to Haru, it didn't seem like Ichijo meant to see her underwear. response:	I'm sure if they talk it out... they can become friends, right?
context: Moreover, twice!\Did you have to talk about that in front of Onodera?\What am I supposed to do?\Mom asked me to run an errand for her, so I'll be out for a bit, okay?\I'll be right back!\Huh? Onodera?\According to Haru, it didn't seem like Ichijo meant to see her underwear.\I'm sure if they talk it out... they can become friends, right? response:	N-No way...
context: Did you have to talk about that in front of Onodera?\What am I supposed to do?\Mom asked me to run an errand for her, so I'll be out for a bit, okay?\I'll be right back!\Huh? Onodera?\According to Haru, it didn't seem like Ichijo meant to see her underwear.\I'm sure if they talk it out... they can become friends, right?\N-No way... response:	And I thought I could spend the day with Onodera!
context: What am I supposed to do?\Mom asked me to run an errand for her, so I'll be out for a bit, okay?\I'll be right back!\Huh? Onodera?\According to Haru, it didn't seem like Ichijo meant to see her underwear.\I'm sure if they talk it out... they can become friends, right?\N-No way...\And I thought I could spend the day with Onodera! response:	How very unfortunate...
context: Mom asked me to run an errand for her, so I'll be out for a bit, okay?\I'll be right back!\Huh? Onodera?\According to Haru, it didn't seem like Ichijo meant to see her underwear.\I'm sure if they talk it out... they can become friends, right?\N-No way...\And I thought I could spend the day with Onodera!\How very unfortunate... response:	You being deprived of your target - my sister!
context: I'll be right back!\Huh? Onodera?\According to Haru, it didn't seem like Ichijo meant to see her underwear.\I'm sure if they talk it out... they can become friends, right?\N-No way...\And I thought I could spend the day with Onodera!\How very unfortunate...\You being deprived of your target - my sister! response:	I-It's not like I...
context: Huh? Onodera?\According to Haru, it didn't seem like Ichijo meant to see her underwear.\I'm sure if they talk it out... they can become friends, right?\N-No way...\And I thought I could spend the day with Onodera!\How very unfortunate...\You being deprived of your target - my sister!\I-It's not like I... response:	I'm actually impressed that you had the guts to appear before me.
context: According to Haru, it didn't seem like Ichijo meant to see her underwear.\I'm sure if they talk it out... they can become friends, right?\N-No way...\And I thought I could spend the day with Onodera!\How very unfortunate...\You being deprived of your target - my sister!\I-It's not like I...\I'm actually impressed that you had the guts to appear before me. response:	After the horrible thing you did to me!
context: I'm sure if they talk it out... they can become friends, right?\N-No way...\And I thought I could spend the day with Onodera!\How very unfortunate...\You being deprived of your target - my sister!\I-It's not like I...\I'm actually impressed that you had the guts to appear before me.\After the horrible thing you did to me! response:	What the...? I told you, that wasn't my fault!
context: N-No way...\And I thought I could spend the day with Onodera!\How very unfortunate...\You being deprived of your target - my sister!\I-It's not like I...\I'm actually impressed that you had the guts to appear before me.\After the horrible thing you did to me!\What the...? I told you, that wasn't my fault! response:	All you had to do was avert your gaze!
context: And I thought I could spend the day with Onodera!\How very unfortunate...\You being deprived of your target - my sister!\I-It's not like I...\I'm actually impressed that you had the guts to appear before me.\After the horrible thing you did to me!\What the...? I told you, that wasn't my fault!\All you had to do was avert your gaze! response:	But no, you even offered your comments...
context: How very unfortunate...\You being deprived of your target - my sister!\I-It's not like I...\I'm actually impressed that you had the guts to appear before me.\After the horrible thing you did to me!\What the...? I told you, that wasn't my fault!\All you had to do was avert your gaze!\But no, you even offered your comments... response:	Oh... Well, I admit that was wrong, but...
context: You being deprived of your target - my sister!\I-It's not like I...\I'm actually impressed that you had the guts to appear before me.\After the horrible thing you did to me!\What the...? I told you, that wasn't my fault!\All you had to do was avert your gaze!\But no, you even offered your comments...\Oh... Well, I admit that was wrong, but... response:	I'm going to spell it out very clearly for you.
context: I-It's not like I...\I'm actually impressed that you had the guts to appear before me.\After the horrible thing you did to me!\What the...? I told you, that wasn't my fault!\All you had to do was avert your gaze!\But no, you even offered your comments...\Oh... Well, I admit that was wrong, but...\I'm going to spell it out very clearly for you. response:	Don't ever try to go near my sister again!
context: I'm actually impressed that you had the guts to appear before me.\After the horrible thing you did to me!\What the...? I told you, that wasn't my fault!\All you had to do was avert your gaze!\But no, you even offered your comments...\Oh... Well, I admit that was wrong, but...\I'm going to spell it out very clearly for you.\Don't ever try to go near my sister again! response:	The thing I find most unforgivable about you,
context: After the horrible thing you did to me!\What the...? I told you, that wasn't my fault!\All you had to do was avert your gaze!\But no, you even offered your comments...\Oh... Well, I admit that was wrong, but...\I'm going to spell it out very clearly for you.\Don't ever try to go near my sister again!\The thing I find most unforgivable about you, response:	is the fact that you're trying to make a play for my sister,
context: What the...? I told you, that wasn't my fault!\All you had to do was avert your gaze!\But no, you even offered your comments...\Oh... Well, I admit that was wrong, but...\I'm going to spell it out very clearly for you.\Don't ever try to go near my sister again!\The thing I find most unforgivable about you,\is the fact that you're trying to make a play for my sister, response:	when you already have such a gorgeous girlfriend!
context: All you had to do was avert your gaze!\But no, you even offered your comments...\Oh... Well, I admit that was wrong, but...\I'm going to spell it out very clearly for you.\Don't ever try to go near my sister again!\The thing I find most unforgivable about you,\is the fact that you're trying to make a play for my sister,\when you already have such a gorgeous girlfriend! response:	Just what kind of nerve is that? As a person, you're the lowest of the low!
context: But no, you even offered your comments...\Oh... Well, I admit that was wrong, but...\I'm going to spell it out very clearly for you.\Don't ever try to go near my sister again!\The thing I find most unforgivable about you,\is the fact that you're trying to make a play for my sister,\when you already have such a gorgeous girlfriend!\Just what kind of nerve is that? As a person, you're the lowest of the low! response:	It's true that my sister is pretty...
context: Oh... Well, I admit that was wrong, but...\I'm going to spell it out very clearly for you.\Don't ever try to go near my sister again!\The thing I find most unforgivable about you,\is the fact that you're trying to make a play for my sister,\when you already have such a gorgeous girlfriend!\Just what kind of nerve is that? As a person, you're the lowest of the low!\It's true that my sister is pretty... response:	Not only that, but she's also a pure, feminine, ultra-lovely big sister!
context: I'm going to spell it out very clearly for you.\Don't ever try to go near my sister again!\The thing I find most unforgivable about you,\is the fact that you're trying to make a play for my sister,\when you already have such a gorgeous girlfriend!\Just what kind of nerve is that? As a person, you're the lowest of the low!\It's true that my sister is pretty...\Not only that, but she's also a pure, feminine, ultra-lovely big sister! response:	I agree. On top of that she's gentle, and has so much empathy...
context: Don't ever try to go near my sister again!\The thing I find most unforgivable about you,\is the fact that you're trying to make a play for my sister,\when you already have such a gorgeous girlfriend!\Just what kind of nerve is that? As a person, you're the lowest of the low!\It's true that my sister is pretty...\Not only that, but she's also a pure, feminine, ultra-lovely big sister!\I agree. On top of that she's gentle, and has so much empathy... response:	That's right! You're absolutely right!
context: The thing I find most unforgivable about you,\is the fact that you're trying to make a play for my sister,\when you already have such a gorgeous girlfriend!\Just what kind of nerve is that? As a person, you're the lowest of the low!\It's true that my sister is pretty...\Not only that, but she's also a pure, feminine, ultra-lovely big sister!\I agree. On top of that she's gentle, and has so much empathy...\That's right! You're absolutely right! response:	She's kind to anyone she meets, and she has an especially lovely smile...
context: is the fact that you're trying to make a play for my sister,\when you already have such a gorgeous girlfriend!\Just what kind of nerve is that? As a person, you're the lowest of the low!\It's true that my sister is pretty...\Not only that, but she's also a pure, feminine, ultra-lovely big sister!\I agree. On top of that she's gentle, and has so much empathy...\That's right! You're absolutely right!\She's kind to anyone she meets, and she has an especially lovely smile... response:	She sure does! I don't know how many times that smile has saved me.
