context: Are memories precious? response:	Yes! I wish I could gather every single one and keep them in a treasure box.
context: Amazing! You remembered my name!\Umm...\I'm sorry.\Ah, I know! How about this?\I'm sure Alicia will be back soon, so why don't we all go to the Aria Company?\I'm sorry for asking you to carry President Aria, Athena.\It's all right. I like the way President Aria feels.\What's the matter? Are you all right, Alice? response:	I'm the only one Athena doesn't remember...
context: Umm...\I'm sorry.\Ah, I know! How about this?\I'm sure Alicia will be back soon, so why don't we all go to the Aria Company?\I'm sorry for asking you to carry President Aria, Athena.\It's all right. I like the way President Aria feels.\What's the matter? Are you all right, Alice?\I'm the only one Athena doesn't remember... response:	Athena?
context: I'm sorry.\Ah, I know! How about this?\I'm sure Alicia will be back soon, so why don't we all go to the Aria Company?\I'm sorry for asking you to carry President Aria, Athena.\It's all right. I like the way President Aria feels.\What's the matter? Are you all right, Alice?\I'm the only one Athena doesn't remember...\Athena? response:	What kind of person was I to you?
context: Ah, I know! How about this?\I'm sure Alicia will be back soon, so why don't we all go to the Aria Company?\I'm sorry for asking you to carry President Aria, Athena.\It's all right. I like the way President Aria feels.\What's the matter? Are you all right, Alice?\I'm the only one Athena doesn't remember...\Athena?\What kind of person was I to you? response:	You were a very clumsy mentor...
context: I'm sure Alicia will be back soon, so why don't we all go to the Aria Company?\I'm sorry for asking you to carry President Aria, Athena.\It's all right. I like the way President Aria feels.\What's the matter? Are you all right, Alice?\I'm the only one Athena doesn't remember...\Athena?\What kind of person was I to you?\You were a very clumsy mentor... response:	As your roommate, you always used to trouble me with your constant mistakes...
context: I'm sorry for asking you to carry President Aria, Athena.\It's all right. I like the way President Aria feels.\What's the matter? Are you all right, Alice?\I'm the only one Athena doesn't remember...\Athena?\What kind of person was I to you?\You were a very clumsy mentor...\As your roommate, you always used to trouble me with your constant mistakes... response:	I guess you hated me, huh?
context: It's all right. I like the way President Aria feels.\What's the matter? Are you all right, Alice?\I'm the only one Athena doesn't remember...\Athena?\What kind of person was I to you?\You were a very clumsy mentor...\As your roommate, you always used to trouble me with your constant mistakes...\I guess you hated me, huh? response:	Ah! I didn't hate you...
context: What's the matter? Are you all right, Alice?\I'm the only one Athena doesn't remember...\Athena?\What kind of person was I to you?\You were a very clumsy mentor...\As your roommate, you always used to trouble me with your constant mistakes...\I guess you hated me, huh?\Ah! I didn't hate you... response:	Then, did you like me?
context: I'm the only one Athena doesn't remember...\Athena?\What kind of person was I to you?\You were a very clumsy mentor...\As your roommate, you always used to trouble me with your constant mistakes...\I guess you hated me, huh?\Ah! I didn't hate you...\Then, did you like me? response:	If I had to choose one or the other, I guess it'd be the latter...
context: Athena?\What kind of person was I to you?\You were a very clumsy mentor...\As your roommate, you always used to trouble me with your constant mistakes...\I guess you hated me, huh?\Ah! I didn't hate you...\Then, did you like me?\If I had to choose one or the other, I guess it'd be the latter... response:	Alice...
context: What kind of person was I to you?\You were a very clumsy mentor...\As your roommate, you always used to trouble me with your constant mistakes...\I guess you hated me, huh?\Ah! I didn't hate you...\Then, did you like me?\If I had to choose one or the other, I guess it'd be the latter...\Alice... response:	Don't you think that's enough, Athena?
context: You were a very clumsy mentor...\As your roommate, you always used to trouble me with your constant mistakes...\I guess you hated me, huh?\Ah! I didn't hate you...\Then, did you like me?\If I had to choose one or the other, I guess it'd be the latter...\Alice...\Don't you think that's enough, Athena? response:	Alicia!
context: As your roommate, you always used to trouble me with your constant mistakes...\I guess you hated me, huh?\Ah! I didn't hate you...\Then, did you like me?\If I had to choose one or the other, I guess it'd be the latter...\Alice...\Don't you think that's enough, Athena?\Alicia! response:	Right, Athena?
context: I guess you hated me, huh?\Ah! I didn't hate you...\Then, did you like me?\If I had to choose one or the other, I guess it'd be the latter...\Alice...\Don't you think that's enough, Athena?\Alicia!\Right, Athena? response:	Yeah.
context: Ah! I didn't hate you...\Then, did you like me?\If I had to choose one or the other, I guess it'd be the latter...\Alice...\Don't you think that's enough, Athena?\Alicia!\Right, Athena?\Yeah. response:	I'm sorry, Alice.
context: Then, did you like me?\If I had to choose one or the other, I guess it'd be the latter...\Alice...\Don't you think that's enough, Athena?\Alicia!\Right, Athena?\Yeah.\I'm sorry, Alice. response:	I was lying.
context: If I had to choose one or the other, I guess it'd be the latter...\Alice...\Don't you think that's enough, Athena?\Alicia!\Right, Athena?\Yeah.\I'm sorry, Alice.\I was lying. response:	Huh?
context: Alice...\Don't you think that's enough, Athena?\Alicia!\Right, Athena?\Yeah.\I'm sorry, Alice.\I was lying.\Huh? response:	My amnesia was all a lie.
context: Don't you think that's enough, Athena?\Alicia!\Right, Athena?\Yeah.\I'm sorry, Alice.\I was lying.\Huh?\My amnesia was all a lie. response:	Huh?
context: Alicia!\Right, Athena?\Yeah.\I'm sorry, Alice.\I was lying.\Huh?\My amnesia was all a lie.\Huh? response:	Wha?
context: Right, Athena?\Yeah.\I'm sorry, Alice.\I was lying.\Huh?\My amnesia was all a lie.\Huh?\Wha? response:	What?! What?!
context: Yeah.\I'm sorry, Alice.\I was lying.\Huh?\My amnesia was all a lie.\Huh?\Wha?\What?! What?! response:	I'm always causing you trouble because I'm so clumsy, right?
context: I'm sorry, Alice.\I was lying.\Huh?\My amnesia was all a lie.\Huh?\Wha?\What?! What?!\I'm always causing you trouble because I'm so clumsy, right? response:	Yes.
context: I was lying.\Huh?\My amnesia was all a lie.\Huh?\Wha?\What?! What?!\I'm always causing you trouble because I'm so clumsy, right?\Yes. response:	After what happened this morning, I thought you might have finally gotten fed up with me.
context: Huh?\My amnesia was all a lie.\Huh?\Wha?\What?! What?!\I'm always causing you trouble because I'm so clumsy, right?\Yes.\After what happened this morning, I thought you might have finally gotten fed up with me. response:	I became really worried...
context: My amnesia was all a lie.\Huh?\Wha?\What?! What?!\I'm always causing you trouble because I'm so clumsy, right?\Yes.\After what happened this morning, I thought you might have finally gotten fed up with me.\I became really worried... response:	So I wanted to know how you truly felt...
context: Huh?\Wha?\What?! What?!\I'm always causing you trouble because I'm so clumsy, right?\Yes.\After what happened this morning, I thought you might have finally gotten fed up with me.\I became really worried...\So I wanted to know how you truly felt... response:	That's why...
context: Wha?\What?! What?!\I'm always causing you trouble because I'm so clumsy, right?\Yes.\After what happened this morning, I thought you might have finally gotten fed up with me.\I became really worried...\So I wanted to know how you truly felt...\That's why... response:	That's why I thought, if I got amnesia,
context: What?! What?!\I'm always causing you trouble because I'm so clumsy, right?\Yes.\After what happened this morning, I thought you might have finally gotten fed up with me.\I became really worried...\So I wanted to know how you truly felt...\That's why...\That's why I thought, if I got amnesia, response:	I'd be able to ask how you felt about me and get an honest answer...
context: I'm always causing you trouble because I'm so clumsy, right?\Yes.\After what happened this morning, I thought you might have finally gotten fed up with me.\I became really worried...\So I wanted to know how you truly felt...\That's why...\That's why I thought, if I got amnesia,\I'd be able to ask how you felt about me and get an honest answer... response:	I'm really sorry.
context: Yes.\After what happened this morning, I thought you might have finally gotten fed up with me.\I became really worried...\So I wanted to know how you truly felt...\That's why...\That's why I thought, if I got amnesia,\I'd be able to ask how you felt about me and get an honest answer...\I'm really sorry. response:	Athena...
context: After what happened this morning, I thought you might have finally gotten fed up with me.\I became really worried...\So I wanted to know how you truly felt...\That's why...\That's why I thought, if I got amnesia,\I'd be able to ask how you felt about me and get an honest answer...\I'm really sorry.\Athena... response:	Yes?
context: I became really worried...\So I wanted to know how you truly felt...\That's why...\That's why I thought, if I got amnesia,\I'd be able to ask how you felt about me and get an honest answer...\I'm really sorry.\Athena...\Yes? response:	Next time, please don't be so sneaky about it. Just be direct.
context: So I wanted to know how you truly felt...\That's why...\That's why I thought, if I got amnesia,\I'd be able to ask how you felt about me and get an honest answer...\I'm really sorry.\Athena...\Yes?\Next time, please don't be so sneaky about it. Just be direct. response:	Okay.
context: That's why...\That's why I thought, if I got amnesia,\I'd be able to ask how you felt about me and get an honest answer...\I'm really sorry.\Athena...\Yes?\Next time, please don't be so sneaky about it. Just be direct.\Okay. response:	Athena, I...
context: That's why I thought, if I got amnesia,\I'd be able to ask how you felt about me and get an honest answer...\I'm really sorry.\Athena...\Yes?\Next time, please don't be so sneaky about it. Just be direct.\Okay.\Athena, I... response:	Ehh?!
context: I'd be able to ask how you felt about me and get an honest answer...\I'm really sorry.\Athena...\Yes?\Next time, please don't be so sneaky about it. Just be direct.\Okay.\Athena, I...\Ehh?! response:	My, my. Ehh?!
context: I'm really sorry.\Athena...\Yes?\Next time, please don't be so sneaky about it. Just be direct.\Okay.\Athena, I...\Ehh?!\My, my. Ehh?! response:	First of all, if you can be graceful like that, then be that way all the time!
context: Athena...\Yes?\Next time, please don't be so sneaky about it. Just be direct.\Okay.\Athena, I...\Ehh?!\My, my. Ehh?!\First of all, if you can be graceful like that, then be that way all the time! response:	But it's really exhausting to act like that...
context: Yes?\Next time, please don't be so sneaky about it. Just be direct.\Okay.\Athena, I...\Ehh?!\My, my. Ehh?!\First of all, if you can be graceful like that, then be that way all the time!\But it's really exhausting to act like that... response:	Alicia, by any chance...
context: Next time, please don't be so sneaky about it. Just be direct.\Okay.\Athena, I...\Ehh?!\My, my. Ehh?!\First of all, if you can be graceful like that, then be that way all the time!\But it's really exhausting to act like that...\Alicia, by any chance... response:	It's only because I've seen Athena pull some unbelievable stunts from time to time.
context: Okay.\Athena, I...\Ehh?!\My, my. Ehh?!\First of all, if you can be graceful like that, then be that way all the time!\But it's really exhausting to act like that...\Alicia, by any chance...\It's only because I've seen Athena pull some unbelievable stunts from time to time. response:	Were you surprised?
context: Athena, I...\Ehh?!\My, my. Ehh?!\First of all, if you can be graceful like that, then be that way all the time!\But it's really exhausting to act like that...\Alicia, by any chance...\It's only because I've seen Athena pull some unbelievable stunts from time to time.\Were you surprised? response:	Yes, I was really surprised.
context: Ehh?!\My, my. Ehh?!\First of all, if you can be graceful like that, then be that way all the time!\But it's really exhausting to act like that...\Alicia, by any chance...\It's only because I've seen Athena pull some unbelievable stunts from time to time.\Were you surprised?\Yes, I was really surprised. response:	It never occurred to me that someone like Athena, one the Three Great Water Fairies,
context: My, my. Ehh?!\First of all, if you can be graceful like that, then be that way all the time!\But it's really exhausting to act like that...\Alicia, by any chance...\It's only because I've seen Athena pull some unbelievable stunts from time to time.\Were you surprised?\Yes, I was really surprised.\It never occurred to me that someone like Athena, one the Three Great Water Fairies, response:	would worry about things like that...
context: First of all, if you can be graceful like that, then be that way all the time!\But it's really exhausting to act like that...\Alicia, by any chance...\It's only because I've seen Athena pull some unbelievable stunts from time to time.\Were you surprised?\Yes, I was really surprised.\It never occurred to me that someone like Athena, one the Three Great Water Fairies,\would worry about things like that... response:	We're just like any other girls, after all.
context: But it's really exhausting to act like that...\Alicia, by any chance...\It's only because I've seen Athena pull some unbelievable stunts from time to time.\Were you surprised?\Yes, I was really surprised.\It never occurred to me that someone like Athena, one the Three Great Water Fairies,\would worry about things like that...\We're just like any other girls, after all. response:	We all wonder how the people we hold dear feel about us...
context: Alicia, by any chance...\It's only because I've seen Athena pull some unbelievable stunts from time to time.\Were you surprised?\Yes, I was really surprised.\It never occurred to me that someone like Athena, one the Three Great Water Fairies,\would worry about things like that...\We're just like any other girls, after all.\We all wonder how the people we hold dear feel about us... response:	Especially if it's our cute apprentices.
context: It's only because I've seen Athena pull some unbelievable stunts from time to time.\Were you surprised?\Yes, I was really surprised.\It never occurred to me that someone like Athena, one the Three Great Water Fairies,\would worry about things like that...\We're just like any other girls, after all.\We all wonder how the people we hold dear feel about us...\Especially if it's our cute apprentices. response:	Let's go home.
context: Were you surprised?\Yes, I was really surprised.\It never occurred to me that someone like Athena, one the Three Great Water Fairies,\would worry about things like that...\We're just like any other girls, after all.\We all wonder how the people we hold dear feel about us...\Especially if it's our cute apprentices.\Let's go home. response:	Okay...
context: Yes, I was really surprised.\It never occurred to me that someone like Athena, one the Three Great Water Fairies,\would worry about things like that...\We're just like any other girls, after all.\We all wonder how the people we hold dear feel about us...\Especially if it's our cute apprentices.\Let's go home.\Okay... response:	C'mon Athena. Okay...
context: It never occurred to me that someone like Athena, one the Three Great Water Fairies,\would worry about things like that...\We're just like any other girls, after all.\We all wonder how the people we hold dear feel about us...\Especially if it's our cute apprentices.\Let's go home.\Okay...\C'mon Athena. Okay... response:	C'mon Athena. Then, do you get worried about me too, Alicia?
context: would worry about things like that...\We're just like any other girls, after all.\We all wonder how the people we hold dear feel about us...\Especially if it's our cute apprentices.\Let's go home.\Okay...\C'mon Athena. Okay...\C'mon Athena. Then, do you get worried about me too, Alicia? response:	Wait, Alice! Then, do you get worried about me too, Alicia?
context: We're just like any other girls, after all.\We all wonder how the people we hold dear feel about us...\Especially if it's our cute apprentices.\Let's go home.\Okay...\C'mon Athena. Okay...\C'mon Athena. Then, do you get worried about me too, Alicia?\Wait, Alice! Then, do you get worried about me too, Alicia? response:	Then, do you get worried about me too, Alicia?
context: We all wonder how the people we hold dear feel about us...\Especially if it's our cute apprentices.\Let's go home.\Okay...\C'mon Athena. Okay...\C'mon Athena. Then, do you get worried about me too, Alicia?\Wait, Alice! Then, do you get worried about me too, Alicia?\Then, do you get worried about me too, Alicia? response:	That's a secret.
context: Especially if it's our cute apprentices.\Let's go home.\Okay...\C'mon Athena. Okay...\C'mon Athena. Then, do you get worried about me too, Alicia?\Wait, Alice! Then, do you get worried about me too, Alicia?\Then, do you get worried about me too, Alicia?\That's a secret. response:	Huh? That's a secret.
context: Let's go home.\Okay...\C'mon Athena. Okay...\C'mon Athena. Then, do you get worried about me too, Alicia?\Wait, Alice! Then, do you get worried about me too, Alicia?\Then, do you get worried about me too, Alicia?\That's a secret.\Huh? That's a secret. response:	Huh?
context: Okay...\C'mon Athena. Okay...\C'mon Athena. Then, do you get worried about me too, Alicia?\Wait, Alice! Then, do you get worried about me too, Alicia?\Then, do you get worried about me too, Alicia?\That's a secret.\Huh? That's a secret.\Huh? response:	Ai, when you like someone, that feeling might bring an equal amount of worry, too.
context: C'mon Athena. Okay...\C'mon Athena. Then, do you get worried about me too, Alicia?\Wait, Alice! Then, do you get worried about me too, Alicia?\Then, do you get worried about me too, Alicia?\That's a secret.\Huh? That's a secret.\Huh?\Ai, when you like someone, that feeling might bring an equal amount of worry, too. response:	Akari, I'm sure that after this incident, Alice and Athena will become even closer.
context: C'mon Athena. Then, do you get worried about me too, Alicia?\Wait, Alice! Then, do you get worried about me too, Alicia?\Then, do you get worried about me too, Alicia?\That's a secret.\Huh? That's a secret.\Huh?\Ai, when you like someone, that feeling might bring an equal amount of worry, too.\Akari, I'm sure that after this incident, Alice and Athena will become even closer. response:	A shore awash in golden waves Kin no nami kishibe ni
context: Wait, Alice! Then, do you get worried about me too, Alicia?\Then, do you get worried about me too, Alicia?\That's a secret.\Huh? That's a secret.\Huh?\Ai, when you like someone, that feeling might bring an equal amount of worry, too.\Akari, I'm sure that after this incident, Alice and Athena will become even closer.\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: Then, do you get worried about me too, Alicia?\That's a secret.\Huh? That's a secret.\Huh?\Ai, when you like someone, that feeling might bring an equal amount of worry, too.\Akari, I'm sure that after this incident, Alice and Athena will become even closer.\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki
context: That's a secret.\Huh? That's a secret.\Huh?\Ai, when you like someone, that feeling might bring an equal amount of worry, too.\Akari, I'm sure that after this incident, Alice and Athena will become even closer.\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki response:	Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru
context: Huh? That's a secret.\Huh?\Ai, when you like someone, that feeling might bring an equal amount of worry, too.\Akari, I'm sure that after this incident, Alice and Athena will become even closer.\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru response:	A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai
context: Huh?\Ai, when you like someone, that feeling might bring an equal amount of worry, too.\Akari, I'm sure that after this incident, Alice and Athena will become even closer.\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai response:	I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete
context: Ai, when you like someone, that feeling might bring an equal amount of worry, too.\Akari, I'm sure that after this incident, Alice and Athena will become even closer.\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete response:	The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima
context: Akari, I'm sure that after this incident, Alice and Athena will become even closer.\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima response:	A shore awash in golden waves Kin no nami kishibe ni
context: A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni response:	Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni
context: Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni\As my thoughts focus intently on someone, Dareka no koto o tsuyoku omou toki\Love rests on my palm, held high Kakageta te no hira ni ai ga tomaru\A future guided by the flow of water and wind Mizu no yukue to kaze ga shimesu mirai\I gaze at the hope that surrounds this world Kono hoshi o tsusumu kibou mitsumete\The distant clouds of light are beckoning now Tooi kumo hikari ga sasou you ni yureru ima\A shore awash in golden waves Kin no nami kishibe ni\Filled with yearning, I open my eyes and it's morning Akogare mezameru no asa ni response:	And my day begins Hajimaru
